Charge / Procedure Number,CPT / HCPCS Code,Billing Description,CDM Price
1477844,,00006-0117-54 - montelukast 10 mg Tab,35.25
1479769,,61958-1001-01 - ranolazine 500 mg Tab,22.65
1481882,,49348-0576-27 - phosphorated carbohydrate solution - Oral Sol 118 mL,0.25
1481883,,"42865-0101-02 - pancrelipase 55,000 units-10,000 units-34,000 units Cap",10.95
1481891,,"42865-0102-02 - pancrelipase 82,000 units-15,000 units-51,000 units Cap",15.80
1485769,,00185-0801-01 - rifampin 150 mg Cap,16.25
1487769,,42291-0529-01 - fludrocortisone 0.1 mg Tab,3.75
1489769,,00000-3686-05 - acetaminophen-oxycodone 325 mg-5 mg/5 mL Soln-Oral,2.35
1491769,,00000-0237-05 - morphine 10 mg / 5 mL Soln-Oral,1.95
1491770,,00000-8003-01 - morphine 20 mg/mL Conc,3.10
1493769,,00000-0024-05 - oxycodone 5 mg / 5 mL Soln-Oral,1.95
1495769,,39822-0706-01 - streptomycin 1 g Pow,110.40
1495770,,00517-2930-25 - sodium chloride 23.4% Sol,36.20
1495771,,00517-2900-25 - sodium chloride 23.4% Sol,48.65
1495772,,00904-3535-78 - sodium biphosphate-sodium phosphate 7 g-19 g Ene,8.40
1495773,,00641-0928-21 - promethazine 25 mg/mL Sol,35.50
1495774,,60977-0141-27 - pralidoxime 1 g Pow,743.80
1495775,,00517-2350-25 - potassium phosphate 3 mmol/mL Sol,45.90
1495776,,66689-0024-16 - oxycodone 5 mg/5 mL Sol,192.00
1495777,,63323-0378-05 - octreotide 200 mcg/mL Soln,850.40
1495778,,00121-4785-05 - nystatin 100000 units/mL Sus,6.35
1495779,,00603-1481-58 - nystatin 100000 units/mL Sus,493.10
1495780,,00409-1215-01 - naloxone 0.4 mg/mL Sol,187.90
1495781,,00781-3125-85 - nafcillin 2 g Pow,169.60
1495782,,00781-3124-85 - nafcillin 1 g Pow,95.00
1495783,,00168-0275-45 - metronidazole topical 0.75% Gel,697.10
1495784,,00009-7376-04 - medroxyPROGESTERone 150 mg/mL Sus,582.60
1495785,,63323-0024-25 - mannitol 25% Sol,64.55
1495786,,00517-2650-25 - magnesium sulfate 50% Sol,45.40
1495788,,63323-0486-20 - lidocaine 2% Sol,87.60
1495789,,00186-0277-13 - lidocaine 1% preservative-free Sol,85.00
1495790,,63323-0491-50 - lidocaine 0.5% preservative-free Sol,150.00
1495791,,50458-0166-01 - levofloxacin 750 mg/150 mL Sol,324.20
1495792,,50458-0168-01 - levofloxacin 500 mg/100 mL Sol,247.70
1495793,,17478-0934-01 - hydrALAZINE 20 mg/mL Sol,370.20
1495794,,63323-0544-11 - heparin flush 10 units/mL Sol,85.00
1495795,,60977-0155-54 - glycopyrrolate 0.2 mg/mL Sol,85.00
1495796,,00781-3282-75 - gemcitabine 200 mg Pow,"1,135.90"
1495797,,00007-3234-02 - fondaparinux 7.5 mg/0.6 mL Sol,777.80
1495798,,00007-3236-02 - fondaparinux 10 mg/0.8 mL Sol,637.80
1495799,,63323-0117-10 - fluorouracil 50 mg/mL Sol,48.65
1495800,,25021-0205-05 - fludarabine 50 mg Pow,939.50
1495801,,00641-2965-41 - esmolol 10 mg/mL Sol,218.60
1495802,,66758-0042-01 - epirubicin 2 mg/mL Sol,"1,080.60"
1495804,,63323-0883-30 - DOXOrubicin 2 mg/mL Sol,383.50
1495805,,63323-0883-05 - DOXOrubicin 2 mg/mL Sol,114.90
1495806,,68094-0171-59 - sucralfate 1 g/10 mL Sus,47.25
1495807,,51079-0386-20 - lorazepam 1 mg Tab,4.55
1497769,,53270-3100-01 - RHo (D) immune globulin 5000 intl units/4.4 mL Sol,"4,493.70"
1497770,,60977-0115-74 - morphine 25 mg/mL preservative-free Sol,"15,855.50"
1497771,,10019-0027-08 - midazolam 5 mg/mL Sol,35.50
1497772,,64281-0100-00 - methacholine 100 mg Pow,53.00
1497773,,51079-0700-20 - glycopyrrolate 1 mg Tab,6.60
1497774,,00143-9782-10 - fosphenytoin 500 mg PE/10 mL Sol,91.40
1497775,,55513-0546-01 - filgrastim 480 mcg/1.6 mL Sol,"2,029.60"
1497776,,55513-0530-01 - filgrastim 300 mcg/mL Sol,"1,298.50"
1497777,,50242-0100-39 - dornase alfa 2.5 mg/2.5 mL Sol,459.10
1503770,,61553-0364-72 - succinylcholine 20 mg/mL Soln-Inj,188.00
1507769,,55390-0184-01 - butorphanol 2 mg/mL Sol,113.60
1509769,,55390-0184-00 - butorphanol 2 mg/mL Soln-Inj,113.60
1509770,,00065-0647-05 - dexamethasone-tobramycin ophthalmic 0.1%-0.3% Sus,770.50
1509771,,00641-1398-31 - chlorproMAZINE 25 mg/mL Soln-Inj,125.10
1511769,,00078-0246-61 - cycloSPORINE microemulsion 25 mg Cap,11.70
1511770,,68084-0300-11 - dantrolene 25 mg Cap,5.95
1513769,,00173-0260-01 - digoxin 250 mcg/mL (0.25 mg/mL) Soln-Inj,103.90
1515769,,00187-0245-04 - dihydroergotamine 94.45 Spray-Nasal,"2,266.80"
1517770,,51079-0475-01 - divalproex sodium 500 mg Tab-EC,18.05
1517771,,"59676-0310-00 - epoetin alfa 10,000 unit(s) Soln-Inj",988.40
1519769,,"59676-0320-00 - epoetin alfa 20,000 unit(s) / 1 mL Soln-Inj","1,911.80"
1519770,,"59676-0302-00 - epoetin alfa 2,000 unit(s) / 1 mL Soln-Inj",327.50
1521769,,"59676-0340-00 - epoetin alfa 40,000 unit(s) / 1 mL Soln-Inj","2,332.80"
1523769,,00713-0166-06 - caffeine-ergotamine 100 mg-2 mg Supp,70.85
1525769,,10019-0038-39 - fentanyl 50 mcg/mL Soln-Inj,85.00
1527769,,00000-1810-30 - bismuth subsalicylate 262 mg / 15 mL Susp-Oral,0.10
1529769,,10019-0037-39 - fentanyl 50 mcg/mL Soln-Inj,78.00
1529770,,00713-0101-06 - glycerin 1 - Supp,1.15
1529771,,00713-0102-06 - glycerin 1 - Supp,1.10
1531769,,51079-0700-01 - glycopyrrolate 1 mg Tab,6.60
1531770,,51079-0734-01 - haloperidol 1 mg Tab,1.80
1533769,,68084-0269-11 - hydroxychloroquine 200 mg Tab,3.00
1535769,,00009-0011-03 - hydrocortisone 100 mg preservative-free Pow,173.80
1537769,,59627-0002-07 - interferon beta-1a 30 mcg / 0.5 mL Soln-Inj,"2,158.20"
1539769,,50419-0523-04 - interferon beta-1b 0.3 mg Powder-Inj,857.10
1541769,,50419-0523-01 - interferon beta-1b 0.3 mg Powder-Inj,857.10
1543769,,64764-0543-00 - lansoprazole 15 mg Tab-Dis,32.80
1545769,,51079-0386-01 - lorazepam 1 mg Tab,4.55
1545770,,10019-0102-37 - lorazepam 2 mg/mL Soln-Inj,93.60
1545771,,00093-9107-19 - mebendazole 100 mg Tab-Chew,26.65
1547769,,00009-0047-22 - methylPREDNISolone 125 mg preservative-free Pow,143.50
1547770,,00009-0047-25 - methylPREDNISolone 125 mg preservative-free Powder-Inj,104.40
1549769,,10019-0178-36 - morphine 10 mg/mL Soln-Inj,61.50
1549770,,61570-0047-01 - neomycin-polymyxin B sulfate topical 40 mg-200000 units/mL Soln-IRR,221.10
1549771,,57664-0135-60 - nimodipine 30 mg Cap,47.95
1549772,,00008-0844-01 - pantoprazole 40 mg Granule,26.15
1549773,,51079-0774-01 - paroxetine 20 mg Tab,13.65
1549774,,00025-1461-34 - misoprostol 200 mcg UD Tab - 00025-1461-34,33.10
1549775,,00045-1520-10 - levofloxacin 250 mg UD Tab - 00045-1520-10,70.45
1549776,,00045-1530-10 - levofloxacin 750 mg UD Tab - 00045-1530-10,137.60
1549777,,00054-0017-20 - predniSONE 10 mg UD Tab - 00054-0017-20,1.35
1549778,,00054-8175-25 - dexamethasone 4 mg UD Tab - 00054-8175-25,6.05
1549779,,00071-0369-40 - phenytoin 100 mg UD ER Cap - 00071-0369-40,8.20
1549780,,00088-1203-43 - dolasetron 100 mg UD Tab - 00088-1203-43,377.30
1549781,,00093-7301-65 - ondansetron 4 mg Dis UD Tab - 00093-7301-65,111.50
1549782,,00172-5312-10 - ciprofloxacin 500 mg UD Tab - 00172-5312-10,27.00
1549783,,00173-0242-56 - digoxin 125 mcg (0.125 mg) UD Tab - 00173-0242-56,5.50
1549785,,00182-1535-89 - doxycycline hyclate 100 mg UD Tab - 00182-1535-89,2.65
1549786,,00245-0041-01 - potassium chloride 10 mEq UD ER Tab - 00245-0041-01,3.30
1549789,,00406-0484-62 - acetaminophen-codeine 300 mg-30 mg UD Tab - 00406-0484-62,1.85
1549790,,00406-0512-62 - acetaminophen-oxycodone 325 mg-5 mg UD Tab - 00406-0512-62,6.85
1549791,,00406-0552-62 - oxycodone 5 mg UD Tab - 00406-0552-62,2.75
1549794,,00904-0411-61 - propranolol 10 mg UD Tab - 00904-0411-61,1.60
1549795,,00904-3855-61 - carbamazepine 200 mg UD Tab - 00904-3855-61,2.30
1549796,,00904-5306-61 - diphenhydrAMINE 25 mg UD Cap - 00904-5306-61,0.25
1549797,,00904-5634-61 - metformin 500 mg UD Tab - 00904-5634-61,3.90
1549798,,00904-5784-61 - fluoxetine 10 mg UD Cap - 00904-5784-61,12.10
1549799,,00904-5880-61 - diazepam 5 mg UD Tab - 00904-5880-61,1.60
1549800,,00904-7591-61 - ferrous sulfate 325 mg UD Tab - 00904-7591-61,0.35
1549801,,00904-7927-61 - bisacodyl 5 mg Oral UD EC Tab - 00904-7927-61,0.45
1549802,,00998-0355-15 - tropicamide Ophth 1% Sol 15 mL - 00998-0355-15,427.20
1549803,,51079-0002-20 - acetaminophen 325 mg UD Tab - 51079-0002-20,0.35
1549804,,51079-0007-20 - omeprazole 20 mg Oral UD DR Cap - 51079-0007-20,1.65
1549805,,51079-0072-20 - furosemide 20 mg UD Tab - 51079-0072-20,0.75
1549806,,51079-0077-20 - hydrOXYzine pamoate 25 mg UD Cap - 51079-0077-20,1.50
1549807,,51079-0119-20 - dicyclomine 20 mg UD Tab - 51079-0119-20,3.00
1549808,,51079-0255-20 - metoprolol 25 mg UD Tab - 51079-0255-20,1.25
1549809,,51079-0299-20 - clonidine 0.1 mg UD Tab - 51079-0299-20,1.20
1549810,,51079-0418-20 - temazepam 15 mg UD Cap - 51079-0418-20,3.60
1549811,,51079-0451-20 - amlodipine 5 mg UD Tab - 51079-0451-20,8.65
1549812,,51079-0524-20 - ondansetron 4 mg UD Tab - 51079-0524-20,3.15
1549813,,51079-0541-20 - prochlorperazine 5 mg UD Tab - 51079-0541-20,3.10
1549814,,51079-0542-20 - prochlorperazine 10 mg UD Tab - 51079-0542-20,4.90
1549815,,51079-0644-20 - cyclobenzaprine 10 mg UD Tab - 51079-0644-20,4.85
1549816,,51079-0684-20 - atenolol 50 mg UD Tab - 51079-0684-20,4.50
1549817,,51079-0690-20 - loperamide 2 mg UD Cap - 51079-0690-20,4.40
1549818,,51079-0736-20 - haloperidol 5 mg UD Tab - 51079-0736-20,5.50
1549819,,51079-0789-21 - alprazolam 0.5 mg UD Tab - 51079-0789-21,4.35
1549820,,51079-0793-20 - naproxen 250 mg UD Tab - 51079-0793-20,4.05
1549821,,51079-0801-20 - metoprolol 50 mg UD Tab - 51079-0801-20,2.90
1549822,,51079-0928-20 - labetalol 100 mg UD Tab - 51079-0928-20,2.85
1549823,,51672-1272-02 - nystatin-triamcinolone 100000 units/gm-0.1% Top Oint 30 gm - 51672-1272-02,678.00
1549824,,63739-0023-01 - aspirin 325 mg Oral UD EC Tab - 63739-0023-01,0.35
1549826,,63739-0155-10 - lorazepam 1 mg UD Tab - 63739-0155-10,4.25
1549827,,63739-0172-10 - metoclopramide 10 mg UD Tab - 63739-0172-10,1.50
1549828,,63739-0201-10 - phenobarbital 32.4 mg UD Tab - 63739-0201-10,4.25
1549829,,63739-0209-10 - predniSONE 20 mg UD Tab - 63739-0209-10,3.15
1549830,,63739-0213-10 - promethazine 25 mg UD Tab - 63739-0213-10,3.05
1549831,,63739-0266-10 - ranitidine 150 mg UD Tab - 63739-0266-10,8.00
1549832,,63739-0272-10 - aspirin 81 mg Oral UD EC Tab - 63739-0272-10,0.50
1549833,,63739-0434-01 - aspirin 81 mg UD Chew Tab - 63739-0434-01,0.50
1549834,,66553-0001-01 - aspirin 325 mg UD Tab - 66553-0001-01,0.30
1549835,,63739-0440-01 - acetaminophen 325 mg UD Tab - 63739-0440-01,0.35
1549836,,63739-0066-10 - cyclobenzaprine 10 mg UD Tab - 63739-0066-10,6.85
1549837,,51079-0285-20 - diazepam 5 mg UD Tab - 51079-0285-20,1.65
1549838,,63739-0073-10 - diazepam 5 mg UD Tab - 63739-0073-10,1.15
1549839,,10135-0243-13 - ferrous sulfate 325 mg UD Tab - 10135-0243-13,0.30
1549840,,63739-0442-10 - ibuprofen 400 mg UD Tab - 63739-0442-10,0.40
1549841,,50458-0920-10 - levofloxacin 250 mg UD Tab - 50458-0920-10,157.30
1549842,,50458-0930-10 - levofloxacin 750 mg UD Tab - 50458-0930-10,320.60
1549843,,51079-0972-20 - metformin 500 mg UD Tab - 51079-0972-20,3.55
1549844,,63739-0208-10 - predniSONE 10 mg UD Tab - 63739-0208-10,2.15
1549847,,00781-3173-07 - sumatriptan 6 mg/0.5 mL SC refill - 00781-3173-07,595.40
1549848,,00045-1525-10 - levofloxacin 500 mg UD Tab - 00045-1525-10,73.50
1549850,,00781-1496-31 - azithromycin 250 mg Tab - 00781-1496-31,38.95
1549851,,51079-0873-20 - glyBURIDE 5 mg UD Tab - 51079-0873-20,2.65
1551769,,51079-0141-01 - chlordiazepoxide 25 mg UD Cap - 51079-0141-01,1.20
1553771,,Adjusted Mask - CPAP/BiPAP Activity,"1,463.00"
1553772,,Equipment Change - CPAP/BiPAP Activity,"1,463.00"
1553773,,Subsequent Check - CPAP/BiPAP Activity,"1,463.00"
1553774,,Home Equipment Check - CPAP/BiPAP Activity,"1,463.00"
1553775,,Initial Startup - CPAP/BiPAP Activity,"1,463.00"
1553795,94640,"Ultrasonic nebulizer, subsequent - Aerosol Delivery Device",480.00
1553796,94640,"Ultrasonic nebulizer, initial - Aerosol Delivery Device",480.00
1553797,94640,"Small volume nebulizer, subsequent - Aerosol Delivery Device",480.00
1553798,94640,"Small volume nebulizer, Initial - Aerosol Delivery Device",480.00
1553799,94640,"Powder inhaler, subsequent - Aerosol Delivery Device",480.00
1553800,94640,"Powder inhaler, initial - Aerosol Delivery Device",480.00
1553802,94640,"Metered dose inhaler, subsequent - Aerosol Delivery Device",480.00
1553803,94640,"Metered dose inhaler, Initial - Aerosol Delivery Device",480.00
1553804,94645,"Large volume nebulizer, subsequent hour - Aerosol Delivery Device",102.00
1553805,94644,"Large volume nebulizer, first hour - Aerosol Delivery Device",261.00
1553806,94640,"IPPB, Subsequent - Aerosol Delivery Device",480.00
1553807,94640,"IPPB, Initial - Aerosol Delivery Device",480.00
1557769,,00245-0041-89 - potassium chloride 10 mEq Tab-ER,2.05
1559769,,52544-0470-54 - testosterone 5 mg/24 hours Patch-24,45.80
1561772,94002,Ventilator  Changed - Ventilator Activity,"3,566.00"
1561773,94003,Subsequent Day - Ventilator Activity,"1,604.00"
1561775,94002,Set up in Emergency Room - Ventilator Activity,"3,566.00"
1561790,94760,Spot check - SPO2  Study Type,251.00
1561791,94762,Overnight Trend Recording - SPO2  Study Type,691.00
1561798,,58468-0030-01 - thyrotropin alpha 1.1 mg (delivers 0.9 mg) Powder-Inj,"6,874.30"
1561817,36600,Blood Gas attained by RT - Arterial Line Activity:,311.00
1561824,31628,Transbronchial Lung Bx Initial - RT Bronchoscopy,"2,545.00"
1561825,31645,Therapeutic Initial - RT Bronchoscopy,"2,545.00"
1561826,31635,Removal of Foreign Body - RT Bronchoscopy,"2,704.00"
1561828,31622,Diagnostic - RT Bronchoscopy,"2,545.00"
1561829,31623,Brushing - RT Bronchoscopy,"2,545.00"
1561830,31624,(BAL) Non-Intubated Non Therapeutic - RT Bronchoscopy,"2,545.00"
1561847,,10019-0037-30 - fentanyl 50 mcg/mL Sol,11.10
1563769,,10019-0037-05 - fentanyl 50 mcg/mL Soln-Inj,7.95
1563770,,00713-0503-06 - hydrocortisone topical 25 mg Supp,5.35
1565769,,45802-0098-46 - mesalamine 4 g/60 mL Enema,83.10
1573769,,58406-0425-01 - etanercept 25 mg Soln-Inj,"1,031.40"
1575769,,00029-1526-03 - mupirocin topical 2 % Ointment,49.75
1577769,,68094-0494-59 - ibuprofen 100 mg / 5 mL Susp-Oral,9.40
1579769,,63323-0411-12 - midazolam 1 mg/mL Sol,85.00
1581769,,"00904-5377-20 - ophthalmic irrigation, extraocular - Sol 120 mL",17.00
1583769,,00009-0011-04 - hydrocortisone 100 mg preservative-free Pow,173.80
1583770,,10019-0027-59 - midazolam 5 mg/mL Soln-Inj,35.50
1585769,,00000-3294-04 - furosemide 10 mg/mL Soln-Oral,3.50
1585770,,00378-4881-01 - venlafaxine 25 mg Tab,9.75
1587769,,00703-3154-01 - bleomycin 15 units Pow,326.10
1589769,,00703-0958-01 - ciprofloxacin 10 mg/mL Soln-IV,70.70
1593769,,00075-8003-01 - docetaxel 20 mg/mL Sol 1 mL,"3,783.10"
1593770,,00075-8004-04 - docetaxel 20 mg/mL Sol 4 mL,"3,783.00"
1595769,,55390-0238-01 - DOXOrubicin 2 mg/mL Sol,"1,863.50"
1597769,,55390-0233-01 - DOXOrubicin 50 mg Pow,546.90
1599769,,66780-0212-01 - exenatide 10 mcg/0.04 mL Sol,"2,319.10"
1601769,,60429-0904-60 - fluocinonide topical 0.05 % Cream,34.50
1603769,,49769-0558-50 - fluoride 0.5 mg/mL Sol,2.00
1603770,,63323-0403-02 - fosphenytoin 100 mg PE/2 mL Sol,68.50
1605769,,10019-0016-39 - glycopyrrolate 0.2 mg/mL Soln-Inj,85.00
1607769,,00781-3188-80 - vancomycin 1 gm Powder-Inj,125.90
1607770,,51079-0383-01 - ursodiol 300 mg Cap,126.90
1607771,,00013-1114-01 - tranexamic acid 100 mg/mL Soln-IV,"5,769.50"
1607772,,00781-3174-71 - sumatriptan 6 mg / 0.5 mL Soln-Inj,371.60
1607773,,68084-0180-11 - sertraline 25 mg Tab,20.15
1607774,,51079-0462-01 - risperidone 1 mg Tab,227.10
1607775,,48818-0001-02 - pralatrexate 20 mg/mL Sol,"75,494.80"
1607776,,48818-0001-01 - pralatrexate 20 mg/mL Sol,"18,869.80"
1609769,,10019-0925-01 - ifosfamide 1 g Pow,421.20
1609770,,63323-0174-60 - ifosfamide 50 mg/mL Sol,"1,478.40"
1609771,,00015-1910-12 - ixabepilone 15 mg Pow,"7,593.90"
1609772,,00015-1911-13 - ixabepilone 45 mg Pow,"22,746.00"
1609774,,51079-0820-01 - levetiracetam 250 mg Tab,14.40
1611769,,51079-0624-85 - mafenide topical 5% Pow,990.60
1611770,,51079-0624-84 - mafenide topical 5 % Powder-Recon,628.20
1611771,,10019-0450-39 - metoclopramide 5 mg/mL Soln-Inj,85.00
1611772,,55390-0078-01 - milrinone 200 mcg/mL-D5% Sol,193.30
1611774,,41616-0882-44 - niCARdipine 2.5 mg/mL IV Sol 10 mL,"1,063.10"
1611775,,41616-0882-40 - niCARdipine 2.5 mg/mL IV Sol 10 mL,"1,063.10"
1611776,,24477-0312-01 - niCARdipine 20 mg/200 mL-D4.8% Soln-IV,958.10
1611777,,60432-0537-60 - nystatin 100000 units/mL Sus,1.45
1611778,,00093-7301-19 - ondansetron 8 mg Tab-Dis,111.50
1611779,,00093-7302-03 - ondansetron 8 mg Tab,185.70
1611780,,55513-0956-01 - panitumumab 20 mg/mL  IV Sol 20 mL,"6,126.50"
1611781,,55513-0956-01 - panitumumab 20 mg/mL IV Sol 20 mL,"6,126.50"
1611782,,00781-6153-94 - penicillin G sodium 5000000 units Pow,456.30
1611783,,00093-7302-19 - ondansetron 8 mg Tab-Dis,185.70
1611784,,00000-0759-05 - prednisoLONE 15 mg / 5 mL Soln-Oral,12.90
1611785,,00603-1536-58 - potassium chloride 40 mEq/15 mL Liq,0.85
1611786,,63323-0967-30 - potassium chloride 2 mEq/mL Sol,35.50
1611787,,00517-2053-25 - potassium acetate 2 mEq/mL Sol,35.50
1611788,,10019-0163-39 - phenylephrine 10 mg/mL Soln-Inj,54.60
1611789,,66689-0036-01 - phenytoin 125 mg / 5 mL Susp-Oral,7.80
1611790,,66689-0036-50 - phenytoin 125 mg/5 mL Sus,7.80
1611791,,00641-2555-41 - phenytoin 50 mg/mL Soln-Inj,47.70
1611792,,00206-8854-08 - piperacillin-tazobactam 3 g-0.375 g Powder-Inj,226.20
1631769,,53746-0466-05 - ibuprofen 800 mg Tab,3.45
1649769,94002,Initial Set up - Ventilator Activity,"3,566.00"
1653769,,39822-0710-01 - fomepizole 1 g/mL Sol,"7,887.50"
1653770,,55111-0683-01 - ibuprofen 600 mg Tab,1.50
1653771,,00143-1265-01 - lisinopril 2.5 mg Tab,3.25
1655769,,00093-4741-19 - citalopram 20 mg Tab,12.15
1655770,,00078-0607-51 - fingolimod 0.5 mg Cap,991.40
1655771,,00093-2268-01 - amoxicillin 250 mg Tab,3.40
1655772,,00517-0405-25 - phenylephrine 10 mg/mL Sol,153.50
1655773,,23155-0002-01 - hydrALAZINE 25 mg Tab,2.55
1657769,,00143-1172-01 - captopril 25 mg Tab,8.35
1659769,,14789-0400-05 - levetiracetam 100 mg/mL Sol,214.30
1659770,,63739-0478-01 - docusate sodium 100 mg Cap,0.20
1659771,,00173-0933-08 - valacyclovir 500 mg Tab,62.00
1659772,,25021-0137-20 - ampicillin 2 g Pow,98.30
1661769,,61314-0656-25 - Cipro,125.20
1661770,,00065-0396-05 - cyclopentolate ophthalmic 1% Sol,257.40
1667770,,00009-0047-22 - methylPREDNISolone sodium succinate 125 mg PF Inj,143.50
1669769,,63739-0442-01 - ibuprofen 400 mg UD Tab - 63739-0442-01,1.10
1687769,,60429-0907-60 - fluocinonide Top 0.05% Oint 60 gm - 60429-0907-60,65.10
1689769,,60429-0902-30 - clobetasol Top 0.05% Crm 30 gm - 60429-0902-30,16.00
1689770,,42291-0550-01 - propylthiouracil 50 mg Tab - 42291-0550-01,0.80
1691769,,60429-0904-60 - fluocinonide Top 0.05% Crm 60 gm - 60429-0904-60,34.50
1691770,,42291-0529-01 - fludrocortisone 0.1 mg Tab - 42291-0529-01,3.75
1697769,,39822-9900-02 - ammonia 15% Inh - 39822-9900-02,1.50
1697772,,60429-0901-30 - clobetasol Top 0.05% Oint 30 gm - 60429-0901-30,379.50
1697776,,00378-2047-01 - tacrolimus 5 mg Cap - 00378-2047-01,111.50
1707846,,"Brace,Wrist S-XL,R/L",62.00
1713769,,60977-0017-73 - morphine 10  Soln,35.50
1733931,,"Belts, SI, S-2XL",240.00
1733943,,Heel Protectors,718.00
1733945,,"Toilet Seat Raised, Standard",342.00
1767769,,00456-2020-01 - escitalopram 20 mg Tab,65.65
1771769,,00456-2005-01 - escitalopram 5 mg Tab - 00456-2005-01,60.15
1773769,,00187-3554-10 - flucytosine 250 mg Cap - 00187-3554-10,371.20
1773770,,00187-3555-10 - flucytosine 500 mg Cap - 00187-3555-10,642.70
1775772,,HAND BASED THUMB SPICA ORTHOTIC,171.00
1775802,,Anti-Spasticity Hand Orthotic,172.00
1775803,,Anti-Spasticity Hand Orthotic,80.00
1775837,,Anti-Spasticity Hand Orthotic,172.00
1779769,,49452-3081-02 - ferric subsulfate topical - Sol,235.00
1781769,,59630-0300-65 - nitroglycerin 0.4 mg Spr,968.30
1783769,,"60793-0701-10 - penicillin G benzathine 1,200,000 units/2 mL Sus",936.70
1787770,74178,CT IVP - Abd + Pelvis wo + with Contrast,"7,345.00"
1787772,,CT IVP - Abdomen + Pelvis without + with Contrast - Report,921.00
1787773,74176,CT Stone Study-Abd + Pelvis wo Contrast,"5,520.00"
