CHG #,CHARGE DESCRIPTION,,REV,,CPT,,PRICE,
 3001978,PRESSURE IV INFUSOR 1000cc DISPOSABLE,,272,,,,91.10,
 3001979,DUODERM DRESSING SIGNAL SQ 4x4,,272,,,,24.24,
 3001982,ACE WRAP ELASTIC BANDAGE 2IN STERILE,,272,,,,17.39,
 3001983,DRAIN PENROSE 12x1/4,,272,,,,8.00,
 3001984,DRAIN PENROSE 12x3/4,,272,,,,3.43,
 3001985,DRAIN PENROSE 12x1,,272,,,,3.43,
 3002025,BLANKET PEDIATRIC BAIR HUGGER,,272,,,,37.80,
 3002547,COBLATION FLOW 50 WAND,,272,,,,348.00,
 3004045,TEGADERM Ag MESH 2x2,,272,,,,21.98,
 3004066,COBAN STERILE 6,,272,,,,22.56,
 3004075,DRESSING NON-ADHERING CURITY 3X3,,272,,,,7.49,
 3004076,MEDIPORE PAD DRESSING 3 1/2  X 6,,272,,,,7.70,
 3004078,SURGICAL GLOVE ALOE TOCH 8 1/2 STERILE,,272,,,,9.00,
 3004083,ADHESIVE DESSING 5x5 ALLEVYN,,272,,,,38.10,
 3004084,AQUACELL DRESSING 4X4,,272,,,,56.40,
 3004086,SORBAVIEW 2000 4X4 WINDOW DRESSING,,272,,,,17.00,
 3004096,LARYNGEAL MASK PEDIATRIC ASSORTMENT,,272,,,,96.25,
 3004100,BANDAGE ESMARK 6  x 9'',,272,,,,30.05,
 3004104,TEGADERM CLEAR ABSORBENT 4 X 5,,272,,,,26.74,
 3004108,COLOSTOMY SKIN BARRIER FLANGE 1 3/4,,272,,,,15.48,
 3004109,OSTOMY BELT LG,,272,,,,24.92,
 3004110,COLOSTOMY DRAINABLE POUCH NEW IMAGE,,272,,,,12.69,
 3004115,COBAN 2 LAYER COMPRESSION SYSTEM,,272,,A6452,,59.10,
 3004116,TEGADERM FOAM DRESSING ROLL 4 X 24,,272,,,,84.80,
 3004117,ACE WRAP VELCRO 6IN,,272,,,,10.44,
 3004118,ACE WRAP VELCRO 4IN,,272,,,,4.70,
 3004120,NUTRASHIELD MOISTURE BARRIER .4ML,,272,,,,2.50,
 3004122,TELFA AMD 3X8 DRESSING,,272,,,,5.10,
 3004127,TEGADERM CHG IV SECURMENT 31/2 X 41/2,,272,,,,35.75,
 3004128,TEGADERM CHG IV SECURMENT 4 X 43/4,,272,,,,35.75,
 3004129,TEGADERM CHG IV SECURMENT 4 X 43/4,,272,,,,35.75,
 3004148,DERMABLADE,,272,,,,9.72,
 3004155,CONFORM GAUZE 1,,272,,,,4.50,
 3004176,ACTICOAT 7-DAY SILVER AMD 4x5,,272,,,,97.85,
 3004183,TEGADERM CLEAR ABSORBANT 6X6,,272,,,,29.30,
 3004200,MEDIHONEY DRESSING,,272,,,,25.40,
 3004201,MEPILEX BORDER 4 X 4,,272,,,,24.15,
 3004202,HYDROGEL TEGADERM,,272,,,,24.56,
 3004203,MEDIPORE DRESSING LONG,,272,,,,9.36,
 3004204,ALLEVYN ISLAND ADHESIVE DRESSING,,272,,,,31.25,
 3004206,NO STING BARRIER WAND,,272,,,,15.39,
 3004211,TEGADERM CLEAR ABSORBANT 3 x 3,,272,,,,18.40,
 3004214,ACE WRAP STERILE 2  VELCRO,,272,,,,13.95,
 3004215,ACE WRAP STERILE 3  VELCRO,,272,,,,15.57,
 3004216,ACE WRAP STERILE 4  VELCRO,,272,,,,18.00,
 3004220,CATH COUDE 20FR,,272,,,,29.88,
 3004221,CATH COUDE 22FR,,272,,,,77.90,
 3004224,GAUZE CURITY AMD 4 X 4,,272,,,,2.50,
 3004239,TEGADERM FOAM ADHESIVE FINGER,,272,,,,23.04,
 3004240,TEGADERM FOAM ADHESIVE 5.5 X 5.5,,272,,,,29.64,
 3004241,TEGADERM FOAM ADHESIVE 5 5/8 X 6 1/8,,272,,,,25.21,
 3004242,TEGADERM FOAM ADHESIVE 4 X 4.5,,272,,,,24.72,
 3004244,DERMAL CURETTE DISPOSABLE,,272,,,,12.69,
 3004250,TEGADERM AG MESH 4X5,,272,,,,33.65,
 3004254,SENSI-TOUCH SURGICAL GLOVE SIZE 9,,272,,,,3.10,
 3004261,DRESSING CHANGE TRAY CHEMO,,272,,,,25.10,
 3004262,NEXIVA IV CATH SYSTEM 22GA X 1,,272,,,,27.36,
 3004265,COBAN STERILE 1,,272,,,,26.04,
 3004276,BOUGIE SINGLE USE,,272,,,,41.65,
 3004285,PRISMA WOUND MATRIX,,272,,,,61.60,
 3004287,MEPITEL DRESSING 3 X 4,,272,,,,25.90,
 3004297,SHAPES POLYMEM #3 OVAL,,272,,,,21.20,
 3004299,ALLDRESS ABSORBANT DRESSING  6X6,,272,,,,28.00,
 3004305,COBAN STERILE 4,,272,,,,17.82,
 3004315,DUODERM EXTRA THIN 6X6,,272,,,,24.92,
 3004320,ACAPELLA GREEN PEP DEVICE,,272,,,,133.98,
 3004321,DURAPREP SURGICAL SOLUTION,,272,,,,25.83,
 3004330,POWER PICC CATHETER SET 5fr,,272,,,,178.00,
 3004331,PICC INTRODUCER DENNY SET,,272,,,,135.00,
 3004332,HI-WIRE PICC WIRE GUIDE,,272,,,,156.00,
 3004335,PICC SET TURBO JECT 4fr,,272,,,,300.00,
 3004336,PICC PROCEDURIAL TRAY - COOK,,272,,,,162.00,
 3004341,EXTENSION SET 12  MICROBORE,,272,,,,10.89,
 3004348,PROBE COVER TELESCOPIC w/GEL,,272,,,,31.75,
 3004351,MAXORB ALGINATE AG 4X5 DRESSING,,272,,,,32.85,
 3004353,MEPILEX BDR LITE 1.6   X 2,,272,,,,14.49,
 3004367,NEXIVA IV CATH SYSTEM 20GA X 1,,272,,,,29.58,
 3004368,NEXIVA IV CATH SYSTEM 18GA X 1,,272,,,,26.00,
 3004369,NEXIVA IV CATH SYSTEM 24GA X 1,,272,,,,29.15,
 3004370,TEGADERM NEXIVA IV DRESSING,,272,,,,6.08,
 3004374,RAPID RHINO POSTERIOR EPISTAXIS 900,,272,,,,142.60,
 3004378,CATH SELF COUDE TIP 14FR,,272,,,,14.22,
 3004379,LARYNGEAL MASK  LMA SIZE 1,,272,,,,67.85,
 3004382,ENDOMETRIAL CELL SAMPLER,,272,,,,25.62,
 3004384,BLADE LARNGOSCOPE MAC 4 McGRATH,,272,,,,80.00,
 3004385,Co2 FILTERLINE SET,,272,,,,36.55,
 3004386,BLADE LARNGOSCOPE MAC 3 McGRATH,,272,,,,80.00,
 3004387,PROTEXIS GLOVE SZ 7.5 JONES,,272,,,,12.00,
 3004391,TEGADERM FOAM ADHESIVE SMALL,,272,,,,22.32,
 3004392,SUTURE VICRYL 1 - CP  (BITNER),,272,,,,14.22,
 3004393,SUTURE VICRYL 2-0 X-1  (BITNER),,272,,,,10.98,
 3004395,POLAR DRESSING XL MULTI-USE,,272,,,,28.70,
 3004402,KODIAK MULTI-USE PAD only,,272,,,,144.00,
 3004403,STIMUPLEX A INSULATED NEEDLE,,272,,,,43.65,
 3004406,DRAINABLE POUCH 2 3/4 (NEW IMAGE),,272,,,,8.60,
 3004407,SKIN BARRIER FLANGE  23/4 (NEW IMAGE),,272,,,,22.26,
 3004427,PROTEXIS GLOVE SZ 9 BITNER,,272,,,,23.24,
 3004431,POLAR DRESSING KNEE,,272,,,,31.50,
 3004432,POLAR DRESSING SHOULDER,,272,,,,31.50,
 3004449,COBAN 2 LAYER LITE,,272,,A6448,,54.48,
 3004450,SKIN STAPLER VISISTAT 35W,,272,,,,83.35,
 3004459,O.R. DISPOSABLE TOWELS,,272,,,,13.32,
 3004461,TEGADERM MATRIX 4X5,,272,,,,27.18,
 3004464,MULTIDEX POWDER DRESSING 12 GRAMS,,272,,,,39.85,
 3004465,NEUTRON EXT SET,,272,,,,27.80,
 3004470,EZ-IO NEEDLE SET ADULT 25mm,,272,,,,230.00,
 3004471,EZ-IO NEEDLE SET PED 15mm,,272,,,,230.00,
 3004472,FOLEY CATH LATEX-FREE 14FR 2way 5cc,,272,,,,23.32,
 3004475,EZ-IO NEEDLE SET ADULT 45mm,,272,,,,230.00,
 3004482,LARYNGEAL MASK SIZE 2,,272,,,,31.05,
 3004494,ACAPELLA BLUE PEP DEVICE,,272,,,,187.74,
 3004498,FLANGE SKIN BARRIER 1.75,,272,,,,13.86,
 3004499,SUTURE CHROMIC 4-0 FS-2,,272,,,,65.00,
 3004500,SUTURE CHROMIC 5-0 FS-2,,272,,,,42.25,
 3004506,HYDROCOLLOID EXUDERM WOUND DRSG 2 X 2,,272,,,,9.10,
 3004507,HYDROCOLLOID EXUDERM SATIN 4X4,,272,,,,17.28,
 3004508,HYDROCOLLOID EXUDERM ODORSHIELD 4X4,,272,,,,17.28,
 3004509,PROTEXIS GLOVE SZ 8.0,,272,,,,12.00,
 3004517,SUTURE PROLENE 7-0 P-6,,272,,,,66.65,
 3004518,MEPILEX FOAM 4 X 8,,272,,,,34.75,
 3004519,MESALT CLEANSING DRESSING,,272,,,,10.08,
 3004520,MEPILEX FOAM 8 X 8,,272,,,,57.30,
 3004522,PNEUMOTHORAX EMERGENCY SET 8.5fr,,272,,,,240.00,
 3004525,COBAN 2  STERILE WRAP,,272,,,,16.65,
 3004526,PURACOL PLUS DRESSING 4  X 4,,272,,,,68.30,
 3004534,CATH CLEAN 16fr,,272,,,,5.70,
 3004536,CATH CLEAN COUDE 16fr,,272,,,,11.52,
 3004537,HYDROCOLLOID 8x8 SQUARE TAPERED,,272,,,,57.80,
 3004538,HYDROCOLLOID TRIANGLE 17   SACARAL,,272,,,,23.80,
 3004539,HYDROCOLLOID TRIANGLE 26   SACARAL,,272,,,,44.90,
 3004540,HYDROCOLLOID 4x4 SQUARE TAPERED,,272,,,,57.80,
 3004541,MARATHON LIQUID SKIN PROTECTANT,,272,,,,26.15,
 3004546,RESTORE CALCIUM ALGINATE DRESSING 4x4,,272,,,,19.76,
 3004547,RESTORE CALCIUM ALGINATE DRESSING 4x8,,272,,,,25.50,
 3004550,DRESSING ULTRASORB 4x8 CURAD,,272,,,,13.68,
 3004551,TEGADERM FOAM DRESSING 3 X 3,,272,,,,21.68,
 3004557,ALIGIDEX Ag PACKING STRIP 1/4  5YDS,,272,,,,44.75,
 3004567,PROTEXIS GLOVE SZ 6.5,,272,,,,12.00,
 3004568,PROTEXIS GLOVE SZ 7.0,,272,,,,12.00,
 3004569,PROTEXIS GLOVE SZ 8.5,,272,,,,12.00,
 3004571,MEPILEX BORDER 4 X 12,,272,,,,31.50,
 3004574,TEGADERM PICC/CVC SECUREMENT,,272,,,,47.25,
 3004581,MEDIPORE DRESSING 2 3/8 X 4,,272,,,,2.50,
 3004582,DEBRISOFT PAD,,272,,,,84.95,
 3004583,DEBRISOFT LOLLY,,272,,,,84.93,
 3004591,PLEUR X DRAINAGE KIT,,272,,,,166.80,
 3004592,TEGADERM TRANSPARENT DRESSING 8x12,,272,,,,15.93,
 3004593,TEGADERM TRANSPARENT FILM IV SITE COVER,,272,,,,4.30,
 3004597,MICROBORE IV EXTENSION SET 60,,272,,,,11.25,
 3004600,NEBULIZER ADULT RESPRIGARD,,272,,,,56.50,
 3004604,SUTURE ETHIBOND EXCEL 3-0 SH,,272,,,,46.25,
 3004615,STATLOCK CATH FOLEY STABILIZER,,272,,,,21.04,
 3004616,URINE DRAINAGE BAG LF 4000ml,,272,,,,25.97,
 3004630,CAVILON ADVANCED SKIN PROTECTANT 2.7ml,,272,,,,38.90,
 3004632,DRESSING HYDROFERE BLUE READY 4  X 5,,272,,,,51.05,
 3004633,DRESSING HYDROFERE BLUE CLASSIC 4 X4,,272,,,,38.05,
 3004639,SUTURE ETHILON 4-0 P-3,,272,,,,22.24,
 3004640,MAXORB EXTRA AG 1X 12,,272,,,,81.25,
 3004659,SUTURE PROLENE PC-3 BLUE 18,,272,,,,25.32,
 3004665,TEGADERM TOUCH 3 X 4.25,,272,,,,17.46,
 3004666,TEGADERM TOUCH 5 x 6,,272,,,,25.69,
 3004679,CATHETER SPEED FLEX 14FR,,272,,,,24.00,
 3011065,EMERGENCY SET,,272,,,,12.56,
 3099001,WOUND V.A.C. RENTAL PER DAY,,272,,,,65.31,
 3099002,PNEUMATIC COMPRESSION DEVICE- DAY RENTAL,,272,,,,15.60,
 3099006,V.A.C. FREEDOM UNIT RENTAL PER DAY,,272,,,,64.06,
 3099009,WOUND VAC FREEDOM RENTAL PER DAY,,272,,,,63.00,
 3099016,CPM MACHINE DAY RENTAL,,272,,,,30.00,
 3401341,WOMENS CVA TRAINING BRACE,,272,,,,68.43,
 3800164,NEBULIZER/HUMIDIFIER ADAPTER  ADJUSTABLE,,272,,,,24.54,
 3800253,INFANT BAG EASY RESUSITATOR,,272,,,,69.52,
 3800305,AIR LIFE TRI-FLOW SUCTION KIT 14FR,,272,,,,5.60,
 3800694,UNIV IPPB MANIFOLD/NEBUL W/39X22 MM ID T,,272,,,,18.80,
 3800725,PEAK FLOW METER,,272,,,,40.55,
 3800947,VOLDYNE 5000 VOLUMETRIC EXERCISER,,272,,,,21.51,
 3800979,SUCTION CANISTER 1200cc,,272,,,,15.66,
 3801167,STERILE WATER 500ml FOR INHALATION W/HUM,,272,,,,12.17,
 3801195,ADULT BAG LARGE EASY RESUSITATOR,,272,,,,47.40,
 3801196,NEBULIZER ADULT,,272,,,,6.20,
 3801200,PEDIATRIC BAG EASY RESUSITATOR,,272,,,,55.60,
 3801342,QUIK ABG KIT 20x1 1/2,,272,,,,13.00,
 3801348,STERILE WATER FOR INHALATION 500ML,,272,,,,22.48,
 3801349,STERILE WATER FOR INHALATION 750ML,,272,,,,14.98,
 3801350,SUCTION CATHETER 8FR,,272,,,,9.57,
 3801351,SUCTION CATHETER 10FR,,272,,,,5.41,
 3801352,TENDER GRIP (SALTER),,272,,,,10.76,
 3801355,NEBULIZER PEDIATRIC,,272,,,,16.94,
 3801356,BREATHING CIRCUIT PEDIATRIC ANESTHESIA,,272,,,,30.21,
 3801360,AIRLINE CANNISTER FOR ANESTHESIA (ALH),,272,,,,85.70,
 3801726,AEROCHAMBER W/FLOW SIGNAL,,272,,,,29.38,
 3801790,CANNULA RFK DISPOSABLE,,272,,,,114.40,
 3850015,AERO CHAMBER,,272,,,,36.73,
 1700179,WALKING CAST XL,,274,,L4361,,169.74,
 1700600,WALKING CAST MEDIUM,,274,,L4361,,142.53,
 1700601,WALKING CAST LG,,274,,L4361,,142.53,
 1700602,WALKING CAST SMALL,,274,,L4361,,142.53,
 1701611,WALKING CAST XTRA-SMALL,,274,,L4361,,158.81,
 1704149,TKO KNUCKLE ORTHOSIS RIGHT,,274,,L3807,,94.35,
 1704150,TKO KNUCKLE ORTHOSIS LEFT,,274,,L3807,,83.85,
 1704151,TITAN THUMB ORTHOSIS RIGHT,,274,,L3807,,78.30,
 1704152,TITAN THUMB ORTHOSIS LEFT,,274,,L3807,,78.30,
 1704186,WRIST ADULT LEFT TITAN,,274,,L3908,,47.80,
 1704187,WRIST ADULT RIGHT TITAN,,274,,L3908,,51.05,
 1704190,WRIST MODABBER SHORT LEFT,,274,,L3908,,50.54,
 1704191,WRIST MODABBER SHORT RIGHT,,274,,L3908,,50.54,
 1704192,WRIST MODABBER PED LEFT,,274,,L3908,,50.54,
 1704193,WRIST MODABBER PED RIGHT,,274,,L3908,,50.54,
 1704256,ANKLE WRAPTOR SPEED LACER SM,,274,,L1902,,100.00,
 1704257,ANKLE WRAPTOR SPEED LACER MD,,274,,L1902,,100.00,
 1704258,ANKLE WRAPTOR SPEED LACER LG,,274,,L1902,,70.80,
 1704259,ANKLE WRAPTOR SPEED LACER XL,,274,,L1902,,100.00,
 1704288,ANKLE WRAPTOR SPEED LACER XSM,,274,,L1902,,100.00,
 1704452,WRIST TITAN LEFT LONG,,274,,L3908,,79.45,
 1704453,WRIST TITAN RIGHT LONG,,274,,L3908,,79.45,
 3001932,PNEUMATIC FULL LEG SPLINT SET OF 2,,274,,L4370,,514.80,
 3098002,SCREWS/WRENCHES FOR JOINT IMPLANTS,,274,,,,2340.00,
 3400453,PATELLA AIRMESH BRACE LEFT SMALL,,274,,L1820,,234.00,
 1200003,GYNECARE TVT OBTURATOR ,,278,,C1771,,1552.20,
 1200562,HERNIA PATCH SMALL KUGEL OVAL,,278,,C1781,,498.67,
 1200563,HERNIA PATCH MEDIUM KUGEL OVAL,,278,,C1781,,550.86,
 1201421,PROLENE MESH 12x12,,278,,C1781,,317.09,
 1201466,COMPOSIX MESH BARD HERNIA 3 X 6,,278,,C1781,,595.85,
 1201595,HERNIA PATCH VENTRALEX SMALL,,278,,C1781,,731.42,
 1201876,HERNIA PATCH LARGE,,278,,C1781,,615.92,
 1204226,HERNIA COMPOSIX MESH 7X9,,278,,C1781,,1093.50,
 1204227,SOLYX SIS SYSTEM,,278,,C1771,,2512.50,
 1204236,SLING OBTRYX-HALO,,278,,C1771,,1807.50,
 1204357,SURGIMESH XB ROUND 10cm,,278,,C1781,,1522.50,
 1204358,SURGIMESH XB ROUND 15cm,,278,,C1781,,2475.00,
 1204359,SURGIMESH XB 22X15X10,,278,,C1781,,3825.00,
 1204360,SURGIMESH WN,,278,,C1781,,562.50,
 1204383,ESSURE IMPLANTABLE OCCLUSION DEVICE,,278,,A4264,,2400.00,
 1204441,OBTRYX II SYSTEM HALO,,278,,C1771,,1987.50,
 1204442,XENFORM SOFT TISSUE REPAIR MATRIX BOVINE,,278,,C1763,,3050.78,
 1204486,FISTULA PLUG DEVICE,,278,,C1763,,1263.00,
 1204515,COAPTITE SYRINGE,,278,,L8606,,555.00,
 1204659,REVEAL LINQ INSERTABLE CARDIAC MONITOR,,278,,C1764,,7942.50,
 3000550,BLADDER SLING MONARCH,,278,,C1771,,1552.20,
 3000575,IMPLANTED PORT W/CATHERER 6FR,,278,,C1788,,819.00,
 3000608,PROLENE MESH 3X6,,278,,C1781,,311.88,
 3001056,PROLOOP MESH HERNIA PLUG LARGE,,278,,C1781,,480.92,
 3001935,BLADDER SLING SYSTEM SPARC,,278,,C1771,,1802.38,
 3004101,IMPLANTED X-PORT 8FR  MURPHY,,278,,C1788,,480.00,
 3004106,BARD MESH HERNIA PLUG LG,,278,,C1781,,351.47,
 3004107,HERNIA PATCH VENTRALEX MEDIUM,,278,,C1781,,516.75,
 3004111,HERNIA PATCH VENTRALEX LARGE,,278,,C1781,,618.75,
 3004138,PROLOOP MESH HERNIA PLUG MED,,278,,C1781,,448.50,
 3098000,METATARSAL JOINT IMPLANT-HALLUX,,278,,L8642,,1820.00,
 3098003,METATARSAL JOINT IMPLANT,,278,,L8641,,1019.20,
 3098005,SUBCHONDROPLASTY KNEE KIT,,278,,C1713,,5910.00,
 3098006,SUBCHONDROPLASTY KNEE KIT ADDL,,278,,C1713,,5340.00,
 3099003,V.A.C. ATS THERAPY UNIT RENTAL PER DAY,,278,,,,73.32,
 3099010,CARPAL TUNNEL MACHINE RENTAL CTRS KIT,,278,,,,600.00,
 2504306,ECLIPSE 5ML/HR 270ML DISPOSABLE DRUG SYS,,279,,A0430,,135.00,
 3099008,TOTALCARE BED SYSTEM PER DAY RENTAL,,279,,,,36.40,
 3099011,TURN Q BED RENTAL PER DAY,,279,,,,35.00,
 2596401,CHEMO ADMIN SQ/IM NON HORMONAL ANTINEOPL,,280,,96401,,175.00,
 2596402,CHEMO ADMIN SQ/IM HORMONAL ANTI-NEOPLAST,,280,,96402,,109.00,
 3010230,BILIRUBIN LIGHT PER RENTAL,,290,,E0202,,85.00,
 3098001,BONE STIMULATOR,,290,,E0747,,5850.00,
 3099004,LOW AIR LOSS THERAPY (BED)RENTAL A DAY,,290,,E0193,,35.00,
 3099005,AIR PRESSURE MATTRESS RENTAL PER DAY,,290,,E0186,,18.72,
 4600000,CPM KNEE RENTAL FEE DAY,,290,,E0935,,28.71,
  287799,ANTISTREPTOLYSIN 0 SCREEN,,300,,86063,,357.00,
 1962001,BB ABO,,300,,86900,,54.60,
 1962002,BB RH,,300,,86901,,69.00,
 1962006,BB ANTIBODY IDENTIFICATION,,300,,86870,,211.80,
 1962007,BB ANTIBODY SCREEN,,300,,86850,,112.00,
 1962010,BB CROSS MATCH X1,,300,,86904,,108.00,
 1962013,BB DIRECT COOMBS,,300,,86880,,44.00,
 1962017,BB FFP THAWING FEE,,300,,86927,,82.00,
 2703520,TRYPTASE,,300,,83520,,312.90,
 2706160,C1 COMPLEMENT,,300,,86160,,125.00,
 2707150,IDENTIFICATION BLOOD CULTURE MULTI,,300,,8715059,,550.00,
 2709604,TRAVEL ALLOWANCE HH PER TRIP FLAT,,300,,P9604,,9.85,
 2736591,DRAW FEE OFF PORT,,300,,36591,,52.50,
 2736592,DRAW FEE OFF PICC,,300,,36592,,63.00,
 2760003,ACETONE SERUM,,300,,82009,,39.68,
 2760004,WEST NILE VIRUS IgG ANTIBODY,,300,,86789,,99.23,
 2760005,FUNGUS ID,,300,,87106,,76.57,
 2760006,BETA 2 GLYCOPROTEIN I ANTIBODY EA,,300,,86146,,132.00,
 2760009,WEST NILE VIRUS IgM ANTIBODY,,300,,86788,,99.23,
 2760010,LACTIC ACID BY PLASMA,,300,,83605,,106.94,
 2760011,BINDING ANTIBODY (ACHR),,300,,83519,,176.00,
 2760012,MODULATING ANTIBODY (ACHR),,300,,83516,,298.00,
 2760013,BLOCKING ANTIBODY (ACHR),,300,,83516,,219.00,
 2760014,TSH RECEPTOR ANTIBODY,,300,,83519,,126.79,
 2760015,ALBUMIN SERUM,,300,,82040,,39.28,
 2760017,SERINE PROTEASE 3,,300,,83516,,93.71,
 2760019,VARICELLA CULTURE,,300,,87252,,53.55,
 2760020,MYOGLOBIN,,300,,83874,,94.32,
 2760021,ALKALINE PHOSPHATASE,,300,,84075,,61.92,
 2760022,ALKPHOS ISOENZYMES,,300,,84080,,123.90,
 2760028,AMYLASE BLOOD,,300,,82150,,63.66,
 2760035,BILIRUBIN DIRECT,,300,,82248,,51.05,
 2760041,BILIRUBIN TOTAL,,300,,82247,,44.06,
 2760053,BLEEDING TIME,,300,,85002,,102.09,
 2760058,BLOOD GASES ABG,,300,,82803,,121.75,
 2760064,BODY FLUID CELL COUNT,,300,,89050,,91.06,
 2760068,BODY FLUID COUNT W/DIFF,,300,,89051,,107.15,
 2760073,BUN QUANTITATIVE,,300,,84520,,32.36,
 2760079,CALCIUM SERUM TOTAL,,300,,82310,,43.61,
 2760086,CHLORIDE BLOOD,,300,,82435,,53.54,
 2760092,CHOLESTEROL TOTAL,,300,,82465,,38.94,
 2760095,DEXTROSTIX,,300,,82962,,25.00,
 2760098,CARBON DIOXIDE (CO2),,300,,82374,,52.70,
 2760105,CPK,,300,,82550,,41.55,
 2760106,CPK frequency,,300,,82550,,36.92,
 2760112,CKMB (ISOENZYME),,300,,82553,,69.28,
 2760113,CKMB (FREQUENCY),,300,,82553,,69.28,
 2760116,CREATININE URINE,,300,,82540,,55.91,
 2760117,CREATININE,,300,,82565,,43.00,
 2760118,STOOL ELASTASE,,300,,83520,,948.15,
 2760121,FERN TEST,,300,,Q0114,,24.23,
 2760124,GLUCOSE,,300,,82947,,31.17,
 2760125,GLUCOSE BODY FLUID,,300,,82945,,26.19,
 2760130,POST GLUCOSE DOSE,,300,,82950,,33.54,
 2760135,GLUCOSE TOLERANCE 2HR,,300,,82951,,58.26,
 2760136,GLUCOSE TOLERANCE 2HR W/INSULIN,,300,,82951,,114.90,
 2760137,GLUCOSE TOLERANCE 3 HR,,300,,82951,,55.82,
 2760138,GLUCOSE TOLERANCE 5 HR,,300,,82951,,68.03,
 2760147,GLUCOSE TOLERANCE EA ADDL SPECIMAN,,300,,82952,,24.00,
 2760148,GLU TOTAL  2HR ADDL SPEC,,300,,82952,,24.00,
 2760149,GLU TOTAL  3HR ADDL SPEC,,300,,8295291,,24.00,
 2760150,GLU TOTAL 4 HR ADDL SPEC,,300,,8295291,,24.00,
 2760151,GLU TOTAL 5 HR ADDL SPEC,,300,,8295291,,24.00,
 2760162,GAMMA GT,,300,,82977,,32.15,
 2760168,A1C GLYCOSYLATED HGB,,300,,83036,,78.65,
 2760180,HEMOGRAM,,300,,85027,,43.90,
 2760186,X HEMOGRAM INCL PLT,,300,,85027,,43.90,
 2760192,HEMOGRAM W/ MAN DIFF,,300,,85027,,41.81,
 2760198,CBC W/AUTO DIFF,,300,,85025,,64.00,
 2760204,CBC W AUTO DIFF,,300,,85025,,64.00,
 2760210,MANUAL DIFF REFLEX CHARGE,,300,,85007,,36.56,
 2760211,MANUAL DIFF,,300,,85007,,36.56,
 2760221,WBC COUNT,,300,,85048,,23.52,
 2760223,WBC W AUTO DIF,,300,,85004,,34.46,
 2760227,RBC COUNT,,300,,85041,,18.17,
 2760233,HEMOGLOBIN,,300,,85018,,28.21,
 2760239,HEMATOCRIT,,300,,85014,,30.06,
 2760244,SPUN HEMATOCRIT,,300,,85013,,18.17,
 2760249,PLATELET COUNT,,300,,85049,,23.76,
 2760254,SEDIMENTATION RATE-WINTROBE,,300,,85651,,25.47,
 2760255,SEDIMENTATION RATE-WESTERGREN,,300,,85651,,39.18,
 2760260,HDL CHOLESTEROL,,300,,83718,,40.53,
 2760277,LDH,,300,,83615,,32.15,
 2760286,MAGNESIUM,,300,,83735,,63.20,
 2760292,CULTURE ANAEROBE,,300,,87075,,64.19,
 2760301,CULTURE BLOOD,,300,,87040,,69.99,
 2760307,CLO TEST,,300,,83013,,108.49,
 2760315,CULTURE FUNGUS,,300,,87101,,94.07,
 2760323,GRAM STAIN,,300,,87205,,63.80,
 2760329,GROUP A STREP SCREEN,,300,,87081,,41.73,
 2760337,GROUP B STREP SCREEN,,300,,87081,,41.73,
 2760343,IDENTIFICATION,,300,,87077,,39.23,
 2760351,CULTURE MISC,,300,,87070,,54.36,
 2760357,CULTURE SPUTUM,,300,,87070,,54.36,
 2760363,SENSITIVITY/UR KIRBY BAUER,,300,,87184,,69.89,
 2760364,SENSITIVITY/POS KIRBY BAUER,,300,,87184,,69.89,
 2760365,SENSITIVITY/NEG KIRBY BAUER,,300,,87184,,71.23,
 2760368,TISSUE TRANSGLUTAMINASE IGA,,300,,83516,,56.08,
 2760369,AMA/SMA,,300,,83516,,45.58,
 2760370,RAPID STREP,,300,,87880,,46.95,
 2760371,GLIADIN IgG/IgA,,300,,83516,,78.75,
 2760372,ROTAVIRUS STOOL,,300,,87425,,95.77,
 2760373,REDUCING SUBSTANCE STOOL,,300,,84376,,75.65,
 2760374,RBC STOOL,,300,,89055,,40.35,
 2760375,STOOL PH,,300,,83986,,22.85,
 2760376,GIARDIA Ag STOOL,,300,,87329,,101.22,
 2760377,IMMUNOGLOBULIN IgA,,300,,82784,,42.06,
 2760378,C DIFF TOXIN B,,300,,87230,,164.78,
 2760379,CULTURE THROAT,,300,,87070,,54.36,
 2760380,IMMUNOGLOBULIN IgG,,300,,8278491,,42.06,
 2760381,IMMUNOGLOBULIN IgM,,300,,8278491,,42.06,
 2760382,TISSUE TRANSGLUTAMINASE IGG,,300,,83516,,56.08,
 2760383,F ACTIN SMA,,300,,83516,,197.40,
 2760384,CULTURE URINE,,300,,87086,,49.32,
 2760391,CULTURE VAGINAL,,300,,87070,,54.36,
 2760397,WET MOUNT,,300,,87210,,24.48,
 2760435,OCCULT BLOOD x3 NEOPLASM SCREENING,,300,,82270,,33.08,
 2760443,PH BODY FLUID OR STOOL,,300,,83986,,24.48,
 2760450,PHOSPHORUS SERUM,,300,,84100,,30.39,
 2760456,POTASSIUM SERUM,,300,,84132,,32.91,
 2760471,CHEM 8 BMP,,300,,80048,,72.44,
 2760472,CHEM 8 BMP frequency,,300,,80048,,51.85,
 2760477,ELECTROLYTE PANEL,,300,,80051,,39.48,
 2760483,CHEM 14 CMP,,300,,80053,,97.00,
 2760489,HEPATIC FUNCTION PANEL,,300,,80076,,70.84,
 2760495,LIPID PANEL,,300,,80061,,82.68,
