Hospital Name:  AHMC GARFIELD MEDICAL CENTER,,,,
OSHPD Facility No: 106190315,,,,
"Effective Date of Charges: June 1, 2018",,,,
,,,,
,,,,
CDM,CHARGE DESCRIPTION , PRICE ,,
1651125,ANKLE DISTRACTOR STRAP,$273.00,,
1651127,IMP VATOR NAIL,$18175.00,,
1651129,IMP MINI IGNITE GRAFT,$9500.00,,
1651131,VATOR SCREW,$1535.00,,
1651133,VATOR END CAP,$1535.00,,
1651135,IMP LEAD AICD  DUAL COIL,$18371.46,,
1651137,TIGER LOOP,$225.00,,
1651139,FIBER LOOP,$225.00,,
1651141,"IMP, 9MM GRAFT BOLT",$2825.00,,
1651143,ACL TIGHT ROPE RT,$1375.00,,
1651145,WORKING ELEMENT GENERATOR,$2425.00,,
1651147,BUTTON,$2575.00,,
1651149,ACIST INJ. KIT,$200.00,,
1651151,CL EP ELECTROPHYSIOLOGY CATH,$2150.00,,
1651153,"IMP, OTICON WIDE  4MM W/ABUNDANT 6MM",$12038.00,,
1651155,OTICON HEALING CAP,$165.00,,
1651157,OTICON BIOPSY PUNCH 4MM,$68.00,,
1651159,OTICON WIDE COUNTERSINK 4MM,$990.00,,
1651161,OTICON GUIDE DRILL 3-4 MM,$990.00,,
1651163,SUPPORT BRA,$235.00,,
1651165,"IMP, ALLOGRAFT LIFE CELL SQ CM",$24950.00,,
1651167,"IMP, TENDON ALLGRAFT LIFE NET",$14710.00,,
1651169,MONOTUBE WRIST KIT,$9688.00,,
1651171,IS SHORT ROD,$12525.00,,
1651173,IS ENTELLUS SINUS BALLOON,$7250.00,,
1651175,IS ENTELLUS LIGHT SOURCE,$0.01,,
1651177,BURR HOLE (SYNTHES),$1410.00,,
1651179,NEURO PLATE,$265.00,,
1651181,NEURO SCREW,$430.00,,
1651183,BIO SUTURETEIK KIT,$1148.00,,
1651185,BIO SUTURE KIT,$4243.00,,
1651187,"IMP, DISTAL CLAVICLE PLATE",$6175.00,,
1651189,CK STANDARD KIT-2 SLEEVES,$3500.00,,
1651191,BATTERY PACK,$1215.00,,
1651193,NEEDLE KNIFE XL,$1000.00,,
1651195,CK QUICK LOAD - 12 PK,$200.00,,
1651197,CONMED 7MM DRY DOC,$160.00,,
1651199,CONMED SUPER SHUTTLE,$375.00,,
1651201,"IMP, AOS ES ROD",$12525.00,,
1651205,NERVE MONITOR ELECTRODES,$445.00,,
1651207,"IMP, 8 HOLE DISTAL FIBULAR PLATE",$5680.00,,
1651209,NERVE MONITOR PROBE,$525.00,,
1651211,"IMP, ARTHREX BB TAK",$2916.00,,
1651213,LAP SMOKE FILTER,$125.00,,
1651215,"IMP, CORTICAL SCREW",$175.00,,
1651217,"IMP, ARTHREX LOCKING SCREW",$2760.00,,
1651219,MEDRONIC NEURO ENDOSCOPE,$8700.00,,
1651221,MEDRONIC ENDOSHEATH,$1925.00,,
1651223,VIDEO LARYNGOSCOPE BLADE,$76.00,,
1651225,BARD Y-MESH,$4350.00,,
1651227,ARTHREX PUSH LOCK KIT,$750.00,,
1651229,ARTHREX CRYSTAL CANNULA,$75.00,,
1651231,STRYKER REAMER SHAFT,$1527.00,,
1651233,STRYKER END UP,$510.00,,
1651235,STRYKER OPENING REAMER,$2149.00,,
1651237,"IMP, AMS PRECONNECT PUMP PENILE IMPLANT",$21960.00,,
1651239,"IMP, AMS RESERVOIR PENILE IMPLANT",$5190.00,,
1651241,DEFINE STAR TUMOR ABLATION KIT,$11685.00,,
1651243,A LINE KIT,$381.00,,
1651245,CRANI CDS,$1218.00,,
1651247,CYSTO CDS,$204.00,,
1651249,EXTREMITY CDS,$243.00,,
1651251,HEAD & NECK CDS,$205.00,,
1651253,LAPAROSCOPY CDS,$770.00,,
1651255,MAJOR CDS,$616.00,,
1651257,MAJOR LITHOTOMY CDS,$352.00,,
1651259,MINOR CDS,$241.00,,
1651261,MINOR LITHOTOMY CDS,$170.00,,
1651263,OPEN HEART ACCESSORY CDS,$1822.00,,
1651265,OPEN HEART CDS,$2638.00,,
1651267,PACEMAKER CDS,$275.00,,
1651269,SPINE CDS,$870.00,,
1651271,T&A CDS,$185.00,,
1651273,TOTAL JOINT CDS,$599.00,,
1651275,VASCULAR CDS,$267.00,,
1651277,STRYKER WRIST KIT,$5813.00,,
1651279,DEFINE STAR TUMOR ALATION KIT,$11685.00,,
1651281,AOS ACTIVATION TOOL,$345.00,,
1651283,EQ-S&N DYONICS CROSS 50 DECREE PROBBE,$1110.00,,
1651285,"S&N HIP PAC, DISPOSABLE",$1370.00,,
1651287,S&N BIORAPTOR KNOTLESS SUTURE,$1925.00,,
1651289,S&N WHITE ULTRABRAID SUTURE,$98.00,,
1651291,EQ-S&N PERINEAL PAD,$460.00,,
1651293,EQ-S&N FOOT PAD,$418.00,,
1651295,EQ-S&N UC HIP DISTRACTOR SUPINE,$0.01,,
1651297,SYNTHES MINI PLATE TENSION BAND,$2050.00,,
1651299,SYNTHES 20 IMF SCREWS 12 MM,$640.00,,
1651301,STYKER HYDROSET,$20089.00,,
1651303,AOS PHP 3 HOLE PLATE,$12675.00,,
1651305,STRYKER 6 HOLE PROX TIB PLATE,$6580.00,,
1651307,STRYKER 3.0 FRAME FIXATOR,$3463.00,,
1651309,AOS GOLD INSERT,$2800.00,,
1651311,"IMP, CONFORMIS KIT",$34200.00,,
1651313,EQ-THUNDERBEAT,$0.01,,
1651315,ONE ACTION STENT INTRO,$600.00,,
1651317,PERCUTANEOUS TRACHEOSTOMY,$2138.00,,
1651319,"IMP, PLATE ASPEN 14MM",$45500.00,,
1651321,"IMP, CEMENT NEXOSS 10CC",$20000.00,,
1651323,DURASEAL 5ML,$3375.00,,
1651325,LAP CLEAN KIT,$165.00,,
1651327,"IMP, DISTAL HUMERUS PLATE",$5615.00,,
1651329,"IMP, 8 HOLE LOCKING MEDIAL PLATE",$5530.00,,
1651331,"IMP, LONG NAIL KIT",$14573.00,,
1651333,"IMP, CABLE BUTTON LKG",$1200.00,,
1651335,"IMP, TROC PLATE",$6800.00,,
1651337,"IMP, HEX BUTTON",$367.00,,
1651339,"IMP, FEMUR PLATE",$9100.00,,
1651341,"IMP, AOS FEMORAL NAIL",$12525.00,,
1651343,"IMP, AOS LOCKING RINGS",$875.00,,
1651345,"IMP, ORBITAL PLATE",$8435.00,,
1651347,"IMP, ORBITAL SCREW",$420.00,,
1651349,A-CELL/MICRO MATRIX (1000mg) EA,$14175.00,,
1651351,LIFE CELL STRAT-PIG SKIN (16CM/10CM) PER,$26940.00,,
1651353,"IMP, COLLAGEN GRANULES 5CC",$4725.00,,
1651355,"IMP, COLLAGEN GRANULES 10CC (X2)",$8220.00,,
1651357,GORE SEAMGUARD,$775.00,,
1651363,GALACTOGRAPHY KIT,$125.00,,
1651369,BIO PATCH,$89.00,,
1651371,PRIME IPG GENERATOR,$61375.00,,
1651373,IMP CRANIAL PEEK,$63435.00,,
1651375,IMP PROGRIP MESH,$2620.00,,
1651377,EQ DISSECTOR SYSTEM,$2952.00,,
1651379,EQ PROGRAMMER,$4475.00,,
1651381,IMP COMPACT LEAD,$8580.00,,
1651383,IM-INTEGRA MESH WOUND MATRIX 4X10,$27667.00,,
1651385,IM-INTEGRA  MATRIX 4X5,$16328.00,,
1651387,"CL EP FR ""6"" WEBSTER CATHER D-TYPE",$2075.00,,
1651389,CL CELSIUS CATHETER,$5105.00,,
1651391,CL DECA NAV D OR F CURVE SPACING,$5635.00,,
1651393,CL FR 7.5THERMOCOOL SF NAV F TYPE CURVE,$13720.00,,
1651395,CL COOL FLOW TUBING,$440.00,,
1651397,CL CATHETER WITH EZ STEER,$2940.00,,
1651399,CL CATHETER WITH AUTO ID,$2575.00,,
1651401,CL CATHETER EPS 5 F QUAD (ALL),$650.00,,
1651403,CL EXT CABLE RESPONSE,$600.00,,
1651405,CL EP 7F DEC LUM 2/8MM,$2150.00,,
1651407,CL EP 6FR CSL 120MM OR 65MM,$2125.00,,
1651409,CL WEBSTER AUTO ID A-JOSEPHSON TYPE,$615.00,,
1651411,CL CATHETER DEF TIP-VARIABLE,$8280.00,,
1651413,CL CATH  POLE HIS TYPE W/AUTO ID CART,$955.00,,
1651415,CL QUAD AUTO ID CABLE,$1960.00,,
1651417,CL ABLATION CABLE,$1225.00,,
1651419,CL THERMISTOR CABLE,$1600.00,,
1651421,CL RECORDING SYSTEM,$1600.00,,
1651423,CL  ADAPTER INTERFACE LENGTH,$1250.00,,
1651425,CL  CABLE CONNECT CARTO SYSTEM  GM/RED,$111.00,,
1651427,CL  CABLE INTERFACE HYPERTONI MALE (RED),$2750.00,,
1651429,CL  FAST-CATH INTRODUCER OR TRANSEPTAL,$825.00,,
1651431,CL  GUIDING INTRODUCER BRAIDED TRANSEPTA,$1125.00,,
1651433,CL  STEERABLE INTRODUCER AGILLS NXT,$4750.00,,
1651435,CL  BRK TRANSEPTAL NEEDLES XS SERIES,$1120.00,,
1651437,CL  EXTERNAL REFERENCE PATCHES CARTO 3,$166.00,,
1651439,CL  CATH SOUND STAR 3D 10F,$12500.00,,
1651441,CL  CATH CARTO 3-P SUPRA,$5880.00,,
1651443,CL  CARTO INTERFACE CABLE,$1980.00,,
1651445,CL STEERABLE ELECTRODE CATH DYNAMIC DECA,$2815.00,,
1651447,CL CATH NAVISTAR UNI-DIRECTIONAL CURVE,$12740.00,,
1651449,CL CATH NAVISTAR C OR F OR D -TYPE,$10780.00,,
1651451,CL THERMOCCOL NAV J OR D CURVE,$13720.00,,
1651453,CL CATHETER CEISIUS  D OR F TYPE CURVE,$5105.00,,
1651455,CL BLAZER II HTD LARGE CURVE,$966.00,,
1651457,CL BLAZER II HTD STANDARD CURVE,$166.00,,
1651459,CL EZ STEER NAV DI-DIRECTIONAL,$10800.00,,
1651461,CL NAVISTAR DS,$12740.00,,
1651463,CL NAVISTAR DS,$12740.00,,
1651465,CL THERMOCOOL NAV SF DF CURVE,$14700.00,,
1651467,CL BLAZER II HTD 4MM LARGE CURVE,$5650.00,,
1651469,CL CATHETER INTRODUCER KIT 7CM,$206.00,,
1651471,CL SHEATH INTRODUCERS,$46.00,,
1651473,CL SUPREME CRD-2,$650.00,,
1651475,CL RESPONSE JSN OR CRD,$600.00,,
1651477,CL CATHETER QUADRIPOLAR,$650.00,,
1651479,CL PENIARAY F OR D CURVE 444 SPACING,$9775.00,,
1651481,CL CATHETER HALO W OR W/O CARTO,$5880.00,,
1651483,ARTHRO CARE SINUS BALLOON,$2750.00,,
1651485,EMBO-X GLIDE PROTECTION SYSTEM,$2455.00,,
1651487,ARTHO CARE INFLATION,$375.00,,
1651489,ARTHO CARE STAMMBERGER,$600.00,,
1651491,COLLAGEN IMPLANT,$21240.00,,
1651493,DREAMWIRE,$2075.00,,
1651495,COMPOSITE MESH (IMP) 20X15 PER SQ CM,$5844.00,,
1651497,COMPOSITE MESH (IMP) 15X10 PER SQ CM,$3015.00,,
1651499,ABSTACK 5MM FIXATION DEVICE,$3000.00,,
1651501,BIO GLUE 5ML,$5565.00,,
1651503,SYNTHES NEURO BOX PLATE,$1475.00,,
1651505,ARNTREX TENODESIS SCREW,$2250.00,,
1651507,SUTURE (3-0)TAK KIT,$1395.00,,
1651509,DISCOGRAM CDS KIT,$675.00,,
1651511,DISCOGRAM GENERATOR,$1500.00,,
1651513,PLANAR 6 S,$510.00,,
1651515,PRO-TOE BRANCH-MED,$335.00,,
1651517,SYNTHES 8  HOLE STERNAL PLATE,$5280.00,,
1651519,SYNTHES 10 HOLE STERNAL PLATE,$4835.00,,
1651521,SYNTHES STERNAL SCREW,$990.00,,
1651523,PECTUS BAR (13),$25000.00,,
1651525,ELONGATED PECTUS STABILIZER,$3910.00,,
1651527,OTICON PONTO AFTER CARE KIT,$75.00,,
1651529,OTICON ALLEVYN WOUND CARE,$50.00,,
1651531,OTICON RENTAL DRILL KIT,$850.00,,
1651533,PECTUS TITANIUM ELONGATED STABILIZER,$15715.00,,
1651535,PACEMAKER/ACID ANTI-MICROBIAL MESH,$4975.00,,
1651537,IMP TIBIAL GRAFT,$7000.00,,
1651539,IMP SHOULDER GENOID,$5835.00,,
1651541,IMP SHOULDER SPALLA,$13710.00,,
1651543,IMP SHOULDER HUMERAL BODY,$17209.00,,
1651545,IMP SHOULDER REVERSE LINER,$5250.00,,
1651547,IMP SHOULDER FINNED STEM,$5835.00,,
1651549,"SURGICAL SUPPLY, MISC",$0.00,,
1651551,POSITIONING ROD,$765.00,,
1651553,SURFACING REAMER,$3642.00,,
1651555,MEDIAL BROACH,$1299.00,,
1651557,NEURO ADAPTION PLATE,$3270.00,,
1651561,IM-POLYAXIAL SCREW 3.5,$5175.00,,
1651563,GUIDE PIN,$775.00,,
1651565,ARTHREX ACL KIT,$1610.00,,
1651567,"IMP, STRYKER EASY CLIP",$12371.00,,
1651569,"IMP, NEURO 8-HOLE STRUT PLATE",$3640.00,,
1651571,"IMP, NEURO 6-HOLE STRUT PLATE",$2080.00,,
1651573,SHOULDER STAR SLEEVE,$500.00,,
1651575,CPB CANCELLATION FEE,$750.00,,
1651577,BALL NOSE WIRE,$1775.00,,
1651587,JEJUNAL TUBE,$653.00,,
1651589,JEJUNAL TUBE INTRODUCER KIT,$973.00,,
1651591,LAPAROSCOPIC JEJUNAL INTRODUCER KIT,$1107.00,,
1651593,"IMP, CERVICAL CAGE",$26650.00,,
1651595,PHANTOM ML LIGHT W/ TEDAN,$5000.00,,
1651597,FOOT REAMER,$982.00,,
1651599,ANGLED POST,$618.00,,
1651601,ROD TO ROD COUPLING,$3374.00,,
1651603,APLEX PIN,$813.00,,
1651605,TRANSFIXING PIN,$760.00,,
1651607,CARBON RODS,$2051.00,,
1651609,HOLE 5 PIN CLAMP,$2540.00,,
1651611,ENDOSCOPY TUBING,$302.00,,
1651613,CL SEPTAL OCCLUDER IMPLANT,$37848.00,,
1652203,A-CELL (MESH) (10X15)CM PER SQ CM,$9000.00,,
1652205,CL THERMOCOOL SMART TOUCH F,$16250.00,,
1652207,CL THERMOCOOL SMART TOUCH J,$16250.00,,
1652209,HELI-FX APPLIER & ANCHOR,$23750.00,,
1652211,HELI-FX GUIDE,$8805.00,,
1652213,OVERDAY LOW AIR LOSS MATTRESS DISP,$213.00,,
1652215,SURE PREP NO STRING (BOTTLE),$34.00,,
1652217,SURE PREP NO STRING WANG 1ML,$4.00,,
1652219,VERSATEL CONTACT LAYER WOUND DRESSING,$16.00,,
1652221,PERICARDIAL PATCH,$2625.00,,
1652223,SYNTHES 2-3 LADDER PLATE,$2670.00,,
1652225,BIPOLAR SEALER 6.0 AQUAMANTYS,$2615.00,,
1652227,PLATE 4 HOLE OLOCRANON,$6786.00,,
1652229,LAPIOLUS CP PLATE,$7760.00,,
1652231,IMP ELBOW 8-HOLE PLATE,$7215.00,,
1652233,VIT IM-INTER FUSE,$13500.00,,
1652235,BAC-FUSE,$54900.00,,
1652237,IMP LEVEL 1 CERVICAL PLATE 18MM,$8500.00,,
1652239,IMP PROS KNEE/STEM PRESSFIT,$6975.00,,
1652241,IMP PROS KNEE/COUPLER OFFSET,$7155.00,,
1652243,GRAFT VASCULAR ACUSEAL,$6400.00,,
1652245,Y KNOT PERCUTANEOUS 18 KIT,$1430.00,,
1652247,IMP ACHILLES SPEED BRIDGE,$14808.00,,
1652249,24-HR ORAL CARE KIT,$133.00,,
1652251,PICC AND CVC DRESSING CHANGE KIT,$66.00,,
1652253,"IMP, DISTAL RADIUS PLATE",$5370.00,,
1652255,"EQ, GREEN LIGHT LASER",$0.01,,
1652257,TRUCLEAR SYSTEM RENTAL HYSTEROSCOPIC,$2500.00,,
1652259,TRUCLEAR PROCEDURE KIT HYSTEROSCOPIC,$1760.00,,
1652263,RIB FIX 24 HOLE - BIOMET,$19074.00,,
1652265,RIB FIX 16 HOLE - BIOMET,$14382.00,,
1652267,BLOOD TRANSFUSION TRAY,$0.00,,
1652269,IMP BOX PLATE PIONEER SURG,$3414.00,,
1652271,IMP X PLATE PIONEER SURG,$3846.00,,
1652273,IMP SPINE CENTER PIECE,$103422.00,,
1652275,IMP SPINE END CAP,$18408.00,,
1652277,IMP SPINE CONNECTOR,$13042.00,,
1652279,IMP OCCIPITAL PLATE,$32520.00,,
1652281,"IMP SPINE TRANSCONNECTOR MED,",$32520.00,,
1652283,IMP X PLATES (OHS),$3846.00,,
1652285,TRUCLEAR HI FLOW CANISTER 3000CC,$28.00,,
1652287,ORTHO TRAUMA TRAY RENTAL,$3000.00,,
1652289,PECTUS BAR 12.5,$25000.00,,
1652291,PECTUS SUPPORT BAR 14,$9855.00,,
1652293,IMPLANT X PLATES (OHS),$3846.00,,
1652295,IMP INTEGRA DERMAL REGEN (DRT) PER SQ CM,$12465.00,,
1652297,TUBE PROSTHESIS FOR ENDOVASC AAA REPAIR,$56750.00,,
1652299,MODULAR BIFURCATED PROSTHESIS - 1 LIMB,$22000.00,,
1652303,TRIVEX ILLUMINATOR INFLOW TUBING,$588.00,,
1652305,TRIVEX 4.5MM BLADE,$2394.00,,
1652307,IMP STRYKER OPEN WEDGE PLATE 4MM PODIATR,$8822.00,,
1652309,IMP LEVEL 4 CERVICAL PLATE 68MM,$11400.00,,
1652311,IMP SYNTHES CURVE STRUT PLATE,$3126.00,,
1652313,CLOSUREFAST CATHETER AND MIS-7F07,$6480.00,,
1652315,CLOSUREFAST PERFORATOR STYLET CATHETER,$3990.00,,
1652319,IMP MPJ BIOMOTION HEMI 19MM,$13010.00,,
1652321,GUIDE WIRE PODIATRY,$180.00,,
1652327,PREVENA INCISION MANAGEMENT KIT,$2475.00,,
1652329,DISSECTOR BALLON SPACEMAKER,$3207.00,,
1652331,ORTHO SPI SLEEVE,$1095.00,,
1652333,LEAD DELIV TOOL / ELECT INSERTION TOOL,$5000.00,,
1652342,COUNTERSINK CANN 7.0,$1725.00,,
1652344,BLACK HANDLE DRIVER DRILL BIT,$1825.00,,
1652346,Da V - TIP COVER ACCESSORY,$140.00,,
1652348,AIRSEAL TRI-LUMEN TUBE SET,$616.00,,
1652350,AIRSEAL 12 mm ACCESS PORT,$616.00,,
1652352,Da V - DISPOSABLE ACCESSORY KIT 3 ARM,$1400.00,,
1652353,CL TRUEPATH CTO DEVICE,$9600.00,,
1652354,Da V - DISPOSABLE ACCESSORY KIT 4 ARM,$1820.00,,
1652355,CL CATH DRUG COATED BALLOON,$8250.00,,
1652356,Da V - 8 mm BLADELESS OBTURATOR,$175.00,,
1652357,CL CATH ATHERECTOMY JETSREAM,$16500.00,,
1652358,Da V - CAMERA ARM DRAPE,$294.00,,
1652360,Da V - CAMERA HEAD DRAPE,$287.00,,
1652362,Da V - INSTRUMENT ARM DRAPE,$315.00,,
1652364,Da V - 8 mm CANNULA SEAL,$105.00,,
1652366,DA V - 8 mm SI LARGE NEEDLE HOLDER,$1540.00,,
1652368,DA V - 8 mm SI PROGRASP FORCEP,$1540.00,,
1652370,DA V - 8 mm SI FENESTRATED BIPOLAR FCP,$1890.00,,
1652372,DA V - 8 mm SI MONOPOLAR CURVED SCISSOR,$2240.00,,
1652374,DA V - 8 mm SI LARGE HEM-O-LOCK APPLIER,$980.00,,
1652376,MINI PORT 2 mm,$1400.00,,
1652378,3-0 V-LOC 6 in SUTURE CV-23 GREEN,$210.00,,
1652380,3-0 V-LOC 6 in SUTURE CV-23 UNDYED,$210.00,,
1652382,3-0 V-LOC 9 in SUTURE CV-23 VIOLET,$210.00,,
1652384,SURGIFLO ENDOSCOPIC APPLICATOR,$336.00,,
1652386,SURGIFLO HEMOSTATIC MATRIX,$1162.00,,
1652388,LAPAROVUE VISIBILITY KIT,$280.00,,
1652392,PINK PAD XL,$833.00,,
1652394,CATER THOMASON CLOSURE SYSTEM,$903.00,,
1652396,15 mm BLADELESS TROCAR,$812.00,,
1652398,RETRIEVAL SYSTEM POUCH 12 / 15 mm,$1225.00,,
1652400,L HOOK LAPAROSCOPIC TIP,$238.00,,
1652402,Da V - MIS ROBOTIC CDS,$2989.00,,
1652406,"ATLS21 (INCLUDES ATL2001, BT725, EL2120)",$910.00,,
1652408,AORTIC ROOT CANNULA W / VENT 12GA,$410.00,,
1652410,AORTIC CANULA 3/8 VENTED CONNECT 21FR,$410.00,,
1652412,ARISS PERFUSION SWITCH,$240.00,,
1652414,CORONARY PERFUSION Y-ADAPTOR,$56.00,,
1652416,TERUMO CUSTOM PK W/ OXYGEN & RESERVOIR,$4000.00,,
1652418,TERUMO VENOUS SAT CELL,$525.00,,
1652420,PRP KIT,$1700.00,,
1652422,LONG CANNULA,$135.00,,
1652424,ADULT BIOFLOW PROBE DP-38,$120.00,,
1652426,TERUMO HEMO CONCENTRATOR PACK W/ TUBING,$675.00,,
1652428,DLP INTRACARDIAC SUMP,$190.00,,
1652430,DLP TOURNIQUET KIT,$150.00,,
1652432,CELL SAVER SUCTION TUBING,$100.00,,
1652434,ARGILE 18FR LEFT VEIN,$205.00,,
1652438,CPS DIRECT SL II FINAL PACK 7F 47CM,$2915.00,,
1652440,EMBLEM TUNNELING TOOL,$5000.00,,
1652450,LC BEAD EMOBLIZATION PRODUCT - 100-300um,$10000.00,,
1652454,SIGNA POWER SHELL DISP,$525.00,,
1652456,DA V - VESSEL SEALER DISP,$2975.00,,
1652458,RUMI 2 KOH EFFICIENT ALL SZ DISP,$520.00,,
1652460,RUMI SYSTEM UTERINE MANIP TIPP ALL SZ,$255.00,,
1652466,STRETCH-A-TRAY DISP,$15.00,,
1652472,IMP AAA ENDOVASCULAR MAIN BODY 23 IX,$59995.00,,
1652474,CL  AUTO INJECTOR,$1250.00,,
1652476,J-PLASMA GEN CASE RENTAL,$0.00,,
1652478,IMP ILIAC LIMB 10 x 120 mm,$24995.00,,
1652480,IMP ILIAC LIMB 12 x 120 mm,$24995.00,,
1652482,IMP 3.5X 42 HEADED (POD) BONE TO BONE,$1625.00,,
1652486,J-PLASMA PRECISE LAP BD-TIP 33CM,$2033.00,,
1652488,"IMP PECTUS SUPP BAR LORENZ 14"" TI 013714",$9855.00,,
1652490,"IMP PECTUS BAR TI CUSTOM 12.5""",$25000.00,,
1652492,"IMP PECTUS BAR TI CUSTOM 13""",$25000.00,,
1652494,IMP PECTUS ELONGATED STABILIZER,$3910.00,,
1652496,IMP PECTUS CUSTOM STAINLESS,$13750.00,,
1652498,IMP PECTUS CUSTOM TITANIUM,$25000.00,,
1652500,IMP PECTUS TITANIUM ELONGATED STAB,$15715.00,,
1652534,DA V - V-LOC NEEDLE,$0.00,,
1652535,C02 LASER GUN,$0.00,,
1652536,DA V - ULTRASOUND PROBE,$0.00,,
1652537,IMP NIPPLE RECONSTRUCTION CYLINDER,$2475.00,,
1652538,REVOLVER CANNISTER,$2700.00,,
1652547,IMP PENILE RESERVOIR,$9000.00,,
1652550,"IMP, ALLOGRAFT LIFE CELL EACH SQ CM",$153.00,,
1710000,.SPECIMEN S/O HANDLING CHARGE,$0.00,,
1710003,PHEBOTOMY THERAPEUTIC,$308.00,,
1740076,URINE CALCIUM RANDOM,$327.00,,
1740182,POCT GLUCOSE,$144.00,,
1740222,URINE 24HR MAGNESIUM,$303.00,,
1740233,NBS: COLLECTION AND PROCESSING,$0.00,,
1740324,.CAPPILARY STICK CHARGE,$24.00,,
1740325,OSMOLALITY SERUM,$81.00,,
1740326,OSMOLALITY URINE,$81.00,,
1740327,BILI DIRECT(CHARGE ONLY),$309.60,,
1740328,HIV 1 AND 2 ANTIBODY SCREEN,$366.12,,
1740400,.HBV S AG CONFIRM.CHARGE,$89.00,,
1740401,CRP HIGH SENSITIVITY CARDIO (PLASMA),$317.18,,
1740410,HIV 1/2 AG/AB SCREEN,$404.00,,
1740411,POC GLUCOSE,$160.00,,
1740991,TSH (PLASMA),$389.75,,
1750000,BF CREATININE,$344.00,,
1750001,BF UREA,$344.00,,
1750002,BF URIC ACID,$327.00,,
1750003,BF PHOSPHORUS,$327.00,,
1750004,BF MAGNESIUM,$441.00,,
1750005,D DIMER QUANT (PLASMA),$265.38,,
1750006,IONIZED CALCIUM,$288.00,,
1750008,TROPONIN T (PLASMA),$942.30,,
1750009,.DIFF MANUAL CHARGE,$222.30,,
1750010,.UA W MICRO CHARGE,$399.60,,
1750011,.URINE W O MICRO CHARGE,$32.20,,
1750012,BB ANTIBODY ID,$1391.00,,
1750013,BBC SPLITTING BLOOD PRODUCT,$122.00,,
1750014,BB* RBC PC -SD  FEE,$289.00,,
1750015,BB* RBC DEGLYC  FEE,$1202.00,,
1750016,BB* FFP RC FEE,$116.00,,
1750017,BB* LEUKO PC RC FEE,$486.00,,
1750018,BB* PLT PHERESIS RC FEE,$754.00,,
1750019,BB* PLT/LEUKO/PHER RC FEE,$894.00,,
1750020,BB* RBC WASHED FEE,$393.00,,
1750021,BBC CRYOPPT/THAW EA UNIT,$112.00,,
1750022,BB* PLT CONCENTRATE  FEE,$1148.00,,
1750023,BBC AUTO/DIR PROCESSING,$200.00,,
1750024,BB* CRYOPPT RC FEE,$72.00,,
1750025,BB FETAL MATERNAL SCREEN,$235.20,,
1750026,BB RH AB TITER,$1090.00,,
1750027,POCT GLUCOSE CONFIRMATION,$0.00,,
1750028,.1GTT 3SPEC CHARGE,$405.00,,
1750029,SICKLE CELL SCREEN,$303.00,,
1750030,URINE KETONES,$119.70,,
1750031,URINE PROTEIN QUAL,$72.00,,
1750032,ER URINALYSIS,$0.00,,
1750040,BBC TRANSFUSION/COMP.,$1352.19,,
1750041,BB* CRYOPPT TRANSFUSION FEE,$1200.00,,
1750042,BB* AUTOLOGOUS TRANSFUSION FEE,$1200.00,,
1750047,BBC FFP THAW EA UNIT,$112.00,,
1750048,BB* RBC PC -HEMACARE  FEE,$977.00,,
1750049,BB* PLT PHERESIS SD FEE,$649.00,,
1750050,BB* PLT PHERESIS HEM FEE,$1475.00,,
1750051,BB* FFP SD FEE,$75.00,,
1750052,BB* FFP HEMA FEE,$227.00,,
1750053,BB* CRYOPPT SD FEE,$72.00,,
1750054,BB* CRYOPPT HEM FEE,$227.00,,
1750055,BB* LEUKO PC SD FEE,$328.00,,
1750056,BB* LEUKO PC HEM FEE,$977.00,,
1750057,BB* RBC LR/CMV/IRR  SD FEE,$502.00,,
1750058,BB* RBC LR/CMV/IRR  RC FEE,$626.00,,
1750059,BB* PLT/LEUKO/PHER HEM FEE,$1580.00,,
1750060,BB* PLTPHER/LR IRR RC FEE,$857.00,,
1750061,BB* RBC PC/PEDS RC FEE,$389.00,,
1750062,BB* AUTOLOGOUS RC FEE,$460.00,,
1750063,BB* FFP AB RC FEE,$116.00,,
1750064,BB* BLD DIRECT UNIT RC FEE,$486.00,,
1750126,(TEST ITEM ),$0.00,,
1799804,TRANSPORTATION (NON CHARGE),$0.00,,
1799901,BLOOD BANK ORDER,$0.00,,
1799902,=>CANCEL LAB ORDER<=,$0.00,,
1799903,=>I/P SURGICAL PATHOLOGY<=,$0.00,,
1799904,.NON-COVERED VP CHARGE,$0.00,,
1799906,PT AND PTT,$0.00,,
1799908,CA 125,$228.56,,
1799910,DIPSTICK URINE-ER ONLY,$0.00,,
1799911,****************************************,$0.00,,
1799919,=>OFFICE PATHOLOGY ORDER<=,$0.00,,
1799921,=>AUTOPSY PATHOLOGY<=,$0.00,,
1840002,=>MISC.PATHOLOGY<=,$0.00,,
1840006,PATH-SKELETAL MUSCLE ANAL.(88355),$2500.00,,
1840014,PATH-BONE M STAIN & PREPARAT,$861.00,,
1840015,AUTOP GROSS W/BRN&SPINAL,$0.00,,
1840017,AUTOP GROSS&MICRO W/BRN,$4186.00,,
1840018,AUTOP G&M INFANT W/BRAIN,$4219.00,,
1840020,PATH-CYTOPATH WASH/BRUSH/SM,$287.00,,
1840021,PATH-CYTOPATH FILTER W/INT,$322.00,,
1840023,PATH-CYTOPATH SPUTUM,$47.00,,
