Charge Number,Description,Charge
5080072,CROSS/TR 1ST PRBC UNIT-LEUKO-REDUCED,169
5094068,CROSS/TR ADD'L PRBC UNIT-LEUKO-REDUC,169
5005031,CRP (C-REACTIVE PROTEIN),68
5050121,CRP (HIGH SENSITIVITY),77
5005520,CRP (HIGH SENSITIVITY) MMCN,77
2051029,CRUTCHES ADULT 8/CA,118
2052364,CRUTCHES ADULT TALL 8/CS  MDSV80534,118
2051030,CRUTCHES YOUTH 8/CA,106.75
70172053,CRYO CUFF CO0LER W/KNEE CUFF LARGE,262.5
70172054,CRYO CUFF CO0LER W/KNEE CUFF MEDIUM,262.5
70172055,CRYO CUFF COOLER W/SHOULDER,262.5
70174558,CRYO PNEUMATIC KNEE SPLINT 2GELS 72-7172,109.75
70174556,CRYO PNEUMATIC SHOULDER 2GELS 72-7182,120.75
5005650,CRYOFIBRINOGEN QUALITATIVE,20
5092151,CRYOGLOBULIN INHOUSE,71
5005425,CRYOGLOBULINS  001594,71
5092475,CRYPTOCOCCUS ANTIBODIES 082891,107
5081093,CRYPTOCOCCUS ANTIGEN CSF 160747,107
5094069,CRYPTOCOCCUS ANTIGEN SERUM  183025,107
5092235,CRYPTOSPORIDIUM ANTIGEN,127
5088069,CRYSTAL EXAM,65
5005564,CRYSTAL EXAM MMCN,65
5092085,CRYSTODIGIN  (DIGITOXIN)  847478,118
3903915,"C-S/I PULMONARY, AORTA, CORONARIES",0
3903914,C-S/I VENTRICLE/ATRIUM,0
5092210,CSR,30.86
3904006,C-STENT PLACEME DRUG ELUTING ADDITIONAL,14935.42
3904005,C-STENT PLACEMENT DRUG ELUTING SINGLE VE,14935.42
3904003,C-STENT PLACEMENT SINGLE VESSEL,11429
3403497,CT ABD/PELVIS W/ CONTRAST,1860
3403496,CT ABD/PELVIS W/O CONTRAST,1388
3403498,CT ABD/PELVIS W/WO CONTRAST,2080
3470324,CT ABDOMEN W/CONTRAST,1860
3470230,CT ABDOMEN W/O CONTRAST,1388
3470240,CT ABDOMEN W/WO CONTRAST,2080
3403427,CT ASPIRATION/INJECTION -MAJOR JOINT,277
3470848,CT CERVICAL SPINE W/CONTRAST,2203
3470236,CT CERVICAL SPINE W/O CONTRAST,2142
3303458,CT CERVICAL SPINE W/WO CONTRAST,2283
3470326,CT CHEST W/CONTRAST,1549
3470238,CT CHEST W/O CONTRAST,1388
3403401,CT CHEST W/WO CONTRAST,1771
3403443,CT CONTRAST 300 320 PER ML,0.39
3403444,CT CONTRAST OMNI 350 PER ML,0.26
3403516,CT CONTRAST VISIPAQUE 320MG/ML,5.58
3470849,CT DORSAL SPINE W/ CONTRAST,1921
3470245,CT DORSAL SPINE W/O CONTRAST,1860
3470293,CT EXTREMITY LOWER W/O CONTRAST,1388
3403435,CT EXTREMITY LOWER W/W/O CONTRAST,2080
3403434,CT EXTREMITY LOWER WITH CONTRAST,1860
3403433,CT EXTREMITY UPPER W/AND W/O CONTRAST,2080
3403432,CT EXTREMITY UPPER WITH CONTRAST,1860
3470246,CT EXTREMITY UPPER WITHOUT CONTRAST,1388
3403413,CT GUIDED ABCESS DRAINAGE,584
3403428,CT GUIDED ABSCESS DRAIN W/CATH PLAC PRO,949
3403429,CT GUIDED ABSCESS DRAIN W/CATH PLAC S/I,584
3470894,CT GUIDED BX ABD/RETROPERITONEAL MS,719
3403426,CT GUIDED CYST ASPIRATION,465
3403415,CT GUIDED FLUID DRAIN (ABD) INITIAL,1347
3470888,CT GUIDED LIVER BIOPSY,815
3403404,CT GUIDED LUNG BIOPSY,719
3470339,CT GUIDED NEEDLE BIOPSY,584
3470893,CT GUIDED PERC NEEDLE BX BONE,474
3403510,CT GUIDED PLEURAL DRAINAGE CATHETER,1212.98
3403403,CT GUIDED RENAL BIOPSY,719
3403547,CT GUIDED RENAL CYST ASPIRATION,426
3403417,CT GUIDED SUPERFICIAL LYMPH NODE BX,604
3403438,CT GUIDED THORACENTESIS,1332
3403507,CT GUIDED TUNNELED PLEURAL CATH PROC,5403
3403508,CT GUIDED TUNNELED PLEURAL CATH S&I,584
3403408,CT GUIDED VERTEBRAL BODY BX,474
3470440,CT HEAD W/O CONTRAST,1549
3470229,CT HEAD W/WO CONTRAST,1786
3403431,CT HELICAL IVP,1388
3403512,CT LOW DOSE LUNG FOR SCREENING,1388
3403407,CT LUMBAR SPINE W/AND W/O,2011
3470850,CT LUMBAR SPINE W/CONTRAST,1921
3470244,CT LUMBAR SPINE W/O CONTRAST,1860
3403494,"CT ORBIT, SELLA, FOSSA OR EAR W/CONTRA",1510
3403409,"CT ORBIT, SELLA, FOSSA OR EAR W/O CONTRA",1495
3470234,"CT ORBIT,SELLA,FOSSA OR EAR W/WO CONTRA",1610
3470231,CT PELVIS W/CONTRAST,1549
3470241,CT PELVIS W/O CONTRAST,1388
3470325,CT PELVIS W/WO CONTRAST,2080
3403445,CT SINUS (MEDTRONIC),1495
3470331,CT SINUSES OR FACIAL BONES W/O CONTRAST,1495
3403412,CT SINUSES OR FACIAL BONES W/WO CONTRAS,1610
3403411,CT SINUSES OR FACIAL BONES WITH CONTRAST,1581
3470765,CT SOFT TISSUE NECK W/CONTRAST,1860
3470766,CT SOFT TISSUE NECK W/O CONTRAST,1388
3470789,CT SOFT TISSUE NECK W/WO CONTRAST,2080
3403424,CTA ABD,1922
3403418,CTA ABD A/I,1968
3403502,CTA ABDOMEN AND PELVIS,2080
3403439,CTA CHEST (AORTA),1797
3403425,CTA CHEST (PULMONARY),1797
3403419,CTA HEAD,1829
3403422,CTA LOWER EXT,1797
3403420,CTA NECK/CAROTID,1922
3403423,CTA PELVIS,1797
3403421,CTA UPPER EXT,1797
70185313,C-TAPER COCR LFIT HEAD 32mm/-5,1615.3
5050441,C-TELOPEPTIDE  500089,128
39039140,C-TESTING OF ICD GENERATOR,1607
1500667,CUBICIN INPATIENT{DAPTOMYCIN 500MG} VIAL,1000
1515219,CUBICIN OUTPATIENT{DAPTOMYCIN 500MG} VL,1000
40774,CUFF BP ADULT LARGE 1 HOSE 5/PK,15
2502941,CUFF BP ADULT LONG,18.81
40329,CUFF BP ADULT LONG 5/PACK,15
40775,CUFF BP ADULT LONG LG  5/BX,15
41001,CUFF BP ADULT REG 1 HOSE  5/PK,15
41185,CUFF BP ADULT SMALL  5/PK,15
2040773,CUFF BP CHILD  5/PK,15
41585,CUFF BP INFANT  5/BX,15
58097,CUFF NEO #4 10/PK HH EA SOUTH ONLY,8
62370,CUFF NEO #4 10/PK NORTH OB,8
5081095,CULT AEROBIC ADD ID METHODS,38
5050336,CULTURE - SURVEILLANCE,0
5005566,CULTURE - SURVEILLANCE MMCN,0
5092455,CULTURE ANAEROBIC,109.33
5081091,CULTURE BORDETELLA,133
5094072,CULTURE CHLAMYDIA,143
5050416,CULTURE CSF,114
5005568,CULTURE CSF MMCN,114
5092358,CULTURE FLUORESCENT-EACH,41
5081011,CULTURE FUNGUS,104
5005569,CULTURE FUNGUS MMCN,104
5081014,CULTURE GC,55
5094097,CULTURE GROUP B STREP,65
5005570,CULTURE GROUP B STREP MMCN,65
5081031,CULTURE GRP A STREP,49
5094074,CULTURE HERPES,198
5081092,CULTURE REFERENCED BACTERIAL,47
5005612,CULTURE REFERENCED BACTERIAL MMCN,47
5094081,CULTURE REFERENCED FUNGAL 008474,42
5005643,CULTURE REFERENCED FUNGAL MMCN,42
5050417,CULTURE ROUTINE,114
5005572,CULTURE ROUTINE MMCN,114
5081077,CULTURE STAPH,66
5089047,CULTURE VIRAL  008573,240
2051505,CUP DENTURE 250/CS DYND70293 25/slv,2.25
70170260,CURETTE - SYNEVAC,14.5
70170453,CURETTE SUCTION D&C 10MM CURV (613),2.79
70170454,CURETTE SUCTION D&C 11MM CURV (614),2.79
70170455,CURETTE SUCTION D&C 12MM CURV (615),2.79
70170450,CURETTE SUCTION D&C 7MM CURV (618),2.79
70170451,CURETTE SUCTION D&C 8MM CURV (611),2.79
70170452,CURETTE SUCTION D&C 9MM CURV (612),2.79
70174139,CUTTER FLIP 10MM AR-1204AS-100,820
70172440,CUTTER RESECTOR 4.0,266.5
1510737,CYANOCOBALAMIN {B12} INJ 1000MCG/1ML,35
5050222,CYCLIC CITRULLINATED PEPTIDE(CCP)IGG/IGA,110
1514626,CYCLOGYL {CYCLOPENTOLATE}OPTH SOL 1%:2ML,28
5092411,CYCLOSPORA SMEAR  183145,40
1500680,CYCLOSPORINE {SANDIMMUNE} INJ 50MG/ML,90
5084203,CYCLOSPORINE BLD 706556,121
1515037,CYMBALTA {DULOXETINE 30MG} CAP,29
1515015,CYMBALTA {DULOXETINE 60MG} CAP,29
1515153,CYMBALTA(DULOXETINE)CAP 20MG (N),29
5050439,CYP2C19 GENOTYPE  511710,400
5005289,CYSTIC FIBRO PROFLE DNA 5T ALLELE 480555,1050
5005221,CYSTIC FIBROSIS FULL GENE SEQUENC 451910,4463
5005098,CYSTIC FIBROSIS PROFILE (CARRIER) 480533,456
5092043,CYSTINE 24HR URINE 700195,49
3370464,CYSTOGRAM INJ PROC,133
3370023,CYSTOGRAM S/I,144
5005087,CYTOGENETICS INTERP AND REPORT,180
5089071,CYTOLOGY ORDER,0
5050353,CYTOLOGY-CUNNINGHAM REQ TO LAB,0
5081083,CYTOMEG AB IGG (CMV IGG) 006494,137
1518092,CYTOMEL {LIOTHYRONINE SODIUM 5MCG} TAB,5
1513281,CYTOTEC {MISOPROSTOL 100MCG} TAB,10
1513069,CYTOTEC {MISOPROSTOL 200MCG} TAB (S),15
5092537,D DIMER,36
1510527,D.H.E.45 {DIHYDROERGOTAMI}INJ 1MG/1ML,212.96
1500684,D5 1/4 NS 250ML,0
1500043,D51/4NS W/20MEQ KCL: 1000ML (N),120
1500053,D5W W/20MEQ KCL : 1000ML (N),128
5505550,DAILY TREATMENT >1MeV -COMPLEX,483
5505548,DAILY TREATMENT >1MeV -SIMPLE,258
1512980,DAKINS SOLUTION 480ML,53
1515318,DALIRESP {ROFLUMILAST 500MCG} TAB,31
1500556,DANAZOL CAPSULE 200MG,10
1510534,DANTRIUM {DANTROLENE 100MG} (S),15
1500573,DANTRIUM {DANTROLENE 25MG} CAP,15
1513629,DAPSONE {DAPSONE (DDS) 100MG} TAB,8
5005276,DAT ANTI-IGG (INHOUSE),38
5005277,DAT COMPLEMENT (INHOUSE),38
70170199,DAY SURGERY ROOM CHARGE,138
70185159,"DBM Injectable Putty, 1.0cc",755.62
70180177,"DBM Injectable Putty, 1.0cc",755.62
70172864,DCP 4.5 NARROW PLATE/8-HOLE,211
1512933,DDAVP (DESMOPRESSIN) INJ:4MCG/1ML AMP,102
1514899,DDAVP (DESMOPRESSIN) TAB:0.1MG,18
70171990,DEBAKEY TISSUE GRASPER 5MM,1087
7007032,DEBRIDE NAIL ANY METHOD 1-5,193.79
7007033,DEBRIDE NAIL ANY METHOD 6 OR MORE,193.79
7007013,DEBRIDE SKIN SUBQ TISSUE <=20 SQ CM,1365
7007085,DEBRIDE SKIN SUBQ TISSUE EA ADDL20 SQ CM,915
7007015,"DEBRIDE SKIN SUBQ,MUSCLE/BONE <=20 SQ CM",1832.62
7007087,DEBRIDE SKIN SUBQ/MSCL/BONE EA ADD20SQCM,1832.62
7007014,DEBRIDE SKIN SUBQ/MUSCLE <=20 SQ CM,1515
7007086,DEBRIDE SKIN SUBQ/MUSCLE EA ADDL 20SQCM,915
6506546,DEBRIDEMENT AREA < 20 SQ CM,117
6506540,DEBRIDEMENT AREA EACH ADDITIONL 20 SQ CM,150
7007077,DEBRIDEMENT MEDIUM BURN,330.79
400421,DEBRIDEMENT NONSURGICAL <=20 SQ CM,117
7007076,DEBRIDEMENT SMALL BURN,915
1510549,DEBROX{CARBAMIDE PER}OTIC SOL 6.5% 15ML,39
1512301,DECADRON (DEXAMET) INJ 20MG/5ML PER ML,36
1500040,DECADRON (DEXAMETHASONE) INJ 10MG (N),36
1510076,DECADRON {DEXAMETH} INJ 4MG/1ML VIAL,36
1510812,DECADRON {DEXAMETHASONE 0.5MG},10
1510563,DECADRON {DEXAMETHASONE 4MG} TAB,15
1517058,DECADRON PEDIATRIC 4MG/ML (USE PO) (S),36
1512655,DECLOMYCIN {DEMECLOCYCLINE 150MG} TAB,21
6006057,DECLOT VASCULAR DEVICE,699
70130843,DEESSING XEROFORM 2X2,5
1520974,DEHYDRATED ALCOHOL INJECTION  5ML VIAL,235
61630033,DELIVERY FEE,1018
1500491,DELZICOL {MESALAMINE 400MG} CAP,10
1513660,DEMADEX {TORSEMIDE 20MG} TAB,13
1513658,DEMADEX {TORSEMIDE 5MG} TAB (S),12
1500414,DEMEROL (MEPERIDINE) INJ:25MG/0.5ML (N),40
1510586,DEMEROL {MEPERIDINE} INJ 100MG/1ML,45
1514151,DEMEROL {MEPERIDINE} INJ 25MG/1ML (S),40
1510841,DEMEROL {MEPERIDINE} INJ 50MG/1ML,45
9009074,DEMEROL 25MG INJ,24
1511181,DEMEROL MEPERIDINE TAB 50MG,13
1513043,DEMEROL-PCA{MEPERIDINE} INJ 300MG/30ML,87
5092524,DENGUE ABS 828391,155
2030687,DEODORANT BANISH,0
2050556,DEODORANT ROLL ON 96MIN,0
2030394,DEODORIZER ROOM DAILY,0
1514052,DEPACON {VALPROATE SODIUM} INJ 500MG/5ML,39
1510590,DEPAKENE {VALPROIC ACID 250MG} CAP (S),10
1510291,DEPAKENE{VALPROIC ACID}SYR 250MG/5ML 5ML,22
1514810,DEPAKOTE {DELAYED-RELEASE 125MG} TAB,10
1512918,DEPAKOTE {DELAYED-RELEASE 250MG} TAB,12
1513370,DEPAKOTE {DELAYED-RELEASE 500MG} TAB,14
1514848,DEPAKOTE ER {EXTENDED-RELEASE 250MG} TAB,15
1514678,DEPAKOTE ER {EXTENDED-RELEASE 500MG} TAB,16
1513709,DEPAKOTE SPRINKLE{DIVALPROEX 125MG} CAP,12
1513617,DEPO PROVERA{MEDROXYP}INJ 150MG/1ML VIAL,204
9009120,DEPOMEDROL INJ:80MG/1ML VIAL (PAIN),58
9009119,DEPOMEDROL(methylPRED)INJ:40MG/ML (PAIN),55
1510594,DEPOMEDROL{methylPRED} INJ 80MG/1ML VIAL,58
1510593,DEPOMEDROL{methylPRED}INJ 40MG/1ML VIAL,55
1514060,DEPO-TESTOSTERONE INJ 200MG/1ML DOSE,48
70171289,DERMABOND AMPULE,78
61661621,DERMABOND DHV12,66.75
55728,DERMABOND DNX12   12/BOX,69.52
70170266,DERMABOND PROPEN XL,131
70172665,DERMAL AND EPIDERMAL TISSUE INTEGRA,29.46
70172666,DERMATONE MESH,48
1510111,DERMOPLAST SPRAY 20% 60ML,28
1510846,DESITIN {ZINC OXIDE} OINT 113GM,28
1514883,DESONIDE 0.05% CREAM:15GM (S),38
1513064,DESYREL {traZODone 150MG} TAB,15
1511709,DESYREL {traZODone 50MG} TAB,14
4704730,DETECTOR CO2 NELLCOR EASY CAP,67
54550,DETECTOR CO2 NELLCOR EASY CAP,137.5
1514137,DETROL {TOLTERODINE 2MG} TAB,12
1514693,DETROL LA {TOLTERODINE 2MG} CAP,15
1514483,DETROL LA {TOLTERODINE 4MG} CAP,15
41113,DEVICE FEEDING STARTER SNS MEDELA,35.25
70174267,DEVICE KNOTLESS 3.0 YA-1021Q-0,64.1
1510521,DEX 5%/LACT. RING 1000ML,0
1530824,DEX 5%/LACT. RINGERS:500ML (S),109
1514116,DEX 5%/NS 0.45%/KCL 10MEQ 1000ML,104
1514459,DEX 5%/NS 0.45%/KCL 20MEQ 1000ML,136
1514461,DEX 5%/NS 0.45%/KCL 40MEQ 1000ML,104
1513755,DEX 5%/NS 0.9%/KCL 20MEQ 1000ML,124
1513754,DEX 5%/NS 0.9%/KCL 40MEQ 1000ML,104
1510522,DEX 5%/SOD CHLOR 0.45% 1000ML,0
1510780,DEX 5%/SOD CHLOR.0.225% 1000ML,0
1513739,DEX 5%/SOD CHLOR.0.225% 250ML (S),66
1513555,DEX 5%/SOD CHLOR.0.225% 500ML (S),101
1514724,DEX 5%/SOD CHLOR.0.45% 250ML (S),62
1513758,DEX 5%/SOD CHLOR.0.45% 500ML,0
1513408,DEX 5%/SOD CHLOR.0.9% 1000ML,0
3303455,DEXA BONE DENSITY (NON RAD),328
3303457,DEXA BONE DENSITY (NORTH ONLY),328
5050275,DEXAMETHASONE 500118,115
1513578,DEXTROSE 10% 1000ML,0
1512707,DEXTROSE 20% 500ML,0
1510525,DEXTROSE 5% 1000ML,0
1512737,DEXTROSE 5% 100ML,0
1512954,DEXTROSE 5% 250ML,0
1510259,DEXTROSE 5% 500ML,0
1512528,DEXTROSE 5% 50ML,0
1514801,DEXTROSE 5% IN NON-DEHP 250ML (S),68
1521014,DEXTROSE 5% IN NON-DEHP 500ML (S),0
1512752,DEXTROSE 50% 500ML,100
1500662,DEXTROSE 50%-50ML RX PREPARE SYRINGE,66
1510609,DEXTROSE SYRINGE 50% 50ML,66
5092099,DHEA (DEHYDROEPIANDROSTERONE) 004100,163
5092372,DHEA-SULFATE 004020,163
1500071,DIABETA (GLYBURIDE) TAB:2.5MG (N),10
1512751,DIABETA {GLYBURIDE 1.25MG} TAB (S),12
1510058,DIABETA {glyBURIDE 5MG} TAB,12
400526,DIAGNOSTIC LARYNGOSCOPY W/WO TRACH,3309
1510617,DIAMOX {acetaZOLAMIDE 250MG} TAB,10
1512636,DIAMOX {acetaZOLAMIDE 500MG} INJ,59
2053248,DIAPER ADULT 1CSMIN KDL640,50.5
2040375,DIAPER NEWBORN UP 10LB 12MIN,39
2053333,DIAPER PAMPER MEDIUM 13-23 LB 6/CS,38.5
2052094,DIAPER PAMPER NEWBORN SMALL 12/CS,39
2040355,DIAPER WING TRIM L  FITBASICLG   4/CA,34
1500577,DIASTAT {DIAZEPAM RECTAL GEL} 10MG,542
1500568,DICLEGIS TABLET 10MG/10MG,42
1500493,DIFICID TABLET 200MG,250
1513257,DIFLUCAN {FLUCONAZOLE 100MG} TAB,35
1513762,DIFLUCAN {FLUCONAZOLE 150MG} TAB,51
1500072,DIFLUCAN IV INJ:100MG/50ML (N),160
1500073,DIFLUCAN IV INJ:400MG/200ML (N),330
1518699,DIFLUCAN IV{FLUCONAZOLE} INJ 100MG/50M(S,160
1513316,DIFLUCAN IV{FLUCONAZOLE} INJ 200MG/100ML,265
1514121,DIFLUCAN{FLUCONAZOLE}SUSP 10MG/1ML 35ML,64
1513724,DIFLUCAN{FLUCONAZOLE}SUSP 40MG/1ML 35ML,345
1513318,DIGIFAB {DIGOXIN IMMUME FAB}INJ 40MG,7500
5084042,DIGOXIN,71
5050291,DIHYDROTESTOSTERONE 500142,115
5022019,DIHYDROXY 1 25,163
5092044,DILANTIN (PHENYTOIN),79
1500074,DILANTIN (PHENYTOIN) INJ 250MG/5ML (N),55
1510042,DILANTIN {PHENYTOIN ER 100MG} CAP,8
1510635,DILANTIN {PHENYTOIN} INFATAB 50MG,8
1510637,DILANTIN {PHENYTOIN} INJ 100MG/2ML,35
1513954,DILANTIN {PHENYTOIN} SUSP 125MG/5ML,10
5092345,DILANTIN FREE  070706,107
70173997,DILATOR CATH 15FR G01402,33.8
70173996,DILATOR CATH 18FR G01328,33.8
70172463,DILATOR ENDOVASCULAR 16/18FR,422.5
70172464,DILATOR ENDOVASCULAR 20/22FR,422.5
70170802,DILATOR URETHRAL 7x18 (COOK),185.65
70170803,DILATOR URETHRAL 9x18 (COOK),157.45
1510640,DILAUDID {HYDROmorphone 2MG} TAB,14
1500402,DILAUDID {HYDROmorphone} INJ 1MG/1ML,46
1510642,DILAUDID {HYDROmorphone} INJ 2MG/1ML,46
70172605,DILITATION ESOPHAGEAL BOUGIE,266
1514653,DIOVAN {VALSARTAN 160MG} TAB (S),14
1500370,DIOVAN {VALSARTAN 320MG} TAB,14
1515434,DIOVAN {VALSARTAN 40MG} TAB,14
1514034,DIOVAN {VALSARTAN 80MG} TAB,14
1514123,DIOVAN HCT TAB 160/12.5MG (S),12
1514183,DIOVAN HCT TAB 80/12.5MG,12
1500374,DIOVAN/HCT TAB  320MG/12.5,14
1500375,DIOVAN/HCT TAB 320MG/25,14
5084252,DIPHTHERIA ANTIBODIES  163709,163
1515263,DIPRIVAN (PROPOFOL) INJ 10MG/ML 50ML (N),144
1513289,DIPRIVAN {PROPOFOL} INJ 10MG/ML 20ML AMP,78
1513891,DIPRIVAN INJ 10MG/ML 100ML (S),289
5005230,DIPTHERIA AB 500148,110
9909911,DISCHARGE NH/REHAB/ASSIT LIV/HH,0
1516233,DISOPYRAMIDE 150MG CAP (S),15
70174525,DISPDX SWIVEL LOCK KIT DISP AR-8978DS-01,687.5
70174328,DISPOSABLE BIPOLAR PROBE 3601-00-TE,31
2030139,DISPOSABLE BOVIE GROUNDING PAD,207.75
70173660,DISSECTOR CURVED 4.0MM AR-8400CDS,120
70174072,DISSECTOR ULTRASONIC 13CM SCD13,862.5
70172238,DistaDISTAL BICEPS REPAIR IMPLANT SYSTEM,2125
70185095,DISTAL ANTEROLATERAL TIBIA PLATE FOR RIG,3430.7
70173953,DISTAL CLAVICLE PLATE  BUTTON,875
70173949,"DISTAL CLAVICLE PLATE, SHORT, LEFT, SS",1375
70185271,DISTAL LATERAL FEMUR PLATE FOR LEFT FEMU,4183.4
70185055,DISTAL LATERAL FEMUR PLATE FOR LEFT FEMU,4280.89
70180236,DISTAL LATERAL FEMUR PLATE FOR LEFT FEMU,4475.9
70185174,DISTAL LATERAL FEMUR PLATE FOR RIGHT FEM,4865.9
70180208,DISTAL LATERAL FEMUR PLATE FOR RIGHT FEM,5060.9
70185146,Distal Lateral Femur Plate TS 4 Hole / R,2420.88
70172590,DISTAL LATERAL FIBULA PLATE 4 HOLE,1140.7
70173706,DISTAL LATERAL FIBULA PLATE 6 HOLE,1183.6
70185274,DISTAL LATERAL FIBULA PLATE 8 HOLE,1285.9
70173893,DISTAL LATERAL FIBUPLATE 3 HOLE 40-20903,1140.7
70174199,DISTAL LATERAL HUMERUS PLATE  4 HOLE / R,1846.9
70185069,DISTAL LATERAL HUMERUS PLATE  8 HOLE / L,2356.19
70172905,DISTAL RADIUS PLATE (SYNTHES),1965
70172394,DISTALDISTAL LATERAL FIBULA PLATE 5 HOLE,1140.7
70172450,DISTALDISTAL LATERAL FIBULA PLATE 7 HOLE,1285.9
1510668,DITROPAN {OXYBUTYNIN 5MG} TAB,12
1514241,DITROPAN XL {OXYBUTYNIN 5MG} TAB,15
1515203,DOBUTrex {DOBUTamine} 500MG/D5W 250ML,206
1510971,DOPamine HCL INJ 800MG/10ML,48
1500076,DOPAMINE IV 800MG/250ML {INHOUSE},90
5505547,DOSIMETRY ISODOSE-COMPLEX INCL CALC,313
1500711,DR BURSON RIMSO IC SOLN,1500
1517085,DR. SMITH BETADINE IRRIGATION {S},24
1519483,DR. SMITH VANCOMYCIN/POLYMIXIN IRRIGATIO,150
70171947,DRAIN 1/4 400CC HEMOVAC WITH TROCAR,174.75
70171660,DRAIN 1/4 HEMOVAC 100CC WITH TROCAR,58.25
70171657,DRAIN 1/8 HEMOVAC WITH TROCAR,16
70171659,DRAIN 1/8 SURGIVAC WITH TROCAR,7.2
70171662,DRAIN 100CC MED 1/8 KIT WITH TROCAR,83.5
70171661,DRAIN 100CC SILICONE EVAC KIT GRENADE,59.38
70173868,DRAIN 10FR RND BLAKE 2227,77.8
70171946,DRAIN 10MM HEMOVAC FLAT,174.75
70171666,DRAIN 15FR BLAKE SILICONE,68.79
70171663,DRAIN 19FR ROUND (BLAKE),46.75
70131488,DRAIN BLAKE,71
400448,DRAINAGE OF GUM LESION,314
70171297,DRAPE 1010,62.5
58724,DRAPE ABD MAJOR W/POUCHES STER   CS/8,18.75
70171615,DRAPE BACKTABLE,14.75
70171619,DRAPE BARITRIC,62.25
70172465,DRAPE BIG BACK TABLE H DUTY 420-HD-S,107.7
70172410,DRAPE BIG CASE BACK TABLE STANDARD,107.7
70170401,DRAPE BILATERAL LIMB,32.36
70172667,DRAPE BIRTHING BED,47
70171259,DRAPE C-ARM,23.5
70173519,DRAPE C-ARMOR,112.5
70170391,DRAPE HALF,25
70170301,DRAPE HIP WITH POUCHES,26.75
70171299,DRAPE INCISE 1050,23.75
70171296,DRAPE IOBAN,110
70171300,DRAPE IRRIGATION POUCH 1016,37.5
70130552,DRAPE LAP KIMBERLY CLARK,25
70131304,DRAPE LAP/CHOL,61
70170399,DRAPE LARGE ORTHO U (K-C89347),63
70170392,DRAPE LAVH (DYNJP9103),30.93
70131446,DRAPE OPTHALMIC,17
70170137,DRAPE ORTHO BAR (K-C89381),20.22
2030111,DRAPE PATIENT,17
70170146,DRAPE PLASTIC OPTHIC,22.5
70170403,DRAPE STERI IODINE CURTAIN (MMM6617),175.32
70170402,DRAPE STERI NO IODINE CURTAIN,17.03
70171301,DRAPE U 1015,63
70173135,DRAPE U BLUE PLASTIC,9.26
41461,DRAPE U DR VINYARD,18.75
70172668,DRAPE UNDER BUTTOCK,19
70170400,DRAPE UNIVERSAL LARGE (K-C89279),54.5
70173134,DRAPE URO CATCHER,68.4
46245,DRAPE WARMER OM-ORS-301    24/CS,106.25
70173335,DRAPE WARMER ORS-301,107.27
70171967,DRAPE ZEISS MICROSCOPE,19.25
70185221,DRDRILL BIT NON-LOCKING SHORT ?3.2X216mm,263.9
6506713,DRESSING < 16IN,16
2030281,DRESSING 1/2 LEG (ADULT OR CHILD),5.75
70171265,DRESSING ABD PADS,15
2030226,DRESSING ABD WET-PRUF,17.25
2030211,DRESSING ADAPTIC 3X16,29.25
2051109,DRESSING ADAPTIC 3X16 CUR250317,28.75
70171273,DRESSING ADAPTIC LARGE,25.5
70171272,DRESSING ADAPTIC SMALL,25.5
70171271,DRESSING COVADERM 4 X 10,10
70171270,DRESSING COVADERM 4 X 8,10
55529,DRESSING GENTLEHEAL EXTRA,9.75
60860814,DRESSING GRANUFOAM LARGE KCI,133.45
60860811,DRESSING GRANUFOAM MEDIUM 10PK,110.57
60860812,DRESSING GRANUFOAM SENSATRAC MED,110.57
60860809,DRESSING GRANUFOAM SMALL KCI 10BX,105.23
70171267,DRESSING ISLAND 2 X 2,3.13
70171268,DRESSING ISLAND 4 X 4,21.84
70171269,DRESSING ISLAND 6 X 7,66.25
54280,DRESSING MEPILEX BORDER 4X4 50/bx,28
61819,DRESSING MEPILEX BORDER SACRUM  5/BX,28
65097,DRESSING MEPILEX HEAL BORDER II,28
70172235,DRESSING NASOPORE,412
2051108,DRESSING NON ADHER 3X3 50/BX,7.5
2030859,DRESSING OPSITE 17 5/8 X 21 5/8,55.5
61065,DRESSING OPTIFOAM 7X7  MSC2077EPZ  5/BX,28
70173618,DRESSING PREVENA CUSTOMIZABLE,882.5
54062,DRESSING PREVENA INCISION 20CM  5/PK,737.5
70173585,DRESSING PREVENA PEEL AND PLACE,742
41728,DRESSING SILVERLON  4 X 12  5/BX ID-412,105
70172466,DRESSING SILVERLON 2X10,69
70172467,DRESSING SILVERLON 2X8 WPD-28,72
70172468,DRESSING SILVERLON 4X10 ID-410,90
70172469,DRESSING SILVERLON 4X12 ID412,105
70172508,DRESSING SILVERLON 4X4 ID-44,330
70172509,DRESSING SILVERLON 4X6 ID-46,330
44732,DRESSING SILVERLON ID-410  4 X 10,90
2049921,DRESSING SORBAVIEW SV55XT 50/BX,5.75
70171291,DRESSING STERI STRIP 1/2IN,21.5
70171292,DRESSING STERI STRIP 1IN,21.5
2052066,DRESSING TEGADERM 2 3/8 X 2 3/4 MMM1624W,7.75
70171293,DRESSING TEGADERM 2 X 2,8.25
50581,DRESSING TEGADERM 3.5 X4.5    100/CS,25.5
70171294,DRESSING TEGADERM 4 X 4,8.25
70171295,DRESSING TEGADERM 6 X 8,8.25
40568,DRESSING TEGADERM 6X8  80/CS,6
