Hospital Service, Price ,,,,,,,,
REPAIR TONGUE COMPLEX           ," $5,567.00 ",,,,,,,,
REPAIR TUNNEL/NON-TUNNEL        ," $2,165.00 ",,,,,,,,
REPAIR WOUND OR LESION          ," $3,588.00 ",,,,,,,,
REPLACE DUOD/JEJ TUBE PERC," $2,467.00 ",,,,,,,,
REPLACE G C TUBE," $2,467.00 ",,,,,,,,
Replace G J Tube," $2,190.00 ",,,,,,,,
REPLACE NON TUNNELED," $4,060.00 ",,,,,,,,
REPLACE PICC CATH               ," $3,728.00 ",,,,,,,,
REPLACE PICC W/PORT," $2,878.00 ",,,,,,,,
REPLACE PORT CENT/PERIPH," $1,820.00 ",,,,,,,,
REPLACE TUNNELED CV CATH        ," $3,728.00 ",,,,,,,,
REPLACE TUNNELED PORT," $9,296.00 ",,,,,,,,
REPLACE TUNNELED PUMP," $59,821.00 ",,,,,,,,
REPLACEMENT CROWN               , $126.00 ,,,,,,,,
REPLANTATION DIGIT EXC THUMB    ," $9,491.00 ",,,,,,,,
REPO GI TUBE, $899.00 ,,,,,,,,
REPOS G-TUBE/GJT DUODENUM," $1,268.00 ",,,,,,,,
REPOSIT CVC W FLUORO," $2,043.00 ",,,,,,,,
REPOSITION GASTROSTOMY TUBE," $1,454.00 ",,,,,,,,
REPR COMPLX LIDS/LIPS 1.2-2.5   ," $5,065.00 ",,,,,,,,
REPR COMPLX TRUNK EA ADDL 5 CM  ," $1,825.00 ",,,,,,,,
REPR LAC 2.5CM/LESS ANT TONGUE  ," $2,205.00 ",,,,,,,,
REPR TENDON FLEX WRIST PRIM SN  ," $14,770.00 ",,,,,,,,
REPR TNDN-EXTNSR-WRIST PRIM EA  ," $8,420.00 ",,,,,,,,
RESET DISLOCATED JAW            ," $2,194.00 ",,,,,,,,
RESIN-BASED COMP 4/MORE         , $303.00 ,,,,,,,,
RESPIRATOR MOTION MGMT SIMUL    ," $5,014.00 ",,,,,,,,
RETRO INJ URETHRA, $711.00 ,,,,,,,,
RETROGRADE FILLING              , $108.00 ,,,,,,,,
REVISE T-TUBE," $3,810.00 ",,,,,,,,
RHO IG HUMAN FULL DOSE IM       , $626.00 ,,,,,,,,
RHYTHM ECG 1-3 LEADS TRACING    , $207.00 ,,,,,,,,
RHYTHM STRIP 1-3 LEAD TRACING, $207.00 ,,,,,,,,
"RIBS BILAT, MIN 4 VIEWS         ", $749.00 ,,,,,,,,
"RIBS BILATERAL, 3 VIEWS", $632.00 ,,,,,,,,
RIBS UNI W/PA CHEST MIN 3 VW, $749.00 ,,,,,,,,
"RIBS UNILATERAL, 2 VIEWS        ", $522.00 ,,,,,,,,
Rmval of Tunld Cntrl Vnus Cath," $2,165.00 ",,,,,,,,
RMVL RESIDUAL ROOT (SURGICAL)   , $765.00 ,,,,,,,,
ROM HAND                        , $211.00 ,,,,,,,,
ROOT AMPUTATION                 , $298.00 ,,,,,,,,
ROOT CANAL - ANTERIOR           , $819.00 ,,,,,,,,
ROOT CANAL - BICUSPID           , $930.00 ,,,,,,,,
ROOT CANAL - MOLAR              ," $1,212.00 ",,,,,,,,
ROOT HEMISECTION                , $298.00 ,,,,,,,,
ROOT PERF REPAIR                , $150.00 ,,,,,,,,
ROOT TREATMENT-PULPOTOMY        , $198.00 ,,,,,,,,
ROUTIN OB CARE AFTER VAG DELIV  ," $10,443.00 ",,,,,,,,
RP AFTER HOURS AND WEEKENDS     , $136.00 ,,,,,,,,
RP INIT ASSESSMENT DX AND TX    , $517.00 ,,,,,,,,
RP OFFICE OP VISIT EST LEVEL 3  , $223.00 ,,,,,,,,
RP OFFICE OP VISIT EST LEVEL 4  , $223.00 ,,,,,,,,
RP PSYCHIATRIC ASSESS 45-50MIN  , $330.00 ,,,,,,,,
RP PSYCHOTHERAPY - IND 45 MINS  , $285.00 ,,,,,,,,
RP PSYCHOTHERAPY GROUP 1 HR     , $282.00 ,,,,,,,,
RP PSYCHOTHERAPY INDIV 30 MIN   , $258.00 ,,,,,,,,
RP PSYCHOTROPIC TREATMENT       , $363.00 ,,,,,,,,
RP PSYTX PT & FAM W E&M 30 MIN  , $194.00 ,,,,,,,,
RPR CMPLX LIDS/LIPS 2.6-7.5 CM  ," $9,891.00 ",,,,,,,,
RPR CMPLX LIDS/LIPS EA ADDL 5C  ," $2,815.00 ",,,,,,,,
RPR WOUND/LESION ADD-ON         ," $1,825.00 ",,,,,,,,
S&I FOR EMBOLIZATION/OCCLUSION  ," $16,669.00 ",,,,,,,,
S/I EXTREMITY UNI               ," $12,717.00 ",,,,,,,,
S/I VENOGRAM EXTEMITY BILATER   ," $2,249.00 ",,,,,,,,
S/I VENOGRAM EXTREME UNILATERA  ," $1,494.00 ",,,,,,,,
S/I VESSEL EACH ADDL            ," $5,630.00 ",,,,,,,,
"S/I, ABD AORTA W/O RUN OFF      "," $11,357.00 ",,,,,,,,
"S/I, EXTREMITY BILAT            "," $12,717.00 ",,,,,,,,
"S/I, SVC                        "," $6,471.00 ",,,,,,,,
"S/I, VISCERAL , PER VESSEL      "," $12,717.00 ",,,,,,,,
S/P - PTA - 1 VESSEL / LESION   ," $24,188.00 ",,,,,,,,
S/P ABLATION                    ," $19,439.00 ",,,,,,,,
S/P ASPIRATION                  ," $4,010.00 ",,,,,,,,
S/P ATHERECTOMY                 ," $15,887.00 ",,,,,,,,
S/P BILIARY STENT PCMT          ," $14,323.00 ",,,,,,,,
S/P BIOPSY                      ," $2,547.00 ",,,,,,,,
S/P BRADHURST VEIN PROCEDURE    ," $17,126.00 ",,,,,,,,
S/P CATHETER REPOSITIONING      ," $1,874.00 ",,,,,,,,
S/P CHEMO CNS W LUMBAR PUNCTUR  ," $6,218.00 ",,,,,,,,
S/P CVP PROCEDURE               ," $3,866.00 ",,,,,,,,
S/P DESTROY LUMB SAC FACET JOI  ," $7,193.00 ",,,,,,,,
S/P DESTROY LUMBR SAC ADDL      , $857.00 ,,,,,,,,
S/P DRAINAGE                    ," $6,693.00 ",,,,,,,,
S/P EYE LASER                   ," $2,816.00 ",,,,,,,,
S/P FNA                         ," $1,192.00 ",,,,,,,,
S/P FOR  FINE NEEDLE ASPIRATIO  , $840.00 ,,,,,,,,
S/P FOR CT CYST ASPIRATION      ," $3,679.00 ",,,,,,,,
S/P FOR CT DRAINAGE             ," $6,693.00 ",,,,,,,,
S/P FOR CT NEEDLE BIOPSY        ," $3,449.00 ",,,,,,,,
S/P FOR CT TISSUE ABLATION      ," $19,439.00 ",,,,,,,,
S/P FOR INJECTION               ," $1,154.00 ",,,,,,,,
S/P FOR MRI BREAST BIOPSY       ," $2,337.00 ",,,,,,,,
S/P FOR NEEDLE/CATH PCMT        ," $8,676.00 ",,,,,,,,
S/P FOR THORO / PARA            ," $1,616.00 ",,,,,,,,
S/P FOR TUBE PCMT/CHANGE        ," $9,909.00 ",,,,,,,,
S/P FOR U/S NEEDLE LOCALIZATIO  ," $1,616.00 ",,,,,,,,
S/P FOR US CYST ASPIRATION      ," $3,679.00 ",,,,,,,,
S/P FOR US NEEDLE BIOPSY        ," $2,547.00 ",,,,,,,,
S/P IMPLANT OF NEUROSTIM        ," $12,000.00 ",,,,,,,,
S/P INJECTION PROCEDURE         ," $1,154.00 ",,,,,,,,
S/P INTRO OF NEEDLE             ," $1,324.00 ",,,,,,,,
S/P IVC PCMT                    ," $35,110.00 ",,,,,,,,
S/P KYPHOPLASTY ADD NO RIS REP  ," $45,038.00 ",,,,,,,,
S/P KYPHOPLASTY NO RIS REPORT   ," $45,038.00 ",,,,,,,,
S/P LUMBAR PUNCTURE             ," $2,148.00 ",,,,,,,,
S/P LUMBAR PUNCTURE             ," $2,341.00 ",,,,,,,,
S/P PERIPHERAL ANGIOPLASTY      ," $17,317.00 ",,,,,,,,
S/P PERIPHERAL STENT            ," $32,861.00 ",,,,,,,,
S/P PLACE DEVICE MARKER         ," $6,776.00 ",,,,,,,,
S/P PTA 2 VESSELS / LESIONS     ," $35,704.00 ",,,,,,,,
S/P PTA 3 VESSELS / LESIONS     ," $43,323.00 ",,,,,,,,
S/P PTA W/ STENT 1 VESS/LESION  ," $41,654.00 ",,,,,,,,
S/P PTA W/STENT 2 VESS/LESION   ," $53,171.00 ",,,,,,,,
S/P PTA W/STENT 3 VESS/ LESION  ," $59,346.00 ",,,,,,,,
S/P SCLEROTX                    ," $3,263.00 ",,,,,,,,
S/P SELECTIVE CATH PCMT         ," $22,506.00 ",,,,,,,,
S/P THERASPHERE EMBOLIZATION    ," $39,907.00 ",,,,,,,,
S/P THORO / PARACENTESIS        ," $1,761.00 ",,,,,,,,
S/P THROMBECTOMY                ," $20,512.00 ",,,,,,,,
S/P THROMBOLYSIS                ," $18,818.00 ",,,,,,,,
S/P TRANSCATH OCCLUS EMBOLIZ    ," $48,127.00 ",,,,,,,,
S/P TRANSCATH THERAPY/PROC      ," $3,116.00 ",,,,,,,,
S/P TRIGEMINAL COMPRESSION      ," $9,058.00 ",,,,,,,,
S/P TUBE / CATH PCMT            ," $9,909.00 ",,,,,,,,
S/P VACUUM ASSIST BIOPSY        ," $7,327.00 ",,,,,,,,
S/P VASC EMBOLIZE/OCCLUDE       ," $46,703.00 ",,,,,,,,
S/P VASCULAR EMBOLIZATION       ," $26,216.00 ",,,,,,,,
SACRAL EVOKED POTENTIAL         ," $1,686.00 ",,,,,,,,
SACROILIAC INJECTION , $286.00 ,,,,,,,,
"SACROILIAC JOINTS, < 3 VIEWS    ", $543.00 ,,,,,,,,
"SACROILIAC JOINTS, 3 OR > VIEW  ", $641.00 ,,,,,,,,
"SACRUM & COCCYX, MIN 2 VIEW", $554.00 ,,,,,,,,
SALINE INFUSED SONOHYSTEROGRAM," $1,347.00 ",,,,,,,,
SALIVARY GLAND; W SERIAL IMAGE," $1,033.00 ",,,,,,,,
SBRT DELIVERY PER FRACTION      ," $20,857.00 ",,,,,,,,
SC THER INFUSION RESET PUMP     , $291.00 ,,,,,,,,
SC THER INFUSION UP TO 1 HR     , $549.00 ,,,,,,,,
SCANOGRAM, $816.00 ,,,,,,,,
SCAPULA LT                      , $548.00 ,,,,,,,,
SCAPULA RT                      , $548.00 ,,,,,,,,
"SCAPULA, COMPLETE, BILAT        ", $548.00 ,,,,,,,,
SCOLIOSIS STANDING 1VW          , $687.00 ,,,,,,,,
SCOLIOSIS STANDING 2/3 VW       , $687.00 ,,,,,,,,
SCOLIOSIS STANDING 4/5 VW       , $803.00 ,,,,,,,,
SCOLIOSIS STANDING 6/> VW       , $803.00 ,,,,,,,,
SCR MAMMO BI INCL CAD, $753.00 ,,,,,,,,
SCREENING PURE TONE AIR ONLY, $245.00 ,,,,,,,,
SDS TRANSFUSION BLOOD," $3,499.00 ",,,,,,,,
SEALENT - PER TOOTH             , $36.00 ,,,,,,,,
SEC ART THROMBECTOMY ADD-ON," $9,409.00 ",,,,,,,,
SEDATIVE FILLING - TEMPORARY    , $84.00 ,,,,,,,,
SEL CATH PL EXTRA CAR/INOM ART  ," $15,168.00 ",,,,,,,,
SEL CATH PL INTER CAR ART W AN  ," $15,168.00 ",,,,,,,,
SEL CATH PL INTRACR ART ADDL    ," $8,743.00 ",,,,,,,,
SELECT ORGAN BLOOD SAMPL," $2,286.00 ",,,,,,,,
SELECTION PROCEDURE- 38211 (AU  ," $25,701.00 ",,,,,,,,
SELECTIVE SPINAL ANGIOGRAM," $7,033.00 ",,,,,,,,
SELF MGMT EDUC & TRAIN 30 MINS, $231.00 ,,,,,,,,
SELLA TURCICA, $245.00 ,,,,,,,,
SENSORY INTREG TECHNIQ 15 MIN   , $245.00 ,,,,,,,,
SEQUESTRECTOMY                  , $476.00 ,,,,,,,,
SH MOTOR SPEECH CURRENT STATUS  , $420.00 ,,,,,,,,
SH SWALLOW D/C STATUS           , $441.00 ,,,,,,,,
SH SWALLOW GOAL STATUS          , $520.00 ,,,,,,,,
SHOULDER 1 VIEW LT              , $579.00 ,,,,,,,,
SHOULDER 1 VIEW RT              , $579.00 ,,,,,,,,
"SHOULDER LT, MIN 2 VIEWS        ", $486.00 ,,,,,,,,
"SHOULDER RT, MIN 2 VIEWS        ", $486.00 ,,,,,,,,
"SHOULDER, COMPLETE, MIN 2 VIEW  ", $486.00 ,,,,,,,,
SHUNTOGRAM," $1,489.00 ",,,,,,,,
SI 3RD ORDER SELECTIVE, $859.00 ,,,,,,,,
SI ABD. OR RETROPERITONIAL MAS," $4,012.00 ",,,,,,,,
SI APPENDICEAL ABSCESS," $6,463.00 ",,,,,,,,
SI ASP ABS/HEMATOMA/BULLA/CYST, $691.00 ,,,,,,,,
SI BIL. DILATATION W/STENT," $4,943.00 ",,,,,,,,
"SI BONE, DEEP"," $2,793.00 ",,,,,,,,
"SI BONE, SUPERFICIAL"," $3,388.00 ",,,,,,,,
SI BREAST," $2,008.00 ",,,,,,,,
SI BREAST CORE," $3,404.00 ",,,,,,,,
SI BREAST EA ADD CYST, $422.00 ,,,,,,,,
SI BREAST SINGLE CYST, $562.00 ,,,,,,,,
SI DILATION BILIARY DUCTS," $4,943.00 ",,,,,,,,
SI EMBOL. NON-HEAD/NECK," $42,847.00 ",,,,,,,,
"SI EMPYEMA, HEMOTHORAX"," $5,506.00 ",,,,,,,,
SI ENTERAL ALIIM. TUBE," $1,213.00 ",,,,,,,,
SI FINE NEEDLE ASP 1ST LESION, $840.00 ,,,,,,,,
"SI HEMATOMA, SEROMA, FLUID COL"," $8,350.00 ",,,,,,,,
SI HEPATIC ABSCESS," $9,909.00 ",,,,,,,,
SI INITIAL 3RD ORDER SELECTIVE," $3,862.00 ",,,,,,,,
SI INJ. VENOGRAM," $1,215.00 ",,,,,,,,
SI INJECT ANES CELIAC PLEXUS," $1,750.00 ",,,,,,,,
SI INJECT. RENAL PELVIS," $3,681.00 ",,,,,,,,
SI INT/EXT DRAINAGE," $3,810.00 ",,,,,,,,
SI INTERMEDIATE JOINT ASP, $734.00 ,,,,,,,,
SI INTRO CATH PULMON. ART.," $2,147.00 ",,,,,,,,
SI INTRO NEEDLE ART. EXTREMTIT," $1,324.00 ",,,,,,,,
SI INTRO NEPH. CATH.," $3,257.00 ",,,,,,,,
SI LARGE JOINT ASP, $840.00 ,,,,,,,,
SI MEDIASTINUM OR LUNG," $4,006.00 ",,,,,,,,
SI MUSCLE," $1,005.00 ",,,,,,,,
SI PANCREATIC ABSCESS/PSEUDOCY," $9,909.00 ",,,,,,,,
SI PERIT ABSCESS," $6,463.00 ",,,,,,,,
SI PLEURA," $1,314.00 ",,,,,,,,
SI PNEUMONOSTOMY W/OPEN DRAIN," $9,909.00 ",,,,,,,,
SI PNEUMONOSTOMY W/PERC DRAIN," $9,909.00 ",,,,,,,,
SI PREOP WIRE ADDITIONAL, $138.00 ,,,,,,,,
SI PREOP WIRE PLACEMENT, $723.00 ,,,,,,,,
SI PROP WIRE PLACE, $723.00 ,,,,,,,,
SI PTC DRAINAGE CATH," $3,810.00 ",,,,,,,,
SI RENAL /PERIRENAL ABSCESS," $9,909.00 ",,,,,,,,
SI RENAL CYST," $3,681.00 ",,,,,,,,
SI RENAL/PERIRENAL ABSCESS," $9,909.00 ",,,,,,,,
SI RETROPERIONEAL ABSCESS," $6,463.00 ",,,,,,,,
SI SEL. 3RD ORDER LOWER," $22,506.00 ",,,,,,,,
SI SELECT. 1ST ORDER VEN. CATH," $2,912.00 ",,,,,,,,
SI SELECTIVE 1ST ORDER LOWER," $4,304.00 ",,,,,,,,
SI SELECTIVE 2ND ORDER LWOER," $1,754.00 ",,,,,,,,
SI SELECTIVE CATHETER PLACEMEN," $4,150.00 ",,,,,,,,
SI SELECTIVE R/L PULMON. ARTER," $2,576.00 ",,,,,,,,
SI SMALL JOINT ASP," $1,117.00 ",,,,,,,,
SI SOFT TISSUE NECK OR THORAX," $6,056.00 ",,,,,,,,
SI ST NECK/THORAX ABSCESS DRAI," $4,342.00 ",,,,,,,,
SI SUBCUT/CUTANEOUS STRUCTURE, $740.00 ,,,,,,,,
SI SUBDIAP/SUBPHRENIC ABSCES," $6,463.00 ",,,,,,,,
SI SUBDIAP/SUBPHRENIC ABSCESS," $6,463.00 ",,,,,,,,
SI SUPERSELECT. PULMON. ARTERY," $3,005.00 ",,,,,,,,
SI THORACENT W/TUBE," $1,447.00 ",,,,,,,,
SI THORACENTESIS," $1,577.00 ",,,,,,,,
SI TIBIAL ANGIOPLASTY," $23,295.00 ",,,,,,,,
SI TRANSCATH. NON-THROMBOLYSIS," $2,859.00 ",,,,,,,,
SI-50 BILAT. INJ. LYMPHANG.," $2,235.00 ",,,,,,,,
SIM RPR FACE/MUCOUS 7.6-12.5CM  ," $2,879.00 ",,,,,,,,
SIMP REP FACE/MUCOUS 2.5/LESS   ," $1,359.00 ",,,,,,,,
SIMP REP SCLP/TRNK 2.5CM-7.5CM  ," $1,359.00 ",,,,,,,,
SIMP REPR SCLP/TRNK 20.1-30 CM  ," $2,382.00 ",,,,,,,,
SIMP REPR SCLP/TRNK OVER 30 CM  ," $1,999.00 ",,,,,,,,
SIMP RPR FACE/MUCOUS 12.6-20.0  ," $3,553.00 ",,,,,,,,
SIMP RPR FACE/MUCOUS 5.1-7.5CM  ," $2,204.00 ",,,,,,,,
SIMP RPR FACE/MUCUS 2.6-5.0 CM  ," $1,639.00 ",,,,,,,,
SIMP SUTURE UP TO 5 CM          , $281.00 ,,,,,,,,
SIMPL REPR SCLP/TRNK 12.6-20.0  ," $2,148.00 ",,,,,,,,
SIMPL REPR SCLP/TRUNK 7.6-12.5  ," $1,756.00 ",,,,,,,,
SIMPLE BLADDER IRRIGATE LAVAGE," $1,001.00 ",,,,,,,,
SIMULATION COMPLEX              ," $9,891.00 ",,,,,,,,
SIMULATION; INTERMEDIATE        ," $7,094.00 ",,,,,,,,
SIMULATION; SIMPLE              ," $5,275.00 ",,,,,,,,
SINOGRAM THER," $2,643.00 ",,,,,,,,
SKIN GRAFT TRNK ARM LEG," $3,730.00 ",,,,,,,,
SKIN REPAIR PR I 133, $643.00 ,,,,,,,,
SKIN REPAIR PR II 25, $988.00 ,,,,,,,,
SKIN SUB GRAFT FACE /NK/HF," $3,730.00 ",,,,,,,,
SKIN SUB GRFT F/N/HF/G ADD-ON, $545.00 ,,,,,,,,
SKIN SUB GRFT TRK/ARM/LEG CHLD," $5,174.00 ",,,,,,,,
SKN SUB GRFT F/N/HF/G Ch ADD'L," $1,124.00 ",,,,,,,,
SKN SUB GRFT FC/NK/HF/G Child," $3,138.00 ",,,,,,,,
SKN SUB GRFT T/A/L CHLD ADD-ON," $1,124.00 ",,,,,,,,
SKNSUBGRFT HD/FT/FC/GNT >100," $5,241.00 ",,,,,,,,
SKNSUBGRFT HD/FT/FC/GNT ADD-ON," $5,241.00 ",,,,,,,,
SKNSUBGRFT HND/FT/FACE/GENT," $5,713.00 ",,,,,,,,
SKNSUBGRFT TRNK/ARM/LEG," $5,241.00 ",,,,,,,,
SKNSUBGRFT TRNK/ARM/LEG ADD ON," $5,241.00 ",,,,,,,,
"SKULL COMPLETE, MIN 4 VIEWS", $728.00 ,,,,,,,,
"SKULL LTD, < 4 VIEWS            ", $526.00 ,,,,,,,,
SLCTV WND DEBRIDEM  ADDL 20 CM, $196.00 ,,,,,,,,
SLCTV WND DEBRIDEM 20 CM OR <, $713.00 ,,,,,,,,
SLEEP POLYSOMNOGRAPHY           ," $3,709.00 ",,,,,,,,
SLEEP STUDY UNATT & RESP EFFOR," $1,050.00 ",,,,,,,,
SLEEP STUDY; ATTENDED, $963.00 ,,,,,,,,
SLS-EPS PERIPH NRV; LWR LIMBS   ," $2,091.00 ",,,,,,,,
SLS-EPS; PERIPH NRV; UP LIMBS   ," $2,091.00 ",,,,,,,,
SMALL BOWEL SERIES," $1,075.00 ",,,,,,,,
SMALL VOL NEB, $196.00 ,,,,,,,,
SMALL VOL NEB SUBSEQUENT, $196.00 ,,,,,,,,
SMPL SUTURE-SMALL WOUNDS <5CM   , $281.00 ,,,,,,,,
SOMATOSENSORY TESTING           ," $1,166.00 ",,,,,,,,
SONOHYSTEROGRAPHY               , $371.00 ,,,,,,,,
SPACE MAINTAINER - FIXED        , $423.00 ,,,,,,,,
SPACE MAINTAINER - REMOVABLE    , $567.00 ,,,,,,,,
SPCH AUDIO THRESH W/ SPCH REC, $218.00 ,,,,,,,,
SPEC MED RADIATION PHYS CONSUL  ," $2,444.00 ",,,,,,,,
SPECIAL DOSIMETRY               ," $1,416.00 ",,,,,,,,
SPECIAL MEDICAL PHYS            ," $2,444.00 ",,,,,,,,
SPECIAL RADIATION TREATMENT     ," $3,581.00 ",,,,,,,,
SPECIAL TREATMENT PROCEDURE     ," $3,581.00 ",,,,,,,,
SPECIALTY BED/DAILY, $382.00 ,,,,,,,,
SPEECH AUDIO THRESH HOLD, $86.00 ,,,,,,,,
SPEECH SOUND LANG COMPREHEN, $894.00 ,,,,,,,,
SPEECH/HEARING THERAPY GROUP    , $328.00 ,,,,,,,,
SPEECH/HEARING THERAPY INDIV, $428.00 ,,,,,,,,
SPENOPORTOGRAPHY INJECTION," $2,235.00 ",,,,,,,,
SPIN/BRAIN PUMP REFIL & MAIN    , $876.00 ,,,,,,,,
SPIN/BRAIN PUMP REFIL & MAIN    , $768.00 ,,,,,,,,
SPINAL ANESTHESIA," $1,039.00 ",,,,,,,,
SPINAL PUNCT THERAPEUTIC        ," $1,707.00 ",,,,,,,,
SPINAL PUNCTURE LUMBAR DIAGNOS," $1,543.00 ",,,,,,,,
SPINE CERVICAL MIN 4 VIEWS      , $880.00 ,,,,,,,,
SPINE COMPLETE 2/3 VW           , $687.00 ,,,,,,,,
"SPINE, CERVICAL, 2-3 VIEWS", $691.00 ,,,,,,,,
"SPINE, CERVICAL, COMPLETE       "," $1,043.00 ",,,,,,,,
"SPINE, LUMBOSACRAL, 2-3 VIEWS   ", $627.00 ,,,,,,,,
"SPINE, LUMBOSACRAL, COMPLETE    "," $1,150.00 ",,,,,,,,
"SPINE, LUMBOSACRAL, MIN 4 VIEW  ", $915.00 ,,,,,,,,
"SPINE, THORACIC, 2 VIEWS", $667.00 ,,,,,,,,
"SPINE, THORACIC, MIN 4 VIEWS    ", $820.00 ,,,,,,,,
"SPINE, THORACOLUMBAR, 2 VIEWS   ", $695.00 ,,,,,,,,
SPIRMTRY W/BRNCHDIL INF-2 YR    , $359.00 ,,,,,,,,
SPLEEN IMAGING ONLY, $998.00 ,,,,,,,,
SPRFICIAL REPAIR <2.5CM," $1,077.00 ",,,,,,,,
SPUTUM INDUCTION FOR DIAG PURP, $196.00 ,,,,,,,,
SREP S/N/A/G/TR/E; 2.5CM/<      ," $1,077.00 ",,,,,,,,
STAINLESS STEEL CROWN - PREFAB  , $204.00 ,,,,,,,,
STD COGNITIVE PERFORM TEST, $231.00 ,,,,,,,,
STEMCELL ALLOGENIC              ," $6,536.00 ",,,,,,,,
STEMCELL AUTOLOGOUS             ," $5,604.00 ",,,,,,,,
STENGER PURE TONE               , $161.00 ,,,,,,,,
STENGER TEST SPEECH, $559.00 ,,,,,,,,
STENT PLMT CTR DIALYSIS SEG, $883.00 ,,,,,,,,
STEREOTACTIC LOCALZ             ," $2,256.00 ",,,,,,,,
"STERNO-CLAVICULAR JOINT(S), MI", $554.00 ,,,,,,,,
"STERNUM, MIN 2 VIEWS            ", $449.00 ,,,,,,,,
STEROID INJ LUMBAR," $3,249.00 ",,,,,,,,
STEROID INJ LUMBAR EPIDURAL," $3,249.00 ",,,,,,,,
STIMULATION," $3,178.00 ",,,,,,,,
STRAP ANKLE OR FOOT             , $412.00 ,,,,,,,,
STRAPPING & CAST APP PR I 58, $296.00 ,,,,,,,,
STRAPPING ELBOW OR WRIST        , $328.00 ,,,,,,,,
STRAPPING HIP, $303.00 ,,,,,,,,
STRAPPING OF SHOULDER           , $412.00 ,,,,,,,,
STRAPPING OF TOES               , $235.00 ,,,,,,,,
STRAPPING; HAND OR FINGER       , $237.00 ,,,,,,,,
STRESS CARDIAC PLANAR-NUC," $3,401.00 ",,,,,,,,
STRESS ECHO                     ," $3,849.00 ",,,,,,,,
STRESS TEST NON NUCLEAR         ," $1,218.00 ",,,,,,,,
STRESS TTE COMPLETE," $3,849.00 ",,,,,,,,
STRESS TTE W CONT ECG MONITOR   ," $3,849.00 ",,,,,,,,
STUDY MODELS (DIAGNOSTIC)       , $102.00 ,,,,,,,,
SUBCONJUNCTIVAL INJECTION       , $370.00 ,,,,,,,,
SUBCUTANE/INTRAMUSCULAR INJ     , $214.00 ,,,,,,,,
SUBCUTANEOUS/INTRAMUSCULAR IV   , $574.00 ,,,,,,,,
SUBSEQUENT REPROGRAM <7YRS      , $426.00 ,,,,,,,,
SUBSEQUENT REPROGRAM >7YRS      , $426.00 ,,,,,,,,
SUP / INF VENA CAVA CATH," $2,756.00 ",,,,,,,,
SUPERV HNDL LOAD - RAD SOURCE   ," $1,239.00 ",,,,,,,,
SUPERVISION OF RADIOACT SOURCE  ," $1,239.00 ",,,,,,,,
SURG I&D EXTRAORAL              , $417.00 ,,,,,,,,
SURG I&D INTRAORAL              , $298.00 ,,,,,,,,
SURG REDUCT OSSEOUS TUBEROSITY  ," $1,061.00 ",,,,,,,,
SURG SPLINT                     , $179.00 ,,,,,,,,
SURG TOOTH EXPOSURE             , $567.00 ,,,,,,,,
SURG TX MISSED ABORT; 1ST TRIM  ," $5,522.00 ",,,,,,,,
SURG. TOOTH EXPOSURE            , $567.00 ,,,,,,,,
SURGERY FOR VULVA LESION        ," $4,359.00 ",,,,,,,,
SURGICAL EXTRACTION - ERUPTED   , $524.00 ,,,,,,,,
SURGICAL EXTRACTION - IMPACTED  , $595.00 ,,,,,,,,
SURGICAL EXTRACTION IMP - FULL  , $773.00 ,,,,,,,,
SURGICAL EXTRACTION IMP - PART  , $643.00 ,,,,,,,,
SURGICAL EXTRACTION RESIDUAL R  , $221.00 ,,,,,,,,
SURGICAL LEVEL 1                , $192.00 ,,,,,,,,
SURGICAL LEVEL 3                , $565.00 ,,,,,,,,
SURGICAL LEVEL 4                , $933.00 ,,,,,,,,
SURGICAL SERVICE BEDSIDE        ," $2,687.00 ",,,,,,,,
SUTURE 1 NERVE; ULNAR MOTOR     ," $10,333.00 ",,,,,,,,
SUTURE WOUND EYELID; FULL THIC  ," $9,450.00 ",,,,,,,,
SUTURE WOUND EYELID; PART THIC  ," $6,888.00 ",,,,,,,,
T SHIRT SPLINT EACH 15 MIN      , $230.00 ,,,,,,,,
TAPING FINGER/HAND              , $237.00 ,,,,,,,,
TAPING THORAX, $267.00 ,,,,,,,,
TAVR TRANSESOPHAGEAL ECHO       ," $3,907.00 ",,,,,,,,
TBA PLUS TRANSCATH STENT," $1,399.00 ",,,,,,,,
TC EMBOLIZ - HEMOST TUMOR; NOT," $11,600.00 ",,,,,,,,
TC59 RADIATION PHYSICS CONSULT  ," $1,572.00 ",,,,,,,,
TC99 MEBROFENIN PER DOSE, $105.00 ,,,,,,,,
TC99 MEBROFENIN PER DOSE        , $115.00 ,,,,,,,,
TC99 PERTECHNETATE LABLED RBC   , $153.00 ,,,,,,,,
TC99 PERTECHNETATE LABLED RBC   , $144.00 ,,,,,,,,
TC99M BISCATE PER DOSE NEUROL   ," $12,417.00 ",,,,,,,,
TC99M EXAMETAZIME PER DOSE      ," $4,635.00 ",,,,,,,,
TC99M LABELED RBC PER DOSE      , $378.00 ,,,,,,,,
TC99M MAA PER DOSE, $44.00 ,,,,,,,,
TC99M MDP PER DOSE, $47.00 ,,,,,,,,
TC99M MDP PER DOSE              , $54.00 ,,,,,,,,
TC99M MERTIATIDE PER DOSE MAG3  , $730.00 ,,,,,,,,
TC99M PENTETATE PER DOSE DTPA   , $263.00 ,,,,,,,,
TC99M PYROPHOSPHATE             , $198.00 ,,,,,,,,
