Hospital Name:  Mercy St Marys SF,,,,,
OSHPD Facility No: 10630965,,,,,
"Effective Date of Charges: July 1, 2018",,,,,
,,,,,
"CDM
Number",Billing Description (25 char), Price ,Zero Price Inicator,,
4400793,TIMOLOL 0.25% 15ML OP SOL, 85.00 ,,,
4400800,AMOX/CLAV 125/5 150ML SUS, 197.48 ,,,
4400801,PAROXETINE 10MG/5ML LIQ  , 20.00 ,,,
4400842,DIPHENHYDRAMINE 25MG CAP , 5.00 ,,,
4400859,AMOX/CLAV 125/5 75ML SUS , 95.89 ,,,
4400909,AMOX/CLAV 250/5 150ML SUS, 381.27 ,,,
4400958,AMOX/CLAV 250/5 75ML SUSP, 163.24 ,,,
4401010,POSACONAZOLE DR 100 MG TB, 129.91 ,,,
4401011,ESCITALOPRAM 2.5MG TAB   , 5.00 ,,,
4401012,MAGNESIUM OXIDE 200MG TAB, 5.00 ,,,
4401014,IBUPROFEN 600MG TAB      , 5.00 ,,,
4401015,RIVAROXABAN 20MG TAB     , 27.66 ,,,
4401022,BARIUM SULFATE 450ML SUSP, 14.08 ,,,
4401048,ERGOCALCIF 8KIU/1ML PEDPO, 176.80 ,,,
4401056,DEMECLOCYCLINE 150MG TAB , 19.28 ,,,
4401057,ESOMEPRAZOLE 20MG EC CAP , 18.86 ,,,
4401058,ESOMEPRAZOLE 40MG EC CAP , 18.86 ,,,
4401059,AZILSARTAN MEDOX 40MG TAB, 8.53 ,,,
4401060,AZILSARTAN MEDOX 80MG TAB, 8.53 ,,,
4401061,BUSPIRONE 2.5MG TAB      , 5.00 ,,,
4401062,BUDES/FORM 160/4.5 6GMMDI, 618.50 ,,,
4401063,OLMESARTAN 5MG TAB       , 7.93 ,,,
4401065,IVABRADINE HCL 7.5MG TAB , 33.48 ,,,
4401105,CASTOR OIL 120ML SOL     , 30.07 ,,,
4401154,CEFACLOR 250MG/5ML 150ML , 407.23 ,,,
4401204,CEFIXIME 100MG/5ML 100ML , 402.86 ,,,
4401253,CEFIXIME 100MG/5ML SU PED, 213.35 ,,,
4401261,PHENAZOPYRIDINE 200MG TAB, 50.75 ,,,
4401303,BENZOCA/CETYL 360ML SOL  , 43.21 ,,,
4401310,CARBAMAZEPINE 100MG ERCAP, 5.00 ,,,
4401360,MONTELUKAST 5MG CHW TAB  , 5.00 ,,,
4401378,TRAZODONE 25MG TAB       , 5.00 ,,,
4401386,MESALAMINE 400MG ER CAP  , 5.00 ,,,
4401394,LUBIPROSTONE 24MCG CAP   , 9.14 ,,,
4401402,CEPHALEXIN 125/5 200ML SU, 163.33 ,,,
4401410,FIDAXOMICIN 200MG TAB    , 397.91 ,,,
4401428,POSACONAZOLE 200MG/5ML UD, 40.71 ,,,
4401436,MYCOPHENOLATE ER180MG TB , 9.02 ,,,
4401444,ACARBOSE 25MG TAB        , 5.00 ,,,
4401451,CEPHALEXIN 250/5 100ML SU, 95.89 ,,,
4401469,DEXAMET O.5MG/0.5MLCONSOL, 5.00 ,,,
4401477,DEXAMETHASONE 0.25MG TAB , 5.00 ,,,
4401485,DARUNAVIR 800MG TAB      , 69.81 ,,,
4401493,CLONAZEPAM 0.25MG TAB    , 20.00 ,,,
4401501,CEFUROXIME 250/5 5ML SUSP, 281.60 ,,,
4401519,PROPAFENONE ER 225MG CAP , 10.34 ,,,
4401527,PROPAFENONE 225MG TAB    , 5.00 ,,,
4401535,OXYCODONE IR 2.5MG TAB   , 20.00 ,,,
4401550,CHARCOAL ACTIV 25GM 120ML, 73.77 ,,,
4401569,AMITRIPTYLINE 5MG TAB    , 5.00 ,,,
4401570,CYCLOBENZAPRINE 5MG TAB  , 5.00 ,,,
4401571,CYCLOBENZAPRINE 2.5MG TAB, 5.00 ,,,
4401572,IVABRADINE HCL 5MG TAB   , 33.48 ,,,
4401709,CLINDAMYCIN 1.5GM/100MLSU, 149.78 ,,,
4401782,DEXTROAMPHETAM 10MG TAB  , 20.00 ,,,
4401790,PILOCARPINE 5MG TAB      , 5.00 ,,,
4401800,LIOTHYRONINE 12.5MCG TAB , 5.00 ,,,
4401801,FUROSEMIDE 10MG TAB      , 5.00 ,,,
4401802,CLONAZEPAM 0.125MG TAB   , 20.00 ,,,
4401803,LORAZEPAM 0.25MG TAB     , 20.00 ,,,
4401808,CYCLOSP MOD 5GM/50ML LIQ ," 1,887.72 ",,,
4401840,DEXAMETH 0.1MG/1ML PO SOL, 105.64 ,,,
4401899,DICLOXAC 62.5MG/5ML 100ML, 62.44 ,,,
4401907,DICLOXAC 62.5MG/5ML 200ML, 215.04 ,,,
4402053,DIHYDROTACHYST 0.2MG CONC, 427.71 ,,,
4402152,DOXEPIN 10MG/ML 120ML CON, 93.28 ,,,
4402202,DOXYCYCLINE 25MG/5ML 60ML, 64.78 ,,,
4402293,ERYTHRO ETH 200/5 200MLLQ, 59.51 ,,,
4402301,ERYTHRO ETH 200/5 120MLLQ, 68.79 ,,,
4402350,ERYTHRO ETH 200/5 60ML LQ, 51.81 ,,,
4402400,ERYTHRO ETH 400/5 100MLLQ, 74.23 ,,,
4402509,FAMOTIDINE 40MG/5ML LIQ  , 525.00 ,,,
4402558,FELBAMATE 600MG/5ML SUSP , 489.38 ,,,
4402608,FERROUS SUL 300MG/5ML UD , 59.59 ,,,
4402657,FERR SUL 300MG/5ML 50MLLQ, 70.22 ,,,
4402756,FLUOXETIN 20MG/5 30ML LIQ, 171.02 ,,,
4402806,FLUPHENAZINE 2.5/5ML 60ML, 80.33 ,,,
4402855,FLUPHENAZINE 5MG/1ML CONC, 246.15 ,,,
4403002,FUROSEMIDE 10MG/1ML PEDPO, 88.07 ,,,
4403051,ALGIN/AL HYD/MAG 20ML LQ , 70.62 ,,,
4403069,GI COCKTAIL 50ML LIQ     , 30.00 ,,,
4403150,GLYCERIN 60ML SOL        , 42.69 ,,,
4403200,GUAIFEN 100MG/5ML 120MLLQ, 5.00 ,,,
4403424,HYOSCYAMINE 1.875/15MLSOL, 87.10 ,,,
4403457,HYDROXYZ HCL 240/120ML LQ, 62.18 ,,,
4403473,IBUPROFEN 100MG/5ML 120ML, 5.00 ,,,
4403655,KAOLIN PECTIN 30ML LIQ   , 31.06 ,,,
4403705,LACTULOSE 10GM 15ML SOL  , 144.77 ,,,
4403713,LACTULOSE 10GM/15ML 480ML, 80.70 ,,,
4403754,LIDOCAINE 2% 100ML VISC  , 124.92 ,,,
4403804,LOPERAMID 1MG/5ML 120MLLQ, 77.75 ,,,
4403952,AL HYD/MAG CARB 355ML LIQ, 10.00 ,,,
4404505,MAGNESIUM SUL 480GM GRAN , 42.20 ,,,
4404802,AL/MG/SMC 200/200/20 5MLQ, 10.00 ,,,
4404901,AL/MG HYD/SMC DS 350ML LQ, 5.00 ,,,
4404968,RXBL MY/BN/LD/SYR 1:1:1:1, 45.00 ,,,
4405254,NITROFURAN 25MG/5ML 120ML, 88.07 ,,,
4405304,NORTRIPTYLIN 10MG/5ML SOL, 62.18 ,,,
4405353,NTG 4.9GM 0.4MG/SPRAY SL , 154.36 ,,,
4405403,NYSTATIN 6MU/60ML SUSP   , 122.29 ,,,
4405460,OSELTAMIVIR 12MG/1ML PDPO, 107.26 ,,,
4405503,ALBUTEROL/IPRATROP 4GMINH, 639.64 ,,,
4405551,ERYTHRO/SULF 8GM/200ML LQ, 202.17 ,,,
4405601,PEG-ELECTROLYTE 4L LIQ   , 154.61 ,,,
4405636,K CITRATE ER 15MEQ TAB   , 6.32 ,,,
4405637,BUDESONIDE 0.25MG/2ML NEB, 23.30 ,,,
4405650,PENICIL VK 125MG/5ML 100M, 64.78 ,,,
4405700,PENICILLIN VK 125MG/5MLLQ, 49.76 ,,,
4405759,PENICIL VK 250MG/5ML100ML, 64.78 ,,,
4405809,PENICIL VK 250MG/5ML 200M, 70.22 ,,,
4406005,BISMUTH 262MG/15ML 237ML , 69.94 ,,,
4406104,PHENOBARB 20MG/5ML ELIX  , 62.18 ,,,
4406112,SOD PHOS/BIPHOS 90ML SOL , 27.96 ,,,
4406153,MULTIVIT W IRON 1ML PEDPO, 91.03 ,,,
4406203,MULTIVIT 50ML PEDPO      , 85.50 ,,,
4406252,PREDNISONE 5MG/5ML 120ML , 75.14 ,,,
4406401,PROMETH/COD 120ML SYRP   , 64.78 ,,,
4406450,PROMETHAZ 6.25MG/5ML 120M, 64.78 ,,,
4406724,RIFAMPIN 10MG/ML 240ML   , 50.00 ,,,
4406815,RISPERIDONE 1MG/ML 30ML  , 418.09 ,,,
4406856,GUAIF/COD 100-10/5 120MLQ, 5.00 ,,,
4407052,SALIVA SUBSTITUTE 120ML  , 86.78 ,,,
4407151,SENNA 326MG/5GM 56GM GRAN, 70.22 ,,,
4407250,SIMETHICNE40MG/0.6ML 30ML, 124.12 ,,,
4407359,K IODIDE 30ML SOL        , 74.51 ,,,
4407813,TIOTROPIUM 18MCG INH EACH, 117.80 ,,,
4407904,TRIFLUOPERAZ 10MG/ML 60ML, 354.96 ,,,
4408002,BENZONATATE 100MG CAP    , 5.00 ,,,
4408003,SENNA LEAF 528MG/15MLSYRP, 5.00 ,,,
4408035,VALPROIC AC 3GM/60ML LIQ , 91.42 ,,,
4408043,VALPROIC AC 250MG/5ML LIQ, 173.00 ,,,
4408209,VALPROIC A 100MG/50MLPDIV, 70.95 ,,,
4408235,SIROLIMUS 0.5MG TAB      , 21.20 ,,,
4408260,OXYBUTYNIN 2.5MG TAB     , 5.00 ,,,
4408300,RACEPINEPH 2.25% 0.5MLNEB, 10.50 ,,,
4408301,BENZOCAINE 20% 0.5ML SPRY, 23.46 ,,,
4408302,RIVASTIGM 13.3MG/24HR PAT, 33.41 ,,,
4408303,RIVASTIGMINE 9.5MG/24HR  , 31.00 ,,,
4408304,DIFLORASONE 0.05% 60GM CR," 1,676.00 ",,,
4408308,ZIDOVUDINE50MG/5ML240MLBQ, 303.04 ,,,
4408316,CYCLOSPOR 100MG/ML 50MLLQ," 1,887.72 ",,,
4408320,VALSARTAN 20MG TAB       , 5.52 ,,,
4408321,CAPTOPRIL 6.25MG TAB     , 5.00 ,,,
4408322,ZINC OXIDE 40% 57GM PSTE , 20.98 ,,,
4408323,SILODOSIN 4MG CAP        , 10.22 ,,,
4408324,LAMOTRIGINE 12.5MG TAB   , 5.00 ,,,
4408326,NELFINAVIR 625MG TAB     , 19.23 ,,,
4408327,MARAVIROC 150MG TAB      , 49.50 ,,,
4408328,RISPERIDONE ODT 0.5MG TAB, 10.42 ,,,
4408329,RISPERIDONE ODT 1MG TAB  , 12.05 ,,,
4408330,ATOVAQUNE/PROGU 250/100MG, 17.48 ,,,
4408331,FAMOTIDINE 10MG TAB      , 5.00 ,,,
4408332,TIZANIDINE 2MG CAP       , 5.00 ,,,
4408333,RILPIVIRINE 25MG TAB     , 61.34 ,,,
4408334,BUPRENORPHINE 2MG ODT    , 20.00 ,,,
4408335,ALBUTEROL HFA 18GM INH   , 118.56 ,,,
4408336,SOLIFENACIN 10MG TAB     , 22.20 ,,,
4408337,ATORVASTATIN 5MG TAB     , 5.00 ,,,
4408338,LEFLUNOMIDE 20MG TAB     , 31.66 ,,,
4408339,COLESEVELAM 625MG TAB    , 9.00 ,,,
4408340,LACOSAMIDE 100MG/10ML LIQ, 78.40 ,,,
4408341,CLOBAZAM 12.5MG/5ML LIQ  , 92.50 ,,,
4408342,LINACLOTIDE 290 MCG CAP  , 31.00 ,,,
4408343,MOXIFLOXACIN 400MG TAB   , 53.33 ,,,
4408344,APREPITANT 40MG CAP      , 220.60 ,,,
4408345,VIT B12(CYANOCBA) 2500MCG, 5.00 ,,,
4408346,CYANOCOBALAMIN 50MCG TAB , 5.00 ,,,
4408347,SIMETHICON 40MG/0.6ML PED, 30.00 ,,,
4408348,LAMIVUDINE 10MG/1ML PEDPO, 30.00 ,,,
4408349,RALTEGRAVIR 100MG CHEWTAB, 14.00 ,,,
4408350,BETAMETH DIP 0.05% 45GM  , 222.54 ,,,
4408351,BIC/EMT/TEN 50/200/25MGTB, 184.00 ,,,
4410000,TROPICAMIDE 1% 2ML OP SOL, 25.00 ,,,
4410001,NTG 4.9GM 0.4MG/SPRAY SL , 453.94 ,,,
4410002,CAPSAICIN 0.1% 45GM CRM  , 21.88 ,,,
4410003,SALIVA SUBST 30ML SOLN   , 5.00 ,,,
4410004,PANTOPRAZOLE 40MG GRAN   , 5.70 ,,,
4410007,NO CHARGE DRUG/NON DRUG  , -   ,2,,
4410008,GLIPIZIDE ER 2.5MG TAB   , 5.00 ,,,
4410009,STRIBILD TAB             , 163.46 ,,,
4410010,METHIMAZOLE 2.5MG TAB    , 5.00 ,,,
4410011,FLUCONAZOLE 40MG/4ML SUSP, 25.00 ,,,
4410012,LIOTHYRONINE 2.5MCG TAB  , 5.00 ,,,
4410013,CLEMASTINE 1.34MG TAB    , 5.00 ,,,
4410014,CLEMASTINE 2.68MG TAB    , 5.00 ,,,
4410015,SACUBIT/VALSA 97/103MGTAB, 16.00 ,,,
4410016,SACUBIT/VALSAR 49/51MGTAB, 16.00 ,,,
4410017,SACUBIT/VALSAR 24/26MGTAB, 16.00 ,,,
4410018,EPLERENONE 25MG TAB      , 8.16 ,,,
4410019,PRED NA PHOS 5MG/5ML 5ML , 45.00 ,,,
4410020,ERYTHRO BASE 250MG TAB   , 24.24 ,,,
4410021,VALACYCLOVIR 1000MG TAB  , 26.28 ,,,
4410022,VIT B12 1000MCG TAB      , 5.00 ,,,
4410023,VIT B12 250MCG TAB       , 5.00 ,,,
4410030,OXCARBAZEPINE 150MG TAB  , 5.00 ,,,
4410031,ACETIC ACID 2% 15ML OTIC , 35.81 ,,,
4410032,LIDOCAINE 2% 15ML VISC   , 5.00 ,,,
4410033,CROMOLYN 4% 26ML NAS SPRY, 26.80 ,,,
4410034,BECLOMET 80MCG 10.6GM MDI, 463.32 ,,,
4410035,TIMOLOL 0.25% 10ML OP SOL, 65.50 ,,,
4410036,OXYBUTYNIN XL 10MG TAB   , 7.00 ,,,
4410037,DRONEDARONE 200MG TAB    , 20.00 ,,,
4410038,LURASIDONE 20MG TAB      , 82.50 ,,,
4410057,VERAPAMIL ER 120MG TAB   , 5.00 ,,,
4410064,ATENOLOL 12.5MG TAB      , 5.00 ,,,
4410065,VORTIOXETINE 5MG TAB     , 24.16 ,,,
4410066,VORTIOXETINE 10MG TAB    , 24.16 ,,,
4410067,VORTIOXETINE 20MG TAB    , 24.16 ,,,
4410106,AMMONIA SPIRIT 15%W/V AMP, 30.65 ,,,
4410155,AMYL NITRITE 0.3ML INH SO, 26.95 ,,,
4410205,ANTIPYRINE/BENZOC 10ML OT, 30.00 ,,,
4410254,BECLOMETH 42MCG 25GM NAS , 245.73 ,,,
4410320,PROPAFENONE ER 325MG CAP , 12.82 ,,,
4410338,CALCITONIN 200IU 2ML NAS , 240.58 ,,,
4410346,CALCITONIN 200IU/INH3.7ML, 201.15 ,,,
4410353,TRIETHANOLAM 10%12ML OTO , 168.76 ,,,
4410403,TRIETHANOLAM 10% 6ML OTO , 100.71 ,,,
4410503,TRIAMCIN ACE 0.1% 30GMOIN, 14.84 ,,,
4410601,NEO/POLY/HC SUSP 10ML OTI, 98.47 ,,,
4410650,CROMOLYN 4% 13ML NAS SPRY, 102.48 ,,,
4410700,DESMOPRESS 10MCG 5ML SPRY, 864.52 ,,,
4410759,DESMOPRESS 10MCG 2.5MLSPY, 513.22 ,,,
4410809,CARBAM PEROX 6.5%15MLOTIC, 56.44 ,,,
4410858,CARBAM PEROX 6.5%30MLOTIC, 108.86 ,,,
4410916,FLUNISOLIDE 0.025% 25ML  , 117.92 ,,,
4410940,NEO/POLY/HC 10ML OTIC SOL, 61.62 ,,,
4410957,NACL 0.65% 45ML NAS SPRY , 37.46 ,,,
4411005,OXYMETAZOL 0.05% 15ML NAS, 73.06 ,,,
4411006,TRAMADOL 25MG TAB        , 5.00 ,,,
4411007,LEVOTHYROXINE 0.0125MG TB, 5.00 ,,,
4411008,VIT B1(THIAMINE) 50MG TAB, 5.00 ,,,
4411104,PHENYLEPH 0.5% 15ML NAS S, 64.78 ,,,
4411252,PHENYLEPH 1% 15ML NAS DRP, 18.00 ,,,
4411401,PHENYLEPH 0.25% 15ML NAS , 51.11 ,,,
4411451,HYOSCYAMINE 0.125MG/1MLLQ, 15.00 ,,,
4411501,METHYLPHENID 2.5MG CH TAB, 20.00 ,,,
4411502,ROPINIROLE 0.5MG TAB     , 6.00 ,,,
4411503,VILAZODONE 10MG TAB      , 20.00 ,,,
4420055,ACETYLCHOLINE 1% 2ML OPS , 160.13 ,,,
4420090,CABERGOLINE 0.5MG TAB    , 6.86 ,,,
4420105,APRACLONIDIN 0.5% 5ML OPS, 225.41 ,,,
4420154,APRACLONIDIN 1% 0.1ML OPS, 156.02 ,,,
4420155,OXCARBAZEPINE 300MG/5ML  , 20.00 ,,,
4420253,ARTIFIC TEARS 5% 15ML OPS, 92.98 ,,,
4420352,ATROPINE 1% 15ML OP SOL  , 84.90 ,,,
4420451,ATROPINE 1% 2ML OP SOL   , 103.91 ,,,
4420501,ATROPINE 1% 3.5GM OP OINT, 64.78 ,,,
4420550,ATROPINE 1% 5ML OP SOL   , 71.27 ,,,
4420808,BACITRACIN 3.5GM OP OINT , 30.54 ,,,
4420907,BETAXOLOL 0.25% 5ML OPSOL, 146.21 ,,,
4420956,BETAXOLOL 0.5% 10ML OPSOL, 251.48 ,,,
4421053,BETAXOLOL 0.5% 5ML OP SOL, 146.21 ,,,
4421087,BIMATOPROST 0.03%2.5MLOPS, 278.94 ,,,
4421095,BIMATOPROST 0.01%2.5MLOPS, 259.38 ,,,
4421178,BRIMONIDINE 0.15% 5ML OPS, 96.02 ,,,
4421186,BRINZOLAMIDE 0.15% 10MLOP, 186.02 ,,,
4421202,BALANCED SALT 15ML OP IRR, 119.36 ,,,
4421251,BALANCED SALT 500ML OP IR, 380.25 ,,,
4421269,BRINZOLAMIDE 1% 10ML OPSU, 211.40 ,,,
4421301,BALANCED SALT PLUS 500ML , 881.21 ,,,
4421350,CARBACHOL 1.5% 15ML OPSOL, 127.44 ,,,
4421400,CARBACHOL 3% 15ML OP SOL , 114.46 ,,,
4421459,CARBACHOL 0.01% 1.5ML OPS, 225.41 ,,,
4421509,CARBACHOL 0.75% 15ML OPS , 116.80 ,,,
4421566,CEFAZOLIN 50MG/ML 10MLOPS, 84.75 ,,,
4421905,CIPROFLOXAC 0.3%2.5ML OPS, 88.07 ,,,
4421954,CIPROFLOXACIN 0.3%5ML OPS, 158.06 ,,,
4422002,NEO/POLY/HC/BAC 3.5GMOPO , 119.36 ,,,
4422051,NEO/POLY/HC 7.5ML OP SUSP, 142.55 ,,,
4422309,CYCLOPENTOLATE 1% 15ML OP, 169.99 ,,,
4422358,CYCLOPENTOLATE 1% 5ML OPS, 100.96 ,,,
4422457,CYCLOPENTOLATE 1% 2ML OPS, 71.94 ,,,
4422507,CYCLOPENTOLATE 2% 2ML OPS, 94.09 ,,,
4422556,DEXAMETHASONE 3.5GM OPO  , 46.12 ,,,
4422606,DEXAMETHAS 0.1% 5ML OPSOL, 117.73 ,,,
4422655,DICLOFENAC 0.1% 5ML OPS  , 233.20 ,,,
4422697,DIPIVEFRIN 0.1% 5ML OPS  , 102.73 ,,,
4422713,DORZOLAMIDE 2% 5ML OPSOL , 130.91 ,,,
4422721,DORZOLAMIDE/TIMOLOL 10ML , 257.36 ,,,
4422739,CHONDROITIN/HYALURON KIT , 375.00 ,,,
4422747,DORZOLAMIDE 2% 10ML OPS  , 136.66 ,,,
4422952,EPINEPHRINE 0.5% 15ML OPS, 205.15 ,,,
4423000,EPINEPHRINE 1% 15ML OPSOL, 216.30 ,,,
4423059,EPINEPHRINE 2% 15ML OPS  , 245.16 ,,,
4423109,ERYTHRO 0.5% 3.5GM OPO   , 70.22 ,,,
4423158,BENOXINATE/FLUORES 5ML OP, 90.68 ,,,
4423208,FLUORESCEIN NA 10% 5ML IN, 130.99 ,,,
4423257,FLUORESCEIN 1MG STRIP    , 6.84 ,,,
4423505,FLUOROMETH 0.1% 5ML OPS  , 126.39 ,,,
4423554,FLUOROMETH 0.1% 10ML OPS , 107.94 ,,,
4423604,FLURBIPROFEN 0.03% 2.5ML , 120.02 ,,,
4423620,GATIFLOXACIN 0.3% 5ML OPS, 115.48 ,,,
4423638,GATIFLOXACN 0.5% 2.5ML OP, 189.46 ,,,
4423653,GENTAMICIN 0.3% 5ML OPS  , 77.75 ,,,
4423661,GENTAMICN 14MG/ML 7.1MLOP, 51.00 ,,,
4423703,GENTAMICIN 0.3% 3.5GM OPO, 125.33 ,,,
4423752,GENTAMICIN 3MG/ML 1ML OPS, 125.33 ,,,
4423802,GLYCERIN 7.5ML OPS       , 74.21 ,,,
4423851,HYALURON 10/ML 0.55MLOP  , 421.66 ,,,
4423901,HYALURONA 14/ML 0.55ML OP, 661.10 ,,,
4423919,HYALURONA 14/ML 0.55ML OP, 903.47 ,,,
4424008,HOMATROPINE 2% 5ML OP SOL, 72.53 ,,,
4424057,HOMATROPINE 5% 5ML OP SOL, 62.18 ,,,
4424255,HYALURON 16MG/ML 0.8ML IN, 921.88 ,,,
4424305,HYALURONIDASE 150U/ML INJ, 60.00 ,,,
4424313,KETOROLAC 0.5% 5ML OP SOL, 165.92 ,,,
4424321,KETOROLAC 0.5% 3ML OP SOL, 97.46 ,,,
4424347,LATANOPROST 2.5ML OP SOL , 187.61 ,,,
4424354,LEVOBUNOLOL 0.25% 5ML OPS, 116.53 ,,,
4424404,LEVOBUNOLOL 0.5% 10ML OPS, 154.30 ,,,
4424453,LEVOBUNOLOL 0.5% 5ML OPS , 142.21 ,,,
4424503,NEO/POLY/DEXA 3.5GM OPO  , 130.99 ,,,
4424552,NEO/POLY B/DEXA 1%5ML OPS, 142.55 ,,,
4424651,HYPROMELL GONIOSC2.5%15ML, 139.39 ,,,
4424701,SULFAC/PRED 0.2%3.5GM OPO, 163.24 ,,,
4424859,METIPRANOLOL 0.3% 5ML OPS, 94.78 ,,,
4424875,MOXIFLOXACIN 0.5% 3ML OPS, 116.76 ,,,
4424909,NAPHAZOLINE 0.1% 15ML OPS, 92.98 ,,,
4424958,NAPHAZOLIN/PHENIR 15ML OP, 79.59 ,,,
4425005,DEXAMETH/NEO 3.5GM OP OIN, 62.55 ,,,
4425104,NEO/POLY/GRAM 10ML OP SOL, 120.44 ,,,
4425153,NEO/POLY/BAC 3.5GM OP OIN, 120.44 ,,,
4425302,OCULAR LUBR 3.5GM OINT OP, 56.44 ,,,
4425351,OFLOXACIN 0.3% 5ML OPS   , 155.47 ,,,
4425757,PHENYLEPH 10% 1ML OPS    , 18.00 ,,,
4425807,PHENYLEPH 10% 5ML OPS    , 18.00 ,,,
4425856,PHENYLEPH 2.5% 5ML OPS   , 18.00 ,,,
4426011,PHENYLEPH 2.5% 2ML OPS   , 71.48 ,,,
4426102,PILOCARPINE 0.5% 15ML OPS, 84.27 ,,,
4426151,PILOCARPINE 1% 2ML OP SOL, 42.20 ,,,
4426201,PILOCARPINE 1% 15ML OPS  , 86.03 ,,,
4426300,PILOCARPINE 2% 1ML OP SOL, 42.20 ,,,
4426359,PILOCARPINE 2% 15ML OPS  , 98.31 ,,,
4426409,PILOCARPINE 2% 2ML OP SOL, 49.18 ,,,
4426557,PILOCARPINE 4% 15ML OPS  , 91.00 ,,,
4426607,PILOCARPINE 4% 4GM OPGL  , 166.13 ,,,
4426953,BACITRA/POLYMYX 3.5GM OPO, 75.17 ,,,
4427159,PREDNISOL 0.12% 5ML OPS  , 67.39 ,,,
4427209,PREDNISOL ACE 1% 10ML OPS, 113.67 ,,,
4427308,PREDNISOL ACE 1% 5ML OPS , 128.28 ,,,
4427654,PROPARACAIN 0.5% 15ML OPS, 111.65 ,,,
4427704,SCOPOLAMINE 0.25% 5ML OPS, 85.99 ,,,
4427720,EXTRAOCULAR IRR 118ML OPS, 24.44 ,,,
4427738,EXTRAOCULAR IRR 15ML OPS , 24.44 ,,,
4427852,SULFACETAMIDE 10%15ML OPS, 82.92 ,,,
4427902,SULFACETAM 10% 3.5GM OPO , 111.23 ,,,
4428108,TETRACAINE 0.5% 2ML OPS  , 49.18 ,,,
4428355,TETRAHYDROZ 0.05% 15ML OP, 59.72 ,,,
4428356,TOBRAMY/DEXAMETH 2.5MLOPS, 140.52 ,,,
4428504,TIMOLOL 0.25% 5ML OP SOL , 112.40 ,,,
4428553,TIMOLOL 0.5% 10ML OP SOL , 230.54 ,,,
4428603,TIMOLOL 0.5% 15ML OP SOL , 272.04 ,,,
4428652,TIMOLOL 0.5% 5ML OP SOL  , 128.71 ,,,
4428751,TOBRAMYCIN/DEX 3.5GM OPO , 124.12 ,,,
4428801,TOBRAMY/DEXAMETH 5ML OPS , 124.12 ,,,
4428850,TOBRAMYCIN 0.3% 3.5GM OPO, 80.33 ,,,
4428900,TOBRAMYCIN 0.3% 5ML OPS  , 72.53 ,,,
4428959,TRIFLURIDINE 1% 7.5ML OPS, 201.28 ,,,
4429007,TROPICAMIDE 0.5% 15ML OPS, 165.75 ,,,
4429056,TROPICAMIDE 1% 15ML OPS  , 187.11 ,,,
4429072,TRYPAN BL 0.06% 0.5MLOPIN, 98.00 ,,,
4429106,TROPICAMIDE 1% 3ML OP SOL, 51.52 ,,,
4429254,NAPHAZOLINE/ANTAZ 15ML OP, 106.10 ,,,
4429353,HYALURON/CHONDR 0.5ML OP , 909.38 ,,,
4429411,POLYMYXIN/TRIMETH 10ML OP, 49.32 ,,,
4429429,TRAVOPROST 0.004% 2.5MLOP, 138.40 ,,,
4429430,MOMETAS/FORM 100-5 60 INH, 11.00 ,,,
4430039,AMPHET/DEXTROAMPH 20MG   , 20.00 ,,,
4430054,BELLADON/OPIUM 16/30MG SU, 24.67 ,,,
4430088,BUPRENOR/NALOX 2/0.5MGODT, 20.00 ,,,
4430104,COCAINE 10% 4ML SOL      , 320.54 ,,,
4430203,COCAINE 4% 4ML SOL       , 191.85 ,,,
4430351,CODEINE SULF 15MG TAB    , 20.00 ,,,
4430401,CODEINE PHOS 30MG TAB    , 20.00 ,,,
4430450,CODEINE SULF 60MG TAB    , 20.00 ,,,
4430559,DEXTROAMPHETAMINE 5MG TAB, 28.11 ,,,
4430609,DRONABINOL 2.5MG CAP     , 25.91 ,,,
4430617,DRONABINOL 10MG CAP      , 49.91 ,,,
4430658,DRONABINOL 5MG CAP       , 36.28 ,,,
4430757,FENTANYL 100MCG/HR PATCH , 198.97 ,,,
4430807,FENTANYL 12MCG PATCH     , 75.09 ,,,
4430856,FENTANYL 50MCG/HR PATCH  , 108.36 ,,,
4430864,FENTANYL 25MCG PATCH     , 36.26 ,,,
4430906,FENTANYL 75MCG/HR PATCH  , 161.32 ,,,
4430914,FENTANYL 100MCG TAB      , 20.00 ,,,
4430922,FENTANYL 200MCG LOZ      , 20.75 ,,,
4430930,FENTANYL 800MCG LOZ      , 39.90 ,,,
4430948,APAP/HYDROCOD 325/10MG   , 20.00 ,,,
4430955,HYDROMORPHONE 3MG SUPP   , 28.50 ,,,
4430963,FENTANYL 400MCG LOZ      , 28.90 ,,,
4430971,APAP/HYDROCOD 325/7.5MG  , 20.00 ,,,
4430989,HYDROCOD/HOMAT 5-1.5/5 10, 20.00 ,,,
4431003,HYDROMORPHONE 2MG TAB    , 22.03 ,,,
4431052,HYDROMORPHONE 4MG TAB    , 22.03 ,,,
4431060,HYDROMORPHONE 8MG TAB    , 20.00 ,,,
4431102,LEVORPHANOL 2MG TAB      , 24.67 ,,,
4431151,MEPERIDINE 50MG TAB      , 20.00 ,,,
4431201,MEPERIDINE 100MG TAB     , 23.31 ,,,
4431300,METHADONE 10MG TAB       , 22.03 ,,,
4431359,METHADONE 5MG TAB        , 22.03 ,,,
