Procedure Code,Procedure Description,Price
760602315,FILTER PLATELET LEUKODEPLETION,$118.60 
760602321,CRYOPRECIPITATE REDUCED PLASMA,$501.40 
760602324,ONE DONOR FRESH FROZN PLASMA,$341.00 
760602326,"PROCESS FFP,8-24 HRS COLLECT,EA UNIT",$377.55 
760602327,PROCESS PACKED RED CELLS,$975.70 
760602328,PROCESS AUTO LEUKORED OUTSIDE,"$1,242.60 "
760602329,PROCESS AUTOLOGOUS RBC-OUTSIDE,"$2,245.05 "
760602330,PROCESS CRYOPRECIPATE,$362.55 
760602331,PROCESS LEUKO PED RBC ALIQUOT,"$1,197.85 "
760602332,"PROCESS, LEUKOREDUCED RED CELLS","$1,149.10 "
760602798,"PROCESS PLAT. LEUKOREDUCED,EA","$3,442.35 "
760603153,DIRECT COOMBS POLY COMPONENT,$353.10 
760603154,DIRECT COOMBS IGG COMPONENT,$353.10 
760603251,"WSH LR FROZ DW WB/RBC, EA UNIT","$1,952.85 "
760603303,ELECTRONIC CROSSMATCH COMPATIBILITY,$276.85 
760603323,PRETREAT RBC; CHEM OR DRUGS,$722.05 
760603366,BLOOD TYPE SER AN DONOR;EA AN,$294.35 
760603428,WASHED RED BLOOD CELLS EA UNIT,"$1,630.75 "
760603429,AB ID; PLATELET IG ASSAY (G/M),$764.45 
760603430,RBC FROZ LEUK REDUC IRRAD EA UNIT,"$2,261.85 "
760603446,"PLATELETS,PHERESIS,EA UNIT,WASHED","$3,133.05 "
760603447,"PLATELETS PHERESIS LR EA UNIT, WASHED","$3,603.00 "
760603448,PLATELETS PHERESIS IRRAD EA UNIT,"$2,776.70 "
760603449,PLATELETS PHERESIS LR IRRAD EA UNIT,"$3,442.35 "
760603450,RBC DEGLYCEROLIZED EACH UNIT WASHED,"$1,909.65 "
760603876,FETAL HGB SCREEN ROSETTE,$164.75 
760603881,RBCS LEUKOREDUCED IRRAD,"$1,149.10 "
760604534,SERUM PRETX; INHIBITOR INCUBATE,$278.00 
760604589,RHO D IMMUNE GLOBULIN INJ 300 MCG,$331.00 
760605384,UNLISTED MOLECULAR PATH PROC,$822.60 
760605398,HLA CLASS I/II ANTIBODY QUAL,$976.85 
760605401,HLA CLASS I IG DEFIN QUAL,"$1,546.85 "
760605646,MOLECULAR PATHOLOGY PROC LEVEL 4,$924.75 
760605732,PROCESS LEUKO PED PLT ALIQUOT,$681.15 
760605745,AUTOLOG BLOOD OP SALVAGE,$718.30 
760606307,"BLOOD, SPLIT UNIT - FFP",$212.70 
760606924,"HLA CLASS 1 TYPING, LOW RESOLUTION, ONE LOCUS",$605.30 
760607684,"PLATELETS, PHERESIS, PATHOGEN REDUCED EA UNIT","$3,621.60 "
760807685,PATHOGEN(S) TEST FOR PLATELETS,$81.45 
738800011,ATRIAL PACER INSERT/REPLACE,"$21,796.50 "
738800071,PROCAINAMIDE INJECTION FOR EP EVAL,$738.80 
738800081,CORONARY THROMBECTOMY,"$1,189.80 "
738800172,LOCM (300-349 MG) PER ML,$137.45 
738800258,CARDIOPULMONARY RESUSCITATION,"$2,701.75 "
738800309,VASCULAR ULTRASOUND GUIDANCE,$635.90 
738800310,ACTIVATED COAGULATION TIME,$206.15 
738800311,CARDIOVERSION EXTERNAL,"$2,942.50 "
738800573,PERICARDIOCENTESIS INITIAL,"$3,001.30 "
738800575,CENTRAL VENOUS CATH INSERT >5YRS,"$3,001.30 "
738800594,TEMP TRANSCUATNEOUS PACING,"$3,181.65 "
738800596,SWAN GAN CATH INSERTION,"$3,001.30 "
738800874,GUIDANCE FOR PERCUTANEOUS DRAINAGE,"$2,721.50 "
738800879,VISIPAQUE 320 MG PER 50 ML,$210.80 
738801121,DUPLEX VASCULAR SCAN LIMITED,$934.80 
738801155,RT EXTREMITY VENOGRAM INJ,"$1,534.85 "
738801156,LT EXTREMITY VENOGRAM INJ,"$1,534.85 "
738801334,EXTREMITY VENOGRAM UNILATERAL,"$2,584.75 "
738801335,EXTREMITY VENOGRAM BILAT S/I,"$3,877.15 "
738801337,FLUOROSCOPY UP TO 1 HR,"$1,570.15 "
738801341,FLUORO FOR CVC PROCEDURE,"$1,331.35 "
738801395,VENACAVA CATH PLACEMENT,"$1,809.10 "
738801396,CATH PLCMNT 1ST ORDER VENOUS UNILATERAL,"$1,300.40 "
738801397,CATH PLCMNT 2ND ORDER VENOUS UNILAT,"$1,748.65 "
738801402,"NEEDLE/INTRACATH INTRO, UPR OR LWR EXTREM ARTERY","$2,310.15 "
738801406,AORTA CATHETER INTRODUCTION,"$3,179.25 "
738801407,THORAC/BRACHIO 1ST ORDER CATH,"$1,915.05 "
738801408,THORAC/BRACHIO 2ND ORDER CATH INTRO,"$2,408.30 "
738801410,THORAC/BRACHIO 3RD ORDER CATH INTRO,"$3,259.55 "
738801412,THORC/BRACH ADD 2/3 ORDER CATH INTRO,"$1,158.90 "
738801414,ABDOMEN 1ST ORDER CATH PLACE,"$2,486.55 "
738801415,ABDOMEN 2ND ORDER CATH PLACE,"$2,984.75 "
738801416,ABDOMEN 3RD ORDER CATH PLACE,"$2,944.00 "
738801417,ABDOMEN ADD 2/3 ORDER CATH PLACE,$960.90 
738801422,TUNNEL CATH INSERT W/O PORT>5YRS,"$10,355.95 "
738801443,THROMBECTOMY ARTERY INITIAL UNILATERAL,"$17,215.80 "
738801444,THROMBECTOMY ARTERY ADDL,"$6,291.50 "
738801445,THROMBECTOMY 2ND ARTERY,"$6,605.55 "
738801446,VENOUS MECH THROMBECTOMY W/INJ UNILATERAL,"$17,215.80 "
738801447,VENOUS MECH THROMBEC REPEAT UNILATERAL,"$10,355.95 "
738801458,CERV CAROTID STENT OPEN/PERC INCL PTA W/O DEP,"$17,150.30 "
738801463,VASCULAR CLOSURE PROCEDURE,$209.85 
738801513,THORACIC AORTOGRAM,"$17,215.80 "
738801514,ABDOMINAL AORTOGRAPHY,"$10,355.95 "
738801515,ABDOMEN AORTOGRAPHY RUNOFF,"$10,355.95 "
738801525,EXTREMITY ANGIO UNILATERAL,"$8,918.75 "
738801526,ANGIO EXTREMITY BILAT,"$13,378.15 "
738801529,ANGIO VISCERAL SELECT,"$17,215.80 "
738801532,ANGIO PELVIC SELECTIVE,"$17,215.80 "
738801536,ANGIO INTERNAL MAMMARY,"$10,355.95 "
738801537,ANGIO SELECTIVE VESSEL ADDL,"$3,531.70 "
738801542,VENOGRAM RENAL UNILATERAL,"$8,918.75 "
738801543,VENOGRAM RENAL BILATERAL,"$13,378.15 "
738801550,TRANSCATH EMBOLIZATION THERAPY S&I,"$7,391.90 "
738801552,ANGIO POST EMBOLIZATION,"$3,001.30 "
738801751,BLOOD GAS O2 SAT NO PULS,$268.15 
738802432,"I & D HEMATOMA,SEROMA OR FLUID","$5,425.05 "
738802433,VENTRIC PERM PACER INSRT/REPLACE W ELECTRODE,"$21,796.50 "
738802434,INSRT NEW/REPLACE PERM AV PACEMKR W ELECTRODE,"$21,796.50 "
738802435,TEMP SINGLE PACER INSERT/REPLACE,"$20,545.55 "
738802436,PACER GENERATOR CHANGE/SINGLE,"$17,029.85 "
738802437,PACER GENERATOR CHANGE/DUAL,"$17,029.85 "
738802438,PACEMAKER UPGRADE SGL TO DUAL,"$22,492.30 "
738802439,RA/RV LEAD REPOSITN PREV IMPLANT,"$10,355.95 "
738802440,INSERT SINGLE PACING LEAD,"$30,606.25 "
738802441,INSERT DUAL PACING LEADS,"$30,606.25 "
738802442,POCKET REVISN/RELOCTN-PACMAKER,"$6,263.60 "
738802443,POCKET RELOCATION IMPLANTABLE  DEFIB,"$6,263.60 "
738802444,LV LEAD INSERT PREV PM AND DEFIB,"$21,143.40 "
738802445,LEFT VENT LEAD INSERT OF IMPLANT DIFIB PMKR,"$16,493.95 "
738802446,LEFT VENT LEAD REPOSITION,"$10,355.95 "
738802447,PACEMAKER REMOVAL,"$14,864.65 "
738802448,SINGLE LEAD REMOVAL PACEMAKER,"$11,228.90 "
738802449,DUAL LEAD REMOVAL PACEMAKER,"$11,228.90 "
738802451,INSERT PULSE GEN WITH  SINGLE LEAD,"$26,680.95 "
738802452,REMOVAL ONLY IMPLANT DEFIB PULSE GEN,"$11,228.90 "
738802453,ICD LEAD EXTRACTION,"$11,228.90 "
738802455,IMPLANT/REPOS DEFIB  PULSE GEN W/LEADS SNG/DUAL,"$39,590.00 "
738802456,REVEAL MONITOR IMPLANT,"$30,606.25 "
738802457,REVEAL MONITOR EXPLANT,"$2,365.05 "
738802459,BALLOON PUMP INSERT,"$3,525.45 "
738802467,VASO BALLON DILITATION EA ADDL,$780.80 
738802470,SINUS/JUGULAR CATH VENOGRAM,"$10,355.95 "
738802491,PERC VALVULOPLASTYAORTIC VALVE,"$21,168.15 "
738802499,ENDOMYOCARDIAL BIOPSY,"$10,355.95 "
738802513,HEART FLOW RESERVE MEASUR,"$2,620.85 "
738802514,HEART FLOW RESERVE MEASURE ADDL,"$2,230.30 "
738802515,HIS BUNDLE,"$21,963.10 "
738802516,INTRA-ATRIAL RECORDING,"$21,963.10 "
738802517,RT VENTRICULAR RECORDING,"$3,802.90 "
738802518,MAPPING NOT 3-D,"$7,299.15 "
738802519,INTRA-ATRIAL PACING,"$21,963.10 "
738802520,3D MAPPING,"$10,499.30 "
738802521,ESOPHAGEAL RECORDING,"$3,802.90 "
738802522,ESOPHAGEAL PACING,"$3,802.90 "
738802523,COMP EP W/O ARRYTHMIA INDUCTN,"$11,181.80 "
738802524,COMP EP W/ARRYTHMIA INDUCTN,"$11,989.25 "
738802525,LA/CORON/SINUS W/EP,"$9,297.85 "
738802526,COMPLETE EP/LV,"$10,696.40 "
738802527,STIM AFTER DRUG,"$7,814.10 "
738802528,EP FOLLOW-UP STUDY,"$21,963.10 "
738802529,ICD LEADS/GEN EVALUATION,"$2,312.15 "
738802530,EP EVAL TRANSVENOUS ICD RE-CHECK,"$3,802.90 "
738802531,ATRIOVENTRIC NOTED ABLATION,"$21,963.10 "
738802535,INTRACARDIAC ULTRASOUND,"$10,833.20 "
738802538,ILIAC ANGIOGRAM,"$4,168.30 "
738802539,OMNIPAQUE 300-399 PER 50ML,$137.45 
738802874,REPAIR 1 PACE-DEFIB LEAD ONLY,"$4,688.10 "
738802875,REPAIR 2 PACE-DEFIB LEADS ONLY,"$4,688.10 "
738803147,INS VAD EC SGL V,"$8,657.20 "
738803148,REM VAD EC SGL V,"$8,657.20 "
738803149,CARDIOASSIST INTERNAL,$544.85 
738803258,INCIDET INSERT TEMP PACER,"$21,963.10 "
738803259,EVAL ICD LEADS,"$1,100.60 "
738803260,INTERNAL CARDIOVERSION,"$2,942.50 "
738803330,REVASC ILIAC INITIAL W/PTA UNILATERAL,"$21,168.15 "
738803331,REVASC ILIAC W/STENT/PTA UNILATERAL,"$42,783.90 "
738803332,REVASC ILIAC EA ADDED W/PTA UNILATERL,"$14,020.75 "
738803333,REVASC ILIAC EA ADD W/STENT/PTA UNILATERAL,"$14,020.75 "
738803334,REVASC FEM-POP W/PTA UNILATERAL,"$21,168.15 "
738803335,REVSC OPN/PRQ FEM/POP W/ATHRC/ANGIO SM VSL UNILAT,"$42,783.90 "
738803336,REVASC FEM-POP W/STENT PTA UNILATERAL,"$42,783.90 "
738803337,REVAS FEM-POP W/ATHER W STNT/PTA UNILATERAL,"$64,849.20 "
738803338,REVASC TIB-PERO INITIAL PTA,"$42,783.90 "
738803339,REVASC TIB PERO ARTHER PTA/INITIAL UNILATERAL,"$64,849.20 "
738803340,REVASC TIB PERO W/STENT PTA INIT UNILATERAL,"$64,849.20 "
738803341,REVASC TIB/PERO STNT ATHER UNILATERAL,"$64,849.20 "
738803342,REVASC TIB PER EA ADD W/PTA UNILATERAL,"$9,980.80 "
738803343,REVASC TIB/PER W/ATHR/PTA ADD UNILATERAL,"$9,980.80 "
738803344,REVASC TIB-PER ADD W/STENT/PTA UNILATERAL,"$13,817.40 "
738803345,REVAS TIB-PER ADD W/ST/PTA/ART UNILAT,"$13,817.40 "
738803346,RT HEART CATH W/O2 SAT,"$9,978.75 "
738803347,LT HEART CATH W/VGRAM,"$9,978.75 "
738803348,RT/LT HEART CATH W/LT VGRAM,"$9,978.75 "
738803349,CORONARY ANGIOS ONLY,"$9,978.75 "
738803350,CORONARIES BY-PASS GRAFT,"$9,978.75 "
738803351,CORONARIES AND RT HEART CATH,"$9,978.75 "
738803352,CORONARY/BYPASS GRATS RT HRT,"$9,978.75 "
738803353,LT HEART/CORONARY LVGRAM,"$9,978.75 "
738803354,LT HEART/CORONARY LV GRAM/GRFT,"$9,978.75 "
738803355,LT/RT HEART LV GRAM CORONARY,"$9,978.75 "
738803356,LT/RT HRT/CORONARY LVGRM/GFT,"$9,978.75 "
738803357,LT HEART CATH TRANSSEPTL PUNCT,"$1,508.15 "
738803358,DRUG ADMIN HEMODYNAMIC MEAS,$770.60 
738803359,EXERCISE W/HEMODYNAMIC MEAS,$497.45 
738803360,INJ CARDIAC CATH CONGNTL HEART,"$1,187.35 "
738803361,INJ CARDIAC CATH 1+ COR ARTER,"$1,187.35 "
738803362,INJ CARDIAC CATH LT VEN/ATRIAL,"$1,187.35 "
738803363,INJ CARDIAC CATH RT VEN/ATRIAL,"$1,187.35 "
738803364,INJ CARDIAC CATH SUPRVAL AORTG,"$1,187.35 "
738803365,INJ CARDIAC CATH PULM ANGIO,"$1,187.35 "
738803383,TRLUML PERIP ATHRC RENAL ART,"$42,783.90 "
738803384,TRLUML PERIP ATHRC VISCERAL,"$28,001.10 "
738803385,TRLUML PERIP ATHRC ABD AORTA,"$42,783.90 "
738803386,TRLUML PERIP ATHREC BRCHIOCPH,"$64,849.20 "
738803387,TRLUML PERIP ATHRC ILIAC ART,"$64,849.20 "
738804098,PLACE CAROTID ARTERY STENT INIT,"$18,333.15 "
738804250,RENAL ANGIOGRAPHY UNILATERAL,"$8,918.75 "
738804251,RENAL ANGIOGRAPHY BILATERAL,"$13,378.15 "
738804252,PARACENTESIS WITH IMAGING,"$3,070.00 "
738804253,IVC FILTER PLACEMENT,"$17,215.80 "
738804254,IVC FILTER REPOSITION,"$10,355.95 "
738804255,IVC FILTER REMOVAL,"$10,355.95 "
738804256,RENAL ANGIO UNILAT-SUPERSELECT,"$14,826.60 "
738804257,RENAL ANGIO BILATERAL-SUPERSELECT,"$22,239.95 "
738804291,INSERT PULSE GEN MULT LEADS,"$35,881.10 "
738804292,REMOVE&REPLACE PM GEN SINGL,"$20,013.90 "
738804293,REMV&REPLC PM GEN DUAL LEAD,"$24,029.35 "
738804294,REMV&REPLC PM GEN MULT LEADS,"$26,680.95 "
738804295,INSRT PULSE GEN W/DUAL LEADS,"$26,680.95 "
738804296,INSRT PULSE GEN W/MULT LEADS,"$39,590.00 "
738804298,REMOVE & REPL IMPLANT DEFIB PLS GEN SINGLE LEAD,"$34,584.40 "
738804299,REMOVE & REPLAC DEFIB PULSE GEN DUAL LEADS,"$34,584.40 "
738804300,REMOVE & REPLAC DEFIB PULSE GEN MULT LEADS,"$39,590.00 "
738804737,INDUCTION ARRYTH BY ELEC PACING,"$3,802.90 "
738805230,CATH AORTA ANGIO CERV/VERTEB/CEREB UNI OR BILAT,"$13,378.15 "
738805231,FIRST ORDER CATH CERV/CEREB CAROTID UNILAT,"$14,826.60 "
738805232,FIRST ORDER CATH CERVICAL CAROTID ANGIO UNILAT,"$8,918.75 "
738805233,FIRST ORDER CATH CERV CAROTID ANGIO BILAT,"$15,607.90 "
738805234,FIRST ORDER CERV/CEREB CAROTID ANGIO BILAT,"$22,239.95 "
738805235,INTERN CAROTID CATH W CERV/CEREB ANGIO UNILAT,"$14,826.60 "
738805236,INTERN CAROTID CATH W CERV/CEREB ANGIO BILAT,"$22,239.95 "
738805237,FIRST ORDER CATH W VERTEBRAL ANGIO UNILAT,"$8,918.75 "
738805238,FIRST ORDER CATH W VERTEBRAL ANGIO BILAT,"$13,378.15 "
738805239,VERTEBRAL CATH PLCMT ANGIO UNILAT,"$14,826.60 "
738805240,VERTEBRAL CATH PLCMNT ANGIO BILAT,"$22,239.95 "
738805241,EXTERN CAROTID CATH PLCMNT ANGIO UNILAT,"$3,584.35 "
738805242,EXTERNAL CAROTID CATH PLCMNT ANGIO BILAT,"$6,087.95 "
738805243,CATH PLCMNT EA ADDL INTRACRAN/VERT ANGIO-LIMIT 2,"$3,935.95 "
738805244,THROMBOLYSIS ARTERIAL INITIAL DAY,"$17,215.80 "
738805245,THROMBOLYSIS VENOUS INITIAL DAY,"$10,355.95 "
738805246,THROMBOLYSIS FOLLOW-UP ART/VEIN INCL CATH EXCH,"$3,001.30 "
738805247,THROMBOLYSIS CESSATION W CATH REMOVAL,"$3,001.30 "
738805248,REMOVAL INTRAVASC FOREIGN BODY,"$10,355.95 "
738805250,EP & ABLATE SUPRAVENT ARRYTH,"$43,870.00 "
738805251,EP & ABLATE VENTRICULAR TACHYCARDIA,"$43,870.00 "
738805252,ABLATE ARRYTHMIA ADD ON,"$11,167.35 "
738805253,TX ATRIAL FIB ABLATE PULM VEIN ISOL,"$61,980.60 "
738805254,TX LEFT/RIGHT ATRIAL FIB ADDL,"$13,896.55 "
738805255,PTCA CORONARY MAJOR ART OR BRANCH-LM,"$21,168.15 "
738805256,PTCA CORONARY MAJOR ART OR BRANCH-RI,"$21,168.15 "
738805257,PTCA CORONARY MAJOR ART OR BRANCH-LD,"$21,168.15 "
738805258,PTCA CORONARY MAJOR ART OR BRANCH-LC,"$21,168.15 "
738805259,PTCA CORONARY MAJOR ART OR BRANCH-RC,"$21,168.15 "
738805260,PTCA CORONARY EA ADDL BRANCH-LD,"$7,520.00 "
738805261,PTCA CORONARY EA ADDL BRANCH-LC,"$7,520.00 "
738805262,PTCA CORONARY EA ADDL BRANCH-RC,"$7,520.00 "
738805263,CORONARY ATHER MAJOR ART OR BRANCH-LM,"$35,299.30 "
738805264,CORONARY ATHER MAJOR ART OR BRANCH-RI,"$35,299.30 "
738805265,CORONARY ATHER MAJOR ART OR BRANCH-LD,"$35,299.30 "
738805266,CORONARY ATHER MAJOR ART OR BRANCH-LC,"$35,299.30 "
738805267,CORONARY THER MAJOR ART OR BRANCH-RC,"$35,299.30 "
738805268,CORONARY ATHERECT EA ADDL BRANCH-LD,"$15,128.90 "
738805269,CORONARY ATHER EA ADDL BRANCH-LC,"$15,128.90 "
738805270,CORONARY ATHER EA ADDL BRANCH-RC,"$15,128.90 "
738805271,DRUG-ELUTING STENT/PTCA MAJOR ART OR BRANCH-LM,"$35,299.30 "
738805272,DRUG-ELUTING STENT/PTCA MAJOR ART OR BRANCH-RI,"$35,299.30 "
738805273,DRUG-ELUTING STENT/PTCA MAJOR ART OR BRANCH-LD,"$35,299.30 "
738805274,DRUG-ELUTING STENT/PTCA MAJOR ART OR BRANCH-LC,"$35,299.30 "
738805275,DRUG-ELUTING STENT/PTCA MAJOR ART OR BRANCH-RC,"$35,299.30 "
738805276,DRUG-ELUTING STENT/PTCA EA ADDL ART OR BRANCH-LD,"$12,853.25 "
738805277,DRUG-ELUTING STENT/PTCA EA ADDL ART OR BRANCH-LC,"$12,853.25 "
738805278,DRUG-ELUTING STENT/PTCA EA ADDL ART OR BRANCH-RC,"$12,853.25 "
738805279,DRUG-ELUTING STENT/PTCA ATHERECT MAJ ART OR BRANCH-LM,"$64,849.20 "
738805280,DRUG-ELUTING STENT/PTCA ATHERECT MAJ ART OR BRANCH-RI,"$64,849.20 "
738805281,DRUG-ELUTING STENT/PTCA ATHERECT MAJ ART OR BRANCH-LD,"$64,849.20 "
738805282,DRUG-ELUTING STENT/PTCA ATHERECT MAJ ART OR BRANCH-LC,"$64,849.20 "
738805283,DRUG-ELUTING STENT/PTCA ATHERECT MAJ ART OR BRANCH-RC,"$64,849.20 "
738805284,DRUG-ELUTING STENT/PTCA ATHER EA ADDL ART OR BRANCH-LD,"$28,498.20 "
738805285,DRUG-ELUTING STENT/PTCA ATHER EA ADDL ART OR BRANCH-LC,"$28,498.20 "
738805286,DRUG-ELUTING STENT/PTCA ATHER EA ADDL ART OR BRANCH-RC,"$28,498.20 "
738805287,DRUG-ELUTING STENT REVASC BYPASS GRFT SNGL VESS-RI,"$42,783.90 "
738805288,DRUG-ELUTING STENT REVASC BYPASS GRFT SNGL VESS-LD,"$42,783.90 "
738805289,DRUG-ELUTING STENT REVASC BYPASS GRFT SNGL VESS-LC,"$42,783.90 "
738805290,DRUG-ELUTING STENT REVASC BYPASS GRFT SNGL VESS-RC,"$42,783.90 "
738805291,DRUG-ELUTING STENT REVASC BYPASS GRFT EA ADDL BRANCH-LD,"$42,636.85 "
738805292,DRUG-ELUTING STENT REVASC BYPASS GRFT EA ADDL BRANCH-LC,"$42,636.85 "
738805293,DRUG-ELUTING STENT REVASC BYPASS GRFT EA ADDL BRANCH-RC,"$42,636.85 "
738805294,DRUG-ELUTING STENT REVASC DURING ACUTE MI SNGL VESS-LM,"$42,783.90 "
738805295,DRUG-ELUTING STENT REVASC DURING ACUTE MI SNGL VESS-RI,"$42,783.90 "
738805296,DRUG-ELUTING STENT REVASC DURING ACUTE MI SNGL VESS-LD,"$42,783.90 "
738805297,DRUG-ELUTING STENT REVASC DURING ACUTE MI SNGL VESS-LC,"$42,783.90 "
738805298,DRUG-ELUTING STENT REVASC DURING ACUTE MI SNGL VESS-RC,"$42,783.90 "
738805299,DRUG-ELUTING STENT REVASC CHRONIC OCCL SNGL VESS-RI,"$42,783.90 "
738805300,DRUG-ELUTING STENT REVASC CHRONIC OCCL SNGL VESS-LD,"$42,783.90 "
738805301,DRUG-ELUTING STENT REVASC CHRONIC OCCL SNGL VESS-LC,"$42,783.90 "
738805302,DRUG-ELUTING STENT REVASC CHRONIC OCCL SNGL VESS-RC,"$42,783.90 "
738805303,DRUG-ELUTING STENT REVASC CHRONIC OCCL EA ADDL VESS-LD,"$28,498.20 "
738805304,DRUG-ELUTING STENT REVASC CHRONIC OCCL EA ADDL VESS-LC,"$28,498.20 "
738805305,DRUG-ELUTING STENT REVASC CHRONIC OCCL EA ADDL VESS-RC,"$28,498.20 "
738805316,PTCA W STENT MAJOR ART OR BRANCH-LM,"$35,299.30 "
738805317,PTCA W STENT MAJOR ART OR BRANCH-RI,"$35,299.30 "
738805318,PTCA W STENT MAJOR ART OR BRANCH-LD,"$35,299.30 "
738805319,PTCA W STENT MAJOR ART OR BRANCH-LC,"$35,299.30 "
738805320,PTCA W STENT MAJOR ART OR BRANCH-RC,"$35,299.30 "
738805321,PTCA W STENT EA ADDL ART OR BRANCH-LD,"$12,853.25 "
738805322,PTCA W STENT EA ADDL ART OR BRANCH-LC,"$12,853.25 "
738805323,PTCA W STENT EA ADDL ART OR BRANCH-RC,"$12,853.25 "
738805324,PTCA W STENT/ATHER MAJOR ART OR BRANCH-LM,"$64,849.20 "
738805325,PTCA W STENT/ATHER MAJOR ART OR BRANCH-RI,"$64,849.20 "
738805326,PTCA W STENT/ATHER MAJOR ART OR BRANCH-LD,"$64,849.20 "
738805327,PTCA W STENT/ATHER MAJOR ART OR BRANCH-LC,"$64,849.20 "
738805328,PTCA W STENT/ATHER MAJOR ART OR BRANCH-RC,"$64,849.20 "
738805329,PTCA W STENT/ATHER EA ADDL ART/BRANCH-LD,"$28,498.20 "
738805330,PTCA W STENT/ATHER EA ADDL ART/BRANCH-LC,"$28,498.20 "
738805331,PTCA W STENT/ATHER EA ADDL ART/BRANCH-RC,"$28,498.20 "
738805332,REVASC BYPASS GRAFT SINGLE VESSEL-RI,"$42,783.90 "
738805334,REVASC BYPASS GRAFT SINGLE VESSEL-LD,"$42,783.90 "
738805335,REVASC BYPASS GRAFT SINGLE VESSEL-LC,"$42,783.90 "
738805336,REVASC BYPASS GRAFT SINGLE VESSEL-RC,"$42,783.90 "
738805337,REVASC BYPASS GRAFT EA ADDL BRANCH-LD,"$42,636.85 "
738805338,REVASC BYPASS GRAFT EA ADDL BRANCH-LC,"$42,636.85 "
738805339,REVASC BYPASS GRAFT EA ADDL BRANCH-RC,"$42,636.85 "
738805340,REVASC DURING ACUTE MI SINGLE VESSEL-LM,"$42,783.90 "
738805341,REVASC DURING ACUTE MI SINGLE VESSEL-RI,"$42,783.90 "
738805342,REVASC DURING ACUTE MI SINGLE VESSEL-LD,"$42,783.90 "
738805343,REVASC DURING ACUTE MI SINGLE VESSEL-LC,"$42,783.90 "
738805344,REVASC DURING ACUTE MI SINGLE VESSEL-RC,"$42,783.90 "
738805345,REVASC CHRONIC OCCLUSION SINGL VESSEL-RI,"$42,783.90 "
738805346,REVASC CHRONIC OCCLUSION SINGL VESSEL-LD,"$42,783.90 "
738805347,REVASC CHRONIC OCCLUSION SINGL VESSEL-LC,"$42,783.90 "
738805348,REVASC CHRONIC OCCLUSION SINGL VESSEL-RC,"$42,783.90 "
738805349,REVASC CHRONIC EA ADDL ARTERY-LD,"$28,498.20 "
738805350,REVASC CHRONIC EA ADDL ARTERY-LC,"$28,498.20 "
738805370,REVASC BYPASS GRAFT SINGLE VESSEL-LM,"$42,783.90 "
738805371,DRUG-ELUTING STENT REVASC BYPASS GRFT SNGL VESS-LM,"$42,783.90 "
738805372,PERCUTANEOUS INSERT VAD ARTERY ACCESS,"$2,953.85 "
738805373,INSERT VAD ARTERY VENOUS ACCESS,"$3,940.00 "
738805374,REMOVAL PERCUTANEOUS VAD AT  DIFFERENT SESSION,"$3,356.40 "
738805375,REPOSITION PERCUTANEOUS VAD DIFF SESSION,"$1,824.80 "
738805806,VISCERAL DRAINAGE W IMAGING GUIDE,"$5,425.05 "
738805807,PERITON/RETROPERI DRAINAGE W IMAG,"$5,425.05 "
738805809,SOFT TISSUE DRAINAGE W GUIDANCE,"$2,365.05 "
738805810,ENDOVASC VISC AORTA 1 GRAFT,"$13,359.85 "
738805811,ENDOVASC VISC AORTA 2 GRAFT,"$13,359.85 "
738805812,ENDOVASC VISC AORTA 3 GRAFT,"$18,512.10 "
738805813,ENDOVASC VISC AORTA 4 GRAFT,"$23,663.95 "
738805814,VISC & INFRAREN ABD 1 PROSTH,"$13,359.85 "
738805815,VISC & INFRAREN ABD 2 PROSTH,"$20,855.75 "
738805816,VISC & INFRAREN ABD 3 PROSTH,"$18,512.10 "
738805817,VISC & INFRAREN ABD 4+ PROST,"$23,663.95 "
738805818,RETRO CAROTID STENT PLACE  OPEN INC PTA,"$17,150.30 "
738805819,STENT PLACEMT ARTERY W PTA INIT UNILATERAL,"$36,846.35 "
738805820,STENT PLACE ARTERY STENOSIS INC PTA EA ADD'L,"$16,561.10 "
738805821,STENT PLACEMT VEIN INC PTA 1ST VEIN UNILATERAL,"$36,846.35 "
738805822,STENT PLACEMT EA ADD VEIN INC PTA,"$7,772.75 "
738805823,VASC EMBOLIZE/OCCLUDE VENOUS,"$21,168.15 "
738805824,VASC EMBOLIZE/OCCLUDE ARTERY,"$21,168.15 "
738805825,VASC EMBOLIZE/OCCLUDE ORGAN,"$21,168.15 "
738805826,VASC EMBOLIZE/OCCLUDE BLEED,"$21,168.15 "
738805827,TRCATH REPLACE AORTIC VALVE,"$57,890.30 "
738805828,PERC TRANSCATH CLOSURE PDA,"$41,409.00 "
738805829,PERC TRANSCATH SEPTAL REDUX INCL PMKR,"$42,301.85 "
738806032,EXTREMITY VENOGRAM INJ BILATERAL,"$2,244.05 "
738806033,CATH PLCMNT 1ST ORDER VENOUS BILATERAL,"$2,535.80 "
738806034,CATH PLCMNT 2ND ORDER VENOUS BILATERAL,"$3,409.80 "
738806035,CATH PLCMNT SELECT PUL ARTERY BILATERAL,"$3,430.85 "
738806039,VENOUS MECH THROMBECTOMY W/INJ BILATERAL,"$25,823.75 "
738806040,VENOUS MECH THROMBEC REPEAT BILATERAL,"$15,533.95 "
738806042,REVASC ILIAC INITIAL W/PTA BILATERAL,"$21,168.15 "
