BarCdmID,Name,BillDescription,Amount,Category,CPT Modifier Code 1,CPT Modifier Code 2,CPT Multiplier,EffectiveDate,Expression 1,Expression 2,Expression 3,Expression 4,Expression 5,Expression 6,HCPCS Modifier Code 1,HCPCS Modifier Code 2,HCPCS Multiplier,MC Indicator,NDC,OD 1,OD 2,OD 3,OD 4,OD 5,OD 6,OD Value 1,OD Value 2,OD Value 3,OD Value 4,OD Value 5,OD Value 6,Override Expression 1,Override Expression 2,Override Expression 3,Override Expression 4,Override Expression 5,Override Expression 6,Professional GL Override
74101642,Cyproheptadine Hci 4Mg Tab,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,52817021010M,,,,,,,,,,,,,,,,,,,
74122632,Mepolizumab 100mg Vial,,8352.00,063x,,,,07/02/2018,,,,,,,,,100.00,N,00173088101,,,,,,,,,,,,,,,,,,,
74103130,Hydroxyurea 500Mg Cap,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,68084028401A,,,,,,,,,,,,,,,,,,,
74121111,Visipaque 320Mg/Ml 200 Ml Bot,,700.00,063x,,,,07/02/2018,,,,,,,,,200.00,N,00407222317D,,,,,,,,,,,,,,,,,,,
74103346,Venlafaxine Hcl 25Mg Tab,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,57664039288M,,,,,,,,,,,,,,,,,,,
74118559,Midazolam 5Mg/Ml 1Ml Inj,,56.00,063x,,,,07/02/2018,,,,,,,,,5.00,N,00641606125A,,,,,,,,,,,,,,,,,,,
74122451,Dapagliflozin 5 mg tablet,,56.00,063x,,,,07/02/2018,,,,,,,,,,N,00310620530,,,,,,,,,,,,,,,,,,,
74101390,Citrate Magnesia 345 Ml,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,37205036238A,,,,,,,,,,,,,,,,,,,
74109047,Enoxaparin 30Mg/0.3Ml Syr,,56.00,063x,,,,07/02/2018,,,,,,,,,3.00,N,00075062430,,,,,,,,,,,,,,,,,,,
74121140,Trypsin W/Castor Oil&Peruv Oin,,222.00,063x,,,,07/02/2018,,,,,,,,,,N,00064390060A,,,,,,,,,,,,,,,,,,,
74103811,Lanolin 30Gm Cr,,8.00,027x,,,,07/02/2018,,,,,,,,,,N,54162059501,,,,,,,,,,,,,,,,,,,
74118248,Promethazine + Codine 5Ml,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,00603158558A,,,,,,,,,,,,,,,,,,,
74118800,Dipyridamole 5 Mg/Ml 2Ml Inj,,108.00,063x,,,,07/02/2018,,,,,,,,,,N,55390055510A,,,,,,,,,,,,,,,,,,,
74120449,Indocyanine Green 25Mg Inj,,339.00,025x,,,,07/02/2018,,,,,,,,,,N,17478070102M,,,,,,,,,,,,,,,,,,,
74120194,Flomax (Tamsulosin) 0.4Mg Cap,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,00904640161M,,,,,,,,,,,,,,,,,,,
74107567,Zanosar/1Gm/Vial,,1397.00,063x,,,,07/02/2018,,,,,,,,,,N,00703463601,,,,,,,,,,,,,,,,,,,
74118143,Aquaphor 454 Gm,,61.00,063x,,,,07/02/2018,,,,,,,,,,N,72140063608A,,,,,,,,,,,,,,,,,,,
74122273,Ambrisentan (Letairis) 5Mg Tab,,1234.00,063x,,,,07/02/2018,,,,,,,,,,N,61958080101A,,,,,,,,,,,,,,,,,,,
74121318,Temsirolimus 25Mg Vial,,6736.00,063x,,,,07/02/2018,,,,,,,,,25.00,N,00008117901,,,,,,,,,,,,,,,,,,,
74121209,Vitamin E 1000 Intntunits Cap,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,00904027760,,,,,,,,,,,,,,,,,,,
74120821,Niacinamide 500 Mg Tablet,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,00904420260,,,,,,,,,,,,,,,,,,,
74103766,Clonazepam 1Mg Tab,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,51079088220,,,,,,,,,,,,,,,,,,,
74104894,Ciprofloxacin 0.3% Op Sol 5Ml,,56.00,025x,,,,07/02/2018,,,,,,,,,,N,61314065605A,,,,,,,,,,,,,,,,,,,
74102911,Glipizide 5Mg Tab,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,51079081020,,,,,,,,,,,,,,,,,,,
74122003,Prednisolone 10Mg Odt Tablet,,46.00,063x,,,,07/02/2018,,,,,,,,,,N,00378471022A,,,,,,,,,,,,,,,,,,,
74120944,Alfuzosin Hcl 10 Mg Tablet,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,69097084407M,,,,,,,,,,,,,,,,,,,
74103610,Bismuth Subsalicylate Liq 30Ml,Bismuth Subsalucylate Liq 30Ml,6.00,063x,,,,07/02/2018,,,,,,,,,,N,00904131309A,,,,,,,,,,,,,,,,,,,
74102017,Acetazolamide 500Mg Injection,,86.00,063x,,,,07/02/2018,,,,,,,,,,N,39822019001A,,,,,,,,,,,,,,,,,,,
74120365,Uniphyl 600 Mg Tablet,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,42858070201,,,,,,,,,,,,,,,,,,,
74108398,Insta-Glucose Tube,,10.00,063x,,,,07/02/2018,,,,,,,,,,N,00574006930A,,,,,,,,,,,,,,,,,,,
74101306,Chlordiazepexide 10Mg Cap,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,51079037520,,,,,,,,,,,,,,,,,,,
74122580,Blephamide eye oint 3.5gm tube,Blephamide eye oint 3.5gm tube,482.00,063x,,,,07/02/2018,,,,,,,,,,N,00023031304,,,,,,,,,,,,,,,,,,,
74122042,Iloprost 10 Mcg/Ml Neb Soln,,495.00,025x,,,,07/02/2018,,,,,,,,,,N,66215030200,,,,,,,,,,,,,,,,,,,
74109840,D5W/Rl/Kcl 20Meq 1000Ml,,56.00,025x,,,,07/02/2018,,,,,,,,,,N,00338081104,,,,,,,,,,,,,,,,,,,
74107612,Acyclovir 5% Oint 15Gm,,1276.00,063x,,,,07/02/2018,,,,,,,,,,N,00378870006,,,,,,,,,,,,,,,,,,,
74122543,DIGOXIN 100MCG/ML NEONATE INJ,,310.00,063x,,,,07/02/2018,,,,,,,,,,N,70515026210,,,,,,,,,,,,,,,,,,,
74122504,DICLEGIS DR Tablet,,25.00,063x,,,,07/02/2018,,,,,,,,,,N,55494010010,,,,,,,,,,,,,,,,,,,
74108684,Lithium Carbonate 300Mg Cap,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,00054852825,,,,,,,,,,,,,,,,,,,
74121034,Olanzapine/Fluoxeti 6/25Mg Cap,,56.00,063x,,,,07/02/2018,,,,,,,,,,N,00002323130,,,,,,,,,,,,,,,,,,,
74104204,Maxitrol Ophth Sol 5Ml,,56.00,025x,,,,07/02/2018,,,,,,,,,,N,24208083060A,,,,,,,,,,,,,,,,,,,
74105989,Rifampin 300Mg Cap,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,00904528261M,,,,,,,,,,,,,,,,,,,
74109750,Opium Tincture 0.5Ml Chg,,8.00,063x,,,,07/02/2018,,,,,,,,,,N,62559015304B,,,,,,,,,,,,,,,,,,,
74101852,Venlafazine Hcl 37.5Mg Tab,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,51079048020,,,,,,,,,,,,,,,,,,,
74100103,Doxorubicin-Pfs 10Mg Vial,,22.00,063x,,,,07/02/2018,,,,,,,,,,N,63323088330A,,,,,,,,,,,,,,,,,,,
74105666,Prednisone 10Mg Tab,"Prednisone 10Mg Tab, IR/DR",6.00,063x,,,,07/02/2018,,,,,,,,,10.00,N,00054001720M,,,,,,,,,,,,,,,,,,,
74100330,Stavudine 40Mg Cap,,31.00,063x,,,,07/02/2018,,,,,,,,,,N,00003196701,,,,,,,,,,,,,,,,,,,
74122837,Venetoclax 10mg Tab (Chemo),,37.00,063x,,,,05/01/2018,,,,,,,,,,N,00074056114,,,,,,,,,,,,,,,,,,,
74101672,D.H.E.45/1Mg/1Ml/Amp,,499.00,063x,,,,07/02/2018,,,,,,,,,,N,00574085010M,,,,,,,,,,,,,,,,,,,
74102842,Gaviscon Liquid 360Ml,,24.00,063x,,,,07/02/2018,,,,,,,,,,N,00135009441A,,,,,,,,,,,,,,,,,,,
74107637,Fluconazole 100Mg Tab,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,00904650061A,,,,,,,,,,,,,,,,,,,
74100412,Succinylcholine Cl 20Mg/Ml 10M,,56.00,063x,,,,07/02/2018,,,,,,,,,10.00,N,00409662902M,,,,,,,,,,,,,,,,,,,
74120282,Lepirudin (Rdna) 50 Mg Vial,,2153.00,063x,,,,07/02/2018,,,,,,,,,,N,50419015057,,,,,,,,,,,,,,,,,,,
74121338,Retapamulin 1% Oint 15 Gm Tube,,952.00,063x,,,,07/02/2018,,,,,,,,,,N,16110051815,,,,,,,,,,,,,,,,,,,
74121352,Stalevo 200 Tablet,,29.00,063x,,,,07/02/2018,,,,,,,,,,N,00781566901M,,,,,,,,,,,,,,,,,,,
74120682,Morphine Sulfate 15 Mg Ir Tab,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,00054023524,,,,,,,,,,,,,,,,,,,
74121203,Methylprednisolone 2000Mg Inj,,308.00,063x,,,,07/02/2018,,,,,,,,,16.00,N,00009079601,,,,,,,,,,,,,,,,,,,
74120009,Gemzar (Gemcitabine) 1Gm/50Ml,,92.00,063x,,,,07/02/2018,,,,,,,,,5.00,N,00409018101M,,,,,,,,,,,,,,,,,,,
74100856,Betamethasone Val 0.1% Cr 15Gm,,46.00,063x,,,,07/02/2018,,,,,,,,,,N,00168004015M,,,,,,,,,,,,,,,,,,,
74104336,Pyridostigmine Br Sr 180Mg,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,00115140408M,,,,,,,,,,,,,,,,,,,
74121063,"Hyaluronidase,Ovine200UnitsInj",,298.00,063x,,,,07/02/2018,,,,,,,,,,N,24208000202,,,,,,,,,,,,,,,,,,,
74122466,Mometasone 0.1%cream 45gm tube,,40.00,063x,,,,07/02/2018,,,,,,,,,,N,45802025742A,,,,,,,,,,,,,,,,,,,
74104072,Flanders Oint 60Gm,,23.00,063x,,,,07/02/2018,,,,,,,,,,N,54323021502,,,,,,,,,,,,,,,,,,,
74120844,Cefotaxime 95Mg/1Ml Syringe,,56.00,025x,,,,07/02/2018,,,,,,,,,,N,00143993125M,,,,,,,,,,,,,,,,,,,
74122143,Trastuzumab 21 Mg/1 Ml Inj,,847.00,063x,,,,07/02/2018,,,,,,,,,2.00,N,50242013468M,,,,,,,,,,,,,,,,,,,
74122484,Rifaximin 200mg/10ml Oral Susp,,70.00,063x,,,,07/02/2018,,,,,,,,,,N,65649030103A,,,,,,,,,,,,,,,,,,,
74105662,Prednisone 1Mg Tab,"Prednisone 1Mg Tab, IR/DR",6.00,063x,,,,07/02/2018,,,,,,,,,,N,00054873925M,,,,,,,,,,,,,,,,,,,
74120231,Sevoflurane 250 Ml Bottle,,1176.00,025x,,,,07/02/2018,,,,,,,,,,N,00074445604,,,,,,,,,,,,,,,,,,,
74104438,Mexitiletine Hcl 150Mg Cap,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,00093873901,,,,,,,,,,,,,,,,,,,
74100793,Dicyclomine 10Mg.Ml 2Ml Inj,,194.00,063x,,,,07/02/2018,,,,,,,,,,N,58914008052M,,,,,,,,,,,,,,,,,,,
74120575,Levofloxacin 750Mg/150Ml Pm,,56.00,063x,,,,07/02/2018,,,,,,,,,3.00,N,25021013268A,,,,,,,,,,,,,,,,,,,
74110036,Evacuated Bottle 1000 Ml,,138.00,027x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
74122588,Fluocinolone 0.01% 60ml soln,Fluocinolone 0.01% 60ml soln,304.00,063x,,,,07/02/2018,,,,,,,,,,N,52565001259,,,,,,,,,,,,,,,,,,,
74102128,Dimenhydrinate 50Mg/Ml Inj,,56.00,025x,,,,07/02/2018,,,,,,,,,,N,63323036601,,,,,,,,,,,,,,,,,,,
74120146,Carvediol 6.25Mg Tab,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,51079093020A,,,,,,,,,,,,,,,,,,,
74105683,Estrogen Conjugated 0.625Mgtab,,21.00,063x,,,,07/02/2018,,,,,,,,,,N,00046110281,,,,,,,,,,,,,,,,,,,
74101807,Depakene/250Mg/1Cap,,19.00,063x,,,,07/02/2018,,,,,,,,,,N,00074568113A,,,,,,,,,,,,,,,,,,,
74108023,Uniphyl 400Mg Tablet,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,42858070101A,,,,,,,,,,,,,,,,,,,
74121337,Insulin Detemir 300 U/3Ml INJ,,136.00,063x,,,,07/02/2018,,,,,,,,,60.00,N,00169643810A,,,,,,,,,,,,,,,,,,,
74101348,Chlorthalidone 25Mg Tab,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,51079005820,,,,,,,,,,,,,,,,,,,
74122852,Rabies ImmuneGlob1500Unit/5Ml,RABIES IMMUNGLOB HT INJ,10284.00,063x,,,10.00,07/02/2018,,,,,,,,,,N,13533031805M,,,,,,,,,,,,,,,,,,,
74118540,Navelbine 10Mg/Ml Inj,,43.00,063x,,,,07/02/2018,,,,,,,,,,N,64370053202M,,,,,,,,,,,,,,,,,,,
74122180,Sunitinib Maleate 25 Mg Capsul,,1330.00,063x,,,,07/02/2018,,,,,,,,,,N,00069077038,,,,,,,,,,,,,,,,,,,
74121476,Prasugrel 10 Mg Tablet,,56.00,025x,,,,07/02/2018,,,,,,,,,,N,00002512330A,,,,,,,,,,,,,,,,,,,
74108567,Octreotide Aceta 0.05Mg/Ml INJ,,56.00,063x,,,,07/02/2018,,,,,,,,,2.00,N,67457023901A,,,,,,,,,,,,,,,,,,,
74120720,Factor 7   1000Mcg,,7152.00,063x,,,,07/02/2018,,,,,,,,,1000.00,N,00169720101,,,,,,,,,,,,,,,,,,,
74122061,Pravastatin 40 Mg Tab,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,51079078220A,,,,,,,,,,,,,,,,,,,
74120469,Lymphazurin 50mg/5 Ml 1%% Vial,,2800.00,063x,,,,07/02/2018,,,,,,,,,50.00,N,67457022005M,,,,,,,,,,,,,,,,,,,
74103382,Cromolyn Sodium Inh 8.1Gm,,235.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
74122506,OXYBUTYNIN syrup 5mg/5ml oral,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,60432009216A,,,,,,,,,,,,,,,,,,,
74120930,Pramipexole 1Mg Tablet,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,68382019916M,,,,,,,,,,,,,,,,,,,
74120804,Antithymocute Globulin 250Mg,ANTITHYMOCYT GLOB EQUINE 250MG,6932.00,063x,,,,07/02/2018,,,,,,,,,10.00,N,00009722402,,,,,,,,,,,,,,,,,,,
74120164,Depo-Medrol 80Mg/1Cc Vial,,56.00,063x,,,,07/02/2018,,,,,,,,,,N,00009347501M,,,,,,,,,,,,,,,,,,,
74122605,Breo Ellipta 200/25mcg 14 dose,,262.00,063x,,,,07/02/2018,,,,,,,,,,N,00173088214A,,,,,,,,,,,,,,,,,,,
74108544,Tobra-Dex Ophth Oint 3.5Gm,,861.00,025x,,,,07/02/2018,,,,,,,,,,N,00065064835M,,,,,,,,,,,,,,,,,,,
74122875,Polymyxin B 500000 Unit/Ns 5Ml,,56.00,025x,,,,10/15/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
74104372,Methotrexate 2.5Mg Tab,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,67253032010A,,,,,,,,,,,,,,,,,,,
74122190,Rivaroxaban 15 Mg Tablet,,56.00,063x,,,,07/02/2018,,,,,,,,,,N,50458057810A,,,,,,,,,,,,,,,,,,,
74107048,Amitrip/Perphenazine 2-25 Tab,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,00378044201,,,,,,,,,,,,,,,,,,,
74101402,Clindamycin 150Mg Cap,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,63739005910A,,,,,,,,,,,,,,,,,,,
74120347,Idarubicin Hcl 5 Mg Vial,,176.00,063x,,,,07/02/2018,,,,,,,,,,N,00013257691M,,,,,,,,,,,,,,,,,,,
74107118,Levothyroxine Sod 0.125Mg Tab,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,51079044320A,,,,,,,,,,,,,,,,,,,
74118546,Mometasone Fur 0.1% Oint 15Gm,,12.00,063x,,,,07/02/2018,,,,,,,,,,N,00168027115A,,,,,,,,,,,,,,,,,,,
74101133,Nicardine 20Mg Cap,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,42806050109A,,,,,,,,,,,,,,,,,,,
74105071,Desipramine 25Mg 1Tab,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,23155057901M,,,,,,,,,,,,,,,,,,,
74106139,Tobramycin 1.2Gm Vial,,667.00,063x,,,,07/02/2018,,,,,,,,,,N,39822041206A,,,,,,,,,,,,,,,,,,,
74121321,Fenofibrate 134Mg Capsule,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,00115052201,,,,,,,,,,,,,,,,,,,
74101876,Dexamethasone 4Mg/Ml Inj,,56.00,063x,,,,07/02/2018,,,,,,,,,5.00,N,63323016501M,,,,,,,,,,,,,,,,,,,
74122148,Rivaroxaban 10 Mg Tablet,,56.00,063x,,,,07/02/2018,,,,,,,,,,N,50458058010,,,,,,,,,,,,,,,,,,,
74120716,FactorIX Recomb1iU Benefix Inj,Factor IX Recombinant BENEFIX,6.00,063x,,,,07/02/2018,,,,,,,,,,N,58394063503A,,,,,,,,,,,,,,,,,,,
74120609,Fexfenadine+Pseudoephr 60Mg,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,41167431006,,,,,,,,,,,,,,,,,,,
74103928,Chlordiazepoxide/Clidinum Cap,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,76439030210A,,,,,,,,,,,,,,,,,,,
74106529,Amantadine 100Mg Cap,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,00591493001A,,,,,,,,,,,,,,,,,,,
74120274,Migranal Nasal Spry 4Mg/Ml Amp,,1686.00,025x,,,,07/02/2018,,,,,,,,,,N,00187024503,,,,,,,,,,,,,,,,,,,
74103028,Heparin 25:000 Units/D5W 500Ml,INJ HEPARIN SODIUM,56.00,063x,,,,07/02/2018,,,,,,,,,25.00,N,00409765103A,,,,,,,,,,,,,,,,,,,
74120583,Clarithromycin Xl 500Mg Tab,,15.00,063x,,,,07/02/2018,,,,,,,,,,N,00591280560A,,,,,,,,,,,,,,,,,,,
74101030,Calamine Lotion 120Ml,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,00904253321A,,,,,,,,,,,,,,,,,,,
74109818,Phenylephrine 2.5% Ophth Sol3M,,56.00,025x,,,,07/02/2018,,,,,,,,,,N,42702010215C,,,,,,,,,,,,,,,,,,,
74122164,Isovue 300 Mg/Ml 50 Ml Vial,,56.00,063x,,,,07/02/2018,,,,,,,,,50.00,N,00270131530,,,,,,,,,,,,,,,,,,,
74120170,Coly-Mycin M(Colist)150Mg Vial,Colistimethate,112.00,063x,,,,07/02/2018,,,,,,,,,,N,63323039306A,,,,,,,,,,,,,,,,,,,
74122232,Rotigotine 1 Mg/24 Hr Patch,,83.00,063x,,,,07/02/2018,,,,,,,,,,N,50474080103,,,,,,,,,,,,,,,,,,,
74121470,Quetiapine Xr 300 Mg Tbsa,,85.00,063x,,,,07/02/2018,,,,,,,,,,N,68180061507M,,,,,,,,,,,,,,,,,,,
74120993,Cyclosporin Sol 100Mg/Ml 50Ml,,1738.00,063x,,,,07/02/2018,,,,,,,,,50.00,N,00078027422,,,,,,,,,,,,,,,,,,,
74120875,Oxazepam 15 Mg Tablet,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,00781281001A,,,,,,,,,,,,,,,,,,,
74118571,Meperidine 10Mg/Ml 5Ml,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,00054354563,,,,,,,,,,,,,,,,,,,
74120928,Aripiprazole 15Mg Tab,,6.00,063x,,,,10/01/2018,,,,,,,,,,N,65162089903A,,,,,,,,,,,,,,,,,,,
74121394,Fondaparinux Na 5 Mg/0.4 Ml,,381.00,063x,,,,07/02/2018,,,,,,,,,10.00,N,67457058304A,,,,,,,,,,,,,,,,,,,
74122169,Gadobenate Dim(Multihance)20Ml,,420.00,063x,,,,07/02/2018,,,,,,,,,20.00,N,00270516415M,,,,,,,,,,,,,,,,,,,
74120140,Vistide 375Mg/5Ml Vial,,2713.00,063x,,,,07/02/2018,,,,,,,,,,N,23155021631A,,,,,,,,,,,,,,,,,,,
74108876,Cyanocobalamin 500Mcg Tab,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,00536355101,,,,,,,,,,,,,,,,,,,
74122290,Daunorubicin 20Mg/4Ml Vial,,537.00,063x,,,,07/02/2018,,,,,,,,,2.00,N,00703523313M,,,,,,,,,,,,,,,,,,,
74122574,Palbociclib(Ibrance) 125mg cap,Palbociclib(Ibrance) 125mg Orl,2088.00,063x,,,,07/02/2018,,,,,,,,,,N,00069018921,,,,,,,,,,,,,,,,,,,
74120857,Brimodine 0.15% 0.5Ml Op Syrin,,53.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
74120810,Temozolomide 100Mg Capsule,,238.00,063x,,,,07/02/2018,,,,,,,,,20.00,N,00093760157A,,,,,,,,,,,,,,,,,,,
74103907,Norepinephrine 1Mg/1Ml Inj 4Ml,,56.00,025x,,,,07/02/2018,,,,,,,,,,N,00409337504M,,,,,,,,,,,,,,,,,,,
74120373,Ropinirole 2 Mg Tablet,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,43547027110A,,,,,,,,,,,,,,,,,,,
74121189,Isradipine Er 5 Mg Tablet,,10.00,063x,,,,07/02/2018,,,,,,,,,,N,00173078401,,,,,,,,,,,,,,,,,,,
74122465,Saliva stimulant oral spray,,18.00,063x,,,,07/02/2018,,,,,,,,,,N,48582000155A,,,,,,,,,,,,,,,,,,,
74105899,Quinidine/80Mg/10Cc/Vial,,56.00,025x,,,,07/02/2018,,,,,,,,,,N,00002140701,,,,,,,,,,,,,,,,,,,
74104735,Naprosyn 250Mg Tab,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,68462018801A,,,,,,,,,,,,,,,,,,,
74120517,Bupivacaine 0.75% W/Dex 2Mlamp,,56.00,025x,,,,07/02/2018,,,,,,,,,,N,00409176102A,,,,,,,,,,,,,,,,,,,
74118634,Lidocaine Viscous 2% 100Ml,,13.00,063x,,,,07/02/2018,,,,,,,,,,N,99999999998M,,,,,,,,,,,,,,,,,,,
74102701,Fleet Enema Disp 133Ml,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,00536741551A,,,,,,,,,,,,,,,,,,,
74122211,Rivaroxaban 20 Mg Tab,,56.00,063x,,,,07/02/2018,,,,,,,,,,N,50458057910,,,,,,,,,,,,,,,,,,,
74101156,Caster Oil Flavored 30Cc,,12.00,063x,,,,07/02/2018,,,,,,,,,,N,37205002430A,,,,,,,,,,,,,,,,,,,
74120545,Leuprolide Acet 30Mg 4 Mo (Im),LEUPROLIDE ACET DEPOT 30MG/4MO,17339.00,063x,,,,07/02/2018,,,,,,,,,4.00,N,00074368303M,,,,,,,,,,,,,,,,,,,
74122085,Hydrocodone 5Mg/Apap 325Mg Tab,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,00406012362A,,,,,,,,,,,,,,,,,,,
74121489,Cocaine 4% 4 Ml Solution,,678.00,025x,,,,07/02/2018,,,,,,,,,,N,00527172874,,,,,,,,,,,,,,,,,,,
74100296,Rabies Vaccine 1 Dose,,1289.00,063x,,,,07/02/2018,,,,,,,,,,N,49281025051M,,,,,,,,,,,,,,,,,,,
74109580,Dextrose 5% 100 Ml Add,,56.00,025x,,,,07/02/2018,,,,,,,,,,N,00409710067,,,,,,,,,,,,,,,,,,,
74121459,Remifentanil Hcl 2Mg Injection,,490.00,025x,,,,07/02/2018,,,,,,,,,,N,67457019805,,,,,,,,,,,,,,,,,,,
74108858,Paclitaxel 30Mg/5Ml Vial,,56.00,063x,,,,07/02/2018,,,,,,,,,30.00,N,45963061359A,,,,,,,,,,,,,,,,,,,
74104768,Oxycodone 5Mg Tab,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,00406055262A,,,,,,,,,,,,,,,,,,,
74120371,Acarbose 25 Mg Tablet,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,47781034001A,,,,,,,,,,,,,,,,,,,
74121137,Glycerin U.S.P. 20Ml Bottle,Glycerni U.S.P. 20Ml Bottle,6.00,063x,,,,07/02/2018,,,,,,,,,,N,37205001130A,,,,,,,,,,,,,,,,,,,
74122019,Nicardipine/Ns 40 Mg/200Ml Iv,,760.00,025x,,,,07/02/2018,,,,,,,,,,N,10122032510A,,,,,,,,,,,,,,,,,,,
74122111,Bupivacaine 0.5% On-Q 100Ml,,268.00,025x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
74106397,Sorbitol 70% 60Ml Liq,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,46287050001,,,,,,,,,,,,,,,,,,,
74118157,Taxotere (Docetraxl) 20Mg Inj,,221.00,063x,,,,07/02/2018,,,,,,,,,20.00,N,00075800301A,,,,,,,,,,,,,,,,,,,
74122547,Amikacin 1mg/ml opth Inj,,56.00,063x,,,,07/02/2018,,,,,,,,,,N,63323081502M,,,,,,,,,,,,,,,,,,,
74120856,Pentobarbital 1000Mg/20Ml Vial,,4320.00,063x,,,,07/02/2018,,,,,,,,,20.00,N,76478050120A,,,,,,,,,,,,,,,,,,,
74106787,Thiamine 100Mg/Ml 2Ml Inj,,56.00,063x,,,,07/02/2018,,,,,,,,,2.00,N,63323001302,,,,,,,,,,,,,,,,,,,
74122856,Linaclotide 72 Mcg Capsule,,49.00,063x,,,,07/02/2018,,,,,,,,,,N,00456120330,,,,,,,,,,,,,,,,,,,
74103718,Triamcinolone Lotion 0.1% 60,,131.00,063x,,,,07/02/2018,,,,,,,,,,N,60432056160,,,,,,,,,,,,,,,,,,,
74118264,Questran Light Packet,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,49884046665A,,,,,,,,,,,,,,,,,,,
74122650,Dopamine 400Mg Inj D5W 250Ml,Dopamine 400mg Inj,56.00,063x,,,,07/02/2018,,,,,,,,,10.00,N,00409780922,,,,,,,,,,,,,,,,,,,
74122573,Epinephrine-LidocainePFSF 2ml,,81.00,063x,,,,07/02/2018,,,,,,,,,,N,54288010310B,,,,,,,,,,,,,,,,,,,
74120071,Ritonavir 100Mg Cap,,56.00,063x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
74121051,Nitazoxanide 500 Mg Tablet,,322.00,063x,,,,07/02/2018,,,,,,,,,,N,67546011114M,,,,,,,,,,,,,,,,,,,
74121465,Dizoxide Oral 50 Mg/Ml Dose,,38.00,063x,,,,07/02/2018,,,,,,,,,,N,00575620030,,,,,,,,,,,,,,,,,,,
74104027,Metoprolol Tartrate 50Mg Tab,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,00904634161A,,,,,,,,,,,,,,,,,,,
74121023,Enfuvirtide 90 Mg Vial,,180.00,063x,,,,07/02/2018,,,,,,,,,90.00,N,00004038140A,,,,,,,,,,,,,,,,,,,
74108831,Amlodipine 5Mg Tab,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,00904637061A,,,,,,,,,,,,,,,,,,,
74104492,Prazosin 1Mg Cap,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,00378110101A,,,,,,,,,,,,,,,,,,,
74105572,Hydroxychloroquine 200Mg Tab,,6.00,063x,,,,07/02/2018,,,,,,,,,,N,68084026901A,,,,,,,,,,,,,,,,,,,
