HC MRI FETAL EA ADDL GESTATION," 1,391.75 ",
HC RAD EXAM SURGICAL SPECMEN, 164.60 ,
HC EMG W/WO PARA 3 EXT, 550.00 ,
HC EMG W/WO PARA 4 EXT, 575.00 ,
HC EMG THORACIC PARASPNL, 425.00 ,
HC EMG EXT LTD OR NON-PARASPIN/CN, 425.00 ,
HC EMG SINGLE FIBER-JITTER, 425.00 ,
HC EMG GUIDE FOR CHEMODENERV, 425.00 ,
HC ISCHEMIC LIMB EXERCISE, 391.60 ,
HC BLINK REFLEX TESTING, 314.55 ,
HC NEUROMUSC JUNCT TST EA, 74.50 ,
HC HLA I LOW RESOLUTION ONE ANTIGEN EQUIVALENT EACH, 225.00 ,
"HC CLOTTING; FACTOR VIII (AHG), 1-STAGE", 494.88 ,
HC FACTOR INHIBITOR TEST, 347.75 ,
HC MP LEV 8-FACTOR VIII SEQUENCE ANALYSIS," 1,687.50 ",
HC CSTB FULL GENE SEQUENCE-ECP, 97.33 ,
HC MP LEV 8-SEVERE CONG NEUTROPENIA SEQ PANEL, 210.35 ,
HC PTEN DEL/DUP-AUT/ID, 44.22 ,
HC HPA-1 GENOTYPING-NAIT 05, 77.40 ,
HC HPA-1 GENOTYPING-NAIT 06, 77.40 ,
HC HPA-1 GENOTYPING-NAIT 07, 77.40 ,
HC HPA-1 GENOTYPING-NAIT 08, 77.40 ,
HC HPA-1 GENOTYPING-NAIT 09, 77.40 ,
HC HPA-1 GENOTYPING-NAIT 10, 77.40 ,
HC HPA-1 GENOTYPING-NAIT 11, 77.40 ,
HC HPA-1 GENOTYPING-NAIT 12, 77.40 ,
HC ANTIBODY ID; PLATELET ANTIBODIES-NAIT, 11.31 ,
"HC MANUAL CELL COUNT, EACH- PLEXIMMUNE", 11.53 ,
"HC CRYOPRESERVATION, STORAGE, EA-PLEXIMMUNE", 26.27 ,
HC FROZEN CELL PREPARATION-PLEXIMMUNE, 24.99 ,
HC TISSUE CULTURE FOR NON-NEO-PLEXIMMUNE, 321.62 ,
HC CELLULAR FUNCTION ASSAY-PLEXIMMUNE, 240.89 ,
"HC HLA TYPING; LYMPHOCYTE CULTURE, MIXED-PLEXIMMUNE", 65.35 ,
HC ALLERGEN SPEC IGE RECOMBINANT/PURIFIED COMPNT EA, 50.00 ,
HC CREATININE; BLOOD, 9.60 ,
HC MP LEV 6-HTT (ACVRL1 AND ENG) SEQ AND DEL/DUP, 434.57 ,
HC MP LEV 7-HTT (ACVRL1 AND ENG) SEQ AND DEL/DUP," 1,343.03 ",
HC UNLIST MP-HTT (ACVRL1 AND ENG) SEQ AND DEL/DUP, 0.89 ,
HC INTRVL UNLISTED PROCEDURE-VAGINOSTOMY TUBE PLACEMENT," 1,531.45 ",
"HC INTRVL EXCHANGE BILIARY DRAIN CATH,PERC, W/IMG & RAD S&I", 683.15 ,
HC INTRVL ASPIRATION BLADDER W/INSERTION SUPRAPUBIC CATH, 259.15 ,
HC CL 1 DAY ACUVUE MOIST 90 PK, 113.85 ,
"HC EVAL FNA SMEAR TO DETERMINE ADEQUACY, EA ADD EVAL", 105.40 ,
HC CYP2C19 GENE ANALYSIS-RIGHTMED COMP TEST, 44.62 ,
HC CYP2D6 GENE ANALYSIS-RIGHTMED COMP TEST, 68.56 ,
HC CYP2C9 GENE ANALYSIS-RIGHTMED COP TEST, 26.77 ,
HC CYP3A4 GENE ANALYSIS-RIGHT MED COMP TEST, 38.07 ,
HC CYP3A5 GENE ANALYSIS-RIGHT MED COMP TEST, 38.07 ,
HC DPYD GENE ANALYSIS-RIGHT MED COMP TEST, 38.07 ,
HC F2 GENE ANALYSIS-RIGHTMED COMP TEST, 10.06 ,
HC F5 GENE ANALYSIS -RIGHTMED COMP TEST, 11.55 ,
HC IFNL3 GENE ANALYSIS-RIGHTMED COMP TEST, 16.43 ,
HC MTHFR GENE ANALYSIS-RIGHTMED COMP TEST, 10.01 ,
HC SLC01B1 GENE ANALYSIS-RIGHTMED COMP TEST, 38.07 ,
HC TPMT GENE ANALYSIS-RIGHTMED COMP TEST, 38.07 ,
HC UGT1A1 GENE ANALYSIS-RIGHTMED COMP TEST, 48.66 ,
HC VKROC1 GENE ANALYSIS-RIGHTMED COMP TEST, 19.21 ,
"HC HLA I TYPING, 1 ALLELE/ALLELE GRP-RIGHTMED COMP TEST", 26.02 ,
HC UNLIST MP-RIGHT MED COMP TEST-RIGHTMED COMP TEST, 0.04 ,
"HC CEBPA GENE ANALYSIS, FULL GENE SEQ", 437.50 ,
HC FLT3 GENE ANALYSIS TKD, 105.30 ,
HC NPM1 GENE ANALYSIS, 336.73 ,
"HC EPSTEIN-BARR VIRUS, EARLY ANTIGEN", 12.11 ,
"HC EPSTEIN-BARR VIRUS, NUCLEAR ANTIGEN", 14.12 ,
"HC EPSTEIN-BARR VIRUS, VIRAL CAPSID", 16.75 ,
HC CC/MS NON DRUG NES QT EACH-OGA, 331.25 ,
HC MS NON DRUG NES QT EACH-OGA, 331.25 ,
HC SUGARS SINGLE QT EA-OGA, 212.23 ,
HC CC/MS NON DRUG NES QT EACH-URINE SULPHOCYSTEINE, 102.12 ,
HC CREATININE OTHER SOURCE-URINE SULPHOCYSTEINE, 27.05 ,
HC MS NON DRUG NES QT EACH-URINE SULPHOCYSTEINE, 102.12 ,
"HC CANNABINOIDS, NATURAL-CANNABIDIOL", 376.25 ,
HC BENZODIAZEPINES 1-12-CLONAZAPAM, 37.16 ,
HC MP LEV 6-WT1 HEME SINGLE GENE BY NGS, 612.50 ,
HC XLID GENOMIC SEQ ANALYSIS-AUTISM/ID XPANDED PANEL," 1,312.50 ",
HC XLID DEL/DUP GENE ANALYSIS-AUTISM/ID XPANDED PANEL," 1,312.50 ",
HC MP LEV 9-VWF," 1,379.84 ",
HC UNLIST MP-VWF, 1.38 ,
HC UNLIST MP-COMPREHENSIVE NEUROPATHIES PANEL," 1,875.00 ",
HC MECP2 FULL SEQ-EPIXPANDED PANEL, 147.46 ,
HC INTRVL CESSATION THROMBOLYSIS TRANS CATH THERAPY, 924.65 ,
HC MAGNETIC RES ELASTOGRAPHY, 537.45 ,
HC US TRGT DYNAMIC MICROBUBBLE 1ST LESION, 771.95 ,
HC US TRGT DYNAMIC MICROBUBBLE EA ADDL LES, 563.25 ,
HC US ELASTOGRAPHY PARENCHYMA, 255.90 ,
HC US ELASTOGRAPHY 1ST TRGT LESION, 236.30 ,
HC US ELASTOGRAPHY EA ADDL TRGT LESION, 151.70 ,
HC CUSTOM SHOES DEPTH INLAY, 231.85 ,
"HC INTRVL ANGIOGRAPHY, SPINAL, SELECTIVE, RAD S&I"," 1,797.35 ",
HC COMPLEMENT 3 NEPHRITIC FACTOR, 158.89 ,
HC FLUOR NONINF AB SCREEN-LRP4," 1,000.00 ",
HC IMA QUANT BY RIA - PTH-RP, 49.86 ,
HC CULT BACT ANAEROBIC ISOL ADDL METH DEF ID EA, 95.95 ,
HC DRUG SCREEN 9 PANEL, 69.64 ,
HC CANNABINOIDS NATURAL-THC METABOLITE, 73.29 ,
HC FUNGAL CULTURE OTHER, 51.73 ,
HC ANTIDEPRESSANTS TRICYCLIC/OTHER CYCLICALS 1-2, 50.97 ,
HC EXOME SEQ ANALYSIS-XOMEDX DUO," 1,462.40 ",
HC EXOME SEQ ANALYSIS EA COMPAR-XOMEDX DUO," 3,668.83 ",
HC UNLIST MP-WT1 HEME INGLE GENE BY NGS, 843.75 ,
HC UNLIST MP-MTDNA CONTENT, 793.45 ,
HC MP LEV 2-ACADM FULL GENE SEQ, 937.50 ,
HC MP LEV 7-OSTEOGENESIS IMPERFECTA PANEL, 178.13 ,
HC MP LEV 9-OSTEOGENESIS IMPERFECTA PANEL, 415.63 ,
HC UNLIST MP-SYND TYPE IV VIA COL3A1 GENE SEQ W/ CNV, 400.00 ,
HC UNLIST MP-EDS COL5A1 & COL5A2 NGS/DEL&DUP COMP, 375.00 ,
HC PERFUSION SVC STANDBY - TRACKING, -   ,
HC TCAT INS/RPL PERM LEADLESS PACEMAKER RV W/IMG," 5,968.00 ",
PERIODIC ORAL EVALUATION EST PT, 64.70 ,
LTD ORAL EVALUATION - PROBLEM FOCUS, 77.65 ,
ORL EVAL PT<3 YR CNSL PRIM CAREGIVR, 89.95 ,
COMP ORAL EVALUATION - NEW/EST PT, 78.35 ,
DTL&EXT ORAL EVAL - PROB FOCUS RPT, 143.25 ,
COMP PERIODONTAL EVAL - NEW/EST PT, 74.30 ,
SCREENING OF A PATIENT, 37.90 ,
ASSESSMENT OF A PATIENT, 69.60 ,
INTRAORAL-CMPL SER RADIOGRAPH IMAGS, 143.25 ,
IO-PERIAPICAL 1ST RADIOGRAPHC IMAGE, 35.70 ,
IO-PERIAPICAL EA ADD RADIOGRPH IMAG, 22.35 ,
INTRAORAL-OCCLUSAL RADIOGRAPH IMAGE, 50.60 ,
EXTRAORAL-FIRST RADIOGRAPHIC IMAGE, 68.65 ,
BITEWING - SINGLE RADIOGRAPHC IMAGE, 35.10 ,
BITEWINGS - TWO RADIOGRAPHIC IMAGES, 54.25 ,
BITEWINGS - FOUR RADIOGRAPHC IMAGES, 70.65 ,
VERT BITEWNGS - 7-8 RADIOGRAPH IMAG, 94.25 ,
OTH TMJ FILMS BY REPORT, 117.50 ,
TOMOGRAPHIC SURVEY, 117.50 ,
PANORAMIC RADIOGRAPHIC IMAGE, 128.05 ,
CEPHALOMETRIC RADIOGRAPHIC IMAGE, 143.25 ,
ORAL/FACIAL PHOTOGRAPH IMAGES IO/EO, 69.20 ,
CONE BEAM CT 1 FULL DENT ARCH-MAX, 457.75 ,
CONE BEAM CT CAP&INT FD VW BOTH JWS, 462.35 ,
CONE BEAM CT CAP FD VIEW BOTH JAWS, 327.05 ,
COLLECT MICROORAGNISMS CULT & SENS, 46.60 ,
ANALYSIS OF SALIVA SAMPLE, 46.60 ,
CARIES SUSCEPTIBILITY TESTS, -   ,
PULP VITALITY TESTS, 58.75 ,
DIAGNOSTIC CASTS, 119.90 ,
UNSPEC DIAGNOSTIC PROCEDURE REPORT, 47.20 ,
PROPHYLAXIS - ADULT, 100.50 ,
PROPHYLAXIS - CHILD, 98.35 ,
TOPICAL APPLICATN FLUORIDE VARNISH, 55.15 ,
TOPICAL APPLICATION OF FLUORIDE, 49.10 ,
NUTRITION COUNSEL CONTROL DENTAL DZ, 19.65 ,
ORAL HYGIENE INSTRUCTIONS, 29.40 ,
SEALANT - PER TOOTH, 63.95 ,
PREV RSN REST MOD HIGH CARIES RISK, 52.95 ,
SPACE MAINTAINER - FIXED-UNILATERAL, 447.00 ,
SPACE MAINTAINER - FIXED-BILATERAL, 481.70 ,
SPACE MAINTAINER - REMOVABLE-UNI, 352.05 ,
SPACE MAINTAINER - REMOVABLE-BIL, 563.85 ,
RECEMENTATION OF SPACE MAINTAINER, 78.35 ,
REMOVAL OF FIXED SPACE MAINTAINER, 72.80 ,
AMALGAM-ONE SURFACE PRIMARY/PERM, 134.95 ,
AMALGAM-TWO SURFACES PRIMARY/PERM, 151.70 ,
AMALGAM-3 SURFACES PRIMARY/PERM, 190.20 ,
AMALGAM-FOUR/MORE SURF PRIM/PERM, 222.30 ,
RESIN-BASED COMPOSITE ONE SURF ANT, 152.95 ,
RESIN-BASED COMPOSITE 2 SURFACE ANT, 188.85 ,
RESIN-BASED COMPOSITE 3 SURFACE ANT, 226.80 ,
RESIN COMP 4/> SURF INCISAL ANGLE, 280.35 ,
RESIN COMPOS CROWN ANTERIOR, 348.15 ,
RESIN COMPOS - 1 SURFACE POSTERIOR, 164.50 ,
RESIN COMPOS - 2 SURFACES POSTERIOR, 218.45 ,
RESIN COMPOS - 3 SURFACES POSTERIOR, 271.00 ,
RESIN COMPOS - 4/MORE SURFACES POST, 287.70 ,
ONLAY RESIN COMPOSITE 4/> SURFACES, 759.65 ,
CROWN - RESIN-BASED COMPOSITE, 447.75 ,
CROWN - RESIN PREDOM BASE METAL, 443.25 ,
CROWN - PORCELAIN/CERAMIC SUBSTRATE," 1,336.40 ",
CROWN - FULL CAST HIGH NOBLE METAL," 1,048.70 ",
CROWN - FULL CAST NOBLE METAL," 1,013.50 ",
PROV CROWN-TX/CMPL DX B4 FINAL IMP, 371.40 ,
RECEMENT CROWN, 92.20 ,
REATTCH TOOTH FRAG INCISL EDGE/CUSP, 77.25 ,
PREFAB PORC/CERAMC CROWN-PRIM TOOTH, 291.75 ,
PRFABR STAINLESS STEEL CROWN-PRIM, 271.55 ,
PRFABR STAINLESS STEEL CROWN-PERM, 300.15 ,
PREFABRICATED RESIN CROWN, 229.80 ,
PRFABR STNLSS STEEL CROWN RSN WNDOW, 338.65 ,
PREFB ESTHET COAT STNLSS STEEL CRWN, 338.65 ,
PROTECTIVE RESTORATION, 94.25 ,
RESTORATIV FOUNDATN INDIR RESTORATN, 224.40 ,
CORE BUILDUP INCL PINS WHEN REQUIRE, 206.15 ,
PIN RETN - PER TOOTH ADDITION REST, 55.80 ,
POST & CORE ADD CROWN INDIRECT FAB, 383.50 ,
PREFABR POST&CORE ADDITION CROWN, 305.25 ,
LABIAL VENEER RESIN LAM- CHAIRSIDE, 511.50 ,
LABIAL VENEER - LABORATORY," 1,214.25 ",
CROWN REPR NEC RESTORATV MATL FAIL, 205.35 ,
UNSPEC RESTORATIVE PROC BY REPORT, 140.90 ,
PULP CAP - DIRECT, 123.65 ,
PULP CAP - INDIRECT, 107.05 ,
TX PULPOT-CORONL DENTNOCEMENTL JUNC, 157.45 ,
PULPAL DEBRID PRIMARY&PERM TEETH, 136.55 ,
PULPAL THERAPY - ANT PRIMARY TOOTH, 241.10 ,
PULPAL THERAPY - POST PRIMARY TOOTH, 279.75 ,
ENDODONTIC THERAPY ANTERIOR TOOTH, 661.50 ,
ENODODONTIC THERAPY MOLAR, 963.15 ,
RETX PREVIOUS RC THERAPY - ANTERIOR, 697.95 ,
APEX/RECALCIFICATION INITIAL VISIT, 398.85 ,
APEX/RECALCIFICATN INTRM MED REPLAC, 196.40 ,
APEXIFICAT/RECALCIFICAT-FINAL VISIT, 618.80 ,
APICOECTOMY - ANTERIOR, 619.05 ,
INTENTIONAL REIMPLANTATION, 216.80 ,
UNSPEC ENDODONTIC PROCEDURE REPORT, 92.75 ,
GINGIVECT/PLSTY 4/>CNTIG TEETH QUAD, 537.65 ,
GINGIVECT/PLSTY 1-3CNTIG TEETH QUAD, 211.95 ,
GING/GINGIVOPLASTY RES PROC-TOOTH, 152.75 ,
ANAT CROWN EXP 1- 3 TEETH PER QUAD, 477.40 ,
GINGL FLP 4/>CNTIG/TOOTH BOUND QUAD, 936.85 ,
GINGL FLP 1-3 CNTIG/TOOTH BND  QUAD, 698.15 ,
APICALLY POSITIONED FLAP, 593.25 ,
CLIN CROWN LEN - HARD TISSUE, 631.15 ,
OSSEOUS SURG 4/> CNTIG TEETH QUAD, 876.40 ,
OSSEOUS SURG 1-3 CNTIG TEETH QUAD, 631.75 ,
BONE REPLCMT GRAFT - 1 SITE QUAD, 615.90 ,
BN REPLCMT GRAFT - EA ADD SITE QUAD, 418.90 ,
PEDICLE SOFT TISSUE GRAFT PROCEDURE, 527.35 ,
DISTAL OR PROXIMAL WEDGE PROCEDURE, 698.15 ,
SOFT TISSUE ALLOGRAFT, 779.75 ,
FREE SFT TSS GFT 1ST T/EDNTULOUS T, 936.90 ,
PROVISIONAL SPLINTING-INTRACORONAL, 245.32 ,
PROVISIONAL SPLINTING EXTRACORONAL, 323.60 ,
PRDNTL SCAL&ROOT PLAN 4/>TEETH-QUAD, 259.60 ,
PRDONTAL SCAL&ROOT PLAN 1-3 TEETH, 259.60 ,
FULL MOUTH DEBRID COMP EVAL&DX, 147.70 ,
GINGIVAL IRRIGATION - PER QUADRANT, 42.80 ,
COMPLETE DENTURE - MAXILLARY," 1,351.90 ",
COMPLETE DENTURE - MANDIBULAR," 1,351.90 ",
MAXILLARY PARTIAL DENTUR RESIN BASE, 976.65 ,
MANDIB PARTIAL DENTURE RESIN BASE, 976.65 ,
MAX PART DENTUR-CAST METL W/RSN," 1,456.40 ",
MAND PART DENTUR- CAST METL W/RSN," 1,514.70 ",
MAXILLARY PARTIAL DENTURE FLEX BASE," 1,245.55 ",
MANDIBULAR PART DENTURE FLEX BASE," 1,245.55 ",
ADJUST PARTIAL DENTURE - MAXILLARY, 67.10 ,
REPL MISS/BROKEN TEETH-CMPL DENTUR, 162.10 ,
REPAIR RESIN DENTURE BASE, 209.40 ,
REPLACE BROKEN TEETH - PER TOOTH, 135.80 ,
ADD TOOTH EXISTING PARTIAL DENTURE, 219.15 ,
RELINE CMPL MAXIL DENTURE CHAIRSIDE, 284.85 ,
RELINE COMPLETE MANDIBULAR DENTURE, 242.40 ,
RELINE MAXIL PART DENTURE CHAIRSIDE, 268.60 ,
INTERIM PARTIAL DENTURE MAXILLARY, 404.75 ,
INTERIM PARTIAL DENTURE MANDIBULAR, 299.95 ,
TISSUE CONDITIONING MAXILLARY, 129.75 ,
PRECISION ATTACHMENT BY REPORT, 293.30 ,
OVERDENTURE - PARTIAL MANDIBULAR," 1,333.20 ",
UNS REMV PROSTHODONTIC PROC RPT, 421.15 ,
OBTURATOR PROSTHESIS DEFINITIVE, 739.15 ,
OBTURATOR PROSTHESIS MODIFICATION, 59.60 ,
OBTURATOR/PROSTHESIS INTERIM, 768.75 ,
TRISMUS APPLIANCE NOT FOR TMD TX, 265.15 ,
FEEDING AID, 923.85 ,
SPEECH AID PROSTHESIS PEDIATRIC, 646.90 ,
SPEECH AID PROSTHESIS ADULT, 646.90 ,
PALATAL LIFT PROSTHESIS DEFINITIVE," 1,108.70 ",
PALATAL LIFT PROSTHESIS INTERIM, 269.25 ,
PALATAL LIFT PROSTH MODIFICATION, 59.60 ,
SPEECH AID PROSTHESIS MODIFICATION, 59.60 ,
SURGICAL STENT, 70.25 ,
FLUORIDE GEL CARRIER, 63.95 ,
COMMISSURE SPLINT, 646.90 ,
SURGICAL SPLINT, 458.30 ,
SURG PLCMT IMPL BODY: ENDOSTEAL," 1,833.95 ",
SECOND STAGE IMPLANT SURGERY, 277.20 ,
SURGICAL PLACEMENT OF MINI IMPLANT, 720.50 ,
SURG PLACEMENT: TRANSOSTEAL IMPLANT," 3,411.20 ",
INTERIM ABUTMENT, 537.00 ,
PREFAB ABUTMENT-INCL MOD & PLCMNT, 707.45 ,
ABUT SUPP PORCELN/CERAMIC CROWN," 1,640.95 ",
ABUT PORCLN TO MTL CROWN NOBLE MTL," 1,264.60 ",
IMPLANT SUPP PORCELN/CERAMIC CROWN," 1,616.85 ",
ABUT SUPP RETAIN PORCELN/CERAM FPD," 1,676.25 ",
ABUT RETN CAST METL FPD NOBL METL," 1,252.10 ",
RECEMENT IMPL/ABUT FIX PART DENTURE, 165.80 ,
IMPLANT REMOVAL BY REPORT, 478.05 ,
PONTIC INDIRECT RESIN BASED COMPOS, 797.75 ,
PONTIC - CAST HIGH NOBLE METAL," 1,048.70 ",
PONTIC - CAST NOBLE METAL, 846.60 ,
PONTIC-PORCELN FUSED HI NOBLE METL," 1,042.50 ",
PONTIC-PORCLN FUSD PREDOM BASE METL, 735.50 ,
PONTIC - PORCELN FUSED NOBLE METAL," 1,032.50 ",
PONTIC - PORCELAIN/CERAMIC," 1,214.25 ",
PRVS PONTIC-TX/CMPL DX NEC B4 F IMP, 520.80 ,
RETN-CAST METL RSN BOND FIX PROSTH, 960.80 ,
RETN-PORCELN/CERAM RSN BOND PROSTH, 564.40 ,
CROWN - RESIN WITH NOBLE METAL, 572.00 ,
CROWN - PORCELAIN/CERAMIC," 1,247.15 ",
CRWN PORCLN FUSD HI NOBL MTL-DENTUR," 1,058.40 ",
CROWN - PORCELAIN FUSED NOBLE METAL," 1,092.90 ",
PRVS RET CRWN-TX/CMPL DX B4 FNL IMP, 316.45 ,
RECEMENT FIXED PARTIAL DENTURE, 99.00 ,
PRECISION ATTACHMENT, 291.75 ,
XTRCT CORONL RMNNTS DECIDUOUS TOOTH, 118.40 ,
EXTRAC ERUPTED TOOTH/EXPOSED ROOT, 146.35 ,
SURG REMOVL ERUPTED TOOTH REMV BONE, 253.35 ,
REMOVAL IMPACT TOOTH - SOFT TISSUE, 305.65 ,
REMOVAL IMPACT TOOTH - PARTLY BONY, 365.15 ,
REMOVAL IMPACTED TOOTH - CMPL BONY, 419.65 ,
REMV IMP TOOTH-CMPL BNY W/SURG COMP, 406.20 ,
SURG REMOVAL RESIDUAL TOOTH ROOTS, 278.30 ,
CORONECTOMY PARTIAL TOOTH REMOVAL, 240.85 ,
OROANTRAL FISTULA CLOSURE, 288.85 ,
TOOTH REIMPL&/STBL ACC DISPLCD, 384.50 ,
TOOTH TRANSPLANTATION, 198.55 ,
SURGICAL ACCESS AN UNERUPTED TOOTH, 448.20 ,
PLCMT DEVC FACL ERUPT IMPACT TOOTH, 266.20 ,
BIOPSY OF ORAL TISSUE HARD, 472.20 ,
BIOPSY OF ORAL TISSUE  SOFT, 334.05 ,
SURGICAL REPOSITIONING OF TEETH, 230.05 ,
TRNSSEPTL/SUPRA CRESTAL FIBEROT BR, 286.45 ,
SURG PLCMT: TEMP SCRW RET PLATE FLP, 920.10 ,
SURG PLCMT: TEMP ANCHORAGE RQR FLAP, 401.70 ,
SURG PLCMT: TEMP ANCHORAGE W/O FLAP, 358.05 ,
ALVEOLOPLASTY W/EXT 4/> TEETH/SPACE, 273.60 ,
ALVEOLOPLSTY CONJNC XTRCT 1-3 TEETH, 162.50 ,
EXCISION BENIGN LESION TO 1.25 CM, 197.80 ,
EXCISION OF BENIGN LESION > 1.25 CM, 283.30 ,
EXCISION BENIGN LESION COMPLICATED, 591.05 ,
REMV BEN ODONTOGNIC TUMR-T0 1.25 CM, 354.40 ,
REMV BEN ODONTOGNIC TUMR >1.25 CM, 698.15 ,
I&D ABSCESS-INTRAORAL SOFT TISS, 161.85 ,
I & D ABSC INTRAORAL SOFT TISS COMP, 149.70 ,
REMV FB MUCOS SKN/SUBQ ALVEOL TISS, 250.55 ,
REMV REACT-PRODUC FB MUSCLOSKEL SYS, 245.35 ,
MAXILLA-CLOSED REDUCTION," 1,193.75 ",
MANDIBLE-CLOSED REDUCTION," 1,193.75 ",
ALVEOL-CLOSED RDUC MAY W/STBL TEETH," 1,193.75 ",
ALVEOL-OPEN RDUC MAY W/STBL TEETH," 1,193.75 ",
MANDIBLE OPEN REDUCTION," 1,193.75 ",
CLOSED REDUCTION OF DISLOCATION, 222.40 ,
OCCLUSAL ORTHOTIC DEVICE BY REPORT," 1,244.00 ",
SUTURE RECENT SMALL WOUNDS UP 5 CM, 115.85 ,
BONE REPLCMT GRAFT RIDGE PRES -SITE, 547.55 ,
REPR MAXLOFACL SOFT&/HARD TISS DFCT," 1,666.50 ",
FRENULECTOMY SEP PROC NOT INCIDENTL, 563.85 ,
FRENULOPLASTY, 304.10 ,
EXCISION OF PERICORONAL GINGIVA, 190.05 ,
LTD ORTHODONT TX PRIMARY DENTITION," 1,192.20 ",
LTD ORTHODONT TX TRNSITIONL DENTITN," 1,409.10 ",
LTD ORTHODONTIC TX ADULT DENTITION," 1,220.65 ",
INTRCPTV ORTHODONT TX PRIM DENTITN," 2,616.25 ",
COMP ORTHODONTIC TX ADULT DENTITION," 8,343.95 ",
REMOVABLE APPLIANCE THERAPY," 1,281.25 ",
FIXED APPLIANCE THERAPY," 1,712.90 ",
PREORTHODONTIC TREATMENT VISIT, 52.15 ,
PERIODIC ORTHODONTIC TX VISIT, -   ,
ORTHODONTIC RETENTION, 752.35 ,
ORTHODONTIC TREATMENT, 187.70 ,
REPAIR OF ORTHODONTIC APPLIANCE, 134.95 ,
REPLACEMENT LOST OR BROKEN RETAINER, 187.70 ,
REBONDING/RECEMENTING FIXED RETAINR, 89.45 ,
UNS ORTHODONTIC PROCEDURE BY REPORT, 384.50 ,
PALLIATVE TX DENTAL PAIN-MINOR PROC, 74.95 ,
LOCAL ANESTH CONJUNCT OP/SURG PROC, 49.50 ,
INHAL NITROUS OXID/ANXIOLYSIS ANALG, 60.30 ,
CNSLT DX  DENT/PHY NOT REQ DENT/PHY, 161.85 ,
OV OBS - NO OTH SERVICES PERFORMED, 70.05 ,
CASE PRSATION DTL&EXT TX PLANNING, -   ,
TX PARENTRAL DRUG 1 ADMINISTRATION, 60.05 ,
APPLICATION DESENZT MEDICAMENT, 116.15 ,
BEHAVIOR MANAGEMENT BY REPORT, 46.30 ,
OCCLUSAL GUARD BY REPORT, 554.05 ,
FABRICATION OF ATHLETIC MOUTHGUARD, 96.50 ,
REPAIR &/ RELINE OF OCCLUSAL GUARD, 176.05 ,
OCCLUSION ANALYSIS - MOUNTED CASE, 237.15 ,
OCCLUSAL ADJUSTMENT - LIMITED, 155.65 ,
OCCLUSAL ADJUSTMENT - COMPLETE, 272.20 ,
ENAMEL MICROABRASION, 74.30 ,
INTERNAL BLEACHING - PER TOOTH, 416.85 ,
UNS ADJUNCTIVE PROCEDURE REPORT, 15.45 ,
CROWN - PORCELN FUSED HI NOBLE METL," 1,072.85 ",
CROWN - PORCELAIN FUSED NOBLE METAL," 1,108.65 ",
PR ENDODONTIC THERAPY BICUSPID TOOTH, 980.75 ,
HC HOME VISIT CHARGE, 399.95 ,
HC CCPD FUNCTION CHECK - INFANT," 1,806.05 ",
HC CAPD WITH TRAINING, 623.50 ,
HC IV ADMIN:· INPATIENT & OUTPATIENT, 66.65 ,
HC LINE FLUSH- ACH HEMONC AMBULATORY CENTER, 28.40 ,
RE-EVALUATION - POST OPERATIVE OFFICE VISIT, -   ,
EXTRAORAL IMAGES (RADIOGRAPHIC), 60.20 ,
CARIES - ARRESTING MEDICAMENT APPLICATION, 41.30 ,
CONNECTIVE TISSUE NON-AUTOGENOUS, 291.10 ,
MARYLAND BRIDGE (RSN BOND FIX PROSTH) RETAINER/ABUTMENT, 356.65 ,
ADJUST ORTHODONTIC RETAINER, 57.10 ,
HC SURGICAL ASSESS FAILED CLEARAN, 115.10 ,
HC RX 250, -   ,
HC COMPRES BURN GARMENT CHIN STRAP, -   ,
HC COMPRES BURN GARMENT FACE HOOD, -   ,
HC COMPRES BURN GARMENT GLOVE-WRIST, -   ,
HC COMPRES BURN GARMENT GLOVE-ELBOW, -   ,
HC COMPRES BURN GARMENT GLOVE-AXILLA, -   ,
HC COMPRES BURN GARMENT FOOT-KNEE, -   ,
HC COMPRES BURN GARMENT FOOT-THIGH, -   ,
HC COMPRES BURN GARMENT JACKET, -   ,
HC COMPRES BURN GARMENT LEOTARD, -   ,
HC COMPRES BURN GARMENT PANTY, -   ,
"HC COMPRES BURN GARMENT, NOC", -   ,
HC COMPRES BURN MASK FACE/NECK, -   ,
HC OT EVAL-MODERATE COMPLEXITY, 289.45 ,
HC OT EVAL-LOW COMPLEXITY, 151.80 ,
HC OT EVAL-HIGH COMPLEXITY, 287.40 ,
HC PT EVAL-MODERATE, 273.65 ,
HC PT EVAL-LOW COMPLEXITY, 170.00 ,
HC PT EVAL-HIGH COMPLEXITY, 295.00 ,
HC PT RE-EVALUATION 0426, 265.90 ,
HC OT RE-EVALUATION 0426, 282.05 ,
HC GEN SEQ ANALYSIS SOLID ORGAN NEOPLASM 5-50 GENES," 2,625.00 ",
HC HEREDITARY PERIPHERAL NEUROPATHY GENE SEQ-CMT," 1,875.00 ",
HC LEUKOCYTE HISTAMINE RELEASE, 208.98 ,
HC IMA QUANT NOS-VW COLLAGEN BINDING, 177.50 ,
HC MOLEC CYTO DNA PROBE-MELANOMA FISH," 1,053.13 ",
HC IRON-LIVER TISSUE, 396.00 ,
HC TB TEST-QUANTIFERON GOLD, 111.26 ,
HC INF AGENT DRUG SUSCEPT BY PHENOTYPE PREDICT, 245.33 ,
HC INF AGENT GENOTYPE HIV-1 RT & PROTEASE REGIONS, 483.84 ,
