HC CHG KIDNEY IMG MORPHOLOGY VASCULAR FLOW 1 W/O RX,"2,147.00",,,
HC CHG RP THERAPY INTRAVENOUS ADMINISTRATION,"1,360.00",,,
HC CHG LYMPHATICS & LYMPH NODES IMAGING,"3,353.00",,,
HC CHG PULMONARY PERFUSION IMAGING PARTICULATE,"2,070.00",,,
HC CHG THYROID IMAGING WITH VASCULAR FLOW,"1,942.00",,,
HC CHG THYROID CARCINOMA METASTASES IMG WHOLE BODY,"2,919.00",,,
HC CHG THYROID UPTAKE W/BLOOD FLOW SNGLE/MULT QUAN MEAS,"2,249.00",,,
HC CHG THYROID UPTAKE SINGLE/MULTIPLE QUANT MEASUREMENT,770,,,
HC CHG BONE &/JOINT IMAGING WHOLE BODY,"2,336.00",,,
HC CHG BONE &/JOINT IMAGING TOMOGRAPHIC SPECT,"2,107.00",,,
HC CHG CT GUIDANCE STEREOTACTIC LOCALIZATION,"2,157.00",,,
HC CHG CT SOFT TISSUE NECK W/O & W/CONTRAST MATERIAL,"3,000.00",,,
HC CEREBRAL PERFUSION ANALYS CT W/BLOOD FLOW&VOLUME,755,,,
HC CHG CT UPPER EXTREMITY W/O & W/CONTRAST MATERIAL,"3,093.00",,,
HC CHG MRA LOWER EXTREMITY W/WO CONTRAST MATERIAL,"4,108.00",,,
HC CHG CEREBROSPINAL FLUID FLOW W/O MATL SHUNT EVALTJ,"3,024.00",,,
HC CHG NONCARDIAC VASCULAR FLOW IMAGING,"1,615.00",,,
HC CHG CARDIAC SHUNT DETECTION,"1,710.00",,,
HC CHG ESOPHAGEAL MOTILITY,"2,169.00",,,
HC CHG BRAIN IMAGING PET PERFUSION EVALUATION,"3,040.00",,,
HC CHG MYELOGRAPHY CERVICAL RS&I,"1,211.00",,,
HC TCAT IV STENT CRV CRTD ART EMBOLIC PROTECJ,"8,207.00",,,
HC PERQ VERT AGMNTJ CAVITY CRTJ UNI/BI CANNULJ LMBR,"21,714.00",,,
HC INJECTION PROCEDURE LYMPHANGIOGRAPHY,634,,,
HC CHG SPLENOPORTOGRAPY RS&I,"4,224.00",,,
HC SUPSLCTV CATH 2ND+ORD RENAL&ACCESSORY ARTERY/S&I,"4,363.00",,,
HC PERQ VERTEBROPLASTY UNI/BI INJX CERVICOTHORACIC,"8,938.00",,,
HC PERQ VERTEBROPLASTY UNI/BI INJECTION LUMBOSACRAL,"8,938.00",,,
HC CHG SERUM SCREENING % REACTIVE ANTIBODY STANDRD METH,180,,,
HC CHG CLOTTING FACTOR V ACG/PROACCELERIN LABILE FACTOR,88,,,
CHG ANTIBODY ENCEPHALITIS WESTRN EQUINE,27,,,
HC AMIKACIN,122,,,
HC SYPHILLIS IGG/IGM EIA,60,,,
"HC GONAD,CHOR(HCG);QL",36,,,
HC REM AORTIC ASSIST DEV PRQ,165,,,
HC IMPELLA REMOVAL DIFF SET,"1,927.00",,,
HC ATHER MAJOR/BRANCH EA ADD,"11,102.00",,,
HC FF PLAS: 1 DONOR,286,,,
HC RBC:LEU-RED,567,,,
HC RBC/UNIT,318,,,
HC ALBUMIN (HUMAN) 25% 50ML,252,,,
HC PRQ TRLUML CORONARY STENT/ATH/ANGIO ADDL BRANCH,"8,842.00",,,
HC PRQ TRLUML CORONARY BYP GRFT REVASC ADDL VESSEL,"8,842.00",,,
HC PRQ TRANSLUMINAL CORONARY MECHANICL THROMBECTOMY,"7,534.00",,,
HC ENDOLUMINAL CORONARY IVUS OCT I&R INITIAL VESSEL,808,,,
HC ZOSTER VACCINE HZV LIVE FOR SUBCUTANEOUS USE,"1,001.00",,,
HC ECG ROUTINE ECG W/LEAST 12 LDS TRCG ONLY W/O I&R,93,,,
HC ECHO TRANSESOPHAG R-T 2D W/PRB IMG ACQUISJ I&R,"2,600.00",,,
HC RPSG PREV IMPLTED PM/DFB R ATR/R VENTR ELECTRODE,"2,241.00",,,
HC INSJ 2 TRANSVNS ELTRD PERM PACEMAKER/IMPLTBL DFB,"7,248.00",,,
HC INS PACEMAKER PULSE GEN ONLY W/EXIST DUAL LEADS,"10,512.00",,,
HC INS PACEMAKER PULSE GEN ONLY W/EXIST MULT LEADS,"18,168.00",,,
HC INSJ IMPLNTBL DEFIB PULSE GEN W/EXIST MULTILEADS,"34,124.00",,,
HC COMPRE ELECTROPHYSIOLOGIC W/O ARRHYT INDUCTION,"5,134.00",,,
"HC REVASC;ILIAC,EAAD,TRN ANG","7,467.00",,,
"HC REVASC;ILIAC,EAAD,TRN STN","6,946.00",,,
HC PYSCHOLOGICAL TESTING PR HR WITH PATIENT,363,,,
HC TRANSCATH PACING MICRA,"23,113.00",,,
HC INTR SHTH 23FR55.7CM MICR,"1,032.00",,,
HC LEADLESS PM INS/RPL VENTR,"23,710.00",,,
HC LEADLESS PM REMOVE VENTR,"3,787.00",,,
HC PROG EVAL INPER LEADLS PM,57,,,
HC PERIPR EVAL INPE LEDLS PM,57,,,
HC INTER EVAL INPE LEADLS PM,57,,,
HC WATCHMAN 21MM LAA CLOSURE,"38,700.00",,,
HC WATCHMAN 24MM LAA CLOSURE,"38,700.00",,,
HC WATCHMAN 27MM LAA CLOSURE,"38,700.00",,,
HC WATCHMAN 30MM LAA CLOSURE,"38,700.00",,,
HC WATCHMAN 30MM LAA CLOSURE,"38,700.00",,,
HC WATCHMAN 33MM LAA CLOSURE,"4,300.00",,,
HC WATCHMAN SYS SINGLE CURVE,"4,300.00",,,
HC WATCHMAN SYS DOUBLE CURVE,"4,300.00",,,
HC WATHMAN SYS ANTER CURVE,304,,,
"HC CATH;ATHERECT,DIRECTIONAL","1,392.00",,,
"HC EXP;CATH,THROMB(ANGIOJET)",24,,,
HC REMINGT PACING WIRE,304,,,
HC PICC LINE 6FR,766,,,
HC RETRIEVL DEVICE 6X100,886,,,
HC AMPL DSYS 180D 6F 80L,400,,,
HC BIOPSY FORC LVL D,"3,888.00",,,
"HC CATH,INTRAVAS US LVL 4",843,,,
"HC CATH,GUIDING,LVL 1",400,,,
"HC CATH,GUIDING,LVL D",355,,,
"HC CATH,TEMP PAC ELECTRODE","1,667.00",,,
"HC CATH,THROMB/EMB,LVL 2",170,,,
"HC CATH,THROMB/EMB,LVL C","1,667.00",,,
HC DELVRY MECHANISM LVL 2,82,,,
HC GUIDEWIRE LVL B,82,,,
"HC INTRO/SHEATH,NLAS,LVL B","10,531.00",,,
"HC OCCLUDER,ASD/PFO,LVL 10","3,888.00",,,
"HC OCCLUDER,ASD/PFO,LVL 4",843,,,
HC PICC KIT LVL 1,170,,,
HC PICC KIT LVL C,"1,667.00",,,
"HC VENA CAVA FILTR,LVL 2","2,778.00",,,
"HC VENA CAVA FILTR,LVL 3","28,125.00",,,
HC IMPELLA HEART PUMP 2.5,"1,331.00",,,
"HC KIT,PACER;BI-VENT(#6216/8","1,551.00",,,
"HC LEAD;PACER,PASSIVE",200,,,
HC PACK;IMPLANT ACCESSORY,34,,,
"HC LOCM;300-399MG/ML,1ML",56,,,
HC INJ;OCTAFLUORO MICRO/1ML,"6,425.00",,,
"HC CATH,EP;R-F,30D THERM RMT",69,,,
"HC EXP;CATH,ANGIOGUID(PIGTL)",52,,,
HC MANIFOLD,570,,,
"HC NEEDLE,TRANSSEPTAL",74,,,
HC INJ;OCTAFLUORO MICRO/1ML,74,,,
HC INJ;OCTAFLUORO MICRO/1ML,"8,170.00",,,
"HC LEAD;PACER,CS/LV SJM","43,000.00",,,
HC SICD PULSE GENERATOR,"10,750.00",,,
HC SUBCUTANEOUS ELECTRODE,"1,299.00",,,
HC AMPLATZER TORQVUE,"2,131.00",,,
HC BALLOON CUTTING MONRL,387,,,
"HC CATH, BALLOON DIALATOR","2,146.00",,,
"HC CATH, TRANS ATHEREC BURR","7,300.00",,,
"HC CATH, TRANS DIAMONDBACK","2,795.00",,,
"HC CATH, TRANSLUM, DRUG-COAT",301,,,
HC CATH; ANGIODYN OMNI,"2,279.00",,,
HC CATH; ANGIODYN PIGTAIL,162,,,
HC CATH; ANGIODYN SOS,"3,655.00",,,
HC CATH; BARD CROSSER,146,,,
HC CATH; COOK C2,280,,,
HC CATH; COOK PIG CAVA,"1,075.00",,,
HC CATH; DRAINAGE,124,,,
HC CATH; MERIT BERENSTEIN,308,,,
HC CATH; QUICKCROSS LVL 1,"1,539.00",,,
HC CATH; QUICKCROSS LVL 2,"2,054.00",,,
HC CATH; QUICKCROSS LVL 3,"4,207.00",,,
HC CATH; REENTRY OUTBACK,111,,,
HC CATH; SWAN TD,267,,,
HC CATH; VASC LANGSTON,854,,,
HC CATH; VASCULAR LVL 1,941,,,
HC CATH;EDWARDS SWAN,269,,,
HC CATH;PERIPH BAL LVL 1,387,,,
HC CATH;PERIPH BAL LVL 2,484,,,
HC CATH;PERIPH BAL LVL 3,688,,,
HC CATH;PERIPH BAL LVL 4,135,,,
HC CENTRAL LINE KIT,484,,,
HC CLOSURE DEVICE LVL 1,172,,,
HC COMPRESSION;FEMSTOP,"2,757.00",,,
HC EMBOLIC FLTER WIRE,"3,172.00",,,
HC EMBOLIC NAV6 SYSTEM,"2,634.00",,,
HC EMBOLIC SPIDER,110,,,
HC GLIDECATH TERUMO LVL 1,420,,,
HC GLIDECATH TERUMO LVL 2,553,,,
HC GLIDECATH TERUMO LVL 3,215,,,
HC GUIDEWIRE LVL E,538,,,
HC GUIDEWIRE LVL F,"1,398.00",,,
HC IMAGING CATH LVL 1,"1,559.00",,,
HC IMAGING CATH LVL 2,"2,150.00",,,
HC IMAGING CATH LVL 3,"5,375.00",,,
HC IMAGING CATH LVL 4,"2,258.00",,,
HC IVC FILTER FEMORAL,"2,258.00",,,
HC IVC FILTER JUGULAR,426,,,
HC NEEDLE;TRANSEPTAL,179,,,
HC NEEDLE;VERTEBROPLASTY,"12,075.00",,,
"HC OCCLUDER,ASD/PFO,LVL 11",222,,,
HC PACING WIRE,172,,,
HC PERICARDIAL TAP KIT,119,,,
HC PTCA KIT,594,,,
HC SIZING BALLOON,811,,,
HC SNARE LVL 1,"2,005.00",,,
HC SNARE LVL 2,"5,370.00",,,
"HC STENT,NCOAT/NCOV/DSYS,L 6","3,000.00",,,
HC STENT; EMBLC ACCNET,154,,,
HC SUPPORT CATHETER,503,,,
HC TR BAND CLOSURE DEV,613,,,
HC TUNNELLED CATH,"4,945.00",,,
HC VALVE: TORAY BALLOON,"1,559.00",,,
HC VALVE; BALLOON BRAUN,"1,613.00",,,
"HC IG;RHO D,HUMAN/300MCG",413,,,
HC ALBUMIN (HUMAN) 5% 250ML,234,,,
HC CRYOPRECIPITATE UNIT,132,,,
"HC RBC:LEU-RED,IRR/UNIT",515,,,
"HC RBC:LEU RED,FR/DE/WASH,IR",773,,,
"HC PLT:PHER,LEU-RED,IRR/UNIT",859,,,
HC PATHOGEN TEST PLATELETS,"1,200.00",,,
HC BISECTED PATELLA LIGAMENT,"4,556.00",,,
HC PERICARDIUM 6X6,"3,452.00",,,
HC PERICARDIUM 4X7,"2,952.00",,,
HC GRAFT TUTOPLAST SCLERA,"1,392.00",,,
HC GRFT AMN MEMBRN 35.X3.5CM,"1,592.00",,,
HC GRFT AMN MEMBRN 2.5X2.0CM,"1,392.00",,,
HC GRFT AMN MEMBRN 1.5X1.0CM,"1,090.00",,,
HC BONE HUMAN LVL 1,444,,,
HC BONE HUMAN LVL 2,"1,246.00",,,
HC BONE HUMAN LVL 3,"2,068.00",,,
HC BONE HUMAN LVL 4,"3,212.00",,,
HC BONE NON-HUMAN LVL 2,"1,400.00",,,
HC CONN TISSUE HUMAN LVL 2,"2,040.00",,,
HC CONN TISSUE HUMAN LVL 3,"2,980.00",,,
HC CONN TISSUE HUMAN LVL 4,"3,966.00",,,
"HC PUR CAN PAR 1C,250-1000",226,,,
"HC PUR CAN PAR 1C,1000-2000",502,,,
HC VIVIGEN 1CC GRAFT,"1,142.00",,,
HC VIVIGEN 5CC GRAFT,"3,600.00",,,
HC VIVIGEN 15CC GRAFT,"11,832.00",,,
HC GRFT SAPHENOUS VEIN  31CM,"17,500.00",,,
HC VALVE CARDIAC LVL 12,"13,900.00",,,
HC MESH LVL 4,"3,182.00",,,
HC DRESSING INTRCD BARR 3X4,560,,,
HC SEALNT FBR GL TIS 2ML/4ML,524,,,
HC SESLNT FBR GL TIS5ML/10ML,"1,002.00",,,
HC ALLODERM CYMETRA INJ 2CC,527,,,
HC ALLODERM IMPLNTBL 2X4CM,643,,,
HC ALLODERM IMPLNTBL 6X16CM,"3,599.00",,,
HC ALLODERM IMPLNTBL 8X16CM,"4,797.00",,,
HC APLIGRAFT 44CM2,"1,577.00",,,
HC CORNEA CUSTOM PRE-CUT,"7,732.00",,,
HC GRAFT JACKET,"2,200.00",,,
HC IMPLANT MANDIBLE,"7,352.00",,,
HC PROKERA-16,"1,119.00",,,
HC CORNEA FULL THICKNESS,"5,800.00",,,
HC STRATTICE 10X20 CM,"12,952.00",,,
HC ALLODERM GRAFTABLE 2X4CM,"2,189.00",,,
HC GRAFT VASCULAR LVL 1,780,,,
HC GRAFT VASCULAR LVL 2,"1,084.00",,,
HC VALVE CARDIAC LVL 9,"11,400.00",,,
HC FLOSEAL HEMOSTATIC MATRIX,368,,,
HC ALLODERM IMPLNTBL 3X7CM,849,,,
HC ALLODERM IMPLNTBL 4X7CM,723,,,
HC MESH LVL 7,"5,910.00",,,
HC MESH LVL 15,"13,182.00",,,
HC MESH LVL 24,"21,364.00",,,
HC MESH LVL 40,"35,910.00",,,
HC VALVE CARDIAC LVL 15,"13,182.00",,,
HC STERILE CORNEA,792,,,
HC 9.5X4.8 TACHOSIL FIB PATC,"1,092.00",,,
HC ALLODERM 2X4 MEDIUM,350,,,
HC ALLODERM 4X12 MEDIUM,"2,288.00",,,
HC OSTEOSPONGE STR 30X10X7MM,"1,600.00",,,
HC PERONEUS LONGUS TENDON,"2,992.00",,,
HC STRATTICE 6X8 CM,"3,116.00",,,
HC STRATTICE 5X16 CM,"5,182.00",,,
HC STRATTICE 8X16 CM,"8,292.00",,,
HC STRATTICE 6X6 CM,"2,496.00",,,
HC STRATTICE 6X10 CM,"4,160.00",,,
HC STRATTICE 8X8 CM,"4,440.00",,,
HC STRATTICE 6X16 CM,"6,218.00",,,
HC STRATTICE 10X10 CM,"6,478.00",,,
HC STRATTICE 10X16 CM,"10,362.00",,,
HC STRATTICE 10X25 CM,"16,190.00",,,
HC STRATTICE 15X25 CM,"24,284.00",,,
HC STRATTICE 15X30 CM,"29,138.00",,,
HC STRATTICE 20X20 CM,"25,902.00",,,
HC STRATTICE 20X30 CM,"38,848.00",,,
HC STRATTICE 25X40 CM,"64,746.00",,,
HC WHOLE PRESERVED SCLERA,"1,850.00",,,
HC SURGIMEND 8X16 THICK,"5,888.00",,,
HC SURGIMEND 10X20 THICK,"8,400.00",,,
HC SURGIMEND 7X17 THICK,"5,000.00",,,
HC SURGIMEND 10X10 THICK,"4,200.00",,,
HC SURGIMEND 3X3 THIN,442,,,
HC SURGIMEND 4X7 THIN,"1,078.00",,,
HC SURGIMEND 5X6 THIN,"1,260.00",,,
HC SURGIMEND 4X12 THICK,"1,898.00",,,
HC ALBUMIN (HUMAN) 25% 50ML,236,,,
HC ALBUMIN (HUMAN) 5% 250ML,234,,,
HC L&D OR TIME/15 MINUTES,761,,,
HC L&D OR ANESTHESIA/15 MIN,242,,,
HC CELL SAVER/HOUR,711,,,
HC TEAM CONFERENCE FACE-TO-FACE NONPHYSICIAN,517,,,
HC POSTPROCEDURE RECOVERY/HR,114,,,
"HC OPPS SERVICE,SCHED TEAM CONF",556,,,
HC MISC SPLINT SUPPLY LV1,39,,,
MISC SPLINT SUPPLY LV2,76,,,
MISC SPLINT SUPPLY LV3,134,,,
HC MISC SPLINT SUPPLY LV4,278,,,
HC MISC SPLINT SUPPLY LV5,390,,,
HC VALVE;TRACH SPEAKING,215,,,
"HC KIT;PICC,CATH&INSERTION",158,,,
HC NITRIC OXIDE/DAY,"3,680.00",,,
"HC PULMONARY REHAB, 1HR",279,,,
HC MOBILITY CURRENT STATUS,0.01,,,
HC MOBILITY GOAL STATUS,0.01,,,
HC MOBILITY D/C STATUS,0.01,,,
HC BODY POS CURRENT STATUS,0.01,,,
HC BODY POS D/C STATUS,0.01,,,
HC CARRY CURRENT STATUS,0.01,,,
HC CARRY GOAL STATUS,0.01,,,
HC CARRY D/C STATUS,0.01,,,
HC SELF CARE CURRENT STATUS,0.01,,,
HC SELF CARE GOAL STATUS,0.01,,,
HC SELF CARE D/C STATUS,0.01,,,
HC OTHER PT CURRENT STATUS,0.01,,,
HC OTHER PT GOAL STATUS,0.01,,,
HC OTHER PT  D/C STATUS,0.01,,,
HC SWALLOW CURRENT STATUS,0.01,,,
HC SWALLOW GOAL STATUS,0.01,,,
HC SWALLOW D/C STATUS,0.01,,,
HC MOTR SPEECH CURRNT STATUS,0.01,,,
HC MOTOR SPEECH D/C STATUS,0.01,,,
HC LANG EXPRSS CURRNT STATUS,0.01,,,
HC LANG EXPRESS GOAL STATUS,0.01,,,
HC VOICE CURRENT STATUS,0.01,,,
HC VOICE GOAL STATUS,0.01,,,
HC VOICE D/C STATUS,0.01,,,
HC SPEECH LANG CURRNT STATUS,0.01,,,
HC SPEECH LANG GOAL STATUS,0.01,,,
HC SPEECH LANG D/C STATUS,0.01,,,
HC MOTOR SPEECH GOAL STATUS,0.01,,,
HC ROM MEAS;HAND(S),30,,,
HC IIV4 VACC SPLIT VIRUS 0.5 ML DOS FOR IM USE,33,,,
"HC HPV/HUMAN PAPILLOMA VACC, QUADRIVALENT, IM",420,,,
HC IIV3 VACC PRESRV FREE 0.25 ML DOSAGE IM USE,98,,,
HC ADMIN INFLUENZA VIRUS VAC,63,,,
HC ADMIN PNEUMOCOCCAL VACCINE,63,,,
HC ADMIN HEPATITIS B VACCINE,63,,,
HC OBSERVATION CARVE OUT,145,,,
HC TC 99 ALBUMIN AGGREGATED 10MCI,"1,677.00",,,
"HC RADIUM RA-223 DICHLORIDE, THERAPEUTIC, PER MICROCURIE",410,,,
HC INJ OF SINUS TRACT,258,,,
HC INJ FOR ELBOW ARTHROGRAM,627,,,
HC INJ FOR ANKLE OR FOOT ARTHRO,362,,,
HC CT LUNG ABLATION,"6,467.00",,,
HC BIOPSY OF PANCREAS,"1,658.00",,,
HC CT DRAINAGE OF SPINAL COLUMN,"1,949.00",,,
HC SP THORACIC MYELOGRAM,"1,085.00",,,
HC NM THYROID CA UPTAKE,700,,,
HC NM PARATHYROID SCAN WITH SPECT,"3,115.00",,,
HC NM BONE MARROW SCAN WHOLE,"2,108.00",,,
HC NM LIVER IM;STATIC,"1,609.00",,,
HC NM LIVER/SPLEEN SCAN SPECT,"1,829.00",,,
HC NM LIVER/SPLEEN SCAN,"1,676.00",,,
HC NM MYO PERF SINGLE SPECT,"3,090.00",,,
HC NM MYO PERF MULTI SPECT,"4,311.00",,,
HC NM RADIOPHARMACEUTICAL LOCALIZATION OF TUMOR: LIMITED AREA,"1,634.00",,,
HC NM TUMOR SCAN WHOLE BODY,"2,799.00",,,
HC NM TUMOR SCAN SPECT,"2,950.00",,,
HC NM INFECTION SCAN WHOLE,"2,880.00",,,
HC NM INFECTION SCAN SPECT,"2,957.00",,,
HC NM RADIOPHARM THERAPY ORAL,"1,120.00",,,
HC NM THERAPY INTRACAVITARY,"1,356.00",,,
HC RADIOPHARMACEUTICAL THERAPY BY INTRA-ARTERIAL PARTICULATE ADMINISTRATION,972,,,
HC GAD-MULTIHANCE,22,,,
HC LIDOCAINE 2% VIAL,4,,,
HC HOOK WIRE,56,,,
HC SUROS HAND PIECE ANY SIZE,"1,043.00",,,
HC SUROS BIOPSY MARKER ANY SIZE,241,,,
HC BIOPSY GUN ANY SIZE,119,,,
HC TISSUE MARKER 14G,241,,,
HC HOOK WIRE/NEEDLE ANY SIZE,56,,,
HC DR KIT HYSTEROSALPINGOGRAM,142,,,
HC SUROS MR NEEDLE,835,,,
HC SUROS INTRODUCER LOCALIZATION,372,,,
HC SUROS TRIMARKER BREAST MARKER,145,,,
HC ECOIL - PROSTATE,222,,,
"HC BRACHYTHERAPY, NON STRANDED YTTRIUM-90 MICROSPHERE","51,600.00",,,
HC GUN/NEEDLE ANY SIZE,119,,,
HC D-STAT FLOWABLE HEMOSTAT,220,,,
HC CATH 2 LUMEN PICC,332,,,
HC DRAPE ANGIO PACK,149,,,
HC DRAPE BRACHIAL,33,,,
HC MICROPUNCTURE KIT,114,,,
HC PORTACATH ANY,532,,,
HC CATH 2 LUMEN QUINTON,239,,,
HC GUIDEWIRE ANY BASIC,54,,,
HC KIT SONOHYSTEROGRAM,142,,,
HC ARTHROGRAM KIT,35,,,
HC GEN CYSTIC FIBROSIS DEL/DUP,750,,,
HC PROSTATE BIOPSY ANY MTHD,418,,,
HC CHG CYTP SLIDES C/V MNL SCR&RESCR PHYS SUPV,51,,,
HUMAN PAPILLOMA VIRUS NONAVALENT HPV 3 DOSE IM,553,,,
HC TC99M ALBUMIN MACRO/10MCI,"1,803.00",,,
HC RA 223 DICHLORIDE,476,,,
HC PLACEMENT OF INTER DEVICE,"1,928.00",,,
HC INJECTION SINUS TRACT DIAGNOSTIC,278,,,
HC INJECTION ELBOW ARTHROGRAPHY,627,,,
HC INJECTION ANKLE ARTHROGRAPHY,390,,,
HC ABLATION PULMONARY TUMOR PERQ RADIOFREQUENCY UNI,"6,953.00",,,
HC BIOPSY PANCREA PERCUTANEOUS NEEDLE,"1,783.00",,,
HC PERCUTANEOUS ASPIRATION SPINAL CORD CYST/SYRINX,"1,949.00",,,
HC CHG RADEX MASTOIDS COMPL MINIMUM 3 VIEWS SIDE,537,,,
HC CHG RADEX CH 2 VIEWS FRONTAL & LATERAL W/FLUORO,587,,,
HC CHG RADEX CHEST COMPLETE MINIMUM 4 VIEWS W/FLUORO,735,,,
HC CHG MYELOGRAPHY THORACIC RS&I,"1,167.00",,,
HC CHG RADEX SM INT W/MLT SRL IMGES VIA ENTEROCLSS TUBE,"3,751.00",,,
HC CHG CORPORA CAVERNOSOGRAPY RS&I,482,,,
HC CHG URETHROCYSTOGRAPHY RETROGRADE RS&I,343,,,
HC CHG US TRANSRECTAL,"1,237.00",,,
HC CHG THYROID CARCINOMA METASTASES UPTAKE,753,,,
HC CHG PARATHYROID PLANAR IMAGING W/WO SUBTRACTION,"3,349.00",,,
HC CHG BONE MARROW IMAGING WHOLE BODY,"2,267.00",,,
HC CHG LIVER IMAGING SPECT,"1,730.00",,,
HC CHG LIVER IMAGING SPECT,"1,967.00",,,
HC CHG LIVER & SPLEEN IMAGING STATIC ONLY,"1,802.00",,,
HC CHG MYOCARDIAL SPECT SINGLE STUDY AT REST OR STRESS,"3,322.00",,,
HC CHG MYOCARDIAL SPECT MULTIPLE STUDIES,"4,635.00",,,
HC CHG RP LOCLZJ TUMOR/DSTRBJ AGENT LIMITED AREA,"1,757.00",,,
HC CHG RP LOCLZJ TUMOR/DSTRBJ AGENT WHOLE BDY 1 DAY,"3,009.00",,,
HC CHG RP LOCLZJ TUMOR/DSTRBJ AGENT TOMOG SPECT,"3,172.00",,,
HC CHG RP LOCLZJ INFLAMMATORY PROCESS WHOLE BODY,"3,096.00",,,
HC CHG RP LOCLZJ INFLAMMATORY PROCESS TOMOG SPECT,"3,179.00",,,
HC PET&CT ATT CORR;LIM,"3,530.00",,,
HC CHG RP THERAPY ORAL ADMINISTRATION,"1,204.00",,,
HC CHG RP THERAPY INRACAVITARY ADMINISTRATION,"1,458.00",,,
HC CHG RP THERAPY INTRA-ARTERIAL PARTICULATE ADMN,"1,045.00",,,
"HC PNEUMOCOCCAL VACCINE,23-VALENT,ADULT",230,,,
HC HEPATITIS B VACCINE ADULT 3 DOSE IM,177,,,
"HC EXTRACTION, ERUPTED TOOTH W BONE REM. OR SECT",823,,,
HC DRUG SCR QUANT ALCOHOL,78,,,
"HC Q;FENT AND NFENT,U",213,,,
HC Q;PAIN MANAG OPIATES QTUR,189,,,
HC CHG DRUG SCREEN QUANTITATIVE ETHOSUXIMIDE,73,,,
HC CHG DRUG SCREEN QUANTITATIVE GABAPENTIN,88,,,
HC CHG DRUG SCREEN QUANTITATIVE GABAPENTIN,81,,,
HC CHG DRUG SCREEN QUANTITATIVE LAMOTRIGINE,63,,,
HC CHG DRUG SCREEN QUANTITATIVE PHENOBARBITAL,45,,,
HC CHG DRUG SCREEN QUANTITATIVE PHENYTOIN FREE,45,,,
HC CHG DRUG SCREEN QUANTITATIVE SIROLIMUS,34,,,
HC Q;THEOPHYLLINE,69,,,
HC CHG DRUG SCREEN QUANTITATIVE TOPIRAMATE,45,,,
HC CHG DRUG SCREEN QUANTITATIVE ZONISAMIDE,63,,,
"HC Q;FELBAMATE,SER",63,,,
HC Dexamethasone,58,,,
"HC Voriconazole, LC/MS/MS",369,,,
"HC Lacosamide, LC/MS/MS",58,,,
HC Adalimumab Conc. and Anti-Adalimumab Ab,707,,,
HC Infliximab Drug Conc. and Anti-Infliximab Ab,631,,,
HC CHG DRUG SCREENING FENTANYL,84,,,
HC CHG BCR/ABL1 MAJOR BREAKPNT QUALITATIVE/QUANTITATIVE,673,,,
HC CHG UGT1A1 GENE ANALYSIS COMMON VARIANTS,802,,,
HC CHG MOLECULAR PATHOLOGY PROCEDURE LEVEL 2,667,,,
HC Calreticulin (CALR) Mutation Analysis,"1,356.00",,,
"HC MYD88,Mutation Analysis","1,182.00",,,
HC Q;LIVER FIBRISUS ACT TEST,902,,,
HC CHG KETONE BODIES SERUM QUANTITATIVE,39,,,
HC CHG ACYLCARNITINES QUANTIATIVE EACH SPECIMEN,81,,,
HC CHG ADRENOCORTICOTROPIC HORMONE ACTH,182,,,
HC CHG ASSAY OF ALDOLASE,47,,,
HC CHG ASSAY OF ALDOSTERONE,193,,,
HC CHG ALPHA-1-ANTITRYPSIN TOTAL,64,,,
HC CHG ALPHA-1-ANTITRYPSIN PHENOTYPE,63,,,
HC CHG ALPHA-FETOPROTEIN SERUM,110,,,
HC CHG AMINO ACIDS 6/> AMINO ACIDS QUANTITATIVE EA SPE,96,,,
HC CHG ANDROSTENEDIONE,138,,,
HC CHG ANGIOTENSIN I-CONVERTING ENZYME,69,,,
HC CHG ASSAY OF ARSENIC,90,,,
HC CHG ASSAY OF ASCORBIC ACID BLOOD,48,,,
HC CHG 25 HYDROXY INCLUDES FRACTIONS IF PERFORMED,129,,,
HC CHG CALCITONIN,126,,,
HC CHG CALCULUS INFRARED SPECTROSCOPY,118,,,
HC CRL;CARNITINE,51,,,
HC CHG CATECHOLAMINES FRACTIONATED,120,,,
HC CHG CERULOPLASMIN,51,,,
HC CHG CHEMILUMINESCENT ASSAY,62,,,
HC CHG CHEMILUMINESCENT ASSAY,707,,,
HC CHG CHEMILUMINESCENT ASSAY,631,,,
HC CHG ASSAY OF CHROMIUM,96,,,
HC CHG ASSAY OF CITRATE,132,,,
HC CHG COLLAGEN CROSS LINKS ANY METHOD,61,,,
HC CHG ASSAY OF COPPER,61,,,
HC CHG CORTISOL FREE,80,,,
HC CHG ASSAY OF CREATINE,22,,,
HC CHG COL-CHR/MS NONDRUG ANALYTE NES QUAL/QUAN EA SPEC,293,,,
HC CHG COL-CHR/MS NONDRUG ANALYTE NES QUAL/QUAN EA SPEC,912,,,
HC CHG COL-CHR/MS NONDRUG ANALYTE NES QUAL/QUAN EA SPEC,79,,,
HC CHG DEHYDROEPIANDROSTERONE,120,,,
HC CHG 1 25 DIHYDROXY INCLUDES FRACTIONS IF PERFORMED,188,,,
HC CHG ELASTASE PANCREATIC FECAL QUAL/SEMI-QUAN,54,,,
HC CHG NZYM ACTIV BLD CELLS/TISS NONRADACT SUBSTRATE EA,"1,244.00",,,
HC CHG ASSAY OF ERYTHROPOIETIN,89,,,
HC CHG ASSAY OF ESTRIOL,88,,,
