MEMORIAL SLOAN KETTERING CANCER CENTER - Pricing as of 01/01/2019,,
"Hospitals are required by law to make available information about their standard charges for the items and services they provide. These standard charges do not represent what a person will actually pay for medical care at Memorial Sloan Kettering Cancer Center. They also do not reflect or represent the actual payment the hospital will receive from insurance or from patients for those services. Therefore, referring to these standard charges to determine out-of-pocket costs is misleading.",,
,,
"We can provide you with an estimate of your out-of-pocket costs before you begin treatment, so you can make the right decision for you and your family. Services or items rendered to each patient and their cost may vary because of treatment decisions, unforeseen complications, additional tests or services ordered by a doctor, and the individual’s needs. In addition, estimates may change based on a person’s contracted insurance benefits, insurance policy exclusions, maximum benefits, pending financial assistance, or pending state/federal or other aid. ",,
,,
Please note that any information that you receive is for informational purposes only and is not an offer or representation of actual pricing for services at MSK. This information is not meant to be nor should it be considered financial or medical advice. This document also may not be altered or edited in any way once downloaded.,,
,,
Code,Description,Std-Fee
LAB000452,BREAST CANCER ANTIGE,330
LAB000454,HEMOGLOBIN C CONFIRM,435
LAB000457,HEMOGLOBIN ELECTROPH,356
LAB000458,RED CELL G-6-PD,240
LAB000459,URINE TOTAL VOLUME,48
LAB000460,VANCOMYCIN,214
LAB000462,AMIKACIN,240
LAB000464,NEUTROPHIL AB SCREEN,856
LAB000465,VWF MULTIMERS VIII,316
LAB000466,FAT IN FECES,155
LAB000467,OXCARBAZEPINE(TRILEP,252
LAB000470,"RBC FRAGILITY, INCUB",163
LAB000471,"CORTISOL,SALIVA,LCMS",257
LAB000472,ALPHA SUBUNIT,394
LAB000473,"AMYLASE ISOENZYMES,",295
LAB000476,TRYTASE,350
LAB000477,BETA-2 TRANSFERRIN,888
LAB000478,GLIADIN AB (IGA),220
LAB000479,"IGA, SERUM - CELIAC",52
LAB000480,TISSUE TRANSGLUTAM A,167
LAB000485,"TESTOSTERONE, TOTAL,",424
LAB000486,ZONISAMIDE,324
LAB000487,5-HIAA QUANT URINE,562
LAB000488,"VEGF, BLOOD",445
LAB000489,ANTIPLATELET ANTIBOD,316
LAB000490,THROMBIN ANTITHROMB,304
LAB000491,BETA-2 GLYCOPROTEIN,294
LAB000492,ADAMTS13 ACTIVITY &,470
LAB000493,CARDIOLIPIN AB IGG I,209
LAB000494,ALDOLASE,153
LAB000495,"TACROLIMUS, PLASMA",358
LAB000497,AMINO ACID SCREEN UR,225
LAB000498,AMINO ACID SCREEN BL,1270
LAB000499,ALA(DELTAAMINOLEVULI,195
LAB000500,ANDROSTENEDIONE,218
LAB000502,CALCULI,161
LAB000503,"HOMOCYSTEINE URINE,",182
LAB000504,HEAVY METALS,1234
LAB000505,LEAD BLOOD,161
LAB000506,PROGESTERONE,174
LAB000507,QUINIDINE,153
LAB000508,SALICYLATES,151
LAB000509,TBG,151
LAB000511,CATECHOLAMINE SERUM,276
LAB000512,17-OH PROGEST (SERUM,195
LAB000514,17-OH PREGNEOLONE,466
LAB000515,ACETAMINOPHEN,254
LAB000517,DISOPYRAMIDE,290
LAB000518,ESTRONE BLOOD,278
LAB000520,RETINOL BINDING PROT,305
LAB000521,SEX HORMONE BINDING,214
LAB000523,VASOACTIVE INTESTINA,273
LAB000525,SOMATOSTATIN,312
LAB000526,ACETYLCHLORINE RECEP,284
LAB000527,AMIODARONE + DES,174
LAB000528,VERAPAMIL & NORVAP B,265
LAB000530,PANCREATIC POLYPEPTI,333
LAB000531,IGF BINDING PROTEIN,212
LAB000532,TSH RECEPTOR ANTIBOD,363
LAB000533,"XYLOSE, URINE",184
LAB000534,PRNPLSTC N TYP CLCM,37
LAB000536,ALCOHOL QUANT,161
LAB000537,PAIN MANAGEMENT W/CO,405
LAB000538,"PAIN MGMT, FENTANYL",117
LAB000539,"PAIN MGMT,MEPERIDINE",117
LAB000540,"PAIN MGMT, TRAMADOL",117
LAB000541,"PAIN MGMT, BUPRENORP",108
LAB000542,"PAIN MGMT, HEROIN ME",108
LAB000543,"PAIN MGMT,  MDMA URI",87
LAB000544,"PAIN MGMT, AMITRIPTY",117
LAB000545,ALPHA 1 ANTITRYPSIN,199
LAB000548,VALIUM(DIAZEPAM),246
LAB000549,ADRENOCORTICOTROPIN,293
LAB000552,BETA-2 MICROGLOBULIN,212
LAB000553,RED CELL FOLATE,288
LAB000554,RENIN,235
LAB000556,"PORPHYRIN, URINE",242
LAB000557,"17,21 DIHYDROXY STER",252
LAB000558,"17 KETOSTEROIDS,URIN",170
LAB000563,INSULIN GROWTH FACTO,229
LAB000565,ALDOSTERONE,269
LAB000566,"ALDOSTERONE, URINE",276
LAB000568,GASTRIC ANALYSIS,229
LAB000570,"METANEPHRINES,URINE",343
LAB000572,"DIHYDROTESTOSTERONE,",244
LAB000573,PHENCYCLIDINE CONFRM,208
LAB000574,"CAROTENE, BLOOD",201
LAB000575,"CORTISOL, URINE FREE",250
LAB000577,ALPHA-2-MACROGLOBULI,242
LAB000578,"AMINOPHYLLINE, BLOOD",271
LAB000579,VITAMIN A,206
LAB000581,CATECHOLAMINES URINE,322
LAB000582,DHEA WITHOUT SULFATE,210
LAB000583,ADIPONECTIN CLIS I,485
LAB000585,ALUMINUM SERUM,295
LAB000589,SELENIUM SERUM,367
LAB000590,"HEMOSIDERIN, URINE",187
LAB000591,TOBRAMYCIN CLIS,278
LAB000593,"ALLERGY, TREE PROFIL",382
LAB000594,"ALLERGY, ANIMAL PROF",326
LAB000595,"ALLERGY, DUST PROFIL",326
LAB000596,"ALLERGY, GRASS PROFI",382
LAB000597,"ALLERGY, MOLD PROFIL",326
LAB000598,"ALLERGY, WEED PROFIL",382
LAB000600,HUMAN ANTI-MOUSE ANT,583
LAB000601,PRO-PREDCTX METABOLI,668
LAB000602,THIOPURNE MTHYLTRNSF,893
LAB000604,REF LAB BSIC ANTIBOD,1208
LAB000605,REF LAB CPLX ANTIBOD,672
LAB000606,RF LAB MOLANTIGN HEA,400
LAB000607,VITAMIN E,218
LAB000608,CERULOPLASMIN BLOOD,174
LAB000609,"ZINC, BLOOD",257
LAB000610,REFERENCE LAB RHD (N,500
LAB000611,COLLAGEN I C-TELOPEP,204
LAB000612,FREE T4 DIRECT DIALY,252
LAB000613,"HVA , URINE",158
LAB000614,"VMA , URINE",139
LAB000615,ELAFIN SERUM,298
LAB000616,REGEN ISLET-DERIVED,298
LAB000617,INTERLEUKIN 8  SERUM,260
LAB000618,HEPATOCYTE GROWTH FA,298
LAB000619,ST2 SERUM,298
LAB000620,SOLUBLE IL2 RECEPTOR,380
LAB000621,SOLUBLE TNF RECEPTOR,298
LAB000622,RF LB MOLANTGEN OTHR,500
LAB000623,MAGNESIUM URINE CLIS,185
LAB000624,"AMYLASE, URINE",174
LAB000626,PLTELT AB SCRN;PLTEL,750
LAB000627,RF AG TSTNG UN METBL,270
LAB000628,REF AG TESTING OF UN,340
LAB000629,DAT NG HMLTC ANMA EV,1200
LAB000630,IGA DEFICIENCY WORKU,800
LAB000631,HLA AB SCN TRALI BLD,334
LAB000633,TTL & FREE TESTOSTER,565
LAB000634,PROCLLAGEN I N-TERM,540
LAB000635,TEGRETOL / CARBAMAZE,162
LAB000636,GENTAMICIN LEVEL,162
LAB000637,GLUCOSE 6-PD,120
LAB000639,PRO BNP N TERMINAL,386
LAB000640,CYCLOSPORIN A,367
LAB000641,CYSTATIN C WITH EGFR,174
LAB000642,"AHUSC COMPLEMENT, AN",284
LAB000643,"NT-PRO BNP, S",229
LAB000644,"AMINOLEVULINIC ACID,",226
LAB000645,AMINOLEVULINIC ACID,226
LAB000646,"AMYLASE, RANDOM, URI",171
LAB000647,"AMYLASE, TIMED COLLE",171
LAB000648,BETA-2 MICROGLOBULIN,194
LAB000649,CATECHOLAMINE FRAC U,163
LAB000650,CITRATE EXCRETION PE,173
LAB000651,"CITRATE EXCRETION, U",170
LAB000652,"LEAD, RANDOM, URINE",172
LAB000653,"LEAD, 24 HR, URINE",172
LAB000654,"METANEPHRINES,FRACT,",143
LAB000655,"METANEPHRINES,FRACT.",143
LAB000656,"MAGNESIUM, RANDOM, U",144
LAB000657,"MAGNESIUM, 24 HR, UR",144
LAB000658,"MYOGLOBIN, URINE",148
LAB000659,"OXALATE, PEDS, RANDO",138
LAB000660,"OXALATE, URINE",138
LAB000661,"PORPHYRINS, QN, RAND",84
LAB000662,"PORPHYRINS, QUANT, U",84
LAB000663,"PORPHOBILINOGEN, QN,",153
LAB000664,CREATINE KINASE ISOE,117
LAB000665,BREAST CARC. AG CA 2,134
LAB000666,VITAMIN B6 PROFILE 1,182
LAB000667,VITAMIN B6 PROFILE 2,182
LAB000668,"AHUSC COMPLEMENT, FN",284
LAB000669,"AHUSC COMPLEMENT, TO",284
LAB000671,THIAMIN (VIT B1) WHO,158
LAB000672,"NTX-TELOPEPTIDE, 24",152
LAB000673,"N-TELOPEPTIDE, CROSS",370
LAB000674,"TRYPTASE, SERUM",175
LAB000675,"G6PD, MAYO",155
LAB000676,BETA-CROSSLAPS (BETA,177
LAB000677,"COMPLEMENT, TOTAL, S",130
LAB000678,IGG SUBCLASSES SERUM,170
LAB000679,"PQNRU, MAYO 2",84
LAB000680,"PQNU, MAYO 2",84
LAB000681,"G6PD, QN, RBC",155
LAB000682,MITOTANE (LYSODEN),250
LAB000683,LCT DHYDRGNS ISOENZY,70
LAB000684,LCT DHYDRGNS ISOENZY,70
LAB000685,GAMMA INTERFERON-IMG,386
LAB000686,AMINO ACD QNT PLASMA,337
LAB000687,CHROMAGRANIN A,172
LAB000688,HISTONE AUTOANTIBODI,144
LAB000689,ARSENIC BLOOD,163
LAB000690,HEMOSIDERIN URINE,140
LAB000691,MERCURY URINE,155
LAB000692,IODINE URINE,172
LAB000693,Oligoclonal Banding,239
LAB000694,"Nickel, Serum",192
LAB000695,Thiopurine Metabolit,636
LAB000696,Amino Acids Quantita,426
LAB000697,"Arsenic, 24 Hour, Ur",164
LAB000698,"Chromium, 24 Hour, U",175
LAB000699,"Copper, 24 Hour, Uri",171
LAB000700,"Cystinuria Profile,",304
LAB000701,Manganese/Creatinine,384
LAB000702,Heavy Metals Arsenic,50
LAB000703,Heavy Metals Lead,32
LAB000704,Heavy Metals Mercury,43
LAB000705,Heavy Metals Cadmium,61
LAB000706,"Zinc, 24 Hour, Urine",171
LAB000707,5 HIAA Urine,144
LAB000708,"Alpha-1-Antitrypsin,",119
LAB000709,Alpha-2-Macroglobuli,151
LAB000710,Angiotensin Converti,125
LAB000711,Acetylcholine Recept,205
LAB000712,Arginine Vasopressin,193.48
LAB000713,ADIPONECTIN CLIS II,507
LAB000714,"Ethanol, Blood",156
LAB000715,"Aldolase, Serum",128
LAB000716,"Aluminum, Serum",140
LAB000717,"Amiodarone, Serum",139
LAB000718,"Amylase, Pancreatic,",181
LAB000719,"Androstenedione, Ser",159
LAB000720,Alpha-Subu Pituitary,167
LAB000721,Beta-2 Transferrin:,256
LAB000722,Barbiturates Confirm,203
LAB000723,Angiotensin Convert,209
LAB000724,"Calcitonin, Serum",161
LAB000725,Kidney Stone Analysi,135
LAB000726,"Beta-Carotene, Serum",139
LAB000727,Complement Component,173
LAB000728,Cyclic Citrullinated,139
LAB000729,Celiac Dis Sero  Cas,127
LAB000730,Celiac Disease sero,188
LAB000731,Celiac Disease sero,163
LAB000732,Celiac Disease sero,137
LAB000733,Celiac Disease sero,163
LAB000734,Celiac Disease sero,137
LAB000735,"Ceruloplasmin, Serum",132
LAB000736,Pseudocholinesterase,150
LAB000737,"Immunoglobulins, CSF",249
LAB000738,"Chromium, Serum",148
LAB000739,C1Q Binding Assay,216
LAB000740,IMMUNOFIXATION - CSF,362
LAB000741,C1 Esterase Inhibito,141
LAB000742,"Clonazepam , 7-Amino",147
LAB000743,Cocaine and Metaboli,218
LAB000744,"Copper, Serum",129
LAB000745,"Desipramine, Serum",155
LAB000746,Dehydroepiandrostero,136
LAB000747,"Digitoxin, Serum",232
LAB000748,Doxepin and Nordoxep,174
LAB000749,Amitriptyline and No,144
LAB000750,Erythropoietin (EPO),130
LAB000751,"Free Fatty Acids,Tot",181
LAB000752,"Phenytoin, Free, Ser",191
LAB000753,"Fructosamine, Serum",133
LAB000754,"Gabapentin, Serum",138
LAB000755,"Gastrin, Serum",132
LAB000756,"Glucagon, Plasma",184
LAB000757,"Haloperidol, Serum",204
LAB000758,"Homocysteine, Total,",150
LAB000759,"N-Methylhistamine, U",199
LAB000760,Immunoglobulin D (Ig,182
LAB000761,Immunoglobulin E (Ig,125
LAB000762,Insulin-Like Growth,151
LAB000763,Insulin-Like Grow Fa,140
LAB000764,Interleukin-6 (IL-6),440
LAB000765,"Inhibin B, Serum",200
LAB000766,"Inhibin A, Tumor Mar",165
LAB000767,"Insulin Antibodies,",177
LAB000768,"Lamotrigine, S",129
LAB000769,Lead with Demographi,118
LAB000770,Levetiracetam (Keppr,191
LAB000771,"Lidocaine, Serum",187
LAB000772,"Lipoprotein (a), Ser",133
LAB000773,Lysozyme (Muramidase,182
LAB000774,"Manganese, Serum",158
LAB000775,"Metanephrines, Fract",164
LAB000776,"Metformin, Serum/Pla",346
LAB000777,"Methylmalonic Acid ,",170
LAB000778,"Morphine, Unconjugat",304
LAB000779,"Mycophenolic Acid, S",151
LAB000780,"Myoglobin, Serum",148
LAB000781,Primidone and Phenob,163
LAB000782,Niacin (Nicotinic Ac,250
LAB000783,Nicotine & Metabolit,202
LAB000784,"Nortriptyline, Serum",133
LAB000785,17-Hydroxypregnenolo,239
LAB000786,17-Hydroxyprogestero,141
LAB000787,"Osmotic Fragility, E",286
LAB000788,Oxcarbazepine Metabo,140
LAB000789,Pancreatic Polypepti,278
LAB000790,Procollagen I Intact,468
LAB000791,"Prealbumin (PAB), Se",130
LAB000792,"Progesterone, Serum",136
LAB000793,Procainamide and NAP,197
LAB000794,Parathyroid Hormone-,164
LAB000795,"Thyroxine Free, Dial",154
LAB000796,"Quinidine, Serum",182
LAB000797,RETINOL BINDING PROT,274
LAB000798,"Folate, Serum",124
LAB000799,"Renin Activity, Plas",131
LAB000800,"Salicylate, Serum",175
LAB000801,Catecholamine Fract,166
LAB000802,CORTISOL SALIVA TOTA,207
LAB000803,"Selenium, Serum",152
LAB000804,"Serotonin, Whole Blo",138
LAB000805,Thyroxine Binding Gl,158
LAB000806,Total Testosterone,131
LAB000807,Free Testosterone,129
LAB000808,"Theophylline, Serum",194
LAB000809,"Tobramycin, Random,",186
LAB000810,Thiopurine Methyltra,695
LAB000811,Thyroid Stim  Immuno,254
LAB000812,"Testosterone, Total",140
LAB000813,"Metanephrines, Fract",143
LAB000814,"Porphobilinogen, Qua",153
LAB000815,"Vitamin A, Serum",144
LAB000816,Diazepam & Nordiazep,212
LAB000817,"1,25-Dihydroxyvitami",164
LAB000818,"Vitamin E, Serum",144
LAB000819,Vascular endothel Gr,511
LAB000820,"Ascorbic Acid, Plasm",161
LAB000821,"Ethosuximide, Serum",170
LAB000822,"Zinc, Serum",136
LAB000823,"Zonisamide, Serum",192
LAB000824,PNH PI - Linked Anti,290
LAB000826,OLIGOCLONAL BANDS,506
LAB000829,"MYCOPHENOLIC ACID, B",365
LAB000831,PLATELET ANITBODY DI,329
LAB000832,PROCAINAMIDE & NAPA,184
LAB000835,"ARSENIC, WHOLE BLOOD",206
LAB000836,ASCORBIC ACID,346
LAB000837,"BARBITUATES, BLOOD",220
LAB000839,CITRATE URINE,356
LAB000840,COCAINE,466
LAB000841,ESTRONE URINE,212
LAB000843,"SIROLIMUS, BLOOD CLI",367
LAB000845,"HYDROXYPROLINE, URIN",316
LAB000846,PTH RELATED PROTEIN,428
LAB000848,CSF MYELIN PROTEIN,174
LAB000850,MYOGLOBIN URINE,204
LAB000852,"OPIATES, SERUM",201
LAB000853,OSTEOCALCIN,220
LAB000854,PRE ALBUMIN,191
LAB000855,PREGNANEDIOL URINE,106
LAB000856,PREGNANETRIOL URINE,500
LAB000857,PROINSULIN PLASMA,305
LAB000858,VITAMIN B6,377
LAB000859,SEROTONIN,462
LAB000860,"GLYCOMARK, BLOOD",254
LAB000861,VITAMIN B1,201
LAB000862,T4 TOTAL,144
LAB000863,FREE T4 CLIS,187
LAB000864,THYROID STIMULATING,462
LAB000865,UROBILINOGEN 24HR UR,199
LAB000866,ADH (VASOPRESSIN),265
LAB000867,"XYLOSE, BLOOD",193
LAB000868,ADAMTS 13 INHIBITOR,416
LAB000869,ADAM TS13 ACTIVITY/I,443
LAB000870,PROTEIN C ANTIGEN AS,249
LAB000871,PLASMINOGEN ACTIV/IN,311
LAB000872,ANTI-XA FONDAPARINUX,246
LAB000874,SEROTONIN RELEASE AS,427
LAB000876,NICKEL SERUM,212
LAB000877,CHROMOGRANIN A,307
LAB000879,ADENOVIRUS ANTIBODY,157
LAB000880,E. HISTOLYTICA ANTIB,354
LAB000881,ANA,151
LAB000882,ANCA COMPREHENSIVE,150
LAB000883,ANTI-STREPTOLYSIN O,125
LAB000884,ASPERGILLUS ANTIBODY,66
LAB000885,B.BURGDORFERI PCR,200
LAB000886,B.MICROTI ANTIBODY I,148
LAB000887,"B.MICROTI ANTIBODY,I",148
LAB000888,BLASTOMYCES ANTIBODY,199
LAB000889,BRUCELLA ABORTUS IGG,110
LAB000890,BRUCELLA ABORTUS IGM,110
LAB000891,COCCIDIOIDES ANTIBOD,58
LAB000892,COCCIDIOIDES ANTIBOD,58
LAB000893,COXSACKIE B1 ANTIBOD,57
LAB000894,COXSACKIE B2 ANTIBOD,57
LAB000895,COXSACKIE B3 ANTIBOD,57
LAB000896,COXSACKIE B4 ANTIBOD,57
LAB000897,COXSACKIE B5 ANTIBOD,57
LAB000898,COXSACKIE B6 ANTIBOD,57
LAB000899,CYSTICERCUS ANTIBODY,358
LAB000900,DENGUE FEVER ANTIBOD,208
LAB000901,DENGUE FEVER ANTIBOD,208
LAB000902,DIPHTHERIA ANTITOXOI,176
LAB000903,"EBV CAPSID ANTIGEN,",59
LAB000904,EBV CAPSID ANTIGEN I,59
LAB000905,"EBV NUCLEAR ANTIGEN,",59
LAB000906,ECHINOCOCCUS ANTIBOD,218
LAB000907,ECHOVIRUS ANTIBODY,182
LAB000908,EXTRACTABLE NUCLEAR,128
LAB000909,EXTRACTABLE NUCLEAR,128
LAB000910,GANCICLOVIR LEVEL,230
LAB000911,"GLIADIN ANTIBODY,IGG",77
LAB000912,GLIADIN ANTIBODY IGM,77
LAB000913,H.INFLUENZA VACCINE,229
LAB000914,HELICOBACTER PYLORI,108
LAB000915,HELICOBATER PYLORI A,108
LAB000916,HELICOBACTER PYLORI,108
LAB000917,HEPATITIS D ANTIBODY,337
LAB000918,HUMAN HERPES VIRUS 8,337
LAB000919,HISTOPLASMA ANTIBODY,53
LAB000920,HISTOPLASMA MYCELIAL,53
LAB000921,HISTOPLASMA YEAST AN,53
LAB000922,HISTOPLASMA ANTIGEN,307
LAB000923,HUMAN HERPES VIRUS 6,108
LAB000924,HUMAN HERPES VIRUS 6,108
LAB000925,INFLUENZA B ANTIBODY,125
LAB000926,INFLUENZA A ANTIBODY,125
LAB000927,JO-1ANTIBODY,134
LAB000928,LEPTOSPIRA ANTIBODY,204
LAB000929,LYME DISEASE ANTIBOD,164
LAB000930,LYME DISEASE ANTIBOD,164
LAB000931,LYME WESTERN BLOT IG,140
LAB000932,LYME WESTERN BLOT IG,140
LAB000933,M. PNEUMONIAE PCR,549
LAB000934,MALARIA (P.FULCIPARU,117
LAB000935,MALARIA (P.MALARIAE),117
LAB000936,MALARIA (P.OVALE) AN,117
LAB000937,MALARIA (P.VIVAX) AN,117
LAB000938,PARAINLFUENZAE 1 ANT,57
LAB000939,PARAINFLUENZAE 2 ANT,57
LAB000940,PARAINFLUENZAE 3 ANT,57
LAB000941,PARVOVIRUS ANTIBODY,76
LAB000942,PARVOVIRUS ANTIBODY,76
LAB000943,RSV ANTIBODY IGG,94
LAB000944,RSV ANTIBODY IGM,94
LAB000945,SABIN FELDMAN DYE TE,388
LAB000946,SCLERODERMA ANTIBODY,136
LAB000947,SJOGRENS ANTIBODY SS,76
LAB000948,SJOGRENS ANTIBODY SS,76
LAB000949,HTLV I/II WESTERN BL,255
LAB000950,STREPTOCOCCAL DNASE,263
LAB000951,TETANUS ANTITOXIN AS,155
LAB000952,TOXOPLASMA GONDII PC,404
LAB000953,TOXOPLASMA IGM ELISA,404
LAB000954,TRICHINOSIS ANTIBODY,261
LAB000955,A.NIGER ANTIGEN,66
LAB000956,A.FLAVUS ANTIGEN,66
LAB000957,A.FUMIGATUS ANTIGEN,66
LAB000958,INFECTIOUS AGENT GEN,627
LAB000959,HEPATITIS C GENOTYPE,1432
LAB000960,ENDOMYSIAL IGA ANTIB,184
LAB000961,EHRLICHIA CHAFFE. AN,196
LAB000962,EHRLICHIA CHAFFE. AN,196
LAB000963,BARTONELLA HENSELAE,54
LAB000964,BARTONELLA HENSELAE,54
LAB000965,BARTONELLA QUINTANA,54
LAB000966,BARTONELLA QUINTANA,54
LAB000967,INTRNSC FACTOR BLCKN,148
LAB000968,TRANGLUTIMASE IGA AN,130
LAB000971,SEROLOGY SENDOUT TES,103
LAB000972,H. PLYORI ANTIGEN ST,182
LAB000973,LIVR-KDNY MICRSOML T,144
LAB000974,COXIELLA BURNETTI AN,163
LAB000975,COXIELLA BURNETTI AN,163
LAB000976,GLUTMC ACID DECARBXL,149
LAB000977,RABIES TITER,201
LAB000979,FTA-ABS,136
LAB000980,CHLAMYDIA TRACHOMATI,195
LAB000981,"CMV DNA PCR, QUANTIT",350
LAB000982,BK VIRUS DNA PCR QUA,350
LAB000983,WEST NILE VIRUS DNA,610
LAB000984,HUMAN METAPNEUMOVIRU,594
LAB000986,ISLET CELL ANTIBODY,284
LAB000987,DONOR-WEST NILE VIRU,430
LAB000988,"ADENOVIRUS DNA PCR,",325
LAB000989,GM1 ANTIBODY IGG,197
LAB000990,GM1 ANTIBODY IGM,197
LAB000991,ANTI-NEURONAL NUC AB,354
LAB000993,RICKETTSIAL ANTIBODY,92
LAB000994,RICKETTSIAL ANTIBODY,92
LAB000996,SACCHAROMYCES ANTIBO,182
LAB000997,SACCHAROMYCES ANTIBO,182
LAB000999,B. PERTUSSIS/PARAPER,390
LAB001001,M. PNEUMONIAE ANTIBO,72
LAB001002,M. PNEUMONIAE ANTIBO,72
LAB001004,B. PERTUSSIS DFA,127
LAB001005,B. PARAPERTUSSIS DFA,127
LAB001006,B. PERTUSSIS/PARAPER,127
LAB001007,MYCOBCTRIUM TUBRCLSI,310
LAB001010,PERTUSSIS TOXIN (PT),98
LAB001011,FILAMENTOUS HEMAGGLU,98
LAB001012,STREPTOCOCCUS PNEUMO,216
LAB001013,BD GLUCANS (FUNGITEL,260
LAB001016,PARANEOPLASTIC AUTOA,39
LAB001017,PARANEOPLASTIC AUTOA,39
LAB001018,PARANEOPLASTIC AUTOA,39
LAB001019,A. PHAGOCYTOPHILUM I,233
LAB001020,A. PHAGOCYTOPHILUM I,233
LAB001021,C. PNEUMONIAE IGG,31
LAB001022,C. PNEUMONIAE IGM,31
LAB001023,C. TRACHOMATIS IGG,31
LAB001024,C. TRACHOMATIS IGM,31
LAB001025,C. PSITTACI IGG,31
LAB001026,C. PSITTACI IGM,31
LAB001027,PARANEOPLASTIC ANTIB,39
LAB001028,PARANEOPLASTIC ANTIB,39
LAB001029,PARANEOPLASTIC ANTIB,39
LAB001030,PARANEOPLASTIC ANTIB,39
LAB001031,PARANEOPLASTIC ANTIB,39
LAB001032,PARANEOPLASTIC ANTIB,39
LAB001033,PARANEOPLASTIC ANTIB,39
LAB001034,PARANEOPLASTIC ANTIB,39
LAB001035,PARANEOPLASTIC ANTIB,39
LAB001036,PARANEOPLASTIC ANTIB,39
LAB001037,PNEUMO VACC RESPONSE,268
LAB001038,ANTIVIRAL SUSCEPTIBI,420
LAB001039,ANTIVIRAL SUSCEPTIBI,420
LAB001040,ANTIVIRAL SUSCEPTIBI,420
LAB001041,ANTIVIRAL SUSCEPTIBI,420
LAB001042,GANCYCLOVIR SUSCEPTI,420
LAB001043,GANCYCLOVIR SUSCEPTI,420
LAB001044,TOXOPLASMA GONDII PC,280
LAB001045,INFECTIOUS AGENT TRO,4020
LAB001046,HELICOBACTER PYLORI,314
LAB001052,INFCTIOUS AGNT PHNTY,1005
LAB001053,INFCTIOUS AGNT PHNTY,1005
LAB001055,WEST NILE ANTIBODY I,91
LAB001056,WEST NILE ANTIBODY I,91
LAB001057,CHAGAS SCREEN,250
LAB001060,PROTEINASE 3 ANTIBOD,160
LAB001061,"ADENOVIRUS PCR, QUAL",424
LAB001062,NEOCEREBELLAR PROFIL,554
LAB001063,NEOCEREBELLAR PROFIL,554
LAB001064,NEOCEREBELLAR PROFIL,554
LAB001065,NEOCEREBELLAR PROFIL,554
LAB001066,NEOCEREBELLAR PROFIL,554
LAB001067,NEOCEREBELLAR PROFIL,554
LAB001068,NEOCEREBELLAR PROFIL,554
LAB001074,ANA TITER,85
LAB001076,"WEST NILE VIRUS AB,",121
LAB001077,"WEST NILE VIRUS AB,",121
LAB001079,A. FUMIGATUS IGG AB,70
LAB001080,MICROPOLYSPORA FAENI,70
LAB001081,THRMOATNMYCS VULGARI,70
LAB001082,NROMYLT OPTCA (NMO),690
LAB001083,NROMYLT OPTC NMO AB,690
LAB001084,VGKC ANTIBODY,828
LAB001086,LEMS AUTOANTIBODY A,663
LAB001088,ANTI-MAG,541
LAB001089,ANTI-SGPG,541
LAB001091,GALOP ANTIBODY A,523
LAB001092,GALOP ANTIBODY B,523
LAB001094,SULFATIDE ANTIBODY T,469
LAB001095,SULFATIDE ANTIBODY T,469
LAB001096,GQ1B ANTIBODY,613
LAB001097,GD1A ANTIBODY,933
LAB001098,CAR (ANTI-RECOVERIN),648
LAB001100,MYELOPEROXIDASE (MPO,175
LAB001101,CO-GM1 A,484
LAB001103,CO-GM1 C,484
LAB001104,CO-GM1 D,484
LAB001105,AMPHIPHYSIN ANTIBODY,640
LAB001106,GANGLIONIC NACHR ANT,790
LAB001108,CHLAMYDIA DNA,195
LAB001109,N. GONORRHOEAE DNA,195
LAB001111,"PARANEOPLASTIC B, CS",403
LAB001112,"PARANEOPLASTIC C, CS",403
LAB001113,"PARANEOPLASTIC D, CS",403
LAB001114,"PARANEOPLASTIC E, CS",403
LAB001115,"PARANEOPLASTIC F, CS",403
LAB001116,"PARANEOPLASTIC G, CS",403
LAB001118,"M. PNEUMONIAE IGM, I",208
LAB001119,CO-GM1 B,484
LAB001120,SPECIAL ANTIBODY 1/2,144
LAB001121,HEPATITIS C ANTIBODY,165
LAB001122,HEPATITIS B SURFACE,93
LAB001123,RPR SCREEN,148
LAB001124,HEPATITIS B CORE ANT,117
LAB001125,ABO BLOOD TYPE,17
LAB001126,CMV TOTAL ANTIBODY,184
LAB001127,SPECIAL ANTIGEN/HCV/,439
LAB001128,CHLAMYDIA NAT,195
LAB001129,SPECIAL ANTIBODY WES,392
LAB001130,HEPATITIS B SURFACE,307
LAB001131,RPR TITER CLIS,136
LAB001132,RH TEST,17
LAB001133,SPECIAL ANTIGEN NAT,244
LAB001134,NEISSERIA GONORRHEA,195
LAB001135,POLIO1 ANTIBODY NEUT,132
LAB001136,POLIO3 ANTIBODY NEUT,132
LAB001137,"MYCOBACTERIAL ID, PR",195
LAB001138,"MYCOBACTERIAL ID, SE",641
LAB001139,"NOROVIRUS RNA, PCR Q",350
LAB001140,ENTEROVIRUS PCR,349
LAB001142,HTLV I/II ANTIBODIES,144
LAB001143,HUMAN HERPES VIRUS T,325
LAB001144,N. MENINGITIDIS SERO,85
LAB001145,N. MENINGITIDIS SERO,85
LAB001146,N. MENINGITIDIS SERO,85
LAB001147,N. MENINGITIDIS SERO,85
LAB001148,BRUCELLA FEBRILE ANT,81
LAB001149,BRUCELLA FEBRILE ANT,81
LAB001150,SALMONELLA H TYPE A,81
