CODE,DESCRIPTION,CHARGE AMOUNT
6600720,MRI C-SPINE W CON,"1,873.00"
6600605,MRI C/SPINE W/O CONTRAST,"1,684.00"
6600704,MRI C/SPINE W/WO CONTRAST,"2,090.00"
6600407,MRI CHEST,"1,639.00"
6602601,MRI FACE,"1,639.00"
6603161,"MRI INJ GAD-BASE MR CONTRAST,1",19.00
6603070,MRI L-SPINE LIMITED,"1,054.00"
6602908,MRI L-SPINE W CON,"1,873.00"
6601009,MRI L/SPINE W/O CONTRAST,"1,589.00"
6601108,MRI L/SPINE W/WO CONTRAST,"2,428.00"
6603951,MRI LOWER EXT & JOINT L W/CONT,0.00
6603856,MRI LOWER EXT & JOINT L W/WO C,0.00
6603891,MRI LOWER EXT & JOINT L WO/W C,0.00
6603986,MRI LOWER EXT & JOINT R W/CONT,0.00
6603983,MRI LOWER EXT & JOINT R WO CON,0.00
6602867,MRI LOWER EXT & JOINT R WO/W C,0.00
6602049,MRI LOWER EXT JT LT W CON,"1,873.00"
6602064,MRI LOWER EXT JT LT W/WO CON,"1,966.00"
6602023,MRI LOWER EXT JT LT WO CON,"1,572.00"
6602031,MRI LOWER EXT JT RT W CON,"1,873.00"
6602056,MRI LOWER EXT JT RT W/WO CON,"1,966.00"
6602015,MRI LOWER EXT JT RT WO CON,"1,572.00"
6603039,MRI LOWER EXT JT-LIMITED,"1,054.00"
6601942,MRI LOWER EXT LT W CON,"1,873.00"
6601926,MRI LOWER EXT LT W/O CON,"1,353.00"
6601967,MRI LOWER EXT LT W/WO CON,"2,627.00"
6601934,MRI LOWER EXT RT W CON,"1,873.00"
6601918,MRI LOWER EXT RT W/O CON,"1,353.00"
6601959,MRI LOWER EXT RT W/WO CON,"2,627.00"
6603021,MRI LOWER EXT-LIMITED,"1,054.00"
6600308,MRI NECK,"1,873.00"
6603153,MRI OF IAC'S,808.00
6603146,MRI OF PITUITARY W/O CONT,"1,015.00"
6602502,"MRI Orbit, Face, Neck W","1,639.00"
6603138,"MRI Orbit, Face, Neck WO","1,533.00"
6602503,"MRI Orbit, Face, Neck WO/W","1,873.00"
6603047,MRI PELVIS LIMITED,"1,054.00"
6600498,MRI PELVIS W CON,"1,873.00"
6600480,MRI PELVIS W/WO CON,"2,627.00"
6601405,MRI PELVIS WO CON,"1,722.00"
6602431,MRI SPINE C & T WO CONTRAST,0.00
6602543,MRI SPINE C & T WO/W CONTRAST,0.00
6602976,"MRI SPINE COMP C,T,L WO CONTRA",0.00
6602357,"MRI SPINE COMP C,T,L WO/W CONT",0.00
6602958,MRI SPINE T & L WO CONTRAST,0.00
6602859,MRI SPINE T & L WO/W CONTRAST,0.00
6603054,MRI T-SPINE LIMITED,"1,054.00"
6600712,MRI T-SPINE W CON,"1,873.00"
6600803,MRI T/SPINE W/O CONTRAST,"1,572.00"
6600902,MRI T/SPINE W/WO CONTRAST,"2,090.00"
6602403,MRI TMJ,"1,639.00"
6602700,MRI UNILATERAL BREAST,"1,172.00"
6601769,MRI UPER EXT JT LT WO CON,"1,572.00"
6601751,MRI UPER EXT JT RT WO CON,"1,572.00"
6601785,MRI UPPER EXT JT LT W CON,"1,873.00"
6601827,MRI UPPER EXT JT LT W/WO,"1,989.00"
6601777,MRI UPPER EXT JT RT W CON,"1,873.00"
6601819,MRI UPPER EXT JT RT W/WO,"1,989.00"
6601983,MRI UPPER EXT LT JT LIM,"1,054.00"
6601645,MRI UPPER EXT LT W CON,"1,873.00"
6601629,MRI UPPER EXT LT W/O CON,"1,482.00"
6600530,MRI UPPER EXT LT W/WO CON,"1,989.00"
6601975,MRI UPPER EXT RT JT LIM,"1,054.00"
6601637,MRI UPPER EXT RT W CON,"1,873.00"
6601611,MRI UPPER EXT RT W/O CON,"1,288.00"
6600522,MRI UPPER EXT RT W/WO CON,"1,989.00"
6603005,MRI UPPER EXTREMITY-LIMITED,"1,054.00"
6811822,MSIR 15 MG,11.00
8800005,MSLT W/MWT,"1,147.00"
6807747,MUCOMYST 20%/30ML,48.00
6909626,MUCOUS CLEARING DEVICE,213.00
7001483,MULTI DRUG SCREEN,370.00
8800039,MULTI/ SLEEP LATENCY TEST,"1,147.00"
7019158,MULTIPLEX ANTIBODY STAIN,503.00
6807754,MULTIVITAMIN,4.00
6801427,MUMPS SKIN TEST,55.00
7000631,"MUMPS VIRUS AB, IGG",72.00
7000623,"MUMPS VIRUS AB, IGM",59.00
6800817,MVI-12,38.00
6819759,MYCAMINE 100MG INJ,572.00
7036742,MYCOBACT. TUB.-N.A.A.,266.00
6811152,MYCOLOG CR 15 G,19.00
6811160,MYCOLOG OINT 15 G,20.00
7010333,MYCOPHENOLIC ACID,199.00
7007123,MYCOPLASM ANTIBODY,100.00
7023708,MYCOPLASMA CULTURE,116.00
6813133,MYCOSTATIN TOPICAL POWDER 15GM,81.00
6815328,MYDRIACYL 1%,26.00
7060189,MYELIN ANTIBODIES,160.00
7000914,"MYELIN BASIC PROTEIN, CSF",74.00
6807770,MYLICON DROPS,48.00
6802300,MYOCHRYSINE 50 MG INJ,57.00
7104779,MYOFASCIAL RELEASE,106.00
7104797,MYOFASCIAL RELEASE,106.00
9421771,MYOFASCIAL RELEASE,72.00
9421777,MYOFASCIAL RELEASE,72.00
7107907,MYOFASCIAL RELEASE/SOFT TISSUE,72.00
7107970,MYOFASCIAL RELEASE/SOFT TISSUE,72.00
6811178,MYOFLEX CR 2 OZ,17.00
7051303,MYOGLOBIN (URINE),127.00
7023807,MYOGLOBIN PLASMA,112.00
7000656,MYSOLINE,95.00
6807788,MYSOLINE 250 MG UD,5.00
6812127,MYSOLINE 250MG/5ML SUSP,86.00
6810204,N.T.G  0.4MG 25'S,14.00
6810212,N.T.G  0.6MG SL TAB,24.00
6810196,N.T.G. 0.3MG,24.00
6803704,NAFCILLIN 1 GM ADV,18.00
6811798,NAFCILLIN 1GM VIAL,30.00
6803712,NAFICILLIN 2 G,68.00
5500434,"NAIL, ORTHO",0.00
6819155,NALBUPHINE HCL 20MG/ML,16.00
6803738,NALOXONE 1 MG/ML-10ML,60.00
6818090,NAMENDA 5MG TAB,19.00
6807853,NAPROSYN 250MG,5.00
6807861,NAPROSYN 375 MG,6.00
6803746,NARCAN 0.4 MG 1ML,42.00
6802318,NARCAN 1 MG,135.00
6815450,NAROPIN 2MG/ML,62.00
6819700,NAROPIN 2MG/ML INJ 200ML,192.00
6815609,NAROPIN 5MG/ML,27.00
6804157,NASACORT,159.00
6906231,NASAL AIRWAY,6.00
5532205,NASAL SEPTAL BUTTON,341.00
6804165,NASALIDE,116.00
7008402,NASOPHORYNGEAL CULTURE,43.00
6816029,NATRECOR,819.00
6807879,NAVANE 1 MG,4.00
6807887,NAVANE 5MG,4.00
5505235,NAVIGATION SUPPLIES,251.00
6908529,NEB. LG. VOL.,16.00
6803753,NEBCIN 80 MG,33.00
6812333,NEBCIN 80MG ADD-VANTG VIAL,50.00
6105231,NEEDLE BIOPSY IN RAD.,675.00
5300801,NEEDLE HUBER,32.00
5014808,"NEEDLE, BIOPSY DISP.",44.00
5506605,"NEEDLE, BIOPSY TRUCUT",49.00
5500582,"NEEDLE, ENDO INJ",127.00
5534102,"NEEDLE, ENDO INJ/GI STAIN",97.00
5011582,"NEEDLE, HUBER",18.00
5014816,"NEEDLE, JASHIDI BIOPSY B",74.00
5508809,"NEEDLE, ORANDI",83.00
6810105,NEO SYNEPHRINE 1ML INJ,41.00
6801302,NEO-DECADRON 00 3.5 G,25.00
6801294,NEO-DECADRON OS 2.5 ML,37.00
6811988,NEO-SYNEPHRINE 0.5% SPRAY,11.00
6811970,NEO-SYNEPHRINE 1% DROPS,12.00
6814388,NEOMYCIN 500MG TABLET,6.00
7045909,NEONATAL BILIRUBIN,25.00
9300275,NEOPRENE CALF/SHIN SLEEVE,19.00
9421405,NEOPRENE CMC SPLINT,49.00
9421413,NEOPRENE ELBOW SLEEVE,55.00
9421421,NEOPRENE THUMB SUPPORT,49.00
9421439,NEOPRENE WRIST WRAP,25.00
6801310,NEOSPORIN OINT 1/8 OZ OO,15.00
6811186,NEOSPORIN OINT 5G 144S,21.00
6801328,NEOSPORIN OPTH SOL 10 ML,51.00
6802847,NEOSPORIN-GU IR/1 AMP,36.00
6802334,NEOSTIGMINE 1:2000,24.00
5534300,NEPTUNE,245.00
9421447,NERF BALL,14.00
5300363,"NERVE BLOCK, ILIOINGUINAL",401.00
5504543,NERVE MONITORING 15 MINUTES,363.00
5900428,NERVE STIM/NEEDLE ORTHO,97.00
6810113,NEUPOGEN GCSF 300 MCG 1ML,430.00
9400193,NEUROBEHAVIORAL STATUS EXAM W/,246.00
9400181,NEUROBEHAVIORAL STATUS EXAM W/,246.00
9500380,NEUROBEHAVIORAL STATUS EXAM W/,246.00
9500308,NEUROBEHAVIORAL STATUS EXAM W/,246.00
7107060,NEUROMUSCULAR MOVEMENT REEDUCA,80.00
7107600,NEUROMUSCULAR MOVEMENT REEDUCA,80.00
9421758,NEUROMUSCULAR REEDUCATION OF M,80.00
9421785,NEUROMUSCULAR REEDUCATION OF M,80.00
7000813,NEURONTIN,105.00
6814651,NEURONTIN 100MG CAPSULE,5.00
6816201,NEURONTIN 250MG/SAL ORAL SOLN,57.00
6809065,NEURONTIN 300 MG,7.00
6806590,NEURONTIN 400 MG,7.00
6800825,NEUT 5 ML,30.00
6807895,NEUTRA-PHOS,46.00
7000305,NEUTRALIZATION,118.00
3800315,NEWBORN HEARING SCREEN,57.00
3800307,NEWBORN RESUS BAG,62.00
6906705,NEWBORN RESUSI-BAG,57.00
6817530,NEXIUM I.V. 40MG,76.00
6818579,NEXTERONE 150MG 100ML,135.00
6820377,NEXTERONE 360MG/200ML INJ,141.00
3600202,NG TUBE INSERTION,200.00
6807903,NIACIN 500 MG,4.00
6820179,NICARDIPINE 25MG/10ML VIAL,106.00
6816474,NICODERM 14MG,24.00
7000083,NICOTINE,86.00
6811194,NICOTINE TOPICAL 21MG,24.00
6807911,NIFEDIPINE 10MG,4.00
6817597,NIMBEX 2MG/ML,31.00
6820328,NITHIODOTE CYANIDE ANTIDOTE KI,609.00
6811517,NITRAZINE PAPERS,82.00
6815823,NITRO-BID UD,12.00
6819189,NITROGLYCERIN 2% OINTMENT 30GM,75.00
6807937,NITROGLYCERINE 2.5MG SR,4.00
6807945,NITROGLYCERINE 6.5 MG SR,4.00
6807952,NITROLINGUAL SPRAY,106.00
6803761,NITROPRUSSIDE 50 MG,32.00
6811210,NIVEA CREAM,12.00
6807960,NIZORAL 200 MG,12.00
6811228,NIZORAL CREAM,37.00
8600025,NJ ALS LEVEL 2,628.00
8600017,NJ ALS LEVEL I EMERGENCY,435.00
8600041,NJ ALS LVL I NONEMERGENCY,276.00
8600066,NJ BLS EMERGENCY,366.00
8600058,NJ BLS NON EMERGENCY,230.00
8600108,NJ LVL 3 EMERGENCY,402.00
8600090,NJ LVL 3 NONEMERGENCY,252.00
8600074,NJ NO TRANSPORT CHARGE,57.00
8600116,NJ NON-COVERED MILEAGE,13.00
8600082,NJ PREMIUM MILAGE,13.00
8600033,NJ SPECIALTY CARE TRANSPORT,742.00
7060320,NK CELL ANALYSIS,185.00
6500631,NM BONE LIMITED,465.00
6502859,NM BONE MARROW IMAGING LIMITED,554.00
6502642,NM BONE MARROW IMAGING MULTIPL,595.00
6502391,NM BONE MARROW IMAGING WHOLE B,734.00
6500607,NM BONE SCAN-MULTIPLE AREAS,469.00
6500615,NM BONE W/3 PHASE STUDY,646.00
6500623,NM BONE W/SPECT IMAGING,876.00
6500649,NM BONE WHOLE BODY,655.00
6501704,NM BRAIN SCAN,717.00
6503924,NM CARDIOLITE (ISOTOPE),365.00
6502207,NM CHOLISCENTISCAN,506.00
6503932,NM CHOLISCINTI-STIMULATED,"1,149.00"
6500110,NM CYSTOGRAM,474.00
6500904,NM G.I. BLEED SCAN,500.00
6503700,NM GALLIUM WHOLE BODY,"1,201.00"
6503718,NM GASTRIC EMPTYING,704.00
6502801,NM INDIUM SCAN/LIMITED,"1,002.00"
6502702,NM INDIUM SCAN/WHOLE BODY,"1,324.00"
6502108,NM INDIUM SPECT IMAGING,"1,436.00"
6501100,NM ISOTOPE,9.00
6503965,NM ISOTOPE CHOLETEC,147.00
6504062,NM ISOTOPE DTPA,63.00
6503973,NM ISOTOPE GALLIUM,62.00
6504005,NM ISOTOPE GUCOHEPTONATE,267.00
6504031,NM ISOTOPE HDP,109.00
6504039,NM ISOTOPE HEPATOLITE,124.00
6504047,"NM ISOTOPE IN III,0.5MCI","1,370.00"
6504054,NM ISOTOPE MAA,89.00
6503981,NM ISOTOPE MAG3,460.00
6504021,NM ISOTOPE MDP,109.00
6500151,NM ISOTOPE MYOVIEW,258.00
6500136,NM ISOTOPE PYP,84.00
6504013,NM ISOTOPE SUL.COLLOID,219.00
6503999,NM ISOTOPE ULTRATAG,100.00
6500128,NM KID. FUNC W/WO RX,841.00
6502405,NM KIDNEY FUNCTION W/RX,488.00
6501001,NM LIVER SCAN,436.00
6501902,NM LUNG SCAN PERFUSION,328.00
6503940,NM LUNG SCAN VENT & PERF,659.00
6502009,NM LUNG SCAN VENTILATI,318.00
6500805,NM MECKEL'S ABDOMINAL SCAN,353.00
6500508,NM MUGA,807.00
6501256,NM MYOCARD. VIABILITY,"1,459.00"
6503122,NM MYOCARD.PLANAR/REST,"1,347.00"
6503114,NM MYOCARD.PLANAR/REST/STR,"1,348.00"
6503130,NM MYOCARD.PLANAR/STRESS,"1,347.00"
6503205,NM MYOCARD.SPECT REST/STRESS,"2,697.00"
6503106,NM MYOCARD.SPECT/REST,"1,459.00"
6503007,NM MYOCARD.SPECT/STRESS,"1,979.00"
6504070,NM PARATHYROID,566.00
6500201,NM RENAL SCAN/STATIC,500.00
6500144,NM SENTINEL NODE IMAGING,879.00
6501803,NM THYROID SCAN,524.00
6501407,NM VENOGRAM,347.00
7004251,NMDA RECEPTOR AB,"1,172.00"
9000043,NO TRANSPORT CHARGE,57.00
9100132,NO TRANSPORT CHARGE,57.00
9200205,NO TRANSPORT CHARGE,57.00
6818975,NOHIST DM 5ML UDC,5.00
6807978,NOLVADEX 10 MG,7.00
3900800,NON STRESS TEST,161.00
9000381,NON-COVERED MILEAGE,13.00
7059926,NON-ENDOCRINE RECEPTOR ASSAY,249.00
6820054,NON-FORMULARY ALTERNATIVE,0.00
6818348,Non-Formulary Item,0.00
7102023,NON-SELECTIVE DEBRI W/O ANESTH,99.00
7102032,NON-SELECTIVE DEBRI W/O ANESTH,99.00
9400680,NON-STERILE DRESSING,16.00
6906426,NONINVASIVE TUBING,17.00
6819718,NORCO 5/325 MG TAB,6.00
6819411,NORCO 7.5/325MG TAB,7.00
6803779,NORCURON 10 MG,95.00
6802342,NORFLEX 60MG/2ML,50.00
6807986,NORFLEX TABLET,8.00
6808000,NORPACE 100 CR,5.00
6808026,NORPACE 150 MG,4.00
6808034,NORPACE 150MG CR,5.00
6808042,NORPRAMIN 50MG,4.00
7003700,NORTRIPTYLINE,115.00
6817514,NORVASC 10MG TABLET,17.00
6818058,NORVASC 2.5 TAB ORAL,13.00
6808059,NORVASC 5 MG,6.00
5500138,NOVASURE KIT,"3,705.00"
6816888,NOVOLIN 70/30,15.00
6816839,NOVOLIN N,15.00
6816938,NOVOLIN R,15.00
6816656,NOVOLOG,11.00
6816607,NOVOLOG 70/30,11.00
6703383,NS .45% 250ML,46.00
6700298,NS 0.45% 1000ML,53.00
6700306,NS 0.45% 500ML,48.00
6700314,NS 1000ML,48.00
6804090,NS 100ML,48.00
6804108,NS 25 ML,73.00
6700322,NS 250ML,44.00
6700330,NS 500ML,44.00
6701122,NS/KCL 40MEQ,85.00
6700397,NS1000ML/KCL 20MEQ,85.00
6812960,NTG 0.2MG/ML IN D5W,75.00
6812531,NTG 0.4 MG SL (1 TABLET/ER),6.00
6803795,NTG 5 ML AMP,58.00
6811236,NTG TOPICAL.1MG/HR,10.00
6811244,NTG TOPICAL.2MG/HR,7.00
6811251,NTG TOPICAL.4MG/HR,8.00
6811269,NTG TOPICAL.6MG/HR,12.00
6802359,NUBAIN 10 MG 1 ML,50.00
7025135,NUCLEAR ANTIGEN ANTIBODY,53.00
5520705,NUGAUZE,43.00
6809974,NUPERCAINAL OINT,9.00
6811277,NYSTATIN CR 15GM,15.00
6811285,NYSTATIN OINT 15 GMG,15.00
6808083,NYSTATIN ORAL SUSP 60ML,63.00
6800544,NYSTATIN SUSP 5 ML,5.00
6811590,NYSTATIN VAG TAB (15),73.00
7057417,"O & P, CRYPTO",102.00
7057425,"O & P, GIARDIA",102.00
7015308,"O & P, PERMANENT STAIN",62.00
7010275,O&P CONCENTRATION,42.00
6901805,O2 CONNECTOR TUBE,13.00
6900914,O2 IN ENDOSCOPY,68.00
6904421,O2 PER 8 HOUR,57.00
6900419,O2 SAT MULTIPLE DETERMINATION,87.00
3900719,OB INSTRUMENT TRAY,49.00
3904307,OB MONITOR BELTS,39.00
3901709,OB PACK 1ST SETUP,229.00
3901907,OB PACK 2ND SETUP,103.00
3904836,OB/OP IV INJECTION,195.00
5802897,OBSER PT DIRECT ADMIT RN ASSES,488.00
5332960,OBSERV 1ST & 2ND HR/HIGH,52.00
5300330,OBSERV 1ST & 2ND MOD,51.00
3700093,OBSERVATION 1ST-2ND HOUR,51.00
3600079,OBSERVATION 1ST-2ND HOUR,51.00
3500139,OBSERVATION 1ST-2ND HOUR,58.00
3200045,OBSERVATION 1ST-2ND HOUR,52.00
3300118,OBSERVATION 1ST-2ND HOUR,58.00
3400124,OBSERVATION 1ST-2ND HOUR,58.00
5332986,OBSERVATION 3RD -48TH HR.,27.00
3400132,OBSERVATION 3RD-48TH HOUR,37.00
3300126,OBSERVATION 3RD-48TH HOUR,34.00
3200037,OBSERVATION 3RD-48TH HOUR,27.00
3500147,OBSERVATION 3RD-48TH HOUR,37.00
3600087,OBSERVATION 3RD-48TH HOUR,26.00
3700119,OBSERVATION 3RD-48TH HOUR,26.00
3904406,OBSERVATION PER HOUR,32.00
3700085,OBSV RN ASSESSMENT,488.00
3600129,OBSV RN ASSESSMENT,488.00
3500121,OBSV RN ASSESSMENT,488.00
3300100,OBSV RN ASSESSMENT,488.00
3400116,OBSV RN ASSESSMENT,488.00
5333042,OBSV RN ASSESSMENT,488.00
7000311,"OCCULT BLOOD, EIA",71.00
9400999,OCCUPATIONAL THERAPY OPEN CODE,4.00
9400585,OCCUPATIONAL THERAPY RE-EVALUA,72.00
9400425,OCCUPATIONAL THERAPY RE-EVALUA,72.00
5821805,OCL ARM PEDS SHORT,165.00
5800583,OCL LEG ADULT LONG,85.00
5800427,OCL LEG ADULT SHORT,44.00
5800437,OCL LEG PEDS LONG,52.00
5800527,"OCL LEG, PEDS SHORT",29.00
6819536,OFIRMEV 1000MG/100ML INJECTION,119.00
6818991,OFLOXACIN 0.3% 5ML OTIC,65.00
6817001,OFLOXACIN OPHTH,59.00
5010228,"OIL, BABY",9.00
7000913,OLIGOCLONAL BANDING,85.00
6811673,OMNIPEN-N 1 GRAM VIAL,38.00
6811681,OMNIPEN-N 500MG VIAL,29.00
6819072,ONDANSETRON 2MG/ML 20ML VIAL,4.00
6819163,ONDANSETRON 4MG ODT,73.00
6817761,ONDANSETRON 4MG/5ML,75.00
5534458,ONE-THIRD TUBUL PLATE 10HOLES,341.00
5534466,ONE-THIRD TUBUL PLATE 12HOLES,355.00
5534474,ONE-THIRD TUBUL PLATE 5HOLES,318.00
5534482,ONE-THIRD TUBUL PLATE 6HOLES,318.00
5534490,ONE-THIRD TUBUL PLATE 7HOLES,325.00
5534508,ONE-THIRD TUBUL PLATE 8HOLES,341.00
7001456,OPIATES,60.00
7004344,OPIATES,60.00
5020954,OPTIFOAM ADH DRESSING 6X6,27.00
5514302,OR TIME (1/4 HR INCREMENTS),876.00
5534599,"OR, ABDOMINAL BINDER",48.00
6908669,ORAL AIRWAY,10.00
6819593,ORBACTIV 400MG VIAL,"2,666.00"
6818835,ORENCIA(ABATACEPT) 250MG VIAL,"1,619.00"
6808109,ORGANIDIN TABS,4.00
7060270,ORGANISM ID,50.00
5014907,"ORTHO, ABD BINDER",156.00
5800264,"ORTHO, BELT RIB",72.00
5012182,"ORTHO, BOOT BUCKS",73.00
5014931,"ORTHO, COLLAR",82.00
5800563,"ORTHO, COLLAR",72.00
5012512,"ORTHO, CPM PAD",50.00
5014949,"ORTHO, IMM KNEE",171.00
5014956,"ORTHO, IMM SHOULDER",124.00
5800159,"ORTHO, IMM SHOULDER",125.00
5014964,"ORTHO, LUM/SAC",9.00
5014915,"ORTHO, PHILADELPHIA COLLAR",42.00
5014972,"ORTHO, SHOE CAST",65.00
5015029,"ORTHO, SHOE P/O",124.00
5800391,"ORTHO, SHOE P/O",130.00
5015037,"ORTHO, SPLINT ANT ELBOW",65.00
5014998,"ORTHO, SPLINT CLAVICLE",19.00
5800548,"ORTHO, SPLINT CLAVICLE",60.00
5019807,"ORTHO, SPLINT LONG LEG",129.00
5015052,"ORTHO, SPLINT SPEED HAND",78.00
5800497,"ORTHO, SPLINT SPEED HAND",79.00
5015003,"ORTHO, SPLINT W/F",136.00
5010415,"ORTHO, STIFFNECK COLLAR",48.00
5010492,"ORTHO, STIFFNECK COLLAR PED.",48.00
5015011,"ORTHO, SUPPORT ANKLE",136.00
5010256,"ORTHO,HEEL SUSPENSION BOOT",81.00
7102809,ORTHOPEDIC PILLOW,160.00
9421793,ORTHOTIC FITTING/TRAINING UE,85.00
9421739,ORTHOTIC FITTING/TRAINING UE,85.00
7114119,ORTHOTIC TRAINING,65.00
7114191,ORTHOTIC TRAINING,65.00
9300161,ORTHOTIC(S) FITTING & TRAINING,65.00
6808125,ORUDIS 75MG,6.00
6808133,ORUVAIL 200 MG,10.00
7000904,OSMOLALITY,47.00
7000409,OSMOLALITY URINE,53.00
7004427,"OSMOLALITY, FECES",101.00
5015102,"OSTOMY, POUCH",47.00
5015201,"OSTOMY, POWDER KARAYA",13.00
5022900,"OSTOMY, SUPPLIES",79.00
9400435,OT EVAL HIGH COMP 60 MIN,190.00
9400244,OT EVAL HIGH COMP 60 MIN,190.00
9400417,OT EVAL LOW COMP 30 MIN,135.00
9400215,OT EVAL LOW COMP 30 MIN,135.00
9400213,OT EVAL MOD COMP 45 MIN,163.00
9400142,OT EVAL MOD COMP 45 MIN,163.00
9400587,OT JOB READINESS ASSESSMENT,773.00
9400100,OT WORKWELL WORKFIT,124.00
9400859,OVAL FINGER SPLINT,28.00
6815617,OVRAL,14.00
6802367,OXACILLIN INJ 1 G,13.00
6802375,OXACILLIN INJ 2 G,22.00
7059546,"OXALATE, 24 HR URINE",56.00
3903408,OXIMETER PROBE DISP. L&D,106.00
5524806,OXIMETER PROBE DISP. SURG,82.00
6902209,OXIMETER SINGLE DETERMINATION,24.00
6902308,OXIMETRY/CONTINUOUS OVERNIGHT,137.00
6906101,OXY HOOD,102.00
5521208,OXYCEL,46.00
7000314,OXYCODONE,60.00
6819429,OXYCODONE 15MG TAB,14.00
6816920,OXYCODONE 5MG,6.00
6816771,OXYCONTIN 10MG CR,11.00
6814636,OXYCONTIN 20 MG(SR),16.00
6901904,OXYGEN HUMIDIFIER,10.00
6906200,OXYGEN IN E.R.,72.00
6906341,OXYMASK,17.00
6817431,OXYTOCIN 10 U/NS 1000 ML,44.00
6817381,OXYTOCIN 20 U/NS 1000 ML,44.00
6801435,P P D INT ST 5TU,18.00
6808141,P-V TUSSIN 5ML UDC,13.00
3700986,PACER KIT,318.00
3701034,PACER PADS,93.00
3700994,PACER WIRE,265.00
5501507,PACK BASIC,112.00
5502208,PACK EYE,973.00
5506308,PACK HIP,243.00
5512009,"PACK, ARTHROSCOPY & SUPPLIES",365.00
5015425,"PACK, COLD INSTANT",39.00
3905502,"PACK, CSF BAG",42.00
5503206,"PACK, CYSTO",98.00
5800021,"PACK, ICE WRAP",28.00
5020706,"PACK, ICE WRAP",25.00
5534193,"PACK, IV START",15.00
6790075,"PACK, IV START",13.00
5501309,"PACK, LAPAROSCOPY",109.00
5501606,"PACK, LITHOTOMY",53.00
5513700,"PACK, MINOR",166.00
5015417,"PACK, PERINEAL COLD",39.00
5015433,"PACK, PERINEAL HOT",37.00
7000607,PACKED RED CELLS,272.00
5020102,"PACKING, EPISTAXIS NASAL",62.00
7100431,"PACKING, IODOFORM",25.00
6909787,PAD REHAB,72.00
5015516,"PAD, NURSING",24.00
5015524,"PAD, PANTY SHIELDS",30.00
5015532,"PAD, SANITARY STERILE",26.00
5015540,"PAD, SHEEPSKIN",25.00
5015557,"PAD, UNDER (HOSPITAL)",19.00
5528625,PAIN PUMP DISPOSABLE,995.00
6808158,PAMELOR 10MG,4.00
6808166,PAMELOR 25MG CAP,5.00
5015607,"PAN, SITZ BATH",39.00
5010558,"PAN, STACKABLE BED",12.00
6818876,PANCLLRONIUM 1MG/ML 10ML VIAL,11.00
6815492,PANCORONIUM 2MG/ML 5ML,19.00
6808174,PANCREASE,4.00
7020001,PAP SMEAR LIQUID,140.00
6808182,PAPAVERINE 150MG,4.00
6819684,PAPAVERINE 30MG/ML INJ,25.00
5306832,PARACENTESIS,622.00
5306881,PARACENTESIS-SUBSEQUENT,622.00
9400281,PARAFFIN,72.00
9400291,PARAFFIN,72.00
9400219,PARAFFIN,72.00
7101603,PARAFFIN BATH,49.00
7101630,PARAFFIN BATH,49.00
6808190,PARAFON FORTE DSC,6.00
7002837,"PARAINFLUENZA, DFA",49.00
7010200,PARATHYROID HORM,201.00
6808208,PAREGORIC 30 ML MDP,6.00
6808216,PARLODEL 2.5 MG (1),8.00
6817993,PAROXETINE 10MG TAB (PAXIL),19.00
7001126,"PARVOVIRUS, IGG",119.00
7001134,"PARVOVIRUS, IGM",119.00
5010254,"PASTE, CALAZIME",33.00
5015805,"PASTE, TOOTH",9.00
9300294,PATELLA STABILIZER,112.00
6819056,PATIENT OWN MEDICATION,0.00
6803811,PAVULON 2 MG/1 ML,20.00
6808224,PAXIL 20 MG,15.00
6816797,PAXIL CR 12.5MG,20.00
6816748,PAXIL CR 25MG,21.00
6816847,PAXIL CR 37.5MG,21.00
6907307,PEAK FLOW METER,185.00
6908404,PEAK FLOW STUDIES,48.00
5523105,PEANUT SURGICAL SPONGE,36.00
6816912,PED ATROPINE 0.25MG(0.05MG/ML,24.00
6808232,PEDIALYTE,15.00
6808257,PEDIAZOLE 100 ML,79.00
5515101,PEG KIT,365.00
5500517,PEG REP TUBE,364.00
6808265,PEN-VK 250 MG TAB,4.00
6808273,PEN-VK 250/5 100ML,15.00
6803829,PENICILLIN AQ 5 MIL U,28.00
6813422,PENICILLIN G SOD 5MMU VIAL,85.00
6816599,PENTOTHAL 500MG,28.00
6811780,PEPCID 10MG/ML VIAL,39.00
6800833,PEPCID 20 MG/2 ML,34.00
6808281,PEPCID 20MG U.D.,12.00
6812630,PEPCID 40MG/5ML ORAL SUSP,200.00
6808299,PEPTOBISMOL LIQUID 60ML,6.00
6808307,PEPTOBISMOL TABLETS,6.00
6808315,PERCOCET,10.00
6817092,PERCOCET 10/325,16.00
6808323,PERCODAN TAB,7.00
6808356,PERI-COLACE LIQUID,6.00
6808364,PERIACTIN 4 MG,4.00
6820148,PERIKABIVEN 1440ML BAG,96.00
3910502,PERINEAL SKIN,219.00
6815948,PERIOCTIN SYRUP,32.00
5519905,PERIPAD,17.00
5010467,PEROXIDE,9.00
6808372,PERPHENAZINE 2 MG,4.00
7004518,PERTUSSIS AB-1,77.00
7004526,PERTUSSIS AB-2,77.00
7004542,PERTUSSIS AB-4,77.00
7008972,PERTUSSIS CULTURE,40.00
7005831,PERTUSSIS PCR,379.00
6905608,PFT PRE-POST BD,384.00
7026503,PH BODY FLUID,25.00
6899991,PHARMACY CONVERSION DEFAULT,24.00
