Facility,Description,Unit Price,
Cooper University Hospital,INSERTION TOOL FOR SQ ELECTROD," $1,182.00 ",
Cooper University Hospital,INSERTION TUNNELED CV CATH," $8,577.00 ",
Cooper University Hospital,INSERTION WIRE/PIN W/APPL SKELETAL TRACTION SPX," $12,783.00 ",
Cooper University Hospital,INSJ CANNULA HEMO OTH PURPOSE SPX ARVEN XTRNL," $10,127.00 ",
Cooper University Hospital,INSJ PERQ VAD TRNSPTAL W/IMAGE ART&VENOUS ACCESS," $19,474.00 ",
Cooper University Hospital,INSJ/RPLC NSTIM SYSTEM SLEEP APNEA COMPLETE," $131,431.00 ",
Cooper University Hospital,INSJ/RPLC NSTIM SYSTEM SLEEP APNEA PLS GENERATOR," $86,558.00 ",
Cooper University Hospital,INSJ/RPLC NSTIM SYSTEM SLEEP APNEA SENSING LEAD," $28,535.00 ",
Cooper University Hospital,INSJ/RPLC NSTIM SYSTEM SLEEP APNEA STIMJ LEAD," $86,558.00 ",
Cooper University Hospital,INSRT TNL INTRAPERI CATH," $12,658.00 ",
Cooper University Hospital,INSTLJ CH TUBE/CATH AGENT FBRNLYSIS SBSQ DAY," $3,261.00 ",
Cooper University Hospital,INSTLJ VIA CH TUBE/CATH AGENT FBRNLYSIS 1ST DAY," $3,549.00 ",
Cooper University Hospital,INSTLJ VIA CHEST TUBE/CATH AGENT FOR PLEURODESIS," $3,176.00 ",
Cooper University Hospital,INSULIN, $200.00 ,
Cooper University Hospital,INSULIN AUTOANTIBODY, $457.00 ,
Cooper University Hospital,INSULIN HUM REG 100UN/ML 1ML, $8.00 ,
Cooper University Hospital,"INSULIN, FREE", $58.00 ,
Cooper University Hospital,INTERCOSTAL BLOCK SINGLE NERVE, $854.00 ,
Cooper University Hospital,INTERCOSTAL NERVE BLOCK REGION," $1,823.00 ",
Cooper University Hospital,INTERFERON GAMMA, $375.00 ,
Cooper University Hospital,INTERLEUKIN (IL) 10, $552.00 ,
Cooper University Hospital,INTERLEUKIN (IL) 2, $499.00 ,
Cooper University Hospital,INTERLEUKIN 18, $441.00 ,
Cooper University Hospital,INTERLEUKIN 2 RECEPTOR, $360.00 ,
Cooper University Hospital,INTERLEUKIN-2RECEPTOR ASSAY, $691.00 ,
Cooper University Hospital,INTERPHASE IN SITU 100-300CELL," $1,434.00 ",
Cooper University Hospital,INTERROGATION EVAL F2F IMPLANT SUBQ LEAD DEFIB, $143.00 ,
Cooper University Hospital,INTMD RPR FACE/MM 12.6-20 CM," $1,496.00 ",
Cooper University Hospital,INTMD RPR FACE/MM 20.1-30.0," $1,396.00 ",
Cooper University Hospital,INTMD RPR FACE/MM 7.6-12.5CM," $1,536.00 ",
Cooper University Hospital,INTMD RPR N-HF/GENIT12.6-20," $2,319.00 ",
Cooper University Hospital,INTRA ATRIAL RECORDING," $6,985.00 ",
Cooper University Hospital,INTRA VENT/INTRA-ATRIAL MAP," $12,225.00 ",
Cooper University Hospital,INTRACARDIAC 3D MAPPING," $10,002.00 ",
Cooper University Hospital,INTRAOPERATIVE INTACT PTH, $141.00 ,
Cooper University Hospital,INTRAORAL I&D TONGUE/FLOOR SUBLNGL DP SPRMLHYD," $5,364.00 ",
Cooper University Hospital,INTRAORAL I&D TONGUE/FLOOR SUBMENTAL SPACE," $5,364.00 ",
Cooper University Hospital,INTRAOSSEOUS INFUS., $394.00 ,
Cooper University Hospital,INTRAUTERINE COPPER DEVICE," $2,999.00 ",
Cooper University Hospital,INTRAVASC US DIAG EVALINT, $451.00 ,
Cooper University Hospital,INTRAVENTRICULAR PACING," $10,061.00 ",
Cooper University Hospital,INTRAVITREAL NJX PHARMACOLOGIC AGT SPX," $1,402.00 ",
Cooper University Hospital,INTRCRAN ANGIOW/STENT," $93,922.00 ",
Cooper University Hospital,INTRCRANIAL ANGIO ARTHERE," $93,922.00 ",
Cooper University Hospital,INTRINSIC FACTOR ANTIBODY, $57.00 ,
Cooper University Hospital,INTRO CATH DIALYSIS CIRCUIT DX ANGRPH FLUOR S&I," $2,771.00 ",
Cooper University Hospital,INTRO CATH DIALYSIS CIRCUIT W/TCAT LMT IV STENT," $41,908.00 ",
Cooper University Hospital,INTRO CATH DIALYSIS CIRCUIT W/TRLUML BALO ANGIOP," $20,735.00 ",
Cooper University Hospital,INTRO CATH RENAL PELVIS," $1,612.00 ",
Cooper University Hospital,INTRO CATH SVC OR IVC," $5,626.00 ",
Cooper University Hospital,INTRO NEEDLE OR CATH/ARTERY, $578.00 ,
Cooper University Hospital,INTRO NEEDLE/CATH INTO VEIN, $222.00 ,
Cooper University Hospital,INTRO OF SALINE/CONTRAST HSG*," $3,819.00 ",
Cooper University Hospital,INTRO STENT FOR BILIARY DRAIN PERC," $7,242.00 ",
Cooper University Hospital,INTRO TUBE GI LONG," $2,470.00 ",
Cooper University Hospital,INTRODUCER FIXED LOCKING, $95.00 ,
Cooper University Hospital,INTRODUCER PEEL AWAY FIXED, $437.00 ,
Cooper University Hospital,IODINE, $205.00 ,
Cooper University Hospital,"IODINE, URINE", $291.00 ,
Cooper University Hospital,IONIZED CALCIUM*, $270.00 ,
Cooper University Hospital,"IONIZED CALCIUM,PLASMA", $270.00 ,
Cooper University Hospital,IONTOPHORESIS, $192.00 ,
Cooper University Hospital,IP JOINT OPEN WOUND REDUCTION," $9,743.00 ",
Cooper University Hospital,IRON, $90.00 ,
Cooper University Hospital,IRON BINDING CAPACITY, $98.00 ,
Cooper University Hospital,"IRON STAIN, B.M.", $355.00 ,
Cooper University Hospital,IRRADIATION*, $155.00 ,
Cooper University Hospital,IRRIGATION FOR PRIAPISM, $859.00 ,
Cooper University Hospital,"IRRIGATION VAGINA,APP OF MED", $630.00 ,
Cooper University Hospital,ISLET ANTIGEN 2 AB, $428.00 ,
Cooper University Hospital,ISLET CELL AB, $75.00 ,
Cooper University Hospital,ISLET CELL ANTIBODY, $325.00 ,
Cooper University Hospital,ISOENZYMES*, $137.00 ,
Cooper University Hospital,ISOPROTERENOL 0.2MG/ML 5ML INJ, $39.00 ,
Cooper University Hospital,IUD REMOVAL," $1,037.00 ",
Cooper University Hospital,"IV ADMIN,RADIOPHARM THERAPY"," $1,493.00 ",
Cooper University Hospital,"IV ADMIN,RADIOPHARM THERAPY RP"," $1,493.00 ",
Cooper University Hospital,IV CHEMO/MONO ABX THERP 1ST HR," $1,561.00 ",
Cooper University Hospital,IV CHOLANGIOGRAPHY/POST OPERAT," $2,047.00 ",
Cooper University Hospital,IV DIALYSIS GRAFT THROMBECTOMY," $12,131.00 ",
Cooper University Hospital,IV INF ADD SEQUENTIAL 1ST HOUR, $221.00 ,
Cooper University Hospital,IV INF CHEMO/MONO ABX SEQ1STHR, $716.00 ,
Cooper University Hospital,IV INF THERAPEUTIC EA ADD HOUR, $152.00 ,
Cooper University Hospital,IV INFUS HYDRATION EA ADD HOUR, $155.00 ,
Cooper University Hospital,IV INFUSION CHEMO EA ADDL HOUR, $377.00 ,
Cooper University Hospital,IV INFUSION CONCURRENT, $221.00 ,
Cooper University Hospital,IV INFUSION HYDRATION UP TO 1H, $349.00 ,
Cooper University Hospital,IV INFUSION THERAPEUTIC 1ST HR, $642.00 ,
Cooper University Hospital,IV INFUSION THERAPEUTIC 1ST HR CL, $583.00 ,
Cooper University Hospital,IV INSERT TUNNEL CVC <5Y," $8,577.00 ",
Cooper University Hospital,IV PERC DILATION BILIARY," $1,233.00 ",
Cooper University Hospital,IV PUSH EA ADD NEW SUBST/DRUG, $403.00 ,
Cooper University Hospital,IV PUSH EA ADD SAME SUBST/DRUG, $131.00 ,
Cooper University Hospital,IV PUSH INITIAL SUBSTANCE/DRUG, $215.00 ,
Cooper University Hospital,IV PUSH INITIAL SUBSTANCE/DRUG CL, $215.00 ,
Cooper University Hospital,IV SOLUTIONS              3079, $74.00 ,
Cooper University Hospital,IV URETERAL STENT," $1,612.00 ",
Cooper University Hospital,IV US NONCORONARY INT VESSEL," $2,592.00 ",
Cooper University Hospital,IVP CHEMO/MONO ABX EA ADD DRUG," $1,012.00 ",
Cooper University Hospital,IVP CHEMO/MONO ABX INITIALDRUG, $762.00 ,
Cooper University Hospital,IVUS EACH ADD VESSEL, $393.00 ,
Cooper University Hospital,IVUS INTRACARDIAC," $5,126.00 ",
Cooper University Hospital,"IVUS, SINGLE VESSEL"," $9,123.00 ",
Cooper University Hospital,IVUS-ULTRA ICE CATHETER," $5,901.00 ",
Cooper University Hospital,"JAK2 EXONS 12,13",,
Cooper University Hospital,JAK2 GENE ANALYSIS, $921.00 ,
Cooper University Hospital,JC VIRUS ANTIBODY," $6,744.00 ",
Cooper University Hospital,JC VIRUS QT PCR," $1,213.00 ",
Cooper University Hospital,JEVITY 1.2 READY TO HANG, $14.00 ,
Cooper University Hospital,JO-1, $406.00 ,
Cooper University Hospital,KCNQ1OT1 METHYLATION ANALYSIS," $1,390.00 ",
Cooper University Hospital,KETONE BODY, $138.00 ,
Cooper University Hospital,KETONE PANEL, $353.00 ,
Cooper University Hospital,KIDNEY IMAGING MORPHOOGY W/VASCULAR FLOW," $1,588.00 ",
Cooper University Hospital,KIT - LEFT HEART, $182.00 ,
Cooper University Hospital,KIT - RT HEART, $67.00 ,
Cooper University Hospital,KIT ACCESS FOR REBOA CATH, $662.00 ,
Cooper University Hospital,KIT CVP MULTI LUMEN, $248.00 ,
Cooper University Hospital,KIT D816 GENE ANALYSIS," $1,721.00 ",
Cooper University Hospital,KIT MUTATION ANALYSIS," $1,690.00 ",
Cooper University Hospital,KIT SNARE AMPLATZ GOOSENECK," $1,348.00 ",
Cooper University Hospital,KLEIHAUER-BETKE, $352.00 ,
Cooper University Hospital,KNEES BOTH STANDING, $188.00 ,
Cooper University Hospital,KOH PREP, $135.00 ,
Cooper University Hospital,KRAS GENE ANALYSIS," $1,456.00 ",
Cooper University Hospital,KRAS MUTATION ANALYSIS," $1,053.00 ",
Cooper University Hospital,"KRAS, ADD VARIANT", $567.00 ,
Cooper University Hospital,LAA CLOSUREW/IMPLANT," $73,813.00 ",
Cooper University Hospital,LABETALOL 5MG/ML 20ML INJ, $40.00 ,
Cooper University Hospital,LAC REP NOT FACE 2.6CM TO 7.5C, $541.00 ,
Cooper University Hospital,LAC REPAI LIP/NOSE/EAR 2.6-7.5," $1,481.00 ",
Cooper University Hospital,LACER INTER FACE 02.6-05.0CM, $579.00 ,
Cooper University Hospital,LACER INTER TRUNK 00.0-02.5CM, $435.00 ,
Cooper University Hospital,"LACER, SIMP NOT FACE 0.0-2.5 CM", $510.00 ,
Cooper University Hospital,"LACER,SIMP NOT FACE 12.6-20CM", $636.00 ,
Cooper University Hospital,LACOSAMIDE, $319.00 ,
Cooper University Hospital,LACTATE, $282.00 ,
Cooper University Hospital,"LACTATE, WHOLE BLOOD", $94.00 ,
Cooper University Hospital,LACTIC ACID, $282.00 ,
Cooper University Hospital,"LACTOFERRIN, QL", $189.00 ,
Cooper University Hospital,"LACTOFERRIN,QUANT", $452.00 ,
Cooper University Hospital,LAMELLAR BODY COUNTS, $205.00 ,
Cooper University Hospital,LAMOTRIGINE, $374.00 ,
Cooper University Hospital,LANGSTON PIGTAIL CATHETER, $585.00 ,
Cooper University Hospital,LAPS PELVIC LYMPHADEC," $34,085.00 ",
Cooper University Hospital,LARYNGOSCOPY DX EXCEPT NEWBORN," $4,197.00 ",
Cooper University Hospital,LARYNGOSCOPY W/WO TRACHEOSCOPY DX NEWBORN," $1,726.00 ",
Cooper University Hospital,"LARYNGOSCOPY,FLEX FIBEROP,DIAG", $578.00 ,
Cooper University Hospital,"LASER CATHETER 12,14 OR 16FR S"," $10,678.00 ",
Cooper University Hospital,LASER KIT ACCESSORY, $497.00 ,
Cooper University Hospital,LASER LEAD CUTTER, $378.00 ,
Cooper University Hospital,LASER LEAD LOCKING DEVICE #1-3," $2,150.00 ",
Cooper University Hospital,LASER LEAD LOCKING DEVICE EZ," $2,402.00 ",
Cooper University Hospital,LASER RETINA NICU," $3,145.00 ",
Cooper University Hospital,LATE CLOSURE SURG WOUND EXTENS," $7,701.00 ",
Cooper University Hospital,LD, $44.00 ,
Cooper University Hospital,LD ISOENZYMES, $103.00 ,
Cooper University Hospital,"LD, CSF", $44.00 ,
Cooper University Hospital,"LD, FLUID", $44.00 ,
Cooper University Hospital,"LD,TOTAL", $44.00 ,
Cooper University Hospital,LDL CHOLESTEROL DIRECT, $60.00 ,
Cooper University Hospital,LEAD, $195.00 ,
Cooper University Hospital,LEADLESS PM REMOVE VENTR," $10,147.00 ",
Cooper University Hospital,LEADLESS PM/INS RPL VENTR," $63,535.00 ",
Cooper University Hospital,LEEP," $9,680.00 ",
Cooper University Hospital,LEFT HEART CATH WITH OR WO LVG," $11,387.00 ",
Cooper University Hospital,LEGIONELLA ANTIBODY, $245.00 ,
Cooper University Hospital,LEGIONELLA CULTURE, $158.00 ,
Cooper University Hospital,LEGIONELLA DIRECT FLUORESCENT, $690.00 ,
Cooper University Hospital,LEGIONELLA URINARY AG, $224.00 ,
Cooper University Hospital,LEPTIN, $273.00 ,
Cooper University Hospital,LEPTOSPIRA ANTIBODY, $234.00 ,
Cooper University Hospital,LEUKAPHERESIS," $5,513.00 ",
Cooper University Hospital,LEUKO (DP) PLATELETS (ARC PRO), $256.00 ,
Cooper University Hospital,LEUKOCYTE HISTAMINE RELEASE, $387.00 ,
Cooper University Hospital,LEUKOCYTE PHAGOCYTOSIS, $95.00 ,
Cooper University Hospital,LEVAMISOLE, $486.00 ,
Cooper University Hospital,LEVEL 4 GROSS AND MICRO - UPMC," $1,924.00 ",
Cooper University Hospital,LEVEL 4 GROSS/MICRO-COLUMBIA, $378.00 ,
Cooper University Hospital,LEVETIRACETAM (KEPPRA), $216.00 ,
Cooper University Hospital,LEVONORGESTREL IUD DEVICE," $3,761.00 ",
Cooper University Hospital,LG TERM MONITORING CPU 24 HRS," $4,237.00 ",
Cooper University Hospital,"LH, PEDIATRIC", $340.00 ,
Cooper University Hospital,LIDOCAINE, $435.00 ,
Cooper University Hospital,LIDOCAINE 0.5% 50ML, $84.00 ,
Cooper University Hospital,LIDOCAINE 1% 20ML MDV INJ, $13.00 ,
Cooper University Hospital,LIDOCAINE 2% 20ML MDV INJ, $11.00 ,
Cooper University Hospital,LIDOCAINE 2% 5ML INJ, $8.00 ,
Cooper University Hospital,LIDOCAINE 2% JELLY 30ML TUBE, $132.00 ,
Cooper University Hospital,LIDOCAINE 2% WITH EPI 20ML VL, $19.00 ,
Cooper University Hospital,LIDOCAINE 2GM/250ML D5W, $49.00 ,
Cooper University Hospital,LIDOCAINE 4% CREAM 5GM TUBE, $14.00 ,
Cooper University Hospital,LIDOCAINE CS, $353.00 ,
Cooper University Hospital,LIDOCAINE VISCOUS 2% 15ML LIQ, $13.00 ,
Cooper University Hospital,LIGATION MAJOR ARTERY EXTREMITY," $1,845.00 ",
Cooper University Hospital,LILETTA IUD," $3,019.00 ",
Cooper University Hospital,LIP REPAIR VERMILION ONLY," $2,854.00 ",
Cooper University Hospital,LIP0PROTEIN FRACTIONATION, $119.00 ,
Cooper University Hospital,LIPASE, $111.00 ,
Cooper University Hospital,LIPID PANEL, $51.00 ,
Cooper University Hospital,LIPID PROFILE, $84.00 ,
Cooper University Hospital,"LIPIDS, TOTAL FECES", $413.00 ,
Cooper University Hospital,LIPOPROTEIN (A), $105.00 ,
Cooper University Hospital,LIPOPROTEIN ELECTROPHORESIS, $122.00 ,
Cooper University Hospital,LITHIUM, $224.00 ,
Cooper University Hospital,LIVER, $63.00 ,
Cooper University Hospital,LIVER CYTOSOL AUTOANTIBODIES, $548.00 ,
Cooper University Hospital,LOC W/MAMMO GD EA ADDTL LESION, $900.00 ,
Cooper University Hospital,LOC W/MAMMO GD EACH ADDTL LES, $765.00 ,
Cooper University Hospital,LOC W/MAMMO GD FIRST LESION," $1,439.00 ",
Cooper University Hospital,LOC W/MRI GD EA ADDTL LESION," $1,456.00 ",
Cooper University Hospital,LOC W/MRI GD FIRST LESION," $2,911.00 ",
Cooper University Hospital,LOC W/STERO GD EA ADDTL LESION," $1,014.00 ",
Cooper University Hospital,LOC W/STERO GD FIRST LESION," $1,721.00 ",
Cooper University Hospital,LOC W/US GD EA ADDTL LESION," $1,306.00 ",
Cooper University Hospital,LOC W/US GD FIRST LESION," $2,217.00 ",
Cooper University Hospital,LOOP RECORDER ANALYSIS, $437.00 ,
Cooper University Hospital,LOOP RECORDER LINQ," $22,690.00 ",
Cooper University Hospital,LOOPOGRAM INJECTION," $1,866.00 ",
Cooper University Hospital,LOOPOGRAM INTERPRETATION," $1,128.00 ",
Cooper University Hospital,LORAZEPAM 0.5MG TAB, $7.00 ,
Cooper University Hospital,LORAZEPAM 1MG TAB, $11.00 ,
Cooper University Hospital,LORAZEPAM 2MG TAB, $7.00 ,
Cooper University Hospital,LORAZEPAM 2MG/ML INJ, $41.00 ,
Cooper University Hospital,LOW OSMOLAR CONTRAST 100MLVIAL, $974.00 ,
Cooper University Hospital,LOW OSMOLAR CONTRAST 200MLVIAL," $1,947.00 ",
Cooper University Hospital,LOW OSMOLAR CONTRAST 50ML VIAL, $488.00 ,
Cooper University Hospital,LP-PLA2, $739.00 ,
Cooper University Hospital,LR IRRAD PACKED CELL 50ML ALIQ, $265.00 ,
Cooper University Hospital,LR IRRAD PACKED CELLS 5ML ALIQ, $116.00 ,
Cooper University Hospital,LR PACKED CELLS 5 ML ALIQUOT, $116.00 ,
Cooper University Hospital,LR PACKED CELLS 50 ML ALIQUOT, $210.00 ,
Cooper University Hospital,LT ART APP CLOSURE (LARIAT)," $23,873.00 ",
Cooper University Hospital,LUMBAR/CAUDAL EPIDURAL SINGLE," $2,749.00 ",
Cooper University Hospital,LUMBOSACL COMP INCL BEND VIEWS, $325.00 ,
Cooper University Hospital,LUMBOSACRAL BEND ONLY MIN 4 VI, $322.00 ,
Cooper University Hospital,LUMBOSACRAL SPINE 2 OR 3 VIEWS, $813.00 ,
Cooper University Hospital,LUMBOSACRAL SPINE MIN 4 VIEWS, $682.00 ,
Cooper University Hospital,LUNG VENTILATION & PERFUSION," $1,795.00 ",
Cooper University Hospital,LUNG VOLUMES NO SPIROMETRY, $741.00 ,
Cooper University Hospital,LUTEINIZING HORMONE, $80.00 ,
Cooper University Hospital,LYME ANTIBODY, $401.00 ,
Cooper University Hospital,LYME DISEASE QL PCR, $282.00 ,
Cooper University Hospital,"LYMPH TRANS, MITOGEN/ANTIG IND", $437.00 ,
Cooper University Hospital,LYMPHOCYTE TRANSFRMTN MITO/ANT," $1,064.00 ",
Cooper University Hospital,LYMPHOCYTIC CHORIOMENINGITIS, $195.00 ,
Cooper University Hospital,"LYMPHOMA, BCL-1/JH T(11;14)RTP"," $1,155.00 ",
Cooper University Hospital,"LYMPHOMA,BCL-2/JHT(14;18)RTPCR"," $1,335.00 ",
Cooper University Hospital,LYMPHOSCINTIGRAPHY," $4,274.00 ",
Cooper University Hospital,LYSOSOMAL ACID LIPASE," $1,015.00 ",
Cooper University Hospital,LYSOSOMAL ENZYME SCREEN," $3,784.00 ",
Cooper University Hospital,LYSOSOMAL/PEROXISOMAL SCREEN, $768.00 ,
Cooper University Hospital,LYSOZYME, $259.00 ,
Cooper University Hospital,MAG 3 WITH LASIX," $6,617.00 ",
Cooper University Hospital,MAG 3 WITHOUT LASIX," $1,877.00 ",
Cooper University Hospital,MAGNESIUM, $45.00 ,
Cooper University Hospital,MAGNESIUM HYDROXIDE 30ML, $7.00 ,
Cooper University Hospital,MAGNESIUM SULFATE 1GM/2ML INJ, $11.00 ,
Cooper University Hospital,MAGNESIUM*, $11.00 ,
Cooper University Hospital,MALARIA SMEAR, $744.00 ,
Cooper University Hospital,MAMMARY DUCTOGRAM/MULTI DUCT, $582.00 ,
Cooper University Hospital,MAMMARY DUCTOGRAM/SINGLE DUCT," $1,063.00 ",
Cooper University Hospital,MANDIBLE COMPLETE MIN 4 VIEWS, $382.00 ,
Cooper University Hospital,MANDIBLE PARTIAL LESS 4 VIEWS, $246.00 ,
Cooper University Hospital,MANGANESE, $338.00 ,
Cooper University Hospital,MANUAL THERAPY TECH EA 15 MIN, $307.00 ,
Cooper University Hospital,"MARIJUANA, URINE", $192.00 ,
Cooper University Hospital,"MASS SPEC,SINGLE ANALYTE,QUANT", $662.00 ,
Cooper University Hospital,MASSAGE THERAPY EA 15 MIN, $397.00 ,
Cooper University Hospital,MASTL CNV DETECTION - PG, $163.00 ,
Cooper University Hospital,MASTL SEQUENCING - PG, $163.00 ,
Cooper University Hospital,MASTOID LES THAN 3 VIEW PER SI, $246.00 ,
Cooper University Hospital,MASTOTOMY EXP/DRAIN ABCESS DEEP," $7,161.00 ",
Cooper University Hospital,MCHNL RMVL PRICATH OBSTR CV DEV VIA VEN ACCESS," $11,747.00 ",
Cooper University Hospital,MCOLN1(MUCOLIPIN)GENE ANALYSIS, $882.00 ,
Cooper University Hospital,MDFC FLAP W/PRSRV VASC PEDCL," $12,164.00 ",
Cooper University Hospital,MEAS.02 SAT.(ART), $82.00 ,
Cooper University Hospital,MEAS.02 SAT.(VEN), $82.00 ,
Cooper University Hospital,"MEASUREMENT POST VOID,US", $227.00 ,
Cooper University Hospital,MECH CHEST WALL OSC PER SESS, $209.00 ,
Cooper University Hospital,MECHANICAL TRACTION, $124.00 ,
Cooper University Hospital,MECKELS DIVERTICULUM," $1,924.00 ",
Cooper University Hospital,MECONIUM DRUG SCREEN, $192.00 ,
Cooper University Hospital,MECP2 GENE ANALYSIS," $2,139.00 ",
Cooper University Hospital,MEDTRONIC BIVENTRICULAR ICD," $90,261.00 ",
Cooper University Hospital,MEDTRONIC BIVENTRICULAR PPG," $40,679.00 ",
Cooper University Hospital,MEDTRONIC DUAL CHAMBER ICD," $72,742.00 ",
Cooper University Hospital,MEDTRONIC DUAL CHAMBER PPG," $21,410.00 ",
Cooper University Hospital,MEDTRONIC ICD LEADS," $21,896.00 ",
Cooper University Hospital,MEDTRONIC LV (CS) LEAD," $9,733.00 ",
Cooper University Hospital,MEDTRONIC PPM LEAD," $2,677.00 ",
Cooper University Hospital,MEDTRONIC SINGLE CHAMBER ICD," $72,742.00 ",
Cooper University Hospital,MEDTRONIC SINGLE CHAMBER PPG," $21,410.00 ",
Cooper University Hospital,MEN2 GENE ANALYSIS, $662.00 ,
Cooper University Hospital,MEN2 RET GENE ANALYSIS," $2,426.00 ",
Cooper University Hospital,MENINGOCOCCAL VACCINE, $954.00 ,
Cooper University Hospital,MEP/TCEMEP LOWER LIMB," $1,014.00 ",
Cooper University Hospital,MEP/TCEMEP SPINE OR UPPER LIMB," $1,014.00 ",
Cooper University Hospital,MEPERIDINE 100MG TUBEX, $9.00 ,
Cooper University Hospital,MEPERIDINE 50MG INJ, $13.00 ,
Cooper University Hospital,MEPERIDINE/NORMEPERIDINE URINE, $319.00 ,
Cooper University Hospital,MERCURY (HG), $507.00 ,
Cooper University Hospital,METANEPHRINE FRACTIONTD PLASMA, $522.00 ,
Cooper University Hospital,METANEPHRINE URINE*, $508.00 ,
Cooper University Hospital,METFORMIN, $328.00 ,
Cooper University Hospital,"METHADONE,CONFIRM,URINE", $486.00 ,
Cooper University Hospital,METHANOL, $343.00 ,
Cooper University Hospital,METHEMOGLOBIN, $46.00 ,
Cooper University Hospital,METHOTREXATE LEVEL, $436.00 ,
Cooper University Hospital,METHQUALONE, $451.00 ,
Cooper University Hospital,METHYLERGONOVINE 0.2MG/ML INJ, $29.00 ,
Cooper University Hospital,METHYLMALONIC ACID, $855.00 ,
Cooper University Hospital,METHYLPREDNISOLONE 125MG INJ, $23.00 ,
Cooper University Hospital,METOCLOPRAMIDE 10MG/2ML INJ, $23.00 ,
Cooper University Hospital,METOPROLOL 5MG/5ML INJ, $36.00 ,
Cooper University Hospital,MIC-E-TEST, $270.00 ,
Cooper University Hospital,"MICROALBUMIN, URINE *", $149.00 ,
Cooper University Hospital,"MICROARRAY GENOMIC ALTER, SNP"," $5,557.00 ",
Cooper University Hospital,"MICRODISSECTION, MANUAL", $549.00 ,
Cooper University Hospital,MICROSATELLITE INSTABILITY, $706.00 ,
Cooper University Hospital,MICROSOMAL AB, $261.00 ,
Cooper University Hospital,MICROWAVE ABLATION," $18,993.00 ",
Cooper University Hospital,MIDAZOLAM 1MG/ML 2ML INJ, $4.00 ,
Cooper University Hospital,MIDAZOLAM 1MG/ML 5ML INJ, $44.00 ,
Cooper University Hospital,MIRENA IUD/211516," $3,408.00 ",
Cooper University Hospital,MLH1 DEL/DUP," $1,489.00 ",
Cooper University Hospital,MLH1 FULL SEQUENCE," $1,489.00 ",
Cooper University Hospital,MLH1 METHYLATION GENE ANALYSIS," $1,178.00 ",
Cooper University Hospital,MOBILITY CURRENT STATUS, $2.00 ,
Cooper University Hospital,MOBILITY D/C STATUS, $2.00 ,
Cooper University Hospital,MOBILITY GOAL STATUS, $2.00 ,
Cooper University Hospital,MOD SED DIF PHYS/QHP 5> 1ST30M, $934.00 ,
Cooper University Hospital,MOD SED DIF PHYS/QHP 5> ADTL15, $80.00 ,
Cooper University Hospital,MOD SED DIF PHYS/QHP<5 1ST 30M, $496.00 ,
