Description,2019 Price
EAR IMP PISTON CLIP MVP 0.4X5.50MM 1006-710,"1,035.00"
EAR IMP PISTON CLIP MVP 0.4X5.75MM 1006-711,"1,035.00"
EAR IMP PISTON CLIP MVP 0.4X6.0MM 1006-712,"1,035.00"
EAR IMP PISTON CLIP MVP 0.6X5.50MM TI 1006-760,"1,035.00"
EAR IMP PISTON CLIP MVP 0.6X5.75MM TI 1006-761,"1,035.00"
EAR IMP PISTON CLIP MVP 0.6X6.00MM TI 1006-762,838.00
EAR IMP PISTON CUP 4.25X0.8X0.88MM,342.00
EAR IMP PISTON CUP 4X0.6X1MM,354.00
EAR IMP PISTON CUP 5X0.4X0.88MM,354.00
EAR IMP PISTON CUP STAPES 4.5X0.6X0.88MM 1133125,354.00
EAR IMP PISTON CUP STAPES 4X0.6X0.88MM 1133120,354.00
EAR IMP PLUG NON-MAGNETIC NUCLEUS 5 COCHLEAR Z146624,500.00
EAR IMP PORP 2.50MM CENTER TI 70142028,703.00
EAR IMP PORP 2MM CENTER TI 70142004,688.00
EAR IMP PORP 3.50MM CENTER TI 70142029,695.00
EAR IMP PORP 3MM CENTER TI 70142005,703.00
EAR IMP PORP 4MM CENTER TI 70142006,695.00
EAR IMP PORP BLACK TOP OVAL,913.00
EAR IMP PORP DORNHOFFER 2MM TI,715.00
EAR IMP PORP GOLDENBERG 5.1MM MALLEABLE,943.00
EAR IMP PORP GOLDENBERG 5.5MM,871.00
EAR IMP PORP GOLDENBERG HAPEX 5.6MM 70145964,929.00
EAR IMP PORP HABERMAN 2.5MM OFFSET,"1,328.00"
EAR IMP PORP HAPEX RICHARDS 5.8MM CENTER,945.00
EAR IMP PORP HAPEX RICHARDS 5.8MM OFF CENTER 70145892,886.00
EAR IMP PORP HAPEX RICHARDS 5.9MM CENTER 70145891,945.00
EAR IMP PORP HYDROX OFF CENTER,788.00
EAR IMP PORP MODIFIED DRUM TO STAPES 140084,497.00
EAR IMP PORP OFF CENTER 8.1MM 70145890,886.00
EAR IMP PORP TTP-KURZ VARIAC PARTIAL LENGTH VARIABLE 1002020,"1,138.00"
EAR IMP ROBINSON HYDROX MALLEUS OVAL WIN 4.5MM,822.00
EAR IMP ROBINSON HYDROX MALLEUS OVAL WIN 5.5MM,798.00
EAR IMP ROBINSON HYDROX MALLEUS OVAL WIN 5MM,822.00
EAR IMP ROBINSON HYDROX MALLEUS OVAL WIN 6MM,798.00
EAR IMP ROBINSON PISTON CUP 4.0X0.4X0.9MM,336.00
EAR IMP ROBINSON PISTON CUP 4.0X0.6X0.9MM 1133001,336.00
EAR IMP ROBINSON PISTON CUP 4.5X0.4X0.9MM,336.00
EAR IMP ROBINSON PISTON CUP 4.5X0.4X1MM,336.00
EAR IMP ROBINSON PISTON CUP 4.5X0.6X0.9MM 1133002,336.00
EAR IMP SCHUKNECHT PISTON 3.5X0.6MM AND WIRE 1128110,270.00
EAR IMP SCHUKNECHT PISTON 3.75X0.6MM AND WIRE,270.00
EAR IMP SCHUKNECHT PISTON 4.0X0.6MM AND WIRE 1128120,278.00
EAR IMP SCHUKNECHT PISTON 4.25X0.6MM 140125,217.00
EAR IMP SCHUKNECHT PISTON 4.25X0.6MM AND WIRE 1128125,270.00
EAR IMP SCHUKNECHT PISTON 4.50X0.6MM AND WIRE 1128130,270.00
EAR IMP SMART STAPES PISTON 3.75X0.6MM 70145925,631.00
EAR IMP SMART STAPES PISTON 4.00X0.6MM 70145926,624.00
EAR IMP SMART STAPES PISTON 4.25X0.6MM 70145927,624.00
EAR IMP SMART STAPES PISTON 4.50X0.6MM 70145928,624.00
EAR IMP SMART STAPES PISTON 4.75X0.6MM 70145929,624.00
EAR IMP STAPES CLASSIC BUCKET 0.4X4.0X0.9MM TI,465.00
EAR IMP STAPES CLASSIC BUCKET 0.4X4.5X0.9MM TI,469.00
EAR IMP STAPES CLASSIC BUCKET 0.4X4.5X1.0MM TI,469.00
EAR IMP STAPES CLASSIC BUCKET 0.4X5.0X1.0MM TI,542.00
EAR IMP STAPES MATRIX 4.00MM 1006045,590.00
EAR IMP STAPES MATRIX 4.25MM 1006046,590.00
EAR IMP STAPES MATRIX 4.50MM 1006047,590.00
EAR IMP STAPES MATRIX 4.75MM 1006048,590.00
EAR IMP STAPLES CLASSIC BUCKET 0.4X4.0X1.0MM TI,465.00
EAR IMP STAPLES CLASSIC BUCKET 0.4X5.0X0.9MM TI,469.00
EAR IMP TORP 3MM CENTER TI 70142034,675.00
EAR IMP TORP 4MM CENTER TI 70142010,703.00
EAR IMP TORP 5MM CENTER TI 70142012,695.00
EAR IMP TORP 5MM OFF CENTER 70141061,747.00
EAR IMP TORP 6MM CENTER TI 70142014,695.00
EAR IMP TORP 6MM OFF CENTER 70141063,676.00
EAR IMP TORP 7MM CENTER TI 70142016,695.00
EAR IMP TORP 7MM OFF CENTER 70141065,747.00
EAR IMP TORP 8MM CENTER TI 70142018,695.00
EAR IMP TORP AUSTIN 7MM OFF CENTERED 140063,497.00
EAR IMP TORP BLACK TOP 10MM OVAL,938.00
EAR IMP TORP GOLDENBERG FOOTPLATE 2MM 140914,538.00
EAR IMP TORP GOLDENBERG HAPEX 5.9MM 70145912,938.00
EAR IMP TORP GOLDENBERG HAPEX 6.0MM 70145916,945.00
EAR IMP TORP GOLDENBERG HAPEX 7.9MM 70145917,971.00
EAR IMP TORP HABERMAN 3MM OFFSET,"1,048.00"
EAR IMP TORP KARTUSH HAPEX 3X 0.8MM 70145841,862.00
EAR IMP TORP NOTCHED OFFSET W/MALLEABLE LINK,"1,024.00"
EAR IMP TORP SHEA 08X85MM,452.00
EAR IMP TORP SHEA 5X1.0MM PLASTI-PORE 140908,497.00
EAR IMP TORP TTP-KURZ VARIAC TOTAL LENGTH VARIABLE 1004020,"1,138.00"
EAR PACK AMBRUS MEROCEL 400354,31.00
ECALLANTIDE INJ 10 MG/ML,"$53,192.13"
ECHOTHIOPHATE IODIDE OPHTH FOR SOLN 0.125%,$425.62
ECONAZOLE NITRATE CREAM 1%,$467.42
ECONAZOLE NITRATE CREAM 1%,$240.12
ECONAZOLE NITRATE CREAM 1%,$120.17
ECULIZUMAB IV SOLN 300 MG/30ML (10 MG/ML) (FOR INFUSION),"$27,527.02"
EDARAVONE INJ 30 MG/100ML (0.3 MG/ML),"$2,658.72"
EDETATE CALCIUM DISODIUM INJ 1 GM/5ML (200 MG/ML),"$19,980.08"
EDOXABAN TOSYLATE TAB 15 MG (BASE EQUIVALENT),$107.71
EDOXABAN TOSYLATE TAB 30 MG (BASE EQUIVALENT),$53.86
EDOXABAN TOSYLATE TAB 60 MG (BASE EQUIVALENT),$26.93
EDROPHONIUM CHLORIDE INJ 10 MG/ML,$45.00
EFAVIRENZ CAP 200 MG,$52.30
EFAVIRENZ CAP 50 MG,$52.34
EFAVIRENZ TAB 600 MG,$137.94
EFAVIRENZ-EMTRICITABINE-TENOFOVIR DF TAB 600-200-300 MG,$383.18
ELBASVIR-GRAZOPREVIR TAB 50-100 MG,"$1,097.20"
ELEC 02 CONTACT CABLE ADTECH LDC-2DIN,253.00
ELEC 04 CONTACT CABLE ADTECH LDC-4DIN,415.00
ELEC 06 CONTACT DEPTH SPENCER 5MM SPACING ADTECH SD06R,703.00
ELEC 08 CONTACT CABLE ADTECH TECH-ATTACH,538.00
ELEC 08 CONTACT SPENCER ADTECH DEPTH PLATINUM,793.00
ELEC 10 CONTACT SPENCER ADTECH DEPTH SD10R-SP05X-000,995.00
ELEC 16 CONTACT CABLE ADTECH LDC-16BDIN,738.00
ELEC 32 CONTACT GRID ADTECH FG32C-IP10X-006,"3,033.00"
ELEC 48 CONTACT GRID ADTECH FG48C-IP10X-006,"3,433.00"
ELEC 64 CONTACT GRID ADTECH FG64C-IP10X-006,"3,730.00"
ELEC ABLATION BIPOLAR ISOLATOR LINEAR PEN MLP1,"5,500.00"
ELEC BUGBEE TIP 4FR,425.00
ELEC DEFIBRILLATOR PRO-PADZ LVP LQD GEL ADULT 8900-2105-01,101.00
ELEC INSERTION TUBE STAR ARRAY W/STYLET 70-IT-ARP,313.00
ELEC MICRO CABLE LEADPOINT,200.00
ELEC MICRO TARGET 400K SP,380.00
ELEC MICRO TARGET LEADPOINT,238.00
ELEC MICRO TARGET PLATINUM AO,355.00
ELEC MICROPHONICS-FREE ALPHA OMEGA STR-009080-00,683.00
ELEC PAD ADULT PADPRO DEFIB 2001Z-C,46.00
ELEC PAD GROUNDING SELF-ADHESIVE NEUTRAL 0406-650-205,52.00
ELEC SUBDURAL ADTECH LG DISC,"1,123.00"
ELECTR-DEFIBRILLATION-MULTIFUNCTION,34.00
ELECTR-DEFIBRILLATION-PEDIATRIC MULTIFUNCTION,44.00
ELECTRODE ALPHA OMEGA TUNGSTEN 366-000080-10,393.00
ELECTRODE BALL ARTHREX OPES ARTHROSCOPIC AR-9608,325.00
ELECTRODE BALL ARTHREX OPES SM JOINT 45DEG AR-9608SJ-45,325.00
ELECTRODE BALL ARTHREX OPES SM JOINT AR-9608SJ,325.00
ELECTRODE BALL ARTHREX OPRS ARTHROSCOPIC 45DEG AR-9608-45,325.00
ELECTRODE DEFIBRILLATOR STAT-PADZ HVP ADULT 8900-40032721079,65.00
ELECTRODE LARYNGEAL 4000-00,263.00
ELECTRODE LARYNGEAL FOR 8-9MM ET TUBE 4000-01,263.00
ELECTRODE LARYNGEAL LANTERN 6/7 W/CABLE 4201-00,300.00
ELECTRODE LARYNGEAL LANTERN 8/9 W/CABLE 4200-00,300.00
ELECTRODE NUVASIVE NEUROVISION NDL 4PK 8010050,303.00
ELECTRODE SANIBEL FOR ECHO 8049560,56.00
ELECTRODE STYLET ARRAY INSERTION,"2,738.00"
ELECTRODE-CUTTING LOOP 24FR,252.00
ELECTRODE-EXTENSION,105.00
ELECTRODE-HF RESECTION 90' NDL 12',244.00
ELECTRODE-INTRAMUSCULAR PRASS PAIRED,343.00
ELECTRODES NUVASIVE 8010015,"3,000.00"
ELECTRODE-SUBDERMAL PAIRED,278.00
ELECTROLYTE-48 IN D5W SOLN,$70.00
ELECTROLYTE-A SOLUTION,$62.40
ELECTR-STERILE TENS 1.5 X 6,30.00
ELECTR-ZOLL MULTIFUNCTION STAT PADZ TRANS.,48.00
"ELECTR-ZOLL ONESTEP ADULT ""R SERIES""",166.00
ELETRIPTAN HYDROBROMIDE TAB 20 MG (BASE EQUIVALENT),$262.81
ELETRIPTAN HYDROBROMIDE TAB 20 MG (BASE EQUIVALENT),$88.50
ELETRIPTAN HYDROBROMIDE TAB 40 MG (BASE EQUIVALENT),$131.41
ELETRIPTAN HYDROBROMIDE TAB 40 MG (BASE EQUIVALENT),$44.25
ELEVATE ANTERIOR AND APICAL PROLAPSE REPAIR,"5,763.00"
ELEVATE POSTERIOR AND APICAL PROLAPSE REPAIR,"4,673.00"
ELEVATOR PASSING SC-4230,131.00
ELEVATOR PERISOSTEAL 2 SIDED STRONG/SLIGHT CURVE 07-10021,843.00
ELIGLUSTAT TARTRATE CAP 84 MG (BASE EQUIVALENT),"$1,866.00"
ELOSULFASE ALFA SOLN FOR IV INFUSION 5 MG/5ML (1 MG/ML),"$4,806.58"
ELOTUZUMAB FOR IV SOLN 300 MG,"$6,889.95"
ELOTUZUMAB FOR IV SOLN 400 MG,"$9,186.55"
ELTROMBOPAG OLAMINE TAB 12.5 MG (BASE EQUIV),$516.79
ELTROMBOPAG OLAMINE TAB 25 MG (BASE EQUIV),$241.72
ELTROMBOPAG OLAMINE TAB 50 MG (BASE EQUIV),$224.85
ELTROMBOPAG OLAMINE TAB 75 MG (BASE EQUIV),$224.85
ELUXADOLINE TAB 100 MG,$68.75
ELUXADOLINE TAB 75 MG,$91.67
ELVITEGRAV-COBIC-EMTRICITAB-TENOFOV AF TAB 150-150-200-10 MG,$414.35
ELVITEGRAV-COBIC-EMTRICITAB-TENOFOVDF TAB 150-150-200-300 MG,$434.66
ELVITEGRAVIR TAB 150 MG,$96.01
ELVITEGRAVIR TAB 85 MG,$169.42
EMICIZUMAB-KXWH SUBCUTANEOUS SOLN 105 MG/0.7ML (150 MG/ML),"$38,644.29"
EMICIZUMAB-KXWH SUBCUTANEOUS SOLN 150 MG/ML,"$55,206.14"
EMICIZUMAB-KXWH SUBCUTANEOUS SOLN 30 MG/ML,"$11,041.22"
EMICIZUMAB-KXWH SUBCUTANEOUS SOLN 60 MG/0.4ML (150 MG/ML),"$22,082.44"
EMOLLIENT - CREAM,$43.49
EMOLLIENT - CREAM,$45.66
EMOLLIENT - CREAM,$18.98
EMOLLIENT - CREAM,$34.27
EMOLLIENT - LOTION,$10.20
EMOLLIENT - LOTION,$9.06
EMOLLIENT - LOTION,$40.87
EMOLLIENT - OINTMENT,$41.40
EMOLLIENT - OINTMENT,$51.32
EMOLLIENT - OINTMENT,$16.80
EMPAGLIFLOZIN TAB 10 MG,$74.39
EMPAGLIFLOZIN TAB 25 MG,$29.76
EMPAGLIFLOZIN-LINAGLIPTIN TAB 10-5 MG,$83.77
EMPAGLIFLOZIN-LINAGLIPTIN TAB 25-5 MG,$83.77
EMPAGLIFLOZIN-METFORMIN HCL TAB 12.5-1000 MG,$37.20
EMPAGLIFLOZIN-METFORMIN HCL TAB 12.5-500 MG,$37.20
EMPAGLIFLOZIN-METFORMIN HCL TAB 5-1000 MG,$37.20
EMPAGLIFLOZIN-METFORMIN HCL TAB 5-500 MG,$37.20
EMTRICITABINE CAPS 200 MG,$85.84
EMTRICITABINE SOLN 10 MG/ML,$607.92
EMTRICITABINE-RILPIVIRINE-TENOFOVIR AF TAB 200-25-25 MG,$377.09
EMTRICITABINE-RILPIVIRINE-TENOFOVIR DF TAB 200-25-300 MG,$377.09
EMTRICITABINE-TENOFOVIR ALAFENAMIDE FUMARATE TAB 200-25 MG,$235.73
EMTRICITABINE-TENOFOVIR DISOPROXIL FUMARATE TAB 200-300 MG,$235.73
ENALAPRIL MALEATE FOR ORAL SOLN 1 MG/ML,$22.80
ENALAPRIL MALEATE ORAL SOLN 1 MG/ML,"$2,361.60"
ENALAPRIL MALEATE TAB 10 MG,$4.00
ENALAPRIL MALEATE TAB 2.5 MG,$4.00
ENALAPRIL MALEATE TAB 20 MG,$4.00
ENALAPRIL MALEATE TAB 5 MG,$4.00
ENALAPRILAT IV INJ 1.25 MG/ML,$45.00
ENASIDENIB MESYLATE TAB 100 MG (BASE EQUIVALENT),"$1,749.33"
ENASIDENIB MESYLATE TAB 50 MG (BASE EQUIVALENT),"$3,498.66"
END CAP STANDARD 0MM TI,585.00
END CAP SYN TI 0MM 04.001.000,409.00
END CAP SYN TI 5MM 04.001.001,318.00
END CAP-T2 11.5/+10MM,595.00
END CAP-T2 11.5/+15MM,595.00
END CAP-T2 11.5/+5MM,595.00
END CAP-T2 STANDARD 8MM,595.00
ENDO ACCESS PLATFORM GELPOINT MINI CNGL3,"1,688.00"
ENDO ACCESS PLATFORM GELPOINT PATH TRANSSANAL 4X15 CM CN012,"1,813.00"
ENDO ACCESS PLATFORM GELPOINT SGL INCISION CNGL2,"1,688.00"
ENDO ADAPTER CHECK-FLO DISP 27550-CKU,33.00
ENDO ADAPTER TUBING LAVAGE PUMP 100,50.00
ENDO ADPT CATH ROTATABLE SIDE ARM G22677,63.00
ENDO ADPT CBDE MULTI PORT KIT,55.00
ENDO ADPT ROTATABLE SIDE ARM,62.00
ENDO ANCHOR DEVIC OVESCO OTSC SYSTEM 165CM 200.10,"1,083.00"
ENDO ANCHOR DEVIC OVESCO OTSC SYSTEM 220CM 200.11,"1,083.00"
ENDO APPLICATOR ARISTA FLEX TIP AM0005,47.00
ENDO APPLICATOR SURGIFLO 1995,147.00
ENDO APPLICATOR SURGIFLO PLASMA COBLATION MS1995,115.00
ENDO ASPIRATOR TOPEL CYST DISP 10MM 14GA G16403,446.00
ENDO ASPIRATOR TOPEL CYST DISP 5MM 17GA G16402,595.00
ENDO AVITENE 1010120,697.00
ENDO AVITENE 1010150,260.00
ENDO BABCOCK 05MM 5BB,133.00
ENDO BABCOCK 10MM 10BB,135.00
ENDO BABCOCK 10MM 174001,575.00
ENDO BALLOON BILIARY QUANTUM TTC 6.8-4.5FR  8MMX3X320CM G227,679.00
ENDO BALLOON BILIARY QUANTUM TTC 6.8-4.5FR 3X320CM G22765,679.00
ENDO BALLOON BILIARY SOEHENDRA 7-4FR 3X275CM G50800,200.00
ENDO BALLOON BOUNCER MULTI-PATH OCCLUSION 6.6FRX200CM MOB-15,325.00
ENDO BALLOON COLONIC DLTN QUANTUM TTC 24FR 8MMX5.5CM G22540,206.00
ENDO BALLOON COLONIC DLTN QUANTUM TTC 30FR 10MMX5.5CM G22541,206.00
ENDO BALLOON COLONIC DLTN QUANTUM TTC 36FR 12MMX5.5CM G22542,206.00
ENDO BALLOON COLONIC DLTN QUANTUM TTC 42FR 14MMX5.5CM G22543,206.00
ENDO BALLOON COLONIC DLTN QUANTUM TTC 48FR 16MMX5.5CM G22544,206.00
ENDO BALLOON COLONIC DLTN QUANTUM TTC 54FR 18MMX5.5CM G22545,206.00
ENDO BALLOON COLONIC DLTN QUANTUM TTC 60FR 20MMX5.5CM G22997,206.00
ENDO BASKET 4 WIRE 8FR 2X200CM MSB-35-2X4,350.00
ENDO BASKET 5 WIRE 15MM OPEN 5FRX195CM 2.8X22MM FG-403Q,301.00
ENDO BASKET 8 WIRE 5FRX200CM,563.00
ENDO BASKET FUSION LITHO RETRIEVAL 5FR 2X4CM G48277,688.00
ENDO BASKET FUSION LITHO RETRIEVAL 5FR 3X6CM G48278,678.00
ENDO BASKET GRASPING FCP 4.5FRX250CM 4 WIRE FG-33W,938.00
ENDO BASKET MINI 4FRX200CM,463.00
ENDO BASKET RETRIEVAL 3-WIRE 0.6X600MM FOR SIALO 11575K,786.00
ENDO BASKET RETRIEVAL 6 WIRE,437.00
ENDO BASKET RETRIEVAL 6-WIRE 0.6X600MM FOR SIALO 11575L,786.00
ENDO BASKET RETRIEVAL BIL 3 WIRE 5FRX195CM 2.8X20MM FG-V401Q,428.00
ENDO BASKET RETRIEVAL BIL 4 WIRE 5FRX195CM 2.8X22MM FG-V402Q,301.00
ENDO BASKET RETRIEVAL BIL PANCREATIC  8WIRE 195CM FG-V411Q,585.00
ENDO BASKET RETRIEVAL F/BILE DUCT STN FG-V431P,517.00
ENDO BASKET RETRIEVAL GASTROENT 4WIRE 22MMX195CM FG-V422PR,324.00
ENDO BASKET RETRIEVAL GRASPER 3 CLAW FG-54D,537.00
ENDO BASKET RETRIEVAL GRASPER 4 WIRE FG-51D,503.00
ENDO BASKET RETRIEVAL MEMORY SOFT WIRE G51525,563.00
ENDO BASKET RETRIEVAL TETRACATCHV ROTATABLE 195CM,366.00
ENDO BASKET RETRIEVAL TRAPEZOID 2.0CM 1087,897.00
ENDO BASKET RETRIEVAL TRAPEZOID 2.5CM 1088,897.00
ENDO BASKET RETRIEVAL TRAPEZOID 3.0CM 1089,897.00
ENDO BASKET STONE 3FR 90CM PLATINUM FLATWIRE 045390,586.00
ENDO BASKET WEB 4 WIRE 7FRX220CM 1.5X3.5CM BASKET,350.00
ENDO BASKET WEB 4 WIRE 7FRX220CM 2X4CM BASKET G22776,350.00
ENDO BASKET WEB 4 WIRE 7FRX220CM 3X6CM BASKET G22778,350.00
ENDO BIOVAC DIRECT SUCTION DEVICE W/Y PORT 00711513,263.00
ENDO BLADE KNIFE MICRO STORZ POINTED 28164MC/1,560.00
ENDO BLADE KNIFE MICRO STORZ SICKLE 28164MS/1,560.00
ENDO BOTTLE WATER EVIS 160ML PEDS MAJ-901,549.00
ENDO BRUSH AUTOCLAVABLE CHANNEL CLEANING 2.4MM,144.00
ENDO BRUSH BIOPSY SUCTION CHANNEL CLEANING MH-507,28.00
ENDO BRUSH BIOPSY SUPERDIMENSION 1.7MMX120CM,55.00
ENDO BRUSH CYTOLOGY 1.2MM BRONCH BC-202D-1210,34.00
ENDO BRUSH CYTOLOGY 10.0MMX115CM BRONCH,34.00
ENDO BRUSH CYTOLOGY 2.0MMX10MM 115CM BRONCH BC-202D-2010,34.00
ENDO BRUSH CYTOLOGY 2.0MMX180CM,33.00
ENDO BRUSH CYTOLOGY 2.0MMX6MM 115CM BRONCH BC-203D-2006,69.00
ENDO BRUSH CYTOLOGY FUSION 8FRX2.5CM,238.00
ENDO BRUSH CYTOLOGY GASTRO BC-24Q,166.00
ENDO BRUSH CYTOLOGY GASTROSCOPE 2.0MMX180CM G22409,30.00
ENDO BRUSH CYTOLOGY SUPERDIMENSION NDL TIP,118.00
ENDO BRUSH CYTOLOGY TRIPLE NDL 10MM SUPERD SDTNB1000,317.00
ENDO BRUSH SAVARY DILATATION CLEANING 3MM,61.00
ENDO BRUSH UNIV ENDOSCOPE CLEANING 2.25CM,38.00
ENDO CABLE DILATING INNERVISION TIP 50',283.00
ENDO CAMERA PILLCAM CAPSULE 12 HOUR FGS-0420,"1,167.00"
ENDO CAMERA PILLCAM CAPSULE 12HR SB3-EX FGS-0499,"1,228.00"
ENDO CAMERA PILLCAM CAPSULE 8 HOUR FGS-0180,"1,167.00"
ENDO CANNULA 05MM VERSAONE UNIVERSAL UNVCA5STF,66.00
ENDO CANNULA FIXATION OPTICAL 05MM VERSAPORT PLUS ONBFCA5ST,30.00
ENDO CAP AND TUBING STERILE FOR ENDOGATOR 100130,29.00
ENDO CAP SEALING LAPAROSCOPIC 7205561,42.00
ENDO CAPSULE PILLCAM PATENCY FGS-0110,75.00
ENDO CATH 5FRX200CM LEHMAN SPHINCTER OF ODDI MANOMETRY,400.00
ENDO CATH BALLOON 13MM DL OLYMPUS,280.00
ENDO CATH BALLOON BILIARY 8MMX2.8X190CM,266.00
ENDO CATH BALLOON DILATATION ELIMINATOR 10MMX8X180CM,185.00
ENDO CATH BALLOON DILATATION ELIMINATOR 15MMX8X180CM,185.00
ENDO CATH BALLOON DILATATION ELIMINATOR 6MMX2X180CM,345.00
ENDO CATH BALLOON DILATATION ELIMINATOR 6MMX4X180CM,198.00
ENDO CATH BALLOON DILATATION ELIMINATOR 8MMX4X230CM,198.00
ENDO CATH BALLOON DILATATION ELIMINATOR 8MMX8X180CM,185.00
ENDO CATH BALLOON DILATION HURRICANE 04MMX4X180CM,966.00
ENDO CATH BALLOON DILATION HURRICANE 06MMX2X180CM,966.00
ENDO CATH BALLOON DILATION HURRICANE 06MMX4X180CM,966.00
ENDO CATH BALLOON DILATION HURRICANE 08MMX4X180CM,966.00
ENDO CATH BALLOON DILATION HURRICANE 10MMX4X180CM,966.00
ENDO CATH BALLOON EXTRACT BILIARY 15MMX2.8X190CM B-V233P-A,252.00
ENDO CATH BALLOON EXTRACTOR PRO RX 09-12MM 4700,550.00
ENDO CATH BALLOON EXTRACTOR PRO RX 12-15MM 4701,550.00
ENDO CATH BALLOON EXTRACTOR PRO RX 15-18MM 4702,550.00
ENDO CATH BALLOON EXTRACTOR STIFF PRO RX 12-15MM 4731,550.00
ENDO CATH BALLOON EXTRACTOR STIFF PRO RX 15-18MM 4732,550.00
ENDO CATH BALLOON EXTRACTOR STIFF PRO RX 9-12MM M00547300,550.00
ENDO CATH BALLOON HERCULES W/GW 18-19-20MM G51798,475.00
ENDO CATH BALLOON HERCULES W/GW 8-9-10MM G51799,475.00
ENDO CATH BALLOON HERCULES W/O GW 12-13.5-15MM G31926,388.00
ENDO CATH BALLOON HERCULES W/O GW 15-16.5-18MM G48732,388.00
ENDO CATH BALLOON HERCULES W/O GW 18-19-20MM G31927,388.00
ENDO CATH BALLOON HERCULES W/O GW 8-9-10MM G31928,388.00
ENDO CATH BALLOON HERCULES W/O WG 10-11-12MM G31925,388.00
ENDO CATH BALLOON HERCULES WGW 10-11-12MM G51795,475.00
ENDO CATH BALLOON HERCULES WGW 12-13.5-15MM G51796,475.00
ENDO CATH BALLOON HERCULES WGW 15-16.5-18MM G51797,475.00
ENDO CATH COMBO RX CYTOLOGY BRUSH 8FRX200CM 4500,372.00
ENDO CATH ESOPH BALLOON 06-07-08MMX180CM CRE M00558600,774.00
ENDO CATH ESOPH BALLOON 06-08MMX240CM CRE,735.00
ENDO CATH ESOPH BALLOON 06-08MMX240CM CRE M00558660,774.00
ENDO CATH ESOPH BALLOON 06-7-8MMX180CM CRE FIXED WIRE,658.00
ENDO CATH ESOPH BALLOON 08-09-10MMX180CM CRE M00558610,774.00
ENDO CATH ESOPH BALLOON 08-9-10MMX180CM CRE FIXED WIRE,658.00
ENDO CATH ESOPH BALLOON 10-11-12MMX180CM 5.5CM WIRE CRE 5841,735.00
ENDO CATH ESOPH BALLOON 10-11-12MMX180CM CRE FIXED WIRE,658.00
ENDO CATH ESOPH BALLOON 10-11-12MMX180CM CRE M00558620,774.00
ENDO CATH ESOPH BALLOON 12-13.5-15MMX180CM 5.5 WIRE CRE 5842,735.00
ENDO CATH ESOPH BALLOON 12-13.5-15MMX180CM CRE FIXED WIRE,658.00
ENDO CATH ESOPH BALLOON 12-13.5-15MMX180CM CRE M00558630,774.00
ENDO CATH ESOPH BALLOON 15-15.5-18MMX180CM 5.5 WIRE CRE 5843,735.00
ENDO CATH ESOPH BALLOON 15-16.5-18MMX180CM CRE FIXED WIRE,658.00
ENDO CATH ESOPH BALLOON 15-16.5-18MMX180CM CRE M00558640,774.00
ENDO CATH ESOPH BALLOON 18-19-20MMX180CM 5.5CM WIRE CRE 5843,735.00
ENDO CATH ESOPH BALLOON 18-19-20MMX180CM CRE FIXED WIRE,658.00
ENDO CATH ESOPH BALLOON 18-19-20MMX180CM CRE M00558650,774.00
ENDO CATH ESOPH BALLOON 6-7-8MMX180CM CRE 5839,735.00
ENDO CATH ESOPH BALLOON 8-9-10MMX180CM 5.5CM WIRE CRE 5840,735.00
ENDO CATH ESOPH/PYL/COL BALLOON 08-09-10MMX240CM CRE WIRE GD,774.00
ENDO CATH ESOPH/PYL/COL BALLOON 10-11-12MMX240CM CRE WIRE GD,774.00
ENDO CATH ESOPH/PYL/COL BALLOON 12-13.5-15X240CM CRE WIRE GD,774.00
ENDO CATH ESOPH/PYL/COL BALLOON 15-16.5-18X240CM CRE WIRE GD,774.00
ENDO CATH ESOPH/PYL/COL BALLOON 18-19-20MMX240CM CRE WIRE GD,774.00
ENDO CATH ESOPH/PYL/COLONIC BALLOON 08-9-10MMX240CM CRE,735.00
ENDO CATH ESOPH/PYL/COLONIC BALLOON 10-11-12MMX240CM CRE,735.00
ENDO CATH ESOPH/PYL/COLONIC BALLOON 12-13.5-15MMX240CM CRE,735.00
ENDO CATH ESOPH/PYL/COLONIC BALLOON 15-16.5-18MMX240CM CRE,735.00
ENDO CATH ESOPH/PYL/COLONIC BALLOON 18-19-20MMX240CM CRE,735.00
ENDO CATH ESOPHAGEAL BALLOON PET 182MM,185.00
ENDO CATH ESOPHAGEAL BALLOON PET 18MM,185.00
ENDO CATH ESPOH BALLOON ACHALASIA 30MMX8X75CM WCAB-30,631.00
ENDO CATH PUSHING 04FRX170CM,68.00
ENDO CATH PUSHING 05FRX170CM,68.00
ENDO CATH PUSHING 07FRX170CM,68.00
ENDO CATH PUSHING 10FRX170CM,68.00
ENDO CATH SIALENDOSCOPY BALLOON .75MM 11583BP,732.00
ENDO CATH SPEC RETR 7.5FR-11.5FR EXTRACTOR BALLOON DIL,385.00
ENDO CATH SPECIMEN RETRIEVAL FOREIGN BODY 5FRX8.5MM,368.00
ENDO CATH ZIMMON PAPILLOTOME 5FR 7MMX320CM G22717,563.00
ENDO CHOLE KIT,427.00
ENDO CLIP APPLIER AUTOMATIC 5MM 543965,310.00
ENDO CLIP CARTIRDGE K2 MED/LG 10 1112,153.00
ENDO CLIP MARKING RESOLUTION 360 M00521231,754.00
ENDO CLOSING KIT DISP CARTER THOMAS CTI-512N,289.00
ENDO CLOSING KIT ENDOCLOSE 173022,168.00
