Location,Charge Code,Description,Fee,Charge Quantity - Pharmacy
HEALTH ALLIANCE/CLINTON,27200030,PACK HEAD NECK UM-LF,775.90,
HEALTH ALLIANCE/CLINTON,27200030,ELECTRODE ELECTROSURGICAL HOOK PEDIATRIC DISPOSABLE STERILE LATEX FREE 11.5FR,774.77,
HEALTH ALLIANCE/CLINTON,27200030,DRAPE STEREOTACTIC CLEAR THIN FOR LEKSELL SYSTEM 84INX90IN,774.58,
HEALTH ALLIANCE/CLINTON,27200030,CUP CERVICAL MANIPULATOR SMALL 32MM VCARE,774.49,
HEALTH ALLIANCE/CLINTON,27200030,CUP CERVICAL MANIPULATOR MEDIUM 34MM VCARE,774.49,
HEALTH ALLIANCE/CLINTON,27200030,CUP CERVICAL MANIPULATOR LARGE 37MM VCARE,774.49,
HEALTH ALLIANCE/CLINTON,27200030,PIN FIXATION TEMPORARY DISPOSABLE,774.40,
HEALTH ALLIANCE/CLINTON,27200030,DILATOR TAPERED PLASTIC 14F 70CM,774.40,
HEALTH ALLIANCE/CLINTON,27200030,INTRODUCER SET WITH GUIDEWIRE 16FR,774.40,
HEALTH ALLIANCE/CLINTON,27200030,RETRACTOR OPHTHALMIC IRIS SILASTIC DISPOSABLE WITH  HOOK 6MM GREISHABER,774.40,
HEALTH ALLIANCE/CLINTON,27200030,INTRODUCER VASCULAR SET 10FR 38.5CM FLEXOR CHECK-FLO,774.40,
HEALTH ALLIANCE/CLINTON,27200030,PACK MAJOR CUSTOM,774.22,
HEALTH ALLIANCE/CLINTON,27200030,DRILL BIT 2.9MM POLYAX,772.46,
HEALTH ALLIANCE/CLINTON,27200030,NEEDLE VERESS 14GA 120MM,772.46,
HEALTH ALLIANCE/CLINTON,27200030,TAP MINI QUICK COUPLING FOR 1.5MM CORTEX SCREWS 50MM,772.38,
HEALTH ALLIANCE/CLINTON,27200030,TAP MINI QUICK COUPLING FOR 2.0MM CORTEX SCREWS 54MM,772.38,
HEALTH ALLIANCE/CLINTON,27200030,ACCESS PORT WITH BLADELESS OPTICAL TIP AND PALM GRIP 12MM X 120MM,770.44,
HEALTH ALLIANCE/CLINTON,27200030,SET TUBE FILTERED TIRLUMEN AIRSEAL IFS,770.44,
HEALTH ALLIANCE/CLINTON,27200030,PORT ACCESS WITH BLADELESS OPTICAL TIP 12MMX120MM AIRSEAL,770.44,
HEALTH ALLIANCE/CLINTON,27200030,BLADE SHAVER FULL RADIUS EXTENDED LENGTH PREBENT CONCAVE BENDABLE 30 DEGREE 4.2MMX19CM,770.44,
HEALTH ALLIANCE/CLINTON,27200030,BLADE SHAVER FULL RADIUS EXTENDED LENGTH PREBENT CONCAVE BENDABLE 15 DEGREE 4.2MMX19CM,770.44,
HEALTH ALLIANCE/CLINTON,27200030,GUIDEWIRE THREADED 1.4MMX150MM ASNIS III,770.09,
HEALTH ALLIANCE/CLINTON,27200030,INTRODUCER VASCULAR ENDOPROSTHESIS 12FR 30CM,765.60,
HEALTH ALLIANCE/CLINTON,27200030,DRILL BIT GRAY TIP .125X10.0MM,765.60,
HEALTH ALLIANCE/CLINTON,27200030,BLADE SAW STANDARD STERILE 19MMX70MMX1.0MM,765.60,
HEALTH ALLIANCE/CLINTON,27200030,POST ANGLED 30 DEGREE 11MM HOFFMAN 3,765.16,
HEALTH ALLIANCE/CLINTON,27200030,ROUTER SPINAL TAPERED 8CM 2.3MM,761.99,
HEALTH ALLIANCE/CLINTON,27200030,ROUTER B-5,761.99,
HEALTH ALLIANCE/CLINTON,27200030,ELECTRODE CUTTING LOOP DISPOSABLE STERILE LATEX FREE INFANT,758.96,
HEALTH ALLIANCE/CLINTON,27200030,CUTTER LINEAR TITANIUM 55MM,758.21,
HEALTH ALLIANCE/CLINTON,27200030,WIRE KIRSCHNER STERILE 3.2MMX450MM GAMMA,757.68,
HEALTH ALLIANCE/CLINTON,27200030,PACK PELVISCOPY CUSTOM,757.24,
HEALTH ALLIANCE/CLINTON,27200030,SET TUBING IRRIGATION COOLFLOW,756.80,
HEALTH ALLIANCE/CLINTON,27200030,HOOK SUTURE RIGHT DISPOSABLE 45 DEGREE,752.31,
HEALTH ALLIANCE/CLINTON,27200030,HOOK SUTURE LEFT DISPOSABLE 45 DEGREE,752.31,
HEALTH ALLIANCE/CLINTON,27200030,HOOK SUTURE STRAIGHT DISPOSABLE,752.31,
HEALTH ALLIANCE/CLINTON,27200030,HOOK SUTURE CRESCENT MEDIUM DISPOSABLE 4MMX20MM,752.31,
HEALTH ALLIANCE/CLINTON,27200030,HOOK SUTURE CRESCENT LARGE DISPOSABLE 6MMX25MM,752.31,
HEALTH ALLIANCE/CLINTON,27200030,CLIP APPLIER ENDOSCOPIC MULTIPLE ROTATING SHAFT LARGE,749.67,
HEALTH ALLIANCE/CLINTON,27200030,PACK LAP CHOLE TRAY PK ME-LF,749.06,
HEALTH ALLIANCE/CLINTON,27200030,GUIDEWIRE SPINAL BLUNT THREADED 1.45MM VIPER II,748.00,
HEALTH ALLIANCE/CLINTON,27200030,GUIDEWIRE SPINAL SHARP THREADED 1.45MM VIPER II,748.00,
HEALTH ALLIANCE/CLINTON,27200030,DRILL BIT ANKLE ARTHRODESIS PLATING SYSTEM 2.7MM STABILIS,748.00,
HEALTH ALLIANCE/CLINTON,27200030,DRILL BIT 2.8MM CLAW II,748.00,
HEALTH ALLIANCE/CLINTON,27200030,DRILL BIT 2.0/2.4MMX1.3MM ORTHOLOC,748.00,
HEALTH ALLIANCE/CLINTON,27200030,DRILL BIT 2.0/2.4MMX1.6MM ORTHOLOC,748.00,
HEALTH ALLIANCE/CLINTON,27200030,DRILL BIT 1.3MM,748.00,
HEALTH ALLIANCE/CLINTON,27200030,DRILL BIT 1.6MM,748.00,
HEALTH ALLIANCE/CLINTON,27200030,DRILL BIT 2.0MMX24MM ORTHOLOC 3DI,748.00,
HEALTH ALLIANCE/CLINTON,27200030,DRILL BIT 2.5MMX60MM ORTHOLOC 3DI,748.00,
HEALTH ALLIANCE/CLINTON,27200030,DRILL BIT 2.8MMX60MM ORTHOLOC 3DI,748.00,
HEALTH ALLIANCE/CLINTON,27200030,DRILL BIT 3.5MMX60MM ORTHOLOC 3DI,748.00,
HEALTH ALLIANCE/CLINTON,27200030,DRILL BIT 4.0MMX60MM ORTHOLOC 3DI,748.00,
HEALTH ALLIANCE/CLINTON,27200030,DRILL BIT 2.0MMX30MM ORTHOLOC 3DI,748.00,
HEALTH ALLIANCE/CLINTON,27200030,FILTER STERILE DISPOSABLE OMNIGUIDE,748.00,
HEALTH ALLIANCE/CLINTON,27200030,DRILL BIT CALIBRATED 2.5MM,748.00,
HEALTH ALLIANCE/CLINTON,27200030,DRILL BIT 2.5MM,748.00,
HEALTH ALLIANCE/CLINTON,27200030,DRILL BIT METATARSAL PLATE 2.2MM,748.00,
HEALTH ALLIANCE/CLINTON,27200030,PIN ORIENTATION FOR RESECTION GUIDE UNIVERS ECLIPSE,748.00,
HEALTH ALLIANCE/CLINTON,27200030,NEEDLE INJECTION VARICES ENTEROSCOPY 25GA 5MM PROJECTION 2.5MMX350MM ARTICULATOR,748.00,
HEALTH ALLIANCE/CLINTON,27200030,CAUTERY SPATULA TIP DISPOSABLE 5MM DA VINCI S/SI,748.00,
HEALTH ALLIANCE/CLINTON,27200030,DUOVISC .5 VICOAT .55 PROVISC USE PMM 158896,748.00,
HEALTH ALLIANCE/CLINTON,27200030,NET RETRIEVAL 3CMX5.5CM RESCUENET 5/BX,748.00,
HEALTH ALLIANCE/CLINTON,27200030,BUTTON BALLOON SILICONE 20FR 4.4CM MINI ONE,748.00,
HEALTH ALLIANCE/CLINTON,27200030,BUTTON BALLOON SILICONE 24FR 2CM MINI ONE,748.00,
HEALTH ALLIANCE/CLINTON,27200030,BUTTON MINI ONE GASTROSTOMY FEEDING TUBE 12FR X 4.0CM,748.00,
HEALTH ALLIANCE/CLINTON,27200030,BUTTON MINI ONE GASTROSTOMY FEEDING TUBE 12FR X 1.0CM,748.00,
HEALTH ALLIANCE/CLINTON,27200030,BUTTON MINI ONE GASTROSTOMY FEEDING TUBE 14FR X 1.0CM,748.00,
HEALTH ALLIANCE/CLINTON,27200030,BUTTON MINI ONE GASTROSTOMY FEEDING TUBE 14FR X 1.5CM,748.00,
HEALTH ALLIANCE/CLINTON,27200030,BUTTON MINI ONE GASTROSTOMY FEEDING TUBE 14FR X 1.7CM,748.00,
HEALTH ALLIANCE/CLINTON,27200030,BUTTON MINI ONE GASTROSTOMY FEEDING TUBE 12FR X 1.7CM,748.00,
HEALTH ALLIANCE/CLINTON,27200030,BUTTON MINI ONE GASTROSTOMY FEEDING TUBE 12FR X 0.8CM,748.00,
HEALTH ALLIANCE/CLINTON,27200030,BUTTON MINI ONE GASTROSTOMY FEEDING TUBE 12FR X 1.2CM,748.00,
HEALTH ALLIANCE/CLINTON,27200030,BUTTON MINI ONE GASTROSTOMY FEEDING TUBE 12FR X 1.5CM,748.00,
HEALTH ALLIANCE/CLINTON,27200030,BUTTON MINI ONE GASTROSTOMY FEEDING TUBE 14FR X 2.5CM,748.00,
HEALTH ALLIANCE/CLINTON,27200030,BUTTON MINI ONE GASTROSTOMY FEEDING TUBE 12FR X 3.0CM,748.00,
HEALTH ALLIANCE/CLINTON,27200030,BUTTON MINI ONE GASTROSTOMY FEEDING TUBE 12FR X 3.5CM,748.00,
HEALTH ALLIANCE/CLINTON,27200030,BUTTON MINI ONE GASTROSTOMY FEEDING TUBE 14FR X 0.8CM,748.00,
HEALTH ALLIANCE/CLINTON,27200030,BUTTON MINI ONE GASTROSTOMY FEEDING TUBE 14FR X 2.0CM,748.00,
HEALTH ALLIANCE/CLINTON,27200030,BUTTON MINI ONE GASTROSTOMY FEEDING TUBE 14FR X 2.3CM,748.00,
HEALTH ALLIANCE/CLINTON,27200030,BUTTON MINI ONE GASTROSTOMY FEEDING TUBE 14FR X 2.7CM,748.00,
HEALTH ALLIANCE/CLINTON,27200030,BUTTON MINI ONE GASTROSTOMY FEEDING TUBE 14FR X 3.0CM,748.00,
HEALTH ALLIANCE/CLINTON,27200030,BUTTON MINI ONE GASTROSTOMY FEEDING TUBE 14FR X 3.5CM,748.00,
HEALTH ALLIANCE/CLINTON,27200030,BUTTON MINI ONE GASTROSTOMY FEEDING TUBE 14FR X 4.0CM,748.00,
HEALTH ALLIANCE/CLINTON,27200030,BUTTON MINI ONE GASTROSTOMY FEEDING TUBE 14FR X 4.4CM,748.00,
HEALTH ALLIANCE/CLINTON,27200030,BUTTON MINI ONE GASTROSTOMY FEEDING TUBE 16FR X 1.0CM,748.00,
HEALTH ALLIANCE/CLINTON,27200030,BUTTON MINI ONE GASTROSTOMY FEEDING TUBE 16FR X 1.2CM,748.00,
HEALTH ALLIANCE/CLINTON,27200030,BUTTON MINI ONE GASTROSTOMY FEEDING TUBE 16FR X 1.5CM,748.00,
HEALTH ALLIANCE/CLINTON,27200030,BUTTON MINI ONE GASTROSTOMY FEEDING TUBE 16FR X 1.7CM,748.00,
HEALTH ALLIANCE/CLINTON,27200030,BUTTON MINI ONE GASTROSTOMY FEEDING TUBE 16FR X 2.0CM,748.00,
HEALTH ALLIANCE/CLINTON,27200030,BUTTON MINI ONE GASTROSTOMY FEEDING TUBE 16FR X 4.0CM,748.00,
HEALTH ALLIANCE/CLINTON,27200030,BUTTON MINI ONE GASTROSTOMY FEEDING TUBE 18FR X 1.2CM,748.00,
HEALTH ALLIANCE/CLINTON,27200030,BUTTON MINI ONE GASTROSTOMY FEEDING TUBE 18FR X 1.5CM,748.00,
HEALTH ALLIANCE/CLINTON,27200030,BUTTON MINI ONE GASTROSTOMY FEEDING TUBE 18FR X 1.7CM,748.00,
HEALTH ALLIANCE/CLINTON,27200030,BUTTON MINI ONE GASTROSTOMY FEEDING TUBE 18FR X 2.3CM,748.00,
HEALTH ALLIANCE/CLINTON,27200030,BUTTON MINI ONE GASTROSTOMY FEEDING TUBE 18FR X 2.5CM,748.00,
HEALTH ALLIANCE/CLINTON,27200030,BUTTON MINI ONE GASTROSTOMY FEEDING TUBE 18FR X 3.0CM,748.00,
HEALTH ALLIANCE/CLINTON,27200030,BUTTON MINI ONE GASTROSTOMY FEEDING TUBE 20FR X 1.7CM,748.00,
HEALTH ALLIANCE/CLINTON,27200030,BUTTON MINI ONE GASTROSTOMY FEEDING TUBE 20FR X 2.0CM,748.00,
HEALTH ALLIANCE/CLINTON,27200030,BUTTON MINI ONE GASTROSTOMY FEEDING TUBE 20FR X 3.0CM,748.00,
HEALTH ALLIANCE/CLINTON,27200030,BUTTON MINI ONE GASTROSTOMY FEEDING TUBE 20FR X 3.5CM,748.00,
HEALTH ALLIANCE/CLINTON,27200030,BUTTON MINI ONE GASTROSTOMY FEEDING TUBE 20FR X 4.0CM,748.00,
HEALTH ALLIANCE/CLINTON,27200030,BUTTON MINI ONE GASTROSTOMY FEEDING TUBE 24FR X 2.5CM,748.00,
HEALTH ALLIANCE/CLINTON,27200030,BUTTON MINI ONE GASTROSTOMY FEEDING TUBE 24FR X 4.0CM,748.00,
HEALTH ALLIANCE/CLINTON,27200030,BUTTON MINI ONE GASTROSTOMY FEEDING TUBE 18FR X 2.7CM,748.00,
HEALTH ALLIANCE/CLINTON,27200030,ACCESS PORT WITH BLADELESS OPTICAL TIP AND PALM GRIP 12MM X 100MM,747.06,
HEALTH ALLIANCE/CLINTON,27200030,PORT ACCESS WITH BLADELESS OPTICAL TIP 12MMX100MM AIRSEAL,747.06,
HEALTH ALLIANCE/CLINTON,27200030,DRILL BIT TWIST DENTAL SHAFT END STAINLESS STEEL 1MMX22MM,746.77,
HEALTH ALLIANCE/CLINTON,27200030,DRILL BIT TWIST AO SHAFT END STAINLESS STEEL 1.9MMX27MM,746.77,
HEALTH ALLIANCE/CLINTON,27200030,DRILL BIT TWIST WITH AO END FOR 2.3MM SCREW 2.5MMX26MM,746.77,
HEALTH ALLIANCE/CLINTON,27200030,DRILL BIT TWIST WITH DENTAL END FOR 2.3MM SCREW 2.5MMX26MM,746.77,
HEALTH ALLIANCE/CLINTON,27200030,KIT DRESSING WITH SOFT PORT LARGE RENASYS-G,746.38,
HEALTH ALLIANCE/CLINTON,27200030,ELECTRODE COAGULATING PEDIATRIC STERILE 11.5FR,745.17,
HEALTH ALLIANCE/CLINTON,27200030,GUIDEWIRE KIRSCHNER T2 3MM X 285MM,744.22,
HEALTH ALLIANCE/CLINTON,27200030,SUTURE PROLENE SIZE 7-0 TAPER BV175-6 3/8 CIRCLE 8MM 4X24IN BLUE POLYPROPYLENE MONOFILAMENT,744.13,
HEALTH ALLIANCE/CLINTON,27200030,STAPLER LINEAR RELOADABLE 30MM PROXIMATE,742.54,
HEALTH ALLIANCE/CLINTON,27200030,STAPLER LINEAR 60MM X 3.5MM,741.84,
HEALTH ALLIANCE/CLINTON,27200030,STAPLER LINEAR 60MM 4.8,741.84,
HEALTH ALLIANCE/CLINTON,27200030,ROD CONNECTING HOFFMAN 2 CARBON 8MM X 400MM,740.34,
HEALTH ALLIANCE/CLINTON,27200030,BURR DIAMOND ROUND 2.0MM,739.20,
HEALTH ALLIANCE/CLINTON,27200030,BUR DIAMOND ROUND MEDIUM GRIT 4.0MM X 54MM,739.20,
HEALTH ALLIANCE/CLINTON,27200030,BURR DIAMOND ROUND FINE 1.5MM,739.20,
HEALTH ALLIANCE/CLINTON,27200030,BURR DIAMOND ROUND 2.5MM,739.20,
HEALTH ALLIANCE/CLINTON,27200030,BURR DIAMOND ROUND 3.5MM,739.20,
HEALTH ALLIANCE/CLINTON,27200030,BURR DIAMOND ROUND 1.5MM,739.20,
HEALTH ALLIANCE/CLINTON,27200030,FORCEP BIOPSY DISPOSABLE WITHOUT SPIKE GREEN 160CM,739.20,
HEALTH ALLIANCE/CLINTON,27200030,DRILL BIT TWIST STRYKER SHAFT END STAINLESS STEEL 1.4MMX27MM,738.94,
HEALTH ALLIANCE/CLINTON,27200030,DRILL BIT TWIST AO SHAFT END STAINLESS STEEL 1.4MMX27MM,738.94,
HEALTH ALLIANCE/CLINTON,27200030,HIVAC MIX BOWL/180GM CART. W/3,738.74,
HEALTH ALLIANCE/CLINTON,27200030,KIT MARKER DELIVERY,737.35,
HEALTH ALLIANCE/CLINTON,27200030,OBTURATOR LOW PROFILE WITH 8MM ACCRESS PORT AND BLADELESS OPTICAL TIP 100MM,736.46,
HEALTH ALLIANCE/CLINTON,27200030,DRILL BONE GRAY BIDRIV 3.6X125,735.24,
HEALTH ALLIANCE/CLINTON,27200030,PACK TONSIL CUSTOM,733.22,
HEALTH ALLIANCE/CLINTON,27200030,DRILL BIT TWIST STRYKER SHAFT END STAINLESS STEEL 1.4MMX59MM,731.81,
HEALTH ALLIANCE/CLINTON,27200030,FORCEP BIOPSY PRE MARKED 1.7MMX110MMX2.0MM,731.81,
HEALTH ALLIANCE/CLINTON,27200030,DRILL SOLID AO COUPLING NONSTERILE LATEX FREE 1.7MMX2MM ASNIS MICRO,731.63,
HEALTH ALLIANCE/CLINTON,27200030,STAPLER LINEAR 30MM 3.5,731.28,
HEALTH ALLIANCE/CLINTON,27200030,NET RETRIEVAL FOREIGN BODY STANDARD 3CMX6CM NET 2.5MMX230CM ROTH NET 5/BOX,730.40,
HEALTH ALLIANCE/CLINTON,27200030,NET RETRIEVAL FOREIGN BODY STANDARD 3CMX6CM NET 2.5MMX230CM ROTH NET 10/BOX,730.40,
HEALTH ALLIANCE/CLINTON,27200030,CATHETER EMBOLECTOMY SINGLE LUMEN SILICONE LATEX FREE 3FR 6MMX80CM NOVASIL,730.40,
HEALTH ALLIANCE/CLINTON,27200030,NEEDLE TRANSBRONCHIAL ASPIRATION BIOPSY ENDOSCOPIC SINGLE USE 19GA EXCELON,730.26,
HEALTH ALLIANCE/CLINTON,27200030,SUTURE PROLENE SIZE 7-0 TAPER BV175-8 3/8 CIRCLE 9.3MM 4X24IN BLUE POLYPROPYLENE MONOFILAMENT,728.38,
HEALTH ALLIANCE/CLINTON,27200030,BRUSH BIOPSY URETERAL OCCLUSIVE TIP STRAIGHT SET 3.2FR 75CM,727.23,
HEALTH ALLIANCE/CLINTON,27200030,INSERT DISPOSABLE UNIVERSAL CEMENT RESTRICTOR,725.03,
HEALTH ALLIANCE/CLINTON,27200030,DRILL BIT CLIBRATED WITH QUICK CONNECT SHORT 2.7MM,723.36,
HEALTH ALLIANCE/CLINTON,27200030,RETRACTOR RING ADVANCED PERFUSION SYSTEM PLASTIC DISPOSABLE STERILE 16.6CMX16.2CM LONE STAR,721.95,
HEALTH ALLIANCE/CLINTON,27200030,APPLIER ENDO CLIP MEDIUM/LARGE 10MM LIGAMAX,721.92,
HEALTH ALLIANCE/CLINTON,27200030,ELECTRODE ORANGE 7FR,721.60,
HEALTH ALLIANCE/CLINTON,27200030,PACK PBDS SPINE USE PMM 183021,720.15,
HEALTH ALLIANCE/CLINTON,27200030,HOVER MATT SINGLE PATIENT USE 34IN X 78IN,719.84,
HEALTH ALLIANCE/CLINTON,27200030,PACK VITRECTOMY CUSTOM,719.75,
HEALTH ALLIANCE/CLINTON,27200030,OBTURATOR LOW PROFILE WITH PORT ACCESS 5MM BLADELESS OPTICAL TIP 100MM,718.33,
HEALTH ALLIANCE/CLINTON,27200030,PACK URO GYN,718.08,
HEALTH ALLIANCE/CLINTON,27200030,CALIBRATOR GI MONITOR ANTIGEN 6X2.5ML,718.08,
HEALTH ALLIANCE/CLINTON,27200030,STAPLER LINEAR 30MM 4.8,717.38,
HEALTH ALLIANCE/CLINTON,27200030,DRILL BIT QUICK CONNECT 2.5MMX110MM,715.00,
HEALTH ALLIANCE/CLINTON,27200030,DRILL  BIT Q-C 2.0MMX100MM,715.00,
HEALTH ALLIANCE/CLINTON,27200030,PACK LAPAROSCOPY UM-LF,713.77,
HEALTH ALLIANCE/CLINTON,27200030,STIMULATOR MONOPOLAR NERVE,712.80,
HEALTH ALLIANCE/CLINTON,27200030,INJECTOR ESOPHAGEAL VARICES ENDOSCOPIC WITH NEEDLE DISPOSABLE 7FR 23GA,712.80,
HEALTH ALLIANCE/CLINTON,27200030,KIT GUN RANEY CLIP,712.80,
HEALTH ALLIANCE/CLINTON,27200030,PACK HEAD & NECK CDS CUSTOM,712.71,
HEALTH ALLIANCE/CLINTON,27200030,DRILL BIT TWIST 8MM STOP STRYKER SHAFT END STAINLESS STEEL 1MMX50MM,710.60,
HEALTH ALLIANCE/CLINTON,27200030,PACK ROBOT USE PMM 183024,709.90,
HEALTH ALLIANCE/CLINTON,27200030,SET CANNULATION MODIFIED NOVY CORNUAL STRAIGHT INTRODUCING CATHETER 5FR 35CM,708.40,
HEALTH ALLIANCE/CLINTON,27200030,SLEEVE OUTER PROTECTION FOR SUPRAPATELLAR STRAIGHT STERILE 14.50MM,707.52,
HEALTH ALLIANCE/CLINTON,27200030,DRILL SLEEVE SMALL EXTERNAL FIXATION,705.76,
HEALTH ALLIANCE/CLINTON,27200030,DRILL BIT STAINLESS STEEL STERILE 4MMX200MM APEX,704.62,
HEALTH ALLIANCE/CLINTON,27200030,DRILL BIT STAINLESS STEEL STERILE 2.2MMX100MM APEX,704.62,
HEALTH ALLIANCE/CLINTON,27200030,COVER MINIRAIL CLAMP NON-SWIVEL,704.00,
HEALTH ALLIANCE/CLINTON,27200030,SHUNT CORONARY 1.75MMX17.5MM AXIUS,704.00,
HEALTH ALLIANCE/CLINTON,27200030,DRILL BIT 2.4 MM TISSUETAK,704.00,
HEALTH ALLIANCE/CLINTON,27200030,FORCEP BIOPSY ALLIGATOR ENDOSCOPIC OVAL CUP WITH SPIKE DISPOSABLE 230CM,704.00,
HEALTH ALLIANCE/CLINTON,27200030,TEST STIMULATION LEAD KIT,704.00,
HEALTH ALLIANCE/CLINTON,27200030,PASSING NEEDLE FOR TUNNELING THE ELECTRODES AWAY FROM THE SURGICAL SITE,704.00,
HEALTH ALLIANCE/CLINTON,27200030,BLADE RIGHT ANGLE,704.00,
HEALTH ALLIANCE/CLINTON,27200030,DRILL FEMORAL LUG,704.00,
HEALTH ALLIANCE/CLINTON,27200030,RETRACTOR T LIFET LAP TISSUE,704.00,
HEALTH ALLIANCE/CLINTON,27200030,NEEDLE ASPIRATING 21GA 1.8MMX130CMX2.0MM SUPERTRAX,704.00,
HEALTH ALLIANCE/CLINTON,27200030,TUBING RITLENG BICANALICULUS INTUBATION POLYVINYLPYRROLIDONE 0.64MMX300MM,704.00,
HEALTH ALLIANCE/CLINTON,27200030,ANTENNA RESTORE,704.00,
HEALTH ALLIANCE/CLINTON,27200030,DRILL BIT QUICK CONNECT 3.2MMX30MM RINGLOC,704.00,
HEALTH ALLIANCE/CLINTON,27200030,CATHETER ERCP SPRAY 7FR 240CM GLO-TIP,704.00,
HEALTH ALLIANCE/CLINTON,27200030,DELIVERY SYSTEM 7FR 202.5CM NAVIFLEX RX,703.74,
HEALTH ALLIANCE/CLINTON,27200030,GUIDEWIRE ORTHOPEDIC FLUTED 2.8MMX450MM,701.62,
HEALTH ALLIANCE/CLINTON,27200030,NEEDLE TRANSBRONCHIAL ASPIRATION BIOPSY ENDOSCOPIC SINGLE USE 21GA EXCELON,700.48,
HEALTH ALLIANCE/CLINTON,27200030,GUIDEWIRE STRAIGHT TIP SHORT MEDIGLIDE SILICONE COATING .018INX260CM PLATINUM PLUS,698.10,
HEALTH ALLIANCE/CLINTON,27200030,GUIDEWIRE STRAIGHT TIP SHORT MEDIGLIDE SILICONE COATING .018INX180CM PLATINUM PLUS,698.10,
HEALTH ALLIANCE/CLINTON,27200030,KIT SHOULDER SUSPENSION LATEX FREE,696.42,
HEALTH ALLIANCE/CLINTON,27200030,GUARD CONTAMINATION NON STERILE CUSA,695.20,
HEALTH ALLIANCE/CLINTON,27200030,DRILL BIT AO LOW PROFILE 1.7MM,695.20,
HEALTH ALLIANCE/CLINTON,27200030,DRILL BIT 2.5MM BOHRER,695.20,
HEALTH ALLIANCE/CLINTON,27200030,DRILL BIT 3.5MM,695.20,
HEALTH ALLIANCE/CLINTON,27200030,MACHINE SCREWDRIVER ABUTMENT,695.20,
HEALTH ALLIANCE/CLINTON,27200030,WRENCH ALLEN 3MM OPTIROM,695.20,
HEALTH ALLIANCE/CLINTON,27200030,COUNTERSINK SCREW WITH DENTAL END 1.2MM PROFYLE,693.26,
HEALTH ALLIANCE/CLINTON,27200030,PACK HIP ARTHROSCOPY MEMORIAL CUSTOM,692.12,
HEALTH ALLIANCE/CLINTON,27200030,TUBE 9FR NASO-JEJEUNAL FEEDING AND 16FR GASTRIC DECOMPRESSION 67IN KANGAROO,690.62,
HEALTH ALLIANCE/CLINTON,27200030,SLEEVE DRILL NONSTERILE LATEX FREE 1.8MM,689.83,
HEALTH ALLIANCE/CLINTON,27200030,DRILL BIT TWIST 5MM STOP STRYKER SHAFT END STAINLESS STEEL 1.3MMX47MM,689.30,
HEALTH ALLIANCE/CLINTON,27200030,TUBE TRACHEOSTOMY ADULT 7.0MM BIVONA TTS,686.49,
HEALTH ALLIANCE/CLINTON,27200030,GUIDEWIRE EXTENSION ANGIOGRAPHY 0.014IN-0.018IN 145CM DOC,686.40,
HEALTH ALLIANCE/CLINTON,27200030,DRILL BIT TWIST 4MM STOP STRYKER SHAFT END STAINLESS STEEL 1MMX46MM,685.87,
HEALTH ALLIANCE/CLINTON,27200030,TUBE TRACHEOSTOMY ADULT 6.0MM BIVONA TTS,682.62,
HEALTH ALLIANCE/CLINTON,27200030,TUBE TRACHEOSTOMY ADULT 8.0MM BIVONA TTS,682.62,
HEALTH ALLIANCE/CLINTON,27200030,DRILL BIT 3.1MM REUNION RSA,682.00,
HEALTH ALLIANCE/CLINTON,27200030,DRILL AO GREEN SMALL STERILE 4.2MMX360MM,679.80,
HEALTH ALLIANCE/CLINTON,27200030,BURR HOOD EXTENDED LENGTH REDUCED 4.5MMX19CM SPHERICAL,679.80,
HEALTH ALLIANCE/CLINTON,27200030,DRILL BIT 1.1MMX56/39MM,678.04,
HEALTH ALLIANCE/CLINTON,27200030,DRILL  TWIST 4MM 1.3MM,678.04,
HEALTH ALLIANCE/CLINTON,27200030,DRILL BIT 1.1MM X 4.4MM,678.04,
HEALTH ALLIANCE/CLINTON,27200030,DRILL BIT LEGEN DISSECTING C-1 1.1MM TAPER,678.04,
HEALTH ALLIANCE/CLINTON,27200030,PACK MAJOR HAND CDS CUSTOM,677.95,
HEALTH ALLIANCE/CLINTON,27200030,DRAINAGE KIT WITH VACUUM BOTTLE 1000ML,677.62,
HEALTH ALLIANCE/CLINTON,27200030,DRESSING HEMOSTATIC NON-WOVEN WHITE 3PLY 12INX12IN QUICKCLOT TRAUMAPAD,675.22,
HEALTH ALLIANCE/CLINTON,27200030,MARKER OMNISIGHT REFLECTIVE,673.02,
HEALTH ALLIANCE/CLINTON,27200030,GUIDE CELCON CUTTING 135 DEGREE GLOBAL UNITE,672.67,
HEALTH ALLIANCE/CLINTON,27200030,DRILL BIT WITH QUICK CONNECT 2.7MM,671.62,
HEALTH ALLIANCE/CLINTON,27200030,BLADE SAW CRANIOTOMY DISPOSABLE STERILE,670.96,
HEALTH ALLIANCE/CLINTON,27200030,DRILL BIT 2.6MM LISFRANC,668.80,
HEALTH ALLIANCE/CLINTON,27200030,DRILL BIT 3.2MM LISFRANC,668.80,
HEALTH ALLIANCE/CLINTON,27200030,DRILL BIT 3.7MM LISFRANC,668.80,
HEALTH ALLIANCE/CLINTON,27200030,HOOK SHARP FOR FRACTURE ALIGNMENT AND SCREW TISSUE REMOVAL,666.25,
HEALTH ALLIANCE/CLINTON,27200030,PIN SPARE CENTERING FOR 309.200 HOLLOW REAMER,666.25,
HEALTH ALLIANCE/CLINTON,27200030,PIN SPARE CENTERING FOR 309.150 HOLLOW REAMER,666.25,
