Bayhealth Medical Center ,,,
Kent General Hospital,,,
,,,
Charge Code,Charge Description,Charge,**Charge is variable and based on type of drug / supply and variabe cost
43000021,HC MASSAGE THERAPY, $74.00 ,
43000022,HC MANUAL THERAPY 1/> REGIONS, $136.00 ,
43000023,HC GROUP THERAPEUTIC PROCEDURES, $48.00 ,
43000024,HC THERAPEUTIC ACTIVITIES EACH 15 MIN, $91.00 ,
43000025,HC COGNITIVE SKILLS DEVELOPMENT, $85.00 ,
43000026,HC SENSORY INTEGRATION, $80.00 ,
43000027,HC SELF CARE MNGMENT TRAINING, $66.00 ,
43000028,HC COMMUNITY/WORK REINTEGRATIONEACH 15 MIN, $66.00 ,
43000029,HC WHEELCHAIR MNGMENT TRAINING, $70.00 ,
43000030,"HC DEBRIDEMENT SELECTIVE ,<20 SQ CM", $532.00 ,
43000031,HC ORTHOTICS FIT AND TRAIN, $95.00 ,
43000032,HC C/O FOR ORTHOTIC/PROSTH USE, $104.00 ,
43000033,HC ELEC STIM OTHER THAN WOUND, $79.00 ,
43000049,HC STRAPPING LOW BACK, $222.00 ,
43000050,HC STRAPPING THORAX, $270.00 ,
43000051,HC STRAPPING HIP, $261.00 ,
43000052,HC STRAPPING KNEE, $328.00 ,
43000053,HC STRAPPING ANKLE, $288.00 ,
43000054,HC STRAPPING TOE, $366.00 ,
43000055,HC NON-SELECTIVE DEBRIDEMENT, $371.00 ,
43000056,HC E-STIM(UNATTENDED), $79.00 ,
43000057,HC PARAFFIN BATH, $91.00 ,
43000058,HC FLUIDOTHERAPY, $150.00 ,
43000063,HC E-STIM(MANUAL), $126.00 ,
43000064,HC HAND ROM, $107.00 ,
43000065,HC COGNITIVE SKILLS DEVELOPMENT, $104.00 ,
43000066,HC ORTHOTICS/PROSTH MGMT &/TRAINJ SBSQ ENCTR 15 MIN, $149.00 ,
43400000,HC OT EVALUATION, $232.00 ,
43400001,HC OT RE-EVALUATION, $129.00 ,
43400002,HC OT EVAL LOW COMPLEX 30 MIN, $217.00 ,
43400003,HC OT EVAL MOD COMPLEX 45 MIN, $217.00 ,
43400004,HC OT EVAL HIGH COMPLEX 60 MIN, $217.00 ,
43400005,HC OT RE-EVAL EST PLAN CARE, $143.00 ,
44000001,HC SPEECH/LANG THERAPY INDIVIDUAL, $190.00 ,
44000002,HC SPEECH/LANG THERAPY GROUP, $95.00 ,
44000003,HC SWALLOWING TREATMENT, $144.00 ,
44000004,HC USE OF SPEECH DEVICE SERVICE, $199.00 ,
44000005,HC COGNITIVE TEST BY HC PRO, $366.00 ,
44000035,HC  DDS EVALUATION, $180.00 ,
44000036,HC NO SHOW / DDS EVALUATION, $99.00 ,
44400000,HC EVALUATION OF SPEECH FLUENCY, $338.00 ,
44400001,HC EVALUATION OF SPEECH PRODUCTION, $275.00 ,
44400002,HC SPEECH SOUND LANG COMPREHENSION, $570.00 ,
44400003,HC BEHAVRAL QUALIT ANALYS VOICE/RES, $286.00 ,
44400004,HC VOICE PROSTHETIC EVALUATION, $326.00 ,
44400005,HC EVALUATION FOR SPEECH DEVICE RX 1HR, $468.00 ,
44400006,HC EVALUATE SWALLOWING FUNCTION, $292.00 ,
44400007,HC MOTION FLUOROSCOPY/SWALLOW, $292.00 ,
44400008,HC APHASIA EVALUATION PER HR, $207.00 ,
44400009,HC EVAL SPEECH GEN DEV ADD 30M, $139.00 ,
44400010,HC FEES EVAL SWALLOW, $199.00 ,
45000000,HC I&D SKIN ABCESS SIMPLE, $463.00 ,
45000001,HC I&D SKIN ABSCESS COMPLICATED OR MULTIPLE, $515.00 ,
45000002,HC DRAIN PILONIDAL CYST SIMPLE, $391.00 ,
45000003,HC INCISION & REMOVAL OF FB, $457.00 ,
45000004,HC INCIS & REMOV OF FB COMPLICATED," $2,784.00 ",
45000005,HC I&D HEMATOMA," $3,354.00 ",
45000006,HC PUNCTURE DRAINAGE OF LESION," $3,441.00 ",
45000007,HC AVULSION OF NAIL PLATE, $220.00 ,
45000008,HC EVAC OF SUBUNGUAL HEMATOMA, $401.00 ,
45000009,HC EXCISION REMOVAL OF NAIL BED," $1,188.00 ",
45000010,HC REPAIR NAIL BED TECH, $550.00 ,
45000011,HC SIM EXCL FACE LES THN 2.6CM, $491.00 ,
45000012,HC SIM EXCL FACE 2.6CM-7.5CM, $503.00 ,
45000013,HC SIM EXCL FACE 7.6CM-12.5CM, $541.00 ,
45000014,HC SIM REPAIR FACE 12.6CM-20CM, $580.00 ,
45000015,HC SIM OF FACE LESS THAN 2.6CM, $503.00 ,
45000016,HC SIM REPAIR OF FACE 2.6CM-5.0CM, $531.00 ,
45000017,HC SIM REPAIR OF FACE 5.1CM-7.5CM, $561.00 ,
45000018,HC SIM REPAIR OF FACE 7.6CM-12.5CM, $602.00 ,
45000019,HC INTMD RPR SCLP TRNK EXTM<2.6CM, $526.00 ,
45000020,HC INTMD RPR SCP TRK EXT 2.6-7.5CM, $556.00 ,
45000021,HC INTMD RPR S/TR/EXT 7.6-12.5, $568.00 ,
45000022,HC INTMD RPR S/A/T/EXT 12.6-20, $616.00 ,
45000023,HC INTMD RPR N-HF/GENIT 2.5CM/<, $533.00 ,
45000024,INTMD RPR N-HF/GENIT2.6-7.5, $534.00 ,
45000025,HC INTMD RPR N-HF/GENIT7.6-12.5, $580.00 ,
45000026,HC INTMD RPR FACE/MM 2.5 CM/<, $556.00 ,
45000027,HC INTMD RPR FACE/MM 2.6-5.0 CM, $599.00 ,
45000028,HC INTMD RPR FACE/MM 5.1-7.5 CM, $626.00 ,
45000029,HC INTMD RPR FACE/MM 12.6-20 CM, $887.00 ,
45000030,HC CMPLX RPR S/A/L 1.1-2.5 CM, $580.00 ,
45000031,HC CMPLX RPR S/A/L 2.6-7.5 CM," $1,429.00 ",
45000032,HC CMPLX RPR F/C/C/M/N/AX/G/H/F 1.1 TO 2.5CM," $1,256.00 ",
45000033,HC CMPLX RPR F/C/C/M/N/AX/G/H/F 2.6 TO 7.5CM," $1,256.00 ",
45000034,HC TIS TRNFR F/C/C/M/N/A/G/H/F UP TO 10SQ CM," $3,294.00 ",
45000035,HC BURN 1ST DEGR NO DSG/DEBRIDEMT TE, $432.00 ,
45000036,HC DRESS/DEBRIDE P THICK BURN S <5% TOTAL BODY AREA, $552.00 ,
45000037,HC DRESS/DEBRIDE P THICK BURN M, $766.00 ,
45000038,HC DRESS/DEBRIDE P THICK BURN L, $683.00 ,
45000039,HC EXPLORE WOUND EXTREMITY," $2,357.00 ",
45000040,HC INJ TENDON SHEATH/LIGAMENT, $639.00 ,
45000041,HC INJ TRIGGER POINT 1/2 MUSCL, $636.00 ,
45000042,HC DRAIN/INJ SMALL JOINT/BURSA W/O US, $741.00 ,
45000043,HC DRAIN/INJ INTERMEDIATE JOINT/BURSA W/O US, $671.00 ,
45000044,HC DRAIN/INJ MAJOR JOINT/BURSA W/O US, $671.00 ,
45000045,HC CLOSED TX NOSE FX W/O MANJ, $463.00 ,
45000046,HC CLOSED TX NOSE FX W/O STABLJ," $2,762.00 ",
45000047,HC CLOSED TREATMENT NASAL SEPTAL FX W / WO STABLJ," $4,371.00 ",
45000048,HC CLOSED TX ORBIT W/O MANIPULJ," $1,846.00 ",
45000049,HC TREAT LOWER JAW FRACTURE," $1,903.00 ",
45000050,HC RESET DISLOCATED JAW, $418.00 ,
45000051,HC TREATMENT CLAVICLE WO MANIP, $637.00 ,
45000052,HC TREATMENT CLAVICLE W MANIP," $2,984.00 ",
45000053,HC TREAT CLAVICLE DISL W/O MANIPUL, $366.00 ,
45000054,HC SCAPULA FRACTURE W/O MANIPUL, $659.00 ,
45000055,HC PROX HUM FX W/O MANIPULA, $445.00 ,
45000056,HC HUM TUBER FX W/O MANIPULA, $413.00 ,
45000057,HC SHOULDER DISLOC W MANIPUL W/O ANEST, $743.00 ,
45000058,HC REMOVE FB UPPER ARM, $999.00 ,
45000059,HC HUM SHFT FX W/O MANIPUL, $443.00 ,
45000060,HC CLOSED TX HUMERAL FRAC W/MANIP, $525.00 ,
45000061,HC HUM EPICOND FX W/O MANIPULAT, $410.00 ,
45000062,HC CLOSED TX ELBOW DISLOCATE," $3,740.00 ",
45000063,HC TREATMENT OFSUBLUX RADIAL W/MANIP, $291.00 ,
45000064,HC RAD HEAD/NECK FX W/O MANIPULAT, $443.00 ,
45000065,HC ULNAR PROX FX W/O MANIPULAT, $443.00 ,
45000066,HC RAD SHAFT FX W/O MANIPULA, $491.00 ,
45000067,HC RAD SHAFT FX W MANIPULA, $998.00 ,
45000068,HC ULN SHAFT FX W/O MANIPULA, $491.00 ,
45000069,HC ULN SHAFT FX W MANIPULA, $525.00 ,
45000070,HC CLOSED TX RADIAL & ULNAR FRAC WO MANIP, $489.00 ,
45000071,HC RAD/ULNAR DIS FX W/O MANIPULA, $491.00 ,
45000072,HC RAD/ULNAR DIS FX W MANIPULA," $1,103.00 ",
45000073,HC CLOSED TX CARPAL FRAC WO MANIP, $446.00 ,
45000074,HC DRAINAGE OF FINGER ABSCESS SIMPLE, $390.00 ,
45000075,HC CLOSE TX METACARPAL FX WO MANP, $441.00 ,
45000076,HC CLOSE TX METACARPAL FX W MANP, $441.00 ,
45000077,HC FINGER FX MID/PROX PHALANX W/O MANIPUL, $536.00 ,
45000078,HC CLOSED TX PHALANGEAL FRAC W MAN, $451.00 ,
45000079,HC M-P OR I-P ARTICLUAR FX W/O MANIPULA, $363.00 ,
45000080,HC DISTAL PHALANSGEAL FRACTURE W/O MANIPUL, $506.00 ,
45000081,HC PHAL DISTAL FX FINGER W MANIPULA, $486.00 ,
45000082,HC IP JOINT DISLOCATION W MANIPULATION, $529.00 ,
45000083,HC CLOSED TX INTER PHALG DISLOC W/AN," $4,300.00 ",
45000084,HC HIP DISLOCATE TRAUMA WO ANES, $456.00 ,
45000085,HC CLOSED TX PATELLA FRACT WO MANIP, $489.00 ,
45000086,HC CLOSED TX DISTAL RAD FX WO MAN, $459.00 ,
45000087,HC CLOSED TREAT PATELLAR DISLOCATION W/O ANES, $421.00 ,
45000088,HC MED MALLEOLUS FX W/O MAN, $487.00 ,
45000089,HC CLOSED TX POST MALEOLUS WO MAN, $453.00 ,
45000090,HC CLOSED TX PROX TIBAL FX WO MAN, $456.00 ,
45000091,HC CLOSED TX FIBULA DIST FRAC W/MA, $486.00 ,
45000092,HC CLOSED TX BIMAL ANKL FX WO MAN, $456.00 ,
45000093,HC CLOSE TX ANKLE BIMALOR FX W MANP," $1,572.00 ",
45000094,HC ANKLE FX WO MANIP, $453.00 ,
45000095,HC CLOSE TX TIBIA FX WO MANPUL, $443.00 ,
45000096,HC REMOVAL OF FOOT FOREIGN BODY," $1,459.00 ",
45000097,HC CALCANEAL FX W/O MANIPULATION, $485.00 ,
45000098,HC CLOSE TX TALUS FX WO MANPUL, $439.00 ,
45000099,HC METATARSAL FX W/O MANIPULATION, $485.00 ,
45000100,HC METATARSAL FX W/MANIPULATION, $485.00 ,
45000101,HC GREAT TOE FRACTURE W/O MANIPULATION, $403.00 ,
45000102,HC TOE FX (OTHER THAN GR TOE) W/O MANIPULATION, $394.00 ,
45000103,HC INTERPHALANGEAL TOE DISLOCATION W/O ANES, $311.00 ,
45000104,HC APPLY LONG ARM SPLINT, $347.00 ,
45000105,HC SHORT ARM SPLINT, $263.00 ,
45000106,HC FINGER SPLINT, $156.00 ,
45000107,HC SHOULDER STRAPPING, $392.00 ,
45000108,HC ELBOW OR WRIST STRAPPING, $338.00 ,
45000109,HC HAND OR FINGER STRAPPING, $338.00 ,
45000110,HC SPLINT LONG LEG, $235.00 ,
45000111,HC SPLINT SHORT LEG, $197.00 ,
45000112,HC KNEE STRAPPING, $328.00 ,
45000113,HC ANKLE STRAPPING, $288.00 ,
45000114,HC TOES STRAPPING, $366.00 ,
45000115,HC REMOVAL/BIVALVING BOOT OR BODY CAST, $261.00 ,
45000116,HC REMOV/BIVALV FULL ARM OR FULL LEG CAST, $529.00 ,
45000117,HC DRAIN ABSCES NASAL INTERN APPROCH, $854.00 ,
45000118,HC REMOVE NASAL FOREIGN BODY, $294.00 ,
45000119,HC CONTROL OF NOSEBLEED, $337.00 ,
45000120,HC CONTROL OF NOSEBLEED W PKS INITIAL, $259.00 ,
45000121,HC CONTROL OF NOSEBLEED W PKS SUBSEQUENT, $288.00 ,
45000122,HC ENDOTRACHEAL INTUBATION, $530.00 ,
45000123,HC INSERTION OF CHEST TUBE," $1,252.00 ",
45000124,HC THORACENTESIS W/O GUIDANCE, $680.00 ,
45000125,"HC PERICARDIOCENTESIS, INITIAL"," $2,685.00 ",
45000126,HC NON-ROUTINE BL DRAW 3/> YRS, $34.00 ,
45000127,HC VENIPUNCTURE, $22.00 ,
45000128,HC INSERT NON-TUNNEL CV CATH < 5 YEARS OLD," $2,272.00 ",
45000129,HC INSERT NON-TUNNEL CV CATH => 5 YEARS OLD," $3,178.00 ",
45000130,HC INSERT NEEDLE BONE CAVITY, $217.00 ,
45000131,HC REPAIR LIP VERMILION ONLY," $1,865.00 ",
45000132,HC REPAIR TONGUE LACERATION <2.6 CM, $373.00 ,
45000133,HC REPAIR TONGUE LACERATION >2.6 CM, $960.00 ,
45000134,HC DRAINAGE OF GUM LESION, $234.00 ,
45000135,HC GASTRIC INTUBATION W/ASPIR., $171.00 ,
45000136,HC CHANGE GASTROSTOMY TUBE, $512.00 ,
45000137,HC INCISION OF RECTAL ABSCESS," $5,623.00 ",
45000138,HC INCISION OF ANAL ABSCESS," $5,623.00 ",
45000139,HC INCISE EXTERNAL HEMORRHOID, $322.00 ,
45000140,HC DIAGNOSTIC ANOSCOPY SPX, $311.00 ,
45000141,HC BLADDER IRRIGATION, $372.00 ,
45000142,HC URETHRAL CATH INSERTED, $311.00 ,
45000143,HC URETHRAL CATH TEMPORARY, $175.00 ,
45000144,HC CHANGE CYSTOSTOMY TUBE, $315.00 ,
45000145,HC I&D VULVA/PERINEAL ABSCESS, $556.00 ,
45000146,HC DRAINAGE OF GLAND ABSCESS, $301.00 ,
45000147,HC FETAL NON-STRESS TEST, $590.00 ,
45000148,HC VAGINAL DELIVERY ONLY," $2,251.00 ",
45000149,HC SPINAL FLUID TAP DIAGNOSTIC, $812.00 ,
45000150,HC N BLOCK INJ TRIGEMINAL, $655.00 ,
45000151,HC N BLOCK OTHER PERIPHERAL," $1,160.00 ",
45000152,HC REMOVE FOREIGN BODY FROM EYE CONJUCT SUP, $405.00 ,
45000153,HC REMOVE FOREIGN BODY FROM EYE CONJUCT EMBD, $409.00 ,
45000154,HC REMOVE FOREIGN BODY FROM EYE CORNEAL WO SLT LMP, $402.00 ,
45000155,HC REMOVE FOREIGN BODY FROM EYE CORNEAL W SLT LMP, $409.00 ,
45000156,HC CLEAR OUTER EAR CANAL WO GEN ANETHS, $207.00 ,
45000157,HC REMOVE IMPACTED EAR WAX UNILATERAL, $190.00 ,
45000158,"HC OB FETAL, LIMITED", $505.00 ,
45000159,HC IMMUNIZATION ADMIN, $105.00 ,
45000160,HC IMMUNIZATION ADMIN EACH ADD, $105.00 ,
45000161,HC TEMPORARY EXTERNAL PACING, $632.00 ,
45000162,HC IV INFUSION HYDRA INITIAL =< 1HR, $647.00 ,
45000163,HC IV INFUSION HYDRATION EA ADD'L HR, $284.00 ,
45000164,HC IV INFUSION THERA/PROPH/DIAG INITIAL, $599.00 ,
45000165,HC IV INFUSION THERA/PROPH/DIAG ADD-ON, $263.00 ,
45000166,HC TX/PROPH/DG ADDL SEQ IV INF, $273.00 ,
45000167,HC THER/DIAG CONCURRENT INF, $273.00 ,
45000168,HC THER/PROPH/DIAG INJ SC/IM, $119.00 ,
45000169,HC THERA/DIAG INJ-IV PUSH SING/INITL, $253.00 ,
45000170,HC TX/PRO/DX INJ NEW DRUG ADDON, $253.00 ,
45000171,HC TX/PRO/DX INJ SAME DRUG ADON, $253.00 ,
45000172,"HC DEBRIDEMENT SELECTIVE ,<20 SQ CM", $532.00 ,
45000173,HC MOD SEDAT PHYS/QHP <5 YRS, $594.00 ,
45000174,HC MOD SEDAT PHYS/QHP 5YRS/>, $682.00 ,
45000175,HC MOD SEDAT PHYS/QHP EA 15 MIN, $307.00 ,
45000176,HC MOD SED DIFF PHYS/QHP<5 YRS, $769.00 ,
45000177,HC MOD SED DIFF PHYS/QHP 5/>YRS, $682.00 ,
45000178,HC MOD SED DIFF PHYS/QHP ADD ON, $302.00 ,
45000179,HC EMERGENCY DEPT VISIT LEVEL 1, $341.00 ,
45000180,HC EMERGENCY DEPT VISIT LEVEL 2, $586.00 ,
45000181,HC EMERGENCY DEPT VISIT LEVEL 3, $749.00 ,
45000182,HC EMERGENCY DEPT VISIT LEVEL 4," $1,119.00 ",
45000183,HC EMERGENCY DEPT VISIT LEVEL 5," $1,660.00 ",
45000184,HC CRITICAL CARE FIRST HOUR," $2,046.00 ",
45000185,HC CRITICAL CARE ADDL 30 MIN, $912.00 ,
45000186,"HC REP EYELIDS,NOSE,EARS,LIPS1.1-2.5"," $1,162.00 ",
45000187,HC CMPLX RPR S/A/L ADDL 5 CM/>, $410.00 ,
45000188,HC RABIES VACCINE IM, $534.00 ,
45000189,HC TD VACC NO PRESV 7 YRS+ IM, $131.00 ,
45000190,HC TDAP VACCINE 7 YRS/> IM, $179.00 ,
45000191,"HC DRAINAGE EXTERNAL EAR, ABSCESS OR HEMATOMA; SIMPLE", $745.00 ,
45000192,HC TONGUE AND MOUTH SURGERY, $422.00 ,
45000193,"HC REPAIR, COMPLEX, EYELIDS, NOSE, EARS AND/OR LIPS; 1.1 CM TO 2.5 CM"," $1,162.00 ",
45000194,HC N BLOCK INJ FACIAL, $297.00 ,
45000195,HC REMOVE IMPACTED EAR WAX UNI, $182.00 ,
45000196,HC DENTAL SURGERY PROCEDURE, $422.00 ,
45000197,HC OUTER EAR SURGERY PROCEDURE, $422.00 ,
45000198,HC DRAINAGE OF MOUTH LESION, $745.00 ,
45000199,HC REMOVE EYELID FOREIGN BODY, $852.00 ,
45000200,HC TREAT TOE DISLOCATION, $563.00 ,
45000201,"HC REPAIR, COMPLEX, EYELIDS, NOSE, EARS AND/OR LIPS; 2.6 CM TO 7.5 CM"," $1,398.00 ",
45000204,HC MOD SED SAME PHYS/QHP <5 YRS, $688.00 ,
45000205,HC MOD SED SAME PHYS/QHP INITIAL 15 MINS 5/> YRS, $744.00 ,
45000206,HC MOD SED SAME PHYS/QHP EACH ADDL 15 MINS, $355.00 ,
45000207,HC MOD SED OTHER PHYS/QHP INITIAL 15 MINS &LT;5 YRS, $889.00 ,
45000208,HC MOD SED OTHER PHYS/QHP INITIAL 15 MINS 5/> YRS, $788.00 ,
45000209,HC MOD SED OTHER PHYS/QHP EACH ADDL 15 MINS, $425.00 ,
45000210,HC DEBRIDEMENT SUBCUTANEOUS TISSUE 20 SQ CM/&LT;, $969.00 ,
45000211,HC REPAIR INTERMEDIATE F/E/E/N/L&/MUC 7.6-12.5 CM, $652.00 ,
45000212,HC CLSD TX SHOULDER DISLC W/MANIPULATION REQ ANES," $3,706.00 ",
45000213,HC CLTX ARTCLR FX INVG MTCARPHLNGL/IPHAL JT W/MANJ," $4,004.00 ",
45000214,HC TX SPON HIP DISLC ABDCT SPLNT/TRCJ W/MANJ ANES," $4,004.00 ",
45000215,HC CLTX POST HIP ARTHRP DISLC REQ ANES," $4,004.00 ",
45000216,HC CLTX TRIMALLEOLAR ANKLE FX W/MANIPULATION," $4,004.00 ",
45000217,HC CONTROL NASAL HEMORRHAGE ANTERIOR COMPLEX, $288.00 ,
45000218,HC INCISION & DRAINAGE PILONIDAL CYST COMPLICATED," $1,773.00 ",
45000219,HC TREATMENT CLOSED ELBOW DISLOCATION W/O ANES, $658.00 ,
45000220,HC INSJ TEMP NDWELLG BLADDER CATHETER COMPLICATED, $418.00 ,
45000221,HC OPEN TREATMENT PROXIMAL HUMERAL FRACTURE," $31,457.00 ",
45000222,HC CLTX HIP DISLOCATION TRAUMATIC REQ ANESTHESIA," $2,711.00 ",
45000223,HC CLTX POST HIP ARTHRP DISLC W/O ANES, $658.00 ,
45000224,HC BLEPHAROTOMY DRAINAGE ABSCESS EYELID, $883.00 ,
45000225,HC I&D EPIDIDYMIS TSTIS&/SCROTAL SPACE," $5,411.00 ",
45000226,HC SMPL RPR SCALP/NECK/AX/GENIT/TRUNK 20.1-30.0CM, $963.00 ,
45000227,HC I&D ABSCESS PERITONSILLAR, $582.00 ,
45000228,HC REPAIR INTERMEDIATE S/A/T/E 20.1-30.0 CM, $887.00 ,
45000229,HC INCISION&DRAINAGE UPPER ARM/ELBOW BURSA," $4,068.00 ",
45000230,HC CLOSED TX RADIAL&ULNAR SHAFT FRACTURES W/MANJ," $1,692.00 ",
45000231,HC CLTX FX PHLX/PHLG OTH/THN GRT TOE W/MANJ, $658.00 ,
45000232,HC UNLISTED PROCEDURE ABDOMEN PERITONEUM & OMENTUM," $2,302.00 ",
45000233,HC REMOVAL INTRAUTERINE DEVICE IUD, $907.00 ,
45000234,HC RMVL FECAL IMPACTION/FB SPX UNDER ANES," $3,372.00 ",
45000235,HC CLTX METATARSOPHLNGL JT DISLC REQ ANES," $4,006.00 ",
45000236,HC IRRIGATION CORPORA CAVERNOSA PRIAPISM, $711.00 ,
45000237,HC CLTX TARSAL DISLC OTH/THN TALOTARSAL W/ANES," $9,359.00 ",
45000238,HC DRAINAGE ABSCESS PALATE UVULA, $680.00 ,
45000240,HC CLOSED TX PATELLAR DISLOCATION W/ANESTHESIA," $4,013.00 ",
45000241,HC TRACHEOTOMY TUBE CHANGE PRIOR TO FISTULA TRACT, $582.00 ,
45000242,HC NJX C/P/A CAVERNOSA W/PHARMACOLOGIC AGT, $711.00 ,
45000243,HC CLTX FX GRT TOE PHLX/PHLG W/MANJ, $628.00 ,
45000244,HC CLTX INTERPHALANGEAL JOINT DISLOCATION REQ ANES, $693.00 ,
45000245,HC SIMPLE REPAIR F/E/E/N/L/M 12.6CM-20.0 CM, $481.00 ,
45000246,HC CLOSED TX TALUS FRACTURE W/MANIPULATION," $3,824.00 ",
45000247,HC REPAIR COMPLEX F/C/C/M/N/AX/G/H/F EA ADDL 5 CM/&LT;, $870.00 ,
45000248,HC DRAINAGE SCROTAL WALL ABSCESS," $3,884.00 ",
45000249,HC ASPIRATION BLADDER INSERT SUPRAPUBIC CATHETER," $5,166.00 ",
45000250,HC AMP F/TH 1/2 JT/PHALANX W/NEURECT W/DIR CLSR," $7,659.00 ",
45000251,HC CLTX TRANS-SCAPHOPRILUNAR TYP FX DISLC W/MANJ, $628.00 ,
45000252,HC SIMPLE REPAIR SCALP/NECK/AX/GENIT/TRUNK >30.0CM, $481.00 ,
45000253,HC CLTX ANKLE DISLC REQ ANES W/WO PRQ SKEL FIXJ," $4,343.00 ",
45000254,HC AMP F/TH 1/2 JT/PHALANX W/NEURECT LOCAL FLAP," $8,509.00 ",
45000255,HC CLOSED TX CARPAL SCAPHOID FRACTURE W/MANJ," $4,343.00 ",
45000256,HC OPEN TX DISTAL PHALANGEAL FRACTURE EACH," $8,829.00 ",
45000257,HC CLTX METACARPOPHALANGEAL DISLC W/MANJ W/ANES," $4,506.00 ",
45000258,HC REMOVAL IMPLANTABLE CONTRACEPTIVE CAPSULES," $1,912.00 ",
45000259,HC CYSTO W/SIMPLE REMOVAL STONE & STENT," $5,455.00 ",
45000260,HC REMOVAL FOREIGN BODY PHARYNX," $1,062.00 ",
45000261,HC CLTX FEM SHFT FX W/MANJ W/WO SKIN/SKELETAL TRACJ," $4,506.00 ",
45000262,HC CLTX CARPO/METACARPL DISLC THMB MANJ EA W/O ANES, $691.00 ,
45000263,HC PERQ REPLACEMENT GTUBE NOT REQ REVJ GSTRST TRC, $741.00 ,
45000264,HC PERQ REPLACEMENT GTUBE REQ REVJ GSTRST TRC, $741.00 ,
46000000,HC SPIROMETRY SIMPLE OR BEDSIDE, $403.00 ,
46000001,HC SPIROMETRY PRE AND POST, $770.00 ,
46000002,HC SPIROMETRY MULTIPLE W ADMIN AGNTS, $997.00 ,
46000003,HC PULMONARY STRESS TEST/SIMPLE, $502.00 ,
46000004,HC PULM FUNCT TST PLETHYSMOGRAP, $258.00 ,
46000005,HC PULM FUNCTION TEST BY GAS, $317.00 ,
46000006,HC C02/MEMBANE DIFFUSE CAPACITY, $286.00 ,
46000007,HC O2 PROTOCOL SPOT CHECK, $85.00 ,
46000008,HC MEASURE BLOOD OXYGEN LEVEL; MULTIPLE, $236.00 ,
46000009,HC MEASURE BLOOD OXYGEN LEVEL; CONT OVERNIGHT MONITORING, $463.00 ,
46000010,HC EXHALED CARBON DIOXIDE TEST, $463.00 ,
46000011,HC EXTUBATION OF AIRWAY, $265.00 ,
46000012,HC NITRIC OXIDE EXPIRED GAS DETERM, $103.00 ,
46000013,HC MAXIMAL RESPIRATORY PRESSURES, $265.00 ,
46000014,HC PULSE OX SPOT CHECK, $85.00 ,
46000015,HC INCENTIVE SPIROMETRY, $265.00 ,
46000016,HC PEAK FLOW MEASUREMENTS PRE/POST, $265.00 ,
46000017,HC TRACHEOSTOMY TUBE CARE, $265.00 ,
46000018,HC EXERCISE TEST FOR BRONCHOSPASM, $502.00 ,
46000019,HC PULMONARY STRESS TESTING, $502.00 ,
47100000,"HC HEARING SCREEN OTOACOUSTIC EMISS, LIMITED", $235.00 ,
48000000,HC HEART/LUNG RESUSCITATION CPR, $664.00 ,
48000001,HC CARDIOVERSION ELECTRICAL EXT," $1,454.00 ",
48000002,HC ECHO PEDS COMPLETE," $1,860.00 ",
48000003,HC ECHO PEDS FU/LIMITED, $782.00 ,
48000004,HC ECHO 2D W/ DOPPLER & COLOR FLOW; COMPLETE," $3,021.00 ",
48000005,HC ECHO 2D W/O DOPPLER & COLOR FLOW; COMPLETE," $1,442.00 ",
48000006,HC ECHO 2D FU/LIMITED, $983.00 ,
48000007,HC ECHO TRANSESOPHAGEAL (TEE)," $2,610.00 ",
48000008,HC ECHO CARDIAC DOPPLER; COMPLETE, $768.00 ,
48000009,HC ECHO CARDIAC DOPPLER; FU/LIMITED, $788.00 ,
48000010,HC ECHO CARDIAC DOPPLER COLOR FLOW ADD-ON, $619.00 ,
48000011,HC STRESS TTE ONLY," $1,086.00 ",
48000012,HC STRESS TTE COMPLETE," $1,656.00 ",
48000014,HC ELECTROPHYSIOLOGY EVALUATION," $3,394.00 ",
48000015,HC TILT TABLE EVALUATION," $1,078.00 ",
48000016,"HC TTE W OR WO FOL WCON,DOPPLER"," $2,194.00 ",
48000017,HC TTE CONGENITAL COMPLETE WITH CONTRAST," $2,194.00 ",
48000018,HC TTE CONGENITAL FOLLOW UP OR LIMITED WITH CONTRAST," $2,194.00 ",
48000019,"HC TTE COMPLETE W/O DOPPLER, CF WITH CONTRAST"," $2,194.00 ",
48000020,HC TTE FOLLOW UP OR LIMITED WITH CONTRAST," $1,468.00 ",
48000021,"HC TEE PLACEMENT, ACQ, INTER, REPORT WITH CONTRAST"," $2,194.00 ",
48000022,"HC TEE CONGENITAL PLACEMENT, IMAGE, INTER, REPORT WITH CONTRAST"," $2,194.00 ",
48000023,"HC TEE MONITOR, PLACEMENT, ACQ, INTER, W/ CONTRAST"," $2,194.00 ",
48000024,HC STRESS TTE (NO ECG MONITORING) WITH CONTRAST," $2,194.00 ",
48000025,HC STRESS TTE (WITH ECG MONITORING ) WITH CONTRAST," $2,194.00 ",
48100000,"HC PERICARDIOCENTESIS, INITIAL"," $2,685.00 ",
48100001,HC INSERT HEART PM ATRIAL," $20,795.00 ",
48100002,HC INSERT/REPL PERM PACER W/VENTRICULAR," $24,445.00 ",
48100003,HC INSERT/REPL PERM PACEMAKER W/ATRIAL AND VENTRICULAR," $29,232.00 ",
48100004,HC INSERT ELECTRD/PM CATH SNGL," $8,559.00 ",
