Department - Charge Category,Item Number - Charge ID,Description,Price
Other,3129,MORPHINE SULFATE (INFUMORPH INJ) 200 MG = 20 ML (Dosage Form = INJ),0
Other,855,CT Pelvis/Biopsy,708
Other,1642,EBV Early Ant IgG,88
Other,3913,BS Coil Matrix2 Helical Ultra,4282
Other,10680,Mesh Implant Medpor Surgical 92199942*,1807
Other,1538,Platelet Aggregation,73
Other,502,CT Pelvis W/O Cont,2565
Other,4883,GLYBURIDE/METFORMIN HCL (GLUCOVANCE 2.5MG-500MG TAB) 1 TAB = 1 TAB (Dosage Form = TAB),2.45
Other,6142,ROSUVASTATIN CALCIUM (CRESTOR TAB) 40 MG = 1 TAB (Dosage form = TAB),1.45
Other,5674,Nose Bleed Complex Cautery,493
Other,5397,Merit Drain Bag 1&2 Ports,74
Other,10861,MELAS_ mtDNA Evaluation - R,2659
Other,247,Dilate Esophagus,1616
Other,10063,System SAPS (P),264
Other,2118,Art.Doppler Study,215
Other,11390,Equivabone 20cc 92273913*,25260
Other,6883,LIDOCAINE HCL (XYLOCAINE-MPF 2% INJ (5ML)) 20 MG = 1 ML (Dosage Form = VIAL),7.1
Other,12307,Hip XRay Unilateral 4 Views RT,481
Other,875,3D Recon W/O Post Process,1217
Other,1569,Complement C3,79
Other,12068,Davinci XI Reload 45 White 92276248*,895
Other,12239,Programmer Patient Protege MRI 92276714*,2663
Other,12332,Needle Eus Expect Slimline 22G,810
Other,9694,Trocar Blunt Balloon 57018*,492
Other,10177,Novo 7 2000mcg (2mg),0
Other,3673,HYDROCORTISONE ACETATE (ANUCORT-HC SUPP (GEN EQUIV)) 25 MG = 1 SUPP (Dosage Form = SUPP),30.15
Other,12236,Lead Kit Octrode 30cm 92276711*,5159
Other,37,Short Leg Splint,227
Other,3457,Wrist Splint w Fitting and Adjustment,593
Other,10935,Cath Place Carotid Artery,8969
Other,8716,Cult MRSA Surveillance,57
Other,13118,Cath Pigtail w Markers 5fr Super Torque,188
Other,9732,CYT Rapid Interp Add Same Site,107
Other,4752,"MINERAL OIL/PETROLATUM,WHITE (EUCERIN CR (454GM)) 1 APP = 1 APP (Dosage Form = CREAM)",40.15
Other,2585,Possis Xpeed Thromb 6FR,2428
Other,965,Rad TX 2 Area >1 MeV Intermediate,592
Other,1777,"Culture, Sterile Body Fluid",57
Other,4382,DULOXETINE (CYMBALTA CAP) 20 MG = 1 CAP (Dosage Form = CAP),9.95
Other,2353,Consult Exam Level 2,339
Other,3243,Kenalog-10 Inj (5Ml),33
Other,11731,"Needle EZ-IO 15, 25, 45mm *",480
Other,11204,Atten D/C Status,1
Other,663,MRI Tib Fib WO Contrast RT,3220
Other,6101,Retractor Paddle 173046,1308
Other,2753,"Cath,6FR  All Sz",164
Other,5295,LITHIUM CITRATE (LITHIUM CITRATE 5ML (U/D)) 300 MG = 5 ML (Dosage Form = SYRUP),2.25
Other,1253,Fecal Fat (Qualitative) - R,34
Other,1292,Tolerance Glucose 6 HR,27
Other,8791,Dilution multiantimicrobial (MIC) 11,222
Other,11660,Rod Straight Depuy 3.5 x 200 *,1541
Other,9675,Culture Wound/Abscess Post Surg Spec,57
Other,819,Thrombolysis or Embolization Follow Up S&I,2117
Other,9327,Injection for Hip Arthrogram LT,927
Other,612,Hip 1 View Unilateral LT,279
Other,2280,Massage Pt Ea 15 Min,72
Other,9514,Pharmacologic Agent Administration (Adenosine Challenge),457
Other,4027,DOXAZOSIN MESYLATE (CARDURA) 1 MG = 1 TAB (Dosage Form = TAB),3.15
Other,8702,Sheath Mechanical Evolution,6036
Other,1525,Protein C (Functional),93
Other,1578,ENA Antibody Each - R,43
Other,2257,"Traction,Mechanical",74
Other,6348,Strip Packing Iodoform 1/4In,
Other,8456,"EBV AB VCA, IgG",93
Other,11935,MIDAS Rex Tool 10BA40 *,422
Other,8489,"Thyrotropin Receptor Ab, Serum - R",525
Other,2583,NICOTINE (NICODERM CQ 7 PATCH) 7 MG = 1 PATCH (Dosage Form = PAT 24H),11.4
Other,2892,ATROPINE SULFATE (ATROPINE .1MG/ML ABBOJECT 10ML) 1 MG = 10 ML (Dosage Form = SYRING),53.05
Other,4527,DIPHENHYDRAMINE HCL (BENADRYL ELIXIR (GEN EQUIV) 120 ML) 12.5 MG = 5 ML (Dosage Form = LIQUID),7.5
Other,4129,Cath Ven 20FR  Adult,171
Other,10068,Basket Zerotip Retrieval (P) 62935*,980
Other,2829,Kci Rotoprone Bed,1761
Other,10849,"Microdissection, Manual - R",588
Other,5411,METHADONE HCL (DOLOPHINE LIQ (GEN EQUIV)120ML) 120 MG = 120 ML (Dosage Form = SOLN),23.1
Other,3266,MAGNESIUM 40GM/ST WATER 1000ML (MAGNESIUM 40GM/ST WATER 1000ML) 40 GM = 1000 ML (Dosage Form = INFUS),62.1
Other,12254,Organism ID Mold - R,43
Other,12427,HIV-1 RNA Qual - R,66
Other,8668,Streptomycin Level - R,188
Other,292,Inj.For Retro Urethrogram,419
Other,8318,Change/Remove Nephroureteral Tube,1653
Other,10900,TAVR Valve Procedure,57479
Other,12651,SHUGARCAINE 1ML IN 1ML SYRIN (SHUGARCAINE 1ML IN 1ML SYRIN) (Dosage Form = SYRINGE),156
Other,12163,Emblem S-ICD Pulse Gen,23453
Other,4422,VALPROATE SODIUM (DEPACON/VALPROATE) 500 MG = 5 ML (Dosage Form = VIAL),64.75
Other,13061,SILVER SULFADIAZINE (SILVADENE 1% CR. (GEN EQ) 25GM) 1 APP = 1 APP (Dosage Form = CREAM),27.9
Other,8705,Hepatitis B Surface Ab Qt.,72
Other,9156,EPOETIN ALFA (EPOGEN) 2000 UNITS = 1 ML (Dosage Form = VIAL),94.75
Other,8479,Cath Celsius Ablation All Types,4449
Other,41,Burn Care Large,751
Other,6146,MESALAMINE (ROWASA RECTAL SUSP.) 4 GM = 60 ML (Dosage Form = ENEMA),37.35
Other,1560,AntiStreptolysin O (ASO) - R,50
Other,2293,Sensory Integr Tech Ea 15M-Pt,78
Other,8076,Shiga Like Toxin,79
Other,851,Percutaneous Abscess Drain Change  S&I,549
Other,11307,Oto Mimix 92219146*,1319
Other,6542,Tool Dissect 1.1Mm 8Ta11,475
Other,9491,"Porphyrins, Qn, Random Urine - R",165
Other,5345,MORPHINE SULFATE (MS CONTIN SR TAB) 100 MG = 1 TAB (Dosage Form = SR TAB),21
Other,3557,EPINEPHRINE (ADRENALIN CHLORIDE NASAL SOLN) 30 MG = 30 ML (Dosage Form = SOLN),238.15
Other,3961,CALCIUM CHLORIDE (CALCIUM CL 10% ABBOJECT  10ML) 1000 MG = 10 ML (Dosage Form = SYRING),49.9
Other,7981,MULTIVITAMINS PEDIATRIC INJ (M.V.I. PEDIATRIC INJ) 10 ML = 1 VIAL (Dosage Form = VIAL),27.95
Other,575,MRI Forearm W Wo Cont Left,4512
Other,2825,ARGATROBAN (ARGATROBAN INJ) 250 MG = 2.5 ML (Dosage Form = VIAL),2810.4
Other,2889,Renegade Micro Guide Cath,856
Other,11329,Kyphon Device Bone BX Size 2 92234673*,443
Other,2047,Coronary US Addl Vessels,2628
Other,189,Cath Place First Order below Diaphragm,573
Other,12271,Femoral Comp Stride All Sizes 92276868*,2761
Other,9221,Chemiluminscent Assay - R,370
Other,9072,DIGOXIN (DIGOXIN 0.05MG/ML ELIX (20ML)) .05 MG = 1 ML (Dosage Form = ELIXIR),36.2
Other,8874,Aquaspike 58453*,198
Other,1932,Special Stains I,147
Other,5737,OXCARBAZEPINE (TRILEPTAL SUSP 250ML) 300 MG = 5 ML (Dosage Form = SUSP),510.7
Other,6418,TACROLIMUS (PROTOPIC 0.1% OINTMENT 100GM) 1 APP = 1 APP (Dosage Form = OINT),1750.25
Other,8797,ONDANSETRON (ZOFRAN ODT) 4 MG = 1 TAB (Dosage Form = TAB),2.05
Other,1175,Apolipoprotein B - R,104
Other,4196,CHLOROPROCAINE HCL (NESACAINE-MPF 3% 20ML VIAL) 30 MG = 1 ML (Dosage Form = VIAL),49.15
Other,12327,Acrobat Maquet OP Bundle  92276969*,3415
Other,12896,Bone Cancellous Cubes 5cc,253
Other,7846,In Situ Hybrid Probe Each 1 - R,324
Other,4270,DOCUSATE SODIUM (COLACE LIQ U/D (GEN EQ)(10ML)) 100 MG = 10 ML (Dosage Form = LIQUID),1.4
Other,4172,CEPHALEXIN MONOHYDRATE (KEFLEX CAP) 500 MG = 1 CAP (Dosage Form = CAP),4.25
Other,11473,Spacer Capstone Peek 16x22 92238467*,7816
Other,938,MRI Bone Marrow,3408
Other,4951,HYDROCOD BIT/HOMATROPINE (HYDROMET SYRUP (2OZ)) 5 ML = 5 ML (Dosage Form = SYRUP),30.8
Other,13065,Microsnare SK700 Goose Neck Medtronic,1406
Other,8835,Renal Tube Removal w/ Fluoro,1372
Other,1264,"Immunoglobulin G, CSF - R",61
Other,9767,Suture Retreiver Hewson (P) 92258383*,376
Other,1019,"Myocardium,Pyp",2449
Other,5869,POLYMYXIN B SULFATE/TMP (POLYTRIM OPTH SOL(GEN EQ)10ML) 1 DROPS = 1 DROPS (Dosage Form = DROPS),54.3
Other,2091,Comprehensive EPS wo Induction,11446
Other,11119,OMACETAXINE MEPESUCCINATE (SYNRIBO) 3.5 MG = 1 VIAL (Dosage Form = VIAL),1893.8
Other,439,MRA Neck W/Wo Contrast,2651
Other,567,MRI Forearm W Cont Left,2950
Other,10458,Collection / Venipuncture SVI Services,12
Other,10118,Navigator (P) 92194653*,471
Other,3646,CLOMIPRAMINE HCL (ANAFRANIL CAP) 50 MG = 1 CAP (Dosage Form = CAP),35.1
Other,8615,CARBIDOPA/LEVODOPA (PARCOPA 25-100 TAB (ODT)) 1 TAB = 1 TAB (Dosage Form = TAB LN),4.75
Other,545,Upper Ext.Infant 2 ViewLT,279
Other,1568,Complement C2 - R,79
Other,9175,"Calprotectin, Fecal - R",344
Other,4393,LIOTHYRONINE SODIUM (CYTOMEL TAB) 25 MCG = 1 TAB (Dosage Form = TAB),2
Other,959,"Radiation Physics,Unl.",205
Other,6829,PINDOLOL (VISKEN TAB (GEN EQUIV)) 5 MG = 1 TAB (Dosage Form = TAB),2.3
Other,6062,Reload Cutter Tcr55,446
Other,3478,DRONABINOL (MARINOL CAPSULE) 5 MG = 1 CAP (Dosage Form = CAP),22.35
Other,1828,KOH Prep,28
Other,285,Nephrostromy Tube Change,4347
Other,8278,VAC Gran. Silver Medium 55848*,279
Other,8170,Anoscopy,340
Other,870,Radiologic Exam,689
Other,12649,LVIS Neurological Stent,10430
Other,8342,Probes Trocar MRI 92222934*,1661
Other,87,Injection for Hip Arthrogram RT,1091
Other,6229,Sheath Endoscruub 25 Deg,323
Other,6417,Syvek Patch,445
Other,9264,Lipid Profile - Pediatric,90
Other,9985,SCOOP Catheter (single),547
Other,2120,Arterial Scan L.E.,515
Other,9139,Anesthesia (GEDMS) 30 Minutes,824
Other,1180,Drg Confirm UR Barbiturates - R,206
Other,8434,INJ OP IV Push each Seqtl Drug over 30 minutes,130
Other,13228,EMPLAGIFLOZIN (JARDIANCE 10 MG TABLET),58.05
Other,13064,Transcatheter Insertion Permanent Leadless Pacemaker,33322
Other,10764,FENOFIBRATE (FENOFIBRATE) 160 MG = 1 TAB (Dosage Form = TABLET),7.45
Other,12843,Advisor Mapping Cath 15-20mm DF Curve,2822
Other,1802,Fungi Id Each Yeast 2,58
Other,9560,ETHIODIZED OIL (LIPIODOL ULTRA-FLUIDE (10ML)) 1 AMP = 10 ML (Dosage Form = INJ),1109.45
Other,11395,Rod 11 x 650 Carbon 92259845*,1130
Other,8313,Glow and Tell Tape,161
Other,8613,CARBIDOPA/LEVODOPA (PARCOPA 25-250 TAB (ODT)) 1 TAB = 1 TAB (Dosage Form = TAB LN),6.1
Other,165,Injection Pseudoaneurysm,1319
Other,4473,DEXAMETHASONE (DECADRON TAB(GEN EQUIV)) 0.5 MG = 1 TAB (Dosage Form = TAB),1
Other,6645,Tube Feed 5 Inf 3640,
Other,10901,EGFR  Tumor Mutation - R,1229
Other,9554,Debride Skin w Tissue  each Additional 20SQCM,488
Other,1126,Vancomycin - Random Level,58
Other,10149,Sling Solyx (P) 92237320*,2691
Other,9257,Factor Inhibitor Test - R,85
Other,9430,BRIMONIDINE TARTRATE (ALPHAGAN 0.2% OPTH DROPS (5ML)) 1 DROPS = 1 DROPS (Dosage Form = DROP),101.9
Other,2274,Aquatic Ther Per 15 Min-Pt,59
Other,2613,Specialty Guide Wire,704
Other,929,MRI Breast W Wo Cont Right,3220
Other,3635,AMOXICILLIN TRIHYDRATE (AMOXICILLIN CHEW TAB) 250 MG = 1 TAB (Dosage Form = CHWTAB),1.45
Other,2132,US Extr Venous Compl Bil Stdy,1367
Other,287,Lithotripsy Same Day Return,12446
Other,8679,Mycophenolic Acid - R,188
Other,12171,Accolade DR EL Pacemaker,5389
Other,3578,ALBUTEROL SULFATE (PROVENTIL TAB (GEN EQUIV)) 2 MG = 1 TAB (Dosage Form = TAB),1
Other,4285,SOD SULF/SOD/NAHCO3/KCL/PEG'S (COLYTE) 1 BOTTLE = 4000 ML (Dosage Form = SOL REC),54.95
Other,402,XR-Sinuses Paranasl <3 Views,279
Other,1906,Chrom 2 Karyo With Banding Add'l - R,637
Other,6848,DICLOFENAC SODIUM (VOLTAREN EC TAB) 75 MG = 1 TAB (Dosage Form = ECTAB),5.25
Other,6356,SUCRALFATE (CARAFATE TAB) 1 GM = 1 TAB (Dosage Form = TAB),2.25
Other,2914,CASPOFUNGIN ACETATE IV (CANCIDAS 70 MG) Dosage Form = VIAL,841.45
Other,3895,BOSENTAN (TRACLEER TAB) 62.5 MG = 1 TAB (Dosage Form = TAB),221.25
Other,1505,Factor II,33
Other,12425,BENDAMUSTINE HCL (BENDEKA/BENDAMUSTINE) 100 MG = 4 ML (Dosage Form = VIAL),5274.15
Other,5265,LIDOCAINE HCL (XYLOCAINE 2% JELLY  (30ML)TUBE) 1 APP = 1 APP (Dosage Form = JEL),55.45
Other,4589,DOXEPIN HCL (SINEQUAN 10MG/ML CONC(G)-120ML) PO DOSAGE FORM = PO CON,56.95
Other,10216,"DIPH,PERTUSS(ACELL),TET VAC/PF (BOOSTRIX) 0.5 ML = 1 VIAL (Dosage Form = VIAL)",132.2
Other,3016,"HEPARIN SODIUM,PORCINE (HEPARIN LOCK FLUSH (1ML)) 100 UNITS = 1 ML (Dosage Form = SYRING)",6.6
Other,8047,DILTIAZEM 100MG/100ML D5W (CARDIZEM/DILT. 100MG/100ML D5W) 100 MG = 100 ML (Dosage Form = VIAL),60.7
Other,1835,Herpes Simplex Type 1 - R,79
Other,1066,Electrolytes Urine 24Hr,39
Other,1165,Aminolevulinic Acid (ALA) - R,69
Other,10793,Ostene Bone Hemostatic Agent 92242727*,366
Other,12080,CoreValve TAVR Delivery System,6012
Other,6578,Tray Generic Cholecystectomy,3874
Other,10777,EEG Coma or Sleep Only,782
Other,2261,Vasopneumatic Device,105
Other,6704,Tube Trach Cuff 7.0,
Other,2979,DOBUTAMINE 500MG/D5W 250ML (DOBUTAMINE 500MG/D5W 250ML INJ) 500 MG = 250 ML (Dosage Form = INJ),318.8
Other,6183,BUPIVACAINE HCL/EPINEPHRINE (BUPIV/SENSCAINE-EPI 0.5% INJ) 10 ML = 10 ML (Dosage Form = VIAL),13
Other,12882,Lead Paddle Penta MRI,7152
Other,10771,NITROGLYCERIN 5MG/D5W 25 ML (NITROGLYCERIN 5MG/25ML(IV-AD) 5 MG = 25 ML (Dosage Form = INJ),4.4
Other,9798,Endograft MT Endurant Contra Limb L82-124,9965
Other,1035,Cerebral Vascular Flow,1435
Other,12750,Sling Lynx,1765
Other,10022,Alloderm 6x12 Thick per SQCM 92219567*,114
Other,8141,Splint Finger,257
Other,8077,Stool Add Path Each Plate,63
Other,11963,Catheter Balloon Lutonix Drug Eluting,3416
Other,12395,PHYTONADIONE (AQUA-MEPHYTON (VIT-K)ORAL SYRI) 5 MG = 5 ML (Dosage Form = SYRINGE),70.7
Other,2177,Resp Assessment,1
Other,3917,BS Fastracker System,2035
Other,1594,Ca 15-3 - R,57
Other,6719,Tube Yankauer Suction,
Other,191,US Preg F/U,592
Other,1502,Hemogram,59
Other,812,Renal Venogram Unilateral S&I,3730
Other,8618,DIAZEPAM (DIASTAT ACUDIAL 10MG KIT) 10 MG = 10 MG (Dosage Form = KIT),414.3
Other,5876,POTASSIUM ACETATE (POTASSIUM ACETATE INJ) 2 MEQ = 1 ML (Dosage Form = VIAL),18.1
Other,9788,Rocky Mt (RMSF) IgM - R,44
Other,403,XR-Sinuses Paranasal Cmpl 3,279
Other,8478,EBV DNA QT-PCR - R,551
Other,1983,Hydration Initial 31 minutes to 1 Hour,421
Other,8137,Cast Hand,386
Other,8364,TED Thigh XL Short 58511,105
Other,11135,SULFAMETHOXAZOLE/TRIMETHOPRIM (SEPTRA 200/40/5ML(USE FOR PEDS) 120 ML = 120 ML (Dosage Form = ORAL SUSP),88.15
Other,10066,Cath Ureteral 10FR Dual Lumen,403
Other,11034,Secura DR Dual ICD 92244524*,41716
Other,2262,"Electrical Stim. Man 15"" PT",72
Other,2642,"Guidewire,Curved.035",85
Other,10408,EMG each Extremity (5 Muscles) w/NCV Today,256
Other,12188,OP PCA Pump Each Additional Hour,126
Other,11662,Rod Straight Depuy 3.5 x 60 *,1315
Other,2840,Op Resp Rehab,88
Other,243,Inj.For Sialography,316
Other,853,Abcess Drainage Insertion S&I,356
Other,3702,DICLOFENAC SODIUM/MISOPROSTOL (ARTHROTEC EC TAB) 75 MG = 1 TAB (Dosage Form = ECTAB),11.65
Other,6384,Surgicel 2X3 1953,140
Other,11576,Cage Pyramesh 25x100 92245943*,16618
Other,12302,Piriformis Inj / 1 Trigger Point,474
Other,11801,Medtronic Centerpiece 16 X 33 mm,17936
Other,56,"Bone Biopsy, Trocar/Needle",4275
Other,1870,Hepatitis C (HCV)Genotyping - R,685
Other,3381,CYCLOPHOSPHAMIDE (CYTOXAN) 50 MG = 1 CAP (Dosage Form = CAP),12.95
Other,10770,Introducer Sheath MT 3805-015 *,317
Other,11741,BT Catheter w Easy Fill,549
Other,8056,Chem 8 (Basic Metabolic Panel),57
Other,11396,Guide Pin Thread Biomet 92094721*,279
Other,5878,KCL 20 MEQ IN 0.45 NS 1000ML (KCL 20 MEQ IN 0.45 NS 1000ML) 20 MEQ = 1000 ML (Dosage Form = BAG),8.05
Other,6842,"MULTIVITAMINS,THER W-MINERALS (THERAGRAN-M TAB) 1 TAB = 1 TAB (Dosage Form = TAB)",1
Other,11930,Lens SN6AT8 *,1582
Other,9100,LIDOCAINE HCL (XYLOCAINE 2% VISCOUS   (100ML)) 5 ML = 5 ML (Dosage Form = SOLN),19.2
Other,5466,"MEASLES,MUMPS&RUBELLA VACCINE (M-M-R II VACCINE W/DILUENT) 0.5 ML = 0.5 ML (Dosage Form = VIAL)",155.7
Other,2921,CEFTRIAXONE SODIUM (ROCEPHIN/CEFTRIAXONE) 2000 MG = 1 VIAL (Dosage Form = VIAL),97.5
Other,6806,VERAPAMIL HCL (CALAN) 120 MG = 1 TAB (Dosage Form = TAB),1.85
Other,340,Revise or Remove Neurostim Pulse Generator,5513
Other,9949,METOPROLOL TARTRATE (LOPRESSOR CONC. SOLN 10MG/ML) 600 MG = 60 ML (Dosage Form = LIQUID),30
Other,12958,Catheter Kit Tunneler Flowonix,348
Other,1759,Density Gradient Separation - R,296
Other,2561,IVUS Catheter,2180
Other,8639,Aquacel AG Silver Dressing *59782,97
Other,389,Radiofreq Ablation Cerv/Thor Ea Add'l,1893
Other,12078,Charging System Activa Neurostim,1
Other,4707,EPINEPHRINE (ADRENALIN/EPINEPHRINE) 1 MG = 1 ML (Dosage Form = INJ),54.6
Other,4758,Excision Of Lesion Extremity,304
Other,9185,Tourniquet Dual 48157*,156
Other,9568,Davinci Disposable Tip Cover 60152*,208
Other,10058,Graft Allomax Collagen (P) 12x20 92240589*,120
Other,8925,Anal Pressure Record (Anal Manometry),597
Other,10932,Cath Place Thoracic Aorta,5504
Other,11264,Mesh Ventralight ST Echo 4.5 92273471*,2232
Other,5574,Needle Illinois Bone,147
Other,12100,Speedscrew 5.5mm Peek,1821
Other,10933,Cath Place Carotid/INOM Extracranial Arterial,5504
Other,12420,Conformis Kit Knee Implant CR,15726
Other,2918,CEFAZOLIN SODIUM 1GM/50ML (KEFZOL/CEFAZOLIN 1GM/50 ML FRZ) 1 GM = 50 ML (Dosage Form = FZ PIGG),21.85
Other,10046,Strattice Tissue 16x20 Firm per SQCM 92246990*,106
Other,58,Strpg Ankle&/Foot,301
Other,2179,EEG MSLT,3712
Other,672,MRI Lower Non Jt W/Wo Contrast,2808
Other,5784,PARICALCITOL (ZEMPLAR INJ) 2 MCG = 1 ML (Dosage Form = VIAL),36.5
Other,413,Orthopantogram,298
Other,498,MRI Lumbar W/Contrast,2575
Other,3441,PEMETREXED DISODIUM (ALIMTA/PEMETREXED) 500 MG = 20 ML (Dosage Form = VIAL),4606.9
Other,3417,GEMCITABINE HCL (GEMZAR/GEMCITABINE) 200 MG = 5.26 ML (Dosage Form = VIAL),33.45
Other,15,Shave Skin Lesion >.5 CM,343
Other,10937,Cath Place Vertebral Art,8969
Other,12364,Epifix 4x4.5cm per SQCM,654
Other,11805,Medtronic Centerpiece 19 X 28 mm,17936
Other,10278,Neurostimulator Restore Advance 92213065*,15328
Other,10903,ZAP 70 Analysis - R,653
Other,12492,Biosentry Tract Sealant System,673
Other,5919,PREGABALIN (LYRICA) 50 MG = 1 CAP (Dosage Form = CAP),19.8
Other,5285,LINEZOLID (ZYVOX TAB) 600 MG = 1 TAB (Dosage Form = TAB),407.75
Other,10069,Stone Catcher w/ Tubing Adapter (P) 92087402*,345
Other,5324,AMLODIPINE BESYLATE/BENAZEPRIL (LOTREL 5/20MG CAP) 1 CAP = 1 CAP (Dosage Form = CAP),5.8
Other,2463,Tc99M Labeld Rb Cells Per Test,134
Other,1793,"Culture, Gc Only",57
Other,8174,Drainage Abscess Gland,907
Other,12985,Blade Sagittal 1.27,222
Other,13062,Wellness Vitamin D,15
Other,5837,PHENOL 6% IN GLYCERIN 10 ML (PHENOL 6% IN GLYCERIN 10 ML) 10 ML = 10 ML (Dosage Form = INJ),56.2
Other,8526,Anaerobic Isolate Definitive 3,54
Other,11732,Surgical Procedure 600,42257
Other,12401,L2 COPD Clinic,227
Other,1135,Urine Auto With Microscopic,22
Other,7871,Mammostie RTS Tray 4-5cm 92190115*,6640
Other,9218,CETIRIZINE HCL (ZYRTEC 5MG/5ML SYRUP    (5ML)) 5 MG = 5 ML (Dosage Form = SOLUTION),3.8
Other,5423,METOCLOPRAMIDE HCL (REGLAN TAB (GEN EQUIV.)) 5 MG = 1 TAB (Dosage Form = TAB),1
Other,4670,Electrode Loop Rad 1.0,169
Other,10978,CIPROFLOXACIN 400MG/200ML (CIPRO 400MG PER 2X200MG BAG) 400 MG = 200 ML (Dosage Form = PB),59.25
Other,7893,Amputate Partial Toe,2548
Other,10020,Alloderm 4x12 Thick per SQCM 92187657*,107
Other,11705,Hot Stone Massage - Cash,40
Other,6153,Fx Clsd TX Complex,578
Other,472,Spine Entire Ap And Lat 2 Views,314
Other,1318,17  Alpha Hydroxy Progesterone - R,70
Other,9888,Stealth Tracer Pointer (P)*,1507
Other,5251,LEVOTHYROXINE SODIUM (SYNTHROID TAB) 137 MCG = 1 TAB (Dosage Form = TAB),1
Other,5649,NITROGLYCERIN (NITRO-BID 2% OINT 1GM (U/D)) 1 INCH = 1 EACH (Dosage Form = OINT),7.85
Other,10253,Hydrodebrider (P) 92270871*,965
Other,8406,CHOL SAL/MAGNESIUM SALICYLATE (TRILISATE TAB) 750 MG = 1 TAB (Dosage Form = TAB),2.8
Other,926,Rad TX 3 Area > 1 MeV Complex,657
Other,1767,"Culture, Blood Second (#2)",70
Other,3608,ETOMIDATE (AMIDATE INJ) 20 MG = 10 ML (Dosage Form = VIAL),80.5
Other,12998,AMIODARONE (NEXTERONE 360 MG/200 ML) IV BAG,172.8
Other,11893,Screw Polyaxial 7.0 x 35-55,3498
Other,10039,Alloderm 8x20 Thick per SQCM 92270627*,126
Other,10859,PML/RARA Transcript Quant. - R,1124
Other,9602,Lens SN6AD3 (P) Corrective Lens,1200
Other,6911,AZITHROMYCIN (ZITHROMAX SUSP       (30ML)) 200 MG = 5 ML (Dosage Form = SUS REC),86.55
Other,10366,Remove & Replace CVD Generator Dual Lead,34064
Other,2591,Concentric Balloon Cath,3220
Other,2511,Cath Quadipolar 5FR /6FR  Diag,1428
Other,9110,T3 Tauma Team Activation (Consult),651
Other,5609,GABAPENTIN (NEURONTIN CAPSULE) 400 MG = 1 CAP (Dosage Form = CAP),5
Other,508,CTA Pelvis W/O Fol W/Con,1876
Other,8537,Strep Tex Biochem 3,33
Other,2231,Comp Repg Puls Gen/Tran per Analysis,1543
Other,1817,Enzyme Detection  2,20
Other,1903,Tissue Cult. Amniotic Fld - R,335
Other,2770,BS Leveen Electrode,3269
Other,4545,Disp Supplies Dental,
Other,11055,OMEGA-3 FATTY ACIDS/FISH OIL (FISH OIL) 1050 MG = 1 CAP (Dosage Form = CAPSULE),1
Other,194,US Testicular,901
Other,12143,Chemical Cauterization of Granulation Tissue,427
Other,1838,Virus Culture-Comprehensive - R,174
Other,10750,OFATUMUMAB (ARZERRA/OFATUMUMAB) 100 MG = 5 ML (Dosage Form = VIAL),997.95
Other,11925,BACLOFEN (GABLOFEN 50MCG/ML INTRAT PFS) 50 MCG = 1 ML (Dosage Form = SYRINGE),299.55
Other,2897,BENZTROPINE MESYLATE (COGENTIN INJ) 2 MG = 2 ML (Dosage Form = INJ),224.65
Other,636,Ankle 2 ViewsRT,279
Other,12347,PERAMIVIR/PF (RAPIVAB) 200 MG = 20 ML (Dosage Form = VIAL),718.2
Other,12874,Compia MRI DF1 CRTD,20811
Other,9374,Lymphedema Therapeutic Activity - PT,68
Other,12297,DARATUMUMAB (DARZALEX/DARATUMUMAB) 100 MG = 5 ML (Dosage Form = VIAL),1020.6
Other,5364,Major Joint Or Bursa,48
Other,4564,OXYBUTYNIN CHLORIDE (DITROPAN TAB) 5 MG = 1 TAB (Dosage Form = TAB),1.4
Other,11235,Irrigate Implanted VAD for Drug Delivery,118
Other,6536,TOBRAMYCIN SULFATE (TOBREX 0.3% OPTH DROPS  (5ML)) 1 DROPS = 1 DROPS (Dosage Form = DROPS),104.4
Other,13176,Neck Reconstruction Pulserider Aneurysm Device,18590
Other,12392,PHYTONADIONE (AQUA-MEPHYTON (VIT-K)ORAL SYRI) 2 MG = 2 ML (Dosage Form = SYRINGE),28.3
Other,5541,Nail Avulsion Each,69
Other,10369,IV OCT for Proc Initial Vessel,1853
Other,8897,Acid Fast/Fluor Bacterial Stn - R,35
Other,5114,POTASSIUM BICARBONATE/CIT AC (K-LYTE 25 MEQ EFF TAB) 25 MEQ = 1 TAB (Dosage Form = EFFTAB),1
Other,2981,DOXERCALCIFEROL (HECTOROL INJ) 4 MCG = 2 ML (Dosage Form = INJ),62.75
Other,9298,LIDOCAINE HCL (XYLOCAINE 1% 20ML) 200 MG = 20 ML (Dosage Form = VIAL),4.25
Other,2995,FLUCONAZOLE 50MG IN 25ML (DIFLUCAN/FLUCONAZOL 50MG/25ML) 50 MG = 25 ML (Dosage Form = PB),256.65
Other,3866,Blade Abrader 5.5 7205325,439
Other,6151,Right Subclavian PTA and Stent,
Other,10079,Strip Peri Dry PSD6002 UN / ETSN (P) 92265032*,849
Other,5902,PRAZOSIN HCL (MINIPRESS CAP (GEN EQUIV)) 2 MG = 1 CAP (Dosage Form = CAP),1.85
Other,10085,Tube Trach Bivona (P) 92227784*,721
Other,11716,Tightrope Drill Pin ACL 4mm 92274769*,526
