ITEM #,ITEM DESCRIPTION,ITEM PRICE
26111430,NF-GABITRIL TABLET 16MG,15.87 
26111431,NF-Phenergan Injection Solution 50MG/1ML,3.00 
26111432,NF-FERRO-TIME ORAL TABLET 325MG,0.02 
26111433,NF-Duexis Oral Tablet 26.6MG-800MG,33.00 
26111434,NF-Systane Lubricant Eye Drops 0.4%-0.3%,1.00 
26111436,NF-Bystolic Oral Tablet 10MG,5.00 
26111437,NF-NEXIUM ORAL PACKET 40MG/1PKT,10.84 
26111438,NF-PHARMASSURE VITAMIN B-12 ORAL TAB 500,0.05 
26111439,NF-TraZODone HCl Oral Tablet 150MG,2.00 
26111441,NF-Lyrica Oral Capsule 75MG,8.00 
26111442,NF-Cialis Tablet 5MG,13.00 
26111443,NF-amLODIPine and Benazepril Cap 10MG-20,3.00 
26111444,NF-IRON ORAL TABLET 325MG,0.02 
26111445,NF-Pepcid Oral Tablet 40MG,22.00 
26111446,NF-HALOPERIDOL DECONATE IM OIL 50MG/1ML,28.80 
26111447,NF-NITRO-BID TD OINT 2%,1.29 
26111448,NF-TIVICAY ORAL TABLET 50MG,79.86 
26111449,NF-PROBIOTIC COMPLEX ORAL TABLET,0.43 
26111450,NF-PROBIOTIC COMPLEX ORAL CAPSULE,0.53 
26111451,NF-Brimonidine Tartrate Ophth Soln 0.2%,3.00 
26111452,NF-IPRATROPIUM BROMIDE INH SOLN 0.02%,0.70 
26111453,NF-IPRATROPIUM BROMIDE INH SOLN 0.02%,0.70 
26111454,NF-dilTIAZem HCl 24 Hr Cap ER 360MG,2.00 
26111455,NF-SELENIUM SULFIDE LOT 2.5%,0.19 
26111456,NF-HYDROXYZINE PAMOATE CAP 25MG,1.63 
26111457,NF-PRIMIDONE AVPAK TAB 50MG,0.95 
26111458,NF-Protonix Oral Granules 40MG,17.00 
26111459,NF-Remeron Tablet 30MG,7.00 
26111460,NF-busPIRone Oral Tablet 15MG,2.00 
26111461,NF-dilTIAZem Oral Cap ER 240MG,1.00 
26111462,NF-PRAVASTATIN SODIUM ORAL TABLET 20MG,1.79 
26111463,NF-Coumadin Tablet 10MG,3.00 
26111464,NF-Cabometyx Oral Tablet 20MG,636.00 
26111465,NF-VALSARTAN AND HYDROCHLOROTHIAZIDE TAB,6.14 
26111466,NF-TraZODone HCl Oral Tablet 150MG,2.00 
26111467,NF-tetrabenazine Oral Tablet 25MG,157.00 
26111468,NF-ENSURE COMPLETE ORAL LIQUID,0.01 
26111469,NF-GENTAMICIN SULFATE INJ SOLN 40MG/1ML,0.50 
26111470,NF-VANCOMYCIN HCL-DEXTROSE 2GM/500ML-5%,0.04 
26111471,NF-QUEtiapine Fumarate Oral Tablet 400MG,19.00 
26111472,NF-Lyrica Oral Capsule 150MG,8.00 
26111473,NF-Bystolic Oral Tablet 20MG,5.00 
26111474,NF-amLODIPine and Benazepril Cap 5MG-20M,2.00 
26111475,NF-Zofran Tablet 4MG,27.00 
26111477,NF-DIFLUNISAL TAB 500MG,5.83 
26111478,NF-MULTIPLE VITAMINS TABLET,0.15 
26111479,NF-HYZAAR ORAL TABLET 100MG-25MG,5.65 
26111480,NF-LANTUS SOLOSTAR SUBQ SOLN 100U/1ML,18.31 
26111481,NF-SPIRIVA RESPIMAT INH SPRAY 1.25MCG/1A,119.30 
26111482,NF-LANTUS SOLOSTAR PEN NOVAPLUS SUBQ SOL,30.72 
26111483,NF-ALBUTEROL  SOL 0.083%,0.44 
26111484,NF-Dorzolamide HCl-Timolol 22.3MG-6.8MG/,12.00 
26111486,NF-LOSARTAN POTASSIUM AVPAK ORAL TAB 25M,1.61 
26111487,NF-TRIUMEQ ORAL TABLET 600MG-50MG-300MG,112.21 
26111488,NF-METOPROLOL SUCCINATE ORAL TAB ER 25MG,2.15 
26111489,NF-PRILOSEC OTC TABLET DR 20MG,0.86 
26111490,NF-TOLNAFTATE CREAM 1%,0.18 
26111492,NF-Stribild Oral Tablet,125.00 
26111493,NF-AZO URINARY PAIN RELIEF TABLET 97.5MG,0.40 
26111494,NF-JANUVIA ORAL TABLET 50MG,17.18 
26111495,NF-BENGAY GREASELESS CREAM 10%-15%,0.07 
26111496,NF-Protonix Oral Granules 40MG,17.00 
26111497,NF-Trulicity SubQ Soln 1.5MG/0.5ML,405.00 
26111498,NF-Wellbutrin XL 24 Hr Tab ER 150MG,51.00 
26111499,NF-Leflunomide Oral Tablet 20MG,16.00 
26111500,NF-busPIRone Oral Tablet 15MG,2.00 
26111501,NF-Lisinopril-HCTZ Tablet 20MG-12.5MG,1.00 
26111502,NF-Omeprazole Delayed-Release Capsule 20,3.00 
26111503,NF-XULTOPHY SUBQ SOLN 100U-3.6MG/1ML,79.30 
26111504,NF-Cabometyx Oral Tablet 20MG,636.00 
26111505,NF-JANUMET XR TAB ER 1000MG-50MG,8.59 
26111506,NF-OMEPRAZOLE CAP DR 40MG,0.33 
26111507,NF-OMEPRAZOLE AVPAK CAP DR 40MG,7.46 
26111508,NF-DRISDOL ORAL LIQUIDFILLEDCAPSULE 5000,3.49 
26111509,NF-GENTEAL OPHTHALMIC GEL 0.3%,0.81 
26111510,NF-JEVITY 1.5 CAL LIQUID,0.01 
26111511,NF-LOPERAMIDE HCL CAP 2MG,0.31 
26111512,NF-OXCARBAZEPINE ORAL SUSPENSION 300MG/5,0.62 
26111513,NF-Vyvanse Oral Capsule 70MG,11.00 
26111514,NF-TraZODone HCl Oral Tablet 150MG,2.00 
26111515,NF-JEVITY 1.5 CAL ORAL SOLUTION,0.01 
26111516,NF-CETIRIZINE HCL ORAL TABLET 10MG,0.57 
26111517,NF-Cabometyx Oral Tablet 20MG,636.00 
26111518,NF-Sular Oral Extended-Release Tablet 8.,26.00 
26111519,NF-Neurontin Capsule 100MG,2.00 
26111520,NF-Lisinopril-HCTZ Tablet 20MG-12.5MG,1.00 
26111521,NF-LOTREL CAP 10MG-40MG,6.26 
26111522,NF-OMEGA3 FISH OIL CONCENTRATE LIQ CAP 1,0.08 
26111523,NF-PROVENTIL HFA INH SUSP 0.09MG/1ACT,14.28 
26111524,NF-FISH OIL CAPSULE 1000MG,0.20 
26111525,NF-Trulicity SubQ Soln 1.5MG/0.5ML,405.00 
26111526,NF-MAGNESIUM CITRATE ORAL PWD 420MG/2.7G,0.02 
26111527,NF-PSYLLIUM HUSK CAP 0.52GM,0.03 
26111528,NF-CIPRO IV INTRAVENOUS SOLN 400MG/200ML,0.15 
26111529,NF-TRIAMCINOLONE ACETONIDE NASAL SPRAY 5,8.26 
26111530,NF-Protonix Tablet 20MG,17.00 
26111531,NF-DESCOVY ORAL TABLET 200MG-25MG,67.03 
26111532,NF-KIONEX SUSP 15GM/60ML,0.19 
26111533,NF-CHILDREN'S XYZAL ALLERGY 24HR 0.5MG/M,0.07 
26111534,NF-CERTAVITE WITH ANTIOXIDANTS TABLET,0.07 
26111535,NF-IPRATROPIUM BROMIDE INH SOLN 0.02%,0.70 
26111536,NF-busPIRone HCl Tablet 15MG,2.00 
26111537,NF-Entresto Oral Tablet 49MG-51MG,9.00 
26111538,NF-Bystolic Oral Tablet 10MG,2.00 
26111539,NF-Linzess Oral Capsule 290MCG,15.00 
26111540,NF-BROMOCRIPTINE MESYLATE ORAL TABLET 2.,4.14 
26111541,NF-CETIRIZINE HCL CHEW TAB 10MG,2.47 
26111542,NF-TYLENOL ORAL CAPSULE LIQUID FILLED 32,0.12 
26111543,NF-MAXZIDE TABLET 25MG-37.5MG,0.70 
26111544,NF-OSMOLITE 1.2 CAL LIQUID,0.01 
26111545,NF-MULTILEX T&M ORAL TABLET,0.07 
26111546,NF-AZO CRANBERRY ORAL TABLET,0.12 
26111547,NF-Effient Oral Tablet 10MG,18.00 
26111549,NF-dilTIAZem Extended-Release Capsule 18,2.00 
26111550,NF-SYMPROIC ORAL TABLET 0.2MG,12.56 
26111553,NF-ONE DAILY MEN'S 50+ ORAL TABLET,0.14 
26111555,NF-buPROPion HCl XL 24HR Tab ER 150MG,4.00 
26111556,NF-Nasacort Allergy 24HR Nasal Spray 55M,1.00 
26111557,NF-Ritonavir Oral Tablet 100MG,9.00 
26111558,NF-Prezista Oral Tablet 800MG,63.00 
26111559,NF-IFE-BIMIX 30/1 30MG-1MG/1ML,75.09 
26111560,NF-VITAMIN D-3 ORAL TABLET 1000IU,0.05 
26111561,NF-TYLENOL CHILDREN'S SUSPENSION 160MG/5,0.05 
26111562,NF-Norvir Oral Tablet 100MG,10.00 
26111563,NF-Prezista Oral Tablet 150MG,7.00 
26111564,NF-CLOTRIMAZOLE-BETAMETHASONE DIPROPIONA,1.27 
26111565,NF-PROMETHAZINE HCL INJ SOLN 25MG/1ML,4.61 
26111566,NF-FEXOFENADINE HCL ORAL TAB 180MG,0.64 
26111567,NF-MORPHABOND ER ORAL TABLET ER 30MG,12.96 
26111568,NF-ZORVOLEX CAP 35MG,4.67 
26111569,NF-BEYAZ ORAL TABLET,8.56 
26111570,NF-PHENERGAN INJ SOLN 25MG/1ML,2.66 
26111572,NF-Flurbiprofen Tablet 100MG,1.00 
26111573,NF-ENEMA RECTAL LIQUID,0.01 
26111574,NF-ENEMA RTU RECTAL LIQUID,0.01 
26111575,NF-ATIVAN INJ SOLN 2MG/1ML,1.93 
26111576,NF-FIBRO MALIC TABLET,0.13 
26111577,NF-SEASONIQUE ORAL TAB 30MCG-0.15MG-0.01,4.24 
26111578,NF-LEVOTHYROXINE SODIUM LIQ CAP 88MCG,5.12 
26111579,NF-Inderal XL Oral Capsule ER 80MG,30.00 
26111580,NF-KlonoPIN Tablet 0.5MG,3.00 
26111583,NF-CO Q-10 AVPAK CAP 30MG,0.64 
26111584,NF-Amlodipine/Benazepril Cap 10MG-20MG,3.00 
26111585,NF-Bystolic Oral Tablet 10MG,5.00 
26111587,NF-BELSOMRA ORAL TABLET 20MG,13.26 
26111589,NF-Lisinopril-HCTZ Oral Tablet 10MG-12.5,1.00 
26111590,NF-Myfortic Enteric-Coated Tablet 180MG,6.00 
26111591,NF-Cialis Tablet 5MG,13.00 
26111592,NF-ISOSORBIDE MONONITRATE AVPAK TAB ER 3,1.64 
26111593,NF-VIBERZI ORAL TABLET 100MG,22.92 
26111594,NF-CHLORDIAZEPOXIDE-CLIDINIUM CAP 5MG-2.,5.14 
26111595,NF-CETIRIZINE HCL CHEW TAB 5MG,2.47 
26111596,NF-SOLU-MEDROL INJ SOLN 40MG/1ML,6.68 
26111599,NF-ZyrTEC Tablet 10MG,3.00 
26111600,NF-OXTELLAR XR TAB ER 600MG,18.72 
26111601,NF-Soriatane Oral Capsule 10MG,52.00 
26111602,NF-Lisinopril-HCTZ Tablet 20MG-12.5MG,1.00 
26111603,NF-SAF-CLENS AF IRRIGATION SOLUTION,0.03 
26111604,NF-HYDROGEL GEL,0.63 
26111605,NF-CHARCOAL CAPSULE 260MG,0.12 
26111606,NF-GENTEAL PM OINTMENT,2.31 
26111607,NF-PEG 3350 ORAL PACKET 17GM/1PKT,2.78 
26111608,NF-OCUVEL CAP,10.65 
26111609,NF-ROBAFEN CF SOLUTION 20MG-200MG-10MG/1,0.02 
26111610,NF-SODIUM POLYSTYRENE SULFONATE 15GM/60M,0.37 
26111611,NF-ATROVENT HFA INH ORAL/NEB SOLN 17MCG,33.43 
26111613,NF-HUMIRA SUBQ KIT 40MG/0.8ML,"2,923.22 "
26111614,NF-JANUMET XR TAB ER 1000MG-50MG,8.59 
26111616,NF-FISH OIL CAPSULE 1000MG,0.09 
26111617,NF-GUIAFENESIN/PSE ORAL TAB ER 600MG-120,0.78 
26111618,NF-KEPPRA INTRAVENOUS SOLUTION 100MG/1ML,12.73 
26111619,NF-CLINDAMYCIN IV SOLUTION 900MG/50ML,0.19 
26111620,NF-JEVITY 1.2 CAL LIQUID,0.02 
26111622,NF-JEVITY 1 CAL LIQUID,0.01 
26111623,NF-JEVITY 1.2 CAL LIQUID,0.01 
26111624,NF-CHEWABLE MULTIVITAMINS CHEW TAB,0.11 
26111625,NF-Adipex-P Oral Tablet 37.5MG,2.00 
26111626,NF-ERIVEDGE CAP 150MG,461.46 
26111627,NF-NEPRO WITH CARB STEADY ORAL LIQUID,0.01 
26111628,NF-TWOCAL HN LIQUID,0.01 
26111629,NF-EXEMESTANE ORAL TABLET 25MG,20.23 
26111631,NF-Sotalol Oral Tablet 80MG,5.00 
26111632,NF-Promacta Oral Tablet 25MG,182.00 
26250747,FILTER SET (FILTER SET),7.67 
26250992,BOTTLE EVAC (EVAC BOTTLE -KIP-):1000ML,9.56 
26251101,FAT EMULSION SET,6.04 
26254002,BOTTLE EVAC (EVAC BOTTLE -KIP-):500ML,9.56 
26254003,BOTTLE EVAC (EVAC BOTTLE -KIP-):150ML,9.56 
27080006,ANES GENERAL 1ST HR,501.69 
27080007,ANES GENERAL ADDL 30 MIN,157.92 
27080008,CRNA/QX SUPERVISED,41.37 
27080009,CRNA/QZ UNSUPERVISED,41.37 
28090986,LIDOCAINE IVPB 0.4 % 500ML,47.15 
28091004,FLUIDS 0-200CC,38.22 
28091008,D5% 50ML BAG,50.93 
28091009,D5% 100ML BAG,49.67 
28091010,D5% 250ML BAG,57.33 
28091016,SOD CHLOR .9% 500 ML,64.94 
29000009,PT HYDRODEBRIDEMENT,48.78 
29100005,PT FLUIDO THERAPY,41.45 
29100012,PT THER EXERCISE,46.80 
29100013,PT ELECT STIM MANUAL,57.50 
29100014,PT ELECT STIM UNATTENDED,57.50 
29100018,PT BIOFEEDBACK 15 MIN,85.77 
29100021,PT ADL 15 MIN,89.26 
29100030,THERA-PUTTY 6OZ,18.74 
29100037,BRACE ANKLE SWEDO,69.51 
29100040,BRACE KNEE PALUMBO,73.54 
29100043,ROLL LUMBAR,44.15 
29100049,BRACE KNEE ONTRACK,169.79 
29100053,PT ORTHOTIC RE-CHECK,102.00 
29100055,PT ORTHOTIC FIT/FAB INITIAL 15 MIN,119.40 
29100056,PT THER ACT 15 MIN DIRECT PT CONTACT,91.84 
29100057,ST AUGMENTATIVE COMM EVALUATION,116.92 
29100058,ST AUGMENTATIVE COMMUNICATION TREATMENT,25.60 
29100059,ST GENERATING DEVICE TREATMENT,78.75 
29100067,ST APHASIA ASSESSMENT,218.52 
29100068,ST COGNITIVE THER 15 MIN,61.11 
29100069,ST DYSPHAGIA EVAL,255.15 
29100070,ST DYSPHAGIA TREATMENT,167.25 
29100071,AURAL REHAB,85.55 
29100072,ST EVALUATION OF SPEECH FLUENCY,352.00 
29100074,ST SPEECH TREATMENT,110.25 
29100076,PT CONTRAST BATH,26.73 
29100077,PT BUCKS TRACTION,36.11 
29100078,OCCUPATIONAL THERAPY EVAL,90.41 
29100079,PT ELECTRODES FLEX STIM,28.06 
29100080,PT ELECTRODES IONTO,26.73 
29100082,ST AUD REHAB EVAL,195.14 
29100083,ST ADD-ON AUD REHAB EVAL,195.14 
29100084,ST AURAL REHAB PRE-LING,85.55 
29100085,ST AURAL REHAB POST-LING,85.55 
29100086,ST EVALUATION OF SPEECH PRODUCTION,352.00 
29100087,ST EVALUATION/SPEECH SOUND & LANGUAGE,352.00 
29100088,ST BEHAVRAL/QUALIT ANALYSIS OF VOICE,352.00 
29100089,PT EVAL LOW COMPLEX 30 MIN,90.41 
29100090,PT EVAL MOD COMPLEX 45 MIN,90.41 
29100091,PT EVAL HIGH COMPLEX 60 MIN,90.41 
29100101,MOBILITY CURRENT STATUS,0.01 
29100102,MOBILITY GOAL STATUS,0.01 
29100103,MOBILITY DISCHARGE STATUS,0.01 
29100104,BODY POS CURRENT STATUS,0.01 
29100105,BODY POS STATUS,0.01 
29100106,BODY POS DISCHARGE STATUS,0.01 
29100107,CARRY CURRENT STATUS,0.01 
29100108,CARRY GOAL STATUS,0.01 
29100109,CARRY DISCHARGE STATUS,0.01 
29100110,SELF CARE CURRENT STATUS,0.01 
29100111,SELF CARE GOAL STATUS,0.01 
29100112,SELF CARE DISCHARGE STATUS,0.01 
29100113,OTHER PT/OT CURRENT STATUS,0.01 
29100114,OTHER PT/OT GOAL STATUS,0.01 
29100115,OTHER PT/OT DISCHARGE STATUS,0.01 
29100116,SUB PT/OT CURRENT STATUS,0.01 
29100117,SUB PT/OT GOAL STATUS,0.01 
29100118,SUB PT/OT DISCHARGE STATUS,0.01 
29100119,SWALLOW CURRENT STATUS,0.01 
29100120,SWALLOW GOAL STATUS,0.01 
29100121,SWALLOW DISCHARGE STATUS,0.01 
29100122,MOTOR SPEECH CURRENT STATUS,0.01 
29100123,MOTOR SPEECH GOAL STATUS,0.01 
29100124,MOTOR SPEECH DISCHARGE STATUS,0.01 
29100125,LANGUAGE COMP CURRENT STATUS,0.01 
29100126,LANGUAGE COMP GOAL STATUS,0.01 
29100127,LANGUAGE COMP DISCHARGE STATUS,0.01 
29100128,LANGUAGE EXPRESSION CURRENT STATUS,0.01 
29100129,LANGUAGE EXPRESSION GOAL STATUS,0.01 
29100130,LANGUAGE EXPRESSION DISCHARGE STATUS,0.01 
29100131,ATTENTION CURRENT STATUS,0.01 
29100132,ATTENTION GOAL STATUS,0.01 
29100133,ATTENTION DISCHARGE STATUS,0.01 
29100134,MEMORY CURRENT STATUS,0.01 
29100135,MEMORY GOAL STATUS,0.01 
29100136,MEMORY DISCHARGE STATUS,0.01 
29100137,VOICE CURRENT STATUS,0.01 
29100138,VOICE GOAL STATUS,0.01 
29100139,VOICE DISCHARGE STATUS,0.01 
29100140,SPEECH LANGUAGE CURRENT STATUS,0.01 
29100141,SPEECH LANGUAGE GOAL STATUS,0.01 
29100142,SPEECH LANGUAGE DISCHARGE STATUS,0.01 
29100143,PT CANALITH REPOSITIONING PROC,124.04 
29100265,PT MASSAGE 15 MIN,73.54 
29100275,"PT TENS, APPLICATION",123.00 
29100280,PT TRACTION CERVICAL,64.17 
29100284,PT WHIRLPOOL 15 MIN,48.12 
29100287,WOUND DEBRIDEMENT,46.80 
29100291,CPM,60.20 
29100301,WALKER,136.38 
29100314,THERA-BAN 6 FT,16.04 
29101104,PT WOUND CARE,218.79 
29105401,STRAPPING ANKLE,74.20 
29105831,PT MMT EXTREMITY EXC HANDS,57.50 
29105832,PT MMT HANDS,57.50 
29105833,PT MMT TOTAL BODY EXC HANDS,68.19 
29105834,PT MMT TOTAL BODY INCLUDING HANDS,81.59 
29105851,PT ROM EVAL EXC HANDS,53.48 
29105852,PT ROM EVAL HANDS,53.48 
29107002,PT RE EVAL,42.78 
29107010,PT HOT/COLD PACK,62.84 
29107012,PT TRACTION MECHANICAL,72.22 
29107014,PT ELECT STIM ATTENDED 15 MIN,81.59 
29107016,PT VASOPNUEMATIC DEVICE,122.70 
29107018,PT PARAFFIN BATH,53.48 
29107033,PT IONTOPHORESIS 15 MIN,68.19 
29107035,PT ULTRASOUND 15 MIN,49.51 
29107112,PT NEUROMUSCULAR RE ED 15 MIN,49.51 
29107116,PT GAIT TRAINING 15 MIN,42.78 
29107140,PT MANUAL THER 15 MIN,53.48 
29107501,PT FCE PCE 15 MIN,56.18 
29107520,PT PROSTHETIC INITIAL TRAINING,106.00 
29107537,PT COM/WORK REINTEGRATION,77.00 
29107542,PT WHEELCHAIR MANAGEMENT,53.48 
29107545,PT WORK COND INITIAL 2 HOURS,169.79 
29107546,PT WORK COND ADDITIONAL HOUR,85.55 
29107547,WOUND CARE LESS THAN 20,218.79 
29107548,WOUND CARE GREATER THAN 20,218.79 
29107549,WOUND CARE NON SELECTIVE,166.29 
29107551,WHFO RIGID WITHOUT JOINTS,366.91 
29107552,NEG PRESS WOUND TREATMENT > 50 CM,475.80 
29107750,PT EVALUATION,94.93 
29107751,PT EVALUATION LOW COMPLEXITY 20 MIN,94.93 
29107752,PT EVALUATION MOD COMPLEXITY 30 MIN,142.50 
29107753,PT EVALUATION HIGH COMPLEXITY 45 MIN,213.75 
29109200,STRAPPING THORAX,118.46 
29109220,STRAPPING LOW BACK,118.46 
29109240,STRAPPING SHOULDER,118.46 
29109260,STAPPING ELBOW/WRIST,118.46 
29109280,STRAPPING HAND/FINGER,118.46 
29109345,CASTS LONG LEG,217.97 
29109365,CASTS THIGH/ANKLE,187.20 
29109405,CASTS SHORTLEG,151.10 
29109445,CASTS TOTAL LEG,276.78 
29109505,SPLINT LONG LEG,120.34 
29109520,STRAPPING HIP,74.20 
29109530,STRAPPING KNEE,74.20 
29109540,SPLINT APPLICATION,50.83 
29109550,STRAPPING TOES,74.20 
29109580,PT UNNABOOT STRAPPING,84.23 
29109581,ST MODIFIED BARIUM SWALLOW,277.20 
29109582,PT WHEELCHAIR EVAL,148.84 
29109583,PT WHEELCHAIR EVAL LOW COMPLEX 20 MIN,148.84 
29109584,PT WHEELCHAIR EVAL MOD COMPLEX 30 MIN,148.84 
29109585,PT WHEELCHAIR EVAL HIGH COMPLEX 45 MIN,148.84 
29109586,ST FLEXIBLE ENDOSCOPIC EVAL SWALLOW C/V,467.00 
29251942,HAND GRIPPER DELUX,26.73 
29251944,SPLINTS BUDDY STRAPS,21.39 
29251945,SPLINT/ARBAND/AIRCAST,34.79 
29307022,OT FLUIDO THERAPY,41.45 
29358311,OT MMT EXT EXC HAND,57.50 
29358321,OT MMT HAND,57.50 
29358511,OT ROM EVAL EXC HAND,57.50 
29358521,OT ROM EVAL HAND,57.50 
29370031,OT EVALUATION,94.93 
29370032,OT EVAL LOW COMPLEX 30 MIN,94.93 
29370033,OT EVAL MOD COMPLEX 45 MIN,94.93 
29370034,OT EVAL HIGH COMPLEX 60 MIN,94.93 
29370041,OT RE EVAL,42.78 
29370042,OT SPLINT FINGER DYNAMIC,62.85 
29370043,OT SPLINT FINGER STATIC,62.85 
29370044,OT SPLINT LONG ARM DYNAMIC,165.38 
29370045,OT SPLINT LONG ARM STATIC,124.36 
29370046,OT SPLINT SHORT ARM DYNAMIC,191.23 
29370047,OT SPLINT SHORT ARM STATIC,118.46 
29370101,OT HOT/COLD PACKS,40.13 
29370121,OT TRACTION MECHANICAL,72.22 
29370141,OT ELECT STIM UNATTENDED,57.50 
29370181,OT PARAFFIN BATH,53.48 
29370182,"OT TENS, APPLICATION",123.00 
29370221,OT WHIRLPOOL,48.12 
29370321,OT ELECT STIM MAN 15 MIN,53.48 
29370331,OT IONTOPHORESIS,68.19 
29370341,OT CONTRAST BATH,26.73 
29370351,OT ULTRASOUND 15MIN,49.51 
29371101,OT THERA EXEC 15MIN,53.48 
29371121,OT NEUROMUSCULAR REED,49.51 
29371241,OT MASSAGE,32.09 
29371401,OT MANUAL THERAPY 15 MIN,53.48 
29375301,OT THER ACT 15MIN DIRECT PT CONTACT,91.84 
29375351,OT ADL TRNG 15 MIN,89.26 
29375371,OT COM/WORK REINTEGRATION,77.00 
29375421,OT WHEELCHAIR MANAGEMENT,53.48 
29375451,OT WORK COND INITIAL 2HR,169.79 
29375461,OT WORK COND ADD HOUR,85.55 
29377031,OT ORTHO/PROST RECHECK,102.00 
29377032,OT ORTHOTIC INITIAL FIT,119.40 
29377501,OT FCE PCE 15 MIN,56.18 
29377799,ELECTRODE IONTO,25.46 
29391051,PT SPLINT LONG ARM STATIC,124.36 
29391251,PT SPLINT SHORT ARM STATIC,118.46 
29391252,PT SPLINT LONG ARM DYNAMIC,165.38 
29391261,PT SPLINT SHORT ARM DYNAMIC,191.23 
29391301,PT SPLINT FINGER STATIC,24.03 
29391311,PT SPLINT FINGER DYNAMIC,33.30 
29392000,PT SPLINT FINGER STATIC,62.85 
29392001,PT SPLINT SHORT ARM STATIC,118.46 
29392601,STRAPPING ELBOW/WRIST,118.46 
29392801,STRAPPING HAND/FINGER,118.46 
29402597,ST COMM DEVICE EVAL,156.45 
29402598,SPEECH THERAPY COMM DEVICE MODE,109.64 
30110001,EEG AWAKE/ASLEEP,294.16 
30110002,BAER- BRAINSTEM AUDITORY EVOKED POTENTIA,154.37 
30110003,VEP - TRANSIENT VISUAL EVOKED POTENTIALS,315.00 
30110004,P300 EVENT RELATED POTENTIAL,154.37 
31120001,US GUIDED THORACENTESIS,151.82 
31120002,US CAROTID DUPLEX BILAT,624.40 
31120004,US ECHO COLOR FLOW,299.49 
31120005,US TRANSVAGINAL,500.04 
31120006,US DUPLEX SCAN W/DOPPLER A & V,315.00 
31120007,US 3D ULTRASOUND,618.75 
31120009,"US TEE FOR CONGENITAL ANOMALIES, INC PRB","1,284.15 "
31120010,US RENAL ARTERY,299.49 
31120011,US RENAL TRANSPLANT,315.00 
31120012,US UMBILICAL ARTERY DOPPLER,228.90 
31120100,US 3D PRIVATE PAY,150.00 
31120105,US BREAST COMPLETE,451.48 
31120106,US BREAST LIMITED,451.48 
31120110,US GUIDED VASCULAR ACCESS,417.00 
31120111,US GUIDED NEEDLE PLACEMENT,385.88 
31120120,US ABDOMEN,643.15 
31120121,US LIVER,330.26 
31120123,US AORTA,508.08 
31120124,US GALLBLADDER,508.08 
31120125,US PREG >14 WEEKS DATING,478.93 
31120126,US PELVIS NON OB,501.42 
31120127,US GUIDED AMNIO,375.73 
31120129,US SOFT TISSUE HEAD & NECK,402.47 
31120130,US TESTICULAR,405.11 
31120131,US PROSTATE OR TRANSRECTAL,302.20 
31120132,US LIMITED PELVIS NON OB,333.75 
31120133,US GUIDED PARACENTESIS,686.00 
31120134,US GUIDED BIOPSY,390.40 
31120135,US ARTERIAL NON INVASIVE,597.67 
31120140,US EXTREMITY NON VASCULAR COMPLETE,535.70 
31120141,US ECHO COMPLETE,"1,370.25 "
31120142,US ECHO LIMITED,299.49 
31120144,US EXTREMITY NON VASCULAR LIMITED,403.00 
31120145,US ECHO DOPPLER,299.49 
31120160,PULSED & CONT WAVE DISPLAY,299.49 
31120161,DOPPLER COLOR FLOW VELOCITY MAPPING,299.49 
31120175,US ENCEPHALOGRAM,167.14 
31120176,US FETAL BIOPHYSICAL PROFILE,270.11 
31120177,US ECHO TRANSESOPHAGEAL,423.85 
31120178,US COMPRESSION REPAIR,322.27 
31120179,US GRAFT,490.73 
31120180,US PREGNANCY LIMTED,310.19 
31120181,US CAROTID DUPLEX UNILAT,387.75 
31120182,US APPENDIX/RUQ/LUQ,335.60 
31120183,US GROIN/NODES/ABD WALL,303.52 
31120184,US DUPLEX ART UPPER BILAT,375.73 
31120185,US UP EXT DUP ARTER UNILAT,290.13 
31120186,US HEMODIALYSIS ACCESS DUPLE,375.73 
31120187,US EXT VENOUS UNILATERAL,703.29 
31120188,US GROIN,303.52 
31120189,US ABD WALL,303.52 
31120190,US QUADRANT (S),335.60 
31120191,US PANCREAS,508.08 
31120192,US SPLEEN,508.08 
31120193,US BILATERAL ABI,298.17 
31120194,US UNILAT LIMITED ART GRA RIGHT,290.13 
31120195,US DUPLEX ART LOWER BIL,375.73 
31120196,US IVC,508.08 
31120197,US CHEST,335.60 
31120198,US RETROPERI (RENAL & AORTA & NOD,303.52 
31120199,US NEONATAL HEAD,326.90 
31120200,US GENDER SCAN PRIVATE PAY,75.00 
31123000,US INJ LIVER BIOPSY,536.83 
31123001,US INJ LUNG BIOPSY RIGHT,808.00 
31123002,US INJ RENAL BIOPSY RIGHT,808.00 
31123004,US INJ PROSTATE BIOPSY,634.50 
31123006,US INJ AMNIOCENTESIS RIGHT,189.85 
31123007,US INJ BREAST CYST,248.82 
31123008,US INJ BREAST CYST EA ADDL,137.71 
31123009,US INJ RENAL CYST RIGHT,536.83 
31123012,US EXTREMITY VEN DUP BILAT,"1,406.57 "
31123013,US INJ AMNIOCENTESIS LEFT,189.85 
31123014,US INJ LUNG BIOPSY LEFT,808.00 
31123015,US INJ RENAL BIOPSY LEFT,808.00 
31123016,US INJ RENAL CYST LEFT,536.83 
31123018,US RENAL,508.08 
31123019,US DUPLEX ART UPPER UNILAT,290.13 
31123020,US UP EXT DUP ARTERIAL BILAT,375.73 
31123021,US DUPLEX ART LOWER UNI,290.13 
