PROCEDURE,DESCRIPTION,DEPARTMENT,CHG CAT,STD AMOUNT,CPT,HCPC
33177017,STOCKING ANTI-EM KNEE MED-REG,28314537331,270, $8.00 ,,
33177019,STOCKING ANTI-EM KNEE XL-REG,28314537331,270, $8.00 ,,
33177020,STKNG ANTI-EM KNEE-HI SM-REG,28314537331,270, $8.00 ,,
33177023,STOCKING ANTI-EM THIGH LG-REG,28314537331,270, $12.00 ,,
33177026,STOCKING ANTI-EM THIGH MED-REG,28314537331,270, $12.00 ,,
33177032,STOCKING ANTI-EM THIGH XL-LONG,28314537331,270, $15.50 ,,
33177033,STOCKING ANTI-EM THIGH XL-REG,28314537331,270, $15.50 ,,
33177055,DRSG STRAP MNTGMRY 7-1/4X11-1/,28314537331,270, $8.00 ,,
33177063,STYLET INTUBATING 10FR ADULT,28314537331,270, $8.00 ,,
33177064,STYLET INTUBATING 14FR ADULT,28314537331,270, $8.00 ,,
33177082,"SUTURE ETHIBOND 1 CT1 XTRA 30""",28314537331,270, $8.00 ,,
33177087,"SUTURE ETHI MON3-0 FS1 NDL 18""",28314537331,270, $8.00 ,,
33177091,SUTURE ETHI MONO 4-0 FS2 NDL18,28314537331,270, $8.00 ,,
33177094,SUTURE ETHI MON4-0 P3 NDL 18,28314537331,270, $11.00 ,,
33177096,SUTURE ETHI MONO 4-0 PS2 NDL18,28314537331,270, $11.50 ,,
33177097,SUTURE ETHI MONO 4-0 PS4 NDL18,28314537331,270, $11.50 ,,
33177098,SUTURE ETHI MONO 5-0 FS2 NDL18,28314537331,270, $8.00 ,,
33177101,SUTURE ETHI MONO 6-0 P1 NDL18,28314537331,270, $11.00 ,,
33177102,SUTURE ETHI MONO LR NDL 30,28314537331,270, $11.50 ,,
33177104,SUTURE GUT CHRO 0 CT1 NDL 27,28314537331,270, $10.50 ,,
33177105,SUTURE GUT CHRO 0 CTX NDL 36,28314537331,270, $11.50 ,,
33177108,SUTURE GUT CHRO 2-0SH NDL27,28314537331,270, $10.00 ,,
33177112,SUTURE GUT CHRO 3-0 RB1 NDL 27,28314537331,270, $11.00 ,,
33177113,SUTURE GUT CHRO 4-0 RB1 NDL 27,28314537331,270, $11.00 ,,
33177114,SUTURE GUT CHRO 4-0 SH NDL 27,28314537331,270, $11.00 ,,
33177116,SUTURE MONOCRYL 0 CT1 NDL 36,28314537331,270, $8.00 ,,
33177117,SUTURE MONCRYL3-0 PS1 NDL 27,28314537331,270, $16.00 ,,
33177118,SUTURE MONOCRYL  3-0 PS2,28314537331,270, $16.00 ,,
33177119,SUTURE MONCRYL4-0 PS1 NDL 27,28314537331,270, $16.00 ,,
33177121,SUTURE MONOCRYL  4-0PS2,28314537331,270, $16.00 ,,
33177122,SUTURE MONCRYL  0 CT1 NDL 27,28314537331,270, $8.00 ,,
33177125,SUTURE PDSII MONO 3-0 PS2 NDL1,28314537331,272, $13.50 ,,
33177127,SUTURE PDSII MONO 5-0 P3 NDL18,28314537331,272, $14.50 ,,
33177130,SUTURE PROL MONO 0 FSLX NDL30,28314537331,270, $9.00 ,,
33177132,SUTURE PROL MONO 2-0 CT1 NDL30,28314537331,270, $8.00 ,,
33177133,"SUTURE PROL MONO 2-0 FS NDL18""",28314537331,270, $8.00 ,,
33177134,SUTURE PROL MONO 2-0 KS NDL30,28314537331,270, $8.50 ,,
33177135,"SUTURE PROL MONO 2-0 SH NDL30""",28314537331,270, $9.00 ,,
33177137,SUTURE PROL MONO 3-0 FS2 NDL18,28314537331,270, $8.00 ,,
33177139,SUTURE PROL MONO 3-0 PS1 NDL18,28314537331,270, $14.50 ,,
33177141,SUTURE PROL MONO 4-0 PS2 NDL18,28314537331,270, $14.50 ,,
33177145,SUTURE PROL MONO 5-0 PS2 NDL18,28314537331,270, $13.50 ,,
33177147,"SUTURE PROL MONO LR NDL20""",28314537331,270, $30.50 ,,
33177148,SUTURE SILK 2-0 LR NEEDLE 30,28314537331,270, $11.00 ,,
33177149,SUTURE SILK 2-0 SH NEEDLE 18,28314537331,270, $18.00 ,,
33177152,SUTURE SILK BRAID 0 FSL NDL 18,28314537331,270, $8.00 ,,
33177154,SUTURE SILK BRAID 1 MH NDL 30,28314537331,270, $8.00 ,,
33177155,SUTURE SILK BRAID 2-0 18,28314537331,270, $8.00 ,,
33177157,SUTURE SILK BRAID 2-0 FS NDL 1,28314537331,270, $8.00 ,,
33177158,SUTURE SILK BRAID 2-0 FSL NDL,28314537331,270, $8.00 ,,
33177159,SUTURE SILK BRAID 2-0 KS NDL 3,28314537331,270, $8.00 ,,
33177160,SUTURE SILK BRAID 2-0 SH NDL 1,28314537331,270, $27.50 ,,
33177163,SUTURE SILK BRAID 3-0 FS1 NDL1,28314537331,270, $8.00 ,,
33177164,SUTURE SILK BRAID 3-0 FSL NDL3,28314537331,270, $8.00 ,,
33177166,SUTURE SILK BRAID 3-0 SH NDL18,28314537331,270, $27.00 ,,
33177167,SUTURE SILK BRAID 3-0 SH NDL30,28314537331,270, $8.00 ,,
33177169,"SUTURE SILK BRAID 4-0 18""",28314537331,270, $8.00 ,,
33177171,SUTURE SILK BRAID 4-0 FS2 NDL1,28314537331,270, $8.00 ,,
33177172,SUTURE SILK BRAID 4-0 PS2 NDL1,28314537331,270, $11.00 ,,
33177173,SUTURE SILK BRAID 4-0 SH NDL18,28314537331,270, $27.00 ,,
33177175,SUTURE SILK BRAID FSLX NDL30,28314537331,270, $8.00 ,,
33177176,SUTURE SURGIT  0 CHRO GUT LOOP,28314537331,270, $11.50 ,,
33177178,SUTURE VICRYL 0 54 3DZ/BX,28314537331,270, $8.00 ,,
33177179,SUTURE VICRYL 0 CR/CT1,28314537331,270, $35.50 ,,
33177180,"SUTURE VICRYL 0 CT1 NEEDLE 18""",28314537331,270, $35.00 ,,
33177181,SUTURE VICRYL 0 CT1 NDL 36,28314537331,270, $8.00 ,,
33177188,SUTURE VICRYL 1 CT1 NDL 36,28314537331,270, $8.00 ,,
33177189,"SUTURE VICRYL 1 CTX NEEDLE 18""",28314537331,270, $35.00 ,,
33177191,"SUTURE VICRYL 1 CTX NEEDLE 36""",28314537331,270, $8.00 ,,
33177196,SUTURE VICRYL 2-0 CT1 NDL 36,28314537331,270, $8.00 ,,
33177197,SUTURE VICRYL 2-0 FS1 NDL 27,28314537331,270, $8.00 ,,
33177198,SUTURE VICRYL 2-0 SH NDL 27,28314537331,270, $8.00 ,,
33177199,SUTURE VICRYL 3-0 18,28314537331,270, $38.00 ,,
33177200,SUTURE VICRYL 3-0 18,28314537331,270, $22.50 ,,
33177201,SUTURE VICRYL 3-0 54 3DZ/BX,28314537331,270, $8.00 ,,
33177203,SUTURE VICRYL 3-0 CT1 NDL 36,28314537331,270, $8.00 ,,
33177205,SUTURE VICRYL 3-0 FS1 NDL 27,28314537331,270, $8.00 ,,
33177206,SUTURE VICRYL 3-0 FS2 3DZ/BX,28314537331,270, $8.00 ,,
33177211,"SUTURE VICRYL 3-0 SH NDL 18""",28314537331,270, $34.50 ,,
33177216,SUTURE VICRYL 4-0 FS1 NDL 27,28314537331,270, $8.00 ,,
33177220,"SUTURE VICRYL 4-0 PS2 NDL 18""",28314537331,270, $12.00 ,,
33177225,SYSTEM IRRIGATION SUCTION,28314537331,270, $8.00 ,,
33177234,TRACTION BOOT UNIVERSAL,28314537331,270, $32.00 ,,
33177250,"TRAY ART LINE FEMORAL 20X5""",28314537331,270, $80.00 ,,
33177256,BIOPSY JAMSHIDI 11GX4 AND 15G,28314537331,270, $94.00 ,,
33177261,TRAY BONE MARROW,28314537331,270, $79.00 ,,
33177270,TRAY CATH HEMODIALYSIS 20CM,28314537331,270, $222.50 ,,
33177272,TRAY HEMOD MUHURKAR,28314537331,270, $351.00 ,,
33177286,TRAY CNT VN CTH 16GA,28314537331,270, $60.00 ,,
33177301,CVC W/ GROSH CATH 9.5FR 2  LMN,28314537331,270, $783.00 ,,
33177302,CVC W/ HICKMAN CATH 12.5FR,28314537331,270, $666.00 ,,
33177305,CVC W/ HICKMAN CATH 9FR 2 LMN,28314537331,270, $426.00 ,,
33177306,CVC W/ HICKMAN CATH 9FR,28314537331,270, $531.00 ,,
33177309,TRAY CVC W/7FR-20CM 2 LMN CATH,28314537331,270, $73.50 ,,
33177310,TRAY CVC W/7FR-20CM 3 LMN CATH,28314537331,270, $116.50 ,,
33177312,CVC W/GR CATH 9.5FR 2 LMN W/IN,28314537331,270, $783.00 ,,
33177316,TRAY DRESSING CHANGE CVC,28314537331,270, $8.00 ,,
33177317,TRAY DRESSING CHANGE CVC,28314537331,270, $8.00 ,,
33177318,TRAY DRESSING CHANGE CVC,28314537331,270, $42.50 ,,
33177325,TRAY F CATH 14FR-5CC ULTRAM,28314537331,270, $16.00 ,,
33177326,TRAY FOLEY CATH 16FR-5CC SILIC,28314537331,270, $16.50 ,,
33177327,TRAY F CATH 16FR-5CC ULTRAM,28314537331,270, $15.00 ,,
33177328,TRAY F CATH 16FR-5CC ULTRAM,28314537331,270, $14.00 ,,
33177330,TRAY FOLEY CATH 18FR-5CC SILIC,28314537331,270, $16.50 ,,
33177331,TRAY F CATH 18FR-5CC SILICON,28314537331,270, $18.00 ,,
33177333,TRAY F CATH 18FR-5CC ULTRAM,28314537331,270, $14.00 ,,
33177334,TRAY F CATH 18FR-5CC ULTRAM,28314537331,270, $17.00 ,,
33177336,TRAY FOLEY CATH W/16FR LUBRI,28314537331,270, $20.00 ,,
33177337,TRAY FOLEY CATH W/16FR SILIC,28314537331,270, $18.50 ,,
33177338,TRAY FOLEY CATH W/18FR LUBRI,28314537331,270, $20.00 ,,
33177339,TRAY FOLEY CATH W/O CATH,28314537331,270, $15.50 ,,
33177340,TRAY F CATH W/O CATH,28314537331,270, $11.00 ,,
33177341,TRAY F CATH W/O CATH,28314537331,270, $10.00 ,,
33177342,TRAY F CATH W/O CATH,28314537331,270, $10.00 ,,
33177345,TRAY FOLEY CATHIZATION 16FR,28314537331,270, $35.00 ,,
33177346,TRAY FOLEY CATH 16FR LTX FREE,28314537331,270, $21.00 ,,
33177347,TRAY F CATH 16FR W/IC COMP,28314537331,270, $35.00 ,,
33177349,TRAY FOLEY CATH 18FR LTX FREE,28314537331,270, $21.00 ,,
33177350,TRAY F CATH 18FR W/IC COMP,28314537331,270, $35.00 ,,
33177351,TRAY FOLEY CATH W/16FR CATH,28314537331,270, $18.00 ,,
33177353,TRAY F CATH W/18FR CATH LTX,28314537331,270, $16.00 ,,
33177357,TRAY FOLEY CATH W/O CATH,28314537331,270, $13.50 ,,
33177365,TRAY IRRIGATION BULB SYRINGE,28314537331,270, $8.00 ,,
33177366,TRAY IRRIGATION PISTON SYRINGE,28314537331,270, $8.00 ,,
33177367,TRAY IRRIGATION PISTON SYRINGE,28314537331,270, $8.00 ,,
33177368,TRAY IRRIG PISTON SYRNG W/CSR,28314537331,270, $8.00 ,,
33177371,TRAY LUMBAR PUNCTURE 18X3-1/2,28314537331,270, $28.50 ,,
33177373,TRAY LUMBAR PUNCTURE 20X3-1/2,28314537331,270, $29.00 ,,
33177374,TRAY LUMBAR PUNCTURE 22X3-1/2,28314537331,270, $28.50 ,,
33177375,TRAY LUMBAR PUNCT PED 22X1-1/2,28314537331,270, $24.50 ,,
33177387,TRAY PNEUMOTHORAX,28314537331,270, $361.00 ,,
33177389,"TRAY RADIAL ART CATH 20X1-1/2""",28314537331,270, $52.50 ,,
33177396,TRAY ANEST 22X3-1/2 TETRACAIN,28314537331,270, $61.00 ,,
33177397,TRAY ANEST 25X3-1/2 WHITIKER,28314537331,270, $60.00 ,,
33177398,TRAY APNL ANEST EPIDURAL,28314537331,270, $113.00 ,,
33177399,TRAY APNL ANEST EPIDURAL,28314537331,270, $46.00 ,,
33177405,TRAY THORACENTESIS 16X3,28314537331,270, $98.50 ,,
33177407,TRAY TRACH CARE CLEANING,28314537331,270, $8.00 ,,
33177408,TRAY TRACH CARE CLEANING,28314537331,270, $12.00 ,,
33177409,TRAY TRACH CARE CLEANING,28314537331,270, $8.00 ,,
33177410,TRAY TRACH CARE CLEANING,28314537331,270, $8.00 ,,
33177411,TRACH CARE CLEANING W/SALINE,28314537331,270, $8.00 ,,
33177412,TRAY URETHRAL CATH W/14FR CATH,28314537331,270, $8.00 ,,
33177413,TRAY URETH CATH LTX ROBSN 14FR,28314537331,270, $8.50 ,,
33177415,TRAY URETH CATH W/14FR CATH,28314537331,270, $8.00 ,,
33177416,TRAY URETH CATH W/15FR CATH,28314537331,270, $8.00 ,,
33177419,TRAY URINE METER,28314537331,270, $37.00 ,,
33177420,TRAY URNMTR 16FR INF CNT FOLEY,28314537331,270, $49.50 ,,
33177421,TRAY URNMTR 18FR INF CNT FOLEY,28314537331,270, $49.50 ,,
33177422,TRAY URNMTR 200ML W/2000ML BAG,28314537331,270, $13.00 ,,
33177423,TRAY URNMTR 350ML W/16FR LUBCT,28314537331,270, $37.50 ,,
33177424,TRAY URNMTR 350ML W/2500ML BAG,28314537331,270, $20.00 ,,
33177425,TRAY URNMTR 400ML INF CNT BAG,28314537331,270, $15.50 ,,
33177428,TRAY URNMTR 400ML W/18FR CATH,28314537331,270, $50.50 ,,
33177430,TROCAR VERSAPORT W SHIELD 5MM,28314537331,270, $235.50 ,,
33177431,TROCAR VISIPORT 5-11MM OPTICAL,28314537331,270, $388.00 ,,
33177432,TROCAR VISIPORT 5-12MM OPTICAL,28314537331,270, $388.00 ,,
33177442,TUBE ENDOTREAL 5.0,28314537331,270, $8.00 ,,
33177444,TUBE ENDOTREAL 6.0,28314537331,270, $23.00 ,,
33177445,TUBE ENDOTREAL 6.0 BLUELINE,28314537331,270, $8.00 ,,
33177446,TUBE ENDOTREAL 6.5,28314537331,270, $54.50 ,,
33177447,TUBE ENDOTREAL 7.0,28314537331,270, $54.50 ,,
33177448,TUBE ENDOTREAL 7.0 BLUELINE,28314537331,270, $8.00 ,,
33177449,TUBE ENDOTR 7.0 CONTROL TIP,28314537331,270, $23.00 ,,
33177451,TUBE ENDOTREAL 7.5 BLUELINE,28314537331,270, $8.00 ,,
33177452,TUBE ENDOTREAL 8.0,28314537331,270, $8.00 ,,
33177453,TUBE ENDOTREAL 8.0 BLUELINE,28314537331,270, $8.00 ,,
33177455,TUBE ENDOTR 8.0 CONTROL TIP,28314537331,270, $23.00 ,,
33177456,TUBE ENDOTREAL 8.5,28314537331,270, $8.00 ,,
33177458,TUBE ENDTR CFFD 3.5LP MURPHTIP,28314537331,270, $8.00 ,,
33177459,TUBE ENDTR CFFD 4.5LP MURPHTIP,28314537331,270, $8.00 ,,
33177460,TUBE ENDTR CFFD 5.5LP MURPHTIP,28314537331,270, $8.00 ,,
33177461,TUBE ENDTR CFFD 6.0 INTERMED,28314537331,270, $8.00 ,,
33177462,TUBE ENDTR CFFD 6.0 LP MURPHTI,28314537331,270, $8.00 ,,
33177463,TUBE ENDTR CFFD 6.5 INTERMED,28314537331,270, $8.00 ,,
33177464,TUBE ENDTR CFFD 6.5LP MURPHTIP,28314537331,270, $8.00 ,,
33177465,TUBE ENDTR CFFD 7.0 INTERMED,28314537331,270, $8.00 ,,
33177466,TUBE ENDTR CFFD 7.0LP MURPHTIP,28314537331,270, $8.00 ,,
33177468,TUBE ENDTR CFFD 7.5 INTERMED,28314537331,270, $8.00 ,,
33177469,TUBE ENDTR CFFD 7.5LP MURPHTIP,28314537331,270, $8.00 ,,
33177470,TUBE ENDTR CFFD 8.0 INTERMED,28314537331,270, $8.00 ,,
33177471,TUBE ENDTR CFFD 8.0LP MURPHTIP,28314537331,270, $8.00 ,,
33177472,TUBE ENDTR CFFD 9.0 INTERMED,28314537331,270, $8.00 ,,
33177473,TUBE ENDTR CFFD 8.5LP MURPHTIP,28314537331,270, $8.00 ,,
33177474,TUBE ENDTR CFFD 9.0 INTERMED,28314537331,270, $8.00 ,,
33177475,TUBE ENDTR CFFD 9.0LP MURPHTIP,28314537331,270, $8.00 ,,
33177479,TUBE ENDOTR NASAL/ORAL 8.5,28314537331,270, $8.00 ,,
33177486,TUBE ENDTR UNCFFD 5.0 MCGILL T,28314537331,270, $8.00 ,,
33177510,TUBE FDG NG 12FR-45 W/STYLET,28314537331,270, $25.00 ,,
33177514,"TUBE FEEDING NG 8FR-15""",28314537331,270, $8.00 ,,
33177524,TUBE GASTOSTOMY JEJUNAL 22FR,28314537331,270, $662.50 ,,
33177558,TUBE GASTROSTOMY JEJUNAL 20FR,28314537331,270, $185.00 ,,
33177571,TUBE RECTAL 24FR,28314537331,270, $22.00 ,,
33177572,TUBE RECTAL 26FR,28314537331,270, $22.00 ,,
33177573,TUBE RECTAL 28FR,28314537331,270, $22.00 ,,
33177574,TUBE RECTAL 30FR,28314537331,270, $22.00 ,,
33177575,TUBE RECTAL 30FR,28314537331,270, $78.50 ,,
33177576,TUBE RECTAL 30FR WEBER,28314537331,270, $78.50 ,,
33177577,TUBE RECTAL 32FR,28314537331,270, $22.00 ,,
33177578,TUBE SALEM SUMP 14FR,28314537331,270, $8.00 ,,
33177580,TUBE SALEM SUMP 16FR,28314537331,270, $8.00 ,,
33177582,TUBE SALEM SUMP 16FR W/ANTI-R,28314537331,270, $9.50 ,,
33177583,TUBE SALEM SUMP 18FR,28314537331,270, $8.00 ,,
33177584,TUBE SALEM SUMP 18FR W/ANTI-R,28314537331,270, $13.50 ,,
33177593,TUBE TRACHEAL AIR BIVONA,28314537331,270, $342.00 ,,
33177594,TUBE TRACHEAL CFFD 10.0,28314537331,270, $48.00 ,,
33177597,TUBE TRACH CFFD 7.0 BLUE LINE,28314537331,270, $222.00 ,,
33177600,TUBE TRACH CFFD CFS SHILEY 10.,28314537331,270, $109.50 ,,
33177601,TUBE TRACH CFFD CFS SHILEY 4.0,28314537331,270, $102.50 ,,
33177602,TUBE TRACH CFFD CFS SHILEY 6.0,28314537331,270, $102.50 ,,
33177603,TUBE TRACH CFFD CFS SHILEY 8.0,28314537331,270, $109.50 ,,
33177604,TUBE TRACH CFFD FENES 10.0,28314537331,270, $78.00 ,,
33177606,TUBE TRACH CFFD FENES 6.0,28314537331,270, $78.00 ,,
33177608,TUBE TRACH CFFD FENES 7.0,28314537331,270, $72.50 ,,
33177610,TUBE TRACH CFFD FENES 8.0,28314537331,270, $79.00 ,,
33177612,TUBE TRACH CFFD FENES 9.0,28314537331,270, $78.00 ,,
33177614,TRACH CFFD LOW PR SHILEY 10.0,28314537331,270, $130.00 ,,
33177615,TRACH CFFD LOW PR SHILEY 4.0,28314537331,270, $102.50 ,,
33177616,TRACH CFFD LOW PR SHILEY 6.0,28314537331,270, $109.50 ,,
33177617,TRACH CFFD LOW PR SHILEY 8.0,28314537331,270, $102.50 ,,
33177618,TUBE TRACH CFFD SHILEY 10.0,28314537331,270, $83.00 ,,
33177619,TUBE TRACH CFFD SHILEY 6.0,28314537331,270, $77.50 ,,
33177620,TUBE TRACH CFFD SHILEY 8.0,28314537331,270, $83.00 ,,
33177621,TUBE TRACH CFFD SINGLE 10.0,28314537331,270, $77.00 ,,
33177623,TUBE TRACH CFFD SINGLE 6.0,28314537331,270, $77.00 ,,
33177625,TUBE TRACH CFFD SINGLE 7.0,28314537331,270, $77.00 ,,
33177627,TUBE TRACH CFFD SINGLE 8.0,28314537331,270, $77.00 ,,
33177628,TUBE TRACH CFFD SINGLE 9.0,28314537331,270, $222.00 ,,
33177629,TUBE TRACH CFFD SINGLE 9.0,28314537331,270, $77.00 ,,
33177630,TRACH CFFLSS SHILEY 10.0,28314537331,270, $106.00 ,,
33177631,TRACH CFFLSS SHILEY 4.0,28314537331,270, $106.00 ,,
33177632,TRACH CFFLSS SHILEY 6.0,28314537331,270, $106.00 ,,
33177633,TRACH CFFLSS SHILEY 8.0,28314537331,270, $106.00 ,,
33177639,TRACH FENES CFFD SHILEY 10.0,28314537331,270, $119.50 ,,
33177640,TRACH FENES CFFD SHILEY 4.0,28314537331,270, $119.50 ,,
33177642,TRACH FENES CFFD SHILEY 8.0,28314537331,270, $119.50 ,,
33177644,TRACH FENES CFFLSS SHILEY 10.0,28314537331,270, $117.00 ,,
33177645,TRACH FENES CFFLSS SHILEY 10,28314537331,270, $109.50 ,,
33177646,TRACH FENES CFFLSS SHILEY 4.0,28314537331,270, $109.50 ,,
33177647,TRACH FENES CFFLSS SHILEY 4.0,28314537331,270, $109.50 ,,
33177648,TRACH FENES CFFLSS SHILEY 6.0,28314537331,270, $109.50 ,,
33177649,TRACH FENES CFFLSS SHILEY 6.0,28314537331,270, $109.50 ,,
33177650,TRACH FENES CFFLSS SHILEY 8.0,28314537331,270, $109.50 ,,
33177651,TRACH FENES CFFLSS SHILEY 8.0,28314537331,270, $109.50 ,,
33177652,TUBE TRACH FENES SHILEY 10.0,28314537331,270, $149.00 ,,
33177653,TUBE TRACH FENES SHILEY 4.0,28314537331,270, $139.50 ,,
33177654,TUBE TRACH FENES SHILEY 6.0,28314537331,270, $139.50 ,,
33177655,TUBE TRACH FENES SHILEY 8.0,28314537331,270, $149.00 ,,
33177667,TUBE TRACHEAL JACKSON #4,28314537331,270, $165.50 ,,
33177669,TUBE TRACHEAL JACKSON 5,28314537331,270, $165.50 ,,
33177671,TUBE TRACHEAL JACKSON #6,28314537331,270, $165.50 ,,
33177673,TUBE TRACHEAL JACKSON #6 LONG,28314537331,270, $226.50 ,,
33177674,TUBE TRACHEAL JACKSON #7,28314537331,270, $169.50 ,,
33177675,TUBE TRACHEAL JACKSON #7 ADP,28314537331,270, $287.50 ,,
33177676,TUBE TRACHEAL JACKSON #8,28314537331,270, $176.00 ,,
33177677,TUBE TRACHEAL JACKSON #8 ADP,28314537331,270, $232.50 ,,
33177678,TUBE TRACH LOW P CUFF SHILEY8,28314537331,272, $130.00 ,,
33177682,TUBE TRACH PEDIATRIC SHILEY #0,28314537331,270, $94.50 ,,
33177683,TUBE TRACH PEDIATRIC SHILEY #0,28314537331,270, $94.50 ,,
33177691,TUBE TRACHEAL UNCFFD 10.0,28314537331,270, $45.00 ,,
33177693,TUBE TRACHEAL UNCFFD 6.0,28314537331,270, $45.00 ,,
33177695,TUBE TRACHEAL UNCFFD 7.0,28314537331,270, $45.00 ,,
33177697,TUBE TRACHEAL UNCFFD 8.0,28314537331,270, $45.00 ,,
33177699,TUBE TRACHEAL UNCFFD 9.0,28314537331,270, $45.00 ,,
33177701,TUBE TRACH UNCFFD FENES 10.0,28314537331,270, $52.00 ,,
33177702,TUBE TRACH UNCFFD FENES 6.0,28314537331,270, $52.00 ,,
33177703,TUBE TRACH UNCFFD FENES 7.0,28314537331,270, $52.00 ,,
33177704,TUBE TRACH UNCFFD FENES 8.0,28314537331,270, $52.00 ,,
33177705,TUBE TRACH UNCFFD FENES 9.0,28314537331,270, $52.00 ,,
33177709,TUBE/DRAIN ATTACHMENT DEVICE,28314537331,270, $15.50 ,,
33177710,TUBE/DRAIN ATTACHMENT DEVICE,28314537331,270, $83.50 ,,
33177718,UNIT CHEST DRNG W/AUTOTRANSF,28314537331,270, $96.00 ,,
33177721,VALVE ANTI-REFLUX,28314537331,270, $12.50 ,,
33177731,VALVE SPKNG PHON W/O O2 PT,28314537331,270, $99.50 ,,
33177732,VALVE SPKNG PHON W/ O2 PT,28314537331,270, $99.50 ,,
33177733,WAFER DURAH 4X4 FLEX TAN 2-1/4,28314537331,270, $10.50 ,,
33177734,WAFER DURAH 4X4 FLEX WHT 1-3/4,28314537331,270, $9.00 ,,
33177735,"WAFER DURAH 4X4 W/FLNG 1-3/4""",28314537331,270, $9.00 ,,
33177737,WAFER DURAH 5X5 FLEX WHT 2-1/4,28314537331,270, $10.50 ,,
33177738,WAFR DURAH 5X5 FLEX WHT 2-3/4,28314537331,270, $10.50 ,,
33177739,"WAFER DURAHESIVE 6X6 W/FLNG 4""",28314537331,270, $14.00 ,,
33177740,"WAFER STOMAHESIVE 1 3/4""",28314537331,270, $8.00 ,,
33177741,"WAFER STOMAHESIVE 1-1/2""",28314537331,270, $8.00 ,,
33177742,"WAFER STOMAHESIVE 1-1/4""",28314537331,270, $8.00 ,,
33177743,"WAFER STOMAHESIVE 2 3/4""",28314537331,270, $11.50 ,,
33177745,"WAFER STOMAHESIVE 2-1/4""",28314537331,270, $8.00 ,,
33177746,"WAFER STOMAHESIVE 2-3/4""",28314537331,270, $8.00 ,,
33177749,WAFR STOMAH 4X4 FLEX WHT 1-3/4,28314537331,270, $8.00 ,,
33177750,"WAFER STOMAH 4X4 W/FLNG 1-3/4""",28314537331,270, $8.00 ,,
33177751,WAFR STOMAH 5X5 FLEX TAN 2-1/4,28314537331,270, $8.00 ,,
33177753,WAFER STOMAH 5X5 FLEX 2-3/4,28314537331,270, $8.00 ,,
33177755,"WAFER STOMAH 5X5 W/FLNG 2-3/4""",28314537331,270, $8.00 ,,
33177759,WEDGE BODY POSITIONER,28314537331,270, $32.50 ,,
33177760,WEDGE BODY 10X8X28 FOAM,28314537331,270, $83.00 ,,
33177820,SUT SILK 2-0 BRD PS BLK 18IN,28314537331,272, $12.00 ,,
33177830,TRAY CATH DIAL PALINDRM 28CM,28314537331,270," $2,217.00 ",,
33177831,TRAY CATH DIAL PALINDRM 23CM,28314537331,270," $2,116.50 ",,
33177840,PILLOW HIP ABDUCT CONTOUR LG,28314537331,270, $73.00 ,,
33177850,VEST DORSAL MED,28314537331,270, $79.00 ,,
33177981,BNDG UNNA BT 4X10,28314537331,270, $16.00 ,,
33177992,DRSG DUODERM CGF 4X4,28314537331,270, $8.50 ,,
33177998,DRSG MESALT 3,28314537331,270, $8.00 ,,
33177999,DRSG MESALT 8X8,28314537331,270, $8.00 ,,
33178001,DRSG TEGADERM HP 2.375X2.75,28314537331,270, $8.00 ,,
33178002,DRSG TEGADERM HP 4X4.5,28314537331,270, $8.00 ,,
33178003,DRSG TEGADERM HP 2.375X2.75,28314537331,270, $8.00 ,,
33178004,DRSG TEGADERM HP 2.375X2.75,28314537331,270, $8.00 ,,
33178005,DRSG TEGADERM HP 4X4.75 IV3000,28314537331,270, $8.00 ,,
33178006,DRSG TEGADERM WIND 2.375X2.75,28314537331,270, $8.00 ,,
33178014,DRSG WND OPSITE 5.5X4,28314537331,270, $8.00 ,,
33178017,BNDG PASTER VICOPASTE 3X10,28314537331,270, $18.50 ,,
33178022,DRSG HEAVY DRN PK CURITY,28314537331,270, $8.00 ,,
33178023,DRAIN CHEST THORA-SEAL III,28314537331,270, $161.00 ,,
33178025,DEVICE HRZ DRN/TUBE ATTACH,28314537331,270, $16.00 ,,
33178028,HEM ABS SURGICEL 2X3 STERILE,28314537331,270, $133.00 ,,
33178029,HEM ABS SURGICEL 4X8 STERILE,28314537331,270, $243.00 ,,
33178031,HEM ABS SURGICEL NUKNIT 3X4,28314537331,270, $202.50 ,,
33178038,KIT CENT LINE DRSG ONE STEP,28314537331,270, $11.50 ,,
33178041,WAFER SQUIBB CONV STOMAHES,28314537331,270, $21.50 ,,
33178043,SET THORACENTESIS,28314537331,270, $16.00 ,,
33178044,TRAY SHARP DEBRIDE STRL,28314537331,270, $8.00 ,,
33178047,CATH EXT MALE INTREMED,28314537331,270, $8.00 ,,
33178050,CATH FOLEY LTX RD 12F,28314537331,270, $10.00 ,,
33178051,CATH FOLEY LTX RD 16F,28314537331,270, $10.00 ,,
33178052,CATH FOLEY LTX RD 22F,28314537331,270, $10.00 ,,
33178053,CATH URETH A/P 16 FR RED,28314537331,270, $8.00 ,,
33178054,CATH URETH A/P 18FR,28314537331,270, $8.00 ,,
33178055,CATH URETH A/P 8FR,28314537331,270, $8.00 ,,
33178071,CATH TROCAR STRL 24FR,28314537331,270, $31.00 ,,
33178072,CATH TROCAR STRL 28FR,28314537331,270, $45.50 ,,
33178077,PCH OST DRAINABLE CUSTOM,28314537331,270, $8.00 ,,
