Arrowhead Regional Medical Center,,,, Effective on 01/01/2019 ,,
27043106,309,1.4509,SOMATOSTATIN ASSAY       84307,$82.00 ,84307,84307
27043107,309,1.4509,ISONIAZID + HANDLING FEE,$97.33 ,,
27043108,309,1.4509,"ISONIAZID, SERUM/PLASMA  80299",$57.00 ,80299,80299
27043110,309,1.4509,PYRAZINAMIDE/PZA           GRP,$90.00 ,,
27043111,309,1.4509,PYRAZINAMIDE             80299,$70.80 ,80299,80299
27043112,309,1.4509,"PALIPERIDONE, $142.44",$142.44 ,80299,80299
27043113,309,1.4509,5' NUCLEOTIDASE          83915,$51.25 ,83915,83915
27043114,309,1.4509,ADRENAL AB                 GRP,$70.00 ,,
27043115,309,1.4509,ANTIADRENAL AB SCREEN $35.00,$35.00 ,86255,86255
27043116,309,1.4509,ANTIADRENAL AB TITER     86256,$35.00 ,86256,86256
27043117,309,1.4509,"GANGLIOSIDE GM-1 AB(IGG,IGM)",$75.00 ,,
27043118,309,1.4509,GM-1 IGG ANTIBODY        83520,$37.50 ,83520,83520
27043119,309,1.4509,GM-1 IGM ANTIBODY        83520,$37.50 ,83520,83520
27043120,309,1.4509,MYELIN ASSO GLYCOPROTINE 83520,$85.00 ,83520,83520
27043121,309,1.4509,"MEG-SGPG IGM AB, EIA     83520",$54.00 ,83520,83520
27043122,309,1.4509,BORDATELLA PERT/PARA PCR$77.60,$77.60 ,,
27043123,309,1.4509,B. PERTUSSIS DNA  $38.80,$38.80 ,87798,87798
27043124,309,1.4509,B. PARAPERTUSSIS DNA  $38.80,$38.80 ,87798,87798
27043125,309,1.4509,"LACTIC ACID, CSF $47.50",$47.50 ,83605,83605
27043126,309,1.4509,"CYSTINE, 24-HOUR URINE   82131",$65.00 ,82131,82131
27043127,309,1.4509,DRUG SCREEN 4 MECONIUM     GRP,$16.38 ,,
27043128,309,1.4509,"MARIJUANA, QUANT, UR $114",$114.00 ,80349,80349
27043129,309,1.4509,AMPHETAMINES             80324,$8.44 ,80324,80324
27043130,309,1.4509,COCAINE METABOLITE  $8.44,$8.44 ,80353,80353
27043131,309,1.4509,OPIATES  $40.00,$40.00 ,80361,80361
27043132,309,1.4509,DRUG SCREEN 5 MECONIUM     GRP,$116.50 ,,
27043133,309,1.4509,MARIJUANA   $23.30,$23.30 ,80349,80349
27043134,309,1.4509,AMPHETAMINES             80324,$23.30 ,80324,80324
27043135,309,1.4509,"COCAINE METAB, QNT, UR $37.50",$37.50 ,80353,80353
27043136,309,1.4509,OPIATES                  80361,$50.00 ,80361,80361
27043137,309,1.4509,PCP SCREEN/CONFIRMATION,$15.50 ,80307,80307
27043138,309,1.4509,"MARIJUANA MET. QN, URINE",$114.00 ,82542,82542
27043139,309,1.4509,"COCAINE CONFIRMATION, URINE",$37.50 ,80353,80353
27043140,309,1.4509,"DRUG SCREEN, SINGLE $238.29",$238.29 ,80307,80307
27043141,309,1.4509,"DRUG SCREEN, SINGLE",$11.00 ,80307,80307
27043142,309,1.4509,"PROPOXPHENE,SCRN/CONFIRM",$119.93 ,80307,80307
27043143,309,1.4509,"MARIJUANA 100,SCRN/CONF 80307",$15.50 ,80307,80307
27043144,309,1.4509,"MDMA/MDA SCREEN,URINE",$30.75 ,80307,80307
27043145,309,1.4509,"CANNABINOID,NATURAL $35",$35.00 ,80349,80349
27043146,309,1.4509,THC CONFIRMATION (GC/MS) GRP,$55.00 ,,
27043147,309,1.4509,BENZODIAZEPINES SCN/CONFIRM,$45.00 ,80307,80307
27043148,309,1.4509,"PAIN MGMT 5,W/CONF",$245.41 ,80307,80307
27043149,309,1.4509,"PAIN MGMT8 W/CONF,W/O medMATCH",$277.55 ,80307,80307
27043150,309,1.4509,"SPECTROPHOTOMTRY,ANALYTE 84311",$10.83 ,84311,84311
27043151,309,1.4509,PAIN M7 W/CONF W/O MDMT$277.55,$277.55 ,80307,80307
27043152,309,1.4509,PAIN M7 W/CONF medMATCH GRP,$277.55 ,,
27043153,309,1.4509,Assay ph body fluid nos 83986,$17.60 ,83986,83986
27043154,309,1.4509,PAIN MGMT PROFILE 6 W/CONF$293,$293.62 ,,
27043155,309,1.4509,"PAIN M8 W/ CONF, U",$277.55 ,,
27043156,309,1.4509," PAIN MGMT, METH META, $64.31",$64.31 ,80307,80307
27043157,309,1.4509,"PAIN MGMT, OPIATES $64.31",$64.31 ,80307,80307
27043158,309,1.4509,"PAIN MGMT,OPIATES W/ CONF $60",$60.00 ,80307,80307
27043159,309,1.4509,"DRUG SCREEN, SINGLE 80301",$200.16 ,,
27043160,309,1.4509,BUPROPION AND METABOLITE 80338,$140.99 ,80338,80338
27043161,309,1.4509,TRAXODONE $52.50,$52.50 ,80338,80338
27043162,309,1.4509,"MARIJUANA BY GC/MS,URINE $50",$50.00 ,80349,80349
27043163,309,1.4509,"METHAMPHET & METAB, UR $107.62",$107.62 ,80324,80324
27043164,309,1.4509,"PAIN MGT P6 W/CONF,W/O MDMATCH",$293.62 ,80307,80307
27043165,309,1.4509,"PAIN MGMT PROF 1 W/CONF,UR$261",$261.48 ,,
27043166,309,1.4509,"PAIN MGMT PROFILE 1,W/O CONF.",$261.48 ,80307,80307
27043167,309,1.4509,"FENTANYL SCRN,UR W/ REFLEX $35",$35.00 ,80307,80307
27043168,309,1.4509,Drug test prsmv chem anlyzr,$234.74 ,80307,80307
27043169,309,1.4509,"PAIN MGMT BASE PROF W/O CONF,U",$159.39 ,80307,80307
27043170,309,1.4509,"VORICONAZOLE, LC/MS/MS $196.95",$196.95 ,80299,80299
27043172,309,1.4509,"LEPTOSPIRA DNA, QUAL RT-PCR",$166.56 ,87798,87798
27043173,309,1.4509,"PAIN MGMT PRF 3 W/CONF,W/O MED",$192.59 ,,
27043174,309,1.4509,DRUG TEST PRSMV CHEM ANLYZR,$144.16 ,80307,80307
27043222,309,1.4509,POSACONAZOLE,$196.95 ,80299,80299
27043230,309,1.4509,"AMPHETAMINES,CONF $50.00",$50.00 ,80324,80324
27043231,309,1.4509,MARIJUANA MET. CONF7 $100,$100.00 ,80349,80349
27043232,309,1.4509,"ALCOHOL MET. CONF14, $100",$100.00 ,80321,80321
27043233,309,1.4509,"MARIJUANA META,QUANT,UR $55",$55.00 ,80349,80349
27043234,309,1.4509,"PHENCYCLIDINE CONF9, $100",$100.00 ,83992,83992
27043237,309,1.4509,"MDMA CONF12, $100",$100.00 ,80359,80359
27043331,309,1.4509,"STIMULANTS SYNTHETIC, BLOOD",$3.22 ,80371,80371
27043332,309,1.4509,"SYNTHETIC STIMULANTS,UR 80371",$107.10 ,80371,80371
27043333,309,1.4509,"BATH SALT PANEL,BLD $121",$121.00 ,80371,80371
27043401,309,1.4509,"TRAMADOL & META,QUANT,UR $100",$100.00 ,G0480,80373
27043404,309,1.4509,SERTRALINE LEVEL (ARUP)$158.40,$158.40 ,G0480,G0480
27043406,309,1.4509,MATRIX METALLOPROTEINASE & SO,$160.00 ,,
27043407,309,1.4509,MATRIX METALLOPROTEINASE-9,$120.00 ,83520,83520
27044083,309,1.4509,"THALLIUM, URINE $20",$20.00 ,83018,83018
27046002,309,1.4509,"YO AB SCREEN, SERUM      86255",$150.68 ,86255,86255
27046003,309,1.4509,"YO AB TITER, SERUM $70",$70.00 ,86256,86256
27046004,309,1.4509,"EPRINEPHRINE, PLASMA $41.00",$41.00 ,82542,82542
27046005,309,1.4509,"NOREPHINEPHRINE, PLASMA $45",$45.00 ,82542,82542
27046006,309,1.4509,"SELENIUM, SERUM $138",$138.00 ,84255,84255
27080050,302,1.454,PLT AB SCREEN-BBSBRC     86022,$276.00 ,86022,86022
27080052,309,1.4509,PLT AB SCRN-LIFESTREAM $300,$300.00 ,86022,86022
27090059,312,1.4509,IMMUNFLUORESCNT AB;INDIR 88347,$46.25 ,88346,88346
27090108,309,1.4509,"MEASLES ABS (IGG,IGM), $84.50",$84.50 ,,
27090109,309,1.4509,RUBEOLA AB IGG(MEASLES)$3.38,$3.38 ,86765,86765
27090110,309,1.4509,RUBEOLA AB IgM (MEASLES)$42.25,$42.25 ,86765,86765
27090158,309,1.4509,VARICELLA ZOSTER AB $38,$38.00 ,86787,86787
27090208,302,1.45,HIV AB; CONFIRM-DPH      86689,$49.00 ,86689,86689
27090220,306,1.4509,M.KANSASII PROBE-DPH     87550,$29.36 ,87550,87550
27090250,306,1.4509,MAC DIRECT PROBE     87560,$29.36 ,87560,87560
27090254,309,1.4509,"MYCOBACTERIA PCR, CUL/SMR $184",$184.00 ,,
27090255,309,1.4509,M.TUBERCULO DNA AMP $65.00,$65.00 ,87556,87556
27090256,309,1.4509,"MYCO & RIFAMPIN RESIST,PCR",$450.00 ,87801,87801
27090257,309,1.45,"MTB Complex, PCR, Respiratory",$110.00 ,87556,87556
27090265,306,1.4509,MTB DIRECT PROBE-DPH     87555,$29.36 ,87555,87555
27090307,309,1.4509,PNEUMOCYSTIS CARINII FA  87299,$12.00 ,87299,87299
27090312,306,1.4509,PNEUMOCYSTIS CARINII FA  87281,$60.00 ,87281,87281
27090314,309,1.4509,"PNEUMO JIROVECI (CARINII), DFA",$84.00 ,87281,87281
27090340,306,1.4509,SUSCEP STUDIES BROTH-DPH 87188,$25.00 ,87188,87188
27090350,309,1.4509,"CULTURE, HERPES  $32",$32.00 ,87252,87252
27090351,309,1.4509,"HSV 1 AG ID, IF          87274",$15.00 ,87274,87274
27090400,309,1.4509,"CULTURE, TUBERCLE/AFB $54.00",$54.00 ,87116,87116
27090420,306,1.4509,"CULTURE,HPLC - DPH       87143",$75.00 ,87143,87143
27090421,309,1.45,GROUP B STREP by (PCR)   87653,$500.00 ,87653,87653
27090422,309,1.45,"VITAMIN D, 25-HYDROXY  82306",$142.00 ,82306,82306
27090432,309,1.45,CA19-9    86301,$267.00 ,86301,86301
27090442,309,1.45,CCP AB     86200,$167.00 ,86200,86200
272003810,309,1.4509,"CHROM ANALYSIS,BLD W/RFLX $635",$635.00 ,,
27228501,310,1.4522,"LEVEL I-SURG PTH,  GROSS 88300",$135.00 ,88300,88300
27228535,310,1.4522,"LEVEL II-SURG PTH, G & M 88302",$135.00 ,88302,88302
27228550,310,1.4522,"LEVEL III-SURG PTH,G & M 88304",$288.00 ,88304,88304
27228600,310,1.4522,"LEVEL IV-SURG PTH, G & M 88305",$288.00 ,88305,88305
27228618,310,1.4522,"LEVEL V-SURG PTH,  G & M 88307",$444.00 ,88307,88307
27228626,310,1.4522,"LEVEL VI-SURG PTH, G & M 88309",$592.00 ,88309,88309
27228630,310,1.4522,SAT BIOPSY PROSTATE 1-20 G0416,"$2,867.00 ",G0416,G0416
27228634,310,1.4522,DECALCIFICATION PROC     88311,$73.00 ,88311,88311
27228642,310,1.4522,"SPC STAIN,GP I,ORGANISMS 88312",$113.00 ,88312,88312
27228659,310,1.4522,PATH CONSULT (EXTERNAL)  88321,$237.00 ,88321,88321
27228675,310,1.4522,"SPECIAL STAIN, GP II     88313",$113.00 ,88313,88313
27228680,310,1.4522,"SPC STAIN, HISTOCHEMICAL 88314",$113.00 ,88314,88314
27228683,310,1.4522,PATH CONSULT-SURGERY     88329,$113.00 ,88329,88329
27228709,310,1.4522,PTH CONSULT-SURG; FROZEN 88331,$253.00 ,88331,88331
27228758,310,1.4522,PTH CONSLT-SURG;ADD FRZN 88332,$113.00 ,88332,88332
27228760,310,1.4522,PATH CONSULT OR;CYT EXAM 88333,$113.00 ,88333,88333
27228761,310,1.4522,PATH CONSLT OR;TC/SQ ADD 88334,$113.00 ,88334,88334
27228853,312,1.4522,IMMUNOHISTO SINGLE STAIN 88341,$240.00 ,88341,88341
27228857,312,1.4522,IMMUNOHISTOCHEM STAIN $216,$253.00 ,88342,88342
27228859,312,1.4522,IMMUNOHISTO MULTI STAIN  88344,$240.00 ,88344,88344
27228860,310,1.4522,ARCHIV TIS MOLEC ANALYS 88363,$79.00 ,88363,88363
27228956,310,1.4522,"LEVEL IV, BONE MARROW    88305",$240.00 ,88305,88305
27228957,305,1.4522,"BONE MARROW,SMEAR INTERP 85097",$405.00 ,85097,85097
27228958,971,1.4522,"BLOOD SMEAR,PB,MD INTER  85060",$54.00 ,85060,85060
27229010,310,1.4522,PATH CONSULT CYTOLOGY/BX 80500,$79.00 ,80500,80500
27290055,319,1.4522,"EDR-CYTOPTH FLDS, SMEAR  88104",$59.00 ,88104,88104
27290105,319,1.4522,"EDR-LEVEL IV,SUR PTH G&M 88305",$135.00 ,88305,88305
27290154,319,1.4522,"EDR-SPECIAL STAIN,GRP II 88313",$92.00 ,88313,88313
27290253,300,1.4522,EDR-CELL COUNT; MISC FLD 89050,$14.00 ,89050,89050
27290290,319,1.4522,CS-CEDAR SINAI RENAL BPSY  GRP,"$1,168.00 ",,
27290291,319,1.4522,"CS-IMMUNOFLUOR AB,DIR EA 88346",$253.00 ,88346,88346
27290292,319,1.4522,"CS-LIGHT MICRO, LEVEL IV 88305",$217.00 ,88305,88305
27290293,319,1.4522,CS-ELECTRON MICROSCOPY   88348,$566.00 ,88348,88348
27290294,309,1.4509,CUTANEOUS DIRECT IMMUNOFLUORES,$347.50 ,88346,88346
27290400,319,1.4522,UCI-IMMFLOURSCENT-SKIN   GRP,$235.00 ,,
27290401,312,1.4522,UCI-IMMFLOURSCENT-SKIN   88346,$60.00 ,88346,88346
27290450,319,1.4522,UCI - MUSCLE BIOPSY    GRP,"$1,110.00 ",,
27290452,319,1.4509,UCI LEVEL IV SURG PATH   88305,$83.00 ,88305,88305
27290453,319,1.4509,UCI DETERM HIST/CYTOCHM  88319,$114.00 ,88319,88319
27290454,319,1.4509,UCI SPEC STAIN GRPI      88312,$66.00 ,88312,88312
27290455,319,1.4509,UCI SPEC STAIN GRPII     88313,$73.00 ,88313,88313
27290600,309,1.4522,HERRING-STONE ANALYSIS   82360,$27.00 ,82360,82360
27290709,319,1.4509,"NATH-CONSLT,REFERRD MATL 88323",$232.00 ,88323,88323
27290807,319,1.4522,NATH-CONSULTATIONS         GRP,$696.00 ,,
27290808,319,1.4509,NATH-IMMUNOCYTOCHM STAIN $370,$382.00 ,88342,88342
27290848,319,1.4522,MGH - SPECIAL STAIN      88313,$60.00 ,88313,88313
27290850,319,1.4522,MGH - CONSULT REF MT     88321,$263.00 ,88321,88321
27290852,319,1.4522,MGH - CONSULT ADDL       88323,$282.00 ,88323,88323
27290854,319,1.4522,MGH - COMPREH CONSULT    88325,$439.00 ,88325,88325
27290856,319,1.4522,MGH - IMMUNOPEROX $216,$253.00 ,88342,88342
27290860,309,1.4509,MGH C-RMN IMMUNO GRP,"$1,080.00 ",,
27290861,309,1.4509,IMMUNOHISTO ANTB ADDL SLIDE,$135.00 ,88341,88341
27290862,309,1.4509,MGH C-JOE IMMUNO GRP,"$1,215.00 ",,
27290863,309,1.4509,MGH C-JOE INSITU,$225.00 ,88365,88365
27290864,309,1.4509,MGH C-LMD IMMUNO,$135.00 ,88341,88341
27290865,309,1.4509,MGH C-GUN CT3 GRP,$810.00 ,,
27330506,309,1.4509,"ACETOACETATE, SER/PLASMA $87",$87.00 ,82010,82010
27331413,309,1.4509,"BILIRUBIN, DIRECT",$10.30 ,82248,82248
27338508,311,1.4522,"CYTOPTH, CERV OR VAG     88164",$88.00 ,88164,88164
27338607,311,1.4522,"CYTOPTH, OTH SRC,NON-VAG 88161",$113.00 ,88161,88161
27338610,311,1.4522,FNA;W/OUT IMAGING GUIDE 10021,$497.00 ,10021,10021
27338611,311,1.4522,"CYTOPATH,FNA IMM STUDY  88172",$113.00 ,88172,88172
27338612,311,1.4522,"CYTOPATH,EVL FNA;INT&RPT 88173",$240.00 ,88173,88173
27338613,311,1.4522,"CYTOPATH,FNA EVL,EA ADDL 88177",$79.00 ,88177,88177
27338706,311,1.4522,CERVICAL/VAG THIN LAYER  88142,$169.00 ,88142,88142
27338708,311,1.4522,CYTOPATH MANUAL SC/RE 88143,$169.00 ,88143,88143
27338710,311,1.4522,"CYTOPATH,C/V, +MD INTERP 88141",$44.00 ,88141,88141
27338712,311,1.4522,"CYTOPATH,FLD,WSH/BRSH SM 88104",$113.00 ,88104,88104
27338714,311,1.4522,"CYTOPATH,SMR,ANY;OVR 5 S 88162",$240.00 ,88162,88162
27338716,311,1.4522,"CYTOPATH, CONC TECH      88108",$113.00 ,88108,88108
27338720,311,1.4522,CELL ENHANCEMT TECHNIQUE 88112,$255.00 ,88112,88112
28004000,460,1.473,PF VITAL CAPACITY TOTAL,$186.00 ,94150,94150
28004002,460,1.473,PF BRONCHOSPASM EVAL BDP EVAL,$453.00 ,94060,94060
28004003,510,1.473,PF EXAM/TREATMENT ROOM,$160.00 ,,Z7500
28004004,460,1.473,METHACHOLINE CHALLENGE,$327.00 ,94070,94070
28004505,460,1.473,PF MAX BREATHING CAPACITY MVV,$186.00 ,94200,94200
28006203,460,1.473,PF C02 DIFFUSION CAPACITY,$301.00 ,94729,94729
28007102,460,1.473,PF FLOW VOLUME LOOP,$275.00 ,94375,94375
28007104,460,1.473,PF PULMONARY INST EA 15 MIN,$134.00 ,,94799
28007110,460,1.473,PF DET LUNG VOLUMES/AIR RES,$286.00 ,94726,94726
28007111,460,1.473,PF DET LUNG VOL GAS/WASH,$286.00 ,94727,94727
28007301,460,1.473,PF PULMONARY COMPLIANCE STUDY,$286.00 ,94750,94750
28007557,460,1.473,PF PULSE OXIMETRY MULTI W EXER,$140.00 ,94761,94761
28007565,460,1.473,PF PULSE OXIMETRY SINGLE,$86.00 ,94760,94760
28007623,460,1.473,6 MINUTE WALK,$323.00 ,94618,94618
28007854,410,1.473,PF PRESS/NONPRESS INH-INITAL,$227.00 ,94664,94664
28171300,272,1.447,PURSUE MICROCATH 2.8F SWN NECK,$264.00 ,,Z7610
28171304,272,1.447,PURSUE MICROCATH 2.8F 45 DEG,$264.00 ,,Z7610
28171500,272,1.447,PURSUE MICROCATH 2.8F SWN NECK,$264.00 ,,Z7610
28171501,272,1.447,PURSUE MICROCATH 2.8F 45 DEG,$264.00 ,,Z7610
28501000,510,1.4185,test mobile,$4.00 ,,
29007002,460,1.4081,PULSE OXIMETER (GI CLINIC),$86.00 ,94760,94760
29009016,360,1.476,GI 1/4 HR OR RM UP TO 1 HR,$134.00 ,,Z7506
29100001,750,1.476,GI EGD DIAG,"$2,402.00 ",43235,43235
29100002,750,1.476,GI EGD BIOPSY,"$2,402.00 ",43239,43239
29100003,750,1.476,GI EGD TUBE PLCMT,"$2,402.00 ",43241,43241
29100004,750,1.476,GI EGD INJ SCLERO ESO,"$2,402.00 ",43243,43243
29100005,750,1.476,GI EGD BAND LIGATION,"$2,402.00 ",43244,43244
29100006,750,1.476,EGD/PLY DIL,"$2,402.00 ",43245,43245
29100007,750,1.476,EGD/PEG,"$2,402.00 ",43246,43246
29100008,750,1.476,GI EGD REMOVAL FOREIGN BODY,"$2,402.00 ",43247,43247
29100009,750,1.476,GI EGD GUIDE WIRE DIL,"$2,402.00 ",43248,43248
29100010,750,1.476,GI EDG BALLOON DIL,"$2,402.00 ",43249,43249
29100011,750,1.476,EGD/HOT BX,"$2,402.00 ",43250,43250
29100012,750,1.476,GI EGD/POLYP,"$2,402.00 ",43251,43251
29100013,750,1.476,GI EGD CONTROL BLEED,"$2,402.00 ",43255,43255
29100017,750,1.476,GI GASTROSTOMY W/O CONSTR,"$3,758.00 ",43830,43830
29100018,750,1.476,GI ENDO SM BOWEL W/CONVER,"$2,524.00 ",44373,44373
29100019,750,1.476,ESOPH/SCLERO,"$2,402.00 ",43204,43204
29100024,750,1.476,DILATION ESOPHAGUS - WIRE,$281.00 ,43453,43453
29100025,750,1.476,GI ERCP DIAG,"$4,712.00 ",43260,43260
29100026,750,1.476,GI ERCP BIOPSY,"$4,712.00 ",43261,43261
29100027,750,1.476,GI ERCP SPHINCTEROTOMY,"$4,712.00 ",43262,43262
29100028,750,1.476,GI ERCP REMOVAL CALCULUS,"$4,712.00 ",43264,43264
29100029,750,1.476,GI ERCP LITHOTRIPSY,"$4,712.00 ",43265,43265
29100031,750,1.476,GI ERCP INSERT STENT/TUBE,"$5,833.00 ",43274,43274
29100032,750,1.476,GI ERCP REMOVE FB/STENT/TUBE,"$5,833.00 ",43275,43275
29100033,750,1.476,GI ERCP BALLOON DIL,"$5,833.00 ",43277,43277
29100035,750,1.476,GI COLONOSCOPY DIAG,"$2,525.00 ",45378,45378
29100036,750,1.476,GI COLONOSCOPY REMOVE FB,"$2,525.00 ",45379,45379
29100037,750,1.476,GI COLONOSCOPY BIOPSY,"$2,525.00 ",45380,45380
29100038,750,1.476,GI COLONOSCOPY CONTROL BLEED,"$2,525.00 ",45382,45382
29100041,750,1.476,GI COLONOSCOPY REMOVAL SNARE,"$2,525.00 ",45385,45385
29100042,750,1.476,GI COLONOSCOPY INCOMPLETE,"$2,525.00 ",45378-73,45378
29100044,750,1.476,GI SIGMOIDOSCOPY DIAG,"$1,699.00 ",45330,45330
29100045,750,1.476,GI SIGMOIDOSCOPY BIOPSY,"$1,699.00 ",45331,45331
29100049,750,1.476,GI SIGMOIDOSCOPY REM SNARE,"$2,571.00 ",45338,45338
29100051,510,1.476,GI BIOPSY LIVER,"$2,786.00 ",47000,47000
29100053,372,1.476,GI CONSCIOUS SEDAT>5YRS INT 15,$176.00 ,99152,G0500
29100055,372,1.476,GI CONSCIOUS SEDAT>5YRS ADD 15,$176.00 ,99153,99153
29100056,370,1.476,GI ANES GENERAL INITIAL HOUR,"$1,121.00 ",,
29100057,370,1.476,GI ANES GENERAL EA ADDL 15 MIN,"$1,449.00 ",,
29100058,750,1.476,GI COLONOSCOPY W/STENT PLCMT,"$3,706.00 ",45389,45387
29100071,750,1.476,GI ESOPHAGOSCOPY,"$2,402.00 ",43226,43226
29100072,750,1.476,GI EGD W INJECTION,"$2,402.00 ",43236,43236
29100073,750,1.476,GI EGD W STENT,"$5,012.00 ",43266,43266
29100074,750,1.476,GI GASTRIC PROCEDURE,"$4,518.00 ",43888,43888
29100075,750,1.476,GI ENDO SM INTESTINE,"$2,524.00 ",44360,44360
29100076,750,1.476,GI COLONOSCOPY W INJ,"$2,525.00 ",45381,45381
29100077,750,1.476,GI COLONOSCOPY W BD,"$2,525.00 ",45386,45386
29100078,750,1.476,GI CAPSULE ENDSOCOPY W I&R,"$2,808.00 ",91110,91110
29100079,750,1.476,GI ERCP REMOVE/REPLACE STENT,"$5,833.00 ",43276,43276
29100080,361,1.476,"BRONCHOSCOPY, DIAGNOSTIC","$3,313.00 ",31622,31622
29100081,361,1.476,"BRONCHOSCOPY, W/ TISSUE SAMPLE","$3,313.00 ",31623,31623
29100082,361,1.476,"BRONCHOSCOPY, W/ BIOPSY","$3,313.00 ",31625,31625
29100083,360,1.476,CHG GASTRO TUBE PERCUT,$742.00 ,43762,43760
29101201,750,1.476,GI HEMORRHOIDECTOMY INT RBRBND,"$1,763.00 ",46221,46221
29201300,272,1.447,PURSUE MICROCATH 2.9F SWAN,$264.00 ,,Z7610
29201304,272,1.447,PURSUE MICROCATH 2.9F 45 DEG,$264.00 ,,Z7610
29201500,272,1.447,PUSUE MICROCATH 2.9F SWAN NECK,$264.00 ,,Z7610
29201504,272,1.447,PURSUE MICROCATH 2.9F 45 DEG,$264.00 ,,Z7610
30000004,270,1.447,SUTURE PROLENE 6-0,$72.80 ,,Z7610
30000301,270,1.447,SUTURE GUT 6-0,$133.12 ,,Z7610
30000418,270,1.447,SUTURE VICRYL 3-0 COT VIL BR,$43.68 ,,Z7610
30000574,270,1.447,SUTURE ETHILON 8-0,$68.64 ,,Z7610
30000814,270,1.447,SUTURE GUT 5-0,$133.12 ,,Z7610
30000830,270,1.447,SUTURE VICRYL 7-0,$213.20 ,,Z7610
30000897,270,1.447,SUTURE MAXON 3-0,$20.80 ,,Z7610
30000939,270,1.447,SUTURE VICRYL 2-0,$134.64 ,,Z7610
30000954,270,1.447,SUTURE MAXON 0,$22.88 ,,Z7610
30000960,270,1.4631,10G REPL SPECIMEN CUP,$475.00 ,,Z7610
30001028,270,1.447,SUTURE VICRYL 2-0,$81.12 ,,Z7610
30001120,270,1.447,SUTURE LIGASURE ATLAS 20 CM,$645.84 ,,Z7610
30001226,270,1.447,SUTURE SILK 3-0,$47.84 ,,Z7610
30001358,270,1.447,SUTURE MERSILENE 4-0,$58.24 ,,Z7610
30001366,270,1.447,SUTURE MAXON 1-0,$48.88 ,,Z7610
30001457,270,1.447,"SUTURE VICRYL 2-0  8-18"" C",$249.60 ,,Z7610
30001820,270,1.447,"SUTURE PROLENE 10-0 8""",$187.83 ,,Z7610
30001838,270,1.447,SUTURE VICRYL 2-0,$33.28 ,,Z7610
30001853,270,1.447,SUTURE DEXON 0,$21.84 ,,Z7610
30001861,270,1.447,SUTURE GUT 4-0,$13.52 ,,Z7610
30001879,270,1.447,SUTURE STEEL,$295.36 ,,Z7610
30001945,270,1.447,SUTURE MERSILENE 5-0,$54.08 ,,Z7610
30002000,270,1.447,SUTURE GORETEX CV7 TP9 30,$479.44 ,,Z7610
30002022,279,1.447,SUTURE FIBERWIRE,$20.00 ,,
30002023,270,1.447,SUTURE 2-0 FIBER WIRE,$169.52 ,,Z7610
30002024,270,1.447,SUTURE FIBERWIRE,$183.04 ,,Z7610
30002141,270,1.447,"SUTURE ETHILON 5-0 18""",$68.64 ,,Z7610
30002223,278,1.4421,MESH PROLENE 3X6 SPMII,"$3,071.00 ",,Z7610
30002224,278,1.4421,MESH PROLENE 6X6 SPMH,"$3,713.00 ",,Z7610
30002225,272,1.4421,PLUG HERNIA REPAIR 40MM,"$1,731.00 ",,Z7610
30002226,272,1.4421,PLUG HERNIA REPAIR 55MM,"$1,731.00 ",,Z7610
30002227,278,1.4421,PATCH SYNTH HERNIA,"$3,781.00 ",,Z7610
30002228,278,1.4421,PATCH SYNTH HERNIA 7X6CM,"$2,261.00 ",,Z7610
30002232,270,1.447,SUTURE MAXON,$56.16 ,,Z7610
30002273,270,1.447,SUTURE GUT,$12.48 ,,Z7610
30002281,270,1.447,SUTURE GUT PLAIN 2-0,$40.56 ,,Z7610
30002299,270,1.447,SUTURE MAXON,$21.84 ,,Z7610
30002380,270,1.447,"SUTURE PROLENE 10-0 12"" TG140",$102.00 ,,Z7610
30002406,270,1.447,SUTURE GUT CHROMIC 4-0,$32.24 ,,Z7610
30002422,270,1.447,SUTURE VICRYL 8-0,$231.92 ,,Z7610
30002646,270,1.447,SUTURE GUT 6-0,$346.32 ,,Z7610
30002687,270,1.447,SUTURE MAXON,$20.80 ,,Z7610
30002695,270,1.447,SUTURE GORETEX CV-5,$228.00 ,,Z7610
30002893,270,1.447,SUTURE ETHILON 10-0,$296.40 ,,Z7610
30003012,270,1.447,SUTURE SURGIPRO 2-0 GS-21,$19.76 ,,Z7610
30003107,270,1.447,SUTURE VICRYL 4-0,$66.56 ,,Z7610
30003123,270,1.447,SUTURE DEXON 0,$82.16 ,,Z7610
30003131,270,1.447,SUTURE DEXON 2-0,$16.64 ,,Z7610
30003321,270,1.447,"SUTURE MAXON 0 60"" T-20",$73.84 ,,Z7610
30003330,270,1.4421,"SUTURE MAXON 0 60"" GRN GS-25",$161.00 ,,Z7610
30003347,270,1.447,"SUTURE ETHILON 9-0 5"" BVI",$559.52 ,,Z7610
30003354,270,1.447,SUTURE MAXON 2-0,$21.84 ,,Z7610
30003446,270,1.447,SUTURE MONOCRYL 0,$102.96 ,,Z7610
30003453,270,1.447,"SUTURE PDS 1-0 48""",$113.36 ,,Z7610
30003454,270,1.447,"SUTURE PDS II 2-0 27""",$344.24 ,,Z7610
30003461,270,1.447,SUTURE TICRON,$57.20 ,,Z7610
30003495,270,1.447,SUTURE TICRON 0,$28.08 ,,Z7610
30003537,270,1.447,SUTURE NOVAFIL 5-0,$62.40 ,,Z7610
