HSP,MNEMONIC,BILLING DESCRIPTION,CHARGE
EMC,447101383,CATH; SPLIT ASH 16FR,"$3,549.14"
EMC,447101384,CATH 7FX60CM DUAL PRO LINE CT,$0.00
EMC,447101385,CATH 8F DIGNITY CHEST PORT,"$3,763.21"
EMC,447101386,CATH; SPLIT ASH 16FR 32,"$4,762.52"
EMC,447101397,CATH STERLING 5X20X80 MONORAIL,"$3,398.76"
EMC,447101401,CATH STERLING 7X20X80 MONORAIL,"$3,398.76"
EMC,447101404,GUIDE LINER 6FR X 145CM,"$5,609.61"
EMC,447101405,GUIDE LINER 7FR X 145CM,"$6,002.28"
EMC,447101406,CATH; SWAN GANZ SVO2 & EDV 8F,"$6,296.05"
EMC,447101410,CATH ASPIRATION EXPORT AP 6FR,"$3,537.20"
EMC,447101457,STENT; INTEGRITY 2.25X12 BMS,$0.00
EMC,447101462,STENT; INTEGRITY 2.50X08 BMS,$0.00
EMC,447101464,STENT; INTEGRITY 2.50X14 BMS,$0.00
EMC,447101465,STENT; INTEGRITY 2.50X18 BMS,$0.00
EMC,447101466,STENT; INTEGRITY 2.50X22 BMS,$0.00
EMC,447101470,STENT; INTEGRITY 2.75X14 BMS,$0.00
EMC,447101475,STENT; INTEGRITY 3.0X12 BMS,$0.00
EMC,447101476,STENT; INTEGRITY 3.0X15 BMS,$0.00
EMC,447101477,STENT; INTEGRITY 3.0X18 BMS,$0.00
EMC,447101480,STENT; INTEGRITY 3.0X30 BMS,$0.00
EMC,447101483,STENT; INTEGRITY 3.5X15 BMS,$0.00
EMC,447101484,STENT; INTEGRITY 3.5X18 BMS,$0.00
EMC,447101485,STENT; INTEGRITY 3.5X22 BMS,$0.00
EMC,447101495,CATH VISIONS PV .018 IVUS,"$10,182.78"
EMC,447101497,CATH REVOLUTION 45 MHZ ROTATE,"$9,043.20"
EMC,447101498,GUIDEWIRE FFR 185CM ST,$0.00
EMC,447101501,RENEGADE HI FLO FATHOM KIT135C,$0.00
EMC,447101502,CUTTING BALL FLEXTOME -2.0X6,"$11,263.73"
EMC,447101504,CUTTING BALL FLEXTOME -2.50X6,"$8,401.00"
EMC,447101505,CUTTING BALL FLEXTOME -2.75X6,"$8,989.07"
EMC,447101506,CUTTING BALL FLEXTOME -3.00X6,$0.00
EMC,447101508,CUTTING BALL FLEXTOME -3.50X6,"$11,263.73"
EMC,447101509,CUTTING BALL FLEXTOME -2.00X10,"$11,263.73"
EMC,447101512,CUTTING BALL FLEXTOME -2.75X10,"$11,263.73"
EMC,447101513,CUTTING BALL FLEXTOME -3.00X10,"$8,401.00"
EMC,447101514,CUTTING BALL FLEXTOME -3.25X10,"$11,263.73"
EMC,447101515,CUTTING BALL FLEXTOME -3.50X10,$0.00
EMC,447101516,CATH CUTTING BALLOON 2X1.5 6F,"$8,989.07"
EMC,447101517,CATH CUTTING BALLOON 3X1.5 6F,"$5,415.97"
EMC,447101518,CATH CUTTING BALLOON 4X1.5 6F,"$5,415.97"
EMC,447101520,CATH CUTTING BALLOON 7X2 7F,"$5,415.97"
EMC,447101521,GUIDEWIRE TREASURE 12 018X300,$0.00
EMC,447101551,FILTERWIRE EZ 3.2FX190,"$13,897.42"
EMC,447101552,FILTERWIRE EZ 3.2FX300,"$16,059.85"
EMC,447101553,FILTERWIRE EZ SM 2.25-3.5 190,"$13,897.42"
EMC,447101554,FILTERWIRE EZ SM 2.25-3.5 300,"$14,870.24"
EMC,447101591,IVC FILTER OPTEASE,$0.00
EMC,447101592,CATH SPIROFLEX 4F 135CM,"$14,445.50"
EMC,447101593,STENT 8X150X120 PROTEGE EVRFLX,"$16,875.15"
EMC,447101598,STENT; ICAST 7X22X120,"$22,240.08"
EMC,447101599,STENT; ICAST 7X38X120,"$22,770.66"
EMC,447101600,STENT; ICAST 9X38X120,"$22,770.66"
EMC,447101603,STENT; ICAST 9X59X120,"$24,539.25"
EMC,447101612,KYPHON KYPHOPAK EXPRESS TRAY,"$22,772.86"
EMC,447101622,STENT OMNILINK ELITE 10X39X80,"$11,692.59"
EMC,447101623,CATH; DIAG 5F 80CM SOS OMNI1,$498.38
EMC,447101624,NEEDLE BONE BIOPSY 11-10.0  OS,$702.13
EMC,447101625,KIT 11G HANDLE W/TROCAR; STYLE,$928.25
EMC,447101626,MATCH GROUND 13G W/TROCAR&STYL,$869.33
EMC,447101627,RAD PAD CVS FEMORAL ENTRY,$522.81
EMC,447101628,RING TRANSJUG INTRAHEP TIPSKIT,"$7,630.20"
EMC,447101629,GUIDE LAUNCHER 6F JL 4.0,$668.14
EMC,447101630,GUIDE LAUNCHER 6F JR 4.0,$668.14
EMC,447101632,OSTYCUT 15G X 15.0CM,"$1,143.18"
EMC,447101633,CATH SPIROFLEX VG ULTRA,"$15,051.00"
EMC,447101634,COIL INTERLOCK CUBE 15X25,"$10,008.25"
EMC,447101635,COIL INTERLOCK CUBE 15X40,"$13,344.30"
EMC,447101636,COIL INTERLOCK CUBE 20X40,"$13,344.30"
EMC,447101637,COIL INTERLOCK 2D 12X20,"$10,008.25"
EMC,447101638,COIL INTERLOCK 2D 12X40,"$13,344.30"
EMC,447101639,COIL INTERLOCK CUBE 10X25,"$10,008.25"
EMC,447101640,COIL INTERLOCK CUBE 10X40,"$13,344.30"
EMC,447101642,"CATH SWAN GANZ S""TIP",$567.40
EMC,447101643,CATH BIPOLAR PACING STR 5F,"$1,323.50"
EMC,447101648,CATH TRPL PICC 6FX60CM LONG GW,"$1,541.83"
EMC,447101649,CATH BALL SPRINTER 2.25X12,"$2,300.37"
EMC,447101650,CATH BALL SPRINTER 2.25X20,"$2,149.88"
EMC,447101651,CATH BALL SPRINTER 2.75X12,"$2,300.37"
EMC,447101652,CATH BALL SPRINTER 2.75X20,"$2,300.37"
EMC,447101653,CATH BALL SPRINTER 3.25X12,"$2,149.88"
EMC,447101654,CATH BALL SPRINTER 3.25X20,"$2,149.88"
EMC,447101655,CATH BALL SPRINTER 3.75X12,"$2,149.88"
EMC,447101656,CATH BALL SPRINTER 3.75X20,"$2,149.88"
EMC,447101657,CATH BALL STERLNG SL 2X120X150,"$5,499.39"
EMC,447101658,CATH BALL STER SL 2.5X120X150,"$5,499.39"
EMC,447101660,CATH INFUSION 5F 90X10 UNI,"$2,491.99"
EMC,447101661,CATH INFUSION 5F 90X20 UNI,"$2,879.74"
EMC,447101662,CATH INFUSION 5F 90X30 UNI,"$2,857.51"
EMC,447101663,CATH INFUSION 5F 90X50 UNI,"$3,167.76"
EMC,447101664,CATH INFUSION 5F 135X5 UNI,"$2,879.74"
EMC,447101665,CATH INFUSION 5F 135X10 UNI,"$2,879.74"
EMC,447101666,CATH INFUSION 5F 135X20 UNI,"$3,167.76"
EMC,447101667,CATH INFUSION 5F 135X40 UNI,"$2,879.74"
EMC,447101668,CATH INFUSION 5F 135X50 UNI,"$2,491.99"
EMC,447101669,CATH INFUSION 4.3F 90X5 UNI,"$2,491.99"
EMC,447101670,CATH INFUSION 4.3F 90X10 UNI,"$2,491.99"
EMC,447101671,CATH INFUSION 4.3F 90X20 UNI,"$2,879.74"
EMC,447101672,CATH INFUSION 4.3F 135X10 UNI,"$3,167.76"
EMC,447101673,CATH BALL MUSTANG 4X20X135,"$3,636.67"
EMC,447101674,CATH BALL MUSTANG 4X20X75,"$3,398.76"
EMC,447101676,CATH BALL MUSTANG 4X40X75,"$3,398.76"
EMC,447101677,CATH BALL MUSTANG 4X60X135,"$3,636.67"
EMC,447101679,CATH BALL MUSTANG 4X80X75,"$3,398.76"
EMC,447101680,CATH BALL MUSTANG 4X100X75,"$3,636.67"
EMC,447101683,CATH BALL MUSTANG 5X20X75,"$3,398.76"
EMC,447101685,CATH BALL MUSTANG 5X40X75,"$3,398.76"
EMC,447101687,CATH BALL MUSTANG 5X60X75,"$3,398.76"
EMC,447101691,CATH BALL MUSTANG 6X20X75,"$3,398.76"
EMC,447101693,CATH BALL MUSTANG 6X40X40,"$3,636.67"
EMC,447101694,CATH BALL MUSTANG 6X40X75,"$3,398.76"
EMC,447101695,CATH BALL MUSTANG 6X80X75,"$3,398.76"
EMC,447101696,CATH BALL MUSTANG 6X100X135,"$3,636.67"
EMC,447101697,CATH BALL MUSTANG 6X100X75,"$3,398.76"
EMC,447101699,CATH BALL MUSTANG 7X20X75,"$3,398.76"
EMC,447101701,CATH BALL MUSTANG 7X40X40,"$3,636.67"
EMC,447101702,CATH BALL MUSTANG 7X40X75,"$3,398.76"
EMC,447101705,CATH BALL MUSTANG 8X20X75,"$3,398.76"
EMC,447101706,CATH BALL MUSTANG 8X40X40,"$3,398.76"
EMC,447101707,CATH BALL MUSTANG 8X40X75,"$3,398.76"
EMC,447101708,CATH BALL MUSTANG 9X20X75,"$3,398.76"
EMC,447101709,CATH BALL MUSTANG 9X40X75,"$3,636.67"
EMC,447101710,CATH BALL MUSTANG 10X40X75,"$3,636.67"
EMC,447101711,CATH BALL MUSTANG 12X40X75,"$3,636.67"
EMC,447101712,CATH BALL FOGARTY EMBOLEC 5.5F,"$1,383.45"
EMC,447101714,CATH BALL MUSTANG 8X60X75,"$3,636.67"
EMC,447101716,CATH BALL ANGIOSCULPT 2.0X20,"$10,021.36"
EMC,447101719,CATH BALL ANGIOSCULPT 3.0X20,"$8,672.00"
EMC,447101721,CATH BALL ANGIOSCULPT 3.5X20,"$8,672.00"
EMC,447101731,CATH BALL ANGIOSCULPT 4.0X20,"$9,485.00"
EMC,447101732,CATH BALL ANGIOSCULPT 5.0X20,"$10,960.87"
EMC,447101733,CATH BALL ANGIOSCULPT 6.0X20,"$10,960.87"
EMC,447101740,STENT 4X18X135CM BES HERC ELIT,"$12,990.96"
EMC,447101741,STENT 5X12X135CM BES HERC ELIT,"$12,990.96"
EMC,447101742,STENT 5X15X135CM BES HERC ELIT,"$12,990.96"
EMC,447101743,STENT 5X18X135CM BES HERC ELIT,"$12,990.96"
EMC,447101744,STENT 6X12X135CM BES HERC ELIT,"$12,990.96"
EMC,447101745,STENT 6X15X135CM BES HERC ELIT,"$12,990.96"
EMC,447101746,STENT 6X18X135CM BES HERC ELIT,"$12,990.96"
EMC,447101747,STENT 7X15X135CM BES HERC ELIT,"$12,990.96"
EMC,447101748,STENT 7X18X135CM BES HERC ELIT,"$12,990.96"
EMC,447101749,CATH QUICK CROSS 014X135,"$1,823.50"
EMC,447101750,CATH QUICK CROSS 014X150,"$2,359.71"
EMC,447101751,CATH QUICK CROSS 018X90,"$2,359.71"
EMC,447101752,CATH QUICK CROSS 018X135,"$2,359.71"
EMC,447101753,CATH QUICK CROSS 018X150,"$2,359.71"
EMC,447101754,CATH QUICK CROSS 035X65,"$2,359.71"
EMC,447101755,CATH QUICK CROSS 035X90,"$2,359.71"
EMC,447101756,CATH QUICK CROSS 035X135,"$2,359.71"
EMC,447101757,CATH QUICK CROSS 035X150,"$2,359.71"
EMC,447101760,CATH COYOTE 014 2X80X150,"$6,159.75"
EMC,447101774,CATH RUNWAY GUIDE 6F FL4 ST,$685.28
EMC,447101776,CATH RUNWAY GUIDE 6F AL1.5,$685.28
EMC,447101782,CATH RUNWAY GUIDE 6F IM 85CM,$685.28
EMC,447101789,CATH RUNWAY GUIDE 6F FR3.5 ST,$685.28
EMC,447101819,GUIDEWIRE RUNTHROUG NS 014X180,"$1,765.55"
EMC,447101820,GUIDEWIRE ADVANTAGE 260CM,"$3,249.90"
EMC,447101821,CATH BALL ARMADA 4X150X135,"$2,912.60"
EMC,447101822,CATH BALL ARMADA 4X200X135,"$2,912.60"
EMC,447101823,CATH BALL ARMADA 5X150X135,"$2,912.60"
EMC,447101824,CATH BALL ARMADA 5X200X135,"$2,912.60"
EMC,447101825,CATH BALL ARMADA 6X150X135,"$2,912.60"
EMC,447101826,CATH BALL ARMADA 6X200X135,"$2,912.60"
EMC,447101829,CATH PLATINUM IVUS,"$10,102.95"
EMC,447101831,WIRE V-14 CONTROL SHORT 182STR,"$3,102.44"
EMC,447101832,WIRE V-14 CONTROL SHORT 300STR,"$2,684.72"
EMC,447101833,WIRE V-14 CONTROL LONG 182 STR,"$2,820.56"
EMC,447101834,WIRE V-14 CONTROL LONG 300 STR,"$2,684.72"
EMC,447101835,CATH BALL PTA ANGIOSCORE 4X100,"$12,466.00"
EMC,447101836,CATH BALL PTA ANGIOSCORE 5X100,"$12,466.00"
EMC,447101837,CATH BALL PTA ANGIOSCORE 4X40,"$10,298.00"
EMC,447101838,CATH BALL PTA ANGIOSCORE 5X40,"$10,298.00"
EMC,447101839,CATH BALL PTA ANGIOSCULPT6X100,"$10,982.98"
EMC,447101840,CATH BALL PTA ANGIOSCORE 6X40,"$10,298.00"
EMC,447101853,CATH BALL MUSTANG 4X120X135,"$4,378.02"
EMC,447101857,CATH BALL MUSTANG 5X200X135,"$4,378.02"
EMC,447101858,CATH BALL MUSTANG 6X120X135,"$4,378.02"
EMC,447101859,CATH BALL MUSTANG 6X150X135,"$3,636.67"
EMC,447101860,CATH BALL MUSTANG 6X200X135,"$3,636.67"
EMC,447101861,CATH BALL MUSTANG 7X120X135,"$3,636.67"
EMC,447101863,CATH BALL COYOTE 1.5X40X150OTW,"$6,159.75"
EMC,447101866,CATH BALL COYOTE 3X150X150 MR,"$7,759.27"
EMC,447101867,GUIDE LAUNCHER 6F RBU35,$624.43
EMC,447101868,GUIDE LAUNCHER 6F RBU40,$624.43
EMC,447101869,GUIDE LAUNCHER 6F HSI,$624.43
EMC,447101870,GUIDE LAUNCHER 6F AR10,$668.14
EMC,447101871,GUIDE LAUNCHER 6F AR20,$668.14
EMC,447101872,GUIDE LAUNCHER 6F AL75,$668.14
EMC,447101873,GUIDE LAUNCHER 6F AL10,$668.14
EMC,447101874,GUIDE LAUNCHER 6F AL20,$668.14
EMC,447101875,GUIDE LAUNCHER 6F LCB,$624.43
EMC,447101876,GUIDE LAUNCHER 6F RCB,$624.43
EMC,447101877,GUIDE LAUNCHER 6F MP1,$668.14
EMC,447101885,CATH BALL UT DIAMOND 6X10X150,"$3,205.24"
EMC,447101888,CATH BALL COYOTE 4X100X150 014,"$6,159.75"
EMC,447101934,CATH LANGSTON DUAL LUM PIG 110,"$2,190.15"
EMC,447101964,GUIDE LAUNCHER 7F HS,$624.43
EMC,447101965,CATH BALL MUSTANG 7X200X135,"$3,636.67"
EMC,447101966,CATH BALL ANGIOSCULPT 2.X40,"$11,900.37"
EMC,447101967,CATH BALL ANGIOSCULPT 2.5X40,"$10,298.00"
EMC,447101969,CATH BALL ANGIOSCULPT 3.5X40,"$11,900.37"
EMC,447101970,SHEATH DESINATION HS 45CM,"$2,122.82"
EMC,447101971,STENT; RESOLUT INTEG 2.25X8 RX,"$13,398.83"
EMC,447101972,STENT; RESOLUT INTEG 2.25X12RX,"$13,398.83"
EMC,447101973,STENT; RESOLUT INTEG 2.25X14RX,"$13,398.83"
EMC,447101974,STENT; RESOLUT INTEG 2.25X18RX,"$13,398.83"
EMC,447101975,STENT; RESOLUT INTEG 2.25X22RX,"$13,398.83"
EMC,447101976,STENT; RESOLUT INTEG 2.25.26RX,"$13,398.83"
EMC,447101977,STENT; RESOLUT INTEG 2.25X30RX,"$13,398.83"
EMC,447101978,STENT; RESOLUT INTEG 2.50X8 RX,"$13,398.83"
EMC,447101979,STENT; RESOLUT INTEG 2.50X12RX,"$13,398.83"
EMC,447101980,STENT; RESOLUT INTEG 2.50X14RX,"$13,398.83"
EMC,447101981,STENT; RESOLUT INTEG 2.50X18RX,"$13,398.83"
EMC,447101982,STENT; RESOLUT INTEG 2.50X22RX,"$13,398.83"
EMC,447101983,STENT; RESOLUT INTEG 2.50X26RX,"$13,398.83"
EMC,447101984,STENT; RESOLUT INTEG 2.50X30RX,"$13,398.83"
EMC,447101985,STENT; RESOLUT INTEG 2.75X8RX,"$12,522.27"
EMC,447101986,STENT; RESOLUT INTEG 2.75X12RX,"$13,398.83"
EMC,447101987,"STENT, RESOLUT INTEG 2.75X14RX","$13,398.83"
EMC,447101988,STENT; RESOLUT INTEG 2.75X18RX,"$13,398.83"
EMC,447101989,STENT; RESOLUT INTEG 2.75X22RX,"$13,398.83"
EMC,447101990,STENT; RESOLUT INTEG 2.75X26RX,"$13,398.83"
EMC,447101991,STENT; RESOLUT INTEG 2.75X30RX,"$13,398.83"
EMC,447101992,STENT; RESOLUT INTEG 3.00X9RX,"$12,522.27"
EMC,447101993,STENT; RESOLUT INTEG 3.00X12RX,"$13,398.83"
EMC,447101994,STENT; RESOLUT INTEG 3.00X15RX,"$13,398.83"
EMC,447101995,STENT; RESOLUT INTEG 3.00X18RX,"$13,398.83"
EMC,447101996,STENT; RESOLUT INTEG 3.00X22RX,"$13,398.83"
EMC,447101997,STENT; RESOLUT INTEG 3.00X26RX,"$13,398.83"
EMC,447101998,STENT; RESOLUT INTEG 3.00X30RX,"$12,522.27"
EMC,447101999,STENT; RESOLUT INTEG 3.50X9RX,"$13,398.83"
EMC,447102000,STENT; RESOLUT INTEG 3.50X12RX,"$12,522.27"
EMC,447102001,STENT; RESOLUT INTEG 3.50X15RX,"$13,398.83"
EMC,447102002,STENT; RESOLUT INTEG 3.50X18RX,"$13,398.83"
EMC,447102003,STENT; RESOLUT INTEG 3.50X22RX,"$13,398.83"
EMC,447102004,STENT; RESOLUT INTEG 3.50X26RX,"$13,398.83"
EMC,447102005,STENT; RESOLUT INTEG 3.50X30RX,"$12,522.27"
EMC,447102006,STENT; RESOLUT INTEG 4.00X9RX,"$13,398.83"
EMC,447102007,STENT; RESOLUT INTEG 4.00X12RX,"$13,398.83"
EMC,447102008,STENT; RESOLUT INTEG 4.00X15RX,"$13,398.83"
EMC,447102009,STENT; RESOLUT INTEG 4.00X18RX,"$13,398.83"
EMC,447102010,STENT; RESOLUT INTEG 4.00X22RX,"$13,398.83"
EMC,447102011,STENT; RESOLUT INTEG 4.00X26RX,"$12,522.27"
EMC,447102012,STENT; RESOLUT INTEG 4.00X30RX,"$12,522.27"
EMC,447102013,CATH QUICKCROSS SELECT 014X135,"$2,783.61"
EMC,447102014,CATH QUICKCROSS SELECT 018X135,"$2,783.61"
EMC,447102015,TREROTOLA PTD DRIVE UNIT,"$1,792.64"
EMC,447102016,TREROTOLA PTD KIT 5F X 65CM,"$8,449.21"
EMC,447102017,GUIDEWIRE KINETIX 014X300,"$1,541.25"
EMC,447102019,VASCULAR CLOSURE DEVICE 5F,"$3,377.07"
EMC,447102020,VASCULAR CLOSURE DEVICE 6/7F,"$3,377.07"
EMC,447102021,STENT MULTI-LINK8 RX LL 3.0X33,"$15,678.95"
EMC,447102022,STENT MULTI-LINK8 RX LL 3.0X38,"$14,653.22"
EMC,447102024,STENT MULTI-LINK8 RX LL 3.5X38,"$14,653.22"
EMC,447102025,STENT MULTI-LINK8 RX LL 4.0X33,"$14,653.22"
EMC,447102026,STENT MULTI-LINK8 RX LL 4.0X38,"$14,653.22"
EMC,447102027,STENT VISION RX 2.75X08MM,"$14,290.78"
EMC,447102028,STENT VISION RX 2.75X12MM,"$15,291.13"
EMC,447102029,STENT VISION RX 2.75X15MM,"$14,290.78"
EMC,447102030,STENT VISION RX 2.75X18MM,"$14,290.78"
EMC,447102031,STENT VISION RX 2.75X23MM,"$14,290.78"
EMC,447102032,STENT VISION RX 2.75X28MM,"$15,291.13"
EMC,447102033,STENT VISION RX 3.00X08MM,"$14,290.78"
EMC,447102034,STENT VISION RX 3.00X12MM,"$14,290.78"
EMC,447102035,STENT VISION RX 3.00X15MM,"$14,290.78"
EMC,447102036,STENT VISION RX 3.00X18MM,"$14,290.78"
EMC,447102037,STENT VISION RX 3.00X23MM,"$14,290.78"
EMC,447102038,STENT VISION RX 3.00X28MM,"$14,290.78"
EMC,447102039,STENT VISION RX 3.50X08MM,"$14,290.78"
EMC,447102040,STENT VISION RX 3.50X12MM,"$14,290.78"
EMC,447102041,STENT VISION RX 3.50X15MM,"$14,290.78"
EMC,447102042,STENT VISION RX 3.50X18MM,"$14,290.78"
EMC,447102043,STENT VISION RX 3.50X23MM,"$14,290.78"
EMC,447102044,STENT VISION RX 3.50X28MM,"$14,290.78"
EMC,447102045,STENT VISION RX 4.00X08MM,"$14,290.78"
EMC,447102046,STENT VISION RX 4.00X12MM,"$15,291.13"
EMC,447102047,STENT VISION RX 4.00X15MM,"$15,291.13"
EMC,447102048,STENT VISION RX 4.00X18MM,"$14,290.78"
EMC,447102049,STENT VISION RX 4.00X23MM,"$14,290.78"
EMC,447102050,STENT VISION RX 4.00X28MM,"$14,290.78"
EMC,447102051,STENT MINI VISION RX 2.0X08MM,"$14,290.78"
EMC,447102052,STENT MINI VISION RX 2.0X12MM,"$14,290.78"
EMC,447102053,STENT MINI VISION RX 2.0X15MM,"$15,291.13"
EMC,447102054,STENT MINI VISION RX 2.0X18MM,"$15,291.13"
EMC,447102055,STENT MINI VISION RX 2.0X23MM,"$14,290.78"
EMC,447102056,STENT MINI VISION RX 2.0X28MM,"$15,291.13"
EMC,447102057,STENT MINI VISION RX 2.25X08MM,"$14,290.78"
EMC,447102058,STENT MINI VISION RX 2.25X12MM,"$15,291.13"
EMC,447102059,STENT MINI VISION RX 2.25X15MM,"$14,290.78"
EMC,447102060,STENT MINI VISION RX 2.25X18MM,"$14,290.78"
EMC,447102061,STENT MINI VISION RX 2.25X23MM,"$14,290.78"
EMC,447102062,STENT MINI VISION RX 2.25X28MM,"$14,290.78"
EMC,447102063,STENT MINI VISION RX 2.5X08MM,"$14,290.78"
EMC,447102064,STENT MINI VISION RX 2.5X12MM,"$14,290.78"
EMC,447102065,STENT MINI VISION RX 2.5X15MM,"$15,291.13"
EMC,447102066,STENT MINI VISION RX 2.5X18MM,"$14,290.78"
EMC,447102067,STENT MINI VISION RX 2.5X23MM,"$14,290.78"
EMC,447102068,STENT MINI VISION RX 2.5X28MM,"$14,290.78"
EMC,447102069,STENT ABSOLUTE PRO 6X20X135OTW,"$12,471.31"
EMC,447102070,STENT ABSOLUTE PRO 6X30X135OTW,"$12,471.31"
EMC,447102071,STENT ABSOLUTE PRO 6X40X135OTW,"$14,549.88"
EMC,447102072,STENT ABSOLUTE PRO 6X60X135OTW,"$12,471.31"
EMC,447102073,STENT ABSOLUTE PRO 6X80X135OTW,"$12,471.31"
EMC,447102074,STENT ABSOLUT PRO 6X100X135OTW,"$14,030.24"
EMC,447102075,STENT ABSOLUTE PRO 7X20X135OTW,"$12,471.31"
EMC,447102076,STENT ABSOLUTE PRO 7X30X135OTW,"$12,471.31"
EMC,447102077,STENT ABSOLUT PRO 7X100X135OTW,"$14,030.24"
EMC,447102078,STENT ABSOLUTE PRO 7X80X135OTW,"$12,471.31"
EMC,447102083,STENT ABSOLUT PRO 10X20X135OTW,"$12,471.31"
EMC,447102084,STENT ABSOLUT PRO 10X30X135OTW,"$12,471.31"
EMC,447102086,CATH TWIN-PASS DUAL ACCESS,"$4,234.63"
EMC,447102100,STENT OMNILINK ELITE 7X19X80,"$11,692.59"
EMC,447102101,STENT OMNILINK ELITE 7X29X80,"$11,692.59"
EMC,447102102,STENT OMNILINK ELITE 7X39X80,"$11,692.59"
EMC,447102103,STENT OMNILINK ELITE 7X59X80,"$11,692.59"
EMC,447102104,STENT OMNILINK ELITE 8X19X80,"$11,692.59"
EMC,447102105,STENT OMNILINK ELITE 8X29X80,"$11,692.59"
EMC,447102106,STENT OMNILINK ELITE 8X39X80,"$11,692.59"
EMC,447102107,STENT OMNILINK ELITE 8X59X80,"$11,692.59"
EMC,447102108,STENT OMNILINK ELITE 9X19X80,"$11,692.59"
EMC,447102109,STENT OMNILINK ELITE 9X29X80,"$11,692.59"
EMC,447102110,STENT OMNILINK ELITE 9X39X80,"$11,692.59"
EMC,447102111,STENT OMNILINK ELITE 9X59X80,"$11,692.59"
EMC,447102112,STENT OMNILINK ELITE 10X19X80,"$11,692.59"
EMC,447102113,STENT OMNILINK ELITE 10X29X80,"$11,692.59"
EMC,447102114,STENT OMNILINK ELITE 10X59X80,"$13,510.61"
EMC,447102117,CATH BALL STERLING MR 6X60X135,"$5,659.82"
EMC,447102118,CATH BALL STERLING MR 5X60X135,"$5,659.82"
EMC,447102119,CATH BALL EMERGE OTW 8X1.50,"$2,358.02"
EMC,447102120,CATH BALL EMERGE OTW 8X2.00,"$2,523.08"
EMC,447102121,CATH BALL EMERGE OTW 8X2.5,"$2,523.08"
EMC,447102122,CATH BALL EMERGE OTW 8X3.0,"$2,358.02"
EMC,447102123,CATH BALL EMERGE OTW 8X3.5,"$2,358.02"
EMC,447102124,CATH BALL EMERGE OTW 8X4.0,"$2,358.02"
EMC,447102125,CATH BALL EMERGE OTW 12X1.50,"$2,358.02"
EMC,447102126,CATH BALL EMERGE OTW 12X2.50,"$2,523.08"
EMC,447102127,CATH BALL EMERGE OTW 12X3.0,"$2,523.08"
EMC,447102128,CATH BALL EMERGE OTW 12X2.0,"$2,523.08"
EMC,447102129,CATH BALL EMERGE OTW 12X3.5,"$2,358.02"
EMC,447102130,CATH BALL EMERGE OTW 12X4.0,"$2,358.02"
EMC,447102131,CATH BALL EMERGE OTW 15X1.50,"$2,358.02"
EMC,447102132,CATH BALL EMERGE OTW 15X2.0,"$2,523.08"
EMC,447102133,CATH BALL EMERGE OTW 15X2.50,"$2,523.08"
EMC,447102134,CATH BALL EMERGE OTW 15X3.00,"$2,358.02"
EMC,447102136,CATH BALL EMERGE OTW 15X4.0,"$2,523.08"
EMC,447102137,CATH BALL EMERGE OTW 20X1.50,"$2,358.02"
EMC,447102138,CATH BALL EMERGE OTW 20X2.00,"$2,523.08"
EMC,447102139,CATH BALL EMERGE OTW 20X2.50,"$2,523.08"
EMC,447102142,CATH BALL EMERGE OTW 20X4.00,"$2,358.02"
EMC,447102143,CATH BALL EMERGE OTW PUSH8X1.5,"$2,358.02"
EMC,447102144,CATH BALL EMERG OTW PUSH12X1.5,"$2,523.08"
EMC,447102145,CATH BALL EMERG OTW PUSH15X1.5,"$2,358.02"
EMC,447102146,CATH BALL EMERG OTW PUSH20X1.5,"$2,358.02"
EMC,447102147,CATH BALL EMERGE MR 8X1.50,"$2,358.02"
EMC,447102148,CATH BALL EMERGE MR 8X2.0,"$2,523.08"
EMC,447102149,CATH BALL EMERGE MR 8X2.5,"$2,523.08"
EMC,447102150,CATH BALL EMERGE MR 8X3.0,"$2,523.08"
EMC,447102151,CATH BALL EMERGE MR 8X3.5,"$2,358.02"
EMC,447102152,CATH BALL EMERGE MR 8X4.0,"$2,358.02"
EMC,447102153,CATH BALL EMERGE MR 12X1.50,"$2,358.02"
EMC,447102154,CATH BALL EMERGE MR 12X2.0,"$2,523.08"
EMC,447102155,CATH BALL EMERGE MR 12X2.5,"$2,523.08"
EMC,447102156,CATH BALL EMERGE MR 12X3.00,"$2,523.08"
EMC,447102157,CATH BALL EMERGE MR 12X3.5,"$2,358.02"
EMC,447102158,CATH BALL EMERGE MR 12X4.0,"$2,358.02"
EMC,447102159,CATH BALL EMERGE MR 15X1.5,"$2,358.02"
EMC,447102160,CATH BALL EMERGE MR 15X2.00,"$2,523.08"
EMC,447102161,CATH BALL EMERGE MR 15X2.5,"$2,523.08"
EMC,447102162,CATH BALL EMERGE MR 15X3.00,"$2,358.02"
EMC,447102163,CATH BALL EMERGE MR 15X3.5,"$2,358.02"
EMC,447102164,CATH BALL EMERGE MR 15X4.0,"$2,358.02"
EMC,447102165,CATH BALL EMERGE MR 20X1.5,"$2,358.02"
EMC,447102166,CATH BALL EMERGE MR 20X2.0,"$2,523.08"
EMC,447102167,CATH BALL EMERGE MR 20X2.5,"$2,358.02"
EMC,447102168,CATH BALL EMERGE MR 20X3.0,"$2,358.02"
EMC,447102169,CATH BALL EMERGE MR 20X3.5,"$2,358.02"
EMC,447102170,CATH BALL EMERGE MR 20X4.0,"$2,358.02"
