MNEMONIC,DESCRIPTION, STD.CHARGE 
429600570,TUBE STOMA BUTTON MIC-KEY, $434.00 
429600575,GRAFIX 14MM," $1,996.00 "
429600576,GRAFIX 1.5x2CM," $2,634.00 "
429600577,GRAFIX 2x3CM," $2,738.00 "
429600578,GRAFIX 3x4CM," $3,361.00 "
429600999,OSTOMY/WD SERV(CONTRACT) 15 MI, $65.00 
429601300,HBO PER 30 MIN, $306.00 
429601400,HBO MCAL INITIAL 15 MIN, $154.00 
429601401,HBO MCAL EA ADDL 15MIN, $154.00 
429609581,MULTI LAYER COMP SYS BILAT, $238.00 
429610060,I&D SIMPLE, $276.00 
429610061,I&D COMPLEX/MULTI, $276.00 
429610120,FB REMOVAL, $322.00 
429610121,I&D FB REMOVAL," $2,080.00 "
429610140,I&D HEMATOMA/SEROMA," $2,439.00 "
429610160,PUNCTURE ASPIRATION ASCESS, $276.00 
429610180,I&D POSTOP WOUND," $3,756.00 "
429611042,DEBRIDE EXCISE SUBCUT, $531.00 
429611043,DEBRIDE EXCISE MUSCLE, $531.00 
429611044,DEBRIDE EXCISE BONE," $1,401.00 "
429611045,SUBQ EXC DEBRIDE EA ADDL 20CM, $552.00 
429611046,MUSCLE EXC DEBRIDE EA ADD 20CM, $552.00 
429611047,BONE EXC DEBRIDE EA ADDL 20CM," $1,708.00 "
429611055,PARING BENIGN LESION SNGL, $163.00 
429611056,PARING BENIGN LESION 2-4, $163.00 
429611057,PARING BENIGN LESION 5 OR >, $163.00 
429611100,BX SKIN 1ST OR SINGLE LESION, $297.00 
429611101,BX SKIN EA ADDL LOCATION, $163.00 
429611111,WOUND EST LEVEL 1, $150.00 
429611112,WOUND EST LEVEL 2, $200.00 
429611113,WOUND EST LEVEL 3, $248.00 
429611114,WOUND EST LEVEL 4, $371.00 
429611115,WOUND EST LEVEL 5, $501.00 
429611400,EXCISION B9 LESION <0.5CM, $728.00 
429611401,EXCISION B9 LESION 0.6-1.0CM, $861.00 
429611402,EXCISION B9 LESION  1.1-2.0CM, $992.00 
429611719,TRIM NONDYSTROPIC NAIL ANY#, $163.00 
429611720,DEBRIDE NAILS 1-5, $163.00 
429611721,DEBRIDE NAILS 6 OR >, $163.00 
429611730,AVULSION NAIL, $163.00 
429611732,AVULSION NAIL EA ADDL PLATE, $163.00 
429611740,DRAIN BLOOD UNDER NAIL, $128.00 
429612002,WOUND CLOSURE SIMPLE, $270.00 
429612007,LAC REPAIR SNAGTE >30CM, $129.00 
429612036,WOUND RPR INTMD 20.1-30.0, $617.00 
429613160,SECONDARY CLOSURE SURG WOUND," $2,075.00 "
429615271,SKIN SUB GRAFT TRNK/ARM/LEG, $668.00 
429615272,SKIN SUB GRAFT T/A/L ADD-ON, $668.00 
429615275,SKIN SUB GRAFT FACE/NK/HF/G, $668.00 
429615276,SKIN SUB GRAFT F/N/HF/G ADDL, $668.00 
429615786,ABRASION SINGLE LESION, $163.00 
429615787,ABRASION 2-4 LESIONS, $163.00 
429616000,BURN 1ST DEGREE INITL NO F/U, $187.00 
429616020,BURN SM PARTIAL <5% TBSA, $264.00 
429616025,BURN MED 5-10% TBSA, $303.00 
429616030,BURN LG >10% TBSA, $329.00 
429617250,CAUTERIZATION CHEMICAL, $297.00 
429620610,DRAIN/INJ JNT/BURSA W/O US, $551.00 
429628010,TENOTOMY TOE TENDON," $1,580.00 "
429629445,APPLY TOTAL CONTACT LEG CAST, $474.00 
429629580,APPLY UNNA BOOT, $161.00 
429629581,MULTI LAYER COMP SYS SNGL, $238.00 
429629589,APPLY UNNA BOOT BILATERAL, $318.00 
429643760,GASTROSTOMY TUBE CHANGE, $473.00 
429669210,RMV IMPACTED WAX INSTRUMENT, $128.00 
429693922,SENSILASE LMTD BIL-ABI&1-2LVLS, $279.00 
429693923,SENSILASE COMPL BIL-AB 1&3 LVL, $312.00 
429696375,IV PUSH ADDL SEQUENTIAL, $55.00 
429696706,NEGATIVE PRESSURE >50CM, $298.00 
429697597,DEBRIDE SELECTIVE 1ST 20 SQ CM, $303.00 
429697598,DEBRIDE SELECTIVE ADDL 20 SQCM, $303.00 
429697602,DEBRIDE NONSELECTIVE, $163.00 
429697605,WOUND THERAPY <=50 SQ (DME), $480.00 
429697606,WOUND THERAPY>50 SQ CM (DME), $480.00 
429697607,WOUND THERAPY <= 50 CM (DISP), $480.00 
429697608,WOUND THERAPY >50CM (DISP), $480.00 
431000601,HOSPICE AIDE VISIT EA 15MIN, $30.00 
431000611,HOSPICE SW PHONE CALL EA 15MIN, $50.00 
431000655,HOSPICE INPATIENT RESPITE CARE, $201.00 
431000699,HOSPICE LONG TERM RM & BRD SNF, $175.00 
431000701,HOSPICE AIDE VISIT EA 15MIN, $60.00 
431000703,HOSPICE MSW VISIT EA 15MIN, $100.00 
431000705,HOSPICE OT VISIT EA 15MIN, $90.00 
431000706,HOSPICE PT VISIT EA 15MIN, $90.00 
431000710,HOSPICE ST VISIT EA 15MIN, $90.00 
431000711,HOSPICE MSW PHONE CALL EA 15MN, $100.00 
431000801,MCR HOSPICE HHA VISIT, $30.00 
431000803,MCR HOSPICE MSW VISIT, $30.00 
431000804,MCR HOSPICE NURSING VISIT, $59.00 
431006510,ROUTINE CARE HOME, $175.00 
431006511,ROUTINE CARE ASST LIVE, $163.00 
431006512,ROUTINE CARE SNF, $212.00 
439000010,TREATMENT ROOM I, $474.00 
439000015,TREATMENT ROOM II, $688.00 
439000035,RECOVERY PACU EA MIN, $56.00 
439000245,PICC LINE INSERTION," $3,500.00 "
439000255,CHEMOTHERAPY-SIMPLE, $415.00 
439000257,CHEMO CHEMO IV PUSH, $162.00 
439000258,CHEMO CHEMO IV PUSH ADD'L, $162.00 
439000260,CHEMOTHERAPY-SIMPLE-CX, $750.00 
439000265,CHEMOTHERAPY-INFUSION 0-1 HR, $691.00 
439000266,CHEMOTHERAPY ADD'L HRS, $563.00 
439000267,CHEMOTHERAPY ADD'L SEQUENTIAL, $258.00 
439000307,INFUSION THERAPY 1ST HOUR, $679.00 
439000308,HYDRATION IV 1ST HR, $275.00 
439000309,INFUSION THERAPY ADD'L HRS, $455.00 
439000310,MAINTENANCE IMPLANTABLE PUMP, $146.00 
439000311,HYDRATION IV ADDL HR, $138.00 
439000315,REFILL IMPLANTABLE PUMP, $238.00 
439000410,MED/SURG ACUTE ROOM," $4,652.00 "
439007001,ACCU CHECK STRIP/LANCET, $19.00 
439007100,MINOR SURGERY I, $953.00 
439030035,BLOCK," $1,732.00 "
439036569,PICC LINE INSERTION," $3,500.00 "
439062270,LUMBAR PUNCTURE DX, $728.00 
439080060,OBSERVATION AS0 PER HR, $182.00 
439090784,IV INJECTION, $212.00 
439090785,IV INJECTION ADD'L SEQUENTIAL, $55.00 
439092960,CARDIOVERSION - EXTERNAL," $2,659.00 "
439099144,MOD SEDATION 1ST 30 MIN, $189.00 
439099145,MOD SEDATION EA AD 15 MIN, $47.00 
440000011,OB TREATMENT ROOM, $154.00 
440000103,OB EXAM RM-SIMPLE EVAL/TX 0-4, $669.00 
440000105,OB EXAM RM-COMPLEX EV/TX 0-4HR, $925.00 
440000110,OB EXAM RM-SIMPLE EVAL/TX 4-8H, $749.00 
440000111,OB EXAM RM-SIMPLE EV/TX 8-16HR," $1,389.00 "
440000115,OB EXAM RM-COMPLEX EV/TX 4-8H," $1,586.00 "
440000118,OB EXAM RM-COMPLEX EV/TX 8-16H," $3,179.00 "
440000119,OB EXAM RM-COMPLEX EV/TX 16-24," $3,520.00 "
440000211,EXTERNAL VERSION," $2,808.00 "
440000306,INFUSION SEQUENTIAL 1ST HOUR, $239.00 
440000307,INFUSION THERAPY 1ST HOUR, $679.00 
440000308,HYDRATION IV 1ST HR, $275.00 
440000309,INFUSION THERAPY ADDL HRS, $455.00 
440000310,HYDRATION IV EA ADDL HR, $138.00 
440010101,DELIVERY LEVEL 2," $4,605.00 "
440010301,DELIVERY LEVEL 3 /HR," $4,705.00 "
440010401,DELIVERY LEVEL 4 /HR," $4,805.00 "
440010501,DELIVERY LEVEL 5 /HR," $4,905.00 "
440010601,DELIVERY LEVEL 6 /HR," $5,005.00 "
440010701,DELIVERY LEVEL 7 /HR," $5,105.00 "
440010801,DELIVERY LEVEL 8," $5,205.00 "
440030101,INTERMED CARE LDR EA 30MIN, $169.00 
440030102,INTERMED CARE LDR/PP EA 30MIN, $165.00 
440030201,INTENSIVE CARE LDR EA 30MIN, $234.00 
440030202,INTENSIVE CARE LDR/PP EA 30MIN, $216.00 
440040101,INTERMEDIATE CARE LDR/POST 30M, $144.00 
440050050,PRE-OP PROCEDURE ROOM, $504.00 
440052100,L&D INPT ROOM," $4,652.00 "
440059020,FETAL CONTRACTION STRESS TEST, $525.00 
440059025,FETAL NON STRESS TEST, $525.00 
440060250,OB SURG LEVEL 1 1ST 30 MIN," $1,890.00 "
440060350,OB SURGERY BASIC PER MIN, $117.00 
440060450,OB SURG LEVEL 3 PER MIN, $117.00 
440060550,OB SURG LEVEL 4 PER MIN, $117.00 
440060650,OB SURG LEVEL 5 PER MIN, $117.00 
440060750,OB SURG LEVEL 6 PER MIN, $117.00 
440060850,OB SURG LEVEL 7 PER MIN, $117.00 
440080101,OB SURGERY RECOVERY, $306.00 
440081003,UA W/O MICRO, $22.00 
440082803,I-STAT BLOOD GAS, $64.00 
440084112,AMNISURE, $500.00 
440090785,IV INJECTION ADD'L SEQUENTIAL, $55.00 
442000941,MESH VENTRALEX LG," $3,455.00 "
442001000,CARDIAC SURGERY LVL1 1ST HR," $27,453.00 "
442001010,CARDIAC SURGERY LVL1 PR MIN, $344.00 
442001040,CARDIAC SURGERY LVL 2 1ST HR," $27,453.00 "
442001050,CARDIAC SURGERY LVL 2 (EA MIN), $344.00 
442001065,SURGERY LVL 1 1ST 30 MIN," $10,786.00 "
442001070,SURGERY LVL 1 PER MIN, $270.00 
442001075,ANESTH GENL 1ST 30 MIN," $2,304.00 "
442001080,LASER SURGERY 0<1 HR," $15,479.00 "
442001090,LASER SURGERY PER MIN, $194.00 
442001105,SURGERY LVL 2 1ST 30 MIN," $10,786.00 "
442001110,SURGERY LVL 2 PER MIN, $270.00 
442001120,PERFUSIONIST LVL 1 1ST HR," $3,706.00 "
442001130,PERFUSIONIST LVL 1 PER MIN, $47.00 
442001140,PERFUSIONIST LVL 2 1ST HR," $3,706.00 "
442001150,PERFUSIONIST LVL 2 PER MIN, $47.00 
442001160,ANESTH GENL FIRST HR," $3,291.00 "
442001165,ANESTH GENL 1ST 30 MIN," $2,489.00 "
442001170,ANESTH GENL (MINUTES), $62.00 
442002080,MODERATE SEDATION 1ST 30 MIN, $104.00 
442010090,RN FIRST ASSIST-MAIN OR / MIN, $10.00 
442035778,GUIDEWIRE 60CM ST JUDE NEURO, $465.00 
442035779,KIT LEAD OCTRODE 60CM," $9,016.00 "
442035780,KIT LEAD QUATRODE," $5,960.00 "
442040001,SPINAL," $1,265.00 "
442040002,REGIONAL NERVE BLOCK, $983.00 
442040003,LOCAL ANESTHETIC, $904.00 
442040005,MONITORED ANESTHESIA CARE, $983.00 
442095972,ANALYZE NEUROSTIM CMPLX 1st HR, $550.00 
442100023,MISC IMPLANT VOICE PROSTHESIS," $1,000.00 "
442100024,BLADE BONE MILL, $941.00 
442100026,HEMOSTASE," $1,066.00 "
442100027,VAGINAL GRAFT UPHOLD," $4,280.00 "
442100028,VAGINAL GRAFT PINNACLE," $4,407.00 "
442100029,DEVICE URINARY SLING MINIARC," $4,207.00 "
442100031,HERO COMPONENT OUTFLOW VENOUS," $5,109.00 "
442100032,HERO GRAFT COMPONENT," $2,883.00 "
442100051,MISC LEAD PCMKR TRANVENOUS VDD," $2,127.00 "
442100052,GRAFT BONE CERVICAL FACET VAR$," $2,017.00 "
442100152,KYPHON BONE CEMENT/MIX, $878.00 
442100925,GUIDE WIRE WINN, $627.00 
442100926,ORBITAL FLOOR PLATES," $2,851.00 "
442100927,STENT ENDOPYELOTOMY 7-10F 24CM, $460.00 
442100928,STENT LACRIMAL, $307.00 
442100929,STENT LARYNGEAL HOOD, $561.00 
442100930,NEUROSTIM MRI PRIME SURESCAN," $29,565.00 "
442100931,NEUROSTIM MRI RESTORE SURESCAN," $30,660.00 "
442100932,NEUROSTIM MRI ULTRA SURESCAN," $31,755.00 "
442100933,NEUROSTIM MRI SENSOR SURESCAN," $33,325.00 "
442100934,NEUROSTIM PROGRAMMER EXTERNAL," $2,820.00 "
442100935,NEUROSTIM RECHARGER EXTERNAL," $3,930.00 "
442100936,NEUROSTIM LEAD KIT C&S 1X8," $2,205.00 "
442100937,NEUROSTIM LEAD KIT 2X8," $11,750.00 "
442100938,IMPLANT JOINT MCP," $8,122.00 "
442100939,ENDOBUTTON STR, $699.00 
442100940,BONE CRESCENT," $11,067.00 "
442100941,MESH VENTRALEX LG," $2,077.00 "
442100942,ZIPWIRE STR, $158.00 
442101100,IMPELLA PUMP SYS 5.0 AIC," $59,360.00 "
442101101,IMPELLA PUMP SYS CP," $57,240.00 "
442101102,IMPELLA CONNECTOR CABLE PUMP," $1,150.00 "
442101103,IMPELLA CASSETTE PURGE, $836.00 
442101228,VASCULAR PATCH VELOUR 15X15CM, $690.00 
442101229,MESH PELVICOL," $1,866.00 "
442101230,FLOW COUPLER," $2,820.00 "
442101231,RING ANNULOPLASTY PHYSIO," $7,847.00 "
442101232,UPSYLON MESH/COLP MANIPULATOR," $3,498.00 "
442101233,IMP JNT INTERPHALANGEAL PRX SR," $6,387.00 "
442101234,IMP JNT INTERPHALNGL PRX SILCN," $3,171.00 "
442101300,SORBAFIX TACKER 30," $1,887.00 "
442101301,SORBAFIX TACKER 15," $1,860.00 "
442101302,BULKING AGENT COAPTITE 1ML," $1,073.00 "
442101303,CUFF NEUROFLEX ALL SIZES," $4,127.00 "
442101304,GRAFT PRECISION ALL SZS," $10,143.00 "
442101305,BONE CAPSTONE 22MM," $9,891.00 "
442101306,BONE CAPSTONE 26MM," $12,947.00 "
442101307,CARDIOROOT ALL SZS," $5,227.00 "
442101308,VALVE LUMBAR H-V," $3,194.00 "
442101309,SPHERE EYE KATENA, $126.00 
442101316,GRAFT TENDON SEMITENDINOSUS," $2,793.00 "
442101317,TISSUEMEND 5X6CM," $6,259.00 "
442101318,TISSUEMEND 3X3CM," $2,895.00 "
442101319,TISSUEMEND 6X10CM," $7,368.00 "
442103982,WRIST JACK EXTRNL FIXATION," $3,799.00 "
442104100,MESH STRATTICE 6X8 PLIABLE," $3,448.00 "
442104105,MESH STRATTICE 10X20," $12,451.00 "
442105010,MAMMOSITE CATHETER (RAD ONCOLO," $12,085.00 "
442105020,DISSECTING WIRE PASS DRILL 2.0, $947.00 
442109230,ARTHREX ANCHOR MINI FT 2-0MM," $1,192.00 "
442109231,ARTHREX ANCHOR MICRO FT 1.3MM," $1,192.00 "
442109232,ALLODERM CONTOUR 7.3X14.7-108," $6,307.00 "
442109233,ALLODERM RTU 4X16-64CM," $4,960.00 "
442109234,UROLIFT SYSTEM," $2,678.00 "
442110009,CATH OTD SWAN/93A741H-7.5," $2,988.00 "
442110042,MAC 2 LUMEN CNTRAL 7-8FR/AK-11," $1,017.00 "
442110045,ENDOBRONCH BLOCKER/C-AEBS-9.0-," $1,251.00 "
442110046,ENDOBRACH BLOCKER/C-AEBS-9.0-6," $1,251.00 "
442110047,GRAFT FOUR BRANCH 28X50," $4,210.00 "
442110048,GRAFT THREE BRANCH 14MM," $3,645.00 "
442110049,GRAFT VASC HEMASHIELD 2X6," $1,045.00 "
442111002,CATH EMBOLECTOMY 3 - 5 FR, $550.00 
442111019,CELL SAVER ASPIRATION/CSP-208, $429.00 
442111031,FELT DACRON/007839, $399.00 
442111032,FELT TEFLON/007837," $1,273.00 "
442111033,FOGARTY INSERTS 86MM/A0803, $265.00 
442111037,PATCH GORE 1X15X20/1415020010," $8,974.00 "
442111039,SHUNT CAROTID BYPASS, $458.00 
442111040,CHRONOS STRIP 50MM," $2,250.00 "
442111041,CHRONOS STRIP 100MM," $3,296.00 "
442111050,BARD SAUVAGE FILAM FABRIC/0078," $1,379.00 "
442111053,CELL SAVER RESERVOIR/220, $608.00 
442111055,PTFE VG," $2,945.00 "
442111059,PTFE 4-7MMX45CM/S47045," $4,972.00 "
442111060,PTFE REM RG," $7,185.00 "
442111062,XSTOP INTERSPINOUS DECOMP SYS," $10,869.00 "
442111163,BONE SUBST HYDROSET 15CC," $6,524.00 "
442111164,BONE SUBST HYDROSET 10CC," $4,535.00 "
442111165,ACTIFUSE ABX 5ML BONE GRAFT," $3,040.00 "
442111166,ACTIFUSE ABX 10ML BONE GRAFT," $5,031.00 "
442111167,PUTTY MASTERGRAFT 9CC," $2,890.00 "
442111168,PUTTY MASTERGRAFT 6CC," $2,382.00 "
442111169,MESH STRATTICE 10X10X25CM," $14,519.00 "
442111170,AXOGUARD NERVE CONNECTOR," $2,882.00 "
442111171,AXOGUARD NERVE PROTECTOR," $4,913.00 "
442111172,AXOGUARD NRV PROTECTOR 10X40," $5,699.00 "
442111173,CARTIVA CARTILAGE IMPLANT," $8,122.00 "
442111251,BONE SCREW, $72.00 
442111252,PLATES, $249.00 
442111253,BURR HOLE COVER PLATE, $320.00 
442111254,TEMPORALIS MUSCLE SUSP PLATE, $374.00 
442111255,CHIARI PLATE," $2,237.00 "
442111256,GAP PANEL, $676.00 
442111257,PLATE PANEL HEX," $1,351.00 "
442111258,PLATE PANEL HEAVY," $2,357.00 "
442111259,PLATE PANEL," $2,035.00 "
442111260,"SPINAL CAGE ELEVATE"""""," $10,693.00 "
442112022,CATH COUDE 18FR 5CC/0112L18, $419.00 
442112027,CATH DUAL LUMEN/405-100, $598.00 
442112048,CATH URETERAL, $368.00 
442112107,GLIDE WIRE ANG OR STR, $491.00 
442112141,PENILE CM BELT CUFF," $13,876.00 "
442112146,PENILE BALLOON," $11,005.00 "
442112148,PENILE 800 CONTROL PUMP," $15,602.00 "
442112149,PENILE ACCESS KIT 700/72401850," $1,233.00 "
442112150,PENILE ACCESS KIT 800/72401685," $5,717.00 "
442112151,IMPLANT TENDON ROD HUNTER," $2,732.00 "
442112175,STENT HYDRDOPLUS," $1,612.00 "
442112191,STENT URETERAL," $2,172.00 "
442112207,VESICA PBNS KIT/820-100," $7,164.00 "
442112223,GUIDE WIRE COATED, $482.00 
442112255,CATH BALL DILL," $2,537.00 "
442112256,MESH CRURASOFT SMALL," $1,547.00 "
442112260,IN-FST S-TAP BONE SCREW/783511," $3,010.00 "
442112264,SPEEDTAC," $2,819.00 "
442112268,INFAST INSERTER/C SCREW/783522," $6,809.00 "
442112277,STENT URETERAL DIVERSION," $2,015.00 "
442112278,GRAFT HEMASHIELD PLATINUM 6X60," $1,910.00 "
442112279,GRAFT HEMASHIELD PLATINUM 7X60," $1,910.00 "
442112280,GRAFT HEMASHIELD PLATINUM 8X60," $1,910.00 "
442112311,REPLIFORM 2X7CM/820-241," $4,390.00 "
442112370,PENILE RESERVOIR," $7,929.00 "
442112373,PENILE 15CM CYL W/PUMP," $29,273.00 "
442113002,BLADE ULTRA POINT/37-7100, $110.00 
442113003,STAPLER DUET ENDO 45," $1,594.00 "
442113004,STAPLER DUET ENDO 60," $1,733.00 "
442113005,MESH PARIETEX 25X20," $3,619.00 "
442113018,ENDOSTAT .04MM/0010-0622," $3,010.00 "
442113028,PROS NCUS-ROBINSON 5.0/N1686C1," $1,297.00 "
442113037,SINUSTENT KENNEDY/470530, $468.00 
442113072,EMG ENDOTRACH TUBE 6MM/82-2930," $2,172.00 "
442113073,EMG ENDOTRACHEAL TUBE/82-29307," $2,172.00 "
442113074,EMG ENDOTRACHEAL TUBE/82-29308," $2,172.00 "
442113075,PALINDROME SPLIT CATH KIT *PNL," $1,359.00 "
442113076,PALINDROME DIALYSIS CATH, $452.00 
442113077,PALNIDROME GUIDE WIRE, $452.00 
442113078,PALINDROME PULL APART VLV/SHTH, $455.00 
442114040,X PROS EAR DELA CR," $1,640.00 "
442114068,X PROS EAR SHEEHY," $3,121.00 "
442114084,X TUBE EAR, $217.00 
442114091,STAPES SHORT WEHRS INCUS/14088," $4,181.00 "
442114104,PLT STRAIGHT 4H BAR 8MM/54-051, $775.00 
442114124,SCR BONE 1.7X5MM/52-81705, $509.00 
442114134,PLATE STRAIGHT 16H REG/01-0821," $1,042.00 "
442114135,PLATE STRAIGHT 6H REG/01-08206, $745.00 
442114136,PLATE STRAIGHT 4H MED/01-08203, $682.00 
442114137,PLATE STRAIGHT 4H REG/01-08204, $631.00 
442114138,TRISTAPLE REIN 60 PUR," $1,689.00 "
442114139,TRISTAPLE REIN 60 BLK," $1,941.00 "
442114140,PLATE DBL Y-SHAPE REG/01-08260," $1,559.00 "
442114152,SCREW SELF-TAP 2.0MM, $454.00 
442114153,ANCHOR 1.4MM 1 STRAND ICONIX 1," $1,125.00 "
442114154,ANCHOR 2.3MM 2 STRAND ICONIX 2," $1,125.00 "
442114155,ANCHOR 2.3MM 2 STRND ICONIX 25," $1,125.00 "
442114173,PLATE STRAIGHT 4H SHORT/54-150," $2,310.00 "
442114177,PLATE STRAIGHT 6H MEDIUM/54-15," $3,394.00 "
442114181,PLATE C-SHAPE 4 HOLES/54-15094," $2,945.00 "
442114185,SCREW BONE 2.3MM, $553.00 
442114193,SCREW BONE 2.7MM, $606.00 
442114199,PLATE STRAIGHT 6H 40MM/01-0864," $2,292.00 "
442114203,PLATE CURVED 4HOLES 39MM/01-08," $2,939.00 "
442114217,TI MESH SCREW, $526.00 
442114222,PLUG ILLIAC ZAC 16X30," $4,942.00 "
442114223,LARYNGECTOMY TUBE, $543.00 
442115002,DEFLUX 1ML IMPLANT," $4,740.00 "
442116445,BLADE INFERIOR TURB 2MM/18-820," $1,528.00 "
442117006,ASC ENDO BABCOCK/174001," $1,114.00 "
442117008,ASC ENDO GIA 2.5 CART/030333," $2,537.00 "
442117009,ASC ENDO GIA 30-2.5 CART/03080," $1,805.00 "
442117010,ASC ENDO GIA 30-2.5 GUN/030811," $3,836.00 "
442117011,ASC ENDO GIA 30-3.5 CART/03080," $1,212.00 "
442117012,ASC ENDO GIA 30-3.5 GUN/030813," $3,836.00 "
442117014,ASC ENDO STITCH INS/173016," $1,710.00 "
442117015,ASC ENDOSTICH HANDPIECE/173024, $488.00 
442117018,ASC ENDOCLIP L/176625," $1,421.00 "
442117019,ASC ENDOCLIP ML/176615," $1,246.00 "
442117024,ASC ENDOSHEARS/176643," $1,766.00 "
442117025,ASC GIA 60 GUN/030676," $1,353.00 "
442117026,ASC GIA 60 INSERT/030678L, $764.00 
442117027,ASC GIA 80 3.8 GUN/031738," $3,119.00 "
442117028,ASC GIA 80 3.8 INSERT/031739, $590.00 
442117029,ASC GIA 80 4.8 GUN/031748," $3,432.00 "
442117030,ASC GIA 80 4.8 INSERT/031749," $1,584.00 "
442117032,ASC PURSE STRING 45/020730, $443.00 
442117033,ASC PURSE STRING 65/020242, $798.00 
442117037,ASC ROTICULATOR GRASPER/174233," $1,583.00 "
442117040,ASC STAPLER CEEA 28/111859," $6,798.00 "
442117044,ASC STAPLER CEEA 31/111989," $2,471.00 "
442117046,ASC STAPLER CEEA 21/111983," $4,709.00 "
442117047,ASC STAPLER LDS/092001," $1,901.00 "
442117049,ASC STAPLER VCS GRAFT/132905," $3,588.00 "
442117056,ASC TA 30-3.5/015427, $721.00 
442117057,ASC TA 30-4.8/015433, $721.00 
442117058,ASC TA 30-V3-015441L," $1,104.00 "
442117059,ASC TA 55-3.5/015451, $774.00 
442117060,ASC TA 55-4.8/015458, $774.00 
442117061,ASC TA 90-3.5/015477," $1,505.00 "
442117062,ASC TA 90-4.8/015485, $786.00 
442117063,ASC TA 90B 4.8 STAPLES/015888L," $4,532.00 "
442117064,ATRICLIP (ALL SIZES)," $2,882.00 "
442117070,CATH HICKMAN," $3,469.00 "
442117075,HEMI HIP POROUS STEM IMPLNT," $8,908.00 "
442117076,HEMI HIP CEMENTED STEM," $7,860.00 "
442117077,HEMI HIP LD/FX STEM," $5,895.00 "
442117081,HANDPIECE TRIPLE OPTION/130321, $789.00 
442117135,SEPRAFILM MEMBRANE 431102, $949.00 
442117145,CHOLANGIOCATH 16GA/374014, $181.00 
442117148,ASC ENDO RETRACT 10MM/176647," $3,272.00 "
442117169,SKIN STAPLER/528235, $176.00 
442117191,ROTICULATOR," $3,275.00 "
442117192,STAPLER CRVD CIRCULAR 21MM/CDH," $3,438.00 "
442117193,STAPLER CRVD CIRCULAR 25MM/CDH," $3,438.00 "
442117194,STAPLE CRVD CIRCULAR 29MM/CDH2," $4,121.00 "
442117195,STAPLER CRVD CIRCULAR 33MM/CDH," $3,438.00 "
442117199,LINEAR CUTTER RELOAD 55MM/TCR5, $791.00 
442117200,LINEAR CUTTER 55MM/TLC55," $1,425.00 "
442117201,LINEAR CUTTER 75MM/TLC75, $820.00 
442117202,ENDOPATH LINEAR CUTTER /TR352," $1,187.00 "
442117203,ENDOPATH ETS LINEAR 35MM/TSW35," $2,527.00 "
442117205,ENDOPATH ETS LINEAR 35MM/TSB35," $2,906.00 "
442117206,LINEAR CUTTER RELOAD 75MM/TCR7," $1,146.00 "
442117208,LINEAR CUTTER BLUE 75MM/TRT75," $1,505.00 "
442117209,LINEAR CUTTER/TLC10," $3,559.00 "
442117210,LINEAR RELOAD 30-3.5 BLUE/XR30, $674.00 
442117211,LINEAR RELOADABLE 30MM/TX30B," $1,572.00 "
442117212,LINEAR RELOAD 30MM GREEN/XR30G, $801.00 
442117213,LINEAR RELOADABLE 30MM/TX30G," $1,341.00 "
442117214,STAPLER LINEAR WHITE 30MM/XR30, $687.00 
442117215,LINEAR RELOAD 30-3.5 WHITE/TX3," $1,481.00 "
442117216,LINEAR RELOAD 60-3.5 BLUE/XR60, $718.00 
442117217,LINEAR RELOADABLE 60MM/TX60B," $1,385.00 "
442117218,STAPLER LINEAR RELOAD 90-3.5/T, $885.00 
442117219,STAPLER LINEAR RELOAD 90MM/TL9," $1,648.00 "
442117222,STAPLER RELOAD/XR60G, $718.00 
442117223,STAPLER GUN 60MM GREEN/TX60G," $1,385.00 "
442117224,STAPLER CUTTER RELOAD/TCR10," $2,067.00 "
442117234,ASH SPLIT CATH WITH CUFF/ASPC3," $4,655.00 "
442117235,HARMONIC SCALPEL 5MM/LCS-B5," $4,775.00 "
442117236,MESH STRATTICE 20X25CM IMPLANT," $29,958.00 "
442117237,MESH STRATTICE 10X10CM IMPLANT," $7,169.00 "
442117238,MESH STRATTICE 6X6 IMPLANT," $2,762.00 "
442117239,MESH STRATTICE 20x20," $21,729.00 "
442117241,FILSHIE CLIP/AVM-851J, $480.00 
442117242,HICHMAN DUAL LUMEN 13.5/060066," $2,035.00 "
442117243,BONE GRAFT MAGNIFUSE PL1 LEVEL," $7,205.00 "
442117244,BONE GRAFT MAGNIFUSE PL 2 LVL," $10,480.00 "
442117247,PERISTRIPS, $671.00 
442117257,ASC ROTICULATOR 30-4.8/017617," $4,923.00 "
442117261,TVT DEVICE/810041," $6,952.00 "
442117268,CATH SWAN-GANZ 7.5/931HF75, $703.00 
442117269,GRAFT HEPARIN TX 6X10," $1,246.00 "
442118045,GRAFT INTRALUMINAL," $6,004.00 "
442118087,HEMASHIELD 0.8CMX0.75CM/019509," $1,627.00 "
442118094,GRAFT HEMASHIELD 10 TO 30 MM," $6,949.00 "
442118249,ALLODERM 3CMX7CM/102021," $6,577.00 "
442119064,CATH SWAN PTD 7FR/93-20OH-7FR," $4,237.00 "
442119086,MARKER VOSS CORONARY/40149, $181.00 
442119102,PATCH GORE .6X10X15/1710015006," $12,964.00 "
442119114,STERNA-BAND SUTURE/B220, $388.00 
442119138,STERNAL CABLE/400-454," $1,146.00 "
442119139,ACUTRAK FIXATION SCREW 6/7 ALL," $1,522.00 "
