CDM Number,GENL-DESC,Price-1
561554,TI CALCANEAL PLATE 60MM,714.00
561560,T-PLAT 5 HOLE SHAFT/67MM-RIGHT,319.00
561561,WASHER 10.0MM,78.00
561562,WASHER 13.0MM,70.00
561615,CONDYLAR HEAD REC R,"3,873.00"
561726,NMN/DYNAMIC MESH 90X90,"1,815.00"
561810,SCREWS/SQUARE-FIT 2.X4,117.00
561936,5.0 LOCKING SCREW 75MM,314.00
561938,5.0 LOCKING SCREW 85MM,314.00
561945,NAIL 10MM X 32CM,"2,306.00"
561946,NAIL 10MM X 34CM,"2,367.00"
561947,NAIL 10MM X 36CM,"2,993.00"
561949,NAIL 10MM X 40CM,"2,367.00"
562050,"BONESCREW, 2.0 X 18MM",224.00
562054,5 X 240MM 1/2 PIN 50MM,238.00
562055,ROD TO ROD CLAMPS,"1,181.00"
562057,MED MONO COUPL,718.00
562058,MULTI/PIN CLA,641.00
562067,"CLAMP,PERIARTICU4940-2-200",580.00
562074,5 X 200 CARBON ROD,146.00
562135,10 X 270 TIBIAL NAIL,"1,623.00"
562192,"SCREW, 5MM X 44MM",275.00
562193,"SCREW, 5MM X 38MM",275.00
562200,FAN 10X34 TRI-GEN #71634234,"2,814.00"
562201,FAN 10X36 TRI-GEN #71634236,"2,558.00"
562202,FAN 10X38 TRI-GEN #71634238,"2,814.00"
562203,FAN 10X40 TRI-GEN #71634240,"2,814.00"
562210,FAN 11.5X38 TRI-GEN #17634338,"2,814.00"
562211,FAN 11.5X40 TRI-GEN #17634340,332.00
562217,FAN 13X36 TRI-GEN #71634436,"2,814.00"
562218,FAN 13X38 TRI-GEN #71634438,"2,814.00"
562219,FAN 13X40 TRI-GEN #71634440,"2,814.00"
562223,NAIL FAN RT PR 10X32 S&N716352,"2,814.00"
562225,NAIL FAN RT PR 10X36 S&N716352,"2,558.00"
562226,NAIL FAN RT PR 10X38 S&N716352,"2,590.00"
562227,NAIL FAN RT PR 10X40 S&N716352,"2,814.00"
562228,NAIL FAN RT PR 10X42 S&N716352,"2,814.00"
562229,NAIL FAN RT PR 10X44 S&N716352,"2,814.00"
562231,NAI FAN RT P 11.5X32 S&N716353,"2,558.00"
562233,NAI FAN RT P 11.5X36 S&N716353,"2,814.00"
562234,NAI FAN RT P 11.5X38 S&N716353,"2,558.00"
562235,NAI FAN RT P 11.5X40 S&N716353,"2,814.00"
562236,NAI FAN RT P 11.5X42 S&N716353,"2,558.00"
562239,NAIL FAN RT PR 13X32 S&N716354,"2,814.00"
562240,NAIL FAN RT PR 13X34 S&N716354,"2,814.00"
562242,NAIL FAN RT PR 13X38 S&N716354,"2,558.00"
562375,COMP FT RING 140 X 160MM 10121,"1,019.00"
562377,COMP. FT RING 160 X 160MM 1012,"1,038.00"
562379,COMP.FT RING 180 X 160MM 10121,"1,049.00"
562386,"ROD,THREADED 150MM  102304",78.00
562387,"SUPPORT,MALE 3 HOLE 101401",201.00
562412,"SCREW,3.5MM CORTEX 70MM 204.87",64.00
562413,"SCREW,3.5MM CORTEX 75MM 204.87",64.00
562415,"PLATE,1/3 TUBU.10 HOLE 241.10",157.00
562418,"WASHER,STAINLESS STEEL 219.98",69.00
562422,"WASHER,STAINLESS STEEL 219.97",70.00
562423,"SCREW,3.5MM CORTEX 36MM 404.03",50.00
562463,"GUIDE PIN,2.5MM  900.723",114.00
562491,"PIN,TRANSFIX 3MM 5045-5-200",221.00
562492,"PIN,3MM 5038-2-110",166.00
562493,"DISTRACTOR,DYNA JOINT 5195-0-0","7,000.00"
562529,"SCREW,LAG 80MM 3370-2-080",553.00
562530,"SCREW,LAG 85MM 3370-2-085",503.00
562532,"SCREW,LAG 95MM 3370-2-095",503.00
562533,"SCREW,LAG 100M 3370-2-100",503.00
562534,"SCREW, LAG 10.5 X 105MM","1,077.00"
562535,"SCREW,LAG 110MM 3370-2-110",553.00
562545,"K-WIRE,3.2MMX450MM 1210-6450S",210.00
562551,"SCREW,CANC 4.0MM X 14MM 450.13",413.00
562552,"SCREW,CANC 4.0MM X 16MM 450.13",413.00
562556,"SCREW,CORTEX 4.0MM X12MM 450.1",413.00
562561,"SCREW,CANC 4.5MM X16MM 450.143",377.00
562572,"SCREW,CORTEX 4.0MM X18MM 450.1",365.00
562612,"SCREW,CORTEX 3.5X85MM204.085",81.00
562620,CAP TI 177091060,309.00
562669,"SCREW CORTICAL,3.5 X 20MMCO-32",189.00
562670,"SCREW CORTICAL,3.5X18MMCO-3180",189.00
562671,"SCREW CORTICAL,3.5 X 16MMCO-31",189.00
562681,COMPOSITE 5/8 RING 160MM101365,909.00
562727,TITANIUM ROD 3.2X240MM6900240,312.00
562728,SET SCREW 6950315,234.00
562764,"SCREW,1.5MMX6400.806.96",132.00
562766,"SCREW,1.5MMX8400.808.96",120.00
562767,"SCREW,1.5MMX9400.809.96",120.00
562768,"SCREW,1.5MMX10400.810.96",120.00
562769,"SCREW,1.5MMX11400.811.96",132.00
562770,"SCREW,1.5MMX12400.812.96",120.00
562772,"SCREW,1.5MMX14400.814.96",120.00
562775,"SCREW,1.5MMX20400.820.96",120.00
562782,"SCREW,2.4MM X 10401.510.96",187.00
562783,"SCREW,2.4MM X 11401.511.96",206.00
562784,"SCREW,2.4MM X 12401.512.96",187.00
562790,"SCREW,2.0MMX12401.812.96",128.00
562792,"SCREW,2.0MMX14401.814.96",128.00
562793,"SCREW,2.0MMX16401.816.96",128.00
562795,"SCREW,2.0MMX20401.820.96",128.00
562817,HUMERAL HEAD52X21MM1128-52-020,"2,902.00"
562818,HUMERAL HEAD52X18 MM1128-52-01,"2,933.00"
562913,"NAIL,9X300MM1822-0930S","2,048.00"
562914,"NAIL,9X315MM1822-0931S","2,048.00"
562916,"NAIL,9X345MM1822-0934S","2,048.00"
562917,"NAIL,9X360MM1822-0936S","2,770.00"
562918,"NAIL,9X375MM1822-0937S","2,048.00"
562919,"NAIL,9X390MM1822-0939S","1,862.00"
562925,"NAIL,10X285MM1822-1028S","2,048.00"
562928,"NAIL,10X330MM1822-1033S","2,770.00"
562930,"NAIL,10X360MM1822-1036S","2,048.00"
562936,"SCREW,5X30MM1896-5030S",275.00
562937,"SCREW,5X35MM1896-5035S",275.00
562939,"SCREW,5X45MM1896-5045S",275.00
562940,"SCREW,5X50MM1896-5050S",275.00
562942,"SCREW,5X60MM1896-5060S",275.00
562944,"SCREW,5X70MM1896-5070S",275.00
562945,"SCREW,5X75MM1896-5075S",283.00
562946,"SCREW,5X80MM1896-5080S",275.00
562947,"SCREW,5X85MM1896-5085S",275.00
562948,"SCREW,5X90MM1896-5090S",302.00
562949,"SCREW,5X95MM1896-5095S",302.00
562956,"K-WIRE,3.0MM X 2851806-0050S",210.00
562962,FNGER METACARPOPHALANGEAL SZ10,"2,282.00"
562963,FINGER IMPLANTMCP20,934.00
562969,"HEAD,STANDARD 26MM6260-9-126","1,891.00"
562970,"HEAD,UNIVERSAL 46MMUH1-46-26","2,200.00"
562978,"CROSSCONNECTOR,SZ 8 174022080","2,072.00"
562989,SCREW    HCO3400,365.00
562995,"SCREW,22.5     AT-1225-S",682.00
563002,"SCREW,2.7X18.0       CO-2718",189.00
563008,SCREW BONE CORTICAL 2.7%,200.00
563009,"SCREW,2.7X45       CO-2745",189.00
563010,"SCREW,2.7X50CO-2750",274.00
563011,"SCREW,2.7X55CO-2755%",250.00
563012,"SCREW,2.7X60CO-2760",274.00
563013,"SCREW,2.7X65CO-2765",249.00
563014,"SCREW,2.7X22.5CO-27225",208.00
563017,"SCREW,3.5X12CO-3120",189.00
563018,"SCREW,3.5X14     CO-3140",189.00
563019,"SCREW,3.5X30      CO-3300",189.00
563021,"SCREW,3.5X40    CO-3400",189.00
563022,"SCREW,3.5X45     CO-3450",189.00
563023,"SCREW,3.5X50     CO-3500",189.00
563024,"SCREW,3.5X55     CO-3550",189.00
563025,"SCREW,3.5X60     CO-3600",249.00
563026,"SCREW,3.5X65     CO-3650",274.00
563028,"SCREW,4.0X14CA-4140",225.00
563029,"SCREW,4.0X16CA-4160%",225.00
563031,"SCREW,4.0X20CA-4200",208.00
563035,"SCREW,4.0X30CA-4300",208.00
563134,"PLATE,SMALL MEDIALPL-ELMS","1,801.00"
563149,"WEDGE, CORTICAL 8X20170-820","4,555.00"
563150,"WEDGE, CORTICAL 8X26170-826","4,555.00"
563151,"WEDGE, CORTICAL 10X26170-026","4,555.00"
563158,"HEAD,HUMERAL1128-52-110","3,286.00"
563186,"STAPLE, 23MM CAUY8688502","2,342.00"
563199,"TACK, PLATEPL-PTACK%",134.00
563209,"PLATE, EPICONDYAL SPL-ELLSR","1,546.00"
563221,"ANCHOR/SCREW BN/BN,TIS/BN",388.00
563255,"PIN, 4MM X 120MM5023-3-120",208.00
563256,"PIN, 4MM X 150MM5023-5-150",197.00
563284,"NAIL, 11.5X40 LT71637340","3,376.00"
563340,"SCREW, SET1770-91-070",255.00
563345,"CONNECTOR, DUAL 1770-92-060","1,803.00"
563348,"BOLT,REDUCTION4.75X301770-24-7","1,151.00"
563506,CEMENT MIXING KIT 06-708-000,673.00
563539,"SCREW, 5.0 LCK 36MM458.936",332.00
563550,"SCREW, 3.5 X 60MM204.860",68.00
563551,"SCREW, 3.5 X 55MM 204.855",68.00
563552,"SCREW, 3.5 X 65MM204.865",68.00
563560,ANCHOR/SCREW BN 3.5-4.5 CRTX%,"1,372.00"
563562,"SCREW, 3.5 X 30MM204.830",68.00
563566,"SCREW, 3.5 X 38MM204.838",68.00
563567,"SCREW, 3.5 X 40MM204.840",69.00
563569,PLATE MINI 4 HOLES/W BAR55-105,245.00
563572,PLATE 3D 3 X 2 HOLE RECT55-105,421.00
563583,PLATE PRIMARY REC 11 HO55-1591,"1,177.00"
563590,PLATE RECON LT HEMI 55-28922,"2,353.00"
563599,BONE SCREW2.0X14MMCR PIN52-204,140.00
563650,"PLATE, 2HX2H 4MM015.247",285.00
563656,"STEM, SHOULDER1128-06-000","4,848.00"
563657,"BALL, SHOULDER1128-44-00","2,493.00"
563658,"STEM, SHOULDER1128-10-000","4,695.00"
563672,"STEM SECTION,13X127MM6485-3-01","6,743.00"
563680,STEM SECTION 11X127MM6485-3-11,"4,228.00"
563698,"SCREW,2.0 IMF 12MM 201.932",174.00
563712,"SCREW,COMPRESSION 19MM 121116",87.00
563721,ATLANTIS VISION L-25CM 976-125,"2,083.00"
563753,K-WIRE 1.8X310 0152-0218,231.00
563782,SCREW 6.5 X 40  03821640,"1,993.00"
563783,UNIVERSAL HEAD UH1-48-26,"6,570.00"
563787,"SCREW,1.5MM X 5MM015050",95.00
563801,"SCREW, 5MMX38MM 458.938",318.00
563802,"SCREW, 5MMX40MM458.940",289.00
563836,"SCREW,14MM CANNULATED202.714",289.00
563845,AORTIC VALVE ALL SIZES,"5,600.00"
563856,TIBIAL SLEEVE6481-2-140,822.00
563873,"VALVE, AORTIC 17MM 17AHPJ-505","6,939.00"
563897,MESH PLUG X-LARGE0112980,289.00
563899,"MESH, VENTRALEX SM CIR  010301",857.00
563917,"LEAD KIT , 40CM338940","5,670.00"
563919,PLATE 3.5 HUMERUS 6X5 #241.903,"2,147.00"
563927,PERFIX PLUG LG0112970,530.00
563970,BUMPER6481-2-130,994.00
563971,AXLE6481-2-120,"1,663.00"
563972,FEMORAL BUSHIING,330.00
563973,ROTATING COMPONENT6481-2-100,"4,621.00"
563990,"SCREW, CANC 6.5MM",96.00
564023,MESH 6 X 60112720,182.00
564027,"MESH, PLUG SMALL0112950",318.00
564028,"MESH, PLUG MEDIUM0112960",289.00
564036,"MESH, CIRCLE 8 X 80010203",970.00
564040,"MESH, UMBILI PATCH 6 X 6001030","1,023.00"
564048,"SCREW, 3.5MM X 85MM204.885",59.00
564051,"PLATE, ANT CERV 21MM976-121","1,575.00"
564052,"PLATE, ANT CERV 23MM976-123","2,083.00"
564056,"PLATE, ANT CERV 35MM976-135","1,750.00"
564057,"PLATE, ANT CERV 37.5MM976-137","2,083.00"
564058,"PLATE, ANT CERV 40MM976-140","1,750.00"
564063,"PLATE, ANT CERV 52.5MM976-152","1,925.00"
564065,"PLATE, ANT CERV 57.5MM976-157","1,925.00"
564068,"PLATE, ANT CERV 65MM976-165","1,925.00"
564091,"SCREW, 2.7MM X 26MM202.826",53.00
564092,"SCREW, 2.7MM X 28MM202.828",53.00
564096,"SCREW, 2.7MM X 36MM202.836",53.00
564112,ANCHOR/SCREW BN 4X45MM,38.00
564120,STEM CENTRALIZER1376-38-000,318.00
564124,FEMORAL HEAD1365-12-000,"1,669.00"
564138,4NTERM LAG SCREW 40MM71123187,670.00
564194,"PIN,TRANSFIX 5050-5-300",275.00
564195,FLUTED STEM EXTENDER6478-6-635,"2,113.00"
564199,FILTER VENA CAVA SELECT,"1,779.00"
564216,"SCREW, 2.0 X10MM201.010",52.00
564217,"SCREW, 2.0 X14MM201.014",47.00
564223,INFUSIT BONE GRAFT LARGE751606,"10,036.00"
564239,2.0MM DALL MILES CABLE6704-0-5,573.00
564281,INTEG BILAT WND DSNG2X2 #BMW20,"3,824.00"
564282,INTEG BILAT WND DSNG4X5 #4051,"7,835.00"
564283,INTEGRA BIL WND MTRIX PER SQCM,86.00
564285,INTEG DERM REGEN 4X5 #IAS4051,"3,071.00"
564286,INTEG DERM REGEN 4X10 #IAS4101,"3,658.00"
564290,T2 STERILE K WIRE 3MMX285MM,210.00
564295,T2 4.2X180 AO DRILL BIT1806427,"1,958.00"
564299,T2 NUT FOR CONDYLE SCREW,302.00
564301,T2 5MM END CAP,302.00
564361,TROCH GAMMA NAIL 1253370-8-125,"1,286.00"
564402,PLATE STRAIGHT 10 HOLE 5506250,647.00
564463,"MESH,DYNAMIC 120X120X6MM 54006","2,923.00"
564536,"SPHERE, 18MM6327","1,101.00"
564541,VERTE-STACK 12MM ADD ON8915012,"8,051.00"
564542,VERTE-STACK  5MM CENTER 891580,"3,731.00"
564545,"SYSTEM, SM BONE FIXATIONSBFS06",568.00
564547,"PLATE, 4.5X206MM 8 HO222.659","1,968.00"
564553,"MESH, X-LRG PERFIX 0112780",359.00
564560,"SCREW, 4.0 X 30MM 222.585",256.00
564561,"PLATE, NARR 4.5MM X 8HO224.591",631.00
564562,"PLATE, NARR 4.5MM X 7HO224.571",627.00
564566,"SCREW, 3.5MM X 12MM204.812",69.00
564568,PLATE 3.5 HUMERUS 6X3 #241.901,"1,981.00"
564645,"HEAD, FEMORAL 6260-9-226","1,801.00"
564653,BILAYER WOUND MATRIX 4X5BMW405,"5,814.00"
564677,"SCREW,2.7X16MM 25-677-16",228.00
564678,"SCREW, 2.7X14MM 25-677-14",212.00
564722,SPARC SLING SYSTEM72403656,"1,637.00"
564726,"BAR, STABILIZER01-3801",674.00
564761,"HEAD, FEMORAL 1365-11-000","1,747.00"
564785,BURR HOLE COVER 1.5MM,302.00
564789,"PIN, STEINMAN 3/32187-02-59",22.00
564793,"KIT,INFUSE BONE GRAFT SM 75102","6,911.00"
564794,"KIT,INFUSEBONE GRAFT MED 75104","9,004.00"
564820,"NAIL, 10 X 260MM1826-1026S","2,715.00"
564824,"NAIL, 10 X 340MM1826-1034S","3,742.00"
564825,"NAIL, 10 X 360MM1826-1036S","3,742.00"
564827,"NAIL, 10 X 400MM1826-1040S","3,742.00"
564835,"NAIL, 11 X 360MM1826-1136S","2,468.00"
564836,"NAIL, 11 X 380MM1826-1138S","3,742.00"
564837,"NAIL, 11 X 400MM1826-1140S","2,715.00"
564844,"NAIL, 12 X 340MM1826-1234S","2,715.00"
564846,"NAIL, 12 X 380MM1826-1238S","2,715.00"
564847,"NAIL, 12 X 400MM1826-1240S","2,715.00"
564857,"MESH , 6 "" X 6""43-1022",851.00
564871,SCREW 5.0 LOCK 40MM #212.214,302.00
564874,"PLATE, LCP NARROW 14 HOLE224.6","1,062.00"
564878,"SCREW, 5.0MM X 30MM 212.209",275.00
564880,"SCREW, 5MM X 20MM212.204",275.00
564896,"LEAD, BIPOLAR EPICARDIAL4968-6","2,118.00"
564902,"SCREW, 2.7MM X 14MM402.814",100.00
564908,"SCREW, 2.4MM X 8MM 401.758",182.00
564968,"SCREW,2.0MMX1725-672-17-1",105.00
564973,"PLATE,L-SHAPE RT 7HO50-405-07",302.00
564978,"PLATE, ORBITAL 12 HO 50-405-12",321.00
564983,"SCREW, 1.5MM X 4MM25-678-04-1",118.00
564991,"PLATE,L-SHAPE LT 7 HO50-407-07",302.00
565046,"HEAD, HUMERAL 48X18 1128-48-11","3,060.00"
565051,"COMPONENT,DISTAL 65MM 6495-2-0","12,118.00"
565065,"HEAD, UNIVERSALUH1-51-26","2,378.00"
565072,"WIRE, KIRSCHNER 2.5MM292.75",54.00
565075,"SUPPORT, 2 HOLE101400",228.00
565093,"NAIL, 13 X 420MM1826-1342S","2,715.00"
565145,"STEM, HUMERAL 10MM1137-10-000","6,057.00"
565153,"BOLT, WIRE FIXATION71013000",103.00
565166,"PLATE,4.5X206MM 11 HO224.611",870.00
565171,"PLATE, 10 HOLEPL-ELM10","1,063.00"
565174,"GUIDE PIN, INTERMEDIATE7112320",77.00
565191,"SPACER, DISTAL1059-2312",302.00
565192,"HEAD, UNIVERSALUH1-41-26","2,162.00"
565193,"PUTTY, DBX 10CC 38100","1,984.00"
565196,"PISTON,SMARTSTAPES.6X4.5701459",568.00
565205,"ROD, REAMING 3.0X950MM 351.76S",275.00
565209,K-WIREKW-062,58.00
565210,"PEG, THREAD 18MMTP-18",157.00
565211,"PEG, THREAD 20MM TP-20",157.00
565212,"SCREW, CORTICAL  12MMCS-12",157.00
565213,"SCREW, CORTICAL  14MMCS-14",157.00
565214,"SCREW, CORTICAL  16MMCS-16",157.00
565221,"PEG, THREAD 24MMTP-24",157.00
565222,"PEG, THREAD 22MMTP-22",157.00
565225,"SCREW, CORTICAL 10MMCS-10",157.00
565226,"PEG, THREAD 14MMTP-14",173.00
565237,"PEG, SMOOTH 16MMP-16",157.00
565238,"PEG, SMOOTH 18MMP-18",157.00
565239,"PEG, SMOOTH 20MMP-20",157.00
565240,"PEG, SMOOTH 22MMP-22",157.00
565241,"PEG, SMOOTH 24MMP-24",157.00
565252,"PLATE,DISTAL VOLAR RTDVRAN-R","1,177.00"
565253,"PLATE,DISTAL VOLAR LTDVRAN-L","1,177.00"
565254,"PLATE, STANDARD RTDVRA-R",916.00
565255,"PLATE, STANDARD LTDVRA-L","1,008.00"
565256,"BAR, PECTUS 17 ""01-3717","1,898.00"
565262,"SUPPORT, 4 HOLE MALE101402",212.00
565263,"BOLT,RUSSIAN WIRE FIX71010705",95.00
565266,"STRUT FAST FXT , MED71070720","1,496.00"
565267,"RING,FULL 155MM  71070114","1,396.00"
565271,"PEG, FULLY THREAD 18MMFP-18",157.00
565278,"STRUT, SHORT71070710","1,330.00"
565279,"STRUT, LONG71070730","1,330.00"
565280,"RING, HALF 155MM71070124","1,210.00"
565281,"RING, 2/3 RING71070134","1,536.00"
565282,"RING, FULL 180MM71070115","1,396.00"
565283,"RING, HALF 180MM71070125","1,210.00"
565287,"RING, FULL 105MM71070112","1,536.00"
565288,"RING, FULL 130MM71070113","1,396.00"
565289,"RING, HALF 130MM71070123","1,331.00"
565290,"RING, SHORT FOOT 155MM71070154","1,673.00"
565291,"RING, LONG FOOT 155MM71070144","1,521.00"
565294,"RING, 2/3 205MM71070136","1,536.00"
565295,"RING, FULL 205MM71070116","1,536.00"
565296,"RING, 2/3 130MM71070133","1,601.00"
565297,"PLATE, 8 HOLE53-05804",275.00
565298,"PLATE, 16 HOLE53-05164",304.00
565299,"PLATE, 4 HOLE53-05406",253.00
565301,PLT LP BAR W/TAB 2H 12,253.00
565303,"PLATE, 2 HOLE53-05216",275.00
565304,"PLATE, 2X2 BOX53-05228",275.00
565305,"PLATE, DBL Y 6 HO53-05608",275.00
565306,"PLATE, SMALL GAP5305612",317.00
565311,"SCREW, 1.5MM X 4MM51-15904",144.00
565312,"COVER, BURR HOLE 14MM53-05514",275.00
565336,"GRAFT,VAS3.5MM X 10CMVT35010LA",663.00
565339,"PATCH, KUGEL HERNIAMD 0115810",576.00
565348,"HEAD, FEMORAL 26MM 6260-9-026","1,637.00"
565349,"RING,COMPOSITE HALF 220MM10135","1,223.00"
565355,"PLATE,4.5MM LCP 9 HOLE 226.591",801.00
565357,"SCREW, 5.0 MM X 26212.207",275.00
565358,"SCREW, 5.0 MM X 28212.208",275.00
565362,"STRUT, X-SHORT 75-9671070205","1,240.00"
565364,"STRUT, MED 116-17871070220","1,364.00"
565365,"STRUT, LONG 169-28371070230","1,364.00"
565367,"STRUT, X-SHORT 71070705","1,496.00"
565371,"PIN, GUIDE PIN1806-0083S",302.00
565383,"RING, HALF 230MM71070127","1,331.00"
565385,"RING, 2/3 105MM71070132","1,395.00"
565390,"SCREW, HEX 6.4 X 8071642380",510.00
565391,"SCREW, HEX 6.4 X 8571642385",510.00
565392,"SCREW, HEX 6.4 X 9071642390",510.00
565393,"SCREW, HEX 6.4 X 9571642395",510.00
565394,"SCREW, HEX 6.4 X 10071642300",510.00
565396,"SCREW, HEX 6.4 X 10571642305",561.00
565398,"SCREW, HEX 6.4 X 11071642310",561.00
565400,"MESH, 40 X 40 X .3MM54-00344","1,454.00"
565402,"SCREW,SELF-TAPPING  1.5 X 4MM",248.00
565404,"SCREW, 1.5 X 6MM51-15006",133.00
565413,"PLATE, 14 HOLE LCP 4.5MM240.04","2,037.00"
565426,"TORP, MICRON OFF-CENTER7014107",681.00
565468,"CABLE, 1.7MM X750298.801.10S",701.00
565469,"PIN, CERCLAGE 4.5MM298.803S",275.00
565487,"FEMORAL COMPONENT,PROX6495-1-0","8,917.00"
565493,"SCREW, 10.5X90MM3060-0090S","1,077.00"
565508,"NAIL, 3.5MM TI ELASTIC475.935",301.00
565509,"WASHER, LG 15MMSD219.002",163.00
565522,"SCREW, LCK 3.5MM X 80MM212.128",275.00
565523,"SCREW, LCK 3.5MM X 70MM212.126",275.00
565524,"SCREW, LCK 3.5MM X 75MM212.127",275.00
565532,"SCREW,6.5 X 507546550","2,144.00"
565557,"SCREW, LCK 5X32MM212.210",302.00
565558,"GUIDE PIN,1.9MM X 300MM7111040",82.00
565559,"SCREW, CAN 5.5MM X 80MM 711040",275.00
565570,"HEAD UNIVERSAL, 42MMUH1-42-26","2,532.00"
565579,"IMPLANT, ORBITAL SPHERE 20MM63",984.00
565581,"PUMP, SYNCHROMED  20CC8637-20","20,598.00"
565582,"PUMP, SYNCHROMED  40CC8637-40","20,598.00"
565588,"SCREW, 5.0MM X 46MM212.217",275.00
565600,"STEM, CRV 11MM X 127MM6485-3-8","2,442.00"
565608,"SCREW, CORTEX  90MM204.890",72.00
565612,"PLATE, 3.5MM X 9HOLE225.009",302.00
565629,"SCREW, 6.5MM X 40 MM 75446540","2,346.00"
565630,"SCREW, 7.5MM X 45MM75447545","2,346.00"
565631,"SCREW,5.0MM X 40MM75445040","2,581.00"
565633,"SCREW, SET7540000",275.00
565634,CROSSLINK 8115545,"2,615.00"
565635,"PIN, TEMP FIXATION2865-10-000",173.00
565638,"PROTEIN,BONE MORPHOGENETIC100-","10,588.00"
565639,"PLATE, 168MM 13 HOLE225.013",302.00
565686,"SCREW, 5.5MM X 85MM71104085",275.00
565707,"SCREW, 5.0MM X 68MM458.968",302.00
565712,"LUMINATION,METRX RADIANCE95607",965.00
565719,"IMPLANT, HIRESOLUTION BIONIC E","53,419.00"
565721,"SCREW, 2.7MM X 12MM25-677-12",228.00
565723,"PLATE, LOW PROFILE LG53-05622",518.00
565733,"SCREW, 5.5MM X 6071104060",302.00
565734,"SCREW, 5.5MM X 6571104065",302.00
565735,"WASHER, 6.5MM TI 71102000",136.00
565738,"GRAFT, VASCULAR STD4- 6 X 40MM","2,158.00"
565743,"PLATE,118MM X 6 HO RT.204.038","2,141.00"
565754,"K-WIRE, 2.071173361",46.00
565776,"SCREW, BONE 2.7MM",180.00
565778,"BONE SCREW, 2.7MM X 16",173.00
565835,"K-WIRE, 0.045",42.00
565848,"BEARING, 12MM","2,022.00"
565875,"SCREW, 5.5MM X 30MM","2,581.00"
565880,"SCREW, 4.5MM X 35MM","1,444.00"
565890,"PIN, HALF 6MM X 20MM",302.00
565891,"SCREW, 5.5 X 40MM","1,444.00"
565903,"BONE GRAFT, INFUSIT","10,376.00"
565906,"IMPLANT, SILICONE","2,435.00"
565908,"IMPLANT, SALINE","1,694.00"
565909,"HEAD, UNIVERSAL 44MM","2,025.00"
565915,"SCREW, SCHANZ  5.0MM X 170MM",207.00
565916,"PLATE, TIBIAL 6 HOLE","2,130.00"
565917,"PLATE, TIBIAL 10 HOLE","2,410.00"
565934,"PLATE,TIBIAL 3.5MMX8 HOLE239.9","2,154.00"
565945,"SCREW, CANNULATED 7MM X 85MM",302.00
565947,"ROD, 70MM XIA",721.00
565950,"GRAFT, EXPRESS 8MM X 40MM X 75","2,467.00"
565970,"SCREW, LOCKING 2.7MM X 24MM",245.00
565992,"MESH, ULTRAPRO 6 X 6",165.00
565993,"MESH, ULTRAPRO 3 X 6",155.00
566001,"SCREW, 5.5MM X 35MM75445535","1,444.00"
566013,"SCREW, 2.7MM X 50MM",246.00
566016,"SCREW, 2.7MM X 26MM",271.00
566021,"PLATE, 3.5MM HUMERAL LONG","2,603.00"
566032,"SCREW, 2.7MM X 18MM LCK",246.00
566033,"SCREW, 2.7MM X 22MM LCK",246.00
566045,"SCREW, 5MM X 28MM",302.00
566059,"SCREW, 5MM X 60MM LCK",275.00
566060,"SCREW, 5MM X 70MM LCK",275.00
566061,"SCREW, 5MM X 50MM LCK",275.00
566077,"CEMENT, ANTIBIOTIC BONE",953.00
566082,"NAIL, TIBIAL  11MM X 315MM","2,563.00"
566083,TITANIUM HALF PIN 4.0MM X 20MM,275.00
566088,"ALLODERM, 6 X 12","3,883.00"
566123,"SCREW, SET MOUNTAINEER",275.00
566124,"CONNECTOR, OFFSET MOUNTAINEER","1,155.00"
566128,"SCREW, LOCKING 4.0MM X 34",302.00
566135,"SCREW, 4.0MM/3.00MM X 80 SELF-",275.00
566141,"GUIDE, NEURAGEN NERVE 5MM X 2C","3,219.00"
566143,"GUIDE, NEURAGEN NERVE 3MM","3,219.00"
566144,"GUIDE, NEURAGEN NERVE 4MM","3,219.00"
566146,"TORP, MICRON CENTERED 4.5CM",701.00
566152,"SCREW, LOCKING 4.0 X 28MM",275.00
566159,"DRILL BIT, SHORT 2.7MM","1,031.00"
566170,"PLATE, 1/3 HOLE TUBULAR",355.00
566194,"TRACTION PIN, 5 X 50",789.00
566195,"BAR TO BAR CLAMP, JETX",645.00
566196,"PORT, SLIM TI LOW PROFILE IMPL",338.00
566206,"SCREW, 4.0MM TI LOCKING X 38",275.00
566207,"SCREW, 4.0MM TI LOCKING X 42",275.00
566210,"NAIL, 11MM TI CANNULATED","2,563.00"
566211,"SCREW, 5.0MM DUAL CORE LOCKING",275.00
566212,"SCREW, 5.0MM LOCKING X 32",275.00
566224,"GRAFT, THIN WALL VASCULAR 8MMX","2,815.00"
566238,"SCREW, 3.5 X 16MM","1,400.00"
566242,"SCREW, 3.5 X 18MM","2,456.00"
566250,"PIN, HALF LONG",275.00
566262,"BLOCK, SACRAL XIA","1,948.00"
566269,"SCREW, 3.2 X 12MM",240.00
566276,"SCREW, 6.5 X 55MM","1,444.00"
566278,"SCREW, CANCELLOUS BONE",275.00
566282,"HALF PIN, 5 X 40MM",275.00
566284,"SCREW, 2.7 X 60MM",265.00
566286,"PLATE, 3.5MM SYMPHISIS PUBIS","1,184.00"
566297,"GRAFT, THORACIC 37 X 20","23,293.00"
566320,"HALF PIN, 4 MM TI X 25MM",226.00
566321,"BAR, 6MM X 150MM",121.00
566335,"MESH, DYNAMIC 200X200X0.6MM","11,500.00"
566336,"SCREW, 5 X 46MM",275.00
