Item #,Item Description,Price
90002325,SCREW CANN S/S 4.5X22MM P/T,737.50
90002326,DRESSING ALLEVYN 4X4 WOUND,24.00
90002327,SET CHECK-FLO SHEATH(ADULT),264.00
90002328,NEEDLE SURG PNEUMOPERITONEUM,162.50
90002329,IRRIGATOR SUCTION DISPOSABLE,387.00
90002330,SET EXTENSION MINIVOLUME W/T,0.00
90002331,DRILL TWIST 3.5MM F/COLE RAD,751.50
90002332,STOCKINETTE IMPREVIOUS LARGE,27.50
90002333,TROCAR R-T DEL TIB/HUM 3.5MM,386.00
90002334,GORE TENDON SMOOTHER MED 7.9,720.00
90002335,SET CYSTO BLADDER IRRIGATION,11.00
90002336,LOOP VESSEL 16 INCH MINI RED,94.00
90002337,TUBING SET COLLECTION CIRCON,35.50
90002338,BASKET HELICAL 3.0FRX120CM,819.50
90002339,CATH FILIFORM SPIRAL TIP 2FR,131.00
90002340,CATH POLY 24 URET SPIRAL TIP,65.50
90002341,DRESSING TEGADERM 4X4 THIN,5.50
90002342,FORCEPS CUTTING BIOPOLAR 5MM,1105.50
90002343,WIRE GUIDE STRAIGHT .035X6,47.50
90002344,BAR CONNCTING 4.0MMX180MM,149.50
90002345,DRESSING TEGASORB 4X4.75IN,20.50
90002346,BIOPSY NEEDLE 17/18GA SYSTEM,268.00
90002347,ELECTRODE MULTI-RIDGE BARREL,525.50
90002348,DRILL BIT 2.2MM STER DISP,346.00
90002349,CATH CONE TIP URETERAL 5/8FR,50.50
90002350,GYNECARE X-TRACT MORCELLATOR,2111.50
90002351,CATH OPERATIVE CHOLANG 7.5FR,149.50
90002352,OINTMENT PERIGUARD DERMARITE,15.50
90002353,DRSG AQUACEL AG/SILVER 4X4.7,99.50
90002354,BAR CONNCTING 4.0MMX180MM,0.00
90002355,URINE COLLECTORPEDS UNSTER,6.00
90002356,IRRI-FLO II IRRIGATION SYSTEM,184.00
90002357,SUCTION COAGULATOR HANDSWITCH,49.50
90002358,KIT PERMANENT LEAD INTRODUCER,75.50
90002359,CATH URETHRAL(ROBINSON) 08FR,24.00
90002360,CATH URETHRAL(ROBINSON) 10FR,21.50
90002361,CURETTE UTERINE VACUUM HANDLE,49.50
90002362,NEEDLE SUPPORT STAINLESS SURG,9.00
90002363,STOMA DRAINAGE SYSTEM SUR-FIT,58.00
90002364,NEEDLE ASPIRATION STERNAL/ILC,73.50
90002365,IRRIGATION SYSTEM LAPROSCOPIC,344.50
90002366,TUBING INSUFFLATOR SUPER FLOW,102.00
90002367,ADAPTER DOUBLE MALE LUER LOCK,7.50
90002368,PIN GUIDE THREADED 1/8 X9.00,83.50
90002369,TROCAR VERSAPORT KIT 5 & 10MM,109.50
90002370,DRESSING GEL PROTECTIVE WOUND,16.50
90002371,CAST PADDING 6 INCH SYNTHETIC,25.00
90002372,TROCAR AUTO SUTURE 5MM-12MM,322.50
90002373,NEEDLE HUBER 22GA 3/4 90 DEGR,9.00
90002374,INTRODUCER ENDO EXTRACTOR 5MM,276.50
90002375,CATH CRICOTHYROTOMY TRACH SET,421.50
90002376,BAG DRAINAGE F/URINE 4000ML,44.50
90002377,CAUTERY CORD DISPOSABLE ACTIV,1067.00
90002378,PROBE BIPOLAR HEMOSTASIS 7 FR,640.50
90002379,DRESSING IONIC SILVER AQUACEL,55.00
90002380,DRESSING ALGINATE TEGAGEN 4X4,20.00
90002381,WAFER FLEXIBLE PRECUT 3/4 4X4,9.50
90002382,GIA 60 LOADING UNIT 3.8MM DST,318.00
90002383,DRESSING OASIS WOUND PROTOCOL,140.00
90002384,SUTURE VICRYL 4-0(FS-3) J422H,10.00
90002385,BLADE RECIPROCATING DBL-SIDED,130.00
90002386,KIT NASOPHARYNGEAL ASPIR BULB,41.50
90002387,POUCH DURAHESIVE SKIN BARRIER,42.50
90002388,TISSUE MORCELLATOR HAND PIECE,3353.50
90002389,TISSEEL FIBRIN APPLICATOR 2ML,150.50
90002390,BLADE SAG STRYKER 18X90X1 .19,247.50
90002391,CATH IV NEEDLE SECURING DEV LG,7.50
90002392,DRESSING WOUND CLEANER CURASOL,57.00
90002393,PROBE FOG BILLIARY BALLOON 5FR,299.50
90002394,VACUUM DEL KIT OB MITYVAC 004M,0.00
90002395,VACUUM DEL KIT OB MITYVAC 010M,120.00
90002396,CATH IV PLACE 16/18/20 CATHLON,7.00
90002397,DRESSING NU GAUZE 1/4 INCH PLA,30.50
90002398,DRESSING NU GAUZE 1 INCH PLAIN,36.50
90002399,NEEDLE COOK 18GAX7.10CM DISP,19.00
90002400,IRRIGATION ASPIRATN UNIT/MANUA,146.50
90002401,INFUSOR MEDICTN CONTINU 2C1070,248.50
90002402,NEEDLE NERVE STIMULATOR 22GAX2,67.50
90002403,NEEDLE NERVE STIMULATOR 21GAX4,76.50
90002404,STAPLER CURVE INTRALUMNL 29/33,1904.50
90002405,INSTRU LAP HAND ROTICULATR,982.00
90002406,SUT PROLENE 5-0 RB-1 DBL 8556H,21.00
90002407,TROCAR VERSAPORT PLUS 5MM-12MM,281.00
90002408,TROCAR VERSPORT 5MMX8MM AUTO,310.00
90002409,ELECTRODE LUNGSTEN 20MMX15MM,77.00
90002410,STAPLER PREMIUM PLUS CEEA 28MM,1323.00
90002411,SYRINGE 50 PLASTIC LOOMEY DISP,14.50
90002412,ELECTRODE COAGULATING PTD 24FR,440.50
90002413,ARTHRO-KNIFE SHREATHED ST HOOK,865.50
90002414,ELECTRODE ROLLER FLEX PT 22/24,357.50
90002415,ELECTRODE LG COAGULATING 22/24,357.50
90002416,TROCAR ENDOPATH 10MM/12MM 100M,376.50
90002417,TROCAR VERSAPORT LONG 5MM-10MM,324.00
90002418,PIN TRANSFIXATION 6.0MMX225M,405.00
90002419,SENSOR SP02 PEDIATRIC LNOP PDT,84.50
90002420,TROCAR VERSAPORT PLUS 5MM-10MM,329.50
90002421,TUBE ENDOTRACHEAL CUFFED 4.5MM,22.50
90002422,CATH SLIM PRE-CURVED 15CM DIAL,552.50
90002423,CATH SLIM STRAIGHT 20CM DIALYS,552.50
90002424,NEEDLE HUBER 22X1 NON CORING,29.50
90002425,STAPLER RELOADABLE GIA 60 4.8M,580.00
90002426,BLADE INCISOR PLUS 4.5MM CURVE,522.00
90002427,HOLMIUM BARE LASER FIBER 200UM,981.50
90002428,TIGERLOOP 2 W/STRAIGHT NITINOL,236.50
90002429,FORCEPS LYONS DISSECTOR 5MM/33,921.00
90002430,INTRODUCER 5F AVANTI 11CM.038I,45.50
90002431,ARISTA ABSORBABLE HEMOSTAT 1GM,458.50
90002432,WIRE BALL TIP GUIDE 3.0X1000,427.00
90002433,MESH MARLEX,369.50
90002434,PLUG CEMENT,373.50
90002435,PLAT 4 HOLE,889.00
90002436,PLAT 6 HOLE,860.00
90002437,PLAT 2 HOLE,614.50
90002438,PLAT 8 HOLE,962.00
90002439,PLAT 10 HOLE,593.50
90002440,PLAT 12 HOLE,634.00
90002441,PLAT 14 HOLE,874.50
90002442,SCREW LAG 85MM,616.50
90002443,TENDON TIBIALIS,3038.50
90002444,TENDON ACHILLES,3591.00
90002445,PLAT 6 HOLE RT,3477.50
90002446,SCREW SET IM HIP,332.50
90002447,SELL COBALT 28MM,2800.00
90002448,INSERT ARTICULAR,3315.00
90002449,WIRE K 1.6MMX9,30.00
90002450,WASHER 6.5MM FLAT,77.50
90002451,DYNAGRAFT GEL 1CC,865.50
90002452,PLUG PERFIX LARGE,913.00
90002453,PERFIX PLUG SMALL 1.0 X 1.35,643.50
90002454,MESH PROLENE 3X6,246.00
90002455,MESH PROLENE 6X6,544.00
90002456,IMHS SCREW SET SST,525.00
90002457,PERFIX PLUG MEDIUM 1.3 X 1.55,572.00
90002458,MESH PROLENE 3X6,388.50
90002459,MESH PROLENE 6X6,424.50
90002460,CEMENT BONE SIMPLEX,382.00
90002461,WIRE K 0.8MMX70MM,243.50
90002462,SCREW SLEEVE IM HIP,533.50
90002463,MESH COMPOSIX 4X8,1706.50
90002464,MESH COMPOSIX 6X8,3061.00
90002465,MESH COMPOSIX 3X6,1589.50
90002466,MESH COMPOSIX 2X4,1566.00
90002467,SLING VAG MINIARC 1,3847.50
90002468,NAIL LT 13MMX38CM,4167.00
90002469,NAIL LT 13MMX36CM,4167.00
90002470,NAIL LT 13MMX34CM,4167.00
90002471,NAIL LT 13MMX40CM,4167.00
90002472,NAIL LT 13MMX46CM,4167.00
90002473,NAIL LT 13MMX42CM,4167.00
90002474,NAIL RT 13MMX46CM,4167.00
90002475,NAIL RT 13MMX32CM,4167.00
90002476,NAIL RT 13MMX44CM,4167.00
90002477,NAIL RT 13MMX40CM,3400.00
90002478,NAIL RT 13MMX42CM,3400.00
90002479,NAIL RT 13MMX34CM,4167.00
90002480,NAIL RT 13MMX36CM,4167.00
90002481,NAIL RT 10MMX46CM,4167.00
90002482,NAIL RT 13MMX38CM,4167.00
90002483,TIBIAL BASE RT SZ 3,5662.50
90002484,MESH PROLENE 12X12,634.00
90002485,NAIL TRI-GEN CAP 5MM,529.00
90002486,PLAT FIBULA 10 HOLE,544.50
90002487,PLAT FIBULA 12 HOLE,586.00
90002488,MESH ULTRA PRO 6 X6,942.50
90002489,END CAP STANDARD 8MM,612.50
90002490,CATH TRIPLE LUMEN CVP,333.00
90002491,SHELL ACETABULAR 28MM,2609.00
90002492,NAIL CAP TRI-GEN 10MM,749.00
90002493,NAIL CAP TRI-GEN 20MM,749.00
90002494,SCREW HIP 145DGX160MM,1685.50
90002495,PIN 60MMX16MMX3MM,191.50
90002496,PIN 60MMX22MMX3MM,191.50
90002497,NAIL IMHS 12MMX21CM,2004.00
90002498,NAIL IMHS 14MMX21CM,1203.00
90002499,NAIL IMHS 14MMX21CM,1981.00
90002500,NAIL IMHS 06MMX21CM,1203.00
90002501,NAIL IMHS 10MMX42CM,5811.00
90002502,NAIL IMHS 10MMX21CM,5811.00
90002503,CLIP LIGATION FILSHIE,366.00
90002504,NAIL LT 11.5MMX42CM,4167.00
90002505,NAIL LT 11.5MMX40CM,4167.00
90002506,NAIL LT 11.5MMX46CM,4167.00
90002507,NAIL LT 11.5MMX44CM,4167.00
90002508,NAIL LT 11.5MMX38CM,4167.00
90002509,NAIL LT 11.5MMX32CM,4167.00
90002510,NAIL LT 11.5MMX34CM,4167.00
90002511,NAIL LT 11.5MMX36CM,4167.00
90002512,NAIL RT 11.5MMX34CM,3400.00
90002513,NAIL RT 11.5MMX38CM,4167.00
90002514,NAIL RT 11.5MMX44CM,4167.00
90002515,NAIL RT 11.5MMX36CM,3400.00
90002516,NAIL RT 11.5MMX46CM,4167.00
90002517,INSERT ARTICULAR SZ 5,3128.50
90002518,KIT CUP PED DUAL LUMEN,200.00
90002519,CARTRIDGE VASCULAR 2.5,672.50
90002520,CARTRIDGE VASCULAR 3.5,672.50
90002521,NAIL TIBIA 10MMX40CM,2063.00
90002522,NAIL TIBIA 11MMX36CM,2063.00
90002523,LINER BIPOLAR 28MM I.D,768.00
90002524,LINER BIPOLAR 28MM I D,768.00
90002525,DISTAL CENTRALIZER 9MM,648.00
90002526,NAIL IMHS 16MMX221CM,2004.00
90002527,NAIL SMART 1.5MMX166,816.50
90002528,NAIL IMHS 10MX21CMX135,1981.00
90002529,NAIL 10MMX42CM RT ROSE,7817.00
90002530,NAIL 10MMX44CM RT ROSE,3840.00
90002531,NAIL 10MMX34CM RT ROSE,4025.00
90002532,PLAT CLOVERLEAF 4 HOLE,898.00
90002533,ENDO GIA II AUTO SUTURE,560.50
90002534,PLAT CLOVERLEAF 3 HOLE,97.00
90002535,NAIL KNEE 11.5MMX38CM,4167.00
90002536,SLING MESH SYSTEM SPARC,2870.00
90002537,NAIL RECON T2 RT 11X280,6959.50
90002538,NAIL 13MMX44CM LT GREEN,4025.00
90002539,NAIL 10MMX36CM LT GREEN,3903.00
90002540,NAIL 10MMX38CM LT GREEN,4934.00
90002541,NAIL 13MMX32CM LT GREEN,4025.00
90002542,FEMORAL SPEC 12/14 SZ 3,10324.00
90002543,NAIL KNEE 10MMX28CM GOLD,3283.50
90002544,NAIL KNEE 10MMX32CM GOLD,5177.00
90002545,NAIL TIBIA 11MMX38.0CM,2063.00
90002546,SCREW CORTIAL 4.5MMX38MM,213.50
90002547,KIT INFUSION PAIN BUSTER,603.00
90002548,SCREW SHAFT 3.5MMX12MM,55.50
90002549,SCREW SHAFT 3.5MMX14MM,54.00
90002550,SCREW SHAFT 3.5MMX20MM,45.00
90002551,SHELL UNIV BI-POLAR,3415.50
90002552,SCREW CORTIAL 4.5MMX30MM,74.50
90002553,SHELL UNIV BI-POLAR,3415.50
90002554,NAIL KNEE 10MMX40CM GOLD,3376.00
90002555,KIT EZLOC/WASHERLOC DISP,1784.00
90002556,CATH SMART PORT CT 7.5FR,1908.00
90002557,CATH SMART PORT CI 9.6FR,1908.00
90002558,NAIL 10MMX40CM RT ROSE,3283.50
90002559,NAIL 11.5MMX32CM RT ROSE,4025.00
90002560,INSERT ARTICULAR 12MM RT,2869.50
90002561,NAIL 11.5MMX42CM RT ROSE,4635.00
90002562,NAIL RT ROSE 10MMX36CM,3400.00
90002563,NAIL RT ROSE 10MMX38CM,3400.00
90002564,NAIL RT ROSE 10MMX32CM,3400.00
90002565,NAIL 11.5MMX40CM RT ROSE,8011.50
90002566,INSERT ARTICULAR SZ 2 RT,2869.50
90002567,TIBIAL BASEPLAT RT SZ 6,5823.00
90002568,SCREW CORTEX 4.5MMX44MM,123.00
90002569,SCREW CORTEX 4.5MMX52MM,123.00
90002570,NAIL KNEE GREY 8.5MMX30CM,3400.00
90002571,NAIL KNEE GREY 8.5MMX34CM,3400.00
90002572,SCREW CORTEX 2.0MMX14MM,171.00
90002573,SCREW CORTEX 3.5MMX16MM,54.00
90002574,SCREW CORTEX 2.7MMX24MM,210.00
90002575,SCREW MINI ACUTRAK 26.0MM,1211.00
90002576,COBALT CHROME 28MM O.D.+0,2800.00
90002577,NAIL IMHS 10MMX34CMX130 L,5811.00
90002578,SCREW CORTEX 4.5MMX38MM,56.50
90002579,SCREW CORTEX 2.7MMX10MM,187.00
90002580,SCREW CORTEX 2.7MMX16MM,164.50
90002581,SCREW CORTEX 2.0MMX10MM,149.50
90002582,SCREW CORTEX 2.7MMX10MM,164.50
90002583,IMHS CENTERING SLEEVE SST,814.50
90002584,NAIL IMHS 12MMX21CM 135,1914.00
90002585,NAIL KNEE 8.5MMX32CM GREY,3710.50
90002586,NAIL KNEE GREY 8.5MMX36CM,4041.00
90002587,NAIL KNEE 8.5MMX40CM GREY,3240.00
90002588,BC PUSHLOCK 2.9MX15.5MM,1566.00
90002589,NAIL LT GREEN 10MMX46CM,3400.00
90002590,NAIL LT GREEN 10MMX42CM,3400.00
90002591,NAIL LT GREEN 10MMX44CM,3400.00
90002592,NAIL LT GREEN 10MMX32CM,3400.00
90002593,NAIL LT GREEN 10MMX34CM,3400.00
90002594,NAIL LT GREEN 10MMX40CM,3400.00
90002595,FEMORAL COMPONENT LT SZ 3,12797.00
90002596,FEMORAL COMPONENT LT SZ 6,11949.50
90002597,FEMORAL COMPONENT LT SZ 3,6366.50
90002598,SCREW LOCK 6.4MMX45MM,327.00
90002599,SCREW LOCK 6.4MMX40MM,403.50
90002600,MESH PROLENE 2 1/2X4 1/2,214.50
90002601,NAIL KNEE GOLD 10MMX34CM,3400.00
90002602,PIN GENESIS TROCAR 1/8X3,165.50
90002603,SHELL ACETABULAR 50MM O.D.,5934.50
90002604,NAIL KNEE GOLD 13MMX38CM,3999.00
90002605,NAIL KNEE 11/5MMX32CM GOLD,3710.50
90002606,PIN GENESIS TROCAR 1/8X5,165.50
90002607,NAIL KNEE GOLD 10MMX30CM,3710.50
90002608,NAIL TFN 10MMX170MM 130DEG,3688.00
90002609,NAIL KNEE GOLD 10MMX36CM,3400.00
90002610,PLAT TUBULAR 3.5MM 4 HOLE,231.50
90002611,PLAT TUBULAR 3.5MM 5 HOLE,231.50
90002612,PLAT TUBULAR 3.5MM 6 HOLE,260.00
90002613,PLAT TUBULAR 3.5MM 7 HOLE,257.00
90002614,PLAT TUBULAR 3.5MM 8 HOLE,260.00
90002615,CENTRALIZER POST SPEC SZ 5,893.50
90002616,NAIL KNEE 10MMX38MM GOLD,5280.50
90002617,SCREW LOCK 2.3MMX22MM,331.50
90002618,SCREW LOCK 2.3MMX24MM,331.50
90002619,SCREW LOCK 2.3MMX28MM,331.50
90002620,SCREW LOCK 2.7MMX30MM,450.00
90002621,NAIL KNEE FEM 10X42CM GOLD,3376.00
90002622,APLIGRAF WASTAGE PER SQ CM,101.00
90002623,NAIL RT 135DEG 10MMX38CM,3688.50
90002624,M T F IMPLANT 1 & IMPLANT 2,0.00
90002625,SCREW CORTICAL 4.5MMX50MM,96.50
90002626,SCREW CANN/LAG 6.5MMX60MM,749.00
90002627,SCREW CORTICAL 4.5MMX40MM,77.50
90002628,SCREW CORTICAL 4.5MMX42MM,87.00
90002629,SCREW CANN/LAG 6.5MMX85MM,696.00
90002630,SCREW CORTICAL 4.5MMX46MM,28.50
90002631,SCREW CORTICAL 4.5MMX48MM,11.00
90002632,SCREW CANN/LAG 6.5MMX95MM,701.50
90002633,SCREW CORTICAL 4.5MMX44MM,90.00
90002634,SCREW CORTICAL 4.5MMX42MM,51.00
90002635,SCREW CANN/LAG 6.5MMX70MM,696.00
90002636,SCREW CANN/LAG 6.5MMX35MM,749.00
90002637,SCREW CORTICAL 4.5MMX34MM,77.50
90002638,SCREW CANN/LAG 6.5MMX80MM,749.00
90002639,SUTURE ANCHOR PANEL LOCK RC,888.00
90002640,SCREW CANN/LAG 6.5MMX90MM,701.50
90002641,SCREW CORTICAL 4.5MMX36MM,87.00
90002642,SCREW CORTICAL 4.5MMX46MM,87.00
90002643,SCREW CORTICAL 4.5MMX48MM,83.50
90002644,SCREW CANN/LAG 6.5MMX55MM,749.00
90002645,SCREW CANN/LAG 6.5MMX45MM,749.00
90002646,INSERT ARTICULAR SZ 5-6 9MM,3583.50
90002647,INSERT ARTICULAR SZ 7-8 9MM,3583.50
90002648,SCREW CANN/LAG 6.5MMX75MM,696.00
90002649,SCREW CORTICAL 4.5MMX26MM,77.50
90002650,SCREW CORTICAL 4.5MMX28MM,77.50
90002651,SCREW CORTICAL 4.5MMX32MM,77.50
90002652,ENDO GIA ROTICULATOR 45-3.5,915.00
90002653,ENDO GIA ROTICULATOR 45 2.5,915.00
90002654,STEM TIBIA METAPHYSEAL 14MM,2090.50
90002655,NAIL KNEE 8.5MMX28CM GREY,3840.00
90002656,SCREW CANN/LAG 6.5MMX65MM,696.00
90002657,INSERT ARTICULAR SZ 7-8 9MM,3935.50
90002658,SCREW CORTICAL 3.5MMX10MM,112.00
90002659,SCREW CORTICAL 3.5MMX12MM,112.00
90002660,SCREW CORTICAL 3.5MMX14MM,112.00
90002661,SCREW CORTICAL 3.5MMX16MM,112.00
90002662,SCREW CORTICAL 3.5MMX18MM,112.00
90002663,SCREW CORTICAL 3.5MMX20MM,112.00
90002664,SCREW CORTICAL 3.5MMX22MM,112.00
90002665,SCREW CORTICAL 3.5MMX24MM,112.00
90002666,SCREW CORTICAL 3.5MMX26MM,112.00
90002667,SCREW CORTICAL 3.5MMX28MM,112.00
90002668,SCREW CORTICAL 3.5MMX30MM,112.00
90002669,SCREW CORTICAL 3.5MMX32MM,145.50
90002670,SCREW CORTICAL 3.5MMX34MM,145.50
90002671,SCREW CORTICAL 3.5MMX36MM,145.50
90002672,SCREW CORTICAL 3.5MMX38MM,145.50
90002673,SCREW CORTICAL 3.5MMX40MM,145.50
90002674,SCREW CORTICAL 3.5MMX42MM,145.50
90002675,SCREW CORTICAL 3.5MMX44MM,145.50
90002676,SCREW CORTICAL 3.5MMX46MM,145.50
90002677,SCREW CORTICAL 3.5MMX48MM,145.50
90002678,SCREW CORTICAL 3.5MMX50MM,160.00
90002679,SCREW CORTICAL 3.5MMX55MM,160.00
90002680,SCREW CORTICAL 3.5MMX60MM,160.00
90002681,SCREW CANC/LAG 4.0MMX35MM,150.50
90002682,SCREW CANC/LAG 4.0MMX32MM,457.50
90002683,SCREW CANC/LAG 4.0MMX34MM,457.50
90002684,SCREW CANC/LAG 4.0MMX44MM,457.50
90002685,SCREW CANC/LAG 4.0MMX55MM,457.50
90002686,SCREW CANC/LAG 4.0MMX28MM,457.50
90002687,SCREW CANC/LAG 4.0MMX40MM,457.50
90002688,SCREW CANC/LAG 4.0MMX48MM,457.50
90002689,PLAT TIBULAR 3.5MM 10 HOLE,307.50
90002690,PLAT VERTEBRAE 5 HOLE 23MM,840.00
90002691,SCREW CANN/LAG 4.0MMX36MM,457.50
90002692,SCREW CORTICAL 3.5MMX10MM,284.00
90002693,SCREW CORTICAL 3.5MMX14MM,284.00
90002694,SCREW CORTICAL 3.5MMX16MM,284.00
90002695,SCREW CORTICAL 3.5MMX18MM,284.00
90002696,MESH DUAL PLUS 15.0CMX2.0MM,4760.00
90002697,NAIL KNEE 8.5MMX38CM GREY,3240.00
90002698,SCREW BIO-COMP ROUND 9MX35M,927.00
90002699,PATCH COMPOSITE 7X9 VENTROL,4876.50
90002700,NAIL FEM KNEE 13MX28CM GOLD,3376.00
90002701,NAIL FEM KNEE 13MX30CM GOLD,3376.00
90002702,NAIL FEM KNEE 13MX32CM GOLD,3376.00
90002703,NAIL FEM KNEE 13MX34CM GOLD,3376.00
90002704,NAIL FEM KNEE 13MX36CM GOLD,3376.00
90002705,NAIL FEM KNEE 13MX40CM GOLD,3376.00
90002706,NAIL FEM KNEE 13MX42CM GOLD,3376.00
90002707,MESH VICRYL WOVEN 6INX6IN,1332.00
90002708,DUODERM HYDROACTIVE GRANULES,109.50
90002709,SCREW CANN/LAG 6.5MMX110MM,691.50
90002710,SCREW CANN/LAG 6.5MMX100MM,725.00
90002711,SCREW CANN/LAG 6.5MMX105MM,696.00
90002712,SCREW CANN/LAG 6.5MMX120MM,749.00
90002713,SCREW CANN/LAG 6.5MMX115MM,706.00
90002714,SCREW CORTEX TITAN 2.0MMX8MM,144.50
90002715,COBRA PRI STANDARD 135MM SZ5,4463.00
90002716,INSERT ARTICULAR SZ 5-6 13MM,3583.50
90002717,INSERT ARTICULAR SZ 5-6 15MM,3409.00
90002718,SCREW CAPTURED 5.0MX55M GOLD,895.00
90002719,SCREW CAPTURED 5.0MX60M GOLD,565.00
90002720,SCREW CAPTURED 5.0MX70M GOLD,895.00
90002721,SCREW CAPTURED 5.0MX75M GOLD,895.00
90002722,SCREW CAPTURED 5.0MX85M GOLD,895.00
90002723,INSERT ARTICULAR SZ 7-8 11MM,3583.50
90002724,INSERT ARTICULAR SZ 5-6 13MM,3620.50
90002725,DISTAL POST CENTRALIZER 12MM,557.00
90002726,INSERT ARTICULAR SZ 5-6 21MM,3583.50
90002727,NAIL TFN 10MMX170MM 135DEG,3695.50
90002728,SCREW CANN/CANC 4.0MMX24MM,448.00
90002729,SCREW CANN/CANC 4.0MMX26MM,448.00
90002730,CENTRALIZER POST DISTAL 11MM,648.00
90002731,NAIL IMHS 10MMX34CMX135L,5811.00
90002732,INSERT ARTICULAR SZ 5-6 11MM,3236.50
90002733,NAIL KNEE FEM 11.5X28CM GOLD,3376.00
90002734,NAIL KNEE FEM 11.5X30CM GOLD,3376.00
90002735,NAIL KNEE FEM 11.5X34CM GOLD,3376.00
90002736,CONNCTIVE TISSUE AUTOLOGOUS,1.50
90002737,FEMORAL COMPONENT COBRA SZ 1,6366.50
90002738,ROTATION BIOINDUCTIVE IMPLANT,0.00
90002739,ROTATION ANCHOR/SCREW IMPLANT,0.00
90002740,CATH VENTRI PACE BIPOLAR PCNG,147.00
90002741,TUBE TRACHEOSTOMY #6(SHILEY),322.00
90002742,SCREW ASSEMBLY CAPTURE 135/90,1215.00
90002743,SCREW CANNULATED 4.0MMX12MM,441.00
90002744,ENDO GIA II 12MM AUTO SUCTION,592.50
90002745,SCREW ACUTRAK FIXATION 30.0MM,1314.00
90002746,SCREW ACUTRAK FIXATION 27.5MM,1211.00
90002747,COBRA PRI STANDARD 12/14 SZ 2,6239.00
90002748,SCREW CORTEX TITAN 4.5MMX40MM,117.50
90002749,CANISTER BEMIS SUCITON 3000CC,22.50
90002750,SCREW SMART PLLA 4.5MMX40MM,864.50
90002751,SCREW SMART PLLA 4.5MMX50MM,900.50
90002752,SCREW SMART PLLA 4.5MMX60MM,864.50
90002753,SCREW SMART/CANN 4.5MMX40MM,874.50
90002754,SCREW SMART/CANN 4.5MMX50MM,900.50
90002755,SCREW SMART/CANN 4.5MMX60MM,874.50
90002756,SCREW SMART PLLA 3.5MMX36MM,768.00
90002757,SCREW SMART PLLA 3.5MMX40MM,888.00
90002758,NAIL IMHS 10MMX34CMX130 R,5811.00
90002759,NAIL IMHS 10MMX38CMX120 R,5811.00
90002760,NAIL IMHS 10MMX42CMX130 R,5811.00
90002761,NAIL IMHS 10MMX34CMX135 R,5811.00
90002762,SCREW CANCELLOUS 4.0MMX38MM,124.00
90002763,SCREW CANCELLOUS 4.0MMX40MM,124.00
90002764,SCREW CANCELLOUS 4.0MMX36MM,124.00
90002765,FEMORAL FIXATION 7-8MMX20MM,1877.50
90002766,SCREW CANCELLOUS 4.0MMX10MM,126.50
90002767,SCREW CANCELLOUS 4.0MMX12MM,126.50
90002768,SCREW CANCELLOUS 4.0MMX14MM,126.50
90002769,SCREW CANCELLOUS 4.0MMX16MM,126.50
90002770,SCREW CANCELLOUS 4.0MMX18MM,126.50
90002771,SCREW CANCELLOUS 4.0MMX20MM,126.50
90002772,SCREW CANCELLOUS 4.0MMX22MM,126.50
90002773,SCREW CANCELLOUS 4.0MMX24MM,126.50
90002774,SCREW CANCELLOUS 4.0MMX26MM,126.50
90002775,SCREW CANCELLOUS 4.0MMX28MM,126.50
90002776,SCREW CANCELLOUS 4.0MMX30MM,126.50
90002777,SCREW CANCELLOUS 4.0MMX32MM,124.00
90002778,SCREW CANCELLOUS 4.0MMX34MM,124.00
90002779,SCREW CANCELLOUS 4.0MMX42MM,124.00
90002780,SCREW CANCELLOUS 4.0MMX46MM,124.00
90002781,SCREW CANCELLOUS 4.0MMX48MM,124.00
90002782,SCREW CANCELLOUS 4.0MMX50MM,124.00
90002783,SCREW CANCELLOUS 4.0MMX55MM,124.00
90002784,SCREW CANCELLOUS 4.0MMX60MM,124.00
90002785,SCREW CANCELLOUS 4.0MMX60MM,124.00
90002786,SHELL UNIV BI-POLAR 52MM,3408.00
90002787,FEMORAL FIXATION 9-10MM SHORT,1877.50
90002788,NAIL IMHS 10MMX38CMX130L BLUE,3762.00
90002789,SCREW NON-TOGGLING 2.3MMX22MM,331.50
90002790,SCREW NON-TOGGLING 2.3MMX20MM,331.50
90002791,SCREW NON-TOGGLING 3MMX24MM,331.50
90002792,SCREW NON-TOGGLING 2.3MMX26MM,331.50
90002793,MESH DUAL PLUS 8.0CMX12.0CMX1,1702.50
90002794,NAIL FEM KNEE 11.5MX36CM GOLD,3376.00
90002795,BIO COMPOSITE SUTURETAK 3.0MM,1318.50
90002796,SCREW ASSEMBLY CAPTURE 135/100,1215.00
90002797,NAIL KNEE GREY 8.5MMX26CM GREY,3903.00
90002798,NAIL TIBIA RT DELTA 9MMX31.5CM,2063.00
90002799,NAIL TIBIA RT DELTA 9MMX33.0CM,2063.00
90002800,SCREW CAPTURE ASSEMBLY 150/100,1242.00
90002801,SCREW ASSEMBLY CAPTURE 140/100,1242.00
90002802,SCREW CAPTURE ASSEMBLY 140/130,1175.50
90002803,SCREW ASSEMBLY CAPTURE 140/160,1468.00
90002804,SCREW CAPTURE ASSEMBLY 145/130,1175.50
90002805,SCREW CAPTURE ASSEMBLY 145/100,1175.50
90002806,SCREW CAPTURE ASSEMBLY 135/160,1468.00
90002807,SCREW CAPTURE ASSEMBLY 150/130,1242.00
