Washington Hospital Healthcare System - 106010987,,"Price 1 = Inpatient, Emergency and Surgery patients",,
450004031,HC ASA W/ ACUTE MI (PATIENT REASON), 0.01 , 0.01 ,utilization
450004041,HC ASA W/ ACUTE MI (REASON NOT SPECIFIED), 0.01 , 0.01 ,utilization
450047591,HC LUPUS ANTICOAGULATN & SCREEN REF LAB CODE 85610, 9.00 , 9.00 ,
450114211,HC EXC H-F-NK-SP B9+MARG 0.6-1," 4,716.25 "," 4,716.25 ",
450114401,HC EXC BENIGN LESION FACE/EAR/EYELID," 1,878.41 "," 1,878.41 ",
450114411,"HC EXCISION, OTHER BENIGN LESION 0.6 TO 1.0CM"," 2,064.00 "," 2,064.00 ",
450117521,HC REMOVE NAIL BED/FINGER TIP," 8,502.92 "," 8,502.92 ",
450120011,HC SIM LAC <2.5 CM, 436.07 , 436.07 ,
450120201,HC CLOSURE OF SPLIT WOUND," 2,004.69 "," 2,004.69 ",
450131601,HC LATE CLOSURE OF WOUND," 6,714.00 "," 6,714.00 ",
450140411,HC ADJ TISSTRANS FRHD/CHK/CHN/MTH," 6,983.65 "," 6,983.65 ",
450143011,HC ADJACENT TUSSUE TRANSFER OR REARRANGEMENT ANY AREA," 7,393.43 "," 7,393.43 ",
450152601,HC SKIN FULL GRAFT EEN AND LIPS," 6,714.01 "," 6,714.01 ",
450155741,HC FORM  DIRECT TUBED PEDCLE FH/CH/CH/M/N/AX/G/H/F," 6,714.01 "," 6,714.01 ",
450190201,HC INCISION OF BREAST LESION," 8,113.56 "," 8,113.56 ",
450202061,HC BIOPSY OF MUSCLE PERCUTANOUS NEEDLE," 3,061.24 "," 3,061.24 ",
450205521,HC INJECTION SINGLE OR MULTIPLE TRIGGER POINTS," 1,166.20 "," 1,166.20 ",
450206101,HC DRAIN/INJECT LARGE JOINT, 894.07 , 894.07 ,
450206701,HC REMOVAL OF IMPLANT SUPERFICIAL," 6,653.50 "," 6,653.50 ",
450208221,HC REPLANTATION DIGIT COMPLETE," 10,913.07 "," 10,913.07 ",
450209991,HC MUSCULOSKELETAL SURGERY," 2,175.69 "," 2,175.69 ",
450212951,HC REPOSITION L MANDIBLE PERCUTANEOUS APPROACH," 3,207.50 "," 3,207.50 ",
450215011,HC I&D DEEP ABSCESS/HEMATOMA," 6,881.21 "," 6,881.21 ",
450236051,HC TREAT HUMERUS FRACTURE," 6,131.16 "," 6,131.16 ",
450236551,HC TRT SHOULDER DISLOCATION W/MAN W/ANES," 5,087.35 "," 5,087.35 ",
450240001,"HC ARTHROTOMY ELBOW W/ EXPLORATION, DRAINAGE/REMOVE FB"," 12,612.91 "," 12,612.91 ",
450242001,"HC REMOVAL OF FB, UPPER ARM OR ELBOW, SUBCUTANEOUS"," 6,688.68 "," 6,688.68 ",
450245051,HC CLOSED RX MID HUMERUS, 502.67 , 502.67 ,
450245351,HC CLOSED RX HUM SUPRACOND FX W/ MANIPULATION," 6,146.21 "," 6,146.21 ",
450245771,HC TREATMENT OF HUMERUS FRACTURE," 1,060.60 "," 1,060.60 ",
450246051,HC TREAT ELBOW DISLOCATION," 5,087.35 "," 5,087.35 ",
450252601,HC REPAIR FOREARM TENDON/MUSCLE," 7,286.00 "," 7,286.00 ",
450256351,HC TREAT WRIST BONE FRACTURE, 654.36 , 654.36 ,
450264551,HC INCISION OF FINGER TENDON," 6,092.59 "," 6,092.59 ",
450266071,HC TREAT METACARPAL FRACTURE," 5,489.65 "," 5,489.65 ",
450267461,HC TREAT FINGER FRACTURE EACH," 9,852.71 "," 9,852.71 ",
450267751,HC CLOSED TX IP JOINT DISLOC W/ MANIP REQ ANESTH," 1,177.33 "," 1,177.33 ",
450269511,HC AMPUTATION OF FINGER/THUMB," 6,123.63 "," 6,123.63 ",
450272661,HC TREAT HIP DISLOCATION," 5,652.78 "," 5,652.78 ",
450275021,HB TREATMENT OF THIGH FRACTURE," 6,508.53 "," 6,508.53 ",
450276271,"HC CLOSED TX FEMORAL FX, PROXIMAL END, HEAD, W/O MANIP"," 12,309.50 "," 12,309.50 ",
450278251,HC TREAT LOWER LEG FRACTURE," 5,489.65 "," 5,489.65 ",
450285051,HC TREAT BIG TOE FRACTURE," 9,852.50 "," 9,852.50 ",
450286351,HC REDUCE MT-P JOINT DISLOC WITH ANESTHESIA," 6,146.21 "," 6,146.21 ",
450291251,HC APPLY FOREARM SPLINT, 462.87 , 462.87 ,
450291311,HC APPLICATION OF FINGER SPLINT, 280.07 , 280.07 ,
450292401,HC STRAPPING OF SHOULDER, 264.04 , 264.04 ,
450293451,HC APPLICATION OF LONG LEG CAST, 677.21 , 677.21 ,
450293581,HC APPLY LONG LEG CAST BRACE," 1,040.80 "," 1,040.80 ",
450294251,HC APPLY SHORT LEG CAST, 858.83 , 858.83 ,
450295401,HC STRAPPING ANKLE AND OR FOOT, 264.04 , 264.04 ,
450297991,HC CAST/STRAP PROCEDURE, 377.30 , 377.30 ,
450300001,HC DRAINAGE OF NOSE LESION, 411.88 , 411.88 ,
450300201,HC DRAINAGE ABSCESS/HEMATOMA NASAL SEPTUM," 30,020.00 "," 30,020.00 ",
450312381,HC NASAL/SINUS ENDOSCOPY SURG," 5,955.63 "," 5,955.63 ",
450325571,HC PERG DRAINAGE PLUERA INSERT CATH W IMAGING," 2,019.08 "," 2,019.08 ",
450325601,HC TREAT PLEURODESIS W/ AGENT," 2,036.00 "," 2,036.00 ",
450351901,HC SURGICAL REPAIR OF AV FISTULA," 11,321.08 "," 11,321.08 ",
450365121,HC THERAPEUTIC APHERESIS RED BLOOD CELLS," 5,245.87 "," 5,245.87 ",
450365131,HC APHERESIS PLATELETS," 5,245.87 "," 5,245.87 ",
450406521,HC REPAIR LIP FULL THICKNESS UP TO HELF VERIFICAL HEIGHT," 2,669.27 "," 2,669.27 ",
450406541,HC REPAIR LIP > 1/2 VERT HEIGHT," 2,669.27 "," 2,669.27 ",
450408051,HC REMOVAL FOREIGN BODY MOUTH," 9,103.99 "," 9,103.99 ",
450415991,HC TONGUE AND MOUTH SURGERY, 643.44 , 643.44 ,
450418051,HC REMOVAL FOREIGN BODY GUM," 9,653.28 "," 9,653.28 ",
450421041,HC EXCISION LESION MOUTH ROOF," 8,095.43 "," 8,095.43 ",
450429701,HC CONTROL NOSE/THROAT BLEEDING," 1,666.18 "," 1,666.18 ",
450432201,HC ESOPHAGOSCOPY DILATION DIRECT," 4,537.57 "," 4,537.57 ",
450432461,HC PLACE GASTROSTOMY TUBE," 1,296.45 "," 1,296.45 ",
450437531,HC GASTRIC INTUBATION, 218.29 , 218.29 ,
450453371,HB SIGMOIDOSCOPY AND DECOMPRESS," 4,103.92 "," 4,103.92 ",
450459151,HC FECAL IMPACTION OR FB REMOVAL RECTUM UNDER ANESTH," 4,646.18 "," 4,646.18 ",
450517981,HC MEASURE POST VOID RESIDUAL URINE/BLADDER CAPACITY, 243.04 , 243.04 ,
450520051,HC CYSTOURETHROSCOPY WITH URETERAL CATHETERIZATION," 8,303.12 "," 8,303.12 ",
450536001,HC DILATE URETHRA STRICTURE," 1,033.69 "," 1,033.69 ",
450536201,HC DILATE URETHRA STRICTURE MALE," 2,722.75 "," 2,722.75 ",
450544501,HC PREPUTIAL STRETCHING," 1,033.69 "," 1,033.69 ",
450572001,HC REPAIR OF VAGINA," 9,157.29 "," 9,157.29 ",
450644021,HC INJECTION ANESTHETIC AGENT FACIAL NERVE, 481.11 , 481.11 ,
450644551,HC INJ ANESTH AGENT/STERIOD," 1,047.62 "," 1,047.62 ",
450679351,HC SUTURE RECENT WOUND EYELID," 7,612.08 "," 7,612.08 ",
450679501,HC CANTHOPLASTY," 7,612.08 "," 7,612.08 ",
450692091,HC REMOVE IMPACTED EAR WAX, 280.07 , 280.07 ,
450865801,HC TB INTRADERMAL TEST, 145.04 , 145.04 ,
450902831,HC HUMAN IG IV, 475.00 , 475.00 ,
450903841,HC RH IG FULL DOSE IM, 287.00 , 287.00 ,
450909451,HC DIALYSIS ONE EVALUATION," 42,406.70 "," 42,406.70 ",
450965231,HC IRRIG IMPLANTED DRUG, 390.95 , 390.95 ,
460000011,HC REST INDIRECT TEST, 164.80 , 164.80 ,
460000031,HC SCREEENING SPIROMETRY, 710.99 , 710.99 ,
460000041,HC SCREENING SPIROMETRY PRE/POST," 1,089.82 "," 1,089.82 ",
460000051,HC VITAL CAPACITY DETERMIN PER DAY, 173.84 , 173.84 ,
460000081,HC HYPOXIC STUDY," 1,339.79 "," 1,339.79 ",
460000091,HC HIGH ALTITUDE SIMULATION TEST WO2," 1,574.17 "," 1,574.17 ",
460000101,HC HIGH ALTITUDE SIMULATION TEST," 1,339.79 "," 1,339.79 ",
460000111,HC SIMPLE EXERCISE/6 MINUTE WALK, 689.28 , 689.28 ,
460000121,HC SIX MINUTE WALK TEST, 764.11 , 764.11 ,
460000131,HC PULMONARY STRESS TEST COMPLEX," 1,574.17 "," 1,574.17 ",
460000151,HC SPIROMETRY WWO MAX VOL VENT, 390.36 , 390.36 ,
460000161,HC PLETHYSMOGRAPHY LUNG BOX-IC, 598.64 , 598.64 ,
460000171,HC DIFFUSING CAPACITY DLCO + IC, 598.64 , 598.64 ,
460000181,HC HIGH ALTITUDE SIMULATION TEST WO2," 1,574.17 "," 1,574.17 ",
460000191,HC HAST W I&R," 1,339.79 "," 1,339.79 ",
460000201,HC HIGH ALTITUDE SIMULATION TEST," 1,339.79 "," 1,339.79 ",
460000211,HC HAST W I&R W 02 TITRATION," 1,574.17 "," 1,574.17 ",
460000231,HC PULM STRESS TEST COMPLEX," 1,574.17 "," 1,574.17 ",
460000241,HC OXYGEN UPTAKE REST, 164.80 , 164.80 ,
460000251,HC PLETHYSMOGRAPHY LUNG BOX/1, 598.64 , 598.64 ,
460000261,HC DIFFUSING CAPACITY DLCO +/1, 598.64 , 598.64 ,
460000271,HC SPRIOMETRY BRONCHODIAL PRE/POST," 1,089.81 "," 1,089.81 ",
460000281,HC RESP FLOW VOL LOOP, 598.64 , 598.64 ,
460000291,HC PULMONARY REHAB GROUP CLASS, 134.24 , 134.24 ,
470000011,HC HEARING SCREENING  PER 15M, 248.57 , 248.57 ,
470000021,HC NEWBORN HEARING SCREENING, 54.81 , 54.81 ,
471000011,HC EVOKED RESPONSE AUDITORY," 1,972.17 "," 1,972.17 ",
480000051,HC EVALUATE & PROGRAM PACEMAKER," 2,064.48 "," 2,064.48 ",
480000061,HC EVALUATE & PROGRAM ICD," 2,064.48 "," 2,064.48 ",
480000081,HC REMOVE VENT ASSIST DEVICE PERCUT," 18,619.18 "," 18,619.18 ",
480000111,HC EVAL & PROGRAM PACEMAKER, 575.83 , 575.83 ,
480000121,HC EVAL & PROGRAM ICD, 206.30 , 206.30 ,
480000131,HC PL CATH PA LINE," 3,695.86 "," 3,695.86 ",
480000141,HC EP CARDIAC-MAPPING," 10,504.80 "," 10,504.80 ",
480000151,HC EP-INTRA ATRIAL PACING," 2,446.72 "," 2,446.72 ",
480000161,HC EP-ESOPH EKG," 4,022.85 "," 4,022.85 ",
480000171,HC EP-FULL STUDY," 19,042.52 "," 19,042.52 ",
480000181,HC EP-STUDY W/LT ATRIAL PACING," 19,227.16 "," 19,227.16 ",
480000191,HC EP-STUDY W/LT VENT PACING," 8,767.75 "," 8,767.75 ",
480000201,HC EP-POST DRUG STIM," 8,004.44 "," 8,004.44 ",
480000211,HC EP-FOLLOW-UP STUDY," 15,896.45 "," 15,896.45 ",
480000221,HC EP-ICD TEST," 10,701.84 "," 10,701.84 ",
480000231,HC EVAL ICD LEADS," 8,767.75 "," 8,767.75 ",
480000241,HC EVAL ICD LEAD & GENERATOR," 18,920.80 "," 18,920.80 ",
480000251,HC EP-ABLATION SUPRA," 29,717.52 "," 29,717.52 ",
480000261,HC EP-ABLATION VENT," 29,717.52 "," 29,717.52 ",
480000271,HC EP-INTRACARDIAC ECHO DURING AB," 10,630.64 "," 10,630.64 ",
480000281,HC EP-INTRACARDIAC 3D MAPPING," 9,977.70 "," 9,977.70 ",
480000291,HC CARDIOVERSION ELECTIVE EXTERNAL," 2,630.33 "," 2,630.33 ",
480000301,HC THROMBOLYSIS CORONARY," 7,402.04 "," 7,402.04 ",
481000011,HCINSERT GEN+ELECTRODE SNGL/DUAL," 98,525.79 "," 98,525.79 ",
481000031,HC THROMBECTOMY CORONARY," 7,402.04 "," 7,402.04 ",
481000041,HC ULTRASOUND INTRAVAS CORONARY," 6,784.50 "," 6,784.50 ",
481000051,HC ULTRASOUND CORONARY EA ADD," 3,343.59 "," 3,343.59 ",
481000081,HC ATHERECTOMY CORONARY ADDL," 11,321.82 "," 11,321.82 ",
481000091,HC RHC W MEASUREMENTS," 14,804.09 "," 14,804.09 ",
481000101,HC LHC W S&I +VENT," 22,775.52 "," 22,775.52 ",
481000111,HC R/L-HC W S&I +VENT," 25,053.07 "," 25,053.07 ",
481000121,HC PL CATH ANGIO S&I COR NATIVE," 17,081.64 "," 17,081.64 ",
481000131,HC PL CATH ANGIO S&I COR IMA/GRAFT," 17,081.64 "," 17,081.64 ",
481000141,HC PL CATH ANGIO S&I COR W RHC," 25,053.07 "," 25,053.07 ",
481000151,HC PL CATH ANGIO S&I IMA/GRFT W RHC," 25,053.07 "," 25,053.07 ",
481000161,HC PL CATH ANGIO S&I COR W LHC," 25,053.07 "," 25,053.07 ",
481000171,HC PL CATH ANGIO S&I IMA/GRFT W LHC," 25,053.07 "," 25,053.07 ",
481000181,HC PL CATH ANGIO S&I COR W R/L-HC," 29,608.18 "," 29,608.18 ",
481000191,HC PL CATH ANGIO S&I IMA/GRFT RL-HC," 29,608.18 "," 29,608.18 ",
481000201,HC HEMODYNAMIC STUDY," 6,263.27 "," 6,263.27 ",
481000411,HC INTRAVAS DOPPLER VELOC (FFR)," 6,487.98 "," 6,487.98 ",
481000421,HC INTRAVAS DOPPLER VELOC (FFR) ADDL," 3,695.86 "," 3,695.86 ",
481000431,HC EP CARDIAC MAPPING," 7,229.33 "," 7,229.33 ",
481000441,HC EP INTRA ATRIAL PACING," 5,335.99 "," 5,335.99 ",
481000451,HC EP INTRACARDIAC 3D MAPPING," 7,229.33 "," 7,229.33 ",
481000461,HC EP ESOPH EKG, 659.00 , 659.00 ,
481000471,HC EP FULL STUDY," 25,985.96 "," 25,985.96 ",
481000481,HC EP STUDY W/LT ATRIAL PACING," 5,335.99 "," 5,335.99 ",
481000491,HC EP STUDY W/LT VENT PACING," 5,335.99 "," 5,335.99 ",
481000501,HC EP POST DRUG STIM," 2,308.77 "," 2,308.77 ",
481000511,HC EP FOLLOW-UP STUDY," 2,308.77 "," 2,308.77 ",
481000521,HC EP ICD TEST," 10,375.03 "," 10,375.03 ",
481000531,HC EP EVALUATE ICD LEADS," 6,072.00 "," 6,072.00 ",
481000541,HC EVALUATE ICD LEAD & GENERATOR," 6,072.00 "," 6,072.00 ",
481000551,HC EP ABLATION  SUPRA," 16,555.35 "," 16,555.35 ",
481000561,HC EP ABLATION  VENT," 16,555.35 "," 16,555.35 ",
481000571,HC EP INTRACARDIAC ECHO DURING AB," 5,335.99 "," 5,335.99 ",
481000581,HC PL OCCLUSIVE CLOSURE DVC," 2,619.18 "," 2,619.18 ",
481000591,HC RENAL ARTERIO WITH CATH," 10,564.50 "," 10,564.50 ",
481000601,HC AORTOGRAM & RUN-OFF WITH CATH," 16,904.28 "," 16,904.28 ",
481000611,HC RIGHT HEART CATHETERIZATION," 11,081.42 "," 11,081.42 ",
481000621,HC INSERT FLOW DIRECTED CATHETER," 3,695.86 "," 3,695.86 ",
481000631,HC CATH PLACEMENT CORONARY ART," 6,150.17 "," 6,150.17 ",
481000641,HC LEFT HEART CATHETERIZATION," 13,254.12 "," 13,254.12 ",
481000651,HC RIGHT AND LEFT HEART CATH," 16,236.41 "," 16,236.41 ",
481000661,HC INTERNAL MAMMARY ARTERIO, 866.45 , 866.45 ,
481000671,HC COR BYPASS GRAFT ANGIOGRAPHY, 866.45 , 866.45 ,
481000691,HC RIGHT VENTRICULOGRAM, 487.70 , 487.70 ,
481000701,HC LEFT VENTRICULOGRAM," 1,001.37 "," 1,001.37 ",
481000711,HC ROOT AORTAGRAM, 866.45 , 866.45 ,
481000731,HC CORONARY ARTERIOGRAM, 918.36 , 918.36 ,
481000741,HC CARDIAC CATH S&I," 1,530.54 "," 1,530.54 ",
481000751,HC CORONARY ANGIOGRAPHY S&I," 2,402.20 "," 2,402.20 ",
481000761,HC PULMONARY IMAGING S&I," 2,402.20 "," 2,402.20 ",
481000771,HC ANGIO INJ S&I LT ATR/VENT," 8,105.53 "," 8,105.53 ",
481000781,HC ANGIO INJ S&I RT ATR/VENT," 8,105.53 "," 8,105.53 ",
481000791,HC ANGIO INJ S&I AORTA ROOT," 8,105.53 "," 8,105.53 ",
481000801,HC ANGIO INJ S&I PULMONARY," 8,105.53 "," 8,105.53 ",
481000831,HC PACING TEMP TRANSCUTANEOUS," 1,031.50 "," 1,031.50 ",
481000841,HC US CORONARY INTRAVASC EA ADDL," 7,089.50 "," 7,089.50 ",
481000911,HC LHC TRANSSEPTAL/APICAL PUNCTURE," 14,804.09 "," 14,804.09 ",
481000921,HC PACING TEMP INTRAVENTRICULAR," 3,180.11 "," 3,180.11 ",
481000931,HC PTCA SNGL MAJOR," 22,011.18 "," 22,011.18 ",
481000941,HC PTCA SNGL MAJOR EA ADDL," 17,915.09 "," 17,915.09 ",
481000951,HC PTCA SNGL MAJOR + ATHY," 29,424.57 "," 29,424.57 ",
481000961,HC PTCA SNGL MAJOR + ANTY EA ADDL," 25,144.88 "," 25,144.88 ",
481000971,HC PTCA SNGL MAJOR + STENT EA," 28,794.32 "," 28,794.32 ",
481000981,HC PTCA SNGL MAJOR + STENT EA ADDL," 19,441.71 "," 19,441.71 ",
481000991,HC PTCA SNGL MAJOR+ATHY+STENT," 48,865.25 "," 48,865.25 ",
481001001,HC PTCA SNGL MAJOR+ATHY+STENT ED+," 44,585.56 "," 44,585.56 ",
481001011,HC REVASC COR IM/GRFT/STNT SNGL VES," 22,011.18 "," 22,011.18 ",
481001021,HC REVASC COR IMA/GFT/SNT EA ADDL," 17,915.09 "," 17,915.09 ",
481001031,HC REVASC COR DURING AMI," 48,865.25 "," 48,865.25 ",
481001041,HC REVASC COR CTO SNGL VES," 22,011.18 "," 22,011.18 ",
481001051,HC REVASC COR CTO EA ADDL," 17,915.09 "," 17,915.09 ",
481001201,HC PTCA SNGL MAJOR + DE STENT," 28,794.32 "," 28,794.32 ",
481001211,HC PTCA SNGL MAJPR+ATHY+DES," 22,011.18 "," 22,011.18 ",
481001221,HC PTCA SNGL MAJOR+ATHY+DES EA ADDL," 17,915.09 "," 17,915.09 ",
481001231,HC REVASC COR IMA/GRFT/DES SNGL VES," 17,915.09 "," 17,915.09 ",
481001241,"HC REVASC COR I,A/GRFT/DES EA ADDL"," 25,053.07 "," 25,053.07 ",
481001251,HC REVASC COR CTP DES EA ADDL," 17,915.09 "," 17,915.09 ",
481001261,HC R/L-HC CONGENITAL W S&I," 25,053.07 "," 25,053.07 ",
481001271,HC US CORONARY INTRAVASC INITIAL," 8,246.84 "," 8,246.84 ",
481001281,HC COR ANGIO CONGENITAL W S&I," 8,105.53 "," 8,105.53 ",
481005001,HC PTCA SNGL MAJOR + DE STENT EA ADDL," 19,441.71 "," 19,441.71 ",
481250391,HC REVASC COR DURING AMI DES," 48,865.25 "," 48,865.25 ",
481434531,HC ESOPHAGUS DILATION," 8,767.75 "," 8,767.75 ",
481932801,HC EP INTRA PROC DUAL PM EVAL," 10,701.84 "," 10,701.84 ",
481932841,HC EP INTRA PROCEDURE ICD EVAL," 10,701.84 "," 10,701.84 ",
481936001,HC EP HIS BUNDLE RECORDING ONLY," 9,521.26 "," 9,521.26 ",
481936191,HC EP LIMITED STUDY," 9,521.26 "," 9,521.26 ",
481936501,HC EP ABLATION AV MODE," 41,223.52 "," 41,223.52 ",
481936551,HC EP ABLATION POST PRIM ABLATION NEW ARRYTHMIA," 8,915.26 "," 8,915.26 ",
481936561,HC EP ABLATION A FIB," 44,521.61 "," 44,521.61 ",
481936571,HC EP ABLATION POST PRIM ABLATION A FIB," 8,915.26 "," 8,915.26 ",
482000011,HC STRESS TEST -CARDIAC," 1,906.32 "," 1,906.32 ",
482000021,HC STRESS TEST -NUCLEAR," 1,906.32 "," 1,906.32 ",
482000031,HC STRESS TEST -CARDIAC ECHO," 2,254.78 "," 2,254.78 ",
483000011,HC STRESS TEST -CARDIAC SUPERVISION," 3,091.79 "," 3,091.79 ",
483000021,HC ECHO FULL -CONGENITAL," 6,606.29 "," 6,606.29 ",
483000031,HC ECHO CONGENITAL -LIMITED," 4,075.68 "," 4,075.68 ",
483000041,HC ECHO FULL W-DOPPLER," 6,606.29 "," 6,606.29 ",
483000051,HC ECHO 2D-ONLY," 2,523.81 "," 2,523.81 ",
483000061,HC ECHO 2D & M MODE -LIMITED," 1,819.76 "," 1,819.76 ",
483000071,HC ECHO 2D ONLY -LIMITED," 1,366.53 "," 1,366.53 ",
483000081,HC TEE ECHO W-DOPPLER," 6,606.29 "," 6,606.29 ",
483000091,HC TEE ECHO CONGENITAL W-DOP," 6,606.29 "," 6,606.29 ",
483000101,HC SPECTRAL DOPPLER COMP," 1,366.53 "," 1,366.53 ",
483000111,HC SPECTRAL -DOPPLER LIMITED," 1,366.53 "," 1,366.53 ",
483000121,HC COLOR FLOW -DOPPLER," 1,366.53 "," 1,366.53 ",
483000131,HC ECHO DOBUTAMINE -STRESS," 4,638.53 "," 4,638.53 ",
483000141,HC ECHO -STRESS ECHO," 4,638.53 "," 4,638.53 ",
483000161,HC ECHO 2D & M MODE WO-DOP," 4,041.52 "," 4,041.52 ",
483000171,HC PEDIATRIC ECHO FULL-CONGENITAL," 6,606.29 "," 6,606.29 ",
483000181,HC PEDIATRIC ECHO CONGENITAL-LIMITED," 4,075.68 "," 4,075.68 ",
483000191,HC PEDIATRIC ECHO FULL W-DOPPLER," 6,606.29 "," 6,606.29 ",
483000201,HC PEDIATRIC ECHO 2D-ONLY," 2,523.81 "," 2,523.81 ",
483000211,HC PEDIATRIC ECHO 2D & M MODE-LIMITED," 1,819.76 "," 1,819.76 ",
483000221,HC PEDIATRIC SPECTRAL-DOPPLER COMP," 1,366.53 "," 1,366.53 ",
483000231,HC PEDIATRIC SPECTRAL-DOPPLER LIMITED," 1,366.53 "," 1,366.53 ",
483000241,HC PEDIATRIC COLOR FLOW-DOPPLER," 1,366.53 "," 1,366.53 ",
483000301,HC ECHOCARDIOGRAM DOPPLER FETAL, 700.00 , 700.00 ,
483000311,HC ECHOCARDIOGRAM DOPPLER FETAL F/U, 300.00 , 300.00 ,
483000321,HC FETAL ECHOCARDIOGRAM," 1,026.00 "," 1,026.00 ",
483000331,HC F/U FETAL ECHOCARDIOGRAM," 1,366.53 "," 1,366.53 ",
483000341,HC FETAL ECHO COLOR FLOW," 1,366.53 "," 1,366.53 ",
490000011,HC BLOCK DIAGNOSTIC, 716.24 , 716.24 ,
636000011,HC SOLN PRISMA SOL BGK/2.0 5000ML, 929.02 , 929.02 ,
636000021,HC SOD CHLORIDE 0.9% 3000ML BAG, 167.72 , 167.72 ,
636000031,HC SOD CHLORIDE 0.9% 1000ML BAG, 239.40 , 239.40 ,
636000041,HC SOD CHLORIDE 0.9% 500ML BAG, 239.40 , 239.40 ,
636000051,HC DEXT 5%/NACL 0.9% 1000ML BAG, 239.40 , 239.40 ,
636000061,HC SOD CHLORIDE 0.9% 250ML BAG, 239.30 , 239.30 ,
636000071,HC DEXT 5% 500ML BAG, 239.40 , 239.40 ,
636000081,HC DEXT 5% 1000ML BAG, 239.40 , 239.40 ,
636000091,HC LACT RINGERS 1000ML BAG, 239.40 , 239.40 ,
636000101,HC DEXT 5%/NACL 0.45% 1000ML BAG, 239.40 , 239.40 ,
636000111,HC DEXT 5%/LACT RINGERS 1000ML BAG, 239.40 , 239.40 ,
636000121,HC DEXT 5%/RINGERS, 239.40 , 239.40 ,
636000131,HC SOLN PRISMA BGK 2/3.5 5000ML," 1,037.98 "," 1,037.98 ",
636000151,HC SOD CHLORIDE 0.9% 1000ML BAG, 216.85 , 216.85 ,
636000161,HC SOD CHLORIDE 0.9% 500ML BAG, 216.85 , 216.85 ,
636000171,HC DEXT 5%/NACL 0.9% 1000ML BAG, 216.85 , 216.85 ,
636000181,HC SOD CHLORIDE 0.9% 250ML BAG, 216.76 , 216.76 ,
636000191,HC DEXT 5% 500ML BAG, 216.85 , 216.85 ,
636000201,HC DEXT 5% 1000ML BAG, 216.85 , 216.85 ,
636000211,HC LACT RINGERS 1000ML BAG, 216.85 , 216.85 ,
636000221,HC DEXT 5%/NACL 0.45% 1000ML BAG, 216.85 , 216.85 ,
636000231,HC DEXT 5%/LACT RINGERS 1000ML BAG, 216.85 , 216.85 ,
636000241,HC DEXT 5%/RINGERS, 216.85 , 216.85 ,
636000251,HC SOD CHLORIDE 0.9% 1000ML BAG, 216.85 , 216.85 ,
636000261,HC SOD CHLORIDE 0.9% 500ML BAG, 216.85 , 216.85 ,
636000271,HC DEXT 5% 500ML BAG, 216.85 , 216.85 ,
636000281,HC DEXT 5% 1000ML BAG, 216.85 , 216.85 ,
636000291,HC LACT RINGERS 1000ML BAG, 216.85 , 216.85 ,
636000301,HC DEXT 5%/NACL 0.45% 1000ML BAG, 216.85 , 216.85 ,
636000311,HC DEXT 5%/LACT RINGERS 1000ML BAG, 216.85 , 216.85 ,
636000531,HC GRAFIX PRIME, 565.81 , 565.81 ,
636000541,HC GRAFIX CORE, 565.81 , 565.81 ,
710000011,HC PACU 1ST HOUR," 3,966.82 "," 3,966.82 ",
710000021,HC PACU EA ADD 15 MINUTES, 546.15 , 546.15 ,
710000041,HC PACU 1ST HOUR," 3,966.82 "," 3,966.82 ",
710000051,HC PACU EA ADD 15 MINUTES, 546.15 , 546.15 ,
710000071,HC OB RECOVER 1ST HOUR," 3,435.50 "," 3,435.50 ",
710000081,HC OB RECOVERY EA ADD 15 MINUTES, 408.50 , 408.50 ,
720000011,HC OXYTOCIN CHALLENGE," 1,317.98 "," 1,317.98 ",
720000021,HC NON STRESS TEST, 918.34 , 918.34 ,
720000031,HC O/P MATERNAL CARE LEVEL I, 798.05 , 798.05 ,
720000121,HC OB REC ROOM 1ST HOUR," 2,445.34 "," 2,445.34 ",
720000161,HC LABOR LEVEL I," 4,443.75 "," 4,443.75 ",
720000171,HC LABOR LEVEL II," 6,587.28 "," 6,587.28 ",
720000181,HC LABOR LEVEL III," 7,429.83 "," 7,429.83 ",
720000191,HC UNCOMPLICATED OB RECOVERY, 952.26 , 952.26 ,
720000201,HC COMPLICATED OB RECOVERY," 2,763.43 "," 2,763.43 ",
720000211,HC COMPLICATED VAG DEL IN BC," 5,856.68 "," 5,856.68 ",
720000221,HC AMNIOCENTESIS DX," 1,193.82 "," 1,193.82 ",
720000231,HC FETAL STRESS TEST - OCT," 1,193.82 "," 1,193.82 ",
720000241,HC FETAL STRESS TEST - NIPPLE STIM," 1,193.82 "," 1,193.82 ",
720000251,HC FETAL NON-STRESS TEST UP TO 3HR, 918.34 , 918.34 ,
720000261,HC FETAL NON-STRESS TEST UP TO 6HR," 1,039.79 "," 1,039.79 ",
720000271,HC FETAL NON-STRESS TEST >6HR," 1,299.73 "," 1,299.73 ",
720000281,HC EXTERNAL CEPHALIC VERSION, -   , -   ,utilization
720000291,HC LABOR ASSESSMENT UP TO 3HR, 300.00 , 300.00 ,
720000301,HC SPNT ABORTX COMPL - NON SURG EM I," 1,457.10 "," 1,457.10 ",
720000311,HC LABOR ASSESSMENT UP TO 6HR, 525.00 , 525.00 ,
720000321,HC LABOR ASSESSMENT UP TO 9HR, 600.00 , 600.00 ,
