BATON ROUGE GENERAL HOSPITAL CHARGES,,
"Federal reporting rules require hospitals to maintain a catalog of thousands of procedure codes, code descriptions and list prices in a complex accounting tool, known as the hospital chargemaster. The prices listed on the chargemaster do not reflect what patients will ultimately pay as insurance companies negotiate discounts on the list prices. In addition, co-pays, co-insurance and deductibles can also bring additional discounts before a final charge is determined.                                                                                                                                                                                               ",,
"To get an accurate estimate of what your out of pocket expenses will be, contact us at (225) 381-6276, Monday through Friday, from 8 a.m. – 4:30 p.m.",,
,,
Chg Code,Description,Chg Amt
32103822,URETERAL DILATOR SET,$702.90
32103830,PROSTHETIC VALVED GRAFT AORTIC 21MM,"$14,600.25"
32103848,BLADE RAD 60,$914.20
32103855,DV XI OBTURATOR/REDUCER,$252.35
32103863,PROSTHESIS VALVED GRAFT AORTIC 23MM,"$14,600.25"
32103871,DV XI SHEATH AND SEAL,$953.80
32103889,DV XI STAPLER 45,$504.70
32103897,DV XI STAPLER 30,$519.12
32103905,BOLT 4.9 LOCKING,$968.10
32103913,SILICONE SHEETING,$79.30
32103921,GENERAL PACK,$385.30
32103947,PRECISION FALCON OSCILLATING TIP SAW,$962.15
32103954,DRAIN BLAKE/SYNDER,$159.50
32103962,RESERVOIR DRAIN,$121.00
32103970,PATIENT TRACKER,$949.00
32103988,PROSTHESIS VALVED GRAFT AORTIC 25MM,"$14,600.25"
32103996,RETRIEVER SUTURE,$319.00
32104002,PROSTHESIS VALVED GRAFT AORTIC 27/29MM,"$14,600.25"
32104028,PROSTHESIS VALVED GRAFT MITRAL 25MM,"$14,600.25"
32104036,TRAY EPIDURAL CONTINUOUS,$238.45
32104044,ADHESIVE PAD,$53.15
32104051,PROSTHESIS VALVED GRAFT MITRAL 27/29MM,"$14,600.25"
32104069,GRAFT WLGORE STRETCH 6 X 40,"$1,922.25"
32104077,GRAFT WLGORE 6X50,"$2,385.75"
32104085,INSTRUMENT TRACKER,$743.95
32104093,M5 TUBING,$321.00
32104101,SURGICAL IMPLANT,$0.00
32104119,DCR BUR,"$1,136.80"
32104127,PROSTHESIS VALVED GRAFT MITRAL 31/33MM,"$14,600.25"
32104135,PROSTH VALVED GRAFT CONF MITRAL 25/33 MM,"$14,600.25"
32104143,INTEGRA WOUND MATRIX 2X2,$0.00
32104150,INTEGRA WOUND MATRIX 4X5,$0.00
32104168,KNIFE ARTHROSCOPY,$348.70
32104176,INTEGRA WOUND MATRIX 4X10,$0.00
32104184,INTEGRA WOUND MATRIX 8X10,$0.00
32104192,INTEGRA WOUND MATRIX THIN 2X2,$0.00
32104200,INTEGRA FLOWABLE MATRIX 3CC,$0.00
32104218,SET URETERAL GUIDE/DIL,$596.10
32104226,INTEGRA MESHED BILAYER 2X2,$0.00
32104234,INTEGRA MESHED BILAYER 4X5,$0.00
32104242,INTEGRA MESHED BILAYER 4X10,$0.00
32104259,INTEGRA MESHED BILAYER 8X10,$0.00
32104267,HOSE ASPIRATION,$91.80
32104275,NEURO VALVES FOR SHUNTS,"$4,392.33"
32104283,REVOLVE ADVANCED ADIPOSE SYSTEM,"$1,784.50"
32104291,FEMORAL CORTICAL STRUT,"$1,630.35"
32104309,BLADE 2.9MM DIEGO 75 DEG,$573.95
32104317,LIGATION CLIP WECK HORIZON,$24.55
32104325,ADHESIVE DERMABOND ADVANCED PIN,$181.05
32104333,COSEAL EXT ALLICATOR TIPS,$425.95
32104341,PRO SHIELD PROTECTOR TUBES (ANEST),$98.95
32104358,STRATAFIX SPIRAL POLYPROPYLENE O CT-3,$406.30
32104366,ANESTHESIA GENERAL / QTR,$108.90
32104374,ANESTHESIA SPINAL / QTR,$36.60
32104382,RESECTOSCOPE DISP HF LOOP MED 30D,"$1,755.90"
32104390,RESECTOSCOPE DISP PLASMABUTTON 12/30DEG,"$1,631.30"
32104408,KIT FLUID EXCHANGE,$117.15
32104416,RESECTOSCOPE DISP HF LOOP 24FR .35 WIRE,$745.95
32104424,VALVE DELTA LEVEL 1.5,"$4,392.33"
32104432,RESECTOSCOPE DISP HF ROLLER LG 24-28FR,$987.05
32104440,RESECTOSCOPE DISP HF NEEDLE 90 DEG 24-28,$558.85
32104457,NCIRCLE DELTA WIRE TIPLESS STONE EXTRACT,"$1,144.55"
32104465,KII FIOS FIRST ACCESS SYS HANDLED TROCAR,$282.65
32104473,"MENISCECTOMY ELECTRODE, STANDARD",$249.50
32104481,GRASPER SUTURE,$657.00
32104499,"ULTRABLATOR 25.MM, 111MM, 90DEG",$358.20
32104507,XEROGEL,$357.65
32104515,VALVE AORTIC GRAFT ROTATABLE 31 MM,"$18,565.75"
32104523,VALVE AORTIC GRAFT ROTATABLE 33 MM,"$18,565.75"
32104531,VALVE DELTA LEVEL 2,"$4,392.33"
32104549,CATH ARTERIAL EMBOLECTOMY 2 FR,$581.10
32104564,US PROBE OSCIL BURR TIP SUCT CH 4MM X40C,"$1,192.00"
32104566,KNIFE LANCET TYPE FOR A3550,"$1,307.30"
32104572,VALVE CONTOURED LOW PRESSURE,"$2,607.14"
32104580,VALVE CONTOURED MEDIUM PRESSURE,"$2,607.14"
32104598,US PROBE OSCIL BURR TIP SUCT CH 3.5 X 40,"$1,296.20"
32104606,VALVE CONTOURED HIGH PRESSURE,"$2,607.14"
32104614,KIT CEMENT,$522.80
32104622,CATH STANDARD CSF VENTRICULAR,$572.27
32104630,CATH STANDARD PERITONEAL,$660.02
32104648,US PROBE OSCIL BURR TIP SUCT CH 3 X 40CM,"$1,296.20"
32104655,PROBE CORSON,$285.20
32104663,5.5MM CANNULA SETW/OUT DIST HOLES,$266.75
32104671,DYONICS ELECTROBLADE RERECTOR 4.5MM,"$1,168.40"
32104689,MESH VENTRALIGHT ST 6 IN MESH,"$2,072.90"
32104697,MESH PROLENE PRESHAPED,$575.00
32104705,COVER PROBE SLEEVE,$127.00
32104713,VASHE WOUND THERAPY 475ML INSTIL BTL,$290.00
32104721,TUBING ARTHROSCOPY,$519.20
32104739,VASHE WOUND THERAPY 34OZ INSTIL BTL,$273.10
32104747,STRATAFIX 2-0 PDS SUTURE,$268.30
32104754,ESMARK 4IN 30196,$42.10
32104762,ESMARK 6IN 30198,$54.45
32104770,VALVE CONTOURED PEDI LOW PRESSURE,"$2,607.14"
32104788,VALVE CONTOURED PEDI MEDIUM PRESSURE,"$2,607.14"
32104796,UNIV FIRM URET STENT/POSITIONER 6FRX30CM,$236.05
32104804,UNIV FIRM URET STENT/POSITIONER 7FRX30CM,$236.05
32104812,VALVE CONTOURED PEDI HIGH PRESSURE,"$2,607.14"
32104820,SUTURE GORTEX,$243.90
32104838,POTTS SCISSORS,$703.00
32104846,CHAMBER DELTA NEONATE,"$3,267.57"
32104853,VALVE DELTA NEONATE,"$4,392.33"
32104861,PRECISION FALCON OSCILLTING TIP SAW CRTG,$962.15
32104879,AQUILEX INFLOW AND OUTFLOW Y TUBING,$536.50
32104887,MYOSURE XL TISSUE REMOVAL,"$5,085.45"
32104895,SUMEX BUR ROUND 4MM FLUTED,$567.50
32104903,AQUILEX CANISTER KIT,$100.15
32104911,RESERVOIR MCCOMB PEDI 4 CM,$834.56
32104929,MYOSURE LITE TISSUE REMOVAL,"$2,541.55"
32104937,KYPHON BONE FILLING DEVICE,$524.60
32104945,KYPHON DIAMOND & BEVELED CANNULA,"$3,911.45"
32104952,TUBING ALCON,$58.60
32104960,RESERVOIR MCCOMB PEDI 5MM,$834.56
32104978,NOZZLE HUMERAL,$149.35
32104986,RESERVOIR MCCOMB PEDI 6CM,$834.56
32104994,DV TIP CAUTERY HOOK 5MM,$429.20
32105009,NOZZLE THIN FLEXIBLE,$149.35
32105017,ENDO SPECIMEN RETRIEVAL,$600.00
32105025,CYCLONE SUCTION IRRIGATOR,"$1,049.15"
32105033,DV CANNULA SEAL 5MM,$175.10
32105041,BALLOON TROCAR SLEEVE 5MM,$82.40
32105058,DV PORT SINGLE SITE,$715.34
32105066,HF LOOP 26FR .35 WIRE 30 DEG,$640.25
32105074,NEEDLE DISP SUTUR,$29.45
32105082,DRAIN TLS 4MM,$191.95
32105108,GELPOINT MIMI CES W/BAG,"$1,532.15"
32105116,OXIMETER FORESIGHT CEREBRAL,$357.65
32105124,KNIFE OPHTHALMIC,$88.30
32105132,DV HOOK CAUTERY 5MM,$715.34
32105140,BONE FIBULAR STRUT,"$2,866.00"
32105157,ALEXIS O RETRACTOR/WOUND PROTECTOR LARGE,$434.05
32105165,DV SUCTION IRRIGATOR 5MM,$302.82
32105173,KIT ACROMIOPLASTY ELECTRODE,$379.50
32105181,DV DISSECTOR MARYLAND,$524.58
32105199,ALEXIS O RETRACTOR/WOUND PROTECTOR X-LG,$257.50
32105207,PACK TOTAL HIP,$581.10
32105215,PACK MINOR BURN PROCEDURAL,$425.05
32105223,PACK SPINE,$454.25
32105231,DV HEM-O-LOK MED CLIP APPLIER 5MM,$144.20
32105249,TIP DUPLOTIP WITH SNAP LOCK,$274.00
32105256,ENDO GIA RELOAD GREEN THICK,$744.70
32105264,DENTAL ROLL SURGI,$5.80
32105272,ENDO GIA RELOAD BLACK VERY THICK,$744.70
32105280,ENDO GIA RELOAD WHITE THIN,$744.70
32105298,MASK OXYMASK ADULT W/7' TUBING,$37.40
32105306,DV SCISSORS CURVED 5MM,$524.58
32105314,MASK OXYMASK ADULT LG W/7' TUBING,$41.10
32105322,PACK MAJOR EXTREMITY,$492.55
32105330,FLEXBOARD WRIST SUPPORT MODEL 4400,$61.80
32105348,SUTURE STRATAFIX 2-0 SPIRAL PDO,$234.25
32105355,BLADE SAW PRECISION OSCILLATING 105MM,$962.15
32105363,LATERA ABSORBABLE NASAL IMPLANT SYSTEM,"$3,587.00"
32105371,PACK LAPAROSCOPY,$433.95
32105389,PACK BURN PROCEDURAL,$485.95
32105397,KIT ARGON ARTERIAL LINE,$127.60
32105405,ENDOTUBE RAE,$86.65
32105413,SET FEMORAL CANAL PRESSURE,$136.20
32105421,LAPAROSCOPIC WIPE,$30.80
32105439,INSERT FOAM,$107.00
32105447,KIT SHOULDER SUSPENSION,$228.55
32105454,AERA ET CATH BALLOON NON-VASC,"$4,028.80"
32105462,SET MENISCUS MENDER,$588.80
32105470,ET INFLATION DEVICE,$355.50
32105488,BUR DIAMOND 5MM CURVED ROUND,"$1,205.25"
32105496,STAPLER TCR 75 LOAD UNIT,$581.10
32105504,STAPLER TLC 75,$929.80
32105512,SET LACRIMAL INTUBATION,$463.10
32105520,CLIP LIGATING HEMOLOK GREEN,$350.16
32105538,BUR DIAMOND 2.5MM CURVED DCR,"$1,297.15"
32105553,CATH PERITONEAL DIALYSIS EXXTENDED,"$1,670.90"
32105561,MATRIX WOUND NEOX 4.0 X 3.0CM,"$7,786.80"
32105579,AERA ET GUIDEWIRE,"$2,014.40"
32105587,AERA ET BALLOON DILATION SYSTEM,$0.00
32105595,WIRE CERCLAGE COIL,$307.60
32105603,BANDAGE CONFORM,$5.50
32105611,DV XI OBTURATOR OPTICAL BLADELSS 8MM,$302.80
32105629,BLADE SAW SAGITTAL 11X90X1.19,$240.70
32105637,MATRIX WOUND NEOX 6.0 X 3.0CM,"$9,228.80"
32105645,KIT PORT IMPLANTABLE 14.3F TITANIUM,$834.55
32105652,DV XI 8MM CADIERE FORCEP,$757.05
32105660,PROPEL CONTOUR,"$3,064.25"
32105678,GRAFT BIODESIGN SINONASAL REPAIR 2X3CM,"$1,044.40"
32105686,GRAFT BIODESIGN DURAPLASTY 1X2CM,"$1,106.40"
32105694,GRAFT BIODESIGN DURAPLASTY 2.5X2.5CM,"$1,409.55"
32105702,DV TENACULUM FORCEPS,$793.10
32105710,KIT TOTAL HIP PREP,$712.80
32105728,DV LARGE CLIP APPLIER,$50.45
32105736,BASKET ZERO TIP,$874.10
32105744,DRESSING IV3000 4X4 3/4 INCH,$20.15
32105751,PATCH WOVEN DACRON 6 X 6,$624.75
32105769,PATCH VASCULAR,$434.25
32105777,DV LARGE NEEDLE DRIVER,"$1,049.16"
32105785,DV LARGE SURECUT NEEDLE DRIVER,"$1,144.54"
32105793,DV MEGA NEEDLE DRIVER,"$1,049.16"
32105801,DRESSING PREVENA PEEL & PLACE - 20CM,"$1,784.50"
32105819,DRESSING PREVENA PEEL & PLACE - 13CM,"$1,784.50"
32105827,DV MEGA SURECUT NEEDLE DRIVER,"$1,144.54"
32105835,NOVASURE ADVANCED DEVICE NS2013,"$5,074.40"
32105843,DRESSING WOUND BTM 10CMX10CM,"$3,064.25"
32105850,DRESSING WOUND BTM 10CMX20CM,"$6,128.50"
32105868,DRESSING WOUND BTM 20CMX40CM,"$24,514.00"
32105876,DV ROUND TIP SCISSORS,$733.60
32105884,DRESSING PREVENA PLUS,"$2,145.00"
32105892,ENDOTUBE CUFFED 8.0 W/ PRELOADED STYLET,$24.20
32105900,DRESSING MEPILEX BORDER POSTOP AG 4X8,$278.85
32105918,DRESSING MEPILEX BORDER POSTOP AG 4X12,$343.20
32105926,SILICONE SHEETING (55X75X0.5),$75.20
32105934,DV MONOPOLAR SCISSORS CVD HOT SHEARS,"$1,153.60"
32105942,GRASPER CLUTCH MINIGRIP,"$1,073.00"
32105959,ENDOTUBE CUFFED 7.5 W/ PRELOADED STYLET,$24.20
32105967,SIGNIA POWER SHELL,"$1,269.20"
32105975,DV FORCEPS,"$1,045.45"
32105983,SCREW SYNTHES SCHANZ,$582.00
32105991,DV COBRA GRASPER,$793.10
32106007,CLAMP SYNTHES FIXATOR,"$2,100.80"
32106015,SURGICEL POWDER,$759.70
32106023,GRAFT BONE AUGMENT 3CC,"$12,599.50"
32106031,SIGNIA ADAPTER,$144.20
32106049,FIDUCIAL DBS,"$1,117.55"
32106056,DV PROGRASP FORCEPS,"$1,049.16"
32106064,DV DOUBLE FENESTRATED GRASPER,$953.78
32106072,PATCH EVARREST FIBRIN SEALANT,"$2,793.90"
32106080,ROD REAMING W/ BALL TIP 2.5MMX950MM,$730.20
32106098,SYSTEM STIMPILOT PLANNING DBS,"$7,570.50"
32106106,BELL CIRCUMCISION,$33.55
32106114,CABLE SCREENING DBS,$387.50
32106122,CATH SINGLE LUMEN,$581.10
32106130,DV FENESTRATED BIPOLAR FORCEPS,"$1,287.60"
32106148,BLADE STRYKER DISP. SAW,$373.50
32106155,DV MARYLAND BIPOLAR FORCEPS,"$1,287.60"
32106163,BATTERY DRILL FOR DBS,$998.55
32106171,TUBING LIPOSUCTION,$65.45
32106189,ADAPTER CATHETER,$6.60
32106197,DV PERMANENT HOOK,$721.00
32106205,DV PERMANENT SPATULA,$721.00
32106213,GRAFT WLGORE BIF IGK,"$2,474.25"
32106221,DV CADIERE FORCEPS,$953.78
32106239,BIT DRILL FOR DBS,"$1,325.75"
32106247,DV GRASPER CROCODILE 5MM,$596.11
32106254,BONE ILIAC CREST WEDGE,"$3,655.50"
32106262,KIT DBS,"$5,768.00"
32106270,LINER SPICA SIZE 2,$610.45
32106288,DRESSING SHAH AURAL,$45.40
32106296,"DRAPE, ONE PIECE WITH POCKETS RIO",$241.80
32106304,"BONE PIN MAKO, ALL SIZES",$644.75
32106312,TUBE PE,$139.25
32106320,CATH DUAL DRAIN TR,$390.00
32106338,LINER SPICA SIZE 4,$610.45
32106346,SPONGE WECKSEL SPEAR,$15.40
32106353,LINER SPICA SIZE 6,$677.20
32106361,LINER SPICA SIZE 8,$677.20
32106379,TIBIAL CHECKPOINT,$254.20
32106387,BLADE STERILE STERNUM 5059,$269.30
32106395,SUPPORT ARTERIAL CANNULA W VELCRO,$88.30
32106403,KNEE PROCEDURE TRACKING VIZADISCTM,"$1,088.00"
32106411,BLADE SAW OSCILLATING,$266.75
32106429,BLADE MENISCUS CUTTER,$568.70
32106437,FEMORAL/TIBIAL CHECKPOINT,$480.45
32106445,FEMORAL CHECKPOINT,$254.20
32106452,LEG POSITIONER DISPOSABLES STRYKER,$393.65
32106460,SILICONE RETRACTOR CORD,$66.95
32106478,SYSTEM IRRIGATION TUBE RIO,$573.45
32106486,NO CHARGE OR,$0.00
32106494,SYSTEM IRRIGATION CLIP RIO,$573.45
32106502,ANSPACHE 6MM FLUTED BALL BURR,$368.85
32106510,KIT VENTRICULOSTOMY,"$1,372.30"
32106528,ENDOSURGICAL BAYONET KNIFE 134MIV,"$1,314.75"
32106536,GRAFT GORE HYBRID 10CM,"$4,620.00"
32106544,SAWBLADE STANDARD MAKO,$962.15
32106551,SAWBLADE NARROW MAKO,$962.15
32106569,ENDO RELOAD EGIA30AV,"$1,139.40"
32106577,SEALER AQUAMANTYS MIS FLEX,"$2,394.45"
32106585,"NEEDLE STIMUPLEX ULTRA 360 20GX4""",$121.00
32106593,BLADE CURVED SINUS RAD 3.5MM 90,"$1,159.60"
32106601,VIVAER STYLUS,"$3,605.00"
32106619,COVER PROBE NEOGUARD 2.6X30CM,$36.05
32106627,GUIDE NEEDLE ENDOCAVITY,$141.65
32106635,NEEDLE MAX CORE BIOPSY 18GX25G,$386.30
32106643,ENDO RELOAD EGIARADXT,"$1,880.20"
32106650,ENDO RELOAD EGIA30CTAV,"$1,253.30"
32106668,ENDOCATCH BAG 12/15MM,$476.90
32106676,MICRO AUTOGRAFTING KIT,"$2,303.60"
32106692,"BLADE AMALGATOME 4""","$1,239.90"
32106700,"BLADE AMALGATOME 2""","$1,239.90"
32106718,PATIENT TRACKER STEALTH,$944.25
32106726,LEG POSITIONER W FOOTDROP,$347.25
32106734,QUIKCLOT DRESSING TRAUMA PAD,$393.40
32106742,STYLET NAVIGATION STEALTH,"$1,892.65"
32106759,QUIKCLOT DRESSING 4X4,$200.85
32106767,QUIKCLOT DRESSING ROLL,$432.90
32106775,POINTER NAVIGATION STEALTH,"$1,892.65"
32106783,GRAFT ACUSEAL VASCULAR,"$4,616.00"
32106791,BLADE DERMATOME ROSENBERG,$66.50
32106809,VALVE HEART MAGNA,"$21,251.50"
32106817,SPHERES NAVIGATION STEALTH,$453.05
32106825,CIRCUIT BREATH ADULT FOR MRI,$39.15
32106833,SPLINT DEPUY WRIST,$116.35
32106841,DRAIN PENROSE 6MM,$83.80
32106858,TRAY EPIDURL FLEXTIP PLUS,$286.65
32106866,DV XI 8MM LONG BIPOLAR GRASPER(REUSE 10),"$1,045.45"
32106874,DV XI 8MM SMALL GRAPTOR (REUSE 10),$865.20
32106882,BLADE MICRO AIR OSC SAW,$217.00
32106890,SPECIMEN SOCK STANDARD,$52.10
32106908,FIBER OMNIGUIDE BEAMPATH,"$3,244.50"
32106916,FIBER OMNIGUIDE ROBOTIC,"$3,605.00"
32106924,TUBING SONOPET,"$1,425.40"
32106932,DV XI 8MM SUCTION IRRIGATOR,"$1,263.75"
32106940,TIP SONOPET BARRACUDA LARGE,"$2,775.15"
32106957,TIP SONOPET STRAIGHT ALL SIZES,"$2,400.20"
32106965,BOOTIES SUTURE AID,$19.25
32106973,DBS LEAD NEUROSTIM - 40,"$11,355.75"
32106981,BLADE SICKLE-SHAPED RETRACTABLE,$846.95
32106999,SUTURE VICRYL 3-0 X-1 CR,$442.05
32107005,DRAIN PNEUMOSTAT CHEST,$316.50
32107013,NEEDLE TUOHY 14G X 12CM,$695.90
32107021,DV XI BD MICRO FORCEPS,$721.00
32107039,PROBE DOPPLER BAYONET STYLE,$833.35
32107047,INTRANASAL MUCOSAL ATOMIZATION DEVICE,$85.80
32107054,CELLERATE RX POWDER 1 GRAM,"$1,315.85"
32107062,CELLERATE RX POWDER 5 GRAMS,"$4,866.75"
32107070,SURGICEL SNOW,$432.95
32107088,PROBE DOPPLER BAYONET INTRANASAL,$833.35
32107096,URETEROSCOPE DISPOSABLE LITHOVUE,"$5,407.50"
32107104,MESH SYNECORE 12CM ROUND,"$2,080.10"
32107112,MESH SYNECORE 20CM X 30CM RECTANGLE,"$15,400.55"
32107120,MESH SYNECORE 10CM X 15CM OVAL,"$2,563.15"
32107138,MESH SYNECORE 15CM X 20CM OVAL,"$5,126.30"
32107146,ADAPTER METER DOSE INHALER,$31.65
32107153,"PROGEL EXTENDED SPRAY TIP ROBOTIC 11""",$441.10
32107161,ELECTRODE L-HOOK 44CM CONMED,$231.50
32107179,GRAFT PROPATEN THIN 8MMX40CM,"$6,507.05"
32107187,CANNULA AORTIC,$151.80
32107195,SUTURE STRATAFIX MONO PLUS 3-0 RB- 16,$303.55
32107237,BARS ARCH,$46.75
32107245,STAPLER TR 90,$789.00
32107435,SCREW SYNTHES CANNULATED LARGE,"$1,042.00"
32107559,ELECTRODE EZ CLEAN,$387.50
32107690,WIRE GUIDE SAFE-T-J,$137.00
32107765,TUBE DELTOFLO,$123.20
32107831,SPLINT NASAL,$257.40
32107849,SPLINT NASAL,$105.90
32107922,CUFF TOURNIQUET STERILE,$212.10
32107963,WIRE K,$87.60
32107989,KIT DURA PREP,$51.45
32108193,BRUSH CYTOLOGY CYSTO,$223.05
32108219,STENT URETERAL PIGTAIL,$369.85
32108235,DRAIN ABRAMSON TRIPLE,$263.75
32108300,SPLINT NASAL,$100.95
32108326,PIN CASPAR DISTRACTION,$469.45
32108359,ELECTRODE CYSTO,$310.10
32108417,SCREW SYNTHES CANNULATED SMALL,$845.00
32108433,STAPLER ROTICULATOR POLY,"$2,287.45"
32108441,STAPLER TP 60,$649.85
32108532,PROSTHESIS VALVED GRAFT,"$21,046.00"
32108581,CONFORMER EYE,$45.50
32108599,STAPLER TLC 55,$721.05
32108656,SPLINT NASAL,$21.45
32108771,SET QUICK STICK 295-2,$416.50
32108912,BIT DRILL,$84.15
32108946,OCCLUDER FLORESTER ARTERY,$310.00
32108953,GRAFT WLGORE STR IGK,"$1,478.50"
32109068,BONE CANCELLOUS CLIPS 30CC,"$1,643.90"
32109092,HALTER HEAD DISP,$42.10
32109142,ANGIOSCOPE DISP,"$6,052.80"
32109191,WIRE CERCLAGE,$32.25
32109217,PROBE ELECTROHYDRAULIC,$878.65
32109266,SPLINT FINGER,$34.95
32109290,ENDO TROCAR 11MM,$300.00
32109308,ENDO TROCAR 5MM,$411.70
32109340,NEEDLE ENDOPATH,$166.10
32109431,BUR WIRE PASSING,$141.10
32109464,ADAPTOR COBE,$11.55
32109530,ENDO CLIP,$757.65
32109548,ENDO TROCAR 12MM,$467.25
32109563,SUTURE ENDOSCOPIC,$401.80
32109621,ROD SYNTHES CARBON FIXATOR,"$1,100.00"
32109654,CATH CARDIOPLEGIA,$565.40
32109662,PIN PMT 1210-1 MRI,"$3,006.85"
32109670,JUG ARTHROSCOPY W/SIPHON,$212.85
32109704,CLAMP FIXATOR,"$3,029.00"
32109746,BUR OSTEOTOMY,$100.95
32109761,STAYS ELASTIC SURG SMALL,$48.40
32109977,CATH CHOLANGIOGRAM,$402.90
32110025,SUTURE U12G UMBIL,$15.15
32110041,SUTURE W31G BONEWAX,$52.50
32110082,SUCTION PUDDLE VAC,$210.20
32110108,GRAFT WGLORE 6X10,$895.25
32110132,TIP PULSEVAC IRRIGATOR,$92.40
32110157,SET PULSEVAC HAND CONTROL,$286.55
32110165,ENDOINSTRUMENT DISP,$573.65
32110173,BLADE SAW RECIPROCATING,$361.25
32110181,GUARD ZAP,$111.75
32110314,GRID MICRO PMT,$199.20
32110348,INSERT CLAMP 86MM,$123.75
32110371,ENDO LINEAR CUTTER,"$1,244.10"
32110389,ENDO CUTTER RELOAD,$636.65
32110397,IMMOBILIZER SHOULDER,$34.40
32110405,LIGACLIP LC-200,$32.95
32110447,LIGACLIP LC-400,$64.30
32110512,CATH CHEST TUBE ANGLED,$92.20
32110603,TUBING INSUFFLATION,$80.60
32110777,DUOFLO APPLICATION SET,$258.25
32110785,SHUNT VASCULAR,$357.50
32110801,DONUT,$9.35
32111379,LIGACLIP LC-300,$42.65
32111502,PLATE HIP STANDARD,"$1,509.00"
32111510,SCREW COMPRESSION,$191.20
32111528,SCREW LAG,"$1,086.70"
32112112,TUBE PE TYTAN,$239.75
32114621,PATCH VASCULAR,$643.80
32114696,BLADE BEAVER,$59.70
32115123,SUCTION COAGULATOR-VALLEY LAB,$92.80
32115370,ADAPTOR SWIVEL,$73.35
32115925,NEEDLE INTRADISCAL,$55.20
32116790,ENDOTUBE SHIELDED,$581.10
32116816,MESH VICRYL VM,"$1,211.55"
32116873,CATH URETERAL CONE TIP,$111.30
32116931,SHUNT CAROTID SUNDT,"$1,455.25"
32117020,BAG BILE,$74.55
32117087,BREATHING CIRCT,$64.35
32117517,DRAIN EXT BIFURCATED,$40.45
32117541,HEMOVAC LARGE,$102.85
32117582,HEMOVAC MEDIUM,$102.85
32117640,MURILUBE,$11.30
32117822,STOCKINETT 2 IN,$23.40
32117848,STOCKINETT 3 IN,$28.05
32117863,STOCKINETT 4 IN,$43.45
32117889,STOCKINETT 6 IN,$48.70
32117962,SUTURE E-PACK BAC,$517.40
32117970,SUTURE E-PACK CHE,$566.85
32117988,SHIELD EYE,$15.95
32118069,SURGICEL 2X3 VIAL,$175.00
32118085,SURGICEL 2X14  VL,$272.20
32118317,WIRE GUIDE PTFE COATED,$310.85
32118531,MESH PROLENE 3X6,$397.40
32118556,MESH PROLENE 12X12,$600.00
32118564,STRIPPER DISP VEIN,$230.50
32118762,CATH HEMATURIA,$116.80
32118788,CATH RED RUBBER,$46.20
32118895,PAD CARDIAC INSULATION,$173.55
32119026,ENDOTUBE,$48.15
32119372,TUBE PE SHEEHY ACTIVENT,$161.50
32119687,CATH BILIARY BALLOON ROBE,$406.20
32119745,BLADE PADGETT,$363.40
32120065,CATH ARTERIAL EMBOLECTOMY,$373.40
32120362,SHOE DARBY,$57.75
32120370,GRID BACKGROUND,$61.05
32120487,CATH MALECOT,$220.64
32120768,CATH COUDE,$88.30
32120784,CATH T-TUBE,$116.35
32121006,PATTIES SURGICAL,$182.00
32121014,STAPLER SKIN 35,$213.95
32121386,DISSECTORS,$15.15
32122285,DERMACARRIERS 1-8 IN,$277.10
32122384,BLADE ESCHMAN,$173.00
32122418,CATH VENTRI LEFT,$180.95
32122459,BLADE WECK,$37.95
32122624,VESSEL LOOP PKG,$11.55
32122681,WIRE GUIDE TSF 18,$175.80
32124240,SPLINT NASAL,$351.55
32124281,ELECTRODE NERVE STIMULATOR,$410.10
32124414,CAST SHORT ARM,$35.25
32124422,CAST SHORT LEG,$131.75
32124430,CAST BODY ADULT,$387.50
32124448,CAST BODY CHILD,$271.15
32124489,TACKER ABSTACK 20,"$2,044.50"
32124505,MESH DUAL 20X30,"$6,449.35"
32124901,CANNULAE WM HARVEY TYPE 1967,$212.85
32125767,ANESTHESIA LOCAL/QTR,$69.00
32126120,HEAD DAVOL DERMATONE,$168.30
32127383,CONNECTOR BENTLY,$40.45
32128183,STAPLE RICHARDS FIXATION,$561.75
32128647,PIN STEINMAN THREADED,$79.85
32128662,PIN STEINMAN SMOOTH,$59.00
32128688,PIN GUIDE,$344.00
32128704,WIRE KIRSCHNER,$34.25
32129090,PACK ARTHROSCOPY,$424.60
32129280,PACEMAKER,$0.00
32130056,SURGICEL 4X8,$295.95
32130114,CEMENT BONE,$532.20
32130304,SURGICAL SUPPLIES,$0.00
32130320,CAST LONG ARM,$77.50
32130346,CAST LONG LEG,$248.90
32130395,SUTURE ROTICULATOR 55,"$1,246.85"
32130411,WIRE GUIDE,$196.30
32130528,BLADE BEAVER,$71.50
32130635,STENT URETERAL ENDOPYELOTOMY,$464.75
32130684,SCREW SYNTHES CORT 2.0,$353.30
32130809,WASHER SYNTHES,$217.00
32130866,PLATE SYNTHES DCP 3.5,$811.60
32130908,SCREW CANCELLOUS 3.5-4.0,$192.00
32130924,STERIDRAPE IOBAN,$74.25
32132334,CATH URETERAL WHISTLE TIP,$90.20
32132441,CANNULA A/A UNIV,$113.30
32132599,WIRE GUIDE SPRING,$57.70
32132714,SPLINT SHORT ARM,$30.80
32132730,SPLINT LONG ARM,$46.75
32132748,BLADE GIGLI SAW,$245.25
