Charge Code Description,"Rev
Code","Proc
 Code","Rate 
Exception",,,,,,,,,
3802595,PNEUMO NEEDLE 120MM,SCS,A,272,,,,,,88.5,N,N
3802607,TROCAR 5MM LONG 2D5LT,SCS,A,272,,,,,,55,N,N
3802660,CT CLOSURE SYSTEM,SCS,A,272,,,,,,687.5,N,N
3802806,BONE CEMENT REFOBACIN,SCS,A,272,,,,,,"1,327.50",N,N
3802807,BONE CEMENT MIXER - ZIM,SCS,A,272,,,,,,510,N,N
3802811,MYOSURE,SCS,A,272,C1782,,,,,"6,232.00",N,N
3802860,ARTHROSCOPY 5.5 AGGRESSIVE TOMCAT,SCS,A,272,,,,,,339,N,N
3802863,BLADE-ROUND BUR 3.2MM 1608-2-11,SCS,A,272,,,,,,324.5,N,N
3802864,BLADE-AVERAGE MED 2296-3-111,SCS,A,272,,,,,,220,N,N
3802865,ARTHROSCOPY TUBING,SCS,A,272,,,,,,256.5,N,N
3802926,BLOCK NEEDLE 40MM 22GA,SCS,A,997,,,,,,0,N,N
3802927,BLOCK NEEDLE 80 MM 22 GA,SCS,A,997,,,,,,0,N,N
3802931,TROCAR 5MM LONG SLEEVE CB5LT,SCS,A,272,,,,,,116.5,N,N
3802932,"TROCAR, 12MMX130MM COR50",SCS,A,272,,,,,,116,N,N
3802951,PULSAVAC - ZIM,SCS,A,272,,,,,,234,N,N
3802952,PULSAVAC ZIM INTRA MED TIP,SCS,A,272,,,,,,85.5,N,N
3802953,"TROCAR, 5MM SLEEVE (CTS02)",SCS,A,272,,,,,,48,N,N
3802954,"TROCAR, 5MM LONG (CTB03)",SCS,A,272,,,,,,82.5,N,N
3802955,"TROCAR, 11MM (CTB33)",SCS,A,272,,,,,,184,N,N
3802956,"TROCAR, 12MM (CTB73)",SCS,A,272,,,,,,179.5,N,N
3802957,"TROCAR, 12MM BLUNT/BALLOON (COR47)",SCS,A,272,,,,,,350,N,N
3802958,TROCAR-5MM WITH BALLOON (CFB03),SCS,A,272,,,,,,99,N,N
3802959,TROCAR - 5X150MM (CTB01),SCS,A,272,,,,,,86,N,N
3802960,BLOCK NEEDLE SONOPLEX 22GX50MM 001187-74,SCS,A,997,,,,,,0,N,N
3802961,BLOCK NEEDLE SONOPLEX 22GX80MM 001187-71,SCS,A,997,,,,,,0,N,N
3802962,BLOCK NEEDLE SONPLEX 21GX100MM 001187-77,SCS,A,997,,,,,,0,N,N
3802963,BLOCK NEEDLE SONOTAP 22GX80MM 1185-3E080,SCS,A,997,,,,,,0,N,N
3802964,BLOCK NEEDLE SONOTAP21GX110MM 1185-3F110,SCS,A,997,,,,,,0,N,N
3803830,PULL PEG TRAY,SCS,A,272,,,,,,946,N,N
3803831,EXT FIXATOR 04102,SCS,A,278,C1713,,,,,"12,400.00",N,N
3803832,EXT FIXATOR 04200,SCS,A,278,C1713,,,,,"8,400.00",N,N
3803833,EXT FIXATOR 04300,SCS,A,278,C1713,,,,,"9,428.00",N,N
3803856,VHS 4 HOLE PLATE 200306,SCS,A,278,C1713,,,,,"3,226.50",N,N
3803857,VHS 6 HOLE PLATE 200304,SCS,A,278,C1713,,,,,"2,977.50",N,N
3803861,BIOMET CG CHR TROCH MED 120007,SCS,A,278,C1713,,,,,"3,334.50",N,N
3803863,BIOMET CG COB CHR W/SLEEVE COMBO 120010,SCS,A,278,C1713,,,,,"2,133.00",N,N
3803864,BIOMET CG STEEL/W/SLEEVE COMBO 350806,SCS,A,278,C1713,,,,,"2,048.00",N,N
3803896,ARTHROSCOPY BARREL BURR 5.5MM,SCS,A,272,,,,,,297,N,N
3803897,ARTHROSCOPY RESECTOR CUTTER 5.5 MM,SCS,A,272,,,,,,283,N,N
3803898,ARTHROSCOPY 3.5 AGGRESSIVE PLUS,SCS,A,272,,,,,,283,N,N
3803899,ARTHROSCOPY - BARREL BURR 4.0MM,SCS,A,272,,,,,,279,N,N
3804000,ENDOLOOP PDS,SCS,A,272,,,,,,204,N,N
3804065,SUTURE REG/OR,SCS,A,272,,,,,,37.5,N,N
3804072,PORT-POWER PORT 8FR,SCS,A,278,C1788,,,,,"1,898.00",N,N
3804095,STAPLER-SKIN 35W,SCS,A,272,,,,,,149,N,N
3804096,VHS 4.5 SCREW 36 MM,SCS,A,278,C1713,,,,,203.5,N,N
3804097,VHS LAG SCREW 50MM,SCS,A,278,C1713,,,,,"1,904.00",N,N
3804098,VHS SUPER LAG 75 MM,SCS,A,278,C1713,,,,,"2,304.00",N,N
3804105,STAPLER LINEAR CUTTER #TLC55,SCS,A,272,,,,,,"1,293.50",N,N
3804106,STAPLER LINEAR CUTTER TLC75,SCS,A,272,,,,,,572.5,N,N
3804107,STAPLER LINEAR RELOAD TCR75,SCS,A,272,,,,,,305.5,N,N
3804175,STAPLER COUNTOUR BLUE 3.5 CS40B,SCS,A,272,,,,,,"2,075.00",N,N
3804176,STAPLER CONTOUR BLUE RELOAD 3.5 CR40B,SCS,A,272,,,,,,"1,233.00",N,N
3804177,STAPLER CONTOUR GREEN 4.7MM CS40G,SCS,A,272,,,,,,"2,193.00",N,N
3804178,STAPLER CONTOUR GREEN RELOAD 4.7MM CR40G,SCS,A,272,,,,,,"1,233.00",N,N
3804200,STAPLER MULTI TA 60 3.5,SCS,A,272,,,,,,454.5,N,N
3804205,STAPLER LINEAR CUTTER RELOAD 55-3.8,SCS,A,272,,,,,,280.5,N,N
3804206,STAPLER PURSTRING 65 INST,SCS,A,272,,,,,,954.5,N,N
3804210,VHS LAG SCREW 55 MM,SCS,A,278,C1713,,,,,"1,904.00",N,N
3804211,VHS LAG SCREW 60 MM,SCS,A,278,C1713,,,,,"1,903.50",N,N
3804212,VHS LAG SCREW 65 MM,SCS,A,278,C1713,,,,,"1,904.00",N,N
3804213,VHS LAG SCREW 70 MM,SCS,A,278,C1713,,,,,"1,904.00",N,N
3804214,VHS LAG SCREW 75 MM,SCS,A,278,C1713,,,,,"1,904.00",N,N
3804215,VHS LAG SCREW 80 MM,SCS,A,278,C1713,,,,,"1,904.00",N,N
3804216,VHS SUPER LAG SCREW 80 MM,SCS,A,278,C1713,,,,,"2,304.00",N,N
3804217,VHS LAG SCREW 85 MM,SCS,A,278,C1713,,,,,"1,872.00",N,N
3804218,VHS SUPER LAG SCREW 85 MM,SCS,A,278,C1713,,,,,"2,304.00",N,N
3804219,VHS LAG SCREW 90 MM,SCS,A,278,C1713,,,,,"1,813.00",N,N
3804220,VHS SUPER LAG SCREW 90 MM,SCS,A,278,C1713,,,,,"2,304.00",N,N
3804221,VHS LAG SCREW 95 MM,SCS,A,278,C1713,,,,,"1,904.00",N,N
3804222,VHS SUPER LAG SCREW 95 MM,SCS,A,278,C1713,,,,,"2,304.00",N,N
3804223,VHS LAG SCREW 100 MM,SCS,A,278,C1713,,,,,"1,904.00",N,N
3804224,VHS SUPER LAG SCREW 100 MM,SCS,A,278,C1713,,,,,"2,304.00",N,N
3804225,VHS LAG SCREW 110 MM,SCS,A,278,C1713,,,,,"1,904.00",N,N
3804226,VHS LAG SCREW 120 MM,SCS,A,278,C1713,,,,,"1,904.00",N,N
3804227,VHS LAG SCREW 125 MM,SCS,A,278,C1713,,,,,"1,904.00",N,N
3804228,VHS LAG SCREW 130 MM,SCS,A,278,C1713,,,,,"1,904.00",N,N
3804229,VHS LAG SCREW 105 MM,SCS,A,278,C1713,,,,,"1,723.50",N,N
3804315,EXT FIX WRIST BONE SCREWS,SCS,A,278,C1713,,,,,975,N,N
3804326,VHS THREADED GUIDE PIN,SCS,A,272,,,,,,400,N,N
3804358,K-WIRE 9/64,SCS,A,272,C1713,,,,,60.5,N,N
3804359,K-WIRE 5/32,SCS,A,272,C1713,,,,,60.5,N,N
3804361,K-WIRE .045,SCS,A,272,C1713,,,,,48,N,N
3804362,K-WIRE .035,SCS,A,272,C1713,,,,,48,N,N
3804363,LUQUE WIRE 16 GA,SCS,A,278,C1713,,,,,231,N,N
3804364,LUQUE WIRE 18 GA,SCS,A,278,C1713,,,,,231,N,N
3804365,K-WIRE .062,SCS,A,272,C1713,,,,,48,N,N
3804366,K-WIRE 5/64,SCS,A,272,C1713,,,,,60,N,N
3804367,K-WIRE 3/32,SCS,A,272,C1713,,,,,60,N,N
3804368,K-WIRE 7/64,SCS,A,272,C1713,,,,,60,N,N
3804369,K-WIRE 1/8,SCS,A,272,C1713,,,,,60,N,N
3804415,ANES-NERVE BLOCK INJ BRACHIAL PLEXUS,SCS,A,360,64415,,,,,"1,795.00",N,N
3804420,ANES-NERVE BLOCK INJ INTERCOST NERVE;SGL,SCS,A,360,64420,,,,,"1,443.00",N,N
3804421,ANES-NERVE BLOCK INJ INTERCOST NERVE;MUL,SCS,A,360,64421,,,,,"1,795.00",N,N
3804445,ANES-NERVE BLOCK INJ SCIATIC NERVE,SCS,A,360,64445,,,,,"1,443.00",N,N
3804447,ANES-NERVE BLOCK INJ FEMORAL NERVE;SGL,SCS,A,360,64447,,,,,"1,443.00",N,N
3804450,ANES-INJ OTHER PERIPHERAL NERVE OR BRNCH,SCS,A,360,64450,,,,,"1,067.00",N,N
3804486,ANES - TAP BLOCK UNILATERAL,SCS,A,360,64486,,,,,420,N,N
3804488,ANES - TAP BLOCK BILATERAL,SCS,A,360,64488,,,,,594,N,N
3804510,URO-CATH SUPRAPUBIC SET 12 FR COOK,SCS,A,272,C2627,,,,,240,N,N
3804511,URO-PERCUFLEX PL STENT 24 CM X 4.8FR,SCS,A,272,,,,,,740.5,N,N
3804512,URO-PERCUFLEX PL STENT 26 CM X 4.8FR,SCS,A,272,,,,,,740.5,N,N
3804513,URO-PERCUFLEX PL STENT 28 CM X 4.8FR,SCS,A,272,,,,,,740.5,N,N
3804514,URO-PERCUFLEX PL STENT 30 CM X 4.8FR,SCS,A,272,,,,,,740.5,N,N
3804515,URO-GUIDEWIRE ZIPWIRE STRAIGHT 0.035X150,SCS,A,272,,,,,,320.5,N,N
3804516,URO-GUIDEWIRE ZIPWIRE-ANGLED 0.035X150,SCS,A,272,,,,,,320.5,N,N
3804517,URO-FIBER WIRE 200UM,SCS,A,272,,,,,,"1,882.00",N,N
3804518,URO-FIBER WIRE 272UM,SCS,A,272,,,,,,"1,882.00",N,N
3804519,URO-FIBER WIRE 365UM,SCS,A,272,,,,,,"1,401.00",N,N
3804575,VISION BLUE OPHTHALMIC SOLUTION,SCS,A,272,,,,,,220,N,N
3804581,URO-CATH URETERAL WHISTLE TIP,SCS,A,272,C1758,,,,,74.5,N,N
3804582,URO-CATH URETERAL CONE TIP,SCS,A,272,C1758,,,,,88,N,N
3804583,URO-CONTOUR STENT-24CM X 6FR,SCS,A,272,,,,,,996.5,N,N
3804584,URO-PERCUFLEX PL STENT 28 CM X 6FR,SCS,A,272,,,,,,996,N,N
3804586,URO-CONTOUR STENT 26CM X 6FR,SCS,A,272,,,,,,972,N,N
3804587,VHS 3.2 DRILL BIT,SCS,A,272,,,,,,800,N,N
3804588,EXT FIX-DRILL BIT 2.0/2.7,SCS,A,272,,,,,,"1,260.00",N,N
3804596,HYSTEROSCOPY OUTFLOW TUBING,SCS,A,272,,,,,,110,N,N
3804597,HYSTEROSCOPY INFLOW TUBING,SCS,A,272,,,,,,201.5,N,N
3804630,URO-GEMINI STORO-RET BASKET,SCS,A,272,,,,,,"1,311.00",N,N
3804680,URO-CATH URETERAL OPEN END 5FR,SCS,A,272,C1758,,,,,73.5,N,N
3804681,URO-CATH URETERAL OPEN END 4FR,SCS,A,272,,,,,,64,N,N
3804682,PORT-BROVIAC CATH 6.6,SCS,A,271,,,,,,985,N,N
3804683,URO-CYSTO TUBING 2C40-40,SCS,A,272,,,,,,39,N,N
3804684,URO-CATH SUPRAPUBIC BARD,SCS,A,272,,,,,,411.5,N,N
3804686,URO-TUR TUBING SET,SCS,A,272,,,,,,72.5,N,N
3804687,URO-STOR BIPO CUT LOOP 24126FR 27040GP1S,SCS,A,272,,,,,,"2,058.00",N,N
3804688,URO-STOR BIPO CUT L00P 24126FR 27040GP1S,SCS,A,272,,,,,,"2,058.00",N,N
3804725,URO-CATH STRAP DALE,SCS,A,271,,,,,,29,N,N
3804751,MESH POLY PLUG X-LRG,SCS,A,278,C1781,,,,,"1,527.50",N,N
3804775,URO DRAIN BAG SKYTRON,SCS,A,272,,,,,,77.5,N,N
3804786,URO-PERCUFLEX PL STENT 26CM X 6FR,SCS,A,272,,,,,,986.5,N,N
3804787,URO - G-WIRE ZIPWIRE 035X150 M0014615B1,SCS,A,272,,,,,,159.5,N,N
3804788,URO-URETL ACCES SHTH 11/13X28M0062502210,SCS,A,272,,,,,,710.5,N,N
3804789,URO-URETL ACC SHTH 11/13X36 M0062502220,SCS,A,272,,,,,,710.5,N,N
3804791,URO-URETL ACC SHTH 13/15X28 M0062502270,SCS,A,272,,,,,,710.5,N,N
3804792,URO-URETL ACC SHTH 13/15X36 M0062502280,SCS,A,272,,,,,,710.5,N,N
3804801,URO-STORZ CUTTING LOOP 24FR,SCS,A,272,,,,,,679.5,N,N
3804802,VESSEL LOOPS,SCS,A,272,,,,,,7.5,N,N
3804805,UROGATE Y CONNECTOR,SCS,A,272,,,,,,22.5,N,N
3804830,URO-STORZ CUTTING LOOP 27FR,SCS,A,272,,,,,,464,N,N
3804831,URO-STORZ STR KNIFE - 27069K,SCS,A,272,,,,,,916.5,N,N
3804832,URO-STORZ ROUND KNIFE - 27069L,SCS,A,272,,,,,,916.5,N,N
3804833,URO-ZERO TIP NITI RET BASKET(M0063901050,SCS,A,272,,,,,,"1,043.00",N,N
3804834,URO-ESCAPE NITINOL RET BASKE(M0063902010,SCS,A,272,,,,,,"1,324.50",N,N
3804835,URO-ZIPWIRE GUIDEWIRE M006630205BO,SCS,A,272,,,,,,235,N,N
3804853,INTRODUCER TUBE SET,SCS,A,272,,,,,,489,N,N
3804884,VAC CURETTE CURVED 16MM,SCS,A,272,,,,,,39,N,N
3804885,VAC CURETTE CURVED 14MM,SCS,A,272,,,,,,30.5,N,N
3804886,VAC CURETTE CURVED 12MM,SCS,A,272,,,,,,25,N,N
3804887,VAC CURETTE CURVED 11MM,SCS,A,272,,,,,,24.5,N,N
3804888,VAC CURETTE CURVED 10MM,SCS,A,272,,,,,,25,N,N
3804889,VAC CURETTE CURVED 8 MM,SCS,A,272,,,,,,31.5,N,N
3804890,VAC CURETTE CURVED 7MM,SCS,A,272,,,,,,31.5,N,N
3804892,VAC CURETTE FLEXIBLE 7MM,SCS,A,272,,,,,,29,N,N
3804895,STIM-PATIENT TRIAL KIT SC-6500-03,SCS,A,272,,,,,,427.5,N,N
3804896,STIM-LEAD BLANK SC-4350,SCS,A,272,,,,,,375,N,N
3804897,STIM-LINEAR ST-SC-2218-50E,SCS,A,278,C1778,,,,,"3,600.00",N,N
3804898,STIM-LINEAR ST  SC-2218-50,SCS,A,278,C1778,,,,,"8,000.00",N,N
3804899,STIM-PT PROGRAMMER KIT SC-5500-4,SCS,A,272,C1787,,,,,"4,446.00",N,N
3804900,STIM-PULSE GENERATOR KIT SC-1110-02,SCS,A,278,C1820,,,,,"64,000.00",N,N
3804901,STIM-CLIK ANCHOR SC-4316,SCS,A,278,,,,,,"1,519.00",N,N
3804902,STIM-FIXATE FB-201-01,SCS,A,272,,,,,,"3,825.00",N,N
3804903,STIM-LONG WRENCH SC-4276,SCS,A,272,,,,,,268.5,N,N
3804904,STIM-CHARGING SYS KIT SC-6412-3,SCS,A,271,,,,,,"9,920.00",N,N
3804905,INTEG BLD COLLECT RES,SCS,A,272,,,,,,675,N,N
3804906,INTEG WASH BOWL ASSEMBLY,SCS,A,272,,,,,,975,N,N
3804907,INTEG SUCTION LINE,SCS,A,272,,,,,,375,N,N
3804908,INTEG ACD/CPD ANTICOAG,SCS,A,272,,,,,,425,N,N
3804909,INTEG BLD TRANSFER BAG,SCS,A,272,,,,,,137.5,N,N
3804910,INTEG Y ADAPTER,SCS,A,272,,,,,,220,N,N
3804911,INTEG AUTOLOG PLATLET GEL,SCS,A,272,,,,,,"1,291.50",N,N
3804912,INTEG BLD SEQUESTRATION,SCS,A,271,,,,,,790,N,N
3804913,INTEG SINGLE APG KIT,SCS,A,272,,,,,,"1,462.50",N,N
3804914,INTEG APG SEALANT KIT,SCS,A,272,,,,,,375,N,N
3804915,INTEG DUAL SPRAY APP TIP,SCS,A,272,,,,,,247.5,N,N
3804916,INTEG DUAL CANNULA  APP,SCS,A,272,,,,,,330,N,N
3804917,THA TPRLC,SCS,A,278,C1776,,,,,"12,000.00",N,N
3804918,THA RINGLOC BIPOLAR,SCS,A,278,C1776,,,,,"5,280.00",N,N
3804919,THA BIO PLUG,SCS,A,278,C1776,,,,,945,N,N
3804920,THA CER BLOLOXD OPTION HD 55-56,SCS,A,278,C1776,,,,,"13,104.00",N,N
3804921,THA CER OPTION TPR SLEVE,SCS,A,278,C1776,,,,,"1,080.00",N,N
3804922,THA MOD HEAD,SCS,A,278,C1776,,,,,"2,700.00",N,N
3804923,THA ACT ARTIC EI HIP,SCS,A,278,C1776,,,,,"10,800.00",N,N
3804924,THA MAG TRISPIKE CUP,SCS,A,278,C1776,,,,,"14,400.00",N,N
3804925,THA BIO MOORE STR,SCS,A,278,C1776,,,,,"5,480.00",N,N
3804926,THA ACT ARTIC HD ARCOM,SCS,A,278,C1776,,,,,"6,000.00",N,N
3804927,THA M2A MAGNUM PF CUP,SCS,A,278,C1776,,,,,"14,400.00",N,N
3804928,THA MLRY HD POR FMRL,SCS,A,278,C1776,,,,,"12,000.00",N,N
3804929,INTEG INTRA OP AUTOTRANS,SCS,A,271,,,,,,945,N,N
3804930,TKA PATELLA BLADE,SCS,A,278,,,,,,945,N,N
3804931,TKA FEMORAL COMP,SCS,A,278,C1776,,,,,"11,000.00",N,N
3804932,TKA TIBIAL TRAY,SCS,A,278,C1776,,,,,"10,200.00",N,N
3804933,TKA TIBIAL INSERT,SCS,A,278,C1776,,,,,"5,600.00",N,N
3804934,TKA PATELLA DOME,SCS,A,278,C1776,,,,,"2,700.00",N,N
3804935,CAN SCR 8MM WASHER,SCS,A,278,C1713,,,,,302.5,N,N
3804936,CAN SCR GUIDE WIRE,SCS,A,272,C1769,,,,,220,N,N
3804937,CAN SCR 6.5 WASHER,SCS,A,278,C1713,,,,,192.5,N,N
3804938,CAN SCR CAN DRILL,SCS,A,272,,,,,,"1,566.00",N,N
3804939,CAN SCR 8MM SCR,SCS,A,278,C1713,,,,,"1,485.00",N,N
3804940,CAN SCR 6.5MM SCR,SCS,A,278,C1713,,,,,"1,620.00",N,N
3804941,LONESTAR RETRACTOR,SCS,A,272,,,,,,89,N,N
3804942,LONESTAR STAY HOOKS,SCS,A,272,,,,,,89,N,N
3804943,INTEG AUTOLOGOUS PLATLET GEL WITH 001,SCS,A,272,,,,,,700,N,N
3804944,INTEG BLOOD FILTER,SCS,A,272,,,,,,165,N,N
3804945,INTEG SINGLE SPRAY APP TIP,SCS,A,272,,,,,,275,N,N
3804946,INTEG DOUBLE APG KIT,SCS,A,272,,,,,,922.5,N,N
3804947,INTEG BLOOD SEQ BAGS,SCS,A,272,,,,,,375,N,N
3804948,INTEG LEUKOCYTE FILTER,SCS,A,272,,,,,,625,N,N
3804949,INTEG SITE SAMPLER,SCS,A,272,,,,,,137.5,N,N
3804950,INTEG AFTER HOURS CALL IN,SCS,A,360,,,,,,"1,350.00",N,N
3804951,INTEG AUTOTRANS STAND BY,SCS,A,360,,,,,,425,N,N
3804952,INTEG CANCELLATION FEE,SCS,A,360,,,,,,"1,575.00",N,N
3804953,THA CER BIOLOXD OPTION HD 57-59,SCS,A,278,C1776,,,,,"13,497.00",N,N
3804958,LONESTAR BLUNT HOOK #3350,SCS,A,272,,,,,,52.5,N,N
3804999,ANES-PECS 1 INJ FASCIA ILIACA;IPACK &LIA,SCS,A,360,64999,,,,,529,N,N
3805000,PM-DRN/INJ JNT/BURSA LARGE,SCS,A,360,20610,,,,,615,N,N
3805003,PM-INJECT SACROILIAC JOINT,SCS,A,360,27096,,,,,"1,847.00",N,N
3805004,PM-BLOOD PATCH,SCS,A,360,62273,,,,,"1,356.00",N,N
3805005,PM-DISCOGRAM LUMBAR LEV CHG,SCS,A,360,62290,,,,,485,N,N
3805006,PM-DISCOGRAM CER/THOR LEV CH,SCS,A,360,62291,,,,,467,N,N
3805007,PM-INJ SPINE/CER/THOR (EPID),SCS,A,360,62321,,,,,"1,356.00",N,N
3805008,PM-INJ SPINE L/S(CD) (EPID),SCS,A,360,62323,,,,,"1,356.00",N,N
3805009,PM-IP SPINAL CANAL CATH (P/S,SCS,A,360,62350,,,,,"11,092.00",N,N
3805010,PM-REM SPINAL CANAL CATHETER,SCS,A,360,62355,,,,,"4,177.00",N,N
3805011,PM-IMPLANT SPINE INF PUMP NP,SCS,A,360,62362,,,,,"41,740.00",N,N
3805012,PM-REM SPINAL INF DEVICE,SCS,A,360,62365,,,,,"11,092.00",N,N
3805020,PM-NERVE BLOCK INJ TRIGEMNAL,SCS,A,360,64400,,,,,617,N,N
3805021,PM-NERVE BLOCK INJ FACIAL,SCS,A,360,64402,,,,,704,N,N
3805022,PM-NERVE BLOCK INJ OCCIPITAL,SCS,A,360,64405,,,,,617,N,N
3805024,PM-NRV BLK INJ HYPOGASTRIC P,SCS,A,360,64517,,,,,"1,708.00",N,N
3805025,PM-NERVE BLK INJ BRACH PLEXS,SCS,A,360,64415,,,,,"1,708.00",N,N
3805026,"PM-NERVE BLK INJ INTCST, SNG",SCS,A,360,64420,,,,,"1,356.00",N,N
3805027,"PM-NERVE BLK INJ INTCST,MLT",SCS,A,360,64421,,,,,"1,708.00",N,N
3805028,PM-NRV BLK INJ ILIO-ING HYPO,SCS,A,360,64425,,,,,"1,356.00",N,N
3805029,PM-NERVE BLK INJ SCIATIC,SCS,A,360,64445,,,,,"1,356.00",N,N
3805030,"PM-DIAG NERVE BLOCK, OTHER PERIPHERAL",SCS,A,360,64450,,,,,"1,356.00",N,N
3805031,PM-PARAVERT INJ C/T 1 LEVEL,SCS,A,360,64490,,,,,"1,708.00",N,N
3805032,PM-PARAVERT INJ C/T 2ND LEV,SCS,A,360,64491,,,,,504,N,N
3805033,PM-PARAVERT INJ C/T 3RD LEV,SCS,A,360,64492,,,,,504,N,N
3805034,PM-PARAVERT L/S 1ST LEVEL,SCS,A,360,64493,,,,,"1,708.00",N,N
3805035,PM-PARAVERT INJ L/S 2ND LEV,SCS,A,360,64494,,,,,503,N,N
3805036,PM-PARAVERT INJ L/S 3RD LEV,SCS,A,360,64495,,,,,503,N,N
3805037,PM-FORAMEN EPIDURAL INJ C/T,SCS,A,360,64479,,,,,"1,708.00",N,N
3805038,PM-FORAMEN EPIDURL INJ ADDON,SCS,A,360,64480,,,,,801,N,N
3805039,PM-FORAMEN EPIDURAL INJ L/S,SCS,A,360,64483,,,,,"1,708.00",N,N
3805040,"PM-FORAMEN EPIDURL,INJ ADDON",SCS,A,360,64484,,,,,801,N,N
3805042,"PM-NRV BLK,STELLATE GANGLION",SCS,A,360,64510,,,,,"1,708.00",N,N
3805043,PM-BOTOX MUSCLE SPINE(ONCE),SCS,A,360,64616,,,,,615,N,N
3805044,PM-BOTOX FOR EXTREMITY MUSCL,SCS,A,360,64642,,,,,"1,356.00",N,N
3805045,PM-DESTROY L/S FACET JNT,SCS,A,360,64635,,,,,"5,152.00",N,N
3805046,PM-DESTROY L/S FACET JNT ADD,SCS,A,360,64636,,,,,"1,318.00",N,N
3805047,PM-DESTROY C/T FACET JNT,SCS,A,360,64633,,,,,"5,152.00",N,N
3805048,PM-DESTROY C/T FACET JNT ADD,SCS,A,360,64634,,,,,"1,262.00",N,N
3805049,PM-INJ TX NRV OTH PERIPH,SCS,A,360,64640,,,,,"1,708.00",N,N
3805053,PM-INJECT CELIAC PLEXUS BLK,SCS,A,360,64530,,,,,"1,708.00",N,N
3805054,PM-INJ PUDENDAL NERVE,SCS,A,360,64430,,,,,"1,708.00",N,N
3805057,PM-GANGLION IMPAR BLOCK,SCS,A,360,64999,,,,,615,N,N
3805058,PM-FEMORAL NERVE BLOCK,SCS,A,360,64447,,,,,"1,356.00",N,N
3805059,PM-L/T SYMPATHETIC NRV BLK,SCS,A,360,64520,,,,,"1,708.00",N,N
3805060,PM-BIL PARAVERT L/S 1ST LEV,SCS,A,360,64493,50,,,,"2,562.00",N,N
3805061,PM-BIL PARAVERT L/S 2ND LEV,SCS,A,360,64494,50,,,,756,N,N
3805062,PM-BIL PARAVERT L/S 3RD LEV,SCS,A,360,64495,50,,,,755,N,N
3805063,PM-BIL DRAIN/INJ JT/BRSA LRG,SCS,A,360,20610,50,,,,923,N,N
3805064,PM-BIL INJ SACROILIAC JOINT,SCS,A,360,27096,50,,,,"2,770.00",N,N
3805065,PM-BIL PARAVERT INJ C/T 1 LV,SCS,A,360,64490,50,,,,"2,562.00",N,N
3805066,PM-BIL PARAVERT C/T 2ND LEV,SCS,A,360,64491,50,,,,756,N,N
3805067,PM-BIL PARAVERT C/T 3RD LEV,SCS,A,360,64492,50,,,,755,N,N
3805068,PM-BIL FORAMEN EPI INJ C/T,SCS,A,360,64479,50,,,,"2,562.00",N,N
3805069,PM-BIL FORMEN EPI INJ C/T AD,SCS,A,360,64480,50,,,,"1,201.00",N,N
3805070,"PM-BIL FORAMEN EPI INJ,L/S",SCS,A,360,64483,50,,,,"2,562.00",N,N
3805071,"PM-BIL FORMEN EPI INJ,LS ADD",SCS,A,360,64484,50,,,,"1,200.00",N,N
3805072,PM-BIL DESTROY L/S FACET JNT,SCS,A,360,64635,50,,,,"6,265.00",N,N
3805073,PM-BIL DEST LS FACET JNT ADL,SCS,A,360,64636,50,,,,"1,602.00",N,N
3805074,PM-BIL DESTROY C/T FACET JNT,SCS,A,360,64633,50,,,,"6,265.00",N,N
3805075,PM-BIL DEST CT FACET JNT ADL,SCS,A,360,64634,50,,,,"1,534.00",N,N
3805076,PM-DEST PERIPH NERVES(OCCIP),SCS,A,360,64744,,,,,"2,818.00",N,N
3805077,PM-BIL DEST PERIPH NERV(OCC),SCS,A,360,64744,50,,,,"4,227.00",N,N
3805078,PM-SUPRASCAPULAR N BLOCK,SCS,A,360,64418,,,,,"1,448.00",N,N
3805079,PM-BIL SUPRASCAPULAR N BLOCK,SCS,A,360,64418,50,,,,"2,172.00",N,N
3805081,KYPHOPLASTY T-SPINE W/IM,SCS,A,360,22513,,,,,"10,039.00",N,N
3805082,KYPHOPLASTY L-SP W/IMAGE,SCS,A,360,22514,,,,,"11,116.00",N,N
3805083,KYPHOPLASTY EA ADD'L LEVE,SCS,A,360,22515,,,,,"5,364.00",N,N
3805085,KYPHO-CURETTE A13A,SCS,A,272,,,,,,"1,643.50",N,N
3805089,KYPHO CEMENT MIXER - MEDTRONIC CX01B,SCS,A,272,,,,,,"1,113.00",N,N
3805090,KYPHO KIT KYPAK EXP TRAY KEX152EB,SCS,A,272,,,,,,"11,970.00",N,N
3805091,KYPHO BONE BX DEVICE F07A,SCS,A,272,,,,,,516,N,N
3805092,"PM-BIL DIAG NERVE BLOCK, OTHER PERIPH",SCS,A,360,64450,50,,,,"2,033.00",N,N
3805093,PM-BILATERAL SCIATIC NERVE BLOCK,SCS,A,360,64445,50,,,,"2,033.00",N,N
3805094,PM-DESTROY OTHER PERIPHERAL NERVE RFA,SCS,A,360,64640,,,,,"2,107.00",N,N
3805095,PM-BIL DESTROY OTHER PERIPH NERVE RFA,SCS,A,360,64640,50,,,,"2,562.00",N,N
3805096,PM-BIL INJ PUDENDAL NERVE,SCS,A,360,64430,50,,,,"2,562.00",N,N
3805097,"ANES-INJ ANESTH, AXILLARY NERVE",SCS,A,360,64417,,,,,"1,795.00",N,N
3805098,PM - JOINT INJECTION,SCS,A,360,20605,,,,,617,N,N
