Hospital Name: Earl & Lorraine Miller Children's Hospital,,
OSHPD Facility ID#: 106196168,,
,,
OSHPD Year: 06/01/17- 05/31/18,,
,,
Charge Code,Description,Price
HC62201199,CATH ABR TRIPLE LUMEN,$331.00
HC62201207,CATH ADAPTOR,$101.00
HC62201215,CATH A-LINE INSYTE,$72.00
HC62201223,CATH ARTERY PULMONARY,$200.00
HC62201231,CATH BARTHOLIN GLAND,$52.00
HC62201249,CATH BONNANO,$175.00
HC62201256,CATH BRINKLEY,$121.00
HC62201264,CATH BRONCH VENTILATION,$125.00
HC62201272,CATH CENTRAL VENOUS               F,$200.00
HC62201280,CATH CENTRAL VENOUS MULT LUMEN    I,$350.00
HC62201298,CATH CHOLANGIOGRAM,$100.00
HC62201306,CATH CONDOM,$10.00
HC62201314,CATH DIAGNOSTIC                   D,$100.00
HC62201322,CATH DIAGNOSTIC                   M,$575.00
HC62201330,CATH DIALYSIS SHORT-TERM          J,$475.00
HC62201348,CATH DRAINAGE                     F,$200.00
HC62201355,CATH EPIDURAL,$261.00
HC62201363,CATH ERCP (PUSHING)               C,$301.00
HC62201371,CATH ESOPHAGEAL PH,$230.00
HC62201389,CATH EXCHANGE PTCA,$471.00
HC62201397,CATH FEM ART SET,$131.00
HC62201405,CATH FLUSH,$211.00
HC62201413,CATH FOGARTY                      I,$350.00
HC62201421,CATH FOLEY                        B,$50.00
HC62201439,CATH FOLEY TEMP SENSOR,$90.00
HC62201447,CATH GASTRO TUBE,$840.00
HC62201454,CATH HYDRAGLIDE PVC ATRIUM,$525.00
HC62201462,CATH INTRA AORTIC BALLOON         D,"$2,500.00"
HC62201470,CATH INFUS/THROMBOLYSS(CRAGG-MCNAMARA)L,$500.00
HC62201488,CATH INTRODUCER,$164.00
HC62201496,CATH INTRODUCER PEEL-AWAY         L,$250.00
HC62201504,CATH MALECOT,$130.00
HC62201512,CATH NEPHROSTOMY                  I,$350.00
HC62201520,CATH PLUG,$10.00
HC62201538,CATH RADIAL ARTERY,$135.00
HC62201546,CATH ROBINSON/STRAIGHT,$30.00
HC62201553,CATH SILICONE,$110.00
HC62201561,CATH SUCTION,$21.00
HC62201579,CATH SUPRAPUBIC/CYSTOSCOPIC       H,$300.00
HC62201587,CATH THORACIC,$136.00
HC62201595,TROCAR ENDO                       G,$250.00
HC62201603,CATH UMBILICAL SINGLE LUMEN       D,$100.00
HC62201611,CATH URETERAL                     P,$220.00
HC62201629,CATH URETERAL DUAL LUMEN          V,$340.00
HC62201637,CATH URETERAL                     M,$160.00
HC62201645,CATH URINARY,$100.00
HC62201652,CATH VASCULAR,$605.00
HC62201660,CAUTERY BOVIE,$72.00
HC62201678,CAUTERY EYE,$103.00
HC62201686,CAUTERY HEMO ERASER (EYE),$103.00
HC62201694,CAUTERY HOOK ASSEMBLY            AO,$875.00
HC62201702,CAUTERY PENCIL                    D,$99.00
HC62201710,CEMENT INJECTOR,$312.00
HC62201728,CEMENT VERTEBROPLASTY,$312.00
HC62201744,CHEST DRAINAGE (PLEUREVAC),$305.00
HC62201751,CHEST TUBE                        B,$50.00
HC62201769,CIRCUIT AEROSOL/IPPB,$75.00
HC62201777,CIRCUIT VENT BIPAP,$130.00
HC62201785,CIRCUIT VENT HI-FREQ,$624.00
HC62201793,CIRCUIT VENT                      D,$140.00
HC62201801,CIRCUM' DEVICE/CLAMP DISPOSABLE,$76.00
HC62201819,CLAMP MORGAN,$57.00
HC62201827,CLAMP UMBILICAL CORD STRL,$10.00
HC62201835,CLIP COLOSTOMY BAG,$20.00
HC62201843,CLIP FOGARTY SOFT JAW,$81.00
HC62201850,CLIP GUN COMPLETE,$251.00
HC62201868,CLIP HEMO (PKG),$12.00
HC62201876,CLIP RANEY,$165.00
HC62201884,CLIPPER BLADE,$25.00
HC62201892,CLIPPER HEAD SNG/USE FOR 3M,$25.00
HC62201900,CLOSURE DRAINABLE POUCH,$25.00
HC62201918,COAGULATION SUCTION,$50.00
HC62201926,COLLAR CERVICAL HARD,$170.00
HC62201934,COLLAR CERVICAL PHILADELPHIA,$100.00
HC62201942,COLLAR CERVICAL SOFT,$63.00
HC62201959,CONCHA COLUMN STANDARD,$168.00
HC62201967,CONNECTOR 5-1,$20.00
HC62201975,CONNECTOR SURGICAL,$211.00
HC62201983,CONNECTOR Y/T,$32.00
HC62201991,COOKS TRIPLE LUMEN,$250.00
HC62202007,CO-SET CARDIAC OUTPUT,$159.00
HC62202015,COVER FOOT AV IMPULSE,$388.00
HC62202023,CRUTCHES,$32.00
HC62202031,INJECTOR KIT DOUBLE,$120.00
HC62202049,INJECTOR KIT SINGLE,$65.00
HC62202056,KIT BIOPSY GUN,$155.00
HC62202064,KIT DRAINAGE,$380.00
HC62202072,NEEDLE BIOPSY/ASPIRATION          E,$126.00
HC62202080,NEEDLE BX SPECIALTY,$185.00
HC62202098,NEEDLE CHIBA,$35.00
HC62202106,NEEDLE DEVICE,$64.00
HC62202114,NEEDLE THORAC/PARACENTESIS,$56.00
HC62202122,CURRETTE VACCUUM SUCTION,$271.00
HC62202130,CURVED LIFT STRL,$129.00
HC62202148,DEFOGGER(FRED),$20.00
HC62202155,DERMABOND                         E,$150.00
HC62202163,DERMACARRIER,$70.00
HC62202171,DETECTOR CO2 (RESP),$361.00
HC62202189,DEVICE BLADDER MONITOR,$236.00
HC62202197,DEVICE CIRCULATORY ENHANCER,$258.00
HC62202205,DEVICE ERCP LOCKING,$73.00
HC62202213,DEVICE EXPRESS CORE BX,$189.00
HC62202221,DEVICE COMPRESSION FEMORAL        D,$100.00
HC62202239,DEVICE COMPRESSION FEMORAL        C,$75.00
HC62202247,DEVICE HOLD OCCL LEVERAGE,$175.00
HC62202254,DEVICE INFLAT ENCORE              D,$180.00
HC62202262,DEVICE KYPHOPLASTY BONE FILLER,$354.00
HC62202270,DISSECTOR CURVED SHORT,$650.00
HC62202288,DONUT PILLOW INFANT/PREMIE,$65.00
HC62202296,DRAIN,$205.00
HC62202304,DRAIN ADAPTOR                     A,$15.00
HC62202312,SET AUTOTRANSFUSE                 Q,$300.00
HC62202320,DRAIN BLAKE                        B,$40.00
HC62202338,DRAIN DEAVER,$20.00
HC62202346,DRAIN JACKSON PRATT,$259.00
HC62202353,DRAIN PENROSE,$15.00
HC62202361,DRAIN SILICONE,$75.00
HC62202379,DRAIN SUCTION ROUND OR FLAT,$75.00
HC62202387,DRAIN WOUND,$35.00
HC62202395,DRESSING ALLEVYN,$126.00
HC62202403,DRESSING AQUACEL ROPE,$65.00
HC62202411,DRESSING AQUAPHOR GUAZE,$35.00
HC62202429,DRESSING BAND UNIV. FACIAL,$251.00
HC62202437,DRESSING BIOBRANE,$233.00
HC62202445,DRESSING BURN NET,$25.00
HC62202452,DRESSING DUODERM,$15.00
HC62202460,DRESSING FOAM (HYDROFERA),$45.00
HC62202478,DRESSING TEGADERM MOISTURE PERMEABLE,$50.00
HC62202486,BARRIER ADHESION PELVIC(INTERCEED),$815.20
HC62202486,BARRIER ADHESION PELVIC(INTERCEED),$755.00
HC62202494,DRESSING INTERDRY AG PKG,$146.00
HC62202502,DRESSING MICRODON,$62.00
HC62202510,DRESSING OPSITE,$10.00
HC62202528,DRESSING OXYCEL,$239.00
HC62202536,DRESSING RAYON,$139.00
HC62202544,HEMOSTATIC GEL/SURGICEL           G,$250.00
HC62202551,DRESSING TEGADERM,$10.00
HC62202569,DRESSING VASELINE,$20.00
HC62202577,DRESSING VIASORB,$59.00
HC62202585,DRESSING VIGILON,$35.00
HC62202593,DRESSING VISCOPASTE ROLL,$15.00
HC62202601,DRESSING WOUND,$33.00
HC62202619,KIT DRESSING WOUND NEG PRESSURE   D,$250.00
HC62202627,DRILL/DRILL BITS SINGLE USE       A,$25.00
HC62202635,EAR TUBES-DRAIN,$100.00
HC62202643,EJECTOR SALIVA FLEXIBLE,$58.00
HC62202650,ELECTRODE  LAP                    E,$150.00
HC62202668,ELECTRODE DISP,$50.00
HC62202676,ELECTRODE EEG (DISP),$50.00
HC62202684,ELECTRODE FETAL SCALP HELIX,$75.00
HC62202692,ELECTRODE LEEP LOOPS              N,$200.00
HC62202700,ELECTRODE PACER,$750.00
HC62202718,ELECTRODE PACING/DEFIB,$292.00
HC62202726,ELECTRODE QUICK COMBO,$89.00
HC62202734,ELECTRODE RESECTOSCOPE            E,$299.00
HC62202742,ELECTRODE ROLLER BALL             G,$250.00
HC62202759,ELECTRODE TUR LOOP,$241.00
HC62202767,ELECTRODE VAPORTRODE/VAPRTOME,$518.00
HC62202775,CATH EP DIAG/MAPPING<20 ELECT     V,"$6,000.00"
HC62202783,ELECTRODES 4 CHANNEL NIM,$326.00
HC62202791,EMBOLIC PROTECT SYSTEM CAROTID,"$4,901.00"
HC62202809,EMBOLIZATION PROTECTIVE SYSTEM    Q,"$5,000.00"
HC62202817,EMG NEEDLE,$61.00
HC62202825,BAG/POUCH RETRIEVAL SPECMN ENDO   G,$375.00
HC62202833,ENDO BALLOON PERITONEAL SYSTEM,$755.00
HC62202841,CLIP ENDOSCOPIC                   H,$300.00
HC62202858,APPLIER LIGA/HEMOCLIP ENDO        L,$500.00
HC62202866,ENDO INSTRUMENT,$482.00
HC62202874,CUTTER LINEAR ENDO                O,$809.00
HC62202882,ENDO LOOP,$199.00
HC62202890,NEEDLE ENDOSCOPIC                 F,$200.00
HC62202908,BAG/POUCH RETRIEVAL SPECMN ENDO   D,$225.00
HC62202916,ENDO PUSHER,$91.00
HC62202924,ENDO REDUCER,$50.00
HC62202932,STAPLE CARTRG/ENDO RELOAD         H,$300.00
HC62202940,SCISSORS ENDOSCOPIC               L,$500.00
HC62202957,ENDO SCRUB SHEATH,$165.00
HC62202965,ENDO STAPLER                      K,$550.00
HC62202973,ENDO STAPLER SKIN,$528.00
HC62202981,ENDO STITCH/CATCH,$550.00
HC62202999,TROCAR ENDO                       F,$200.00
HC62203005,CLIP ENDOSCOPIC                   L,$500.00
HC62203013,ENDOCURIE RIBBON LONG,$285.00
HC62203021,ENDOSCOPIC SYSTEM,"$1,654.00"
HC62203039,ET BAG COLOSTOMY,$280.00
HC62203047,ET BARRIER DUODEEM,$85.00
HC62203054,ET BARRIER WOUND CARE,$112.00
HC62203062,ET BELT,$57.00
HC62203070,ET CLAMP OSOTOMY/ HOLLISTER,$22.00
HC62203088,ET DRESS STOMAHESIVE,$121.00
HC62203104,ET POUCH                          B,$50.00
HC62203112,ET POUCH/BAG UROSTOMY,$185.00
HC62203120,ET POWDER STOMAHESIVE,$45.00
HC62203138,ET SET COLO/ILEO,$152.00
HC62203146,ET SET IRRIGATION,$25.00
HC62203153,ET SKIN CARE KIT,$105.00
HC62203161,ET SKIN SPRAY,$105.00
HC62203179,ET TAPE HYPAFIX,$96.00
HC62203187,ET WAFER,$49.00
HC62203195,EVACUATED IV BOTTLE,$24.00
HC62203203,EVACUATED IV BOTTLE 150ML,$24.00
HC62203211,EVACUATED IV BOTTLE 250ML,$25.00
HC62203229,EVACUATED IV BOTTLE 500ML,$25.00
HC62203237,EVACUATOR BLADDER,$57.00
HC62203245,EVACUATOR ELLIK,$149.00
HC62203252,EYE OCCLUDER,$28.00
HC62203260,EYE PATCH,$10.00
HC62203278,SYSTEM COMPRESSION (FEMOSTOP),$263.00
HC62203286,FEMORAL CANAL BRUSH,$95.00
HC62203294,FIBER LASER                       K,"$1,200.00"
HC62203302,FIBRIN SEALANT                    P,"$1,625.43"
HC62203302,FIBRIN SEALANT                    P,"$1,500.00"
HC62203310,FILTER BACTERIA,$55.00
HC62203328,FILTER BLOOD,$49.00
HC62203336,FILTER IV,$40.00
HC62203344,FILTER MILIPORE,$20.00
HC62203351,FILTER PALL,$20.00
HC62203369,FILTER PULMONARY,$76.00
HC62203377,FILTER RESPIRATORY,$75.00
HC62203393,FLOWMETER,$112.00
HC62203401,FORCEP BIOPSY                     F,$275.00
HC62203419,FORCEP BIOPSY DISP                J,$448.00
HC62203427,FORCEP JEWELER BIPOLAR            F,$200.00
HC62203435,FORCEPS GRASPING,"$1,210.00"
HC62203443,GAS INTRAOCULAR                   D,$746.00
HC62203468,HANDPIECE VESSEL SEALER DEVICE    A,$750.00
HC62203476,SCALPEL SHEARS HARMONIC,"$1,200.00"
HC62203484,HEMOCONCENTATOR,$200.00
HC62203492,SEALANT (FLOSEAL) KIT 10CC,$882.00
HC62203500,HOLDER IV/PICC,$10.00
HC62203518,"HOLDER TUBE{ET,NG&TRACH}",$44.00
HC62203526,HUMIDIFIERS,$45.00
HC62203534,IMMOBILIZER SHOULDER,$80.00
HC62203542,IMMOBILZER KNEE,$35.00
HC62203559,INSTRUMENT SINGLE PATIENT USE,$50.00
HC62203567,IRRIGATION SOL ACETIC ACID,$25.00
HC62203575,IRRIGATION SOL H2O,$25.00
HC62203583,IRRIGATION SOL LR,$25.00
HC62203591,IRRIGATION SOL NS,$25.00
HC62203609,IRRIGATION SOL SORBITOL,$25.00
HC62203617,IRRIGATOR BLADDER,$70.00
HC62203625,IRRIGATOR OPHTHALMIC,$59.00
HC62203633,IRRIGATOR WOUND,$193.00
HC62203641,KIT ACCESSORY                     F,$350.00
HC62203658,KIT ACCESSORY & LAPAROSCOPIC,$162.00
HC62203666,KIT ARTHROSCOPY DISPSBLS          M,$575.00
HC62203674,KIT ANEURYSM,$922.00
HC62203682,KIT ANGIO TOUCH HAND CONTROL,$520.00
HC62203690,KIT ANGIOGRAPHY,$137.00
HC62203708,KIT ARTERIAL LINE,$47.00
HC62203716,KIT BIOPSY,$50.00
HC62203724,KIT BONE PREP,$384.00
HC62203732,KIT BREAST PUMP ELECTRIC,$59.00
HC62203740,KIT CATH CV,$480.00
HC62203757,KIT CATH RADIAL ARTERY,$225.00
HC62203765,KIT CATH SUCTION,$34.00
HC62203773,KIT CELL SAVER,$350.00
HC62203781,KIT CHOLANGIOGRAM,$288.00
HC62203799,KIT COOK TRIPLE LUMEN CATH,$610.00
HC62203807,KIT CRANIOPLASTIC RESIN,"$3,210.00"
HC62203815,KIT CVP MANOMETER,$135.00
HC62203823,CATH DIALYSIS SHORT-TERM          K,$535.00
HC62203831,KIT DIALYSIS,$241.00
HC62203849,KIT DISSECTOR HYDRO PUMP,"$1,266.00"
HC62203856,KIT EPIDURAL,$84.00
HC62203864,KIT EXTRACTION CUP,$60.00
HC62203872,KIT FECAL MANAGEMENT              O,$800.00
HC62203880,KIT FEMALE CATH,$25.00
HC62203898,KIT HEMOFILTRATION,$550.00
HC62203906,KIT HEMOSEEL(SEAL),"$1,950.00"
HC62203914,SEALANT (FLOSEAL) KIT 5CC,$475.00
HC62203914,SEALANT (FLOSEAL) KIT 5CC,$408.48
HC62203922,KIT REPAIR BROVIAC/CV/HICKMAN     G,$525.00
HC62203930,KIT HYSTEROSALPINGOGRAM,$225.00
HC62203948,KIT INFLATION,$225.00
HC62203955,KIT INTRAUTERINE PRESSURE,$99.00
HC62203963,INTRODUCER/SHEATH(FLEXOR TIBIAL)  G,$250.00
HC62203971,INTRODUCER/SHEATH                 D,$100.00
HC62203989,KIT INTRODUCER NEPHR/BILI/GI,$508.00
HC62203997,KIT IV START W/TEGADERM,$18.00
HC62204003,KIT KYPHOPAK 1ST FRACTURE         E,"$8,538.00"
HC62204011,KIT KYPHOPAK ADD'L FRACTURE,"$5,060.00"
HC62204029,KIT LASER VEIN ABLATION,"$1,576.00"
HC62204037,KIT MANIFOLD,$250.00
HC62204045,KIT MANIFOLD SPECIALTY,$428.00
HC62204052,KIT MICROINTRODUCER,$91.00
HC62204060,KIT MICROPUNCTURE(SPECIALTY),$300.00
HC62204078,KIT MICROPUNCTURE(STANDARD),$100.00
HC62204086,KIT NEEDLE GUIDE (PICC),$150.00
HC62204094,KIT NEEDLE US VACUUM ASSIST,$651.00
HC62204102,PACK OPEN HEART,$150.00
HC62204110,KIT ORAL SUCTION/CATH,$55.00
HC62204128,KIT PERCUTANEOUS CATH,$700.00
HC62204136,KIT PERITONEAL DRAINAGE ACCESS,"$1,231.00"
HC62204144,KIT PHACO,$73.00
HC62204151,KIT PNEUMOTHORAX,$423.00
HC62204169,KIT POST OP CATARACT,$145.00
HC62204177,KIT PRESSURE MONITOR/TRANSDUCER   C,$75.00
HC62204185,KIT PTCA CUSTOM NAMIC,$305.00
HC62204193,KIT RADICAL PROSTATECTOMY,$255.00
HC62204201,KIT REPAIR BROVIAC/CV/HICKMAN     D,$375.00
HC62204219,KIT RESPIRATORY,$185.00
HC62204227,KIT ROTALINK,"$3,426.00"
HC62204235,KIT SHOULDER SUSPENSION,$145.00
HC62204243,CATH SUPRAPUBIC/CYSTOSCOPIC       F,$200.00
HC62204250,KIT TEST PYLORI HELICOBACTER,$70.00
HC62204268,KIT TIPS,"$1,250.00"
HC62204276,KIT TPN/CVP DRESSING,$75.00
HC62204284,KIT TRACH,$196.00
HC62204292,KIT TRACH COLLAR,$50.00
HC62204300,KIT PRESSURE MONITOR/TRANSDUCER   E,$150.00
HC62204318,KIT TRANSJUGULAR VENOUS ACCESS,"$2,000.00"
HC62204326,KIT TRIPLE LUMEN/IV CATH,$610.00
HC62204334,KIT TWIST DRILL DISP,"$1,106.00"
HC62204342,KIT VERTEBROPLASTY DISP,"$5,730.00"
HC62204359,KIT W/ TRACH PERCUTANEOUS         F,"$1,000.00"
HC62204367,KIT WOUND VAC,$105.00
HC62204375,KIT VACUUM EXTRACTION,$75.00
HC62204383,KIT/TRAY BIOPSY                   G,$250.00
HC62204391,KIT/TRAY SUTURE REMOVAL,$23.00
HC62204409,KNIFE COLD DISP,$378.00
HC62204417,KNIFE MICROSURGICAL,$182.00
HC62204425,KNIFE MYRINGOTOMY,$61.00
HC62204433,BLADE OPHTHALM                    J,$100.00
HC62204441,KNIFE SURGICAL,$25.00
HC62204458,BEAD LC MICROSPHERE PER VIAL,"$4,615.00"
HC62204466,SYSTEM DELIVERY LEAD              B,$500.00
HC62204474,LENS VITRECTOMY FLAT,$85.00
HC62204482,APPLIER LIGA/HEMOCLIP ENDO        D,$100.00
HC62204490,LIGHT FLEXIBLE DISP,$60.00
HC62204508,LINE PRESSURE MONITOR,$85.00
HC62204516,LINE PRESSURE TRANSDUCER,$85.00
HC62204524,LINER SUCTION CANNISTER,$10.00
HC62204532,LITE PIPE,$212.00
HC62204540,LOOPS CYSTO,$296.00
HC62204557,LOOPS VASCULAR,$15.00
HC62204565,LUER LOCK W/INJ CAP,$83.00
HC62204573,CATH CARDIAC,$820.00
HC62204599,PROGRAMMER NEUROSTIM PAT          B,"$1,250.00"
HC62204607,RECHARGER BATTERY NRST RPLCMNT,"$3,000.00"
HC62204615,ANTENNA TRANSMIT EXT NEUROSTIM,$193.00
HC62204649,M: SYSTEM NERVE RESPONSE,"$4,992.00"
HC62204656,M: SYSTEM NEURO STEALTH,"$10,018.00"
HC62204664,MAGNET DEVICE,$160.00
HC62204672,MALLET,$98.00
HC62204680,MASK BIPAP,$136.00
HC62204698,MASK OXYGEN,$30.00
HC62204706,MASK TRACH,$45.00
HC62204714,MATTRESS ALTERNATING PRESSURE,$80.00
HC62204722,METERED DOSE INHALER,$40.00
HC62204755,MODULE OB CUSTOM DISP PACK,$125.00
HC62204763,MORCELLATOR,"$1,603.00"
HC62204771,MORGAN LENS,$58.00
HC62204789,MOUTH PIECE SGL USE,$13.00
HC62204797,PACKING NASAL                     C,$75.00
HC62204805,PACKING/BALLOON NASAL             F,$200.00
HC62204813,NASAL SPLINT (ANY),$107.00
HC62204821,NASAL TAMPON,$122.00
HC62204839,NEBULIZER (GENERIC),$93.00
HC62204847,NEEDLE ASPIRATION                 H,$310.00
HC62204854,NEEDLE ASPIRATION TRANS-BRONCH,$395.00
HC62204862,NEEDLE BIOPSY                     F,$110.00
HC62204870,NEEDLE BIOPSY BONE                L,$500.00
HC62204888,NEEDLE BIOPSY BONE VERTEBROPLASTY K,$450.00
HC62204896,NEEDLE BONE MARROW                H,$375.00
HC62204904,NEEDLE DOPPLER,$275.00
HC62204912,NEEDLE GUIDE STEREOTACTIC BX,$75.00
HC62204938,NEEDLE HUBER/PORT-A-CATH,$41.00
HC62204946,NEEDLE INFUSAID,$48.00
HC62204953,SPHINCTEROTOME NEEDLE KNIFE,$500.00
HC62204961,NEEDLE RETROBULBAR,$259.00
HC62204979,NEEDLE SCALP VEIN,$25.00
HC62204987,NEEDLE SCLEROTHERAPY,$73.00
HC62204995,NEEDLE SPECIALTY,$246.00
HC62205000,NEEDLE SPINAL                     C,$75.00
HC62205018,NEEDLE STEREOTACTIC BX,"$1,325.00"
HC62205026,NEEDLE SUTURE GRICE,$134.00
HC62205034,NEEDLE TRANSSEPTAL,$550.00
HC62205042,NEEDLE WIRE LOCALIZATION          F,$200.00
HC62205059,NERVE LOCATOR DISP,$123.00
HC62205067,NURSER CLEFT PALATE,$91.00
HC62205075,OBTURATOR (ALL SIZES),$105.00
HC62205083,OFF PUMP SUCTION SYS-STABILZER,"$3,281.00"
HC62205091,OXYGEN PER HOUR,$55.00
HC62205109,CABLE PACER DISP                  C,$159.00
HC62205117,PACK ACL,$235.00
HC62205125,PACK ANGIO COMBO,$425.00
HC62205133,PACK ANGIO,$450.00
HC62205141,PACK ARTHROSCOPY,$62.00
HC62205158,PACK ARTHROSCOPY ACCESSORY,$100.00
HC62205166,PACK BASIC,$209.00
HC62205174,PACK CARDIAC ACCESSORY,$895.00
HC62205182,PACK CAROTID,$62.00
HC62205190,PACK CAT SCAN PROCEDURE,$22.00
HC62205208,PACK CELL SAVER,$768.00
HC62205216,PACK CRANIOTOMY,$131.00
HC62205224,PACK C-SECTION,$77.50
HC62205232,KIT CUSA,$725.00
HC62205240,PACK CYSTOSCOPY,$62.00
HC62205257,PACK ENDOSCOPY,$100.00
HC62205265,PACK EYE,$155.00
HC62205273,PACK FACET INJECTION,$89.00
HC62205281,PACK GEN/GYN,$90.00
HC62205299,PACK HIP TOTAL,$193.00
HC62205307,PACK KNEE TOTAL,$158.00
HC62205315,PACK LAMINECTOMY,$148.00
HC62205323,PACK LAP CHOLE,$117.00
HC62205331,PACK LAPAROSCOPIC,$113.00
HC62205349,PACK LAPAROTOMY,$105.00
HC62205356,PACK LEFT HEART,$475.00
HC62205364,PACK LITHOTOMY,$50.00
HC62205372,PACK MAJOR,$52.00
HC62205380,PACK MINOR,$42.00
HC62205398,PACK NEURO,$901.00
HC62205406,PACK ORTHO ACCESSARY,$75.00
HC62205414,PACK ORTHO MAJOR,$687.00
HC62205422,KIT PERFUSION                     C,"$2,500.00"
HC62205430,PACK TOTAL JOINT,$177.00
HC62205448,PACK UNIVERSAL,$100.00
HC62205455,PACK UROLOGY CYSTO MAJOR,$100.00
HC62205463,PACK UROLOGY CYSTO MINOR,$90.00
HC62205471,PACK VAGINAL DELIVERY,$75.00
HC62205489,PACK VASCULAR,$609.00
HC62205497,KIT VITRECTOMY PROBE              J,"$1,000.00"
HC62205505,PACKING IODOFROM,$90.00
HC62205513,PACKING NUGAUZE,$22.00
HC62205521,PACKING VAGINAL,$80.00
HC62205539,PAD ACRYLON,$151.00
HC62205547,PAD BREAST,$15.00
HC62205554,PAD CPM,$107.00
HC62205562,PAD DEFIBRILLATION/ECG,$80.00
HC62205570,PAD GROUNDING,$50.00
HC62205588,HEMOSTATIC GEL/GELFOAM/PAD         G,$255.00
HC62205596,PAD INCONTINENT/AIR THERAPY,$97.00
HC62205604,PAD SPECIALTY/HYPER/OTHERMIA,$135.00
HC62205612,PAD/PROTECTOR HEEL ELBOW,$25.00
HC62205620,PADS WITCH HAZEL (TUCKS),$10.00
HC62205638,PAIN PUMP W/ SYSTEM               Q,"$1,000.00"
HC62205646,PEN SKIN MARKER,$30.00
HC62205653,PERFORATOR,$430.00
HC62205679,PICC LINE INTRODUCER,$547.00
HC62205687,PILLOW CERVICAL,$93.00
HC62205695,PIN PASSING,$328.00
HC62205703,PINS CRW HEAD DISP,"$2,068.00"
HC62205711,PLUG SILICONE,$82.00
HC62205729,TRAP POLYP,$46.00
HC62205737,POST OP SHOE,$42.00
HC62205745,PRESSURE WIRE,"$2,249.00"
HC62205752,PROBE ABLATION                   AP,"$9,500.00"
HC62205760,PROBE BICAP WITH NEEDLE,$900.00
HC62205778,PROBE FLOW VASCULAR UTZ           N,$674.00
HC62205786,PROBE CAUTERY,$545.00
HC62205794,PROBE ENDO EYE,$248.00
HC62205802,PROBE GALACTOGRAM,$225.00
HC62205810,PROBE HEMOSTASIS (BICAP)          K,"$1,095.00"
HC62205828,PROBE LASER                       N,$700.00
HC62205836,PROBE LITHOTRIPTOR                N,$700.00
HC62205844,PROBE PERCUTANEOUS,"$1,201.00"
HC62205851,PROBE PRASS STANDARD NIM,$495.00
HC62205877,PROBE RECTAL/ESOPHAGEAL,$150.00
HC62205885,PROBE STEREO GUIDE,$533.00
HC62205893,PUNCH AORTIC                      O,$375.00
HC62205901,PUNCH SKIN BX,$35.00
HC62205919,PUSHER OCCLUSION COIL,$393.00
HC62205927,RESERVIOR JACKSON PRATT,$172.00
HC62205935,RESIN ACRYLIC,$395.00
HC62205943,RESPIRATORY  EXERCISER,$55.00
HC62205950,RESUSCITATOR,$100.00
HC62205968,RETRACTOR STAYS ELASTIC,$315.00
HC62205976,DEVICE RETRIEVAL                  C,"$1,500.00"
HC62205984,RETRIEVAL NET,$228.00
HC62205992,RING INFLATABLE,$97.00
HC62206016,SALINE LOCK,$60.00
HC62206024,SCALPEL,$85.00
HC62206032,SCISSORS EYE(DISP),$354.00
HC62206040,SCREWS LONG HEAD 4 (SRS),$350.00
HC62206057,SENSOR BISPECTRAL INDEX,$184.00
HC62206065,SENSOR IN-LINE,$285.00
HC62206073,SENSOR LOW LEVEL,$160.00
HC62206081,SET AMPLATZ,"$1,200.00"
HC62206099,SET ANCHOR GASTROINTESTINAL,$147.00
HC62206107,SET ANGIO PUMP W/BAG,$302.00
HC62206115,SET ARTERIAL LINE,$46.00
HC62206123,SET TUBING,$150.00
HC62206131,SET BLOOD Y TYPE,$38.00
HC62206149,"SET CAP/DIAPH H, FREQ OSCILL      I",$80.00
HC62206156,SET CARDIOPLEGIA,$318.00
HC62206164,SET CATH FIXATION,$523.00
HC62206172,SET CHEST DRAINAGE,$125.00
HC62206180,SET DIALYSIS PREWARM,$547.00
HC62206198,SET ENTERAL FEEDING W/BAG,$82.00
HC62206206,SET FLUID TRANSFER,$50.00
HC62206214,SET FRAGMATONE,$192.00
HC62206222,SET GALACTOGRAM INFUSION,$190.00
HC62206230,SET INFANT GAVAGE,$85.00
HC62206248,SET INTRODUCER MICROPUNC,$82.00
HC62206255,SET IPPB,$60.00
HC62206263,SET IRRIGATION CYSTO/URO,$75.00
HC62206271,SET IV TAXOL,$66.00
HC62206289,SET IV/PORT ERCP EXTENSION,$41.00
HC62206297,SET LACRIMAL INTUBATION,$159.00
HC62206305,SET LITHOTRIPTOR,$766.00
HC62206313,SET LIVER BIOPSY,"$1,200.00"
HC62206321,SET LUMBAR DRAIN,$548.00
HC62206339,SET NEEDLE INTRAOSEOUS,$241.00
HC62206347,SET PERFUSION,$250.00
HC62206354,SET PROSTATE STABILIZATION,$305.00
HC62206362,SET ROBOTIC SUPPLIES/INSTRMNTS,"$5,000.00"
HC62206370,SET SUSPENSION EYE(FRONTALIS),$194.00
HC62206388,SET THERM FOR CARDIAC OUTPUT,$113.00
HC62206396,SET THORACENTESIS,$398.00
HC62206404,SET THROMBECTOMY PUMP,$859.00
HC62206412,SET TUBING VGFI,$287.00
HC62206420,SET URICATH,$225.00
HC62206438,SET VACUUM CANNISTER W/O GEL,$90.00
HC62206446,MARKER SHADOWFORM/VISICOIL,$384.00
HC62206453,SHEATH ABLATION,$503.00
HC62206461,INTRODUCER/SHEATH                 J,$400.00
HC62206479,SHEATHS ILLUMINATOR,$915.00
