Procedure Description,CPT(R)/HCPCS Code, Unit Price 
HC RPR LAC 2.5 CM/< MOUTH&/ANT TWO-THIRDS TONG,41250, 255.00 
HC RPR LAC 2.5 CM/< MOUTH&/ANT TWO-THIRDS TONG (PRO FEE),41250, 654.00 
HC RPR LAC 2.5 CM/< PST ONE-THIRD TONGUE,41251, 788.00 
HC RPR LAC 2.5 CM/< PST ONE-THIRD TONGUE (PRO FEE),41251, 665.00 
HC RPR LAC TONGUE FLOOR MOUTH > 2.6 CM/CPLX,41252," 1,644.00 "
HC RPR LAC TONGUE FLOOR MOUTH > 2.6 CM/CPLX (PRO FEE),41252, 681.00 
HC DRG ABSC CST HMTMA FROM DENTOALVEOLAR STRUXS,41800, 482.00 
HC RMVL EMBEDDED FB FROM DENTALVLR STRUXS SOFT TISS,41805," 2,433.00 "
HC RMVL EMBEDDED FB FROM DENTALVLR STRUXS SOFT TISS (PRO FEE),41805," 2,433.00 "
HC DRAINAGE ABSCESS PALATE UVULA,42000, 788.00 
HC EXC LESION PALATE UVULA W/SMPL PRIM CLOSURE,42106," 3,673.00 "
HC REPAIR LACERATION PALATE </2 CM,42180, 788.00 
HC REPAIR LACERATION PALATE >2 CM/COMPLEX,42182," 9,676.00 "
HC REPAIR LACERATION PALATE >2 CM/COMPLEX (PRO FEE),42182," 9,676.00 "
HC BIOPSY SALIVARY GLAND NEEDLE,42400," 2,224.00 "
HC INJECTION PROCEDURE SIALOGRAPHY,42550," 1,832.00 "
HC I&D ABSCESS PERITONSILLAR,42700, 788.00 
HC I&D ABSCESS PERITONSILLAR (PRO FEE),42700, 445.00 
HC REMOVAL FOREIGN BODY PHARYNX,42809, 330.00 
HC REMOVAL FOREIGN BODY PHARYNX (PRO FEE),42809, 576.00 
HC ESOPHAGOGASTRODUODENOSCOPY TRANSORAL DIAGNOSTIC,43235," 1,670.00 "
HC EGD TRANSORAL BIOPSY SINGLE/MULTIPLE,43239," 1,726.00 "
HC EGD BAND LIGATION ESOPHGEAL/GASTRIC VARICES,43244," 2,293.00 "
HC EGD FLEXIBLE FOREIGN BODY REMOVAL,43247," 1,670.00 "
HC EGD BALLOON DILATION ESOPHAGUS <30 MM DIAM,43249," 2,293.00 "
HC EGD TRANSORAL CONTROL BLEEDING ANY METHOD,43255," 2,490.00 "
HC ERCP DX COLLECTION SPECIMEN BRUSHING/WASHING,43260," 5,948.00 "
HC EGD ABLATE TUMOR POLYP/LESION W/DILATION& WIRE,43270," 2,582.00 "
HC DILATION ESOPH UNGUIDED SOUND/BOUGIE 1/MULT PASS,43450," 1,639.00 "
HC DILATION ESOPH UNGUIDED SOUND/BOUGIE 1/MULT PASS (PRO FEE),43450," 1,639.00 "
HC NASO/ORO-GASTRIC TUBE PLMT REQ PHYS&FLUOR GDNCE,43752, 384.00 
HC GASTRIC INTUBATJ & ASPIRAJ W/PHYS SKILL/LAVAGE,43753, 249.00 
HC GASTRIC INTUBATJ & ASPIRAJ W/PHYS SKILL/LAVAGE (PRO FEE),43753, 249.00 
HC CHANGE GASTROSTOMY TUBE PERCUTANEOUS W/O GDNCE,43760, 314.00 
HC CHANGE GASTROSTOMY TUBE PERCUTANEOUS W/O GDNCE (PRO FEE),43760, 405.00 
HC REPOS NASO/ORO GASTRIC FEEDING TUBE THRU DUO,43761," 2,228.00 "
HC REPOS NASO/ORO GASTRIC FEEDING TUBE THRU DUO,43761," 2,361.00 "
HC REPOS NASO/ORO GASTRIC FEEDING TUBE THRU DUO (PRO FEE),43761, 506.00 
"HC REPLACEMENT G TUBE, PERCUT, INCL REMOV, PERFORMED, W/O  IMAGING",43762, 578.55 
"HC REPLACEMENT GTUBE, PERCUT, INCL REMOV, PERFORMED, W/O  IMAGING",43762, 578.55 
"HC REPLACEMENT  GTUBE, PERCUT,REMOVAL,PERFORMED, W/O IMAGING",43763, 578.55 
"HC REPLACEMENT  G TUBE, PERCUT,REMOVAL,PERFORMED, W/O IMAGING",43763, 578.55 
HC INTRODUCTION LONG GI TUBE SEPARATE PROCEDURE,44500," 1,426.00 "
HC I&D SUBMUCOSAL ABSCESS RECTUM,45005," 2,056.00 "
HC I&D SUBMUCOSAL ABSCESS RECTUM (PRO FEE),45005," 2,056.00 "
HC PROCTOSGMDSC RGD DX W/WO COLLJ SPEC BR/WA SPX,45300," 1,496.00 "
HC PROCTOSGMDSC RIGID W/RMVL FOREIGN BODY,45307," 4,998.00 "
HC SIGMOIDOSCOPY FLX DX W/COLLJ SPEC BR/WA IF PFRMD,45330," 1,496.00 "
HC SIGMOIDOSCOPY FLX W/BIOPSY SINGLE/MULTIPLE,45331," 1,496.00 "
HC SIGMOIDOSCOPY FLX W/RMVL FOREIGN BODY,45332," 2,056.00 "
HC SIGMOIDOSCOPY FLX W/RMVL FOREIGN BODY (PRO FEE),45332," 2,056.00 "
HC SIGMOIDOSCOPY FLX W/RMVL TUMOR BY HOT BX FORCEPS,45333," 2,453.00 "
HC SGMDSC FLX RMVL TUM POLYP/OTH LES SNARE TQ,45338," 2,453.00 "
HC SIGMOIDOSCOPY FLX NDSC US XM,45341," 2,453.00 "
HC SIGMOIDOSCOPY FLX TNDSC US GID NDL ASPIR/BX,45342," 2,453.00 "
HC COLONOSCOPY FLX DX W/COLLJ SPEC WHEN PFRMD,45378," 2,454.00 "
HC COLONOSCOPY W/BIOPSY SINGLE/MULTIPLE,45380," 2,411.00 "
HC COLSC FLX WITH DIRECTED SUBMUCOSAL NJX ANY SBST,45381," 2,411.00 "
HC COLSC FLEXIBLE W/CONTROL BLEEDING ANY METHOD,45382," 2,411.00 "
HC COLSC FLX W/REMOVAL LESION BY HOT BX FORCEPS,45384," 2,411.00 "
HC COLSC FLX W/RMVL OF TUMOR POLYP LESION SNARE TQ,45385," 2,411.00 "
HC COLSC FLEXIBLE W/TRANSENDOSCOPIC BALLOON DILAT,45386," 2,411.00 "
HC RMVL FECAL IMPACTION/FB SPX UNDER ANES,45915," 4,284.00 "
HC UNLISTED PROCEDURE RECTUM,45999," 1,427.00 "
HC UNLISTED PROCEDURE RECTUM (PRO FEE),45999, 710.00 
HC I&D ISCHIORECTAL&/PERIRECTAL ABSCESS SPX,46040," 5,288.00 "
HC I&D ISCHIORECTAL&/PERIRECTAL ABSCESS SPX (PRO FEE),46040," 4,989.00 "
HC I&D PERIANAL ABSCESS SUPERFICIAL,46050," 1,427.00 "
HC I&D PERIANAL ABSCESS SUPERFICIAL (PRO FEE),46050, 710.00 
HC INCISION THROMBOSED HEMORRHOID EXTERNAL,46083, 636.00 
HC INCISION THROMBOSED HEMORRHOID EXTERNAL (PRO FEE),46083, 480.00 
HC HEMORRHOIDECTOMY INTERNAL RUBBER BAND LIGATIONS,46221," 1,261.00 "
HC EXC THROMBOSED HEMORRHOID XTRNL,46320," 4,284.00 "
HC ANOSCOPY DX W/COLLJ SPEC BR/WA SPX WHEN PRFRMD,46600, 164.00 
HC ANOSCOPY DX W/COLLJ SPEC BR/WA SPX WHEN PRFRMD (PRO FEE),46600, 110.00 
HC ANOSCOPY DX W/HRA &CHEM AGNTS ENHANCEMENT,46601, 382.00 
HC ANOSCOPY W/BX SINGLE/MULTIPLE,46606," 4,532.00 "
HC ANOSCOPY DX W/HRA &CHEM AGNTS ENHANCEMENT W/BX,46607," 2,022.00 "
HC ANOSCOPY W/RMVL FOREIGN BODY,46608," 2,353.00 "
HC ANOSCOPY W/RMVL FOREIGN BODY (PRO FEE),46608, 710.00 
HC DSTRJ LESION ANUS SIMPLE CHEMICAL,46900, 456.00 
HC DSTRJ LESION ANUS SMPL ELTRDSICCATION,46910," 2,991.00 "
HC DSTRJ LESION ANUS SIMPLE CRYOSURGERY,46916, 373.00 
HC DSTRJ LESION ANUS SIMPLE SURG EXCISION,46922," 2,991.00 "
HC DSTRJ LESION ANUS EXTENSIVE,46924," 2,991.00 "
HC BIOPSY LIVER NEEDLE PERCUTANEOUS,47000," 2,219.00 "
HC ABLTJ 1/> LVR TUM PRQ RF,47382," 7,201.00 "
HC CHOLECYSTOSTOMY PRQ W/IMAGING & CATHETER PLMT,47490," 7,094.00 "
HC NJX CHOLANGIO PRQ W/IMG GID RS&I EXISTING ACCESS,47531," 2,911.00 "
HC NJX CHOLANGIO PRQ W/IMG GID RS&I EXISTING ACCESS,47531," 2,911.00 "
HC NJX CHOLANGIO PRQ W/IMG GID RS&I NEW ACCESS,47532," 5,845.00 "
HC PRQ PLMT BILIARY DRG CATH W/IMG GID RS&I EXTERNL,47533," 7,332.00 "
HC PRQ PLMT BILIARY DRG CATH W/IMG GID RS&I INT-EXT,47534," 7,495.00 "
HC CONV EXT BIL DRG CATH TO INT-EXT BIL DRG CATH,47535," 7,514.00 "
HC EXCHANGE BILIARY DRG CATHETER PRQ W/IMG GID RS&I,47536," 5,845.00 "
HC PLMT BILE DUCT STENT PRQ EXISTING ACCESS,47538," 7,514.00 "
HC BALLOON DILAT BILIARY DUCT/AMPULLA PRQ EACH DUCT,47542," 5,845.00 "
HC ENDOLUMINAL BX BILIARY TREE PRQ ANY METH 1/MLT,47543," 5,845.00 "
HC BIOPSY PANCREA PERCUTANEOUS NEEDLE,48102," 2,219.00 "
HC ABDOM PARACENTESIS DX/THER W/O IMAGING GUIDANCE,49082," 1,352.00 "
HC ABDOM PARACENTESIS DX/THER W/O IMAGING GUIDANCE (PRO FEE),49082, 743.00 
HC ABDOM PARACENTESIS DX/THER W/IMAGING GUIDANCE,49083," 1,433.00 "
HC ABDOM PARACENTESIS DX/THER W/IMAGING GUIDANCE (PRO FEE),49083, 743.00 
HC PERITONEAL LAVAGE W/WO IMAGING GUIDANCE,49084," 1,352.00 "
HC BX ABDL/RETROPERITONEAL MASS PRQ NEEDLE,49180," 2,219.00 "
HC IMAGE-GUIDE FLUID COLLXN DRAINAGE CATH VISC PERQ,49405," 3,116.00 "
HC IMG-GUIDE FLUID COLLXN DRAINAG CATH PERITON PERQ,49406," 3,116.00 "
HC INSJ INTRAPERITONEAL CATHETER W/IMG GUID,49418," 8,049.00 "
HC REMOVAL TUNNELED INTRAPERITONEAL CATHETER,49422," 6,809.00 "
HC EXCHNG ABSC/CST DRG CATH RAD GID SPX,49423," 1,970.00 "
HC CNTRST NJX ASSMT ABSC/CST VIA DRG CATH/TUBE SPX,49424, 214.00 
HC INSERT GASTROSTOMY TUBE PERCUTANEOUS,49440," 2,692.00 "
HC INSERT DUODENOSTOMY/JEJUNOSTOMY TUBE PERQ,49441," 2,692.00 "
HC CONVERT GASTROSTOMY-GASTRO-JEJUNOSTOMY TUBE PERQ,49446," 2,414.00 "
HC REPLACE GASTROSTOMY/CECOSTOMY TUBE PERCUTANEOUS,49450," 1,193.00 "
HC REPLACE DUODENOSTOMY/JEJUNOSTOMY TUBE PERQ,49451," 1,193.00 "
HC REPLACEMENT GASTRO-JEJUNOSTOMY TUBE PERCUTANEOUS,49452," 1,407.00 "
HC CONTRAST INJECTION PERQ RADIOLOGIC EVAL GI TUBE,49465, 454.00 
HC RENAL BIOPSY PRQ TROCAR/NEEDLE,50200," 2,364.00 "
HC RENAL BIOPSY PRQ TROCAR/NEEDLE,50200," 2,230.00 "
HC RMVL & RPLCMT INTLY DWELLING URETERAL STENT PRQ,50382," 5,216.00 "
HC REMOVAL INDWELLING URETERAL STENT PRQ,50384," 5,082.00 "
HC RMVL NFROS TUBE REQ FLUORO GUIDANCE,50389, 895.00 
HC ASPIR &/NJX RENAL CYST/PELVIS NEEDLE PRQ,50390," 1,413.00 "
HC INTRO GUIDE PELVIS&/URETER W/DILAT NFROS TRACT,50395," 3,523.00 "
HC NJX PX ANTEGRDE NFROSGRM &/URTRGRM NEW ACCESS,50430," 1,409.00 "
HC NJX PX ANTEGRDE NFROSGRM &/URTRGRM EXSTNG ACESS,50431," 1,409.00 "
HC PLMT NEPHROSTOMY CATH PRQ NEW ACCESS RS&I,50432," 9,041.00 "
HC EXCHANGE NEPHROSTOMY CATHETER PRQ W/IMG GID RS&I,50435," 5,663.00 "
"HC DILATION OF EXST TRACT, PERCUT, FOR AN ENDOUROLOGIC PROC W/IMG GUID",50436," 4,349.98 "
"HC DILATION OF EXISTING TRACT, PERCUT,ENDOUROLOGIC PROC W/IMG GUID",50437," 7,317.15 "
HC ESWL (EXTRACORPOREAL SHOCK WAVE LITHOTRIPSY),50590," 7,467.15 "
HC ABLTJ 1/> RENAL TUMOR PRQ UNI RADIOFREQUENCY,50592," 11,117.00 "
HC INJ PX URETEROGRAPHY/URETEROPYLOGRAPHY CATH,50684, 163.00 
HC CHNG URTROST TUBE/XTRNLLY ACCESSIBLE STENT ILEAL,50688," 3,729.00 "
HC PLMT URTRL STENT PRQ PRE-EXISTING NFROS TRACT,50693," 9,041.00 "
HC PLMT URTRL STNT PRQ NEW ACESS W/O SEP NFROS CATH,50694," 9,041.00 "
HC BALLOON DILAT URETERAL STRICTURE W/IMG GID RS&I,50706," 2,066.00 "
"HC INCISE BLADDER,+URETER CATH",51045," 1,780.00 "
HC ASPIRATION BLADDER NEEDLE,51100, 566.00 
HC ASPIRATION BLADDER NEEDLE (PRO FEE),51100," 1,287.00 "
HC ASPIRATION BLADDER TROCAR/INTRACATHETER,51101," 1,285.00 "
HC ASPIRATION BLADDER TROCAR/INTRACATHETER (PRO FEE),51101," 2,025.00 "
HC ASPIRATION BLADDER INSERT SUPRAPUBIC CATHETER,51102," 5,523.00 "
HC ASPIRATION BLADDER INSERT SUPRAPUBIC CATHETER (PRO FEE),51102," 1,696.00 "
HC NJX CSTOGRAPY/VOIDING URETHROCSTOGRAPY,51600," 1,109.00 "
HC NJX RETROGRADE URETHROCSTOGRAPY,51610," 2,252.00 "
HC BLDR IRRIGATION SMPL LAVAGE &/INSTLJ,51700, 499.00 
HC BLDR IRRIGATION SMPL LAVAGE &/INSTLJ (PRO FEE),51700, 230.00 
HC INSERTION STRAIGHT CATHETER,51701, 185.00 
HC INSJ NON-NDWELLG BLADDER CATHETER (PRO FEE),51701, 120.00 
HC INSJ TEMP NDWELLG BLADDER CATHETER SIMPLE,51702, 166.00 
HC INSJ TEMP NDWELLG BLADDER CATHETER SIMPLE (PRO FEE),51702, 173.00 
HC INSERT TEMP INDWELLING CATH,51702, 205.00 
HC INSJ TEMP NDWELLG BLADDER CATHETER COMPLICATED,51703, 351.00 
HC INSJ TEMP NDWELLG BLADDER CATHETER COMPLICATED (PRO FEE),51703, 289.00 
HC CHANGE CYSTOSTOMY TUBE SIMPLE,51705, 553.00 
HC CHANGE CYSTOSTOMY TUBE SIMPLE (PRO FEE),51705, 230.00 
HC CHANGE CYSTOSTOMY TUBE COMPLICATED,51710," 1,748.00 "
HC CHANGE CYSTOSTOMY TUBE COMPLICATED (PRO FEE),51710," 1,287.00 "
HC BLADDER INSTILLATION ANTICARCINOGENIC AGENT,51720, 636.00 
HC SIMPLE CYSTOMETROGRAM,51725, 557.00 
HC BLADDER PRESSURE MEASUREMENT DURING FILLING,51726," 1,391.00 "
HC COMPLEX CYSTOMETROGRAM URETHRAL PRESS PROFILE,51727," 1,391.00 "
HC COMPLEX CYSTOMETROGRAM VOIDING PRESSURE STUDIES,51728," 1,391.00 "
HC COMPLX CYSTOMETRO W/VOID PRESS & URETHRAL PROFIL,51729," 2,671.00 "
HC SIMPLE UROFLOMETRY,51736, 557.00 
HC COMPLEX UROFLOMETRY,51741, 668.00 
HC EMG STDS ANAL/URTL SPHNCTR OTH/THN NDL,51784, 668.00 
HC NDL EMG STDS EMG ANAL/URTL SPHNCTR ANY TQ,51785, 557.00 
HC STIMULUS EVOKED RESPONSE,51792, 334.00 
HC VOID PRESSURE STUDIES INTRAABDOMINAL,51797, 334.00 
HC MEAS POST-VOIDING RESIDUAL URINE&/BLADDER CAP,51798, 557.00 
HC MEAS POST-VOIDING RESIDUAL URINE&/BLADDER CAP,51798, 557.00 
HC CYSTO BLADDER W/URETERAL CATHETERIZATION,52005," 4,031.00 "
HC CYSTO CALIBRATION DILAT URTL STRIX/STENOSIS,52281," 3,635.00 "
HC BIOPSY URETHRA,53200," 5,268.00 "
HC DSTRJ LESION PENIS SIMPLE CHEMICAL,54050, 311.00 
HC DSTRJ LESION PENIS SIMPLE CRYOSURGERY,54056, 174.00 
HC DSTRJ LESION PENIS EXTENSIVE,54065," 3,171.00 "
HC BIOPSY PENIS SEPARATE PROCEDURE,54100," 2,629.00 "
HC CIRCUMCISION W/BLOCK,54150," 3,849.00 "
HC CIRCUMCISION W/O BLOCK,54150," 3,849.00 "
HC IRRIGATION CORPORA CAVERNOSA PRIAPISM,54220, 636.00 
HC IRRIGATION CORPORA CAVERNOSA PRIAPISM (PRO FEE),54220, 371.00 
HC NJX C/P/A CAVERNOSA W/PHARMACOLOGIC AGT,54235, 351.00 
HC NJX C/P/A CAVERNOSA W/PHARMACOLOGIC AGT (PRO FEE),54235, 230.00 
HC BIOPSY TESTIS INCISIONAL SEPARATE PROCEDURE,54505," 3,259.00 "
HC I&D EPIDIDYMIS TSTIS&/SCROTAL SPACE,54700," 3,852.00 "
HC I&D EPIDIDYMIS TSTIS&/SCROTAL SPACE (PRO FEE),54700," 3,852.00 "
HC DRAINAGE SCROTAL WALL ABSCESS,55100," 2,548.00 "
HC DRAINAGE SCROTAL WALL ABSCESS (PRO FEE),55100," 1,348.00 "
HC REMOVAL FOREIGN BODY SCROTUM,55120," 3,852.00 "
HC REMOVAL FOREIGN BODY SCROTUM (PRO FEE),55120," 3,852.00 "
HC I&D VULVA/PERINEAL ABSCESS,56405, 558.00 
HC I&D VULVA/PERINEAL ABSCESS,56405, 558.00 
HC I&D VULVA/PERINEAL ABSCESS (PRO FEE),56405, 526.00 
HC I&D OF BARTHOLINS GLAND ABSCESS,56420, 382.00 
HC I&D OF BARTHOLINS GLAND ABSCESS (PRO FEE),56420, 279.00 
HC DRAIN BARTH ABCESS,56420, 315.00 
HC MARSUPIALIZATION BARTHOLINS GLAND CYST,56440," 4,149.00 "
HC MARSUPIALIZATION BARTHOLINS GLAND CYST (PRO FEE),56440," 2,273.00 "
HC DESTRUCTION LESIONS VULVA SIMPLE,56501," 3,171.00 "
HC DESTRUCTION LESIONS VULVA EXTENSIVE,56515," 3,124.00 "
HC BIOPSY VULVA/PERINEUM 1 LESION SPX,56605," 1,103.00 "
HC BIOPSY VULVA/PERINEUM EACH ADDL LESION,56606, 240.00 
HC VULVECTOMY SIMPLE PARTIAL,56620," 5,398.00 "
HC COLPOSCOPY VULVA,56820, 221.00 
HC COLPOSCOPY VULVA W/BIOPSY,56821, 392.00 
HC DESTRUCTION VAGINAL LESIONS SIMPLE,57061," 4,667.00 "
HC BIOPSY VAGINAL MUCOSA SIMPLE,57100, 861.00 
HC IRRIGATION VAGINA&/APPL MEDICAMENT TX DISEASE,57150, 363.00 
HC INSERTION UTERINE TANDEM&/VAGINAL OVOIDS,57155," 2,675.00 "
HC INSERTION VAGINAL RADIATION DEVICE,57156, 685.00 
HC FIT&INSJ PESSARY/OTH INTRAVAGINAL SUPPORT DEVI,57160, 287.00 
HC DIAPHRAGM/CERVICAL CAP FITTING W/INSTRUCTIONS,57170, 161.00 
HC REMOVAL IMPACTED VAG FB SPX W/ANES OTH/THN LOCAL,57415," 4,885.00 "
HC REMOVAL IMPACTED VAG FB SPX W/ANES OTH/THN LOCAL (PRO FEE),57415," 4,885.00 "
HC COLPOSCOPY ENTIRE VAGINA W/CERVIX IF PRESENT,57420, 791.00 
HC COLPOSCOPY ENTIRE VAGINA W/VAGINA/CERVIX BX,57421, 791.00 
HC COLPOSCOPY CERVIX UPPER/ADJACENT VAGINA,57452, 480.00 
HC COLPOSCOPY CERVIX BX CERVIX & ENDOCRV CURRETAGE,57454, 812.00 
HC COLPOSCOPY CERVIX UPPR/ADJCNT VAGINA W/CERVIX BX,57455, 791.00 
HC COLPOSCOPY CERVIX ENDOCERVICAL CURETTAGE,57456, 791.00 
HC COLPOSCOPY CERVIX VAG LOOP ELTRD BX CERVIX,57460," 4,017.00 "
HC COLPOSCOPY CERVIX VAG ELTRD CONIZATION CERVIX,57461," 5,058.00 "
HC BIOPSY CERVIX SINGLE/MULT/EXCISION OF LESION SPX,57500, 861.00 
HC ENDOCERVICAL CURETTAGE W/DILATION & CURETTAGE,57505," 1,550.00 "
HC CAUTERY CERVIX ELECTRO/THERMAL,57510," 5,321.00 "
HC DILATION & CURETTAGE CERVICAL STUMP,57558," 4,055.00 "
HC DILATION CERVICAL CANAL-INSTRUMENTAL,57800," 4,127.00 "
HC ENDOMETRIAL BX W/WO ENDOCERVIX BX W/O DILAT SPX,58100, 341.00 
HC ENDOMETRIAL BX CONJUNCT W/COLPOSCOPY,58110, 341.00 
HC DILATION & CURETTAGE DX&/THER NONOBSTETRIC,58120," 5,193.00 "
HC ABDOMINAL HYSTERECTOMY,58180," 5,078.00 "
HC INSERTION INTRAUTERINE DEVICE IUD,58300," 1,107.00 "
HC REMOVAL INTRAUTERINE DEVICE IUD,58301, 339.00 
HC CATH & SALINE/CONTRAST SONOHYSTER/HYSTEROSALPI,58340, 198.00 
HC TUBAL LIGATION - POST PARTUM,58605," 4,776.00 "
HC LIG/TRNSXJ FALOPIAN TUBE CESAREAN DEL/ABDML SURG,58611," 2,536.00 "
HC TUBAL LIGATION W/C-SECTION,58611," 2,536.00 "
HC AMNIOCENTESIS DIAGNOSIC,59000, 847.00 
HC AMNIOCENTESIS THER AMNIOTIC FLUID RDCTJ US GUID,59001," 2,072.00 "
HC PUBS (MULTIPLES),59012, 942.00 
HC FETAL NONSTRESS TEST,59025, 291.00 
HC FETAL MONITORING LABOR PHYS WRITTEN REPORT,59050, 774.00 
HC FETAL FLUID DRAINAGE W/ULTRASOUND GUIDANCE,59074, 782.00 
HC CURETTAGE POSTPARTUM,59160," 4,968.00 "
HC INSERTION CERVICAL DILATOR-MEDICINAL,59200, 635.00 
HC CERCLAGE CERVIX PREGNANCY VAGINAL,59320," 5,727.00 "
HC VAGINAL DELIVERY,59409," 4,452.00 "
HC EXTERNAL CEPHALIC VERSION,59412," 5,398.00 "
HC DELIVER PLACENTA,59414," 6,137.00 "
HC C-SECTION,59514," 5,394.00 "
HC CESAREAN DELIVERY ONLY,59514," 6,825.00 "
HC C-SECTION (MULTIPLES),59514," 6,825.00 "
HC C-SECTION W/TUBAL LIGATION,59514," 5,394.00 "
HC STOT/TOT HYSTERECTOMY AFTER CESAREAN DELIVERY,59525," 9,734.00 "
HC C-SECTION W/HYSTERECTOMY,59525," 9,734.00 "
HC HYSTERECTOMY AFTER CSECTION,59525," 2,689.00 "
HC VAGINAL DELIVERY AFTER C-SECTION,59612," 6,619.00 "
HC C-SECTION POST VBAC ATTEMPT,59620," 7,350.00 "
HC INCOMPLETE ABORTION ANY TRIMESTER,59812," 4,883.00 "
"HC MISSED ABORTION, 1ST TRIMESTER",59820," 5,899.00 "
"HC MISSED ABORTION, 2ND TRIMESTER",59821," 6,455.00 "
"HC INDUCED ABORT, D&C",59840," 4,563.00 "
"HC INDUCED ABORT, D&E",59841," 7,902.00 "
HC VAG SUPPOSITORY INDUCED ABORT,59855," 6,455.00 "
HC VAG SUPPOSITORY INDUCED ABORT D&C/E,59856," 6,455.00 "
HC REMOVAL CERCLAGE SUTURE UNDER ANESTHESIA,59871," 5,727.00 "
HC CERCLAGE REMOVAL W/O ANESTHES,59899," 1,050.00 "
HC BIOPSY THYROID PERCUTANEOUS CORE NEEDLE,60100," 1,184.00 "
HC ASPIRATION AND/OR INJECTION THYROID CYST,60300," 1,112.00 "
HC CISTERNAL/LATERAL C1-C2 PUNCTURE W/O INJ SPX,61050," 4,253.00 "
HC CISTERNAL/LATERAL C1-C2 PUNCTURE W/INJECTION,61055," 1,714.00 "
HC PUNCTURE SHUNT TUBE/RESERVOIR ASPIRATION/INJ PX,61070," 1,045.00 "
HC TCAT PERMANENT OCCLUSION/EMBOLIZATION PRQ CNS,61624," 4,247.00 "
HC TCAT PERMANT OCCLUSION/EMBOLIZATION PRQ NON-CNS,61626," 27,412.00 "
HC TCAT PLMT IV STENT ICRA W/BALO ANGIOP IF PFRMD,61635," 1,932.00 "
HC PRQ LYSIS EPIDURAL ADHESIONS MULT SESS 2/> DAYS,62263," 1,952.00 "
HC PRQ LYSIS EPIDURAL ADHESIONS MULT SESSIONS 1 DAY,62264," 3,277.00 "
HC PRQ ASPIR PULPOSUS/INTERVERTEBRAL DISC/PVRT TISS,62267," 1,413.00 "
HC SPINAL PUNCTURE LUMBAR DIAGNOSTIC,62270," 1,002.00 "
HC SPINAL PUNCTURE LUMBAR DIAGNOSTIC (PRO FEE),62270, 544.00 
HC SPINAL PUNCTURE THER DRAIN CEREBROSPINAL FLUID,62272," 1,002.00 "
HC SPINAL PUNCTURE THER DRAIN CEREBROSPINAL FLUID (PRO FEE),62272, 961.00 
HC BLOOD PATCH,62273," 1,445.00 "
HC INJX/INFUS NEUROLYT SBST EPIDURAL LUMBAR/SACRAL,62282," 1,952.00 "
HC INJECTION PX DISCOGRAPHY EACH LEVEL LUMBAR,62290, 375.00 
HC MYELOGRAPHY VIA LUMBAR INJECTION RS&I THORACIC,62303," 4,077.00 "
HC MYELOGRAPHY VIA LUMBAR INJECT RS&I LUMBOSACRAL,62304," 4,077.00 "
HC MYELOGRAPHY VIA LUMBAR INJECTION RS&I 2+ REGIONS,62305," 4,077.00 "
HC INJ SINGLE CERV/THOR,62320," 2,144.00 "
HC NJX DX/THER SBST INTRLMNR CRV/THRC W/IMG GDN,62321," 1,115.00 "
HC INJ SINGLE LUMB/SACR (CD),62322," 2,302.00 "
HC NJX DX/THER SBST INTRLMNR LMBR/SAC W/IMG GDN,62323," 1,115.00 "
HC EPIDURAL,62326," 1,621.00 "
HC NJX ANES TRIGEMINAL NRV ANY DIV/BRANCH,64400," 1,002.00 "
HC NJX ANES TRIGEMINAL NRV ANY DIV/BRANCH (PRO FEE),64400, 251.00 
HC INJECTION ANESTHETIC AGENT FACIAL NERVE,64402," 1,002.00 "
HC INJECTION ANESTHETIC AGENT FACIAL NERVE (PRO FEE),64402, 251.00 
HC INJECTION ANESTHETIC AGENT GREATER OCCIPITAL NRV,64405, 945.00 
HC INJECTION ANESTHETIC AGENT GREATER OCCIPITAL NRV,64405," 1,002.00 "
HC INJECTION ANESTHETIC AGENT GREATER OCCIPITAL NRV (PRO FEE),64405, 541.00 
HC INJECTION ANESTHETIC AGENT VAGUS NERVE,64408, 541.00 
HC INJECTION ANESTHETIC AGENT VAGUS NERVE (PRO FEE),64408, 541.00 
HC INJECTION ANESTHETIC AGENT CERVICAL PLEXUS,64413," 1,188.00 "
HC INJECTION ANESTHETIC AGENT CERVICAL PLEXUS (PRO FEE),64413," 1,188.00 "
HC SINGLE NERVE BLOCK INJECTION ARM NERVE,64415," 1,279.00 "
HC SINGLE NERVE BLOCK INJECTION ARM NERVE (PRO FEE),64415," 1,497.00 "
HC INJECTION ANESTHETIC AGENT AXILLARY NERVE,64417," 1,069.00 "
HC INJECTION ANESTHETIC AGENT AXILLARY NERVE (PRO FEE),64417, 672.00 
HC INJECTION ANESTHETIC AGENT SUPRASCAPULAR NERVE,64418," 1,002.00 "
HC INJECTION ANESTHETIC AGENT SUPRASCAPULAR NERVE,64418," 1,002.00 "
HC INJECTION ANESTHETIC AGENT SUPRASCAPULAR NERVE (PRO FEE),64418," 1,188.00 "
HC INJECTION ANESTHETIC AGENT 1 INTERCOSTAL NERVE,64420, 945.00 
HC INJECTION ANESTHETIC AGENT 1 INTERCOSTAL NERVE,64420," 1,952.00 "
HC INJECTION ANESTHETIC AGENT 1 INTERCOSTAL NERVE (PRO FEE),64420," 1,188.00 "
HC MULTIPLE NERVE BLOCK INJECTIONS RIB NERVES,64421," 1,952.00 "
