Highland Hospital,,,,
Charge Description Master: June 2018,,,,
CDM Code,Description,Price,,
2034588,"SCREW, 2X18MM", $323 ,,
2034589,"SCREW CORTEX, 2X24MM", $90 ,,
2034590,"SCREW CORTEX, 2X26MM", $100 ,,
2034591,"SCREW CORTEX, 2X32MM", $100 ,,
2034592,"SCREW, 2X34MM", $355 ,,
2034593,"SCREW LOCKING, 2X12MM", $208 ,,
2034594,"SCREW LOCKING, 2X16MM", $100 ,,
2034595,"SCREW, 2X22MM", $90 ,,
2034601,"SCREW CORTEX, 2.7X18MM", $103 ,,
2034602,"SCREW CORTEX, 2.7X20MM", $95 ,,
2034604,"SCREW CORTEX, 2.7X24MM", $95 ,,
2034605,"SCREW CORTEX, 2.7X28MM", $95 ,,
2034606,"SCREW CORTEX, 2.7X32MM", $95 ,,
2034607,"SCREW CORTEX, 2.7X40MM", $95 ,,
2034609,"SCREW CORTEX, 2.7MM", $103 ,,
2034611,"SCREW CORTEX, 2.7X42MM", $100 ,,
2034613,"SCREW CORTEX, 3.5X40MM", $63 ,,
2034614,"SCREW PELVIC, 3.5", $358 ,,
2034615,"SCREW CORTEX, 3.5X100MM", $63 ,,
2034616,"SCREW CORTEX, 3.5X10MM", $63 ,,
2034617,"SCREW CORTEX, 3.5X12MM", $63 ,,
2034618,"SCREW CORTEX, 3.5X16MM", $63 ,,
2034619,"SCREW CORTEX, 3.5X18MM", $63 ,,
2034620,"SCREW CORTEX, 3.5X22MM", $63 ,,
2034621,"SCREW CORTEX, 3.5X24MM", $90 ,,
2034622,"SCREW CORTEX, 3.5X30MM", $86 ,,
2034623,"SCREW CORTEX, 3.5X28MM", $86 ,,
2034625,"SCREW CORTEX, 3.5X45MM", $63 ,,
2034626,"SCREW CORTEX, 3.5X46MM", $63 ,,
2034627,"SCREW CORTEX, 3.5X36MM", $86 ,,
2034628,"SCREW CORTEX, 3.5X60MM", $63 ,,
2034629,"SCREW CORTEX, 3.5X85MM", $64 ,,
2034630,"SCREW CANCELLOUS, 4X10MM", $52 ,,
2034632,"SCREW CANCELLOUS, 4X60MM", $86 ,,
2034633,"SCREW CANNULATED, 6.5X95MM", $737 ,,
2034634,"SCREW CANNULATED, 6.5X100MM", $737 ,,
2034635,"SCREW CANNULATED, 6.5X105MM", $737 ,,
2034636,"SCREW CANNULATED, 6.5X110MM", $737 ,,
2034637,"SCREW CANNULATED, 6.5X85MM", $737 ,,
2034638,"SCREW CANNULATED, 6.5X90MM", $737 ,,
2034640,"SCREW CANNULATED, 7.3X70MM", $737 ,,
2034641,"SCREW THREADED CANN., 7.3MM", $390 ,,
2034642,"SCREW CANNULATED, 7.3X100MM", $737 ,,
2034643,"SCREW CANN, 7.3X140MM", $855 ,,
2034644,SCREW CAN THREAD 7.3X80MM, $52 ,,
2034645,"SCREW CANNULATED, 7.3X85MM", $737 ,,
2034646,"SCREW CANNULATED, 7.3X95MM", $136 ,,
2034647,SCREW CAN THREAD 7.3X100MM, $737 ,,
2034648,"SCREW CANNULATED, 7.3X110MM", $737 ,,
2034649,"SCREW CANNULATED, 7.3X120MM", $855 ,,
2034650,"SCREW LOCKING, 3.5X10MM", $352 ,,
2034651,"SCREW LONG, 3.5X20MM", $86 ,,
2034652,"SCREW LOCKING, 3.5MM", $353 ,,
2034653,"SCREW LOCKING, 3.5X24MM", $352 ,,
2034654,"SCREW LOCKING, 3.5X26MM", $444 ,,
2034655,"SCREW LOCKING, 3.5X30MM", $353 ,,
2034657,"SCREW LOCKING, 3.5X34MM", $352 ,,
2034658,"SCREW LOCKING, 3.5X35MM", $199 ,,
2034660,"SCREW LOCKING, 3.5X38MM", $431 ,,
2034661,"SCREW LOCKING, 3.5X40MM", $69 ,,
2034662,"SCREW LOCKING, 3.5X42MM", $431 ,,
2034663,"SCREW LOCKING, 3.5X60MM", $431 ,,
2034664,"SCREW LOCKING, 3.5X65MM", $431 ,,
2034665,"SCREW LOCKING, 3.5X70MM", $69 ,,
2034667,"SCREW LOCKING, 5X24MM", $64 ,,
2034668,"SCREW LOCKING, 5X26MM", $505 ,,
2034669,PLATE CONDYLAR-VA 10 HOLE," $1,831 ",,
2034670,"SCREW CORTEX, 4.5X20MM", $64 ,,
2034671,"SCREW CORTEX, 4.5X22MM", $64 ,,
2034672,"SCREW CORTEX, 4.5X24MM", $64 ,,
2034673,"SCREW CORTEX, 4.5X26MM", $64 ,,
2034674,"SCREW CORTEX, 4.5X28MM", $64 ,,
2034675,"SCREW CORTEX, 4.5X30MM", $64 ,,
2034676,"SCREW CORTEX, 4.5X32MM", $64 ,,
2034677,"SCREW CORTEX, 4.5X34MM", $64 ,,
2034678,"SCREW CORTEX, 4.5X36MM", $64 ,,
2034679,"SCREW CORTEX, 4.5X38MM", $64 ,,
2034680,"SCREW CORTEX, 4.5X40MM", $64 ,,
2034681,"SCREW CORTEX, 4.5X42MM", $64 ,,
2034683,"SCREW CORTEX, 4.5X50MM", $64 ,,
2034684,"SCREW CORTEX, 4.5X60MM", $64 ,,
2034685,"SCREW CORTEX, 4.5X70MM", $233 ,,
2034686,6.5MM CANCELLOUS BONE SCREW 32MM THREAD/100MM, $103 ,,
2034687,"SCREW CANCELLOUS, 6.5X60MM", $846 ,,
2034688,PLATE LCP 10 HOLE," $1,119 ",,
2034689,"SCREW HEADLESS, 4.5X60MM", $350 ,,
2034690,"PLATE PROXIMAL TIBIA, 4.5MM"," $2,846 ",,
2034691,PLATE POST/LAT 5 HOLE," $2,615 ",,
2034692,PLATE TUBULAR 5 HOLE 1/3, $500 ,,
2034693,PLATE TUBULAR 7 HOLE 1/3," $2,034 ",,
2034694,PLATE CALCULANEUS," $3,086 ",,
2034695,PLATE PROXIMAL HUMERUS," $2,499 ",,
2034696,PLATE T, $641 ,,
2034697,"PLATE, 2.0"," $2,203 ",,
2034698,"PLATE LC DCP 4 HOLE, 2"," $1,555 ",,
2034699,"PLATE 6 HOLE, 2MM", $420 ,,
2034700,WIRE CERCLAGE W/EYE 280MM, $293 ,,
2034701,PLATE PELVIC 3 HOLE, $931 ,,
2034702,PLATE PELVIC 4 HOLE, $931 ,,
2034703,PLATE PELVIC RECON 5 HOLE," $1,195 ",,
2034704,PLATE STRAIGHT 6 HOLE," $1,393 ",,
2034705,PLATE PELVIC 9 HOLE," $1,207 ",,
2034707,PLATE 10 HOLE," $3,825 ",,
2034708,PLATE PELVIC 12 HOLE," $1,587 ",,
2034709,PLATE PELVIC 16 HOLE, $889 ,,
2034710,"PLATE RECON LCP 5 HOLE, 3.5"," $2,078 ",,
2034711,PLATE PELVICCURVED 6 HOLE," $3,576 ",,
2034713,"PLATE 9 HOLE, 2.0MM"," $2,064 ",,
2034715,PLATE 2.4 LCP 10 HOLE, $925 ,,
2034716,PLATE LCP 2.4 5 HOLE," $1,293 ",,
2034717,"PLATE, 2MM"," $1,234 ",,
2034718,PLATE Y LCP 2.4, $710 ,,
2034719,PLATE CONDYLAR LCP 2.4," $4,064 ",,
2034720,PLATE CONDYLAR-VA 2.7MM, $745 ,,
2034721,"PLATE, 2.7MM"," $1,234 ",,
2034722,"SCREW LAG, 100MM", $223 ,,
2034723,PIN SHANZ, $35 ,,
2034724,"DRILL BIT, 1.5MM", $431 ,,
2034725,"DRILL, 1.5MM", $431 ,,
2034726,"DRILL, 2.7MM", $680 ,,
2034728,CLAMP OPEN ADJUSTABLE," $1,678 ",,
2034729,CLAMP PIN LARGE 4 HOLE," $1,402 ",,
2034730,LARGE PIN CLAMP 6 POSITION, $500 ,,
2034731,POST OUTRIGGER 30o, $416 ,,
2034732,POST OUTRIGGER 90o, $323 ,,
2034733,"BLADE HELICAL, 11X90MM"," $1,690 ",,
2034734,"BLADE HELICLE, 95MM"," $1,690 ",,
2034735,"SCREW, 5X34MM", $512 ,,
2034736,"SCREW, 5X36MM", $512 ,,
2034737,"SCREW, 5X38MM", $512 ,,
2034738,"SCREW, 5X40MM", $503 ,,
2034740,PLATE SYMPHYSIS 4 HOLE," $1,257 ",,
2034742,PLATE SYMPHASIS 6 HOLE," $2,173 ",,
2034743,PLATE DECRRANON," $1,567 ",,
2034744,LCP DIA-META VOLAR DISTAL RADIUS PL 5H SHAFT/RT," $1,500 ",,
2034745,PLATE SHORT BEND WRIST, $798 ,,
2034746,"SCREW METAPHYSEAL, 2.7X52MM", $131 ,,
2034747,PLATE DISTAL RADIUS," $2,206 ",,
2034748,PLATE DISTAL RADIUS 2 HOLE," $2,206 ",,
2034749,PLATE DISTAL RADIUS 3 HOLE," $2,206 ",,
2034750,PLATE RADIUS DISTAL," $2,304 ",,
2034752,"PLATE DISTAL RADIUS LCP, 2.4MM"," $2,304 ",,
2034755,PLATE TIBIA DISTAL 6 HOLE, $370 ,,
2034757,PLATE DISTAL TIBIA 14 MEDIAL," $3,445 ",,
2034758,PLATE LCP Y," $1,550 ",,
2034759,"PLATE L DORSAL VA LCP, 2.4MM", $743 ,,
2034760,PLATE POSTEROLATERAL 4  HOLE," $2,615 ",,
2034761,PLATE POSTEROLATERAL," $2,696 ",,
2034762,PLATE POSTEROLATERAL 7 HOLE," $1,510 ",,
2034763,PLATE MEDIAL," $2,725 ",,
2034764,PLATE HUMERUS MEDIAL MED," $4,155 ",,
2034765,"SCREW LOCKING, 2.7X42MM", $387 ,,
2034766,PLATE TIBIA ANTE. DISTAL 4 HOLE," $1,823 ",,
2034767,PLATE ANTEROLATERAL 10 HOLE," $3,605 ",,
2034768,"SCREW METAPHYSEAL, 2.7X18MM", $131 ,,
2034769,"SCREW METAPHYSICAL, 2.7MM", $131 ,,
2034770,"SCREW METAPHYSICAL, 2.7X24MM", $131 ,,
2034771,"SCREW METAPHYSEAL, 2.7X28MM", $131 ,,
2034772,"SCREW METAPHYSEAL, 2.7X32", $131 ,,
2034773,SCREW METAPHYSICAL 2.7X34MM, $131 ,,
2034774,"SCREW METAPHYSICAL, 2.7X36MM", $131 ,,
2034775,"SCREW METAPHYSICAL,2.7X40MM", $131 ,,
2034776,"SCREW METAPHYSICAL, 2.7X42MM", $131 ,,
2034777,"SCREW METAPHYSEAL,2.7X44MM", $131 ,,
2034778,"SCREW METAPHYSEAL,2.7X46MM", $131 ,,
2034779,"SCREW METAPHYSICAL,2.7X48MM", $131 ,,
2034780,"METAPHYSEAL, 2.7MM"," $2,420 ",,
2034781,"SCREW METAPHYSICAL, 2.7X64MM", $131 ,,
2034782,"SCREW METAPHYSICAL,2.7X66MM", $131 ,,
2034783,"SCREW METAPHYSICAL,2.7X70MM", $370 ,,
2034784,PLATE PERIARTIC PROX HUM," $3,576 ",,
2034785,PLATE TIBIA PROX. 16 HOLE," $2,206 ",,
2034786,PLATE FEMUR DISTAL 8 HOLE," $2,800 ",,
2034787,PLATE VA CONDYLAR 8 HOLE," $3,492 ",,
2034791,"SCREW LOCKING, 3.5X44MM", $384 ,,
2034792,"SCREW LOCKING, 3.5X56MM", $352 ,,
2034794,"SCREW LOCKING VA, 3.5MM", $505 ,,
2034795,3.5MM VARIABLE ANGLE LOCK SCREW/SLF-TPNG/STRDRV/70MM, $431 ,,
2034797,"PLATE CURVED 14 HOLE, 3.5MM"," $1,526 ",,
2034799,"SCREW LOCKING CAN., 5X65MM", $838 ,,
2034800,"SCREW CONICAL, 5X75MM", $498 ,,
2034801,"SCREW CONICAL, 5X85MM"," $1,663 ",,
2034802,"SCREW CORTEX, 3.5X26MM", $190 ,,
2034805,"SCREW CORTEX, 3.5X32MM", $86 ,,
2034806,"SCREW CORTEX, 3.5X34MM", $127 ,,
2034808,"SCREW CORTEX, 3.5X38MM", $63 ,,
2034810,"SCREW CORTEX, 3.5X42MM", $63 ,,
2034811,SCREW LOW PROFILE, $86 ,,
2034813,"SCREW LOCKING CAN., 7.3X65MM", $387 ,,
2034814,"PIN BUTTRESS, 1.8MM"," $1,681 ",,
2034815,"SCREW LOCKING, 2.4X16MM", $372 ,,
2034816,"SCREW LOCKING, 2.4X14MM", $355 ,,
2034818,"SCREW LOCKING, 2.4X18MM", $372 ,,
2034819,"SCREW LOCKING, 2.4X20MM", $372 ,,
2034820,"SCREW LOCKING, 2.4X22MM", $372 ,,
2034821,"SCREW LOCKING, 2.4X24MM", $372 ,,
2034822,"SCREW LOCKING, 2.4X26MM", $372 ,,
2034823,"SCREW LOCKING, 2.4X28MM", $378 ,,
2034824,"SCREW LOCKING, 2.7X30MM", $387 ,,
2034825,"SCREW LOCKING, 2.7X50MM", $387 ,,
2034826,"SCREW LOCKING, 2.7X60MM", $387 ,,
2034827,"SCREW LOCKING VA, 2.7MM", $387 ,,
2034828,"SCREW LOCKING VA, 2.7X12MM", $387 ,,
2034829,"SCREW LOCKING VA, 2.7X14MM", $387 ,,
2034833,"SCREW LOCKING VA, 2.7X20MM", $- ,,
2034836,"SCREW LOCKING, 2.7X28MM", $335 ,,
2034838,"SCREW LOCKING, 2.7X34MM", $86 ,,
2034839,"SCREW LOCKING, 2.7X36MM", $387 ,,
2034841,"SCREW LOCKING, 2.7X40MM"," $4,420 ",,
2034843,"SCREW LOCKING, 2.7X44MM", $387 ,,
2034844,"SCREW LOCKING, 2.7X46MM", $372 ,,
2034847,"SCREW LOCKING, 2.7X56MM", $387 ,,
2034848,"SCREW LOCKING, 2.7X58MM", $372 ,,
2034850,"SCREW LOCKING, 1.5X16MM", $308 ,,
2034851,"SCREW LOCKING, 1.5X18MM", $353 ,,
2034852,"SCREW LOCKING, 1.5X12MM", $308 ,,
2034853,"SCREW CORTEX, 1.5X14MM", $153 ,,
2034854,"SCREW HEADLESS, 3X22MM", $941 ,,
2034855,"SCREW HEADLESS, 3X26MM", $954 ,,
2034856,"SCREW LOCKING, 5X28MM", $430 ,,
2034857,"SCREW LOCKING, 5X32MM", $505 ,,
2034858,"SCREW LOCKING, 5X42MM", $430 ,,
2034859,"SCREW LOCKING, 5X46MM", $430 ,,
2034860,"SCREW LOCKING, 5X48MM", $430 ,,
2034861,"SCREW LOCKING VA, 5X65MM", $123 ,,
2034864,PLATE PLATEAU MEDIAL," $2,336 ",,
2034865,PLATE TUBULAR 1/3 5 HOLE, $805 ,,
2034866,PLATE 6 HOLE PROX. HUMERUS," $2,700 ",,
2034867,PLATE DHS STD BARREL 2 HOLES," $1,965 ",,
2034868,"END CAP, 15MM"," $11,200 ",,
2034870,"SCREW, 4X24MM", $427 ,,
2034872,"SCREW, 4X28MM", $503 ,,
2034873,"SCREW, 4X32MM", $427 ,,
2034874,"SCREW, 4X44MM", $390 ,,
2034877,"SCREW LOCKING, 4X56MM", $334 ,,
2034879,"SCREW TI., 4X74MM"," $2,781 ",,
2034880,"SCREW TI, 5X38MM", $503 ,,
2034881,"SCREW, 5X32MM", $512 ,,
2034882,"SCREW TI, 5X36MM", $503 ,,
2034884,"SCREW TI, 5X40MM", $503 ,,
2034885,"SCREW TITANIUM, 5X58MM"," $1,875 ",,
2034887,"SCREW CORTEX, 2X14MM", $100 ,,
2034888,"SCREW CORTEX, 2.OMM", $100 ,,
2034889,"SCREW CORTEX, 2X20MM", $90 ,,
2034890,"SCREW LOCKING, 2X22MM", $788 ,,
2034891,"SCREW CORTEX, 2.0MM", $136 ,,
2034892,"SCREW CORTEX, 2X30MM", $90 ,,
2034894,"SCREW CORTEX, 2X38MM", $81 ,,
2034896,PLATE 10 HOLE ANTEROLATERAL," $2,493 ",,
2034897,PLATE TIBIA VA PROX. 4 HOLE," $5,114 ",,
2034898,PLATE TIBIAL PROXIMAL 4 HOLE, $490 ,,
2034899,PLATE PROXIMAL TIBIA 14 HOLE," $2,643 ",,
2034900,STEM RADIAL HEAD," $4,140 ",,
2034901,"HEAD RADIAL, 4X20MM", $746 ,,
2034902,"CUP MULTIHOLE, 56MM"," $6,475 ",,
2034903,PLATE TIBIA MEDIAL 8 HOLE," $3,556 ",,
2034904,PLATE RADIUS 2.4 VA DISTAL RIGHT HOLE 3 HOLE," $2,121 ",,
2034905,PLATE MEDIAL 2 HOLE," $2,725 ",,
2034906,PLATE MEDIAL LATERAL DISTAL," $3,130 ",,
2034907,"SCREW CANN., 7.3X150MM", $448 ,,
2034908,"SCREW CANNULATED, 7.3X170MM", $737 ,,
2034909,PLATE SPRING 2 HOLE, $865 ,,
2034910,PLATE SPRING 3 HOLE, $745 ,,
2034911,PLATE HUMERUS DISTAL 4 HOLE," $2,725 ",,
2034912,PLATE DISTAL HUMERUS," $3,191 ",,
2034913,PLATE DISTAL HUMERUS 6 HOLE," $2,843 ",,
2034914,3.5MM LCP EXTRA-ART DISTAL HUMERUS PL 10H/LT 230MM-STER," $3,574 ",,
2034915,PLATE HUMERUS 12 HOLE EXTRA," $3,863 ",,
2034916,PLATE OLECRANON 2 HOLE," $2,490 ",,
2034917,OLECRANON 2HOLE,   ,,
2034918,PLATE OLECRANON 6 HOLE," $1,268 ",,
2034919,2.7MM/3.5MM VA-LCP X-ART PROX ULNA PL 12H/RT/211MM-STER," $2,846 ",,
2034920,PLATE PROXIMAL ULNA 6 HOLE," $2,304 ",,
2034921,PLATE DISTAL RADIUS VA," $2,304 ",,
2034922,PLATE RADIUS DISTAL 6 HOLE," $5,556 ",,
2034923,"PLATE DISTAL RADIUS VA 7 HOLE, 2.4MM"," $2,306 ",,
2034924,PLATE DISTAL RADIUS VA-LCP," $3,347 ",,
2034925,2.7MM/3.5MM LCP POSTLAT DSTL FIB PL 6H/RT/116MM-STER," $1,946 ",,
2034926,PLATE TIBIA LCP 5 HOLE," $3,333 ",,
2034928,PLATE DISTAL MEDIAL VA," $3,494 ",,
2034929,PLATE DISTAL MEDIAL VA 4HOLE," $2,121 ",,
2034930,PLATE VA-LCP 10 HOLE," $1,141 ",,
2034931,PLATE ANTEROMEDIAL 16 HOLE," $1,430 ",,
2034932,PLATE TIBIA PROX. 4 HOLE," $3,378 ",,
2034934,PLATE TIBIA 4 HOLE," $3,601 ",,
2034935,PLATE TIBIA PROX. 6 HOLE," $3,378 ",,
2034937,PLATE TIBIA PROXIMAL 10HOLE," $3,663 ",,
2034938,"PLATE TIBIA PROX. MEDIAL, 3.5MM"," $3,374 ",,
2034939,PLATE CONDYLAR 16 HOLE," $3,887 ",,
2034941,PLATE TIBIA PROXIMAL 6 HOLE," $4,150 ",,
2034942,PLATE TIBIA PROXIMAL 8 HOLE," $3,622 ",,
2034943,3.5MM VA-LCP PROX TIBIA PLATE SM BND/14H/237MM/LT-STER," $4,870 ",,
2034947,PLATE ANTEROLATERAL 13 HOLE," $4,986 ",,
2034948,PLATE HUMERUS 6 HOLE PROX," $2,804 ",,
2034949,PLATE HUMERUS PROX. 10 HOLE," $2,759 ",,
2034950,PLATE T 2.0, $680 ,,
2034951,"SCREW DHS, 12.7", $170 ,,
2034953,PLATE DHS 135o 2 HOLE, $117 ,,
2034954,PLATE DHS 5 HOLE," $1,567 ",,
2034955,RIA TUBE ASSEMBLY MIN 520MM," $4,600 ",,
2034956,"NAIL HUMERAL, 9X240MM"," $3,258 ",,
2034957,"NAIL, 9X270MM"," $3,835 ",,
2034958,"NAIL FEMUR, 9X380MM"," $3,053 ",,
2034959,9MM TI CANN TIB NAIL-EX W/PROX BND 330MM STRILE," $3,296 ",,
2034961,"NAIL TIBIA, 10X315MM"," $2,561 ",,
2034963,"NAIL TIBIA, 11X315MM"," $2,781 ",,
2034965,"NAIL, 12X345MM"," $4,123 ",,
2034966,"NAIL TIBIA, 12X390MM"," $2,781 ",,
2034967,"BLADE HELICLE, 80MM"," $1,813 ",,
2034968,"BLADE HELICAL, 90MM"," $1,813 ",,
2034969,"NAIL FIXATION, 10X130MM"," $4,608 ",,
2034970,"NAIL TI TROCH FIXATION,11X170MM"," $3,200 ",,
2034971,"NAIL TROCH FIXATION, 12X360MM",   ,,
2034972,"WIRES, 2.8MM", $128 ,,
2034973,SCREW SCHANZ SPADE POINT, $69 ,,
2034974,"DRILL BIT, 2.5MM", $333 ,,
2034975,"DRILL, 2.0MM", $225 ,,
2034976,"DRILL, 1.8MM", $233 ,,
2034977,"DRILL BIT, 2.0MM", $209 ,,
2034979,"DRILL BIT, 2.7MM", $213 ,,
2034980,"BIT DRILL, 3.5", $222 ,,
2034981,"DRILL BIT, 5MM", $- ,,
2034982,"DRILL BIT, 4.0", $542 ,,
2034985,SCREW COUPLING DHS," $1,042 ",,
2034986,"PIN, SHANZ, 5.0MM", $281 ,,
2034987,"DRILL BIT, 2.8MM", $202 ,,
2034989,"DRILL BIT, 4.0MM", $347 ,,
2034990,"DRILL BIT, 1.8MM", $413 ,,
2034992,"BIT DRILL, 1.8", $438 ,,
2034993,"DRILL BIT CANNULATED, 4.5MM", $194 ,,
2034994,BIT DRILL 2.0, $430 ,,
2034995,WIRE 2.5 LONG, $201 ,,
2034996,"DRILL, 4.0MM", $395 ,,
2034997,"GUIDEWIRE, 3.2", $442 ,,
2034999,"WIRE, 2.5MM", $137 ,,
2035000,"GUIDEWIRE THREADED,2.5X230MM", $73 ,,
2035001,"DRILL LONG, 4.2MM", $725 ,,
2035002,"DRILL SHORT, 4.2MM", $495 ,,
2035003,PLATE CURVED BEND TURN, $780 ,,
2035004,DRILL BIT 2.5, $357 ,,
2035005,DRILL BIT, $493 ,,
2035006,"WIRE, 2.5X300MM", $195 ,,
2035007,"DRILL CANNULATED, 3.2MM", $375 ,,
2035008,SLEEVE OUTER PROTECTION, $286 ,,
2035011,GUIDEWIRE BALL TIP, $351 ,,
2035012,Defibrillator Gem III Dr," $54,012 ",,
2035013,"REAMER HEAD, 13MM", $924 ,,
2035014,"REAMER HEAD, 14MM", $698 ,,
2035015,ROPE TIGHT ACL," $1,005 ",,
2035016,STICK FIBER, $165 ,,
2035017,"SCREW INTERFERENCE, 11X28MM", $840 ,,
2035018,"SCREW COMPOSITE, 10X28MM", $805 ,,
2035020,Defibrillator Marquis Vr," $57,615 ",,
2035021,"POST BICONTROL, 4.5X42.5MM", $358 ,,
2035022,"POST BICONTROL, 6.5X50MM", $376 ,,
2035023,KIT ACL SPEEDBRIDGE," $4,972 ",,
2035026,"SCREW, 7X23MM", $840 ,,
2035027,"SCREW POST, 45MM", $788 ,,
2035028,WASHER SPIKED, $358 ,,
2035029,"SCREW LOCKING, 2X3MM", $320 ,,
2035030,"SCREW LOCKING, 3X24MM", $305 ,,
2035031,"SCREW LOCKING, 3X18MM", $305 ,,
2035032,"SCREW LOCKING, 3X16MM", $305 ,,
2035033,"ANKLE CORDESEN, 5X15MM", $770 ,,
2035034,BUTTON BICEP PROXIMAL," $2,413 ",,
2035035,SCOPIAN MULTI FIRE, $608 ,,
2035036,"SCREW CANNULATED, 4X30MM", $538 ,,
2035037,"SCREW CANNULATED, 4X26MM", $538 ,,
2035038,4 WASHER, $75 ,,
2035039,"K-WIRE, 0.002M", $38 ,,
2035040,"THREAD LONG, 6.7X65MM", $788 ,,
2035041,"THREAD LONG, 6.7X80MM", $788 ,,
2035042,"THREAD SHORT, 6.7X75MM", $788 ,,
2035043,"THREAD SHORT, 6.7X65MM", $788 ,,
2035044,"DRILL CANNULATED, 2MM", $375 ,,
2035045,"DRILL CANNULATED, 4MM", $375 ,,
2035046,PIERCH S.S, $608 ,,
2035047,SUTURE TISSUE 90o, $500 ,,
2035048,BLADE KIT PFJ, $533 ,,
2035049,"PATTELLA IMPLANT, 3X10"," $2,500 ",,
2035050,"REAMER, 7MM", $538 ,,
2035051,"REAMER, 7.5MM", $538 ,,
2035052,"REAMER, 8.5MM", $538 ,,
2035053,TIGHTROPE PCL, $263 ,,
2035054,"FLIP CUTTER, 11MM"," $1,163 ",,
2035056,"REAMER CORNING, 11MM", $924 ,,
2035057,ABS BUTTON, $513 ,,
2035058,"CAP TWIST-IN CANNULA, 7 X 7CM", $90 ,,
2035059,"SWIVEL LOCK, 7X19.5MM"," $1,448 ",,
2035061,"PUSHLOCK, 2.9MM"," $1,358 ",,
2035068,"SCREW COMPOSITE, 9X28MM", $- ,,
2035070,"SCREW CORD, 5.0MM"," $1,163 ",,
2035071,"SCREW SWIVE LOCK, 5.5MM"," $1,020 ",,
2035074,PIN TIGHTROPE, $366 ,,
2035076,SURTRAK KIT, $698 ,,
2035077,LASSO RIGHT, $500 ,,
2035078,"PUSHLOCK KIT, 2.9MM"," $3,496 ",,
2035080,"SURTRAK, 3.0MM"," $1,145 ",,
2035081,"SCREW CORTICAL, 3.5X12MM", $125 ,,
2035082,"SCREW LOCKING, 3.5X12MM", $353 ,,
2035083,"SCREW CANCELLOUS, 4X50MM", $50 ,,
2035085,"SCREW COMPOSITE, 9X23MM", $840 ,,
2035087,"WASHER SPILED, 5X18MM", $358 ,,
2035088,"SCREW CANNULATED, 4X28MM", $538 ,,
2035089,PLATE LONG LAPIDUS," $5,424 ",,
2035090,"DRILL, 2.6MM", $375 ,,
2035091,"REAMER, 9.5MM", $420 ,,
2035092,"REAMER, 10MM", $733 ,,
2035093,PLATE FUSION, $813 ,,
2035094,"QUICKSET, CALCIUM PHOSPHATE"," $1,139 ",,
2035096,"SCREW CANNULATED, 4X40MM", $538 ,,
2035097,"SCREW CANCELLOUS, 4X44MM", $43 ,,
2035098,"SCREW CANNULATED, 4X24MM", $538 ,,
2035099,"SCREW CANNULATED, 4X34MM", $538 ,,
2035100,"SCREW CANNULATED, 4X38MM", $538 ,,
2035101,"SCREW CANNULATED, 4X42MM", $390 ,,
2035103,CANNULATED C/S 4MM, $375 ,,
2035104,"SCREW CANNULATED, 4X44MM", $538 ,,
2035105,"SCREW, 4X36MM", $427 ,,
2035106,"SCREW CANNULATED, 4.5X60MM", $538 ,,
2035107,BONE DOG," $1,250 ",,
2035108,KIT DISTAL BICEPS," $2,430 ",,
2035109,"REAMER, 8MM", $488 ,,
2035110,"SCREW, TITANIUM, 3 MM X 20 MM"," $4,390 ",,
2035111,"SCREW, TITANIUM, 3 MM X 16 MM", $375 ,,
2035112,"SCREW BIO-TENDESIS, 6.25X15MM", $275 ,,
2035113,"SCREW, 3X18MM", $465 ,,
2035115,PLATE STRAIGHT LOCKING, $460 ,,
2035116,"SCREW LOCKING, 3X10MM", $305 ,,
2035118,"SCREW TENODESIS, 7X10MM", $390 ,,
2035120,"REAMER, 7.0MM", $538 ,,
2035121,"SCREW PEEK, 6.25X15MM", $81 ,,
2035122,"SCREW, 3X14MM", $375 ,,
2035123,"SCREW CANNULATED, 4X32MM", $538 ,,
2035124,"SCREW CANNULATED, 4X46MM", $538 ,,
2035125,TAPE TIGER, $113 ,,
2035126,"DRILL, 2MM", $472 ,,
2035127,PLATE DISTAL 5 HOLE," $1,965 ",,
2035128,PLATE TUBULAR 3RD 4 HOLE, $490 ,,
2035129,"SCREW CANNULATED, 4X48MM", $390 ,,
2035130,"PIN SHANTZ, 5MM", $367 ,,
2035131,PLATE MEDIUM CALC," $5,565 ",,
2035132,"SCREW, 3.5X30MM", $157 ,,
2035133,PICK CHONDRAL," $1,875 ",,
2035135,OSTEOMY DISTRACTOR," $1,488 ",,
2035136,PLATE MCO, $165 ,,
2035139,"SCREW CANNULATED, 3X22MM", $465 ,,
2035141,PICK CHONDRAL 40o, $204 ,,
2035142,"GRAFTBOLT, 9MM"," $2,488 ",,
2035145,"DRILL CANNULATED, 3.0MM", $250 ,,
2035146,PLATE L, $710 ,,
2035147,"SCREW CANNULATED, 4.5X55MM", $538 ,,
2035148,"SCREW CORTICAL, 3.5X16MM", $69 ,,
2035149,"SCREW QUICKFIX, 2MM", $788 ,,
2035150,"SCREW, 3X24MM", $450 ,,
2035151,STICK TIGER, $165 ,,
2035152,Cath Pd Kit, $589 ,,
2035155,DRILL SLEEVE STEPPED, $385 ,,
2035156,"SCREW, 4.5X38MM", $213 ,,
2035158,PLATE DISTAL CLAVICLE," $1,250 ",,
2035159,KIT OATS, $680 ,,
2035160,PLATE CLAVICLE DISTAL SHORT," $4,504 ",,
