Charge Item,CHARGE,Price
729921,L Hook W/Cord,220
729922,Laceration Tray,39.5
729923,Lacrimal Intubation Set,330
729924,Lactated Ringer Irrg 3000,81
729925,Lamb Wool,58
729926,Lap Chole Pack,668.5
729927,Lap Disc Long Sleeve,1987.5
729928,Lap Sponges 18X18 Strl,18
729929,Laparoscopic 20 Shot Tacker,1117
729930,Laparscopic Procedure,818.5
729931,Lapra-Ty Saturo Clip,212
729932,Laproscope Electro Cvd30A,423
729933,Latis Graft Cleaning Cath. 6 Fr,576
729934,Lavh Kit,2992
729935,L-Buttress Plate,537
729936,Leg Bag-Urinary,25.5
729937,Lens Intraocular Pcon 13.Om 6.0 Opt,623.5
729938,Spandage 8,13.5
729939,Lens Intraocular Tecnis 13.0Mm 60Pt,623.5
729940,Leur Lock Caps,13.5
729941,L-Hook Electrode,201
729942,Ligating Clip Large,211
729943,Ligator 10 Shooter Multiband,902.5
729944,Ligator Band Multi Fire,947.5
729945,Ligator Kit (10 Bands),721
729946,Ligator Kit (5 Band),562.5
729947,Linear Cut Plc75/Gia80,722
729948,Linear Staple Reload 90 Heavy,721
729949,Liposuction Procedure,467.5
729950,Liver Biopsy Tray,34.5
729951,"Lma Sz 3, 4 & 5",57.5
729952,Locking Device Rx.,107
729953,Locking Screw,394
729954,Locking Screw 5.0,446.5
729955,Loop Electrode Lletz,101
729956,Lotion,7.5
729957,LTA Kit,85
729958,Luer Adapter,11.5
729959,Lumbar Puncture Adult,120.5
729960,Lumbar Puncture Child,99
729961,Lumbar Sacral Orthosis,687.5
729963,M/G Femoral Compt,4149
729964,M/G Tibial Art Surf,1679
729965,M/G.3Tibial Base Plt,1993
729966,Malecot Tube,41.5
729967,Manometer Tray,22.5
729968,Mardis Uret Stent St,721
729969,Marking Pen-Skin Str,22.5
729970,Mask Adult Lf,45.5
729971,Mask Anesth Adult Lrg,24
729972,Mask Anesth Adult Med,25.5
729973,Mask Anesth Adult Sml,25.5
729974,Mask Anesth Infant,25.5
729975,Mask Infant Resuscitator,44
729976,Mask Inflatable Size 4,31.5
729977,Mask Lma Classic,1011.5
729978,Mask Neonate Resuscitator,44
729979,Mask Oxygen Adult,37
729980,Mask Oxygen Ped,37
729981,Mask Pediatric Lf,44
729982,Mask Resuscitation Seal Ez,81.5
729983,Maternity Kit,58.5
729984,Max Mandibular Splnt,316.5
729985,Medical Line For Dialysis,27.5
729986,Medical Tray,34.5
729987,Medisys Therapy Bed Rental,423
729988,Medtronic Perc Intro,126
729989,Meniscal Applier,473.5
729990,Meniscus 5.0Mmcutter Angled,1454.5
729991,Mesh 10 In X 13 In Elliptical,5379.5
729992,Mesh 10 In X 14 In Rectangle,5661
729993,Mesh 3 1/4 X 4 3/4 Non-Abs,1939.5
729994,Mesh 3D Max Lg Rt,631.5
729995,Mesh 3D Medium Left,758.5
729996,Mesh 3D Medium Right,758
729997,Mesh 4 1/4 X 5 1/2 Non-Abs,2864
729998,Mesh 6 X 8 Ellipical,2574.5
729999,Mesh 7 X 9 1/2 Rectangle 2Mm Thick,5918.5
730000,Mesh 7 X 9 Elliptical,3411
730001,Mesh 8 In X 10 In Composite Ex,4254.5
730002,Mesh 8 In X 10 In Kugel Composite,5826
730003,Mesh Collamend 4 X 6,6860
730004,Mesh Collamend 6 X 8,11515
730005,Mesh Composix Kugel 4.5 Circle,2203.5
730006,Mesh Composix Kugel 6.3 X 10,5946.5
730007,Mesh Composix Kugel Xl Oval,7280
730008,Mesh Composix Sm Oval,1939.5
730009,Mesh Dexon Implant,1076
730010,Mesh Dual 15 X 19 X 1,3195.5
730011,Mesh Dual 18 X 24 X 1,4825
730012,Mesh Dual 1Mm-10Cm X 15Cm,1618.5
730013,Mesh Marlex 1267,538
730014,Mesh Marlex 3 X 6,251.5
730015,Mesh Marlex 6 X 6,330.5
730016,Mesh Oval 5.4 In X 7.0 In,3630.5
730017,Mesh Perfix Plug Lg,626.5
730018,Mesh Prolene Large,859.5
730019,Mesh Prolene Small,209.5
730020,Microscope Cover Storz,152.5
730021,Mid Stream Kit,17.5
730022,Minimagna Fx Cann Dril2.7,836
730023,Minimagna Fx Washer,91.5
730024,Minor Dressing Tray,47
730026,Mitt Finger Control,243
730027,Mont.Pres Tb Spacelb,215
730028,Montgomery Straps,11.5
730029,Moore Prosth Femoral Stem,1252.5
730030,Moore Prosth. Femoral Head,737.5
730031,Moore Prosth.Head Adaptor,430
730032,Mouthwash,6.5
730033,Multiboot Semi-Rigid Med/Lrg,339
730034,Multilumen CVP Cath,423
730035,Multipolar Bipolar Cup Zimmer,2523.5
730036,Nasal Balloon Cath,164
730037,Nasal Pack W/Airway,61
730038,Nasal Packing & Sinus Stent,374.5
730039,Nasal Packing Merocel,61
730040,Nasal Splint,28.5
730041,Nasal Tampon (S.M.L.,61
730042,Naso Airway Non-Strl 30Fr,103.5
730043,Naso Airway Non-Strl 34Fr,103.5
730044,Naso Airway Strl 20Fr,103.5
730045,Naso Airway Strl 22Fr,103.5
730046,Naso Airway Strl 24Fr,103.5
730047,Naso Airway Strl 26Fr,103.5
730048,Naso Airway Strl 28Fr,103.5
730049,Naso Airway Strl 32Fr,103.5
730050,Naso Tampon S/M/L,61
730051,Nasoairway-Robertazi,103.5
730052,Nasogastr Tb Anderson 16Fr,55.5
730053,Nasogastr Tb Anderson 18Fr,63
730054,Nasogastric Holder Tb,15
730055,Ndl/Syr 17Gx100Mm Soft Tissue,143
730056,Needle Aspiration,347.5
730057,Needle Biopsy Disp.,1139
730058,Needle Counter Disp.,32.5
730059,Needle Epidural Tuohy 18 X 6,94
730060,Needle Retrobulbar Atkinson 25Gx1 1/2,25.5
730061,Needle Set Fistula Twin Set,13.5
730062,Needle Stamey,537.5
730063,"Needle, Arterial Entry",47
730064,Nerve Locator,275
730065,No Sting Barrier Film,76.5
730066,Nonvented Micro,44
730067,Nonvented Secondary,44
730068,Nugauge 1 Inch Plain,47
730069,Nugauze 1 Inch Iodoform,51
730070,Nugauze 1/2 Inch Iodoform,49
730071,Nugauze 1/2 Inch Plain,42
730072,Nugauze 1/4 Inch Iodoform,39.5
730073,Nugauze 1/4 Inch Plain,42
730074,Nugauze 2 Inch Iodoform,63
730075,Nugauze 2 Inch Plain,54.5
730076,Nursery Newborn Kit,37
730077,Ob Instrument Tray,71.5
730078,Oil Retention Enema,17.5
730079,Op Site Dressing 11X11 3/4,77
730080,Op Site Dressing 2X3,7.5
730081,Op Site Dressing Sm,20.5
730082,Op Site/Duoderm 6X8,77.5
730083,Optiray Contrast 50Ml,170
730084,Or Linen Extremity Sheet,107
730085,"Or Linen, Cysto Pack",81.5
730086,Or Linen-Basic Pack,63
730087,Or Linen-Cassette Cv,17.5
730088,Or Linen-Drape Sheet,17.5
730089,Or Linen-Extremity,277
730090,Or Linen-Gown Double,63
730091,Or Linen-Gown Single,39
730092,Or Linen-Gown Triple,87.5
730093,Or Linen-Image Inten,79.5
730094,Or Linen-Lap Pack,88
730095,Or Linen-Lap Sheet,64.5
730096,Or Linen-Laparoscopy,86
730097,Or Linen-Leggings,55
730098,Or Linen-Limb Sheet,107
730099,Or Linen-Mayo Cover,28.5
730100,Or Linen-Orthopedic,297
730101,Or Linen-Split Sheet,55
730102,Or Linen-Table Cover,22.5
730103,Ortho Blast LI 10Cc,3423
730104,Ostomy Bag,39.5
730105,Ostomy Loop Bridge,20
730106,Ostomy Loop Bridge 3.5,30.5
730107,Oxisensor D-20 Ped,148
730108,Oxisensor D-25 Adult,140.5
730109,Oxisensor Maxi Infant,139.5
730110,Oxisensor Maxp Pediatric,108
730111,Oxisensor N-25,191.5
730112,Oxygen Delivery Module,88
730113,Oxygen Mask,37
730114,Pacemaker Alligator Clip,160.5
730116,Pacemaker Introducer,271.5
730118,Pacemaker Single Chamber,12247.5
730119,Pacemaker Ventricular Lead,1898.5
730120,Pack Opthalmic Tiburonprep Tray,196
730121,Pack Shoulder Fluid Control,223
730122,Pads Ob Peach,6.5
730123,Pain Buster Kit (On-Q),5232.5
730124,Pampers-Daytime,6.5
730125,Pampers-Newborn,5.5
730126,Pampers-Toddler,7
730127,Panty Mesh,15.5
730129,Papilltome Precut Huibre,721
730130,Papulotomy Knife,1507.5
730131,Paracentesis Needle,156.5
730132,Paracentesis Tray,242.5
730133,Parham Bands,352
730134,"Paste, Karaya 4.5 Tube",86
730135,Patch M-Hernia,780
730136,Patellar Dome,912
730137,Patties Surgical,11.5
730138,PCA Infusion Set,44
730139,Pe Tube H/C Flex,91
730140,Peak Flow Meters,121
730141,Ped Stethescope Isolation,63
730142,Pediatric Extension Set,23.5
730143,Pediatric Urine Coll,15
730144,Peg Kit Fastrac,804
730145,Peg Ponsky Pull Tray,817.5
730146,Pelvic Traction Belt,126
730147,Pelvic Tray,22.5
730148,Pen Standard Marking,168
730149,Penile Prosthesis,19701
730150,Penrose Drain .5X12,7.5
730151,Penrose Drain 0.25X12,7.5
730152,Penrose Drain 1X18,7.5
730153,Penrose Drains,7.5
730154,Perc Cath Intor 5 Fr,139.5
730155,Perc Cath Intro 6Fr,99.5
730156,Perc Cath Intro 8.5,296.5
730157,Perc Cholangiography Set,433.5
730158,Perc Sheath Intro Kit 6Fr,203.5
730159,Percuflex Soft Steal 6X26,233.5
730160,Percutaneous Thrombolytic Device 5Fr,2105
730161,Peri Bottle,7.5
730162,Peri Pads,14.5
730163,Peri Strips 5 Firing Stap,2486
730164,Peri Wash-Sween,20.5
730165,Peritoneal Lavage Kt,243
730166,Pessary Kit Silicone,278.5
730167,Phantom 5 8Cm,641.5
730168,Philadelphia Collar,168
730169,Pillow Hip Abduction Flat Small,198.5
730170,Pillow-Disposable,17.5
730171,Pillow-Tape,53.5
730172,Pin Assembly,334.5
730173,Pin Distractor,278.5
731689,Pin Threaded,58
731690,"Pin, 3Mm Spade Tip Passing",391
731691,Pinnacle Intro. Sheath 6Fr,191.5
731692,Pinnacle Intro. Sheath 7Fr,191.5
731693,Pla Rapidloc Panacryl 12 Degree,636
731694,Pla Rapidloc Panacryl 27 Degree,636
731695,Pla Rapidloc Panacryl Straight,636
731696,Plastiball 1.7,33.5
731697,Plastibell 1.5,33.5
731698,Plate Rings Luque,454
731699,"Plate,Forear Scp 7H",259
731700,"Plate,Luque 13-15Cm",2416
731701,"Plate,Luque 6-9Cm",1745.5
731702,Plate.Luque 10-12Cm,2046.5
731703,Plate.Luque 3-5Cm,1350
731704,Plate-1/3 Tubular,192
731705,Plate-Epiphysi-Mini,181
731706,Plate-Epiphysis-Sm,173
731707,Plate-Narrow 2-9Hole,371
731708,Plate-Semi-Tubular,179.5
731709,Plate-Small Fragment,122.5
731710,Plds-15W    (Titanium),518
731711,Plte.Brd Scp9-14Hole,670.5
731712,Plte.Narow Scp2-5Hle,333.5
731713,Plte.Narow Scp6-8Hle,380.5
731714,Plte.Narw.Scp10-12Hl,490
731715,Plug Anal Fistula,2777.5
731716,Pneumo Peritoneum Ndl,193.5
731717,Pneumothorax Kit,423
731718,Polyp Retriever Roth Net,445
731719,Polypectomy Snares Lg,176.5
731720,Polypectomy Snares Sml,176.5
731721,Ponsky Pull Deluxe Peg Kit 20Fr,720
731722,Ponsky Pull Peg Kit,720
731723,Ponsky Pull Peg Safety 28Fr,545.5
731724,Ponsky Pull Safety Kit,595.5
731725,Poole Suction,25.5
731726,Port Implant Infusion 6Fr,1193
731727,Port Implant Infusion 8Fr,1075
731728,Port Implantable Infusion 6Fr,1193
731729,Port-A-Cath 19 X 1 1/2,39.5
731730,Port-A-Cath 22 X 1 1/2,32.5
731731,Port-A-Cath 22G X 3/4 In,55.5
731732,Port-A-Cath 90 22 X 2,55
731733,Post Op Shoe,69
731734,"Powder, Body Powder",9
731735,"Powder, Karaya 2.5",87
731736,Precut Needle Knife,1786
731737,Precut Pappillotome,721
731738,Prem Ceea31 Bowel Stap,1365
731739,Prem Poly Cs57-.140,871
731740,Prem Poly Cs57-.170,871
731741,Prem Surgiclip M 11.5 Inche,444.5
731742,Premium Ceea 25 Stapler,1289
731743,Prep Razor,20
731744,Pressure Peep Valve,121
731745,Pressure Splint Long Arm,179.5
731746,Pressure Splint Lrg Leg,200.5
731747,Pressure Splint Short Arm,172
731748,Pressure Splint Sm Leg,179.5
731749,Pressure Trans St 36,49.5
731750,Pressure Trans St 84,52.5
731751,Prim Venoset,44
731752,Prim Venoset Micro,44
731753,Probe 32Cm W Spike,572
731754,Probe Abc Gi 2.3Mmx270Cm&2.3Mmx220Cm,742.5
731755,Probe Bipolar 7Fr,758.5
731756,Probe Disp Cutting Probe,408
731757,Probe Nasopharangeal 9Fr,27.5
731758,Probe Pulse Ox Neonatal,181
731759,Probe Pulse Ox Pediatric,140.5
731760,Probe Vitrectomy Irr,501.5
731761,Pro-Plus IV Cath 14X1 1/4,23.5
731762,Pro-Plus IV Cath 16X1 1/4,23.5
731763,Pro-Plus IV Cath 18X1 1/4,23.5
731764,Pro-Plus IV Cath 20 X 1 1/4,23.5
731765,Pro-Plus IV Cath 22 X 1,23.5
731766,Pro-Plus IV Cath 24 X 5/8,23.5
731767,Prosthesis Stump Shrinker,836
731768,Protective Cap For K Wire,10.5
731769,Protective Rail Pads,13.5
731770,Proximal Tip,1193
731771,Proximate 15W,154.5
731772,Proximate 60Mm Gun,689
731773,Proximate Ils29/Eea28,1156.5
731774,Proximate Reloading Unit,589
731775,Proximate Stapler 35W Reg,947.5
731776,Proximate Stapler 35Wplus,107
731777,Proximate Stplr Curv 33Mm,1271.5
731778,Pudendal Lb Anesth Tray,86
731779,Pulsavac Spray,248.5
731780,Pulsavac Tip,75.5
731781,Pulse Ox Probes Nellcor,186.5
731782,Purstring 45 Disp.,370.5
731783,Purstring 65 Disp.,370.5
731784,Pyloric Tts 8Mm 24Fr,947.5
731785,Quad Cane,213.5
731786,Quantum Bag,66
731787,Quarter Tubular Plates,216
731788,Rap Pac,884
731789,Razor Facial,6.5
731790,Rectal Tube 28 Fr,63
731791,Reducer Caps Izeal,79.5
731792,Reload Cartridge ETS45 2.5mm,689
731793,Reload Cartridge ETS45 3.5mm,689
731794,Reload Cartridge ETS45 4.1mm,689
731795,Reload Stapler Heavy 90,721
731796,Reloadable Linear Staple 90 Regular,721
731797,Reloads 60 For Echelon Stapler,537.5
731798,"Rental, Overlay Pro 2000 Request",176.5
731799,"Rental, Pneu Care Dynamic Request",656.5
731800,"Rental, Pneu Care Plus Request",242.5
731801,"Rental, Pneu Scale Request",148
731802,Reservoir Ommaya Csf,991.5
731803,Reservoir Wound Bulb,91.5
731804,"Restrictors,Buck Cement 18.5",354.5
731805,Resuscitator Bags Infant,60.5
731806,Retention Buttons,22.5
731807,Rl Plus Stapler (Tp 60),612
731808,Robinson Catheter,29
731809,Robinson Catheter 10Fr,30.5
731810,Robinson Catheter 12Fr,30.5
731811,Robinson Catheter 14Fr,30.5
731812,Robinson Catheter 16Fr,30.5
731813,Robinson Catheter 18Fr,30.5
731814,Robinson Catheter 8Fr,30.5
731815,Rotator Cuff Quick Anchor,958.5
731816,Roticulator 55.200,782
731817,Roticulator 55-3.5,809.5
731818,Roticulator Endo Grasp,573
731819,Roticulator55 Poly.170,825.5
731820,Rush Pin 801 Series,216
731821,Rush Pin 802 Series,172.5
731822,Rush Pin 803 Series,131
731823,Rush Pin 804 Series,111.5
731824,Rush Pin 806 Series,94.5
731825,Sacro Lumbar Support,722
731826,Salem Sump 10Fr,22.5
731827,Salem Sump 12 Fr,22.5
731828,Subclavian Cath-Cent,127
731829,Salem Sump 14Fr,22.5
731830,Salem Sump 16Fr,22.5
731831,Salem Sump 18Fr,22.5
731832,Sanitary Belt,14.5
731834,Sanitary Belt/Pad-Or,11.5
731835,Saphyre Ii 90 Degree With Suction,725.5
731836,Saw Blade,322
731837,Scarlet Red Gauze,27.5
731838,Scissors Coag. Grip Sheers,1327
731839,Sclerotherapy Needle,267
731840,Scope Warmer Seals,42
731841,Scopetote 24In W X 24 In H,12.5
731842,Screw Cancelous 4.0Mm,81.5
731843,Screw Cancelous 6.5Mm,137.5
731844,Screw Cannulated 6.5,563.5
731845,Screw Canulate Luque,613.5
731846,Screw Cort.Ect 2.Omm,61.5
731847,Screw Cortical 3.5 14Mm,63
731848,Screw Cortical 3.5 16Mm,63
731849,Screw Cortical 3.5 18Mm,63
731850,Screw Cortical Ect,40.5
731851,Screw Cortical4.5Dia,58.5
731852,Screw Fully Trd 4.0 12Mm,583
731853,Screw Fully Trd 4.0 16Mm,583
731854,Screw Fully Trd 4.0 20Mm,583
731855,Screw Fully Trd 4.0 24Mml,583
731856,Screw Fully Trd 4.0 28Mml,583
731857,Screw Fully Trd 4.0 32 Mml,583
731858,Screw Fully Trd 4.0 36Mml,583
731859,Screw Fully Trd 4.0 40Mml,583
731860,Screw Fully Trd 4.0 44Mml,583
731861,Screw Fully Trd 4.0 48Mml,583
731862,Screw Fully Trd 4.0 55Mml,583
731863,Screw Fully Trd 4.0 65Mml,583
731864,Screw Partial Trd 4 24Mm,583
731865,Screw Partial Trd 4 26Mm,583
731866,Screw Partial Trd 4 28Mm,583
731867,Screw Partial Trd 4 30Mm,583
731868,Screw Partial Trd 4 32Mm,583
731869,Screw Partial Trd 4 34Mm,583
731870,Screw Partial Trd 4 36Mml,583
731871,Screw Partial Trd 4 38Mml,583
731872,Screw Partial Trd 4 40Mml,583
731873,Screw Partial Trd 4 42 Mml,583
731874,Screw Partial Trd 4 44Mml,583
731875,Screw Partial Trd 4 46Mml,583
731876,Screw Partial Trd 4 48Mml,583
731877,Screw Partial Trd 4 50Mml,583
731878,Screw Partial Trd 4 55Mml,583
731879,Screw Partial Trd 4 65Mml,583
731880,Screw Partial Trd 4 70Mml,583
731881,Screw Partial Trd 4 60Mm,583
731882,Screw Retractor Kit R/S,339.5
731883,Screw Schanz 4.5Mm,281.5
731884,Screw Solid Luque,655.5
731885,"Screw, Canulated Mag-Fx",620.5
731886,"Screw, Herbert 50Mm 4.5Mm",712.5
731887,Screw-Coraco-Clavic,176
731888,Screw-Cortcal 2.7/3.5,76.5
731889,Screwlag 80Mm,836
731890,Screw-Malleolar,380.5
731891,Screw-Nut/Washer,82.5
731892,"Screws, Cannuflex Slk Scrw",582.5
731893,Scrotal Support Medium,66
731894,Scrub Pants,17.5
731895,Scrub Top,15.5
731896,Segura Basket,449
731897,Sensor Sp02 Neonatal,205
731898,Sequen Stocking Knee High,308
731899,Sequential Device Ext Tb,51
731900,Sequential Stocking Lg,430
731901,Sequential Stocking Md,418
731902,Sequential Stocking Sm,379.5
731903,Service Kit For Pacemaker,381.5
731904,Set Ultraset Straight,53.5
731905,"Shampoo, No Rinse",8.5
731906,Electric Clipper Tray,13.5
731907,"Shaver, Sinus (Rental)",1290
731908,Shaving Cream,19
731909,Sheepskin 30X24,64.5
731910,Sheepskin 30X40,77.5
731911,Sheepskin 30X60,122.5
731912,"Shield,Lrg Disc Splash",90.5
731913,Shlder Arthspy Cannula,111.5
731914,Shoulder Abduct Position,422.5
731915,Shunt Ascites Custom,2945
731916,Sigmoid Suction Disposible,34.5
731917,Sigmoidoscope Disp 19Mm X 25,33.5
731918,Silastic Sheeting 4 X 4,780
731919,Silicon Sheet .010,347.5
731920,Silicon Sheet .020,347.5
731921,Silvasorb Hydrogel 1.5 Oz Tb,142
731922,Simpulse Suct Irrgtr,200.5
731923,Sitz Bath,26.5
731924,Skin Trac Traction Adult,55
731925,Skin Traction Child,44
731926,Sleeve Staple Gun,687.5
731927,Sleeve Surgical,22.5
731928,"Sleeve, Surgi-Grip 5-12Mm",51
731929,Sling Shoulder Hemi,301.5
731930,Slippers Disp Large,11.5
731931,Slippers Disp Small,11.5
731932,Snare Jumbo Oval Wire Cutter,288
731933,Snare Micro Rotatable Excisor,314
731934,Snare Mini-Micro Wire Cutter,193.5
731935,Snare Oval Jumbo,94
731936,Snare Oval Mini,94
731937,Snare Oval Standard,94
731938,Snare Rotable Micro Oval 13Mm,268.5
731939,Snare Standard Oval 27Mm,261.5
731940,Soft Tissue Attach Device,617
731941,Spacemaker Balloon Dissector,1559
731942,Spacemaker Peritoneal Balloon,818.5
731943,Spacemaker Struct. Balloon Trocar,818.5
731944,Spandage,13.5
731945,Spandage 2,13.5
731946,Spandage 5,13.5
731947,Spandage 6,13.5
735689,ROOM/BED: OB Private,1338
735690,ROOM/BED: Acute Private,1545
735691,ROOM/BED: Telemetry Private,2358.5
735692,ROOM/BED: Intensive Care - Private,2892
735693,ROOM/BED: Definitive Observation Private,2448
735694,ROOM/BED: Surgical Private,1545
735695,ROOM/BED: Acute Semi-Private,1216
735696,ROOM/BED: OB Semi-Private,1289
735697,ROOM/BED: Telemetry Semi-Private,2188.5
735698,ROOM/BED: Definitive Observation Semi-Private,2356
735699,ROOM/BED: Surgical Semi-Private Unit,1216
735700,ROOM/BED: Acute Ward,1053
735701,ROOM/BED: OB Ward,1289
735702,ROOM/BED: Telemetry Ward,2188.5
735703,ROOM/BED: Nursery,703
735704,ROOM/BED: Nursery - Border Baby,1338
735705,ROOM/BED: Nursery - High Risk Baby,1459
735706,ROOM/BED: Subacute with Vent,984.5
735707,ROOM/BED: Subacute without Vent,909.5
735709,ROOM/BED: SNF Semi-Private,484.5
741709,Acute Dialysis Treatment,873.5
741710,Acute Dialysis After Hours Treatment,1065
741711,ICU Dialysis Treatment,1442
741712,ICU Dialysis After Hours Treatment,1634.5
741714,Additional Administration Vaccine/Immunization Injection,43
741715,Administration Hepatitis B Vaccine,43
741716,Administration IM Injection,44
741717,Administration IV Injection,87
741718,Administration Vaccine/Immunization Injection,43
741719,IV Infusion Therapy Addl 30 Minutes-ED,115.5
741720,IV Infusion Therapy Up To 1 hour-ED,227
741721,Moderate Sedation <5 Yrs Old 30 Minutes,160
741722,Moderate Sedation >5 Yrs Old 30 Minutes,133.5
741723,Moderate Sedation Additional 15 minutes,54
741724,Observation/Extensive-Hourly,343.5
741725,Observation/Limited-Intermediate Hourly,274.5
741726,Provocative Test Glaucoma,102.5
741727,SQ/IM Injection Of Meds,43
741729,Visual Acuity-ED,51.5
743742,Consult to Nutritionist FollowUp Assessment Outpatient,73.5
743743,Consult to Nutritionist Bariatric Initial Assessment/Plan Outpatient,542.5
743744,OTC Assistive Technology Assessment,59.5
743745,OTC Cognitive Development,59.5
743747,OTC Contrast Bath Treatment,59.5
743748,OTC Custom Made Resting Hand Splint,90.5
743749,OTC Strapping Elbow Left,103
743751,OTC Strapping Elbow Right,103
743754,OTC Electrical Stimulation Manual-Left,116.5
743757,OTC Electrical Stimulation Unattended-Mult Proc,59.5
743758,OTC Strapping Finger Right Thumb,90
743759,OTC Strapping Finger Left Thumb,90
743760,OTC Strapping Finger Left Digit 5,90
743761,OTC Strapping Finger Left Digit 2,90
743762,OTC Strapping Finger Left Digit 3,90
743763,OTC Strapping Finger Left Digit 4,90
743764,OTC Strapping Finger Right Digit 5,90
743765,OTC Strapping Finger Right Digit 2,90
743766,OTC Strapping Finger Right Digit 3,90
743768,OTC Strapping Finger Right Digit 4,90
743770,OTC Hot Pack/Cold Pack Treatment,59.5
743773,OTC Infrared Treatment,59.5
743774,OTC Iontophoresis Treatment,73.5
743775,OTC Iontoporesis Patch Treatment,40
743776,OTC Muscle Testing Extremity Right Except Hand,69.5
743777,OTC Muscle Testing Extremity Left Except Hand,69.5
743778,OTC Muscle Testing Trunk,69.5
743779,OTC Muscle Testing Extremity or Trunk Except Hand-Mult. Proc.,69.5
743780,OTC Muscle Testing Hand Left,79.5
743781,OTC Muscle Testing Hand Right,79.5
743784,OTC Manual Therapy,55
743786,OTC Massage Therapy,59.5
743788,OTC Neuromuscular ReEducation,68
743789,OTC Non-Selective Debridement,34.5
743794,OTC Paraffin Bath,59.5
743809,OTC Sensory Integration,63
743813,OTC Splint Application Finger Left Digit 5,118.5
743814,OTC Splint Application Finger Left Digit 2,118.5
743815,OTC Splint Application Finger Left Digit 3,118.5
743816,OTC Splint Application Finger Left Digit 4,118.5
743817,OTC Splint Application Finger Left Thumb,118.5
743818,OTC Splint Application Finger Right Digit 5,118.5
743819,OTC Splint Application Finger Right Digit 2,118.5
743820,OTC Splint Application Finger Right Digit 3,118.5
743821,OTC Splint Application Finger Right Digit 4,118.5
743822,OTC Splint Application Finger Right Thumb,118.5
743835,OTC Splint Application Left Forearm To Hand,176
743836,OTC Splint Application Right Forearm To Hand,176
743838,OTC Splint Application Left Forearm To Hand Dynamic,235
743839,OTC Splint Application Right Forearm To Hand Dynamic,235
743840,OTC Splint Application Forearm To Hand Dynamic-Mult. Proc.,235
743841,OTC Splint Application Left Shoulder To Hand,205.5
743842,OTC Splint Application Right Shoulder To Hand,205.5
743848,OTC Therapeutic Procedure Group,163.5
743852,OTC Unlisted Modality,59.5
743853,OTC Unlisted Procedure,59.5
743855,OTC Wheelchair Management,59.5
744952,Bi-level Positive Airway Pressure Initial Treatment,207
744954,Incentive Spirometry Initial Charge,152
744955,Incentive Spirometry Subsequent Tx Charge,39
