EAP,EAP Description, Avg Chg 
76002137,HC INJ ANTERIOR CHAMBER OF EYE; MEDICATION, 1934.00 
76002138,"HC ASPIRATION, PARS PLANA APPROACH", 4957.00 
76002139,HC DESTRUCT LOCAL LES RET; CRYO/DIATHERMY, 2142.00 
76002140,HC CHEMODENERVATION OF EXTRAOCULAR MUSCLE, 995.00 
76002141,"HC ORBITOTOMY WO BONE FLAP,EXPLORE; W/WO BX", 3588.00 
76002142,HC RETROBULBAR INJECTION; ALCOHOL, 1623.00 
76002143,HC INJ THERAPY TENONS CAP, 413.00 
76002144,HC SEVERING OF TARSORRHAPHY, 1623.00 
76002145,"HC EXCISION OF CHALAZION; MULTIPLE,SAME LID", 1037.00 
76002146,"HC EXCISION CHALAZION; MULTIPLE, DIFF LIDS", 1693.00 
76002147,HC CONSTRUCT INTERMARG ADH/ TARSORR/CANTORR, 1921.00 
76002148,HC TARSORRHAPHY W TRANSPOS TARSAL PLATE, 3588.00 
76002149,HC REPAIR OF BROW PTOSIS, 3200.00 
76002150,"HC (TARSO)LEVATOR RESEC/ADVANC,EXTERNAL APP", 2336.00 
76002151,HC CORRECTION EYELID WITH IMPLANT, 3588.00 
76002152,HC CANTHOPLASTY, 2336.00 
76002153,"HC RECONSTRUCT EYELID,FULL THICK; 2ND STAGE", 2336.00 
76002154,HC REVISION OF EYELID, 2855.00 
76002158,HC REMOVAL OF EYELID WEIGHT, 704.00 
76002159,HC SUBCONJUNCTIVAL INJECTION, 307.00 
76002160,HC PLASTIC REPAIR OF CANALICULI, 2349.00 
76002161,HC CLOSE LACRIMAL PUNCTUM; THERMO/LIG/LASER, 916.00 
76002162,HC DIL LAC PUNC W/WO IRR, 271.00 
76002163,HC INJ CONTRAST MEDIA FOR DACROCRYSTO; BI, 523.00 
76002164,HC BIOPSY EXTERNAL AUDITORY CANAL, 1961.00 
76002165,"HC EXCISE EXOSTOSIS(ES),EXTERNAL AUD CANAL", 5739.00 
76002166,HC LABYRINTHOTOMY W/PERFU OF VESTIB, 1974.00 
76002167,HC INTACS CORNEAL PROCEDURE, 1230.00 
71000022,HC PHASE II RECOVERY ROOM PER 60 MIN, 1355.00 
25001016,"HC MEE HEALON, HYALURONATE SODIUM , 0.85ML", I.C 
25001017,HC MEE PROVISC 10MG/ML 0.85ML, I.C 
25001018,HC MEE VISCOAT 40-30MG/ML 0.5ML, I.C 
27001225,HC MEE ELECTRODE, I.C 
27001226,HC MEE PROBE, I.C 
27001227,HC MEE TISSEEL, I.C 
27001228,HC MEE HYDROSET 3CC, I.C 
27001229,HC MEE MONOKA, I.C 
27001230,HC MEE PTOSIS FRONTALIS SUSPENSION KIT, I.C 
27001231,HC MEE LENS, I.C 
27001232,HC MEE FORCEP, I.C 
27001233,HC MEE LIGACLIP APPLIER CLIPS, I.C 
27001235,HC MEE SLEEVE SEQ-COMP, I.C 
27001236,"HC MEE SHEETING, SILASTIC", I.C 
27001239,HC MEE RING CAPSULAR TENSION, I.C 
27001240,HC MEE FEEDING TUBE, I.C 
27001242,HC MEE SLEEVE REPROCESSED, I.C 
27001243,HC MEE TUBE, I.C 
27001244,HC MEE CATHETER, I.C 
27001245,HC MEE BUR, I.C 
27001246,HC MEE TOOL, I.C 
27001247,HC MEE TUBE MISC OTHER, I.C 
27001248,HC MEE CATHETER IRRIGATION, I.C 
27001249,HC MEE BIT DRILL, I.C 
27001251,HC MEE SILK STRIPS, I.C 
27001252,HC MEE BLADE, I.C 
27001253,HC MEE PROBE LASER, I.C 
27001254,HC MEE PACK, 223.00 
27001255,HC MEE KIT, I.C 
27001256,HC MEE FIBER, I.C 
27001257,HC MEE MARKER SPHERZ, I.C 
27001258,HC MEE EXPANDER, I.C 
27001259,"HC MEE EXPANDER, MALYUGIN", I.C 
27001260,"HC MEE GAS,AUTO FILL", I.C 
27001261,HC MEE CASSETTE IRRIG CORE, I.C 
27001262,HC MEE NEEDLE, I.C 
27001263,HC MEE COBLATION WAND, I.C 
27001264,HC MEE TRACKER ENT, I.C 
27001265,HC MEE SALINE, I.C 
27001266,HC MEE SHEATH SOTRZ, I.C 
27001267,HC MEE SURG SUPPLY; MISC, I.C 
27001268,HC MEE DRESSING POLYMEM (A6211), I.C 
27001269,HC MEE DRESSING POLYMEM (A6210)), I.C 
27001270,HC MEE GUIDEWIRE, I.C 
27001271,HC MEE CATHETER SINUS GUIDE, I.C 
27001274,HC MEE KNIFE, I.C 
27001276,"HC MEE GUN,ETS,DISPOSABLE", I.C 
27001278,"HC MEE TAMPON, NASAL", I.C 
27001279,HC MEE EPIFILM, I.C 
27001280,HC MEE SYRINGE INFLATION, I.C 
27001281,HC MEE SHEARS HARMONIC, I.C 
27001283,HC MEE SINUS BALLON, I.C 
27001284,HC MEE CLIP, I.C 
27001285,HC MEE DRESSING, I.C 
27001286,"HC MEE SURGIFLO,HEMOSTATIC MATRIX", I.C 
27001287,HC MEE CUFF FOOT SCD EXPRESS, I.C 
27001288,HC MEE DRILL, I.C 
27001289,HC MEE SYSTEM SINUS ILLUMINATION, I.C 
27001290,HC MEE CAP HEALING BAHA, I.C 
27001291,"HC MEE PITA SET, TONSIL/ADENOID", I.C 
27001292,HC MEE ELECTRODE COAGULATING, I.C 
27001295,HC MEE IMPLANT ULTRATINE FOREHEAD, I.C 
27001297,HC MEE SINU-FOAM STAMMBERGER, I.C 
27001300,"HC MEE STENT, SINUS, FRONTAL, RAINS", I.C 
27001301,HC MEE FORCEPS, I.C 
27001302,HC MEE RELOAD LINER CUTTER, I.C 
27001303,HC MEE WAND, I.C 
27001304,HC MEE PIPE LIGHT, I.C 
27001305,"HC MEE HANDPIECE,TRABECTOME", I.C 
27001306,HC MEE SCISSORS DISPOSABLE, I.C 
27001307,"HC MEE TREPHINE, BARRON/PUNCH HESBURG", I.C 
27001308,"HC MEE RETRACTOR, GRIESHABER IRIS(PKG OF4)", I.C 
27001309,HC MEE SURGICEL NU-KNIT, I.C 
27001310,HC MEE SCRAPER DIAMOND, I.C 
27001311,"HC MEE MICROPICK,MEDONE", I.C 
27001312,HC MEE FRAGMENTTATION CONSTELLATION, I.C 
27001313,HC MEE STERILE DERMALOCK ABUTMENT, I.C 
27001314,"HC MEE TIP, KELMAN 45 DEGREE", I.C 
27001315,"HC MEE MICROPIC,MEDONE", I.C 
27001316,"HC MEE SCISSORS,CURVED,DISPOSABLE", I.C 
27001318,HC MEE STENT, I.C 
27001319,HC MEE PUNCH CORNEAL DONOR NON-VAC, I.C 
27001321,HC MEE TREPHINE CANALICULAR SISLER, I.C 
27001322,HC MEE ENDOGLIDE TAN, I.C 
27001323,HC MEE RING, I.C 
27001324,HC MEE COLLAGEN MATRIX, I.C 
27001325,HC MEE MONOKA SELF-THREADING, I.C 
27001326,HC MEE SCRAPER MEMBRANE, I.C 
27001327,HC MEE PLUGS, I.C 
27001328,HC MEE DRAIN TEAR COATED, I.C 
27001329,HC MEE ELASTOMER, I.C 
27001332,HC MEE MATTRESS, I.C 
27001333,HC MEE CANNULA OTHER, I.C 
27001334,HC MEE CANNULA LACRIMAL, I.C 
27001335,HC MEE CANNULA, I.C 
27001336,HC MEE ENDOSTAT, I.C 
27001339,HC MEE DRAPE WARMER, I.C 
27001340,HC MEE TUBE TRACHEOSTOMY (A7521), 252.00 
27001341,HC MEE TUBE TRACHEOSTOMY (A7520), 243.00 
63601205,HC MEE ALLODERM, I.C 
27001342,HC MEE TUBE TRACHEOSTOMY [FLOOR STK], 255.00 
27001343,HC MEE PROTHESIS (L8509), 483.00 
27001344,HC MEE PROTHESIS (L8505), I.C 
27001346,HC MEE ABUTMENT BAHA, I.C 
27001347,"HC MEE IOL, MONOFOCAL", 318.00 
27001348,HC MEE IOL TORIC, 318.00 
27001349,"HC MEE IOL MULTIFOCAL REST, CRYSTAL, TECHNIS", 318.00 
27001350,"HC MEE IOL, MONOFOCAL, ACRY", 300.00 
27001351,HC MEE IOL MULTIFOCAL CRYSTAL, 300.00 
27001352,HC MEE IOL MULTIFOCAL VISIAN, 300.00 
27001357,HC MEE IMPLANT, I.C 
27001358,"HC MEE TUBE, JONES", 151.00 
27001359,HC MEE SURGICAL SUPPLY; MISC, I.C 
27001360,HC MEE WOUND FILLER, I.C 
27001361,HC MEE ANCHOR/SCREW, I.C 
27001362,HC MEE CLOSURE DEVICE, I.C 
27001363,HC MEE CONNECTIVE TISSUE (C1762), I.C 
27001364,HC MEE CONNECTIVE TISSUE (C1763), I.C 
27001365,HC MEE ADHESION BARRIER, I.C 
27001366,HC MEE GRAFT, I.C 
27001367,HC MEE MESH, I.C 
27001368,HC MEE OCULAR DEVICE, I.C 
27001369,HC MEE RETINAL TAMPONADE DEVICE, I.C 
27001370,HC MEE KERATOPROSTHESIS, I.C 
27001371,HC MEE MATERIAL FOR VOCAL CORD, I.C 
27001372,HC MEE OCULAR IMPLANT, I.C 
27001373,HC MEE AQUEOUS SHUNT, I.C 
27001374,HC MEE IMPLANT; OSSICULA, I.C 
27001376,HC MEE AUDITORY DEVICE (L8690), I.C 
27001377,HC MEE AUDITORY DEVICE (L8693), I.C 
27001378,HC MEE PROSTHETIC IMPLANT, I.C 
27001379,HC MEE TISSUE; CORNEAL, I.C 
27001380,HC MEE AMNIOTIC MEMBRANE, 1474.00 
27001381,HC MEE IMPLANT; OTHER, I.C 
27001382,HC MEE BANDAGE CONTACT LENS KONTUR, 129.00 
63601203,HC MEE DRESSING WOUND BILAYER, I.C 
63601204,HC MEE WOUND MATRIX, I.C 
31000703,HC HEREDITARY RETINAL DSRDRS GEN SEQ ANALYS 15 GEN, 4028.00 
32000423,HC RADEX HIP UNILATERAL WITH PELVIS 2-3 VIEWS, 107.00 
36000392,HC IMPLANTATION INTRASTROMAL CORNEAL RING SEGMENTS, 1330.00 
47000074,HC CALORIC VESTIBULAR TEST W/REC BI BITHERMAL, 234.00 
47000075,HC CALORIC VESTIBULAR TEST W/REC BI MONOTHERMAL, 234.00 
63601210,HC PREDNISONE ORAL IR OR DR  PER 1 MG, 1.00 
27001391,"HC MEE IMPLANT, 3MM VISTAFIX VXI300", 2093.00 
27001392,"HC MEE ELECTRODE,FACIAL NERVE NEOTRODELL", 3.00 
27001393,"HC MEE IMPLANT,ENDOTINE TRANSBLEPH 3.5", 547.00 
27001394,"HC MEE IMPLANT,ENDOTINE FOREHEAD 3.5MM (1 BOX)", 525.00 
27001395,"HC MEE SLEEVE SEQ-COMP,KNEE MEDIUM", 72.00 
27001396,"HC MEE SHEETING, SILASTIC MEDIUM, 2.2"" X 3.0", 20.00 
27001397,"HC MEE SHEETING SILASTIC THICK, 2.2"" X 3.0", 35.00 
27001398,"HC MEE SHEETING SILASTIC THIN, 2.2"" X 3.0", 21.00 
27001399,"HC MEE BUR, CUTTING", 132.00 
27001400,HC MEE DIAMOND BURS, 130.00 
27001401,"HC MEE BURS, POLISHING", 132.00 
27001402,"HC MEE TOOL, BALL, TELESCOPE", 132.00 
27001403,"HC MEE TUBING, IRRIGATION,LOW PRO", 106.00 
27001404,HC MEE BIT DRILL 1.1X6MM, 339.00 
27001405,"HC MEE PROBE,FACIAL NERVE MONOPOLAR STIMUL", 114.00 
27001406,"HC MEE PICC LINE KIT; 5FR, DOUBLE [55577]", 257.00 
27001407,"HC MEE PICC LINE KIT; 4FR, SINGLE [55576]", 246.00 
27001408,HC MEE BURR (MEDNEX), 110.00 
27001409,"HC MEE BURR, SKEETER-REGULAR", 353.00 
27001410,"HC MEE BURR, SKEETER-DIAMOND", 416.00 
27001411,HC MEE SILK STRIPS, 28.00 
27001412,"HC MEE BLADE,BAHA DERMATOME", 159.00 
27001413,HC MEE NOBELBIOCARE DRILLS 3&4 MM, 477.00 
27001414,HC MEE DRAPE WARMER, 104.00 
27001415,HC MEE FIBER OTOLOGY DISPOSABLE, 1166.00 
27001416,HC MEE FIBER AIRWAY/SINUS DISPOSABLE, 1696.00 
27001417,"HC MEE BLADES, SAW", 123.00 
27001418,HC MEE EXPANDER TISSUE, 1082.00 
27001419,HC MEE ENDOSTAT 0.6MM, 806.00 
27001420,"HC MEE TUBING, LIPOSUCTION", 17.00 
27001421,"HC MEE GAS,AUTO FILL [21631]", 138.00 
27001422,HC MEE CASSETTE IRRIG CORE, 98.00 
27001423,HC MEE COLORADO NEEDLE, 115.00 
27001424,HC MEE BLADE TRICUT IRR 4MMX13CM, 339.00 
27001425,HC MEE BLADE RAD40 4MM M4 ROTATE, 453.00 
27001426,HC MEE TRACKER ENT INSTRUMENT, 161.00 
27001427,HC MEE TRACKER ENT PATIENT, 205.00 
27001428,HC MEE BLADE RAD12 4MM M4 ROTATE, 420.00 
27001429,"HC MEE BLADE, GRIESHABER SCARFIER, 01", 73.00 
27001430,HC MEE BLADE CUTTING DERMATONE HEAD, 201.00 
27001431,HC MEE BLADE DUAL-CUT, 109.00 
27001432,HC MEE BIT DRILL 1.5MM, 339.00 
27001433,HC MEE BLADE DERMATOME PADG-MODEL B, 143.00 
27001434,HC MEE BLADE 188XXXX, 179.00 
27001435,HC MEE BLADE TRICUT IRR, 520.00 
27001436,HC MEE BLADE SKIM, 515.00 
27001437,HC MEE BLADE SKIM, 568.00 
27001438,HC MEE BUR, 628.00 
27001439,HC MEE BUR, 314.00 
27001440,HC MEE BUR DIAMOND 15 DEGREE, 356.00 
27001441,"HC MEE BLADE, GRIESHABER, 05", 109.00 
27001442,HC MEE CRESCENT BLADE, 24.00 
27001443,HC MEE T-E PUNCTURE SET, 552.00 
27001444,"HC MEE GUN,ETS,DISPOSABLE 45MM", 508.00 
27001445,"HC MEE LIGACLIP APPLIER CLIPS, SMALL", 133.00 
27001446,"HC MEE TAMPON, NASAL", 31.00 
27001447,HC MEE EPIFILM, 444.00 
27001448,"HC MEE PROBE,OTO LONG ANGLE IRIDEX", 204.00 
27001449,HC MEE BIT  DRILL .76X X5MM(OR 8MM), 339.00 
27001450,HC MEE TISSEEL 2ML, 398.00 
27001451,HC MEE KIT THYROPLASTY MALE OR FEMAL SIZERS, 206.00 
27001452,HC MEE BIT DRILL, 339.00 
27001453,HC MEE SYRINGE INFLATION 60ML, 122.00 
27001454,HC MEE SHEETING SILASTIC MEDIUM, 216.00 
27001455,HC MEE SHEETING SILASTIC THIN, 196.00 
27001456,HC MEE SHEARS HARMONIC, 567.00 
27001457,"HC MEE TUBE, ARMSTRONG, BEVELED GROMI", 57.00 
27001458,HC MEE DEVICE INFLATION SINUS BALLOON, 158.00 
27001459,HC MEE DURAGEN PLUS 2X2 5CMX5CM, 1203.00 
27001460,HC MEE KIT VASOVIEW 7, 1342.00 
27001461,HC MEE TUBING HIGH FLOW INSUFFLATION, 63.00 
27001462,HC MEE PACK FREE FLAP CDS 1, 365.00 
27001463,HC MEE PACK FREE FLAP CDS2, 544.00 
27001464,HC MEE PACK MINOR HEAD AND NECK CDS, 242.00 
27001465,HC MEE PACK STAPEDECTOMY/TYMPANOPLASTY CDS, 331.00 
27001466,HC MEE PACK MAJOR HEAD AND NECK CDS, 369.00 
27001467,HC MEE PACK MASTOIDECTOMY CDS, 382.00 
27001468,"HC MEE CLIP,ETS,REFILL,35MM", 231.00 
27001469,"HC MEE LIGACLIP,APPLIER,W/TANT CLIPS,MCM20", 108.00 
27001470,"HC MEE BLADE,CLEAR CORNEAL,DBL B", 21.00 
27001471,"HC MEE BLADE,SINGLE BEVEL UP2.65", 19.00 
27001472,"HC MEE DRESSING,BARRIER,ACTICOAT 7 (15CMX15CM)", 190.00 
27001473,"HC MEE SURGIFLO,HEMOSTATIC MATRIX", 328.00 
27001474,HC MEE CUFF FOOT SCD EXPRESS, 74.00 
27001475,"HC MEE PACK, MICROTABLE, MEDLINE", 131.00 
27001476,"HC MEE PISTON, FISCH", 299.00 
27001477,HC MEE DRILL, 588.00 
27001478,HC MEE DRILL WIDENING, 477.00 
27001479,"HC MEE BLADE, M4 ROTATE, 4MM", 167.00 
27001480,HC MEE SYSTEM SINUS ILLUMINATION, 910.00 
27001481,HC MEE CAP HEALING BAHA, 67.00 
27001482,"HC MEE CAP, HEALING, BAHA", 74.00 
27001483,"HC MEE PACK, VISCOUS FLUID INJECT 10CC", 120.00 
27001484,"HC MEE PITA SET, TONSIL/ADENOID", 201.00 
27001485,"HC MEE TUBING, STRAIGHTSHOT TO XPS", 43.00 
27001486,HC MEE ELECTRODE COAGULATING, 259.00 
27001487,HC MEE IMPLANT ULTRATINE FOREHEAD, 545.00 
27001488,HC MEE FIBER CONICAL TIP FLEXIBLE, 506.00 
27001489,HC MEE PROSTHESES STAPES BUCK HND, 507.00 
27001490,HC MEE SINU-FOAM STAMMBERGER, 143.00 
27001491,"HC MEE STENT, SINUS, FRONTAL, RAINS", 58.00 
27001492,HC MEE BIT DRILL, 332.00 
27001493,HC MEE BIT DRILL, 418.00 
27001494,HC MEE BIT BILL, 331.00 
27001495,HC MEE BIT DRILL, 117.00 
27001496,HC MEE DRIVER CRANIAL REFERENCE FRAM, 891.00 
27001497,HC MEE TEMPLATE BENDING MATRIXMANDIB, 175.00 
27001498,HC MEE FORCEPS GASTRO DISPOSABLE PED, 132.00 
27001499,HC MEE FORCEPS GASTRO DISPOSABLE AD, 65.00 
27001500,HC MEE RELOAD LINER CUTTER, 267.00 
27001501,HC MEE WAND PROCISE MAX W/INTEGATED, 414.00 
27001502,HC MEE PERFORATOR CRANIAL, 591.00 
27001503,HC MEE PACK NASAL CDS, 223.00 
27001504,HC MEE WAND EVAC70 XTRA, 414.00 
27001505,HC MEE BUR DIAMOND SKEETER, 379.00 
27001506,HC MEE CANNULA LACRICATH, 163.00 
27001507,HC MEE PACK CATARACT PIK W/BSS ALCON, 207.00 
27001508,"HC MEE PACK, BASIC SETUP EYE (MEDLINE)", 39.00 
27001509,HC MEE PACK PHACO CDS (MEDLINE), 68.00 
27001510,HC MEE PACK VITRECTOMY CDS (MEDLINE), 120.00 
27001511,"HC MEE PACK, CATARACT KELMAN (ALCON)", 218.00 
27001512,HC MEE PIPE LIGHT 23G WIDE ANGLE SAPPH, 112.00 
27001513,HC MEE PACK GENERAL EYE CDS MEDLINE, 116.00 
27001514,HC MEE PACK ADULT LARYNGOSCOPY CDS, 249.00 
27001515,HC MEE PACK EGD CDS, 140.00 
27001516,HC MEE PACK T&A CDS, 110.00 
27001517,"HC MEE PACK ANTERIOR VITRECTOMY, ALCON", 268.00 
27001518,"HC MEE PACK,VITRECTOMY,ALCON", 303.00 
27001519,"HC MEE HANDPIECE,TRABECTOME", 1453.00 
27001520,HC MEE BLADE MVRXSTAR, 27.00 
27001521,HC MEE SCISSORS DISPOSABLE 25G, 205.00 
27001522,HC MEE TUBING, 128.00 
27001523,"HC MEE TREPHINE, BARRON/PUNCH", 144.00 
27001524,"HC MEE TREPHINE, BLADE DISPOSABLE", 109.00 
27001525,HC MEE TUBING INFUSION GFX, 85.00 
27001526,HC MEE TUBING, 91.00 
27001527,HC MEE TREPHINE HESBERG, 125.00 
27001528,"HC MEE RETRACTOR, GRIESHABER IRIS(PKG OF4)", 178.00 
27001529,"HC MEE MONOKA,MEDIUM OR WIDE COLLARETTE", 149.00 
27001530,"HC MEE MONOKA, MINI", 120.00 
27001531,HC MEE PROBE IRIDEX LASER, 170.00 
27001532,"HC MEE KNIFE,ACCURATE DEPTH 600 MICRON", 26.00 
27001533,"HC MEE PROBE,SAPPHIRE WIDE ANGLE 20G", 111.00 
27001534,HC MEE PROBE LASER, 212.00 
27001535,HC MEE PROBE LASER, 228.00 
27001536,HC MEE PROBE LASER, 228.00 
27001537,HC MEE PROBE VITRECTOMY ACCURUS, 374.00 
27001538,"HC MEE PROBE, G (IRIDEX)", 446.00 
27001539,HC MEE FORCEPS, 208.00 
27001540,HC MEE SCRAPER DIAMOND 25G, 238.00 
27001541,HC MEE PACK CONSTELLATION, 117.00 
27001542,HC MEE PACK CONSTELLATION, 465.00 
27001543,HC MEE PACK, 749.00 
27001544,HC MEE PACK FRAGMATOME ACCESSORY, 106.00 
27001545,"HC MEE MICROPICK,MEDONE,25G", 22.00 
27001546,HC MEE FRAGMENTTATION CONSTELLATION, 106.00 
27001547,HC MEE PTOSIS FRONTALIS SUSPENSION KIT, 101.00 
27001548,"HC MEE LENS,BIOM SV DISC,F200", 129.00 
27001549,HC MEE RING CAPSULAR TENSION, 528.00 
27001550,HC MEE RING MALYUGIN PUPIL EXPANDER, 265.00 
27001551,HC MEE FORCEP GASTRO DISPOSABLE, 50.00 
27001552,HC MEE STERILE DERMALOCK ABUTMENT, 2935.00 
27001553,HC MEE IOL HANDLING FEE, 38.00 
27001554,HC MEE FORCEPS ILM GRIESHABER DISPOSABL25G, 147.00 
27001555,"HC MEE TIP, KELMAN 45 DEGREE0.9MM", 159.00 
27001556,HC MEE FORCEPS ILM, 147.00 
27001557,"HC MEE MICROPIC,MEDONE,50MM,23G", 34.00 
27001558,"HC MEE SCISSORS,CURVED,DISPOSABLE 23G", 181.00 
27001559,HC MEE PACK 23G PIK W/TOTAL PAK&VGFI, 583.00 
27001560,HC MEE PUNCH CORNEAL DONOR NON-VAC, 134.00 
27001561,"HC MEE PROBE, ENDO ANGLES, 23G", 255.00 
27001562,HC MEE TUBE MONOCANALICULAR RITLENG, 196.00 
27001563,HC MEE TREPHINE CANALICULAR SISLER, 116.00 
27001564,HC MEE ENDOGLIDE TAN, 420.00 
27001565,HC MEE CHANDELIER 25G, 206.00 
27001566,"HC MEE RING, SYMBLEPHARON", 132.00 
27001567,HC MEE OLOGEN COLLAGEN MATRIX, 530.00 
27001568,HC MEE MONOKA SELF-THREADING, 196.00 
27001569,HC MEE SCRAPER MEMBRANE TANO DIAMOND, 208.00 
27001570,"HC MEE PROBE, LIGHT, ACCURUS, 23G", 119.00 
27001571,"HC MEE PROBE, LIGHT, ACCURUS, 25G", 119.00 
27001572,HC MEE PLUGS FOR ACCURUS & CONSTELLANTION, 113.00 
27001573,HC MEE PLUGS FOR ACCURUS & CONSTELLANTION, 52.00 
27001574,HC MEE PROBE VITRECTOMY, 359.00 
27001575,HC MEE TROCAR/CANNULA EDGEPLUS, 90.00 
27001576,HC MEE PROBE LIGHT, 212.00 
27001577,HC MEE PROBE LIGHT, 208.00 
27001578,HC MEE PROBE LIGHT 20G, 189.00 
27001579,HC MEE DRAIN TEAR COATED, 371.00 
27001580,HC MEE CANNULA INFUSION, 117.00 
27001581,HC MEE PLUGS 25G, 113.00 
27001582,HC MEE TUBING ADMINSTRATION, 91.00 
27001583,HC MEE RING CAPSULAR TENSION, 329.00 
27001584,HC MEE ELASTOMER SILICONE ROD, 82.00 
27001585,HC MEE PROB LASER ILLUMINATED RFD FLEXTIP, 318.00 
27001586,HC MEE PROBE LASER ILLUMINATED, 318.00 
27001587,HC MEE CANNULA CRAWFORD LACR, 133.00 
27001588,HC MEE 420810 PLATING SYSTEM, 405.00 
27001589,"HC MEE TUBE, SALIVARY BYPASS", 373.00 
27001590,HC MEE MEROCEL 8 CM, 11.00 
27001591,HC MEE IV TUBING - 8967, 9.00 
27001592,"HC MEE PACK, POST MEROCEL", 50.00 
27001593,HC MEE PUNCTAL PLUGS, 29.00 
27001594,"HC MEE TUBE, ENDOTRACHEAL-LASER", 597.00 
27001595,HC MEE FEEDING TUBE 12 FR KANGAROO, 30.00 
27001596,"HC MEE IMPLANT,ENDOTINE,FOREHEAD,3.0M", 539.00 
27001597,"HC MEE MATTRESS, PORTA, WARM", 48.00 
27001598,"HC MEE BUR,TRANS-NASAL SKULL BASE", 650.00 
27001599,HC MEE ELECTRICAL NERVE SIMULATOR, 249.00 
27001600,HC MEE CEDERROTH EYE WASH, 134.00 
27001601,HC MEE EMG GUIDED BOTOX INJ TO FACE (BILATERAL), 28.00 
27001602,HC MEE 500CC NORMAL SALINE, 3.00 
27001603,HC MEE DURA PLUG;TEMP PUNC PLUG 90 DAY; PROLONG, 40.00 
27001604,HC MEE PUNC PLUG PERMA SILICONE, 30.00 
27001605,"HC MEE TUBE, JONES", 151.00 
27001606,HC MEE ENDOSHEATH FOR FLEXIBLE SCOPE, 49.00 
27001607,HC MEE SHEATH SOTRZ, 117.00 
27001608,HC MEE SHEATH STORZ, 132.00 
27001609,"HC MEE ADHESIVE LIQUID, ANY TYPE, PER OUNCE", 26.00 
27001610,"HC MEE ADHESIVE REMOVER, WIPE, ANY TYPE, EACH", 2.00 
27001611,HC MEE HME 7 DAY TRIAL KIT [INHEALTH BE1055S], 120.00 
27001612,"HC MEE KIT,LARYNGECTOMY PULMONARY - HME FILTER", 64.00 
27001613,"HC MEE ELECTORDES, PER PAIR", 31.00 
27001614,"HC MEE CANNULA,SOFT TIP 25 GAUGE", 53.00 
27001615,"HC MEE CANNULA, LONG & SHORT TERM", 218.00 
27001616,"HC MEE TUBE, SAFE-T", 363.00 
27001617,HC MEE INSUFFLATION TEST KIT, 14.00 
27001618,HC MEE CAPSULE BRAVO, 497.00 
27001619,"HC MEE GUN,ETS,DISPOSABLE,35MM", 483.00 
27001620,HC MEE COVER BURRHOLE LOW PROFILE, 318.00 
27001621,"HC MEE COVER,BURR HOLE,TI MX24MM", 398.00 
27001622,HC MEE EVICEL 1ML, 262.00 
27001623,HC MEE EVICEL 2ML, 525.00 
27001624,HC MEE PROVOX FREE HANDS HME STARTER KIT (ATOS), 1.00 
27001625,"HC MEE DRESSING, POLYMEM (>16 SQ IN <48 SQ IN)", 16.00 
27001626,"HC MEE DRESSING,POLYMEM (> 48 SQ IN)", 40.00 
27001627,HC MEE OTO MIMIX 2 GRAMS, 692.00 
27001628,HC MEE HYDROSET 3CC, 1381.00 
27001629,HC MEE HYDROSET 5CC, 2216.00 
27001630,HC MEE A7501 TRACHEOSTOMA VALVE, 583.00 
27001631,HC MEE PROVOX FREE HANDS HME STARTER KIT (ATOS), 139.00 
27001632,HC MEE A7503 HMES FILTER HOLDER OR CAP, 128.00 
27001633,HC MEE A7504 FILTER FOR USE IN HME SYTEM, 3.00 
27001634,"HC MEE A7505 TRACHEOSTOMA HOUSING, REUSABLE, WO ADHES", 19.00 
27001635,"HC MEE ADHESIVE DISC FOR HME, ANY TYPE, EACH", 4.00 
27001636,HC MEE FILTER HOLDER & INTEGRATED FILTER WO ADH, 10.00 
27001637,HC MEE A7508 HOUSING & INTEGRATED ADHESIV, 241.00 
27001638,HC MEE LARYNGECTOMY TUBE, 289.00 
27001639,"HC MEE TUBE, TRACH, ADJUST", 605.00 
27001640,HC MEE TUBE TRACHEOSTOMY NON-CUFFED, 110.00 
27001641,HC MEE TUBE BLOM SINGER, 136.00 
27001642,"HC MEE KIT,LARYNGECTOMY PULMONARY (EXPLODING)", 308.00 
27001643,HC MEE TUBE TRACH EXTENDED-LENGTH (CUFFED), 149.00 
27001644,HC MEE TUBE TRACHEOSTOMY CUFFED, 252.00 
27001645,HC MEE SHOWER AID, 101.00 
27001646,"HC MEE KIT,LARYNGECTOMY PULMONARY (EXPLODING)", 114.00 
27001647,HC MEE TRACHEOSTOMA STENT/STUD/BUTTON, 272.00 
27001648,HC MEE LARYCLIPS, 270.00 
27001649,"HC MEE KIT,LARYNGECTOMY PULMONARY - TUBE HOLDER", 35.00 
27001650,HC MEE PROVOX FREE HANDS HME STARTER KIT (ATOS), 20.00 
27001651,HC MEE SCREW SLF DRLING 3M TI MX, 199.00 
27001652,HC MEE MESH CONTOUR TI MATRIXNEURO, 3595.00 
27001653,HC MEE MESH DYNAMIC, 1516.00 
27001654,HC MEE PLATE Y TI MATRIX, 605.00 
27001655,HC MEE SCREW SELFTAP TITN 2.0X8MM   401158, 115.00 
27001656,"HC MEE SCREW,SLF-DRLNG,TI MA4 MM", 196.00 
27001657,"HC MEE SCREW,SLF-DRLNG TI MX 4MM", 196.00 
27001658,"HC MEE PLATE,TI,MATRIX,2HLS,12MM", 165.00 
