Description, Price 
SUTURE ANCHOR HIP PUSHLOCK, $723.50 
SUTURE ANCHOR PEEK P-LCK 2.9X12.5MM, $723.50 
ENDO GIA REINFORCED TRISTAPLE 45MM MED/T, $718.82 
FILTER RETREVIAL DEVICE, $711.47 
STAPLER ARTICULATING ATS45, $708.68 
ACL TIGHTROPE RT, $703.50 
CEMENT KYPHON ACTIVOS, $687.31 
HEMMORHIOD 6 SHOOTER, $686.56 
FIBERTAK DOUBLE LOADED FW CL, $683.50 
FLOWPORT II CANNULA 165M, $675.00 
ENDOBUTTON CL ULTRA 20MM, $664.87 
PLUG PATCH END (L), $661.96 
UROMAX ULTRA BALLOON KIT, $656.41 
PLUG PATCH END (M), $654.30 
"FLIPCUTTER II, SHORT 10.5MM", $653.50 
"FLIPCUTTER II, SHORT 10MM", $653.50 
"FLIPCUTTER II, SHORT 11MM", $653.50 
PLUG PATCH END (S), $653.41 
MESH 3DMAX LEFT X-LARGE, $652.53 
SUTURE ANCHOR PEEK CS FT TRI-PLAY 4.75MM, $633.50 
SUTURETAPE CORKSCREW FT PEEK 4.75MM, $633.50 
TRANSTIBIAL ACL DISPOSABLE KIT, $608.34 
"DISPOSABLE ACCESSORY KIT, 4 ARM", $602.03 
ESOPHOGEAL DILATOR 5848, $596.74 
PUMP SELECTFLOW ON-Q, $593.79 
ANGIOSEAL VIP 6FR, $593.60 
ANGIOSEAL VIP 8FR, $593.60 
HT CONNECT 250T, $593.60 
BICEPS BUTTON, $593.50 
SUTURE ANCHOR PEEK CORKSCREW, $593.50 
GUIDE WIRE HI TORQUE ES 3.0 X 300, $592.22 
ENDO GIA TRISTAPLE RELOAD 60MM MED/THICK, $588.73 
ENDO GIA TRISTAPLE RELOAD 60MM VASC/MED, $588.73 
VENACURE EVLT 65CM, $581.81 
PORTAL ENTRY KIT, $562.80 
BRAVO PH CAPSULE DELIVERY DEVICE, $561.06 
ARMADA PTA 12X80X135, $556.03 
PLUG PATCH END (XL), $551.66 
MESH 3DMAX RIGHT MEDIUM, $547.68 
GOLD PROBE CATH, $544.09 
"DURAGEN MATRIX 1"" x1""", $539.28 
STAPLER CIRCULAR 25MM, $522.96 
STAPLER CIRCULAR 29MM, $522.96 
INSTINCT ENDOSCOPIC HEMOCLIP, $522.87 
TRANSEND WIRE, $519.10 
EXACTO COLD SNARE, $513.50 
HI-TORQUE BALANCE MIDDLEWEIGHT(BMW)190CM, $509.42 
RESOLUTION CLIPS, $507.50 
BLADE QUADCUT 4.3MM X 13CM, $505.69 
ENDO CLINCH, $504.52 
ANCHOR CUFF 5mm, $501.69 
POLAR CARE PACK, $501.65 
TREK RX 2.50MMX12MM, $498.53 
TREK RX 2.50MMX15MM, $498.53 
TREK RX 3.0MMX12MM, $498.53 
NANOPASS REACH CRESCENT, $494.80 
1.9 FR ZERO TIP BASKET, $493.93 
NEEDLE SCORPION CAPSULE CLOSE, $493.50 
CORING REAMER SIZE 10, $487.51 
BLADE RAD40 M4 4MM ROTATE, $484.09 
"HI-TORQUE WHISPER ES .014"" 190 STRAIGHT", $477.58 
ABLATOR 50-S XL, $468.88 
"DISPOSABLE ACCESSORY KIT, 3 ARM", $464.03 
ON-Q PAIN MANAGEMENT SYSTEM 200ML, $463.99 
BLADE NARROW MAKO, $452.53 
BLADE STANDARD MAKO, $452.53 
PERC INSERT KIT FOR 3.0MM S-TAK, $452.53 
BARIATRIC BED, $452.15 
.014X335 VIPERWIRE, $452.15 
TIGHTROPE ABS BUTTON ROUND 11MM CONCAVE, $451.50 
MIDAS LEGEND MATCH HEAD DIAMOND COARSE, $449.79 
MESH 3DMAX RIGHT LARGE, $446.79 
GEMINI BASKET 4 WIRE 3X120, $444.98 
PERC INSERT KIT FOR 2.9MM P-LCK, $443.50 
BURR MIDAS, $441.21 
FLOSEAL 5ML, $427.58 
CLIP APPLIER 5MM, $425.80 
SURGIFOAM POWDER KIT, $420.93 
SAMURAI CURVED BLADE FULL RADIUS, $420.00 
TK-5 DEVICE, $416.78 
BURR MIDAS/LEGEND, $412.87 
MESH GOR BIO-A HERNIA PLUG (HP02), $406.79 
AR-SCOPE MEASUREMENT PROBE 220MM60, $403.50 
PURSE STRING (DISP), $397.01 
MESH 3DMAX LEFT LARGE 0115311, $396.74 
NEEDLE EXPRES SEW III SUTURE PASSER, $395.49 
LINEAR CUTTER TLC 75, $386.29 
ABLATOR 3.5 -90-S, $381.42 
ABLATOR 4.0 90S CRUISE, $381.42 
ABLATOR 3.5 -90-S, $381.42 
FAST-FIX 360 KPSC & SLOTTED CANNULA, $378.29 
ACL KNIFE 10MM, $376.68 
BURR MIDAS M1, $374.12 
TIGHTROPE ABS IMPLANT, $371.50 
URETHERAL DILATOR SET 60CM, $364.92 
RELOAD 6R45B, $362.02 
RELOAD TR45W, $361.57 
SAWBLADE CORE CASPER 5, $361.50 
STAPLER RELOAD ECHELON 45 (WHITE), $359.15 
SAWBLADE CORE CASPER 7, $358.65 
1.5X10 EUPHORA, $357.85 
1.5X6 EUPHORA, $357.85 
2.0x15 EUPHORA, $357.85 
2.0x20 EUPHORA, $357.85 
2.25X10 EUPHORA, $357.85 
2.5X10 EUPHORA, $357.85 
2.5X12 NC EUPHORA, $357.85 
2.5X15 NC EUPHORA, $357.85 
3.0x12 EUPHORA, $357.85 
3.0x20 EUPHORA, $357.85 
3.0X8 NC EUPHORA, $357.85 
3.25X12 NC EUPHORA, $357.85 
3.5X12 EUPHORA, $357.85 
2.5x12 EUPHORA, $357.85 
3.0x15 EUPHORA, $357.85 
BED TOTALCARE BARIATRIC, $357.85 
STAPLER RELOAD ECHELON 45 (BLUE), $357.37 
CATH 5FRX135x40, $356.32 
CLOSURE SYSTEM CARTER THOMASON, $356.29 
2.0x12 EUPHORA, $353.63 
DISPOSABLES KIT FOR 3.5MM HIP PUSHLOCK, $353.50 
CEMENT BONE KIT KYPHON, $349.01 
POLARIS ULTRA URETRAL STENT 6X22, $342.53 
STAPLER RELOAD ECHELON 45 (GREEN), $338.00 
STENT SOFT 6X28, $336.44 
ENDO HERNIA VERSATAC RELOADS, $334.06 
STAPLER TA45 RELOADS, $333.45 
STENT SOFT 6X24, $327.32 
"SUTURELASSO, 90 DEG. STRIAGHT", $326.03 
POLARIS ULTRA STENT 5X16 W/O WIRE, $324.16 
FASTPASS LASSO 45 DEG CURVE RIGHT, $323.50 
QUICKPASS LASSO 90 DEG CURVE STRAIGHT, $323.50 
VERSASTEP PLUS 15MM CANNULA AND DILATOR, $323.48 
ELECTRODE VAPR SUCTION CAUTERY, $319.24 
CELL SAVER BOWL SET, $313.70 
DERMABOND PRINEO SKIN CLOSURE SYSTEM, $306.58 
HALO GUIDEWIRE, $305.87 
ARMADA PTA 12X40X80, $303.50 
ARMADA PTA 12X80X80, $303.50 
ARMADA PTA 14X40X80, $303.50 
ARMADA PTA 14X80X80, $303.50 
ENDO STITCH, $302.85 
CATH 5FR PIG 1CM, $302.66 
"POSISEP X ENT SPLINT 0.6"" X 2.0""", $300.23 
AQUILEX INFLOW/OUTFLOW Y-TUBING, $298.91 
EZ-IO PD NEEDLE SET, $298.91 
VERSASTEP PLUS 12MM CANNULA AND DILATOR, $297.83 
12/15 NAVIGATOR HD ACCESS SHEATH 36CM, $296.37 
NAVIGATOR HD URETERAL SHEATH 11/13 36CM, $296.37 
NAVIGATOR HD URETERAL SHEATH 11/13 46CM, $296.37 
FOGARTY CATH, $294.72 
BURR MIDAS B1, $294.15 
STAPLER TL90 LINEAR, $292.17 
SCORPION NEEDLE, $290.67 
BALLOON CATHETER CHARGER 4x200x135, $287.12 
BALLOON CATHETER CHARGER 6.0X150X135, $287.12 
KATZ FOREIGN BODY EXTRACTOR, $283.35 
BURR MIDAS C1, $281.42 
BALLOON CATHETER CHARGER 7X120X135, $281.23 
MESH PROLENE 3X6, $279.91 
BALLOON CATHETER CHARGER 10.0X80X75, $276.52 
CATH BALLOON 7.0X40X75, $275.33 
CATH BALLOON 5.0X40X135, $275.33 
CATH BALLOON 6.0X80X135, $275.33 
CATH BALLOON 10.0X40X75, $275.33 
BALLOON CATHETER CHARGER 4.0X40X135, $275.33 
BALLOON CATHETER CHARGER 5.0X20X135, $275.33 
BALLOON CATHETER CHARGER 5.0X40X75, $275.33 
CATH BALLOON 5.0X80X135, $275.33 
CATH BALLOON 6.0X40X135, $275.33 
BALLOON CATHETER CHARGER 6.0X60X75, $275.33 
BALLOON CATHETER CHARGER 8.0X40X135, $275.33 
CATH BALLOON 8.0X40X75, $275.33 
FILTER SMOKE EVACUATOR, $275.26 
PICC SINGLE LUMEN 4F, $275.22 
PINK PIGAZZI POSITIONING SYSTE, $274.02 
STENT PERCUFLEX PLUS FIRM 6X24CM, $272.98 
STENT PERCUFLEX PLUS FIRM 6X26CM, $272.98 
LIGA CLIP ERCA 320, $265.28 
FLEXIMA CATH 10F, $263.10 
RUMI KOH-EFFICIENT 4.0CM, $261.98 
STAPLER TL60 LINEAR, $260.69 
MIXING BOWL/SPATULA-ADVANCE, $259.75 
HEWSON SUTURE RETRIEVER, $259.68 
TLC55 LINEAR CUTTER, $258.20 
CATH 4FR 65CM KUMPE, $257.61 
CUTTING LOOP, $256.90 
SUCTION IRRIGATOR (PROBE PISTOL), $255.98 
SIMPLEX BONE CEMENT, $255.63 
WOUND V.A.C., $255.30 
DUPLO SPRAYER, $254.52 
RUMI KOH-EFFICIENT 3.5CM, $254.17 
FEMORAL INSERTION CATH ONLY J TIP, $253.81 
ORBERA GENERAL PURPOSE TOOLS, $252.85 
ACCUSTICK II J TIP, $251.79 
VERSASTEP PLUS 5MM CANNULA AND DILATOR, $250.29 
ULTRAVENT RADIOAEROSOL SYSTEM, $249.40 
"TRAY IJ CATH 11.5X6"" (15CM)", $248.96 
SUTR ANCH PEEK S-TAK KNOTLESS 3X1, $248.40 
SUTR ANCH PEEK S-TAK KNOTLESS 3X1, $248.40 
ARTICULATING INJECTION NEEDLE, $245.74 
CATH 5FR STRAIGHT MEASURE, $245.74 
PICC POWER DOUBLE LUMEN, $245.74 
"SURGICEL HEMOSTAT 2""", $245.74 
PATIENT CIRCUIT LOW FLOW, $245.44 
GUIDE WIRE SC 5CM 014 300, $242.27 
LUBRICANT VIPERSLIDE, $242.27 
PATIENT CIRCUIT HIGH FLOW, $241.35 
RELOAD TCR75, $237.67 
RUMI II KOH-EFFICIENT 3.0CM, $234.31 
RUMI TIP GREEN 6.7MMX10CM, $234.31 
ENDO POUCH/CATCH 12MM, $234.03 
"DRILL PIN, BICEPSBUTTON, 3.2MM", $233.50 
EXPANDABLE SLEEVE, $233.09 
RF ELECTRODE 100MM NIMBUS, $232.36 
CATH COIL NESTER 35-14-10, $231.48 
CATH COIL NESTER 35-14-8, $231.38 
CATH COIL NESTER 35-14-6, $231.32 
DISPOSABLE RF ELECTRODE 10CM, $226.40 
DISPOSABLE RF ELECTRODE 15CM, $226.40 
DISPOSABLE RF ELECTRODE 20CM, $226.40 
DISPOSABLE RF ELECTRODE 5CM, $226.40 
POLYPECTOMY NET 2.5MM, $225.30 
ENDO BABCOCK 10MM, $224.00 
SWAN GANZ THERMO DIL, $223.84 
FLEXBLOCK NERVE BLOCK KIT, $222.94 
CATH COIL NESTER 35-7-8, $219.74 
CROSSFLOW INTEGRATED CASSETTE TUBING, $219.43 
CELL SAVER RESERVOIR, $218.55 
WILSON FRAME KIT, $215.82 
SHOULDER STABILIZATION KIT, $215.82 
ROTH NET 2.6MMX230CM, $215.00 
T-SCOPE PREMIER KNEE BRACE, $214.34 
WOUND RETRACTOR ALEXIS X-LARGE, $211.97 
CATH DRAIN 8.5-25, $211.78 
SHOULDER SUSPENSION KIT, $210.00 
ALLIANCE II SYRINGE, $206.83 
DRAIN BLAKE 15 fr, $206.83 
TROCAR 15.5MM B15LT, $206.33 
CROSSBOW SYSTEM WITH ADAPTOR, $206.00 
TORPEDO HL 4.2MMX19CM, $205.50 
RF ELECTRODE 150MM NIMBUS, $203.58 
IR PACK, $203.26 
SUTURE CLIPS LAPRA-TY ABSORBABLE, $201.25 
DR. SHELLEY VEIN PACK, $198.26 
CATH DRAIN DAWSON MUELLER 10.2, $198.08 
RANY CLIP GUN KIT, $197.31 
BLADE M4 INF TURB 2MM ROTATE, $195.98 
TROCAR BLADELESS B12XT 12MMX150MM, $195.78 
PANNUS RETENTION, $194.75 
SUCTION DEPUY MINI/KAMVAC, $193.76 
SHEATH INTRODUCER 6 30CM, $193.76 
VENUM RF 18G 100MM, $193.00 
VENUM RF 18G 150MM, $193.00 
INFLATION SYRINGE, $189.98 
DRAIN BLAKE 19 fr, $189.41 
RUMI TIP BLUE 6.7MMX8CM, $188.78 
DUAL LUMEN URETERAL CATHETER, $188.58 
RESECTOR 5.50 AGGRESSIVE, $188.47 
IRRIGATION TUBESET MISONIX, $188.03 
SAWBLADE 6125-127-90, $187.62 
VISIPAQUE 320  100 ML, $187.40 
4FR ANGLED GLIDE, $186.46 
CATH 4FR 65CM ANGLED GLIDE, $186.46 
CATH 4FR 65CM C2 GLIDE, $186.46 
CATH 5FR 10CM ANGLED GLIDE, $186.46 
TROCAR 12MM OPTIVIEW 2B12XT 12/150MM, $185.17 
GLIDESHEATH SLENDER SS .021 GW 5FR 10CM, $185.15 
PLEURX PATIENT STARTER KIT 1000ML, $184.75 
SCD THIGH HIGH LARGE (BLUE) 9780, $184.08 
CATHETER SPHENOCATH FLUORO, $183.38 
DISP ENDO SHEARS, $182.56 
RUMI TIP WHITE 6.7MMX6CM, $182.41 
ULTRASLING II MEDIUM, $182.41 
TIGERSTICKS, $182.17 
CATH LEIBERMAN, $182.14 
"EPIDURAL NEEDLE EPIMED 14GX4"" COUDE", $182.10 
ELECTRODE L-HOOK 33 CM DISPOSABLE, $182.06 
LIGACLIP MCL20 (L)0, $182.05 
ENDOLOOP VICRYL #0 EJ10, $181.91 
SINGLE ACTION PUMPING SYSTEM, $181.87 
SCD SMALL (YELLOW) 9545T, $181.83 
SAWBLADE 6118-127-90, $181.56 
6FR CONCIERGE GUIDE ULT 1, $180.67 
MULTIFIRE SCORPION NEEDLE, $180.11 
GELFOAM 100, $179.40 
IR BASIC TRAY, $179.32 
6F AR1.0, $178.31 
6F AR2.0, $178.31 
6F EBU4.0, $178.31 
6F EBU4.5, $178.31 
6FR AL3 GUIDE, $178.31 
6FR AR1W/SH GUIDE, $178.31 
6FR AR2W/SH GUIDE, $178.31 
JUDKINS 6FJL4.0, $178.31 
JUDKINS 6FJL4.5, $178.31 
TIGER LOOP, $178.31 
TIGER LOOP, $178.31 
6F EBU3.5, $178.31 
6F JR4.0, $178.31 
ELECTRODES ADULT ONESTEP COMPLETE, $177.00 
SCISSORS LAP 5X45CM, $176.15 
REGULAR TR BAND WITH INFLATOR, $176.07 
PNEUMO SURE HIGH FLOW INSUFFLATOR TUBING, $175.80 
CATHETER BREVI-XL, $175.34 
.035 SENSOR WIRE ANGLED, $173.64 
OPEP AEROBIKA, $173.10 
CLEARIFY SCOPE WARMER KIT, $172.82 
.035 SENSOR STRAIGHT TIP, $172.36 
LONESTAR RETRACTOR 25.8 CM X 11.3 CM, $171.32 
C-SECTION PACK, $170.97 
ANGIOPLASTY KIT, $170.14 
MIXEVAC KIT-STRYKER, $169.80 
5FR AL1 GUIDE CATHETER, $169.63 
5FR EBU 3.5 GUIDE CATHETER, $169.63 
5FR JR4 GUIDE CATHETER, $169.63 
SIDEKICK RIGID NEEDLE, $169.63 
GLIDEWIRE 0.038 STRAIGHT, $169.06 
6FX55CM ANSEL 2, $168.21 
ANSEL 1 SHEATH, $168.21 
ANSEL 2 7FR, $168.21 
ANSEL 2 SHEATH 6.0, $168.21 
6FX55CM ANSEL 2, $168.21 
ANSEL 1 SHEATH 5.0, $168.19 
ANSEL 1 SHEATH 6.0, $168.14 
ANSEL 1 7FR, $168.06 
TROCAR BLADELESS B12LT, $167.23 
TROCAR BLADELESS 2B5LT, $166.95 
"TOURNIQUET CUFF 34""", $166.88 
TROCAR 12X100 OPTICAL Z-THREAD (CTF73), $166.72 
UNHOODED 6 FLUTE ROUND BURRS, $166.72 
DRAIN ROUND 10 MM BLAKE, $166.65 
ENDOSCOPIC APPLICATOR 41CM, $166.36 
PADS IMP KNEE DISP, $166.18 
NEBULIZER CONVENIENCE KIT, $165.12 
SPINAL CANNULA SET G 18, $164.78 
LIGACLIP MCA20(M)       MCM20, $164.36 
BRA POST OP XXL, $164.21 
FORMULA 5.0 AGGRESSIVE PLUS, $163.95 
EVERGREEN LSO LP 631 ADJUST, $163.70 
LIGACLIP MCA20(S)       MCS20, $163.45 
TROCAR 12X100 OPTICAL FIXATION (CFF73), $162.98 
ENDO POUCH/CATCH, $162.92 
RAABE SHEATH 5.0-38-70-RB, $162.92 
SHEATH 4 FR, $162.85 
SHEATH 7 FR 1.1CM, $162.85 
STIFF MICROPUNCTURE 4FR 401-NT-SST, $162.85 
SHEATH 5 FR, $162.85 
SHEATH 8 FR, $162.85 
STIFF MICROPUNCTURE 5FR, $162.85 
TROCAR 12X150 OPTICAL FIXATION (CFF71), $162.85 
PRESSURE PROTECTOR PAD, $162.39 
4FR GLIDECATH 120CM, $162.14 
SHEATH 6 FR, $161.81 
SUTURE ENDO STITCH SURGIDAC RELOAD 2-0 G, $161.62 
SUTURE SOFSILK 2-0 170004, $161.61 
ENDO SCISSORS CURVED 5mm, $161.20 
GLIDESHEATH SLENDER SS .021 GW 6FR 10CM, $160.57 
GLIDESHEATH SLENDER SS .021 GW 7FR 10CM, $160.57 
MULTI LUMEN (CENTRAL VENOUS), $160.28 
PULSAVAC 210-112, $159.84 
"SUTR ANCH, PEEK CRKSCRW FT, TRI-PLAY", $159.28 
GLIDESCOPE BLADE S3, $158.99 
GLIDESCOPE BLADE S4, $158.99 
TK-5 QUICK LOAD UNIT, $158.99 
DERMATOME BLADE, $158.87 
BIOPSY NEEDLE PERCUCUT 21G X 10CM, $158.84 
DRAIN FLAT 7 MM BLAKE, $158.64 
FORMULA 3.5 RESECTOR, $158.59 
PKU COLLECTION KIT, $157.63 
RELOAD TCR55, $157.42 
FLUIDWARMER DRAPE, $156.25 
CLIPS FILSHIE, $155.81 
DYNATRACK PATELLA STABILIZER MEDIUM, $154.94 
LEFT HEART KIT, $154.63 
RESECTOR 4.0 AGGRESSIVE PLUS, $154.32 
SUTURE RETREIVER, $153.32 
BRA POST OP LG, $152.93 
INTRANASAL DOYLE SPLINT, $152.81 
BIOPSY NEEDLE PERCUCUT 18GX10CM, $152.54 
SUTURE FIBERWIRE #5 CCS-1 (AR-7211), $152.39 
IRRIGATION BIPOLAR TUBING, $152.29 
ON-Q CATHETER EXPANSION KIT, $151.98 
8.5MM CANNULA SEALS, $151.23 
EPIDURAL TRAY W/ 19G FLEXTIP CATHETER, $150.68 
.035 ZIP NITINOL WIRE ANGLED, $150.18 
RANGER HIGH FLOW, $147.67 
OPTITORQUE 5FR JACKY RADIAL 100CM, $147.55 
COLPO-PNEUMO OCCLUDER RUMI SYS, $147.50 
RELOAD TR60, $146.40 
FORMULA 4.0 BARREL BUR, $145.95 
DISP HOOK SHEARS, $145.89 
5F RIM 40CM CATHETER, $145.08 
4F RIM CATHETER, $145.08 
FORMULA 4.0 CURVED GATOR, $144.82 
SCD MEDIUM (GRAY) 9530T, $144.57 
ELECTRODE L-HOOK 45 CM DISPOSABLE, $144.22 
"TOURNIQUET CUFF 24""", $143.96 
GUIDE WIRE NITINOL .018 X 125CM, $143.69 
HI-WIRE HWAS-35-260, $143.53 
FLYTE HOOD W/PEELAWAY, $143.35 
FLYTE HOOD W/PEELAWAY, $143.35 
GLIDESHEATH SLENDER SS .021 GW 6FR 16CM, $143.18 
FORMULA 4.0 TOMCAT, $142.86 
WECK HEM-O-LOCK POLYMER LIGATING CLIPS, $142.14 
DRAPE - ARTHROSCOPY, $142.07 
NASAL PACKING RHINO 550, $141.99 
SPINAL TRAY ANES 1T2456, $141.60 
SUTURE ENDO STITCH POLYSORB 0  ES-9, $140.05 
12/20 QUICKBORE BX 15CM, $139.94 
BLADE 21X90X1.27MM SYSTEM SIX, $139.94 
BURR - EGG, $139.94 
FLUTTER MUSCUS DEVICE SYSTEM, $139.94 
TAUT CATHETER, $139.94 
TROCAR BLADELESS B5XT, $139.94 
T-MAX  DISPOSABLE FACE MASK, $139.67 
ENDO POUCH/CATCH 5MM, $138.58 
FORMULA 5.5 BARREL BUR, $138.39 
FORMULA 5.5 BARREL BUR, $138.39 
"TOURNIQUET CUFF 12""", $136.42 
TRAY PLEUR-VAC, $136.31 
PROBE 5MM 20 GA CRVD 54MM, $135.99 
HI-WIRE HWA-35-150, $135.80 
HW 35-150 STRAIGHT, $135.80 
EXCALIBUR CURVED HL 4.2MMX19CM, $135.50 
ROUND BURR HL 8 FLUTE 5.0MMX19CM, $135.50 
TRIM-IT CUSTOM HIP CANNULA, $133.50 
FORMULA 4.0 RESECTOR, $132.59 
FORMULA 4.0 RESECTOR, $132.59 
SUTURE V-LOC 180 2-0, $132.56 
SCD KNEE HIGH MED (GRAY) 9529, $131.33 
SPG BULB DRAINAGE SYSTEM 10FR, $130.96 
SUTURE SILK 3-0 C C-013D, $130.95 
DRAPE C-ARMOR  5523, $130.22 
5F TRACK DEXTERITY 110 CATHETER, $129.90 
5F TRACT DEXTERITY 110 CATHETER, $129.90 
TLS EVACUATED DRAIN SYSTEM 7 FR, $129.86 
ABDUCTION PILLOW, $128.89 
JACKSON TABLE PATIENT KIT, $128.66 
BX INSTRUMENT 1410, $128.24 
TROCAR 5X100 OPTICAL Z-THREAD (CTF03), $128.08 
TROCAR 8X100MM OBTURATOR AND SEAL COQ61, $128.04 
"TOURNIQUET CUFF 18""", $128.01 
TROCAR 5X100 BLADED FIXATION (CFB03), $127.96 
KRONNER MANIPAY, $127.85 
FIBERLINK #2, $127.25 
OPTITORQUE 5FR TIG CK RADIAL 100CM, $126.70 
PROHANCE 20ML, $126.43 
GUIDE WIRE NITINOL .018 X 60CM, $124.10 
SUTURE QUILL PDO SIZE 2 RA1065Q, $123.60 
PASSPORT BUTTON CANNULA, $123.50 
NEEDLE TRU-CUT BIOPSY 14G X 15CM, $123.44 
HALO CAP SMALL, $123.06 
ACCESS NEEDLE 14GA, $122.79 
SAWBLADE - LONG WIDE, $122.13 
SCD FOOT CUFF LGE.PNK, $121.87 
OMNI FLUSH 4FRX70CM, $121.82 
SAWBLADE - SHORT NARROW 15MM X 7MM, $121.74 
TROCAR 5x150 Z-THREAD (CTF01), $119.95 
DRAPE SHOULDER 172x100, $118.77 
BREAST PUMP DOUBLE, $117.69 
SUTURE QUILL PDO 0 (RA-1079Q), $117.15 
GI SPOT INK, $115.25 
CANNULA HEX FLEX 7MM X 85MM (BLUE), $113.98 
FEMORAL ARTERY SET, $112.78 
CATH HNBR50-38-80-P-NS-MIK, $112.36 
ABDOMINAL BINDER SZ 72-94, $112.01 
CELL SAVER BOWL A&A, $111.85 
HI-WIRE 260 REGULAR, $111.27 
HI-WIRE HWA-25-180, $111.27 
HI-WIRE HWAS-35-150, $111.27 
INFANT KIT, $110.93 
MICROPUNCTURE DEVICE, $108.76 
BIPAP MASK MEDIUM, $108.15 
BIPAP MASK SMALL, $108.15 
BIPAP MASK LARGE, $108.15 
AMPLATZ 35-180, $107.79 
VACCUUM DEL CUP (KIWI), $107.67 
MICRO SUTURELASSO STRAIGHT, $107.07 
"SUTURE V-LOC 180 2-0 9""", $105.48 
CHEMOPLUS SPILL KIT, $105.05 
NEPTUNE INJECTION NEEDLE 22GA, $104.89 
CATHETER INTERUTERINE KOALA IPC, $104.82 
LATERAL POSITIONER PAD, $104.24 
GRAVITY IRRIGATION TUBING, $103.89 
NEO-TEE, $103.37 
LEAD HAND, $103.35 
RANGER HIGH FLOW W/O ADMIN SET, $102.93 
PUREVIEW ACTIVE LAPAROSCOPIC PLUME FILTR, $102.64 
DRESSING MEPILEX BORDER AG 4X10, $102.19 
GLOVES RADIATION SZ 8.0, $102.17 
GLOVES RADIATION SZ 8.0, $102.17 
SCD FOOT CUFF REG.GRN, $101.73 
SWEDISH AFO MEN'S RIGHT (WHITE), $101.34 
ELECTRODE STAT PADZ RED, $101.15 
CANNULA 7X7, $101.03 
DISTRACTION PIN 14MM, $101.03 
HEADREST LG SURGICEL CUSHION, $101.03 
NEPTUNE PATCH, $101.03 
HEADREST SM SURGICEL CUSHION, $101.03 
"SUTURE V-LOC 90 3-0 V-20 6"" GREEN", $100.66 
CANNULA PARTIAL THREAD 8.25, $100.57 
SAWBLADE - SHORT NARROW 11.5MM X 5.5MM, $100.19 
UROVAC BLADDER EVACUATOR, $99.49 
SUTURE CAPIO PROLENE 0, $98.96 
SUTURE CAPIO PDS 0 MONODEK, $98.96 
SAWBLADE - LONG MED, $98.75 
DRESSING IOBAN/LG., $98.72 
BLADE - RECIPROCATING, $98.56 
SAWBLADE - MED MED, $98.26 
LMA SUPREME SIZE 3, $97.35 
LMA SUPREME SIZE 4, $97.35 
LMA SUPREME SIZE 5, $97.35 
CYSTOGRAFIN 300ML, $96.19 
HIP KIT, $96.09 
TUBE ENDOTRACHEAL REINFORCED, $96.05 
DISTRACTION PIN 12MM, $96.03 
OBTURATOR 8MM BLADELESS, $96.03 
LAP/PELVIC PACK I, $95.96 
LACERATION TRAY, $95.58 
LEICA MICROSCOPE DRAPE, $95.25 
"SUTURE FIBERWIRE 2-0 TIE 38"" (AR-7221)", $95.25 
CATHETER RADIAL ARTERIAL, $95.16 
SUTURE FIBERWIRE 2-0 AR7220, $95.02 
ULTIIMATE 1, $94.88 
ULTIIMATE 2, $94.88 
ULTIIMATE 3, $94.88 
URETERAL CATHETER CONE TIP 5F X 70CM, $94.55 
SUTURE NUROLON N104T, $94.51 
CATHETER HSG, $94.39 
145 AMPLATZ, $94.28 
PICC LINE CONV.3FR, $93.91 
CANNULA SYSTEM CLEAR TRAC, $93.58 
ROSEN WIRE 35-260, $93.30 
WIRE TSCF-35-260-3, $93.21 
SUTURELASSO SD WIRE LOOP, $93.10 
THORACOSTOMY PROCED.TRAY, $92.72 
NEEDLE CYSTOSCOPIC INJECTION 5.0FR-23GA, $92.55 
GUARDIAN II, $92.35 
AMPLATZ SUPER STIFF GUIDEWIRE .035, $92.02 
DRAPE OPMI 65MM OBJ WITH ACC (X5) NO.71, $91.53 
SUTURE STRATAFIX 2-0 SXPD1B401, $91.53 
"SUTURE V-LOC 180 0  12""  GS-21", $91.41 
CATH 4FR OMNI SELECT 2, $91.34 
EXTEND-IT FINGER SPLINTS LARGE, $90.28 
"FOLEY CATH 2-WAY COUNCIL SHORT OPEN 18""", $90.28 
ELECTRODE ACROMIOPLASTY 165MM, $89.94 
SUTURE ETHIBOND #5 V-37 (MB66G), $89.90 
DERMABOND, $89.86 
SUTURE STRATAFIX 1 SXPP1A400, $89.74 
HEAD RESTRAINT, $89.44 
NOSEBLEED TRAY, $89.29 
TRANSPAC IV 60 IN 12 MACRODRIP, $89.09 
SUTURE ETHIBOND 2 MX69G, $89.06 
SUTURE ETHIBOND 2 MX69G, $89.06 
PIGTAIL 6SH 145 DEG 110, $88.26 
CATHETER COUDE 20FR LATEX, $88.12 
PROBE 15MM 20 GA CRVD 145MM, $88.12 
BIPSY FORCEPS HOT ENDOCHOICE, $88.08 
GVL-3 STAT, $88.03 
"FOLEY CATH 2-WAY COUNCIL SHORT OPEN 16""", $87.76 
CATHETER 20FR 3-WAY 30CC, $87.53 
LEG LIFT RIGID, $87.24 
80CM AMPLATZ, $87.10 
GUIDE WIRE 80CM STIFF AMPLATZ, $87.10 
UBL TREATMENT KIT, $87.04 
CATHETER 24FR THREEE WAY 30CC, $86.87 
RADAR VASCULAR COMPRESSION DEVICE, $86.83 
OXYMIZER, $85.94 
BIS SENSOR, $85.94 
