SVCCD,Description,PRICE1,As of Date
1610088,LE-LWR EXT INFANT DR,734.5,7/2/2019
1610089,LE-ANKLE 2V DR      ,866,7/2/2019
1610090,LE-ANKLE 3VPLUS DR  ,1719,7/2/2019
1610091,LE-FOOT 2V DR       ,1453,7/2/2019
1610092,LE-FOOT 3V PLUS DR  ,1792.5,7/2/2019
1610093,LE-CALCANEUS 2PLS DR,1403,7/2/2019
1610094,LE-TOE S 2VPLUS DR  ,1453,7/2/2019
1610095,CH-ABD SER PA CXR DR,3765,7/2/2019
1610097,FL-SMALL BOWEL DR   ,1346.5,7/2/2019
1610101,FL-IVP DR           ,5633,7/2/2019
1610106,FL-CYSTOGRM 3VPLS DR,2810,7/2/2019
1610110,FL-UCG VOIDING DR   ,2034,7/2/2019
1610112,IR-HYSTERSALPINGOGRM,1674,7/2/2019
1610114,FL-FLUORO 1 HOUR    ,2707,7/2/2019
1610122,BONE AGE STUDY DR   ,1792.5,7/2/2019
1610124,BNE SRVY LTD METS DR,1983.5,7/2/2019
1610125,BNE SRVY CMP METS DR,7388.5,7/2/2019
1610126,BONE SRVY INFANT DR ,1319.5,7/2/2019
1610131,UE-SHOULDER 1V BI DR,3092.5,7/2/2019
1610132,UE-SHOULDER 2V BI DR,4156.5,7/2/2019
1610133,IR-ATHGRM SHLD BI DR,10834.5,7/2/2019
1610136,UE-FOREARM 2VW BI DR,3284,7/2/2019
1610137,UE-UPEXT INFNT BI DR,3329,7/2/2019
1610139,UE-WRIST 3VW BI DR  ,3284,7/2/2019
1610141,UE-HAND 3VWS BI DR  ,3259.5,7/2/2019
1610144,LE-FEMUR 2VW BI DR  ,2777,7/2/2019
1610145,LE-KNEE1TO2V BI DR  ,2925,7/2/2019
1610148,LE-TIB FIB 2V BI DR ,3841,7/2/2019
1610149,LE-LWEXT INFNT BI DR,1466.5,7/2/2019
1610151,LE-ANKLE 3VWS BI DR ,3437.5,7/2/2019
1610152,LE-FOOT 2VWS BI DR  ,2908,7/2/2019
1610153,LE-FOOT 3VWPLS BI DR,3585,7/2/2019
1610155,LE-TOE S 2VWS BI DR ,2577,7/2/2019
1610163,CH-CHEST 1V DR      ,1099.5,7/2/2019
1610164,CH-CHEST 2V DR      ,1865,7/2/2019
1610165,CH-CHEST 3V DR      ,1607.5,7/2/2019
1610167,CH-ABDOMEN 1 VIEW DR,1168,7/2/2019
1610168,CH-ABDOMEN 2 VWS DR ,2334.5,7/2/2019
1610169,CH-ABDOMEN 3VWS DR  ,1468,7/2/2019
1612108,HE-FACIAL BNS LTD CR,1810.5,7/2/2019
1612126,SP-NECK SOFT TISS CR,1758,7/2/2019
1612127,FL-PHARYNX LARYNX   ,1500,7/2/2019
1612134,CH-RIBS UNILAT CR   ,1155.5,7/2/2019
1612135,CH-RIB UNI PA CXR CR,2079,7/2/2019
1612136,CH-RIBS BILATERAL CR,1255.5,7/2/2019
1612141,SP-SPINE SNGL VW CR ,1340,7/2/2019
1612142,SP-CERV SP 2TO3VW CR,2012,7/2/2019
1612147,SP-T SPINE 3 VIEW CR,2602,7/2/2019
1612148,SP-T SPNE 4PLUS V CR,1231.5,7/2/2019
1612151,SP-LS SPN 2 TO 3V CR,1719,7/2/2019
1612152,SP-LS SPNE 4VPLUS CR,2291.5,7/2/2019
1612153,SP-LS SPINE W BND CR,2792.5,7/2/2019
1612158,IR-MYELO CERVICAL   ,8827.5,7/2/2019
1612160,IR-MYELO LUMBAR     ,8943.5,7/2/2019
1612161,IR-MYELO COMPLETE   ,9084,7/2/2019
1612164,UE-CLAVICLE CR      ,1400.5,7/2/2019
1612166,UE-SHOULDER 1V CR   ,1546.5,7/2/2019
1612167,UE-SHLDR 2VW PLUS CR,2079,7/2/2019
1612169,UE-HUMERUS CR       ,2079,7/2/2019
1612170,UE-ELBOW 2V CR      ,1429,7/2/2019
1612171,UE-ELBOW 3V CR      ,776,7/2/2019
1612172,UE-FOREARM 2V CR    ,1642,7/2/2019
1612173,UE-UP EXT INFANT CR ,1666,7/2/2019
1612174,UE-WRIST 2V CR      ,1320.5,7/2/2019
1612175,UE-WRIST 3V PLUS CR ,1642,7/2/2019
1612176,UE-HAND 2V CR       ,1319.5,7/2/2019
1612177,UE-HAND 3V CR       ,1629.5,7/2/2019
1612178,UE-FINGER S 2VPLS CR,1319.5,7/2/2019
1612179,LE-HIP UNILAT 1V CR ,943.5,7/2/2019
1612184,LE-FEMUR 2V CR      ,1388,7/2/2019
1612185,LE-KNEE 1 TO 2V CR  ,1462.5,7/2/2019
1612186,LE-KNEE 3V CR       ,1629.5,7/2/2019
1612187,LE-KNEE 4V PLUS CR  ,1651.5,7/2/2019
1612189,LE-TIB FIB 2V CR    ,1919.5,7/2/2019
1612190,LE-LWR EXT INFANT CR,734.5,7/2/2019
1612191,LE-ANKLE 2V CR      ,866,7/2/2019
1612192,LE-ANKLE 3VPLUS CR  ,1719,7/2/2019
1612193,LE-FOOT 2V CR       ,1453,7/2/2019
1612194,LE-FOOT 3V PLUS CR  ,1792.5,7/2/2019
1612195,LE-CALCANEUS 2PLS CR,1403,7/2/2019
1612196,LE-TOE S 2VPLUS CR  ,1453,7/2/2019
1612197,CH-ABDOMEN 1 VIEW CR,1168,7/2/2019
1612198,CH-ABDOMEN 2 VWS CR ,2334.5,7/2/2019
1612200,CH-ABD SER PA CXR CR,3765,7/2/2019
1612203,FL-ESOPHAGUS        ,2654,7/2/2019
1612206,FL-GI SERIES        ,1701.5,7/2/2019
1612207,FL-GI SERIES W KUB  ,2875.5,7/2/2019
1612208,FL-GI W SM BOWEL    ,1898.5,7/2/2019
1612210,FL-GI AIR W KUB     ,3528.5,7/2/2019
1612211,FL-GI AIR W SM BOWEL,5222,7/2/2019
1612212,FL-SMALL BOWEL CR   ,1346.5,7/2/2019
1612215,FL-BARIUM ENEMA     ,2953,7/2/2019
1612216,FL-BARIUM ENEMA AIR ,4569.5,7/2/2019
1612232,FL-IVP CR           ,5633,7/2/2019
1612243,IR-HYSTERSALPINGO CR,1674,7/2/2019
1612279,IR-ARTHROGM SHLDR CR,5417.5,7/2/2019
1612280,IR-ARTHROGRAM ELBOW ,1114.5,7/2/2019
1612281,IR-ARTHROGRAM WRIST ,1114,7/2/2019
1612284,IR-ARTHROGRAM KNEE  ,4155,7/2/2019
1612286,CH-CHEST 1V CR      ,1099.5,7/2/2019
1612288,CH-CHEST 2V CR      ,1865,7/2/2019
1612304,UE-ELBOW 2VW BI CR  ,2856,7/2/2019
1612306,UE-FOREARM 2VW BI CR,3284,7/2/2019
1612309,UE-WRIST 3VW BI CR  ,3284,7/2/2019
1612310,UE-HAND 2VWS BI CR  ,2636.5,7/2/2019
1612311,UE-HAND 3VWS BI CR  ,3259.5,7/2/2019
1612314,LE-KNEE 1TO2V BI CR ,2925,7/2/2019
1612317,LE-TIB FIB 2V BI CR ,3841,7/2/2019
1612318,LE-ANKLE 2VW BI CR  ,1732,7/2/2019
1612319,LE-ANKLE 3VWS BI CR ,3437.5,7/2/2019
1612320,LE-FOOT 2VWS BI CR  ,2908,7/2/2019
1612321,LE-FOOT 3VWPLS BI CR,3585,7/2/2019
1612323,LE-TOE S 2VWS BI CR ,2577,7/2/2019
1612342,FL-FLUORO CVAD ANY  ,3247,7/2/2019
1612348,LE-PELVIS CR        ,2704.5,7/2/2019
1612353,FL-NEDL GUIDE FLUORO,2523,7/2/2019
1612354,FL-FLUORO GUIDE SPIN,1758,7/2/2019
1612377,IR-VENOGRAM EXT UNI ,3479,7/2/2019
1612383,IR-ABSC DRN CATH PLA,3948.5,7/2/2019
1612397,SP-CERV SP 4TO5VW CR,3139,7/2/2019
1612456,LE-HIP PV UN2OR3V CR,1010.5,7/2/2019
1612461,LE-FEMUR 1V CR      ,190.5,7/2/2019
1612483,FL-MOD BA SWALLOW   ,2642,7/2/2019
1621503,US-ENCEPHALOGRAM    ,1761.5,7/2/2019
1621510,US-HEAD NECK SFT TIS,2811.5,7/2/2019
1621511,US-CHEST MEDIASTINUM,1674,7/2/2019
1621513,US-ABDOMEN COMP WO  ,2497.5,7/2/2019
1621514,US-ABDOMEN LTD WO   ,3206,7/2/2019
1621515,US-ABDOMEN RETROPER ,1878.5,7/2/2019
1621516,US-ABDOMEN RETRO LMT,2894,7/2/2019
1621518,US-SPINAL CANAL     ,1348,7/2/2019
1621519,US-PELVIS PREG      ,732.5,7/2/2019
1621521,US-PELVIS PREG LTD  ,1388,7/2/2019
1621522,US-PLV PREG FU ABD  ,776,7/2/2019
1621523,US-FETAL BIO W NST  ,776,7/2/2019
1621524,US-FETAL BIO NONST  ,776,7/2/2019
1621529,US-TRANSVAGINAL     ,2149.5,7/2/2019
1621531,US-PELVIS NON OB    ,2831,7/2/2019
1621533,US-SCROTUM          ,2352.5,7/2/2019
1621534,US-TRANSRECTAL      ,1492.5,7/2/2019
1621537,US-HIPS INFANT W MAN,1180,7/2/2019
1621543,US-GUIDE NEEDLE PLAC,2228.5,7/2/2019
1621555,US-EXT VEINS DPLX WC,3910,7/2/2019
1621560,US-EXT VEINS DPX LTD,1904.5,7/2/2019
1621575,US-PELV PREG 14 WKS ,776,7/2/2019
1621577,US-PLV PRG 2T DETAIL,783,7/2/2019
1621579,US-PLV PRG TRNSV    ,776,7/2/2019
1621581,US-VAS ACCSS SITES  ,1516.5,7/2/2019
1621596,US-ABDOMN AAA SCREEN,289,7/2/2019
1621616,US-EXT COMP JNT UNI ,1377.5,7/2/2019
1621618,US-EXT LTD JNT UNI  ,1286.5,7/2/2019
1621623,US-ABD PARACEN W IMG,4133,7/2/2019
1621625,US-THORACNTSIS W IMG,5152,7/2/2019
1621626,US-THORCNT W TUB IMG,5092,7/2/2019
1621627,US-BRST BX LOC CLP 1,6713,7/2/2019
1621628,US-PLC LOC DVCE 1ST ,2355,7/2/2019
1621638,US-BREAST COMPLETE  ,1314,7/2/2019
1621639,US-BREAST LIMITED   ,1314,7/2/2019
1621660,US-FNA W IMG 1ST LES,1175.5,7/2/2019
1630001,CT-ABSC DRN CATH PLA,3948.5,7/2/2019
1630006,CT-HT CARD FUNC W   ,2837,7/2/2019
1630007,CT-ABD PELVIS WO    ,19868,7/2/2019
1630008,CT-ABD PELVIS W     ,21404,7/2/2019
1630009,CT-ABD PELVIS WWO   ,24463.5,7/2/2019
1630014,CTA-ABDOMEN PELVIS  ,17553,7/2/2019
1630017,CT-ABD PARACEN W IMG,4197,7/2/2019
1630028,CT-THORACNTSIS W IMG,5152,7/2/2019
1630029,CT-THORCNT W TUB IMG,5092,7/2/2019
1630046,CT-LOW DOSE CNCR SCR,5079,7/2/2019
1630067,CT-FNA W IMG 1ST LES,1175.5,7/2/2019
1631500,CTA-PELVIS          ,7522,7/2/2019
1631501,CT-PELVIS WO        ,10949,7/2/2019
1631502,CT-PELVIS W         ,11554.5,7/2/2019
1631503,CT-PELVIS WWO       ,12002.5,7/2/2019
1631508,CT-LOWER EXT WO BI  ,17831,7/2/2019
1631511,CTA-LOWER EXT BI    ,20058.5,7/2/2019
1631513,CT-GUIDE NEEDLE BX  ,5739.5,7/2/2019
1631514,CT-GUIDE TISSUE ABLA,2045,7/2/2019
1631516,CT-LIMITED FOLLOW UP,6508.5,7/2/2019
1631517,CT-HEAD WO          ,7482.5,7/2/2019
1631518,CT-HEAD W           ,10855,7/2/2019
1631519,CT-HEAD WWO         ,12117,7/2/2019
1631520,CT-ORBIT EAR WO     ,8916.5,7/2/2019
1631521,CT-ORBIT EAR W      ,9091.5,7/2/2019
1631523,CT-MAXILLOFACIAL WO ,8913,7/2/2019
1631524,CT-MAXILLOFACIAL W  ,9518,7/2/2019
1631525,CT-MAXILLOFACIAL WWO,11791.5,7/2/2019
1631526,CT-NECK SOFT TIS WO ,10549,7/2/2019
1631527,CT-NECK SOFT TIS W  ,10717.5,7/2/2019
1631528,CT-NECK SOFT TIS WWO,11144.5,7/2/2019
1631529,CTA-HEAD            ,8525,7/2/2019
1631530,CTA-NECK            ,8274.5,7/2/2019
1631531,CT-CHEST WO         ,5924,7/2/2019
1631532,CT-CHEST W          ,7599,7/2/2019
1631534,CTA-CHEST           ,9026,7/2/2019
1631535,CT-CERV SPINE WO    ,8302.5,7/2/2019
1631536,CT-CERV SPINE W     ,9910,7/2/2019
1631537,CT-CERV SPINE WWO   ,9930.5,7/2/2019
1631538,CT-THOR SPINE WO    ,8437.5,7/2/2019
1631539,CT-THOR SPINE W     ,9314.5,7/2/2019
1631541,CT-LUMB SPINE WO    ,10909.5,7/2/2019
1631542,CT-LUMB SPINE W     ,11064,7/2/2019
1631543,CT-LUMB SPINE WWO   ,11321,7/2/2019
1631544,CT-UPPER EXT WO     ,8914.5,7/2/2019
1631545,CT-UPPER EXT W      ,9262.5,7/2/2019
1631546,CT-UPPER EXT WWO    ,9808.5,7/2/2019
1631547,CTA-UPPER EXT       ,8776,7/2/2019
1631548,CT-LOWER EXT WO     ,8916.5,7/2/2019
1631549,CT-LOWER EXT W      ,9262.5,7/2/2019
1631550,CT-LOWER EXT WWO    ,9808.5,7/2/2019
1631551,CTA-LOWER EXT       ,10030,7/2/2019
1631552,CT-ABDOMEN WO       ,8919.5,7/2/2019
1631553,CT-ABDOMEN W        ,9847,7/2/2019
1631554,CT-ABDOMEN WWO      ,12464,7/2/2019
1631555,CTA-ABDOMEN         ,10030,7/2/2019
1631556,CTA-ABD ART W RUNOFF,11284,7/2/2019
1631567,CT-HEART WO QUAL    ,234.5,7/2/2019
1641000,MR-UPPER EXT WO     ,11839.5,7/2/2019
1641002,MR-UPPER EXT WWO    ,14001,7/2/2019
1641003,MR-UPPER JOINT WO   ,13566,7/2/2019
1641004,MR-UPPER JOINT W    ,26527.5,7/2/2019
1641005,MR-UPPER JOINT WWO  ,15317.5,7/2/2019
1641007,MRA-NECK WO         ,11731.5,7/2/2019
1641009,MRA-NECK WWO        ,13882.5,7/2/2019
1641010,MR-CHEST WO         ,12307.5,7/2/2019
1641012,MR-CHEST WWO        ,13476,7/2/2019
1641014,MR-LOWER EXTR WO    ,11839.5,7/2/2019
1641016,MR-LOWER EXTR WWO   ,14001,7/2/2019
1641017,MR-LW JOINT WO      ,13566,7/2/2019
1641018,MR-LW JOINT W       ,25946,7/2/2019
1641019,MR-LW JOINT WWO     ,15317.5,7/2/2019
1641020,MR-ABDOMEN WO       ,7206.5,7/2/2019
1641022,MR-ABDOMEN WWO      ,9366,7/2/2019
1641029,MR-GUIDE NEEDLE PLAC,8776,7/2/2019
1641039,MR-BREAST BI WWO    ,10921.5,7/2/2019
1641046,MR-ORBT FACE NECK WO,9815.5,7/2/2019
1641048,MR-ORBT FAC NCK WWO ,10896.5,7/2/2019
1641049,MRA-HEAD WO         ,11731.5,7/2/2019
1641051,MRA-HEAD WWO        ,13882.5,7/2/2019
1641052,MR-BRAIN WO         ,12210,7/2/2019
1641053,MR-BRAIN W          ,12985,7/2/2019
1641054,MR-BRAIN WWO        ,13829,7/2/2019
1641055,MR-CERV SPINE WO    ,13516.5,7/2/2019
1641056,MR-CERV SPINE W     ,14506,7/2/2019
1641057,MR-THOR SPINE WO    ,11827.5,7/2/2019
1641058,MR-THOR SPINE W     ,13626,7/2/2019
1641059,MR-LUMB SPINE WO    ,12707,7/2/2019
1641060,MR-LUMB SPINE W     ,13795.5,7/2/2019
1641061,MR-CERV SPINE WWO   ,15233.5,7/2/2019
1641062,MR-THOR SPINE WWO   ,14824,7/2/2019
1641063,MR-LUMB SPINE WWO   ,14105.5,7/2/2019
1641065,MR-PELVIS WO        ,7944,7/2/2019
1641067,MR-PELVIS WWO       ,12520,7/2/2019
1651011,NM-THYROID MET BODY ,5791,7/2/2019
1651030,NM-LYMPHATICS NODES ,3842.5,7/2/2019
1651036,NM-LIVER AND SPLEEN ,11002.5,7/2/2019
1651046,NM-GASTRIC EMPTYING ,4494.5,7/2/2019
1651052,NM-GI BLOOD LOSS    ,2718.5,7/2/2019
1651054,NM-MECKELS SCAN     ,2419,7/2/2019
1651057,NM-BONE SCAN LMTD   ,4224.5,7/2/2019
1651059,NM-BONE SCAN BODY   ,9533.5,7/2/2019
1651060,NM-BONE SCAN 3 PHASE,12692,7/2/2019
1651061,NM-BONE SCAN SPECT  ,3857.5,7/2/2019
1651073,NM-MYOCRD SPECT SNGL,16121.5,7/2/2019
1651074,NM-MYOCRD SPECT MULT,24628,7/2/2019
1651078,NM-GATED BLD POOL SN,5348.5,7/2/2019
1651087,NM-LUNG PERF PARTICU,4854.5,7/2/2019
1651105,NM-BRAIN CSF CISTERN,4882,7/2/2019
1651114,NM-KIDNEY VF NO PHRM,7194,7/2/2019
1651125,NM-TUMOR LOC BODY   ,7087.5,7/2/2019
1651128,NM-ABSCESS LOC BODY ,13170,7/2/2019
165113,R&B PEDIATRIC PVT   ,4216,7/2/2019
1651137,NM-RX ORAL ADMIN    ,3838.5,7/2/2019
1651138,NUCLEAR RX IV ADMIN ,1763.5,7/2/2019
1651143,NM-HEPATOBILIARY SYS,5317.5,7/2/2019
1651144,NM-HEPATOBIL W PHARM,5660.5,7/2/2019
1651146,NM-LUNG VENT PERFUS ,8724,7/2/2019
1651150,NM-THY UPT IMG W-BF ,5975.5,7/2/2019
1651151,NM-THYROID IMG W-BF ,891.5,7/2/2019
1651152,NM-PAR PLAN THY IMG ,1756,7/2/2019
165206,R&B PEDS PVT TELEM  ,5503.5,7/2/2019
1660115,EXAM SURG SPECMN DR ,2187,7/2/2019
1663068,US-HEAD NECK SFT TIS,2811.5,7/2/2019
1663071,US-ABDOMEN COMP WO  ,2497.5,7/2/2019
1663072,US-ABDOMEN LTD WO   ,3206,7/2/2019
1663073,US-ABDOMEN RETROPER ,1878.5,7/2/2019
1663087,US-TRANSVAGINAL     ,2149.5,7/2/2019
1663089,US-PELVIS NON OB    ,2831,7/2/2019
1663101,US-GUIDE NEEDLE PLAC,2047,7/2/2019
1663408,BR-DIG MAMMO SCRN BI,776.5,7/2/2019
1663409,BR-DIG MAMMO BILAT  ,925,7/2/2019
1663410,BR-DIG MAMMO UNILAT ,743.5,7/2/2019
1663504,DEXA AXIAL          ,879.5,7/2/2019
1663549,BR-DIG MAMMO SCRN UN,330.5,7/2/2019
1663604,US-EXT COMP JNT UNI ,1377.5,7/2/2019
1663605,US-EXT LTD JNT UNI  ,1286.5,7/2/2019
1663637,BR-PLC LOC DVCE 1ST ,2562.5,7/2/2019
1663639,BR-BRST BX LOC CLP 1,6227,7/2/2019
1663641,US-BRST BX LOC CLP 1,5901.5,7/2/2019
1663662,US-BREAST COMPLETE  ,1314,7/2/2019
1663663,US-BREAST LIMITED   ,1314,7/2/2019
1670043,CT-ABD PELVIS WO    ,9618.5,7/2/2019
1670044,CT-ABD PELVIS W     ,9939,7/2/2019
1670045,CT-ABD PELVIS WWO   ,10260,7/2/2019
1670046,US-EXT COMP JNT UNI ,1377.5,7/2/2019
1670047,US-EXT LTD JNT UNI  ,1286.5,7/2/2019
1670105,US-PELV PREG 14 WKS ,776,7/2/2019
1670109,US-PLV PRG 2T DETAIL,735.5,7/2/2019
1670113,US-PLV PRG TRNSV    ,776,7/2/2019
1670122,US-TRANSVAGINAL     ,1889.5,7/2/2019
1670123,US-PELVIS NON OB    ,2831,7/2/2019
1670164,CT-HEAD WO          ,5079,7/2/2019
1670165,CT-HEAD W           ,7855,7/2/2019
1670166,CT-HEAD WWO         ,8756.5,7/2/2019
1670167,CT-ORBIT EAR WO     ,5079,7/2/2019
1670168,CT-ORBIT EAR W      ,7855,7/2/2019
1670169,CT-ORBIT EAR WWO    ,8756.5,7/2/2019
1670170,CT-MAXILLOFACIAL WO ,5079,7/2/2019
1670171,CT-MAXILLOFACIAL W  ,7855,7/2/2019
1670173,CT-NECK SOFT TIS WO ,5079,7/2/2019
1670174,CT-NECK SOFT TIS W  ,7855,7/2/2019
1670175,CT-NECK SOFT TIS WWO,8756.5,7/2/2019
1670178,MR-ORBT FACE NECK WO,8985.5,7/2/2019
1670180,MR-ORBT FAC NCK WWO ,10896.5,7/2/2019
1670181,MRA-HEAD WO         ,7156,7/2/2019
1670184,MRA-NECK WO         ,11730.5,7/2/2019
1670187,MR-BRAIN WO         ,8985.5,7/2/2019
1670189,MR-BRAIN WWO        ,13829,7/2/2019
1670208,CT-CHEST WO         ,5079,7/2/2019
1670209,CT-CHEST W          ,7599,7/2/2019
1670212,MR-CHEST WO         ,12718.5,7/2/2019
1670214,MR-CHEST WWO        ,13476,7/2/2019
1670231,CT-CERV SPINE WO    ,8756.5,7/2/2019
1670232,CT-CERV SPINE W     ,7855,7/2/2019
1670233,CT-CERV SPINE WWO   ,5079,7/2/2019
1670234,CT-THOR SPINE WO    ,7855,7/2/2019
1670237,CT-LUMB SPINE WO    ,5079,7/2/2019
1670238,CT-LUMB SPINE W     ,7855,7/2/2019
1670239,CT-LUMB SPINE WWO   ,8756.5,7/2/2019
1670240,MR-CERV SPINE WO    ,8985.5,7/2/2019
1670242,MR-THOR SPINE WO    ,8985.5,7/2/2019
1670244,MR-LUMB SPINE WO    ,8985.5,7/2/2019
1670245,MR-LUMB SPINE W     ,11449,7/2/2019
1670246,MR-CERV SPINE WWO   ,13980.5,7/2/2019
1670247,MR-THOR SPINE WWO   ,13980.5,7/2/2019
1670248,MR-LUMB SPINE WWO   ,8604,7/2/2019
1670253,CT-PELVIS WO        ,7855,7/2/2019
1670254,CT-PELVIS W         ,7855,7/2/2019
1670255,CT-PELVIS WWO       ,8756.5,7/2/2019
1670256,MR-PELVIS WO        ,7944,7/2/2019
1670258,MR-PELVIS WWO       ,12520,7/2/2019
1670291,CT-UPPER EXT WO     ,5079,7/2/2019
1670293,CT-UPPER EXT W      ,5079,7/2/2019
1670298,MR-UPPER EXT WO     ,8985.5,7/2/2019
1670304,MR-UPPER JOINT WO   ,8985.5,7/2/2019
1670305,MR-UPPER JOINT W    ,11449,7/2/2019
1670306,MR-UPPER JOINT WWO  ,13980.5,7/2/2019
1670339,CT-LOWER EXT WO     ,5079,7/2/2019
1670346,MR-LOWER EXTR WO    ,8985.5,7/2/2019
1670350,MR-LOWER EXTR WWO   ,13980.5,7/2/2019
1670352,MR-LW JOINT WO      ,8985.5,7/2/2019
1670353,MR-LW JOINT W       ,11449,7/2/2019
1670354,MR-LW JOINT WWO     ,13980.5,7/2/2019
1670359,CT-ABDOMEN WO       ,5079,7/2/2019
1670360,CT-ABDOMEN W        ,7855,7/2/2019
1670361,CT-ABDOMEN WWO      ,8756.5,7/2/2019
1670363,MR-ABDOMEN WO       ,7206.5,7/2/2019
1670364,MR-ABDOMEN W        ,7533,7/2/2019
1670365,MR-ABDOMEN WWO      ,9366.5,7/2/2019
1670448,US-HEAD NECK SFT TIS,2811.5,7/2/2019
1670451,US-ABDOMEN COMP WO  ,2497.5,7/2/2019
1670452,US-ABDOMEN LTD WO   ,3206,7/2/2019
1670453,US-ABDOMEN RETROPER ,1878.5,7/2/2019
1670454,US-ABDOMEN RETRO LMT,2894,7/2/2019
1670456,US-SPINAL CANAL     ,1348,7/2/2019
1670458,US-SCROTUM          ,2352.5,7/2/2019
1670485,US-EXT ARTERIAL LTD ,1835.5,7/2/2019
1670486,US-NON INV ARTER EXT,3154,7/2/2019
1670488,US-LW EXT DPX ART UN,992.5,7/2/2019
1670492,US-EXT VEINS DPLX WC,3910,7/2/2019
1670493,US-EXT VEINS DPX LTD,1904.5,7/2/2019
1670617,US-BREAST COMPLETE  ,1314,7/2/2019
1670618,US-BREAST LIMITED   ,1314,7/2/2019
1670626,CT-LOW DOSE CNCR SCR,5079,7/2/2019
1670642,HE-MANDIBLE LTD DR  ,1623,7/2/2019
1670643,HE-MANDIBLE 4VPLS DR,2454.5,7/2/2019
1670647,HE-FACIAL BNS LTD DR,1810.5,7/2/2019
1670648,HE-FACIAL BNES 3V DR,2442.5,7/2/2019
1670649,HE-NASAL BONES DR   ,1719,7/2/2019
1670652,HE-ORBITS 4V DR     ,2326,7/2/2019
1670653,HE-SINUSES LTD DR   ,1160.5,7/2/2019
1670654,HE-SINUSES 3VPLUS DR,2423.5,7/2/2019
1670656,HE-SKULL LIMITED DR ,2259,7/2/2019
1670657,HE-SKULL 4V PLUS DR ,2456,7/2/2019
1670665,SP-NECK SOFT TISS DR,1758,7/2/2019
1670666,CH-RIBS UNILAT DR   ,1155.5,7/2/2019
1670667,CH-RIB UNI PA CXR DR,2079,7/2/2019
1670668,CH-RIBS BILATERAL DR,1255.5,7/2/2019
1670670,CH-STERNUM DR       ,1430.5,7/2/2019
1670672,SP-SPINE SNGL VW DR ,1340,7/2/2019
1670673,SP-CERV SP 2TO3VW DR,2012,7/2/2019
1670674,SP-CERV SP 4TO5VW DR,3139,7/2/2019
1670676,SP-T SPINE 2 VIEW DR,1786,7/2/2019
1670677,SP-T SPINE 3 VIEW DR,2602,7/2/2019
1670678,SP-T SPNE 4PLUS V DR,1231.5,7/2/2019
1670679,SP-THORACOLMBR 2V DR,1786,7/2/2019
1670684,SP-LS SPN 2 TO 3V DR,1719,7/2/2019
1670685,SP-LS SPNE 4VPLUS DR,2291.5,7/2/2019
1670686,SP-LS SPINE W BND DR,2792.5,7/2/2019
1670688,LE-PELVIS DR        ,2704.5,7/2/2019
1670689,LE-PELVIS 3V PLUS DR,2259,7/2/2019
1670690,SP-SI JOINTS 2V DR  ,1319.5,7/2/2019
1670691,SP-SI JNTS 3VPLUS DR,1367,7/2/2019
1670692,SP-SCRM COCCYX 2V DR,3358.5,7/2/2019
1670694,UE-CLAVICLE BILAT DR,2799,7/2/2019
1670695,UE-CLAVICLE DR      ,1400.5,7/2/2019
1670697,UE-SCAPULA DR       ,1468,7/2/2019
1670699,UE-SHLDR 2VW PLUS DR,2079,7/2/2019
1670700,IR-ARTHROGM SHLDR DR,5417.5,7/2/2019
1670703,UE-HUMERUS DR       ,2079,7/2/2019
1670704,UE-ELBOW 2V DR      ,1429,7/2/2019
1670705,UE-ELBOW 3V DR      ,776,7/2/2019
1670706,UE-FOREARM 2V DR    ,1642,7/2/2019
1670708,UE-WRIST 2V DR      ,1320.5,7/2/2019
1670709,UE-WRIST 3V PLUS DR ,1642,7/2/2019
1670710,UE-HAND 2V DR       ,1319.5,7/2/2019
1670711,UE-HAND 3V DR       ,1629.5,7/2/2019
1670712,UE-FINGER S 2VPLS DR,1319.5,7/2/2019
1670713,LE-HIP UNILAT 1V DR ,943.5,7/2/2019
1670714,LE-HIP PV UN2OR3V DR,1010.5,7/2/2019
1670716,LE-HIP PLV BI 2V DR ,1104,7/2/2019
1670719,IR-ARTHROGRAM HIP DR,4168,7/2/2019
1670720,LE-FEMUR 1V DR      ,190.5,7/2/2019
1670721,LE-FEMUR 2V DR      ,1388,7/2/2019
1670722,LE-KNEE 1 TO 2V DR  ,1462.5,7/2/2019
1670723,LE-KNEE 3V DR       ,1629.5,7/2/2019
1670724,LE-KNEE 4V PLUS DR  ,1651.5,7/2/2019
1670726,LE-TIB FIB 2V DR    ,1919.5,7/2/2019
1670728,LE-ANKLE 2V DR      ,866,7/2/2019
1670729,LE-ANKLE 3VPLUS DR  ,1719,7/2/2019
1670730,LE-FOOT 2V DR       ,1453,7/2/2019
1670731,LE-FOOT 3V PLUS DR  ,1792.5,7/2/2019
1670732,LE-CALCANEUS 2PLS DR,1403,7/2/2019
1670733,LE-TOE S 2VPLUS DR  ,1288,7/2/2019
1670734,CH-ABD SER PA CXR DR,3765,7/2/2019
1670759,BONE AGE STUDY DR   ,1533,7/2/2019
1670762,BNE SRVY CMP METS DR,7389,7/2/2019
1670769,UE-SHOULDER 2V BI DR,4156.5,7/2/2019
1670771,UE-ELBOW 2VW BI DR  ,2856,7/2/2019
1670775,UE-WRIST 2VW BI DR  ,2643,7/2/2019
1670776,UE-WRIST 3VW BI DR  ,3284,7/2/2019
