CDM NO,DISPENSED DESCRIPTION,PRICE,TYPE,NOTE
53210100,XR STERNOCLAVIC JT 3V LTD,485.00,0,
53210506,DISKOGRAPHY LUMBAR LTD S/I,"4,621.00",0,
53210555,XR AC JOINT BIL LTD,500.00,0,
53210704,XR ESOPHAGUS W/BARIUM LTD  320,572.00,0,
53210753,XR ESOPHAGUS SWALLOW FX LTD,842.00,0,
53210803,XR UGI W/O KUB LTD,"1,325.00",0,
53210852,XR UGI W/ KUB LTD,"1,470.00",0,
53210902,XR UGI W/ SM BOWEL SERIES LTD,"2,256.00",0,
53210951,XR UGI AIR CON W/O KUB LTD,800.00,0,
53211009,XR UGI AIR CON W/ KUB LTD,947.00,0,
53211058,XR UGI AIR CON W/SM BOWEL LTD,"1,142.00",0,
53211108,XR SM BOWEL SERIES LTD,733.00,0,
53211256,XR BARIUM ENEMA W/WO KUB LTD,686.00,0,
53211306,XR BARIUM ENEMA W/ AIR CON LTD,"1,582.00",0,
53211405,IVP W/WO KUB OR TOMOGRHY LTD,"1,403.00",0,
53211454,IVP INFUSION LTD,818.00,0,
53211504,IVP W/ NEPHROTOMOGRAM LTD,"1,425.00",0,
53211553,UROGRAPHY RETROGRADE LTD,477.00,0,
53211603,UROGRAPHY ANTEGRADE LTD S/I,"1,811.00",0,
53211652,CYSTOGRAM MIN 3V S/I LTD,709.00,0,
53211751,URETHROCYSTOGRM RETRO S/I LTD,917.00,0,
53211959,BONE AGE STUDY LTD,380.00,0,
53212056,DXA STUDY LTD,"1,111.00",0,
53212551,ASPIR CYST BREAST INITL LT,"1,237.00",0,
53212601,ASPIR CYST BREAST INITL RT,"1,237.00",0,
53212650,ASPIR CYST BREAST EA ADDL LT,"1,199.00",0,
53212700,ASPIR CYST BREAST EA ADDL RT,"1,199.00",0,
53212759,INJ GALACTOGRAM EA LT,930.00,0,
53212809,INJ GALACTOGRAM EA RT,574.00,0,
53212858,BX BREAST NDL CORE LT,964.00,0,
53212908,BX BREAST NDL CORE RT,964.00,0,
53213450,INJ SINUS TRACT DX LT,"1,139.00",0,
53213500,INJ SINUS TRACT DX RT,787.00,0,
53213559,INJ/ASPIR JOINT/BURSA SM LT,371.00,0,
53213609,INJ/ASPIR JOINT/BURSA SM RT,371.00,0,
53213658,INJ/ASPIR JNT/BURSA INTERM LT,371.00,0,
53213708,INJ/ASPIR JNT/BURSA INTERM RT,371.00,0,
53213757,INJ/ASPIR JNT/BURSA MAJOR LT,578.00,0,
53213807,INJ/ASPIR JNT/BURSA MAJOR RT,578.00,0,
53213955,INJ SHOULDER ARTHROGRAM LT,130.00,0,
53214003,INJ SHOULDER ARTHROGRAM RT,130.00,0,
53214052,INJ ELBOW ARTHROGRAM LT,311.00,0,
53214102,INJ ELBOW ARTHROGRAM RT,311.00,0,
53214151,INJ WRIST ARTHROGRAM LT,186.00,0,
53214201,INJ WRIST ARTHROGRAM RT,196.00,0,
53214250,INJ HIP ARTHROGRAM W/O ANES LT,345.00,0,
53214300,INJ HIP ARTHROGRAM W/O ANES RT,345.00,0,
53214359,INJ HIP ARTHROGRAM W/ANES LT,345.00,0,
53214409,INJ HIP ARTHROGRAM W/ANES RT,345.00,0,
53214557,INJ KNEE ARTHROGRAM LT,144.00,0,
53214607,INJ KNEE ARTHROGRAM RT,144.00,0,
53214656,INJ ANKLE ARTHROGRAM LT,371.00,0,
53214706,INJ ANKLE ARTHROGRAM RT,316.00,0,
53214953,INTRO NDL/INTRACATH VEIN LT,359.00,0,
53215000,INTRO NDL/INTRACATH VEIN RT,666.00,0,
53215059,INJ CONTRAST EXT VENOGRAPHY LT,405.00,0,
53215109,INJ CONTRAST EXT VENOGRAPHY RT,405.00,0,
53215158,INJ FOR SIALOGRAM LT,173.00,0,
53215208,INJ FOR SIALOGRAM RT,158.00,0,
53215356,XR FB EYE LT,211.00,0,
53215406,XR FB EYE RT,192.00,0,
53215455,XR TMJ OPEN AND CLOSED LT,280.00,0,
53215505,XR TMJ OPEN AND CLOSED RT,280.00,0,
53215653,SIALOGRAPHY LT  S/I,678.00,0,
53215703,SIALOGRAPHY RT  S/I,678.00,0,
53215851,XR RIBS 2V LT,800.00,0,
53215901,XR RIBS 2V RT,800.00,0,
53215950,XR RIBS W/PA CXR 3V LT,755.00,0,
53216008,XR RIBS W/PA CXR 3V RT,755.00,0,
53216057,XR CLAVICLE LT,535.00,0,
53216107,XR CLAVICLE RT,535.00,0,
53216156,XR SCAPULA LT,806.00,0,
53216206,XR SCAPULA RT,806.00,0,
53216255,XR SHOULDER 1V LT,477.00,0,
53216305,XR SHOULDER 1V RT,477.00,0,
53216354,XR SHOULDER 2V LT,669.00,0,
53216404,XR SHOULDER 2V RT,669.00,0,
53216453,ARTHROGRAPHY SHOULDER LT S/I,639.00,0,
53216503,ARTHROGRAPHY SHOULDER RT S/I,639.00,0,
53216552,XR HUMERUS MIN 2V LT,620.00,0,
53216602,XR HUMERUS MIN 2V RT,620.00,0,
53216651,XR ELBOW 2V LT,535.00,0,
53216701,XR ELBOW 2V RT,535.00,0,
53216750,XR ELBOW 3V LT,688.00,0,
53216800,XR ELBOW 3V RT,688.00,0,
53216859,ARTHROGRAPHY ELBOW LT S/I,801.00,0,
53216909,ARTHROGRAPHY ELBOW RT S/I,801.00,0,
53216958,XR FOREARM 2V LT,525.00,0,
53217006,XR FOREARM 2V RT,525.00,0,
53217055,XR EXT UP INFANT MIN 2V LT,658.00,0,
53217105,XR EXT UP INFANT MIN 2V RT,658.00,0,
53217154,XR WRIST 2V LT,324.00,0,
53217204,XR WRIST 2V RT,324.00,0,
53217253,XR WRIST MIN 3V LT,538.00,0,
53217303,XR WRIST MIN 3V RT,538.00,0,
53217352,ARTHROGRAPHY WRIST LT S/I,947.00,0,
53217402,ARTHROGRAPHY WRIST RT S/I,994.00,0,
53217451,XR HAND 2V LT,191.00,0,
53217501,XR HAND 2V RT,192.00,0,
53217550,XR HAND MIN 3V LT,713.00,0,
53217600,XR HAND MIN 3V RT,713.00,0,
53217659,XR FINGER MIN 2V LT INDEX,433.00,0,
53217709,XR FINGER MIN 2V LT MIDDLE,433.00,0,
53217758,XR FINGER MIN 2V LT RING,433.00,0,
53217808,XR FINGER MIN 2V LT LITTLE,433.00,0,
53217857,XR FINGER MIN 2V RT THUMB,433.00,0,
53217907,XR FINGER MIN 2V RT INDEX,433.00,0,
53217956,XR FINGER MIN 2V RT MIDDLE,433.00,0,
53218004,XR FINGER MIN 2V RT RING,433.00,0,
53218053,XR FINGER MIN 2V RT LITTLE,433.00,0,
53218103,XR FINGER MIN 2V LT THUMB,433.00,0,
53218152,XR HIP JOINT 1V LT,564.00,0,
53218202,XR HIP JOINT 1V RT,557.00,0,
53218251,XR HIP JOINT MIN 2V LT,700.00,0,
53218301,XR HIP JOINT MIN 2V RT,700.00,0,
53218350,ARTHROGRAPHY HIP LT  S/I,"1,836.00",0,
53218400,ARTHROGRAPHY HIP RT  S/I,"1,836.00",0,
53218459,XR HIP DURING OR PX LT,"1,056.00",0,
53218558,XR HIP DURING OR PX RT,"1,056.00",0,
53218756,XR FEMUR 2V LT,801.00,0,
53218806,XR FEMUR 2V RT,801.00,0,
53218855,XR KNEE 1V OR 2V LT,539.00,0,
53218954,XR KNEE 1V OR 2V RT,539.00,0,
53219051,XR KNEE 3V LT,674.00,0,
53219101,XR KNEE 3V RT,674.00,0,
53219150,XR KNEE MIN 4V LT,820.00,0,
53219259,XR KNEE MIN 4V RT,820.00,0,
53219358,ARTHROGRAPHY KNEE LT S/I,"1,336.00",0,
53219408,ARTHROGRAPHY KNEE RT S/I,"1,336.00",0,
53219457,XR TIB FIB 2V LT,620.00,0,
53219507,XR TIB FIB 2V RT,620.00,0,
53219556,XR EXT LOW INFANT MIN 2V LT,513.00,0,
53219606,XR EXT LOW INFANT MIN 2V RT,513.00,0,
53219655,XR ANKLE 2V LT,617.00,0,
53219705,XR ANKLE 2V RT,617.00,0,
53219754,XR ANKLE MIN 3V LT,698.00,0,
53219804,XR ANKLE MIN 3V RT,698.00,0,
53219853,ARTHROGRAPHY ANKLE LT S/I,787.00,0,
53219903,ARTHROGRAPHY ANKLE RT S/I,787.00,0,
53219952,XR FOOT 2V LT,529.00,0,
53220000,XR FOOT 2V RT,529.00,0,
53220059,XR FOOT MIN 3V LT,713.00,0,
53220109,XR FOOT MIN 3V RT,715.00,0,
53220158,XR HEEL BONE MIN 2V LT,576.00,0,
53220208,XR HEEL BONE MIN 2V RT,576.00,0,
53220307,XR TOES MIN 2V RT,427.00,0,
53220356,XR TOE LT 2ND MIN 2V,424.00,0,
53220406,XR TOE LT 3RD MIN 2V,424.00,0,
53220455,XR TOE LT 4TH MIN 2V,427.00,0,
53220505,XR TOE LT 5TH MIN 2V,424.00,0,
53220554,XR TOE RT BIG MIN 2V,427.00,0,
53220604,XR TOE RT 2ND MIN 2V,424.00,0,
53220653,XR TOE RT 3RD MIN 2V,424.00,0,
53220703,XR TOE RT 4TH MIN 2V,424.00,0,
53220752,XR TOE RT 5TH MIN 2V,427.00,0,
53220802,XR TOE LT BIG MIN 2V,427.00,0,
53220851,VENOGRAM EXT LT S/I,932.00,0,
53220901,VENOGRAM EXT RT S/I,"1,336.00",0,
53220950,XR ABSCES/FISTULA/SINUS LT S/I,"1,255.00",0,
53221057,XR ABSCES/FISTULA/SINUS RT S/I,"1,305.00",0,
53221156,DUCTOGRAM MAMMARY UNI LT S/I,592.00,0,
53221206,DUCTOGRAM MAMMARY UNI RT S/I,592.00,0,
53221552,SURG SPECIMEN EXAM LT,"2,169.00",0,
53221602,SURG SPECIMEN EXAM RT,406.00,0,
53222253,XR FINGERS MIN 2V LT,578.00,0,
53222303,XR FINGERS MIN 2V RT,578.00,0,
53222352,XR TOES MIN 2V LT,567.00,0,
53222550,XR FB EYE BIL,282.00,0,
53222600,XR CLAVICLE BIL,354.00,0,
53222659,XR SCAPULA BIL,503.00,0,
53222709,XR SHOULDER 1V BIL,296.00,0,
53222758,XR SHOULDER 2V BIL,434.00,0,
53222808,XR HUMERUS MIN 2V BIL,475.00,0,
53222857,XR ELBOW 2V BIL,377.00,0,
53222907,XR ELBOW 3V BIL,487.00,0,
53222956,XR FOREARM 2V BIL,431.00,0,
53223004,XR EXT UP INFANT MIN 2V BIL,564.00,0,
53223053,XR WRIST 2V BIL,368.00,0,
53223103,XR WRIST MIN 3V BIL,617.00,0,
53223152,XR HAND 2V BIL,643.00,0,
53223202,XR HAND MIN 3V BIL,958.00,0,
53223251,XR FEMUR 2V BIL,617.00,0,
53223301,XR KNEE 1V OR 2V BIL,471.00,0,
53223350,XR KNEE 3V BIL,896.00,0,
53223400,XR KNEE MIN 4V BIL,714.00,0,
53223459,XR TIB FIB 2V BIL,483.00,0,
53223509,XR EXT LOW INFANT MIN 2V BIL,683.00,0,
53223558,XR ANKLE 2V BIL,612.00,0,
53223608,XR ANKLE MIN 3V BIL,697.00,0,
53223657,XR FOOT 2V BIL,506.00,0,
53223707,XR FOOT MIN 3V BIL,525.00,0,
53223756,XR HEEL BONE MIN 2V BIL,458.00,0,
53270005,VENOGRAM EXT LT LTD S/I,"1,336.00",0,
53270104,BX BREAST INCISION LT,552.00,0,
53270153,BX BREAST INCISION RT,700.00,0,
53270302,BX BREAST NDL CORE BIL,"2,217.00",0,
53270559,BX BREAST NDL W/GUIDE LT,"2,217.00",0,
53270609,BX BREAST NDL W/GUIDE RT,"2,217.00",0,
53270658,BX BREAST NDL W/GUIDE BIL,"2,217.00",0,
53270708,BX BREAST VACUUM W/GUIDE LT,"1,266.00",0,
53270757,BX BREAST VACUUM W/GUIDE RT,"1,266.00",0,
53270807,BX BREAST VACUUM W/GUIDE BIL,"2,409.00",0,
53270955,MAMMO SCREEN DIGITAL BIL,"1,649.00",0,
53271052,MAMMO DX DIGITAL BIL,"1,602.00",0,
53271151,MAMMO DX DIGITAL UNI,"1,309.00",0,
53271763,INJ SNGL STER/ANES LUMB/SACR,"2,501.00",0,
53271813,SPINAL TAP LUMB DX,"7,064.00",0,
53272019,MYELOGRAPHY 2+ AREA SPINE S/I,"4,188.00",0,
53272050,FLUORO GUIDE FOR CVAD ADD S/I,"1,250.00",0,
53272134,XR ANKLE 2V LT LTD,690.00,0,
53272142,XR ANKLE 2V RT LTD,690.00,0,
53272159,XR TIB FIB 2V LT LTD,354.00,0,
53272167,XR TIB FIB 2V RT LTD,354.00,0,
53272175,XR FOOT 2V LT LTD,586.00,0,
53272183,XR FOOT 2V RT LTD,379.00,0,
53272191,XR ELBOW 2V LT LTD,522.00,0,
53272209,XR ELBOW 2V RT LTD,302.00,0,
53272217,XR FOREARM 2V LT LTD,298.00,0,
53272225,XR FOREARM 2V RT LTD,298.00,0,
53272233,XR WRIST 2V LT LTD,265.00,0,
53272241,XR WRIST 2V RT LTD,265.00,0,
53272258,XR HAND 2V LT LTD,442.00,0,
53272266,XR HAND 2V RT LTD,486.00,0,
53272316,SPINAL TAP THERAPEUTIC,"7,064.00",0,
53272324,XR COCCYX/SACRUM 2V LTD,732.00,0,
53272332,DXA VERT FX ASSESSMENT,280.00,0,
53272407,MAMMO DX DIG BIL SAMEDAY SCRN,332.00,0,
53272415,MAMMO DX DIG UNI SAMEDAY SCRN,267.00,0,
53272787,INJ CONTRAST EVAL CVAD W/FLUOR,653.00,0,
53273041,NEPHROSTOGRAM LT S/I,984.00,0,
53273058,NEPHROSTOGRAM RT S/I,947.00,0,
53273181,US GUIDE VASC ACCESS W/RPT +ON,"2,158.00",0,
53273256,INJ SNGL STER/ANES CERV/THOR,"2,501.00",0,
53273298,SHUNTOGRAM INDWELLNG SHUNT S/I,522.00,0,
53273348,MAMMO DX DIGITAL UNI RT,267.00,0,
53273355,MAMMO DX DIGITAL UNI LT,267.00,0,
53273595,MODERATE SEDATION EA ADD 15MIN,11.00,0,
53273710,LOCM 100-199 MG/ML 50ML,494.00,0,
53273728,LOCM 100-199 MG/ML 100ML,"1,034.00",0,
53273736,LOCM 100-199 MG/ML 150ML,995.00,0,
53273744,LOCM 100-199 MG/ML 300ML,39.00,0,
53273785,LOCM 200-299 MG/ML 50ML,516.00,0,
53273793,LOCM 200-299 MG/ML 150ML,995.00,0,
53273801,LOCM 200-299 MG/ML 200ML,"1,214.00",0,
53273884,LOCM 300-399 MG/ML 5MLL,"1,283.00",0,
53273892,LOCM 300-399 MG/ML 10ML,"1,283.00",0,
53273900,LOCM 300-399 MG/ML 15ML,494.00,0,
53273918,LOCM 300-399 MG/ML 50ML,522.00,0,
53273926,LOCM 300-399 MG/ML 100ML,"1,043.00",0,
53273934,LOCM 300-399 MG/ML 150ML,995.00,0,
53273942,LOCM 300-399 MG/ML 200ML,"1,989.00",0,
53273959,LOCM 300-399 MG/ML 300ML,"1,276.00",0,
53274080,REPLACE D/J TUBE PERC W/FLUORO,"4,072.00",0,
53274098,INJ CONTRAST EXIST G/J/C TUBE,848.00,0,
53274189,REPLACE G-J TUBE PERC W/FLUORO,"2,377.00",0,
53274197,XR ABD COMP W/CHEST-1 FILM,"1,027.00",0,
53274254,STAT CHARGE FLUORO INTRA PX,,2,Statistical Charge 
53274353,ANGIO EXTREMITY LT S/I,"6,223.00",0,
53274361,ANGIO EXTREMITY RT S/I,"6,223.00",0,
53274551,INJ CON EXT VENOGRAPHY BIL,848.00,0,
53274882,GUIDANCE PERC DRAIN W/CATH S/I,"1,347.00",0,
53274890,XR MASTOIDS LTD < 3V BIL,449.00,0,
53274908,XR MASTOID COMP 3V BIL,782.00,0,
53274940,XR RIBS W/PA CXR 3V,584.00,0,
53274999,HOCM 0-149 MG/ML 300ML,123.00,0,
53275038,XR L-S SPINE BENDING 2-3V,529.00,0,
53275046,STAT CHRG XRAY POST LINE PLACE,,2,Statistical Charge 
53275079,STAT ONLY FLUORO INTRAPX 15MIN,,2,Statistical Charge 
53275103,LAP BAND ADJUSTMENT,"3,798.00",0,
53275137,BX BREAST NDL W/GUIDE LT EA AD,"2,217.00",0,
53275160,BX BREAST VACUUM W/GD LT EA AD,"1,266.00",0,
53275194,MAMMO PLACE BREAST DEVICE LT,964.00,0,
53275202,MAMMO PLACE BREAST DEVICE RT,964.00,0,
53275210,MAMMO PLACE BREAST DEVICE BIL,670.00,0,
53275228,STEREO PLACE BREAST DEVICE LT,670.00,0,
53275236,STEREO PLACE BREAST DEVICE RT,670.00,0,
53275244,STEREO PLACE BREAST DEVICE BIL,670.00,0,
53275251,MAMMO PLACE BREAST DEV LT ADD,473.00,0,
53275269,MAMMO PLACE BREAST DEV RT ADD,473.00,0,
53275319,ST BX BREAST NDL W/GUIDE LT,"4,790.00",0,
53275327,ST BX BREAST NDL W/GUIDE RT,"4,790.00",0,
53275343,ST BX BREAST VACUUM W/GUIDE LT,"4,790.00",0,
53275350,ST BX BREAST VACUUM W/GUIDE RT,"4,790.00",0,
53275525,MYELOGRAM CERV VIA LUMB INJ,"3,695.00",0,
53275533,MYELOGRAM THOR VIA LUMB INJ,"3,695.00",0,
53275541,MYELOGRAM LUMSACR VIA LUMB INJ,"3,695.00",0,
53275558,MYELOGRAM VIA LUMB INJ 2 +REG,"3,695.00",0,
53275657,CHOLANGIOGRM PERC EXIST ACCESS,957.00,0,
53275947,MODERATE SEDATION <5YRS 15MIN,134.00,0,
53275954,MODERATE SEDATION >5YRS 15MIN,134.00,0,
53275962,CREATE NEPHRO TRACT PERC BIL,"13,226.00",0,
53275970,CREATE NEPHRO TRACT PERC LT,"13,226.00",0,
53275988,CREATE NEPHRO TRACT PERC RT,"13,226.00",0,
53275996,CHANGE NEPHRO CATH/TUBE BIL,"2,859.00",0,
53276002,CHANGE NEPHRO CATH/TUBE LT,"2,859.00",0,
53276010,CHANGE NEPHRO CATH/TUBE RT,"2,859.00",0,
53276051,INJ TRIGGER PNT 1-2 MUSCLE,"3,210.00",0,
53276069,INJ TRIGGER PNT >=3 MUSCLE,"3,210.00",0,
53276077,INSERT TUNNEL CVAD W/PORT,"12,368.00",0,
53276085,INJ NEUROLYTIC EPI/LUMB/SACR,"5,755.00",0,
53276093,INJ INCL INDWELLING CATH PLACE,"5,755.00",0,
53276101,REVISION SPINAL NEUROSTIM,"24,956.00",0,
53276119,INJ ANEST GREAT OCCIP NERVE,"3,210.00",0,
53276127,INJ ANESTH INTERCOST NRV MULT,"5,755.00",0,
53276135,INJ ANEST FEMORAL NERVE,"5,755.00",0,
53276143,ELECT ANALY IMPLANT NEUROSTIM,928.00,0,
53276150,INJ NEUROLYTIC PERIPH NRV,"5,755.00",0,
53276168,INJ ANEST AGNT SUP HYPOGAST,"5,755.00",0,
53276176,INJ ANEST AGNT SPHENOPALATINE,"5,755.00",0,
53276184,INJ PARAVERT L/S 1LV W/IMG RT,"5,755.00",0,
53276192,INJ PARAVERT L/S 1LV W/IMG LT,"5,755.00",0,
53276200,INJ PARAVERT L/S 1LV W/IMG BIL,"5,755.00",0,
53276218,INJ SACROILIC JT ARTHRO,"5,755.00",0,
53276226,INJ SACROILIC JT W/OTHER LT,"3,210.00",0,
53276234,INJ SACROILIC JT W/OTHER RT,"3,210.00",0,
53276242,INJ SACROILIC JT W/OTHER BIL,"3,210.00",0,
53276259,INJ PARAVERT L/S 2 LV IMG BIL,"5,755.00",0,
53276267,INJ PARAVERT L/S 2 LV IMG LT,"5,755.00",0,
53276275,INJ PARAVERT L/S 2 LV IMG RT,"5,755.00",0,
53276283,INJ PARAVERT L/S 3 LV IMG BIL,"5,755.00",0,
53276291,INJ PARAVERT L/S 3 LV IMG LT,"5,755.00",0,
53276309,INJ PARAVERT L/S 3 LV IMG RT,"5,755.00",0,
53300109,THYROID UPTAKE 1 DET,493.00,0,
53300208,THYROID UPTAKE MULTI DET,"1,799.00",0,
53300307,THYROID UPTAKE STIM/SUPPRESS,493.00,0,
53300406,THYROID UPTAKE SCAN SINGLE DET,760.00,0,
53300505,THYROID UPTAKE SCAN MULTI DET,"2,157.00",0,
53300604,THYROID SCAN ONLY,765.00,0,
53301008,THYROID METS WHOLE BODY,"3,040.00",0,
53301107,THYROID METS UPTAKE ADDON,"2,167.00",0,
53301206,PARATHYROID SCAN,"1,849.00",0,
53301305,ADRENAL SCAN,"2,720.00",0,
53301503,BONE MARROW LTD AREA,"1,852.00",0,
53301701,BONE MARROW WHOLE BODY,"3,563.00",0,
53303301,LYMPHATICS IMAGING,"1,659.00",0,
53303509,LIVER SCAN STATIC,"1,146.00",0,
53303608,LIVER SCAN W/VASC FLOW,"1,676.00",0,
53303707,LIVER SPECT,"1,250.00",0,
53303806,LIVER IMAGE SPECT W/ VASC FLOW,834.00,0,
53303905,LIVER SPLEEN SCAN STATIC,"1,602.00",0,
53304002,LIVER SPLEEN W/VASC FLOW,"2,336.00",0,
53304309,SALIVARY GLAND IMAGING,"1,055.00",0,
53304804,GASTROESOPHAGEAL REFLUX STUDY,"1,903.00",0,
53304903,GASTRIC EMPTYING STUDY,"1,667.00",0,
53305009,UREA BREATH C-14 ACQUISTION,"2,068.00",0,
53305504,GI BLEED SCAN,"2,080.00",0,
53305702,MECKELS DIVERTICULI IMAGE,"1,678.00",0,
53305801,LEVEEN/SHUNT,"1,482.00",0,
53306007,BONE SCAN LTD AREA,"1,419.00",0,
53306106,BONE SCAN MULTI AREA,"3,344.00",0,
53306205,BONE SCAN WHOLE BODY,"3,628.00",0,
53306304,BONE SCAN 3 PHASE,"3,546.00",0,
53306403,BONE SCAN SPECT,"5,908.00",0,
53307005,NONCARD VASC FLOW IMAGING,"1,382.00",0,
53307302,VENOGRAM THROMBOSIS BIL,"2,210.00",0,
53307906,CARDIAC SCAN INFARCT QUAL/QUAN,"1,656.00",0,
53308102,CARDIAC SCAN INFARCT SPECT,"1,497.00",0,
53308201,CARDIAC BLOOD POOL SNGL,"4,007.00",0,
53308300,CARDIAC BLOOD POOL MULTI,"2,984.00",0,
53308607,CARDIAC BLOOD POOL SNGL 1PASS,"1,887.00",0,
53308706,CARDIAC BLOOD POOL MULTI 1PASS,"1,628.00",0,
53309100,CARDIAC BLOOD POOL RT VENT +ON,"1,055.00",0,
53309308,LUNG PERFUSION SCAN,"1,656.00",0,
53310504,BRAIN SCAN <4V W/VASC FLOW,"1,482.00",0,
53310603,BRAIN SCAN MIN 4V STATIC,"2,053.00",0,
53310702,BRAIN SCAN MIN 4V W/VASC FLOW,"2,360.00",0,
53310801,BRAIN SPECT,"2,985.00",0,
53310900,PET BRAIN METABOLIC EVAL,"4,942.00",0,
53311106,BRAIN SCAN VASC FLOW ONLY,"2,101.00",0,
53311304,CISTERNOGRAM,"1,456.00",0,
53311502,CNS SHUNT EVAL SCAN,"2,173.00",0,
53311700,CSF LEAKAGE STUDY,"2,587.00",0,
53312005,RENAL SCAN STATIC,"2,146.00",0,
53312104,RENAL SCAN W/VASC FLOW,"2,720.00",0,
53312302,RENAL SCAN FLOW W/O DRUG SNGL,"3,102.00",0,
53312401,RENAL SCAN FLOW W/DRUG SNGL,"3,102.00",0,
53312609,RENAL SCAN FLW W/WO DRUG MULTI,"3,954.00",0,
53312708,RENAL SPECT,"2,046.00",0,
53312906,RENAL FUNCTION ONLY,"1,176.00",0,
53313102,CYSTOURETHROGRAM,"2,046.00",0,
53313300,TESTES W/VASC FLOW,"1,630.00",0,
53313508,TUMOR LOCATE LTD AREA,"2,998.00",0,
53313607,TUMOR LOCATE MULTI AREA,"1,205.00",0,
53313805,TUMOR LOCATE SPECT,"4,759.00",0,
53313904,INFLAM LOCATE LTD AREA,"1,915.00",0,
53314001,INFLAM LOCATE WHOLE BODY,"2,720.00",0,
53314100,INFLAM LOCATE SPECT,"3,031.00",0,
53314605,UNLISTED NUC MED DX PX,"1,500.00",0,
53315305,RADIOPHARM TX INTRACAVITARY,"3,706.00",0,
53316501,LYMPHATICS IMAGING LTD,"7,393.00",0,
53318507,GI BLEED SCAN LTD,"2,959.00",0,
53320008,CARDIAC SCAN INFARCT EJECT,"1,728.00",0,
53320800,LUNG PERFUSION SCAN LTD,"1,905.00",0,
53322103,RENAL SCAN W/VASC FLOW LTD,"2,720.00",0,
53322509,RENAL FUNCTION ONLY LTD,949.00,0,
53323507,ISO SESTAMIBI PER DOSE,180.00,0,
53323606,TETROFOSMIN TC99M PER DOSE,724.00,0,
53323705,TC99M MEDRONATE UP TO 30MCI,678.00,0,
53323804,ISO TH 201 P/MCI GN,723.00,0,
53323903,IN111 CAPROMA PEND DOSE,"4,981.00",0,
53324109,ISO APCIT,247.00,0,
53324307,I-131 MIBG0.5 MCI,493.00,0,
53324802,INDIUM OXYQUINOLINE PER 0.5MCI,"2,629.00",0,
53324901,INDIUM DTPA PER 0.5 MCI,"1,985.00",0,
53325205,TC99M EXAMETAZIME PER DOSE BRN,"4,939.00",0,
53326203,DISOFENIN PER DOSE,"1,111.00",0,
53326609,GA67 GALLIUM PER MCI,566.00,0,
53326708,NEUROLITE-DOSE UP TO 25 MCI,"1,295.00",0,
53326807,XENON XE133 GAS PER 10MCI,184.00,0,
53327102,NA PHOSPHATE P32 PER MCI,"4,942.00",0,
53327607,ISO DX NOS,267.00,0,
53370300,PERSANTINE PER 10 MG,148.00,0,
53370607,INJ FOR SENTINEL NODE ID,"1,104.00",0,
53372009,TC99M PERTECHNETATE/MCI,41.00,0,
53372132,CHOLECYSTOKININ/VIAL,351.00,0,
53372140,STRESS TEST TREADMILL,566.00,0,
53372272,TUMOR LOCATE WHOLE BODY 1DAY,"2,785.00",0,
53372280,TUMOR LOCATE WHOLE BODY 2+DAY,"4,264.00",0,
53372546,THALLIUM 201 PER MCI BRAND,71.00,0,
53372751,STRESS TEST WITH PHARM,896.00,0,
53372777,I-123 MIBG,"12,012.00",0,
53373197,NEOTEC PER DOSE UP TO 35 MCI,"2,123.00",0,
53373205,CHOLETEC PER DOSE UP TO 15 MCI,686.00,0,
53373213,PYROLITE PER DOSE UP TO 25 MCI,124.00,0,
53373221,TC99M DTPA DOSE UP TO 25 MCI,118.00,0,
53373239,MAA PER DOSE UP TO 10 MCI,62.00,0,
53373247,SULF COLLOID DOSE UP TO 20 MCI,62.00,0,
53373254,DMSA PER DOSE UP TO 10 MCI,376.00,0,
53373270,MAG-3 UP TO 15 MCI,657.00,0,
53373296,HDP PER DOSE UP TO 30 MCI,"2,445.00",0,
53373304,ULTRATAG/COLD PYP 99M UPTO 30M,103.00,0,
53373601,MODERATE SEDATION EA ADD 15MIN,11.00,0,
53373643,IN-111 PENTETREOTIDE TO 6MCI,"11,314.00",0,
53373676,ISO I-123 PER100UCI TO 999UCI,433.00,0,
53373700,TECH TC-99M AUTO WBC PER DOSE,"7,100.00",0,
53373718,INDIUM IN-111AUTO WBC PER DOSE,"7,521.00",0,
53373783,PET BRAIN METABOLIC EVAL-INIT,"4,942.00",0,
53373981,CARD PERF PLN SGL W/WO WM/EF,"4,628.00",0,
53373999,CARD PERF PLN MULT W/WO WM/EF,"4,628.00",0,
53374005,CARD PERF SPECT SGL W/WO WM/EF,"4,628.00",0,
53374013,CARD PERF SPECT MLT W/WO WM/EF,"4,628.00",0,
53374021,SM153 LEXIDR PER DOSE <=150MCI,"26,722.00",0,
53374039,I-123 IOBENG PER DOSE <=15MCI,"13,326.00",0,
53374047,REGADENOSAN 0.4MG/5ML SYR,"1,258.00",0,
53374054,SULF COLLOID FILTERED TO 20MCI,62.00,0,
53374120,HEPATOBIL SYS IMAGE,"5,019.00",0,
53374138,HEPATOBIL SYS IMAGE W/DRUG,"9,861.00",0,
53374146,HEPATOBIL SYS IMAGE LTD,"11,350.00",0,
53374153,HEPATOBIL SYS IMAGE W/DRUG LTD,"9,861.00",0,
53374161,LUNG VENT IMAGE GAS/AEROSOL,"1,656.00",0,
53374179,LUNG PERFUSION/VENT IMAGE,"8,922.00",0,
