Service Area|Px Code|Generic Name|CPT(R)/HCPCS Code|NDC|Unit Price|Override Bill Code|Override Price
WS SERVICE AREA|25010066|glyBURIDE 1.25 mg tablet||00093947753|4.40||
WS SERVICE AREA|25010066|glyBURIDE 2.5 mg tablet||23155005701|4.40||
WS SERVICE AREA|25010066|glycopyrrolate 1 mg tablet||49884006501|9.52||
WS SERVICE AREA|25010066|glycopyrrolate 1 mg tablet||68084049911|9.80||
WS SERVICE AREA|25010066|glycopyrrolate 1 mg tablet||13107001401|9.52||
WS SERVICE AREA|25010066|glycopyrrolate 1 mg tablet||64980027201|9.52||
WS SERVICE AREA|25010066|guanFACINE 1 mg tablet||00378116001|6.32||
WS SERVICE AREA|25010066|hydrocortisone 100 mg/60 mL enema||51991072867|48.48||
WS SERVICE AREA|25010066|hydrocortisone 100 mg/60 mL enema||62559013811|85.44||
WS SERVICE AREA|25010066|hydrocortisone butyrate 0.1 % topical cream||51672407401|454.68||
WS SERVICE AREA|25010066|hydroxychloroquine 200 mg tablet||63304029601|29.64||
WS SERVICE AREA|25010066|hydroxychloroquine 200 mg tablet||68382009601|31.61||
WS SERVICE AREA|25010066|hydroxychloroquine 200 mg tablet||68084026911|31.83||
WS SERVICE AREA|25010066|hydroxychloroquine 200 mg tablet||00378037301|30.66||
WS SERVICE AREA|25010066|hydroxychloroquine 200 mg tablet||16714075301|30.34||
WS SERVICE AREA|25010066|hydroxyurea 500 mg capsule||68084028401|8.00||
WS SERVICE AREA|25010066|hydroxyurea 500 mg capsule||68084028411|8.00||
WS SERVICE AREA|25010066|ibuprofen 100 mg/5 mL oral suspension||00121477405|7.52||
WS SERVICE AREA|25010066|ibuprofen 100 mg/5 mL oral suspension||00904530920|16.32||
WS SERVICE AREA|25010066|imipramine pamoate 75 mg capsule||00054027313|219.99||
WS SERVICE AREA|25010066|indapamide 1.25 mg tablet||00228259711|4.93||
WS SERVICE AREA|25010066|indapamide 1.25 mg tablet||00378006901|10.30||
WS SERVICE AREA|25010066|insulin NPH isophane U-100 human 100 unit/mL subcutaneous suspension||00002831517|360.00||
WS SERVICE AREA|25010066|insulin human U-100 NPH-regulr 70-30 mix 100 unit/mL subcutaneous susp||00002871501|17.80||
WS SERVICE AREA|25010066|insulin human U-100 NPH-regulr 70-30 mix 100 unit/mL subcutaneous susp||00002871517|17.80||
WS SERVICE AREA|25010066|insulin U-100 regular human 100 unit/mL injection solution||00002821501|17.80||
WS SERVICE AREA|25010066|insulin U-100 regular human 100 unit/mL injection solution||00002821517|17.80||
WS SERVICE AREA|25010066|acetaminophen 120 mg rectal suppository||00713011806|2.36||
WS SERVICE AREA|25010066|betamethasone valerate 0.1 % topical cream||00168004015|202.82||
WS SERVICE AREA|25010066|betamethasone valerate 0.1 % lotion||00168004160|435.00||
WS SERVICE AREA|25010066|betamethasone valerate 0.1 % topical ointment||00472037115|151.49||
WS SERVICE AREA|25010066|itraconazole 100 mg capsule||00185055030|67.27||
WS SERVICE AREA|25010066|itraconazole 100 mg capsule||10147170007|53.96||
WS SERVICE AREA|25010066|ketoconazole 2 % topical cream||51672129801|952.11||
WS SERVICE AREA|25010066|ketoconazole 200 mg tablet||00378026101|27.48||
WS SERVICE AREA|25010066|ketorolac 10 mg tablet||00378113401|16.42||
WS SERVICE AREA|25010066|ketorolac 10 mg tablet||69543038810|15.64||
WS SERVICE AREA|25010066|ketorolac 10 mg tablet||00093031401|15.64||
WS SERVICE AREA|25010066|labetalol 100 mg tablet||00185001001|4.40||
WS SERVICE AREA|25010066|labetalol 100 mg tablet||51079092801|4.40||
WS SERVICE AREA|25010066|labetalol 200 mg tablet||58657060601|4.40||
WS SERVICE AREA|25010066|labetalol 200 mg tablet||51079092920|4.40||
WS SERVICE AREA|25010066|labetalol 300 mg tablet||68084045711|4.40||
WS SERVICE AREA|25010066|ammonium lactate 12 % lotion||45802041954|239.79||
WS SERVICE AREA|25010066|ammonium lactate 12 % lotion||00904598426|27.73||
"WS SERVICE AREA|25010066|Lactobacillus acidophilus, bulgaricus 100 million cell granules packet||64980014612|8.13||"
"WS SERVICE AREA|25010066|Lactobacillus acidophilus, bulgaricus 100 million cell granules packet||64980014698|8.13||"
WS SERVICE AREA|25010066|tamsulosin 0.4 mg capsule||68382013201|30.55||
WS SERVICE AREA|25010066|tamsulosin 0.4 mg capsule||00904640161|4.40||
WS SERVICE AREA|25010066|levobunolol 0.5 % eye drops||24208050505|175.31||
WS SERVICE AREA|25010066|acetaminophen 325 mg rectal suppository||00713016406|0.55||
WS SERVICE AREA|25010066|levothyroxine 88 mcg tablet||00074659490|4.40||
WS SERVICE AREA|25010066|levothyroxine 88 mcg tablet||00781518392|4.40||
WS SERVICE AREA|25010066|levothyroxine 88 mcg tablet||00527134401|4.40||
WS SERVICE AREA|25010066|levothyroxine 175 mcg tablet||00781518892|4.40||
WS SERVICE AREA|25010066|levothyroxine 175 mcg tablet||00527135001|4.40||
WS SERVICE AREA|25010066|bethanechol chloride 10 mg tablet||00832051189|7.25||
WS SERVICE AREA|25010066|bethanechol chloride 25 mg tablet||50268011415|4.56||
WS SERVICE AREA|25010066|liothyronine 5 mcg tablet||00574022001|5.80||
WS SERVICE AREA|25010066|lisinopril 10 mg tablet||43547035310|4.40||
WS SERVICE AREA|25010066|lisinopril 10 mg tablet||43547041610|4.40||
WS SERVICE AREA|25010066|lisinopril 40 mg tablet||68084019901|4.40||
WS SERVICE AREA|25010066|lisinopril 40 mg tablet||43547035610|4.40||
WS SERVICE AREA|25010066|lisinopril 5 mg tablet||00603421060|4.40||
WS SERVICE AREA|25010066|lisinopril 5 mg tablet||43547035210|4.40||
WS SERVICE AREA|25010066|lisinopril 5 mg tablet||43547041510|4.40||
WS SERVICE AREA|25010066|lisinopril 5 mg tablet||51079098120|4.40||
"WS SERVICE AREA|25010066|lithium carbonate ER 300 mg tablet,extended release||00054002125|4.40||"
"WS SERVICE AREA|25010066|lithium carbonate ER 300 mg tablet,extended release||68462022301|4.40||"
"WS SERVICE AREA|25010066|lithium carbonate ER 450 mg tablet,extended release||00054002025|4.40||"
"WS SERVICE AREA|25010066|lithium carbonate ER 450 mg tablet,extended release||00378145001|4.40||"
"WS SERVICE AREA|25010066|ganciclovir 0.15 % eye gel||24208053535|2,546.64||"
WS SERVICE AREA|25010066|rifAXIMin 550 mg tablet||65649030303|104.07||
WS SERVICE AREA|25010066|loratadine 10 mg tablet||68084024811|1.40||
WS SERVICE AREA|25010066|magnesium oxide 400 mg (241.3 mg magnesium) tablet||51645078508|0.55||
WS SERVICE AREA|25010066|magnesium oxide 400 mg (241.3 mg magnesium) tablet||63739035410|0.55||
WS SERVICE AREA|25010066|magnesium oxide 400 mg (241.3 mg magnesium) tablet||10006070028|0.55||
WS SERVICE AREA|25010066|magnesium oxide 400 mg (241.3 mg magnesium) tablet||63739035401|0.55||
WS SERVICE AREA|25010066|lactulose 20 gram/30 mL oral solution||00121457730|4.40||
WS SERVICE AREA|25010066|acetaminophen 650 mg rectal suppository||00713016506|2.83||
WS SERVICE AREA|25010066|acetaminophen 650 mg rectal suppository||45802073000|2.38||
WS SERVICE AREA|25010066|medium chain triglycerides (MCT) 7.7 kcal/mL oral oil||41679036513|6.53||
WS SERVICE AREA|25010066|megestrol 400 mg/10 mL (40 mg/mL) oral suspension||60432012608|43.50||
"WS SERVICE AREA|25010066|mesalamine CR 250 mg capsule,controlled release||54092018981|44.02||"
WS SERVICE AREA|25010066|mesalamine 4 gram/60 mL enema||45802009846|176.18||
WS SERVICE AREA|25010066|metFORMIN 500 mg tablet||62584025911|5.08||
WS SERVICE AREA|25010066|metFORMIN 500 mg tablet||23155010201|5.10||
WS SERVICE AREA|25010066|lacosamide 10 mg/mL oral solution||00000005424|97.37||
WS SERVICE AREA|25010066|methIMAzole 10 mg tablet||00185021001|4.40||
WS SERVICE AREA|25010066|methIMAzole 10 mg tablet||68084027611|4.40||
WS SERVICE AREA|25010066|methIMAzole 10 mg tablet||51293082101|4.40||
WS SERVICE AREA|25010066|methylergonovine 0.2 mg tablet||43386014028|487.13||
WS SERVICE AREA|25010066|metOLazone 10 mg tablet||00185560001|5.11||
WS SERVICE AREA|25010066|metOLazone 2.5 mg tablet||00378617201|18.69||
WS SERVICE AREA|25010066|metOLazone 2.5 mg tablet||51079002301|23.82||
WS SERVICE AREA|25010066|metOLazone 2.5 mg tablet||00527221537|17.76||
WS SERVICE AREA|25010066|metOLazone 5 mg tablet||51079002401|13.53||
WS SERVICE AREA|25010066|mexiletine 150 mg capsule||00093873901|18.39||
WS SERVICE AREA|25010066|mexiletine 200 mg capsule||00093874001|16.46||
WS SERVICE AREA|25010066|midodrine 2.5 mg tablet||00245021111|12.27||
WS SERVICE AREA|25010066|midodrine 5 mg tablet||00115422201|8.77||
WS SERVICE AREA|25010066|midodrine 5 mg tablet||00245021201|16.27||
WS SERVICE AREA|25010066|midodrine 5 mg tablet||00245021211|15.07||
WS SERVICE AREA|25010066|midodrine 5 mg tablet||60505132101|8.81||
WS SERVICE AREA|25010066|midodrine 5 mg tablet||68084024101|7.44||
WS SERVICE AREA|25010066|midodrine 5 mg tablet||68084024111|7.44||
WS SERVICE AREA|25010066|midodrine 5 mg tablet||00378190201|8.77||
WS SERVICE AREA|25010066|midodrine 5 mg tablet||50268056515|14.31||
WS SERVICE AREA|25010066|buprenorphine 8 mg-naloxone 2 mg sublingual film||12496120803|62.02||
WS SERVICE AREA|25010066|miSOPROStol 100 mcg tablet||43386016006|4.40||
WS SERVICE AREA|25010066|miSOPROStol 100 mcg tablet||59762500701|4.40||
WS SERVICE AREA|25010066|miSOPROStol 200 mcg tablet||68084004101|6.96||
WS SERVICE AREA|25010066|miSOPROStol 200 mcg tablet||68084004111|6.96||
WS SERVICE AREA|25010066|miSOPROStol 200 mcg tablet||59762500802|4.40||
WS SERVICE AREA|25010066|HYDROcodone 10 mg-chlorpheniramine 8 mg/5 mL oral susp extend.rel 12hr||17856023505|50.75||
WS SERVICE AREA|25010066|HYDROcodone 10 mg-chlorpheniramine 8 mg/5 mL oral susp extend.rel 12hr||62175049005|24.25||
WS SERVICE AREA|25010066|HYDROcodone 10 mg-chlorpheniramine 8 mg/5 mL oral susp extend.rel 12hr||24486020005|50.75||
WS SERVICE AREA|25010066|HYDROcodone 10 mg-chlorpheniramine 8 mg/5 mL oral susp extend.rel 12hr||0000005305|50.75||
WS SERVICE AREA|25010066|dabigatran etexilate 75 mg capsule||00597014960|48.40||
WS SERVICE AREA|25010066|dabigatran etexilate 150 mg capsule||00597013560|24.20||
WS SERVICE AREA|25010066|nicotine (polacrilex) 2 mg gum||00536136223|0.84||
WS SERVICE AREA|25010066|nicotine (polacrilex) 2 mg gum||00904573611|0.67||
WS SERVICE AREA|25010066|nicotine (polacrilex) 2 mg gum||87701040016|1.60||
WS SERVICE AREA|25010066|nicotine (polacrilex) 4 mg gum||00904573711|0.91||
WS SERVICE AREA|25010066|nicotine (polacrilex) 4 mg gum||24385059871|1.92||
"WS SERVICE AREA|25010066|NIFEdipine ER 30 mg tablet,extended release||00378035301|10.11||"
"WS SERVICE AREA|25010066|NIFEdipine ER 30 mg tablet,extended release||50742062001|10.11||"
"WS SERVICE AREA|25010066|NIFEdipine ER 60 mg tablet,extended release||00378036001|9.00||"
"WS SERVICE AREA|25010066|NIFEdipine ER 60 mg tablet,extended release||68682010610|7.50||"
"WS SERVICE AREA|25010066|NIFEdipine ER 60 mg tablet,extended release||50742062101|9.00||"
WS SERVICE AREA|25010066|niMODipine 30 mg capsule||23155010830|139.44||
WS SERVICE AREA|25010066|niMODipine 30 mg capsule||23155010811|66.70||
WS SERVICE AREA|25010066|niMODipine 30 mg capsule||62559021052|119.97||
"WS SERVICE AREA|25010066|nitrofurantoin 25 mg/5 mL oral suspension||66993047173|5,295.98||"
WS SERVICE AREA|25010066|nitrofurantoin monohydrate/macrocrystals 100 mg capsule||68084044611|25.59||
WS SERVICE AREA|25010066|nitrofurantoin monohydrate/macrocrystals 100 mg capsule||16714043901|25.63||
WS SERVICE AREA|25010066|norgestimate 0.25 mg-ethinyl estradiol 35 mcg tablet||16714036004|8.48||
WS SERVICE AREA|25010066|lurasidone 40 mg tablet||63402030410|295.66||
WS SERVICE AREA|25010066|olsalazine 250 mg capsule||00037686010|98.27||
"WS SERVICE AREA|25010066|bisacodyl 5 mg tablet,delayed release||10939077544|0.55||"
WS SERVICE AREA|25010066|bisacodyl 10 mg rectal suppository||81421002102|3.66||
WS SERVICE AREA|25010066|bisacodyl 10 mg rectal suppository||00713010906|0.79||
WS SERVICE AREA|25010066|bisacodyl 10 mg rectal suppository||00536135501|0.55||
WS SERVICE AREA|25010066|oxandrolone 2.5 mg tablet||49884030101|40.09||
WS SERVICE AREA|25010066|oxandrolone 2.5 mg tablet||68084042421|50.26||
WS SERVICE AREA|25010066|testosterone 1 % (50 mg/5 gram) transdermal gel packet||00051845030|154.75||
WS SERVICE AREA|25010066|oxybutynin chloride 5 mg/5 mL oral syrup||60432009216|4.40||
"WS SERVICE AREA|25010066|oxyCODONE 20 mg/mL oral concentrate||68462034737|2,681.12||"
WS SERVICE AREA|25010066|oxyCODONE 20 mg/mL oral concentrate||00000005187|89.37||
WS SERVICE AREA|25010066|oxyCODONE 5 mg/5 mL oral solution||66689040101|62.57||
WS SERVICE AREA|25010066|oxyCODONE 5 mg tablet||00406055201|4.40||
WS SERVICE AREA|25010066|oxyCODONE 5 mg tablet||00406055262|4.40||
WS SERVICE AREA|25010066|oxyCODONE 5 mg tablet||00378611201|4.40||
WS SERVICE AREA|25010066|oxyCODONE 5 mg tablet||00406055223|4.40||
WS SERVICE AREA|25010066|oxyCODONE 5 mg tablet||00904644461|4.40||
"WS SERVICE AREA|25010066|spinosad 0.9 % topical suspension||28595057004|2,129.76||"
WS SERVICE AREA|25010066|multivitamin oral liquid||00000005183|3.12||
WS SERVICE AREA|25010066|multivitamin oral liquid||54838000805|0.55||
WS SERVICE AREA|25010066|multivitamin oral liquid||17856001203|6.00||
WS SERVICE AREA|25010066|multivitamin oral liquid||54838000870|0.55||
"WS SERVICE AREA|25010066|bismuth subgallate (bulk) powder||38779104605|2,208.00||"
"WS SERVICE AREA|25010066|bismuth subgallate (bulk) powder||62991164803|3,600.00||"
"WS SERVICE AREA|25010066|vitamin E (dl, acetate) 400 unit capsule||00904027460|0.55||"
"WS SERVICE AREA|25010066|vitamin E (dl, acetate) 400 unit capsule||57896075201|0.55||"
"WS SERVICE AREA|25010066|penicillAMINE 250 mg capsule||25010070515|1,898.67||"
WS SERVICE AREA|25010066|bismuth subsalicylate 262 mg/15 mL oral suspension||01490003904|9.91||
"WS SERVICE AREA|25010066|pentoxifylline ER 400 mg tablet,extended release||51079088901|10.86||"
WS SERVICE AREA|25010066|permethrin 5 % topical cream||00472024260|897.41||
WS SERVICE AREA|25010066|permethrin 1 % topical liquid||10939073944|76.57||
WS SERVICE AREA|25010066|roflumilast 500 mcg tablet||00310009530|87.28||
WS SERVICE AREA|25010066|roflumilast 500 mcg tablet||00310009539|87.27||
WS SERVICE AREA|25010066|roflumilast 500 mcg tablet||00310009590|87.29||
"WS SERVICE AREA|25010066|phenoxybenzamine 10 mg capsule||65197000101|1,739.86||"
WS SERVICE AREA|25010066|chlorpheniramine 4 mg-phenylephrine 10 mg-DM 15 mg/5 mL oral liquid||68047018616|183.52||
WS SERVICE AREA|25010066|linaGLIPtin 5 mg tablet||00597014090|105.41||
WS SERVICE AREA|25010066|linaGLIPtin 5 mg tablet||00597014061|105.41||
WS SERVICE AREA|25010066|phenytoin 50 mg chewable tablet||51672414601|4.40||
WS SERVICE AREA|25010066|phenytoin 50 mg chewable tablet||00071000740|12.50||
WS SERVICE AREA|25010066|phytonadione (vitamin K1) 5 mg tablet||00187170405|213.01||
WS SERVICE AREA|25010066|rivaroxaban 10 mg tablet||50458058010|27.07||
"WS SERVICE AREA|25010066|fidaxomicin 200 mg tablet||52015008001|1,401.35||"
WS SERVICE AREA|25010066|ticagrelor 90 mg tablet||00186077739|30.14||
WS SERVICE AREA|25010066|ticagrelor 90 mg tablet||00186077760|30.14||
WS SERVICE AREA|25010066|calcium polycarbophil 625 mg tablet||00005250023|4.40||
WS SERVICE AREA|25010066|calcium polycarbophil 625 mg tablet||00904250091|4.40||
WS SERVICE AREA|25010066|sodium di- and monophosphate-potassium phos monobasic 250 mg tablet||00486112501|6.14||
WS SERVICE AREA|25010066|sodium di- and monophosphate-potassium phos monobasic 250 mg tablet||69543026810|4.40||
WS SERVICE AREA|25010066|sodium di- and monophosphate-potassium phos monobasic 250 mg tablet||64980010401|4.40||
"WS SERVICE AREA|25010066|potassium citrate ER 10 mEq (1,080 mg) tablet,extended release||00245007111|20.00||"
"WS SERVICE AREA|25010066|potassium phosphate, monobasic 500 mg soluble tablet||00486111101|4.40||"
WS SERVICE AREA|25010066|oseltamivir 6 mg/mL oral suspension||00004082205|229.37||
WS SERVICE AREA|25010066|pravastatin 10 mg tablet||68180048509|23.31||
WS SERVICE AREA|25010066|pravastatin 10 mg tablet||68084050001|23.20||
WS SERVICE AREA|25010066|pravastatin 10 mg tablet||68084050011|23.20||
WS SERVICE AREA|25010066|pravastatin 40 mg tablet||00904589361|4.40||
WS SERVICE AREA|25010066|pravastatin 40 mg tablet||68084050211|8.65||
WS SERVICE AREA|25010066|emtricitabine 200 mg-rilpivirine 25 mg-tenofovir disprox 300 mg tablet||61958110101|679.60||
WS SERVICE AREA|25010066|primidone 50 mg tablet||68084020201|5.76||
WS SERVICE AREA|25010066|primidone 50 mg tablet||68084020211|5.76||
WS SERVICE AREA|25010066|primidone 50 mg tablet||00527130101|4.40||
WS SERVICE AREA|25010066|primidone 50 mg tablet||53746054401|4.40||
WS SERVICE AREA|25010066|prochlorperazine 25 mg rectal suppository||00574722612|91.23||
WS SERVICE AREA|25010066|promethazine 12.5 mg rectal suppository||00713053612|128.36||
WS SERVICE AREA|25010066|promethazine 12.5 mg rectal suppository||00591298539|128.36||
WS SERVICE AREA|25010066|promethazine 25 mg rectal suppository||00713052612|64.18||
WS SERVICE AREA|25010066|promethazine-DM 6.25 mg-15 mg/5 mL oral syrup||00603158654|4.40||
WS SERVICE AREA|25010066|promethazine-DM 6.25 mg-15 mg/5 mL oral syrup||60432060404|4.40||
WS SERVICE AREA|25010066|propafenone 150 mg tablet||68084036111|6.80||
WS SERVICE AREA|25010066|propafenone 225 mg tablet||00591058301|11.26||
WS SERVICE AREA|25010066|propafenone 300 mg tablet||53489055301|10.77||
WS SERVICE AREA|25010066|propafenone 300 mg tablet||00603545021|10.77||
WS SERVICE AREA|25010066|acetaZOLAMIDE 125 mg tablet||51672402201|15.81||
WS SERVICE AREA|25010066|psyllium husk (aspartame) 3.4 gram oral powder packet||37000002410|0.55||
WS SERVICE AREA|25010066|psyllium husk (aspartame) 3.4 gram oral powder packet||37000002404|1.48||
"WS SERVICE AREA|25010066|pyridostigmine bromide 60 mg/5 mL oral syrup||00187301220|8,991.49||"
WS SERVICE AREA|25010066|pyridostigmine bromide 60 mg/5 mL oral syrup|||317.55||
WS SERVICE AREA|25010066|pyridostigmine bromide 60 mg tablet||68084049411|5.37||
"WS SERVICE AREA|25010066|pyridostigmine bromide ER 180 mg tablet,extended release||00187301330|209.97||"
"WS SERVICE AREA|25010066|pyrimethamine 25 mg tablet||52054033010|5,437.50||"
"WS SERVICE AREA|25010066|pyrimethamine 25 mg tablet||69413033030|5,437.50||"
WS SERVICE AREA|25010066|ramipril 1.25 mg capsule||68084029411|13.75||
WS SERVICE AREA|25010066|ramipril 2.5 mg capsule||68084026611|7.02||
WS SERVICE AREA|25010066|ramipril 2.5 mg capsule||65862047501|6.55||
WS SERVICE AREA|25010066|ramipril 5 mg capsule||68084026711|4.40||
WS SERVICE AREA|25010066|ramipril 5 mg capsule||68382014601|4.40||
WS SERVICE AREA|25010066|ramipril 5 mg capsule||65862047601|4.40||
WS SERVICE AREA|25010066|cloBAZam 10 mg tablet||67386031401|72.92||
WS SERVICE AREA|25010066|cloBAZam 20 mg tablet||67386031501|72.92||
WS SERVICE AREA|25010066|rivaroxaban 15 mg tablet||50458057810|18.04||
WS SERVICE AREA|25010066|rivaroxaban 20 mg tablet||50458057910|13.53||
WS SERVICE AREA|25010066|ribavirin 200 mg capsule||68382026012|144.04||
WS SERVICE AREA|25010066|ribavirin 200 mg capsule||68084017911|143.84||
WS SERVICE AREA|25010066|rifabutin 150 mg capsule||00013530117|230.11||
WS SERVICE AREA|25010066|rifAMPin 300 mg capsule||68084035811|4.94||
WS SERVICE AREA|25010066|acetaZOLAMIDE 250 mg tablet||00527105001|11.94||
