ST ROSE HOSPITAL CHARGE MASTER 2019,,,
Charge Code,Charge Description,Hospital name,Charge amount 
1402700,FLUOROSCOPY MORE THAN 1 HOUR,ST ROSE HOSPITAL,$708.00 
1403013,ESOPHAGUS,ST ROSE HOSPITAL,"$1,263.00 "
1403104,EYE - FOREIGN BODY,ST ROSE HOSPITAL,$790.00 
1403203,FACIAL BONES MIN 3 VIEWS,ST ROSE HOSPITAL,"$1,311.00 "
1403211,ORBITS MINIMUM 4 VIEWS,ST ROSE HOSPITAL,"$1,095.00 "
1403252,FIST/SINUS TRACT INJ S&I,ST ROSE HOSPITAL,"$1,581.00 "
1403302,FLUOROSCOPY UP TO ONE HOUR,ST ROSE HOSPITAL,$659.00 
1403401,ESOPOH FOREIGN BODY,ST ROSE HOSPITAL,$955.84 
1403419,ERCP,ST ROSE HOSPITAL,"$1,036.00 "
1403500,GI WITH KUB,ST ROSE HOSPITAL,"$1,561.00 "
1403542,GI W/AIR CONTRAST WITH KUB,ST ROSE HOSPITAL,"$1,120.00 "
1403559,GI W/AIR CONTRAST W/O KUB,ST ROSE HOSPITAL,"$1,866.00 "
1403609,GI-AIR WITH SM. BOWEL,ST ROSE HOSPITAL,"$1,533.00 "
1403708,ARTHROGRAM HIP S&I,ST ROSE HOSPITAL,"$1,692.60 "
1403856,HIP UNILATERAL ONE VIEW,ST ROSE HOSPITAL,$561.00 
1404052,HYSTEROSALPINGOGRAM S&I,ST ROSE HOSPITAL,"$1,263.00 "
1404151,CHILD/INFANT SURVEY,ST ROSE HOSPITAL,"$1,045.00 "
1404409,IVP WOR W/O TOMOGRAPHY,ST ROSE HOSPITAL,"$1,325.75 "
1404417,INJ DUCTOGRAM/GALACTOGRAM MAMMO,ST ROSE HOSPITAL,$365.00 
1404458,ARTHROGRM KNEE S&I,ST ROSE HOSPITAL,$863.00 
1404706,SPINE LUMBAR W OBL MIN 4 VIEWS,ST ROSE HOSPITAL,"$1,607.00 "
1404755,SPINE LUMBAR AP/LAT 2/3 VIEWS,ST ROSE HOSPITAL,$834.00 
1404805,MANDIBLE MIN 4V,ST ROSE HOSPITAL,"$1,140.00 "
1404912,MYELOGRAM CERVICAL S&I,ST ROSE HOSPITAL,"$3,070.20 "
1404961,MYELOGRAM THORACIC S&I,ST ROSE HOSPITAL,"$3,070.20 "
1404995,MYELOGRAM LUMBAR S&I,ST ROSE HOSPITAL,"$3,070.20 "
1405000,NASAL BONES MIN 3 VIEWS,ST ROSE HOSPITAL,$861.00 
1405059,NECK SOFT TISSUE,ST ROSE HOSPITAL,$579.00 
1405067,IR NEPHROSTOGRAM S&I,ST ROSE HOSPITAL,$803.25 
1405117,DILATE NEPHROSTOMY TRAC PERC S&I,ST ROSE HOSPITAL,"$6,132.40 "
1405158,OSCALCIS/CALCANEUS 2 VIEW,ST ROSE HOSPITAL,$631.00 
1405307,SINUSES MIN 3 VIEW,ST ROSE HOSPITAL,$988.00 
1405356,RETRO CYSTO PYELO INC KUB,ST ROSE HOSPITAL,$369.00 
1405612,INSERT INFER VENA FILTER,ST ROSE HOSPITAL,"$11,177.00 "
1406404,CONTRAST X-RAY URINARY TRACT,ST ROSE HOSPITAL,"$1,325.75 "
1406503,SACROILIAC JNTS 3 OR > VIEWS,ST ROSE HOSPITAL,$989.00 
1406552,SACRUM/COCCYX MIN 2V,ST ROSE HOSPITAL,$924.00 
1406958,ARTHROGRAM SHOULDER S&I,ST ROSE HOSPITAL,"$1,692.60 "
1407006,SHUNTOGRAM INVESTIGATION s&i,ST ROSE HOSPITAL,$550.00 
1407204,SKULL MIN 4 VIEW,ST ROSE HOSPITAL,"$1,246.00 "
1407253,SKULL LIMITED < THAN 4 VIEW,ST ROSE HOSPITAL,$817.00 
1407303,SMALL BOWEL ONLY,ST ROSE HOSPITAL,"$1,557.00 "
1407402,SPINE-SINGLE VIEW,ST ROSE HOSPITAL,$435.00 
1407550,STERNOCLAV JOINT MIN 3 VIEW,ST ROSE HOSPITAL,$598.00 
1407709,TMJ JOINT BILATERAL,ST ROSE HOSPITAL,"$1,232.00 "
1407758,SPINE THORACIC W SWIM 3v,ST ROSE HOSPITAL,"$1,012.00 "
1407808,SPINE THORACOLUMBAR AP/LAT,ST ROSE HOSPITAL,"$1,033.00 "
1407956,"URETHROGRAM,RETRO S&I",ST ROSE HOSPITAL,"$1,325.75 "
1408459,CYSTOGRAM VOIDING S&I,ST ROSE HOSPITAL,"$1,325.75 "
1408509,RIBS UNILAT W/PA CHEST MIN 3 V,ST ROSE HOSPITAL,"$1,031.00 "
1408510,RIBS UNILAT W/PA CHEST MIN 3 V,ST ROSE HOSPITAL,$829.65 
1408558,RIBS BILAT. W/PA CHEST MIN 4 V,ST ROSE HOSPITAL,"$1,312.00 "
1408608,STERNUM MIN 2 VIEW,ST ROSE HOSPITAL,$834.00 
1408756,ANKLE MIN 3 VIEW,ST ROSE HOSPITAL,$846.00 
1408806,ANKLE AP LAT 2 VIEWS,ST ROSE HOSPITAL,$787.00 
1408855,CLAVICLE COMP,ST ROSE HOSPITAL,$731.00 
1408905,ELBOW COMP 3 VIEW,ST ROSE HOSPITAL,$892.00 
1409002,FINGER(S) MINIMUM 2 VIEWS,ST ROSE HOSPITAL,$613.00 
1409051,FOOT 3 VIEW,ST ROSE HOSPITAL,$864.00 
1409077,LOCM 300 PER ML,ST ROSE HOSPITAL,$3.00 
1409150,FOOT AP LAT 2 VIEWS,ST ROSE HOSPITAL,$571.00 
1409259,FOREARM AP LAT 2 VIEWS,ST ROSE HOSPITAL,$804.00 
1409309,HAND MIN 3 VIEW,ST ROSE HOSPITAL,$905.00 
1409358,HAND LIMITED 2 VIEW,ST ROSE HOSPITAL,$452.00 
1409457,HUMERUS MIN 2 VIEW,ST ROSE HOSPITAL,$807.00 
1409507,KNEE 3 VIEW,ST ROSE HOSPITAL,$845.00 
1409515,KNEE BILATERAL STANDING AP,ST ROSE HOSPITAL,"$1,212.00 "
1409523,KNEE AP LAT,ST ROSE HOSPITAL,$438.00 
1409556,TIBIA/FIBULA AP/LAT 2V,ST ROSE HOSPITAL,$821.00 
1409606,GLUCAGON,ST ROSE HOSPITAL,$122.00 
1409625,XR KNEE STANDING BILATERAL,ST ROSE HOSPITAL,"$1,212.00 "
1409655,"SCAPULA, COMPLETE",ST ROSE HOSPITAL,$687.00 
1409705,SHOULDER COMPLETE MIN 2 VIEWS,ST ROSE HOSPITAL,$876.00 
1409754,SHOULDER 1 VIEW,ST ROSE HOSPITAL,$539.00 
1409804,TOE MIN 2V,ST ROSE HOSPITAL,$592.00 
1409853,WRIST 3 VIEW,ST ROSE HOSPITAL,$955.00 
1409952,WRIST AP LAT 2 VIEWS,ST ROSE HOSPITAL,$501.00 
1410020,INJ FOR URETER NEPHROSTOGRAM,ST ROSE HOSPITAL,"$1,230.07 "
1410031,BIOPSY SKIN LESION,ST ROSE HOSPITAL,$900.00 
1410042,PUNCTURE ASPIR ABSCESS CYST,ST ROSE HOSPITAL,$496.72 
1410059,INJ CYSTOGRAPHY (URETHRO),ST ROSE HOSPITAL,"$1,415.00 "
1410109,INJ SHOULDER ARTHROGRAPHY,ST ROSE HOSPITAL,$539.00 
1410158,INJ RET URETHROCYSTOGRAPHY,ST ROSE HOSPITAL,$321.00 
1410406,RENAL BIOPSY PERCUTANEOUS,ST ROSE HOSPITAL,"$5,261.10 "
1410455,ASP/INJ CYST RENAL PERC,ST ROSE HOSPITAL,"$5,261.10 "
1410653,INJ PROCD HIP ARTHROGRAPHY,ST ROSE HOSPITAL,$412.00 
1410901,INJ PROCEDURE KNEE ARTHROGRAPH,ST ROSE HOSPITAL,$384.00 
1411107,ELBOW AP LAT 2 VIEW,ST ROSE HOSPITAL,$505.00 
1411255,PLACE NDL LOC BREAST PREOP,ST ROSE HOSPITAL,$863.00 
1411305,BIOPSY BONE NDL SUPERFICIAL,ST ROSE HOSPITAL,"$4,131.30 "
1411354,INJ HYSTEROSALPINGOGRAPH,ST ROSE HOSPITAL,"$1,347.50 "
1415207,INJ CONTRAST VENOGRAPHY,ST ROSE HOSPITAL,"$1,582.00 "
1415256,IR J TUBE PERC PLACEMENT,ST ROSE HOSPITAL,"$5,322.25 "
1415306,PERC PLACEMENT G TUBE,ST ROSE HOSPITAL,"$5,322.25 "
1415314,CYSTOCONRAY 51MG PER ML,ST ROSE HOSPITAL,$129.00 
1415355,CHILD/INFANT UPPER EXT. 2 VIEW,ST ROSE HOSPITAL,$609.00 
1415504,KNEE W OBL/TUN/PATELLA/STANDNG,ST ROSE HOSPITAL,"$1,000.00 "
1415553,CHILD/INFANT F.B. 1 FILM,ST ROSE HOSPITAL,$619.00 
1415652,CHILD/INFANT LOWER EXT. 2 VIEW,ST ROSE HOSPITAL,$578.00 
1417351,SPINE CERV. MIN 4 VIEWS,ST ROSE HOSPITAL,"$1,501.00 "
1417450,IR NG TUBE PLACE W/ FLUORO,ST ROSE HOSPITAL,"$1,098.00 "
1417500,ESOPH MODIFIED SWALLOW W/CINE,ST ROSE HOSPITAL,"$1,324.00 "
1420058,IR FLUORO GUIDE BIOPSY,ST ROSE HOSPITAL,"$1,313.00 "
1420108,LUMBAR SPINAL PUNCTURE DX,ST ROSE HOSPITAL,"$1,941.00 "
1420157,HIGH OSMOLAR 350-399 PER ML,ST ROSE HOSPITAL,$126.00 
1420207,IR CHANGE NEPHROSTOMY TUBE,ST ROSE HOSPITAL,"$5,373.00 "
1420256,IR NEPHROSTOMY TRACT ESTB,ST ROSE HOSPITAL,"$2,961.00 "
1440007,IR PER TUBE/CATHETER CHANGE,ST ROSE HOSPITAL,"$2,169.00 "
1440155,IR PORTACATH W/ FLUOROSCOPY,ST ROSE HOSPITAL,"$1,313.00 "
1450063,IR TRIPLE LUMEN PLACEMENT,ST ROSE HOSPITAL,"$1,560.00 "
1450303,IR DRAINAGE WITH TROCAR,ST ROSE HOSPITAL,"$2,772.00 "
1450519,NEPHROSTOMY WITH DRAINAGE,ST ROSE HOSPITAL,"$1,890.00 "
1455294,IR PERC PLACEMENT J TUBE,ST ROSE HOSPITAL,$980.00 
1455336,MYELOGRAM INJ,ST ROSE HOSPITAL,$878.00 
1460039,REPLACE LINE DAILY TRI LUMEN,ST ROSE HOSPITAL,"$4,752.00 "
1460476,IR CENTRAL LINE PLACEMENT TL,ST ROSE HOSPITAL,"$4,752.00 "
1460518,INS CANN HEMODIAL V-V,ST ROSE HOSPITAL,"$11,177.00 "
1461474,XR UPPER GI W/O KUB,ST ROSE HOSPITAL,$690.00 
1468607,BIOPSY PLEURA PERCUTANEOUS NEEDLE,ST ROSE HOSPITAL,"$5,261.10 "
1468708,MINOR PROCEDURE CHARGE,ST ROSE HOSPITAL,"$1,191.00 "
1468909,LOCM 200-299 PER ML,ST ROSE HOSPITAL,$31.30 
1470200,REMOVE RENAL TUBE W/FLUOR,ST ROSE HOSPITAL,"$1,944.12 "
1471200,FACIAL BONE LESS THAN 3 VIEW,ST ROSE HOSPITAL,$711.00 
1471309,RIBS UNILAT 2 VIEW,ST ROSE HOSPITAL,$860.00 
1471457,INS CATH PERIPH CV W/PORT >5,ST ROSE HOSPITAL,"$11,177.00 "
1471549,REPLACEMENT PICC W PORT,ST ROSE HOSPITAL,"$11,177.00 "
1471580,IR FLUORO REMOVE DIALYSIS CATH,ST ROSE HOSPITAL,"$1,560.00 "
1471853,REMOVE TUNNEL CENTRAL CATH,ST ROSE HOSPITAL,"$2,119.00 "
1472117,NONT CATH CV (PICC) W/O PORT >5,ST ROSE HOSPITAL,"$4,147.00 "
1472505,IR INFERIOR VENACAVAGRAM,ST ROSE HOSPITAL,"$8,224.00 "
1490051,IR INJ PERCUT PSEUDOANEURYSM,ST ROSE HOSPITAL,"$1,547.00 "
1490358,VENOGRAM UPPER EXTREMITY RorL S&I,ST ROSE HOSPITAL,"$2,775.00 "
1490457,GASTRO/JEJ TUBE PER PLACE,ST ROSE HOSPITAL,"$5,322.25 "
1490655,ABDOMINAL AORTOGRAM,ST ROSE HOSPITAL,"$6,829.00 "
1490705,ARTHROCENTESIS MAJ JOINT/BURSA,ST ROSE HOSPITAL,"$1,041.00 "
1491028,BX SOFT TISS LEG/ANKLE DEEP,ST ROSE HOSPITAL,"$9,117.95 "
1491039,BX SOFT TISS LEG/ANKLE SUPER,ST ROSE HOSPITAL,"$2,589.41 "
1491040,BX CHEST/LUNG PERC NDL,ST ROSE HOSPITAL,"$5,261.10 "
1491051,THORACENTESIS ASPIRAT,ST ROSE HOSPITAL,"$1,749.60 "
1491062,THORACENTESIS W TUBE INS,ST ROSE HOSPITAL,"$1,819.58 "
1491073,THORACOSTOMY W/ CHEST TUBE,ST ROSE HOSPITAL,"$2,445.80 "
1491095,PERICARDIOCENTESIS INIT,ST ROSE HOSPITAL,"$2,445.80 "
1491117,PERICARDIOCENTESIS TUBE,ST ROSE HOSPITAL,"$1,021.32 "
1491128,ASP BONE MARROW ONLY,ST ROSE HOSPITAL,"$4,131.30 "
1491139,BX BONE MARROW,ST ROSE HOSPITAL,"$3,032.64 "
1491140,BX LYMPH NODES NDL SUPERFICIAL,ST ROSE HOSPITAL,"$5,261.10 "
1491151,BX SALIVARY GLAND NDL,ST ROSE HOSPITAL,"$1,396.72 "
1491162,BX OF LIVER NDL PERC,ST ROSE HOSPITAL,"$5,261.10 "
1491173,PERC LIVER DRAINAGE,ST ROSE HOSPITAL,"$5,261.10 "
1491184,US PERCUT CHOLECYSTOSTOMY,ST ROSE HOSPITAL,"$9,163.85 "
1491195,ABD DRAINAGE PERITONEAL,ST ROSE HOSPITAL,"$5,261.10 "
1491206,ABD DRAINAGE RETROPERITONEAL PERC,ST ROSE HOSPITAL,"$5,261.10 "
1491217,PARACENTESIS ABD W IMAGING GUIDE,ST ROSE HOSPITAL,"$2,157.84 "
1491228,"BX ABDOMEN, RETROP PERC NDL",ST ROSE HOSPITAL,"$5,261.10 "
1491239,DRAIN ABSC SUBDIAPHRAGM PERC,ST ROSE HOSPITAL,"$5,261.10 "
1491240,BX THYROID PERC CORE NDL,ST ROSE HOSPITAL,"$2,589.41 "
1491251,"ASP, INJ THYROID CYST",ST ROSE HOSPITAL,"$2,435.75 "
1491262,BIOPSY MUSCLE DEEP,ST ROSE HOSPITAL,"$4,877.70 "
1499342,GI WITH SM. BOWEL,ST ROSE HOSPITAL,"$2,301.00 "
1499573,LS SPINE COMPL W BENDING VIEWS,ST ROSE HOSPITAL,"$1,786.00 "
1499631,PICC PLACEMENT W/ FLUOROSCOPY,ST ROSE HOSPITAL,"$1,560.00 "
1499672,LIDOCAINE 1% 20ML,ST ROSE HOSPITAL,$12.00 
1499722,NORMAL SALINE 0.9% 250CC,ST ROSE HOSPITAL,$64.00 
1499771,FLUORO GUIDE/LOCAL NEEDLE THER INJECTION,ST ROSE HOSPITAL,"$1,103.00 "
1499821,XR FLUORO CT/MR/INJ/BX/ASP,ST ROSE HOSPITAL,"$1,313.00 "
1499831,INSERTION PLEURAL CATH W CUFF,ST ROSE HOSPITAL,"$7,230.00 "
1499832,"INTRODUCTION NEEDLE OR INTRACATH, VEIN",ST ROSE HOSPITAL,$111.00 
1499833,PERCUTANEOUS BIOPSY PANCREAS,ST ROSE HOSPITAL,"$5,261.10 "
1499834,CONVERSION G TUBE TO GI TUBE W FLUORO,ST ROSE HOSPITAL,"$2,972.00 "
1499835,CONTRAST INJ CENTRAL LINE INCL FLUORO,ST ROSE HOSPITAL,"$9,664.00 "
1499836,IR REPL GASTROSTOMY TUBE W CONTR W FLUOR,ST ROSE HOSPITAL,"$1,460.00 "
1499837,IR REPLACE J TUBE W CONTRAST W FLUORO,ST ROSE HOSPITAL,"$1,460.00 "
1499838,IR REPLACE G J TUBE W CONTRAST W FLUORO,ST ROSE HOSPITAL,"$1,460.00 "
1499839,INSERT PERM CATH,ST ROSE HOSPITAL,"$5,934.00 "
1499840,REMOVE INDWELLG TUN PLEURAX CATH,ST ROSE HOSPITAL,"$2,445.80 "
1499841,INSERTION LONG G TUBE,ST ROSE HOSPITAL,"$1,460.00 "
1499851,FINE NEEDLE ASP W/ GUIDANCE,ST ROSE HOSPITAL,"$2,589.41 "
1499862,PUNC ASPIRATION BREAST,ST ROSE HOSPITAL,"$1,749.60 "
1499873,PUNC ASPIRATION BREAST ADDL,ST ROSE HOSPITAL,"$1,791.59 "
1499885,REMOVE OBS MATERIAL FROM G-TUBE,Unassigned,"$2,232.45 "
1499888,US RENAL TRANSPLANT,Unassigned,$941.30 
1499889,G/J TUBE CK W/CONT INJ S&I,ST ROSE HOSPITAL,"$1,057.85 "
1499917,BIOPSY MUSCLE PERCUT NDL,ST ROSE HOSPITAL,"$5,261.10 "
1499928,BX BONE SUPERFICIAL,ST ROSE HOSPITAL,"$2,449.44 "
1499939,BX BONE DEEP,ST ROSE HOSPITAL,"$6,704.45 "
1499940,BX SOFT TISSUE NECK OR THORAX,ST ROSE HOSPITAL,"$6,704.45 "
1499951,BX UPPER ARM SUPER,ST ROSE HOSPITAL,"$6,704.45 "
1499962,BX UPPER ARM DEEP,ST ROSE HOSPITAL,"$6,704.45 "
1499973,BX FOREARM WRIST,ST ROSE HOSPITAL,"$2,589.41 "
1499984,BX LOWER ARM DEEP,ST ROSE HOSPITAL,"$9,117.95 "
1499995,INC & DRAIN PELVIS/HIP DEEP,ST ROSE HOSPITAL,"$8,300.90 "
1510007,US ABDOMEN COMP,ST ROSE HOSPITAL,"$2,413.00 "
1510011,US GUIDE INSERT SUPRAPUBIC CATHETER,ST ROSE HOSPITAL,"$2,157.84 "
1510056,US ABD LIMIT/FU SINGLE ORGAN,ST ROSE HOSPITAL,$830.00 
1510060,us aorta only,ST ROSE HOSPITAL,"$1,532.00 "
1510106,"US RETROPERITONEAL, COMP (AORTA)",ST ROSE HOSPITAL,"$1,532.00 "
1510403,US THYROID BX ASP INJ S&I,ST ROSE HOSPITAL,"$1,724.00 "
1510429,US PSEUDO ANEURYSM,ST ROSE HOSPITAL,"$1,007.00 "
1510452,US DRAIN W CATH PLACEMENT,ST ROSE HOSPITAL,"$2,772.00 "
1510502,US KIDNEY BOTH,ST ROSE HOSPITAL,"$1,532.00 "
1510551,US PERC LIVER DRAINAGE,ST ROSE HOSPITAL,"$5,261.10 "
1510858,US PELVIS NON OB COMP,ST ROSE HOSPITAL,"$1,950.00 "
1510908,US PELVIS NON OB LIMIT/FU,ST ROSE HOSPITAL,$901.00 
1511005,US FETAL>14 WKS COMPLETE,ST ROSE HOSPITAL,"$1,920.00 "
1511013,US FETAL LIM 1 OR MORE FETUS,ST ROSE HOSPITAL,$873.00 
1511062,US FETAL>14 WKS ADDTL FETUS,ST ROSE HOSPITAL,"$2,296.00 "
1511153,US THYROID,ST ROSE HOSPITAL,"$1,601.00 "
1511401,US SCROTUM AND CONTENTS,ST ROSE HOSPITAL,"$1,458.00 "
1511419,US VENOUS LOWER EXT BIL,ST ROSE HOSPITAL,"$1,886.00 "
1511450,US CAROTID DUPLEX STUDY BIL,ST ROSE HOSPITAL,"$3,026.00 "
1511682,US CHEST,ST ROSE HOSPITAL,"$1,152.00 "
1511708,US BIOPHYSICAL PROFILE,ST ROSE HOSPITAL,"$1,383.00 "
1517507,US EXTREMITY NON-VASCULAR,ST ROSE HOSPITAL,"$1,411.00 "
1517556,US AMNIOCENTESIS GUIDE S&I,ST ROSE HOSPITAL,$739.00 
1517667,AMNIOCENTESIS DIAGNOSTIC,ST ROSE HOSPITAL,"$1,637.30 "
1517705,US VENOUS UNILAT LOWER EXT,ST ROSE HOSPITAL,"$1,199.00 "
1517754,US TRANSVAG NON OB,ST ROSE HOSPITAL,"$1,078.00 "
1517853,US PERC TUBE/CATHETER CHANGE,ST ROSE HOSPITAL,"$2,169.00 "
1517952,US TRANSVAG OB,ST ROSE HOSPITAL,$820.00 
1518059,US FETAL EVAL <14 WKS,ST ROSE HOSPITAL,"$1,393.00 "
1518061,US FETAL < 14 WEEKS Q TRANS VAG,ST ROSE HOSPITAL,"$1,393.00 "
1518208,US FETAL LIMITED OR FU,ST ROSE HOSPITAL,$873.00 
1520062,US GUIDED INTERSTITIAL THERAPY,ST ROSE HOSPITAL,"$2,377.80 "
1530013,US BREAST BIOPSY NEEDLE PLCMT,ST ROSE HOSPITAL,"$1,724.00 "
1530039,US THORACENTESIS TUB S&I,ST ROSE HOSPITAL,"$1,724.00 "
1530062,US LIVER S&I,ST ROSE HOSPITAL,"$1,724.00 "
1530096,"US PELVIS,HIP BX SUPERFICIAL",ST ROSE HOSPITAL,"$2,566.08 "
1530146,US ABD DRAINAGE PERITONEAL,ST ROSE HOSPITAL,"$5,261.10 "
1530153,US EXTREMITY BIOPSY S&I,ST ROSE HOSPITAL,"$1,724.00 "
1530161,BREAST CLIP PLACEMENT,ST ROSE HOSPITAL,$536.63 
1530211,US BREAST PERC CORE BIOPSY,ST ROSE HOSPITAL,"$2,157.84 "
1530237,US ABD DRAIN RETROPERITONEAL,ST ROSE HOSPITAL,"$5,261.10 "
1530369,US PERC KIDNEY/CYST/PELVIS,ST ROSE HOSPITAL,"$5,261.10 "
1530419,US BIOPSY LEG/ANKLE,ST ROSE HOSPITAL,"$2,589.41 "
1530468,US PELVIS/HIP DRAINAGE,ST ROSE HOSPITAL,"$8,300.90 "
1530518,US PELVIS/HIP BIOPSY,ST ROSE HOSPITAL,"$2,589.41 "
1530567,US BIOPSY FOREARM WRIST,ST ROSE HOSPITAL,"$2,589.41 "
1530617,US CHEST/LUNG BIOPSY,ST ROSE HOSPITAL,"$5,261.10 "
1530666,US THYROID BIOPSY S&I,ST ROSE HOSPITAL,"$1,724.00 "
1530674,US THYROID BIOPSY (USD),ST ROSE HOSPITAL,"$2,589.41 "
1530716,US ABDOMEN PERCUTANEOUS BIOPSY,ST ROSE HOSPITAL,"$5,261.10 "
1533215,SALINE INFUSED US SONOHYSTEROG,ST ROSE HOSPITAL,"$1,181.00 "
1533249,US INJ CATHERIZAITON HYSTERO,ST ROSE HOSPITAL,$655.62 
1533298,US BIOPSY OF LIVER,ST ROSE HOSPITAL,"$5,261.10 "
1533355,US THORACENTESIS ASPIRATION,ST ROSE HOSPITAL,"$1,749.60 "
1533405,US THORACENTESIS W TUBE INS,ST ROSE HOSPITAL,"$1,819.58 "
1540012,US CYST ASP ADD'L,ST ROSE HOSPITAL,"$1,791.59 "
1540053,US THYROID CYST ASPIR.,ST ROSE HOSPITAL,"$2,435.75 "
1540152,US FINE NEEDLE,ST ROSE HOSPITAL,"$2,589.41 "
1540178,US PARACENTESIS,ST ROSE HOSPITAL,"$2,054.00 "
1540251,US BREAST ASPIRATION,ST ROSE HOSPITAL,"$1,749.60 "
1540301,U S NEEDLE PLACE RENAL S&I,ST ROSE HOSPITAL,"$1,724.00 "
1540400,US BIOPSY CHEST S&I,ST ROSE HOSPITAL,"$1,724.00 "
1540459,US BIOPSY ABD S&I,ST ROSE HOSPITAL,"$1,724.00 "
1550060,US THORA CONVERT TO PIGTAIL,ST ROSE HOSPITAL,"$1,724.00 "
1550409,US PNEUMO CATH INSERT S&I,ST ROSE HOSPITAL,"$1,724.00 "
1550524,US ABD DRAIN ABSCESS TROCAR,ST ROSE HOSPITAL,"$2,772.00 "
1550573,US PERCUTANEOUS CHOLECYSTOSTOMY,ST ROSE HOSPITAL,"$9,163.85 "
1556000,US DRAIN ABD ABSCESS,ST ROSE HOSPITAL,"$2,772.00 "
1580604,US FETAL IUGR > 14 WEEKS,ST ROSE HOSPITAL,"$1,920.00 "
1580752,US GUIDANCE VASCULAR ACC SITE,ST ROSE HOSPITAL,$658.11 
1580763,US PICC INSERT BY RN,ST ROSE HOSPITAL,$658.11 
1580774,US NON VASCULAR LIMITED,ST ROSE HOSPITAL,$767.00 
1580802,US VENOUS UNILAT UPPER EXT,ST ROSE HOSPITAL,"$1,199.00 "
1580851,PLEURODESIS INSTILLATION VIA TUBE,ST ROSE HOSPITAL,"$2,445.80 "
1580901,BIOPSY SALIVARY GLAND,ST ROSE HOSPITAL,"$1,396.72 "
1580919,PLEURODESIS INSERT/ASPIRATION,ST ROSE HOSPITAL,"$2,445.80 "
1580950,NEEDLE BIOPSY SUPERFICIAL,ST ROSE HOSPITAL,"$5,261.10 "
1581008,BX SOFT TISSUE NECK OR THORAX,ST ROSE HOSPITAL,"$6,704.45 "
1581057,US BREAST BX VAC ASSIST NoCLIP,ST ROSE HOSPITAL,"$1,724.00 "
1581750,US PELVIS COMPLETE W TRANSVAG,ST ROSE HOSPITAL,"$1,950.00 "
1581800,US PELVIS LIMITED W TRANSVAG,ST ROSE HOSPITAL,$901.00 
1581859,US VENOUS BILAT UPPER EXT,ST ROSE HOSPITAL,"$1,886.00 "
1581925,US THORACENTESIS S&I,ST ROSE HOSPITAL,"$1,724.00 "
1582055,INITIAL PERICARDIOCENTESIS,ST ROSE HOSPITAL,"$2,445.80 "
1582105,SUBSEQUENT PERICARDIOCENTESIS,ST ROSE HOSPITAL,"$2,445.80 "
1582154,PERICARDIOCENTESIS TUBE,ST ROSE HOSPITAL,"$1,021.32 "
1582204,US PERICARDIOCENTESIS W TUBE,ST ROSE HOSPITAL,"$5,101.00 "
1588110,US VENOUS MIDLINE ACCESS,ST ROSE HOSPITAL,$658.00 
1588169,US EXTREM ARTERIAL LIMITED,ST ROSE HOSPITAL,"$1,152.00 "
1588201,US PLEURODESIS,ST ROSE HOSPITAL,"$1,724.00 "
1588334,US HEAD & NECK,ST ROSE HOSPITAL,"$1,601.00 "
1588383,US DOPPLER VELOCIMETRY UMBILICAL ARTERY,ST ROSE HOSPITAL,$549.00 
1588394,US DUPLEX ABD PELVIS SCROTAL COMP,ST ROSE HOSPITAL,"$1,161.95 "
1588405,US DUPLEX ABD PELVIS SCROTAL LIMIT,ST ROSE HOSPITAL,$819.83 
1588406,US UNI COMPLETE - LT,ST ROSE HOSPITAL,$649.95 
1588408,US UNI BREAST LIMITED-LT,ST ROSE HOSPITAL,$649.95 
1588409,US UNI BREAST LIMITED - RT,ST ROSE HOSPITAL,$649.95 
1588507,US UNI BREAST COMPLETE-RT,ST ROSE HOSPITAL,$649.95 
1611003,NM ISO CS-131 PER SEED,ST ROSE HOSPITAL,$219.00 
1611151,NM ISOTOPE TC99M DTPA UP TO 25MCI,ST ROSE HOSPITAL,$266.00 
1611250,NM SOTOPE IND III DPTPA PER 5MCI,ST ROSE HOSPITAL,$266.00 
1611300,NM ISOTOPE GALLIUM 67 PER MCI,ST ROSE HOSPITAL,$154.00 
1611359,NM ISOTOPE TL-201 PER MCI,ST ROSE HOSPITAL,$135.00 
1611409,NM SOTOPE TC99M MAGS3 SD,ST ROSE HOSPITAL,"$1,553.00 "
1611425,NM MYOCARDIAL SINGLE REST/VIABILITY,ST ROSE HOSPITAL,"$4,069.00 "
1611441,NM MYOCARDIAL PERF SGL STDY,ST ROSE HOSPITAL,"$4,069.00 "
1611458,NM BONE SCAN WHOLE BODY,ST ROSE HOSPITAL,"$4,575.00 "
1611474,NM BONE/JOINT LIMITED,ST ROSE HOSPITAL,"$2,221.00 "
1611631,NM ISOTOPE OCTEROSCAN TO 6MCI,ST ROSE HOSPITAL,"$4,313.00 "
1611649,NM TUMOR LOCAL WHOLE BODY,ST ROSE HOSPITAL,"$3,211.00 "
1611771,NM MYOCARDIAL PERF MULTI STUDY,ST ROSE HOSPITAL,"$3,914.00 "
1611805,NM KIDNEY SCAN W/VASCULAR FLOW,ST ROSE HOSPITAL,"$2,283.00 "
1611854,NM LIVER AND SPLEEN SCAN,ST ROSE HOSPITAL,"$2,831.00 "
1611888,NM GATED BLOOD POOL REST,ST ROSE HOSPITAL,"$2,304.00 "
1612001,NM LUNG PERFUSION,ST ROSE HOSPITAL,"$2,149.00 "
