Facility,Service,Price,,
Northwestern Medicine Central DuPage Hospital,COMPOSITE SKIN GRAFT,"$6,987.50",,
Northwestern Medicine Central DuPage Hospital,FEMORAL ENDOVAS GRAFT ADD-ON,"$6,937.75",,
Northwestern Medicine Central DuPage Hospital,OR 278,"$12,257.58",,
Northwestern Medicine Central DuPage Hospital,OR 278,$113.60,,
Northwestern Medicine Central DuPage Hospital,CYSTOSCOPY AND TREATMENT,"$6,906.00",,
Northwestern Medicine Central DuPage Hospital,LABOR LEVEL 1 ROUTINE LABOR,"$6,895.75",,
Northwestern Medicine Central DuPage Hospital,OR 278,"$11,216.04",,
Northwestern Medicine Central DuPage Hospital,OR 275,"$105,440.94",,
Northwestern Medicine Central DuPage Hospital,OR 278,"$100,687.50",,
Northwestern Medicine Central DuPage Hospital,DELAY FLAP EYE/NOS/EAR/LIP,"$6,866.75",,
Northwestern Medicine Central DuPage Hospital,HEMORRHOIDECTOMY SIMP,"$6,852.75",,
Northwestern Medicine Central DuPage Hospital,POLYSOM <6 YRS CPAP/BILVL,"$6,852.00",,
Northwestern Medicine Central DuPage Hospital,POLYSOM 6/>YRS CPAP 4/> PARM,"$6,852.00",,
Northwestern Medicine Central DuPage Hospital,TIS TRNFR E/N/E/L10.1-30SQCM,"$6,848.75",,
Northwestern Medicine Central DuPage Hospital,OR 272,"$1,995.93",,
Northwestern Medicine Central DuPage Hospital,TC99M BICISATE (NEUROLITE),"$6,777.50",,
Northwestern Medicine Central DuPage Hospital,TEMPORAL ARTERY PROCEDURE,"$6,766.25",,
Northwestern Medicine Central DuPage Hospital,EXC NECK LES SC < 3 CM,"$6,756.75",,
Northwestern Medicine Central DuPage Hospital,EXC BACK TUM DEEP 5 CM/>,"$6,755.75",,
Northwestern Medicine Central DuPage Hospital,REMOVE WRIST TENDON LESION,"$6,746.00",,
Northwestern Medicine Central DuPage Hospital,BIOPSY/REMOVAL LYMPH NODES OPEN SUPERFICIAL,"$6,743.75",,
Northwestern Medicine Central DuPage Hospital,OR 278,"$1,884.94",,
Northwestern Medicine Central DuPage Hospital,"IMAGE-GUIDED FLUID COLLECTION DRAINAGE, CATHETER; VISCERAL, PERCUTANEOUS","$6,683.75",,
Northwestern Medicine Central DuPage Hospital,OR 278,"$1,691.83",,
Northwestern Medicine Central DuPage Hospital,HCPF S-THORACIC ENDOVAS W/SUB,"$6,667.75",,
Northwestern Medicine Central DuPage Hospital,OR 272,"$1,636.39",,
Northwestern Medicine Central DuPage Hospital,LAPAROSCOPE PROCEDURE LIVER,"$6,641.00",,
Northwestern Medicine Central DuPage Hospital,REMOVAL SWEAT GLAND LESION SIMPLE OR INTERMEDIATE,"$6,612.75",,
Northwestern Medicine Central DuPage Hospital,COLONOSCOPY WITH STENT PLACEMENT,"$6,603.25",,
Northwestern Medicine Central DuPage Hospital,OR 278,"$1,452.59",,
Northwestern Medicine Central DuPage Hospital,EGD W/THRML TXMNT GERD,"$6,582.00",,
Northwestern Medicine Central DuPage Hospital,INTRAVENTRICULAR PACING,"$6,580.25",,
Northwestern Medicine Central DuPage Hospital,MUSC MYOQ/FSCQ FLP H&N PEDCL,"$6,576.75",,
Northwestern Medicine Central DuPage Hospital,REMOVAL TUNNELED INTRAPERITONEAL CATHETER,"$6,571.00",,
Northwestern Medicine Central DuPage Hospital,REMOVAL INDWELLING TUNNELED PLEURAL CATHETER,"$6,561.25",,
Northwestern Medicine Central DuPage Hospital,BIOPSY OF HEART LINING,"$6,551.00",,
Northwestern Medicine Central DuPage Hospital,PERQ SACRAL AUGMT BILAT INJ,"$6,547.00",,
Northwestern Medicine Central DuPage Hospital,PIN FINGER FRACTURE EACH,"$6,544.75",,
Northwestern Medicine Central DuPage Hospital,CRYOABLATION LIVER PERCUTANEOUS; 1 OR MORE TUMORS,"$6,542.00",,
Northwestern Medicine Central DuPage Hospital,"INSERT TUNNEL CV CATH, YOUNGER THAN 5 YEARS","$6,536.25",,
Northwestern Medicine Central DuPage Hospital,ENDOVASCULAR TEMPORY VESSEL OCCLUSION; HEAD OR NECK,"$6,534.25",,
Northwestern Medicine Central DuPage Hospital,TRAUMA RESPONS W/HOSP CC 1,"$6,521.00",,
Northwestern Medicine Central DuPage Hospital,HDR RDNCL NTRSTL/ICAV BRCHTX 1 CHAN,"$6,474.25",,
Northwestern Medicine Central DuPage Hospital,BIOPSY OF NERVE,"$6,473.25",,
Northwestern Medicine Central DuPage Hospital,DILATION OF STENOSIS,"$6,471.00",,
Northwestern Medicine Central DuPage Hospital,OR 272,"$1,266.89",,
Northwestern Medicine Central DuPage Hospital,MYELOGRAPHY LUMBAR INJECTION TWO OR MORE REGIONS S & I,"$6,467.50",,
Northwestern Medicine Central DuPage Hospital,TREAT FINGER DISLOCATION SINGLE,"$6,444.50",,
Northwestern Medicine Central DuPage Hospital,FIDUCIAL MARKER PLACEMENT; ABDOMEN,"$6,443.50",,
Northwestern Medicine Central DuPage Hospital,OR 272,"$1,013.16",,
Northwestern Medicine Central DuPage Hospital,EXC THIGH/KNEE SUBQ <3CM,"$6,438.50",,
Northwestern Medicine Central DuPage Hospital,DELIVERY LEVEL 1 NORMAL DELIVERY,"$6,436.00",,
Northwestern Medicine Central DuPage Hospital,TLSO 2 SHL SYMPHYS-STERN CST,"$6,425.25",,
Northwestern Medicine Central DuPage Hospital,OR 278,"$1,001.37",,
Northwestern Medicine Central DuPage Hospital,TC99M EXAMETAZIME (CERETEC) (HMPAO),"$6,388.00",,
Northwestern Medicine Central DuPage Hospital,PAD ARCTICGEL LARGE,"$6,381.50",,
Northwestern Medicine Central DuPage Hospital,PAD ARCTICGEL MEDIUM,"$6,381.50",,
Northwestern Medicine Central DuPage Hospital,PAD ARCTICGEL SMALL,"$6,381.50",,
Northwestern Medicine Central DuPage Hospital,DRAIN THIGH/KNEE LESION,"$6,376.75",,
Northwestern Medicine Central DuPage Hospital,EXC BACK LES SC < 3 CM,"$6,375.25",,
Northwestern Medicine Central DuPage Hospital,NEWBORN LEVEL IV ROOM,"$6,360.00",,
Northwestern Medicine Central DuPage Hospital,NEWBORN LEVEL IV; TRANSFER ROOM,"$6,360.00",,
Northwestern Medicine Central DuPage Hospital,TRAUMA ACTIVATION W/O CC,"$6,351.75",,
Northwestern Medicine Central DuPage Hospital,REMOVAL OF BREAST LESION,"$6,338.50",,
Northwestern Medicine Central DuPage Hospital,EXC S/N/H/F/G MAL+MRG >4 CM,"$6,326.50",,
Northwestern Medicine Central DuPage Hospital,"TRANSCATHETER THERAPY, EMBOLIZATION; S&I","$6,325.00",,
Northwestern Medicine Central DuPage Hospital,BLADDER DRAINAGE WITH CATHETER INSERTION,"$6,321.75",,
Northwestern Medicine Central DuPage Hospital,BX BREAST 1ST LESION US IMAG,"$6,295.00",,
Northwestern Medicine Central DuPage Hospital,BX BREAST ADD LESION US IMAG,"$6,295.00",,
Northwestern Medicine Central DuPage Hospital,EXPLORE WOUND ABDOMEN,"$6,294.50",,
Northwestern Medicine Central DuPage Hospital,EXCISE/REPAIR MOUTH LESION SIMPLE,"$6,293.25",,
Northwestern Medicine Central DuPage Hospital,ESOPHAGOSCP RIG TRNSO REM FB,"$6,283.25",,
Northwestern Medicine Central DuPage Hospital,TREAT FINGER FRACTURE EACH,"$6,279.00",,
Northwestern Medicine Central DuPage Hospital,DEEP MUSCLE BIOPSY,"$6,255.00",,
Northwestern Medicine Central DuPage Hospital,CT ABD & PELV W/CONTRAST,"$6,232.00",,
Northwestern Medicine Central DuPage Hospital,TIS TRNFR S/A/L 10 SQ CM/<,"$6,213.50",,
Northwestern Medicine Central DuPage Hospital,"RADIOPHARMACEUTICAL TUMOR LOCALIZATION, WHOLE BODY, 2 OR MORE DAYS","$6,195.50",,
Northwestern Medicine Central DuPage Hospital,RADIOPHARM DX AGENT NOC,"$6,167.25",,
Northwestern Medicine Central DuPage Hospital,CRITICAL CARE FIRST HOUR,"$6,159.00",,
Northwestern Medicine Central DuPage Hospital,HIP ABD OX PRE FAB,"$6,154.00",,
Northwestern Medicine Central DuPage Hospital,BIOPSY OF BREAST- OPEN,"$6,144.25",,
Northwestern Medicine Central DuPage Hospital,TRANSLUMINAL BALLOON ANGIOPLASTY EACH ADDL VEIN,"$6,142.00",,
Northwestern Medicine Central DuPage Hospital,POLYSOM <6 YRS 4/> PARAMTRS,"$6,129.50",,
Northwestern Medicine Central DuPage Hospital,POLYSOM 6/> YRS 4/> PARAM,"$6,129.50",,
Northwestern Medicine Central DuPage Hospital,EXC H-F-NK-SP B9+MARG >4 CM,"$6,120.25",,
Northwestern Medicine Central DuPage Hospital,TLSO FLEX TRNK SJ-SS PRE CST,"$6,099.75",,
Northwestern Medicine Central DuPage Hospital,REPAIR HAND TENDON,"$6,098.75",,
Northwestern Medicine Central DuPage Hospital,ECHO TEE GUIDE/TRANSCATH PROC,"$6,098.25",,
Northwestern Medicine Central DuPage Hospital,MUSCLE BIOPSY,"$6,058.50",,
Northwestern Medicine Central DuPage Hospital,MEDICAL/SURGICAL PRIVATE ROOM L&D HIGH RISK,"$6,055.00",,
Northwestern Medicine Central DuPage Hospital,ICU ROOM,"$6,055.00",,
Northwestern Medicine Central DuPage Hospital,EXC SHOULDER TUM DEEP < 5 CM,"$6,054.75",,
Northwestern Medicine Central DuPage Hospital,PET IMAGING WITH CT; LIMITED AREA,"$6,053.25",,
Northwestern Medicine Central DuPage Hospital,HT MUSCLE IMAGE SPECT SING,"$6,046.25",,
Northwestern Medicine Central DuPage Hospital,COLONOSCOPY W/FB REMOVAL,"$6,011.25",,
Northwestern Medicine Central DuPage Hospital,INT AUDITORY CANALS,$599.00,,
Northwestern Medicine Central DuPage Hospital,XRAY PELVIS 1 OR 2 VIEWS,$595.50,,
Northwestern Medicine Central DuPage Hospital,MTHFR GENE,$594.13,,
Northwestern Medicine Central DuPage Hospital,HCPF CHANGE G-TUBE TO G-J PERC,$593.50,,
Northwestern Medicine Central DuPage Hospital,EVALUATE SPEECH PRODUCTION,$591.49,,
Northwestern Medicine Central DuPage Hospital,GENTLE VACUUM CUP OPAQUE,$591.25,,
Northwestern Medicine Central DuPage Hospital,HCPF INCISION OF TOE TENDON SINGLE TENDON,$591.00,,
Northwestern Medicine Central DuPage Hospital,HEPATITIS C REVRS TRNSCRPJ,$590.13,,
Northwestern Medicine Central DuPage Hospital,ASSAY OTHER FLUID CHLORIDES,$59.88,,
Northwestern Medicine Central DuPage Hospital,DRESS TEGASORB 10CM X 12CM,$59.75,,
Northwestern Medicine Central DuPage Hospital,SUTURE J513 4-0 VICRYL,$59.75,,
Northwestern Medicine Central DuPage Hospital,WATER STERILE 1500CC,$59.75,,
Northwestern Medicine Central DuPage Hospital,BOTTLE BREAST FLOW 5 OZ,$59.50,,
Northwestern Medicine Central DuPage Hospital,CN NULA NASAL PREMATUR 1610,$59.50,,
Northwestern Medicine Central DuPage Hospital,SUTURE 689J 6-0 NYLON,$59.50,,
Northwestern Medicine Central DuPage Hospital,STOMAHESIVE PASTE,$59.25,,
Northwestern Medicine Central DuPage Hospital,BABY SHADES (BILI MASK),$59.00,,
Northwestern Medicine Central DuPage Hospital,BABY SHADES PREMIE,$59.00,,
Northwestern Medicine Central DuPage Hospital,PSYTX COMPLEX INTERACTIVE,$59.00,,
Northwestern Medicine Central DuPage Hospital,CDH PSYTX COMPLEX INTERACTIVE,$59.00,,
Northwestern Medicine Central DuPage Hospital,DRAINAGE MOUTH ROOF LESION,$588.75,,
Northwestern Medicine Central DuPage Hospital,HCPF REMOVE LUNG CATHETER,$587.75,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF FETAL FIBRONECTIN,$586.50,,
Northwestern Medicine Central DuPage Hospital,SNUGGLE UP CLOTH SMALL,$586.00,,
Northwestern Medicine Central DuPage Hospital,MOLECULAR PATHOLOGY INTERPR,$585.75,,
Northwestern Medicine Central DuPage Hospital,PUNCTURE ASPIRATION ABSCESS HEMATOMA BULLA/CYST,$585.25,,
Northwestern Medicine Central DuPage Hospital,CRYOPRECIPITATE EACH UNIT,$583.38,,
Northwestern Medicine Central DuPage Hospital,X-RAY EXAM OF FEMUR MIN 2 VIEWS,$582.25,,
Northwestern Medicine Central DuPage Hospital,HCPF S-BIOPSY VERTEBRAL DISC,$581.75,,
Northwestern Medicine Central DuPage Hospital,MOPATH PROCEDURE LEVEL 4,$580.75,,
Northwestern Medicine Central DuPage Hospital,ORTHO DVC REPAIR PER 15 MIN,$580.25,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF BLOOD CHLORIDE,$58.88,,
Northwestern Medicine Central DuPage Hospital,HEMATOCRIT,$58.88,,
Northwestern Medicine Central DuPage Hospital,ELECTRODE FETAL SCALP,$58.75,,
Northwestern Medicine Central DuPage Hospital,DRAINAGE BAG URINARY,$58.50,,
Northwestern Medicine Central DuPage Hospital,DUO-THERM DISP PAD 14X20,$58.50,,
Northwestern Medicine Central DuPage Hospital,JACKSON-PRATT SUCT RESERV.,$58.50,,
Northwestern Medicine Central DuPage Hospital,IMMUNOTHERAPY ONE INJECTION,$58.50,,
Northwestern Medicine Central DuPage Hospital,HCPF TREATMENT NOSE FRACTURE,$58.25,,
Northwestern Medicine Central DuPage Hospital,HYDRATION IV INFUSION INITIAL; 31 MINUTES TO 1 HOUR,$579.88,,
Northwestern Medicine Central DuPage Hospital,ELECTROMYOGRAPHY (EMG); CRANIAL; UNILATERAL,$579.25,,
Northwestern Medicine Central DuPage Hospital,HCPF X-RAY PLACEMENT BLOOD VESSEL PROSTHESIS PROC RS&I,$579.00,,
Northwestern Medicine Central DuPage Hospital,MUSC TST DONE W/N TST NONEXT,$578.75,,
Northwestern Medicine Central DuPage Hospital,ASSAY BIOVLBL TESTOSTERONE DIRECT MEASUREMENT,$578.00,,
Northwestern Medicine Central DuPage Hospital,CULTR OOCYTE/EMBRYO <4 DAYS,$577.63,,
Northwestern Medicine Central DuPage Hospital,HLA CLASS I&II ANTIBODY QUAL,$577.38,,
Northwestern Medicine Central DuPage Hospital,SCD SLEEVE KNEE LRG/WESTRR,$576.25,,
Northwestern Medicine Central DuPage Hospital,UNLISTED MOLECULAR PATHOLOGY,$574.38,,
Northwestern Medicine Central DuPage Hospital,X-RAY EXAM SACRUM TAILBONE,$574.00,,
Northwestern Medicine Central DuPage Hospital,NASOPHARYNGOSCOPY,$573.75,,
Northwestern Medicine Central DuPage Hospital,BLINK REFLEX TEST,$573.75,,
Northwestern Medicine Central DuPage Hospital,NEG PRESS WOUND TX </=50 CM,$573.50,,
Northwestern Medicine Central DuPage Hospital,ENZYME HISTOCHEMISTRY,$573.00,,
Northwestern Medicine Central DuPage Hospital,ORAL FUNCTION THERAPY,$572.25,,
Northwestern Medicine Central DuPage Hospital,AUD REHAB POSTLING HEAR LOSS,$572.25,,
Northwestern Medicine Central DuPage Hospital,ULTRASOUND EXAM FOLLOW-UP,$571.25,,
Northwestern Medicine Central DuPage Hospital,WRST SPL CARPAL TUN S/M/L,$57.88,,
Northwestern Medicine Central DuPage Hospital,WINGED INFUSION ST,$57.75,,
Northwestern Medicine Central DuPage Hospital,EAR WICK,$57.63,,
Northwestern Medicine Central DuPage Hospital,ELECTROSURGICAL PENCIL,$57.50,,
Northwestern Medicine Central DuPage Hospital,SCOTCHCAST TAPE 4,$57.38,,
Northwestern Medicine Central DuPage Hospital,TISS EXAM MOLECULAR STUDY,$57.00,,
Northwestern Medicine Central DuPage Hospital,KRAS GENE CODON 61,$569.63,,
Northwestern Medicine Central DuPage Hospital,HIV-1 QUANT&REVRSE TRNSCRPJ,$568.88,,
Northwestern Medicine Central DuPage Hospital,X-RAY EXAM OF SHOULDER MINIMUM 2 VIEWS,$568.00,,
Northwestern Medicine Central DuPage Hospital,X-RAY EXAM OF ELBOW 3 VIEWS,$568.00,,
Northwestern Medicine Central DuPage Hospital,X-RAY EXAM OF ANKLE 3 VIEWS,$568.00,,
Northwestern Medicine Central DuPage Hospital,X-RAY EXAM OF FOOT 3 VIEWS,$568.00,,
Northwestern Medicine Central DuPage Hospital,NERVE TEASING PREPARATIONS,$566.75,,
Northwestern Medicine Central DuPage Hospital,DIAGNOSTIC LARYNGOSCOPY INDIRECT,$565.75,,
Northwestern Medicine Central DuPage Hospital,PULSAVAC FAN SPRAY KIT,$564.50,,
Northwestern Medicine Central DuPage Hospital,"LARYNGOSCOPY, FLEXIBLE FIBEROPTIC; DIAGNOSTIC",$562.25,,
Northwestern Medicine Central DuPage Hospital,CUSTOM WRIST HAND FINGER OSTHOSIS,$560.75,,
Northwestern Medicine Central DuPage Hospital,TISSUE CULTURE LYMPHOCYTE,$560.25,,
Northwestern Medicine Central DuPage Hospital,ADMIN INFLUENZA VIRUS VAC,$56.88,,
Northwestern Medicine Central DuPage Hospital,DR BROWN BOTTLE 4 OZ,$56.75,,
Northwestern Medicine Central DuPage Hospital,EXT SET TRIFURCAT MINIBORE,$56.75,,
Northwestern Medicine Central DuPage Hospital,PACK IODOFORM,$56.63,,
Northwestern Medicine Central DuPage Hospital,HCPF REMOVE NAIL PLATE ADD-ON,$56.50,,
Northwestern Medicine Central DuPage Hospital,CREAM ATRACTAIN W/UREA 2OZ,$56.00,,
Northwestern Medicine Central DuPage Hospital,NG TUBE/SALEM SUMP,$56.00,,
Northwestern Medicine Central DuPage Hospital,LP NEEDLE NEONATAL 25G X 1,$56.00,,
Northwestern Medicine Central DuPage Hospital,"ARTHROCENTESIS, ASPIRATION/INJECTION; SMALL JOINT W/O US",$559.75,,
Northwestern Medicine Central DuPage Hospital,EVAL AUD REHAB STATUS,$559.75,,
Northwestern Medicine Central DuPage Hospital,HCPF IMAGE CATH FLUID SOFT TISS,$559.00,,
Northwestern Medicine Central DuPage Hospital,ZOLL ELECTRODE PEDI PADS,$558.75,,
Northwestern Medicine Central DuPage Hospital,DRAINAGE OF SKIN ABSCESS SIMPLE OR SINGLE,$557.88,,
Northwestern Medicine Central DuPage Hospital,HCPF INSERT CATH PLEURA W IMAG,$557.75,,
Northwestern Medicine Central DuPage Hospital,LYMPHOCYTE TRANSFORMATION,$556.88,,
Northwestern Medicine Central DuPage Hospital,CHEMO IV INFUS EACH ADDL SEQ,$556.25,,
Northwestern Medicine Central DuPage Hospital,FRACTURE NON-GREAT TOE WITH MANIPULATION,$556.13,,
Northwestern Medicine Central DuPage Hospital,CHEMO IV INFUSION ADDL HR,$555.25,,
Northwestern Medicine Central DuPage Hospital,TRACH TB UNCUFF 3.5 NEONAT,$554.50,,
Northwestern Medicine Central DuPage Hospital,X-RAY EXAM ABDOMEN 2 VIEWS,$554.00,,
Northwestern Medicine Central DuPage Hospital,UNLISTED MOLECULAR PATHOLOGY,$553.13,,
Northwestern Medicine Central DuPage Hospital,FINE NEEDLE ASPIRATION W/O IMAGING GUIDANCE,$553.00,,
Northwestern Medicine Central DuPage Hospital,M.TUBERCULO DNA AMP PROBE,$552.88,,
Northwestern Medicine Central DuPage Hospital,"DISLOCATION FINGER, INTERPHALANGEAL; W/MANIPULATION, W/O ANESTHESIA",$552.38,,
Northwestern Medicine Central DuPage Hospital,ROM PLUS LAB TEST KIT,$552.25,,
Northwestern Medicine Central DuPage Hospital,CHIN STRAP,$552.00,,
Northwestern Medicine Central DuPage Hospital,BLOOD SPLIT UNIT,$552.00,,
Northwestern Medicine Central DuPage Hospital,RAPID RHINO 4.5 RR450 S.0.,$550.50,,
Northwestern Medicine Central DuPage Hospital,MICRO INTRODUCER,$550.25,,
Northwestern Medicine Central DuPage Hospital,ENDO TUBE EVAC 6.5MM SEAL,$550.25,,
Northwestern Medicine Central DuPage Hospital,ENDO TUBE EVAC 6MM SEAL,$550.25,,
Northwestern Medicine Central DuPage Hospital,ENDO TUBE EVAC 7.5MM SEAL,$550.25,,
Northwestern Medicine Central DuPage Hospital,ENDO TUBE EVAC 7MM SEAL,$550.25,,
Northwestern Medicine Central DuPage Hospital,ENDO TUBE EVAC 8.5MM SEAL,$550.25,,
Northwestern Medicine Central DuPage Hospital,ENDO TUBE EVAC 8MM SEAL,$550.25,,
Northwestern Medicine Central DuPage Hospital,RPR S/N/AX/GEN/TRNK2.6-7.5CM,$550.13,,
Northwestern Medicine Central DuPage Hospital,HCPF PLACE CATH VEIN 2ND ORD,$550.00,,
Northwestern Medicine Central DuPage Hospital,RX 636,$55.32,,
Northwestern Medicine Central DuPage Hospital,3D RENDERING WITH INDEPENDENT WORKSTATION,$549.00,,
Northwestern Medicine Central DuPage Hospital,EXHALED CARBON DIOXIDE TEST,$549.00,,
Northwestern Medicine Central DuPage Hospital,ANES CANNULA 15CM BLUNT,$548.75,,
Northwestern Medicine Central DuPage Hospital,HCPF TREAT FINGER DISLOCATION,$547.00,,
Northwestern Medicine Central DuPage Hospital,ELECTROMYOGRAPHY (EMG); THORACIC PARASPINAL (EXCLUDING T1 OR T12),$547.00,,
Northwestern Medicine Central DuPage Hospital,PACEMAKER EXT PER DAY,$546.50,,
Northwestern Medicine Central DuPage Hospital,X-RAY EXAM OF NASAL BONES,$545.75,,
Northwestern Medicine Central DuPage Hospital,PANORAMIC X-RAY OF JAWS,$545.75,,
Northwestern Medicine Central DuPage Hospital,PICC SHEATH INTRODUCER ONLY,$545.50,,
Northwestern Medicine Central DuPage Hospital,FECAL MICROBIOTA PREP INSTIL,$545.50,,
Northwestern Medicine Central DuPage Hospital,NPM1 GENE,$545.25,,
Northwestern Medicine Central DuPage Hospital,DRAINAGE FINGER ABSCESS; SIMPLE,$545.25,,
Northwestern Medicine Central DuPage Hospital,"IV INFUSION, MEDICINE (TX/PX/D); INTIAL UP TO 1 HOUR",$544.75,,
Northwestern Medicine Central DuPage Hospital,AUD REHAB PRE-LING HEAR LOSS,$544.75,,
Northwestern Medicine Central DuPage Hospital,BONE MARROW BIOPSY,$544.50,,
Northwestern Medicine Central DuPage Hospital,MOLECULAR PATHOLOGY INTERPR,$543.63,,
Northwestern Medicine Central DuPage Hospital,EEG ELECTRODE LOW IMPED NDL,$543.50,,
Northwestern Medicine Central DuPage Hospital,RPR F/E/E/N/L/M 2.5 CM/<,$543.50,,
Northwestern Medicine Central DuPage Hospital,DRESS/DEBRID P-THICK BURN L,$542.25,,
Northwestern Medicine Central DuPage Hospital,"CONTROL NASAL HEMORRHAGE, ANTERIOR, COMPLEX",$542.25,,
Northwestern Medicine Central DuPage Hospital,PLATELET ANTIBODIES,$542.13,,
Northwestern Medicine Central DuPage Hospital,PNEUMO STAT VALVE,$541.00,,
Northwestern Medicine Central DuPage Hospital,TC99M PYROPHOSPHATE (PYP),$541.00,,
Northwestern Medicine Central DuPage Hospital,HCPF CLOSURE OF SPLIT WOUND SIMPLE,$540.75,,
Northwestern Medicine Central DuPage Hospital,TB INTRADERMAL TEST,$54.88,,
Northwestern Medicine Central DuPage Hospital,CATH PED 8FR 3CC,$54.75,,
Northwestern Medicine Central DuPage Hospital,INTERLINK CONT-FLO MINIPR,$54.75,,
Northwestern Medicine Central DuPage Hospital,TB ING IV CONT-FLO MINIDRIP,$54.75,,
Northwestern Medicine Central DuPage Hospital,NEEDLE SPINAL 22GA 7IN,$54.50,,
Northwestern Medicine Central DuPage Hospital,CATH PED 10FR 3CC,$54.25,,
Northwestern Medicine Central DuPage Hospital,TB IGRIP F 4,$54.25,,
