MNEMONIC,MNEM DESC,Cur Chg
CEP1Y,PH\KEFLEX 125MG/5ML 100ML,$0.00
CEP1Z,PH\VELOSEF 250MG/5ML 100ML,$0.00
CER40,PH\CARBAMOXIDE 15 ML OTIC DROP,$0.00
CET41,PH\CETYLPYRIDINIUM LOZENGES,$0.00
CHL02,PH\CHLORDIAZEPOXIDE 10 MG,$0.00
CHL03,PH\CHLORDIAZEPOXIDE 25 MG,$0.00
CHL04,PH\CHLORPHENIRAMINE 4 MG,$0.00
CHL08,PH\CHLORPROMAZINE 25 MG,$0.00
CHL0G,PH\CHLORTHALIDONE 25MG TAB,$0.00
CHL15,PH\CHLOREXIDINE GLUCONATE 15ML,$0.00
CHO00,PH\VITAMIN D 2000 IU TABLETS,$0.00
CHO11,PH\CHOLESTYRAMINE RESIN 4 GM,$0.00
CIL01,PH\CILOSTAZOL 100MG TAB,$0.00
CIP01,PH\CIPROFLOXACIN 250 MG,$0.00
CIP02,PH\CIPROFLOXACIN 500 MG,$0.00
CIP40,PH\CILOXAN OPTHSOLN,$0.00
CIP71,IV\CIPRO 200MG INJ,$0.00
CIP72,IV\CIPRO 400MG INJ,$0.00
CIS51,PH\NIMBEX 10MG INJ,$0.00
CIT01,PH\ citalopram 10 mg tab,$0.00
CIT02,PH\CELEXA 20MG TABLET,$0.00
CLA03,PH\BIAXIN 500MG UD TAB,$0.00
CLI02,PH\CLINDAMYCIN 150 MG,$0.00
CLI71,IV\CLINDAMYCIN 600 MG INJ,$0.00
CLI72,IV\CLINDAMYCIN 900 MG INJ,$0.00
CLI74,PH\CLINIMIX E 425/10,$0.00
CLI75,PH\CLINIMIX 425/10,$0.00
CLI76,PH\CLINIMIX E 425/25,$0.00
CLI77,PH\CLINIMIX 425/25,$0.00
CLI78,PH\CLEOCIN 900MG/50ML PIGYBACK,$0.00
CLI79,PH\CLEOCIN 600MG/50ML PIGYBACK,$0.00
CLO01,PH\CLONIDINE 0.1 MG,$0.00
CLO02,PH\CLONIDINE 0.2 MG,$0.00
CLO06,PH\PLAVIX 75MG UD TAB,$0.00
CLO07,PH\KLONOPIN 0.5 MG TAB,$0.00
CLO08,PH\KLONOPIN 1MG,$0.00
CLO0V,PH\MYCELEX TROCHE 10MG TAB,$0.00
CLO30,PH\CLONIDINE 0.1 MG PATCH,$0.00
CLO31,PH\CLONIDINE 0.2 MG PATCH,$0.00
CLO32,PH\CLOTRIMAZOLE CR 1% 30 GM,$0.00
CLO38,PH\CATAPRES-TTS-3 PATCH,$0.00
COL30,PH\SANTYL OINTMENT,$0.00
COR40,PH\NEO/POLY/HC 3.5 GM OPHT,$0.00
COR41,PH\NEO/POLY/HC 7.5 ML OPTH,$0.00
COR42,PH\NEO/POLY/HC 10 ML OTIC,$0.00
COR43,PH\NEO/POLY/HC 10 ML OTIC,$0.00
COS41,PH\COSOPT 5 ML OPTH SOLN,$0.00
CYA01,PH\VITAMIN B12 100 MCG TAB,$0.00
CYA02,PH\CYANACOBALAMINE 1000 MCG TB,$0.00
CYA50,PH\CYANOCOBALAMIN 1000 MCG,$0.00
CYC01,PH\CYCLOBENZAPRINE 10 MG,$0.00
CYC40,PH\CYCLOPENTOLATE 1% 5ML,$0.00
CYSTC,PH\CYSTOGRAFIN 300ML,$99.62
DAB01,PH\DABIGATRAN(PRADAXA 150MGCAP,$0.00
DAB02,PH\DABIGATRAN (PRADAXA 75MG CP,$0.00
DAK3Z,PH\DAKINS SOLUTION FULL STRNGH,$0.00
DAL51,PH\FRAGMIN 2500 IU INJ,$0.00
DAL52,PH\FRAGMIN 5000 I.U. INJ,$0.00
DEN50,PROLIA SYRINGE 60MG(DENOSUMAB),$0.00
DEP53,PH\DEPO-PROVERA 400 MG\ML INJ,$0.00
DES33,PH\ZN OXIDE RASH COMPOUND,$0.00
DES40,PH\SUPRANE,$0.00
DES41,PH\DDAVP NASAL SPRAY,$0.00
DET51,PH\INSULIN DETEMIR INJ,$0.00
DEX06,PH\DEXAMETHASONE 4 MG,$0.00
DEX10,PH\DEXAMETHASONE 0.5 MG/5 M,$0.00
DEX50,PH\DEX 50% 50 ML INJ,$0.00
DEX51,PH\DEX 50% 50 ML INJ,$0.00
DEX52,PH\DEXAMETHASONE 4 MG/ML INJ,$0.00
DEX54,PH\DECADRON 10MG/ML VIAL,$0.00
DEX59,PH\DEXTROSE 25% 10ML PED JECT,$0.00
DEX73,IV\DEXTROSE 5% INJ 250 ML,$130.94
DEX74,IV\DEXTROSE 5% INJ 500 ML,$115.75
DEX76,IV\DEXTROSE 10% INJ 1000 ML,$166.98
DEX77,PH\DEXTROSE 10%-25ML IV BAG,$0.00
DEX7T,IV\D5W 500ML,$0.00
DEX80,PH\D5W 50ML,$0.00
DEX81,PH\D5W 100ML,$0.00
DEX82,PH\D5W 250ML,$0.00
DEX85,PH\D5W 1000ML,$0.00
DEX96,PH\D10W 1000ML,$0.00
DHS74,IV\D5 0.45 NACL 1000 ML,$157.49
DHS94,PH\D5.45NS 1000ML,$0.00
DHS95,PH\D5.45NS 500ML,$0.00
DIA03,PH\DIAZEPAM 2 MG,$0.00
DIA04,PH\DIAZEPAM 5 MG,$0.00
DIA05,PH\DIAZEPAM 10 MG,$0.00
DIA14,PH\DIATRIZOLE\DIATRIZO 120MLSO,$0.00
DIA50,PH\DIAZEPAM 10 MG/2 ML INJ,$0.00
DIAB52,PH\DIABETISOURCE1.2 CAL1000ML,$0.00
DIC03,PH\DICLOFENAC SODIUM 50 MG,$0.00
DIC04,PH\DICLOFENAC SODIUM 75 MG,$0.00
DIC05,PH\DICYCLOMINE 10 MG,$0.00
DIG01,PH\DIGOXIN 0.125 MG,$0.00
DIG02,PH\DIGOXIN 0.25 MG,$0.00
DIG51,PH\DIGOXIN 0.25 MG/ML INJ,$0.00
DIG59,PH\DIGIBIND 40MG VIAL,$0.00
DIL01,PH\CARDIZEM 120MG CD CAP,$0.00
DIL03,PH\DILTIAZEM 30 MG,$0.00
DIL04,PH\DILTIAZEM 60 MG,$0.00
DIL05,PH\CARDIZEM CD 240MG CAP,$0.00
DIL08,PH\CARDIZEM CD 180MG CAP,$0.00
DIL0S,PH\CARDIZEM CD 300MG CAP,$0.00
DIL51,PH\CARDIZEM 25MG INJ,$0.00
DIL53,PH\CARDIZEM 125MG/25ML INJ,$0.00
DILPM,PH\CARDIZEM 125MG/D5W PREMIX,$0.00
DIN10,PH\CERVIDIL 10MG VAG INSRT,$0.00
DIP01,PH\DIPHENHYDRAMINE 25 MG,$0.00
DIP02,PH\DIPHENHYDRAMINE 50 MG,$0.00
DIP10,PH\DIPHENHYDRAMINE 25MG/10M,$0.00
DIP50,PH\DIPHENHYDRAMINE 50 MG IN,$0.00
DISC1,PH\DISCO VISC 1ML SYRIGE,$0.00
DIV01,PH\DEPAKOTE 250 MG TAB,$0.00
DLR75,IV\D5 RINGERS LACTATE 1000M,$178.37
DLR95,PH\D5LR 1000ML,$0.00
DNS75,IV\D5 0.9 NACL INJ 1000 ML,$157.49
DNS95,PH\D5NS 1000ML,$0.00
DOB71,PH\DOBUTREX 500MG INJ,$0.00
DOC02,PH\DSS 100 MG,$0.00
DOC0Z,PH\DSS 100MG CAP,$0.00
DOC11,PH\DSS 100 MG/30 ML SYRUP,$0.00
DON01,PH\ATROP/HYOSC/SCOP/PB TAB,$0.00
DON04,PH\ARICEPT 10MG TAB,$0.00
DON05,PH\ARICEPT 5MG TAB,$0.00
DON12,PH\ATROP/HYOSC/SCOP/PB ELIX,$0.00
DON14,PH\DONNATOL 10ML LIQUID,$0.00
DOPPM,PH\DOPAMINE 400MG PREMIX,$187.87
DOR41,PH\TRUSOPT 2% OPTH SOLN,$0.00
DOX05,PH\DOXEPIN 25 MG,$0.00
DOX09,PH\CARDURA 2MG UD TAB,$0.00
DOX0U,PH\DOXYCYCLINE 100MG CAP,$0.00
DOX0Z,PH\DOXEPIN 10MG,$0.00
DOX71,IV\DOXYCYCLINE 100 MG INJ,$0.00
DQS75,IV\D5 0.2 NACL INJ 1000 ML,$157.49
DQS95,PH\D5.2NS 1000ML,$0.00
DRO01,PH\MULTAQ 400 MG TABLET UD,$0.00
DUL01,PH\DULOXETINE 30 MG CAP,$0.00
DUO41,PH\DUOVISC VISCOELASTIC SYSTEM,$0.00
DUO42,PH\DUONEB INHALATION SOL,$0.00
DYA09,PH\TRIAMTERENE/HCTZ 50/25,$0.00
EML32,PH\LIDOCANE 2.5%/PRILOCANE2.5%,$0.00
ENA02,PH\VASOTEC 2.5MG TAB,$0.00
ENA03,PH\ENALAPRIL 5 MG,$0.00
ENA04,PH\ENALAPRIL 10 MG,$0.00
ENA0W,PH\VASOTEC 20MG TAB,$0.00
ENA51,PH\VASOTEC 1.25MG/ML INJ,$0.00
ENL01,PH\ENLIVE 240ML,$0.00
ENO51,PH\LOVENOX 30MG INJ,$0.00
ENO52,PH\LOVENOX 40MG INJ,$0.00
ENO53,PH\LOVENOX 60MG INJ,$0.00
ENO55,PH\LOVENOX 100 MG SYRINGE/1 ML,$0.00
EPH50,PH\EPHEDRINE 50 MG/1 ML,$0.00
EPI50,PH\EPINEPHRINE INJ 1 MG,$0.00
EPI51,PH\EPINEPHRINE 1:10000 10 M,$0.00
EPI53,PH\ADRENALIN 30MG/30ML,$0.00
EPI56,PH\ FENTAYL/BUP 2MCG/ML EP 250,$0.00
EPO53,PH\EPOGEN 10000U INJ,$0.00
ERG02,PH\VITAMIN D 400IU,$0.00
ERT51,PH\INVANZ 1 GM INJ,$0.00
ERY01,PH\ERYTHROMYCIN BASE 250 MG,$0.00
ERY03,PH\ERY-TAB 250MG PO,$0.00
ERY40,PH\ERYTHROMYCIN OPTH OINT,$0.00
ESM51,PH\BREVIBLOC 100 MG/10 ML VIA,$0.00
EST0R,PH\ESTRACE 1MG TAB,$0.00
ETH30,PH\ETHYL CHLORIDE SPR 100 GM,$0.00
ETOMI20,PH\ETOMIDATE 2MG/1ML,$0.00
EUC31,PH\EUCERIN 113 GM,$0.00
EVA81,IV\EVACUATED CONTAINER 1L,$68.31
EXC02,PH\EXCEDRIN MIGRAINE (ES) TAB,$0.00
EZE01,PH\ZETIA 10MG TAB,$0.00
FAM01,PH\FAMOTIDINE 20 MG,$0.00
FAM02,PH\FAMOTIDINE 40 MG,$0.00
FAM51,PH\PEPCID 20MG INJ,$0.00
FAT72,IV\LIPOSYN 20% 500ML,$0.00
FEL0Z,PH\PLENDIL 5 MG TAB,$0.00
FEN02,PH\FENOFIBRATE 145 MG TABLET,$0.00
FEN31,PH\DURAGESIC 100 MCG/HR PATCH,$0.00
FEN32,PH\DURAGESIC 25MCG PATCH,$0.00
FEN33,PH\DURAGESIC 50MCG PATCH,$0.00
FEN34,PH\DURAGESIC 75MCG PATCH,$0.00
FEN35,PH\DURAGESIC PATCH 12 MCG/HR,$0.00
FEN50,PH\FENTANYL 2 ML INJ,$0.00
FEN51,PH\FENTANYL 5ML,$0.00
FER01,PH\FERROUS SULFATE 300 MG,$0.00
FER0Y,PH\FERGON,$0.00
FER10,PH\FERROUS SO4 300 MG/5 ML,$0.00
FER1Y,PH\FERROUS SULFATE 220MG/5ML I,$0.00
FIB02,PH\FIBERSOURCE NUT.SUPP.1000ML,$0.00
FIN0Z,PH\PROSCAR 5MG TAB,$0.00
FIO02,PH\FIORICET TAB,$0.00
FIS01,PH\FISH OIL 1000MG CAP,$0.00
FLA5PM,PH\FLAGYL 500MG PREMIX IV,$0.00
FLE0Y,PH\TAMBOCOR 50MG TAB,$0.00
FLU01,PH\FLUOXETINE 20 MG,$0.00
FLU05,PH\DIFLUCAN 100 MG TABS,$0.00
FLU0A,PH\FLORINEF 0.1 MG TAB,$0.00
FLU0B,PH\PROZAC 10MG CAP,$0.00
FLU0C,PH\PROLIXIN 2.5 MG,$0.00
FLU32,PH\FLUOCINOLONE 0.025% 15 GM,$0.00
FLU33,PH\FLUOCINOLONE 0.01% 60 GM,$0.00
FLU39,PH\LIDEX 0.05% OINT 30GM,$0.00
FLU3T,PH\LIDEX 0.05% CREAM,$0.00
FLU41,PH\FLUORESCEIN NA STRIP,$0.00
FLU41A,PH\FLU41A,$0.00
FLU42,PH\FLUOROMETHOLONE OP 5 ML,$0.00
FLU44,PH\FLURBIPROFEN 0.03%,$0.00
FLU47,PH\FLONASE 16 GM NASAL SPRAY,$0.00
FLU51,PH\ROMAZICON 0.5MG/5ML INJ,$0.00
FLU71,IV\DIFLUCAN 200MG INJ,$0.00
FOL01,PH\FOLIC ACID 1 MG,$0.00
FOL51,PH\FOLIC ACID 5 MG/1 ML INJ,$0.00
FUR01,PH\FUROSEMIDE 20 MG,$0.00
FUR02,PH\FUROSEMIDE 40 MG,$0.00
FUR03,PH\FUROSEMIDE 80 MG,$0.00
FUR50,PH\FUROSEMIDE 20 MG/2 ML INJ,$0.00
FUR51,PH\FUROSEMIDE 40 MG/4 ML INJ,$0.00
FUR53,PH\FUROSEMIDE 100 MG/10 ML,$0.00
GAB01,PH\NEURONTIN 300 MG,$0.00
GAB02,PH\NEURONTIN 100MG CAP,$0.00
GAB03,PH\NEURONTIN 400MG CAPSULE,$0.00
GAB04,PH\NEURONTIN 600 MG TAB,$0.00
GAB05,PH\NEURONTIN 800MG TAB,$0.00
GEM06,PH\LOPID 600MG TAB,$0.00
GEN40,PH\GENTAMICIN OP OT 3.5 GM,$0.00
GEN41,PH\GENTAMICIN OP SOLN 5 ML,$0.00
GEN50,PH\GENTAMICIN 20 MG INJ,$0.00
GEN51,PH\GENTAMICIN 80 MG INJ,$0.00
GEV10,PH\GEUKABON 30ML PO,$0.00
GLI01,PH\GLIPIZIDE 5 MG,$0.00
GLI02,PH\GLUCOTROL 10MG TAB,$0.00
GLI04,PH\AMARYL 2MG TABLET,$0.00
GLU01,PH\GLUCOPHAGE 500MG TAB,$0.00
GLU02,PH\GLUCOPHAGE 850,$0.00
GLU11,PH\ULTRACAL 8OZ,$0.00
GLU14,PH\GLUCERNA 8OZ,$0.00
GLU50,PH\GLUCAGON INJECTION,$0.00
GLY03,PH\GLYBURIDE 2.5 MG,$0.00
GLY04,PH\GLYBURIDE 5 MG,$0.00
GLY21,PH\ADULT GLYCERIN SUPP,$0.00
GLY22,PH\GLYCERIN SUPP PEDIATRIC,$0.00
GLY51,PH\GLYCOPYRROLATE 0.2 MG INJ,$0.00
GOL12,PH\BOWEL LAVAGE SOLUTION,$0.00
GUA03,PH\(ROBITISSIN) 200MG TABLET,$0.00
GUA04,PH\MUCINEX 600MG TABLET,$0.00
GUA10,PH\GUAIFENESIN SYR 10 ML,$0.00
GUA11,PH\ROBITUSSIN 4 OZ,$0.00
HAL01,PH\HALDOL 0.5MG TAB,$0.00
HAL02,PH\HALOPERIDOL 1 MG,$0.00
HAL03,PH\HALOPERIDOL 2 MG,$0.00
HAL04,PH\HALOPERIDOL 5 MG,$0.00
HAL12,PH\HALDOL CONC 2MG/ML 120ML,$0.00
HAL50,PH\HALOPERIDOL 5 MG/1 ML INJ,$0.00
HEM31,PH\TUCKS PADS #40,$0.00
HEM3Z,PH\PREPARATION H OINT,$0.00
HEP52,PH\HEPARIN 100 UNITS/ML 1 ML,$0.00
HEP53,PH\HEPARIN 100UTS/ML FLUSH 10,$0.00
HEP55,PH\HEPARIN 1000 UTS/ML INJ,$0.00
HEP57,PH\HEPARIN 5000 UTS/ML VIAL IN,$0.00
HEP5C,PH\H-BIG 5ML,$0.00
HEP5H,PH\ENGERIX-B 10MCG INJ,$0.00
HEP5J,PH\HEPARIN 100 UNITS/ML 3ML,$0.00
HEP71,"IV\HEPARIN 25,000U",$0.00
HEPHI,PH\BAYHEP B 0.5 ML INJ,$0.00
HET71,IV\HESPAN 6% 500ML,$0.00
HNS75,IV\0.45% NACL INJ 1000 ML,$144.21
HNS95,PH\0.45NS 1000ML,$0.00
HSC94,PH\3% NACL 500ML,$0.00
HYA52,PH\HYALURONATE OCULAR INJ,$0.00
HYA57,PH\HYALURONIDASE 150UNIT/MLINJ,$0.00
HYD01,PH\HYDREA 500 MG CAPSULE,$0.00
HYD02,PH\HYDROXYZINE 10 MG,$0.00
HYD04,PH\HYDRALAZINE 10 MG,$0.00
HYD05,PH\HYDRALAZINE 25 MG,$0.00
HYD06,PH\HYDROCHLOROTHIAZIDE 25 MG,$0.00
HYD08,PH\HYDROMORPHONE 2 MG,$0.00
HYD0B,PH\HYDROCORTISONE 10MG TAB,$0.00
HYD0C,PH\HYDOCHORTHIAZIDE 12.5MG UD,$0.00
HYD0W,PH\HYDROXYZINE 25MG TAB,$0.00
HYD10,PH\HYDROXYZINE 10 MG/5 ML,$0.00
HYD24,PH\CORTENEMA 60 ML,$0.00
HYD31,PH\HYDROCORTISONE CR 1%,$0.00
HYD34,PH\HYDROCORTISONE CRM 2.5%30GM,$0.00
HYD50,PH\HYDRALAZINE 20 MG INJ,$0.00
HYD51,PH\HYDROCORTISONE 100 MG IN,$0.00
HYD52,PH\HYDROCORTISONE 250 MG INJ,$0.00
HYD59,PH\HYDROMORPHONE 1MG/ML SYRING,$0.00
HYO11,PH\LEVSIN DROPS,$0.00
IBU01,PH\IBUPROFEN 200 MG,$0.00
IBU02,PH\IBUPROFEN 400 MG,$0.00
IBU03,PH\IBUPROFEN 600 MG,$0.00
IBU11,PH\MOTRIN 100MG/5ML SUSP,$0.00
IMI02,PH\IMIPRAMINE 25 MG,$0.00
IND02,PH\INDOMETHACIN 25 MG,$0.00
IND0P,PH\INDERAL LA 60 MG CAP,$0.00
IND0U,PH\INDAPAMIDE 2.5MG TAB,$0.00
IND0V,PH\PROPRANOLOL SA 80MG,$0.00
INF52,PH\FLU VACCINE 2011-2012,$187.87
INF70,PH\REMICADE 10 MG INJECTION,$0.00
INS51,PH\INSULIN REGULAR HUMAN,$0.00
INS52,PH\INSULIN NPH HUMAN,$0.00
INS54,PH\ISOPHANE PORK 70/PORK 30,$0.00
INS5F,PH\LANTUS INSULIN 1 ML,$0.00
INS5T,PH\HUMALOG INSULIN 1ML,$0.00
INS5U,PH\NOVOLOG INSULIN 1 ML,$0.00
IRO51,PH\VENOFER 100MG/5ML INJ,$0.00
IS016,PH\LACTOSE-FREE FOOD 1000ML,$0.00
ISO04,PH\ISOSORBIDE 5MG TAB,$0.00
ISO05,PH\ISOSORBIDE 10 MG ORAL,$0.00
ISO06,PH\ISOSORBIDE 20 MG ORAL,$0.00
ISO0A,PH\IMDUR 60MG UD TABLET,$0.00
ISO0H,PH\IMDUR 30MG TAB,$0.00
ISO11,PH\ISOCAL 8OZ CAN,$0.00
ISO13,PH\ISOCAL HN 8OZ,$0.00
ISO50,PH\ISOVUE-300 INJECT 50 ML BT,$0.00
IVE01,PH\ IVERMECTIN TAB 3MG,$0.00
KAY21,PH\POLYSTYRENE SODIUM/SORBI,$0.00
KCL01,PH\KCL 20 MEQ/NS 1000 ML,$0.00
KCL02,PH\KCL 40 MEQ/NS 1000 ML,$0.00
KEN32,PH\ KENALOG 40 MG/1ML INJ,$0.00
KET3X,PH\NIZORAL 2% CREAM 30 6M,$0.00
KET50,PH\KETAMINE 500 MG/5 ML,$0.00
KET51,PH\TORADOL 30 MG INJECTION,$0.00
KET52,PH\TORADOL 60MG/2ML 1M,$0.00
KET53,PH\TORADOL 15 MG INJ,$0.00
KPH0Z,PH\NEUTRA-PHOS/K-PHOS 250MGCA,$0.00
LAB01,PH\LABETOLOL 200 MG,$0.00
LAB50,PH\LABETOLOL 5MG/ML 20ML,$0.00
LAC11,PH\LACTULOSE 30 ML SYRUP,$0.00
LAC1Z,PH\LACTULOSE SYRUP,$0.00
LAC40,PH\STERILE OPHTH OINTMENT,$0.00
LAC94,PH\RINGERS LACTATE 500L,$0.00
LAC95,PH\RINGERS LACTATE 1000ML,$0.00
LAM02,PH\LAMICTAL 25MG TAB,$0.00
LAM03,PH\LAMICTAL 100MG TAB,$0.00
LAN31,PH\LANTISEPTIC 113GM OINTMENT,$0.00
LAN3Y,PH\LANOLIN TOPICAL ENOLLIEN 3M,$0.00
LAT40,PH\XALATAN 0.005% OPTH SOLN,$0.00
LEF01,PH\ARAVA 20 MG TAB,$0.00
LET30,PH\LET SOL 3ML/SYR PER USE,$0.00
LEV01,PH\SYNTHROID 0.025MG TAB,$0.00
LEV02,PH\LEVOTHYROXINE 0.05 MG,$0.00
LEV03,PH\SYNTHROID 0.075MG TAB,$0.00
LEV04,PH\LEVOTHYROXINE 0.1 MG,$0.00
LEV05,PH\SYNTHROID 88MCG TAB,$0.00
LEV06,PH\LEVOTHYROXINE 0.15 MG,$0.00
LEV07,PH\LEVOTHYROXINE 0.2 MG,$0.00
LEV0A,PH\SYNTHROID 0.125 M9,$0.00
LEV0E,PH\LEVAQUIN 250MG TAB,$0.00
LEV0F,PH\KEPPRA 500MG TAB,$0.00
LEV0K,PH\SYNTHROID .175MG TAB,$0.00
LEV0T,PH\SYNTHROID .112 MG,$0.00
LEV43,PH\XOPENEX 0.63MG/3ML UPA,$0.00
LEV44,PH\XOPENEX 1.25MG/3ML UPA,$0.00
LEV55,PH\LEVOTHYROXINE 200MCG INJECT,$0.00
LEV56,PH\LEVAQUIN 750MG\150ML PREMIX,$0.00
LEV57,PH\LEVAQUIN 250MG\50ML PREMIX,$0.00
LEV5PM,PH\LEVAQUIN 500MG PREMIX IV,$0.00
LEV71,PH\LEVARTERENOL 4 MG INJ,$0.00
LEVE56,PH\LEVETIR 5ML,$0.00
LEVOD,PH\ LEVOFLOXACIN 500MG TAB,$0.00
LID10,PH\LIDOCAINE VISC 100 ML,$0.00
LID11,PH\LIDOCAINE VISC 2% 15ML,$0.00
LID14,PH\LIDOCAINE 4% TOPICAL SOL 5M,$0.00
LID31,PH\LIDOCAINE 5% OINT 35 GM,$0.00
LID32,PH\LIDODERM 5% PATCH,$0.00
LID33,PH\ LICOCAINE 2% 5ML JELLY,$0.00
LID51,PH\LIDOCAINE 2% INJ 10 ML,$0.00
LID52,PH\LIDOCAINE 1% INJ,$0.00
LID53,PH\LIDOCAINE/EPI 1% INJ,$0.00
LID54,PH\LIDOCAINE 2% INJ,$0.00
LID55,PH\LIDOCAINE/EPI 2% INJ,$0.00
LID56,PH\LIDOCAINE 100 MG INJ,$0.00
LID5A,PH\LIDOCAINE MPF 2% 10ML,$0.00
LID5C,PH\LIDO 5% DEXT 7.5% 2ML,$0.00
LID5I,PH\XYLOCAINE MPF 1% 5ML,$0.00
LID60,PH\LIDOCAINE MPF 1% 30ML,$0.00
LID72,IV\LIDOCAINE 2 GM,$0.00
LIN01,PH\ZYVOX 600 MG TABLET,$0.00
LIN50,PH\ZYVOX 600MG INJ,$0.00
LIS00,PH\ZESTRIL/PRINIVIL 5 MG TA,$0.00
LIS01,PH\LISINOPRIL 10 MG,$0.00
LIS02,PH\ZESTRIL/PRINIVIL 20 MG TB,$0.00
LIS04,PH\PRINIVIL 2.5MG TAB,$0.00
LIT01,PH\LITHIUM CARBONATE 300 MG,$0.00
LOM01,PH\DIPHENOXYLATE/ATROPINE,$0.00
LOP01,PH\LOPERAMIDE 2 MG,$0.00
LOP11,PH\IMODIUM LIQUID 2 OZ,$0.00
LOP51,PH\LOPRESSOR 5MG INJ,$0.00
LOR01,PH\LORAZEPAM 0.5 MG,$0.00
LOR02,PH\LORAZEPAM 1 MG,$0.00
LOR0W,PH\CLARITIN 10MG TAB,$0.00
LOR50,PH\LORAZEPAM 2 MG INJ,$0.00
LOS01,PH\COZAAR 50 MG TAB,$0.00
LOS03,PH\COZAAR 25MG TABLET,$0.00
LOT33,PH\CLOTRIMAZOLE/BETAMETHASO,$0.00
MAC01,PH\MACROBID 100MG CAP,$0.00
MAG01,PH\MAG-OXIDE 400MG TAB,$0.00
MAG02,PH\MAGNESIUM CHLORIDE 64 MG,$0.00
MAG10,PH\MAG CITRATE 10 OUNCES,$0.00
MAG50,PH\MG SO4 50% INJ 8 MEQ,$0.00
MAG54,PH\ MAG54,$0.00
MAG71,PH\MAGNESIUM SULF 20GM/500ML,$0.00
MAG72,PH\MAGNESIUM 1GM/100ML PB,$0.00
MAG74,PH\MAGNESIUM SULFATE 2GM IVPB,$0.00
MAGPM,PH\MAGNESIUM SULFATE 4 GM PREM,$0.00
MAN54,PH\MANNITOL 25% INJ 12.5 GM,$0.00
MAN94,PH\MANNITOL 20% 500ML,$0.00
MAX0Z,PH\MAXZIDE TAB,$0.00
MAX42,PH\NEOM/POLY B/DEXAM OP SUSP,$0.00
MEC04,PH\MECLIZINE 25 MG,$0.00
MED0U,PH\MEDROL 4MG TAB,$0.00
MED0V,PH\PROVERA 2.5 MG TAB,$0.00
MEG02,PH\MEGESTROL 40 MG,$0.00
MEG12,PH\MEGACE 40MG/ML 5ML SUSP,$0.00
MEL01,PH\MELATONIN 3MG TAB,$0.00
MEL03,PH\MELOXICAM 7.5 MG TAB,$0.00
MEM01,PH\NAMENDA 5 MG TABLET,$0.00
MEP54,PH\MEPERIDINE 50 MG INJ,$0.00
MES03,PH\ASACOL 400MG TAB,$0.00
MET01,PH\METOLAZONE 2.5 MG,$0.00
MET01A,PH\LOPRESSOR 25MG TAB,$0.00
MET01B,PH\METOPROLOL EXTND-REL 25MG,$0.00
MET02,PH\LOPRESSOR 50 MG TAB,$0.00
MET05,PH\METHYLDOPA 250 MG,$0.00
MET06,PH\METHERGINE 0.2MG TAB,$0.00
MET08,PH\METHOCARBAMOL 500 MG,$0.00
MET09,PH\METHOCARBAMOL 750 MG,$0.00
MET0C,PH\METOCLOPRAMIDE 10 MG,$0.00
MET0D,PH\METOCLOPRAMIDE 10 MG/10 M,$0.00
MET0E,PH\METRONIDAZOLE 250 MG,$0.00
MET0G,PH\RHEUMATREX 2.5 MG TABLET,$0.00
MET0L,PH\REGLAN 5MG TAB,$0.00
MET0M,PH\TOPROL-XL 50 MG TAB,$0.00
MET0P,PH\FLAGYL 500MG UD TAB,$0.00
MET51,PH\METHOCARBAMOL 1 GM INJ,$0.00
MET52,PH\METHYLERGONOV 0.2 MG INJ,$0.00
MET53,PH\METHYLPREDNIS 40 MG INJ,$0.00
MET54,PH\METHYLPREDNIS 80 MG INJ,$0.00
MET55,PH\METHYLPREDNIS 40 MG INJ,$0.00
MET56,PH\METHYLPREDNIS 125 MG INJ,$0.00
MET58,PH\METHYLPREDNIS 1 GM INJ,$0.00
MET59,PH\METOCLOPRAMIDE 10 MG INJ,$0.00
MET5A,PH\METHOTREXATE 25MG/ML INJ,$0.00
MET5V,IV\FLAGYL 500MG INJ,$0.00
MET80,PH\METHYLENE BLUE 1% INJ,$0.00
METH01,METHADONE 10MG TABLET,$0.00
MIC31,PH\MICATIN CREAM 15GM,$0.00
MIC32,PH\MONISTAT-7 VAG 45 GMS,$0.00
MID10,PH\VERSED 2MG/ML SYRUP,$0.00
MID2I,PH\MIDAZOLAM 2MG/2ML INJ.,$0.00
MID51,PH\MIDAZOLOM 5 MG/5ML INJ,$0.00
MIN0Z,PH\MINOXIDIL 2.5 MG TAB,$0.00
MIN10,PH\MINERAL OIL 473ML,$0.00
MIN4Z,PH\MINERAL OIL 10 ML,$0.00
MIR01,PH\REMERON 30MG TABLET,$0.00
MIR03,PH\MIRALAX 17GM,$0.00
MIR04,PH\REMERON 15MG TAB,$0.00
MIS02,PH\CYTOTEC 100MCG TAB,$0.00
MMR51,PH\MMR II VACCINE LIVE,$0.00
MOM10,PH\MILK OF MAGNESIA 30 ML,$0.00
MON01,PH\SINGULAIR 10MG TAB,$0.00
MOR01,PH\MORPHINE 30 MG,$0.00
MOR0X,PH\MS CONTIN 15MG TAB,$0.00
MOR0Y,PH\MS CONTIN 60 MG,$0.00
MOR13,PH\ROXANOL MORPHINE 10MG/5ML,$0.00
MOR51,PH\MORPHINE 4MG INJ,$0.00
