Charge Code,Charge Desc,Charge Amt
4167135,DEXTRAN 40 10% DW5 500ML,$204.20 
4167137,AMINO ACID 6% 0.06 G/ML,$179.45 
4167501,SODIUM CL 0.45% INJ 50ML,$76.10 
4167631,SODIUM CL 0.0225% INJ 1000ML,$216.20 
4167778,THAM SOLUTION 500ML,$955.10 
4168654,HEPARIN 25000U IN DW 250,$185.10 
4169004,LIDOCAINE 2GM/500ML DW5,$181.95 
4169012,NITROG 50MG IN DW5 250ML,$196.85 
4172486,LTA KIT,$38.75 
4180001,INSERTOR DILAEZINERT,163
4180002,LOOP LAY/PKG,115
4180003,"TUBE, PE TREACE",71
4180004,PACK UPPE EXTREMITY,505
4180005,WEBRIL PADDING CAST SYN,34
4180006,PACK ROBOTIC LITHOTOMY,526
4180007,GLOVE ULTRAFREE,12
4180008,LINER ACETABULAR GRP 1,3906
4180009,SUPPORTER ATHLETIC ANY SZ,22
4180010,BONE HARVESTER 5MM,3960
4180011,CATH CV TRIPLE,282
4180012,INTRODUCER SAFE SHEATH,190
4180013,MESH PANEL 01-7185,4165
4180014,INTRODUCER TEARAWAY,217
4180015,PLATE WRIST FUSION GRP 3,10276
4180016,RESERVOIR INTRAVENT CATH,1925
4180017,GRAFT AORTIC VALVE (VAVGJ),15230
4180018,PLATE SSP GRP 4,7080
4180019,SCREW CERVICAL GRP 1,282
4180020,TALC STERILE AERO SOL,585
4180021,PLATE SSP GRP 5,8372
4180022,GUIDEWIRE GRP 1,190
4180023,GRAFT GORE-TEX SO601,548
4180024,WASHER GRP 2,169
4180025,PLATE SPINE LEVEL 3 GRP 5,11282
4180026,PHYSIOMESH 25 X 35 CM,9302
4180027,BIOPSY KIT,239
4180028,DELIVERY KIT 2 ARTHROSURFACE,1640
4180029,APLIGRAF SKIN SUB PER SQ CM,179
4180030,INTERNAL BRACE IMPLANT SYSTEM,5190
4180031,ABBI SITE MARKER,201
4180032,ABBI NEEDLE GUIDE,22
4180033,SPACER ELSA,44000
4180034,SURGIGRAFT 2 X 2,865
4180035,SURGIGRAFT 4 X 4,3450
4180036,SURGIGRAFT AFS 0.5CC,865
4180037,SURGIGRAFT AFS 1.0CC,1725
4180038,DELEE MUCUS TRAP 257469,17
4180039,PLATE LC-DCP GRP 9,1986
4180040,PLATE LCP DISTAL TIBIA GRP 3,6772
4180041,SURGIGRAFT AFS 3.0CC,1945
4180042,PLATE ZERO PROFILE GRP 2,9492
4180043,PLATE DHS-DCP GRP 1,1623
4180044,STENT ADVANIX 3434,644
4180045,MESH PROCEED,1136
4180046,DILATOR SET FASCIAL G14214,936
4180047,WAFER SURE FIT NAT,12
4180048,GUIDEWIRE GRP 7,120
4180049,AMNIOGRAFT AG-2015,3024
4180050,AMNIOGRAFT AG-2520,3500
4180051,AMNIOGRAFT AG-1510,2548
4180052,END CAP 5,1142
4180053,END CAP 6,1440
4180054,STENT GRAFT FLUENCY PLUS,9519
4180055,GUIDEWIRE NON-THREADED,163
4180056,PLATE GRP 20,4468
4180057,CHARGING SYSTEM NEURO,3432
4180058,WAND SUCTION MALLEABLE SU12502,66
4180059,BIO A PATCH FS0915,3311
4180060,BIO A PATCH FS0808,1883
4180061,SCREW NON-LOCKING GRP 3,217
4180062,ENVELOPE AIGIS ANTIBACTERIAL,3311
4180063,ROD SPINAL GRP 7,1526
4180064,CODA BALLOON CATHETER G53025,1988
4180065,ENSNARE EN2007045,2045
4180066,DRILL BIT GP 16,2738
4180067,NAIL TI CANN,9076
4180068,HUMERAL FIXATION SYSTEM HR-0828-S,8275
4180069,STENT OPHTHALMIC,260
4180070,INSERTER MINI MONOKA,45
4180071,SCREW DUAL CORE GRP 1,1142
4180072,BLADE LG STEPTECH,1310
4180073,PLATE KIT FIBERWIRE SUTURE AR7214,428
4180074,ROD SPINAL GRP 8,1315
4180075,PACEMAKER SR GRP 2,22606
4180076,STEM TR-S,7788
4180077,HEAD TR-H,12790
4180078,TRAY TIB REVISION GRP 1,25083
4180079,PLATE LCP DISTAL TIBIA GRP 5,8854
4180080,BIO A PATCH 10 X 30 FS1030,9260
4180081,DRILL TIP IMPACTOR,288
4180082,TRAY REVISION GRP 5,20297
4180083,PLATE GRP 21,2608
4180084,DRILL BIT GP17,428
4180085,SCREW GRP 19,882
4180086,BONE CANCELLOUS,1261
4180087,PLATE SPINE 3 LEVEL GRP 4,10298
4180088,REPLACEMENT KIT TOTAL ELBOW,5614
4180089,EASYCLIP EZ15-15-15,5090
4180090,PCD PRECISION SYS.306-080-000,239
4180091,DISPOSABLE KIT FOR SUTURETAK,834
4180092,INTRODUCER RSB703,136
4180093,"CONNECTOR 3-WAY ""Y""",12
4180094,NERVE PROTECTOR / WRAP PER CM LENGTH,2475
4180095,TUBING TTUB-4,61
4180096,DREAMWIRE ST TIP,634
4180097,VITOSS BONE GRAFT SUB 2102-1602,2515
4180098,LEAD KIT NEURO GRP 2,9021
4180099,BLADE ARTHROSCOPY GRP 1,288
4180100,TRANSCONNECTOR GRP 2,7259
4180101,STEM RADIAL,8004
4180102,HEAD RADIAL,8021
4180103,PUSHLOCK AR,1807
4180104,PACK PACEMAKER,271
4180105,SCREW CANCELLOUS GRP 7,737
4180106,CLAMP COBRA BIPOLAR,9498
4180107,PLATE LCP GRP 4,1845
4180108,PLATE LCP BROAD GRP 1,2975
4180109,PLATE LCP BROAD GRP 3,3402
4180110,PLATE LCP BROAD GRP 2,3159
4180111,PLATE BROAD LC-DCP,1785
4180112,PLATE RECONSTRUCTION GRP 1,785
4180113,PLATE NEURO GP 1,671
4180114,FELT GRAFT VASC TEFLON,428
4180115,SCOPE WARMER XL,61
4180116,SINGLE USE INSTRUMENT,1667
4180117,SWIVEL LOCK AR-23224BCL,1807
4180118,WEB BASKET G22776,698
4180119,NEURO LEAD KIT 3777-60,9021
4180120,HANDPIECE-PULSED LAVAGE,190
4180121,KIT FOR PUSHLOCK AR,834
4180122,REPOSE KIT 76353200,10487
4180123,BONE SCREW W/SUTURE,1596
4180124,STENT RX,644
4180125,CAPSTONE PEEK,26484
4180126,SUTURE DEK D-7504M2K,212
4180127,SUTURE DEK D-7004M1K,55
4180128,SUTURE DEK D,39
4180129,NEEDLE INTRODUCER 700-122,158
4180130,LOOP OSTOMY ROD,44
4180131,TUBE TEFLON 1806-0073S,1175
4180132,RITLENG INTUBATION SET,355
4180133,CATHETER OCCLUSION,693
4180134,ILLUMINATOR AGILUX HAND HELD,953
4180136,SUTURE DEK D 7076M4K,115
4180137,SUTURE DEK D 7004M4K,163
4180139,GUIDEWIRE GRP 11,363
4180140,STEM HUMERAL ADV,15154
4180141,DISTAL BICEPS REPAIR IMPLANT SYS,4046
4180142,MAMMARY IMPLANT GRP 2,9350
4180143,PLATE CALCANEAL GRP 3,3316
4180144,PHYSIO MESH PHY2025V,6285
4180145,TENDON ANTERIOR TIBIALIS,7621
4180146,ELECTRODES NIM ECLIPSE,2569
4180147,SUTURE ANCHOR GRP 1,1905
4180148,BULB AND BLADDER DISP,142
4180149,TAP GRP 9,2446
4180150,CANNULA/SEAL COQ20,103
4180151,RETRIEVAL 5MM INZII CD003,288
4180152,"LEAD, ICD, SINGLE COIL",21416
4180153,ACCESSORY KIT (NEURO),288
4180154,ADHESIVE TEGADERM FOAM 90614,536
4180155,ADVANTAGE KIT 04527-01,142
4180156,PLATE STRY/LEIB GRP 2,418
4180157,ANGIOJET 5FR,6902
4180158,ANGIOSEAL EVOLUTION 6FR,1109
4180159,SLEEVE REVISION,8638
4180160,ATTACHMENT DEVICE ENDOTRACH TUBE,44
4180161,BALLOON PTA (SET 1),834
4180162,"LEAD, ICD, DUAL COIL",21416
4180163,LIGASURE LF 1537,2521
4180164,SCISSORS DISPOSABLE 5MMX35CM,288
4180165,WIRE GUIDE GRP 1,358
4180166,LEAD END CAP,358
4180167,MPFL REPAIR KIT AR-1360BCP,6566
4180168,GRAFT HERNIA GRP 3,40929
4180169,HOOK PLATE,3094
4180170,PLATE DISTAL GRP 5,6236
4180171,BRUSH RX CYTO RAPID EX COMBO CATH,509
4180172,RETRIEVAL BALLOON 11.5,499
4180173,CLAMP 4 POSITION 390.004,4095
4180174,SCREW LOCKING 202,666
4180175,PHYSIOMESH 10X15,2143
4180176,PHYSIOMESH 15X20,3879
4180177,PIN QUICK CONNECT MS-PIN20,406
4180178,HIP SPACER GRP 1,1694
4180179,PLATE GRP 1,8448
4180180,PLATE GRP 2,4095
4180181,PLATE CONDYLAR GRP 7,8497
4180182,PLATE GRP 3,1190
4180183,PLATE GRP 4,1180
4180184,PLATE FIBULA GRP 1,3353
4180185,ABC PROBE,460
4180186,SLING MALE URETHRAL,20703
4180187,ROD CARBON GRP 3,882
4180188,GRAFT VASCULAR GRP 7,7335
4180189,PINNACLE KIT 68317100,7772
4180190,PLATE LCP RADIAL HEAD,3451
4180191,SCREW CORTEX GRP 2,190
4180192,PLATE GRP 5,2856
4180193,PUNCH TREPHINE DONOR,271
4180194,SLEEVE PKG HIGH INFUSION,169
4180195,BOLT LOCKING,834
4180196,SLEEVE PKG REGULAR,103
4180197,SLEEVE PKG MICROSHARPE 22.5,55
4180198,KNIFE SHARP POINT (PARACENTESIS),49
4180199,BLADE BEAVER 376600,71
4180200,BLADE BEAVER 376900,22
4180201,KNIFE IQ GEO CLEAR TRAP 77-2824,152
4180202,KNIFE OPTHAL,125
4180203,BLADE TREPHINE 7-13MM,217
4180204,SYRINGE 60CC CATH TIP,17
4180205,"CANNULA, OXYGEN",12
4180206,BAG UROSOTOMY-EA,17
4180207,ERASER HEMOSTATIC 221250,39
4180208,MURPHY SETUP,401
4180209,BOOTIES SUTURE AID DISPP,17
4180210,HIP BALL GRP 1,2716
4180211,BURR HANDPIECE OPH,2121
4180212,SCREW DUAL CORE GRP 4,7129
4180213,VICTRECTOMY PACK,575
4180214,SLEEVE VICTRECTOMY,217
4180215,LASIK ROLLER 14MM,61
4180216,EYE DRAPE,39
4180217,PHACO CASSETTE REG,823
4180218,ACT CUVETTE,17
4180219,"SUTURE NYLON 10-0 (12"")",115
4180220,"SUTURE NYLON 10-0 (6"")",136
4180221,DRAPE EXTREMITY HIP,98
4180222,PEAK PLASMABLADE,1477
4180223,DISSECTOR SYSTEM SPACEMAKER,2856
4180224,PROTECTIVE CAPS FOR K-WIRE,120
4180225,WECK HORIZON CLIP,34
4180226,JAW BRA,103
4180227,RETRACTOR ALEXIS C8302,260
4180228,VACUUM TREPHINE HESSBURG-BAR,304
4180229,IRIS HOOK-RETRACTOR E0750 NS,845
4180230,BURR OPHTHALMALIC GRP 1,39
4180231,BUTTON W/CABLE FOR SEALER BIPOLAR,2500
4180232,SEALER BIPOLAR LOOP W/CABLE,1704
4180233,PROBE SET CYBERWAND CW-RBPBX,4117
4180234,BLADE (GUARDED) .3MM,120
4180235,PACK CUSTOM EYE,774
4180236,VAC THERAPY SYSTEM KIT,3451
4180237,NEPHROMAX BALLOON KIT,1293
4180238,CATH DUAL LUMEN,298
4180239,SENSOR WIRE M0066703051,201
4180240,GUIDEWIRE GRP 1,130
4180241,CATH URETERAL 5FR,49
4180242,SHEATH CLEAR RENAL,250
4180243,DILATOR SET M0062601000,974
4180244,MONARCHE III CARTRIDGE,98
4180245,PROSHIELD COLLAGEN SHIELD,169
4180246,PHACO TIP 30 DEGREE,260
4180247,LENS ALCON SA,644
4180248,LENS ALCON MA,595
4180249,LENS ALCON MTA,406
4180250,HEMOSTATIC ERASER STRAIGHT,169
4180251,FEMORAL STEM GRP 2,10428
4180252,LINER ACETABULAR GRP 3,3240
4180253,"CATH, C-V KIT",239
4180254,INTRACRANIAL DRAIN KIT,8584
4180255,NEEDLE HUB ER,39
4180256,WRAP COMPRESSION K-WRAP-6,125
4180257,PROXIMAL BODY (SHOULDER),1824
4180258,INTRAGASTRIC BALLOON SYSTEM,8140
4180259,INTRODUCER KIT PERCUT ARR,233
4180260,MITT HAND COTTON POSEY,109
4180261,PEG THREADED STPT,450
4180262,SCREW LOCKING 90,487
4180263,BLADE SPIRAL 42MM,3105
4180264,SHEATH URETRAL ACCESS,595
4180265,GRAFT VECTRA 6 X 50,4186
4180266,CATH OTW MUSTANG GP 1,1169
4180267,BLADE 2108-156-000,142
4180268,SENSOR NITINOL WIRE,212
4180269,EKOS CATHETER VAR SZ,13304
4180270,TROCAR COR37,293
4180271,BAG PRESSURE INFUSION 300ML,109
4180272,BIOPSY PORT SEAL Y-ADAPTER,120
4180273,ENDOCATCH 173049,1239
4180274,NBP CABLE MP00953,477
4180275,ECG LEAD GRABBER SET,1072
4180276,CATH RABINOV SCS-P-16-S,142
4180277,SCISSORS DISPOSABLE 45 CB040,288
4180278,"PACK, CATH LAB",212
4180279,NANIFLEX DELIVERY SYSTEM,396
4180280,PLATE VOLAR GRP 3,3928
4180281,FLAIR STENT GRAFT,11877
4180282,MASK FACE 7210559,125
4180283,KIT SHOULDER STABILIZATION,271
4180284,WRIST KIT SM/MED/LG,288
4180285,"STENT, BILIARY, METAL",11661
4180286,PLATE NEURO GP 2,190
4180287,PLATE NEURO GP 3,850
4180288,PLATE NEURO GP 4,3094
4180289,PLATE NEURO GP 5,1256
4180290,PLATE CLAVICLE GRP 6,5150
4180291,STENT 3422,644
4180292,PLATE DISTAL GRP 2,3786
4180293,PLATE LOCKING GRP 1,1261
4180294,SCREW SELF TAP GRP 1,433
4180295,SCREW SELF TAP GRP 2,228
4180296,VIABAHN GORE STENT GRP 1,13662
4180297,VIABAHN GORE STENT GRP 2,15208
4180298,SURGISIS G54614,4976
4180299,BONE GRAFT INFUSE X-SM 7510100,8215
4180300,CABLE 2232-01-18,1359
4180301,NAIL GRP 3,14218
4180302,POUCH OSTOMY/UROSTOMY,39
4180303,X FUSE AXF,3749
4180304,TISSUE EXPANDER GRP 2,6642
4180305,SCREW CORTEX GRP 4,428
4180306,GUPP CYLINDER,11931
4180307,GUIDE PIN GRP 3,271
4180308,GUIDEWIRE GRP 16,834
4180309,DRUG-COATED BALLOON CATHETER,6818
4180310,SLEEVE DRILL MEASURING,1683
4180311,TISSUE EXPANDER GRP 3,7377
4180312,WRAP COMPRESSION H-WRAP-6,142
4180313,VIABAHN GORE STENT GRP 3,18258
4180314,WASHER GRP 1,115
4180315,CATH DIALYSIS EDGE CS,1407
4180316,DERMABOND CLR602US,612
4180317,GUIDEWIRE (AFX),764
4180318,INTRODUCER SHEATH (AFX)HLS 1012.5,455
4180319,INTRODUCER SHEATH (AFX)HLS 2509,644
4180320,HEAD HUMERAL 4302-52-18,7443
4180321,SIDE ARM BILIARY BALLOON DILATOR,1374
4180322,KNIFE NEEDLE PAPILLOTOME G22037,715
4180323,FINGER IMPLANT MCP SZ 20/30/40,3759
4180324,PULSE GENERATOR KIT SC-1110-02,99584
4180325,LEAD KIT NEURO GRP 3,12899
4180326,CATH OTW STERLING,1461
4180327,CATH OTW MUSTANG GP2,931
4180328,COYOTE 39186,1596
4180329,SIGMOIDSCOPE DISP,44
4180330,AFX ENDOVASCULAR SYSTEM 1,69007
4180331,STETHESCOPE ESOP CATH 18F,55
4180332,AFX ENDOVASCULAR SYSTEM 2,75670
4180333,AFX SHEATH INTRODUCER S17-45,1548
4180334,ENSNARE EN2007030,1883
4180335,VALVE HEMOSTASIS HVA-100,71
4180336,ADAPTER NECK TRIAL 1601-2000,260
4180337,NEEDLE JAM SHIDI,239
4180338,WAND ARTHROCARE ASC4250-01,1818
4180339,CRT PACEMAKER,32340
4180340,PATCH PERCARDIUM 1X1 TPD,1310
4180341,VALVE AHMED SILICONE FP7,2834
4180342,SHOULDER1,24985
4180343,SHOULDER 6 GLOBAL UNITE HEMI,26175
4180344,PLATE GRP 23,7594
4180345,SLEEVE UNIVERSAL 1294-53-236,15825
4180346,CATH BARDEX IC (0196SI16),93
4180347,FLEX NOZZLE (206-515),76
4180348,EVACUATOR ELLIK DISP,715
4180349,PACEMAKER DR GRP 1,21238
4180350,PACK CUSTOM LAPAROSCOPY GENERAL,484
4180351,BIO SCREW,526
4180352,NEEDLE EPIDURAL DURASAFE,55
4180353,EYE SHIELD CLEAR,22
4180354,K-WIRE VAR SZ GRP 1,212
4180355,GUIDEWIRE PTFE,93
4180356,VALVE HAKIM FIXED,5544
4180357,K-WIRE VAR SZ GRP 2,396
4180358,SCREW LOCKING 90O NLSS,288
4180359,WIRES 49,482
4180360,ADAPTER OFFSET (2MM),4928
4180361,EXTENDER STEM,5192
4180362,AUGMENT SCORPIO TIBIAL,5479
4180363,BASEPLATE TIBIAL REVISION,12932
4180364,INSERT TIBIAL GRP 1,9687
4180365,PLATE CLAVICLE GRP 3,4235
4180366,HANDPIECE BEND A BEAM,336
4180367,THERMOGARD PLUS 7-382,22
4180368,PLATE CLAW GRP 2,4149
4180369,PLATE LOCKING GRP 2,1780
4180370,CASSETTE HEAD FOR EXPLANDER,953
4180371,PLATE VECTRA 1 LEVEL GRP 3,8989
4180372,AUGMENT DISTAL (96-0860),4852
4180373,STEM UNIVERSAL (86-7412),7150
4180374,LENS OCCULAR,4098
4180375,EON MINI CHARGING SYSTEM,4820
4180376,SPATULA AESCULAP BRAIN FF484R,190
4180377,PATCH BOVINE VG-0108N,720
4180378,LEAD NEURO GRP 4,24694
4180379,SCREW PEG THREADED MDTP,644
4180381,GUIDE PIN GRP 4,423
4180382,SCREW GRP 17,4522
4180383,PLATE CORONOID,2807
4180384,GUIDE PIN GRP 5,455
4180385,GUIDE PIN GRP 8,737
4180386,VASC CLOSURE SYS,1175
4180387,STABILIZER RING (EYE),953
4180388,COIL VORTEX,315
4180389,PLATE NARROW,5020
4180390,TIGHTROPE REPAIR AR-8926S,5787
4180391,NAIL GRP 4,8643
4180392,DISSECTOR AR-8400DS,288
4180393,SUTURE VLOCM,130
4180394,CABLE GRIP SYSTEM,12623
4180395,GRAFT G31451,1142
4180396,PIN TEMP FIXATION DC1212,288
4180397,MICROBLATOR 30 ICW,974
4180398,STARVAC 90 ICW,931
4180399,AMBIENT TURBOVAC 90 IFS,1072
4180400,HEAD COMPONENT HUMERAL,20410
4180401,IPG RECHARGABLE 3788,64058
4180402,PLATE TUBULAR GRP 1,352
4180403,PLATE OLECRANON GRP 1,4403
4180404,SUTURE VICRYL V950G (OPHTHAL),61
4180405,PIN STEINMAN 2 X 140,358
4180406,SCREW WRIST WA/S,1163
4180407,CARPAL BALL WRIST WA/B,5192
4180408,PLATE CARPAL WRIST WA/C,17712
4180409,RADIAL COMPONENT WRIST WA/R,22173
4180410,CANNULA AR-6568,120
4180411,PLATE ARTHREX GRP 2,3808
4180412,BB TAK (AR-13226),142
4180413,GRAFT HERNIA GRP 2,26652
4180414,SCREW COMPRESSION GRP 3,6875
4180415,SCREW BIO COMPRESSION,1667
4180416,SCREW SELF DRILL GRP 4,1196
4180417,SCREW SPINAL GRP 4,6659
4180418,SCREW GRP 3,418
4180419,SCREW GRP 5,595
4180420,SCREW GRP 6,774
4180421,SCREW GRP 1,185
4180422,SHOULDER 2,22131
4180423,SHOULDER 3,30934
4180424,SHOULDER 4,38073
4180425,SHOULDER 5,42832
4180426,SUTURE PASSER GRP 1,770
4180427,TIGHTROPE KIT AR-2257,2143
4180428,REAMER CANNULATED AR-1204 LX,964
4180429,GUIDE PIN GRP 2,169
4180430,TRANSCONNECTOR GRP 3,7637
4180431,SHEATH HOODLESS (AR-8500 ODS),169
4180432,PLATE SPINE 3 LEVEL GRP 3,8092
4180433,PLATE STRAIGHT,1450
4180434,VENA CAVA FILTER,6426
4180435,CATH TWO LUMEN AK-21242-CDC,1121
4180436,VITOSS BONE GRAFT 10CC,7335
4180437,VITOSS BONE GRAFT SUB 12CC,1045
4180438,NEEDLE FOR MENISCAL STITCHER,120
4180439,VITOSS BONE GRAFT SUB 5CC,3911
4180440,ACCESSORY KIT 3550-27,1667
4180441,NERVE GUIDE PNG230/430,5285
4180442,PRO TOE SMALL,1499
4180443,PEEK CAPSTONE,19584
4180444,SHEATH FLEXOR URETERAL ACCESS,595
4180445,ENSEAL RND TIP NSEAL535RH,2104
4180446,ENSEAL G2 SUPER JAW NSEALX22L,3333
4180447,RELOAD LINEAR CUTTER 6R45M,477
4180448,PLATE GRP 19,3928
4180449,PLATE TACK PL-PTAK,174
4180450,PLATE MINI 4H,509
4180451,PLATE ANGLED FX,2424
4180452,PUNCH AR-1927PB,185
4180453,STYLET KIT 6082-58,190
4180454,NAIL GAMMA GRP 8,11585
4180455,INSERT 96-2334,12207
4180456,TRAY TIB REVISION GRP 2,40669
4180457,GUIDE WIRE 1806,974
4180458,VERITAS COLLAGEN MATRIX,14397
4180459,OSTOMY POUCH DRAINABLE,7
4180460,ENSEAL TISSUE SEALER GRP 2,2451
4180461,DRAIN RND HUBLESS CHANNEL,120
4180462,PLATE HUMERUS LCP,8578
4180463,BOW II DC2832023,5036
4180464,GRAFT ALLOMATRIX DR,3786
4180465,PROBE NIM BALL TIP,3094
4180466,NAIL FEMORAL,9351
4180467,GRAFT VASCULAR GRP 3,2866
4180468,SPACER LORDOTIC P80057,3333
4180469,PLATE EBI VUELOCK,4998
4180470,PLATE NEURO GAP,142
4180471,BATTERY IQ DRIVER 72-1010,363
4180472,STYLET KIT -52,239
4180473,STYLET KIT -58,44
4180474,WRENCH 442-2,120
4180475,CABLE 4051L,142
4180476,BALLOON CATH IAB,4046
4180477,TUBE GASTROSTOMY,358
4180478,CATH OTW 39148-30101,1461
4180479,SPACER--ORACLE,32482
4180480,OBTURATOR SET AO-US,595
4180481,HOLDER HANDLES AH-11,147
4180482,ACCESSORY TR STND ALONE,406
4180483,PUNCH DONOR BARRON,266
4180484,CARBON RING UTRACK,6100
4180485,WIRE STRAIGHT,615
4180486,POST-LONG,1110
4180487,ROD CONNECTOR,1785
4180488,CONNECTOR ROD TO ROD,3205
4180489,KNEE ART SURF IBII,1548
4180490,KNEE TIBIAL 5220,2343
4180491,SUTURE PLEDGET TEFLON,49
4180492,PACING WIRE SINGLE,44
4180493,PACING WIRE DOUBLE,93
4180494,GOWN PACK STERIL BACK,34
4180495,LUMBOSCARAL SUPPORT,55
4180499,STENTS-DRUG ELUTING,9400
4180500,ELECTRODE MITEK VAPR,1726
4180501,SURGISIS G53614,4273
4180502,ROD CARBON GRP 6,953
4180503,BONE PLUG,548
4180504,MITEK PANALOK RC,2343
4180505,GDLH SET SCREWS,1109
4180506,GDLH HEX ROD,737
4180507,GDLH SACRAL BOLTS,855
4180508,RAY FUSION CAGE,10352
4180509,ALLOGRAFT PUTTY 10CC,2343
4180510,SUTURE ROC XS,115
4180511,WRAP COMPRESSION S-WRAP-6,142
4180512,CUFF TOURNIQUET,136
4180513,WRAP COMPRESSION B-WRAP-6,179
4180514,NEURO TRIAL LEAD KIT,7118
4180515,ACETABULAR LINER,1153
4180516,NUGAUZE PLAIN PACKING,17
4180517,BUR OSTEON,595
4180518,DURAPREP REMOVER,17
4180519,FABRIC SAUNAGE,374
4180520,FEMORAL STEM 6600,6523
4180521,FEMORAL STEM 9900,4138
4180522,FEMORAL STEM 9028,5339
4180523,"PATCH GRAFT PTFE 4"" X 4""",255
4180524,INTRODUCER MULTI LUMEN 9F,493
4180525,PROTAMINE VIAL 250MG,71
4180526,ARTERIAL LINE KIT,66
4180527,"STRIPS TEFLON FELT 1"" X 6""",120
4180528,"STRIPS TEFLON FELT 2""X 6""",142
4180529,BLANKET CARDIAC BAIR HUGR,130
4180530,BONE PUTTY 2CC,2191
4180531,MAYO CORONARY PERF CANULA,277
4180532,"MAYO ""0"" RING",66
4180533,BUR GP2,947
4180534,BLADE AGGRESSIVE,174
4180535,PROTAMINE RESPONSE TUBE,22
4180536,PROTAMINE ASSAY KIT,185
4180537,DEADENDER CAP DUAL FUNCTION,12
4180538,HEPARIN,22
4180539,SHUNT CTS FIOCOIL,493
4180540,ANNULOPLASTY RING,13007
4180541,BONE PUTTY 10CC,5820
4180542,PACK PERFUSION,217
4180543,DRILL PIN,595
4180544,PACK OPEN HEART,2770
4180545,PACK PUMP TUBING CUSTOM,509
4180546,PACK NURSE CUSTOM,277
4180547,CIRCUIT ANEURYSM,331
4180548,KNIFE OPTHALMIC ALCON,49
4180549,CONNECTOR AVECOR/MEDTRONIC,17
4180550,BLADE SARNS STERNAL,93
4180551,CATH CV DUAL LUMEN,266
4180552,CANNULA FEMORAL PERCUT KIT,1142
4180553,ADAPTER CVP,44
4180554,CO2 BLOWER/MISTER,342
4180555,VENT PLUG - POROUS,17
4180556,OXYGENATOR,996
4180557,VEIN DISTENSION SYSTEM,212
4180558,CLIP SURGICAL SPRING,82
4180559,TOWEL CLAMPS STERILE DISP.,55
4180560,SURGI-PREP DEPILATORY,44
4180561,"DRESSING, OASIS 7X20 CM",255
4180562,STAPLER,1505
4180563,3 PORT MANNIFOLD 9222,34
4180564,6 PORT MANNIFOLD 9230,44
4180565,STAPLE FIXATION OSTEOTOMY,644
4180566,ADAPTER M/M MX493,17
4180567,ELBOW VENT EG-MC 1423,12
4180568,ENDOBRONCH BLOOKER SET,374
4180569,CATH EPIDURAL ANES,22
4180570,PRONE VIEW CUSHION INSERT,93
4180571,STENT DEUODENL METAL,11634
4180573,PROB TEMP MYOCARDIAL NEEDLE,71
4180574,HEMOCONCENTRATOR,460
4180575,"ADAPTER 1/4"" CV",17
4180576,LINES PUMP SUPPLEMENTAL,82
4180577,PACK PORTABLE BYPASS,439
4180578,CANNULA PERFUSION 90 DEGREES,93
4180579,CANNULA AORTIC ROOT,93
4180580,ADAPTER CARDIOPLEGIA,34
4180581,CARDIAC SUCTION TUBE,44
4180582,CANNULAE VENOUS,120
4180583,PAD PHRENIC NERVE,71
4180584,CANNULAE IMA VESSEL,44
4180585,TOURNIQUET SET,17
4180586,CANNULAE VENOUS HIGH FLOW,109
4180587,CANNULAE 2 STAGE VENOUS,93
4180588,PERICARDIAL SUP CONNECTOR,44
4180589,ADAPTER CARDIOPLEGIA SET,55
4180590,VALVE MITRAL GRP 1,14278
4180591,VALVE AORTIC GRP 2,27040
4180592,CANNULAE VESSEL,22
4180593,AORTIC PUNCH,136
4180594,FOGARTY HYDRAGRIP INSERTS,136
4180595,FOGARTY JAW INSERTS,49
4180596,SUTURE VICRYL II,44
4180597,SUTURE NYLON I,22
4180598,SUTURE NYLON II,44
4180599,SUTURE ETHIBOND GRP 2,22
4180600,SUTURE E-PACK CABG KONTOS,1121
4180601,PLEURAL CATH,2770
4180602,PLEUR-EVAC CHEST DRAIN,169
4180603,CATH FOLEY TEMP SENSING,142
4180604,BALLOON INTRAORTIC,3429
4180605,CATH DIALYSIS,1034
4180606,SWAN GANZ CCO/SV02/VIP,899
4180607,LIGACLIP LT100,17
4180608,LIGACLIP LT 200,17
4180609,LIGACLIP LT400,34
4180610,PRESSURE LINE,17
4180611,SUTURE POLYPROLENE IV,142
4180612,SUTURE POLYPROLENE II,55
4180613,AQUASONIC GEL STERILE,17
4180614,LITE SLEEVE SINGLE,12
4180615,LITE SLEEVE DUAL,12
4180616,CARDIOPLEGIA EMERG. SHUNT,185
4180617,GRAFT VASCULAR GRP 4,2353
4180618,FILTER VENA CAVA,4730
4180619,BAG UROTRACK PLUS,55
4180620,PERCUTANEOUS KIT FEMORAL,806
4180621,CATH LEFT HEART,71
4180622,TRANSDUCER VAMP,115
4180623,TRANSDUCER QUAD CUSTOM,130
4180624,TRANSDUCER SINGLE,115
4180625,FILTER CARDIOPLEDGIA BCIB,277
4180626,PROBE CORONARY FLOW,460
4180627,TRANSFER BLOOD BAG,22
4180628,CATH FEMORAL SET,66
4180630,PNEUMOSTAT CHEST DRAIN,158
4180631,CANNULA VAD VENOUS,142
4180632,TALAR COMPONENT (ANKLE),19800
4180633,MR20 RETRO CORONARY PERFUSION,260
4180634,ENDO SWITCHPEN,174
4180635,MESH GORE-TEX DUAL,5327
