 Procedure  Code,Chargemaster Description, Standard Chargemaster Price 
1812124,STRAPPING ANKLE-FOOT,566
1812112,STRAPPING ELBO-WRIST,566
1852112,STRAPPING ELBO-WRIST,365
1812113,STRAPPING HAND-FING ,566
1852113,STRAPPING HAND-FING ,330
1812122,STRAPPING HIP       ,566
1812123,STRAPPING KNEE      ,566
1812111,STRAPPING SHOULDER  ,566
1852111,STRAPPING SHOULDER  ,365
1812109,STRAPPING THORAX    ,566
1812126,STRAPPING UNA BOOT  ,344
1314938,"STREP A AG,EIA      ",379
1315013,STREP B ASSAY W-OPTI,269
1612254,STRESS VIEWS JOINT  ,724
2852201,S-TRLUM BAL ANG ADLA,"16,690"
2852202,S-TRLUM BAL ANG ADLV,"10,266"
1061576,S-TRNCTH CESS CTH RM,"2,988"
1061575,S-TRNCTH THRM ART VN,"1,493"
1061573,S-TRNSCTH THROM ART ,"6,130"
1061574,S-TRNSCTH THROM VEN ,"6,130"
7210270,STRONG IOD 5% 14ML  ,207
7211972,SUCCINYLCHN 20MG INJ,185
1612220,SU-CHOLE W GRAMS    ,"1,684"
1612221,SU-CHOLEGRM ADD CR  ,"1,320"
1218314,SUCRALFATE 1000MG/10,21
1218313,SUCRALFATE 1GM TAB  ,6
1710902,SUCTION PROC-NASOTRA,"1,147"
1314476,"SUGARS, SING, QUAL  ",20
1314478,"SUGARS, SING, QUANT ",217
1218973,SUL10-NAPRED.23%OS10,118
1219577,SULFAME800-TMP160/20,15
1218320,SULFAMETH-TRIME 10ML,146
1217904,SULFASALAZIN 500MGTB,3
1314480,"SULFATE, URINE      ",107
1218319,SULFA-TMP 800-160 TB,3
1217905,SUMATRIPTAN 25MG TAB,102
7212279,SUMATRIPTAN 6MG INJ ,649
7210836,SUNSCREEN STICK 4GM ,6
1321075,SURG PATH GROSS LVL1,391
1321076,SURG PATH GROSS LVL2,809
1321077,SURG PATH GROSS LVL3,543
1321078,SURG PATH GROSS LVL4,833
1321079,SURG PATH GROSS LVL5,882
1321080,SURG PATH GROSS LVL6,882
1417020,SURGICAL ACCESS PORT,"6,977"
1417001,SUTURE LEVEL 2      ,169
1417002,SUTURE LEVEL 3      ,439
1417003,SUTURE LEVEL 4      ,"1,270"
1417004,SUTURE LEVEL 5      ,"2,537"
1417005,SUTURE LEVEL 6      ,"1,751"
2070235,SUTURE REMOVAL      ,"1,104"
1913253,SUTURE REMOVAL/RECHE,258
1061452,S-VENOUS M THROMB AD,"14,789"
1061451,S-VENOUS MECH THROMB,"2,220"
1315101,SWEAT COLLECT IONTOP,531
1413264,SYNTH IMP URIN1/1ML ,"3,485"
1314646,"SYPHILIS TEST, QUAL ",189
1314631,"T CELL, ABSO CD4    ",952
1314630,"T CELL,ABSO CD4-CD8 ","1,581"
1316542,T VAGINALIS AMP     ,122
1314500,"T3,FREE             ",592
1314501,"T3,REVERSE          ",358
1314499,"T3,TOTAL            ",629
1314498,T3-T4 UPTAKE        ,205
1314049,TACROLIMUS          ,366
7211879,TACROLIMUS 1MG PO   ,14
1217098,TALC INTRAPLE PWD 5G,"1,067"
1217099,TAMOXIFEN 10MG TAB  ,36
1217100,TAMSULOSIN 0.4MG CAP,10
1315134,TB TEST CELL IM MEAS,"1,574"
1214281,TBO-FILGRASTIM 1MCG ,8
1214282,TBO-FILGRASTIM 1MCG ,8
2811196,TC99M LABL RBC/30MCI,313
2811213,TC99M MAA/10MCI     ,144
2811191,TC99M MEBROF /15MCI ,282
2811180,TC99M MEDRO TO 30MCI,67
2811231,TC99M MERTIATI/15MCI,382
2811203,TC99M PERTECHNET/MCI,210
2811178,TC-99M SESTA / DOSE ,649
2811214,TC99M SULF COL/20MCI,21
7210784,TD IM NO PRSRV GE 7Y,308
1211910,TELAVANCIN 10MG INJ ,35
1913269,TELEHEALTH ED       ,54
2250656,TELEHEALTH SITE FEE ,61
1217101,TELMISARTAN 40MG TAB,14
1217103,TEMAZEPAM 15MG CAP  ,7
1218951,TEMAZEPAM 7.5MG CAP ,10
1210925,TENECTEPLASE 1MG INJ,"1,036"
1217105,TERAZOSIN 1MG CAP   ,7
1217909,TERAZOSIN 5MG CAP   ,7
1217910,TERBINAFINE 250MG TB,71
7212105,TERBUTALINE 1MG INJ ,340
1217108,TERBUTALINE 2.5MG TB,19
1217109,TERCONAZ .8%CRM 20GM,184
1217912,TERCONAZOLE SUPP X 3,133
1214006,TESTOSTER CYPION 1MG,1
1314481,"TESTOSTERONE, FREE  ","1,127"
1314482,"TESTOSTERONE, TOTAL ","1,145"
7212193,TETANUS IG HUM 250U ,"4,401"
7210382,TETRACAINE 1% INJ   ,124
1219590,TETRACAINE 2%TOP 30M,151
1214397,TETRACAINE.5%OS 4ML ,32
7211106,TETRACYCLINE 250MG C,19
1217115,THEOPHYLL 100MG SRCP,7
1218806,THEOPHYLL 100MG SRTB,4
1218956,THEOPHYLL 300MG SRTB,5
1217914,THEOPHYLLI 400MG TAB,5
1314050,THEOPHYLLINE        ,308
1913228,THER AD IVP SAME MED,417
282942,THER AD IVP SAME MED,417
7182511,THER AD IVP SAME MED,417
1522116,THERA EA AD IV PUSH ,417
1913258,THERA EA AD IV PUSH ,417
282941,THERA EA AD IV PUSH ,417
7182510,THERA EA AD IV PUSH ,417
1812262,THERAP ACTVTS-15 MIN,133
1852262,THERAP ACTVTS-15 MIN,133
1812253,THERAP EXERCS-15 MIN,123
1852253,THERAP EXERCS-15 MIN,123
1522117,THERAPEUTIC DX SQ IM,200
1913248,THERAPEUTIC DX SQ IM,200
282804,THERAPEUTIC DX SQ IM,200
7182516,THERAPEUTIC DX SQ IM,200
1522115,THERAPEUTIC IV PUSH ,417
282940,THERAPEUTIC IV PUSH ,417
7182509,THERAPEUTIC IV PUSH ,417
7212104,THIAMINE 100MG INJ  ,100
1217120,THIAMINE 100MG TAB  ,19
1217122,THIORIDAZINE 10MG TB,5
1219022,THIOTHIXENE 2MG CAP ,4
1217125,THIOTHIXENE 5MG CAP ,6
1210498,THROMBIN 5000U RECOM,473
1314830,THROMBIN TIME       ,198
1913235,"THROMBOLY,CORONRY,IV","1,024"
1314833,THROMBOPLAST TIMEPTT,140
1314832,THROMBOPLASTIN INHIB,248
1314485,THYROGLOBULIN       ,543
1314731,THYROGLOBULIN AB    ,361
1219595,THYROID 30MG TAB    ,4
1314491,THYROID STIM IMMUNO ,"1,151"
1314490,THYROID STIM TSH    ,745
1314489,THYROXINE BIND GLOB ,480
1314488,"THYROXINE T4, FREE  ",314
1314487,"THYROXINE T4, NEO   ",243
1314486,"THYROXINE T4,TOTAL  ",305
1212294,TICAGRELOR 90MG TAB ,12
1219889,TICARCILN/K CLAV3.1G,124
1217134,TIMOLOL .25% OS 5ML ,89
1212695,TIMOLOL MAL.5%OS 5ML,27
1210124,TIMOLOL/DORZOLAM 5ML,621
7210116,TIOTROP 18MCG INH CP,191
7210224,TIOTROPIUM INHALANT ,"1,218"
1214398,TIROFIBAN 0.25MG INJ,131
7211862,TIROFIBAN 0.25MG INJ,91
1321197,TIS HYBRD AD SNG PRB,92
1321196,TIS HYBRD SPEC INIT ,126
1321051,TISSUE CULT BONEMARR,"4,422"
1321048,TISSUE CULT LYMPHOCY,"2,635"
1321049,TISSUE CULT SKIN/BIO,"3,185"
1321050,"TISSUE CULT, PLACENT","3,785"
1321052,TISSUE CULTURE TUMOR,523
1417050,TISSUE NON-HUMAN 2  ,"8,801"
1417051,TISSUE NON-HUMAN 3  ,"24,641"
1417052,TISSUE NON-HUMAN 4  ,"38,720"
1417053,TISSUE NON-HUMAN 5  ,"51,036"
1417054,TISSUE NON-HUMAN 6  ,"63,359"
1417055,TISSUE NON-HUMAN 7  ,"79,196"
1417056,TISSUE NON-HUMAN 8  ,"100,000"
1218017,TIZANIDINE 4MG TAB  ,6
2811182,"TL-201, PER MCI     ",173
1217139,TOBR.3-DEXA.1%OIN3.5,674
1217919,TOBRAMYCI .3% OS 5ML,89
1314051,TOBRAMYCIN          ,351
1212879,TOBRAMYCIN UPTO 80MG,103
1217918,TOBRAMYCIN UPTO 80MG,102
1217925,TOLTERODINE 2MG SRCP,25
1217140,TOLTERODINE 2MG TAB ,45
1612269,TOMOGRAM ONE PLNE CR,"1,231"
1314052,TOPIRAMATE          ,259
1218388,TOPIRAMATE 100MG TAB,24
1217141,TOPIRAMATE 25MG TAB ,45
7210725,TORSEMIDE 100MG TAB ,22
1218420,TORSEMIDE 10MG TAB  ,7
1217142,TORSEMIDE 20MG TAB  ,7
1314724,TOXOPLASMA AB       ,327
1314725,"TOXOPLASMA AB, IGM  ",327
1213406,TRACE 5 MINERALS 10M,140
1217144,TRAM37.5-APAP325MGTB,8
7211168,TRAMADOL 100MG SR TB,14
1217143,TRAMADOL 50MG TAB   ,5
7210593,TRANDOLAPRIL 4 MG TB,3
1210757,TRANEXAMIC 1000MG IJ,284
1314495,TRANSFERASE ALT     ,184
1314494,TRANSFERASE AST     ,181
1314496,TRANSFERRIN         ,290
1217146,TRAVOPR.004%OS BF2.5,484
1218708,TRAZODONE 150MG TAB ,4
1217147,TRAZODONE 50MG TAB  ,4
1314726,"TREP. PALLIDUM,CONFI",379
1913252,TRIAGE ONLY         ,128
1211122,TRIAMCIN ACE 10MGINJ,53
1219609,TRIAMCIN.1% PST 5GM ,212
1219953,TRIAMCINOLN.1%CR15GM,45
1219608,TRIAMCINOLN.1%CR454G,231
1219886,TRIAMI 55MCG/AC16.5G,"1,114"
1217156,TRIAMT/HCTZ 37.5 TAB,5
1217927,TRIAZOLAM 0.25MG TAB,33
1314497,TRIGLYCERIDES       ,257
1217161,TRIHEXYPHENIDY 2MGTB,5
1217164,TRIMETHOPRI 100MG TB,15
1217932,TRIPLE DYE          ,13
1217166,TROPICAMID 1%OS 3ML ,24
1314502,"TROPONIN,QNT        ",345
7210287,TRYPAN BLU.06%OS .5M,339
1410024,TUBE DRAIN CATH 4   ,497
1410025,TUBE DRAIN CATH 5   ,613
1410026,TUBE DRAIN CATH 6   ,"3,977"
1211190,TUBERCU 5U/.1ML .1ML,91
1314608,TUMOR AG  CA 125    ,508
1314607,TUMOR AG  CA 19-9   ,508
1314612,"TUMOR AG, OTHER     ",508
1321194,TUMOR IHC QT MAN    ,"2,133"
1321195,TUMOR IHC QT UTO    ,"2,133"
1314606,TUMR AG CA15-3 27-29,508
1314506,TYROSINE            ,335
1315023,UA NONAUTO W-O SCOPE,58
1315022,"UA, AUTO W-SCOPE    ",107
1315024,"UA, AUTO, W-O SCOPE ",102
1612168,UE-AC JTS BILAT CR  ,724
1612164,UE-CLAVICLE CR      ,724
1612170,UE-ELBOW 2V CR      ,724
1612171,UE-ELBOW 3V CR      ,724
1612178,UE-FINGER S 2VPLS CR,724
1612172,UE-FOREARM 2V CR    ,724
1612176,UE-HAND 2V CR       ,724
1612177,UE-HAND 3V CR       ,724
1612169,UE-HUMERUS CR       ,724
1612165,UE-SCAPULA CR       ,724
1612167,UE-SHLDR 2VW PLUS CR,724
1612166,UE-SHOULDER 1V CR   ,724
1612173,UE-UP EXT INFANT CR ,724
1612174,UE-WRIST 2V CR      ,724
1612175,UE-WRIST 3V PLUS CR ,724
1812250,ULTRASOUND-15 MIN   ,113
1852250,ULTRASOUND-15 MIN   ,113
1852246,ULTRAVIOLET THRP-VST,69
1314511,UREA NITRO CLEARANCE,215
1314508,"UREA NITROGEN,QUAN  ",176
1314512,"URIC ACID, BLOOD    ",200
1314513,"URIC ACID,URINE RAND",200
1315030,"URINALYSIS,VOL MEASU",69
1315029,URINE PREG TEST QL  ,87
1217169,URSODIOL 300MG CAP  ,48
1621513,US-ABDOMEN COMP WO  ,"2,305"
1621514,US-ABDOMEN LTD WO   ,"1,434"
1621516,US-ABDOMEN RETRO LMT,"1,434"
1621515,US-ABDOMEN RETROPER ,"1,434"
1621596,US-ABDOMN AAA SCREEN,"1,434"
1621640,US-BREAST COMPLET BI,"1,656"
1621638,US-BREAST COMPLETE  ,828
1621627,US-BRST BX LOC CLP 1,"4,756"
2811824,US-BRST BX LOC CLP A,745
1050025,US-CAROTID DPLX SCAN,"3,427"
1621511,US-CHEST MEDIASTINUM,895
2082801,US-EXT ARTERIAL LTD ,"1,189"
1621618,US-EXT LTD JNT UNI  ,716
1050038,US-EXT VEINS DPX LTD,"2,131"
1621524,US-FETAL BIO NONST  ,430
1621545,US-GUIDE AMNIOCENT  ,320
1621543,US-GUIDE NEEDLE PLAC,745
2850103,US-GUIDE NEEDLE PLAC,689
1621510,US-HEAD NECK SFT TIS,"1,434"
1621537,US-HIPS INFANT W MAN,895
2082802,US-NON INV ARTER EXT,"1,189"
1621575,US-PELV PREG 14 WKS ,"1,083"
1621531,US-PELVIS NON OB    ,"1,434"
1621519,US-PELVIS PREG      ,"1,434"
1621521,US-PELVIS PREG LTD  ,933
2811908,US-PELVS PREG GESADD,"1,434"
1621577,US-PLV PRG 2T DETAIL,"2,305"
1621579,US-PLV PRG TRNSV    ,895
1621533,US-SCROTUM          ,"1,434"
1621518,US-SPINAL CANAL     ,592
1621529,US-TRANSVAGINAL     ,"1,434"
1621553,US-ULTRASOUND UNLSTD,592
1217171,VALACYCLOVI 500MG TB,120
7210772,VALPROATE 250MG/5ML ,9
7210874,VALPROATE 500MG/5ML ,123
1217175,VALPROIC AC 250MG CP,19
1316451,VALPROIC ACID FREE  ,259
1316449,VALPROIC ACID TOTAL ,259
1217176,VALSARTAN 80MG TAB  ,14
1212645,VANCOM 50MG/MLOR 5ML,11
1217178,VANCOMCYIN 125MG CAP,314
1315826,VANCOMYCIN          ,578
1210487,VANCOMYCIN 500MG INJ,81
1210558,VANCOMYCIN 500MG INJ,81
7212048,VANCOMYCIN 500MG INJ,139
1314728,VARICELLA-ZOSTER AB ,291
1314519,VASOINTESTINAL PEP  ,234
1314520,VASOPRESSIN         ,768
1217179,VASOPRESSIN 20U/ML  ,"1,342"
1812241,VASPNEUMATIC DEV-VIS,73
1852241,VASPNEUMATIC DEV-VIS,73
1217180,VECURONIUM 10MG INJ ,98
1417075,VENA CAVA FILTER 1  ,"3,554"
1417076,VENA CAVA FILTER 2  ,"15,165"
1315157,"VENIPUNCTURE,ROUTINE",93
1217185,VENLAFAXI 37.5M SRCP,66
1217182,VENLAFAXI 75MG SR CP,4
1218509,VENLAFAXINE 25MG TAB,4
1218911,VERAPAMIL 10MG/4ML V,286
1217190,VERAPAMIL 120MG CRTB,8
1217193,VERAPAMIL 180MG CRTB,8
7211603,VERAPAMIL 5MG/2ML   ,98
1217187,VERAPAMIL 80MG TAB  ,15
1212295,VILAZODONE 20MG TAB ,21
1314729,"VIRUS AB, NOS       ",449
1314897,VIRUS INOCU SHELL VI,72
1314895,VIRUS INOCULAT TISSU,774
1315081,VIRUS ISOLATION GEN ,774
1314835,VISCOSITY EXAM      ,263
1218918,VIT B COMPLEX CAP   ,3
7212050,VIT B12 CYAN 1000MCG,143
1213509,VIT D3 10000UNT CAP ,5
1210752,VIT D3 1000UNT TAB  ,3
1212373,VITA D3 5000UN TAB  ,3
1710908,VITAL CAPACITY      ,311
1314521,VITAMIN A           ,262
1314522,"VITAMIN ASSAY, NOS  ",218
1314483,VITAMIN B-1         ,480
1314223,VITAMIN B-12        ,667
1314463,VITAMIN B-2         ,459
1314454,VITAMIN B-6         ,636
1314161,VITAMIN D 25OH      ,"1,037"
7210476,VITAMIN D 400IU TAB ,4
1314492,VITAMIN E           ,324
1217939,VITAMIN E 400IU CAP ,19
1314523,VITAMIN K           ,463
1314518,"VMA, URINE          ",351
7211961,VORICONAZOLE 10MG   ,56
1217198,WARFARIN 1MG TAB    ,19
1217199,WARFARIN 2.5MG TAB  ,19
1217940,WARFARIN 2MG TAB    ,19
1218617,WARFARIN 3MG TAB    ,24
7210518,WARFARIN 4MG TAB    ,22
1217200,WARFARIN 5MG TAB    ,6
7210401,WARFARIN 6MG TAB    ,22
1217201,WARFARIN 7.5MG TAB  ,27
1314564,WBC AB IDENT        ,526
1314759,WBC COUNT           ,58
1314747,"WBC DIFF, MAN       ",126
1315147,WEST NILE VIR AB    ,484
1315146,WEST NILE VIR AB IGM,567
1314450,"WESTERN BLOT, PROBE ",406
1812267,WHEELCHR MGT-15 MIN ,148
1852267,WHEELCHR MGT-15 MIN ,148
1812243,WHIRLPOOL THRPY-VIST,109
1852243,WHIRLPOOL THRPY-VIST,109
1211958,WITCH HAZEL-GLYC PAD,17
1417113,WOUND VAC           ,564
1812268,WRK HAR-CND 1ST 2HRS,454
1852268,WRK HAR-CND 1ST 2HRS,454
1812269,WRK HAR-CND-ADD HR  ,192
1852269,WRK HAR-CND-ADD HR  ,192
2811228,XE133 XENON 10MCI   ,110
1321182,XM ARCHIVE TIS MOLEC,172
1217204,ZALEPLON 5MG CAP    ,4
1217205,ZIDOVUDINE 100MG CAP,7
1218776,ZIDOVUDINE 10MG/ML  ,718
1314526,ZINC                ,367
1212873,ZINC OX 12.8%OIN 60G,24
1219849,ZINC OX 20% OINT 60G,14
1218994,ZINC OX 40% OIN 120G,30
1218339,ZINC OX 40% OINT 60G,20
1217208,ZINC SULF 220MG CAP ,4
1217211,ZIPRASIDONE 20MG CAP,33
1218423,ZIPRASIDONE 40MG CAP,33
7211867,ZIPRSIDNE MESYL 10MG,183
1210013,ZOLEDRONIC ACID 1MG ,"1,477"
1213187,ZOLEDRONIC ACID 1MG ,"2,081"
1217949,ZOLMITRIPTAN 2.5MGTB,389
1217212,ZOLPIDEM 5MG TAB    ,4
7210582,ZOLPIDEM 6.25MG CRTB,57
1219093,ZONISAMIDE 100MG CAP,9
1316541,ZONISAMIDE QT       ,151
