Name,Std Price
"CREON 24,000 U CAPSULE",28.34
"CREON 3,000 U CAPSULE",6.03
CRINONE 8% VAG GEL,137.45
CRITICAL CARE 30-74 MIN,1419
CRITICAL CARE ADD 30 MIN,709
CRIXIVAN 400 MG CAPS,11.69
CROSSCONNECTOR SNAP ON,1475
CROSSLINK 5.5,2498.75
CROSSLINK MIDWEST,1085
CROWN 3D HALO,3724.4
CRP ULTRA QUANT,265.1
CRRT INITIAL TREATMENT,2170
CRRT NXSTAGE INITIAL TREATMENT,2513
CRRT NXSTAGE SUBQ TREATMENT,2295
CRRT SUBQ TREATMENT,1782
CRYO COLL PRE POOLED 5 UNITS,777
CRYO COLL PROC & STORAGE,185
CRYOFIBRINOGEN,54.6
CRYOGLOBULIN,138.1
CRYPTO CSF,40.2
CRYPTOCOCCUS ANTIGEN,77.7
CRYPTOSPORIDIUM,272
CRYPTOSPORIDIUM ANTIGEN,40.6
CRYSTAL EXAM BODY FLD,73.6
CRYSTAL EXAM SYN FLD,73.6
CT ANGIO CHEST NON-CORONARY,1798
CT ANGIOGRAPHY ABDOMEN,1798
CT ANGIOGRAPHY HEAD,1798
CT ANGIOGRAPHY LOW EXT BIL,2698
CT ANGIOGRAPHY LOW EXT LT,1798
CT ANGIOGRAPHY LOW EXT RT,1798
CT ANGIOGRAPHY NECK,1798
CT ANGIOGRAPHY PELVIS,1798
CT ANGIOGRAPHY UP EXT LT,1798
CT ANGIOGRAPHY UP EXT RT,1798
CT NECK 4D PARATHYROID,1672
CT PROCEDURE UNLISTED,1864
CTA ABD AORTA EXTR RUNOFF,1798
CTA ABDOMEN AND PELVIS,2698
CTA CARDIAC W/SCORE,2358
CTV ANGIOGRAPHY HEAD W/CONTRST,1798
CUBICIN RF 500MG VIAL,1430.79
CUFF CRYO KNEE,225.83
CUFF CRYO SHOULDER,253.87
CUFF CRYO SHOULDER CUFF ONLY,155.38
CUFF CRYO SHOULDER W/COOLER,253.87
CULTURE AEROBIC,131.8
CULTURE AFB,91.3
CULTURE ANAEROBIC,139.4
CULTURE BLOOD,187.9
CULTURE BRONCHIAL,131.8
CULTURE CHLAMYDIA,67.2
CULTURE EAR,131.8
CULTURE EYE,131.8
CULTURE FUNGUS BLOOD,187.9
CULTURE FUNGUS OTHER SOURCE,110.4
CULTURE FUNGUS SKIN HAIR NAIL,104
CULTURE GC ONLY,63.3
CULTURE GENITAL,131.8
CULTURE ID,52
CULTURE ID ANAEROBES,59.5
CULTURE LEGIONELLA,64.8
CULTURE NASAL,131.8
CULTURE RESP SPECIAL,67.2
CULTURE STOOL,126.8
CULTURE STREP A ONLY,55.7
CULTURE STREP B ONLY,59.5
CULTURE THROAT,131.8
CULTURE URINE,101.4
CULTURE VIRAL,242.1
CULTURE WOUND SUPERFICIAL,131.8
CUP DEPUY HIP,4420
CUP TRACTION VACUUM KIWI,100.8
CUPRIC CHLORIDE 0.4MG/ML 10ML,89.89
CUPRIMINE 250MG CAPS,902.94
CURETTAGE POSTPARTUM,2668
CURRETTE KYPHON,890
CUTTER WIRE DISPOSABLE,13.75
CUTTING LOOP 22FR HYPEROSCOPY,435.24
CVA DEVICE WITH PORT >5,3486
CVC PERCUT <5 YEARS OLD,1263
CVC PERCUT >=5 YEARS OLD,1263
CVC PERCUT REPLACEMENT PICC,2032
CVC SUPPLY,76.86
CVC SUPPLY INFANT <2 MNTHS,86.98
CVC SUPPLY PEDS,86.62
CYANIDE,157
CYANOCOBALAMIN 1000MCG TAB,3.5
CYANOCOBALAMIN 500MCG TAB,3.5
CYANOKIT 5GM ANTIDOTE,2511.3
CYCLOGYL 1% OPTH SOL 2CC,55.66
CYCLOGYL 2% OPTH SOL 5CC,179.59
CYCLOPHOSPHAMIDE 1000MG VIAL,2045.35
CYCLOPHOSPHAMIDE 25MG CAP,34.46
CYCLOPHOSPHAMIDE 500MG VIAL,1097.69
CYCLOPHOSPHAMIDE 50MG CAP,63.25
CYCLOPHOSPHAMIDE INJ 2GM VIAL,3790.69
CYCLOSPORIN 100MG/ML 1ML CHG,42.78
CYCLOSPORINE CCF,110.4
CYCLOSPORINE MCO,182.5
CYMBALTA 20MG CAP,8.15
CYMBALTA 30MG CAP,4.51
CYMBALTA 60 MG,7.36
CYRAMZA 10MG/ML (10ML) VIAL,2914.44
CYRAMZA 10MG/ML (50ML) VIAL,14572.16
CYST ASPIRATION,568
CYST ASPIRATION CT,568
CYSTATIN C,244
CYSTIC FRBROSIS PROFILE  ZB749,240.6
CYSTO W BLADDER DILATION,3104
CYSTOGRAM MIN 3 VIEWS,894
CYSTOSCOPY,1794
CYSTOURETHROSCOPY,3104
CYSTOURETHRSCPY W/FB REM,3104
CYTARABINE 100MG/ML 20ML VIAL,96.14
CYTARABINE 20MG/ML 5ML VIAL,28.75
CYTO EXAM EA ADD SITE,39.4
CYTO EXAM INIT SITE,508.7
CYTO GYN PAP SMEAR,36.9
CYTO GYN PAP THIN PREP,90
CYTO SMR ANY SRC SCREEN/INTER,49.6
CYTO SMR OTH SRC > 5 SLDS MULT,64.7
CYTOLOGY ASP BIOPSY ADEQ,160
CYTOLOGY ASP BIOPSY ADEQ EA AD,79.1
CYTOLOGY SMEAR,238.2
CYTOMEGALO VIRUS IGM,211.8
CYTOMEGALOVIRUS IGG IF,276.3
CYTOMEL  5MCG. TAB,8.84
CYTOMEL 25MCG TAB,11.6
CYTOPATHY INIT AND RPT,82.4
CYTOSPIN CELL BLOCK PREP,158.3
CYTOSPIN PREP SMEAR,155.9
CYTOTEC 100 MCG TABLET,6.26
CYTOTEC 200MCG TABLET EA.,4.47
CYTOTEC 25 MCG TABLET,6.26
CYTOTEC 50 MCG TABLET,6.26
CYTOVENE IV 500MG,331.2
D TEST SUSCEPTIBILITY,58.4
DACOGEN 50MG VIAL,1515.63
DAKIN'S SOLN  1/4STR 473 ML,58.65
DAKIN'S SOLN 1/2STR PT,58.65
DAKIN'S-SOLN F/STR PT,58.65
DALBAVANCIN 0.5 GM VIAL,3971.04
DALIRESP 500MCG TABLET,55.39
DALMANE 15MG CAP,3.5
DANTRIUM 20MG IV,305.81
DANTRIUM 25MG CAP,4.93
DAPSONE 25MG,10.49
DAPTACEL 0.5 ML VIAL,131.52
DARUNAVIR 600MG TAB,129.54
DARUNAVIR 800MG TAB,259.08
DARZALEX 100MG/5ML VIAL,1672.95
DARZALEX 400MG/20ML VIAL,5482.61
DBM 5CC PRIME HD,1735
DBM ORIGEN PASTE 10CC,3010
DBM ORIGEN PASTE 5CC,1735
DBM PUTTY 10CC,2515
DBM PUTTY 5CC,1670
DBRD OPEN WND 1ST 20CM,399
DBRD OPEN WND ADL 20 CM,399
DBRD SKN SUB TIS 1ST20CM,726
DBRD SKN SUQ TS MC 1ST20,726
DBRD SKN TIS ADDL 20CM,726
DBRD SKN TIS MC ADL20CM,726
DBRD SKN TS MC BN 1ST20,2259
DBRD SKN TS MC BN ADL20,2259
DDAVP 4MCG/ML 1ML AMP,270.44
DDAVP NASAL SOL 5ML,679.69
DDAVP TABLET 0.1 MG,8.84
D-DIMER QUANTITATIVE,81.2
DEBRIDE NAIL 1-5,242
DEBRIDE NAILS OVER 5,242
DEBRIDEMENT NON-SELECT,242
DEBROX EAR SOLN .5OZ,6.67
DECADRON ELIXIR 5ML CHG,4.93
DECALCIFICATION PROCEDURE,55.7
DECLOGGER TUBE PEG,16.7
DECLOMYCIN 150MG TAB,28.98
DECLOT IMPLTD VASC DEVICE,304
DECON CHEM SELF,90
DECON CHEM STAFF ASSIS COMPLEX,170
DECON CHEM STAFF ASSIS ROUTINE,130
DECON NC SELF,60
DECON NC STAFF ASSIS COMPLEX,140
DECON NC STAFF ASSIST  ROUTINE,100
DEFB/CRDVRT UNIFY,38495
DEFB/CRDVRTR PROMOTE+CD3211-36,39200
DEFIB ANAL (PRE&POST),167
DEFIB ANAL MULT W/REPROG,183
DEFIB ANALYSIS (REMOTE),183
DEFIB ANALYSIS DUAL,167
DEFIB ANALYSIS MULT,167
DEFIB ANALYSIS SNGL,167
DEFIB ANLYS DUAL W/REPROG,183
DEFIB ANLYS SNGL W/REPROG,183
DEFIB CARDIO DUAL CHAMBR DR RF,33387.04
DEFIB CARDIO DUAL CHMBR PLS DR,1475
DEFIB CARDIO DUAL FORTIFY DR,32150
DEFIB CARDIO SINGLE FORTIFY VR,32150
DEFIB ICD SINGLE CURRENT PLUS,29800
DEFINITY CONTRAST PER ML,227
DELAY EXTEN EA ADD VESSEL,1977
DELAY EXTEN INITIAL VESSEL,6093
DELESTROGEN 10MG CHARGE,285.48
DELESTROGEN 20MG VIAL,172.09
DELIVERY FOR SEPTAL OCCLUDER,1870.2
DELSYM LIQ 3OZ,3.5
DEMADEX 20 MG TABLET,3.5
DEMEROL INJ  50MG,11.04
DEMEROL INJ  75MG,26.5
DEMEROL INJ 100MG,12.1
DEMEROL INJ 25MG,10.63
DEMEROL TAB 50MG,3.5
DENOSUMAB SUB-Q 120MG VIAL,5909.18
DENOSUMAB SUB-Q 60MG SYRINGE,3154.32
DENTAL SURGICAL PROCEDURE,567
DEPAKANE (VALPROIC ACID),223.1
DEPAKOTE 125 MG SPRINKLE,3.87
DEPAKOTE 125MG TAB U-D EA,8.19
DEPAKOTE 250MG SUST REL.,9.02
DEPAKOTE 250MG U-D TAB EA,16.06
DEPAKOTE 500MG U-D TAB EA,3.5
DEPAKOTE ER 500MG TAB,3.5
DEPO-ESTRADIOL INJ,96.88
DEPO-MEDROL 40 MG INJ 1ML,40.02
DEPO-MEDROL 80 MG INJ,65.78
DEPO-PROVERA 150MG/ML 1ML,375.09
DEPRESSION SCREENING,74
DERMA CARRIER II,127.58
DERMABOND PRINEO 22CM MESH,306.43
DERMABOND SEALANT .7ML PEN STR,74.63
DERMABOND SEALANT PRINEO 60CM,489.98
DERMAGRAFT SPLY PER SQ CM,118.4
DERMOPLAST AEROSOL 2.75OZ,20.84
DERMOTIC OIL 20ML EAR DPS,603.06
DESCOVY 200/25MG TAB,269.56
DESENEX POWDER,15.23
DESFERAL 2000 MG INJ,145.27
DESIGN MLC DEVICE FOR IMRT,976
DESIPRAMINE (NORPRAMIN),193.9
DESITIN OINT. 57GM,15.14
DESTR BENIGN LESONS 1-14,243
DESTR MLESIONS T/A/L <0.5CM,243
DESVENLAFAXINE ER 25 MG TAB,4.51
DESVENLAFAXINE ER 50 MG TAB,61.46
DESYREL  50MG TAB,3.5
DESYREL 100MG TAB,3.5
DESYREL 150 MG TAB,3.5
DETROL 2 MG TABLET,7.04
DETROL LA 2MG CAPSULE,46.51
DETROL LA 4 MG,46.51
DEVICE BIOPSY VACUUM US 12GA,701
DEVICE CAPSULE DELIVERY,571.82
DEVICE CLOSURE EXOSEAL 6F,515
DEVICE CLOSURE EXOSEAL 7FR,515
DEVICE CLOSURE MYNX 5F,752.46
DEVICE CLOSURE MYNX 6-7F,752.46
DEVICE GRASPING TALON 160CM,471.6
DEVICE PL CL/WR/ND SOFT TISSUE,1486
DEVICE PL EA AD CL/WR/ND  MAMM,845
DEVICE PL EA AD CL/WR/ND  STER,845
DEVICE PL EA AD CL/WR/ND  US,845
DEVICE PLACE CL/WR/ND  MAMM,1688
DEVICE PLACE CL/WR/ND  STERO,1688
DEVICE PLACE CL/WR/ND  US,1688
DEVICE PROTECT ANGIOGD 7MM STF,3068.75
DEVICE PROTECT ANGIOGUARD 6MM,3068.75
DEVICE PROTECT ANGIOGUARD 7MM,3068.75
DEVICE PROTECT ANGIOGUARD 8MM,3068.75
DEVICE PROTECT ANGIOGUARD 8MMS,3068.75
DEVICE PROTECTION SPIDER 3MM,2892.5
DEVICE PROTECTION SPIDER 4MM,2892.5
DEVICE PROTECTION SPIDER 5MM,2892.5
DEVICE PROTECTION SPIDER 6MM,2892.5
DEVICE PROTECTION SPIDER 7MM,3480
DEVICE TARGETING,1345
DEVICE ULTRABUTTON ADJ FIXATIN,2904.25
DEVLPMTL TEST LTD,387
DEXA APPENDICULAR SKELTON,121
DEXA AXIAL SKELETON,253
DEXA FRACTURE ASSESSMENT VIA,187
DEXAMETH 1MG/1ML 30 ML SOLUTIO,3.64
DEXAMETHASONE,84
DEXAMETHASONE 0.5 MG TAB,3.5
DEXAMETHASONE 10 MG/ML INJ,26.32
DEXAMETHASONE 1MG MDV CHARGE,3.5
DEXAMETHASONE 1MG TAB,3.5
DEXAMETHASONE 2MG TAB,3.5
DEXAMETHASONE 4MG TAB,4.6
DEXAMETHASONE 4MG/1ML,3.59
DEXAMETHASONE OP DRP 0.1%,247.94
DEXEDRINE 5MG TAB,107.83
DEXTROSE 10% 1000ML,55.3
DEXTROSE 10% 500ML,52.05
DEXTROSE 10%/NACL 0.2% 250 ML,52.71
DEXTROSE 10%/NACL 0.45% 1000ML,62.83
DEXTROSE 25% 10ML SYRINGE,38.46
DEXTROSE 5% 100ML ADDV,49.84
DEXTROSE 5% 100ML PB,50.68
DEXTROSE 5% 250ML,52.36
DEXTROSE 5% 250ML ADD-VAN,51.42
DEXTROSE 5% 250ML EXCEL,54.95
DEXTROSE 5% 500ML,52.43
DEXTROSE 5% 50ML ADD-VANTAGE,54.46
DEXTROSE 5% 50ML PB,51.03
DEXTROSE 5% LR 500ML,52.61
DEXTROSE 5% MINIBAG + 100ML,46.2
DEXTROSE 5% MINIBAG + 50ML,46.2
DEXTROSE 5%/LAC RINGER 1000ML,53.1
DEXTROSE 5%/NACL 0.2% 1000ML,53.13
DEXTROSE 5%/NACL 0.45% 1000ML,53.59
DEXTROSE 5%/NACL 0.45% 500ML,52.96
DEXTROSE 5%/NACL 0.9% 1000ML,53.27
DEXTROSE 5%/NACL 0.9% 500ML,52.54
DEXTROSE 50%  50ML VIAL,12.42
DEXTROSE 50% 500CC,84.39
DEXTROSE 70% PLAIN 500CC,85.68
DEXTROSE INJ 20% 500CC,82.16
DHE 45 INJ,453.16
DHEA,130.7
DHEA SULFATE,268.7
DIABETA 1.25MG TAB,3.5
DIABETA 2.5MG TAB,3.5
DIALYSIS HEMO OUTPATIENT,687
DIALYSIS HEMO W/DR EVAL,687
DIALYSIS PERITONEAL,438
DIAMOX 250 TAB,16.06
DIAMOX 500MG INJ,190.9
DIAMOX 500MG SEQUEL,18.04
DIASTAT 10MG ACUDIAL RECTALGEL,581.57
DIAZEPAM 10MG/2ML VIAL,113.21
DIAZEPAM 5MG/1ML MDV,16.79
DICLOFENAC 75MG EC TAB,3.5
DICYCLOMINE 20 MG CAPSULE,3.5
DIDRONEL 200MG TAB,15.92
DIFF BLOOD (MANUAL),39.4
DIFICID 200MG TABLET,666.86
DIFLUCAN INJ 400 MG,25.3
DIFLUCAN ORAL SUSP 1ML CHG,7.73
DIGIFAB 40MG VIAL,9415.92
DIGNICARE COLLECTION BAG,13
DIGNICARE FECAL MGMT SYST,456.5
DIGOXIN LEVEL,80
DIHYDROTESTOSTERONE,186.7
DIL RUSS VIPER TIME,39.3
DILANTIN 100MG/2ML VIAL,5.8
DILANTIN 250MG AMP,8.33
DILANTIN 30MG CAPSULE,5.16
DILANTIN CAP 100MG,3.5
DILANTIN TOTAL,182.5
DILATATION STYLET COAXIAL 8FR,183.02
DILATOR,29.52
DILATOR AMPLATZ SHEATH SET,735.47
DILATOR BALLN PYLR/COLN MI,864.36
DILATOR BALLOON 12-13.5-15MM,854.17
DILATOR BALLOON PASSPORT PEDS,974.5
DILATOR ENDOVASCULAR 14F 45CM,468.5
DILATOR ENDOVSCULR 16/18F 45CM,608
DILATOR ENDOVSCULR 20/22F 45CM,608
DILATOR ENDOVSCULR 24/26F 45CM,592.5
DILATOR RENAL AMPLATZ,893.48
DILATOR RENAL AMPLATZ 8-30 X35,102.6
DILATOR URETERAL HYDROPLS,191.88
DILATOR VESSEL 10F,29.12
DILATOR VESSEL 11FR,29.12
DILATOR VESSEL 13FR,22.54
DILATOR VESSEL 4F 20CM,18.72
DILATOR VESSEL 5F,23.4
DILATOR VESSEL 6F,23.4
DILATOR VESSEL 7F,23.4
DILATOR VESSEL 8F,23.4
DILATOR VESSEL 9F,23.4
DILATOR VESSEL 9F COOK,29.12
DILTIAZEM 100MG INJ ADD-V,55.62
DILTIAZEM CD 300MG CAP,8.15
DIOVAN 320MG TABLET,3.5
DIOVAN 40MG TABLET,3.5
DIPENTUM 250 MG CAPS,62.33
DIPHTHERIA ANTIBODY,84.9
DIPRIVAN 100CC 10MG/ML IV,138
DIPRIVAN 20ML 10MG/ML VIA,27.6
DIPRIVAN 500MG/50ML VIAL,69
DIPROLENE CR. 0.05% 15 GM,17.76
DIPYRIDAMOLE 50MG TAB,3.5
DISALCID 500MG TABS,6.67
DISK CERVICAL PROSTHESIS,11575.75
DISKOGRAM LUMBAR,1372
DITROPAN XL 5MG TAB,11.32
DIURIL 500 MG VIAL,552
DOBUTAMINE 250MG/20ML VIAL,25.53
DOBUTAMINE 500MG/250ML D5,160.5
DOCETAXEL 1MG CHARGE,14.26
DOCETAXEL 20MG VIAL,15.83
DOFETILIDE 125 MCG CAP,19.19
DOFETILIDE 250 MCG CAP,14.4
DOFETILIDE 500 MCG CAP,19.19
DOLOPHINE TAB  5MG,3.5
DOLOPHINE TAB 10MG,3.5
DONEPEZIL 10MG,3.5
DONEPEZIL 5 MG TABLET,3.5
DONNATAL  TAB,28.57
DONNATAL ELIX.  0.5 ML CHG,6.81
DOPAMINE 400MG/250ML D5W,56.03
DOPAMINE 800MG/500ML D5W,82.25
DOPRAM INJ. 20ML. VIAL,222.74
DORIBAX 500 MG VIAL,165.88
DOSIMETRY,233
DOSTINEX 0.5MG TAB,74.75
DOVONEX CREAM 0.005% CRM 60GM,2254.71
DOXEPIN,186.7
DOXEPIN 10MG/ML SOL 1ML CHG,3.5
DOXORUBICIN LIPOSOM 20MG/10ML,2507.29
DOXORUBICIN LIPOSOM 50MG/25ML,6268.35
DOXYCYCLINE 100MG CAPSULE,3.87
DOXYCYCLINE IV 100MG VIAL,121.12
DPP GRP COUNSEL 60 MIN,64
DPP GRP COUNSEL 60 MIN 2-4 PER,64
DPP GRP COUNSEL 60 MIN 5-8 PER,64
DR HBO TX PER TREATMENT,300
DRAIN 1/4 IN W/2 TROCARS,103.79
DRAIN 1/8 IN W/2 TROCARS,88.2
DRAIN 10FR ROUND CHANNEL,51.66
DRAIN ABSCESS PALATE,645
DRAIN ABSCESS/CYST,206
DRAIN BLAKE 19FR,56.7
DRAIN EAR ABSCESS EXTERNAL,818
DRAIN EAR CNL LESION,818
DRAIN EYELID ABSCESS,538
DRAIN FINGER ABSC COMPLICATED,1942
DRAIN JACKSON-PRATT FLT 10MM,28.69
DRAIN JACKSON-PRATT FLT 7MM,14.36
DRAIN JACKSON-PRATT RND 10FR,29.66
DRAIN JACKSON-PRATT RND 15FR,22.39
DRAIN JACKSON-PRATT RND 19FR,19.98
DRAIN JACKSON-PRATT RND 7-19FR,19.98
DRAIN JACKSON-PRATT RND 7FR,22.25
DRAIN MALECOT 14-24 FR,92.99
DRAIN MALECOT 40FR,92.99
DRAIN MOUTH LESION ABS CYST,818
DRAIN PLEURX 1000ML,212.4
DRAIN SCROTAL ABSCESS,1942
DRAINAGE OF ABSCESS PERCU,1864
DRAPE NPWT,18
DRESSING ADAPTIC 3X3,2.67
DRESSING ADAPTIC 3X8,2.92
DRESSING ALLEVYN ADH 3X3,10.12
DRESSING ALLEVYN ADH 5X5,15.55
DRESSING ALLEVYN NON-ADH 4X4,11.81
DRESSING BUTTERFLY PRESSURE,8.03
DRESSING COHESIVE 2IN X 5YD NS,3.31
DRESSING DUODERM 4X4,10.33
DRESSING DUODERM 4X4 XTHN,7.24
DRESSING DUODERM 6X6,26.78
DRESSING GLASSCOCK PED/ADULT,54
DRESSING GRANUFOAM LARGE,187.52
DRESSING MEROCEL 1X3,41.47
DRESSING NASASTENT,457.65
DRESSING OWENS 3X3,3.64
DRESSING OWENS 3X8,6.77
DRESSING SHEET THERAHONEY 2X2,13.57
DRESSING SHEET THERAHONEY 4X5,21.2
DRESSING SINUFOAM,291.6
DRESSING SORBACT 2.75  X 3.5,14.69
DRESSING SURGIPAD ABD 7.5 X 8,2.61
DRESSING TAMPON NASAL DOYLE,21.53
DRESSING TUBE THERAHONEY 1.5OZ,39.64
DRESSING WOUND VAC ABD XLG,1131.8
DRILL 1.2 TWIST,280.8
DRILL 1.6X115MM STRYKER,896.63
DRILL 2.0X102MM,531.12
DRILL 2.5 SHOULDER,661
DRILL 2.6X122MM,672.48
DRILL 6MM CANNULATED SHOULDER,1501
DRILL 6MM FOR REVERSE SHOULDER,545.5
DRILL 6MM FOR REVERSE SHOULDER,860
DRILL BIT 1.5LG SHANK JUGGERKN,317.77
DRILL BIT CANNULATED UCSS,1703.8
DRILL BIT STEPPED 6MM/9MM CANN,1991.1
DRILL BIT TAPERED 10MM CANNULA,1777.07
DRILL CANNULATED SI-BONE,1774
DRILL DISTAL GRADUATED 4.3MML,807.64
DRILL KIT SPEED HAND/WRIST,1449.73
DRILL TWIST 1.6X58MM,478.08
DRILL TWIST 2X62MM STRYKER MAX,545.38
DRILL TWIST 4.0MM,592.5
DRNA SYS HERMETIC INS8301,558.62
DRSG ANTIMIC BIOPATCH 1IN,23.76
DRSG AQUACELL AG SILVER 4X4,37.98
DRSG CHG TRANSPARENT 4X4,21.85
DRSG COBAN 2INX5YD TAN,4.57
DRSG COBAN 3INX5YD NON-STRLE,5.72
DRSG COBAN 4INX5YD NONSTRLE,4.46
DRSG COBAN 4INX5YD STRLE,6.34
DRSG COBAN 6INX5YD STRLE,10.66
DRSG COLAGN PURACOL AG 4.5SQIN,26.82
DRSG COLLAGEN ENDOFORM 2X2,39.49
DRSG COLLAGEN ENDOFORM 4X5,137.41
DRSG COLLAGEN PURACOL 2X2.25,20.38
DRSG DRAWTEX  W/LEVAFIBER 4X4,27.9
DRSG DRAWTEX W/LEVAFIBER  6X8,52.27
DRSG FOAM HYDROFERRA READY 2X2,31.32
DRSG FOAM HYDROFERRA READY 4X5,37.98
DRSG FOAM LARGE NPWT,154.8
DRSG FOAM MEPILEX BORDER 3X3,9.18
DRSG FOAM MEPILEX BORDER 4X4,12.49
DRSG FOAM MEPILEX BORDER 6X6,21.17
DRSG FOAM SMALL NPWT,122.4
DRSG HYDROFERRA BLUE 2X2,26.68
DRSG HYDROFERRA BLUE 4X4,28.69
DRSG HYDROGEL RESTORE 3OZ,21.49
DRSG HYDROGEL SLVASRB W/SLVR,51.95
DRSG IMULSION LF 3X3,2.71
DRSG INTERDRY AG 10 X 144IN RL,173.41
DRSG IODOFLEX 10GM,22.21
DRSG IODOFLEX 5GM,6.7
DRSG KERLIX 4IN,4.14
DRSG MATRIX BILAY WOUND 2X2,4302.5
DRSG MATRIX BILAY WOUND 4X5,9049.5
DRSG MATRIX MESHED BILAY 2X2,7710
DRSG MAXORB EX AG ALGIN 4X475,20.16
DRSG MULTITRAMA 12X30IN STRL,4.36
DRSG POLYMEM 4X4,11.05
DRSG POLYMEM W/SILVER 3X3,26.17
DRSG POLYMEM W/SILVER 4X4,22.79
DRSG PORT TEG CHG,27.32
DRSG QICKCLOT 2X2,43.02
DRSG QWICK NA 2X2,14.83
DRSG QWICK NA 4.25X4,20.92
DRSG QWICK NA 6.125X8,39.2
DRSG RESTORE CAL ALG 4X4,8.21
DRSG RESTORE CAL ALG 4X8,17.32
DRSG SILVASORB  0.25OZ,21.02
DRSG SILVASORB ANTIMICROBL 2X2,16.45
DRSG UNNA BOOT DOME PASTE 3IN,18.04
DRSG VAC GRANUFOAM ROUND,140.9
DRSG VAC GRANUFOAM SMALL,111.74
DRSG VAC VERSAFOAM SMALL,33.66
DRSG VERSATEL 3X4,71.93
DRSG WOUND VAC SUPPLY,22.64
DRSG XEROFORM PETROLEUM 1X8IN,2.87
DRSG XEROFORM PETROLEUM 5X9IN,3.23
DRUG ANALYSIS BLOOD,207.8
DRUG SCREEN URINE,292.9
DRUG SCREENING OXYCODONE,186.7
DRY NEEDLING BWC 15 MN,46
DSMT 1/2 HR GROUP,32
DSMT 1/2 HR INDIVIDUAL,60
DSMT NM 1/2 HR GROUP 2-4PT,29
DSMT NM 1/2 HR GROUP 5-8PT,23
DSMT NM 1/2 HR INDIVIDUAL,60
DTIC 200MG INJ,55.2
DULCOLAX  TAB 5MG,3.5
DUO-TRACH (LTA) KIT,115
DUOVISC VISCOELASTIC INTRAOCUL,245.7
DUPLEX SCAN AV FISTULA,511
DUPLEX SCAN LO EXT ART BIL,604
DUPLEX SCAN LO EXT ART UNI,452
DUPLEX SCAN RENAL ARTERY COMP,695
DUPLEX SCAN RENAL ARTERY LTMD,335
DURAGEN MEMBRANE 1X1IN,739.94
DURAGEN MEMBRANE 1X3IN,1142.12
DURAGEN MEMBRANE 2X2IN,1354.59
DURAGEN MEMBRANE 3X3IN,2318.02
DURAGEN MEMBRANE 4X5 4501,3297.52
DURAGESIC 100MCG/HR,89.24
DURAGESIC 25MCG/HR PATCH,21.03
DURAGESIC 50MCG/HR PATCH,45.08
DURAGESIC 75MCG PATCH,56.91
DURAMORPH PF 10MG/10ML,31.1
DURAMORPH PF 10MG/10ML PER 1ML,3.5
DURASEAL DURAL SEALANT,2515
DUREPAIR MATRIX,890
DUREPAIR MATRIX 4X5,3474.17
DURICEF 250 MG/5ML 5ML CHG,11.18
DURVALUMAB 120MG VIAL,2604.68
DURVALUMAB 500MG VIAL,9204.98
DYAZIDE 50/25MG CAP,7.64
DYNAPEN 250MG CAPS,3.5
DYNAPEN 500MG CAPS,5.75
DYRENIUM CAP  50MG,50.83
E TEST SUSCEPTIBILITY,46.4
E.HISTOLYTICA ANTIGEN,40.6
EARLY ANTIGEN (EBV),107.7
EBV PCR,460
ECHO 2D M-MODE & CLR FLOW,1241
ECHO 2D M-MODE COMPLETE,718
ECHO 2D M-MODE W/CONT COMP,823
ECHO DOPPLER COMPLETE,524
ECHO EXTREMITY NON-VASC,415
ECHO LIMITED STUDY,392
ECHO LTD STDY F/U SAME DA,392
ECHO NEONATAL HEAD,415
ECHO TRANSESOPHAGEAL,1444
ECHO W/CONTRAST LIMITED,874
ECHO W/CONTRAST TEE,1479
ECOTRIN 5 GR TABS,3.5
ECULIZUMAB 300MG/30ML VIAL,16878.27
EDECRIN 25MG TAB,29.63
EDUCATION 1 HR,106
EDUCATION 1/2 HR,54
EEG AWAKE & ASLEEP,579
EEG AWAKE & DROWSY,579
EEG CEREBRAL DEATH EVAL,579
EEG COMA OR SLEEP,579
EEG DURING NONCRANIAL SURG,171
EFFEXOR 25 MG TABLET,3.5
EFFEXOR 37.5 MG TABLET,3.5
EFFEXOR 75MG TABLET,5.62
EFFEXOR XR 37.5MG CAP,3.5
EFFEXOR XR 75MG CAPSULE,3.5
EFFIENT 10MG TABLET,70.38
EFFIENT 5MG TABLET,70.38
EGD W/PEG TUBE INSERTION,2190
EKG - PRO FEE,43
EKG (RHYTHM STRIP PROFEE),43
EKG 12 LEAD,132
EKG 12LEAD SCREENING PF,43
EKG RHYTHM STRIP,132
EKG RHYTHM STRIP - STAT,132
EKG RHYTHM STRIP (E/R),132
EKG SIGNAL AVERAGED,172
ELAVIL TAB  10MG,3.5
ELAVIL TAB  25MG,3.5
ELAVIL TAB  50MG,3.5
ELBOW BIL 2 VIEWS EA SIDE,302
ELBOW BIL MIN 3 VIEWS EA SIDE,332
ELBOW LT 2 VIEWS,226
ELBOW LT MIN 3 VIEWS,256
ELBOW RT 2 VIEWS,226
ELBOW RT MIN 3 VIEWS,256
ELECTRO SHOCK TX,591
ELECTRODE 10.0-7.5 LARYNGEAL,391.78
ELECTRODE 3MM 24FR ROLLERBALL,436.48
ELECTRODE 5.5-2.0 LARYNGEAL,375.5
ELECTRODE 5MM 24FR ROLLERBALL,467.88
ELECTRODE 7.0-6.0 LARYNGEAL,391.78
