"Description                             ","Price     "
"NAIL 10MM TI CANNULATED RETROGRADE FEMOR","   6669.95"
"S2 HEMI SHOULDER PRO# S2-BIOMET         ","  12600.00"
"BLADE 11.0MM TI HELICAL BLADE 100MM     ","   2487.00"
"BLADE 11.0MM TI HELICAL BLADE 105MM     ","   2487.00"
"BLADE 11.0MM TI HELICAL BLADE 110MM     ","   2487.00"
"BLADE 11.0MM TI HELICAL BLADE  115MM    ","   2487.00"
"BLADE 11.0MM TI HELICAL BLADE 120MM     ","   2487.00"
"BLADE 11.0MM TI HELICAL BLADE 125MM-STER","   2676.70"
"BLADE 11.0MM TI HELICAL BLADE 130MM-STER","   2683.59"
"BLADE 11.0MM TI HELICAL BLADE 75MM-STERI","   2676.70"
"BLADE 11.0MM TI HELICAL BLADE 80MM      ","   2487.00"
"BLADE 11.0MM TI HELICAL BLADE 85MM      ","   2487.00"
"BLADE 11.0MM TI HELICAL BLADE 90MM      ","   2317.70"
"BLADE 11.0MM TI HELICAL BLADE 95MM      ","   2487.00"
"R1 SHOULDER REVERSE CEMENTED PRO# R1-BIO","  26600.00"
"NAIL 11MM TI CANN RETRO ANTEGRADE FEMORA","   6669.95"
"NAIL 11MM TI CANN RETRO ANTEGRADE FEMORA","   6669.95"
"NAIL 11MM TI CANN RETRO ANTEGRADE FEMORA","   6669.95"
"NAIL 11MM TI CANN RETRO ANTEGRADE FEMORA","   6915.93"
"NAIL 11MM TI CANN RETRO ANTEGRADE FEMORA","   6669.95"
"NAIL 11MM TI CANN RETRO ANTEGRADE FEMORA","   6915.93"
"NAIL 11MM TI CANN RETRO ANTEGRADE FEMORA","   6915.93"
"NAIL 11MM TI CANN TIBIAL NAIL-EX W PROX ","   6057.03"
"NAIL 11MM TI CANN TIBIAL NAIL-EX W PROX ","   6057.03"
"NAIL 11MM TI CANN TIBIAL NAIL-EX W PROX ","   6057.03"
"NAIL 11MM TI CANN TIBIAL NAIL-EX W PROX ","   5460.00"
"NAIL 11MM TI CANN TIBIAL NAIL-EX W PROX ","   5643.75"
"NAIL 11MM TI CANN TIBIAL NAIL-EX W PROX ","   6057.03"
"NAIL 11MM TI CANN TIBIAL NAIL-EX W PROX ","   6057.03"
"NAIL 11MM TI CANN TIBIAL NAIL-EX W PROX ","   6057.03"
"NAIL 11MM TI CANNULATED RETROGRADE FEMOR","   6915.93"
"NAIL 11MM TI CANNULATED RETROGRADE FEMOR","   6915.93"
"BALLOON (C) AAA RELIANT REL46           ","   1050.00"
"NAIL 11MM TI CANNULATED RETROGRADE FEMOR","   6915.93"
"NAIL 11MM TI CANNULATED RETROGRADE FEMOR","   6915.93"
"ENDURANT AAA 2 PIECE CAP MEDTRONIC      ","  45500.00"
"ENDURANT AAA 3 PIECE CAP MEDTRONIC      ","  56000.00"
"ENDURANT AAA 4 PIECE AND GREATER THAN 4 ","  63000.00"
"NAIL 11MM TI CANNULATED RETROGRADE FEMOR","   6915.93"
"NAIL 11MM TI CANNULATED RETROGRADE FEMOR","   6915.93"
"TALENT THORACIC VALIANT 2 PIECE AND GREA","  85400.00"
"TALENT THORACIC VALIANT 1 PIECE CAP MEDT","  52500.00"
"NAIL 11MM TI CANNULATED RETROGRADE FEMOR","   6915.93"
"NAIL 11MM 125 DEG TI CANN TROCH FIXATION","   5625.90"
"NAIL 11MM 130 DEG TI CANN TROCH FIXATION","   7405.72"
"NAIL 11MM 130 DEG TI CANN TROCH FIXATION","   7405.72"
"NAIL 11MM 130 DEG TI CANN TROCH FIXATION","   7405.72"
"NAIL 11MM 130 DEG TI CANN TROCH FIXATION","   7405.72"
"NAIL 11MM 135 DEG TI CANN TROCH FIXATION","   5426.93"
"NAIL NAIL 12MM TI CANN RETRO ANTEGRADE F","   6669.95"
"NAIL 12MM TI CANN RETRO ANTEGRADE FEMORA","   6232.59"
"NAIL 12MM TI CANN RETRO ANTEGRADE FEMORA","   6915.93"
"NAIL 12MM TI CANN RETRO ANTEGRADE FEMORA","   6915.93"
"NAIL 12MM TI CANN RETRO ANTEGRADE FEMORA","   6669.95"
"CAUTERY 25GA BIPOLAR 53.00.25           ","    230.74"
"SYSTEM PREVENA WOUND VAC                ","   1415.70"
"INTERBODY DEVICE, VERTEBRAL BODY REPLACE","   8050.00"
"PASSER SHUTTLE SUTURE ACCU-PASS 70 DEG C","    371.57"
"POSITIONER KIT SHOULDER SCHLEIN 3 IN #53","    158.42"
"BUR BONE CUTTING MICRO FLUTED MEDIUM 3.2","    193.60"
"BUR MICROTOME 12 FLUTE 4.7 X 55 MM ROUND","    193.60"
"BURR ROUND CUTTING MICRO 2.4 X 54MM S/S ","    205.22"
"STENT AERO OTW TRACHEOBRONCHIAL FULLY CO","   4186.00"
"STENT AERO OTW TRACHEOBRONCHIAL FULLY CO","   4186.00"
"STENT AERO OTW TRACHEOBRONCHIAL FULLY CO","   4186.00"
"STENT AERO OTW TRACHEOBRONCHIAL FULLY CO","   4186.00"
"STENT AERO OTW TRACHEOBRONCHIAL FULLY CO","   4186.00"
"NAIL 12MM TI CANN RETRO ANTEGRADE FEMORA","   6915.93"
"NAIL 12MM TI CANN RETRO ANTEGRADE FEMORA","   6915.93"
"NAIL 12MM TI CANNULATED RETROGRADE FEMOR","   6915.93"
"TUBING INSUFFLATION HIGH FLOW W/ FILTER ","     99.53"
"NAIL 12MM TI CANNULATED RETROGRADE FEMOR","   6232.59"
"NAIL 12MM TI CANNULATED RETROGRADE FEMOR","   6915.93"
"NAIL 12MM TI CANNULATED RETROGRADE FEMOR","   6915.93"
"NAIL 12MM TI CANNULATED RETROGRADE FEMOR","   6915.93"
"NAIL 12MM TI CANNULATED RETROGRADE FEMOR","   6669.95"
"QUICK LOADS STERILE  WITH CORKNOT 12./BX","    147.00"
"CATHETER FOLEY 20FR 5CC  0168L20        ","     29.47"
"DRILL WIRE PASS 1608002059              ","    213.33"
"DRILL BIT TWIST  ZIMMER 00231801106     ","    112.70"
"DRILL BIT TWIST  ZIMMER 00231801506     ","    112.70"
"DRILL BIT TWIST  ZIMMER 00231803506     ","    112.70"
"DEVICES CK STERILE BX 6 KITS OF 2 DEVICE","   1400.00"
"SUTURE CV-2  36 TH-26 DA  2N02A 12/BX   ","     95.30"
"SUTURE CV-4 48 TH-18  4U02A 12/BX       ","    100.79"
"SUTURE CV-5 36 TH-22  3202A 12/BX       ","    108.22"
"SUTURE CV-6 36 TH-18 6N16A 12/BX        ","    105.49"
"NAIL 12MM TI CANNULATED RETROGRADE FEMOR","   6915.93"
"NAIL 12MM TI END CAP T40 STARDRIVE 10MM ","    869.23"
"NAIL 12MM TI END CAP T40 STARDRIVE 15MM ","    869.23"
"DERMACARRIER 1.5 TO 1  00219501200      ","    100.49"
"GRAFT (C/R) VASC PROPATEN 6-50 HT064050A","   3228.68"
"GRAFT (C/R) VASC PROPATEN 8-50 HT084050A","   3228.68"
"NAIL 12MM TI END CAP T40 STARDRIVE 20MM ","    869.23"
"NAIL 12MM TI END CAP T40 STARDRIVE 5MM E","    869.23"
"PLATE 130 DEG DHS  PLATE-STANDARD BARREL","   2009.28"
"PLATE 130 DEG DHS  PLATE-STANDARD BARREL","   2009.28"
"PLATE 130 DEG DHS  PLATE-STANDARD BARREL","   2009.28"
"PLATE 135 DEG DHS PLATE-STANDARD BARREL ","   2009.28"
"PLATE 135 DEG DHS PLATE-STANDARD BARREL ","   2009.28"
"PLATE 135 DEG DHS  PLATE-SHORT BARREL 4 ","   2009.28"
"PLATE 135 DEG DHS  PLATE-STANDARD BARREL","   2009.28"
"PLATE 135 DEG DHS  PLATE-STANDARD BARREL","   2009.28"
"PLATE 135 DEG DHS  PLATE-STANDARD BARREL","   2009.28"
"NAIL 13MM TI CANN RETRO ANTEGRADE FEMORA","   6915.93"
"SYRINGE HANDYVAK 60CC (OLD 50CC) MX500  ","     26.99"
"NAIL 13MM TI CANN RETRO ANTEGRADE FEMORA","   6232.59"
"NAIL 13MM TI CANN RETRO ANTEGRADE FEMORA","   6669.95"
"RING (C/R) LIVA NOVA MEMO 4D MITRAL ANNU","   3640.00"
"RING (C/R) LIVA NOVA MEMO 4D MITRAL ANNU","   3640.00"
"NAIL 13MM TI CANN RETRO ANTEGRADE FEMORA","   6232.59"
"NAIL 13MM TI CANN RETRO ANTEGRADE FEMORA","   6915.93"
"RING (C/R) LIVA NOVA MEMO 4D MITRAL ANNU","   3640.00"
"RING (C/R) LIVA NOVA MEMO 4D MITRAL ANNU","   3640.00"
"NAIL 13MM TI CANN RETRO ANTEGRADE FEMORA","   6669.95"
"NAIL 13MM TI CANN RETRO ANTEGRADE FEMORA","   6915.93"
"RING (C/R) LIVA NOVA MEMO 4D MITRAL ANNU","   3640.00"
"RING (C/R) LIVA NOVA MEMO 4D MITRAL ANNU","   3640.00"
"NAIL 13MM TI CANNULATED RETROGRADE FEMOR","   6915.93"
"NAIL 13MM TI CANNULATED RETROGRADE FEMOR","   6915.93"
"RING (C/R) LIVA NOVA MEMO 4D MITRAL ANNU","   3640.00"
"RING (C/R) LIVA NOVA MEMO 4D MITRAL ANNU","   3640.00"
"RING (C/R) LIVA NOVA MEMO 4D MITRAL ANNU","   3640.00"
"LAPAROSCOPIC SMOKE EVAC (COVIDIEN) SEL70","    622.05"
"JACKET LAB DISP HIP LGTH CEIL BLU S 10EA","      0.62"
"ENDO SCISSOR CVD #5DCS   6/BX           ","    337.63"
"STAPLER INTRALUMINAL 29MM CDH29A        ","   1294.98"
"STAPLER INTRALUMINAL 33MM CDH33A        ","   1294.98"
"SUTURE ETHICON  J344H VICRYL VICRYL     ","      9.41"
"SUTURE ETHICON  G122H GUT CHR SH        ","     17.42"
"SUTURE ETHICON  J329H VICRYL OCT-3      ","      9.05"
"SUTURE ETHICON  J416H VICRYL 3-0 SH     ","      8.74"
"SUTURE ETHICON  1698G 6-0 P3            ","     16.40"
"SUTURE ETHICON  J911T VICRYL 2-0        ","     34.60"
"SUTURE ETHICON  684G SILK 3-0 FS-1 (REPL","      9.62"
"K3 KNEE PRIMARY TKA WITH TIBIAL STEM    ","  15050.00"
"SUTURE ETHICON  J417HA VICRYL 2-0 SH    ","      8.69"
"SUTURE  ETHICON  Y496G MONOCRYL 4-0     ","     23.98"
"STAPLER HEMORRHOIDAL CIRCULAR ST 33M PPH","   1136.94"
"STAPLER CONTOUR CVD CUTTER BLUE CS40B   ","   1286.57"
"STAPLE RELOAD ECHELON BLUE ECR60B-12/BX ","    772.97"
"STAPLER ENDO ECHELON ARTICULATING CUTTER","   1381.41"
"SUTURE ETHICON  J334H VICRYL  0  27 CT-2","      8.89"
"CUTTER ARTICULATING LINEAR 340MM ECHELON","   1240.45"
"RELOAD GST WHITE RELOAD, 45MM, 6 ROW GST","    708.31"
"SUTURE CHROMIC 1635 PS-3/P-11/PRE-3/SBE-","     31.88"
"APPLIER, CLIP DISP. ENDO J AND J #ER320 ","     17.14"
"BINDER ABDOMINAL 8  UNIVERSAL  13760300 ","     33.50"
"BAG BILE 12/CS 19 OZ REG. DAVOL#1585    ","     26.57"
"NAIL 13MM TI CANNULATED RETROGRADE FEMOR","   6915.93"
"NAIL 13MM TI CANNULATED RETROGRADE FEMOR","   6915.93"
"BLADES KNIFE CARBON #10 (100/BX)  SCSB01","     95.70"
"BLADES KNIFE CARBON #11 (100/BX)  SCSB01","     95.70"
"NAIL 13MM TI CANNULATED RETROGRADE FEMOR","   6915.93"
"NAIL 13MM TI CANNULATED RETROGRADE FEMOR","   6915.93"
"BLADES KNIFE CARBON #15 371215 50/BX    ","     95.70"
"KIT PERCUTANEOUS INTRO. 9FR. #AK-29903-C","    120.65"
"NAIL 13MM TI CANNULATED RETROGRADE FEMOR","   6915.93"
"PLATE 140 DEG DHS  PLATE-STANDARD BARREL","   2009.28"
"PLATE 140 DEG DHS  PLATE-STANDARD BARREL","   2009.28"
"PLATE 140 DEG DHS  PLATE-STANDARD BARREL","   2009.28"
"PLATE 145 DEG DHS  PLATE-STANDARD BARREL","   2009.28"
"PLATE 145 DEG DHS  PLATE-STANDARD BARREL","   2009.28"
"PLATE 145 DEG DHS  PLATE-STANDARD BARREL","   2009.28"
"PLATE 150 DEG DHS  PLATE-STANDARD BARREL","   2009.28"
"PLATE 2.0MM CONDYLAR PLATE 7 HOLES 39MM-","    974.61"
"PLATE 2.0MM CONDYLAR PLATE 7 HOLES 39MM-","    974.61"
"SCREW 2.0MM CORTEX SCREW SELF-TAPPING 11","    124.88"
"SCREW 2.0MM CORTEX SCREW SELF-TAPPING 13","    124.88"
"SCREW 2.0MM CORTEX SCREW SELF-TAPPING 22","    124.88"
"TROCAR PASSPORT SMARTTIP 8.5 X 100 MM, R","   1026.17"
"SUTURE ETHIBOND/TICRON/SURGIDAC X763/VD8","     20.88"
"SCREW 2.0MM CORTEX SCREW SELF-TAPPING 24","    124.88"
"DEVICE ELECTROSURGICAL RUMI KOH-EFFICIEN","    342.65"
"DEVICE ELECTROSURGICAL RUMI KOH-EFFICIEN","    342.65"
"DEVICE ELECTROSURGICAL RUMI KOH-EFFICIEN","    342.65"
"DEVICE ELECTROSURGICAL RUMI KOH-EFFICIEN","    342.65"
"TIP RUMI YELLOW 5.1MM X 3.75CM UMY514 (5","    172.76"
"TIP RUMI ORANGE 6.7MM X12CM (5/BX)  UMO6","    172.76"
"SCREW 2.0MM CORTEX SCREW SELF-TAPPING 26","    124.88"
"DEVICE ELECTROSURGICAL RUMI ARCH KOH-EFF","    342.65"
"DEVICE ELECTROSURGICAL RUMI ARCH KOH-EFF","    342.65"
"DEVICE ELECTROSURGICAL RUMI ARCH KOH-EFF","    342.65"
"DEVICE ELECTROSURGICAL RUMI ARCH KOH-EFF","    342.65"
"TIP RUMI LAVENDER 5.1MM X 6CM (5/BX)  UM","    161.69"
"TIP RUMI WHITE 6.7MM X 6CM (5/BX)  UMW67","    172.76"
"TIP RUMI BLUE 6.7MM X 8CM ( 5/BX)  UMB67","    172.76"
"TIP RUMI GREEN 6.7MM X10CM (5/BX)  UMG67","    172.76"
"CATH URETHRAL 14FR STER DAVOL 9414 (100/","      1.76"
"CATH SUCTION 10FR W/ADAP 50/BX 31020    ","      1.34"
"DRAPE IOBAN INCISE 90X85CM 10/BX 3M#6651","     46.28"
"TUBING INSUFFLATOR  C-2003-ST   25/CS   ","     12.64"
"PLEUR-EVAC ADULT A-700008LF USE PMM#4326","     95.96"
"SET IRRIG W/PISTON SYRN KENDALL #68800  ","      4.08"
"DRESSING COMFEEL CLEAR 4X4 COLOPLAST #33","      5.43"
"DRESSING BIOCLUSIVE 2X3 # 2461 100/BX   ","      2.02"
"SCREW 2.0MM CORTEX SCREW SELF-TAPPING 28","    124.88"
"SCREW 2.0MM CORTEX SCREW SELF-TAPPING 30","    124.88"
"SCREW 2.0MM CORTEX SCREW SELF-TAPPING 32","    124.88"
"SCREW 2.0MM CORTEX SCREW SELF-TAPPING 7M","    124.88"
"SCREW 2.0MM CORTEX SCREW SELF-TAPPING 9M","    124.88"
"DRILL 2.0MM DRILL BIT WITH DEPTH MARK QC","    546.32"
"WIRE 2.0MM GUIDE WIRE 240MM             ","    136.29"
"PLATE 2.0MM LC-DCP  PLATE 4 HOLES PLATE ","    791.70"
"PLATE 2.0MM LC-DCP  PLATE 6 HOLES 39MM  ","    928.20"
"PLATE 2.0MM LC-DCP  PLATE 8 HOLES 51MM  ","   1064.70"
"PLATE 2.0MM NON-COLORED THREADED GUIDE W","    161.28"
"PLATE 2.0MM NON-THREADED GUIDE WIRE- SPA","    143.33"
"PLATE 2.0MM STRAIGHT PLATE 1PLATE 2 HOLE","    969.15"
"PLATE 2.0MM STRAIGHT PLATE 6 HOLES      ","    810.81"
"PLATE 2.0MM T-PLATE PLATE 2 HOLES HEAD  ","    889.98"
"PLATE 2.0MM T-PLATE 3 HOLES HEAD  8 HOLE","    969.15"
"WIRE  2.0MM WIRE SLEEVE                 ","    803.18"
"PLATE 2.0MM Y-PLATE 3 HOLES HEAD  8 HOLE","    969.15"
"PLATE 2.4MM CONDYLAR PLATE 8 HOLES 57MM-","   1034.67"
"PLATE 2.4MM CONDYLAR PLATE 8 HOLES 57MM-","   1034.67"
"SCREW 2.4MM CORTEX SCREW SELF-TAPPING 10","    180.18"
"SCREW 2.4MM CORTEX SCREW SELF-TAPPING 11","    185.64"
"SCREW 2.4MM CORTEX SCREW SELF-TAPPING 12","    180.18"
"SCREW 2.4MM CORTEX SCREW SELF-TAPPING 13","    185.64"
"SPONGE LAP NO RING 5/PK 40PK/CS 23250-40","      8.53"
"TRAY FOLEY CATH 18FR W/BAG 10/CS BARD 30","     63.77"
"TRAY SKIN SCRUB 20/CS  11-7002          ","     12.05"
"PAD DEFIB MEDI TRACE CADENCE 2/BG 10BG/C","     89.61"
"PAD DEFIB GEL 6 X 9 10/BX 3M#2346N      ","     19.73"
"CATHETER BIPOLAR PACING 5 FR. #D97120F5 ","    200.96"
"TIP E-Z CLEAN CAUTERY STERILE #0012 12/B","     23.70"
"PAD ABD STER SURGI 8X10  9194A  216/CS  ","      1.09"
"DRAPE LG REVERSE FOLD (20/CS) 9349      ","      7.81"
"CAUTERY HAND TROL 25/BX EMS #E2515H     ","     15.82"
"DRAPE SURGICAL LG TOWEL 10/BX 3M #1010  ","      5.38"
"DRESSING TEGADERM HP 10X12CM 50/BX 3M #9","      4.14"
"GAUZE ADAPTIC 3X8 #6113                 ","      3.62"
"GAUZE NU IDOFORM 1 INCH  7833           ","     16.23"
"PAD SANITARY OVERNIGHT W/WINGS 12-14S/CS","     16.40"
"SPNG GAUZE 12PLY 2X2 N-STER #2252       ","      7.76"
"STOCKINETTE IMPERVIOUS MED 9  40/CS  158","     16.29"
"STERISTRIP 1/2 X 4 3M #R1547            ","      4.86"
"STERISTRIP 1/4 X 3 3M #R1541            ","      3.15"
"MARKER SKIN WITH RULER 25/BX KENDALL#158","      5.58"
"SCALPEL 11 BLADE SAFETY DISP #73-0611   ","      7.03"
"TENT FACE AEROSOL ADULT W/O TUBING (OFM)","    120.88"
"TUBING AEROSOL 6FT DISP 001450 50/CS    ","      3.36"
"SOCK FOOT WARMER FALL RISK YELLOW ADULT ","      3.93"
"SCREW 2.4MM CORTEX SCREW SELF-TAPPING 14","    180.18"
"SCREW 2.4MM CORTEX SCREW SELF-TAPPING 16","    180.18"
"SCREW 2.4MM CORTEX SCREW SELF-TAPPING 18","    180.18"
"SCREW 2.4MM CORTEX SCREW SELF-TAPPING 20","    180.18"
"SCREW 2.4MM CORTEX SCREW SELF-TAPPING 22","    180.18"
"SCREW 2.4MM CORTEX SCREW SELF-TAPPING 24","    180.18"
"SCREW 2.4MM CORTEX SCREW SELF-TAPPING 26","    180.18"
"SCREW 2.4MM CORTEX SCREW SELF-TAPPING 28","    180.18"
"SCREW 2.4MM CORTEX SCREW SELF-TAPPING 30","    180.18"
"SCREW 2.4MM CORTEX SCREW SELF-TAPPING 32","    180.18"
"SCREW 2.4MM CORTEX SCREW SELF-TAPPING 6M","    185.64"
"SCREW 2.4MM CORTEX SCREW SELF-TAPPING 7M","    185.64"
"SCREW 2.4MM CORTEX SCREW SELF-TAPPING 8M","    180.18"
"SCREW 2.4MM CORTEX SCREW SELF-TAPPING 9M","    185.64"
"DRILL 2.4MM DRILL BIT QC 100MM          ","    648.90"
"PLATE 2.4MM LC-DCP  PLATE 4 HOLES 35MM  ","   1097.46"
"PLATE 2.4MM LC-DCP  PLATE 6 HOLES 51MM  ","   1239.42"
"PLATE 2.4MM LC-DCP  PLATE 8 HOLES 67MM  ","   1337.70"
"PLATE 2.4MM LCP  DISTAL RADIUS L-PLATE -","   1698.06"
"PLATE 2.4MM  LCP DISTAL RADIUS PLATE STR","   1755.39"
"PLATE 2.4MM STRAIGHT PLATE 1PLATE 2 HOLE","   1048.32"
"PLATE 2.4MM STRAIGHT PLATE 6 HOLES      ","    889.98"
"PLATE 2.4MM T-PLATE PLATE 2 HOLES HEAD  ","    974.61"
"PLATE 2.4MM T-PLATE 3 HOLES HEAD  8 HOLE","   1037.40"
"SCREW 2.4MM VA LOCKING SCREW STARDRIVE 2","    510.51"
"SCREW 2.4MM VA LOCKING SCREW STARDRIVE 2","    510.51"
"SCREW 2.4MM VA LOCKING SCREW STARDRIVE 1","    510.51"
"DRESSING SORBAVIEW SHIELD 3 1/2X5 5/16 1","     13.18"
"DRESSING SORBAVIEW SHIELD 2 1/2 X 4 100/","     12.15"
"CATHETER PIC SINGLE LUMEN GROSHONG  7655","    329.82"
"SET BAXTER ONE-LINK EXTENTION MICROBORE ","      7.19"
"SET BAXTER CLEARLINK IV EXTENSION  48/CS","     10.91"
"LINER SUCTION 1500ML  (50/CS)  65651-920","      6.15"
"SET BAXTER CLEARLINK CONTINU-FLO DUO-VEN","     16.03"
"SET BAXTER CLEARLINK  BURETROL 48/CS 2C8","     31.88"
"PACK BASIC SET UP #114                  ","     11.89"
"2.4MM VA-LCP TWO COLUMN VOLAR DISTAL RAD","  63361.34"
"2.4MM VA-LCP 2-CLMN VLR DSTL RADIUS PL 7","   3890.25"
"2.4MM VA-LCP 2-CLMN VLR DSTL RADIUS PL 7","   3890.25"
"2.4MM VA-LCP 2-CLMN VLR DSTL RADIUS PL 7","   4034.94"
"2.4MM VA-LCP 2-CLMN VLR DSTL RADIUS PL 7","   4034.94"
"SCREW 2.4MM-VA-LOCKING SCREW STARDRIVE 1","    510.51"
"PLATE 2.4MM Y-PLATE 3 HOLES HEAD  8 HOLE","   1029.21"
"DRILL 2.5MM DRILL TIP GUIDE WIRE 200MM  ","    244.34"
"SCREW 2.4MM VA LOCKING SCREW STARDRIVE 2","    510.51"
"SCREW 2.4MM VA LOCKING SCREW STARDRIVE 2","    510.51"
"SCREW 2.4MM VA LOCKING SCREW STARDRIVE 2","    510.51"
"SCREW 2.7MM LOCKING SCREW SLF-TPNG WITH ","    444.99"
"SCREW 2.4MM VA LOCKING SCREW STARDRIVE 8","    510.51"
"2.4MM VA-LCP 2-CLMN VLR DSTL RADIUS PL 6","   3606.33"
"SCREW 2.7MM LOCKING SCREW SLF-TPNG WITH ","    444.99"
"SCREW 2.7MM LOCKING SCREW SLF-TPNG WITH ","    424.41"
"2.4MM VA-LCP 2-CLMN VLR DSTL RADIUS PL 6","   3748.29"
"2.4MM VA-LCP 2-CLMN VLR DSTL RADIUS PL 6","   3890.25"
"SCREW 2.7MM LOCKING SCREW SLF-TPNG WITH ","    424.41"
"SCREW 2.7MM LOCKING SCREW SLF-TPNG WITH ","    424.41"
"2.4MM VA-LCP 2-CLMN VLR DSTL RADIUS PL 6","   4034.94"
"2.4MM VA-LCP 2-CLMN VLR DSTL RADIUS PL 7","   3606.33"
"SCREW 2.7MM LOCKING SCREW SLF-TPNG WITH ","    444.99"
"SCREW 2.7MM LOCKING SCREW SLF-TPNG WITH ","    444.99"
"2.4MM VA-LCP 2-CLMN VLR DSTL RADIUS PL 7","   3748.29"
"PACK MAJOR BASIN 3EA/CS #28025-100      ","     55.11"
"STAPLE RELOAD 60 ECHELON FLEX GOLD GST60","   1313.63"
"2.4MM VA-LCP 2-CLMN VLR DSTL RADIUS PL 6","   3606.33"
"DRAPE UNDERBUTTOCKS WITH FLUID DRAPE #84","     16.54"
"CUFF TOURNIQUET SINGLE BLADDER SINGLE PO","     73.33"
"CLEANER CAUTERY TIP STERILE  300-2SS-USE","      1.65"
"SUCTION FRAZIER TIP #K73                ","     10.24"
"SPONGE 4X4 UNSTRL 16-PLY KC 2733  -USE P","     28.78"
"HOLDER CATHETER 5445-4 50/BX            ","     10.08"
"2.4MM VA-LCP 2-CLMN VLR DSTL RADIUS PL 6","   3890.25"
"CATHETER FOLEY 8FR 3CC SILICONE-88876030","     24.53"
"TRAY SUTURE REMOVAL  60215              ","     14.84"
"GOWN LARGE SMARTSLEEVE IMPERVIOUS       ","     14.58"
"CATH FOLEY 28 FR 30CC BAG BARD #0166L28 ","     17.83"
"SET BAXTER ONE-LINK EXTENTION IV CATH  2","      8.79"
"SITE SCRUB 40 BX/ CS  1000/CS  3882025  ","     28.88"
"DEVICE ACCESS FOLEY COLLECTION LUER LOCK","      3.46"
"KIT CERA PLUS DRAINABLE POUCH W/WAFER 2-","     18.11"
"INTRODUCER KARLAN LAP CHOLANT # CS-01700","    302.76"
"TACKER LAPAROSCOPIC ABSORBABLE 6/BX ABST","   1407.23"
"POVIDONE IODINE, SOLN 5% 30ML OPTH(*BETA","     24.95"
"ADULT BEST BITE BLOCK                   ","      9.31"
"CANNULA CURVED DISP TC 410 20G 5.0MM #04","    153.29"
"MESH SYMBOTEX COMPOSITE 15 20CM SYM2520 ","   2846.43"
"SWAB SCOPE CLEANOR   25/BX              ","     34.83"
"MESH SYMBOTEX COMPOSITE 20 15CM SYM2015 ","   2430.45"
"MESH SYMBOTEX COMPOSITE 15 10CM SYM1510 ","   1515.06"
"2.4MM VA-LCP 2-CLMN VLR DSTL RADIUS PL 7","   3606.33"
"ENDOCATCH II 15MM ECATCH15              ","    497.32"
"SHEATH TOUR GUIDE STEERABLE 6.5F 45CM 9M","   1426.00"
"SHEATH TOUR GUIDE STEERABLE 7F 45CM 9MM ","   1426.00"
"KIT THD SLIDE ONE 5 KITS 5/CS 800070/5PZ","   1492.96"
"CATHETER THROMBECTOMY SET SOLENT PROXIMA","   2893.80"
"CATHETER THROMBECTOMY SOLENT OMNI  ANGIO","   3075.80"
"CATHETER THROMBECTOMY SET ULTRA ZELANTE ","   5323.50"
"CATHETER FLEXIMA NEPHROSTOMY 25CM 12F M0","    260.75"
"CATHETER FLEXIMA NEPHROSTOMY 25CM 14F M0","    260.75"
"HEALIX ADVANCE PEEK 3 (5/PK)222318      ","   1190.00"
"MAT FLOOR WHITE SURGISAFE 28X40 #3640W  ","     28.00"
"SOLUTION POVIDONE IODINE SCRUB 4oz. 7.5%","      3.36"
"CLOSURE CARTER -THOMASON II PORT SYSTEM ","    385.00"
"COVERALL ELASTIC CUFF AND ANKLE 3XL #220","    179.13"
"COVERALL ELASTIC CUFF AND ANKLE XL NOVAP","    228.27"
"GUIDEWIRE ANGIOGRAPHY AMPLATZ STRAIGHT T","    102.60"
"STAPLER RELOAD ENDOPATH WHT 60MM TROCAR ","    772.97"
"SUTURE PROLENE/SURGILENE/SURGIPRO 8717/V","     47.37"
"SUTURE PROLENE/SURGILENE/SURGIPRO 8806/V","     57.59"
"SUTURE SILK C003 SH-1/CV-25/T-16/HR22/T4","     41.40"
"BALLOON LUTONIX DRUG-COATED 6X150X130 LX","   3094.00"
"BALLOON LUTONIX DRUG-COATED 5X150X130 LX","   3094.00"
"CAUTERY SERFAS WAND ENERGY 4.0 90S MAX  ","    486.60"
"KIT ENDO CARRY-ON PRECLEANING PROCEDURE ","     17.58"
"CATHETER ANGIOGRAPHY DIAGNOSTIC PIG SUPE","    239.36"
"CATHETER ANGIOGRAPHY DIAGNOSTIC PIG 6 SH","    239.36"
"PORT LAPRO-SHRK LAPAROSCOPIC CLOSURE DEV","    278.08"
"STAPLE RELOAD 60 ECHELON FLEX GREEN GST6","   1190.14"
"STAPLE RELOAD 60 ECHELON FLEX BLUE GST60","   2380.32"
"ELECTRODE ELECTROSURGICAL ENDOSCOPIC SPA","    109.87"
"STAPLE RELOAD 60 ECHELON FLEX BLACK-GST6","   2380.32"
"SHUNTS CLEARVIEW INTRACORONARY 2.50MM 14","    284.69"
"SCREW 2.7MM LOCKING SCREW SLF-TPNG WITH ","    444.99"
"SCREW 2.7MM LOCKING SCREW SLF-TPNG WITH ","    444.99"
"SCREW 2.7MM LOCKING SCREW SLF-TPNG WITH ","    444.99"
"SCREW 2.7MM LOCKING SCREW SLF-TPNG WITH ","    424.41"
"SCREW 2.7MM LOCKING SCREW SLF-TPNG WITH ","    444.99"
