Proc Code Description,Modifier,Price
ESOPHAGOGASTRODUODENOSCOPY SUBMUCOSAL INJECTION,,"$2,647.50 "
ESOPHAGOGASTRODUODENOSCOPY TRANSORAL DIAGNOSTIC,,"$3,000.00 "
ESOPHAGOSCOPY FLEX BALLOON DILAT <30 MM DIAM,,"$4,035.00 "
ESOPHAGOSCOPY FLEX TRANSORAL INJECTION VARICES,,"$5,674.50 "
ESOPHAGOSCOPY FLEX TRANSORAL LESION ABLATION,,"$9,498.00 "
ESOPHAGOSCOPY FLEXIB LESION REMOVAL TUMOR SNARE,,"$5,050.50 "
ESOPHAGOSCOPY FLEXIBLE GUIDE WIRE DILATION,,"$5,050.50 "
ESOPHAGOSCOPY FLEXIBLE REMOVAL FOREIGN BODY,,"$5,050.50 "
ESOPHAGOSCOPY FLEXIBLE TRANSORAL DIAGNOSTIC,,"$2,647.50 "
ESOPHAGOSCOPY FLEXIBLE TRANSORAL WITH BIOPSY,,"$5,050.50 "
ESOPHAGOSCOPY FLEXIBLE W/BLEEDING CONTROL,,"$5,050.50 "
ESOPHAGOSCOPY RIG TRANSORAL REMOVAL FOREIGN BODY,,"$5,050.50 "
ESOPHAGOSCOPY RIGID TRANSORAL DIAGNOSTIC BRUSH,,"$5,050.50 "
ESOPHAGOSCOPY RIGID TRANSORAL WITH BIOPSY,,"$6,423.00 "
ESOPHAGOSCOPY TRANSORAL STENT PLACEMENT,,"$14,908.50 "
ESOPHAGUS ACID PERFUSION TEST ESOPHAGITIS,TC,"$1,768.50 "
ESOPHGL REC ATRIAL W/WO VENTRICULAR ELECTROGRAMS,TC,"$6,559.50 "
ESPHGOSCOPY FLEX W/BAND LIGATION ESOPHGL VARICES,,"$5,050.50 "
EUGLOBULIN LYSIS,,$151.50 
EVACUATION SUBUNGUAL HEMATOMA,,$232.50 
EVAL C/V AMNIOTIC FLUID PROTEIN QUAL EA SPECIMEN,,"$1,219.50 "
EVAL ORAL&PHARYNGEAL SWLNG FUNCJ,,$705.00 
EVAL SPEECH SOUND PRODUCT LANGUAGE COMPREHENSION,,$960.00 
EVAL&/FITG VOICE PROSTC DEV SUPLMNT ORAL SPEEC,,$574.50 
EVALUATION OF SPEECH FLUENCY (STUTTER CLUTTER),,$892.50 
EVALUATION OF SPEECH SOUND PRODUCTION ARTICULATE,,$736.50 
EVASC INTRACRANIAL PROLNG ADMN RX AGENT ART 1ST,,"$2,470.50 "
EVASC INTRACRANIAL PROLNG ADMN RX AGENT ART ADDL,,"$1,047.00 "
EVASC RPR DTA COVERAGE ART ORIGIN 1ST ENDOPROSTH,,"$8,212.50 "
EVASC TEMP BALLOON ARTL OCCLUSION HEAD/NECK,,"$36,895.50 "
EX TUM/VASC MALF SFT TISS HAND/FNGR SUBQ 1.5CM/>,,"$5,256.00 "
EXC B9 LES MRGN XCP SK TG F/E/E/N/L/M 0.6-1.0CM,,"$2,292.00 "
EXC B9 LES MRGN XCP SK TG F/E/E/N/L/M 1.1-2.0CM,,"$2,292.00 "
EXC B9 LES MRGN XCP SK TG F/E/E/N/L/M 2.1-3.0CM,,"$5,256.00 "
EXC B9 LES MRGN XCP SK TG F/E/E/N/L/M 3.1-4.0CM,,"$5,256.00 "
EXC B9 LESION MRGN XCP SK TG F/E/E/N/L/M > 4.0CM,,"$9,135.00 "
EXC B9 LESION MRGN XCP SK TG F/E/E/N/L/M 0.5CM/<,,"$2,292.00 "
EXC B9 LESION MRGN XCP SK TG S/N/H/F/G > 4.0CM,,"$9,135.00 "
EXC B9 LESION MRGN XCP SK TG S/N/H/F/G 0.5 CM/<,,"$5,256.00 "
EXC B9 LESION MRGN XCP SK TG S/N/H/F/G 0.6-1.0CM,,"$2,292.00 "
EXC B9 LESION MRGN XCP SK TG S/N/H/F/G 1.1-2.0CM,,"$5,256.00 "
EXC B9 LESION MRGN XCP SK TG S/N/H/F/G 2.1-3.0CM,,"$5,256.00 "
EXC B9 LESION MRGN XCP SK TG S/N/H/F/G 3.1-4.0CM,,"$5,256.00 "
EXC B9 LESION MRGN XCP SK TG T/A/L >4.0 CM,,"$5,256.00 "
EXC B9 LESION MRGN XCP SK TG T/A/L 0.5 CM/<,,"$2,292.00 "
EXC B9 LESION MRGN XCP SK TG T/A/L 0.6-1.0 CM,,$870.00 
EXC B9 LESION MRGN XCP SK TG T/A/L 1.1-2.0 CM,,"$1,605.00 "
EXC B9 LESION MRGN XCP SK TG T/A/L 2.1-3.0 CM/<,,"$2,292.00 "
EXC B9 LESION MRGN XCP SK TG T/A/L 3.1-4.0 CM,,"$5,256.00 "
EXC BARTHOLINS GLAND/CYST,,"$8,865.00 "
EXC BRANCHIAL CLEFT CYST BELOW SUBQ TISS&/PHRYNX,,"$17,560.50 "
EXC BREAST LES PREOP PLMT RAD MARKER OPEN 1 LES,,"$10,624.50 "
EXC BRST LES PREOP PLMT RAD MARKER OPN EA ADDL,,"$1,897.50 "
EXC CYST/ABERRANT BREAST TISSUE OPEN 1/> LESION,,"$10,624.50 "
EXC CYST/ADENOMA THYROID/TRANSECTION ISTHMUS,,"$17,850.00 "
EXC LESION MUCOSA & SBMCSL VESTIBULE SMPL RPR,,"$9,240.00 "
EXC LESION PALATE UVULA W/SMPL PRIM CLOSURE,,"$9,240.00 "
EXC LESION TDN SHTH/JT CAPSL HAND/FNGR,,"$5,175.00 "
EXC LESION TENDON SHEATH/CAPSULE W/SYNVCT FOOT,,"$10,365.00 "
EXC LESION TENDON SHEATH/CAPSULE W/SYNVCT TOE EA,,"$5,175.00 "
EXC LESION TONGUE W/CLSR ANTERIOR TWO-THIRDS,,"$9,240.00 "
EXC LESION TONGUE W/CLSR POSTERIOR ONE-THIRD,,"$9,240.00 "
EXC PRTD TUM/PRTD GLND LAT DSJ&PRSRV FACIAL NR,,"$15,628.50 "
EXC PRTD TUM/PRTD GLND LAT LOBE W/O NRV DSJ,,"$17,560.50 "
EXC PRTD TUM/PRTD GLND TOT DSJ&PRSRV FACIAL NR,,"$15,628.50 "
EXC RCT TUM NOT INCL MUSCULARIS PROPRIA,,"$9,214.50 "
EXC SUBLINGUAL SALIVARY CYST RANULA,,"$9,240.00 "
EXC TUM/VASC MAL SFT TISS HAND/FNGR SUBQ <1.5CM,,"$5,256.00 "
EXC TUMOR SFT TISS FOREARM&/WRIST SUBFASC 3CM/>,,"$9,135.00 "
EXC TUMOR SOFT TIS NECK/ANT THORAX SUBQ 3 CM/>,,"$9,135.00 "
EXC TUMOR SOFT TISS BACK/FLANK SUBFASCIAL <5CM,,"$8,130.00 "
EXC TUMOR SOFT TISS BACK/FLANK SUBFASCIAL 5 CM/>,,"$9,135.00 "
EXC TUMOR SOFT TISS FACE&SCALP SUBFASCIAL <2CM,,"$5,256.00 "
EXC TUMOR SOFT TISS FACE&SCALP SUBFASCIAL 2 CM/>,,"$9,135.00 "
EXC TUMOR SOFT TISS NECK/THORAX SUBFASCIAL <5CM,,"$9,135.00 "
EXC TUMOR SOFT TISS SHOULDER SUBFASC <5CM,,"$9,135.00 "
EXC TUMOR SOFT TISSUE ABDOMINAL WALL SUBQ <3CM,,"$5,256.00 "
EXC TUMOR SOFT TISSUE ABDOMINAL WALL SUBQ 3 CM/>,,"$9,135.00 "
EXC TUMOR SOFT TISSUE FOOT/TOE SUBFASC <1.5CM,,"$9,135.00 "
EXC TUMOR SOFT TISSUE FOOT/TOE SUBFASC 1.5 CM/>,,"$9,135.00 "
EXC TUMOR SOFT TISSUE LEG/ANKLE SUBFASC 5 CM/>,,"$8,130.00 "
EXC TUMOR SOFT TISSUE LEG/ANKLE SUBFASCIAL <5CM,,"$9,135.00 "
EXC TUMOR SOFT TISSUE LEG/ANKLE SUBQ <3CM,,"$5,256.00 "
EXC TUMOR SOFT TISSUE NECK/ANT THORAX SUBQ <3CM,,"$5,256.00 "
EXC TUMOR SOFT TISSUE NECK/THORAX SUBFASC 5 CM/>,,"$9,135.00 "
EXC TUMOR SOFT TISSUE PELVIS & HIP SUBFASC <5CM,,"$9,135.00 "
EXC TUMOR SOFT TISSUE PELVIS & HIP SUBFASC 5CM/>,,"$9,135.00 "
EXC TUMOR SOFT TISSUE PELVIS & HIP SUBQ <3CM,,"$9,135.00 "
EXC TUMOR SOFT TISSUE SHOULDER SUBFASCIAL 5 CM/>,,"$8,130.00 "
EXC TUMOR SOFT TISSUE THIGH/KNEE SUBFASC <5CM,,"$9,135.00 "
EXC TUMOR SOFT TISSUE THIGH/KNEE SUBFASC 5 CM/>,,"$9,135.00 "
EXC/CURTG BONE CYST/B9 TUMORTARSAL/METATARSAL,,"$9,225.00 "
EXC/CURTG CST/B9 TUM PHALANGES FOOT,,"$4,606.50 "
EXC/DSTRJ LINGUAL TONSIL ANY METHOD SPX,,"$17,560.50 "
EXC/FULGURATION URETHRAL POLYP DSTL URETHRA,,"$6,991.50 "
EXCHANGE BILIARY DRG CATHETER PRQ W/IMG GID RS&I,,"$10,411.50 "
EXCHANGE NEPHROSTOMY CATHETER PRQ W/IMG GID RS&I,,"$2,845.50 "
EXCHNG ABSC/CST DRG CATH RAD GID SPX,,"$5,050.50 "
EXCHNG TRANSFUSION BLOOD NEWBORN,,"$1,800.00 "
EXCISION & REPAIR EYELID > ONE-FOURTH LID MARGIN,,"$6,436.50 "
EXCISION BENIGN TUMOR/CYST MANDIBLE ENCL & CURT,,"$9,240.00 "
EXCISION EXOSTOSIS EXTERNAL AUDITORY CANAL,,"$17,560.50 "
EXCISION H/P/P/U SIMPLE/INTERMEDIATE REPAIR,,"$9,135.00 "
EXCISION HYDROCELE UNILATERAL,,"$12,169.50 "
EXCISION INFECTED GRAFT EXTREMITY,,"$8,931.00 "
EXCISION INFERIOR TURBINATE PARTIAL/COMPLETE,,"$9,240.00 "
EXCISION INTERDIGITAL MORTON NEUROMA SINGLE EACH,,"$5,175.00 "
EXCISION LESION TONGUE W/O CLOSURE,,"$9,240.00 "
EXCISION LINGUAL FRENUM FRENECTOMY,,"$4,414.50 "
EXCISION MAL LESION TRUNK/ARM/LEG 0.5 CM/<,,"$2,292.00 "
EXCISION MAL LESION TRUNK/ARM/LEG 0.6-1.0 CM,,"$2,292.00 "
EXCISION MAL LESION TRUNK/ARM/LEG 1.1-2.0 CM,,"$1,243.50 "
EXCISION MAL LESION TRUNK/ARM/LEG 2.1-3.0 CM,,"$1,605.00 "
EXCISION MAL LESION TRUNK/ARM/LEG 3.1-4.0 CM,,"$2,292.00 "
EXCISION MALIGNANT LESION F/E/E/N/L >4.0 CM,,"$9,135.00 "
EXCISION MALIGNANT LESION F/E/E/N/L 0.5 CM/<,,"$1,605.00 "
EXCISION MALIGNANT LESION F/E/E/N/L 0.6-1.0 CM,,"$1,605.00 "
EXCISION MALIGNANT LESION F/E/E/N/L 1.1-2.0 CM,,"$1,605.00 "
EXCISION MALIGNANT LESION F/E/E/N/L 2.1-3.0 CM,,"$5,256.00 "
EXCISION MALIGNANT LESION F/E/E/N/L 3.1-4.0 CM,,"$5,256.00 "
EXCISION MALIGNANT LESION S/N/H/F/G >4.0 CM,,"$9,135.00 "
EXCISION MALIGNANT LESION S/N/H/F/G 0.5 CM/<,,"$5,256.00 "
EXCISION MALIGNANT LESION S/N/H/F/G 0.6-1.0 CM,,"$2,292.00 "
EXCISION MALIGNANT LESION S/N/H/F/G 1.1-2.0 CM,,"$2,292.00 "
EXCISION MALIGNANT LESION S/N/H/F/G 2.1-3.0 CM,,"$5,256.00 "
EXCISION MALIGNANT LESION S/N/H/F/G 3.1-4.0 CM,,"$5,256.00 "
EXCISION MALIGNANT LESION TRUNK/ARM/LEG > 4.0 CM,,"$5,256.00 "
EXCISION NAIL MATRIX PERMANENT REMOVAL,,"$1,243.50 "
EXCISION NASAL POLYP SIMPLE,,"$4,414.50 "
EXCISION OLECRANON BURSA,,"$11,904.00 "
EXCISION PILONIDAL CYST/SINUS COMPLICATED,,"$9,135.00 "
EXCISION PILONIDAL CYST/SINUS EXTENSIVE,,"$9,135.00 "
EXCISION PILONIDAL CYST/SINUS SIMPLE,,"$9,135.00 "
EXCISION SINGLE EXTERNAL PAPILLA OR TAG ANUS,,"$3,730.50 "
EXCISION SOFT TIS LESION EXTERNAL AUDITORY CANAL,,"$9,135.00 "
EXCISION SPERMATOCELE W/WO EPIDIDYMECTOMY,,"$6,991.50 "
EXCISION SUBMANDIBULAR SUBMAXILLARY GLAND,,"$17,560.50 "
EXCISION SYNOVIAL CYST POPLITEAL SPACE,,"$10,365.00 "
EXCISION THYROGLOSSAL DUCT CYST/SINUS,,"$17,850.00 "
EXCISION TORUS MANDIBULARIS,,"$8,223.00 "
EXCISION TUMOR SOFT TIS BACK/FLANK SUBQ 3 CM/>,,"$5,256.00 "
EXCISION TUMOR SOFT TIS FOOT/TOE SUBQ 1.5 CM/>,,"$9,135.00 "
EXCISION TUMOR SOFT TISSUE BACK/FLANK SUBQ <3CM,,"$5,256.00 "
EXCISION TUMOR SOFT TISSUE FOOT/TOE SUBQ <1.5CM,,"$5,256.00 "
EXCISION TUMOR SOFT TISSUE LEG/ANKLE SUBQ 3 CM/>,,"$9,135.00 "
EXCISION TUMOR SOFT TISSUE PELVIS&HIP SUBQ 3CM/>,,"$9,135.00 "
EXCISION TUMOR SOFT TISSUE SHOULDER SUBQ <3CM,,"$5,256.00 "
EXCISION TUMOR SOFT TISSUE SHOULDER SUBQ 3 CM/>,,"$5,256.00 "
EXCISION TUMOR SOFT TISSUE THIGH/KNEE SUBQ <3CM,,"$5,256.00 "
EXCISION VAGINAL CYST/TUMOR,,"$7,890.00 "
EXCISION/CURETTAGE CYST/TUMOR FEMUR,,"$10,365.00 "
EXCISION/DESTRUCTION INTRANASAL LESION INT APPR,,"$9,240.00 "
EXCISION/DESTRUCTION LESION PHARYNX ANY METHOD,,"$9,240.00 "
EXCISON TUMOR SOFT TISSUE THIGH/KNEE SUBQ 3 CM/>,,"$9,135.00 "
EXERCISE TEST FOR BRONCHOSPASM,TC,$945.00 
EXISION OF SUBLINGUAL GLAND,,"$17,560.50 "
EXPIRED GAS COLLECTION QUANT 1 PROCEDURE SPX,TC,$417.00 
EXPL W/REMOVAL DEEP FOREIGN BODY FOREARM/WRIST,,"$10,365.00 "
EXPLORATION PENETRATING WOUND SPX EXTREMITY,,"$2,292.00 "
EXT ECG > 48HR TO 21 DAY RCRD W/CONECT INTL RCRD,,$661.50 
EXTERNAL CEPHALIC VERSION W/WO TOCOLYSIS,,"$8,865.00 "
EXTRACTABLE NUCLEAR ANTIGEN ANTIBODY ANY METHOD,,$346.50 
EXTRACTION ERUPTED TOOTH/EXR,,"$2,181.00 "
F2 GENE ANALYSIS 20210G >A VARIANT,,$607.50 
F5 COAGULATION FACTOR V ANAL LEIDEN VARIANT,,$754.50 
F9 FULL GENE SEQUENCE,,"$7,200.00 "
"FACILITY USE-EMERGENCY ROOM, LEVEL 1",,$562.50 
"FACILITY USE-EMERGENCY ROOM, LEVEL 2",,$990.00 
"FACILITY USE-EMERGENCY ROOM, LEVEL 3",,"$2,137.50 "
"FACILITY USE-EMERGENCY ROOM, LEVEL 4",,"$3,337.50 "
"FACILITY USE-EMERGENCY ROOM, LEVEL 5",,"$4,800.00 "
"FACILITY USE-EMERGENCY ROOM, LEVEL 6",,"$7,500.00 "
"FACILITY USE-OBSERVATION ROOM, MONITORING",,$366.00 
"FACILITY USE-OBSERVATION ROOM, PER HOUR",,$246.00 
FACILITY USE-SPINAL/EPIDURAL/LOCAL FLAT FEE,,"$1,627.50 "
FACTOR INHIBITOR TEST,,$232.50 
FAMILY PSYCHOTHERAPY W/O PATIENT PRESENT 50 MINS,,$804.00 
FAMILY PSYCHOTHERAPY W/PATIENT PRESENT 50 MINS,,$804.00 
FASCIECTOMY PLANTAR FASCIA PARTIAL SPX,,"$10,365.00 "
FASCIOTOMY PALMAR OPEN PARTIAL,,"$10,365.00 "
FASCT PRTL PALMAR 1 DGT PROX IPHAL JT W/WO RPR,,"$9,225.00 "
FASCT PRTL PALMR ADDL DGT PROX IPHAL JT W/WO RPR,,"$1,647.00 "
FAT DIFFIAL FECES QUANTITATIVE,,$283.50 
FAT STAIN FECES URINE OR RESPIRATORY SECRETIONS,,$70.50 
FAT/LIPIDS FECES QUALITATIVE,,$124.50 
FAT/LIPIDS FECES QUANTITATIVE,,$318.00 
FATTY ACIDS NONESTERIFIED,,$252.00 
FBRNLYC FACTORS&INHIBITORS ALPHA-2 ANTIPLASMIN,,$139.50 
FBRNLYC FACTORS&INHIBITORS PLSMNG ACTIVATOR,,$312.00 
FBRNLYC FACTORS&INHIBITORS PLSMNG AGIC ASSAY,,$168.00 
FBRNLYC FACTORS&INHIBITRS PLSMNG XCPT AGIC ASS,,$118.50 
FERN TEST,,$135.00 
FETAL BIOPHYSICAL PROFILE NON-STRESS TESTING,TC,$633.00 
FETAL BIOPHYSICAL PROFILE W/O NON-STRESS TESTING,TC,$633.00 
FETAL CONTRACTION STRESS TEST,TC,"$1,294.50 "
FETAL LUNG MATURITY FLUORESCENCE POLARIZATION,,$312.00 
FETAL LUNG MATURITY FOAM STABILITY TEST,,$312.00 
FETAL LUNG MATURITY LAMELLAR BODY DENSITY,,$358.50 
FETAL LUNG MATURITY LECITHIN SPHINGOMYELIN RATIO,,$361.50 
FETAL NONSTRESS TEST,TC,"$1,462.50 "
FIBRIN DGRADJ PRODUCTS D-DIMER QUAL/SEMIQUAN,,$129.00 
FIBRIN DGRADJ PRODUCTS D-DIMER QUANTITATIVE,,$240.00 
FIBRIN DGRADJ PRODUCTS D-DIMER ULTRASENSITIVE,,$184.50 
FIBRIN DGRADJ SPLT PRODUCTS QUANTITATIVE,,$205.50 
FIBRIN DGRADJ SPLT PRODUXS AGGLUJ SLIDE SEMIQUAN,,$124.50 
FIBRIN DGRADJ SPLT PRODUXS PARACOAGJ,,$202.50 
FIBRINOGEN ACTIVITY,,$153.00 
FIBRINOGEN ANTIGEN,,$154.50 
FIBRINOLYSINS/COAGULOPATHY SCREEN INTERP&REPOR,,$99.00 
FIBRINOLYTIC FACTORS & INHIBITORS PLASMIN,,$145.50 
FINE NEEDLE ASPIRATION W/O IMAGING GUIDANCE,,"$1,243.50 "
FLOW CYTOMETRY CELL CYCLE/DNA ANALYSIS,TC,$523.50 
FLOW CYTOMETRY CELL SURF MARKER TECHL ONLY 1ST,,"$1,314.00 "
FLOW CYTOMETRY CELL SURF MARKER TECHL ONLY EA,,$262.50 
FLT3 GENE ANALYSIS INTERNAL TANDEM DUP VARIANTS,,"$1,501.50 "
FLUOR NEEDLE/CATH SPINE/PARASPINAL DX/THER ADDON,TC,$480.00 
FLUORESCEIN ANGRPH W/MULTIFRAME I&R UNI/BI,TC,"$1,038.00 "
FLUORESCENT NONNFCT AGT ANTB SCREEN EA ANTIBODY,,$258.00 
FLUORESCENT NONNFCT AGT ANTB TITER EA ANTIBODY,,$198.00 
FLUORO CENTRAL VENOUS ACCESS DEV PLACEMENT,TC,$507.00 
FLUOROSCOPIC GUIDANCE NEEDLE PLACEMENT ADD ON,TC,$558.00 
FLUOROSCOPY UP TO 1 HOUR PHYSICIAN/QHP TIME,TC,$825.00 
FORESKN MANJ W/LSS PREPUTIAL ADS&STRETCHING,,$918.00 
FRACTIONAL ABL LSR FENESTRATION FIRST 100 SQCM,,"$1,398.00 "
FRACTURE NASAL INFERIOR TURBINATE THERAPEUTIC,,"$9,240.00 "
FTH/GFT FR W/DIR CLSR F/C/C/M/N/AX/G/H/F 20 CM/<,,"$5,401.50 "
FTH/GFT FR W/DIR CLSR S/A/L EA ADDL 20 CM/<,,"$1,447.50 "
FTH/GFT FR W/DIR CLSR TRNK EA ADDL 20 CM/<,,"$1,894.50 "
FTH/GFT FREE W/DIR CLSR N/E/E/L EA 20 SQ CM/<,,"$1,080.00 "
FTH/GFT FREE W/DIRECT CLOSURE N/E/E/L 20 SQ CM/<,,"$5,401.50 "
FTH/GFT FREE W/DIRECT CLOSURE S/A/L 20 CM/<,,"$5,401.50 "
FTH/GFT FREE W/DIRECT CLOSURE TRUNK 20 CM/<,,"$9,475.50 "
FTH/GT FR W/DIR CLSR F/C/C/M/N/AX/G/H/F EA20CM/<,,"$1,080.00 "
FTL FIBRONECTIN CERVICOVAG SECRETIONS SEMI-QUAN,,"$1,219.50 "
FUNCJAL CORT&SUBCORT MAPG PHYS/QHP ATTND INIT HR,TC,"$7,350.00 "
FUNDUS PHOTOGRAPHY W/INTERPRETATION & REPORT,TC,$447.00 
F-UP/LIMITED TTHRC ECHO CONGENITAL CAR ANOMALY,TC,"$3,267.00 "
G6PD GENE ANALYSIS COMMON VARIANTS,,"$2,097.00 "
G6PD GENE ANALYSIS FULL GENE SEQUENCE,,"$7,200.00 "
G6PD GENE ANALYSIS KNOWN FAMILIAL VARIANTS,,"$4,503.00 "
GALACTOSE-1-PHOSPHATE URIDYL TRANSFERASE QUAN,,$399.00 
GALACTOSE-1-PHOSPHATE URIDYL TRANSFERASE SCREEN,,$138.00 
GAMMAGLOBULIN IMMUNOGLOBULIN SUBCLASSES,,$196.50 
GAS DILUT/WASHOUT LUNG VOL W/WO DISTRIB VENT&V,TC,$600.00 
GASES BLOOD O2 SATURATION ONLY DIRECT MEAS,,$165.00 
GASES BLOOD PH DIRECT MEAS XCPT PULSE OXIMITRY,,$540.00 
GASES BLOOD PH ONLY,,$160.50 
GASTRIC ACID ANALYIS W/PH EACH SPECIMEN,,$90.00 
GASTRIC EMPTYING IMAGING STUDY,TC,"$1,870.50 "
GASTRIC EMPTYNG IMAG STD W/SM BWL TRANSIT,TC,"$1,870.50 "
GASTRIC INTUBAT DX W/ASPIRATION SINGLE SPECIMEN,,$987.00 
GASTRIC INTUBATION DX & ASPIRATJ MULTIPLE SPEC,,$540.00 
GASTRIC INTUBATJ & ASPIRAJ W/PHYS SKILL/LAVAGE,,$903.00 
GASTRIC MOTILITY MANOMETRIC STUDIES,TC,"$1,768.50 "
GASTRIN AFTER SECRETIN STIMULATION,,$334.50 
GASTROESOPHAG REFLX TEST W/TELEMTRY PH ELTRD,TC,"$1,768.50 "
GASTROESOPHAGEAL REFLUX STUDY,TC,"$1,870.50 "
GASTROINTESTINAL TRACT IMAGING ESOPHAGUS W/I&R,TC,"$2,647.50 "
GEN SEQ ANALYS HEMATOLYMPHOID NEO 5-50 GENE,,"$7,836.00 "
GI IMAG INTRALUMINAL ESOPHAGUS-ILEUM W/I&R,TC,"$2,647.50 "
GI TRANSIT & PRES MEAS WIRELESS CAPSULE W/INTERP,TC,"$3,078.00 "
GLUC BLD GLUC MNTR DEV CLEARED FDA SPEC HOME USE,,$45.00 
GLUC-6-PHOSPHATE DEHYDROGENASE QUANTITATIVE,,$183.00 
GLUC-6-PHOSPHATE DEHYDROGENASE SCREEN,,$114.00 
GLUCOSE BLOOD REAGENT STRIP,,$78.00 
GLUCOSE BODY FLUID OTHER THAN BLOOD,,$91.50 
GLUCOSE POST GLUCOSE DOSE,,$90.00 
GLUCOSE QUANTITATIVE BLOOD XCPT REAGENT STRIP,,$60.00 
GLUCOSE TOLERANCE EA ADDL BEYOND 3 SPECIMENS,,$73.50 
GLUCOSE TOLERANCE PANEL INSULINOMA,,$759.00 
GLUCOSE TOLERANCE PANEL PHEOCHROMOCYTOMA,,$831.00 
GLUCOSE TOLERANCE TEST,,$247.50 
GLUCOSE TOLERANCE TEST GTT 3 SPECIMENS,,$243.00 
GONADOTROPIN CHORIONIC HCG FREE BETA CHAIN,,$285.00 
GONADOTROPIN CHORIONIC QUALITATIVE,,$177.00 
GONADOTROPIN CHORIONIC QUANTITATIVE,,$264.00 
GONADOTROPIN FOLLICLE STIMULATING HORMONE,,$312.00 
GONADOTROPIN LUTEINIZING HORMONE,,$312.00 
GONADOTROPIN RELEASING HORMONE STIMJ PANEL,,"$2,443.50 "
GRAFT EAR CRTLG AUTOGENOUS NOSE/EAR,,"$15,628.50 "
GROUP PSYCHOTHERAPY,,$313.50 
GROWTH HORMONE HUMAN ANTIBODY,,$259.50 
GROWTH HORMONE STIMULATION PANEL,,"$1,098.00 "
GROWTH HORMONE SUPRJ PANEL GLUCOSE ADMN,,"$1,291.50 "
GRP PSYCHOTX NOT MX FAM GRP PART HOS 45-50 MIN,,$145.50 
GSTR RSTCV PX OPN REVJ SUBQ PORT COMPONENT ONLY,,"$9,475.50 "
GSTRC EMPTNG IMAG STD W/SM BWL COL TRNST MLT DAY,TC,"$2,572.50 "
HALLUX RIGIDUS W/CHEILECTOMY 1ST MP JT W/O IMPLT,,"$10,365.00 "
HBA1/HBA2 GENE ANALYSIS COMMON DELETIONS/VARIANT,,$624.00 
HBA1/HBA2 GENE ANALYSIS DUP/DEL VARIANTS,,"$2,428.50 "
HBA1/HBA2 GENE ANALYSIS FULL GENE SEQUENCE,,"$7,200.00 "
HBB COMMON VARIANTS,,"$2,097.00 "
HBB DUPLICATION/DELETION VARIANTS,,"$2,428.50 "
HBB FULL GENE SEQUENCE,,"$3,895.50 "
HBB KNOWN FAMILIAL VARIANTS,,"$4,503.00 "
HEAVY METAL QUALITATIVE ANY ANALYTES,,$271.50 
HEAVY METAL QUANTIATIVE EACH NES,,$415.50 
HEINZ BODIES DIRECT,,$76.50 
HEINZ BODIES INDUCED ACETYL PHENYLHYDRAZINE,,$112.50 
HEMAGGLUTINATION INHIBITION TEST HAI,,$135.00 
HEMODIALYSIS PROCEDURE W/ PHYS/QHP EVALUATION,,"$2,250.00 "
HEMODIALYSIS PX REPEAT EVAL W/WO REVJ DIALYS RX,,"$2,250.00 "
HEMOGLOBIN COPPER SULFATE METHOD NON-AUTOMATED,,$39.00 
HEMOGLOBIN F FETAL CHEMICAL,,$156.00 
HEMOGLOBIN F FETAL QUALITATIVE,,$112.50 
HEMOGLOBIN FRACTJ/QUANTJ CHROMOTOGRAPHY,,$342.00 
HEMOGLOBIN FRACTJ/QUANTJ ELECTROPHORESIS,,$222.00 
HEMOGLOBIN GLYCOSYLATED A1C,,$157.50 
HEMOGLOBIN METHEMOGLOBIN QUALITATIVE,,$81.00 
HEMOGLOBIN METHEMOGLOBIN QUANTITATIVE,,$138.00 
HEMOGLOBIN SULFHEMOGLOBIN QUANTITATIVE,,$136.50 
HEMOGLOBIN THERMOLABILE,,$130.50 
HEMOGLOBIN UNSTABLE SCREEN,,$160.50 
HEMOLYSIN ACID,,$145.50 
HEMOLYSINS&AGGLUTININS AUTO SCREEN EACH,,$135.00 
HEMOLYSINS&AGGLUTININS INCUBATED,,$199.50 
HEMORRHOIDECTOMY INT & XTRNL 2/> COLUMN/GRO,,"$9,214.50 "
HEMORRHOIDECTOMY INTERNAL RUBBER BAND LIGATIONS,,"$2,838.00 "
HEMORRHOIDECTOMY NTRNL & XTRNL 1 COLUMN/GROUP,,"$9,214.50 "
HEMORRHOIDECTOMY XTRNL 2/> COLUMN/GROUP,,"$9,214.50 "
HEPARIN ASSAY,,$216.00 
HEPARIN NEUTRALIZATION,,$211.50 
HEPARIN-PROTAMINE TOLERANCE TEST,,$256.50 
HEPATC VNGRPH WDG/FR HEMODYN EVAL RS&I,TC,"$10,837.50 "
HEPATC VNGRPH WDG/FR W/O HEMODYN EVAL RS&I,TC,"$10,837.50 "
HEPATIC FUNCTION PANEL,,$193.50 
HEPATITIS A ANTIBODY HAAB,,$249.00 
HEPATITIS ANTIBODY HAAB IGM ANTIBODY,,$205.50 
HEPATITIS B CORE ANTIBODY HBCAB IGM ANTIBODY,,$199.50 
HEPATITIS B CORE ANTIBODY HBCAB TOTAL,,$253.50 
HEPATITIS B SURF ANTIBODY HBSAB,,$196.50 
HEPATITIS BE ANTIBODY HBEAB,,$190.50 
HEPATITIS C ANTIBODY,,$300.00 
HEPATITIS C ANTIBODY CONFIRMATORY TEST,,$255.00 
