Service Description,CPT/HCPCS Code,Charge
DOPPLER LOWER EXTREMITY ARTERIES REST/STRESS,93924,559.00
DOPPLER TRANSCRANIAL INTRACRANIAL ART COMP,93886,1491.00
DOPPLER TRANSCRANIAL VASOREACTIVITY STUDY,93890,511.00
DRAINAGE ABSCESS CYST HEMATOMA FROM DENTOALVEOLAR STRUCTURES,41800,408.00
DRAINAGE ABSCESS CYST HEMATOMA VESTIBULE OF MOUTH COMPLICATED,40801,931.00
DRAINAGE ABSCESS CYST HEMATOMA VESTIBULE OF MOUTH SIMPLE,40800,579.00
DRAINAGE ABSCESS OF PALATE UVULA,42000,544.00
DRAINAGE ABSCESS OR HEMATOMA NASAL INTERNAL APPROACH,30000,458.00
DRAINAGE ABSCESS OR HEMATOMA NASAL SEPTUM,30020,1963.00
DRAINAGE EXTERNAL EAR ABSCESS OR HEMATOMA COMPLICATED,69005,1744.00
DRAINAGE EXTERNAL EAR ABSCESS OR HEMATOMA SIMPLE,69000,859.00
DRAINAGE FINGER ABSCESS COMPLICATED,26011,1943.00
DRAINAGE FINGER ABSCESS SIMPLE,26010,503.00
DRAINAGE LYMPH NODE ABSCESS OR LYMPHADENITIS SIMPLE,38300,3960.00
DRAINAGE OF OVARIAN CYST(S) VAGINAL APPROACH,58800,3012.00
DRAINAGE OF SCROTAL WALL ABSCESS,55100,1490.00
DRAINAGE OVARIAN ABSCESS ABDOMINAL APPROACH,58822,3458.00
DRAINAGE PERIRENAL OR RENAL ABSCESS OPEN,50020,9067.00
DRAINAGE SKENE'S GLAND ABSCESS OR CYST,53060,3952.00
DRESSING CHANGE UNDER ANESTHESIA,15852,4327.00
DRESSING DEBRIDEMENT PARTIAL THICKNESS BURN < 5% TOTAL BODY SURFACE,16020,214.00
DRESSING DEBRIDEMENT PARTIAL THICKNESS BURN > 10% BODY SURFACE,16030,935.00
DRESSING DEBRIDEMENT PARTIAL THICKNESS BURN 5% TO 10% TOTAL BODY SURFACE,16025,198.00
DRUG NOS DEFINITIVE ASSAY =>7,80377,247.00
DRUG NOS DEFINITIVE ASSAY 1-3,80375,259.00
DRUG QUANT NOT ELSEWHERE SPEC,80299,207.00
DRUG SCREEN URINE,80307,331.00
DRUG TEST PRESUMPTIVE DIRECT OPTICAL OBSERVATION ONLY,80305,51.00
DRUG TEST PRESUMPTIVE INSTRUMENT ASSIST DIRECT OPTICAL OBSERVATION ONLY,80306,102.00
DS DNA AB,86225,164.00
DTAP-IPV/HIB VACCINE IM,90698,290.00
DUPLEX ABD/PELVIS/RETROPERITONEAL COMPLETE STUDY,93975,1128.00
DUPLEX ABDOMINAL/PELVIS/RETROPERITONEAL LIMITED,93976,1069.00
DUPLEX AORTA/IVC/ILIAC COMPLETE,93978,1063.00
DUPLEX AORTA/IVC/ILIAC UNILATERAL OR LIMITED,93979,511.00
DUPLEX EXTRACRANIAL ARTERIES COMPLETE,93880,1711.00
DUPLEX EXTRACRANIAL ARTERIES UNILATERAL OR LIMITED,93882,840.00
DUPLEX EXTREMITY VENOUS COMP,93970,1208.00
DUPLEX EXTREMITY VENOUS UNILATERAL OR LIMITED,93971,1168.00
DUPLEX HEMODIALYSIS ACCESS,93990,568.00
DUPLEX LOWER EXTREMITY ARTERIES COMPLETE,93925,1315.00
DUPLEX LOWER EXTREMITY ARTERIES UNILATERAL OR LIMITED,93926,682.00
DUPLEX PENILE VESSELS COMPLETE,93980,777.00
DUPLEX SCAN ARTERIAL INFLOW/VENOUS OUTFLOW PENILE VESSELS FOLLOW/LTD,93981,764.00
DUPLEX UPPER EXTREMITY ARTERIES COMP,93930,1249.00
DUPLEX UPPER EXTREMITY ARTERIES UNILATERAL OR LIMITED,93931,646.00
DX BONE MARROW ASPIRATION(S),38220,2738.00
DX BONE MARROW BIOPSY(IES),38221,1984.00
EAR CULTURE,87070,211.00
EBV DNA PCR QT,87799,568.00
ECG RECORDING GREATER THAN 48 HRS UP TO 21 DAYS RECORDING,0296T,758.00
ECG RECORDING GREATER THAN 48 HRS UP TO 21 DAYS REPORT,0297T,487.00
ECHOCARDIOGRAPHY TRANSESOPHAGEAL FOR MONITORING W/CONTRAST,93318,2898.00
ECHOCARDIOGRAPHY TRANSESOPHAGEAL FOR MONITORING W/O CONTRAST,93318,2898.00
ECHOCARDIOGRAPHY TRANSESOPHAGEAL IMAGE ACQUISITION INTERP & REP ONLY,93314,698.00
ECHOCARDIOGRAPHY TRANSESOPHAGEAL PLACEMENT TRANSESOPHAGEAL PROBE ONLY,93313,2791.00
ECHOCARDIOGRAPHY TRANSESOPHAGEAL TRANSCATH INTRACARD/GR VESSEL INTERVNT,93355,2922.00
ECHOCARDIOGRAPHY TRANSESOPHAGEAL W/PROBE PLACE INTERP & REP W/CONTRAST,93312,2480.00
ECHOCARDIOGRAPHY TRANSESOPHAGEAL W/PROBE PLACE INTERP & REP W/O CONTRAST,93312,2480.00
ECHOCARDIOGRAPHY TRANSTHORACIC COMPLETE W/DOPPLER W/COLOR FLOW W/CONTRAST,93306,2879.00
ECHOCARDIOGRAPHY TRANSTHORACIC COMPLETE W/DOPPLER W/COLOR FLOW W/O CONTRAST,93306,2856.00
ECHOCARDIOGRAPHY TRANSTHORACIC COMPLETE W/O SPECTRAL/COLOR DOPPLER W/CONTRAST,93307,1091.00
ECHOCARDIOGRAPHY TRANSTHORACIC COMPLETE W/O SPECTRAL/COLOR DOPPLER W/O CONTRAST,93307,1091.00
ECHOCARDIOGRAPHY TRANSTHORACIC FOLLOW-UP OR LIMITED STUDY W/CONTRAST,93308,976.00
ECHOCARDIOGRAPHY TRANSTHORACIC FOLLOW-UP OR LIMITED STUDY W/O CONTRAST,93308,976.00
ECHOCARDIOGRAPHY TRANSTHORACIC REST/STRESS TEST W/INTERP & REP W/CONTRAST,93350,2808.00
ECHOCARDIOGRAPHY TRANSTHORACIC REST/STRESS TEST W/INTERP & REP W/O CONTRAST,93350,2808.00
ED LWOBS NO CHG,,0.00
"ED VISIT, LVL 1",99281,196.00
"ED VISIT, LVL 2",99282,555.00
"ED VISIT, LVL 3",99283,918.00
"ED VISIT, LVL 4",99284,1420.00
"ED VISIT, LVL 5",99285,2137.00
EDUCATION TRAINING SESSION,G0177,280.00
EDUCATION/TRAINING SELF-MANAGEMENT EACH 30 MINUTES 2-4 PATIENTS,98961,76.00
EDUCATION/TRAINING SELF-MANAGEMENT EACH 30 MINUTES 5-8 PATIENTS,98962,76.00
EDUCATION/TRAINING SELF-MANAGEMENT EACH 30 MINUTES INDIVIDUAL PATIENT,98960,159.00
EGFR GENE COMMON VARIANTS,81235,1351.00
EHRLICHIA CANIS ANTIBODY,86666,246.00
ELECTR ANALYSIS PROGRM IMPL PUMP INTRTL/EPID INF W/REPRGRM/REFL MD/QHP,62370,1031.00
ELECTRICAL STIMLUATION UNATTENDED TO ONE OR MORE AREAS FOR WOUND CARE,97014,51.00
ELECTRICAL STIMULATION UNATTENDED >1 AREAS NOT WOUND CARE,G0283,159.00
ELECTROACOUSTIC EVALUATION FOR HEARING AID BINAURAL,92595,301.00
ELECTROACOUSTIC EVALUATION FOR HEARING AID MONAURAL,92594,203.00
ELECTROCARDIOGRAM ROUTINE 12 LEADS TRACING ONLY,93005,400.00
ELECTROCARDIOGRAM ROUTINE 12 LEADS W/INTERP & REPORT,93000,487.00
ELECTROCOCHLEOGRAPHY,92584,662.00
ELECTROCONVULSIVE THERAPY,90870,1625.00
ELECTROCORTICOGRAM AT SURGERY,95829,3039.00
ELECTROENCEPHALOGRAM CEREBRAL DEATH EVALUATION ONLY,95824,1593.00
ELECTROENCEPHALOGRAM DURING NONINTRACRANIAL SURGERY,95955,1746.00
ELECTROENCEPHALOGRAM EXTENDED MONITORING 41-60 MINUTES,95812,959.00
ELECTROENCEPHALOGRAM EXTENDED MONITORING GREATER THAN 1 HOUR,95813,2301.00
ELECTROENCEPHALOGRAM INCLUDING RECORDING AWAKE AND ASLEEP,95819,713.00
ELECTROENCEPHALOGRAM INCLUDING RECORDING AWAKE AND DROWSY,95816,1255.00
ELECTROENCEPHALOGRAM RECORDING IN COMA OR SLEEP ONLY,95822,604.00
ELECTROLYTE PANEL,80051,237.00
ELECTROMYOGRAPHY STUDIES ANAL/URETHRAL SPHINCTER OTHER THAN NDL ANY TECH,51784,248.00
ELECTRON MICROSCOPY DIAGNOSTIC,88348,1067.00
ELECTRONIC ANALYSIS IMPLANT NEUROSTIM PULSE GEN BRAIN W/O REPROGRAMMING,95970,267.00
ELECTRONIC ANALYSIS IMPLANT NEUROSTIM PULSE GEN CRANIAL COMPLEX 1ST HOUR,95974,451.00
ELECTRONIC ANALYSIS IMPLANT NEUROSTIM PULSE GEN SPINL CORD COMPLX W/PROG,95972,704.00
ELECTRONIC ANALYSIS IMPLANT NEUROSTIM PULSE GEN SPINL CORD SIMPLE W/PROG,95971,620.00
ELECTRO-OCULOGRAPHY WITH INTERPRETATION AND REPORT,92270,249.00
ELECTROPHORESIS NES,82664,210.00
ELECTROPHYSIOLOGIC EVAL ICD INITIAL IMPLANT/REPLACEMENT W/TEST PULSE GEN,93641,1654.00
ELECTROPHYSIOLOGIC EVAL ICD LEADS INITIAL IMPLANT/REPLACEMENT,93640,3046.00
ELECTROPHYSIOLOGIC EVAL SUBCUT IMPLANT DEFIB PROGRAM/REPROGRAM,93644,3462.00
ELECTROPHYSIOLOGIC EVAL TRANSVENOUS PACING CARD-DEFIB PROGRAM/REPROGRAM,93642,4564.00
ELECTRORETINOGRAPHY WITH INTERPRETATION AND REPORT,92275,2376.00
EMBOLECTOMY ARTERY INCISION NECK,34001,3419.00
EMERGENCY DIALYSIS ESRD PATIENT,90935,2007.00
EMG EA EXT PARASPINAL COMP,95886,612.00
EMG EA EXT PARASPINAL LTD,95885,1043.00
EMG NON EXTREMITY,95887,726.00
EMS NO CHARGE,,0.00
ENCEPHALITIS CALIFORNIA ANTIBODY,86651,80.00
ENCEPHALITIS EAST EQUINE ANTIBODY,86652,75.00
ENCEPHALITIS ST LOUIS ANTIBODY,86653,83.00
ENCEPHALITIS WESTERN EQUINE ANTIBODY,86654,78.00
ENDOCERVICAL CURETTAGE,57505,733.00
ENDODONTIC THERAPY MOLAR,D3330,1016.00
ENDOLUMINAL BIOPSY BILIARY TREE PERCUTANEOUS INCL IMAGING GUIDANCE,47543,399.00
ENDOLUMINAL BIOPSY URETER/RENAL PELVIS NON-ENDOSCOPIC W/S&I,50606,664.00
ENDOMETRIAL CRYOABLATION W/ULTRASONIC GUIDANCE W/ENDOMETRIAL CURETTAGE,58356,8741.00
ENDOMETRIAL SAMPLING W/COLPOSCOPY,58110,534.00
ENDOMETRIAL SAMPLING W/O CERVICAL DILATION ANY METHOD,58100,326.00
ENDOMYOCARDIAL BIOPSY,93505,5942.00
ENDOSC CANNULATION PAPILLA W/DIRECT VISUALIZATN PANCREAT/COMM BILE DUCT,43273,5110.00
ENDOSCOPIC EVAL SMALL INTESTINAL POUCH DIAG W/COLLECT SPCIMN BRUSH/WASH,44385,1962.00
ENDOSCOPIC RETROGRADE ERCP WITH OPTICAL ENDOMICROSCOPY,0397T,3560.00
ENDOSCOPY BILIARY W/REMOVE CALCULUS/CALCULI,47554,9633.00
ENDOSCOPY SMALL INTESTINE INCLUDING ILEUM,44376,3079.00
ENDOSCOPY SMALL INTESTINE WITH CONVERSION OF PERCUT GASTRO TUBE,44373,1526.00
ENDOSCOPY SMALL INTESTINE WITH PLACEMENT OF PERCUTANEOUS JEJUNOSTOMY TB,44372,2541.00
ENDOSCOPY SMALL INTESTINE WITH SPECIMEN COLLECTION,44360,2195.00
ENDOVASC INTRACRNL PROLONG ADM PHARM AGENT NOT THROMBO ADD VASC TERRTRY,61651,3699.00
ENDOVASC INTRACRNL PROLONG ADM PHARM AGENT NOT THROMBO INIT VASC TERRTRY,61650,2985.00
ENDOVASC TEMP BALLN ARTER OCCLUSION HD/NECK W/SELECT CATH VSL OCCL S&I,61623,17547.00
ENDVSC REP DESCND THORCIC AORTA INIT ENDPRSTH LVL CELIAC ART ORIG S&I,75957,1275.00
ENDVSC REP DESCND THORCIC AORTA LT SUBCLV ARTERY ORIG INIT ENDPRSTH S&I,75956,1275.00
ENTAMOEBA HISTOLYTICA ANTIGEN INFECTIOUS AGENT IMMUNOASSAY TECHNIQUE,87337,145.00
ENTAMOEBA HISTOLYTICA DISPR ANTIGEN INFECTIOUS AGENT IMMUNOASSAY TECHNQ,87336,99.00
ENTEROSCOPY BEYOND SECOND PORTION W/REMOVAL FOREIGN BODY,44363,3021.00
ENTEROVIRUS ANTIBODY,86658,172.00
ENTEROVIRUS ANTIBODY DIRECT FLUORESCENT ANTIBODY (DFA),87267,99.00
ENZYME ACTIVITY IN BLOOD CELLS,82657,431.00
EPIDERMAL AUTOGRAFT FC/SCLP/EYLD/MTH/NCK/ER/ORB/GNT/HND/FT ADDL 100SQ CM,15116,596.00
EPIDERMAL AUTOGRAFT FC/SCLP/EYLD/MTH/NCK/ER/ORBT/GNT/HND/FT 1ST 100SQ CM,15115,3873.00
EPIDERMAL AUTOGRAFT TRUNK ARMS LEGS 1ST 100 SQ CM/1% INFANTS/CHILDREN,15110,6133.00
EPIDERMAL AUTOGRAFT TRUNK ARMS LEGS EA ADDL 100 SQ CM/1% INFANTS/CHILD,15111,449.00
EPS FOLLOWUP STUDY W/PACING & RECORDING W/INDUCTION ARRHYTHMIA,93624,12477.00
EPSTEIN BARR EARLY ANTIGEN ANTIBODY,86663,174.00
EPSTEIN BARR EBNA ANTIBODY,86664,146.00
EPSTEIN BARR VCA ANTIBODY,86665,146.00
"EPSTEIN BARR-VIRUS, PCR",87798,315.00
ERCP DIAGNOSTIC W/COLLECTION SPECIMEN(S) BRUSHING/WASHING,43260,3784.00
ERCP W/PLACE ENDOSC STENT BILIARY/PANCREATIC DUCT W/PRE/POST DIL EA STNT,43274,4454.00
ERCP W/REM FOREIGN BODY(S) OR STENT(S) FROM BILIARY/PANCREATIC DUCT(S),43275,4293.00
ERCP W/REM/EXCH STENT(S) BILIARY/PANCREATIC DUCT W/PRE/POST DIL EA STNT,43276,7524.00
ERCP W/TRANS-ENDOSC BALLOON DILAT BILIARY/PANCREATC DUCT/AMPULLA EA DUCT,43277,7693.00
ERCP WITH BIOPSY SINGLE OR MULTIPLE,43261,3930.00
ERCP WITH DESTRUCTION OF CALCULI ANY METHOD,43265,5331.00
ERCP WITH REMOVAL OF CALCULI/DEBRIS FROM BILIARY/PANCREATIC DUCT(S),43264,4312.00
ERCP WITH SPHINCTEROTOMY/PAPILLOTOMY,43262,5895.00
ESCHAROTOMY INITIAL INCISION,16035,1433.00
ESCHERICHIA COLI ANTIGEN INFECTIOUS AGENT TECH IMMUNOASSAY TECHNIQUE,87335,99.00
ESOPH IMPEDANCE FUNC TEST >1HR,91038,1652.00
ESOPHAGEAL BALLOON DISTENSION STUDY DIAG W/PROVOCATION,91040,1353.00
ESOPHAGEAL MOTILITY STUDY W/INTERP & REPORT W/STIM/PERFUSION,91013,982.00
ESOPHAGEAL MOTILITY STUDY WITH INTERPRETATION AND REPORT,91010,2319.00
ESOPHAGEAL RECORD ATRIAL ELECTROGRAM W/WO VENTRIC ELECTROGRAM(S) W/PACNG,93616,1851.00
ESOPHAGEAL RECORDING ATRIAL ELECTROGRAM W/WO VENTRICULAR ELECTROGRAM(S),93615,3348.00
ESOPHAGOGASTRODUODENOSCOPY FLEX TRANSORAL W/ ENDOSCOPIC MUCOSL RESECTION,43254,3868.00
ESOPHAGOGASTRODUODENOSCOPY FLEX TRANSORAL W/CONTROL BLEEDING ANY METHOD,43255,3432.00
ESOPHAGOGASTRODUODENOSCOPY FLEX TRANSORAL W/INSERT INTRALUMINL TUBE/CATH,43241,2259.00
ESOPHAGOGASTRODUODENOSCOPY FLEX TRANSORAL W/REMOVAL FOREIGN BODY(S),43247,3986.00
ESOPHAGOGASTRODUODENOSCOPY FLEX TRANSORAL WITH BIOPSY SINGLE/MULTIPLE,43239,3228.00
ESOPHAGOGASTRODUODENOSCOPY FLEX TRANSORAL WITH OPTICAL ENDOMICROSCOPY,43252,5250.00
ESOPHAGOGASTRODUODENOSCOPY FLEX TRNSRL DIAG W/COLLECT SPEC(S) BRUSH/WASH,43235,2241.00
ESOPHAGOGASTRODUODENOSCOPY FLEX TRNSRL W/ BAND LIGAT ESOPH/GAST VARICES,43244,3057.00
ESOPHAGOGASTRODUODENOSCOPY FLEX TRNSRL W/ REM TUMOR/POLYP/OTH LESN SNARE,43251,3868.00
ESOPHAGOGASTRODUODENOSCOPY FLEX TRNSRL W/ABLAT TUMOR/POLYP/OTH LESION(S),43270,3024.00
ESOPHAGOGASTRODUODENOSCOPY FLEX TRNSRL W/DILAT GASTR/DUOD STRICTURE(S),43245,2601.00
ESOPHAGOGASTRODUODENOSCOPY FLEX TRNSRL W/DIRECT PLAC PERCUT GASTRSTMY TB,43246,2076.00
ESOPHAGOGASTRODUODENOSCOPY FLEX TRNSRL W/DIRECT SUBMCSL INJ(S) ANY SUBST,43236,2008.00
ESOPHAGOGASTRODUODENOSCOPY FLEX TRNSRL W/ENDSC US ESO STOM DUOD ADJ STR,43237,4412.00
ESOPHAGOGASTRODUODENOSCOPY FLEX TRNSRL W/INJ SCLEROSIS ESO/GASTR VARICES,43243,3449.00
ESOPHAGOGASTRODUODENOSCOPY FLEX TRNSRL W/INS GWIRE PASSAGE DIL THRU ESO,43248,2473.00
ESOPHAGOGASTRODUODENOSCOPY FLEX TRNSRL W/PLACE ENDOSCOPIC STENT,43266,6132.00
ESOPHAGOGASTRODUODENOSCOPY FLEX TRNSRL W/REM TUMR/PLYP/LES HT BIOP FRCPS,43250,2283.00
ESOPHAGOGASTRODUODENOSCOPY FLEX TRNSRL W/TRANSENDOSC BALLOON DIL ESOPH,43249,2897.00
ESOPHAGOGASTRODUODENOSCOPY TRANSORAL W/ENDOSCOPIC US DUODENUM/JEJUNUM,43259,2860.00
ESOPHAGOGASTRODUODENOSCOPY TRANSORAL W/TRANSMURAL DRAINAGE OF PSEUDOCYST,43240,2999.00
ESOPHAGOGASTRODUODENOSCOPY TRANSORAL W/US GUIDED ASPIRATION/BIOPSY,43242,3160.00
ESOPHAGOGASTRODUODENOSCOPY TRANSORAL W/US GUIDED ASPIRATION/BIOPSY LTD,43238,3868.00
ESOPHAGOGASTRODUODENOSCOPY TRANSORAL W/US GUIDED TRANSMURAL INJECTION,43253,4495.00
ESOPHAGOGASTRODUODENOSCOPY TRANSORAL WITH ESOPHAGUS BALLOON DILATION,43233,4607.00
ESOPHAGOGASTRODUODENOSCOPY TRANSORAL WITH THERMAL TREATMENT GERD,43257,7673.00
ESOPHAGOSCOPY FLEX TRANSNASAL DX W/SPECIMEN COL,43197,2659.00
ESOPHAGOSCOPY FLEXIBLE TRANSNASAL WITH BIOPSY SINGLE OR MULTIPLE,43198,3391.00
ESOPHAGOSCOPY FLEXIBLE TRANSORAL DIAG W/COLLECT SPECIMEN(S) BRUSHING/WSH,43200,2182.00
ESOPHAGOSCOPY FLEXIBLE TRANSORAL W/DILAT ESOPH BY BALLOON/DILATOR RETRO,43213,3549.00
ESOPHAGOSCOPY FLEXIBLE TRANSORAL W/DILAT ESOPHAGUS W/BALLOON,43214,4842.00
ESOPHAGOSCOPY FLEXIBLE TRANSORAL W/DIRECT SUBMUCSL INJ(S) ANY SUBSTANCE,43201,2578.00
ESOPHAGOSCOPY FLEXIBLE TRANSORAL W/TRANSENDSCPC US INTRM/TRANSM FNA/BIOP,43232,3509.00
ESOPHAGOSCOPY FLEXIBLE TRANSORAL WITH BIOPSY SINGLE OR MULTIPLE,43202,2405.00
ESOPHAGOSCOPY FLEXIBLE TRANSORAL WITH ENDOSCOPIC MUCOSAL RESECTION,43211,2917.00
ESOPHAGOSCOPY FLEXIBLE TRANSORAL WITH ENDOSCOPIC ULTRASOUND EXAMINATION,43231,3145.00
ESOPHAGOSCOPY FLEXIBLE TRANSORAL WITH OPTICAL ENDOMICROSCOPY,43206,5249.00
ESOPHAGOSCOPY FLEXIBLE TRANSORAL WITH PLACEMENT OF ENDOSCOPIC STENT,43212,6778.00
ESOPHAGOSCOPY FLEXIBLE TRANSORAL WITH REMOVAL OF FOREIGN BODY(S),43215,3231.00
ESOPHAGOSCOPY RIGID TRANSORAL DX W/SPECIMEN COL,43191,3049.00
ESOPHAGOSCOPY RIGID TRANSORAL WITH BIOPSY,43193,4842.00
ESOPHAGOSCOPY RIGID TRANSORAL WITH REMOVAL OF FOREIGN BODY(S),43194,4019.00
ESOPHAGUS GASTROESOPH REFLUX W/MUCOSAL ATT PH ELECTR/REC/ANALYS/INTERP,91035,3178.00
ESOPHAGUS GASTROESOPH REFLUX W/NASAL CATH PH ELECTR/REC/ANALYS/INTRP,91034,1327.00
E-STIM UNATTENDED TO ONE OR MORE AREAS OTHER THAN WOUND CARE,97014,157.00
E-STIM UNATTENDED ULCERS,G0281,0.01
E-STIMULATION UNATTENDED ONE OR MORE AREAS FOR ULCERS NOT HEALING,97014,51.00
ESTRADIOL,82670,409.00
ESTRADIOL RESPONSE PANEL,80415,461.00
ESTROGEN TOTAL,82672,230.00
ESTRONE,82679,367.00
ETHOSUXIMIDE THERAPUTIC DRUG ANALYSIS,80168,180.00
ETIOCHOLANOLONE,82696,195.00
ETONOGESTREL 68 MG SUBDERMAL IMPLANT,J7307,2307.97
EUGLOBULIN LYSIS,85360,130.00
EVACUATION SUBUNGUAL HEMATOMA,11740,204.00
EVALUATION AUDITORY REHAB STATUS EA ADD 15 MINUTES,92627,758.00
EVALUATION CARDIOVASC FUNCTION TILT TABLE W/ECG/BP MONITORING,93660,1987.00
EVALUATION CENTRAL AUDITORY FUNCTION W/REPORT EA ADD 15 MINUTES,92621,3030.00
EVALUATION CERVICAL MUCUS,89330,76.00
EVALUATION OF AUDITORY REHABILITATION STATUS FIRST HOUR,92626,425.00
EVALUATION OF ORAL AND PHARYNGEAL SWALLOWING FUNCTION,92610,433.00
EVALUATION PRESCRIP NON-SPEECH-GEN AUG/ALT COMM DEV W/PT ADD 30 MIN,92618,95.00
EVALUATION PRESCRIP NON-SPEECH-GEN AUG/ALT COMMUN DEV W/PT 1ST HR,92605,407.00
EVALUATION PRESCRIP SPEECH-GEN AUG/ALT COMMUN DEVICE W/PATIENT 1ST HR,92607,651.00
EVALUATION PRESCRIP SPEECH-GEN AUG/ALT COMMUN DEVICE W/PT +30 MIN,92608,69.00
EVALUATION SPEECH FLUENCY,92521,295.00
EVALUATION SPEECH SOUND PRODUCTION,92522,298.00
EVALUATION SPEECH SOUND PRODUCTION W/EVAL LANG COMPREHEN/EXPRESSION,92523,299.00
EVALUATION SWALLOWING FUNCTION CINE OR VIDEO RECORDING,92611,440.00
EVALUATION USE/FITTING VOICE PROSTHETIC DEVICE SUPPLEMENT ORAL SPEECH,92597,236.00
EVEROLIMUS THERAPUTIC DRUG ANALYSIS,80169,332.00
EVISCERATION OF OCULAR CONTENTS WITHOUT IMPLANT,65091,10841.00
EVOKED OTOACOUSTIC EMISSIONS COMPREHENSIVE DIAG EVAL W/INTERPR & REP,92588,393.00
EVOKED OTOACOUSTIC EMISSIONS LTD EVAL/TRANSIENT W/INTERP & REP,92587,355.00
EVOKED OTOACOUSTIC EMISSIONS SCREENING AUTOMATED ANALYSIS,92558,194.00
EXCHANGE BILIARY DRAINAGE CATHETER PERCUTANEOUS,47536,3623.00
EXCHANGE NEPHROSTOMY CATH IMG GUIDANCE S&I,50435,4179.00
EXCHANGE PREV PLACED ABSCESS/CYST DRAIN CATH UNDER RADIOLOGICAL GUIDANCE,49423,4388.00
EXCHANGE TRANSFUSION BLOOD NEWBORN,36450,1036.00
EXCHANGE TRANSFUSION BLOOD OTHER THAN NEWBORN,36455,1024.00
EXCISION BENIGN LESION INCL MARGINS SCALP NECK HANDS FEET GENIT <= 0.5CM,11420,4157.00
EXCISION BENIGN LESION INCL MARGINS SCALP NECK HANDS FEET GENIT > 4.0CM,11426,2979.00
EXCISION BENIGN LESION INCL MARGINS SCALP NECK HANDS FEET GENIT 0.6-1CM,11421,1037.00
EXCISION BENIGN LESION INCL MARGINS SCALP NECK HANDS FEET GENIT 1.1-2CM,11422,4179.00
EXCISION BENIGN LESION INCL MARGINS SCALP NECK HANDS FEET GENIT 2.1-3CM,11423,1460.00
EXCISION BENIGN LESION INCL MARGINS SCALP NECK HANDS FEET GENIT 3.1-4CM,11424,1673.00
EXCISION BENIGN LESION INCL MARGINS TRUNK ARMS LEGS 0.6-1.0CM,11401,849.00
EXCISION BENIGN LESION INCL MARGINS TRUNK ARMS LEGS 1.1-2.0CM,11402,1169.00
EXCISION BENIGN LESION INCL MARGINS TRUNK ARMS LEGS 2.1-3.0CM,11403,1313.00
EXCISION BENIGN LESION INCL MARGINS TRUNK ARMS LEGS 3.1-4.0CM,11404,1455.00
EXCISION BENIGN LESION INCL MARGINS TRUNK ARMS LEGS OVER 4.0CM,11406,4957.00
EXCISION BENIGN LESION MARGINS FACE EAR EYELID NOSE LIPS MUC MEM 0.6-1CM,11441,620.00
EXCISION BENIGN LESION MARGINS FACE EAR EYELID NOSE LIPS MUC MEM 2.1-3CM,11443,1460.00
EXCISION BENIGN LESION MARGINS FACE EAR EYELID NOSE LIPS MUC MEM<=0.5CM,11440,639.00
EXCISION BENIGN LESION MARGINS FACE EAR EYELID NOSE LIPS MUC MEM1.1-2CM,11442,1011.00
EXCISION BENIGN LESION TRUNK ARMS LEGS EXCISED 0.5CM OR LESS,11400,713.00
EXCISION BREAST LESION PREOP PLACE RADIOLOGICAL MARKER OPEN 1 LESION,19125,4943.00
EXCISION CHALAZION MULTIPLE DIFFERENT LID,67805,1101.00
EXCISION CHALAZION MULTIPLE SAME LID,67801,2924.00
EXCISION CHALAZION SINGLE,67800,1101.00
EXCISION CYST FIBROADENOMA OTH BENIGN/MALIGNANT TUMOR/LESION OPEN>=1 LES,19120,4219.00
EXCISION CYSTIC HYGROMA AXILLARY/CERVICAL W/O NEUROVASCULAR DISSECTION,38550,6465.00
EXCISION DERMOID CYST NOSE SIMPLE SKIN SUBCUTANEOUS,30124,4344.00
EXCISION EXTERNAL EAR PARTIAL SIMPLE REPAIR,69110,2468.00
EXCISION LESION MUCOSA/SUBMUCOSA VESTIBULE OF MOUTH WITH SIMPLE REPAIR,40812,3842.00
EXCISION LESION OF EYELID W/O CLOSURE,67840,2905.00
EXCISION LESION OF FLOOR OF MOUTH,41116,7065.00
EXCISION LESION OF PALATE UVULA WITH SIMPLE PRIMARY CLOSURE,42106,6188.00
EXCISION LESION TENDON TENDON SHEATH OR CAPSULE FOOT,28090,4095.00
EXCISION LESION/TUMOR DENTOALVEOLAR STRUCTURES WITH SIMPLE REPAIR,41826,7065.00
EXCISION LESION/TUMOR DENTOALVEOLAR STRUCTURES WITHOUT REPAIR,41825,4505.00
EXCISION MALIGNANT LESION INCL MARGINS FACE EARS EYELID NOSE LIP <=0.5CM,11640,981.00
EXCISION MALIGNANT LESION INCL MARGINS FACE EARS EYELID NOSE LIP 0.6-1CM,11641,1053.00
EXCISION MALIGNANT LESION INCL MARGINS FACE EARS EYELID NOSE LIP 1.1-2CM,11642,1162.00
EXCISION MALIGNANT LESION INCL MARGINS FACE EARS EYELIDS NOSE LIPS 2.1-3,11643,1437.00
EXCISION MALIGNANT LESION INCL MARGINS FACE EARS EYELIDS NOSE LIPS 3.1-4,11644,2331.00
EXCISION MALIGNANT LESION INCL MARGINS SCALP NECK HAND FEET GENT 0.6-1CM,11621,1190.00
EXCISION MALIGNANT LESION INCL MARGINS SCALP NECK HAND FEET GENT 3.1-4CM,11624,3332.00
EXCISION MALIGNANT LESION INCL MARGINS SCALP NECK HANDS FEET GENIT 1.1-2,11622,1646.00
