IDENTIFIER,DESCRIPTION,CATEGORY OF SERVICE,CHARGE AMOUNT,
6070561,CATHETER GUIDING,Supply/Implant,"$1,586.00",
6021842,CATHETER GUIDING,Supply/Implant,"$1,695.80",
6075111,CATHETER GUIDING,Supply/Implant,"$1,695.80",
6080566,CATHETER GUIDING,Supply/Implant,"$1,756.80",
6022222,CATHETER GUIDING,Supply/Implant,"$1,830.00",
6073027,CATHETER GUIDING,Supply/Implant,"$2,013.00",
6021735,CATHETER GUIDING,Supply/Implant,"$2,037.40",
6022131,CATHETER GUIDING,Supply/Implant,"$2,037.40",
6025015,CATHETER GUIDING,Supply/Implant,"$2,037.40",
6028642,CATHETER GUIDING,Supply/Implant,"$2,037.40",
6056576,CATHETER GUIDING,Supply/Implant,"$2,037.40",
6108457,CATHETER GUIDING,Supply/Implant,"$2,037.40",
6088712,CATHETER GUIDING,Supply/Implant,"$2,067.29",
6113681,CATHETER GUIDING,Supply/Implant,"$2,135.00",
6073317,CATHETER GUIDING,Supply/Implant,"$2,257.00",
6073320,CATHETER GUIDING,Supply/Implant,"$2,257.00",
6073321,CATHETER GUIDING,Supply/Implant,"$2,257.00",
6073328,CATHETER GUIDING,Supply/Implant,"$2,257.00",
6070989,CATHETER GUIDING,Supply/Implant,"$2,642.52",
6070720,CATHETER GUIDING,Supply/Implant,"$2,745.00",
6112667,CATHETER GUIDING,Supply/Implant,"$2,745.00",
6081412,CATHETER GUIDING,Supply/Implant,"$3,696.60",
6097609,CATHETER GUIDING,Supply/Implant,"$3,707.82",
6150719,CATHETER GUIDING,Supply/Implant,"$3,897.90",
6106290,CATHETER GUIDING,Supply/Implant,"$4,148.00",
6106291,CATHETER GUIDING,Supply/Implant,"$4,148.00",
6045944,CATHETER GUIDING,Supply/Implant,"$4,257.80",
6061751,CATHETER GUIDING,Supply/Implant,"$4,257.80",
6056691,CATHETER GUIDING,Supply/Implant,"$4,916.60",
6056692,CATHETER GUIDING,Supply/Implant,"$4,916.60",
6029185,CATHETER GUIDING,Supply/Implant,"$5,185.00",
6080582,CATHETER GUIDING,Supply/Implant,"$5,242.46",
6028734,CATHETER GUIDING,Supply/Implant,"$5,451.94",
6118251,CATHETER GUIDING,Supply/Implant,"$5,730.34",
6024397,CATHETER GUIDING,Supply/Implant,"$5,868.20",
6024436,CATHETER GUIDING,Supply/Implant,"$5,868.20",
6071968,CATHETER GUIDING,Supply/Implant,"$6,222.00",
6102390,CATHETER GUIDING,Supply/Implant,"$6,820.29",
6021200,CATHETER GUIDING,Supply/Implant,"$6,832.00",
6118213,CATHETER GUIDING,Supply/Implant,"$7,259.00",
6037203,CATHETER GUIDING,Supply/Implant,"$7,320.00",
6104107,CATHETER GUIDING,Supply/Implant,"$7,869.00",
6081839,CATHETER GUIDING,Supply/Implant,"$7,881.20",
6048289,CATHETER GUIDING,Supply/Implant,"$8,344.80",
6104108,CATHETER GUIDING,Supply/Implant,"$8,479.00",
6110500,CATHETER GUIDING,Supply/Implant,"$8,479.00",
6118214,CATHETER GUIDING,Supply/Implant,"$8,479.00",
6104105,CATHETER GUIDING,Supply/Implant,"$8,662.00",
6104106,CATHETER GUIDING,Supply/Implant,"$8,662.00",
6117007,CATHETER GUIDING,Supply/Implant,"$10,124.78",
6117009,CATHETER GUIDING,Supply/Implant,"$10,124.78",
6118228,CATHETER GUIDING,Supply/Implant,"$10,126.00",
6150209,CATHETER GUIDING,Supply/Implant,"$10,370.00",
6150210,CATHETER GUIDING,Supply/Implant,"$10,370.00",
6117010,CATHETER GUIDING,Supply/Implant,"$10,439.54",
6117013,CATHETER GUIDING,Supply/Implant,"$10,439.54",
6117025,CATHETER GUIDING,Supply/Implant,"$10,439.54",
6100487,CATHETER GUIDING,Supply/Implant,"$10,919.00",
6110793,CATHETER GUIDING,Supply/Implant,"$10,919.00",
6110795,CATHETER GUIDING,Supply/Implant,"$10,919.00",
6117018,CATHETER GUIDING,Supply/Implant,"$11,102.00",
6117021,CATHETER GUIDING,Supply/Implant,"$11,773.00",
6117019,CATHETER GUIDING,Supply/Implant,"$12,078.00",
6077188,CATHETER GUIDING,Supply/Implant,"$12,139.00",
6052272,CATHETER GUIDING,Supply/Implant,"$13,407.80",
6075628,CATHETER GUIDING,Supply/Implant,"$20,374.00",
6078838,CATHETER GUIDING,Supply/Implant,"$30,134.00",
6119149,CATHETER GUIDING,Supply/Implant,"$30,134.00",
6098308,CATHETER GUIDING,Supply/Implant,"$34,587.00",
6076436,CATHETER INTRASPINAL,Supply/Implant,"$12,749.00",
6021084,CATHETER OCCLUSION,Supply/Implant,$128.10,
6021256,CATHETER OCCLUSION,Supply/Implant,$164.70,
6021773,CATHETER OCCLUSION,Supply/Implant,$170.80,
6057313,CATHETER OCCLUSION,Supply/Implant,$192.76,
6072528,CATHETER OCCLUSION,Supply/Implant,$488.00,
6105294,CATHETER OCCLUSION,Supply/Implant,"$2,403.40",
6108283,CATHETER OCCLUSION,Supply/Implant,"$5,242.46",
6120884,CATHETER OCCLUSION,Supply/Implant,"$10,370.00",
6104333,CATHETER OCCLUSION,Supply/Implant,"$18,658.80",
6080353,CATHETER OCCLUSION,Supply/Implant,"$20,740.00",
6075086,CATHETER OCCLUSION,Supply/Implant,"$29,280.00",
6088516,CATHETER URETERAL,Supply/Implant,$131.76,
6113163,CATHETER URETERAL,Supply/Implant,$136.07,
6113290,CATHETER URETERAL,Supply/Implant,$139.20,
6113292,CATHETER URETERAL,Supply/Implant,$139.20,
6030283,CATHETER URETERAL,Supply/Implant,$168.75,
6029741,CATHETER URETERAL,Supply/Implant,$186.66,
6088532,CATHETER URETERAL,Supply/Implant,$197.46,
6102440,CATHETER URETERAL,Supply/Implant,$198.37,
6080889,CATHETER URETERAL,Supply/Implant,$200.32,
6079169,CATHETER URETERAL,Supply/Implant,$208.74,
6079170,CATHETER URETERAL,Supply/Implant,$208.74,
6079171,CATHETER URETERAL,Supply/Implant,$208.74,
6030020,CATHETER URETERAL,Supply/Implant,$233.39,
6079165,CATHETER URETERAL,Supply/Implant,$269.50,
6030049,CATHETER URETERAL,Supply/Implant,$277.67,
6036163,CATHETER URETERAL,Supply/Implant,$277.67,
6104467,CATHETER URETERAL,Supply/Implant,$336.72,
6079166,CATHETER URETERAL,Supply/Implant,$341.11,
6079167,CATHETER URETERAL,Supply/Implant,$341.11,
6106463,CATHETER URETERAL,Supply/Implant,$356.61,
6102813,CATHETER URETERAL,Supply/Implant,$475.80,
6104534,CATHETER URETERAL,Supply/Implant,$480.56,
6029658,CATHETER URETERAL,Supply/Implant,"$1,286.73",
6025033,CATHETER URETERAL,Supply/Implant,"$3,125.64",
6025033,CATHETER URETERAL,Supply/Implant,"$3,125.64",
6025010,COCHLEAR DEVICE,Supply/Implant,"$141,700.00",
6099961,COCHLEAR DEVICE,Supply/Implant,"$141,700.00",
6089232,COCHLEAR DEVICE,Supply/Implant,"$210,240.00",
6094915,COCHLEAR DEVICE,Supply/Implant,"$233,447.71",
6150577,COCHLEAR DEVICE,Supply/Implant,"$235,248.00",
6150578,COCHLEAR DEVICE,Supply/Implant,"$235,248.00",
6089057,CONN TISS HUMAN (INC FASCIA),Supply/Implant,"$17,080.00",
6083198,CONN TISS NON-HUMAN,Supply/Implant,$372.59,
6106136,CONN TISS NON-HUMAN,Supply/Implant,$498.00,
6106862,CONN TISS NON-HUMAN,Supply/Implant,$964.04,
6103658,CONN TISS NON-HUMAN,Supply/Implant,"$2,852.48",
6103659,CONN TISS NON-HUMAN,Supply/Implant,"$2,852.48",
6104342,CONN TISS NON-HUMAN,Supply/Implant,"$3,093.31",
6104344,CONN TISS NON-HUMAN,Supply/Implant,"$3,124.79",
6067039,CONN TISS NON-HUMAN,Supply/Implant,"$4,198.14",
6066864,CONN TISS NON-HUMAN,Supply/Implant,"$4,372.48",
6029199,CONN TISS NON-HUMAN,Supply/Implant,"$5,002.00",
6098801,CONN TISS NON-HUMAN,Supply/Implant,"$5,490.00",
6105392,CONN TISS NON-HUMAN,Supply/Implant,"$6,754.90",
6104541,CONN TISS NON-HUMAN,Supply/Implant,"$6,998.90",
6070244,CONN TISS NON-HUMAN,Supply/Implant,"$17,763.93",
6076715,CONN TISS NON-HUMAN,Supply/Implant,"$28,975.00",
6103230,CONN TISS NON-HUMAN,Supply/Implant,"$35,685.00",
6021206,CRYOABLATION PROBE,Supply/Implant,$135.66,
6114254,CRYOABLATION PROBE,Supply/Implant,"$15,250.00",
6115224,CRYOABLATION PROBE,Supply/Implant,"$15,250.00",
6108848,CRYOABLATION PROBE,Supply/Implant,"$34,160.00",
6064980,CRYOABLATION PROBE,Supply/Implant,"$41,126.20",
6109793,DRAINAGE CATH,Supply/Implant,$132.86,
6109794,DRAINAGE CATH,Supply/Implant,$132.86,
6109795,DRAINAGE CATH,Supply/Implant,$132.86,
6109796,DRAINAGE CATH,Supply/Implant,$132.86,
6109797,DRAINAGE CATH,Supply/Implant,$132.86,
6109799,DRAINAGE CATH,Supply/Implant,$132.86,
6075618,DRAINAGE CATH,Supply/Implant,$158.60,
6109668,DRAINAGE CATH,Supply/Implant,$483.12,
6111478,DRAINAGE CATH,Supply/Implant,$507.28,
6107048,DRAINAGE CATH,Supply/Implant,$793.00,
6107049,DRAINAGE CATH,Supply/Implant,$793.00,
6025038,DRAINAGE CATH,Supply/Implant,$806.18,
6025038,DRAINAGE CATH,Supply/Implant,$806.18,
6021060,DRAINAGE CATH,Supply/Implant,$829.60,
6112543,DRAINAGE CATH,Supply/Implant,$905.85,
6112544,DRAINAGE CATH,Supply/Implant,$905.85,
6112546,DRAINAGE CATH,Supply/Implant,$905.85,
6021029,DRAINAGE CATH,Supply/Implant,$965.63,
6021191,DRAINAGE CATH,Supply/Implant,$965.63,
6021026,DRAINAGE CATH,Supply/Implant,"$1,033.83",
6021021,DRAINAGE CATH,Supply/Implant,"$1,033.95",
6021023,DRAINAGE CATH,Supply/Implant,"$1,033.95",
6021024,DRAINAGE CATH,Supply/Implant,"$1,033.95",
6021025,DRAINAGE CATH,Supply/Implant,"$1,033.95",
6021027,DRAINAGE CATH,Supply/Implant,"$1,033.95",
6113968,DRAINAGE CATH,Supply/Implant,"$1,130.70",
6084056,DRAINAGE CATH,Supply/Implant,"$4,590.86",
6036662,DRAINAGE CATH,Supply/Implant,"$5,014.20",
6075880,DRAINAGE CATH,Supply/Implant,"$9,083.63",
6029148,DRAINAGE CATH,Supply/Implant,"$9,586.52",
6029148,DRAINAGE CATH,Supply/Implant,"$9,586.52",
6096754,DRAINAGE CATH,Supply/Implant,"$10,345.60",
6075351,DRAINAGE CATH,Supply/Implant,"$12,139.00",
6075684,DRAINAGE CATH,Supply/Implant,"$12,545.14",
6110027,DRAINAGE CATH,Supply/Implant,"$16,360.20",
6023883,EO W/O JOINTS CF,Supply/Implant,$287.00,
6102095,EP INTRACARD FIX-CURVE GUIDING INTROD/SHEATH,Supply/Implant,$422.73,
6021901,EP INTRACARD FIX-CURVE GUIDING INTROD/SHEATH,Supply/Implant,"$1,647.00",
6021904,EP INTRACARD FIX-CURVE GUIDING INTROD/SHEATH,Supply/Implant,"$1,647.00",
6021907,EP INTRACARD FIX-CURVE GUIDING INTROD/SHEATH,Supply/Implant,"$1,647.00",
6022092,EP INTRACARD FIX-CURVE GUIDING INTROD/SHEATH,Supply/Implant,"$1,647.00",
6089045,EP INTRACARD FIX-CURVE GUIDNG INTROD/SHEATH,Supply/Implant,$455.43,
6033793,EP INTRACARD FIX-CURVE GUIDNG INTROD/SHEATH,Supply/Implant,$627.81,
6035734,EP INTRACARD FIX-CURVE GUIDNG INTROD/SHEATH,Supply/Implant,$688.08,
6082050,EP INTRACARD FIX-CURVE GUIDNG INTROD/SHEATH,Supply/Implant,$732.00,
6021337,EP INTRACARD FIX-CURVE GUIDNG INTROD/SHEATH,Supply/Implant,"$1,037.00",
6078775,EP INTRACARD FIX-CURVE GUIDNG INTROD/SHEATH,Supply/Implant,"$1,037.00",
6060219,EP INTRACARD FIX-CURVE GUIDNG INTROD/SHEATH,Supply/Implant,"$1,098.00",
6035735,EP INTRACARD FIX-CURVE GUIDNG INTROD/SHEATH,Supply/Implant,"$3,440.40",
6087037,EP STEERABLE GUIDING INTRODUCR/SHEATH,Supply/Implant,$132.61,
6118454,EP STEERABLE GUIDING INTRODUCR/SHEATH,Supply/Implant,$146.40,
6081752,EP STEERABLE GUIDING INTRODUCR/SHEATH,Supply/Implant,$367.59,
6077199,EP STEERABLE GUIDING INTRODUCR/SHEATH,Supply/Implant,$405.16,
6084790,EP STEERABLE GUIDING INTRODUCR/SHEATH,Supply/Implant,$671.00,
6078605,EP STEERABLE GUIDING INTRODUCR/SHEATH,Supply/Implant,$678.08,
6099417,EP STEERABLE GUIDING INTRODUCR/SHEATH,Supply/Implant,"$1,296.25",
6099428,EP STEERABLE GUIDING INTRODUCR/SHEATH,Supply/Implant,"$1,296.25",
6124886,EP STEERABLE GUIDING INTRODUCR/SHEATH,Supply/Implant,"$1,296.25",
6081328,EP STEERABLE GUIDING INTRODUCR/SHEATH,Supply/Implant,"$1,477.66",
6150692,EP STEERABLE GUIDING INTRODUCR/SHEATH,Supply/Implant,"$6,100.00",
6086536,EP STEERABLE GUIDING INTRODUCR/SHEATH,Supply/Implant,"$7,320.00",
6075569,EP STEERABLE GUIDING INTRODUCR/SHEATH,Supply/Implant,"$9,540.40",
6022093,EP STEERABLE GUIDING INTRODUCR/SHEATH,Supply/Implant,"$10,370.00",
6056976,EP STEERABLE GUIDING INTRODUCR/SHEATH,Supply/Implant,"$10,370.00",
6095920,EP STEERABLE GUIDING INTRODUCR/SHEATH,Supply/Implant,"$10,370.00",
6114979,EVENT RECORDER CARDIAC,Supply/Implant,"$56,120.00",
6080815,EVENT RECORDER CARDIAC,Supply/Implant,"$64,599.00",
2025300,EWHFO W/JOINT(S) CF,Supply/Implant,"$1,162.00",
6023744,EWHO RIGID W/O JNTS CF,Supply/Implant,$766.00,
2025308,EWHO W/JOINT(S) CF,Supply/Implant,$891.00,
6079465,EXTERNAL RECHARG SYS INTERN,Supply/Implant,"$27,694.00",
6023985,FO PIP DIP JNT/SPRNG PRE OTS,Supply/Implant,$51.00,
2025292,FO PIP DIP NO JT SPR PRE OTS,Supply/Implant,$88.74,
6023884,FO W/O JOINTS CF,Supply/Implant,$212.00,
2025195,FOOT INS SPENCO MODEL EA,Supply/Implant,$370.71,
2025197,FOOT INSERT FORM TO PATIENT,Supply/Implant,$213.90,
6072948,GENERATOR NEURO NON-RECHARGE,Supply/Implant,"$110,800.40",
6072949,GENERATOR NEURO NON-RECHARGE,Supply/Implant,"$110,800.40",
6024945,GENERATOR NEURO NON-RECHARGE,Supply/Implant,"$114,500.00",
6079010,GENERATOR NEURO NON-RECHARGE,Supply/Implant,"$145,300.00",
6108261,GENERATOR NEURO NON-RECHARGE,Supply/Implant,"$170,000.00",
6109085,GENERATOR NEURO NON-RECHARGE,Supply/Implant,"$175,000.00",
6072947,GENERATOR NEURO NON-RECHARGE,Supply/Implant,"$175,650.00",
6111267,GENERATOR NEURO NON-RECHARGE,Supply/Implant,"$251,923.20",
6114362,GENERATOR NEURO NON-RECHARGE,Supply/Implant,"$251,923.20",
6119899,GENERATOR NEURO NON-RECHARGE,Supply/Implant,"$306,720.00",
6114966,GENERATOR NEURO NON-RECHARGE,Supply/Implant,"$316,099.20",
6076031,GENERATOR NEURO RECHG BAT SYS,Supply/Implant,"$39,406.00",
6078974,GENERATOR NEURO RECHG BAT SYS,Supply/Implant,"$200,640.00",
6106696,GENERATOR NEURO RECHG BAT SYS,Supply/Implant,"$215,328.00",
6150349,GENERATOR NEURO RECHG BAT SYS,Supply/Implant,"$220,128.00",
6111847,GRAFT VASCULAR,Supply/Implant,$280.60,
6086699,GRAFT VASCULAR,Supply/Implant,"$1,674.82",
6037077,GRAFT VASCULAR,Supply/Implant,"$2,074.00",
6037078,GRAFT VASCULAR,Supply/Implant,"$3,037.80",
6109046,GRAFT VASCULAR,Supply/Implant,"$4,673.58",
6106957,GRAFT VASCULAR,Supply/Implant,"$5,843.19",
6033779,GRAFT VASCULAR,Supply/Implant,"$6,063.40",
6081484,GRAFT VASCULAR,Supply/Implant,"$6,363.40",
6033260,GRAFT VASCULAR,Supply/Implant,"$8,288.07",
6109047,GRAFT VASCULAR,Supply/Implant,"$13,776.85",
6096968,GRAFT VASCULAR,Supply/Implant,"$14,945.00",
6095855,GRAFT VASCULAR,Supply/Implant,"$15,372.00",
6096967,GRAFT VASCULAR,Supply/Implant,"$20,435.00",
6036894,GRAFT VASCULAR,Supply/Implant,"$22,021.00",
6124855,GRAFT VASCULAR,Supply/Implant,"$22,570.00",
6101058,GRAFT VASCULAR,Supply/Implant,"$24,979.50",
6096959,GRAFT VASCULAR,Supply/Implant,"$25,315.00",
6094789,GRAFT VASCULAR,Supply/Implant,"$26,840.00",
6105543,GRAFT VASCULAR,Supply/Implant,"$28,060.00",
6081927,GRAFT VASCULAR,Supply/Implant,"$28,975.00",
6076724,GRAFT VASCULAR,Supply/Implant,"$29,585.00",
6095134,GRAFT VASCULAR,Supply/Implant,"$30,439.00",
6109049,GRAFT VASCULAR,Supply/Implant,"$32,940.00",
6028162,GRAFT VASCULAR,Supply/Implant,"$33,855.00",
6051590,GRAFT VASCULAR,Supply/Implant,"$34,879.80",
6072572,GRAFT VASCULAR,Supply/Implant,"$37,647.74",
6111875,GRAFT VASCULAR,Supply/Implant,"$40,053.58",
6109305,GRAFT VASCULAR,Supply/Implant,"$40,504.00",
6089167,GRAFT VASCULAR,Supply/Implant,"$42,700.00",
6151799,GRAFT VASCULAR,Supply/Implant,"$46,055.00",
6097465,GRAFT VASCULAR,Supply/Implant,"$54,436.40",
6047557,GRAFT VASCULAR,Supply/Implant,"$75,640.00",
6073794,GRAFT VASCULAR,Supply/Implant,"$83,265.00",
6105359,GRAFT VASCULAR,Supply/Implant,"$86,620.00",
6027991,GUIDE WIRE,Supply/Implant,$122.00,
6021799,GUIDE WIRE,Supply/Implant,$128.10,
6049249,GUIDE WIRE,Supply/Implant,$128.10,
6085165,GUIDE WIRE,Supply/Implant,$129.08,
6025052,GUIDE WIRE,Supply/Implant,$130.66,
6028310,GUIDE WIRE,Supply/Implant,$131.88,
6021798,GUIDE WIRE,Supply/Implant,$134.20,
6021810,GUIDE WIRE,Supply/Implant,$134.20,
6055960,GUIDE WIRE,Supply/Implant,$134.20,
6055961,GUIDE WIRE,Supply/Implant,$134.20,
6024381,GUIDE WIRE,Supply/Implant,$135.42,
6028366,GUIDE WIRE,Supply/Implant,$136.27,
6028366,GUIDE WIRE,Supply/Implant,$136.27,
6025034,GUIDE WIRE,Supply/Implant,$137.25,
6025036,GUIDE WIRE,Supply/Implant,$137.25,
6028280,GUIDE WIRE,Supply/Implant,$137.25,
6074001,GUIDE WIRE,Supply/Implant,$137.62,
6075141,GUIDE WIRE,Supply/Implant,$140.30,
6021138,GUIDE WIRE,Supply/Implant,$140.79,
6025100,GUIDE WIRE,Supply/Implant,$146.40,
6027990,GUIDE WIRE,Supply/Implant,$146.40,
6048035,GUIDE WIRE,Supply/Implant,$146.40,
6071954,GUIDE WIRE,Supply/Implant,$146.40,
6073754,GUIDE WIRE,Supply/Implant,$146.40,
6024895,GUIDE WIRE,Supply/Implant,$147.50,
6024955,GUIDE WIRE,Supply/Implant,$147.50,
6061675,GUIDE WIRE,Supply/Implant,$150.55,
6021168,GUIDE WIRE,Supply/Implant,$152.50,
6021189,GUIDE WIRE,Supply/Implant,$152.50,
6113986,GUIDE WIRE,Supply/Implant,$158.23,
6028646,GUIDE WIRE,Supply/Implant,$158.60,
6028353,GUIDE WIRE,Supply/Implant,$164.70,
6122288,GUIDE WIRE,Supply/Implant,$170.80,
6122292,GUIDE WIRE,Supply/Implant,$170.80,
6122310,GUIDE WIRE,Supply/Implant,$170.80,
6124084,GUIDE WIRE,Supply/Implant,$170.80,
6124085,GUIDE WIRE,Supply/Implant,$170.80,
6124090,GUIDE WIRE,Supply/Implant,$170.80,
6124092,GUIDE WIRE,Supply/Implant,$170.80,
6124094,GUIDE WIRE,Supply/Implant,$170.80,
6124097,GUIDE WIRE,Supply/Implant,$170.80,
6124100,GUIDE WIRE,Supply/Implant,$170.80,
6124158,GUIDE WIRE,Supply/Implant,$170.80,
6124176,GUIDE WIRE,Supply/Implant,$170.80,
6124199,GUIDE WIRE,Supply/Implant,$170.80,
6124269,GUIDE WIRE,Supply/Implant,$170.80,
6124271,GUIDE WIRE,Supply/Implant,$170.80,
6025092,GUIDE WIRE,Supply/Implant,$174.70,
6021963,GUIDE WIRE,Supply/Implant,$176.90,
6028372,GUIDE WIRE,Supply/Implant,$177.14,
6114122,GUIDE WIRE,Supply/Implant,$183.00,
6118997,GUIDE WIRE,Supply/Implant,$183.00,
6153272,GUIDE WIRE,Supply/Implant,$183.00,
6024986,GUIDE WIRE,Supply/Implant,$189.59,
6025035,GUIDE WIRE,Supply/Implant,$189.59,
6025035,GUIDE WIRE,Supply/Implant,$189.59,
6116682,GUIDE WIRE,Supply/Implant,$194.22,
6104335,GUIDE WIRE,Supply/Implant,$196.42,
6021089,GUIDE WIRE,Supply/Implant,$198.25,
6022078,GUIDE WIRE,Supply/Implant,$201.42,
6087747,GUIDE WIRE,Supply/Implant,$206.67,
6117682,GUIDE WIRE,Supply/Implant,$207.40,
6151589,GUIDE WIRE,Supply/Implant,$207.40,
6021307,GUIDE WIRE,Supply/Implant,$211.06,
6113091,GUIDE WIRE,Supply/Implant,$215.11,
6035802,GUIDE WIRE,Supply/Implant,$216.55,
6106140,GUIDE WIRE,Supply/Implant,$220.45,
6022079,GUIDE WIRE,Supply/Implant,$222.65,
6021806,GUIDE WIRE,Supply/Implant,$235.46,
6057441,GUIDE WIRE,Supply/Implant,$235.46,
6032265,GUIDE WIRE,Supply/Implant,$242.54,
6026863,GUIDE WIRE,Supply/Implant,$244.00,
6027028,GUIDE WIRE,Supply/Implant,$244.00,
6027029,GUIDE WIRE,Supply/Implant,$244.00,
6027444,GUIDE WIRE,Supply/Implant,$244.00,
6106215,GUIDE WIRE,Supply/Implant,$244.00,
6121242,GUIDE WIRE,Supply/Implant,$244.00,
6028648,GUIDE WIRE,Supply/Implant,$245.59,
6120902,GUIDE WIRE,Supply/Implant,$245.59,
6113987,GUIDE WIRE,Supply/Implant,$250.34,
6025804,GUIDE WIRE,Supply/Implant,$251.32,
6070222,GUIDE WIRE,Supply/Implant,$251.32,
6107112,GUIDE WIRE,Supply/Implant,$251.32,
6108247,GUIDE WIRE,Supply/Implant,$251.32,
6021823,GUIDE WIRE,Supply/Implant,$252.42,
6021822,GUIDE WIRE,Supply/Implant,$252.54,
6022048,GUIDE WIRE,Supply/Implant,$254.13,
6074607,GUIDE WIRE,Supply/Implant,$256.20,
6074608,GUIDE WIRE,Supply/Implant,$256.20,
6074609,GUIDE WIRE,Supply/Implant,$256.20,
6074610,GUIDE WIRE,Supply/Implant,$256.20,
6044943,GUIDE WIRE,Supply/Implant,$264.50,
6021147,GUIDE WIRE,Supply/Implant,$268.40,
6080427,GUIDE WIRE,Supply/Implant,$268.40,
6095794,GUIDE WIRE,Supply/Implant,$268.40,
6089145,GUIDE WIRE,Supply/Implant,$269.01,
6090213,GUIDE WIRE,Supply/Implant,$277.55,
6037724,GUIDE WIRE,Supply/Implant,$280.60,
6107861,GUIDE WIRE,Supply/Implant,$280.60,
6021771,GUIDE WIRE,Supply/Implant,$290.12,
6124107,GUIDE WIRE,Supply/Implant,$292.80,
6028352,GUIDE WIRE,Supply/Implant,$298.90,
6028714,GUIDE WIRE,Supply/Implant,$305.00,
6046108,GUIDE WIRE,Supply/Implant,$305.00,
6081065,GUIDE WIRE,Supply/Implant,$305.00,
6118955,GUIDE WIRE,Supply/Implant,$305.00,
6028342,GUIDE WIRE,Supply/Implant,$306.22,
6021883,GUIDE WIRE,Supply/Implant,$313.05,
6074606,GUIDE WIRE,Supply/Implant,$317.20,
6081798,GUIDE WIRE,Supply/Implant,$317.20,
6081800,GUIDE WIRE,Supply/Implant,$317.20,
6118971,GUIDE WIRE,Supply/Implant,$317.20,
6120944,GUIDE WIRE,Supply/Implant,$317.57,
6068423,GUIDE WIRE,Supply/Implant,$319.03,
6107211,GUIDE WIRE,Supply/Implant,$320.13,
6024946,GUIDE WIRE,Supply/Implant,$327.94,
6021769,GUIDE WIRE,Supply/Implant,$335.01,
6022170,GUIDE WIRE,Supply/Implant,$335.01,
6022077,GUIDE WIRE,Supply/Implant,$335.50,
6122301,GUIDE WIRE,Supply/Implant,$341.60,
6124086,GUIDE WIRE,Supply/Implant,$341.60,
6124087,GUIDE WIRE,Supply/Implant,$341.60,
6124089,GUIDE WIRE,Supply/Implant,$341.60,
6028578,GUIDE WIRE,Supply/Implant,$348.92,
6047334,GUIDE WIRE,Supply/Implant,$349.29,
6061720,GUIDE WIRE,Supply/Implant,$361.12,
6088517,GUIDE WIRE,Supply/Implant,$362.58,
6021127,GUIDE WIRE,Supply/Implant,$364.41,
6060396,GUIDE WIRE,Supply/Implant,$364.41,
6028660,GUIDE WIRE,Supply/Implant,$364.78,
6021155,GUIDE WIRE,Supply/Implant,$368.56,
6064791,GUIDE WIRE,Supply/Implant,$370.76,
6021174,GUIDE WIRE,Supply/Implant,$373.93,
6021180,GUIDE WIRE,Supply/Implant,$373.93,
6021770,GUIDE WIRE,Supply/Implant,$373.93,
6021777,GUIDE WIRE,Supply/Implant,$373.93,
6021781,GUIDE WIRE,Supply/Implant,$373.93,
6061718,GUIDE WIRE,Supply/Implant,$373.93,
6061719,GUIDE WIRE,Supply/Implant,$373.93,
6124119,GUIDE WIRE,Supply/Implant,$378.20,
6124122,GUIDE WIRE,Supply/Implant,$378.20,
6021768,GUIDE WIRE,Supply/Implant,$379.66,
6032418,GUIDE WIRE,Supply/Implant,$388.69,
6066692,GUIDE WIRE,Supply/Implant,$389.18,
6070183,GUIDE WIRE,Supply/Implant,$393.45,
6021146,GUIDE WIRE,Supply/Implant,$402.60,
6066694,GUIDE WIRE,Supply/Implant,$403.82,
6116607,GUIDE WIRE,Supply/Implant,$409.92,
6106270,GUIDE WIRE,Supply/Implant,$410.77,
6028354,GUIDE WIRE,Supply/Implant,$411.75,
6028670,GUIDE WIRE,Supply/Implant,$413.58,
6021886,GUIDE WIRE,Supply/Implant,$427.00,
6081799,GUIDE WIRE,Supply/Implant,$427.00,
6081788,GUIDE WIRE,Supply/Implant,$439.20,
6102887,GUIDE WIRE,Supply/Implant,$444.08,
6057861,GUIDE WIRE,Supply/Implant,$449.33,
6022245,GUIDE WIRE,Supply/Implant,$463.60,
6026449,GUIDE WIRE,Supply/Implant,$463.60,
6024952,GUIDE WIRE,Supply/Implant,$471.41,
6024952,GUIDE WIRE,Supply/Implant,$471.41,
6078082,GUIDE WIRE,Supply/Implant,$471.41,
6114196,GUIDE WIRE,Supply/Implant,$471.41,
6118819,GUIDE WIRE,Supply/Implant,$471.41,
6118820,GUIDE WIRE,Supply/Implant,$471.41,
6118821,GUIDE WIRE,Supply/Implant,$471.41,
6118822,GUIDE WIRE,Supply/Implant,$471.41,
6120941,GUIDE WIRE,Supply/Implant,$484.05,
6150683,GUIDE WIRE,Supply/Implant,$484.05,
6120966,GUIDE WIRE,Supply/Implant,$485.32,
6033140,GUIDE WIRE,Supply/Implant,$488.00,
6047285,GUIDE WIRE,Supply/Implant,$488.00,
6074114,GUIDE WIRE,Supply/Implant,$488.00,
6060654,GUIDE WIRE,Supply/Implant,$500.20,
6021844,GUIDE WIRE,Supply/Implant,$502.03,
6022203,GUIDE WIRE,Supply/Implant,$502.03,
6024300,GUIDE WIRE,Supply/Implant,$502.03,
6083908,GUIDE WIRE,Supply/Implant,$502.03,
