PROCEDURE,DESCRIPTION,CPT CODE, CHARGE ,REV CODE
LAB9031,PERTUSSIS-PARAPERTUSSIS PCRwbi,87801,390,306
LAB8021,CYTOMEGALOVIRUS AB  IGG,86644,54,309
LAB8914,NON-GYN FLUIDS-WSHESorBRUSHES,88104,137,310
LAB8916,NON-GYN CONCENTRATION TECHwINT,88108,137,310
LAB9817,NonGynCellEnhanceTech&Interp,88112,109,310
LAB8917,NON-GYN CellEnhanceTech&Interp,88112,137,310
LAB8805,PAP SMEAR 1 SLIDE,88148,74,310
LAB8918,Non-Gyn CytoFineNeedleAspri&Ev,88173,223,310
LAB8921,TISSUE EXAM LEVEL 1,88300,74,310
LAB8922,TISSUE EXAM LEVEL-2,88302,137,310
LAB8923,TISSUE EXAM LEVEL-3,88304,109,310
LAB88305XS,TISSUE EXAM LEVEL-4.XS,88305,178,310
LAB8924,TISSUE EXAM LEVEL-4,88305,178,310
LAB8919,TISSUE ExamLevel 5-(CellBlock),88305,223,310
LAB8925,TISSUE EXAM LEVEL-5,88307,354,310
LAB8926,TISSUE EXAM LEVEL-6,88309,900,310
LAB8927,DECALCIFICATION,88311,74,310
LAB8928,SPECIAL STAIN GROUP 1,88312,137,310
LAB8929,SPECIAL STAIN GROUP-2,88313,137,310
LAB9080,ANTIBODY-ADD'L-Immunohistochem,88341,57,310
LAB8931,IMMUNOCYTOCHEMISTRY STAIN,88342,178,310
LAB8932,MANUAL QUANT IMMUNOHISTOCHEM,88360,223,310
LAB8933,IN-SITU HYBRIDIZATION,88365,223,310
LAB8934,MANUAL MORPHOMETRIC ANALYSIS,88377,354,310
DEX0940,DEXA ONE OR MORE SITE-AXIAL,77080,352,320
CSV004544,CONTRAST-MULTIHANCE 10ml INJ,,283.85,343
CSV004368,CONTRAST-MULTIHANCE20mlVIAL-BR,,385,343
CSV004841,CONTRAST-MULTIHANCE-15ML VIAL,,385,343
CT0701,CT HEAD WO,70450,828,350
CT0702,CT HEAD W,70460,"1,124.00",350
CT0703,CT HEAD W/WO,70470,"1,267.00",350
CT0704,CT ORBITS-SELLA WO,70480,828,350
CT0742,CT ORBITS/SELLA W,70481,"1,124.00",350
CT0706,CT ORBITS-SELLA W/WO,70482,"1,267.00",350
CT0749,CT FACIAL UNENHANCED,70486,828,350
CT0750,CT MAXILLOFACIAL W,70487,"1,124.00",350
CT0751,CT MAXILLOFACIAL W/WO,70488,"1,267.00",350
CT0743,CT NECK SOFT TISSUE W/O,70490,828,350
CT0711,CT NECK SOFT TISSUE W,70491,"1,124.00",350
CT0712,CT NECK SOFT TISSUE W/WO,70492,"1,267.00",350
CT0713,CT CHEST WO,71250,828,350
CT0714,CT CHEST W,71260,"1,124.00",350
CT0715,CT CHEST W/WO,71270,"1,267.00",350
CT0752,CT ANGIO CHEST,71275,"1,278.00",350
CT0716,CT CERVICAL SPINE WO,72125,828,350
CT0717,CT CERVICAL SPINE W,72126,"1,124.00",350
CT0718,CT CERVICAL SPINE W/WO,72127,"1,267.00",350
CT0719,CT THORACIC SPINE WO,72128,828,350
CT0744,CT THORACIC SPINE W,72129,"1,124.00",350
CT0721,CT THORACIC SPINE W/WO,72130,"1,267.00",350
CT0722,CT LUMBAR SPINE WO,72131,828,350
CT0723,CT LUMBAR SPINE W,72132,"1,124.00",350
CT0724,CT LUMBAR SPINE W-WO,72133,"1,267.00",350
CT0725,CT PELVIS WO,72192,828,350
CT0726,CT PELVIS W,72193,"1,124.00",350
CT0727,CT PELVIS W/WO,72194,"1,267.00",350
CT0728,CT UPPER EXTREMITY WO,73200,828,350
CT0729,CT UPPER EXTREMITY W,73201,"1,124.00",350
CT0753,CT EXTREMITY-UPPER-LEFT-W/WO,73202,"1,267.00",350
CT0754,CT EXTREMITY-UPPER-RIGHT-W/WO,73202,"1,267.00",350
CT0731,CT LOWER EXTREMITY WO,73700,828,350
CT0732,CT LOWER EXTREMITY W,73701,"1,124.00",350
CT0734,CT ABDOMEN WO,74150,828,350
CT0746,CT ABDOMEN W,74160,"1,124.00",350
CT0747,CT ABDOMEN W/WO,74170,"1,267.00",350
CT0769,CT-ABDOMEN-PELVISw/oCONTRAST,74176,"1,440.00",350
CT0768,CT-ABDOMEN-PELVIS-W,74177,"1,952.00",350
CT0771,CT-ABDOMEN-PELVISw/woCONTRAST,74178,"1,952.00",350
CT0401,CT-SINUS LIMITED,76380,456,350
CTG0297,CT-CHEStLowDosScrn4LungCancer,,"1,015.00",352
CLI5060,"SURGICAL PROCEDURE 1"" to 15""",,19.9,360
CLI5070,"SURGICAL PROCEDURE 16"" to 30""",,39.8,360
CLI5071,"SURGICAL PROCEDURE 31""to 60""",,79.05,360
CLI5072,"SURGICAL PROCEDURE 61""to 120""",,157.6,360
ANEF64415,N.BLOCK-INJ BRACHIAL PLEXUSfac,64415,840,370
ANEF64417,N.BLOCK INJ AXILLARY-FAC,64417,840,370
ANEF64445,N.BLOCK-INJ SCIATIC SNG.FAC,64445,678,370
ANEF64447,N.BLOCK INJ FEMORAL SINGLE FAC,64447,679,370
ANEF64450,N.BLOCK-OtherPeripheiralINJfac,64450,437,370
ANEF64999,BLOCK.BIER-(Anes).FAC,64999,306,370
ANE99100,ANESTH-AGE CPT QUALIFIER,99100,55,370
EMD99151,"CONSCIOUS SEDATION-1st15""<5yrs",99151,234,370
EMD99152,"CONSCIOUS SEDATION 1st15"">5yrs",99152,278,370
EMD99153,"ConsciousSedationAdd15""anyAge",99153,140,370
ANEFAC,"ANESTHESIA-FACILITY.eaUNIT-15""",,108,379
LAB9129,ANTIBODY ID,86870,199,390
LAB8930,ANTIGEN TYPING,86905,83,390
BLD8410,BloodBankHandle&StorageP9016,P9016,317,390
BLD8413,BloodBankHandle&StorageP9036,P9036,818,390
BLD8414,BloodBankHandle&StorageP9052,P9052,"1,312.00",390
BLD8412,BloodBankHandle&StorageP9058,P9058,464,390
BLD8000,BLOOD BANK-ORDERS-report tool,, -   ,390
LABP9037,PLATE PheresLeukoreduIrradUnit,,775,390
EMD6075,BLOOD TRANSF ADM-EA ADD'L-EMD,36430,135,391
EMD6070,BLOOD TRANSF ADM-1st UNIT-EMD,36430,228,391
BLDEMD6071,BLOOD ADM-1 HOUR-EMD,36430,854,391
BLDMED6071,BLOOD ADM-1 HOUR-ACUTE,36430,854,391
BLDPCC6071,BLOOD ADM-1 HOUR-PCC,36430,854,391
BLDEMD6072,BLOOD ADM-2 HOURS-EMD,36430,"1,004.00",391
BLDMED6072,BLOOD ADM-2 HOURS-ACUTE,36430,"1,004.00",391
BLDPCC6072,BLOOD ADM-2 HOURS-PCC,36430,"1,004.00",391
BLDEMD6073,BLOOD ADM-3 HOURS-EMD,36430,"1,154.00",391
BLDMED6073,BLOOD ADM-3 HOURS-ACUTE,36430,"1,154.00",391
BLDPCC6073,BLOOD ADM-3 HOURS-PCC,36430,"1,154.00",391
BLDEMD6074,BLOOD ADM-4 HOURS-EMD,36430,"1,304.00",391
BLDMED6074,BLOOD ADM-4 HOURS-ACUTE,36430,"1,304.00",391
BLDPCC6074,BLOOD ADM-4 HOURS-PCC,36430,"1,304.00",391
BLDEMD6075,BLOOD ADM-5 HOURS-EMD,36430,"1,454.00",391
BLDMED6075,BLOOD ADM-5 HOURS-ACUTE,36430,"1,454.00",391
BLDPCC6075,BLOOD ADM-5 HOURS-PCC,36430,"1,454.00",391
BLDEMD6076,BLOOD ADM-6 HOURS-EMD,36430,"1,604.00",391
BLDMED6076,BLOOD ADM-6 HOURS-ACUTE,36430,"1,604.00",391
BLDPCC6076,BLOOD ADM-6 HOURS-PCC,36430,"1,604.00",391
BDLMED6077,BLOOD ADM-7 HOURS-ACTUE,36430,"1,754.00",391
BLDEMD6077,BLOOD ADM-7 HOURS-EMD,36430,"1,754.00",391
BLDMED6077,BLOOD ADM-7 HOURS-ACUTE,36430,"1,754.00",391
BLDPCC6077,BLOOD ADM-7 HOURS-PCC,36430,"1,754.00",391
BLDEMD6078,BLOOD ADM-8 HOURS-EMD,36430,"1,904.00",391
BLDMED6078,BLOOD ADM-8 HOURS-ACUTE,36430,"1,904.00",391
BLDPCC6078,BLOOD ADM-8 HOURS-PCC,36430,"1,904.00",391
BLDEMD6079,BLOOD ADM-9 HOURS-EMD,36430,"2,054.00",391
BLDMED6079,BLOOD ADM-9 HOURS-ACUTE,36430,"2,054.00",391
BLDPCC6079,BLOOD ADM-9 HOURS-PCC,36430,"2,054.00",391
BLDEMD6080,BLOOD ADM-10 HOURS-EMD,36430,"2,204.00",391
BLDMED6080,BLOOD ADM-10 HOURS-ACUTE,36430,"2,204.00",391
BLDPCC6080,BLOOD ADM-10 HOURS-PCC,36430,"2,204.00",391
EMD76705,US-ABDOMENrealTimeW/ImageLMTD,76705,474,402
EMD76706,US-AbdomenAortaToDetectBulging,76706,309,402
EMD76815,US-PREGNANuterusLMTD1/>Fetuses,76815,308,402
HHMISCPT,HOME HEALTH-MISC-PT,, VARIED ,420
HHPTMILE,HOME HEALTH-MILEAGE PT-0.00-PH,, VARIED ,420
HHPTMILAFS,HOME HEALTH-MILEAGE-PT-AFS-.51,,0.51,420
HHPTMILES,HOME HEALTH-MILEAGE PT-.535-PH,,0.53,420
HHTMCNPTAF,"HH-TeamConferenceEA15""PT-A.F.S",,10,420
HHPTNVSTAF,HOME HEALTH-NON SER VST-PT-AFS,,20,420
HHVTRFPTAF,HOME HEALTH-VST-REFUSAL-PT-AFS,,20,420
HHVSTDISPT,HH-VST EXT DISTANCE FEE-PT-AFS,,30,420
HHINSERPPT,HOME HEALTH-INSERV PARTICIP-PT,,40,420
HHPTNONVST,HH-NON SERVICE VST-PT-P.H.,,40,420
HHPTTMCN,HH-TeamConferencePerHr-PT-P.H.,,40,420
HHVSTREFPT,HH-VISIT-REFUSAL-PT-P.H.,,40,420
HHVSTPT,HOME HEALTH-VISIT-PT,,83,420
OCC3135,TENS INSTRUCTIONS,64550,22,430
OCC2075,DEVELOPMENTAL EVALVATION,96110,80,430
OCC2093,NEUROBEHAVIORAL EVALUATION/HR,96116,216,430
OCC3150,PARAFFIN BATH,97018,27,430
OCC3045,WHIRLPOOL/LAVAGE,97022,58,430
OCC5750,DIATHERMY,97024,16,430
OCC2102,"ELECTRICAL MUSCLE STIM-EA 15""",97032,48,430
OCC3134,"IONTOPHOROSIS EACH 15""",97033,65,430
OCC3125,"ULTRASOUND EACH 15""",97035,32,430
OCC3020,"THERAPEUTIC EXERCISE EACH 15""",97110,80,430
OCC3130,NEUROMUSCULAR REEDUCATION B/C,97112,84,430
OCC2098,"GAIT TRAINING EACH 15""",97116,70,430
OCC97124,"MASSAGE THERAPY-OT.ea.15""",97124,77,430
OCC97127,COGNITIVE.TRAINING-UNTIMED,97127,198,430
OCC2070,"MANUAL THERAPY (MTX MFR) 15""",97140,74,430
OCC3090,"THERAPEUTIC ACTIVITY 15""",97530,86,430
OCC4010,"THERAPEUTIC ACTIVITY(w mod)15""",97530,86,430
OCC6200,SENSORY INTEGRATION TECH,97533,72,430
OCC2101,SelfCare/HomeManagementTrning,97535,87,430
OCC3055,"ACTIVITY OF DAILY LIVING 15""",97535,87,430
OCC6205,WheelchairTrainingAssessment15,97542,77,430
OCC2085,DEBRIDEMENT-SELECTED,97597,58,430
OCC2090,DEBRIDEMENT-SELECTIVE >20sq cm,97598,27,430
OCC3170,"ORTHO.Fitting&TrainInitial.15""",97760,94,430
OCC2100,"PROSTH.MGMT&TRAIN.INITIAL.15""",97761,82,430
OCC97763,"ORTH/PROS.TRAINING.SUBSEQ 15""",97763,82,430
OCC3120,ELECTRICAL MUSCLE STIM-EACH,G0283,42,430
OCCG0515,"COGNITIVE.TRAINING-Medicare15""",G0515,66,430
OCC5889,WALKING-MOVING-CURRENT-OT,G8978,0.01,430
OCC5890,WALKING-MOVING-GOAL-OT,G8979,0.01,430
OCC5891,WALKING-MOVING-DISCHARGE-OT,G8980,0.01,430
OCC5892,CHANGE-BODY-POS-CURRENT-OT,G8981,0.01,430
OCC5893,CHANGE-BODY-POS-GOAL-OT,G8982,0.01,430
OCC5894,CHANGE-BODY-POS-DISCHARGE-OT,G8983,0.01,430
OCC5895,CARRY-MOVE-HANDLE-CURRENT-OT,G8984,0.01,430
OCC5896,CARRY-MOVE-HANDLE-GOAL-OT,G8985,0.01,430
OCC5897,CARRY-MOVE-HANDLE-DISCHARGE-OT,G8986,0.01,430
OCC5898,SELF CARE-CURRENT-OT,G8987,0.01,430
OCC5899,SELF CARE-GOAL-OT,G8988,0.01,430
OCC5900,SELF CARE-DISCHARGE-OT,G8989,0.01,430
OCC5901,OTHER-PRIMARY-CURRENT-OT,G8990,0.01,430
OCC5902,OTHER-PRIMARY-GOAL-OT,G8991,0.01,430
OCC5903,OTHER-PRIMARY-DISHCARGE-OT,G8992,0.01,430
OCC5904,OTHER-PRIMARY-GOAL-PT,G8993,0.01,430
OCC5905,OTHER-SUBSEQUENT-GOAL-OT,G8994,0.01,430
OCC5906,OTHER-SUBSEQUENT-DISCHARGE-OT,G8995,0.01,430
HHMISCOT,HOME HEALTH-MISC-OT,, VARIED ,430
HHOTMILE,HOME HEALTH-MILEAGE-OT-0.00-PH,, VARIED ,430
HHOTMILAFS,HOME HEALTH-MILEAGE-OT-AFS-.51,,0.51,430
HHOTMILES,HOME HEALTH-MILEAGE-OT-.535-PH,,0.53,430
HHTMCNOTAF,"HH-TeamConferenceEA15""OT-A.F.S",,10,430
OCC2116,"IDEA-REPORTS-PER 15""-OT",,10.5,430
HHOTNVSTAF,HOME HEALTH-NON SER VST-OT-AFS,,20,430
HHVTRFOTAF,HOME HEALTH-VST-REFUSAL-OT-AFS,,20,430
HHVSTDISOT,HH-VST EXT DISTANCE FEE-OT-AFS,,30,430
HHINSERPOT,HOME HEALTH-INSERV PARTICIP-OT,,40,430
HHOTNONVST,HH-NON SERVICE VST-OT-P.H.,,40,430
HHOTTMCN,HH-TeamConferencePerHr-OT-P.H.,,40,430
HHVSTREFOT,HH-VISIT-REFUSAL-OT-P.H.,,40,430
OCC2109,IDVA-IEPCommunication15mins-OT,,42,430
OCC2115,IDEA-SESSION-OT-15minutes,,42,430
OCC2091,"IEP TEAM COMMUNICATION PER 15""",,43,430
OCC2114,"IDVA-GAIT TRAINING-PER15""-OT",,49,430
OCC2111,"IDVA-TherapeuticExercise-15""OT",,55,430
OCC2112,"IDVA-Bal/Corrdin-Training15""OT",,58,430
OCC2113,"IDVA-ActDailyLivingSkls-15""OT",,59,430
OCC2110,"IDVA-SENSORY-INTERGR-TECH15""OT",,66,430
HHVSTOT,HOME HEALTH-VISIT-OT,,83,430
OCC2117,"IDEA-IEP MEETING-PER 30""-OT",,84,430
OCC2104,IDVA-DevelopmentalScreening-OT,,170.5,430
OCC2103,IDVA-DEVELOPMENTAL TEST-RPT-OT,,192,430
OCC3015,EVALUATION,97003,210,434
OCC3035,RE EVALUATION,97004,130,434
OCC4025,RE-EVALUATION (w.mod),97004,130,434
OCC97165,OCC-EVAL.LOW.COMPLEXITY,97165,157,434
OCC97166,OCC-EVAL.MODERATE.COMPLEXITY,97166,210,434
OCC97167,OCC-EVAL.HIGH.COMPLEXITY,97167,262,434
OCC97168,OCC-EVAL.RE-EVAL,97168,130,434
OCC2107,IDVA-EVALUATIONS-ADDTL-OT,,123,434
OCC2105,IDVA-NeurobehavioralEvaluation,,170.5,434
OCC2106,IDVA-COGNITION EVALUATION-OT,,170.5,434
OCC2108,IDVA-RE-EVAL and REPORTS-OT,,192,434
OCH1900,AUDIOMETER SCREENING,92551,28,440
EMD8161,FINEneedleAspirBXwoImg1stLesio,10021,366,450
EMD8130,I&D-SIMPLE-ABSCESS,10060,191,450
EMD10061,I&D-SkinSubcutaneoCompOrMultip,10061,366,450
EMD8135,I&D-SIMPLE-PILONIDAL CYST,10080,417,450
EMD8140,F.B.REMOVAL.SIMPLE,10120,366,450
EMD8145,F.B.REMOVAL-COMPLICATED,10121,"1,546.00",450
EMD11200,SKIN TAG REMOVAL <15,11200,181,450
EMD7025,NAIL.PLATE.AVULSION,11730,191,450
EMD8155,NAIL PLATE AVULSION,11730,191,450
EMD8150,HEMATOMA-SUBUNGUAL,11740,68,450
EMD7023,NAIL.BED.REPAIR,11760,566,450
EMD8225,"LAC-SIMPLE-S.E.T. 0-1""/0-2.5cm",12001,191,450
EMD8230,"LAC.SIMPLE.S.E.T.1""to3""",12002,191,450
EMD8235,"LAC.SIMPLE.S.E.T.3""to5""",12004,191,450
EMD8240,"LAC.SIMPLE.S.E.T.5""to8""",12005,366,450
EMD8245,"LAC.SIMPLE.S.E.T.8""to12""",12006,484,450
EMD12007,LAC-SIMPLE->30cm-S.E.,12007,211,450
EMD8250,"LAC.SIMPLE.FACE.0""to1""",12011,191,450
EMD8255,"LAC.SIMPLE.FACE.1""to2""",12013,191,450
EMD8260,"LAC.SIMPLE.FACE.2""to3""",12014,434,450
EMD8265,"LAC.SIMPLE.FACE.3""to5""",12015,191,450
EMD8270,"LAC.SIMPLE.FACE.5""to8""",12016,454,450
EMD8275,"LAC.INTERMED.S.A.T.0""to1""",12031,717,450
EMD8280,"LAC.INTERMED.S.A.T.1""to3""",12032,366,450
EMD8285,"LAC.INTERMED.S.A.T.3""to5""",12034,701,450
EMD8290,"LAC.INTERMED.S.A.T.5""to8""",12035,815,450
EMD8295,"LAC.INTERMED.S.A.T.8""to12""",12036,900,450
EMD8300,"LAC.INTERMED.S.A.T.>12""",12037,"1,340.00",450
EMD8305,"LAC-INTERMED-N.H.F.-0to1""",12041,529,450
EMD8310,"LAC-INTERMED-N.H.F.1""to3""",12042,366,450
EMD8315,"LAC-INTERMED-N.H.F.3""to5""",12044,617,450
EMD8320,"LAC-INTERMED-N.H.F.5""to8""",12045,661,450
EMD8325,"LAC-INTERMED-N.H.F.8""to12""",12046,615,450
EMD8330,"LAC-INTERMED-E.E.N.0to1""",12051,191,450
EMD8335,"LAC-INTERMED-E.E.N.1""to2""",12052,366,450
EMD8340,"LAC-INTERMED-E.E.N.2""to3""",12053,561,450
EMD8345,"LAC-INTERMED-E.E.N.3""to5""",12054,582,450
EMD8350,"LAC-INTERMED-E.E.N.5""to8""",12055,575,450
EMD8158,LacerationRepairCompl2.6-7.5cm,13121,566,450
EMD8159,LacerationRepairComplexAddl5cm,13122,227,450
EMD13131,LAC-COMP-REPAIR-1.1-2.5cm,13131,293,450
EMD13132,LAC-COMP-REPAIR-2.6-7.5cm,13132,453,450
EMD13133,LAC-COMP-REPAIR-EA.ADD'L-5cm,13133,154,450
EMD13151,RepairComplE-l.NaoLp1.1-2.5cm,13151,660,450
EMD13152,RepairComplE-l.NaoLp2.6-7.5cm,13152,566,450
EMD13153,RepairComplE-l.NaoLpEAaddtl5cm,13153,401,450
EMD8495,BURN CARE-INITIAL,16000,191,450
EMD8142,BurnCareDrsngDebride<5%TBSA,16020,191,450
EMD3102,BurnCareDrsngDebride5-10%TBSA,16025,161,450
EMD3103,BurnCareDrsngDebride10%+TBSA,16030,204,450
EMD8162,CAUTERY TISSUE-CHEMICAL,17250,191,450
EMD20520,F.B.REMOV.MuscleTendonShthSimp,20520,"1,545.00",450
EMD20552,INJ-TRIGGER POINT-1or2MUSCLES,20552,289,450
EMD20553,INJ-TRIGGER POINT-3or>MUSCLES,20553,289,450
EMD8163,AspirationInjArthroJointWoUSgu,20605,289,450
EMD8165,ASPIRATION.LARGE.JOINT,20610,289,450
EMD20611,Arthrocentesis.Joint.LG.wUlt,20611,410,450
EMD23600,PROX.HUMERAL.FX.CLSD.TXwoMANIP,23600,419,450
EMD8170,SHOULDER.DISLOCATED,23650,250,450
EMD8157,SHOULDER.FX.DISLOCATION.ClsdTx,23665,250,450
EMD24600,DISLOCATION.ELBOW.CLSD.TXwANES,24600,250,450
EMD8175,RADIAL.HEAD.SUBLU.-CHILD,24640,430,450
EMD25565,RADIUS&UlnarFXClsdTXwManipulat,25565,"1,687.00",450
EMD8176,DISTAL.RADIAL.FRACTURE-CLSD.TX,25600,427,450
EMD8180,COLLES.FX.with.REDUC.CLOSED,25605,478,450
EMD26010,I&D-ABSCESS-SIMPLE-FINGER,26010,326,450
EMD26236,FINGERdistalPhalanxExciPartial,26236,"1,521.00",450
EMD8185,TENDON.HAND.REPAIR-EXT.,26410,"2,991.00",450
EMD8190,TENDON.FINGER.REPAIR-EXT.,26418,"3,016.00",450
EMD26540,REPAIRColtrlLigmMtcarphIphlJnt,26540,"3,306.00",450
EMD8195,METACARPAL.FX.c.REDUCTION,26605,544,450
EMD8144,KNUCKLE.TREAT.DISLOCATION,26700,250,450
EMD7024,PHALANGEAL.FX.ClsdTXwManipul,26725,250,450
EMD8177,Fracture-PhalangealFingerThumb,26725,500,450
EMD26742,FingerFxEaClsdTxwManipulation,26742,342,450
EMD8205,PhalanFX.c.Reduc.Distal.wManip,26755,451,450
EMD26770,FINGER.DISLOCAwMANIPULwoANES,26770,250,450
EMD26951,Amputation-Thumb.FingerDirClos,26951,"2,518.00",450
EMD27265,ArthroplastyDislocHipCloseTxt,27265,394,450
EMD8210,PATELLA.DISLOCAT.cRED.sANES.,27560,489,450
EMD8215,TIBIAL.SHAFT.FX.s.MANIPULATION,27750,409,450
EMD27788,ANKLE FX-TREATMENT.REDUCTION,27788,250,450
EMD8775,ANKLE FX.CLOSED TREATMENT,27810,381,450
EMD27840,DISLocatonAnkleTxClsd.woAnes,27840,250,450
EMD28515,CLOSEDtxFXphalanxWmanipulation,28515,326,450
EMD3106,SPLINT APPLICATION-LONG ARM,29105,71,450
EMD8460,SPLINT.ARM.LONG,29105,156,450
EMD3104,SPLINT APPLICATION-SHORT ARM,29125,125,450
EMD8465,SPLINT.ARM.SHORT,29125,125,450
EMD3105,Splint.Application.Finger,29130,68,450
EMD8470,SPLINT.LEG.LONG,29505,156,450
EMD8475,SPLINT.LEG.SHORT,29515,156,450
EMD29705,CAST.FULL.LEG/ARM.REMOVAL,29705,197,450
EMD8395,FOREIGN.BODY.RemovalINTRANASAL,30300,125,450
EMD8400,EPISTAXIS.ANTERIORwithCONTROL,30901,125,450
EMD8405,EPISTAXIS.POSTERIOR,30905,125,450
EMD8060,EMERGENCY.INTUBATION,31500,221,450
EMD8065,CRICOTHYROTOMY,31605,"1,338.00",450
EMD8075,CHEST.TUBE.THORACOSTOMY,32551,"1,093.00",450
EMD8070,THORACENTESIS,32554,"1,128.00",450
EMD8085,VENIPUNCTURE OVER 3 YEARS,36410,92,450
EMD8095,CUTODWIN-1YEAR AND OLDER,36425,675,450
EMD8100,SUBCLAVIAN/INT.JUGULAR LINE,36556,"1,893.00",450
EMD8105,ARTERIAL PUNCTURE,36600,56,450
EMD8115,INTER OS,36680,336,450
EMD41800,CystAbscDrngHematomaDentoalveo,41800,293,450
EMD8370,GASTRIC LAVAGE,43753,305,450
EMD8355,PROCTOSIGMOIDOSCOPY,45300,"1,581.00",450
EMD46050,ABSCESS-PERIANAL-I&D,46050,887,450
EMD8365,HEMORRHOID ENUCLEATION,46320,"3,045.00",450
EMD8360,ANOSCOPY,46600,125,450
EMD49082,ParacentesisAbdWOimagingGuidan,49082,875,450
EMD8146,ABD.PARACENTESISwIMAGINING,49083,"1,406.00",450
EMD8515,CATH-BLADDER-NonDwellingInsert,51701,172,450
EMD8375,CATH INSERT-INDWELLING BLADDER,51702,218,450
EMD8380,CATHETER-URETHRAL-COMPLICATED,51703,352,450
EMD51705,CYSTOSTOMY.TUBE.CHANGE-SIMPLE,51705,270,450
EMD7011,BLADDER SCAN-EMD,51798,68,450
EMD8390,CATHETER-URETHRAL-COMPLICATED,53620,"2,000.00",450
EMD56405,ABSCESS-PerinealVulva-I&D,56405,335,450
EMD8385,SPONTANEOUS ABORTION D&C,59812,"3,771.00",450
EMD8160,DIAG.LUMBAR PUNCTURE,62270,634,450
EMD8505,INJ:ANESTHETIC TRIGEMINAL,64400,289,450
EMD8510,INJ:PeripheralNervBlock-Other,64450,437,450
EMD8410,F.B.REMOVAL.CONJUC.SUPERFICIAL,65205,291,450
EMD8415,F.B.REMOVAL.SUBCONJ.,65210,255,450
EMD8420,F.B.REMOVAL CORNEA,65220,318,450
EMD8141,F.B.REMOVAL-CORNEAwSLIT LAMP,65222,125,450
EMD69000,I&D-ABSCESS-EXTERNAL.EAR,69000,716,450
EMD8425,F.B.REMOVAL.EAR,69200,216,450
EMD69209,CERUMEN-REMOVALbyiRRIGATION,69209,56,450
EMD8430,WAX.REMOVAL.ONE EAR,69210,68,450
EMD80306,URINE DRUG SCREEN,80306,79,450
EMD5625,UA DIPSTICK,81002,17,450
EMD3060,CPR-BVM/COMP-FACILITY,92950,290,450
EMD8485,CARDIOVERSION,92960,602,450
EMD8770,RETAVASE,92977,708,450
EMD7018,BLOOD OXYGEN LEVEL MEASURE,94761,151,450
EMD7014,IV Infusion-Initial1Hr-2ndSite,96365,389,450
EMD7006,INJ-SUBQ or IM-SepPreparation,96372,86,450
EMD7020,IV PUSH-HIGH CMPLEX-CHEMO SNGL,96409,364,450
EMD7021,CHEMO.IV.INFUSION.1.HR,96413,349,450
EMD7022,CHEMO.IV.INFUSION.ADDL.HR,96415,225,450
EMD8156,DEBRIDEMENT-WOUND.OPEN20sq.cm<,97597,191,450
EMD7017,VISUAL ACUITY SCREEN,99173,30,450
EMD4330,ER-LEVEL1-MINOR,99281,173,450
EMD4340,ER LEVEL2-LOWtoMODERATE,99282,296,450
EMD4345,ER-LEVEL-3-MODERATE COMPLEXITY,99283,482,450
EMD4380,ER-LEVEL4-HIGH SEVERITY-N L T,99284,779,450
EMD4395,EMERGENCY LEVEL 5 ADDT'L 1 HR,99285,207,450
EMD4390,ER-LELVEL5-HIGH SEVERITY-LifeT,99285,"1,131.00",450
EMD4396,CRITICAL CARE 1st.30-74minutes,99291,"1,244.00",450
EMD4397,CRITICAL CARE Ea.Addl30minutes,99292,338.25,450
EMD99155,"CONsciousSedationHCP1st15""<5yr",, -   ,450
EMD99156,"CONsciousSedationHCP1st15"">5yr",, -   ,450
EMD99157,"CONsciousSedationHCP.addt'l15""",, -   ,450
EMD4325,TRIAGE EVALUATION,,65,450
CLI5185,ECHO-WITH DOPPLER,93320,244.3,480
CLI5186,ECHO-COLOR FLOW DOPPLER,93325,195.85,480
ECHO93306,ECHOCARDIOGRAPHY TRANSTHoutSVS,93306,"1,888.00",483
EMD93308,ECHOCARDIOgraphyTrantsthorLMTD,93308,974,483
EMD5204,CARDIOVERSION-INC.MONITOR,92960,251.45,489
CLI5187,ECHO-CAROTID DUPLEX,93880,482.5,489
PCC4415,FOLEY INSTERTION STRAIGHT CATH,51701,161,510
CLI5050,SURGICAL CLINIC,99203,33.7,510
CLI5200,CARDILOGY-INITIAL VISIT,99203,33.7,510
CLI5210,CARDIOLOGY RECHECK,99213,17.35,510
ORTFAC,ORTHO STANDARD FACILITY FEE,G0463,20,510
CLI5191,CLINIC-ECHO-INPATIENT,,32.15,510
CLI5190,ECHOCARDIOGRAPHY CLINIC VISIT,,35.2,510
MRI0856,TEMPOROMANDIBULAR JOINTS,70336,"1,613.00",610
MRI0813,CHEST UNENHANCED,71550,"1,613.00",610
MRI0872,CHEST ENHANCED,71551,"1,900.00",610
MRI0816,CHEST ENHANCED/UNENHANCED,71552,"2,334.00",610
MRI0846,PELVIS UNENHANCED,72195,"1,613.00",610
MRI0848,PELVIS ENHANCED,72196,"1,900.00",610
MRI0849,PELVIS ENHANCED/UNENHANCED,72197,"2,334.00",610
MRI0857,UPPER EXTREMITY UNENH LEFT,73218,"1,613.00",610
MRI0858,UPPER EXTREMITY UNENH RIGHT,73218,"1,613.00",610
MRI0861,UPPER EXTREMITY ENH LEFT,73219,"1,900.00",610
MRI0862,UPPER EXTREMITY ENHANCED RIGHT,73219,"1,900.00",610
