CDMCHRG#,CDMDSC,NEWPRICE,STAT
4727970,FLUOCINOLONE AC  0.01% LOT,0,1
4728150,D5-1/2NS/KCL-20MEQ 1000ML,0,1
4728200,POTASSIUM CL  20MEQ/100ML,0,1
4728218,DEXTROSE 5% IN WATER 50ML IV SOLN,0,1
4728259,SOD. CHLORIDE 0.9% SOLN,0,1
4728267,SODIUM CHLORIDE 0.9% 100ML,0,1
4728275,SODIUM CHLORIDE 0.9% 250ML,0,1
4728283,SODIUM CHLORIDE 0.9% 500ML,0,1
4728291,SODIUM CHLORIDE 0.9% 1000ML,0,1
4728341,STERILE WATER 2000ML,0,1
4728358,NITROGLYCERIN 50MG /D5W,0,1
4728424,DEXTROSE 5% IN WATER 250ML IV SOLN,0,1
4728440,DEXTROSE 5% IN WATER 500ML IV SOLN,0,1
4728457,DEXTROSE 5% IN WATER 1000ML,0,1
4728515,DEXTROSE 5% IN WATER 100ML IV SOLN,0,1
4728531,DEXTROSE 5%-LR IV SOLUTION,0,1
4728580,DEXTROSE 5% IN RINGERS 1000ML,0,1
4728614,DEXTROSE 10%/WATER IV SOLN.,0,1
4728671,LACTATED RINGERS INJECTION,0,1
4728713,DEXTROSE 5%-1/4NS IV SOLN.,0,1
4728788,DEXTROSE 5%-1/2NS IV SOLN.,0,1
4728804,DEXTROSE 5%-NS IV SOLUTION,0,1
4728820,SODIUM CHLORIDE 0.45% 1000ML,0,1
4728952,DOPamine 80MG/ML VIAL,0,1
4728978,AZTREONAM 1GM INJ,0,1
4728986,AZTREONAM 2GM INJ,0,1
4729042,TORSEMIDE 10MG/ML 2ML VIAL,0,1
4729083,STERILE WATER IRRIGATION 10 ML,0,1
4729521,TPN CENTRAL,0,1
4729695,ALTEPLASE 50MG INJJG,0,1
4729943,PRILOSEC 20MG CAPSULE SA,0,1
4730065,GLUCAGON 1MG(1U) 1ML INJJG,0,1
4730149,NEO FUROSEMIDE INJ,0,1
4730180,NEO GENTAMICIN INJ,0,1
4730255,PREDNISOLONE ACETATE 1% 10ML,0,1
4730339,MAGNESIUM SULF 50% VIAL,0,1
4730354,CARDIOPLEGIC SOLUTION,0,1
4730479,LABETALOL HCL 200MG TABLET,0,1
4730768,PROPOFOL 10 MG/ML 20ML VIAL,0,1
4730776,PROPOFOL 10 MG/ML 10ML VIAL,0,1
4730842,BOTULINUM(COSMETIC)TYPE A 100U JG,0,1
4730941,ARGLAES POWDER,0,1
4730966,ENTECAVIR - 0.5 MG,0,1
4730982,AZACITIDINE 100MG PWDR INJ JG,0,1
4731048,LOXAPINE 25MG CAP,0,1
4731063,ATAZANAVIR SUL 100MG CAP,0,1
4731089,ATAZANAVIR SUL 150MG CAP,0,1
4731105,LOXAPINE 50MG CAP,0,1
4731162,DEXAMETHASONE 4MG/ML 5ML,0,1
4731204,CLONIDINE 100MCG/ML 10ML,0,1
4731212,LINEZOLID 600MG TAB,0,1
4731337,LIDOCAINE 1% VIAL,0,1
4731550,BENTYL 10MG/ML AMPUL,0,1
4731725,FENTANYL 1000MCG/100ML PREMIX,0,1
4731733,DEPO-TESTOSTERONE 200MG/ML,0,1
4731881,RALOXIFENE 60MG,0,1
4732426,POLIOMYELITIS VAC KILLED SYR,0,1
4732657,TRIAMCINOLONE 1% LOTION 60ML,0,1
4732814,DEXMEDETOMID 100MCG/ML2ML,0,1
4732962,INDOMETHACIN 1MG INJ,0,1
4733119,PENICILLIN G BENZATHINE 1.2MIL JG,0,1
4733176,MIDAZOLAM 1 MG/ML  VIAL,0,1
4733275,PROSTIN VR 500MCG/ML AMPUL,0,1
4733408,IBANDRONATE 1MG/ML 3ML INJJG,0,1
4733416,LINEZOLID 600MG PB,0,1
4733465,PALIVIZUMAB 50MG INJ JG,0,1
4733564,PROPOFOL 10 MG/ML 100ML VIAL,0,1
4733614,ROXICODONE 5MG/5ML SOLUTION,0,1
4733689,LEVAQUIN 500MG/100ML D5W,0,1
4733788,HEAMOPH . VAC (ACTHIB),0,1
4733820,ASTELIN 137MCG NASAL SPRAY,0,1
4733861,DEXAMETHASONE 4 MG/ML,0,1
4734018,PREDnisoLONE 15MG/5ML SOL,0,1
4734034,OXYTOCIN 30 UNIT / LR 500 ML PREMIX,0,1
4734067,CEFAZOLIN 1GM VIALM,0,1
4734315,ZIPRASIDONE 20MG HCL,0,1
4734398,HEPATI B IMM GLOB 5ML SDV JG,0,1
4734422,CEFEPIME 1GM VIAL,0,1
4734497,DOVONEX 0.005% CREAM,0,1
4734513,ESMOLOL 2500MG/250ML PREMIX BAG,0,1
4734620,MIRALAX PACKET,0,1
4734810,NESIRITIDE 1.5MG INJJG,0,1
4734844,HYDROMORPHONE 1MG INJ,0,1
4734885,TETANUS/DIPHTHERIA/PERTUSS ACEL PED,205,
4734968,REMIFENTANIL 2MG,0,1
4735221,ZOLEDRONIC AC (ZOMTA) 4MG/5ML,0,1
4735239,MILRINONE 1 MG/ML VIAL,0,1
4735270,CAFFEINE 10MG/ML (BASE),0,1
4735296,NICUTPN,0,1
4735304,OFLOXACIN  0.3% OTIC,0,1
4735379,LEVALBUTEROL HCL 0.63MG/3ML SOL,0,1
4735445,LUMIGAN 0.03% EYE DROPS,0,1
4735452,FONDAPARINUX INJ 2.5MG,0,1
4735817,CEFOTAXIME 500MG VIAL,0,1
4736021,FERRLECIT 62.5MG/5ML AMPUL,0,1
4736070,OCTREOTIDE 30MG DEPOT KITJG,0,1
4736161,TRAVATAN 0.004% EYE DROP,0,1
4736187,AMOXICILLIN/CLAV 600-42.9/5ML 5ML,0,1
4736203,INSULIN MIX (50/50) VIAL,0,1
4736205,LIDOCAINE-MPF 2% VIAL,0,1
4736245,INSULIN REG ADDITIVE INJ 100UNITS,0,1
4736260,D5-1/2NS/KCL-20MEQ 1000ML,0,1
4736385,DEXTROSE 10%/WATER IV SOLN.,0,1
4736526,SOD. CHLORIDE 0.9% SOLN 250ML,0,1
4736534,SOD. CHLORIDE 0.9% SOLN 500ML,0,1
4736542,SOD. CHLORIDE 0.9% SOLN,0,1
4736740,BIVALIRUDIN 250MG INJ,0,1
4736948,CIPRO HC OTIC SUSPENSION,0,1
4737011,CUROSURF 240MG/3ML VIAL,0,1
4737201,EPIRUBICIN HCL  2MG/ML,0,1
4737250,RABIES IMM GLOB 150U 2ML INJJG,0,1
4737300,ZOFRAN ODT 4MG TABLET,0,1
4737359,IG PRIVIGEN 5GM/50ML IVJG,0,1
4737383,CYTARABINE LIPO 50MG/5ML INJJG,0,1
4737391,FLUVIRIN VIAL,0,1
4737524,RISPIRIDONE CONSTA 25MG JG,0,1
4737607,PALONOSETRON 25MCG/5ML INJ JG,0,1
4737789,ROCURONIUM BR 10 MG/ML VIAL,0,1
4737797,HEPARIN 100 UNITS/ML 1ML SYR,0,1
4737854,CROFAB VIAL,0,1
4737896,FLUCONAZOLE/NS 400MG/200ML IVP,0,1
4738076,NEXIUM 40MG UDINJ,0,1
4738100,MERREM 1GM VIAL,0,1
4738118,RISPERIDONE CONSTA 50MG JG,0,1
4738167,VORICONAZOLE 200 MG VIAL JG,0,1
4738464,RASBURICASE LYOPH 1.5MG SDVJG,0,1
4738621,NEXIUM 40MG IV *ADDITIVE,0,1
4738696,VIGAMOX 0.5% EYE DROPS,0,1
4738746,ERTAPENEM 1 GM VIAL,0,1
4738803,ACETADOTE 200 MG/ML VIAL,0,1
4738852,HYALURONIDASE 150 U/ML VIAL,0,1
4738860,OMALIZUMAB 150MG INJJG,0,1
4738902,TIGECYCLINE JG,0,1
4738977,SILVASORB GEL,0,1
4739009,ROPIVACAINE  2 MG/ML,0,1
4739165,DIPHENHYDRMINE HCL INJ 50 MG/1 ML,0,1
4739280,SURGIFOAM 100 - CN,157,
4739298,SURGIFOAM 100 - 10,157,
4739322,XOPENEX HFA MDI,0,1
4739439,ORALNICU VITAMIN D 8000 INTUNIT/ML,0,1
4739751,MESALAMINE 1000 MG SUPPOSITORY,0,1
4739777,RHO (D) IMMUN. GLOB,444,
4739801,DAPTOMYCIN 500MG INJ JG,0,1
4739827,METRONIDAZOLE 50MG/ML SUSP,0,1
4739835,LOPINAVIR/RITONAVIR 200-50MG,0,1
4739843,LEVETIRACETAM - 100 MG/ML,0,1
4739850,MAGNESIUM 2GM/D5W 50ML PREMIX,0,1
4739876,RANOLAZINE 500MG ER TAB,0,1
4739884,SACCHAROMYCES BOULARDII,0,1
4739892,D5/0.9% NACL W/ KCI 20MEQ PREMIX,0,1
4739900,0.9% NACL W/ KCI 20MEQ PREMIX,0,1
4739918,METHADONE 10MG SYRINGE,0,1
4739991,NEO RANITIDINE INJ,0,1
4740007,NEO AMPICILLIN 500MG/ML 5ML IV,0,1
4740064,NEO CAFFEINE INJ,0,1
4740122,NEO CEFTAZIDIME INJ,0,1
4740338,MICAFUNGIN 50MG,0,1
4740353,MICAFUNGIN 100MG,0,1
4740478,COCAINE 4% 4ML VIAL,0,1
4740668,HEPATI B IMM GLOB 1ML SDV JG,0,1
4740676,MAGNESIUM 10GM/LR 250ML PREMIX,0,1
4740684,FLUCONAZOLE 100MG/50ML IVPB,0,1
4740700,FLUCONAZOLE  40MG/ML SUSP,0,1
4741112,FACTOR VIIA RECOMB 1MG INJ JG,0,1
4741187,PIPERACILLIN/TAZO 3.375GM ADDITIVE,0,1
4741195,CARDENE 0.2MG/ML IV IN SALINE,0,1
4741229,METHYLNALTREXONE 12MG/0.6ML,0,1
4741286,SUBLIMAZE 50MCG/ML 20ML INJ,0,1
4741336,WARFARIN 10MG TAB,0,1
4741443,ENOXAPARIN 30MG 0.3ML INJ,0,1
4741450,ENOXAPARIN 40MG 0.4ML INJ,0,1
4741468,ENOXAPARIN 60MG 0.6ML INJ,0,1
4741476,ENOXAPARIN 80MG 0.8ML INJ,0,1
4741484,ENOXAPARIN 100MG 1ML INJ,0,1
4741526,FONDAPARINUX 7.5MG/0.6ML INJ,0,1
4741534,VANCOMYCIN 1GM*ADDITIVE,0,1
4741542,CEFTAZIDIME 1GM PWD INJ,0,1
4741559,CEFTAZIDIME 2GM PWD INJ,0,1
4741567,KETOROLAC 30MG/ML 1ML INJ,0,1
4741740,DIANEAL PERITONEAL SOLU 1.5% 2000ML,0,1
4741757,DIANEAL PERITONEAL SOLU 2.5% 2000ML,0,1
4741823,EPOETIN 40000U INJ JG,0,1
4741930,CEFEPIME 2GM VIAL,0,1
4742060,TETANUS/DIPHTH/PERTUSS ACEL ADULT,0,1
4742094,DENOSUMAB 60MG/ML 1ML INJ JG,0,1
4742110,EMEND 150MG VIAL JG,0,1
4742177,DILAUDID 1MG/ML 50ML PREMIX,0,1
4742201,CEFTRIAXONE 1GM 50ML PB,0,1
4742219,CEFTRIAXONE 2GM 50ML PB,0,1
4742227,ANCEF 2 GRAM/50ML D5W PREMIX,0,1
4742342,EPOGEN 10 000 UNITS/ML ESRD,0,1
4742433,ERTAPENEM 1000MG/0.9% NACL 100ML,0,1
4742540,HEPARIN FLUSH 100 UNIT/ML 5ML SYR,0,1
4742565,VITRASE 200 UNITS/1ML 1.2ML,0,1
4742573,MARY'S MOUTHWASH,0,1
4742615,IPILIMUMAB 200MG/40ML SDVJG,0,1
4742623,IBUPROFEN 100MG/5ML 5ML SUSP,0,1
4742649,HEPARIN 30 000U 0.9% NACL 1000ML,0,1
4742656,ALTEPLASE 2MG INJJG,0,1
4742672,AMIODARONE 450MG/250ML PREMIX,0,1
4742797,FUSILEV JG,0,1
4742854,KETAMINE 10MG/ML 20ML INJ,0,1
4742870,PIPERACILLIN/TAZO 4.5GM ADDITIVE,0,1
4742896,LEVOPHED,0,1
4742953,LEVOTHYROXINE 100 MCG INJ,0,1
4743076,NO CHARGE DRUG/NON DRUG,0,1
4743183,INSULIN LISPRO 3ML VIAL,0,1
4743340,MORPHINE PF 1MG/ML 2ML,0,1
4743381,LIDOCAINE 1% 2ML VIAL,0,1
4743472,ADMIN HEP B VACCINE,145,
4743548,ADMIN INFLUENZA VACCINE,145,
4743563,ADMIN OTHER IMMUN VAC ADD,63,
4743589,ADMIN OTHER IMMUN VAC ONE,145,
4743605,ADMIN PNEUMO VACCINE,145,
4743621,CATH VAS ACC LVL 2,149,
4743647,CATH VAS ACC LVL 3,249,
4745089,MIDAZOLAM 100MG/100ML DRIP,0,1
4745097,MAGNESIUM 1GM/D5W 50ML PREMIX,0,1
4745113,DECITABINE 50MG VIAL JG,0,1
4745212,BUMETANIDE 0.25MG/ML 10ML VIAL,0,1
4745279,HEPARIN 1 000 UNITS/ML 10ML VIAL,0,1
4745295,ALPHA1-PROTEINASE INHIB 1000MG/VIAL,0,1
4745329,TRANEXAMIC ACID 100MG/ML 10ML VIAL,0,1
4745444,TOCILIZUMAB 400MG VIAL JG,0,1
4745519,DOXORUBICIN 50MG/25ML VIAL,0,1
4799995,NON-FORMULARY MEDICATION,0,1
5000419,SNARE POLYPEC LVL 5,746,
5001565,TRAY  CHEST TUBE INSERT,249,
5004536,BRACE ANKLE AIR,163,
5007430,CATH VAS ACC LVL 2,149,
5010467,INTRODUCER  NUTRILINE 22 G,249,
5012364,DRESSINGS  STERI-STRIPS,30,
5012521,PRB GAST PH DISP LVL 6,1244,
5019898,KIT FIBRIJET DUAL SPRAY DISP SA3660,99,
5020219,TOOL BLADE  PREC OSC.TIP SAW 6525-,970,
5020276,ENDO GEL PORT 100MM C8106,2197,
5020649,TOOL LINVATEC GATOR MICRO 2.9 C9961,202,
5020821,TOOL LINVATEC GREAT WHITE 3.5 9399A,216,
5020870,KIT CRANIAL ACCESS INS-HITH DISP,697,
5020904,TOOL ANSPACH 2.5  MATCHSTICK L8ND,324,
5020946,TOOL CUSA EXTENDED TIP CURVED,697,
5021068,GUIDE JAGWIRE ANGLED 5659,740,
5021076,KIT KYPHON EXPRESS DISP KPE1001,17903,
5021126,TOOL CUSA EXTENDED TIP STRGHT,697,
5021233,STABILIZER VEIN HOLDER DISP,390,
5021340,TOOL CUSA TORQUE WRENCH C5602,50,
5021654,KIT KYPHON DISCYPHOR SYSTEM DISP,2811,
5021951,IMPLANT VALVE HEART AORTIC,33831,
5021993,BLCK LMASC CORNERSTONE 5X14X11,5249,
5022017,SHUNT CORFL COIL CTS 1.25MM,473,
5022058,SLING SYS MALE ADV,20398,
5022157,ARTHOWAND EVAC 70 AUTO CUFF,1020,
5022280,NDL SCORPION,1194,
5022306,SLING VAG ELEV INTEPRO LITE,7935,
5022330,IMP VLVE HRT MITRL LVL 18,49751,
5022348,KT VAS ACC DISP LVL 5,746,
5022355,PRB NEURO DISP LVL 9,4975,
5022363,CANNULA C/V LVL 8,2488,
5022371,IMPLANT CLIP LVL 3,249,
5022389,BRACE LVL 4,373,
5022397,IMP STIM NEURO GEN NR LVL 22,69652,
5022405,IMP ANCHOR LVL 8,2488,
5022413,KT CEMENT DEL DISP LVL 6,1244,
5022421,GUIDEWIRE UROLOGY LVL 9,4975,
5022439,TIP LVL 3,249,
5022447,CANNULA CHEST LVL 1,74,
5022454,KT ANES DISP LVL 5,746,
5022462,CANNULA CHEST LVL 3,239,
5022470,IMP VASC EMB LVL 6,1244,
5022488,CANNULA CHEST LVL 4,346,
5022496,KT PLEUR DRNGE DISP LVL 10,9950,
5022520,KT BOWEL MGMT DISP LVL 5,746,
5022538,ENDO GRSP DISP LVL 8,2488,
5022546,DIL ESOPH LVL 6,1244,
5022553,ENDO GUIDE TB DISP LVL 8,2488,
5022561,ENDO FRCPS DISP LVL 8,2488,
5022579,IMP BD/RNG LVL 9,4975,
5022587,TB NASOGAST LAVAGE LVL 4,373,
5022595,BRUSH CYTO LVL 5,746,
5022603,NDL ASPIR LVL 6,1244,
5022611,ENDO FRCPS DISP LVL 6,1244,
5022645,IMP MRK TISS RADGRAPH LVL 6,1244,
5022660,IMP TB GI LVL 6,1244,
5022678,IMP GRFT AV SHUNT LVL 9,4975,
5022686,CANNULA C/V LVL 2,149,
5022694,CATH VAS ACC INFUS LVL 11,14925,
5022702,CTRY HOOK DISP LVL 8,2488,
5022710,IMP STENT BIL WALL LVL 11,14925,
5022728,IMP VASC EMB LVL 5,746,
5022736,IMP STENT BIL WALL LVL 10,9950,
5022744,IMP VASC EMB LVL 7,1741,
5022769,IMP VASC EMB LVL 8,2488,
5022777,PRB GLD DISP LVL 6,1244,
5022785,IMP VASC EMB LVL 9,4975,
5022793,ENDO SUCT/IRR TB DISP LVL 5,746,
5022801,CATH VAS ACC INFUS LVL 6,1244,
5022819,ENDO ELEC DISP LVL 6,1244,
5022827,CATH VAS ACC INFUS LVL 5,746,
5022835,ENDO TRC DISP LVL 5,746,
5022843,IMP CATH DLYS ST LVL 9,4975,
5022850,IMP MAMM SILICONE LVL 9,4975,
5022868,CTRY NDL DISP LVL 6,1244,
5022876,IMP STIM NEURO GEN NR LVL 26,89552,
5022884,CATH URNY SUPRA LVL 4,373,
5022892,IMP ANCHOR LVL 4,373,
5022900,IMP STENT NONCOR BARE WO LVL 10,9950,
5022918,IMP STENT NONCOR BARE WO LVL 11,14925,
5022926,IMP GRFT G/U LVL 10,9950,
5022934,KO W ADJ FLEX/EXT ROT FA LVL 1,100,
5022959,SPLINT FNGR LVL 5,746,
5022967,IMP BAR NEURO ADHES LVL 10,9950,
5022975,BRACE ANK LVL 2,149,
5022983,CATH VAS ACC LVL 5,746,
5022991,BRACE ANK LVL 1,100,
5023007,IMP TISS SFT NONALGRFT LVL 11,14925,
5023015,BRACE KN LVL 5,746,
5023023,IMP TISS SFT ALGRFT LVL 13,24876,
5023031,SPLINT KN IMMOB LVL 2,149,
5023049,CATH VAS ACC LVL 9,4975,
5023056,CTRY NDL DISP LVL 1,100,
5023064,IMP STAPL W STPLR GI PURS LVL 5,746,
5023072,IMP SEAL PUL LIQ LVL 6,1244,
5023080,CATH VAS ACC LVL 7,1741,
5023098,IMP BARRIER ABD LVL 9,4975,
5023106,KT EPID DISP LVL 2,149,
5023114,TOOL RASP DISP LVL 4,373,
5023122,IMP TISS SFT ALGRFT LVL 18,49751,
5023130,IMP CATH DLYS ST LVL 8,2488,
5023148,CATH GI LVL 2,149,
5023155,TOOL SUT PASS DISP LVL 5,746,
5023163,IMP TISS SFT ALGRFT LVL 16,39801,
5023171,IMP BOLT ORTH LVL 6,1244,
5023189,TOOL HOOK DISP LVL 3,249,
5023197,SUT LVL 6 LVL 6,1244,
5023205,AICD 2 CHMBR LVL 27,94527,
5023213,IMP FUS SPIN ROD LVL 7,1741,
5023221,BRACE WRIST LVL 2,149,
5023239,IMP NAIL ELASTIC LVL 7,1741,
5023247,CATH CV EP DIAG <=19 LVL 4,373,
5023254,IMP NAIL TIB LVL 11,14925,
5023262,CATH DRNGE LVL 5,746,
5023270,IMP ORTH HIP HD FEM LVL 8,2488,
5023288,CATH URNY SUPRA LVL 5,746,
5023296,IMP ORTH HIP LVL 13,24876,
5023304,DRSG LVL 4,373,
5023312,IMP ORTH HIP POST CENTL LVL 13,24876,
5023320,GWIRE GASTRO LVL 4,373,
5023338,IMP ORTH HIP STEM FEM LVL 15,34826,
5023346,GWIRE URO LVL 5,746,
5023353,IMP ORTH KN TR TIB LVL 11,14925,
5023361,IMP CONN LVL 15,34826,
5023379,IMP ORTH SHLDR LVL 12,19900,
5023387,AICD LEAD 2 COIL LVL 8,2488,
5023395,IMP FUS SPIN SPRC LVL 15,34826,
5023403,BRUSH CYTO LVL 1,100,
5023411,IMP NAIL FEM LVL 10,9950,
5023429,CATH CV EP DIAG >=20 LVL 5,746,
5023437,IMP NAIL TROCH LVL 11,14925,
5023445,CATH GUIDING LVL 3,249,
5023460,CATH VAS ACC LVL 1,100,
5023478,IMP ORTH HIP LVL 6,1244,
5023486,DRSG V.A.C. LVL 11,14925,
5023494,IMP ORTH HIP SPCR LVL 11,14925,
5023502,GWIRE LVL 1,100,
5023510,IMP ORTH HIP STEM FEM LVL 16,39801,
5023528,GWIRE VASC INFUS LVL 6,1244,
5023536,IMP ORTH LVL 11,14925,
5023544,IMP CONN LVL 8,2488,
5023551,IMP ORTH SPIN JT LVL 10,9950,
5023569,AICD OTHER LVL 32,119403,
5023577,IMP GRFT/MESH LVL 14,29851,
5023585,CABLE PACEMKR DISP LVL 3,249,
5023593,IMP NAIL FEM LVL 11,14925,
5023601,CATH CV INTERV DIL BLN LVL 5,746,
5023619,IMP ORTH ANKL LVL 13,24876,
5023627,CATH GUIDING LVL 5,746,
5023635,IMP ORTH HIP LINER ACET LVL 11,14925,
5023643,CATH LVL 1,100,
5023650,IMP ORTH HIP LVL 8,2488,
5023668,DRSG V.A.C. LVL 3,249,
5023676,IMP ORTH HIP SPCR LVL 6,1244,
5023684,GWIRE LVL 4,373,
5023692,IMP ORTH HIP STEM FEM LVL 8,2488,
5023700,GWIRE VASC LVL 1,100,
5023718,IMP ORTH PEG LVL 5,746,
5023726,IMP FIX CABLE LVL 8,2488,
5023734,IMP PIN LVL 2,149,
5023742,AICD SGL CHMBR HE LVL 23,74627,
5023759,IMP GRFT/MESH LVL 8,2488,
5023767,CABLE PACEMKR DISP LVL 5,746,
5023775,IMP NAIL FEM LVL 7,1741,
5023783,CATH CV INTERV THROMB/EMB LVL 10,9950,
5023809,CATH GUIDING LVL 7,1741,
5023817,IMP ORTH HIP LINER ACET LVL 8,2488,
5023825,CLAMP LVL 6,1244,
5023833,IMP ORTH HIP LVL 9,4975,
5023841,DRSG V.A.C. LVL 4,373,
5023858,IMP ORTH HIP STEM FEM LVL 10,9950,
5023866,GWIRE LVL 5,746,
5023874,IMP ORTH KN LVL 12,19900,
5023882,GWIRE VASC LVL 9,4975,
5023890,IMP ORTH SHLDR BASEPLT LVL 10,9950,
5023908,IMP FIX LVL 10,9950,
5023916,IMP PLT BRL LVL 8,2488,
5023924,AICD SGL CHMBR LVL 30,109453,
5023932,IMP MRK TISS LVL 4,373,
5023940,CANNULA BIL LVL 4,373,
5023957,IMP NAIL HUM LVL 10,9950,
5023965,CATH CV INTERV THROMB/EMB LVL 9,4975,
5023981,CATH GUIDING LVL 8,2488,
5023999,IMP ORTH HIP LINER ACET LVL 10,9950,
5024344,COLLECT DRNGE LVL 1,100,
5024351,IMP ORTH HIP PLT LVL 10,9950,
5024369,DEVICE CLOSURE ABDOMINAL LVL 1,100,
5024377,IMP ORTH HIP STEM FEM LVL 12,19900,
5024385,GWIRE LVL 6,1244,
5024393,IMP ORTH KN PATELLA LVL 10,9950,
5024419,IMP ORTH SHLDR LVL 10,9950,
5024427,IMP FIX LVL 5,746,
5024435,IMP PLT CRAN LVL 10,9950,
5024443,APPLIER CLIP DISP LVL 1,100,
5024450,IMP NAIL ELASTIC LVL 6,1244,
5024468,CANNULA TRACH LVL 3,249,
5024476,IMP NAIL TIB LVL 10,9950,
5024484,CATH CV INTERV GUIDING LVL 3,249,
5024492,IMP ORTH HIP HD FEM LVL 15,34826,
5024500,CATH GUIDING LVL 9,4975,
5024526,COLLECT DRNGE LVL 3,249,
5024534,IMP ORTH HIP POST CENTL LVL 10,9950,
5024542,DVC POSITION SURG DISP LVL 7,1741,
5024559,IMP PLT CRAN LVL 7,1741,
5024567,GWIRE LVL 7,1741,
5024575,IMP PLT TIB LVL 12,19900,
5024583,IMP CAP LVL 6,1244,
5024591,IMP SCR CORT LOCK LVL 4,373,
5024609,IMP FIX LVL 6,1244,
5024617,IMP SCR LVL 6,1244,
5024633,IMP STENT COR BARE WO LVL 10,9950,
5024641,CATH ANES LVL 2,149,
5024658,IMP VASC CLOSE DV LVL 2,149,
5024666,CATH CV INTERV NON LASER LVL 6,1244,
5024682,CATH GYN INTERV LVL 1,100,
5024690,KT ANES SPIN DISP LVL 2,149,
5024708,CTRY NDL DISP LVL 4,373,
5024716,KT PACEMKR REPR DISP LVL 10,9950,
5024724,EMBOL PROTECT SYS LVL 10,9950,
5024732,IMP PLT CRAN LVL 9,4975,
5024740,GWIRE LVL 9,4975,
5024757,IMP PLT WR LVL 9,4975,
5024765,IMP CAP ORTH LVL 6,1244,
5024773,IMP SCR CORT LOCK LVL 5,746,
5024781,IMP FIX NUT LVL 6,1244,
5024799,IMP SCR LVL 7,1741,
5024815,IMP STENT COR RX W LVL 11,14925,
5024823,CATH ANES LVL 5,746,
5024831,IMP VASC CLOSE DV LVL 3,249,
5024849,CATH CV INTERV NON LASER LVL 7,1741,
5024856,INTRO NON-EP NON-GUID NON-LAS LVL 1,100,
5024864,CATH GYN IUP LVL 2,149,
5024872,KT BOWEL MGMT DISP LVL 6,1244,
5024880,CTRY SUCT DISP LVL 1,100,
5024898,KT PERICARDCENT DISP LVL 5,746,
5024906,ENDO DISSECTOR DISP LVL 7,1741,
5024922,GWIRE ORTH LVL 3,249,
5024930,IMP PUTTY LVL 9,4975,
5024948,IMP CAP ORTH LVL 7,1741,
5024955,IMP SCR EMERG LVL 6,1244,
5024963,IMP FIX ROD CORD LVL 11,14925,
5024971,IMP SCR LVL 8,2488,
5024989,BRACE BACK LVL 1,100,
5024997,IMP STENT NONCOR TEMP W LVL 10,9950,
5025002,CATH CHEST TB/DRNGE LVL 5,746,
5025010,IMP VASC CLOSE DV LVL 4,373,
5025028,CATH CV INTERV NON LASER LVL 8,2488,
5025036,INTRO NON-EP NON-GUID NON-LAS LVL 3,249,
5025051,KT BX BON MAR DISP LVL 2,149,
5025069,DRSG FOAM BLOCK LVL 1,100,
5025085,ENDO FRCPS DISP LVL 2,149,
5025093,IMP PLT HAND LVL 8,2488,
5025101,GWIRE ORTH LVL 4,373,
5025119,IMP SCR BONE LVL 10,9950,
5025127,IMP CEMENT LVL 11,14925,
5025135,IMP SCR FIX LVL 10,9950,
5025143,IMP FIX ROD LVL 7,1741,
5025150,IMP SCR LVL 9,4975,
5025168,BRACE LVL 1,100,
5025176,IMP STENT COR RX W LVL 12,19900,
5025192,CATH CV DIAG LVL 3,249,
5025200,IMP VASC CLOSE DV LVL 6,1244,
5025218,CATH CV INTERV NON LASER LVL 9,4975,
5025226,INTRO PACEMKR LVL 3,249,
5025234,CATH LVL 3,249,
5025242,KT BX DISP LVL 1,100,
5025259,DRSG LVL 1,100,
5025275,ENDO SCISSOR DISP LVL 6,1244,
5025283,KT URNY DISP LVL 9,4975,
5025291,GWIRE ORTH TH LVL 2,149,
5025309,IMP PLT LVL 10,9950,
5025317,IMP CEMENT LVL 6,1244,
5025325,IMP SCR CANC LVL 4,373,
5025333,IMP FIX SPACR CORD LVL 10,9950,
5025358,BRACE WRIST LVL 1,100,
5025366,IMP SCR FIX LVL 5,746,
5025374,CATH CV DIAG LVL 5,746,
5025382,IMP SCR PEDICLE LVL 11,14925,
5025390,CATH CV INTRACARD DX ECHO LVL 9,4975,
5025408,IMP TB GI LVL 3,249,
5025416,CATH LVL 6,1244,
5025432,DRSG LVL 3,249,
5025440,IMP WIRE K LVL 1,100,
5025457,ENDO SUCT/IRR TB DISP LVL 1,100,
5025465,INTRO PACEMKR LVL 4,373,
5025473,GWIRE ORTH TH LVL 3,249,
5025499,IMP CONN LVL 10,9950,
5025507,KT VAS ACC DISP LVL 2,149,
5025515,IMP FUS SPIN CAP END LVL 8,2488,
5025523,IMP PLT LVL 14,29851,
5025531,NDL LVL 5,746,
5025549,IMP SCR CANC LVL 7,1741,
5025556,PIN GUID ORTH LVL 4,373,
5025564,IMP SCR FIX LVL 6,1244,
5025572,SLV COMP THIGH LG LVL 1,100,
5025580,IMP SCR PEDICLE LVL 9,4975,
5025606,IMP TB GI LVL 4,373,
5025614,SPLINT HAND LVL 1,100,
5025622,WIRE K LVL 2,149,
5025630,SPLINT NK HARD LVL 1,100,
5025648,INTRO PERC LVL 2,149,
5025655,STY DIL LVL 3,249,
5025663,KT DRNGE DISP LVL 2,149,
5025689,KT VAS ACC DISP LVL 7,1741,
5025697,TOOL BIT DISP LVL 4,373,
5025705,IMP PLT LVL 3,249,
