Description, Price ,HCPCS Code,,,,,,,,,
ELBOW 2 VIEWS RT,$88.00 ,"73070,RT",,,,,,,,,
ELBOW 4 VIEWS LT,$165.00 ,"73080,LT",,,,,,,,,
ELBOW 4 VIEWS RT,$165.00 ,"73080,RT",,,,,,,,,
FOREARM 2 VIEWS LT,$132.00 ,"73090,LT",,,,,,,,,
FOREARM 2 VIEWS RT,$132.00 ,"73090,RT",,,,,,,,,
WRIST 2 VIEWS LT,$99.00 ,"73100,LT",,,,,,,,,
WRIST 2 VIEWS RT,$99.00 ,"73100,RT",,,,,,,,,
WRIST 3 VIEWS LT,$187.36 ,"73110,LT",,,,,,,,,
WRIST 3 VIEWS RT,$187.36 ,"73110,RT",,,,,,,,,
HAND 2 VIEWS LT,$154.00 ,"73120,LT",,,,,,,,,
HAND 2 VIEWS RT,$154.00 ,"73120,RT",,,,,,,,,
HAND 3 VIEWS LT,$176.00 ,"73130,LT",,,,,,,,,
HAND 3 VIEWS RT,$176.00 ,"73130,RT",,,,,,,,,
FINGER THUMB LT,$176.00 ,"73140,LT",,,,,,,,,
FINGER INDEX LT,$176.00 ,"73140,LT",,,,,,,,,
FINGER MIDDLE LT,$176.00 ,"73140,LT",,,,,,,,,
FINGER RING LT,$176.00 ,"73140,LT",,,,,,,,,
FINGER LITTLE LT,$176.00 ,"73140,LT",,,,,,,,,
FINGER THUMB RT,$176.00 ,"73140,RT",,,,,,,,,
FINGER INDEX RT,$176.00 ,"73140,RT",,,,,,,,,
FINGER MIDDLE RT,$176.00 ,"73140,RT",,,,,,,,,
FINGER RING RT,$176.00 ,"73140,RT",,,,,,,,,
FINGER LITTLE RT,$176.00 ,"73140,RT",,,,,,,,,
CT UPR/EXT W/O CONT LT,"$1,191.71 ","73200,LT",,,,,,,,,
CT UPR/EXT W/O CONT RT,"$1,191.71 ","73200,RT",,,,,,,,,
CT UPR/EXT W/CONT LT,$660.00 ,"73201,LT",,,,,,,,,
CT UPR/EXT W/CONT RT,$660.00 ,"73201,RT",,,,,,,,,
HIP 2 VIEWS LT,$166.00 ,"73502,LT",,,,,,,,,
HIP 2 VIEWS RT,$166.00 ,"73502,RT",,,,,,,,,
FEMUR 2 VIEWS LT,$187.00 ,"73552,LT",,,,,,,,,
FEMUR 2 VIEWS RT,$187.00 ,"73552,RT",,,,,,,,,
KNEE 2 VIEWS LT,$147.86 ,"73560,LT",,,,,,,,,
KNEE 2 VIEWS RT,$147.86 ,"73560,RT",,,,,,,,,
KNEE 4 VIEWS LT,$187.00 ,"73562,LT",,,,,,,,,
KNEE 4 VIEWS RT,$187.00 ,"73562,RT",,,,,,,,,
TIB/FIB LT,$187.00 ,"73590,LT",,,,,,,,,
TIB/FIB RT,$187.00 ,"73590,RT",,,,,,,,,
ANKLE 2 VIEWS LT,$110.00 ,"73600,LT",,,,,,,,,
ANKLE 2 VIEWS RT,$110.00 ,"73600,RT",,,,,,,,,
ANKLE 3 VIEWS LT,$199.09 ,"73610,LT",,,,,,,,,
ANKLE 3 VIEWS RT,$199.09 ,"73610,RT",,,,,,,,,
FOOT 2 VIEWS LT,$132.00 ,"73620,LT",,,,,,,,,
FOOT 2 VIEWS RT,$132.00 ,"73620,RT",,,,,,,,,
FOOT 3 VIEWS LT,$165.00 ,"73630,LT",,,,,,,,,
FOOT 3 VIEWS RT,$165.00 ,"73630,RT",,,,,,,,,
HEEL CALCANEUS LT,$159.58 ,"73650,LT",,,,,,,,,
HEEL CALCANEUS RT,$159.58 ,"73650,RT",,,,,,,,,
TOES 2 VIEWS LT,$121.00 ,"73660,LT",,,,,,,,,
TOES 2 VIEWS RT,$121.00 ,"73660,RT",,,,,,,,,
CT LO/EXT W/O CONT LT,$996.57 ,"73700,LT",,,,,,,,,
CT LO/EXT W/O CONT RT,$996.57 ,"73700,RT",,,,,,,,,
CT LO/EXT W/CONT LT,$500.50 ,"73701,LT",,,,,,,,,
CT LO/EXT W/CONT RT,$500.50 ,"73701,RT",,,,,,,,,
CT LO/EXT W AND W/O LT,$588.50 ,"73702,LT",,,,,,,,,
CT LO/EXT W AND W/O RT,$588.50 ,"73702,RT",,,,,,,,,
US RT UPPER QUADRANT,$459.14 ,"76705,RT",,,,,,,,,
US NON VASC EXT LT,$220.00 ,"76882,LT",,,,,,,,,
US NON VASC EXT RT,$220.00 ,"76882,RT",,,,,,,,,
US UNILATERAL LOWER EXT ART LT,$220.00 ,"93926,LT",,,,,,,,,
US UNILATERAL LOWER EXT ART RT,$220.00 ,"93926,RT",,,,,,,,,
US UPPER EXT VENOUS UNILAT DOPPLER LT,$220.00 ,"93971,LT",,,,,,,,,
US UPPER EXT ART LT,$328.66 ,"93971,LT",,,,,,,,,
US LOWER EXT VENOUS LT,$352.00 ,"93971,LT",,,,,,,,,
US UPPER EXT VENOUS UNILAT DOPPLER RT,$220.00 ,"93971,RT",,,,,,,,,
US UPPER EXT ART RT,$328.66 ,"93971,RT",,,,,,,,,
US LOWER EXT VENOUS RT,$352.00 ,"93971,RT",,,,,,,,,
XRAY READI-CAT ORAL BERRY SMOOTHIE,$306.15 ,,,,,,,,,,
XRAY GASTROGRAFIN SINGLE DOSE 120 ML,$456.75 ,,,,,,,,,,
UPDRAFT TX,$62.90 ,94640,,,,,,,,,
PULSE OXI SPOT CHECK,$53.71 ,94760,,,,,,,,,
SPEECH-LANGUAGE THERAPY EVALUATION,$20.00 ,92506,,,,,,,,,
SPEECH-LANGUAGE TX,$5.05 ,92507,,,,,,,,,
NASOPHARYNGOSCOPY WITH ENDOSCOPE,$4.34 ,92511,,,,,,,,,
EVAL SPEECH SOUND PROD,$10.00 ,92522,,,,,,,,,
EVAL SPEECH SOUND PROD W EVAL OF LANG CO,$20.00 ,92523,,,,,,,,,
SWALLOWING FUNCTION TX,$16.08 ,92526,,,,,,,,,
SWALLOWING FUNCTION EVALUATION,$20.00 ,92610,,,,,,,,,
ENDOSCOPY SWALLOW TEST,$26.67 ,92612,,,,,,,,,
SPEECH COGNITIVE TESTING,$31.00 ,96125,,,,,,,,,
SPEECH THERAPY EVALUATION,$20.00 ,97003,,,,,,,,,
SPEECH THERAPEUTIC ACTIVITIES,$31.00 ,97530,,,,,,,,,
SPEECH TX DEV OF COGNITIVE SKILLS,$5.95 ,97532,,,,,,,,,
SPEECH DEVELOPMENT OF COGNITIVE SKILLS,$5.95 ,G0515,,,,,,,,,
PT HOT OR COLD PACK TX,$2.00 ,97010,,,,,,,,,
PT ELECTIRCAL STIMULATION,$5.25 ,97032,,,,,,,,,
PT ULTRASOUND,$11.00 ,97035,,,,,,,,,
PT UNLISTED PROCEDURE,$2.00 ,97110,,,,,,,,,
PT THERAPEUTIC EXERCISE,$5.25 ,97110,,,,,,,,,
NEUROMUSCULAR RE-ED,$6.99 ,97112,,,,,,,,,
GAIT TRAINING,$4.72 ,97116,,,,,,,,,
PT MASSAGE TX,$4.72 ,97124,,,,,,,,,
PT MANUAL THERAPY,$6.64 ,97140,,,,,,,,,
PT GROUP TX,$4.55 ,97150,,,,,,,,,
PHYSICAL THERAPY EVALUATION,$20.00 ,97161,,,,,,,,,
SB PHYSICAL THERAPY EVAL MOD,$24.00 ,97162,,,,,,,,,
SB PHYSICAL THERAPY EVAL HIGH,$27.00 ,97163,,,,,,,,,
PHYSICAL THERAPY RE EVALUATION,$13.00 ,97164,,,,,,,,,
THERAPEUTIC ACTIVITIES,$3.92 ,97530,,,,,,,,,
PT DIRECT (ONE ON ONE) CONCENTRATION,$3.92 ,97530,,,,,,,,,
PT SELF CARE TRAINING,$2.21 ,97535,,,,,,,,,
PT WHEELCHAIR MGMT,$3.07 ,97542,,,,,,,,,
PT ESTIM UNATTENDED NON WOULD CARE TX,$11.00 ,G0283,,,,,,,,,
EKG,$126.68 ,93005,,,,,,,,,
ANCILLARY EKG,$126.68 ,93005,,,,,,,,,
HEART MONITOR,$110.00 ,93041,,,,,,,,,
TELEMETRY ROOM RATE,$655.00 ,,,,,,,,,,
I D ABCESS SIMPLE,$116.52 ,10060,,,,,,,,,
I D COMPLICATED OR MULTIPLE,$148.50 ,10061,,,,,,,,,
I&D PILONIDAL CYST SIMPLE,$106.16 ,10080,,,,,,,,,
INCISION & REMOVAL FB SIMPLE,$106.16 ,10120,,,,,,,,,
INCISION REMOVAL FB COMPLICATED,$384.00 ,10121,,,,,,,,,
I D HEMATOMA,$822.70 ,10140,,,,,,,,,
PUNCTURE ASPIRATION ABSCESS,$157.71 ,10160,,,,,,,,,
I D COMPLEX POST OP WOULD INFECTION,"$1,291.47 ",10180,,,,,,,,,
DEBRIDEMENT INFECTED SKIN 10% BODY,$80.54 ,11000,,,,,,,,,
SKIN TAG REMOVAL UP TO 15 LEISONS,$69.00 ,11200,,,,,,,,,
SKIN TAG REMOVAL EACH ADD 10 LESIONS,$39.00 ,11201,,,,,,,,,
DEBRIDEMENT NAIL 1-5,$62.31 ,11720,,,,,,,,,
DEBRIDEMENT NAIL >5,$78.00 ,11721,,,,,,,,,
AVULSION NAIL PLATE,$71.50 ,11730,,,,,,,,,
NAIL REMOVAL,$150.00 ,11730,,,,,,,,,
EVACUATION SUBUNGUAL HEMATOMA,$89.00 ,11740,,,,,,,,,
EVACUATION NAIL HEMATOMA,$150.00 ,11740,,,,,,,,,
EXCISION NAIL,$318.00 ,11750,,,,,,,,,
EXCISION NAIL FOLD INGROWN TOENAIL,$202.92 ,11765,,,,,,,,,
SUTURE REPAIR 2.5CM SIMPLE,$192.19 ,12001,,,,,,,,,
2.6CM-7.5CM SIMPLE,$193.88 ,12002,,,,,,,,,
7.6 CM -12.5CM,$155.81 ,12004,,,,,,,,,
12.6 CM -20.0 CM SIMPLE,$198.00 ,12005,,,,,,,,,
20.1 CM - 30.0 CM,$258.50 ,12006,,,,,,,,,
GREATER THAN 30 CM,$280.50 ,12007,,,,,,,,,
SIMPLE REPAIR 2.5 CM FACE EARS EYELIDS,$205.86 ,12011,,,,,,,,,
2.6 CM - 5.0CM FACE,$225.27 ,12013,,,,,,,,,
5.1 CM- 7.5CM FACE,$200.71 ,12014,,,,,,,,,
7.6CM 12.5CM FACE,$220.00 ,12015,,,,,,,,,
12.6CM 20CM FACE,$269.50 ,12016,,,,,,,,,
REPAIR SCALP/ETC 20.1 CM,$222.50 ,12017,,,,,,,,,
20.1CM 30.0CM,$346.50 ,12017,,,,,,,,,
OVER 30 CM FACE,$429.00 ,12018,,,,,,,,,
TX WOUNDS DEHISCENCE SIMPLE,$192.50 ,12020,,,,,,,,,
WOUND WITH PACKING,$126.50 ,12021,,,,,,,,,
LAYER 2.5CM,$287.07 ,12031,,,,,,,,,
LAYER 2.6CM 7.5CM,$230.65 ,12032,,,,,,,,,
LAYER 7.6CM 12.5CM,$203.57 ,12034,,,,,,,,,
LAYER 12.6CM 20.CM,$242.00 ,12035,,,,,,,,,
LAYER 20.1CM 30.0CM,$297.00 ,12036,,,,,,,,,
LAYER OVER 30.0CM,$346.50 ,12037,,,,,,,,,
LAYER 2.5CM HANDS FEET,$259.19 ,12041,,,,,,,,,
LAYER 2.6CM 7.5CM HANDS FEET,$248.13 ,12042,,,,,,,,,
LAYER 7.6-12.5CM HANDS FEET,$220.00 ,12044,,,,,,,,,
LAYER 12.6 20.0CM HANDS FEET,$258.50 ,12045,,,,,,,,,
LAYER 20.1CM 30.0 NECK HANDS FEET,$313.50 ,12046,,,,,,,,,
LAYER OVER 30 CM NECK HANDS FEET,$368.50 ,12047,,,,,,,,,
LAYER FACE EARS EYELIDS NOSE LIPS 2.5CM,$312.39 ,12051,,,,,,,,,
LAYER FACE ETC. 2.6CM -5.0CM,$255.04 ,12052,,,,,,,,,
LAYER FACE ETC. 5.1CM 7.5CM,$220.00 ,12053,,,,,,,,,
LAYER FACE ETC. 7.6CM - 12.5CM,$258.50 ,12054,,,,,,,,,
LAYER FACE 12.6CM 20CM,$324.50 ,12055,,,,,,,,,
LAYER FACE 20.1CM - 30.CM,$407.00 ,12056,,,,,,,,,
LAYER OVER 30 CM,$473.00 ,12057,,,,,,,,,
COMPLEX TRUNK 1.1CM 2.5CM,$307.94 ,13100,,,,,,,,,
COMPLEX TRUNK 2.6CM 7.5CM,$307.94 ,13101,,,,,,,,,
"COMPLEX SCALP ARMS LEGS,1.1CM 2.5CM",$214.50 ,13120,,,,,,,,,
COMPLEX SCALP ARMS LEGS 2.5CM 7.5CM,$280.50 ,13121,,,,,,,,,
REPAIR WOUND EACH ADD 5CM OR LESS,$175.00 ,13122,,,,,,,,,
COMPLEX FOREHEAD CHEEKS CHIN 1.1CM 2.5CM,$247.50 ,13131,,,,,,,,,
COMPLEX FOREHEAD CHEEKS CHIN 2.6CM 7.5CM,$385.00 ,13132,,,,,,,,,
COMPLEX EYELIDS NOSE EARS 1 CM OR LESS,$449.13 ,13150,,,,,,,,,
COMPLEX EYELIDS NOSE EARS LIPS 1.1CM 2.5,$307.94 ,13151,,,,,,,,,
COMPLEX EYELIDS NOSE EARS 2.6 CM 7.5 CM,$423.50 ,13152,,,,,,,,,
TX BURN 1ST DEGREE,$84.78 ,16000,,,,,,,,,
BURN TX SM DEBRIDEMENT,$93.00 ,16020,,,,,,,,,
BURN TX MED LEG OR FACE,$121.00 ,16025,,,,,,,,,
BURN TX LARGE OVER ONE EXTREMITY,$137.50 ,16030,,,,,,,,,
REMOVAL OF 1ST SKIN LESION,$60.00 ,17000,,,,,,,,,
REMOVAL OF 2ND TO 14TH SKIN LEISON,$294.00 ,17003,,,,,,,,,
REMOVAL OF 15 PLUS SKIN LEISONS,$189.32 ,17004,,,,,,,,,
REMOVAL WARTS UP TO 14,$62.20 ,17110,,,,,,,,,
REMOVAL OF 15 PLUS WARTS,$80.54 ,17111,,,,,,,,,
ASPIRATION BREAST,$910.92 ,19000,,,,,,,,,
REM DEBRIDEMENT FB IN MUSCLE,$301.83 ,20520,,,,,,,,,
TRIGGER POINT INJECTION,$156.98 ,20550,,,,,,,,,
TRIGGER POINT INJ,$130.00 ,20552,,,,,,,,,
CYST ASPIRATION,$141.00 ,20600,,,,,,,,,
INJECTIN BURSA OR GANGLION,$166.80 ,20605,,,,,,,,,
ARTHROCENTESIS JOINT,$142.00 ,20610,,,,,,,,,
ASPIRATION/INJECTION GANGLION CYST,$147.00 ,20612,,,,,,,,,
CL TX  TEMPOROMANDIBULAR DISLOCATION,$199.00 ,21480,,,,,,,,,
CLOSED TX TEMPOROMANDIULAR DISLOCATION,$200.00 ,21480,,,,,,,,,
I D ABSCESS NECK,"$1,593.16 ",21501,,,,,,,,,
CLOSED TREATMENT RIB FRACTURE,$174.25 ,21800,,,,,,,,,
CLOSED TREATMENT CLAVICLE FX WITHOUT MANIPULATION,$264.94 ,23500,,,,,,,,,
CLOSED TX DISLOC SHOULDER,$382.51 ,23650,,,,,,,,,
CLOSED TX SHOULDER DIS REQ ANTETHESIA,$250.00 ,23655,,,,,,,,,
I D ABSCESS ARMPIT,"$1,291.47 ",23930,,,,,,,,,
TX CLOSED ELBOW DISLOCATION,$150.00 ,24600,,,,,,,,,
CLOSED REDUCTION DIS ELBOW,$200.00 ,24640,,,,,,,,,
REMOVAL FB FOREARM WRIST,$60.50 ,25248,,,,,,,,,
FRACTURE TX RADIAL SHAFT,$331.18 ,25500,,,,,,,,,
CLOSED TX ULNA FX,$315.98 ,25530,,,,,,,,,
CLOSED TX RADIUS FX,$336.13 ,25560,,,,,,,,,
I D ABSCESS FINGER,$318.33 ,26010,,,,,,,,,
I D ABCESS FINGER,$685.58 ,26011,,,,,,,,,
REMOVAL FB HAND,$60.50 ,26070,,,,,,,,,
ARTHROTOMY W/EXPLORATION DRAINAGE OR REM,$600.00 ,26070,,,,,,,,,
INCISION METACARPALPHALANGEAL JT,"$1,271.00 ",26075,,,,,,,,,
CLOSED TX METACARPAL FX SINGLE,$355.24 ,26600,,,,,,,,,
CLOSED TREATMENT OF CARPOMETACARPAL DISL,$456.44 ,26641,,,,,,,,,
CLOSED TREATMENT PHALANGEAL FRACTURE,$239.50 ,26720,,,,,,,,,
CLOSED TX DIS PHALANGEAL FX FINGER THUMB,$222.76 ,26750,,,,,,,,,
CLOSED TX INTERPHAL JOINT DISLOCATION,$335.33 ,26770,,,,,,,,,
CLOSED TREATMENT COCCYX FRACTURE,$134.30 ,27200,,,,,,,,,
TREATMENT FIBULA FX,$350.00 ,27780,,,,,,,,,
REMOVAL FORIEGN BODY FOOT,$338.00 ,28190,,,,,,,,,
REMOVAL OF FORIGN BODY FOOT DEEP,"$1,113.98 ",28192,,,,,,,,,
CLOSED TREATMENT CALCANEAL FRACTURE,$303.10 ,28400,,,,,,,,,
CLOSED TX METARSAL FX,$267.07 ,28470,,,,,,,,,
CLOSED TREATMENT FRACTURE GREAT TOE,$181.00 ,28490,,,,,,,,,
CLOSED TX PHALANX OR PHALANGES,$151.92 ,28510,,,,,,,,,
CLOSED TX INTERPHALANGEAL JOINT DISLOC,$143.94 ,28660,,,,,,,,,
APPLICATION SHT ARM CAST,$168.02 ,29075,,,,,,,,,
APPLICATION HAND/LOWER FOREARM CAST,$109.00 ,29085,,,,,,,,,
APPLICATION LONG ARM SPLINT,$128.71 ,29105,,,,,,,,,
APPLICATION SHORT ARM SPLINT,$100.00 ,29125,,,,,,,,,
APPLICATION FINGER SPLINT,$76.00 ,29130,,,,,,,,,
APPLICATION SHT LEG CAST,$168.02 ,29405,,,,,,,,,
APPLICATION LONG LEG SPLINT,$121.00 ,29505,,,,,,,,,
APPLICATION SHORT LEG SPLINT,$110.00 ,29515,,,,,,,,,
REMOVAL FULL EXTREMITY CAST,$78.24 ,29705,,,,,,,,,
REMOVAL FB INTRANASAL,$214.36 ,30300,,,,,,,,,
CONTROL NASEL HEMMORRHAGE SIMPLE,$135.39 ,30901,,,,,,,,,
CONTROL NASEL HEMORRHAGE CAUTERY PACKING,$110.00 ,30903,,,,,,,,,
CONTROL NASAL HEMORRHAGE,$191.00 ,30905,,,,,,,,,
ENDOTRACHAEL INTUBATION,$298.00 ,31500,,,,,,,,,
ER INTUBATION,$700.00 ,31500,,,,,,,,,
REPLACEMENT TRACH TUBE,$194.90 ,31502,,,,,,,,,
THORACENTESIS FOR ASPIRATION,$220.00 ,32421,,,,,,,,,
THORACENTESIS FOR PNEUMO,$267.34 ,32422,,,,,,,,,
THORANCENTESIS FOR HEMOTHORAX,$275.00 ,32551,,,,,,,,,
PERICARDIOCENTESIS INITIAL,$120.00 ,33010,,,,,,,,,
INSERT NON TUNNEL CV CATH,$756.00 ,36556,,,,,,,,,
CENTRAL VENOUS LINE OVER 2 YEARS OF AGE,$170.00 ,36561,,,,,,,,,
INTRAOSSEOUS INJECTION,$300.00 ,36680,,,,,,,,,
REMOVAL EMBEDDED FOREIGN BODY MOUTH,$225.72 ,40804,,,,,,,,,
SUTURE OF TONGUE 2.5CM ANTERIOR,$180.87 ,41250,,,,,,,,,
SUTURE POSTERIOR TONGUE 2.5 CM,$200.00 ,41251,,,,,,,,,
GASTRIC LAVAGE,$77.00 ,43753,,,,,,,,,
REPLACE GASTROSOMY,$173.90 ,43760,,,,,,,,,
I D PERIRECTAL ABSCESS,"$1,642.54 ",46040,,,,,,,,,
INCISION THROMBOSED HEMORRHOID EXTERNAL,$256.00 ,46083,,,,,,,,,
EXCISION HEMMORRHOID,"$1,355.61 ",46230,,,,,,,,,
I D THROMBOSED HEMORRHOID,$939.64 ,46320,,,,,,,,,
CATHETER SUPRAPUBILC REMOVAL WITH INSERT,$300.00 ,51102,,,,,,,,,
CATHETERIZATION,$137.00 ,51701,,,,,,,,,
CATH BLADDER SIMPLE,$137.50 ,51702,,,,,,,,,
CHANGE OF CYSTOSTOMY TUBE,$112.03 ,51705,,,,,,,,,
I D BARTHOLIN CYST,$234.30 ,56420,,,,,,,,,
VAGINAL DELIVERY,"$3,178.13 ",59409,,,,,,,,,
ROUTINE VAGINAL DELIVERY,"$1,283.60 ",59410,,,,,,,,,
DELIVERY PLACENTA,$912.73 ,59414,,,,,,,,,
REMOVAL FB ORBIT ONLY,"$1,675.27 ",61334,,,,,,,,,
LUMBAR PUNCTURE,$165.00 ,62270,,,,,,,,,
SPINAL PUNCTURE LUMBAR,$249.97 ,62270,,,,,,,,,
INJECTION NECK MUSCLE,$150.00 ,64616,,,,,,,,,
REMOVAL FB EXT EYE SUPERFICIAL,$85.62 ,65205,,,,,,,,,
REMOVAL FB EXT EYE CORNEA,$110.00 ,65220,,,,,,,,,
REMOVAL FB EYE SLIT LAMP,$85.62 ,65222,,,,,,,,,
DRAINAGE EXTERNAL EAR,$120.00 ,69000,,,,,,,,,
REMOVAL FB EXTERNAL EAR,$121.00 ,69200,,,,,,,,,
REMOVAL IMPACTED CERUMEN,$100.00 ,69210,,,,,,,,,
"CARDIAC ARREST, CODE",$66.00 ,92950,,,,,,,,,
CPR,$571.94 ,92950,,,,,,,,,
TRANSCUTANEOUS PACING,$178.76 ,92953,,,,,,,,,
CARDIOVERSION,$385.00 ,92960,,,,,,,,,
IV INFUSION HYDRATION UP TO 1HR,$212.50 ,96360,,,,,,,,,
IV INFUSION HYDRATION EACH ADD'L HR,$61.01 ,96361,,,,,,,,,
IV INFUSION FOR THERAPY 1 HR,$213.69 ,96365,,,,,,,,,
IV INFUSION THERAPY ECH ADD HR,$47.48 ,96366,,,,,,,,,
ADDITIONAL SEQ INF UP TO 1 HR,$118.57 ,96367,,,,,,,,,
ER CONCURRENT INFUSION,$112.00 ,96368,,,,,,,,,
ER THER PROP DIAG INJ SC/IM,$51.59 ,96372,,,,,,,,,
ER IV PUSH SING INITIAL DRUG,$97.13 ,96374,,,,,,,,,
ER EACH ADD IV PUSH,$48.82 ,96375,,,,,,,,,
ER EA ADD IVP SAME DRUG,$48.82 ,96376,,,,,,,,,
OBSERVATION PER HOUR,$45.00 ,99219,,,,,,,,,
OBSERVATION TELEMETRY HOURS,$55.00 ,99219,,,,,,,,,
ER PROBLEM FOCUSED,$70.96 ,99281,,,,,,,,,
ER EXPANDED LOW MED,$101.42 ,99282,,,,,,,,,
ER EXPANDED MOD MED,$179.87 ,99283,,,,,,,,,
ER DETAILED,$276.71 ,99284,,,,,,,,,
ER COMPREHENSIVE,$450.00 ,99285,,,,,,,,,
ER CRITICAL,$618.00 ,99291,,,,,,,,,
ER CRITICAL ECH ADD 30 MIN,$120.00 ,99292,,,,,,,,,
MEDICARE OBSERVATION PER HOUR,$45.00 ,G0378,,,,,,,,,
MEDICARE OBSERVATION TELEMETRY,$55.00 ,G0378,,,,,,,,,
OBERSAVATION PER HOUR MEDICARE,$45.00 ,"G0378,25",,,,,,,,,
OBSERVATION/DIRECT,$60.80 ,G0379,,,,,,,,,
OP IV INF HYDRATION INITIAL UP TO 1 HR,$212.50 ,96360,,,,,,,,,
OP INTRAV INF HYDRATION ECH ADD HR,$61.01 ,96361,,,,,,,,,
OP IV THERAPY INITIAL UP TO 1 HR,$213.69 ,96365,,,,,,,,,
IV INFU THERAPY ECH ADD HR,$47.48 ,96366,,,,,,,,,
ADDITIONAL SEQ INF UP TO 1 HR,$118.57 ,96367,,,,,,,,,
OUTPT CONCURRENT INFUSION,$112.00 ,96368,,,,,,,,,
OUT PT IV PUSH SINGLE OR INITIAL DRUG,$97.13 ,96374,,,,,,,,,
OUT PT IV EACH ADDITIONAL PUSH,$41.13 ,96375,,,,,,,,,
PHYSICAL THERAPY RE EVALUATION - O/P,$125.00 ,"97002,GP",,,,,,,,,
PT APPLICATION OF HOT OR COLD PACK O/P,$71.12 ,"97010,GP",,,,,,,,,
PT ESTIM UNATTENDED O/P,$11.00 ,"97014,GP",,,,,,,,,
PT PARAFFIN BATH,$47.17 ,"97018,GP",,,,,,,,,
PT DIATHERMY O/P,$47.17 ,"97024,GP",,,,,,,,,
PT E-STIM MANUAL O/P,$78.62 ,"97032,GP",,,,,,,,,
PT ULTRASOUND O/P,$78.62 ,"97035,GP",,,,,,,,,
PT THERAPEUTIC EXERCISE - O/P,$78.62 ,"97110,GP",,,,,,,,,
PT NEUROMUSCULAR RE-ED- O/P,$104.74 ,"97112,GP",,,,,,,,,
PT GAIT TRAINING- O/P,$70.73 ,"97116,GP",,,,,,,,,
PT MASSAGE TX - O/P,$70.73 ,"97124,GP",,,,,,,,,
PT MANUAL THERAPY - O/P,$99.47 ,"97140,GP",,,,,,,,,
PHYSICAL THERAPY EVALUATION - O/P,$300.00 ,"97161,GP",,,,,,,,,
PT INITIAL EVALUATION - MODERATE,$350.00 ,"97162,GP",,,,,,,,,
PHYSICAL THERAPY EVALUATION HIGH,$400.00 ,"97163,GP",,,,,,,,,
PT THERAPEUTIC ACTIVITIES- O/P,$58.70 ,"97530,GP",,,,,,,,,
PT ESTIM UNATTENDED O/P,$50.00 ,"G0283,GP",,,,,,,,,
RESPITE DAILY ROOM RATE,$150.00 ,,,,,,,,,,
SWING BED DAILY ROOM RATE,$150.00 ,,,,,,,,,,
PRIVATE ROOM DAILY ROOM RATE,$645.00 ,,,,,,,,,,
SEMI PRIVATE DAILY ROOM RATE,$645.00 ,,,,,,,,,,
DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region (HRR) Description,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments
194 - SIMPLE PNEUMONIA & PLEURISY W CC,10095,HALE COUNTY HOSPITAL,508 GREEN STREET,GREENSBORO,AL,36744,AL - Tuscaloosa,12,"$8,515.33 ","$6,848.08 ","$5,171.08 "
638 - DIABETES W CC,10095,HALE COUNTY HOSPITAL,508 GREEN STREET,GREENSBORO,AL,36744,AL - Tuscaloosa,14,"$6,791.57 ","$5,868.50 ","$4,950.50 "
683 - RENAL FAILURE W CC,10095,HALE COUNTY HOSPITAL,508 GREEN STREET,GREENSBORO,AL,36744,AL - Tuscaloosa,17,"$8,617.06 ","$6,551.53 ","$5,871.29 "
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,10095,HALE COUNTY HOSPITAL,508 GREEN STREET,GREENSBORO,AL,36744,AL - Tuscaloosa,23,"$7,655.43 ","$5,697.09 ","$4,863.17 "
