83894,$67.00 
DNA ANALYSIS-PARAFFIN TISSUE (ESO,$548.00 
DNA ANTIBODY,$183.00 
DNA CO-RECEPTOR,"$2,000.00 "
DNA FOR FLOW CYTO. (FOR 6502),$548.00 
DNA STUDIES-TISSUE,$548.00 
DOBUTAMINE 12.5MG/ML INJ 20ML, $-   
DOBUTAMINE 250MG/250ML, $-   
DOBUTAMINE 500MG/250ML INJ 250ML, $-   
DOCOSANOL 10% 2GM, $-   
DOCUSATE 20MG/5ML SYRUP 30ML, $-   
DOCUSATE 50MG/5ML LIQ 30ML, $-   
DOCUSATE CA 240MG CAP, $-   
DOCUSATE CA W/CASANTHRANOL LF CAP, $-   
DOCUSATE NA/SENNA TAB, $-   
DOCUSATE POT W/ CASANTHRANOL CAP, $-   
DOCUSATE SOD 100MG CAP, $-   
DOCUSATE SOD 20MG 5ML, $-   
DOCUSATE SOD 50MG CAP, $-   
DOCUSATE SOD LIQ 50MG/5ML 5ML, $-   
DOCUSATE SOD SYRP 60MG/15ML 25ML, $-   
DOCUSATE SOD W/CASAN 100/30 CAP, $-   
DOCUSATE SOD/PHENOP. 100-65MG TAB, $-   
DOCUSATE SOD-CASANTHR. ELIX 30ML, $-   
DOCUSATE SODIUM 20MG/5ML, $-   
DOCUSATE SODIUM 20MG/5ML LIQ 5ML, $-   
DOCUSATE SODIUM 50MG/5ML UD 10ML, $-   
DOCUSATE SODIUM CHERRY 250MG/25ML, $-   
DOCUSATE SODIUM ENEMA 283MG, $-   
DOFETILIDE 500MCG CAPSULE, $-   
DOG EPITHELIA (ON 6716&6761),$33.00 
DOLASETRON 12.5MG/0.625ML INJ, $-   
DOLASETRON MESYLATE 50MG TABLET, $-   
DOMEBORO PACKET, $-   
DONEPEZIL 10MG, $-   
DONEPEZIL 10MG TABLET, $-   
DONEPEZIL 23MG TABLET, $-   
DONEPEZIL 23MG TABLET, $-   
DONEPEZIL 5MG TAB, $-   
DONEPEZIL 5MG TBDL, $-   
DOPAMIME HCL 160MG/ML 5ML VIAL, $-   
DOPAMINE 400MG/10ML VIAL, $-   
DOPAMINE 400MG/DEXTROSE INJ 250ML, $-   
DOPAMINE 40MG/ML INJ 5ML, $-   
DOPAMINE 800MG/DEXTROSE INJ 250ML, $-   
DOPAMINE 800MG/DEXTROSE INJ 500, $-   
DOPAMINE 80MG/ML INJ 5ML, $-   
DOPAMINE 80MG/ML INJ 5ML, $-   
DORIPENEM 250MG VIAL, $-   
DORIPENEM 500MG INJECTION, $-   
DORIPENEM MONOHYDRATE 250MG DOSE, $-   
DORZOLAMIDE 2% 10ML OPTH DROP, $-   
DORZOLAMIDE 2% OPTH SOLN 5ML, $-   
DORZOLAMIDE OPTH SOLN 10ML, $-   
DORZOLAMIDE/TIMOLOL OPTH SOL 10ML, $-   
DORZOLAMIDE-TIMOLOL UD OP 2%/0.5%, $-   
DOTAREM 10ML SYRINGE,$165.00 
DOTAREM 10ML VIAL,$165.00 
DOTAREM 15ML SYRINGE,$247.50 
DOTAREM 15ML VIAL,$247.50 
DOTAREM 20ML SYRINGE,$330.00 
DOTAREM 20ML VIAL,$330.00 
DOXACURIUM INJ 5ML, $-   
DOXAPRAM 20MG/ML INJ 20ML, $-   
DOXAZOSIN 1MG TAB, $-   
DOXAZOSIN 2MG TAB, $-   
DOXAZOSIN MESYLATE 4MG TABLET, $-   
DOXECALCIFEROL 2 MCG/ML 1 ML INJ., $-   
DOXEPIN 10MG CAP, $-   
DOXEPIN 25MG CAP, $-   
DOXEPIN 50MG CAP, $-   
DOXEPIN 75MG CAP, $-   
DOXEPIN HCL CR 5% 45GM, $-   
DOXERCALCIFEROL 0.5MCG CAPSULE, $-   
DOXERCALCIFEROL 2.5MG CAPSULE, $-   
DOXERCALCIFEROL 2MCG/ML 1ML, $-   
DOXERCALCIFEROL 4MCG/2ML AMPULE, $-   
DOXORUBICIN 10MG INJ., $-   
DOXORUBICIN 20MG INJ, $-   
DOXORUBICIN 2MG/1ML INJ. 25ML, $-   
DOXORUBICIN HCL LIPOSOME INJECTIO, $-   
DOXORUBICIN RDF INJ 20MG, $-   
DOXORUBICIN RDF INJ. 10MG, $-   
DOXYCYCLINE 100MG INJ., $-   
DOXYCYCLINE 100MG ORAL, $-   
DOXYCYCLINE 100MG TAB, $-   
DOXYCYCLINE 100MG TAB, $-   
DOXYCYCLINE 25MG/5ML SUSP 60ML, $-   
DOXYCYCLINE HYCLATE 100MG TABLET, $-   
DOXYCYCLINE PELLETS 100MG CAP, $-   
DOXYLAMINE SUCCINATE 25MG, $-   
DOXYLAMINE SUCCINATE 25MG TAB, $-   
DPD 5-FLUOROURACIL,$330.00 
DPT VACCINE 5ML, $-   
DPT VACCINE INJ. 0.5ML, $-   
DRAIN ABS/CYST/HEMA VEST MOU COMP,"$2,231.00 "
DRAIN CHEST WATER SEAL DUAL CO,$185.71 
DRAIN CHEST WATER SEAL SINGLE,$116.63 
DRAIN CHEST/THORACIC SNGL COLLECT,$150.49 
DRAINAGE ABSCESS HEMA NASAL IN,"$1,001.00 "
DRAINAGE ABSCESS HEMA NASAL SEPTU,"$1,001.00 "
DRAINAGE ABSCESS PALATE UVULA,"$1,001.00 "
"DRAINAGE ABSCESS, CYST HEMATOMA",$420.00 
"DRAINAGE ABSCESS,CYST,HEMA MOU",$420.00 
"DRAINAGE EX EAR,ABS, HEM COMP","$5,691.00 "
"DRAINAGE EXT AUDITORY CANAL,AB",$420.00 
DRAINAGE FINGER ABSCESS COMPLI,"$3,666.00 "
DRAINAGE SCROTAL WALL ABSCESS,"$3,666.00 "
DRESS/DEBRIDE P-THICK BURN LG,"$1,785.00 "
DRESS/DEBRIDE P-THICK BURN MED,$422.00 
DRESS/DEBRIDE P-THICK BURN PF,$299.00 
DRESS/DEBRIDE P-THICK BURN PF,$425.00 
DRESS/DEBRIDE P-THICK SM,$422.00 
DRESSING ABD SURGIPAD 8X7.5IN,$5.51 
DRESSING ACTICOAT 4X4 ABSORBENT,$40.77 
DRESSING ACTICOAT 4X5 ABSORBENT,$57.33 
DRESSING ADAPTIC 3X3 NONADHESIVE,$5.51 
DRESSING ADAPTIC 3X8 NONADHESIVE,$9.33 
DRESSING ALLERGN HEEL/ELBOW,$41.73 
DRESSING AQUACEL 2X2 SILVER,$28.00 
DRESSING AQUACEL 3.5X3.75,$119.14 
DRESSING AQUACEL 4X4,$23.49 
DRESSING AQUACEL 4X4 SILVER,$53.28 
DRESSING COLLAGEN PURACOL PL19.13,$76.96 
DRESSING COLLEGEN PURAC PL AG 2X2,$53.58 
DRESSING COMBIDERM ACD 4X4,$17.64 
DRESSING DUODERM 8X8,$13.89 
DRESSING DUODERM SIGNA 4X4,$17.08 
DRESSING DUODERM SIGNA 5.5X5.5,$27.01 
DRESSING DUODERM X-THIN STR 4X4,$26.46 
DRESSING ELFA NONADH 2X3.75,$5.51 
DRESSING FOAM BACTERIOSTA 9MM,$37.65 
DRESSING ISLAND SILVERSON 4X10,$126.00 
DRESSING IV TEGADERM 10X12CM,$5.25 
DRESSING IV TEGADERM 10X25CM,$6.46 
DRESSING MEDIPORE PAD SOFT 3.5X10,$5.73 
DRESSING MEDIPORE PAD SOFT 6X6,$6.16 
DRESSING MELGISORB 2X2,$12.86 
DRESSING MEPILEX AG 4X4,$39.41 
DRESSING MEPILEX SELF-ADH 4X4 COA,$19.03 
DRESSING MEPILEX W/BORDER 4X4,$16.03 
DRESSING MEPILEX W/BORDER 6X6,$26.72 
DRESSING MEPITEL 3X4 NON-ADH,$30.20 
DRESSING MEPITEL 4X7,$75.40 
DRESSING MEPITEL 4X7.2 NON-ADH,$47.87 
DRESSING MEPITEL 8X12 NON-ADH,$115.42 
DRESSING OPTILOCK NON-ADH 4X4,$25.97 
DRESSING OPTILOCK NON-ADH 5X5.5,$29.90 
DRESSING PETROLEUM STL 3X9,$5.51 
DRESSING SETOPRESS 4IN,$41.08 
DRESSING SOFT FOAM TRACVAC 7.5X10,$152.15 
DRESSING TEGADERM AG MESH SIL 4X5,$31.14 
DRESSING TEGADERM PAD 2X2.75,$5.25 
DRESSING TEGADERM PAD 3.5X10,$11.29 
DRESSING TEGADERM PAD 3.5X4,$5.25 
DRESSING TEGADERM TRN 2 3/8X2 3/4,$5.25 
DRESSING TEGAGEN HI ROPE,$19.81 
DRESSING TELFA ISLAND 4X14,$6.83 
DRESSING TELFA NONADH 2X3,$17.64 
DRESSING TELFA NONADH 3X4,$5.25 
DRESSING TELFA NONADH 3X8,$5.25 
DRESSING VAC T.R.A.C PAD ONLY,$97.52 
DRESSING WET SALINE 4X8IN 12PLY,$5.25 
DRESSING WOUND VEIL CONFORMANT4X4,$5.25 
DRESSING XEROFORM 5X9IN,$7.28 
DRONABINOL 2.5 MG CAPS, $-   
DRONABINOL 5MG CAP, $-   
DRONEDARONE HCL 400MG TABLET, $-   
DROPERIDOL 2.5MG/ML INJ 2ML, $-   
DROTRECOGIN ALFA 20MG, $-   
DRUG DEFINITIVE 7 ORAL, $-   
DRUG DEFINITIVE 7 URINE, $-   
DRUG DEFINITIVE MEDICARE,$480.00 
DRUG DEFINITIVE(>21),$600.00 
DRUG DEFINITIVE(15-21),$480.00 
DRUG DEFINITIVE(1-7),$300.00 
DRUG DEFINITIVE(8-14),$360.00 
DRUG EA ADDL VACCINE,$93.00 
DRUG EA ADDL VACCINE,$93.00 
DRUG INITIAL VACCINE,$139.00 
DRUG PROFILE BLOOD, $-   
DRUG PROFILE PLUS ALCOHOL,$73.50 
"DRUG PROFILE, 6 DRUGS BLOOD",$73.50 
"DRUG PROFILE, BLOOD",$73.50 
"DRUG PROFILE,URINE W/CANNABINOIDS",$101.00 
DRUG QUANT(80299),$168.68 
DRUG SCREEN,$70.00 
DRUG SCREEN (PAIN TREATMENT),$73.50 
DRUG SCREEN BLOOD,$110.00 
DRUG SCREEN CHOCTAW,$70.00 
DRUG SCREEN COLLECTION,$21.00 
DRUG SCREEN HAIR,$110.00 
DRUG SCREEN MINI, $-   
DRUG SCREEN ORAL, $-   
DRUG SCREEN PANEL(UMBILICAL CORD),$165.00 
DRUG SCREEN URINE SEVEN,$73.50 
DRUG SCREEN URINE SEVEN W/ALC,$73.50 
DRUG SCREEN WITH REPORTED MEDS, $-   
DRUG SCREEN(80305),$73.50 
DRUG SCREEN(80305),$73.50 
DRUG SCREEN(80306),$73.50 
DRUG SCREEN(80307),$73.50 
DRUG SCREEN(80307),$73.50 
DRUG SCREEN(80307),$110.00 
DRUG SCREEN(POC LAB.),$70.00 
"DRUG SCREEN,URINE",$73.50 
"DRUG SCREEN,URINE(LC)",$73.50 
DRUG SCREEN-BREAST MILK,$73.50 
DRUG(80377),$73.50 
DRUG(83992),$131.20 
DRVVT CONF,$50.00 
DRVVT MIX,$35.28 
DSDNA AB IGG,$66.15 
DSDNA ANTIBODY (ON 6461),$76.00 
DSDNA IFA IGG,$158.76 
D-TEST - CHARGE ONLY,$81.00 
DUCK FEATHERS (ON 6761),$33.00 
DULAGLUTIDE 0.75MG/0.5ML PEN, $-   
DULOXETINE 60MG CPDR, $-   
DULOXETINE HCL 20MG CAPSULE, $-   
DULOXETINE HCL 30MG CAPSULE, $-   
DUONEB 0.5MG/3ML INHAL SOLN., $-   
DUONEB INH 3ML SOLN, $-   
DUTASTERIDE 0.5MG CAPSULE, $-   
D-XYLOSE,$62.00 
DYPHYLINE 200MG TAB, $-   
DYPHYLLINE 400MG TAB, $-   
DYPHYLLINE/GUAIF 200-200MG TAB, $-   
DYT 1 (DYSTONIA DNA),$23.00 
E.COLI 0157,$76.00 
E.COLI 0157 PLATE,$76.00 
"EASTERN EQUINE VIRUS AB,IGG",$271.00 
"EASTERN EQUINE VIRUS AB,IGM",$271.00 
"EBNA,IGG",$96.00 
EBV ACUTE INFECTION AB PROFILE, $-   
"EBV ANTIBODY (VCA),IGG",$235.00 
"EBV ANTIBODY (VCA),IGM",$235.00 
EBV CHRONIC/ACTIVE, $-   
"EBV EARLY AG AB,IGG(W/7011)",$235.00 
"EBV NUCLEAR AG AB, IGG(W/7011)",$96.00 
"EBV NUCLEAR ANTIGEN AB, IGG", $-   
EBV PANEL, $-   
EBV PANEL, $-   
EBV PANEL., $-   
EBV VCA,$235.00 
"EBV-EA, IGG",$235.00 
ECG-ROUTINE ECG 12 LEAD TRAC ON,$138.00 
ECHINOCCUS AB,$268.00 
ECHO COLORFLOW DOPPLER W/CONTRAST,"$1,691.00 "
ECHO W DOPPLER COLORFLOW,"$1,470.00 "
ECHOVIRUS ANTIBODY,$189.00 
ECHOVIRUS CSF PANEL, $-   
ECONAZOLE 1% CR. 15GM, $-   
EDROPHONIUM 10MG/ML INJ 15ML, $-   
EDROPHONIUM CHLORIDE 10MG/ML 15ML, $-   
EDROPHONIUM CL-ATROPINE SOLN 5ML, $-   
EFAVIRENZ 600MG TABLET, $-   
EFAVIRENZ/TENOFOVIR/EMTRICITABINE, $-   
EFFEXOR 75MG TABLET, $-   
EGFR (ESOTERIX 402650),$700.00 
EGFR MUTATION, $-   
EGFR-FDA (DAKO) ESOTERIX,$331.00 
EGG (WHOLE),$33.00 
EHRLICHIA,$482.00 
"EHRLICHIA CHAFFEENSIS, DNA PCR", $-   
EHRLICHIA(86666), $-   
EHRLICHIOSIS TITER, $-   
EKG INTERP,$30.00 
EKG INTERPRETATION,$30.00 
ELASTIC STAIN,$107.00 
ELECTRODE ECG PACING QUICK-PACE,$144.90 
ELECTRODE QUICK COMBO ADULT,$206.81 
ELECTRODE W/PRECONNECT SYSTEM,$168.00 
ELECTROLYTE PANEL,$87.00 
ELECTROLYTE PANEL (SERUM),$87.00 
ELECTROLYTES 1000ML, $-   
ELECTROLYTES-POC, $-   
ELECTROPHORETIC TECHNIQUE,$151.00 
ELETRIPTAN HYDROBROMIDE 40MG TAB, $-   
ELIDEL 1% CREAM 100GM TUBE, $-   
ELM (ON 6716),$33.00 
ELUTION,$189.00 
ELUTION ACID - CHRG ONLY,$189.00 
ELUTION LUI FREEZE - CHRG,$189.00 
"ELUTION PANEL, LUI", $-   
"ELUTION,ACID",$189.00 
EMETROL LIQ 120ML, $-   
EMLA W/TEGADERM KIT, $-   
EMPAGLIFLOZIN 10MG, $-   
EMPLOYEE HIV PEP KIT, $-   
EMPTY CAPSULES #4, $-   
EMPTY EVACUATED CONTAINER 1000ML, $-   
EMPTY EVACUATED CONTAINER 500ML, $-   
EMPTY PCA SYRINGE KIT, $-   
ENALAPRIL 10MG TAB, $-   
ENALAPRIL 2.5MG TAB, $-   
ENALAPRIL 20MG TAB, $-   
ENALAPRIL 20MG TAB, $-   
ENALAPRIL 5MG TAB, $-   
ENALAPRIL MALEATE/HCTZ 5-12.5MG, $-   
ENALAPRILAT 1.25MG/ML INJ 1 ML, $-   
ENALAPRILAT 1.25MG/ML INJ 2ML, $-   
ENAPRANIL-HCTZ 10-25MG TAB, $-   
ENBREL 25MG KIT, $-   
ENCEPHALITIS PANEL CSF, $-   
ENDOMETRIAL SAMPLING W/O CERV DIL,$461.00 
ENDOMYSIAL AB IGA,$158.76 
ENDOMYSIAL AB IGG, $-   
ENDOMYSIAL AB IGG,$158.76 
ENDOMYSIAL AB IGG TITER,$158.76 
ENDOVEN LASER ABL 1ST VEIN,"$4,735.00 "
ENDOVEN LASER ABL EA ADDL,"$3,000.00 "
ENGLISH PLANTAIN (ON6716&6774),$33.00 
ENHANCER RESQPOD CIRCULATORY,$308.75 
ENOXAPARIN 100MG/1ML INJ. 1ML, $-   
ENOXAPARIN 120MG INJ, $-   
ENOXAPARIN 120MG/0.8ML, $-   
ENOXAPARIN 30MG SYR., $-   
ENOXAPARIN 30MG/0.3ML INJ 0.3ML, $-   
ENOXAPARIN 40MG/0.4ML INJ SYR, $-   
ENOXAPRIN 40MG/0.4ML INJ 0.4ML, $-   
ENTAMOEBA ANTIBODY,$183.00 
ENTERIC PATHOGEN CULTURE,$79.22 
ENTERIC PATHOGEN PANEL,$300.00 
ENTERIC PATHOGEN PANEL,$300.00 
ENTERIC PATHOGEN PANEL,$300.00 
ENTEROVIRUS ANTIBODIES PROFILE,$694.58 
ENTEROVIRUS BY PCR,$290.00 
ENTEROVIRUS(86658),$345.00 
ENTERVIRUS PANEL RTPCR,$799.00 
ENTOCORT 3MG CAPSULE, $-   
ENZYMATIC DIGESTION 6456,$23.00 
"EOS SMEAR, SPUTUM",$57.00 
"EOSINOPHIL COUNT, BLOOD",$81.00 
"EOSINOPHIL COUNT,URINE OR STOOL",$93.00 
EOSINOPHIL NASAL,$232.00 
"EOSINOPHIL, URINE",$57.00 
EPA-DHA-VITAMIN E 1000MG CAPSULE, $-   
EPHEDRINE 25MG CAP, $-   
EPHEDRINE 50MG/ML INJ 1ML, $-   
EPHEDRINE SULFATE 5 MG/0.5ML INJ., $-   
EPHEDRINE SULFATE 50MG/10ML SYR, $-   
EPI PEN JR, $-   
EPICOCCUM PURPURASCENS (ON 6754),$33.00 
EPIDERMAL GROWTH FACTOR RECEPTOR,$79.00 
EPIDURAL, $-   
EPINASTINE HCL-BENZALKONIUM 0.05%, $-   
EPINEPHRINE 1% OPTH SOLN 10ML, $-   
EPINEPHRINE 1-1000 AUTOINJECTOR, $-   
EPINEPHRINE 1-1000 INJ 30ML, $-   
EPINEPHRINE 1-1000 TOP SOLN. 30ML, $-   
EPINEPHRINE 1-1000/1ML INJ 1ML, $-   
EPINEPHRINE 1-10000/10ML INJ 10ML, $-   
EPINEPHRINE INJ 1-200 INJ 0.3ML, $-   
EPIRUBICIN 2MG/ML 25ML VIAL, $-   
EPITHELIAL MEMBRANE ANTIGEN,$331.00 
EPLERENONE 25MG TABLET, $-   
EPLERENONE 50MG, $-   
EPOETIN ALFA 10000U/1ML INJ 1ML, $-   
EPOETIN ALFA 2000UNITS/ML 1ML, $-   
"EPOETIN ALFA 40,000 UNITS INJ.", $-   
EPOETIN ALFA HUMAN 4MU/ML 1MLVIAL, $-   
EPOETIN ALFA(NON-ESRD)1000U/.1ML, $-   
EPOETIN ALPHA 20MU/ML 1ML VIAL, $-   
EPOETIN ALPHA 3000U/ML INJ 1ML, $-   
EPOETIN HUMAN ALPHA 2000U/1ML INJ, $-   
EPROSARTAN 600MG, $-   
EPROSARTAN MESYLATE 600MG TAB, $-   
EPSTEIN BARR VIRUS VCA IGG,$96.00 
EPSTEIN-BARR VIRUS EBNA IGG,$96.00 
EPSTEIN-BARR VIRUS EBNA IGG,$96.00 
EPSTEIN-BARR VIRUS VCA IGM,$96.00 
"EPSTEIN-BARR VIRUS,QUANT BY PCR", $-   
"EPSTEIN-BARR VIRUS,QUANT BY PCR",$568.00 
EPTIBATIDE INJ. 200 MG/100ML, $-   
EPTIFIBATIDE 20MG/10ML INJ, $-   
EPTIFIBATIDE 75 MG/100 ML INJ., $-   
ER CRITICAL 30-74MIN PF,$416.00 
ER CRITICAL EA ADDL 30MIN PF,$208.00 
ER LEVEL I,$55.00 
ER LEVEL I,$201.00 
ER LEVEL I PF,$55.00 
ER LEVEL I W/PROC,$201.00 
ER LEVEL I W/PROC PF,$55.00 
ER LEVEL II,$443.00 
ER LEVEL II PF,$100.00 
ER LEVEL II PF,$100.00 
ER LEVEL II W/PROC,$443.00 
ER LEVEL II W/PROC PF,$100.00 
ER LEVEL III,$690.00 
ER LEVEL III PF,$145.00 
ER LEVEL III PF,$145.00 
ER LEVEL III W/PROC,$690.00 
ER LEVEL III W/PROC PF,$145.00 
ER LEVEL IV,$920.00 
ER LEVEL IV PF,$210.00 
ER LEVEL IV PF,$210.00 
ER LEVEL IV W/PROC,$920.00 
ER LEVEL IV W/PROC PF,$210.00 
ER LEVEL V,"$1,168.00 "
ER LEVEL V PF,$266.00 
ER LEVEL V PF,$266.00 
ER LEVEL V W/PROC,"$1,168.00 "
ER LEVEL V W/PROC PF,$266.00 
ER/PR BREAST TUMOR (ESOTERIX), $-   
ER/PR/DNA BREAST TUMOR (ESOTERIX), $-   
ERGOCALCIFEROL 50MU CAPSULE, $-   
ERGOCALCIFEROL 8MU/ML DROPS 60ML, $-   
ERGOLOID MESYLATE 1MG TAB, $-   
ERGOTAMINE-PB-BELLADONNA TAB, $-   
ERTAPENEM 1GM VIAL, $-   
ERYTH/SULFISOX SUSP 100ML, $-   
ERYTHROMYC 100MG/2.5ML DROPS 50ML, $-   
ERYTHROMYCIN 0.5% OPTH OINT 3.5GM, $-   
ERYTHROMYCIN 125MG/5ML SUSP 30ML, $-   
ERYTHROMYCIN 1GM INJ., $-   
ERYTHROMYCIN 200/5ML SUSP 100ML, $-   
ERYTHROMYCIN 200MG/5ML SUSP 30ML, $-   
ERYTHROMYCIN 200MG/5ML SUSP 5ML, $-   
ERYTHROMYCIN 250MG TAB, $-   
ERYTHROMYCIN 250MG TAB, $-   
ERYTHROMYCIN 250MG/5ML SUSP 30ML, $-   
ERYTHROMYCIN 333MG PARTICLE TAB, $-   
ERYTHROMYCIN 333MG TAB, $-   
ERYTHROMYCIN 400MG TAB, $-   
ERYTHROMYCIN 400MG/5ML SUSP 100ML, $-   
ERYTHROMYCIN 400MG/5ML SUSP 30ML, $-   
ERYTHROMYCIN 500MG BASE TABLET, $-   
ERYTHROMYCIN 500MG INJ., $-   
ERYTHROMYCIN 500MG PARTICLE TAB, $-   
ERYTHROMYCIN 500MG TAB, $-   
ERYTHROMYCIN BASE EC 250MG TAB, $-   
ERYTHROMYCIN LACTO 250MG INJ, $-   
ERYTHROMYCIN LACTO 500MG ADVANT, $-   
ERYTHROMYCIN OPHTH OINT 0.5% 1GM, $-   
ERYTHROMYCIN TBEC 250MG, $-   
ERYTHROMYCIN TOP 2% GEL 30GM, $-   
ERYTHROPOIETIN,$155.00 
"ERYTHROPOIETIN INJ. 20,000 UNITS", $-   
ESBL CONFIRMATION -CHARGE ONLY,$81.00 
ESCITALOPRAM 20MG TABLET, $-   
ESMOLOL 10MG/1ML INJ. 10ML, $-   
ESMOLOL 250MG/ML INJ. 10ML, $-   
ESMOLOL HCL IN NS 10MG/ML 250ML, $-   
ESOMEPRAZOLE 40MG FOR DRIP, $-   
ESOMEPRAZOLE MAGNESIUM 40MG CAP, $-   
ESOMEPRAZOLE SODIUM 40MG VIAL, $-   
ESOPHAGOSCOPY R/F REMOVAL FB,"$2,588.00 "
EST. ESTROGENS/METHYLTEST HS TAB, $-   
ESTAZOLAM 1MG TAB, $-   
ESTERIFIED ESTROGENS 0.625MG TAB, $-   
ESTERIFIED ESTROGENS 0.625MG TAB, $-   
ESTRACE VAGINAL CREAM, $-   
ESTRADIOL,$129.00 
ESTRADIOL 0.1MG/24 HR PATCH, $-   
ESTRADIOL 0.5MG, $-   
ESTRADIOL 1MG TAB, $-   
ESTRADIOL 2MG TAB, $-   
ESTRADIOL SENSITIVE,$112.46 
ESTRADIOL TRANSDERMAL 0.075MG/DAY, $-   
ESTRADIOL TRANSDERMAL PATCH 0.1MG, $-   
ESTRADIOL VAL 20MG/1ML INJ 10ML, $-   
ESTRADIOL VAL REP 10MG/ML INJ 1ML, $-   
ESTRADIOL VALERATE 40MG/ML 1ML, $-   
ESTRADIOL VALERATE OIL 10MG 1ML, $-   
ESTRADIOL-NORETHINDRONE 1-0.5MG, $-   
ESTRAMUSTINE 140MG CAP, $-   
ESTRATEST 1.25-2.5MG, $-   
ESTRIOL,$157.00 
ESTROGEN & PROGESTERONE (BREAST),$620.00 
ESTROGEN 0.1MG PATCH, $-   
ESTROGEN PATCH 0.05MG, $-   
"ESTROGEN, TOTAL",$157.00 
"ESTRONE, SERUM",$67.00 
ESTROPIPATE 0.625MG TAB, $-   
ESTROPIPATE 1.25MG TAB, $-   
ESZOPICLONE 2MG TABLET, $-   
ETHACRYNIC ACID 25MG TABLET, $-   
ETHACRYNIC ACID 50 MG TAB, $-   
ETHACRYNIC ACID 50MG INJ., $-   
ETHAMBUTOL 100MG, $-   
ETHAMBUTOL 400MG TAB, $-   
ETHANOL,$110.00 
ETHANOL (ALCOHOL),$169.00 
ETHANOLAMINE OLEATE AMPULE 100MG, $-   
ETHANOLAMINE OLEATE AMPULE 25MG, $-   
ETHANOLAMINE OTIC SOLN 6ML, $-   
ETHCHLOVYNOL 500MG CAP, $-   
ETHCHLOVYNOL 500MG CAP, $-   
ETHINYL ESTRADIOL 0.05 MG TABLET, $-   
ETHOSUXIMIDE (ZARONTIN),$139.00 
ETHOSUXIMIDE 250MG/5ML 30ML SYRUP, $-   
ETHYL ALCOHOL 70% SOLUTION 480ML, $-   
ETHYL ALCOHOL RUBBING 70% 480ML, $-   
ETHYL CHLORIDE 100% SPRAY 105ML, $-   
"ETHYL GLUCURONIDE SCREEN, UR",$110.00 
ETHYLENE GLYCOL,$235.00 
ETIDRONATE 200MG TAB, $-   
ETIDRONATE 300MG/6ML INJ 6ML, $-   
ETIDRONATE DISODIUM 400MG TABLET, $-   
ETODOLAC 200 MG CAP, $-   
ETODOLAC 300 MG CAP, $-   
ETODOLAC 400MG, $-   
ETODOLAC 500MG TABLET, $-   
ETODOLAC XL 400MG CAP, $-   
ETOMIDATE 40MG 20ML INJECTION, $-   
ETOMIDATE 40MG/20ML INJ., $-   
ETOPOSIDE 100MG/5ML INJ. 5ML, $-   
ETRITINATE 25MG CAP, $-   
EUCERIN LOTION 120ML, $-   
EUGENOL 3.75ML, $-   
EUGLOBULIN LYSIS TIME,$128.00 
EVAC IV BAG 2000ML WITH TUBING, $-   
EVAC IV BAG 3000ML WITH TUBING, $-   
EVAC SUBUNGUAL HEMATOMA,$122.00 
EVAC SUBUNGUAL HEMATOMA PF,$92.00 
EVACUATED CONTAINER 1000ML, $-   
EVACUATED CONTAINER 250ML, $-   
EVACUATED CONTAINER 250ML, $-   
EVACUATED CONTAINER 500ML, $-   
EVAL AUDITORY REHAB STATUS 1HR,$268.00 
EVAL AUDITORY REHAB STATUS ADD15M,$66.00 
EVAL NONSPEECH AUG/ALT COM DEV,$255.00 
EVAL SPEECH FLUENCY,$276.00 
EVAL SPEECH SOUND PROD,$276.00 
EVAL SPEECH SOUND PROD W/LAN,$276.00 
EVAL VOICE AND RESONANCE,$276.00 
EVAL VOICE PROSTH/ALT COM 1ST HR,$233.10 
EVAL/SWALLOW & ORAL FUNCT/FEEDING,$365.40 
EVAL/VOICE PROSTH/ALT COM 30MIN+,$128.00 
EVEROLIMUS,$225.00 
EXAMINATION AND SELECTION,$15.00 
EXC BEN LESION 2.1-3.0CM,"$1,799.00 "
EXC BEN LESION 3.1-4.0CM,"$6,433.00 "
EXC BEN LESION 3.1-4.0CM TR AR LG,"$6,433.00 "
EXC BENIGN LESION .5CM OR LESS,"$1,434.00 "
EXC BENIGN LESION 0.6-1.0CM,$511.00 
EXC BENIGN LESION 1.1-2.0CM,"$1,434.00 "
EXC BENIGN LESION 1.1-2.0CM PF,$329.00 
EXC BENIGN LESION 2.1-3.0CM,$977.00 
EXC LESION EAR 1.5CM,$487.00 
EXC LESION EAR 1.5CM PF,$870.00 
EXC LESION FACE 1.1-2.0CM PF,$775.00 
EXC MAL LES 2.1-3CM PF,$428.00 
EXC MAL LES BODY 1.1-2.0CM PF,$369.00 
EXC MAL LES FACE 1.1-2.0CM,$803.00 
EXC MAL LESION 0.5CM TR AR LG,"$2,393.00 "
EXC MAL LESION 0.6-1.0CM TR AR LG,"$1,434.00 "
EXC MAL LESION 1.1-2.0CM TR AR LG,"$1,434.00 "
EXC MAL LESION 2.1-3.0CM TR AR LG,"$2,393.00 "
EXC MAL LESION 3.1-4.0CM TR AR LG,"$2,393.00 "
EXC MAL LESION OVR 4.0CM TR AR LG,"$5,093.00 "
EXC/DESTRCT INTRAABD/RETROP CYST,"$5,930.00 "
EXCISION BENIGN LESION 0.5CM LESS,"$1,434.00 "
EXCISION BENIGN LESION 1.1-2.0,"$2,393.00 "
