Charge Code,Description,Dept,Revenue Code,Proc Code,Modifier 1,Modifier 2,Rate,Zero Charge Explanation
4710464,DEXAMETHASONE 10MG INJ,PHAR,250,J1100,,,9.00,
4710505,DIGOXIN <.5MG INJ,PHAR,636,J1160,,,37.50,
4710509,HYDROMORPHONE HCL <4MGINJ,PHAR,636,J1170,,,52.50,
4710324,DIPHENHYDRAMIN 50MG,PHAR,636,J1200,,,6.00,
4710534,DOPAMINE 400MG INJ,PHAR,250,J1265,,,37.00,
4710028,NEUPOGEN 300MCG,PHAR,636,J1442,,,891.40,
4710604,GENTAMICIN SULF <80MG INJ,PHAR,636,J1580,,,12.90,
4710614,GLUCAGON 1MG INJ,PHAR,636,J1610,,,176.00,
4710625,HALOPERIDOL LACTAT<5MGINJ,PHAR,636,J1630,,,27.00,
4710629,HEPARIN SOD PER 1000U INJ,PHAR,636,J1644,,,14.00,
4713239,ENOXAPARIN 10MG INJ,PHAR,636,J1650,,,88.00,
4711104,SOLU-CORTEF100 MG INJ,PHAR,636,J1720,,,48.00,
4711810,INFED 50MG,PHAR,636,J1750,,,68.50,
4710670,INSULIN N PER 5 UNITS,PHAR,636,J1815,,,16.10,
4710671,INSULIN R PER 5 UNITS,PHAR,636,J1815,,,15.00,
4711365,KETOROLAC TROMTH 15MG INJ,PHAR,636,J1885,,,51.40,
4712222,KETORLAC 60MG,PHAR,636,J1885,,,30.00,
4710725,FUROSEMIDE <20MG INJ,PHAR,636,J1940,,,31.10,
4711960,FUROSEMIDE 40 MG,PHAR,636,J1940,,,18.00,
4710103,LEVAQUIN PER 250MG IV,PHAR,636,J1956,,,148.00,
4710737,LIDOCAINE 50CC INJ,PHAR,636,J2001,,,24.70,
4711456,LORAZEPAM 1MG,PHAR,636,J2060,,,51.40,
4711780,MEROPENEM 100 MG IV,PHAR,636,J2185,,,41.00,
4711257,MIDAZOLAM PER 5 MG INJ,PHAR,636,J2250,,,58.90,
4710814,MORPHINE SULF 4MG INJ,PHAR,636,J2270,,,52.50,
4710862,NARCAN /1MG INJ,PHAR,636,J2310,,,128.00,
4711550,XOLAIR 225MG SQ,PHAR,636,J2357,,,"2,925.40",
4710900,ORPHENADRINE CIT<=60MG IN,PHAR,636,J2360,,,40.00,
4710112,ONDANSETRON HCL IV PER MG,PHAR,636,J2405,,,13.00,
4710100,NEULASTA 6MG INJ,PHAR,636,J2505,,,"4,983.00",
4710111,PEN G 5 MILLION,PHAR,250,J2540,,,27.00,
4710108,ZOSYN 1G/0.125G 1.125 IV,PHAR,636,J2543,,,167.00,
4711018,PROMETHAZINE HCL<50MG INJ,PHAR,636,J2550,,,15.00,
4711570,PROPOFOL 10 ML INJ,PHAR,250,J2704,,,45.00,
4711049,METOCLOPRAMIDE <=10MG INJ,PHAR,636,J2765,,,16.00,
4711414,RANITIDINE HCL 50MG INJ,PHAR,636,J2780,,,48.20,
4711108,SOLU-MEDROL <=40MG INJ,PHAR,636,J2920,,,69.60,
4711109,SOLU-MEDROL <=125MG INJ,PHAR,636,J2930,,,43.00,
4711608,FENTANYL CIT <100MCG INJ,PHAR,636,J3010,,,42.80,
4711461,SUMATRIPTAN SUCC 6MG INJ,PHAR,636,J3030,,,37.00,
4714150,TENECTEPLASE (TNK) 50MGIV,PHAR,636,J3101,,,"8,173.00",
4711177,CHLORPROMAZINE 50 MG,PHAR,636,J3230,,,88.90,
4710702,TRIAMCINOLONE /10MG INJ,PHAR,636,J3301,,,12.50,
4711241,DIAZEPAM <=5MG INJ,PHAR,636,J3360,,,71.70,
4711247,VANCOMYCIN 1GM,PHAR,636,J3370,,,154.10,
4711690,VANCOMYCIN 1.5 GM,PHAR,636,J3370,,,185.20,
4711277,THIAMINE 100MG INJ,PHAR,250,J3411,,,37.00,
4714147,CYANOBALAMIN <=1000 MCG I,PHAR,636,J3420,,,29.00,
4711240,VITAMIN K PER MG INJ,PHAR,636,J3430,,,129.00,
4710760,MAGNESIUM SULF 500MG INJ,PHAR,631,J3475,,,35.00,
4710997,POTASSIUM CL EA 2 MEQ INJ,PHAR,636,J3480,,,17.20,
4717030,POTASIUM CHLORIDE 10MEG/100ML,PHAR,636,J3480,,,36.40,
4717130,POTASIUM CHLORIDE 10MEQ/50ML,PHAR,636,J3480,,,36.40,
4710118,RECLAST EA 5MG INJ,PHAR,636,J3489,,,"2,723.20",
4470050,"SOL- IV, 9% NACL, 250ML",MM,258,J3490,,,30.00,
4710014,GUAIFENESIN DM 5ML SUS,PHAR,250,J3490,,,5.00,
4710017,LABETALOL HCL 5MG INJ,PHAR,250,J3490,,,25.00,
4710018,XYLOCAINE VISC BOTTLE,PHAR,250,J3490,,,32.10,
4710020,MAGNESIUM 300MG TAB,PHAR,250,J3490,,,4.30,
4710047,METOPROLOL <5MG IV,PHAR,636,J3490,,,13.00,
4710106,XOPENEX UD INHL,PHAR,250,J3490,,,18.20,
4710206,PSEUDOEPHEDRN HCL/ACTF TB,PHAR,250,J3490,,,4.30,
4710302,LORAXEPAM/ATIVAN 1MG TAB,PHAR,250,J3490,,,4.30,
4710323,DIPHENHYDRMN HCL 25MG CAP,PHAR,250,J3490,,,4.30,
4710326,DIPHENHYDRAMINE 50MG ELIX,PHAR,250,J3490,,,6.00,
4710364,DILTIAZEM 5MG INJ,PHAR,250,J3490,,,39.60,
4710365,DILTIAZEM HCL/CARD 60MG T,PHAR,250,J3490,,,4.30,
4710411,DILAUDID 2MG TAB,PHAR,250,J3490,,,4.30,
4710425,PROCHLORPERAZINE 10MG TAB,PHAR,250,J3490,,,4.00,
4710492,DEXTROSE 50% <25GM INJ,PHAR,250,J3490,,,42.00,
4710504,DIGOXIN .5MG TAB,PHAR,250,J3490,,,4.30,
4710508,PHENYTOIN SODIUM 100MG TB,PHAR,250,J3490,,,6.00,
4710561,ERYTHROMYCIN OPTH OINT 4G,PHAR,250,J3490,,,21.40,
4710605,GENTAMICIN SULF OPTH <5ML,PHAR,250,J3490,,,19.30,
4710626,HALDOL 2MG TAB,PHAR,250,J3490,,,4.30,
4710646,HCTZ 50MG TAB,PHAR,250,J3490,,,4.30,
4710692,KEFLEX 250MG/5CC 100CC LQ,PHAR,250,J3490,,,37.50,
4710762,MAG CITRATE 10 OZ LIQUID,PHAR,250,J3490,,,11.80,
4710800,MILK OF MAGNESA 30ML LQUD,PHAR,250,J3490,,,4.30,
4710826,IBUPROFEN 400MG TAB,PHAR,250,J3490,,,4.50,
4710829,IBUPROFEN 600MG TAB,PHAR,250,J3490,,,5.00,
4710836,MULTIVITAMIN CONCRTE INJ,PHAR,636,J3490,,,256.80,
4710878,NEOSPORIN 1/32 OZ TOPICAL,PHAR,250,J3490,,,4.30,
4710893,NITROGLYCERIN TAB,PHAR,250,J3490,,,4.30,
4710947,PEN VK 250MG/5CC 100ML,PHAR,250,J3490,,,18.50,
4710956,PERCOCET -5 TAB,PHAR,250,J3490,,,4.30,
4710960,PERMETHRIN 5% CREAM,PHAR,250,J3490,,,108.10,
4710966,PHENERGAN 25MG SUPPOSITOR,PHAR,250,J3490,,,12.90,
4710967,PHENERGAN 25MG TAB,PHAR,250,J3490,,,4.30,
4710996,POTASSIUM CL 10MEQ TAB,PHAR,250,J3490,,,5.00,
4711055,RESTORIL 15MG TAB,PHAR,250,J3490,,,4.30,
4711075,GUAIFENESIN AC 5ML SUS,PHAR,250,J3490,,,4.30,
4711098,SODIUM BICARBONATE 7.5%,PHAR,250,J3490,,,20.40,
4711171,MULTI VIT TAB,PHAR,250,J3490,,,4.30,
4711214,TYLENOL 650MG TAB,PHAR,250,J3490,,,4.30,
4711215,TYLENOL 5CC LIQUID,PHAR,250,J3490,,,4.30,
4711221,TYLENOL W/CODEINE 30MG TB,PHAR,250,J3490,,,4.30,
4711235,VALIUM 10MG TAB,PHAR,250,J3490,,,4.30,
4711290,XYLOCAINE 1% 1CC INJ,PHAR,250,J3490,,,22.00,
4711292,XYLOCAINE 1% W/EPI,PHAR,636,J3490,,,18.00,
4711294,XYLOCAINE 2% 1CC INJ,PHAR,250,J3490,,,23.00,
4711297,XYLOCAINE VISC,PHAR,250,J3490,,,39.60,
4711298,XYLOCAINE JELLY 30GM,PHAR,250,J3490,,,20.40,
4711299,XYLOCAINE JELLY 1GM,PHAR,250,J3490,,,4.30,
4711421,METRONIDAZOLE 500MG TAB,PHAR,250,J3490,,,5.00,
4711459,IBUPROFEN 100MG/ML 5ML,PHAR,250,J3490,,,6.00,
4711501,MACROBID 100MG TAB,PHAR,250,J3490,,,21.00,
4711710,LISINOPRIL 5MG TAB,PHAR,250,J3490,,,4.50,
4712140,NASAL SPRAY,PHAR,250,J3490,,,8.60,
4712250,NOREPINEPHRINE 4 MG,PHAR,636,J3490,,,100.00,
4715010,NORCO,PHAR,250,J3490,,,5.00,
4470045,"SOL- IV, 9% NACL, 1000ML",MM,258,J7030,,,40.00,
4470048,"SOL-IV, 45% NACL, 1000ML",MM,258,J7030,,,40.00,
4470046,"SOL- IV, 9% NACL, 500ML",MM,258,J7040,,,50.00,
4470053,"SOL-IV,D5/.9NACL EA 1L",MM,258,J7042,,,24.80,
4470043,"SOL- IV, D5, 500ML",MM,258,J7060,,,5.70,
4470052,"SOL-IV, D5,.45NACL 1000ML",MM,258,J7070,,,24.80,
4470057,"SOL-IV, D5, LR, 1000ML",MM,258,J7070,,,74.25,
4470055,"SOL-IV, LR, 1000ML",MM,258,J7120,,,41.50,
4717600,LILETTA IUD 52MG,PHAR,636,J7297,,,"1,030.00",
4710998,PREDNISONE 20MG TAB,PHAR,250,J7512,,,4.00,
4710217,ALBUTEROL INHALER,PHAR,637,J7609,,,85.00,
4711037,ALBUTEROL UD / MG INH SOL,PHAR,637,J7609,,,5.00,
4711790,PULMICORT/BUDESONIDE NEB,PHAR,636,J7626,,,312.50,
4711470,IPRATROPIUM BROMIDE UD,PHAR,636,J7645,,,9.70,
4711800,SPIRIVA,PHAR,250,J7699,,,376.70,
4710420,DOCUSATE SOD/COL 100MG TB,PHAR,250,J8499,,,5.00,
4710502,DIGOXIN .125MG TAB,PHAR,250,J8499,,,6.50,
4710503,DIGOXIN .25MG TAB,PHAR,250,J8499,,,4.30,
4710566,ERYTHROMYCIN 250MG TAB,PHAR,250,J8499,,,4.30,
4710693,KEFLEX 500MG TAB,PHAR,250,J8499,,,6.00,
4711076,GUAIFENESIN AC 30ML SUS,PHAR,250,J8499,,,9.70,
4711088,SULF/TRIM 200/40MG/5MLSUS,PHAR,250,J8499,,,4.30,
4711112,DOXYCYCLINE 100MG TAB,PHAR,250,J8499,,,9.00,
4711148,TEGRETOL 200MG TAB,PHAR,250,J8499,,,4.30,
4711181,THYROID 60MG TAB,PHAR,250,J8499,,,4.30,
4711237,VALIUM 5MG TAB,PHAR,250,J8499,,,5.40,
4711261,VICODIN PO,PHAR,250,J8499,,,4.30,
4711355,IMODIUM 2MG TAB,PHAR,250,J8499,,,6.00,
4711406,MECLIZINE HCL 25MG TAB,PHAR,250,J8499,,,4.30,
4711420,Naproxen 500mg,PHAR,250,J8499,,,6.50,
4711422,PRILOSEC 20MG TAB,PHAR,250,J8499,,,11.80,
4711482,PEPCID 20MG TAB,PHAR,250,J8499,,,6.00,
4711486,GLUCOPHAGE 500MG TAB,PHAR,250,J8499,,,5.40,
4711507,NEURONTIN 300MG,PHAR,250,J8499,,,3.00,
4711540,KETAMINE 50MG INJ,PHAR,250,J8499,,,30.00,
4711720,LISINOPRIL 10MG TAB,PHAR,250,J8499,,,4.30,
4470905,BELT-RIB,MM,271,L0220,,,64.15,
4470301,SPLINT-COLLES LG L,MM,271,L3908,,,50.65,
4470365,"SPLINT-WRIST,UNIV,R",MM,271,L3908,,,98.95,
4470366,SPLINT-WRIST UNIVERSAL,MM,271,L3908,,,98.95,
4470781,SPLINT-ANKLE SUPPORT STRP,MM,274,L4350,,,194.50,
4548858,RED BLOOD CELLS LEUKOREDUCED,BB,390,P9016,,,531.30,
4548859,PLATELETS PHERESIS,BB,390,P9034,,,934.85,
4549040,Rbc leukoreduced irradiated,BB,390,P9040,,,827.85,
4710506,FOSPHENYTOIN SOD 100MG INJ,PHAR,636,Q2009,,,24.00,
4075159,TELEHEALTH FACILITY FEE,CL,780,Q3014,GT,,39.40,
4475030,CAST ARM SHRT FBRGL >11YO,MM,271,Q4010,,,84.35,
4475110,SPLINT ARM LONG FBRGL >11,MM,271,Q4018,,,170.85,
4475105,SPLINT ARM LONG FBRGL <11,MM,271,Q4020,,,64.15,
4475130,SPLINT ARM SHRT FBRGL >11,MM,271,Q4022,,,88.85,
4475125,SPLINT ARM SHRT FBRGL <11,MM,271,Q4024,,,94.40,
4475080,CAST LEG SHRT PLSTR >11YO,MM,271,Q4037,,,73.10,
4475150,SPLINT LEG LONG FBRGL >11,MM,271,Q4042,,,104.60,
4475180,SPLINT LEG SHRT PLSTR >11,MM,271,Q4045,,,37.20,
4475170,SPLINT LEG SHRT FBRGL >11,MM,271,Q4046,,,130.45,
4475165,SPLINT LEG SHRT FBRGL <11,MM,271,Q4048,,,114.70,
4470229,"CAST- FIBERGLASS 4""",MM,271,Q4050,,,60.70,
4470870,PADDING-CAST,MM,271,Q4050,,,18.10,
4470289,"SPLINT-CRDBD/FOAM 12""",MM,271,Q4051,,,12.40,
4711136,CIMETIDINE 300MG INJ,PHAR,250,S0023,,,28.90,
4710408,CLINDAMYCIN 300MG INJ,PHAR,250,S0077,,,42.80,
4710409,CLINDAMYCN 600MG INJ,PHAR,250,S0077,,,65.30,
4717210,ONDANSETRON ODT 8MG,PHAR,250,S0119,,,6.00,
407SPOR,SPORTS PHYS/CASH DOS ONLY,CL,521,XXXXX,,,20.00,
4089999,EMPLOYEE PHYSICAL,CLMD,983,XXXXX,,,136.00,
4500000,DOT Drug Testing - DATCO,LAB,300,XXXXX,,,90.00,
4717280,ACETAMINOPHEN 500MG TAB,PHAR,250,Z7610,,,4.30,
Number of Charge Code Printed:,"1,946",,,,,,,
Charge Code:,All Charge Codes,,,,,,,
Departments:,All Departments,,,,,,,
UB Revenue Codes:,All UB Revenue Codes,,,,,,,
Procedure Codes:,All Procedure Codes,,,,,,,
Service Codes:,All Service Codes,,,,,,,
Inventory Item Numbers:,All Inventory Item Numbers,,,,,,,
Statistic Account Numbers:,All Statistics Account Numbers,,,,,,,
Taxable:,All,,,,,,,
Active:,Only Active,,,,,,,
Report Order:,ProcedureCode,,,,,,,
Price As Of :,10/01/18,,,,,,,
