Wheeling ,,
Item Description,CPT/HCPC ,Price
MAJOR OR 12.0 HR, ,"$13,870.73 "
MAJOR OR 12.25 HR, ,"$14,950.21 "
MAJOR OR 12.50 HR, ,"$20,586.67 "
MAJOR OR 12.75 HR, ,"$13,490.19 "
MAJOR OR 13.00 HR, ,"$18,557.67 "
MAJOR OR 13.25 HR, ,"$18,962.90 "
MAJOR OR 13.50 HR, ,"$16,696.70 "
MAJOR OR 13.75 HR, ,"$14,694.61 "
MAJOR OR 14.0 HR, ,"$17,395.12 "
MAJOR OR 14.25 HR, ,"$15,296.96 "
MAJOR OR 14.50 HR, ,"$17,189.04 "
MAJOR OR 14.75 HR, ,"$20,217.73 "
MAJOR OR 15.0 HR, ,"$17,852.83 "
MAJOR OR 15.25 HR, ,"$16,501.38 "
MAJOR OR 15.50 HR, ,"$16,802.56 "
MAJOR OR 15.75 HR, ,"$17,043.49 "
MAJOR OR 16.00 HR, ,"$17,284.43 "
MAJOR OR 16.25 HOURS, ,"$17,525.38 "
MAJOR OR 16.30 HOURS, ,"$17,766.05 "
MAJOR OR 16.45 HOURS, ,"$17,766.05 "
MAJOR OR  17.00 HOURS, ,"$24,554.40 "
MAJOR OR  17.25 HOURS, ,"$18,488.87 "
MAJOR OR  17.30 HOURS, ,"$18,669.57 "
MAJOR OR  17.45 HOURS, ,"$17,576.01 "
MAJOR OR  18.00 HOURS, ,"$19,211.69 "
MAJOR OR 23 HOURS, ,"$26,925.04 "
GREENLIGHT LAS SCO 10179, ,$200.00 
GREENLIGHT LAS FIB MO XPS, ,"$2,350.00 "
RENAL LITHOTRIPSY 2 TR PR, ,"$18,242.57 "
GREENLIGHT LASER RENTAL, ,$700.00 
GREENLIGHT DELIVERY FEE, ,$50.00 
REZUM DEL PROST D201-003, ,"$2,470.00 "
ARTH MAT SUCT ECO  USAXG8, ,$241.50 
MAJOR OR 15 MIN, ,"$1,067.65 "
MISC STERILE SUPPLY, , 
SPECIAL O.R. SUPPLIES, , 
SPECIAL ORTHOPOD OR SUPPL, , 
MAJOR OR 30 MIN, ,"$1,613.73 "
MAJOR OR 45 MIN, ,"$2,180.79 "
MAJOR OR 1 HOUR, ,"$2,861.93 "
MAJOR OR 1.25 HOURS, ,"$3,333.03 "
MAJOR OR 1.5 HOURS, ,"$3,745.05 "
MAJOR OR 1.75 HOURS, ,"$3,936.41 "
MAJOR OR 2 HOURS, ,"$4,143.95 "
MAJOR OR 2.25 HOURS, ,"$4,361.57 "
MAJOR OR 2.50 HOURS, ,"$4,797.82 "
MAJOR OR 2.75 HOURS, ,"$5,234.08 "
MAJOR OR 3 HOURS, ,"$5,452.20 "
MAJOR OR 3.25 HOURS, ,"$6,106.59 "
MAJOR OR 3.5 HOURS, ,"$6,542.86 "
MAJOR OR 3.75 HOURS, ,"$6,979.12 "
MAJOR OR 4 HOURS, ,"$7,632.97 "
MAJOR OR 4.25 HOURS, ,"$8,287.38 "
MAJOR OR 4.50 HOURS, ,"$8,723.63 "
MAJOR OR 4.75 HOURS, ,"$8,941.76 "
MAJOR OR 5 HOURS, ,"$10,315.79 "
MAJOR OR 5.25 HOURS, ,"$9,596.13 "
MAJOR OR 5.5 HOURS, ,"$10,250.02 "
MAJOR OR 5.75 HOURS, ,"$10,904.39 "
MAJOR OR 6 HOURS, ,"$11,340.68 "
MAJOR OR 6.25 HOURS, ,"$11,558.80 "
MAJOR OR 6.5 HOURS, ,"$11,776.93 "
MAJOR OR 6.75 HOURS, ,"$11,995.05 "
MAJOR OR 7 HOURS, ,"$12,431.29 "
MAJOR OR 7.25 HOURS, ,"$14,633.67 "
MAJOR OR 7.5 HOURS, ,"$13,521.45 "
MAJOR OR 7.75 HOURS, ,"$13,739.59 "
MAJOR OR 8 HOURS, ,"$13,957.73 "
MINOR OR 15 MIN, ,"$1,535.64 "
MINOR OR 30 MIN, ,"$3,033.62 "
MINOR OR 45 MIN, ,"$3,792.35 "
MINOR OR 1 HOUR, ,"$4,930.12 "
MINOR OR 1.25 HOURS, ,"$6,067.21 "
MINOR OR 1.5 HOURS, ,"$6,446.91 "
MINOR OR 1.75 HOURS, ,"$7,204.98 "
MINOR OR 2 HOURS, ,"$7,394.84 "
MINOR OR 2.25 HOURS, ,"$7,773.86 "
MINOR OR 2.5 HOURS, ,"$7,963.71 "
MINOR OR 2.75 HOURS, ,"$9,859.54 "
MINOR OR 3 HOURS, ,"$9,153.69 "
MINOR OR 3.25 HOURS, ,"$9,018.35 "
MINOR OR 3.5 HOURS, ,"$13,076.45 "
BONE-TISSUE RETRIEVAL, ,$813.68 
LASER TREATMENT OF EYE, ,"$1,180.91 "
PUMP-ALTON DEAN, ,$186.00 
MAMMOSITE DEVICE,C1728,"$4,006.00 "
PVR SCAN,51798,$163.60 
B-D BONANNO CATH 408289, ,$186.00 
ZIMMER BAC W LA 888700100, ,"$1,400.00 "
CR-BARD BALLOON 15 887504, ,$717.50 
MICRO-NEPHRO-MAX 210-117, ,$882.00 
COOK NEPH TRAC DIL 077030, ,$631.75 
DISP DORMIA BASKET, ,$623.25 
MINOR OR 3.75 HOURS, ,"$2,239.28 "
MINOR OR 4 HOURS, ,"$2,803.13 "
CON CAN-W-S-FLO 606001110, ,$75.25 
RIC-W HYDRA-PROB 2135-095, ,$548.25 
RIC-W HYDRA-PROB 2137-155, ,$548.25 
DOW-CORN SI CATH 330-12, ,$154.50 
ARROW NEEDLE-S-W  AN04318, ,$30.50 
TIDI COV BACK TABLE 5575, ,$80.25 
TELE-MED CATH-CH 20018010, ,$108.25 
TYC ST KN BO DIS 31143004, ,$18.75 
ARGY UMB-V-C 888 160226, ,$31.25 
ETHICON PLAIN   5-0 1775G, ,$57.00 
URETERAL CATH CN WHIS OLI, ,$57.50 
GLUCOMETER-OP PREOP,82962,$21.36 
ANDERSEN ANPRO-S-W-D AN30, ,$34.25 
SMITH-NEP DON-V-T  240015, ,$34.50 
MICROMED V TUBE VT-040801, ,$68.75 
XOM-MED FER-L-TUB 1025020, ,$187.00 
DAVOL-EV-W-SUCT-K 0043610, ,$27.75 
XOM-MED T-GOOD-VE 1016010, ,$119.75 
XOM-MED T-SIL-VE  1028070, ,$253.75 
JEDMED-MYRING-KIT 38-1410, ,$157.50 
PRO PROD CR SHOU WR 19221, ,$124.50 
BEC-DIC LEVEEN PVS 378542, ,"$1,527.50 "
INTEG NEED-MIC-6R 1359260, ,$35.50 
B-D VI-ISOL BAG      1055, ,$23.50 
STR-END CAM-DRP 240010200, ,$41.00 
S N R TUB MOD-T-TU 240072, ,$69.50 
DAVOL BILE BAG       1585, ,$20.00 
3M  DRAPE, ,$7.00 
KEND-ARM-CRAD-LO 31143491, ,$19.00 
DRP LASER-MICROSE-MICROLE, ,$80.50 
3M ISOL DRAPE  1014, ,$52.75 
GYRUS ENT UNIT CAUTERY, ,$79.75 
GYR-KNIF-MYR-SICKL 130715, ,$30.50 
GYR-KNIF-MYR-LANC  130716, ,$34.75 
COMP NIT-AIR DRILL, ,$18.75 
MRCROMED-COL-TUB VT100101, ,$31.50 
MICROMED-DON-TUB VT010001, ,$31.50 
CYSTOMETER, ,$134.50 
CODMAN-CAUTERY-BIPOLAR, ,$45.00 
MICROT-DRA 104X305 2938, ,$67.25 
E.S.U., ,$72.50 
COBLATION UNIT, ,$83.00 
INFRARED COAG, ,$62.00 
MEDTR-STIMUL-NERV 8562010, ,$171.25 
PARKS-COMP DOPPLER UNIT, ,$159.50 
HYPHERCATOR, ,$62.00 
FIBEROPTIC-LIGHT-SOURCE, ,$45.25 
MONITOR, ,$34.75 
INTEGRA-NEURO-MONITOR-ICP, ,$212.50 
LAPAROSCOPE, ,$136.75 
HYSTEROSCOPE, ,$136.75 
SMITH-NEPH-CAUTERY-ORATEC, ,$106.25 
LIGASURE MACHINE, ,$110.50 
MICROSULIS ENDOMET-ABLAT, ,$386.75 
BRAINLAB DEVICE, ,"$2,873.00 "
SONOPET SYSTEM, ,$221.00 
ZEISS-MICROSCOPE-EAR, ,$215.50 
DINAMAP - OR, ,$39.25 
SONASITE ULTRASOUND SYS, ,$199.00 
MICRO. SURG.INST., ,$307.00 
LEICA-MICROSCOPE-NEURO, ,$265.75 
ZEISS-MICROSCOPE-NEURO, ,$215.50 
ZEISS-MICROSCOPE-PLASTIC, ,$215.50 
CRYO-EXTRACTOR-FRIG, ,$168.00 
ULTRASONIC LITHO, ,$103.50 
ELECTROHYDRAULITH, ,$117.50 
ZEISS-MICROSCOPE-EYE, ,$215.50 
VITRECTOR, ,$224.00 
VACUUM CURETTE UNIT, ,$28.00 
VCR TAPE, ,$14.25 
WETFIELD COAG, ,$55.75 
STORZ PHACO, ,$224.00 
MIDAS REX, ,$362.00 
HEATER PROBE, ,$86.00 
CODMAN MALIS-IRRG BIPOLAR, ,$59.50 
OXIMETER, ,$26.25 
WECK-MICROSCOPE-EYE, ,$215.50 
COHERENT-LASER-CO-2, ,$318.75 
CRYOMETIC-COLPOSCOPE, ,$215.25 
STRYKER-INS-DRILL-MICR-B, ,$63.75 
XOM TRE NER CAUT 85 62010, ,$100.75 
STRYKER-INS-DRILL-MAX-B, ,$63.75 
SURGIMEDIC-SMOKE EVACUAT, ,$53.25 
ACIST-INJECTOR-HIGH-PRESS, ,$106.25 
STRYKER-LAP-SYS-GEN-THORA, ,$225.75 
DERMATONE BLADES, ,$22.50 
STRYKER-ARTHROSC-SYS, ,$224.50 
STRYKER-LAP-SYS-UROLOGY, ,$179.50 
LEICA-NEURO-VIDEO-SYST, ,$372.00 
ALL-UTEROSCOPE, ,$132.75 
DISP VEIN STRIPPER, ,$24.00 
SINUSCOPE MEDTRON-WOLFE, ,$132.00 
WELSH-ALL-ANOSCOPE, ,$132.75 
ALL-BRONCHOSCOPE, ,$132.75 
OLYMPUS-COLONSOCOPE, ,$132.75 
ACMI-CIRCON-CYSTOSCOPE, ,$132.75 
OLYMPUS-ERCP-SCOPE, ,$132.75 
EYE BLADES, ,$37.25 
OLYMPUS-GASTROSCOPE, ,$132.75 
EYE SHIELD, ,$9.75 
ALL-LARYNGOSCOPE, ,$132.75 
PILLING-MEDIASTINSCOPE, ,$132.75 
HOLLISTER POST-OP POUCH, ,$34.50 
PILLING-ESOPHAGOSCOPE, ,$132.75 
ALL-SIGMOIDOSCOPE, ,$132.75 
ALCON I/A PACK 508C, ,$278.50 
STRYKER-ENDOSC-ARTHROS-PU, ,$175.25 
OR-SOLUTION-WARMER UNIT, ,$106.25 
ANSPACH-DRILL UNIT, ,$348.25 
US-SURG AUTO-SONIX UNIT, ,$212.50 
OSCOR-M SUB-I-SET  EBP-10, ,$116.00 
JED-MED EXE GARTER 286536, ,$4.00 
OLYMPUS-ENDO-VIDEO UNIT, ,$225.75 
ALCON L-GLIDE  8065183907, ,$35.00 
OLYMPUS-ENDO-NO-VIDEO SYS, ,$180.75 
ERBE-CAUTERY UNIT, ,$59.50 
MERSILENE MESH OR STRIPS, ,$75.75 
STRYKER-LAP-SYS GYN, ,$271.00 
ARTHROCARE-CAUTERY-ARTHRO, ,$106.25 
MICRO BRUSH, ,$57.50 
ALCO-PHACO-UNIT-LEGACY, ,$215.50 
THERMACHOICE UNIT, ,$110.50 
OLYMPUS-VIDEO BRONCHOSCOP, ,$132.75 
OLYMPUS VID-BRONCH-SYS, ,$225.75 
NASAL SPLINT, ,$29.00 
DRAGER-MED C-C MONITOR, ,$150.00 
SM NEP DRES ACTI 66800544, ,$72.75 
NASAL TAMPON, ,$44.75 
DAVOL MES OVAL     0010216,C1781,"$3,310.00 "
DAVAL MESH OVAL  0010217,C1781,"$3,815.00 "
POREX ADAPTER SW 62519-1, ,$18.00 
"DRILL,RICHARDS RADIOLUCEN", ,$63.75 
VAL-LAB HA-SU-COAG E3310, ,$43.75 
VAL-LAB S-COAG  E250510FR, ,$20.25 
VAL-LAB NEO REM PAD E7512, ,$34.25 
VAL LAB INF R PAD E751025, ,$17.50 
ARGYLE SUCTION SET 501775, ,$5.75 
SYSTEC, ,$196.25 
SPINAL-G CORN-B-LSR 4M-9M,C1713,"$2,150.00 "
TUBE GAUZE, ,$4.25 
SPIN GR C CH-4-10 100415,C1713,"$1,134.00 "
SPIN GR C-C15 6-10 100315,C1713,"$1,323.00 "
SPIN GR C-C30 6-10 100330,C1713,"$1,822.00 "
ETHI SKIN CL-D-R CLR2224S, ,$294.50 
MEDTRONIC VESS-CANN 30001, ,$14.50 
ALLEN FL M 28X40 A83330A1, ,$48.50 
ADEPT-MED VIS-RETAIN 3204, ,$104.75 
STRY STEN TR U 0220180518, ,"$1,768.50 "
IRRI LAV SYST IRRISEPT403, ,$210.00 
S-N-R RET-H-SUT 71111579D, ,$266.50 
ETHICON ETHIBO MO6 CX45D, ,$48.50 
CRANI BLADES, ,$98.25 
ZIP MED SKIN C1-24 PS1240, ,$437.50 
ZIPLINE M DRE SHIE PS1241, ,$52.50 
CRANIAL CLIPS, ,$9.75 
ETHICON VICRY 2-0 VCP726D, ,$43.25 
ETHI SKIN CL D P CLR602US, ,$449.00 
DISP PERFORATOR, ,$229.75 
US-SURG SURPRO 1 CP824L, ,$27.00 
ETHICON DERMAB-AMP. DHV12, ,$83.25 
WIRE PASS DRILL, ,$115.75 
DERMABOND DV12, ,$90.25 
DERMABOND DVH12, ,$92.00 
MAJOR PACK, ,$115.75 
ETHICON DERMAB-PROPENDPP6, ,$105.00 
ETHION DERMAB-PRO  DPPXL6, ,$206.50 
MINOR PACK, ,$69.50 
GENZY-SPERAFI 5X6 638001, ,$941.50 
ALCON BS-500NDC0065079550, ,$91.75 
INSTAT, ,$120.50 
ETHICON ETHILON 6-0 1866G, ,$17.50 
ETHICON VICRYL    2 J649G, ,$62.50 
ETHICON MONO 3-0 MCP427H, ,$23.25 
ETHICON MONOC 4-0 MCP496G, ,$22.00 
ETHICON PROLENE 6-0 8680H, ,$38.00 
ETHICON PROLENE 4-0 8682G, ,$18.25 
ETHICON VICRYL I    J650G, ,$56.75 
ETHICON VICRYL    VCP701D, ,$63.25 
ETHICON VICRYL  O VCP740D, ,$48.25 
ETHICON VICRY 3-0 VCP774, ,$63.25 
ETHICON VICRY 4-0 VCP823G, ,$18.25 
ETHICON VICRYL3-0 VC 104G, ,$34.50 
ETHICON VICRYL 2-0 VCP105, ,$34.75 
ETHICON VICRY 5-0 VCP493G, ,$18.25 
ETHICON BONE WAX     W31G, ,$23.00 
ETHICON PDS 4-0  PDP496G, ,$22.75 
CARDIOVASCULARS, ,$15.00 
MICRO-SUTURE, ,$56.75 
OPTHALMIC, ,$53.25 
PLASTIC SUTURE, ,$10.75 
RETENTION, ,$15.00 
US SURG MAXON O   6269-61, ,$13.25 
ETHIC-PROXIMATE-PLU PMW35, ,$103.00 
SOFT JAW INSERT, ,$25.00 
COVID SUT T1 0 8888311371, ,$28.00 
SURGICLIP, ,$153.50 
ETHICON-M-PRO 10X13 PCDT1,C1781,"$3,410.00 "
SUTURE UNITS, ,$61.00 
WECK-HEMOCLIP-SM 533735, ,$42.50 
WECK-HEMOCLIP-MED   53380, ,$21.00 
WECK HEMOCLIP-LARG   5338, ,$44.00 
DAVOL K-MESH-SM-O 0010101, ,"$1,120.00 "
DAVOL K-MESH M-OV 0010105, ,"$1,198.50 "
DAVOL K-MESH L-OV 0010102, ,"$1,400.00 "
DAVOL K-MESH SM-C 0010103, ,"$1,150.00 "
DAVOL-K-MESH L-CI 0010104, ,"$1,291.00 "
DAVOL PRE-S-MESH  0112700,C1781,$409.50 
DAVOL-MESH 2X12   0112670, ,$460.25 
DAVOL MESH 10X14  0112660, ,$893.25 
DAVOL COMP 3X6    0113360, ,"$1,296.25 "
ETHICM-PER--PL-M UPIUG403,C1781,$559.75 
ETHIC M-PER-PL-L UP1UG553,C1781,$559.75 
BARD VENT HER PAT 0010212,C1781,"$2,598.00 "
GEN-SPERA-M  3X6 5959-360, ,"$1,115.75 "
GEN SPERA-M  6X8 5959-680, ,"$2,234.00 "
GEN-SPERA-M 8X12 5959-812, ,"$2,491.50 "
GEN SPERA-M  4X8 5959-480, ,"$1,394.50 "
DAVOL MESH PL SM 0112750,C1781,$976.50 
CAST ROOM 15 MINUTES, ,$504.05 
CAST ROOM 30 MINUTES, ,$826.91 
CAST ROOM 45 MINUTES, ,"$1,839.27 "
CAST ROOM 60 MINUTES, ,"$1,934.56 "
CAST ROOM OVER 1 HOUR, ,"$1,070.40 "
CAST REMOVAL, ,$82.56 
CHILD ARM-SHORT PLASTER, ,$16.00 
CHILD ARM-LONG PLASTER, ,$26.25 
CHILD ARM-SPLINT PLASTER, ,$9.50 
CHILD HIP SPICA-PLASTER, ,$118.75 
CHILD-HIP SPICA PLA 1 1/2, ,$98.50 
CHILD LEG-LONG PLASTER, ,$44.75 
CHILD LEG-SHORT PLASTER, ,$40.50 
B-M DEL D LON A CAS CH PT, ,$70.00 
B-M DEL-D LON L CAS CH PT, ,$124.00 
CHILD ARM LONG - FIBER, ,$31.00 
CHILD LONG ARM DELTA DRY, ,$31.00 
CHILD ARM-SHORT - FIBER, ,$30.75 
B-M DELT D SH-A-CAS CH PT, ,$47.00 
CHILD SHORT ARM DELTA DRY, ,$30.75 
CHILD LEG SHORT - FIBER, ,$30.75 
B-M DELT-D SH-L-CAS CH PT, ,$47.00 
CHILD SHORT LEG DELTA DRY, ,$30.75 
CHILD LEG LONG - FIBER, ,$54.00 
CHILD LEG CAST-TOE-PLATE, ,$50.00 
CHILD LONG LEG DELTA DRY, ,$54.00 
CHILD LEG CYLINDER FIBERG, ,$84.50 
CHILD ARM CYL-PLASTER, ,$29.25 
CHILD HIP SPICA FIBERGLAS, ,$220.00 
CHILD HIP SPICA FI. 1 1/2, ,$167.50 
ARM-LONG PLASTER, ,$34.00 
ARM SHORT-PLASTER, ,$27.00 
ARM-SPLINT PLASTER, ,$9.75 
COOK M INT 7F 15.5 G04456, ,$194.25 
BODY CAST PLASTER - ADULT, ,$166.25 
HAND CAST-PLASTER, ,$19.75 
HAND CAST - FIBER, ,$43.25 
HIP SPICA-FIBER FULL, ,$347.75 
HIP SPICA-FIB-1 1/2, ,$296.75 
LEG CYLINDER PLASTER, ,$61.25 
LEG-LONG PLASTER, ,$85.50 
LEG-SHORT PLASTER, ,$47.75 
LEG-SPLINT, ,$42.00 
SUGAR TONG, ,$34.50 
LEG CYLINDER-FIBER, ,$415.25 
B-M DEL D LON L CAS AD PT, ,$149.00 
ADULT LONG LEG DELTA DRY, ,$99.00 
LEG-LONG-FIBER, ,$99.00 
ADULT SHORT LEG DELTA DRY, ,$32.75 
B-M DELT-D SH-L-CAS AD PT, ,$50.00 
LEG-SHORT-FIBERGLASS, ,$32.75 
LEG SHORT FIB-CAST-TOE-PL, ,$133.50 
BODY JACKET FIBER, ,$320.25 
B-M DEL D LON A CAS AD PT, ,$90.00 
ADULT LONG ARM DELTA DRY, ,$34.00 
SHORT ARM-ADULT-FIBER, ,$33.00 
B-M DELT D SH-A-CAS AD PT, ,$50.00 
ADULT SHORT ARM DELTA DRY, ,$32.75 
LONG ARM-ADULT-FIBER, ,$34.00 
ETHCON ETHLON 8-0 2822G, ,$50.50 
ETHICON SUTURE 8-0 2808G, ,$50.00 
BARD-COM-K-SM-CIR 0010203,C1781,"$1,654.00 "
ETHIC  PRO-M 1.8X4-K PMSK, ,$323.00 
ETHIC PRO-ME   LG-KE PMLK, ,$421.00 
ETHICON PRO-MES 3X6  PM11, ,$273.50 
ETHICON PRO-MESH 6X6  PMH, ,$316.00 
ETHICON PRO-MES 2X12 PMXL, ,$283.50 
ETHICON PRO-MES 12X12 PML, ,$717.25 
ETHICON PRO-HERN-MED PHSM, ,$987.50 
ETHICON PRO-HERN-LAR PHSL,C1781,"$1,112.50 "
ETHICON MESH 12X12   VWML, ,"$1,950.75 "
DAVOL MESH 1X4    0112640, ,$302.00 
DAVOL MESH 2X4    0112650, ,$396.75 
DAVOL MESH 3X6    0112680, ,$419.25 
DAVOL MESH 6X6    0112720, ,$497.00 
DAVOL K-M-COMP-S  0010201, ,"$1,914.00 "
DAVOL K-M-COMP-M  0010205, ,"$2,313.00 "
DAVOL K-M-COMP-XL 0010207, ,"$3,742.50 "
BARD-CURASOFT-SM  0116001, ,"$1,481.25 "
BARD-CURASOFT-LG  0116003, ,"$1,817.00 "
ETHICON M-PROC-RECT PCDW1,C1781,"$3,384.50 "
ETHICON VICRY 4-0 VCP504G, ,$19.25 
ETH VICRYL PL 4-0 VCP507G, , 
ETHICON VICRY 3-0 VCP824G, ,$20.75 
ETHICON SILK O       624H, ,$5.75 
ETHICON SILK 2-0    C012D, ,$34.50 
ETHICON SILK 3-0    C013D, ,$31.50 
ETHICON SILK 2-0    C022D, ,$33.25 
ETHICON SILK 2-0    C016D, ,$35.75 
ETHICON SUT-STR SXPD1B400, ,$81.25 
ETHICON M-PROC SQU PCDM1,C1781,"$1,948.75 "
ETHICON ETHIBON 2-0 CX22D, ,$41.75 
ETHICON ETHIBOND  0 CX41D, ,$48.50 
ETHICON M-PROC-RECT PCDJ1,C1781,"$2,612.50 "
ETHICON ETHIBOND 1  X190G, ,$22.75 
US SURG S TICRON   302779, ,$36.75 
US SURG MAXON 5-0 SMM5526, ,$25.00 
US SURG MAXON 3-0 SMM5042, ,$25.00 
US SURG PLASTI 4-0 SM5627, ,$24.50 
US SURG BIOSYN 5-0 SM5687, ,$24.50 
ETHICON MERSILE 4-0 1779G, ,$40.00 
ETHICON MERSILENE 5M RS22, ,$113.25 
ETHICON UMBILICAL TA U10T, ,$4.50 
ETHICON SUT BRIDGE   RSB5, ,$26.75 
ETHICON VICRY12-0 VCP269H, ,$8.25 
ETHICON STEEL-SUT  3 D523, ,$29.75 
ETHICON STEEL-MO-SUT D524, ,$22.75 
ETHICON STEEL SUTURE DS25, ,$24.25 
ETHICON CHRONIC 4-0 1637G, ,$24.50 
ETHICON CHROMIC 5-0 1642G, ,$27.00 
ETHICON CHROMIC 0     47T, ,$47.75 
ETHICON CHRONIC   O SG14T, ,$34.75 
ETHICON CHRONIC   1 SG15T, ,$36.25 
ETHICON  SILK   3-0  632G, ,$6.75 
CYLINDER CAST-BRACE, ,$330.00 
ETHICON M-ULTRA-OV  UHSOV,C1781,"$1,023.75 "
ETHICON M-PROC-OV   PCDG1,C1781,"$2,131.50 "
ETHICON PROLE 4 0 B 8204H, ,$26.25 
ETHICON CHRONIC 5-0 1766G, ,$57.25 
US SURG SUT P GS V CL824L, ,$45.00 
S-N-R PIL-ARM-DO 79-90500, ,$62.50 
ETHICON PDS PLU PDP990G, ,$26.00 
WL GOR SUT CV 0 36CM ONO7, ,$76.00 
DEPUY ARM SLI-CUF 350614, ,$55.00 
ETHICON SUT     SXPD1B401, ,$81.25 
ETHICON STR 2 0 SXPP1B416, ,$93.00 
ETHICON STR PDS SXPP1B413, ,$109.00 
6IN ACE-FLEXMSTER79-98859, ,$42.00 
AIR CAST ANKLE-B LT O2A, ,$122.00 
AIRCAST ANKLE-B RT 02A, ,$122.00 
ZIMMER CUFF-DISP 34PLC, ,$95.00 
HOV MATIS-34'-FU HM34SPUB, ,$263.00 
UNNA BOOT, ,$111.50 
HOV MAT-34-H  HM34SPUB HLF, ,$214.75 
LINVAT BUR-L-R-D 5092-162, ,$346.25 
ZIMMER FINGER SP 548-01, ,$4.50 
STRY SYST LA WO 207559000,A4649,$105.00 
ZIM-PUL-F-TIP 00515017500, ,$42.50 
ZIM-PUL-I-TIP 00515018200, ,$47.00 
ARTH CANNULA, ,$49.75 
STR-VACU-KIT-M 306563000, ,$338.25 
BILOS PINS, ,$92.75 
SAW BLADES, ,$62.25 
DEROY OMNI JUG   5036 01, ,$65.75 
SNR PIN-ACETABUL 71366301, ,$224.00 
SNR PIN PELVIS   71366302, ,$231.00 
SNR CEMENT-VA-C 71270070D, ,$446.25 
STRY-ORTH P-PAS 76501038A, ,$177.75 
CODMAN TUB MALIS 801163, ,$179.00 
CODMAN TUB-IRRG SE 801165, ,$154.25 
SYNTHE BAT-SCR 53040701SD, ,$850.50 
MEDTRON CLIP GUN-K CG8900, ,$241.50 
C WIRES, ,$9.75 
MEDTR IN BO G BMP 7510400,C1713,"$6,647.00 "
ZIM GIGLI SAW BLD 2808 02, ,$82.00 
DER SHOU AB S SM 11650005, ,$114.50 
DER SHOU AB S MED 1165006, ,$141.25 
I.M. BRUSH, ,$18.75 
DER SHOU AB S LG 11650007, ,$166.15 
STRAT TIS M 16X20 1620002,Q4136,$40.50 
K-WIRES, ,$9.75 
STRAT TIS M 10X16 1016002,Q4130,$40.50 
STRAT TIS M 10X10 1010002,Q4136,$44.00 
BARD XENMAT 10X15 1161015,C1781,"$5,586.00 "
BARD XENMAT 15X20 1161520,C1781,"$20,076.00 "
BARD XENMAT 20X25 1162025,C1781,"$33,264.25 "
STRAT TIS M 10X16 1016005,Q4130,$39.25 
STRAT TI-LAP 6X10 0608005,Q4130,$46.00 
STRAT TISS M 8X8 0808002,Q4130,$52.25 
DAVOL A MAXO 5X8 1180508M,C1781,"$2,675.00 "
DAVO A MAXO 6X16 1180616M,C1781,"$4,680.00 "
DAVOL ALLOMAX 2X4 1180010,C1781,$906.50 
STR BON CEM SPED 61921001,C1713,$245.25 
STR-BON-CEM-F-D 61911001,C1713,$359.25 
STR-HOW-B-C-TOBR 61979001, ,"$1,265.00 "
S-N-R BONE-PREP-K  121010, ,$799.50 
APP M TROC FI 5X150 CFF01, ,$210.00 
APP M TROC FI 5X100 CFF03, ,$210.00 
LIFE N TEND GRAFT LIN FGL,C1762,"$3,423.00 "
LIF N DEC AFLEX 301 4X7,Q4122,$292.75 
PARHAM, ,$34.50 
ALAM TIS GRIS S S PS393FF,C1762,"$2,800.00 "
LIF NET DECEL4X4 DECEL112,Q4122,$137.00 
ZIM TIB TEN ANT FZ 81B001,C1762,"$2,901.50 "
KCI GRAFT JACK 4X4 GJ44,Q4107,$185.75 
KCI GRAFT JACK 4X8 GJ48,Q4107,$171.98 
RUSH ROD PINS, ,$299.25 
KCI GRAFTJACK EXPRES GJX,Q4113,"$1,725.00 "
LIFE N TEND SEMI FLEX FST,C1762,"$2,455.25 "
MEDTR BON GRA BMP 7510400,C1713,"$6,647.50 "
BOS-SCI TIS-M-REP 820-246,C1762,"$3,644.00 "
SPIKED STAPLES, ,$92.75 
DAVOL MESH PL MED 0112760,C1781,$976.50 
DAVOL MESH PLU LG 0112770,C1781,$976.50 
STAPLES-REG, ,$46.75 
STRY PIN STEINM 38117090, ,$55.75 
COOP SUR STA HOO 5 33118G, ,$187.25 
S+C PINS, ,$120.00 
VAL-LAB H-S-P-SMO E2516HS, ,$48.25 
CIRCON VAC-CURE 16M 21594, ,$20.00 
CIRCON VAC-CURE 14 21593A, ,$20.00 
COOP-SUR P-CURET 3M MX140, ,$17.50 
US-SUR PORT-5-12 STLSPT12, ,"$1,715.00 "
GYR-ACMI PLASM-S 962000PK, ,"$1,875.00 "
VALLEYL INF-REM  E7510-25, ,$21.50 
CODMAN-PEANUT DISS 811000, ,$2.75 
GYR-ACMI OMNI-CO 970010PC, ,"$1,765.00 "
US SUR PORT 5MM SILSPT5TA, ,"$1,650.00 "
EZSURG-RET H 4X7 MDSDASH2, ,$107.00 
EZSURG RET-SUR MAS0030-00, ,$283.25 
KOOP-SUR NE-27GX31/2 6166, ,$43.25 
NOVASURE UTERIN-S SOUND12, ,$262.50 
MICROS-ENDO AB-AP 900-205, ,"$2,100.00 "
CIRCON-SUCT-CANNIST 54912, ,$26.75 
CIRCON VAC-C-D-FILT 54298, ,$27.25 
CIRCON VAC-CURE  4M 21663, ,$31.25 
CIRCON VAC-CURE  9M 21552, ,$17.50 
CONMED R-V-C 60-6085-102, ,$287.50 
CONMED-R-V-SD 60-6085-100, ,$287.50 
