Hospital Name:  St Joseph's Medical Center Stockton,,,,,
OSHPD Facility No: 106391042,,,,,
"Effective Date of Charges: July 1, 2018",,,,,
,,,,,
"CDM
Number",Billing Description (25 char),999 Price  (Default),Zero Price Indicator,,
3201545,XR HUMERUS 2+ VIEWS RT FY, 885.00 ,,,
3201546,XR AC JTS W WO WTS BIL FY," 1,403.00 ",,,
3201547,XR SHOULDER 2+VIEWS LT FY," 1,044.00 ",,,
3201548,XR SHOULDER 2+VIEWS RT FY," 1,044.00 ",,,
3201549,XR SHOULDER 2+VWS BIL FY ," 1,044.00 ",,,
3201550,XR SHOULDER 1 VIEW BIL FY, 794.00 ,,,
3201551,XR SHOULDER 1 VIEW LT FY , 794.00 ,,,
3201552,XR SHOULDER 1 VIEW RT FY , 794.00 ,,,
3201553,XR SCAPULA COMPLETE BI FY, 857.00 ,,,
3201554,XR SCAPULA COMPLETE RT FY, 857.00 ,,,
3201555,XR SCAPULA COMPLETE LT FY, 857.00 ,,,
3201556,XR CLAVICLE COMPL BIL FY ," 1,010.00 ",,,
3201557,XR CLAVICLE COMPLET LT FY," 1,010.00 ",,,
3201558,XR CLAVICLE COMPLET RT FY," 1,010.00 ",,,
3201559,XR SACRUM & COCCYX 2+V FY," 1,066.00 ",,,
3201560,XR SACROILIAC JT 3+VWS FY," 1,279.00 ",,,
3201561,XR SACROILIAC JTS <3VW FY," 1,088.00 ",,,
3201562,XR PELVIS CMPL 3+VIEWS FY," 1,038.00 ",,,
3201563,XR PELVIS 1 OR 2 VIEWS FY, 697.00 ,,,
3201564,XR LSPINE BEND ONLY2-3 FY," 1,636.00 ",,,
3201565,XR L SPINE CMP BND 6+V FY," 2,592.00 ",,,
3201566,XR LUMBAR SPINE 4+VWS FY ," 1,985.00 ",,,
3201567,XR LUMBAR SPINE 2OR3V FY ," 1,449.00 ",,,
3201568,XR THORACOLUM JUNCT>=2 FY, 970.00 ,,,
3201569,XR THORACIC SPINE 4+VW FY," 1,904.00 ",,,
3201570,XR THORACIC SPINE 3VWS FY," 1,601.00 ",,,
3201571,XR THORACIC SPINE 2VWS FY," 1,426.00 ",,,
3201572,XR SPINE ENTIRE 1 VIEW FY," 1,040.00 ",,,
3201573,XR CERVICAL SPINE >=6V FY," 2,103.00 ",,,
3201574,XR CERVICAL SPINE 4-5V FY," 1,641.00 ",,,
3201575,XR CERVICAL SPINE 2-3V FY," 1,216.00 ",,,
3201576,XR CERVICAL SPINE 1VW FY , 768.00 ,,,
3201577,XR THORACIC SPINE 1VW FY , 768.00 ,,,
3201578,XR LUMBAR SPINE 1 VIEW FY, 768.00 ,,,
3201579,XR SPINE ENTIRE 2-3VWS FY," 2,646.00 ",,,
3201580,XR STERNOCLAV JT(S) 3+ FY," 1,210.00 ",,,
3201581,XR STERNUM 2+ VIEWS FY   ," 1,024.00 ",,,
3201582,XR RIBS W/CHEST 4+V BI FY," 1,821.00 ",,,
3201583,XR RIBS 3 VIEWS BIL FY   ," 1,388.00 ",,,
3201584,XR RIBS W CHEST 3+V LT FY," 1,347.00 ",,,
3201585,XR RIBS W CHEST 3+V RT FY," 1,347.00 ",,,
3201586,XR RIBS 2 VIEWS LT FY    ," 1,118.00 ",,,
3201587,XR RIBS 2 VIEWS RT FY    ," 1,118.00 ",,,
3201588,XR SPEECH EVAL CIN/VID FY, 565.00 ,,,
3201589,XR NECK SOFT TISSUE FY   , 924.00 ,,,
3201590,XR TMJ OPEN/CLOSED BIL FY," 1,745.00 ",,,
3201591,XR TMJ OPEN/CLOSED LT FY ," 1,058.00 ",,,
3201592,XR TMJ OPEN/CLOSED RT FY ," 1,058.00 ",,,
3201593,XR SKULL 4+ VIEWS FY     ," 1,451.00 ",,,
3201594,XR SKULL <4 VIEWS FY     ," 1,145.00 ",,,
3201595,XR SINUSES 3+ VIEWS FY   ," 1,026.00 ",,,
3201596,XR SINUSES <3 VIEWS FY   , 811.00 ,,,
3201597,XR ORBITS 4+ VIEWS FY    ," 1,433.00 ",,,
3201598,XR NASAL BONES 3+VIEWS FY," 1,197.00 ",,,
3201599,XR FACIAL BONES 3+VWS FY ," 1,702.00 ",,,
3201600,XR FACIAL BONES <3VWS FY ," 1,191.00 ",,,
3201601,XR INTERN AUDIT MEATI FY , 606.00 ,,,
3201602,XR MASTOIDS 3+VWS/SIDE FY, 292.00 ,,,
3201603,XR MASTOIDS <3VWS/SIDE FY," 1,315.00 ",,,
3201604,XR MANDIBLE 4+ VIEWS FY  ," 1,299.00 ",,,
3201605,XR MANDIBLE <4 VIEWS FY  ," 1,131.00 ",,,
3201606,XR EYE FOREIGN BODY BI FY," 1,731.00 ",,,
3201607,XR HUMERUS 1 VIEW LT FY  , 885.00 ,,,
3201608,XR HUMERUS 1 VIEW RT FY  , 885.00 ,,,
3201609,MA SURGIC SPECIMEN EA FY , 711.00 ,,,
3201610,MA MAMMO SCREEN CAD BI FY," 1,625.00 ",,,
3201611,MA MAMMO DIAG W CAD BI FY," 4,043.00 ",,,
3201612,MA MAMMO DIAG W CAD RT FY," 3,194.00 ",,,
3201613,MA MAMMO DIAG W CAD LT FY," 3,194.00 ",,,
3201614,XR ARTHROGRM SHOULD BI FY," 3,841.00 ",,,
3201615,XR ARTHROGRAM HIP BIL FY ," 1,798.00 ",,,
3201616,XR ARTHROGRAM KNEE BIL FY," 5,361.00 ",,,
3201617,XR MYELOGR POST FOSSA FY ," 3,168.00 ",,,
3201618,XR SINUS TR/FIST/ABSC FY ," 1,639.00 ",,,
3201619,XR FLUOR NDL LOC SPINE FY," 1,639.00 ",,,
3201620,XR FLUOR GUIDE NDL PLC FY," 6,298.00 ",,,
3201621,XR FLUOR CVAD PL/RP/RE FY," 4,881.00 ",,,
3201622,XR FLUOR GUIDE CTH DRN FY," 3,312.00 ",,,
3201623,XR TUBE/CTH CHANGE CON FY," 3,003.00 ",,,
3201624,XR VENOGRAM EXTREM BIL FY," 6,462.00 ",,,
3201625,XR VENOGRAM EXTREM LT FY ," 5,169.00 ",,,
3201626,XR VENOGRAM EXTREM RT FY ," 5,169.00 ",,,
3201627,XR ANGIO EXTREMITY BIL FY," 6,663.00 ",,,
3201628,XR ANGIO EXTREMITY LT FY ," 5,531.00 ",,,
3201629,XR ANGIO EXTREMITY RT FY ," 5,531.00 ",,,
3201630,XR AORTOG ABD W SERIAL FY," 6,265.00 ",,,
3201631,XR HYSTEROSALPINGOGRAM FY," 2,322.00 ",,,
3201632,XR UROGRAM ANTEGRADE FY  ," 3,187.00 ",,,
3201633,XR ENDO ERCP FY          ," 1,540.00 ",,,
3201634,XR ENDO PANCR DUCT CTH FY," 1,487.00 ",,,
3201635,XR ENDO BILIA DUCT CTH FY," 1,502.00 ",,,
3201636,XR ARTHROGRAM KNEE LT FY ," 5,361.00 ",,,
3201637,XR ARTHROGRAM KNEE RT FY ," 5,361.00 ",,,
3201638,XR ARTHROGRAM HIP LT FY  ," 1,798.00 ",,,
3201639,XR ARTHROGRAM HIP RT FY  ," 1,798.00 ",,,
3201640,XR ARTHROG SHOULDER LT FY," 3,841.00 ",,,
3201641,XR ARTHROGR SHOULD RT FY ," 3,841.00 ",,,
3201642,XR MYELOGRAM 2 OR>REG FY ," 3,168.00 ",,,
3201643,XR MYELOGRAM LUMBAR FY   ," 4,148.00 ",,,
3201644,XR MYELOGRAM THORACIC FY ," 3,911.00 ",,,
3201645,XR MYELOGRAM CERVICAL FY ," 4,077.00 ",,,
3201646,XR UROGR ANTEGRADE LT FY ," 3,187.00 ",,,
3201647,XR UROGR ANTEGRADE RT FY ," 3,187.00 ",,,
3201648,IR VENOGRAM EXTREM BIL FY," 6,462.00 ",,,
3201649,IR VENOGRAM EXTREM RT FY ," 5,169.00 ",,,
3201650,IR VENOGRAM EXTREM LT FY ," 5,169.00 ",,,
3201651,XR ELBOW 2 VIEWS BIL FY  ," 1,019.00 ",,,
3201652,XR EYE FOREIGN BODY LT FY, 993.00 ,,,
3201653,XR EYE FOREIGN BODY RT FY, 993.00 ,,,
3201654,XR HUMERUS 1 VIEW BIL FY , 885.00 ,,,
3201655,MA MAMM DUCTO MULT RT FY , 908.00 ,,,
3201656,MA MAMM DUCTO MULT LT FY , 908.00 ,,,
3201657,MA MAMM DUCTO SNGL LT FY ," 1,944.00 ",,,
3201658,MA MAMM DUCTO SNGL RT FY ," 1,944.00 ",,,
3201659,XR WRIST 1 VIEW LT FY    ," 1,163.00 ",,,
3201660,XR WRIST 1 VIEW RT FY    ," 1,163.00 ",,,
3201661,MA BRST TOMO DIG DX LT FY, 158.00 ,,,
3201662,MA BRST TOMO DIG DX RT FY, 158.00 ,,,
3201663,MA BRST TOMO DIG DX BI FY, 315.00 ,,,
3201664,MA BRST TOMO DIG SC BI FY, 147.00 ,,,
3201665,MA BRST TOM DIG SCR LT FY, 147.00 ,,,
3201666,MA BRST TOM DIG SCR RT FY, 147.00 ,,,
3201667,MA MAMMO SCRN W CAD RT FY," 2,666.00 ",,,
3201668,MA MAMMO SCRN W CAD LT FY," 2,666.00 ",,,
3201669,XR ARTHROGRAM ANKLE LT FY, 646.00 ,,,
3201670,XR ARTHROGRAM ANKLE RT FY, 646.00 ,,,
3201671,XR AORTOG ABD ILIOFEM FY ," 7,518.00 ",,,
3201672,XR TOMOGRAM SNGL PLANE FY," 2,153.00 ",,,
3201673,XR BONE DENS(DXA)APEND FY," 1,985.00 ",,,
3201674,XR JNT SURVEY 1V 2+JTS FY, 612.00 ,,,
3201675,XR UROGR DRP/BOLUS TOM FY," 3,361.00 ",,,
3201676,XR CHOLECYSTO ORAL CON FY," 1,643.00 ",,,
3201677,XR UGI AIR CON WO KUB FY ," 3,809.00 ",,,
3201678,XR UGI WO KUB FY         ," 4,011.00 ",,,
3201679,XR SALIV GLAND CALCULU FY, 810.00 ,,,
3201680,XR SELLA TURCICA FY      , 971.00 ,,,
3201681,XR OPTIC FORAMINA FY     ," 1,190.00 ",,,
3201682,XR FOREARM 1 VIEW LT FY  , 832.00 ,,,
3201683,XR FOREARM 1 VIEW RT FY  , 832.00 ,,,
3201684,XR FOREARM 1 VIEW BIL FY , 832.00 ,,,
3201685,XR HAND 1 VIEW LT FY     , 878.00 ,,,
3201686,XR HAND 1 VIEW RT FY     , 878.00 ,,,
3201687,XR HAND 1 VIEW BIL FY    , 878.00 ,,,
3201688,XR MEASURE PELVIS FY     , 503.00 ,,,
3201689,IR FLUORO < 1 HR FY      ," 1,893.00 ",,,
3201690,IR CHOL INTRAOP ADDSET FY," 1,494.00 ",,,
3201691,IR CHOLANG/PAN INTRAOP FY," 2,491.00 ",,,
3201692,IR ARTHROGRAM ELBOW RT FY," 1,569.00 ",,,
3201693,IR ARTHROGRAM ELBOW LT FY," 1,569.00 ",,,
3201694,IR AORTOG ABD ILIOFEM FY ," 7,518.00 ",,,
3201695,IR ANGIO EXTREMITY LT FY ," 5,531.00 ",,,
3201696,XR COL BE W WO KUB LTD FY," 5,939.00 ",,,
3201697,XR UROGRM (IVP) LTD FY   ," 6,371.00 ",,,
3201698,XR FOOT 1 VIEW RT FY     , 810.00 ,,,
3201699,XR FOOT 1 VIEW LT FY     , 810.00 ,,,
3201700,XR FOOT 1 VIEW BIL FY    , 810.00 ,,,
3201701,XR FINGER(S) 1 VW RT FY  ," 1,299.00 ",,,
3201702,XR FINGER(S) 1 VW LT FY  ," 1,299.00 ",,,
3201703,XR CALCANEUS 1 VW RT FY  ," 1,010.00 ",,,
3201704,XR CALCANEUS 1 VW LT FY  ," 1,010.00 ",,,
3201705,XR CALCANEUS 1 VW BIL FY ," 1,010.00 ",,,
3201706,IR SIALOGRAM RT FY       ," 3,976.00 ",,,
3201707,IR SIALOGRAM LT FY       ," 3,976.00 ",,,
3201708,XR ELBOW 1 VIEW LT FY    ," 1,019.00 ",,,
3201709,XR ELBOW 1 VIEW RT FY    ," 1,019.00 ",,,
3201710,XR ELBOW 1 VIEW BIL FY   ," 1,019.00 ",,,
3201711,XR WRIST 1 VIEW BIL FY   ," 1,163.00 ",,,
3201712,XR ANKLE 1 VIEW LT FY    ," 1,031.00 ",,,
3201713,XR ANKLE 1 VIEW RT FY    ," 1,031.00 ",,,
3201714,XR ANKLE 1 VIEW BIL FY   ," 1,031.00 ",,,
3201715,XR FALLOPIAN TUBE CATH FY," 2,473.00 ",,,
3201716,IR BONE LENGTH STUDIES FY," 1,160.00 ",,,
3201717,IR BONE AGE STUDIES FY   , 532.00 ,,,
3201718,XR SHUNTOG NONVASCULAR FY," 2,450.00 ",,,
3201719,IR CYSTOURETHROGR VOID FY," 3,379.00 ",,,
3201720,IR CYSTOURETHROG RETRO FY, 676.00 ,,,
3201721,IR CYSTOGRAM 3+ VIEWS FY ," 1,213.00 ",,,
3201722,IR UROGRAM RETROGRADE FY ," 3,187.00 ",,,
3201723,IR UROGR (IVP) WWO TOM FY," 6,371.00 ",,,
3201724,XR INTRALUM STRICT DIL FY," 5,912.00 ",,,
3201725,XR GI TUBE LONG INTRO FY ," 1,184.00 ",,,
3201726,XR ARTHROGRAM WRIST LT FY," 4,131.00 ",,,
3201727,XR ARTHROGRAM WRIST RT FY," 4,131.00 ",,,
3201728,XR EPIDUROGRAM FY        ," 3,944.00 ",,,
3201729,IR CERVICAL SPINE 2-3V FY," 1,216.00 ",,,
3201730,XR CISTERNOGRAM FY       ," 4,390.00 ",,,
3201731,XR SURGIC SPECIMEN EA FY , 711.00 ,,,
3201732,MR CINE/VIDEO FY         ," 1,569.00 ",,,
3201733,IR UROGR ANTEGRADE LT FY ," 3,187.00 ",,,
3201734,IR UROGR ANTEGRADE RT FY ," 3,187.00 ",,,
3201735,XR MASTOIDS 3+/SIDE LT FY," 2,212.00 ",,,
3201736,XR MASTOIDS 3+/SIDE RT FY," 2,212.00 ",,,
3201737,IR VENOGRA COLLAT VEIN FY," 13,246.00 ",,,
3201738,XR DXA VERTE FX ASSESS FY," 1,021.00 ",,,
3201739,XR SPINE ENTIRE 4-5VWS FY," 1,040.00 ",,,
3201740,XR SPINE ENTIRE 6+VWS FY , 970.00 ,,,
3201741,MA MAM DX POST CAD RT FY ," 2,224.00 ",,,
3201742,MA MAM DX POST CAD LT FY ," 2,224.00 ",,,
3201743,MA MAM DX POST CAD BI FY ," 2,694.00 ",,,
3201744,XR ARTHROGRAM ANKLE BI FY, 646.00 ,,,
3201745,XR ARTHROGRAM WRIST BI FY," 4,131.00 ",,,
3201746,XR FINGER(S) 1 VW BIL FY ," 1,299.00 ",,,
3201747,IR ABDOMEN 1 VIEW  FY    , 930.00 ,,,
3201748,IR CHEST >= 4 VIEWS FY   ," 1,761.00 ",,,
3201749,XR ABDOMEN 1 VIEW  FY    , 930.00 ,,,
3201750,XR ABDOMEN 2 VIEWS FY    ," 1,509.00 ",,,
3201751,XR ABDOMEN >=3 VIEWS FY  ," 2,163.00 ",,,
3201752,XR CHEST 1 VIEW FY       , 884.00 ,,,
3201753,XR CHEST 2 VIEWS FY      ," 1,150.00 ",,,
3201754,XR CHEST >= 4 VIEWS FY   ," 1,424.00 ",,,
3201755,XR CHEST 3 VIEWS FY      ," 1,158.00 ",,,
3201756,INJ EPI/SUBAR L/S W IMAG ," 2,157.00 ",,,
3201757,XR COLN GSTRGRPH W/WO KUB, 744.00 ,,,
3201758,XR COL GSTRGR W WO KUB FY, 744.00 ,,,
3201759,VENIPUNCT >3YR PHY SKILL ," 2,580.00 ",,,
3201760,CATH PLC PULM ART SEL BIL," 2,435.00 ",,,
3201761,XR ARTHROGRAM ELBOW LT   ," 1,343.00 ",,,
3201762,XR ARTHROGRAM ELBOW LT FY," 1,343.00 ",,,
3201763,XR ARTHROGRAM ELBOW RT   ," 1,343.00 ",,,
3201764,XR ARTHROGRAM ELBOW RT FY," 1,343.00 ",,,
3201765,XR ARTHROGRAM ELBOW BIL  ," 2,015.00 ",,,
3201766,XR ARTHROGRAM ELBOW BI FY," 2,015.00 ",,,
3210001,PICC INSERT/REPLACE RN   , 0.09 ,,,
3210002,XR READ OUTSIDE IMAGES NC, 0.09 ,,,
3210003,XR TELERADIOGRPHY/EXAM NC, 0.09 ,,,
3210004,XR PORTABLE PER TRIP NC  , 0.09 ,,,
3210005,XR IMAGE COPY NC         , 0.09 ,,,
3210013,XR BONE SURVEY INFANT    , 0.09 ,,,
3210014,XR BONE SURVEY COMPLETE  , 0.09 ,,,
3210015,XR BONE SURVEY LIMITED   , 0.09 ,,,
3210016,XR BONE LENGTH STUDIES   , 0.09 ,,,
3210017,XR BONE AGE STUDIES      , 0.09 ,,,
3210018,XR FB LOCAL NOSE TO RECTM, 0.09 ,,,
3210019,XR FLUORO < 1 HR         , 0.09 ,,,
3210020,XR CYSTOURETHROGRAM VOID , 0.09 ,,,
3210021,XR CYSTOURETHROGR RETRO  , 0.09 ,,,
3210022,XR CYSTOGRAM 3+ VIEWS    , 0.09 ,,,
3210023,XR UROGRAM RETROGRADE    , 0.09 ,,,
3210024,XR UROGRM (IVP) WWO TOMO , 0.09 ,,,
3210025,XR CHOLAN INTRAOP ADD SET, 0.09 ,,,
3210026,XR CHOLANGIO/PANC INTRAOP, 0.09 ,,,
3210027,XR COLON ENMA THER OBSTRC, 0.09 ,,,
3210028,XR COLON BE W AIR CON    , 0.09 ,,,
3210029,XR COLON BE W OR WO KUB  , 0.09 ,,,
3210030,XR SM BOWEL ENTEROCLYSIS , 0.09 ,,,
3210031,XR SMALL BOWEL           , 0.09 ,,,
3210032,XR UGI W AIR CON W KUB   , 0.09 ,,,
3210033,XR UGI W SMALL INTESTINE , 0.09 ,,,
3210034,XR UGI W KUB             , 0.09 ,,,
3210035,XR SWALLOW FUNCT CINE/VID, 0.09 ,,,
3210036,XR ESOPHAGUS             , 0.09 ,,,
3210037,XR ABD AP DECUB UPR+CHEST, 0.09 ,,,
3210040,XR TOE(S) 2+ VIEWS BIL   , 0.09 ,,,
3210041,XR TOE(S) 2+ VIEWS LT    , 0.09 ,,,
3210042,XR TOE(S) 2+ VIEWS RT    , 0.09 ,,,
3210043,XR CALCANEUS 2+ VIEWS BIL, 0.09 ,,,
3210044,XR CALCANEUS 2+ VIEWS LT , 0.09 ,,,
3210045,XR CALCANEUS 2+ VIEWS RT , 0.09 ,,,
3210046,XR FOOT 3+ VIEWS LT      , 0.09 ,,,
3210047,XR FOOT 3+ VIEWS RT      , 0.09 ,,,
3210048,XR FOOT 3+ VIEWS BIL     , 0.09 ,,,
3210049,XR FOOT 2 VIEWS BIL      , 0.09 ,,,
3210050,XR FOOT 2 VIEWS LT       , 0.09 ,,,
3210051,XR FOOT 2 VIEWS RT       , 0.09 ,,,
3210052,XR ANKLE 3+ VIEWS LT     , 0.09 ,,,
3210053,XR ANKLE 3+ VIEWS RT     , 0.09 ,,,
3210054,XR ANKLE 3+ VIEWS BIL    , 0.09 ,,,
3210055,XR ANKLE 2 VIEWS BIL     , 0.09 ,,,
3210056,XR ANKLE 2 VIEWS LT      , 0.09 ,,,
3210057,XR ANKLE 2 VIEWS RT      , 0.09 ,,,
3210058,XR LOW EXTRM INFANT 2+BIL, 0.09 ,,,
3210059,XR LOW EXTRM INFANT 2+ LT, 0.09 ,,,
3210060,XR LOW EXTRM INFANT 2+ RT, 0.09 ,,,
3210061,XR TIBIA & FIBULA 2VW BIL, 0.09 ,,,
3210062,XR TIBIA & FIBULA 2 VW LT, 0.09 ,,,
3210063,XR TIBIA & FIBULA 2 VW RT, 0.09 ,,,
3210064,XR KNEE AP STANDING BIL  , 0.09 ,,,
3210065,XR KNEE 4+ VIEWS LT      , 0.09 ,,,
3210066,XR KNEE 4+ VIEWS RT      , 0.09 ,,,
3210067,XR KNEE 4+ VIEWS BIL     , 0.09 ,,,
3210068,XR KNEE 3 VIEWS LT       , 0.09 ,,,
3210069,XR KNEE 3 VIEWS RT       , 0.09 ,,,
3210070,XR KNEE 3 VIEWS BIL      , 0.09 ,,,
3210071,XR KNEE 1 OR 2 VIEWS BIL , 0.09 ,,,
3210072,XR KNEE 1 OR 2 VIEWS LT  , 0.09 ,,,
3210073,XR KNEE 1 OR 2 VIEWS RT  , 0.09 ,,,
3210074,XR FEMUR 2+ VIEWS BIL    , 0.09 ,,,
3210075,XR FEMUR 1 VIEW LT       , 0.09 ,,,
3210076,XR FEMUR 1 VIEW RT       , 0.09 ,,,
3210078,XR FEMUR 2+ VIEWS LT     , 0.09 ,,,
3210079,XR FEMUR 2+ VIEWS RT     , 0.09 ,,,
3210084,XR HIP W PELV 2 VIEWS BIL, 0.09 ,,,
3210085,XR HIP W PEL 2-3 VIEWS LT, 0.09 ,,,
3210086,XR HIP W PEL 2-3 VIEWS RT, 0.09 ,,,
3210087,XR HIP W PELVIS 1 VIEW LT, 0.09 ,,,
3210088,XR HIP W PELVIS 1 VIEW RT, 0.09 ,,,
3210089,XR FINGER(S) 2+ VIEWS BIL, 0.09 ,,,
3210090,XR FINGER(S) 2+ VIEWS LT , 0.09 ,,,
3210091,XR FINGER(S) 2+ VIEWS RT , 0.09 ,,,
3210092,XR HAND 3+ VIEWS LT      , 0.09 ,,,
3210093,XR HAND 3+ VIEWS RT      , 0.09 ,,,
3210094,XR HAND 3+ VIEWS BIL     , 0.09 ,,,
3210095,XR HAND 2 VIEWS RT       , 0.09 ,,,
3210096,XR HAND 2 VIEWS LT       , 0.09 ,,,
3210097,XR HAND 2 VIEWS BIL      , 0.09 ,,,
3210098,XR WRIST 3+ VIEWS LT     , 0.09 ,,,
3210099,XR WRIST 3+ VIEWS RT     , 0.09 ,,,
3210100,XR WRIST 3+ VIEWS BIL    , 0.09 ,,,
3210101,XR WRIST 2 VIEWS BIL     , 0.09 ,,,
3210102,XR WRIST 2 VIEWS LT      , 0.09 ,,,
3210103,XR WRIST 2 VIEWS RT      , 0.09 ,,,
3210104,XR UPP EXTRM INFANT 2+ BI, 0.09 ,,,
3210105,XR UPP EXTRM INFANT 2+ LT, 0.09 ,,,
3210106,XR UPP EXTRM INFANT 2+ RT, 0.09 ,,,
3210107,XR FOREARM 2 VIEWS BIL   , 0.09 ,,,
3210108,XR FOREARM 2 VIEWS LT    , 0.09 ,,,
3210109,XR FOREARM 2 VIEWS RT    , 0.09 ,,,
3210110,XR ELBOW 3+ VIEWS LT     , 0.09 ,,,
3210111,XR ELBOW 3+ VIEWS RT     , 0.09 ,,,
3210112,XR ELBOW 3+ VIEWS BIL    , 0.09 ,,,
3210113,XR ELBOW 2 VIEWS LT      , 0.09 ,,,
3210114,XR ELBOW 2 VIEWS RT      , 0.09 ,,,
3210115,XR HUMERUS 2+ VIEWS BIL  , 0.09 ,,,
3210116,XR HUMERUS 2+ VIEWS LT   , 0.09 ,,,
3210117,XR HUMERUS 2+ VIEWS RT   , 0.09 ,,,
3210118,XR AC JTS W/WO WTS BIL   , 0.09 ,,,
3210119,XR SHOULDER 2+ VIEWS LT  , 0.09 ,,,
3210120,XR SHOULDER 2+ VIEWS RT  , 0.09 ,,,
3210121,XR SHOULDER 2+ VIEWS BIL , 0.09 ,,,
3210122,XR SHOULDER 1 VIEW BIL   , 0.09 ,,,
3210123,XR SHOULDER 1 VIEW LT    , 0.09 ,,,
3210124,XR SHOULDER 1 VIEW RT    , 0.09 ,,,
3210125,XR SCAPULA COMPLETE BIL  , 0.09 ,,,
3210126,XR SCAPULA COMPLETE RT   , 0.09 ,,,
3210127,XR SCAPULA COMPLETE LT   , 0.09 ,,,
3210128,XR CLAVICLE COMPLETE BIL , 0.09 ,,,
3210129,XR CLAVICLE COMPLETE LT  , 0.09 ,,,
3210130,XR CLAVICLE COMPLETE RT  , 0.09 ,,,
3210131,XR SACRUM & COCCYX 2+ VWS, 0.09 ,,,
3210132,XR SACROILIAC JT 3+ VWS  , 0.09 ,,,
3210133,XR SACROILIAC JTS <3 VWS , 0.09 ,,,
3210134,XR PELVIS CMPL 3+ VIEWS  , 0.09 ,,,
3210135,XR PELVIS 1 OR 2 VIEWS   , 0.09 ,,,
3210136,XR L SPINE BEND ONLY 2-3V, 0.09 ,,,
3210137,XR L SPINE CMP W BND 6+VW, 0.09 ,,,
3210138,XR LUMBAR SPINE 4+ VIEWS , 0.09 ,,,
3210139,XR LUMBAR SPINE 2 OR 3 VW, 0.09 ,,,
3210141,XR THORACOLUM JUNCT>=2 VW, 0.09 ,,,
3210142,XR THORACIC SPINE 4+ VIEW, 0.09 ,,,
3210143,XR THORACIC SPINE 3 VIEWS, 0.09 ,,,
3210144,XR THORACIC SPINE 2 VIEWS, 0.09 ,,,
3210145,XR CERVICAL SPINE >=6 VW , 0.09 ,,,
3210146,XR CERVICAL SPINE 4-5 VW , 0.09 ,,,
3210147,XR CERVICAL SPINE 2-3 VW , 0.09 ,,,
3210148,XR CERVICAL SPINE 1 VIEW , 0.09 ,,,
3210149,XR THORACIC SPINE 1 VIEW , 0.09 ,,,
3210150,XR LUMBAR SPINE 1 VIEW   , 0.09 ,,,
3210151,XR SPINE ENTIRE 2-3 VIEWS, 0.09 ,,,
3210152,XR STERNOCLAVIC JT(S) 3+ , 0.09 ,,,
3210153,XR STERNUM 2+ VIEWS      , 0.09 ,,,
3210154,XR RIBS W/CHEST 4+ VW BIL, 0.09 ,,,
3210155,XR RIBS 3 VIEWS BIL      , 0.09 ,,,
3210156,XR RIBS W CHEST 3+ VWS LT, 0.09 ,,,
3210157,XR RIBS W CHEST 3+ VWS RT, 0.09 ,,,
3210158,XR RIBS 2 VIEWS LT       , 0.09 ,,,
3210159,XR RIBS 2 VIEWS RT       , 0.09 ,,,
3210160,XR SPEECH EVAL W CINE/VID, 0.09 ,,,
3210161,XR NECK SOFT TISSUE      , 0.09 ,,,
3210162,XR TMJ OPEN/CLOSED BIL   , 0.09 ,,,
3210163,XR TMJ OPEN/CLOSED LT    , 0.09 ,,,
3210164,XR TMJ OPEN/CLOSED RT    , 0.09 ,,,
3210165,XR SKULL 4+ VIEWS        , 0.09 ,,,
3210166,XR SKULL <4 VIEWS        , 0.09 ,,,
3210167,XR SINUSES 3+ VIEWS      , 0.09 ,,,
3210168,XR SINUSES <3 VIEWS      , 0.09 ,,,
3210169,XR ORBITS 4+ VIEWS       , 0.09 ,,,
3210170,XR NASAL BONES 3+ VIEWS  , 0.09 ,,,
3210171,XR FACIAL BONES 3+ VIEWS , 0.09 ,,,
3210172,XR FACIAL BONES <3 VIEWS , 0.09 ,,,
3210173,XR INTERNAL AUDITRY MEATI, 0.09 ,,,
3210174,XR MASTOIDS 3+ VIEWS/SIDE, 0.09 ,,,
3210175,XR MASTOIDS <3 VWS/SIDE  , 0.09 ,,,
3210176,XR MANDIBLE 4+ VIEWS     , 0.09 ,,,
3210177,XR MANDIBLE <4 VIEWS     , 0.09 ,,,
3210178,XR EYE FOREIGN BODY BIL  , 0.09 ,,,
3210179,XR HUMERUS 1 VIEW LT     , 0.09 ,,,
3210180,XR HUMERUS 1 VIEW RT     , 0.09 ,,,
3210182,INS PICC WO PORT/PUMP>5YR, 0.09 ,,,
3210183,REM TUN CV CATH WO PORT/P, 0.09 ,,,
3210184,SINUS TRACT INJ DIAG     , 0.09 ,,,
3210186,PSEUDOANEURY TX EXTRM INJ, 0.09 ,,,
3210188,MYELOGRAM/CT LUMBAR INJ  , 0.09 ,,,
3210189,LUMBAR PUNCTURE DIAGNOSTC, 0.09 ,,,
3210190,LUMBAR PUNCTURE THERA    , 0.09 ,,,
3210191,HYSTERO NS/CON INTRO     , 0.09 ,,,
3210192,EPIDURAL BLOOD PATCH     , 0.09 ,,,
3210193,DISKOGRM LUMB EA LVL INJ , 0.09 ,,,
3210194,ESOPH W BALLOON DILATION , 0.09 ,,,
3210195,CYSTO/VOID URETHR INJ    , 0.09 ,,,
3210197,BX BONE TROCAR/NDL DEEP  , 0.09 ,,,
3210199,ARTHROGRAM KNEE CON INJ  , 0.09 ,,,
