Description,Unit Charge,,,,,,,,
BUR OTO FLEX CARBIDE BLK .8MM," $1,918.38 ",,,,,,,,
BUR OTO FLEX CARBIDE RED 2.3MM," $1,856.86 ",,,,,,,,
BUR OTO FLEX CARBIDE VIOL .5MM," $1,774.99 ",,,,,,,,
BUR OTO FLEX CARBIDE WHT .8MM," $2,102.34 ",,,,,,,,
BUR OVAL ARTHROSCOPIC 6MM," $2,870.16 ",,,,,,,,
BUR OVAL CARBD EXTENDED 4MM, $596.47 ,,,,,,,,
BUR OVAL EXTND LG HUB 4MM, $991.94 ,,,,,,,,
BUR OVAL EXTRA LONG 5.5X10MM, $501.95 ,,,,,,,,
BUR OVAL LG HUB 4MM, $678.71 ,,,,,,,,
BUR OVAL LG HUB 6MM, $782.02 ,,,,,,,,
BUR OVAL MICRO XLNG 5.5X10MM, $428.41 ,,,,,,,,
BUR OVAL PREBENT 4.5," $2,490.88 ",,,,,,,,
BUR OVAL REDUCED HOOD 4MM," $2,919.30 ",,,,,,,,
BUR PEAR FAST CUT 5X70MM, $102.77 ,,,,,,,,
BUR PEAR FAST CUT 6X70MM, $398.99 ,,,,,,,,
BUR PEAR FAST CUT 6X95MM, $446.83 ,,,,,,,,
BUR PEAR FAST CUT 8X70MM, $492.87 ,,,,,,,,
BUR PEAR SHAPE 6.1MM, $839.45 ,,,,,,,,
BUR POLISH PREBENT 4.5," $2,490.88 ",,,,,,,,
BUR RAD 55 CURVED 3.6MM," $2,269.59 ",,,,,,,,
BUR REAMER PILOT POINT LG 5MM, $208.99 ,,,,,,,,
BUR RND 16FLUTE SS 6X44.5MM, $727.95 ,,,,,,,,
BUR RND 16FLUTE SS 6X54MM, $839.45 ,,,,,,,,
BUR RND 8FLUTE XLNG 5X95MM, $443.63 ,,,,,,,,
BUR RND CUT FLUTED AM LNG 3MM," $1,029.14 ",,,,,,,,
BUR RND CUT SS XLNG 1X76MM," $1,376.72 ",,,,,,,,
BUR RND FAST CUT 6.3X47.2MM, $733.37 ,,,,,,,,
BUR RND FLUTED MED 7MM, $934.60 ,,,,,,,,
BUR RND FLUTED SFT TOUCH 3.0MM," $1,449.18 ",,,,,,,,
BUR RND FLUTED SFT TOUCH 4.0MM," $1,685.98 ",,,,,,,,
BUR RND MICRO FLUTE 7.0MM, $727.95 ,,,,,,,,
BUR RND MICRO FLUTE 8.0MM, $725.71 ,,,,,,,,
BUR RND SHAFT PED 10CMX2.9MM," $1,756.60 ",,,,,,,,
BUR ROUND 4MM, $673.85 ,,,,,,,,
BUR ROUND 6 FLUTES 1.5X48MM, $896.18 ,,,,,,,,
BUR ROUND 6 FLUTES 1X48MM, $896.18 ,,,,,,,,
BUR ROUND AESCULAP 1.0X70MM," $1,581.73 ",,,,,,,,
BUR ROUND AESCULAP 1.8X95MM," $1,758.85 ",,,,,,,,
BUR ROUND AESCULAP 2.7X70MM," $2,336.17 ",,,,,,,,
BUR ROUND AESCULAP 2.7X95MM," $1,758.85 ",,,,,,,,
BUR ROUND AESCULAP 3.0X95MM," $1,758.85 ",,,,,,,,
BUR ROUND AESCULAP 3.5X95MM," $1,861.56 ",,,,,,,,
BUR ROUND AESCULAP 4.0X70MM," $1,674.94 ",,,,,,,,
BUR ROUND AESCULAP 4.5X70MM," $1,674.94 ",,,,,,,,
BUR ROUND AESCULAP 4.5X95MM," $1,861.56 ",,,,,,,,
BUR ROUND AESCULAP 5.5X70MM," $1,674.94 ",,,,,,,,
BUR ROUND AESCULAP 6.0X70MM," $1,674.94 ",,,,,,,,
BUR ROUND AESCULAP 6.0X95MM," $2,029.37 ",,,,,,,,
BUR ROUND AESCULAP 6.5X70MM," $1,861.56 ",,,,,,,,
BUR ROUND CUT VISAO LNG 2X72MM, $998.58 ,,,,,,,,
BUR ROUND DIAMOND 4.0MM, $436.34 ,,,,,,,,
BUR ROUND FAST CUT 7.1MM, $733.37 ,,,,,,,,
BUR ROUND FAST CUTTING 3.2MM, $733.37 ,,,,,,,,
BUR ROUND FAST CUTTING 4.8MM, $659.78 ,,,,,,,,
BUR ROUND FAST CUTTING 4MM, $733.37 ,,,,,,,,
BUR ROUND FLUTE AGRSV 4MM," $1,449.18 ",,,,,,,,
BUR ROUND FLUTE AGRSV 5MM," $1,685.98 ",,,,,,,,
BUR ROUND FLUTE AGRSV 6MM," $1,577.65 ",,,,,,,,
BUR ROUND FLUTED 4MM," $3,476.22 ",,,,,,,,
BUR ROUND FLUTED 5MM," $3,476.22 ",,,,,,,,
BUR ROUND FLUTED MED 5MM, $934.60 ,,,,,,,,
BUR ROUND FLUTED SHORT, $313.80 ,,,,,,,,
BUR ROUND FLUTED SHORT 5MM," $1,067.97 ",,,,,,,,
BUR ROUND FLUTED SHORT 7MM," $1,067.97 ",,,,,,,,
BUR ROUND FLUTED SOFTTOUCH 3MM," $1,666.15 ",,,,,,,,
BUR ROUND MEDIUM CYLINDER, $76.88 ,,,,,,,,
BUR SABER ROUND DIAMOND .5MM," $1,610.76 ",,,,,,,,
BUR SABER ROUND DIAMOND 1.0MM," $1,449.18 ",,,,,,,,
BUR SABER ROUND DIAMOND 2.0MM," $1,449.18 ",,,,,,,,
BUR SABER ROUND DIAMOND 3.0MM," $1,449.18 ",,,,,,,,
BUR SABER ROUND DIAMOND 4.0MM," $1,449.18 ",,,,,,,,
BUR SABER ROUND FLUTED  4.0MM," $1,685.98 ",,,,,,,,
BUR SABER ROUND FLUTED 6.0MM," $1,685.98 ",,,,,,,,
BUR SABER TAPTUNG CARBIDE 2.0," $1,610.76 ",,,,,,,,
BUR SABER TAPTUNG CARBIDE 3.0," $1,470.74 ",,,,,,,,
BUR SEPTOPLASTY 3.2MMX11CM," $2,139.13 ",,,,,,,,
BUR SIDE CUT TAPR DISSCT 1.2MM," $1,151.88 ",,,,,,,,
BUR SIDE CUTTING 1MM, $128.66 ,,,,,,,,
BUR SIDE CUTTING 2MM, $163.96 ,,,,,,,,
BUR SINUS ATRESIA TAPERED 4MM," $6,741.90 ",,,,,,,,
BUR SKEETER DIAMOND 1.0MM," $2,138.83 ",,,,,,,,
BUR SPHERE PREBENT 4.5," $2,399.24 ",,,,,,,,
BUR SPHERICAL 13CMX3.5MM, $782.02 ,,,,,,,,
BUR SPHERICAL 5.5MM, $661.06 ,,,,,,,,
BUR SPHERICAL LG HUB 4.5MM, $782.02 ,,,,,,,,
BUR SPHERICAL MICRO HUB 2.9MM, $773.74 ,,,,,,,,
BUR STEEL RND CUT LNG 3X72MM, $978.14 ,,,,,,,,
BUR STEEL RND CUT LNG 4X72MM," $3,599.07 ",,,,,,,,
BUR STEEL RND CUT MED 5X64MM, $978.14 ,,,,,,,,
BUR STEEL RND CUT MED 6X64MM, $978.14 ,,,,,,,,
BUR STEEL RND CUT MED 7X64MM, $910.69 ,,,,,,,,
BUR STEIGER EXTD 1.7MM, $54.29 ,,,,,,,,
BUR SURG RND SS 2.4X54MM, $839.45 ,,,,,,,,
BUR SURG ROUND 6X70MM," $1,581.73 ",,,,,,,,
BUR SURGICAL CARBIDES FG 57, $280.85 ,,,,,,,,
BUR SURGICAL CARBIDES FG 700, $216.05 ,,,,,,,,
BUR SURGICAL CARBIDES STR RA 4, $218.56 ,,,,,,,,
BUR SWANSON REAMER 3MM, $286.34 ,,,,,,,,
BUR TAPERED ROUND 1MM," $1,610.76 ",,,,,,,,
BUR TAPERED ROUND ELITE 2MM," $1,470.74 ",,,,,,,,
BUR TIP OPHTHALMIC 1/2MM, $129.91 ,,,,,,,,
BUR TOOL LEGEND DISS 3X9CM," $1,619.14 ",,,,,,,,
BUR TOOL LEGEND DISS 4X9CM," $1,723.38 ",,,,,,,,
BUR TOOL LEGEND DISS 5X9CM," $1,723.38 ",,,,,,,,
BUR ULTRA 3MM, $835.06 ,,,,,,,,
BUR ULTRA ME 4MM, $896.38 ,,,,,,,,
BUR ULTRA SS 3MM, $648.27 ,,,,,,,,
BUR ULTRA STD 3MM, $967.92 ,,,,,,,,
BUR ULTRA STD 5MM, $661.06 ,,,,,,,,
BUR VISAO CVD CUTTING 2MM," $2,575.32 ",,,,,,,,
BUR WIRE PASS DRILL SS 1.5MM, $222.80 ,,,,,,,,
BUR WIRE PASS DRILL SS 1X19MM, $175.57 ,,,,,,,,
BUR WIRE PASS DRILL SS 2.0MM, $222.80 ,,,,,,,,
BURR 3 CUTTER SHORT 38MM, $959.34 ,,,,,,,,
BURR 4 CUTTER SHORT 38MM, $959.34 ,,,,,,,,
BURR ABRADER 5.5MM," $1,317.65 ",,,,,,,,
BURR ARTHRO ABRADER 4X180MM," $1,338.70 ",,,,,,,,
BURR ARTHROSCOPY 5.5MM," $1,338.70 ",,,,,,,,
BURR CARBIDE RA NO 5, $326.35 ,,,,,,,,
BURR ROUND 2.4MM, $839.45 ,,,,,,,,
BURR SKEETER DIAMOND 2/3," $2,315.37 ",,,,,,,,
BURR TAPER FASSIER DUVALL DISP," $1,223.42 ",,,,,,,,
BUSHING DISTAL FEMUR SMALL," $1,587.92 ",,,,,,,,
BUSHING FEM POLY OSS," $2,749.42 ",,,,,,,,
BUSHING FEMORAL HINGE MRH," $1,553.69 ",,,,,,,,
BUSHING SBF ILIZAROV, $641.82 ,,,,,,,,
BUSHING TIBIAL POLY OSS," $2,131.90 ",,,,,,,,
BUTTON AC GRAFTROPE," $2,892.18 ",,,,,,,,
BUTTON BALLN MINIONE 12FRX.8CM," $1,162.10 ",,,,,,,,
BUTTON BALLN MINIONE 14FRX2CM," $1,162.10 ",,,,,,,,
BUTTON BALLN MINIONE 14FRX3.5," $1,121.22 ",,,,,,,,
BUTTON BALLN MINIONE 14FRX3CM," $1,121.22 ",,,,,,,,
BUTTON BALLN MINIONE 16FRX2.5," $1,162.10 ",,,,,,,,
BUTTON BICEP DIST STRL 12MM," $1,564.18 ",,,,,,,,
BUTTON DISTAL CLAVICLE PLATE," $1,746.78 ",,,,,,,,
BUTTON ENDO ULTRABUTTON 10MM," $1,746.78 ",,,,,,,,
BUTTON FIX ENDO ACL TI 4X12MM," $1,139.27 ",,,,,,,,
BUTTON FIX ENDO CLS SFT 30MM," $1,585.03 ",,,,,,,,
BUTTON FIX ENDO SFT TISS 20MM," $3,077.20 ",,,,,,,,
BUTTON FIX ENDO SFT TISS 35MM," $3,412.01 ",,,,,,,,
BUTTON FIX ENDO SFT TISS 40MM," $2,530.36 ",,,,,,,,
BUTTON FIX ENDO ULTRA 20MM," $3,412.01 ",,,,,,,,
BUTTON FIXATION DOG BONE," $1,746.78 ",,,,,,,,
BUTTON FIXATION SUTR 17MM, $523.11 ,,,,,,,,
BUTTON GAST CUBBY KIT 12FRX2CM," $1,068.79 ",,,,,,,,
BUTTON GAST LP 24FRX1.2CM," $1,938.82 ",,,,,,,,
BUTTON GAST LP 24FRX1.7CM," $1,938.82 ",,,,,,,,
BUTTON GAST LP 24FRX4.4CM," $1,938.82 ",,,,,,,,
BUTTON GAST MIC KEY 18FRX5CM," $1,080.34 ",,,,,,,,
BUTTON GAST MICKEY 16FRX1.2X15," $3,230.52 ",,,,,,,,
BUTTON GAST MICKEY 16FRX1.7X15," $3,230.52 ",,,,,,,,
BUTTON GAST MICKEY 16FRX3.5X30," $1,826.40 ",,,,,,,,
BUTTON GAST MICKEY 16FRX4.0CM," $1,093.12 ",,,,,,,,
BUTTON GAST MICKEY 18FRX3.5X30," $3,679.50 ",,,,,,,,
BUTTON GAST MICKEY 20FRX1.2CM," $1,093.12 ",,,,,,,,
BUTTON GAST MICKEY 20FRX2.0CM," $1,093.12 ",,,,,,,,
BUTTON GAST MICKEY 20FRX2.3CM," $1,093.12 ",,,,,,,,
BUTTON GAST MICKEY 24FRX1.2CM," $1,080.34 ",,,,,,,,
BUTTON GAST MICKEY 24FRX1.5CM," $1,093.12 ",,,,,,,,
BUTTON GAST MICKEY 24FRX1.7CM," $1,093.12 ",,,,,,,,
BUTTON GAST MICKEY 24FRX2.0CM," $1,093.12 ",,,,,,,,
BUTTON GAST MICKEY 24FRX2.3CM," $1,093.12 ",,,,,,,,
BUTTON GAST MICKEY 24FRX3.0CM," $1,093.12 ",,,,,,,,
BUTTON GAST MICKEY 24FRX3.5CM," $1,093.12 ",,,,,,,,
BUTTON GAST MINI 16FRX2.5CM," $1,213.20 ",,,,,,,,
BUTTON GAST MINIONE 14FRX1.5CM," $1,162.10 ",,,,,,,,
BUTTON GAST MINIONE 14FRX1.7CM," $1,162.10 ",,,,,,,,
BUTTON GAST STOMATE 18 SM, $967.72 ,,,,,,,,
BUTTON GAST STOMATE 22 LG," $3,451.65 ",,,,,,,,
BUTTON MINI CLASSIC 12FX2.0," $1,162.10 ",,,,,,,,
BUTTON NASAL SEPTAL," $1,162.10 ",,,,,,,,
BUTTON NASAL SEPTAL SILICONE 3, $858.12 ,,,,,,,,
BUTTON PASSPORT CANN 6X4CM, $482.00 ,,,,,,,,
BUTTON SUTR TI STRL 3.5MM, $651.02 ,,,,,,,,
BUTTON TIGHTROPE ABS 8X12MM, $923.66 ,,,,,,,,
CABLE ATLAS SNGL W/INTGL CRIMP," $1,856.34 ",,,,,,,,
CABLE CABRIO GRID," $6,784.98 ",,,,,,,,
CABLE COCR W/CLAMP 1.8X635MM," $1,658.43 ",,,,,,,,
CABLE CONCT F/ ELECTRODE 64PIN," $7,632.15 ",,,,,,,,
CABLE CYL FEMAL CONN 12PIN," $3,852.96 ",,,,,,,,
CABLE CYL FEMAL CONN 32PIN," $7,341.90 ",,,,,,,,
CABLE DRIVELINE EXTENSION," $17,590.36 ",,,,,,,,
CABLE ELECTRODE RAINBOW 8PIN," $3,951.24 ",,,,,,,,
CABLE EXT PROBE DOPPLER FLOW," $1,195.32 ",,,,,,,,
CABLE INTEGRATED HEMOSTATIX," $3,232.90 ",,,,,,,,
CABLE INTERSTIM TWIST LOCK," $1,019.02 ",,,,,,,,
CABLE ISOLA SINGLE," $4,616.24 ",,,,,,,,
CABLE LOCK TWIST," $1,019.02 ",,,,,,,,
CABLE MICROBRIGHT 2.5MM," $1,013.91 ",,,,,,,,
CABLE PROGRAMMING HIPRO, $189.50 ,,,,,,,,
CABLE SINGLE LEAD," $1,447.98 ",,,,,,,,
CABLE SONGER CRIMP STERILE," $5,348.81 ",,,,,,,,
CABLE SPINE ATLAS SONGER SS," $1,943.86 ",,,,,,,,
CABLE SS," $6,534.83 ",,,,,,,,
CABLE STERILE CRIMP 1.7X750MM," $2,537.31 ",,,,,,,,
CABLE SYSTEM ATLAS DOUBLE," $2,207.60 ",,,,,,,,
CABLE TI SINGLE LEAD 1MM," $1,813.71 ",,,,,,,,
CAGE 0DEG MEDICREA 10X20MM," $7,784.59 ",,,,,,,,
CAGE 0DEG MEDICREA 10X25MM," $9,481.11 ",,,,,,,,
CAGE 0DEG MEDICREA 12X20MM," $7,784.59 ",,,,,,,,
CAGE 0DEG MEDICREA 12X25MM," $7,784.59 ",,,,,,,,
CAGE 0DEG MEDICREA 14X20MM," $7,784.59 ",,,,,,,,
CAGE 0DEG MEDICREA 14X25MM," $7,784.59 ",,,,,,,,
CAGE 0DEG MEDICREA 8X20MM," $7,784.59 ",,,,,,,,
CAGE 0DEG MEDICREA 8X25MM," $7,784.59 ",,,,,,,,
CAGE 12 X 24 X 14," $5,266.35 ",,,,,,,,
CAGE 12DEG IMPIX-ALIF 10MM," $10,751.31 ",,,,,,,,
CAGE 12DEG IMPIX-ALIF 12MM," $10,751.31 ",,,,,,,,
CAGE 12DEG IMPIX-ALIF 14MM," $10,751.31 ",,,,,,,,
CAGE 12DEG IMPIX-ALIF 16MM," $10,751.31 ",,,,,,,,
CAGE 4DEG MEDICREA 10X20MM," $7,784.59 ",,,,,,,,
CAGE 4DEG MEDICREA 10X25MM," $7,784.59 ",,,,,,,,
CAGE 4DEG MEDICREA 12X20MM," $7,784.59 ",,,,,,,,
CAGE 4DEG MEDICREA 12X25MM," $7,784.59 ",,,,,,,,
CAGE 4DEG MEDICREA 14X20MM," $7,784.59 ",,,,,,,,
CAGE 4DEG MEDICREA 14X25MM," $7,784.59 ",,,,,,,,
CAGE 6DEG IMPIX-ALIF 10MM," $10,751.31 ",,,,,,,,
CAGE 6DEG IMPIX-ALIF 12MM," $10,751.31 ",,,,,,,,
CAGE 6DEG IMPIX-ALIF 14MM," $10,751.31 ",,,,,,,,
CAGE 6DEG IMPIX-ALIF 16MM," $10,751.31 ",,,,,,,,
CAGE 7X12X14X40," $5,266.35 ",,,,,,,,
CAGE 8DEG MEDICREA 10X20MM," $7,784.59 ",,,,,,,,
CAGE 8DEG MEDICREA 10X25MM," $7,784.59 ",,,,,,,,
CAGE 8DEG MEDICREA 12X20MM," $7,784.59 ",,,,,,,,
CAGE 8DEG MEDICREA 12X25MM," $7,784.59 ",,,,,,,,
CAGE 8DEG MEDICREA 14X20MM," $7,784.59 ",,,,,,,,
CAGE 8DEG MEDICREA 14X25MM," $7,784.59 ",,,,,,,,
CAGE 9DEG IMPIX-ALIF 10MM," $10,751.31 ",,,,,,,,
CAGE 9DEG IMPIX-ALIF 12MM," $10,751.31 ",,,,,,,,
CAGE 9DEG IMPIX-ALIF 14MM," $10,751.31 ",,,,,,,,
CAGE 9DEG IMPIX-ALIF 16MM," $10,751.31 ",,,,,,,,
CAGE ALEUTIAN 9MMX26MM," $5,348.81 ",,,,,,,,
CAGE ALTITUDE T2 13MM," $16,813.29 ",,,,,,,,
CAGE ANTERIOR PTC 7X14X11," $7,939.35 ",,,,,,,,
CAGE AVE TL 9X25MMX0DEG," $10,140.56 ",,,,,,,,
CAGE BODY FUSION VBOSS 12X8MM," $3,621.82 ",,,,,,,,
CAGE BODY FUSION VLIFT 18X20MM," $14,981.51 ",,,,,,,,
CAGE BODY FUSION VLIFT 18X25MM," $15,593.72 ",,,,,,,,
CAGE BODY FUSION VLIFT 18X32MM," $16,818.19 ",,,,,,,,
CAGE CENTER PECK 10MM," $6,585.40 ",,,,,,,,
CAGE CLYDES PEEK 0DEG 10X40," $14,523.31 ",,,,,,,,
CAGE CLYDES PEEK 6DEG 10X45," $14,523.31 ",,,,,,,,
CAGE CLYDES PEEK 6DEG 10X50," $14,523.31 ",,,,,,,,
CAGE CLYDES PEEK 6DEG 10X55," $14,523.31 ",,,,,,,,
CAGE CLYDES PEEK 6DEG 10X60," $14,523.31 ",,,,,,,,
CAGE CLYDES PEEK 6DEG 12X45," $14,523.31 ",,,,,,,,
CAGE CLYDES PEEK 6DEG 12X50," $14,523.31 ",,,,,,,,
CAGE CLYDES PEEK 6DEG 12X55," $14,523.31 ",,,,,,,,
CAGE CLYDES PEEK 6DEG 12X60," $14,523.31 ",,,,,,,,
CAGE CLYDES PEEK 6DEG 14X45," $14,523.31 ",,,,,,,,
CAGE CLYDES PEEK 6DEG 14X50," $14,523.31 ",,,,,,,,
CAGE CLYDES PEEK 6DEG 14X55," $14,523.31 ",,,,,,,,
CAGE CLYDES PEEK 6DEG 14X60," $14,523.31 ",,,,,,,,
CAGE CLYDES PEEK 6DEG 16X45," $14,523.31 ",,,,,,,,
CAGE CLYDES PEEK 6DEG 16X50," $14,523.31 ",,,,,,,,
CAGE CLYDES PEEK 6DEG 16X55," $14,523.31 ",,,,,,,,
CAGE CLYDES PEEK 6DEG 16X60," $14,523.31 ",,,,,,,,
CAGE CLYDES PEEK 6DEG 8X45," $14,523.31 ",,,,,,,,
CAGE CLYDES PEEK 6DEG 8X50," $14,523.31 ",,,,,,,,
CAGE CLYDES PEEK 6DEG 8X55," $14,523.31 ",,,,,,,,
CAGE CLYDES PEEK 6DEG 8X60," $14,523.31 ",,,,,,,,
CAGE CLYDES PEEK IB 10X45," $14,523.31 ",,,,,,,,
CAGE CLYDES PEEK IB 10X50," $14,523.31 ",,,,,,,,
CAGE CLYDES PEEK IB 10X55," $14,523.31 ",,,,,,,,
CAGE CLYDES PEEK IB 12X45," $14,523.31 ",,,,,,,,
CAGE CLYDES PEEK IB 12X50," $14,523.31 ",,,,,,,,
CAGE CLYDES PEEK IB 12X55," $14,523.31 ",,,,,,,,
CAGE CLYDES PEEK IB 14X45," $14,523.31 ",,,,,,,,
CAGE CLYDES PEEK IB 14X50," $14,523.31 ",,,,,,,,
CAGE CLYDES PEEK IB 14X55," $14,523.31 ",,,,,,,,
CAGE CLYDES PEEK IB 16X45," $14,523.31 ",,,,,,,,
CAGE CLYDES PEEK IB 16X50," $14,523.31 ",,,,,,,,
CAGE CLYDES PEEK IB 16X55," $14,523.31 ",,,,,,,,
CAGE CLYDES PEEK IB 8X45," $14,523.31 ",,,,,,,,
CAGE CLYDES PEEK IB 8X50," $14,523.31 ",,,,,,,,
CAGE CLYDES PEEK IB 8X55," $14,523.31 ",,,,,,,,
CAGE CORNERSTONE 9X14X11MM," $4,262.37 ",,,,,,,,
CAGE COROENT XL 10X17X45MM 10D," $15,490.47 ",,,,,,,,
CAGE CRESCENT 10MM," $17,887.79 ",,,,,,,,
CAGE CRESCENT 9MM," $17,887.79 ",,,,,,,,
CAGE IMPIX-C 12.5X14X5MM," $4,099.55 ",,,,,,,,
CAGE IMPIX-C 12.5X14X6MM," $4,099.55 ",,,,,,,,
CAGE IMPIX-C 12.5X14X7MM," $4,099.55 ",,,,,,,,
CAGE IMPIX-C 12.5X14X8MM," $4,099.55 ",,,,,,,,
CAGE IMPIX-C 12.5X14X9MM," $4,099.55 ",,,,,,,,
CAGE IMPIX-C 14.5X16X10MM," $4,099.55 ",,,,,,,,
CAGE IMPIX-C 14.5X16X5MM," $4,099.55 ",,,,,,,,
CAGE IMPIX-C 14.5X16X6MM," $4,099.55 ",,,,,,,,
CAGE IMPIX-C 14.5X16X7MM," $4,099.55 ",,,,,,,,
CAGE IMPIX-C 14.5X16X8MM," $4,099.55 ",,,,,,,,
CAGE IMPIX-C 14.5X16X9MM," $4,099.55 ",,,,,,,,
CAGE MESH 13 X 17 X 8," $6,741.92 ",,,,,,,,
CAGE MESH 13 X 7 X 9," $8,908.41 ",,,,,,,,
CAGE MESH 13X17X13MM," $8,908.35 ",,,,,,,,
CAGE PEEK TLIF 8X 25MM," $10,140.56 ",,,,,,,,
CAGE PEEK TLIF 8X20MM," $7,469.41 ",,,,,,,,
CAGE PERIMETER C UG34 6MM," $4,927.14 ",,,,,,,,
CAGE PYRAMESH 10X18MM," $5,428.76 ",,,,,,,,
CAGE PYRAMESH 12X17X12," $7,668.37 ",,,,,,,,
CAGE PYRAMESH 13X10MM," $4,734.36 ",,,,,,,,
CAGE PYRAMESH 13X14MM," $5,428.76 ",,,,,,,,
CAGE PYRAMESH 13X212MM," $5,428.76 ",,,,,,,,
CAGE PYRAMESH 13X5MM," $6,741.92 ",,,,,,,,
CAGE PYRAMESH 13X6," $7,813.79 ",,,,,,,,
CAGE PYRAMESH 13X7MM," $7,813.79 ",,,,,,,,
CAGE PYRAMESH 13X8MM," $5,429.35 ",,,,,,,,
CAGE PYRAMESH 16X10," $6,128.63 ",,,,,,,,
CAGE PYRAMESH 16X8," $6,128.63 ",,,,,,,,
CAGE PYRAMESH 19X14MM," $6,128.63 ",,,,,,,,
CAGE SPINAL WEDGENOSE 10X20X4-11," $16,602.35 ",,,,,,,,
CAGE SPINAL WEDGENOSE 10X20X4-9," $16,602.35 ",,,,,,,,
CAGE SPINAL WEDGENOSE 10X25X0-11," $16,602.35 ",,,,,,,,
CAGE SPINAL WEDGENOSE 10X25X0-8," $16,602.35 ",,,,,,,,
CAGE SPINAL WEDGENOSE 10X25X4-11," $16,602.35 ",,,,,,,,
CAGE SPINAL WEDGENOSE 10X25X4-8," $16,602.35 ",,,,,,,,
CAGE SPINAL WEDGENOSE 11X 25X0-11," $16,602.35 ",,,,,,,,
CAGE SPINAL WEDGENOSE 11X 25X0-8," $16,602.35 ",,,,,,,,
CAGE SPINAL WEDGENOSE 11X 25X4-11," $16,602.35 ",,,,,,,,
CAGE SPINAL WEDGENOSE 11X 25X4-8," $16,602.35 ",,,,,,,,
CAGE SPINAL WEDGENOSE 11X20X4-11," $16,602.35 ",,,,,,,,
CAGE SPINAL WEDGENOSE 11X20X4-9," $16,602.35 ",,,,,,,,
CAGE SPINAL WEDGENOSE 12X20X4-11," $16,602.35 ",,,,,,,,
CAGE SPINAL WEDGENOSE 12X20X4-9," $16,602.35 ",,,,,,,,
CAGE SPINAL WEDGENOSE 12X25X0-11," $16,602.35 ",,,,,,,,
CAGE SPINAL WEDGENOSE 12X25X0-8," $16,602.35 ",,,,,,,,
CAGE SPINAL WEDGENOSE 12X25X4-11," $16,602.35 ",,,,,,,,
CAGE SPINAL WEDGENOSE 12X25X4-8," $16,602.35 ",,,,,,,,
CAGE SPINAL WEDGENOSE 13X20X4-11," $16,602.35 ",,,,,,,,
CAGE SPINAL WEDGENOSE 13X20X4-9," $16,602.35 ",,,,,,,,
CAGE SPINAL WEDGENOSE 13X25X0-11," $16,602.35 ",,,,,,,,
CAGE SPINAL WEDGENOSE 13X25X0-8," $16,602.35 ",,,,,,,,
CAGE SPINAL WEDGENOSE 13X25X4-11," $16,602.35 ",,,,,,,,
CAGE SPINAL WEDGENOSE 13X25X4-8," $16,602.35 ",,,,,,,,
CAGE SPINAL WEDGENOSE 14X20X4-," $16,602.35 ",,,,,,,,
CAGE SPINAL WEDGENOSE 14X25X0-," $16,602.35 ",,,,,,,,
CAGE SPINAL WEDGENOSE 14X25X4-," $16,602.35 ",,,,,,,,
CAGE SPINAL WEDGENOSE 6X25X4-1," $16,602.35 ",,,,,,,,
CAGE SPINAL WEDGENOSE 7X20X4-9," $10,184.71 ",,,,,,,,
CAGE SPINAL WEDGENOSE 7X25X4-1," $16,602.35 ",,,,,,,,
CAGE SPINAL WEDGENOSE 7X25X4-8," $16,602.35 ",,,,,,,,
CAGE SPINAL WEDGENOSE 8X20 X4-," $16,602.35 ",,,,,,,,
CAGE SPINAL WEDGENOSE 8X25X4-1," $16,602.35 ",,,,,,,,
CAGE SPINAL WEDGENOSE 8X25X4-8," $16,602.35 ",,,,,,,,
CAGE SPINAL WEDGENOSE 9X20X4-1," $16,602.35 ",,,,,,,,
CAGE SPINAL WEDGENOSE 9X20X4-9," $10,184.80 ",,,,,,,,
CAGE SPINAL WEDGENOSE 9X25X0-1," $16,602.35 ",,,,,,,,
CAGE SPINAL WEDGENOSE 9X25X0-8," $16,602.35 ",,,,,,,,
CAGE SPINAL WEDGENOSE 9X25X4-1," $16,602.35 ",,,,,,,,
CAGE SPINAL WEDGENOSE 9X25X4-8," $16,602.35 ",,,,,,,,
CAGE SQ 122 X 15MM LONG," $10,108.91 ",,,,,,,,
CAGE T2 ALTITUDE 16X23X29MM," $16,813.32 ",,,,,,,,
CAGE T2 ALTITUDE 16X28X36MM," $22,171.63 ",,,,,,,,
CAGE VBOSS 12X40MM," $6,566.10 ",,,,,,,,
CAGE VBOSS 40X16MM," $8,537.07 ",,,,,,,,
CAGE VBOSS 8MM X 14MM," $3,806.56 ",,,,,,,,
CAGE W/LEAD 6DEG IMPIX-TLIF 11," $9,537.17 ",,,,,,,,
CAGE W/LEAD 6DEG IMPIX-TLIF 13," $9,537.17 ",,,,,,,,
CAGE W/LEAD 6DEG IMPIX-TLIF 7M," $9,537.17 ",,,,,,,,
CAGE W/LEAD 6DEG IMPIX-TLIF 9M," $9,537.17 ",,,,,,,,
CAGE WEDGENOSE 10X20X0-11," $10,184.80 ",,,,,,,,
CAGE WEDGENOSE 10X20X0-9," $10,184.80 ",,,,,,,,
CAGE WEDGENOSE 11X20X0-11," $10,184.80 ",,,,,,,,
CAGE WEDGENOSE 11X20X0-9," $10,184.80 ",,,,,,,,
CAGE WEDGENOSE 12X20X0-11," $10,184.80 ",,,,,,,,
CAGE WEDGENOSE 12X20X0-9," $10,184.80 ",,,,,,,,
