Hospital Service Code,Service Description,Hospital Charge
09096017,SCRW SYN OCCIPITAL 4.5X14MM TI,1043.00
09096025,PLT SYN OCCIPITAL MED TI 50MM,21969.00
09096058,NL STRY TIBIAL T2 09X300 STD,6371.00
09096066,DRL STRY ASSEMBLY 4MM,810.00
09096074,SCRW ACU CORT 3.5X34MM,326.00
09096108,SHEATH MTK BIOINTRAFIX SM,1108.00
09096116,SHEATH MTK BIOINTRAFIX LG,1108.00
09096124,SCRW MTK BIOINTRAFIX 6-7X30,1053.00
09096132,PENCIL SMOKE EVAC VALLEYLAB,84.00
09096157,TUBING SMOKE EVAC VALLEYLAB,42.00
09096173,SU ARTHX FIBERSNARE #2,540.00
09096181,GRFT SEMITENDINOSUS FROZEN,8906.00
09096215,CLIP SUGITA MINI STR 4MM,1323.00
09096298,HIP RICH FEM HEAD 36MM +0,4826.00
09096314,INCISER SN PLUS ELITE CV 4.5,60.00
09096330,INCISER SN PLUS ELITE LNG 4.5,540.00
09096371,K-WIRE STRY W/ 17MM STOP,117.00
09096421,KNEE DPY STAB INSERT SZ 3 8MM,9149.00
09096462,LENS POSTERIOR SN60WF 24.0D,876.00
09096488,PLT STRY PROFYLE 1.7 4X2H,1947.00
09096496,SCRW STRY PROFYLE 1.7X24MM,249.00
09096561,KNEE STRY TIB INSERT #4 13MM,4198.00
09096603,PLT STRY VOLAR STD RT,3450.00
09096629,SCRW SYN COMPRESS 3.0X20MM,1600.00
09096652,COLLAR ASPEN ADULT SHORT,234.00
09096678,SIZER BREAST IMP STYHP68 550CC,244.00
09096769,SCRW SYN CANN 4.5X72 PTL THD,944.00
09096785,SCRW SYN CORTX 2.7X38MM ST,107.00
09096793,HIP DPY ACETBLR LNR 36X56 ANG,9797.00
09096801,HIP DPY FEM STEM 155MM SZ 7,30944.00
09096843,CAP STRY END T2 SCN,784.00
09096868,HIP ZM ACETBLR LNR 10D 60X36,7985.00
09096876,HIP ZM MOD CUP 60MM,20210.00
09096918,PLT ZM PERIART LATERAL 6H RT,3905.00
09096934,PLT ZM COMPRESS 3.5 8H 97MM,540.00
09096942,RELOAD ENDO GIA 60-2.5 ROT,1657.00
09096959,TROCAR FIXATION 12MM,277.00
09096967,TROCAR FIXATION 11MM,277.00
09096975,TROCAR FIXATION 5MM,234.00
09096983,PLT SYN DIST RADIUS -20D 3H,2180.00
09097072,DRSG SINUS STAMMBERGER,326.00
09097106,SCRW SYN CORTX 2.4X10 SDR ST,245.00
09097122,SCRW SYN LOCK 2.4X9MM ST,531.00
09097130,PLT SYN LCP ADAPTION 2.4 12H 8,2157.00
09097155,PLT SYN LCP 2.4 8H 68MM,1857.00
09097163,PLT SYN LCP 2.4 6H 52MM,1857.00
09097189,PLT SYN RECON LP 3.5 6H,1682.00
09097197,PLT SYN RECON LP 3.5 5H,1522.00
09097205,PLATE SYN RECON LP 3.5 8 HOLE,1293.00
09097213,PLT SYN SYMPHYSIS 3.5 6H,3732.00
09097221,SCREW SYN CANN 6.5X115 FLTHD,847.00
09097254,DRAPE CARDIOVASCULAR SPLIT,133.00
09097288,SCRW LB BONE 2.7X8MM ST,303.00
09097312,"GUIDEWIRE ACU .045X6""""""",49.00
09097346,DRL BT SYN 2.4MMX75MM,639.00
09097379,TOOL SYN REDUCT 3.5MM 78MM,1081.00
09097395,PLT STRY HUMERUS PROX 5H RT,5829.00
09097429,SU MTK MICROFIX ANCHOR,1600.00
09097460,PLT STRY COMP T 90D 6H,935.00
09097478,SCRW STRY PROFYLE ER 2.5X10MM,272.00
09097502,GRFT MTF TIBIALIS TENDON,7637.00
09097536,ROD STRY CARBON 5X250MM MRI,435.00
09097551,LENS POSTERIOR SN60WF 17.5D,876.00
09097577,SCRW DPY EXPEDIUM 5.0X45MM,1319.00
09097585,PLT SYN RECON LP CV 3.5 108MM,1874.00
09097593,PLT SYN HUMERUS POST 3.5 3H RT,4816.00
09097601,SCRW SYN CORTX 3.5X95MM ST,53.00
09097635,"SU VICRYL 1 CTXB 36""""""",4.00
09097643,"SU VICRYL CTB-1 C/R 8X18""""""",65.00
09097650,"SU PDS II 1 CTXB 36""""""",4.00
09097668,SU VICRYL 2-O CTB-B 8X18,65.00
09097676,SUTURE PDS II 0CTB-1 8X18,96.00
09097734,CABLE ZM CERCLAGE COCR 1.8MM,2267.00
09097759,PLT SYN RECON LP 3.5 11H,2007.00
09097775,SCRW SYN COMPRESS LCP DHHS,152.00
09097791,GRFT MTF DBX PUTTY 0.5CC,584.00
09097833,HIP RICH FEM HEAD 36MM +12,5163.00
09097866,SCRW SYN CANN 6.5X110 FLTHD,1206.00
09097874,SCRW SYN CANN 6.5X170 32THD,1206.00
09097890,"GUIDEWIRE ACU 0.078X9""""""",84.00
09097981,HIP ZM MOD CUP 48X32,6049.00
09097999,SCRW STRY CORTX 2.7X24MM TI,317.00
09098096,HIP DPY FEM STEM 150MM SZ 6,30944.00
09098112,HIP DPY FEM HEAD MTL 36 -2,7268.00
09098120,HIP DPY FEM STEM SZ 7 STD,15736.00
09098195,LENS POSTERIOR SA60AT 14.0D,876.00
09098229,SCRW LB BONE 2.0X8MM ST,197.00
09098286,CANNISTER STRY FLUID SAFE 3000,45.00
09098294,TUBING STRY INTEGRATED FLUID S,843.00
09098302,NDL OV BONE MARROW 8GAX15CM,810.00
09098336,PLT LB 3-D 1.2 2X2H,845.00
09098344,PLT LB T 1.2 7H,690.00
09098351,SCRW LB UPPERFACE 1.2X8MM ST,247.00
09098369,CABLE ZM READY GTR COCR 1.8X63,1234.00
09098385,PLT SYN CONDYLYR 4.5 12H 278 R,6865.00
09098393,SCRW SYN CANN LOCK 5.0X70MM,824.00
09098401,SCRW SYN CANN LOCK 5.0X80MM,824.00
09098427,SCRW STRY LOCK 4X26MM,400.00
09098468,PLT SYN RECON LP 3.5 9H,1716.00
09098476,PLT SYN RECON LP 3.5 4H,1326.00
09098492,SCRW SYN CANN LOCK 5.0X45MM,824.00
09098500,SCRW SYN CANN LOCK 7.3X70MM,1219.00
09098518,RADIAL ACU HEAD 26.0MM RT,9813.00
09098526,RADIAL ACU STEM 8.0X4.0MM,6134.00
09098534,DRL BT LB 1.6X58MM,562.00
09098542,SCRW LB BONE 2.0X6MM ST,195.00
09098575,IMPLANT EYE CONFORMER VENT MED,141.00
09098690,SCRW SYN CORTX 3.5X40 ST,117.00
09098757,PLT SYN LCP 2.4 10H 84MM,1688.00
09098765,PLT SYN LCP 2.0 5H 38MM,1053.00
09098799,HIP DPY FEM STEM 135MM SZ 3,28130.00
09098807,HIP DPY SCREW CANC 6.5X15MM,829.00
09098823,PLT LB MINI 6H W/BAR,901.00
09098831,SCRW LB MMF 2.0X8MM,398.00
09098849,SCRW LB LOCK 2.3X12MM ST,420.00
09098856,SCRW LB LOCK 2.3X10MM ST,420.00
09098864,SCRW LB LOCK 2.0X10MM,360.00
09098872,SCRW LB LOCK 2.0X6MM,353.00
09098880,SCRW LB LOCK 2.0X5MM,353.00
09098898,SCRW LB BONE 2.0X10MM ST,197.00
09098906,SCRW LB BONE 2.0X5MM ST,195.00
09098997,HIP ZM FEM STEM MTL SZ 7.5 STD,22430.00
09099011,DRL BT STRY 1.6X85MM,753.00
09099045,SCRW STRY CORT 4.5X28MM,60.00
09099052,SCRW STRY CORT 4.5X54MM,60.00
09099060,DRL BT STRY 04.5X180MM,724.00
09099078,DRL BT LB 1.9X35MM,635.00
09099086,"SU PROLENE 0 MO-6 30""",16.00
09099094,DRL BT LB 1.6X26MM STRY,534.00
09099102,DRL BT LB 1.6X7MM STRY,499.00
09099110,"SU ETHIBOND 5 V-37 4-30""",72.00
09099128,"SU ETHIBOND 2 OS-4 30""",19.00
09099136,PLT SYN RECON LP 3.5 10H,1731.00
09099151,PLT SYN TOMOFIX TIB 4H,5102.00
09099169,GRFT SYN CHRONOS GRAN MED 10CC,3289.00
09099177,SCRW SYN LOCK 5.0X26 SD TI,880.00
09099185,SCRW SYN LOCK 5.0X44 ST TI,880.00
09099227,REAMER STRY BIXCUT 11.5MM,1601.00
09099235,NL STRY TIBIAL T2 011X390MM,5791.00
09099243,SCRW STRY CORT 3.5X95MM,72.00
09099268,PLT STRY PELVIC 8H 122.5MM,1323.00
09099300,K-WIRE SYN 1.0X150 TROCAR END,424.00
09099342,PLT SYN LCP 2.4 5H 44MM,1688.00
09099359,PLT STRY PELVIC CV R108 8H,1487.00
09099367,"GRFT STRY DURAMATRIX 4X5""",4065.00
09099383,SLING TRANSVAGINAL,4388.00
09099409,IMP INJECTABLE COAPTITE 1ML,1180.00
09099425,KNEE DPY INSERT CV SZ 2.5 10MM,7654.00
09099433,KNEE STRY FEM COMP #5 LT,16107.00
09099441,SCREW SYN CANN 6.5X60 FLL THD,557.00
09099458,SCRW SYN CANN 6.5X40 FLL THD,1097.00
09099466,DRL BT SYN PERC 2.5X300MM,771.00
09099490,SCRW LB BONE 2.7X16MM ST,275.00
09099508,SCRW LB LOCK 2.3X16MM ST,420.00
09099516,SCRW LB LOCK 2.3X14MM ST,420.00
09099524,SCRW LB LOCK 2.3X8MM ST,420.00
09099540,PLATE ART TIB OPEN WEDGE 12.5,2007.00
09099581,NL STRY TIBIAL T2 09X375 STD,5791.00
09099607,GUIDEWIRE STRY 03X800MM SMOOTH,919.00
09099615,PLT STRY COMP 4H W/BAR,663.00
09099623,NL STRY TIBIAL T2 09X360 STD,5791.00
09099656,KNEE DPY TIBIAL MOD SZ 4,13913.00
09099664,NL STRY TIBIAL T2 09X345 STD,5791.00
09099698,DRL BT STRY 5.0X840MM AO,919.00
09099706,KNEE STRY TIB INSERT #4 11MM,11089.00
09099722,KNEE RICH FLEX INSERT SZ 3-4 1,5661.00
09099763,KNEE STRY TIB INSERT #6 9MM,6677.00
09099771,ILLUMINATOR SURG FLEX STR,245.00
09099946,PLT SYN RADIUS VOLAR 9H/4H RT,3874.00
09099953,PLT SYN RADIUS VOLAR 8H/4H LT,3874.00
09099961,ROD SYN CV TI 3.5X40MM,878.00
09099979,HIP DPY ACETBLR LNR 36X54 ANG,9823.00
09100629,COVER BURR HOLE MATRIX 15MM,631.00
09103094,SCRW STRY MIDFACE 1.7X12MM ST,119.00
09103102,SCRW LB MIDFACE ER 1.9X7MM,223.00
09103144,SCRW STRY MMF 2.0X12MM,398.00
09103169,DRL BT LB 1.9X26MM,511.00
09103185,APPLICATOR CHLORAPREP 10.5ML,19.00
09103219,SCRW STRY LOCK 5X50 PTL THD,713.00
09103227,DRL BT STRY 5.0X230MM STR AO,919.00
09103235,SCRW ZM PERIART CORT 3.5X40,117.00
09103250,SCRW ACE CORT 6.5MMX100MM,690.00
09103276,NL STRY ANKLE 011X200,3708.00
09103284,PLT SYN RADIUS VOLAR 8H/4H RT,3874.00
09103318,PLT SYN LCP MED DIST 3.5 4H LT,6207.00
09103367,DRL STRY ASSEMBLY SHRT 4MM,659.00
09103375,NL STRY FEM T2 012X340MM,6513.00
09103409,KNEE DPY INSERT CV SZ 4 10MM,7654.00
09103425,PLT SYN DHHS 135D STD 3H,2337.00
09103433,BLD SYN HELIX 110MM,1406.00
09103441,SCRW SYN CANN LOCK 5.0X85MM,824.00
09103458,SCRW SYN CANN CON 7.3X85MM,1089.00
09103516,SCRW SYN MATRIX NEURO 4MM SD,338.00
09103524,SCRW SYN MATRIX NEURO ER 4MM,338.00
09103532,MESH SYN MATRIX 100X100 RIGID,8921.00
09103540,DRL BT SYN MATRIX 4MM,540.00
09103557,DRAPE BL TOUCH SCREEN,165.00
09103565,SPHERES BL REFLECTIVE MARKER,39.00
09103573,NDL BL BIOPSY 1.8X150MM,2061.00
09103581,HEADBAND BL REFERENCE,197.00
09103607,MARKER BL REGISTRATION CT,4.00
09103623,MARKER BL REGISTRATION OR,2.00
09103672,PLT SYN CERV LOCK TI 2X37X28MM,6261.00
09103698,DRL BT LB 1.3X6MM STRY,488.00
09103706,ROD STRY CARBON 5X300MM SS,207.00
09103722,KNEE ZM FEM FLEX LPS SZ E RT,28459.00
09103755,KNEE ZM ARTCLR SURFC FLEX 14MM,8163.00
09103771,PLT SYN RECON LP CV 3.5 6H,1703.00
09103797,NL STRY TIBIAL T2 09X330MM,5791.00
09103896,CLIPPER SURGICAL NEURO,53.00
09103920,SCRW SYN LOCK 5.0X65MM ST,599.00
09103938,SCRW SYN CANN LOCK 5.0X90MM,824.00
09103946,SCRW SYN CANN LOCK 5.0X35MM,824.00
09103961,"DRSG ACTICOAT 7 6""""X6""""""",176.00
09103979,"DRSG ACTICOAT 7 2""""X2""""""",36.00
09103987,SWABSTICK CHLORAPREP 5.25ML,2.00
09104001,SCRW SYN CORTX 2.7X45MM ST,95.00
09104019,PLT SYN OLECRANON 2H LT,3705.00
09104027,"DRSG ACTICOAT 7 4""""X5""""""",95.00
09104084,PLT STRY COMP 5H W/BAR,760.00
09104092,COVER SYN BURR HOLE MATRIX 17M,1037.00
09104118,PLT STRY COMP 2.3 4H,1201.00
09104126,SCRW SYN CANN 6.5X170 FLL THD,1097.00
09104134,SCRW SYN COMPRESS HDL 3.0X22,1454.00
09104167,PLT SYN SYMPHYSIS  3.5 4H,3093.00
09104183,PLT SYN OLECRANON 6H LT,3996.00
09104191,GUIDEWIRE SYN DRL TIP 2.5X300,287.00
09104209,SCRW SYN CANN LOCK 5.0X50MM,495.00
09104217,PLT SYN MED PROX TIB 4.5 6H RT,5929.00
09104225,TIP CUSA MICROTIP PLUS 36KHZ,2627.00
09104233,DRSG ACTICOAT MOISTURE CTRL 4X,245.00
09104241,DRSG ACTICOAT MOISTURE CTRL 4X,125.00
09104258,DRSG ACTICOAT POST-OP 10X12CM,117.00
09104266,DRSG ACTICOAT POST-OP 10X20CM,183.00
09104274,DRSG ACTICOAT POST-OP 10X25CM,245.00
09104290,SCRW STRY UPPERFACE ER 1.4X3MM,260.00
09104316,SCRW STRY BONE 1.7X4MM SD,234.00
09104324,SCRW SYN CANN 7.3X16MM 70MM,613.00
09104357,SCRW STRY OASYS BA 4.0X28MM,3965.00
09104365,SCRW STRY OASYS BA 3.5X14MM,3965.00
09104373,NL STRY TIBIAL T2 11X330MM,5791.00
09104381,SCRW STRY UPPERFACE 1.2X5MM ST,247.00
09104399,SCRW SYN CANN LOCK 5.0X60MM,824.00
09104407,SCRW SYN CANN LOCK 5.0X55MM,824.00
09104415,SCRW SYN CANN LOCK 5.0X30MM,824.00
09104472,SCRW SYN COMPRESS HDLS 3.0X18,1454.00
09104480,SCRW SYN COMPRESS HDLS 3.0X16,1454.00
09104498,GRFT ARTERY FEM POP 7-6X33CM,22082.00
09104506,SCRW STRY NEURO 1.5X4MM SD,292.00
09104514,SCRW STRY NEURO 1.5X5MM SD,292.00
09104548,PLT SYN DHHS 130D STD 4H,2337.00
09104597,MAMMARY IMP STY 68MP 180-210,2824.00
09104647,MAMMARY IMP STY 15 575CC,4016.00
09104654,MAMMARY IMP STY 15 533CC,4418.00
09104662,MAMMARY IMP STY 15 492CC,4418.00
09104704,SCRW ZM LOCK 3.5X85MM,470.00
09104712,SCRW ZM LOCK 3.5X75MM,470.00
09104720,SCREW ZM LOCK 3,240.00
09104738,SCRW ZM LOCK 3.5X65MM,470.00
09104746,SCRW ZM LOCK 3.5X30MM,470.00
09104753,SCRW ZM LOCK 3.5X35MM,422.00
09104803,SCRW STRY OASYS BA 4.0X30,3965.00
09104811,CONNECTOR STRY OASYS TRANSVERS,4132.00
09104829,ROD STRY OASYS 3.5X120MM,1044.00
09104845,DRL BT SYN MATRIX 1.25MM,663.00
09104852,PLT SYN MATRIX  L .7MM,1107.00
09104860,SCRW SYN MATRIX NEURO 6MM,338.00
09104902,PUMP AMS CONTROL 800,17125.00
09104910,BALLOON PENILE 60-70CM,5215.00
09104936,RECT CTR AMS SKW SCROTAL,1202.00
09105073,PLT SYN LCP PROX TIB 4H RT,5851.00
09105115,SCRW SYN CANN LOCK 7.3X85MM,1219.00
09105123,SCRW SYN CANN CON 7.3X95MM,1089.00
09105149,PLT SYN LCP MED DIST 3.5 12H R,6477.00
09105172,BLD SYN HELICAL TI 11X110MM,2673.00
09105180,NL SYN TROCHANTERIC TI 11X360,7537.00
09105362,SCRW STRY PROFYLE 1.7X14MM,269.00
09105388,SCRW STRY LOCK 5X27.5MM,780.00
09105511,SCRW STRY RECON LAG 06.5X100,1046.00
09105669,PLT SYN HUMERUS DIST 3.5 3H RT,3819.00
09105677,SCRW STRY LOCK 2.3X6MM ST,420.00
09105685,SCRW SYN CORTX TI 1.5X12MM ST,220.00
09105693,SCRW SYN CORTX TI 1.5X13MM ST,220.00
09105719,ILIZAROV RING HALF 155MM,2952.00
09105735,DRL BT SYN MATRIX 1.3MM,663.00
09105743,PLT SYN MATRIX STRUT .5MM,2334.00
09105768,PLT SYN MATRIX ORBITAL RIM .5M,1348.00
09105784,SCRW SYN MATRIX NEURO 5MM,338.00
09105792,DRL BT STRY 2.5X125MM GOLD,498.00
09105933,SCRW SYN CANN 6.5X180 FLL THD,613.00
09105990,NL STRY GAMMA LNG 013X440X125D,8772.00
09106006,SCRW SYN CLICKX DUAL 6.2X30MM,6083.00
09106030,PLT STRY LP 2H 16MM BAR,570.00
09106048,PLT STRY LP 2H 12MM BAR,477.00
09106055,COVER STRY BURR LP 20MM,1000.00
09106063,COVER STRY BURR LP 14MM,907.00
09106147,HIP ZM VERSYS FEM HEAD 39MM,1769.00
09106303,GRFT MTF FIBULA SHAFT 10CM,3069.00
09106402,SCRW ACU CORT LOCK 3.5X50MM,345.00
09106410,SCRW ACU LOCK 3.5X50MM,491.00
09106428,DRL BT ACU QUICK LNG 2.8MM,395.00
09106436,TAP ACU QUICK RELEASE 3.5MM,957.00
09106451,PLT ACU ELBOW LOCK LAT 6H RT,3681.00
09106501,SCRW STRY LOCK 5.0X40MM,511.00
09106519,SCRW STRY LOCK 5.0X38MM,511.00
09106527,SCRW STRY LOCK 5.0X34MM,511.00
09106535,K-WIRE STRY 2.0X285MM,29.00
09106543,DRL BT STRY 3.2X230MM,759.00
09106550,DRL BT STRY 4.3X262MM,570.00
09106568,PLT STRY FEM LAT DIST RT,5606.00
09106584,SCRW STRY CORT 4.5X34MM,86.00
09106600,SCRW STRY LOCK 5.0X80MM,511.00
09106626,SCRW STRY LOCK 5.0X55MM,511.00
09106634,SCRW STRY LOCK 5.0X75MM,511.00
09106642,SCRW STRY LOCK 2.3X18MM,420.00
09106667,SCRW ZM CANN 6.5X105 16THD,845.00
09106709,HIP ZM FEM STEM MTL 15.0 STD,22432.00
09106717,HIP ZM ACETBLR LNR 10D 62X36,7258.00
09106725,HIP ZM MOD CUP REV 62MM,18373.00
09106741,NL STRY RECON T2 011X340X125 R,8523.00
09106782,NL STRY FEM T2 014X400MM,6513.00
09106808,LENS POSTERIOR SN60WF 24.5D,730.00
09106816,LENS ANTERIOR MTA4U0 2.0D,420.00
09106824,DRL BT SYN 3X14MM W/STOP,1097.00
09106832,PLT SYN LCP 2.4 7H 60MM,951.00
09106840,DRL GUIDE SYN THD 1.8MM SHRT,463.00
09106857,PLT SYN CONDYLR 4.5 18H 386MM,7433.00
09106865,SCRW SYN CANN LOCK 7.3X80MM,1219.00
09106873,PLT SYN COMPRESS 2.0 4H,1193.00
09106881,SCRW SYN ER TI 2.4X6MM TEAL,249.00
09106899,SCRW SYN ER TI 2.4X8MM TEAL,249.00
09106923,SCRW SYN LOCK STARDRIVE 5.0X58,765.00
09106980,SCRW SYN LOCK STARDRIVE 5.0X26,767.00
09106998,SCRW SYN LOCK STARDRIVE 5.0X28,767.00
09107020,SCCRW ACU CORT 3.5X10MM,296.00
09107046,EXPANDER TISSUE STY SRS 70CC,2430.00
09107053,EXPANDER TISSUE STY SRS 140CC,2430.00
09107079,PLT STRY BOX 2X2H,713.00
09107087,PLT STRY -6MM 4H,477.00
09107095,PLT STRY TAB 2H,477.00
09107103,SCRW LB BONE 2.3X16MM ST,245.00
09107129,SCRW LB BONE 2.7X12MM ST,286.00
09107137,NL STRY TIBIAL T2 09X390 STD,5791.00
09107145,SCRW SYN COMPRESS HDL 3.0X22,1454.00
09107152,SCRW SYN COMPRESS HDL 3.0X20,1454.00
09107160,SCRW SYN COMPRESS HDL 3.0X24,1454.00
09107186,KNEE RICH FLEX INSERT SZ 7/8,5661.00
09107202,SCRW SYN LOCK 5.0X90MM ST,599.00
09107210,SCRW VBR OBELISC LOCK,663.00
09107251,SCRW SYN COMPRESS HDL 3.0X14,1454.00
09107277,DRL BT SYN 3.5X95MM JC,245.00
09107426,SCRW LB UPPERFACE 1.2X4MM SD,277.00
09107475,RADIAL ACU HEAD ANG 26.0MM LT,1197.00
09107509,STENT RESONANCE METAL 6X22CM,85.00
09107533,SCSCR ALCON EYE VIT CV 25GA DI,484.00
09107541,FRCP ALCON EYE VIT 25GA DISP,3292.00
09107566,"TOURNIQUET ZM DPSB 12"""" STR""",3564.00
09107574,RETCTR SCOTT 28.6CMX18.3CM,2389.00
09107582,BASKET 4WIRE 3.2FR 115CM 5CM,2948.00
09107590,SHEATH ACCESS FLEXOR 12X35CM,265.00
09107608,SHUNT GLAUCOMA EX-PRESS MINI G,730.00
09107673,COVER STRY BURR LP 10MM,907.00
09107707,KNEE DPY STAB INSERT SZ 4 8MM,8731.00
09107715,DEVICE TORQUE OLCOTT 015/045,39.00
09107723,GUIDEWIRE AMPLATZ ULTRA .035X1,225.00
09107731,EXTRACTOR STONE 2.2FR 115CM,832.00
09107749,INJECTOR EDS FOR SHUNT,181.00
09107756,SEALANT DURASEAL 5ML,2430.00
09107764,NL SYN FEM CANN TI 11X380 STR,7369.00
09107772,TUBE SYN RIA ASSEMBLY 520MM,1559.00
09107798,CAP SYN END TI T40 10MM EXT,691.00
09107822,SCRW STRY LOCK 4.0X75MM,484.00
09107830,PLT STRY TIBIA PROX 4H LT,4908.00
09107848,SCRW STRY LOCK 4.0X65MM,484.00
09107913,SCRW SYN CANN CON 5.0X65MM,778.00
09107921,WIRE GUIDE SYN PERC 2.5MM,1794.00
09107988,SCRW SYN LOCK STARDRIVE 4.0X28,787.00
09108002,PLT ZM RECON CV 3.5 14H,1880.00
09108036,PLT SYN MATRIX NEURO ST 2H 12M,265.00
09108044,LENS POSTERIOR SN60WF 26.5D,730.00
09108051,PLT STRY LP Y DBL 6H 8MM,1000.00
09108069,HIP DPY ACETBLR CUP 56MM,11055.00
09108127,SIZER FRO MAMMARY 68HP 650,155.00
09108135,SIZER FOR MAMMARY STY 68HP 750,222.00
09108143,SCRW SYN CORTX 2.7X44MM ST,107.00
09108150,SCRW ACU ACUTRAK MINI 12.0MM,1522.00
09108168,SCRW ACU ACUTRAK MINI 10.0MM,1522.00
09108200,SCRW ZM LOCK 3.5X90MM,470.00
09108218,SCRW ZM LOCK 3.5X80MM,470.00
09108226,SCRW ZM LOCK 3.5X60MM,470.00
09108234,SCRW ZM LOCK 3.5X32MM,422.00
09108267,PLT SYN MATRIX DBL Y LG,1070.00
09108275,PLT SYN MATRIX DBL Y SM,1070.00
09108325,SCRW STRY ASNIS CANN 6.5X85MM,1027.00
09108416,K-WIRE HI SHLDR 2.0MM SS,94.00
09108432,DRL BT HI SHLDR 2.8MM,438.00
09108440,DRL BT HI FAST 4.0MM SHRT,426.00
09108465,PLT HI LOCK HS STR,2735.00
09108473,TUBE STRY MICROLENGTHENER,1723.00
09108499,NAIL STRY TIBIAL T2 08X285 STD,6193.00
09108507,SCRW SYN LOCK 5.0X80MM ST,599.00
09108523,SCRW SYN LOCK 3.5X42MM ST,504.00
09108531,SCRW SYN LOCK 3.5X48MM ST,504.00
09108549,PLT STRY XS 1.2 3D 2X2H,944.00
09108556,PLT STRY S MED 1.7 4H,561.00
09108564,PLT STRY S 3D 2X2H,944.00
09108598,PLT STRY PROFYLE S T NRRW 7H,890.00
09108630,PLT STRY PROFYLE S 90D 10H REG,863.00
09108648,PLT STRY PROFYLE S 90D NRRW 6H,811.00
09108655,KNEE STRY TIB BASEPLT #1,10630.00
09108697,HIP ZM FEM STEM REV 10X130MM,26779.00
09108705,HIP ZM POLY LNR REV 36MM +6MM,4910.00
09108713,HIP ZM GLENOSPHERE 36MM,5805.00
09108721,HIP ZM BASE PLT REVERSE,8925.00
09108739,HIP ZM SCRW REV CANC 4.5X42MM,985.00
09108770,DRL BT SYN 4.3X221MM,965.00
09108788,SCRW SYN TI CORTX 4.5X52MM,152.00
09108804,SCRW SYN LOCK 5.0X65 ST TI,946.00
09108820,SCRW SYN LOCK 5.0X50 ST TI,946.00
09108838,SCRW SYN LOCK 5.0X40 ST TI,946.00
09108853,SCRW SYN LOCK STARDRIVE 5.0X70,845.00
09108861,SCRW SYN LOCK STARDRIVE 5.0X62,845.00
09108879,NL SYN FEM CANN TI 12X420 STR,7369.00
09108887,SCRW SYN CORTX 2.0X12MM ST,107.00
09108895,PLT STRY LP RIGID 2H 12MM BAR,403.00
09108952,PLT SYN LCP 1/3 6H 69MM,21722.00
09108994,SCRW SYN CORTX 4.5X62MM ST,86.00
09109000,DRL BT SYN 3MMX14MM W/STOP,1399.00
09109018,SCRW SYN CANN 4.0X44 SHT THD,778.00
09109026,SCRW SYN CORTX 27.X55MM ST,86.00
09109034,SCRW SYN CORTX 2.7X32MM ST,107.00
09109042,PLT SYN TI ST 1.3 6H,781.00
09109059,SCRW SYN EMERG 1.2X8MM TI,181.00
09109083,LENS POSTERIOR SN60WF 19.5D,730.00
09109091,PLT STRY COMP ST 8H,760.00
09109109,SCRW SYN LOCK SYNAPSE,784.00
09109117,SCRW SYN SYNAPSE 3.5X12MM,3121.00
09109125,SCRW SYN SYNAPSE 3.5X16MM,3432.00
09109133,SCRW SYN POLYAXIAL TI 3.5X36MM,6357.00
09109141,TAP SYN CORTX 3.5 CALIB 50MM,845.00
09109158,GUIDE SYN THD 1.6X150MM,148.00
09109166,DRL BT LB 2.0X50MM,736.00
09109174,DRL BT LB 1.6X50MM,632.00
09109182,DRL BT LB 0.9MMX4MM STRY,470.00
09109240,SCRW STRY ASNIS CANN 6.5X95MM,935.00
09109257,SCRW STRY ASNIS CANN 6.5X90MM,1027.00
09109265,PIN DPY AMK FIXATION 1/8X3,782.00
09109281,SHLDR DPY SCRW META 4.5X18,861.00
09109315,SHLDR DPY METAGLENE XTEND,9203.00
09109323,SHLDR DPY GLENOSPHERE STD 38MM,11654.00
09109349,WASHER STRY 1.2MM,107.00
09109356,WASHER STRY 2.3MM,107.00
09109372,SCRW STRY PROFYLE 1.7X18MM,269.00
09109398,SCRW ACU CORT 3.5X45MM,296.00
09109414,SCRW SYN CORTX 3.5X50MM SS,85.00
09109422,HIP ZM BIPOLAR SHELL 45MM,2348.00
09109448,SCRW SYN LOCK STARDRIVE 4.0X34,787.00
09109455,SCRW SYN LOCK STARDRIVE 4.0X66,787.00
09109463,SCRW SYN LOCK STARDRIVE 4.0X52,787.00
09109471,CABLE ZM CERCLAGE COCR 1.8X635,1874.00
09109497,SCRW STRY BONE 1.5X4MM SD,353.00
09109505,PLT STRY BOX 4H LRG,1358.00
09109539,PLT STRY MESH CPS 1.5MM,4760.00
09109661,SCRW SYN LOCK STARDRIVE 4.0X48,787.00
09109679,SCRW SYN LOCK STARDRIVE 4.0X40,787.00
09109695,DRL STRY GAMMA STEP,7176.00
09109711,PLT SYN VOLAR 9HX4H LT,3874.00
09109752,PLT STRY BOX 4H,1262.00
09109778,RADIAL ACU HEAD 22.0MM RT,9813.00
09109893,SCRW STRY BONE 1.7X3MM SD,233.00
09109901,SCRW STRY BONE 1.7X5MM SD,234.00
09109935,SCRW SYN CANN 3.0X34 LNG THD,930.00
09109943,NL SYN TIBIAL CANN TI 10X405,6533.00
09109968,SCRW BONE 2.0X16MM ST,197.00
09109976,SCRW STRY BONE 2.0X14MM ST,197.00
