Hospital,Description,Std Price
UPMC McKeesport,FIBER LASER SIDE FIRE GUILD,1265.00
UPMC McKeesport,FIBER LSR ENDOSCPC GYRUS,4513.00
UPMC McKeesport,FIBER LSR SURG 200MH LASERP,529.00
UPMC McKeesport,FIBER LSR SURG 365MH LASERP,573.00
UPMC McKeesport,FIBRINOGEN,207.00
UPMC McKeesport,FIBRINOGEN ACTIVITY CLAUSS,207.00
UPMC McKeesport,FIBRINOGEN ACTIVITY P9418,207.00
UPMC McKeesport,FIBRINOGEN ANTIGEN,112.00
UPMC McKeesport,FIBRINOGEN QUANTITATIVE,207.00
UPMC McKeesport,FIDAXOMICIN 200MG,653.00
UPMC McKeesport,FILARIA IGG4 AB,155.00
UPMC McKeesport,FILGRASTIM 300MCG/0.5ML,904.00
UPMC McKeesport,FILGRASTIM G-CSF 1MCG,4.25
UPMC McKeesport,FILLER BONE VOID 10CC MEDTR,15765.00
UPMC McKeesport,FILLER BONE VOID SYNTH 5ML ZIM,3652.00
UPMC McKeesport,FILLER BONE W COLLAGN 10ML ZIM,5972.00
UPMC McKeesport,FILLER DEVI TAMP SPINAL KYPHON,529.00
UPMC McKeesport,FILTER ABBVASDEVI VARSZ,6430.00
UPMC McKeesport,FILTER EVACUATOR SMOKE BUFFAFI,1794.00
UPMC McKeesport,FILTER GREENFLD VEN MEDI VARSZ,4084.00
UPMC McKeesport,FILTER JUGULR TULIP 8.5FR COOK,5242.00
UPMC McKeesport,FILTER KT VENA CAVA COOK VAR,3037.00
UPMC McKeesport,FILTER TRAP CORDIS VARSZ,6869.00
UPMC McKeesport,FILTER VENA CAVA FEMORAL COOK,5242.00
UPMC McKeesport,FILTER VENA CAVA LOW PROF BBRA,3965.00
UPMC McKeesport,FIN SHOULDER ENDURON DEPUY VAR,6434.00
UPMC McKeesport,FINASTERIDE 5MG TAB,35.50
UPMC McKeesport,FINGER FX W REDUCT,713.00
UPMC McKeesport,FINGER FX WO REDUCT,525.00
UPMC McKeesport,FINGER HEEL OR EARSTICK,10.25
UPMC McKeesport,FINGER(S) MIN 2 VIEWS,497.00
UPMC McKeesport,FIORICET TAB,7.25
UPMC McKeesport,FISHER KING ARTHREX,6867.00
UPMC McKeesport,FIT EXT PRESS STRYKER VARSZ,2812.00
UPMC McKeesport,FIT/INSERT PESSARY/DEVICE,761.00
UPMC McKeesport,FIX 6.0 SYNTHES,600.00
UPMC McKeesport,FIXATION DEVICE ABSORBATAK COV,1444.00
UPMC McKeesport,FIXATION KT BTTN BNE TEND BNE,1421.00
UPMC McKeesport,FIXATOR 5MM SMINE,5744.00
UPMC McKeesport,FIXATOR ANKLE RADIOLUSC EBIMED,22787.00
UPMC McKeesport,FIXATOR EBIMEDSYST VARSZ,5694.00
UPMC McKeesport,FIXATOR EXT MONO TRIAX STRHOWO,3234.00
UPMC McKeesport,FLECAINIDE,181.00
UPMC McKeesport,FLECAINIDE 50MG TAB,1.00
UPMC McKeesport,FLECAINIDE ACETATE 100MG TAB,7.25
UPMC McKeesport,FLEX SIG W/BIOPSY SINGLE/MULTI,2657.00
UPMC McKeesport,FLEX SIG W/CONTROL OF BLEED,2657.00
UPMC McKeesport,FLEX SIG W/DECOMP OF VOLVULUS,2836.00
UPMC McKeesport,FLEX SIG W/FOREIGN BODY REM,3011.00
UPMC McKeesport,FLEX SIG W/HOT BIOPSY,3009.00
UPMC McKeesport,FLEX SIG W/REMOVAL BY SNARE,2582.00
UPMC McKeesport,FLEX SIGMOID SUBMUC INJ TATOO,3393.00
UPMC McKeesport,FLEX SIGMOIDOSCOPY W/DIL BALLN,3142.00
UPMC McKeesport,FLEX SIGMOIDOSCOPY W/STENT PLC,2012.00
UPMC McKeesport,FLEXIBLE APC PROBE,916.00
UPMC McKeesport,FLEXITIP POLLACK 5FR 021305,87.50
UPMC McKeesport,FLOMAX 0.4MG CAP,23.00
UPMC McKeesport,FLORESCENT NONINFECT AG P8107,109.00
UPMC McKeesport,FLOTRAC SENSOR W VAMP EDWAR,712.00
UPMC McKeesport,FLOW CYTOMETRY,505.00
UPMC McKeesport,FLOW CYTOMETRY 1ST MARK,505.00
UPMC McKeesport,FLOW CYTOMETRY ADDT MARK,223.00
UPMC McKeesport,FLOW CYTOMETRY CELL SURF P4364,505.00
UPMC McKeesport,FLOW CYTOMETRY INTERP P4364,594.00
UPMC McKeesport,FLOW CYTOMETRY P4364,505.00
UPMC McKeesport,FLOXURIDINE 500MG INJ,545.00
UPMC McKeesport,FLRSCNT NON-INFCT AB EA P3355,109.00
UPMC McKeesport,FLT3 GENE (NGS),342.00
UPMC McKeesport,FLUCONAZOLE 100MG TAB,1.50
UPMC McKeesport,FLUCONAZOLE 100MG/50ML NS INJ,504.00
UPMC McKeesport,FLUCONAZOLE 150MG TAB,3.75
UPMC McKeesport,FLUCONAZOLE 200MG TAB TAB,6.00
UPMC McKeesport,FLUCONAZOLE 200MG/100ML INJ,504.00
UPMC McKeesport,FLUCONAZOLE 400MG/200ML INJ,1007.00
UPMC McKeesport,FLUDARABINE 50MG INJ,953.00
UPMC McKeesport,FLUDARABINE 50MG/2ML IV,953.00
UPMC McKeesport,FLUDROCORTISONE ACET 0.1MG TAB,9.50
UPMC McKeesport,FLUID CEA,243.00
UPMC McKeesport,FLUID OTHER SMEAR ONLY,130.00
UPMC McKeesport,FLUID/BRUSH/WASH CONC & SMEAR,90.75
UPMC McKeesport,FLUMAZENIL 0.5MG/5ML INJ,165.00
UPMC McKeesport,FLUOCINONIDE 15GM TOP,66.00
UPMC McKeesport,FLUOR NONINFECT AG AB P4213,109.00
UPMC McKeesport,FLUOR NONINFECT AG AB P4863,109.00
UPMC McKeesport,FLUOR NONINFECT AG AB P4867,109.00
UPMC McKeesport,FLUOR NONINFECT AG AB P4871,109.00
UPMC McKeesport,FLUOR NONINFECT AG AB P4875,109.00
UPMC McKeesport,FLUORESC NONINF AGNT AB P8130,109.00
UPMC McKeesport,FLUORESCEIN SOD 0.6MG STRIP,1.00
UPMC McKeesport,FLUORESCEIN SOD 1MG EYE STRIP,1.00
UPMC McKeesport,FLUORESCENT AG AB TITER P0715,70.00
UPMC McKeesport,FLUORESCENT AGENT AB SCR P0715,109.00
UPMC McKeesport,FLUORESCENT ANTIBODY P9887,109.00
UPMC McKeesport,FLUORESCENT NONINFECT AB P0461,109.00
UPMC McKeesport,FLUORESCENT NONINFECT AB P4904,109.00
UPMC McKeesport,FLUORESCENT NONINFECT AB P4996,109.00
UPMC McKeesport,FLUORESCENT STAIN P4913,87.50
UPMC McKeesport,FLUORO GUID/LOC DIA/TH INJ SPI,493.00
UPMC McKeesport,FLUORO GUIDE CV ACC DEVICE,658.00
UPMC McKeesport,FLUORO NDL PL(BX LOC ASP INJ),510.00
UPMC McKeesport,FLUORO UP TO 1 HR,976.00
UPMC McKeesport,FLUOROMETHOLONE 5ML OPH,61.00
UPMC McKeesport,FLUOROURACIL 500MG INJ,62.25
UPMC McKeesport,FLUOXETINE,181.00
UPMC McKeesport,FLUOXETINE 10MG CAP,1.00
UPMC McKeesport,FLUOXETINE 20MG CAP,31.00
UPMC McKeesport,FLUOXETINE 20MG/5ML UD SOL,21.25
UPMC McKeesport,FLUPHENAZIN DEC 25MG/ML 5M INJ,92.50
UPMC McKeesport,FLUPHENAZINE 10MG TAB,4.50
UPMC McKeesport,FLUPHENAZINE 1MG TAB,1.00
UPMC McKeesport,FLUPHENAZINE 2.5MG (WPIC) TAB,4.50
UPMC McKeesport,FLUPHENAZINE 2.5MG/ML 10ML SOL,249.00
UPMC McKeesport,FLUPHENAZINE 5MG TAB,1.00
UPMC McKeesport,FLUPHENAZINE HCL 5MG/ML UD LIQ,2.00
UPMC McKeesport,FLUTIC/SAL100/50MCG 14 DOSE,395.00
UPMC McKeesport,FLUTICASONE .05% 120ML NAS SPR,700.00
UPMC McKeesport,FLUTICASONE 100MCG INH 14DOSE,906.00
UPMC McKeesport,FLUTICASONE 200MCG INH 14DOSE,283.00
UPMC McKeesport,FLUTICASONE 50MCG INH 30DOSE,455.00
UPMC McKeesport,FLUTICASONE HFA 110MCG 12GM,906.00
UPMC McKeesport,FLUTICASONE HFA 220MCG 12GM,1322.00
UPMC McKeesport,FLUTICASONE HFA44MCG 10.6GM,675.00
UPMC McKeesport,FLUTTER VALVE INITIAL/EVAL,364.00
UPMC McKeesport,FLUTTER VALVE SUBSEQUENT,364.00
UPMC McKeesport,FLUVASTATIN 20MG CAP,16.25
UPMC McKeesport,FLUVOXAMINE 100MG TAB,38.25
UPMC McKeesport,FLUVOXAMINE 50MG TAB,7.75
UPMC McKeesport,FMRL HD LATERAL MALLORY BIOMET,25741.00
UPMC McKeesport,FMRL STEM PRESS PLAS SPR ZIMM,28045.00
UPMC McKeesport,FNA ADDL EVALUATION SAME SITE,89.25
UPMC McKeesport,FNA BIOPSY W/O IMA GDE 1ST LES,1124.00
UPMC McKeesport,FNA BX W/CT GDN 1ST LES,1308.00
UPMC McKeesport,FNA BX W/CT GDN EA ADDL,1308.00
UPMC McKeesport,FNA BX W/FLUOR GDN 1ST LES,1308.00
UPMC McKeesport,FNA BX W/FLUOR GDN EA ADDL,1308.00
UPMC McKeesport,FNA BX W/MR GDN 1ST LES,1308.00
UPMC McKeesport,FNA BX W/MR GDN EA ADDL,1308.00
UPMC McKeesport,FNA BX W/O IMG GDN EA ADDL,1333.00
UPMC McKeesport,FNA BX W/US GDN 1ST LES,1308.00
UPMC McKeesport,FNA BX W/US GDN EA ADDL,1308.00
UPMC McKeesport,FNA EVALUATION ON SITE,101.00
UPMC McKeesport,FNA INTERPRETATION & REPORT,155.00
UPMC McKeesport,FOGARTY CATHETER,550.00
UPMC McKeesport,FOLATE RBC PNL 2767,121.00
UPMC McKeesport,FOLIC ACID (SERUM FOLATE),106.00
UPMC McKeesport,FOLIC ACID 1 MG IN NS 1ML SYR,1.50
UPMC McKeesport,FOLIC ACID 5MG/ML VIAL 10MLINJ,72.00
UPMC McKeesport,FOLIC ACID RBC P1674,121.00
UPMC McKeesport,FOLIC ACID SERUM P1674,106.00
UPMC McKeesport,FOLIC ACID SERUM PNL 2979,106.00
UPMC McKeesport,FOLIC ACID SYRINGE 1MG INJ,1.00
UPMC McKeesport,FOLLICLE STIMULATING HORMO,182.00
UPMC McKeesport,FOLLICLE STIMULATING HORMONE,182.00
UPMC McKeesport,FOMEPIZOLE 1.5GM VIAL INJ,11008.00
UPMC McKeesport,FONDAPARINUX SOD 2.5MG/.5ML IN,750.00
UPMC McKeesport,FONDAPARINUX SODIUM 10MG/.8ML,1204.00
UPMC McKeesport,FONDAPARINUX SODIUM 7.5MG/.6ML,2248.00
UPMC McKeesport,FOOD SPECIFIC IGG ALLERGY PN,59.25
UPMC McKeesport,FOOT 2 VIEWS,497.00
UPMC McKeesport,FOOT MIN 3 VIEWS,497.00
UPMC McKeesport,FOOTPLATE 3 HOLE ZYGMTC TI SYN,575.00
UPMC McKeesport,FOOTPLATE MXLRY EXTRNL TI SYNT,1239.00
UPMC McKeesport,FORCEP BIOPSY ENDO GYRMEDENT,1849.00
UPMC McKeesport,FORCEP BIOPSY RICHARDWOLF,3885.00
UPMC McKeesport,FORCEP BIOPSY URETEROX 3FR MIC,1512.00
UPMC McKeesport,FORCEP GRASP 19.5 X 2.8MM OLYM,2116.00
UPMC McKeesport,FORCEP GRASP 2.4FR 3 PRONG MIC,938.00
UPMC McKeesport,FORCEPS ALIGTR FRGN BOD KARSTO,3192.00
UPMC McKeesport,FORCEPS BPSY CUP CIRCULR WECCL,2002.00
UPMC McKeesport,FORCEPS CTTG ENDO GYRMED,1694.00
UPMC McKeesport,FORCEPS ENDOSCPC 8MM INTU VARS,1010.00
UPMC McKeesport,FORCEPS EXTRA MICROVASIV,1096.00
UPMC McKeesport,FORCEPS GRASPING HOOK BOSTOSCI,1209.00
UPMC McKeesport,FORCEPS GRASPING X-LONG CARDIH,4005.00
UPMC McKeesport,FORCEPS GRSP DBL ENDO 8MM INTU,917.00
UPMC McKeesport,FORCEPS LNG TIP ENDO 8MM INTUI,1129.00
UPMC McKeesport,FORCEPS MICRO BLK DMD 8MM INTU,763.00
UPMC McKeesport,FORCEPS NITINOL MICROVASIVE,1548.00
UPMC McKeesport,FORCEPS SPOON JARITINSTR,2046.00
UPMC McKeesport,FORCEPS STENT RMVL OLYMPAMERI,2059.00
UPMC McKeesport,FORCEPS STONE RETRIEVAL BOST,880.00
UPMC McKeesport,FOREARM 2 VIEWS,497.00
UPMC McKeesport,FORESKIN MANIPULATION W/LYSIS,3155.00
UPMC McKeesport,FORMOTEROL AEROLIZER 12MCG CAP,101.00
UPMC McKeesport,FOSAPREPITANT 150MG/5ML,1406.00
UPMC McKeesport,FOSAPREPITANT 1MG INJ,9.75
UPMC McKeesport,FOSFOMYCIN 3GM PO,207.00
UPMC McKeesport,FOSINOPRIL 20MG TAB,1.00
UPMC McKeesport,FRACT SHT ANGLED SYNTHES,2803.00
UPMC McKeesport,FRACTIONATION AND QUANT P0716,100.00
UPMC McKeesport,FRACTIONATION P0445,186.00
UPMC McKeesport,FRACTURE TRAY SPINAL SOFDAN,17442.00
UPMC McKeesport,FREE CORTISOL SERUM OR PLASMA,351.00
UPMC McKeesport,FREE INSULIN,151.00
UPMC McKeesport,FREE KAPPA/LAMBDA P1088,209.00
UPMC McKeesport,FREE PHENYTOIN (DILANTIN),111.00
UPMC McKeesport,FREE PSA PNL 2770,230.00
UPMC McKeesport,FREE T3 PNL 2257,172.00
UPMC McKeesport,FREE T4 EQUILBRIUM DIALYSIS,311.00
UPMC McKeesport,FREE TESTOSTERONE PNL 1540,260.00
UPMC McKeesport,FRESH FRZN PLASMA 200 ML(PROC),464.00
UPMC McKeesport,FRUCTOSAMINE,127.00
UPMC McKeesport,FSH PNL 2828,182.00
UPMC McKeesport,FSH/3RD GENERATION,182.00
UPMC McKeesport,FTA - SERUM,121.00
UPMC McKeesport,FULVESTRANT 250MG/5ML SYRINGE,8190.00
UPMC McKeesport,FULVESTRANT 25MG INJ,819.00
UPMC McKeesport,FUNCTIONAL RESIDUAL CAPACITY,518.00
UPMC McKeesport,FUNG CUL SKN HAIR NAIL W/O KOH,164.00
UPMC McKeesport,FUNGI,392.00
UPMC McKeesport,FUNGITELL (1-3)-B-D-GLUCAN,314.00
UPMC McKeesport,FUNGUS CULTURE SKIN HAIR NAIL,164.00
UPMC McKeesport,FUNGUS ID YEAST,136.00
UPMC McKeesport,FUNGUS NOT ELSWHERE SPEC P8773,399.00
UPMC McKeesport,FUROSEMIDE 100MG/10ML INJ,35.25
UPMC McKeesport,FUROSEMIDE 100MG/10ML VIAL,35.25
UPMC McKeesport,FUROSEMIDE 20MG INJ,6.75
UPMC McKeesport,FUROSEMIDE 20MG TAB,4.50
UPMC McKeesport,FUROSEMIDE 20MG/2ML IV INJ,6.75
UPMC McKeesport,FUROSEMIDE 40MG/4ML ORAL SLN,6.25
UPMC McKeesport,FUROSEMIDE 40MG/4ML VIAL IV,14.75
UPMC McKeesport,FUROSEMIDE 40MG/TAB,1.50
UPMC McKeesport,FUSION NEEDLE KNIFE WILCOOM,872.00
UPMC McKeesport,FUSION OMINI-TOME WILCOOM,1009.00
UPMC McKeesport,FUSION SPHINCTEROTOME WILCOOM,990.00
UPMC McKeesport,FUSION WIREGUIDED BASKET WILCO,787.00
UPMC McKeesport,G-6-PD(GLUC-6-PHOS DEHYD QUANT,81.00
UPMC McKeesport,GA 67 CITRATE PER 1MCI,194.00
UPMC McKeesport,GABAPENTIN (NEUROTIN),181.00
UPMC McKeesport,GABAPENTIN 100MG CAPSULE,1.50
UPMC McKeesport,GABAPENTIN 300MG/6ML ORAL SOL,4.50
UPMC McKeesport,GABAPENTIN 600MG TAB,1.00
UPMC McKeesport,GABAPENTIN 800MG TAB,1.25
UPMC McKeesport,GABITRIL TIAGABINE,181.00
UPMC McKeesport,GADOLINIUM 24 HOUR URINE,223.00
UPMC McKeesport,GADOLINIUM SERUM,223.00
UPMC McKeesport,GAIT TRAINING P/15M,222.00
UPMC McKeesport,GALANTAMINE 4MG TAB,7.50
UPMC McKeesport,GAMGLIO ASIALO GM1 AB IGG EIA,117.00
UPMC McKeesport,GAMMA NAIL STRYKER,6707.00
UPMC McKeesport,GAMMAGLOBULIN EACH P2435,101.00
UPMC McKeesport,GAMMAGLOBULIN IGE P1235,216.00
UPMC McKeesport,GAMUNEX 500 MG INJ,811.00
UPMC McKeesport,GANCICLOVIR 500MG INJ,399.00
UPMC McKeesport,GARDNERELLA SPEC/DIR PR P2641,218.00
UPMC McKeesport,GASTRIC EMPTYING IMAG STUDY,862.00
UPMC McKeesport,GASTRIC INTUBATION/LAVAGE,595.00
UPMC McKeesport,GASTRIN,182.00
UPMC McKeesport,GASTROSTOMY TUBE MICROVASIV,136.00
UPMC McKeesport,GATIFLOXACIN 0.5% 2.5ML SOL,251.00
UPMC McKeesport,GCSF 480MCG/0/8ML PF SYG,1766.00
UPMC McKeesport,GDEWR 1.4 THRD TROCR HOWMEDICA,217.00
UPMC McKeesport,GDRWR KRCH TCR TIP VARZ ARTH,83.50
UPMC McKeesport,GEL PORT PROCEDURAL APPLE,3260.00
UPMC McKeesport,GEL VOICE RADIUSES BIOFOMEDIC,1303.00
UPMC McKeesport,GELFOAM 1GM PDR,332.00
UPMC McKeesport,GELFOAM 50 EACH MIS,58.00
UPMC McKeesport,GELPORT HAND ACCESS APPLI VARS,2086.00
UPMC McKeesport,GEMCITABINE 200MG INJ,1613.00
UPMC McKeesport,GEMCITABINE 200MG/5ML INJ,1613.00
UPMC McKeesport,GEMFIBROZIL 600MG TABLET,4.50
UPMC McKeesport,GENERAL VASCULAR,8351.00
UPMC McKeesport,GENERATOR DEFIB IMPLNT BIOTRON,54661.00
UPMC McKeesport,GENERATOR IMP DEFIB ICD MEDTR,70807.00
UPMC McKeesport,GENERATOR PACEMKR DBL CH MEDTR,28481.00
UPMC McKeesport,GENERATOR PACEMKR SNGL CH MEDT,36744.00
UPMC McKeesport,GENERATOR SYS DEFB IMP ICD GUI,75105.00
UPMC McKeesport,GENERATOR SYS IMPL SNGL MEDTRO,61553.00
UPMC McKeesport,GENESIS BALLOON AND STENT,4212.00
UPMC McKeesport,GENITAL SURGERY PROCEDURE,193.00
UPMC McKeesport,GENTAMICIN 0.1% CREAM 15GM TOP,5.00
UPMC McKeesport,GENTAMICIN 0.3% OPH OINT 3.5GM,143.00
UPMC McKeesport,GENTAMICIN 80MG VIAL INJ,38.25
UPMC McKeesport,GENTAMICIN 80MG/NS50ML INJ,36.00
UPMC McKeesport,GENTAMICIN PEAK C,191.00
UPMC McKeesport,GENTAMICIN RANDOM,191.00
UPMC McKeesport,GENTAMYCIN LEVEL,191.00
UPMC McKeesport,GENTAMYCIN PREMIX 80MG INJ,38.25
UPMC McKeesport,GENTAMYCIN SOLN 5ML 3MG/ML OPH,12.00
UPMC McKeesport,GENVOYA TABLET,314.00
UPMC McKeesport,GGT,87.50
UPMC McKeesport,GI BLD LOSS IMG LABEL RBC,1206.00
UPMC McKeesport,GI DISPOSABLE ENDO CLIP,677.00
UPMC McKeesport,GI IMPLANT STENT VAR,Variable
UPMC McKeesport,GI INJECTION / TATTOOING,972.00
UPMC McKeesport,GI PATHOGENS,930.00
UPMC McKeesport,GI SN GENERIC ITEM VAR,Variable
UPMC McKeesport,GI TUBE CHECK,2700.00
UPMC McKeesport,GIARDIA (ELISA) PNL 5271,149.00
UPMC McKeesport,GIARDIA AG DETECT STOOL ELISA,149.00
UPMC McKeesport,GII QUICKANCHOR PLUS DEPUY,1319.00
UPMC McKeesport,GLENOID DIA DEPUYORTHO VARSZ,5368.00
UPMC McKeesport,GLIADIN AB IGA,118.00
UPMC McKeesport,GLIADIN AB IGG,118.00
UPMC McKeesport,GLIADIN PEPTIDE IGG IGA,118.00
UPMC McKeesport,GLIDE GOLD,1410.00
UPMC McKeesport,GLIDEWIRE 150CM,197.00
UPMC McKeesport,GLIDEWIRE 250CM,383.00
UPMC McKeesport,GLIDEWIRE 5FR 100CM LONG MEDIT,275.00
UPMC McKeesport,GLIDEWIRE ANGL 036 BOSTOSCIEN,183.00
UPMC McKeesport,GLIDEWIRE STIFF ANGLED MICROVA,372.00
UPMC McKeesport,GLIDEWIRE STRAIGHT MEDITECH,255.00
UPMC McKeesport,GLIDEWIRE STRAIGHT MICROV VARS,260.00
UPMC McKeesport,GLIDEWIRE STRAIGHT TIP MICROVA,372.00
UPMC McKeesport,GLIMEPIRIDE 1MG TAB,1.00
UPMC McKeesport,GLIMEPIRIDE 2MG TAB,7.75
UPMC McKeesport,GLIPIZIDE 10MG TAB,4.50
UPMC McKeesport,GLIPIZIDE 5MG TAB,1.00
UPMC McKeesport,GLIPIZIDE XL 10MG TAB,9.50
UPMC McKeesport,GLIPIZIDE XL 2.5MG TAB,4.50
UPMC McKeesport,GLIPIZIDE XL 5MG TAB TAB,3.75
UPMC McKeesport,GLOMRLR BSMNT MEMBRANE AB,117.00
UPMC McKeesport,GLUC 1HR POST GLUC (50GM) C,198.00
UPMC McKeesport,GLUCAGON,163.00
UPMC McKeesport,GLUCAGON 1MG INJ,659.00
UPMC McKeesport,GLUCOSE 2HR POST GLUCOLA C,198.00
UPMC McKeesport,GLUCOSE BEDSIDE MONITORING,37.25
UPMC McKeesport,GLUCOSE BLOOD STICK TEST,37.25
UPMC McKeesport,GLUCOSE CSF OR OTHER FLUID,87.50
UPMC McKeesport,GLUCOSE FLUID C,87.50
UPMC McKeesport,GLUCOSE GEL 15G/37.5G ORAL,9.50
UPMC McKeesport,GLUCOSE MONITORING CONT,787.00
UPMC McKeesport,GLUCOSE QUANT P9445,134.00
UPMC McKeesport,GLUCOSE SERUM 1HR PP,134.00
UPMC McKeesport,GLUCOSE SERUM 2HR PP,198.00
UPMC McKeesport,GLUCOSE SERUM QUANT,134.00
UPMC McKeesport,GLUCOSE SYNOVIAL FLUID,87.50
UPMC McKeesport,GLUCOSE TOLERANCE 3 SPECIMENS,117.00
UPMC McKeesport,GLUCOSE TOLERANCE EA ADDITIONL,54.50
UPMC McKeesport,GLUCOSE URINE QUALITATIVE C,62.75
UPMC McKeesport,GLUTAMINE 5GM ORAL PWD PKT,59.25
UPMC McKeesport,GLUTAMYLTRANS GAMMA GGT P3896,87.50
UPMC McKeesport,GLUTAMYLTRANSFERASE P9445,87.50
UPMC McKeesport,GLUTEN IGG,59.25
UPMC McKeesport,GLYBURIDE 2.5MG TAB,4.50
UPMC McKeesport,GLYBURIDE 5MG TAB,4.50
UPMC McKeesport,GLYCERIN ADULT SUPPOSITORY,3.50
UPMC McKeesport,GLYCERIN PEDIATRIC SUPPOS,3.75
UPMC McKeesport,GLYCEROL 50% 30ML INJ,77.50
UPMC McKeesport,GLYCOPYRROLATE .2MG/ML 1ML INJ,4.50
UPMC McKeesport,GLYCOPYRROLATE 1MG TAB,1.50
UPMC McKeesport,GM1 ANTIBODY IGG PNL 2776,117.00
UPMC McKeesport,GM1 ANTIBODY IGM PNL 2776,117.00
UPMC McKeesport,GOLD PROBE MICROVASIV,597.00
UPMC McKeesport,GONADOTROPIN CHORIO QUAN P0493,236.00
UPMC McKeesport,GOSERELIN 3.6MG INJ,3684.00
UPMC McKeesport,GOSERELIN 3.6MG PCI INJ,1605.00
UPMC McKeesport,GQ1B ANTIBODY (IGG),117.00
UPMC McKeesport,GRAFIX 1.5X2 CM CORE,3144.00
UPMC McKeesport,GRAFIX 2X3 CM CORE,3708.00
UPMC McKeesport,GRAFIX 3X4 CM CORE,4325.00
UPMC McKeesport,GRAFIX 3X4 CM PRIME,4325.00
UPMC McKeesport,GRAFIX CORE 16MM,1768.00
UPMC McKeesport,GRAFIX PRIME PL 1.5X2 CM,2966.00
UPMC McKeesport,GRAFIX PRIME PL 16MM,1768.00
UPMC McKeesport,GRAFIX PRIME PL 2X3 CM,3708.00
UPMC McKeesport,GRAFIX PRIME PL 3X3 CM,3954.00
UPMC McKeesport,GRAFIX PRIME PL 3X4 CM,4325.00
UPMC McKeesport,GRAFIX/STRAVIX 1.5X2 CM PRIME,3144.00
UPMC McKeesport,GRAFIX/STRAVIX 2X2CM PRIME,2862.00
UPMC McKeesport,GRAFIX/STRAVIX 2X3 CM PRIME,3930.00
UPMC McKeesport,GRAFIX/STRAVIX PRIME 16MM,1768.00
UPMC McKeesport,GRAFT AORTIC VALVED STJ VARS,19270.00
UPMC McKeesport,GRAFT BASE ARTHREX,2734.00
UPMC McKeesport,GRAFT BIFUR BOSTOSCIEN VARSZ,2178.00
UPMC McKeesport,GRAFT BIFURCATED KNIT DBL VELO,2416.00
UPMC McKeesport,GRAFT BONE CERV 7.75X9.22MM LI,3600.00
UPMC McKeesport,GRAFT CERVICAL STRYKER,4225.00
UPMC McKeesport,GRAFT CONS 6MM STRETCH,2467.00
UPMC McKeesport,GRAFT CORNERSTONE SOFDAN,4225.00
UPMC McKeesport,GRAFT D/V BOSTONSCI,4777.00
UPMC McKeesport,GRAFT D/V VASC BOSTONSCI,1696.00
UPMC McKeesport,GRAFT EVT CONTRA 16MM GORE VAR,17982.00
UPMC McKeesport,GRAFT EVT CONTRA LEG GORE VARS,19054.00
UPMC McKeesport,GRAFT EVT CONTRALATRL LEG GORE,18148.00
UPMC McKeesport,GRAFT EVT TRNK IPS LEG GOR VAR,39298.00
UPMC McKeesport,GRAFT EVT TRUNK-IPSIL LEG GORE,41262.00
UPMC McKeesport,GRAFT EXCLUDER WLGOR,32063.00
UPMC McKeesport,GRAFT GORE 8MMX90CM,10376.00
UPMC McKeesport,GRAFT GORTEX RS WLGORE VARSZ,3941.00
UPMC McKeesport,GRAFT HEMAS BIF BOSTON VARSZ,3176.00
UPMC McKeesport,GRAFT HEMASHIELD 12X7 DBL VEL,4098.00
UPMC McKeesport,GRAFT HEMASHIELD BIF BOST VARS,2416.00
UPMC McKeesport,GRAFT HEMASHIELD STR BOST VARS,1242.00
UPMC McKeesport,GRAFT HEMSCH 60 BOSTON VARSZ,1704.00
UPMC McKeesport,GRAFT ILIAC CREST L-NET 1.5CM,3034.00
UPMC McKeesport,GRAFT KNIT BOSTOSCIEN VARSZ,1144.00
UPMC McKeesport,GRAFT KNIT DBL BOSTOSCIEN VARZ,1402.00
UPMC McKeesport,GRAFT KNITTED DBL BOSTOSC,5040.00
UPMC McKeesport,GRAFT MENISCAL MUSTRAFND,8594.00
UPMC McKeesport,GRAFT RINGED STRETCH REMOV GOR,3604.00
UPMC McKeesport,GRAFT STENT ENDO WLGOR VARS,30051.00
UPMC McKeesport,GRAFT STENT ENDOV CONT MEDT,12135.00
UPMC McKeesport,GRAFT STENT ENDOVASC BIF MEDT,32023.00
UPMC McKeesport,GRAFT STNT AAA ENDURNT MED VAR,29606.00
UPMC McKeesport,GRAFT STNT ENDURNT MEDTRN VAR,11219.00
UPMC McKeesport,GRAFT THIN WALL 8MM X 80CM GOR,6729.00
UPMC McKeesport,GRAFT VASC 4MM-7MM X 40CM WLGO,1397.00
UPMC McKeesport,GRAFT VASC 6MMX45C WLGOR,4025.00
UPMC McKeesport,GRAFT VASC ACUSL 4-7X45 WLGOR,5053.00
UPMC McKeesport,GRAFT VASC DIALYSIS WLGOR,3423.00
UPMC McKeesport,GRAFT VASC FINES BOSTONSC,640.00
UPMC McKeesport,GRAFT VASC THIN WAL ZIMMR VARZ,5427.00
UPMC McKeesport,GRAFT VASCULAR 6MM X 70CM GORE,2245.00
UPMC McKeesport,GRAFT VASCULAR HEMASHLD MAQU,284.00
UPMC McKeesport,GRAFT VASCULAR STR ST WL GORE,3740.00
UPMC McKeesport,GRAFT VASCULAR STRETCH FR GORE,11481.00
UPMC McKeesport,GRAFT VASCULAR STRTCH GORE,4038.00
