Standard Hospital Charge, Unit Price 
ENA PNL COMPONENT SCL70, $50.00 
ENA PNL COMPONENT SM/RNP, $47.00 
ENA PNL COMPONENT SMITH, $43.00 
ENDO ANKLE/FOOT SYSTEM," $22,671.00 "
ENDOCERVICAL CURETTAGE, $966.00 
ENDOCSCOPIC FOREIGN BODY RETRIEVAL SOFT TISSUE," $3,502.00 "
ENDOLUMINAL BX BILIARY TREE INCL IMAGE GUIDANCE," $1,684.00 "
"ENDOLUMINAL BX URTR RNL PLVS, INC IG"," $1,184.00 "
"ENDOMETRIAL ABLATION, THERMAL"," $4,937.00 "
ENDOMETRIAL BIOPSY DONE W/COLPOSCOPY, $240.00 
ENDOMYOCARDIAL BIOPSY," $5,154.00 "
"ENDOSCOPIC CANNULATION PAPILLA, ADD-ON"," $3,640.00 "
ENDOSCOPIC INJ HHT W/STS; BILATERAL, $518.00 
ENDOSCOPIC INJ HHT W/STS; UNILATERAL, $500.00 
ENDOSCOPIC INJECTION/IMPLANT," $4,512.00 "
ENDOSCOPIC SUTURING SYSTEM," $2,078.00 "
ENDOSCOPIC ULTRASOUND EXAM," $3,329.00 "
"ENDOSCOPIC US EXAM, ESOPHAGUS"," $2,826.00 "
ENDOSCOPY OF BOWEL POUCH," $2,262.00 "
"ENDOSCOPY, BOWEL POUCH, BIOPSY"," $2,394.00 "
ENDOVAS NON-CARDIAC ABL CATH M," $1,342.00 "
ENDOVASC INTRACRAN PROLONG ADMN RX AGNT; 1ST," $2,369.00 "
ENDOVASC INTRACRAN PROLONG ADMN RX AGNT; ADD," $2,527.00 "
ENDOVASCULAR REPAIR THORACIC AORTA INCLUDE SUBCLAVIAN," $3,444.00 "
ENDOVASCULAR STENT W/ DELIVERY SYSTEM," $8,098.00 "
"ENDOVASCULAR TEMPORARY BALLOON OCCLUSION,HEAD/NECK"," $13,664.00 "
ENDOVASCULAR THORACIC AORTA ANEURYSM REPAIR INCL SUBCLAVIAN," $3,095.00 "
"ENDOVENOUS ABLATION THERAPY, 1ST VEIN"," $6,656.00 "
"ENDOVENOUS LASER, 1ST VEIN"," $3,236.00 "
"ENDOVENOUS LASER, VEIN ADD-ON"," $5,085.00 "
ENERGY STORING FOOT (SEATTL, $905.00 
ENLARGEMNT OF EYE PROSTHESIS, $878.00 
ENSEMBLE DELIVERY SYSTEM," $20,009.00 "
ENTEROLYSIS (FREEING OF INTESTINAL ADHESION)," $3,518.00 "
ENVELLA BED, $465.00 
ENVELOPE-ANTI BACTERIAL DEV," $2,895.00 "
ENVELOPE-ANTI BACTERIAL DEV," $2,839.00 "
EO DOUBLE UPRIGHT W/FOREARM," $1,172.00 "
EO DOUBLE UPRIGHT-ADJ LOCK," $1,283.00 "
EOS FAST 3D, $107.00 
EOS FULL 3D, $227.00 
EOS XR LOWER EXTREMITY BIL SINGLE ACQUISITION, $183.00 
EOS XR SPINE SCOLI ENTIRE 1 VW SINGLE ACQ, $60.00 
EOS XR SPINE SCOLI ENTIRE 2 OR 3 VWS SINGLE ACQ, $112.00 
EOS XR SPINE SCOLI ENTIRE 4 OR 5 VWS SINGLE ACQ, $226.00 
EOS XR SPINE SCOLI ENTIRE 6+ VWS SINGLE ACQ, $226.00 
EP SNG/DUAL CHMBR INDUC ARR," $3,368.00 "
EP SNG/DUAL CHMBR PCNG CD L," $2,753.00 "
EP SNG/DUAL CHMBR TST P/S G," $3,749.00 "
EP W/INDUCTN ARRYTHMIA-RT," $9,716.00 "
EPHYS EVAL W/ ABLATION SUPRAVENT ARRHYTHMIA," $21,395.00 "
EPHYS EVAL W/ ABLATION VENTRICULAR TACHYCARDIA," $30,304.00 "
EPISIOTOMY/VAGINAL REPAIR," $2,328.00 "
EPS W/ LFT VENTRICULAR RECO," $8,094.00 "
ER VISIT-LEVEL 1, $328.00 
ER VISIT-LEVEL 2, $439.00 
ER VISIT-LEVEL 3, $911.00 
ER VISIT-LEVEL 4," $1,508.00 "
ER VISIT-LEVEL 4 SANE," $1,426.00 "
ER VISIT-LEVEL 5," $2,070.00 "
ERCP W/ ABLATION TUMOR/POLYP," $5,033.00 "
ERCP W/ BALLOON DILATION," $5,229.00 "
ERCP W/ STENT EXCHANGE," $6,045.00 "
ERCP W/ STENT PLACEMENT," $5,038.00 "
ERCP W/ STENT/FOREIGN BODY REMOVAL," $4,972.00 "
"ERCP,BIOPSY"," $4,471.00 "
"ERCP,DIAGNOSTIC"," $4,471.00 "
"ERCP,SPHINCTER PRESS MEASUREMENT"," $5,735.00 "
"ERCP,SPHINCTEROTOMY"," $4,797.00 "
"ERCP,W/ DESTRUCTION,LITHOTRIPSY,STONE"," $5,236.00 "
"ERCP,W/ REMOVAL STONE,BILIARY/PANCREATIC DUCTS"," $4,781.00 "
ERGONOVINE PROVOCATION, $366.00 
ESOPH REC OF ATR W/PACING," $3,817.00 "
ESOPH W/ STENT PLACEMENT," $6,843.00 "
ESOPHAGEAL BALLOON DISTENTION STUDY DIAG W/ PROVOCATION WHEN PERFORMED, $841.00 
ESOPHAGEAL MOTILITY STUDY," $1,704.00 "
"ESOPHAGEAL MOTILITY STUDY, MANOMETRY W STIMULATION/PERFUSION", $764.00 
ESOPHAGEAL PRESSURE CATHETER, $452.00 
ESOPHAGEAL PRESSURE MONITORING, $36.00 
ESOPHAGEAL TEMPERATURE PROBE," $2,007.00 "
ESOPHAGOGASTRIC TAMPONADE TUBE," $2,193.00 "
ESOPHAGOSCOPY FLX TRANSNAS W/BIOPSY, $962.00 
"ESOPHAGOSCOPY, REMOVE FOREIGN BODY, FLEXIBLE, TRANSORAL"," $2,619.00 "
"ESOPHAGOSCOPY,BIOPSY"," $2,046.00 "
"ESOPHAGOSCOPY,DIAGNOSTIC"," $1,844.00 "
"ESOPHAGOSCOPY,DILATION OVER GUIDE"," $2,805.00 "
"ESOPHAGOSCOPY,DILATION,<30MM"," $2,666.00 "
ESOPHAGOSCOPY; FLEX TRANSNASAL DIAGNOSTIC BRUSH, $924.00 
ESOPHAGRAM, $417.00 
"ESRD EMERGENCY DIALYSIS, OP"," $3,258.00 "
ESRD HEMODIALYSIS OP 12-19Y," $3,202.00 "
ESRD HEMODIALYSIS OP 20+YEA," $3,202.00 "
ESRD HEMODIALYSIS OP 2-11YE," $3,388.00 "
"ESRD HEMODIALYSIS, OP"," $3,202.00 "
"ESRD HEMODIALYSIS, OP LT 2 YRS"," $3,202.00 "
ETHANOL ABLATION LIVER," $1,951.00 "
EVAC RPR A-BIILIAC NDGFT," $4,265.00 "
"EVAL AUDITORY REHAB STATUS, 1ST HOUR, W/ ASSIST", $539.00 
"EVAL AUDITORY REHAB STATUS, EA ADD 15 MIN", $66.00 
"EVAL AUDITORY REHAB STATUS, EA ADD 15 MIN, W/ ASSIST", $115.00 
EVAL SPEECH SOUND PRODUCT LANGUAGE COMPREHENSION, $644.00 
EVAL VOICE PROSTHETIC DEVICE, $450.00 
"EVAL, SPEECH-GENERATING AUG/ALT COMM DEV,1ST HR", $518.00 
"EVAL, SPEECH-GENERATING AUG/ALT COMM DEV,ADDL 30", $238.00 
EVALUATION OF SPEECH FLUENCY (STUTTER CLUTTER), $463.00 
EVALUATION OF SPEECH SOUND PRODUCTION ARTICULATE, $438.00 
EVASC RPR A-AO NDGFT," $4,265.00 "
EVASC RPR ILIO-ILIAC NDGFT," $4,265.00 "
"EVENT RECORDER, CARDIAC M"," $16,617.00 "
"EVOKED AUDITORY TEST,COMPREHSIVE", $363.00 
"EVOKED AUDITORY TEST,LIMITED", $249.00 
EWHO NONTORSION JTS STRAPS," $2,419.00 "
EWHO RIGID W/O JOINTS F&A, $641.00 
EWSR1/ATF1 TRANSLOCATION PCR, $793.00 
EWSR1/WT1 TRANSLOCATION PCR, $746.00 
EXC NEUROMA CUTAN NERVE SURG IDENTIFI," $2,084.00 "
EXCEL CARE WITH AIR, $838.00 
EXCEL CARE WITH CLRT, $905.00 
EXCEL CARE WITH FOAM, $499.00 
EXCHANGE BILIARY DRAINAGE CATH," $3,119.00 "
"EXCHANGE NEPHROSTOMY CATH INC DX NFRSTGRM/URTRGRM, IG"," $1,696.00 "
EXCISE CORNEA LESION," $2,573.00 "
"EXCISE LESION,PALATE/UVULA"," $2,815.00 "
"EXCISE LESION,PALATE/UVULA-SIMPLE CLOSURE"," $2,846.00 "
"EXCISE MOUTH MUCOSA/SUBMUCOSA, SIMPLE REPAIR"," $2,918.00 "
"EXCISE MOUTH MUCOSA/SUBMUCOSA,NO REPAIR"," $2,792.00 "
EXCISE TONGUE FOLD," $1,426.00 "
EXCISE TONGUE LESION," $2,245.00 "
"EXCISE TONGUE LESION,ANTERIOR 2/3+CLOSURE"," $2,200.00 "
EXCISE TUMOR SOFT TISSUE LEG/ANKLE SUBQ <3CM," $1,970.00 "
EXCISE TUMOR SOFT TISSUE UPPER ARM/ELBOW SUBQ <3CM," $2,132.00 "
"EXCISION CHALAZION,MULTI,BOTH LIDS", $631.00 
"EXCISION CHALAZION,MULTI,SAME LID"," $1,075.00 "
"EXCISION CHALAZION,SINGLE", $847.00 
EXCISION COARCTATION AORTA DIRECT ANASTOMOSIS," $4,883.00 "
"EXCISION CONJUNCTIVA LESION,=<1 CM"," $2,167.00 "
"EXCISION CONJUNCTIVA LESION,>1 CM"," $2,203.00 "
EXCISION CONJUNCTIVA LESION+ADJ SCLERA," $2,468.00 "
"EXCISION EXTERNAL EAR; PARTIAL, SIMPLE REPAIR"," $2,782.00 "
"EXCISION NOSE POLYP(S),SIMPLE"," $1,965.00 "
"EXCISION OF BONE, MANDIBLE"," $5,215.00 "
"EXCISION OF FRENUM, LABIAL OR BUCCAL"," $2,132.00 "
"EXCISION OF LESION OF MUCOSA /SUBMUCOSA, VESTIBULE OF MOUTH; COMPLEX REPAIR"," $2,701.00 "
EXCISION OF MOUTH LESION," $2,846.00 "
"EXCISION OF NAIL FOLD, TOE", $398.00 
"EXCISION SINGLE EXTERNAL PAPILLA OR TAG, ANUS"," $2,497.00 "
"EXCISION SKIN BENIGN LESION, TRUNK, ARM, LEG  0.6-1.0 CM"," $1,077.00 "
"EXCISION SKIN BENIGN, SCALP, NECK, HANDS, FEET, GENITALIA, 0.6-1.0 CM"," $1,426.00 "
"EXCISION SKIN BENIGN, SCALP,NECK,HANDS,FEET, GENITALIA, 1.1-2..0 CM"," $1,543.00 "
"EXCISION SKIN BENIGN, SCALP,NECK,HANDS,FEET, GENITALIA, 2.1-3 .0 CM"," $2,258.00 "
"EXCISION SKIN BENIGN, SCALP,NECK,HANDS,FEET, GENITALIA, 3.1-4.0 CM"," $2,800.00 "
"EXCISION SKIN BENIGN, SCALP,NECK,HANDS,FEET,GENITALIA, OVER 4.0 CM"," $3,485.00 "
"EXCISION SKIN BENIGN, TRUNK, ARM, LEG 1.1-2.0 CM"," $1,136.00 "
"EXCISION SKIN BENIGN, TRUNK, ARM, LEG 2.1-3.0 CM"," $1,785.00 "
"EXCISION SKIN BENIGN, TRUNK, ARM, LEG 3.1-4.0 CM"," $2,734.00 "
"EXCISION SKIN BENIGN, TRUNK, ARM, LEG OVER 4.0 CM"," $3,236.00 "
"EXCISION SKIN BENIGN,FACE,EAR,EYELID,NOSE,LIP,MUC MEM,0.5CM OR LESS"," $1,082.00 "
"EXCISION SKIN BENIGN,FACE,EARS,EYELID,NOSE,LIP, MUC MEM, 2.1-3.0CM"," $1,728.00 "
"EXCISION SKIN BENIGN,FACE,EARS,EYELIDS,NOSE,LIPS, MUC MEM,3.1-4.0CM"," $1,439.00 "
"EXCISION SKIN BENIGN,FACE,EARS,EYELIDS,NOSE,LIPS,MUC MEM,0.6-1.0CM"," $1,113.00 "
"EXCISION SKIN BENIGN,SCALP,NECK,HANDS,FEET,GENITALIA,0.5 CM OR LESS"," $1,660.00 "
"EXCISION SKIN BENIGN,TRUNK,ARM,LEG, 0.5 CM OR LESS", $880.00 
"EXCISION SKIN BENIGNFACE,EARS,EYELID, NOSE,LIP, MUC MEM, 1.1-2.0CM"," $1,437.00 "
"EXCISION SKIN MALIGNANT LESION TRUNK,ARM,LEG, 2.1-3.0 CM"," $1,421.00 "
"EXCISION SKIN MALIGNANT LESION, TRUNK,ARM,LEG, 3.1-4.0 CM"," $1,557.00 "
"EXCISION SKIN MALIGNANT LESION, TRUNK,ARM,LEG, OVER 4.0 CM"," $2,663.00 "
"EXCISION SKIN MALIGNANT LESION,FACE,EAR,EYELIDS,NOSE,LIPS 0.6-1.0CM"," $1,187.00 "
"EXCISION SKIN MALIGNANT LESION,FACE,EAR,EYELIDS,NOSE,LIPS,1.1-2.0CM"," $1,275.00 "
"EXCISION SKIN MALIGNANT LESION,FACE,EAR,EYELIDS,NOSE,LIPS,2.1-3.0CM"," $1,434.00 "
"EXCISION SKIN MALIGNANT LESION,FACE,EAR,EYELIDS,NOSE,LIPS,3.1-4.0CM"," $2,315.00 "
"EXCISION SKIN MALIGNANT LESION,FACE,EARS,EYELID,NOSE,LIP,OVER 4.0CM"," $2,989.00 "
"EXCISION SKIN MALIGNANT LESION,TRUNK,ARM,LEG, 0.5 CM OR LESS", $643.00 
"EXCISION SKIN MALIGNANT LESION,TRUNK,ARM,LEG, 0.6-1.0 CM"," $1,025.00 "
"EXCISION SKIN MALIGNANT LESION,TRUNK,ARM,LEG, 1.1-2.0 CM"," $1,169.00 "
"EXCISION SKIN MALIGNT LESION,FACE,EAR,EYELID,NOSE,LIP,0.5CM OR LESS"," $1,025.00 "
"EXCISION SKIN MALIGNT LESION,SCALP,NECK,HAND,FEET,GENIT,OVER 4.0CM"," $2,966.00 "
"EXCISION SKIN MALIGNT LESN,SCALP,NECK,HAND,FEET,GENIT,0.5CM OR LESS"," $1,349.00 "
"EXCISION SKIN MALIGNT LESN,SCALP,NECK,HAND,FEET,GENITALIA,0.6-1.0CM"," $1,186.00 "
"EXCISION SKIN MALIGNT LESN,SCALP,NECK,HAND,FEET,GENITALIA,2.1-3.0CM"," $2,420.00 "
"EXCISION SKIN MALIGNT LESN,SCALP,NECK,HAND,FEET,GENITALIA,3.1-4.0CM"," $2,489.00 "
"EXCISION SKIN MALIGNT LESN,SCALP,NECK,HANDS,FEET,GENITALIA,1.1-2CM"," $1,444.00 "
"EXCISION TENDON SHEATH LESION, HAND/FINGER"," $2,841.00 "
"EXCISION THROMBOSED HEMORRHOID, EXTERNAL"," $2,993.00 "
EXCISION TUMOR SOFT TISSUE BACK/FLANK SUBFASCIAL 5+CM," $2,353.00 "
EXCISION TUMOR SOFT TISSUE BACK/FLANK SUBQ <3CM," $2,420.00 "
EXCISION TUMOR SOFT TISSUE BACK/FLANK SUBQ 3+CM," $3,501.00 "
EXCISION TUMOR SOFT TISSUE FOREARM &/WRIST SUBQ <3CM," $2,932.00 "
EXCISION TUMOR SOFT TISSUE NECK/ANT THORAX SUBQ <3CM," $2,627.00 "
EXCISION TUMOR SOFT TISSUE THIGH/KNEE SUBQ <3CM," $3,151.00 "
"EXCISION TUMOR SOFT TISSUE, FACE OR SCALP SUBQ,  >2CM"," $2,002.00 "
"EXCISION TUMOR SOFT TISSUE, FACE OR SCALP SUBQ, < 2CM"," $1,660.00 "
EXCISION/DESTRUCTION INTRANASAL LESION; INT APP," $2,295.00 "
EXER TEST FOR BRONCHOSPASMS INCL PRE/POST SPIRO, $609.00 
EXHALATION VIBRATION DEVICE, $115.00 
EXPLORATORY OF ABDOMEN, $526.00 
EXPLORE EYE SOCKET," $3,838.00 "
EXPLORE LACRIMAL CANALICULI, $384.00 
EXPLORE/DRAIN BREAST ABSCESS," $1,278.00 "
EXT COUNTERPULSAT PER TREATMENT SE, $346.00 
EXTENDED MONITOR ECG > 48HR TO 21 DAY RECORD W/CONNECTION INITIAL RECORDING, $398.00 
EXTENDED STEEL SHANK, $107.00 
EXTENTION (PER)PER BAR LINE, $92.00 
EXTERNAL CAROTID ARTERY ANGIO WO PRIMARY STUDY," $3,617.00 "
EXTERNAL SHIELD-RADIOISOTOPE, $981.00 
EXTERNAL SOUND PROCESSOR REPLACEMENT-COCH," $9,059.00 "
EXTRA DIALYZER, $30.00 
EXTRACRANIAL ARTERY STUDY; COMPLEX B," $1,088.00 "
EXTRACTION DEVICE - TIER 1, $757.00 
EXTRACTION DEVICE - TIER 3," $2,774.00 "
EXTREM VEIN STUDY; COMPL BI," $1,443.00 "
EXTRNL LOCKNG ELBOW 4ARM CO," $4,635.00 "
EYE PHOTOGRAPHY, $201.00 
EYELID WEIGHT REMOVAL, $336.00 
EZ-IO INTRAOSSEOUS NDL EACH, $439.00 
EZ-ON VEST 101M2-PB FOR TRNSPT, $541.00 
EZ-ON VEST M203 FOR TRNSPT, $469.00 
F/U E&M DIABETIC PT, $114.00 
FABRICATION & FITTING OCULAR CONFORMER, $571.00 
FACE GUARD FOR HELMET, $141.00 
FACIAL NERVE FUNCTION TEST, $403.00 
FACTOR V LEIDEN MUTATION, $673.00 
"FAM PSYCHOTHER,PAT NOT PRESENT, 50MINS", $130.00 
"FAMILY PSYCHOTHER W/ PAT & FAM, 50MINS", $130.00 
FASCIETOMY PLANTAR FASCIA PARTIAL," $4,816.00 "
FASCIOTOMY PALMAR PERCUTANEOUS," $1,948.00 "
"FASCIOTOMY, FOOT AND/OR TOE"," $5,528.00 "
FEEDING SUPPLY L, $417.00 
FEEDING SUPPLY M," $1,195.00 "
FEM STOP, $521.00 
FEMORAL LENGTH SOCK FX OR E, $94.00 
FES-WALK-AIDE," $5,994.00 "
FETAL BIOPHYSICAL PROFILE W/ NST, $539.00 
FETAL BIOPHYSICAL PROFILE W/O NST, $477.00 
FETAL FLUID DRAINAGE W/ US, $492.00 
FETAL MONITOR W/ REPORT, $315.00 
FETAL NON-STRESS TEST, $209.00 
FETAL NON-STRESS TEST, $589.00 
FETAL NST MONITOR DURING PROCEDURE-NURSE 30 MIN, $161.00 
FETAL NST MONITOR DURING PROCEDURE-NURSE 60 MIN, $336.00 
FIBRACOL 2X2IN, $21.00 
FIBRIN SEALANT 10ML," $2,395.00 "
FIBRIN SEALANT 4ML," $1,073.00 "
FIBROSCAN VCT ELASTOGRAPHY, $380.00 
FILL CONTOUR DEFECT <1CC, $246.00 
FILL CONTOUR DEFECT 5.1-10CC, $489.00 
"FILL CONTOUR DEFECT,  1.1 - 5 CC", $506.00 
FILTER  CAROTID," $5,855.00 "
FILTER IVC," $4,412.00 "
FILTER SUPPLY L, $31.00 
FILTER SUPPLY M," $3,150.00 "
FINE NEEDLE ASP;W/IMAGING GUIDANCE, $733.00 
FINE NEEDLE ASP;W/O IMAGING GUIDANCE, $337.00 
FINE NEEDLE ASP;W/O IMAGING GUIDANCE, $311.00 
FIT PROD & INSERT SCLERAL COVER SHELL," $3,518.00 "
FIT/INSERT INTRAVAGINAL SUPPORT DEVICE, $255.00 
FITTING OF DIAPHRAGM/CAP, $241.00 
"FIX ECTROPION,ENTENSIVE LID REPAIR"," $2,459.00 "
"FIX ENTROPION,SUTURE"," $2,557.00 "
"FIX LID PTOSIS,LEVATOR RESECTION,EXTERNAL"," $2,845.00 "
FLEX FOOT SYSTEM ADDITION T," $6,083.00 "
FLEXION FRICTION WRIST UNIT, $592.00 
FLU VACCINE ADMIN, $40.00 
"FLU VACCINE, SPLIT VIRUS, PRESERVATIVE FREE, HIGH POT", $53.00 
"FLU VACCINE,QUAD(IIV4), SPLIT 0.5 ML IM", $30.00 
"FLU VACCINE,QUAD(IIV4),PRESERV FREE 0.25 ML IM", $30.00 
"FLU VACCINE,QUAD(IIV4),PRESERV FREE 0.5 ML IM", $35.00 
"FLU VACCINE,QUAD(IIV4),SPLIT 0.25 ML IM", $31.00 
FLUID HANDLING SUPPLY L, $205.00 
FLUORESCEIN ANGIOGRAPHY, $602.00 
FLUORESCEIN ANGIOSCOPY, $445.00 
"FLUOROSCEIN AND ICG ANGIOGRAPHY,UNILATER OR BIL", $702.00 
"FLUOROSCOPIC GUIDANCE CENTRAL VENOUS ACCESS,PLACE,REPLACE,REMOVE", $517.00 
FLUOROSCOPIC GUIDANCE NEEDLE PLACEMENT, $442.00 
FLUOROSCOPIC GUIDANCE SPINAL INJECTION, $531.00 
FLUOROSCOPY OVER 1 HR," $1,077.00 "
FLUOROSCOPY UP TO 1 HR, $415.00 
FLUTTER DEVICE, $192.00 
FNA NEEDLE PLACEMENT ULTRASOUND GUIDED, $861.00 
FOAM DRSG <=16 SQ IN W/O BDR L, $12.00 
FOLEY CATHETER, $32.00 
FOLEY CATHETERS, $67.00 
"FOLLICLE PUNCTURE,RETRIEVAL OF OOCYTE", $828.00 
FOOT ABDUCTION ROTATION BAR, $139.00 
FOOT ABDUCTION ROTATION BAR, $134.00 
FOOT ADJ SHOE (BEBAX) STYLED POS DEV, $151.00 
FOOT ARCH REMOVBLE MET L3050, $83.00 
FOOT DROP SPLINT RECUMBENT, $117.00 
FOOT INSERT REMVBL MOLDED E, $317.00 
FOOT ORTH REMOVABLE MOLD, $577.00 
"FOOT, PLASTIC, SILICONE OR EQUAL, HEEL STABILIZER, PREFAB", $79.00 
FOOTARCH REM LONG/META L3060, $131.00 
FOOTSHELL-PATHFINDER, $329.00 
FORCEP COLD BIOPSY, $43.00 
FORCEPS SUPPLY L, $511.00 
FORCEPS SUPPLY M," $1,903.00 "
FOREHEAD FLAP W/VASC PEDICLE," $2,699.00 "
FORK STRAP-L5684, $79.00 
"FORMATION DIRECT/TUBED PEDICLE; EYELID, NOSE, EAR, LIP OR INTRAORAL"," $2,764.00 "
FRAME TYPE SOCKET AE OR ELB, $984.00 
FRAME TYPE SOCKET BE OR WRI, $902.00 
FRAME TYPE SOCKET SHOULDER DI," $1,279.00 "
FRANSEEN NEEDLES, $32.00 
FRENOTOMY (INC OF LINGUAL FRENUM)," $1,393.00 "
"FRENULOTOMY,PENIS"," $2,264.00 "
FRESH FROZEN PLASMA SINGLE FROZEN W/IN 8 HR, $346.00 
FT INS/PLATE REMOV ADD LEO, $95.00 
FULL GRF FREE S A L 20CMLES," $1,569.00 "
FULL SOLE/HEEL WEDGE, $80.00 
"FULL THICK GRAFT HEAD,FACE,HAND <20SQC"," $2,391.00 "
FULL THICK SKIN GRAFT-N/E/E/L-EA ADDL 20SQC, $843.00 
"FULL THICKNESS SKIN GRAFT, NOSE,EAR,EYELID,LIP, 20 SQCM OR LESS"," $2,555.00 "
FUNCTION CORTICAL MAP EA AD, $456.00 
FUNCTION CORTICAL MAP INTL," $1,176.00 "
FUNCTIONAL MRI BRAIN BY PHYS/PSYCH," $1,307.00 "
FUNDAL PHOTOGRAPHY, $254.00 
FW BASE RATE," $9,124.00 "
"FW BASE RATE, EMERGENT"," $18,548.00 "
FW MILEAGE PER MILE, $60.00 
FW WAIT TIME PER 1/2 HR, $331.00 
G OR GJ SET," $1,136.00 "
G TUBE 12F, $311.00 
G TUBE SUTURE ANCHOR, $274.00 
GAME KEEPER THUMB SPLINT, $107.00 
GANGLION IMPAR NERVE  BLOCK, $785.00 
GAP-MEAL 10, $10.00 
GAP-MEAL 12, $12.00 
GAP-MEAL 7, $7.00 
GAS BLOOD/PH PCO2 PO2 CO2 H, $209.00 
GASES O2/CO2 TRANSQ, $312.00 
GASTRIC EMPTYING STUDY," $1,613.00 "
GASTRIC ENDOSCOPY THROUGH PERCUTANEOUS ACCESS," $2,939.00 "
"GASTRIC INTUBATION/ASP, THERAPEUITIC, INC LAVAGE IF PERFORMED", $344.00 
GASTRIC MOTILITY STUDY," $1,487.00 "
GASTRO BUTTON-BARD, $462.00 
GASTRO BUTTON-MICKEY, $339.00 
GASTRO FEEDING TUBE, $26.00 
"GASTRO/JEJUNO TUBE, LOW-PRO  L", $440.00 
"GASTRO/JEJUNO TUBE, LOW-PRO  M"," $1,138.00 "
"GASTRO/JEJUNO TUBE, STD L", $461.00 
GASTROESOPHAGEAL REFLUX EXAM," $1,058.00 "
GASTROSTOMY BUTTON-AMT, $710.00 
"GATED HEART, PLANAR SINGLE"," $1,263.00 "
"GAUZE, FINE MESH PACKING STERILE 1/2INX5YD", $3.00 
"GAUZE, FINE MESH PACKING STERILE 1/4INX5YD", $3.00 
"GAUZE, ROLL KERLIX 2 1/4INX3YD STERILE", $3.00 
"GAUZE, ROLL KERLIX 4 1/2INX4YD STERILE", $3.00 
GCS FULL LGTH 18-30 HVY MAT, $130.00 
GCS FULL LGTH 30-40 HVY WT, $130.00 
GDWIRE .035 120CM BENTSON, $93.00 
GDWR .018 200CM V-18 CONTROL, $643.00 
GDWR .018 PLAT PL W/MEDGL-, $437.00 
GDWR .025 180CM GLDWR ANG-, $226.00 
GDWR .025 260CM GLDWR STR-, $318.00 
GDWR .035 120CM GLDWR ANG-, $135.00 
GDWR .035 180C STF GL ANG-, $215.00 
GDWR .035 260C STF GL ANG-, $166.00 
GDWR .035 260CM GLDWR ANG-, $196.00 
GENETIC COUNSEL EA 30 MIN, $128.00 
"GERD TEST W/ MUCOS IMPEDE ELECTRODE,>1HR"," $1,533.00 "
GERD TEST W/ MUCOS PH ELECTRODE," $1,958.00 "
GERD TEST W/ NASAL IMPEDENCE ELECTRODE," $1,050.00 "
GERD TEST W/ NASAL PH ELECTRODE," $1,413.00 "
GI TRACT CAPSULE ENDOSCOPY," $3,476.00 "
GI TRANSIT & PRESURE MEASURE WIRELESS CAPSULE W/INTERP," $1,375.00 "
GJ TUBES OR G BUTTON, $579.00 
GLAUCOMA SCREEN SUPERVISED, $60.00 
GLIDEWIRE TERUMO, $226.00 
GLUCOSE BY BLOOD MONITOR DEVICE, $38.00 
GLUE EMBOLIZ-BILIARY DUCT BRANCH," $2,800.00 "
GORE CARDIOFORM ASD OCCLUDER;G160218," $7,175.00 "
GORE EXCLUDER CONFORM AAA ENDO IDE G150057," $27,265.00 "
GORE TAG THORACIC BRANCH ENDOPROS (G140060)," $113,324.00 "
"GRADIENT COMPRESSION AID (GAUNTLET), READY MADE", $151.00 
GRAFIX CORE GRAFIXPL CORE PER SQ CM 1.5 X 2, $967.00 
GRAFIX CORE GRAFIXPL CORE PER SQ CM 2 X 3, $660.00 
GRAFIX CORE GRAFIXPL CORE PER SQ CM 3 X 4, $405.00 
GRAFT MATERIAL SUPPLY M," $2,954.00 "
GRAFT-VASCULAR L, $449.00 
GRAFT-VASCULAR M," $2,656.00 "
GROUP PSYCHOTHERAPY, $74.00 
GUIDE WIRE .014 X 190CM, $307.00 
GUIDE WIRE CORONARY DIAGNOS, $235.00 
GUIDE WIRE CURVED J 0.18 DI, $91.00 
GUIDE WIRE DEVICE FOR PIV WITH ULTRASOUND, $207.00 
GUIDE WIRE I, $170.00 
GUIDE WIRE INTRODUCR PEDS C, $145.00 
GUIDEWIRE, $142.00 
GUIDEWIRE, $211.00 
GUIDEWIRE, $281.00 
GUIDEWIRE  .014X300CM-BOST, $324.00 
GUIDEWIRE  .018 J 150CM-AR, $39.00 
GUIDEWIRE  .021 150CM-ARGO, $34.00 
GUIDEWIRE  .038 J 150CM AR, $36.00 
GUIDEWIRE  CORONARY INTERVE, $405.00 
GUIDEWIRE  DIAGNOSTIC, $773.00 
GUIDEWIRE  DOPPLER FLOW," $2,081.00 "
GUIDEWIRE  GI, $656.00 
GUIDEWIRE  INOVE BALLON, $640.00 
GUIDEWIRE  OFFSET VOLCANO 9," $4,155.00 "
GUIDEWIRE  PERIPHERAL, $330.00 
GUIDEWIRE  ROTOBLATOR, $645.00 
GUIDEWIRE .018 150CM-ARGON, $49.00 
GUIDEWIRE .018 260CM-ARGON, $58.00 
GUIDEWIRE .018 COPE-COOK, $161.00 
GUIDEWIRE .018X180CM TERUMO, $318.00 
GUIDEWIRE .025 150CM-ARGON, $34.00 
GUIDEWIRE .025 J 150CM-ARG, $34.00 
GUIDEWIRE .025 J 260CM-ARG, $49.00 
GUIDEWIRE .025 TIP DEFLECT, $210.00 
