Procedure Code,Procedure Name,Charge
027200620-09681,CATHETER BALLOON DILATATION GEOALIGN ULTRAVERSE 75CM 60MM 5FR 7MM ACCEPTS .035IN GUIDEWIRE PTA MARKER STERILE DISPOSABLE,$337.50 
027200620-09682,CATHETER BALLOON DILATATION GEOALIGN ULTRAVERSE 75CM 60MM 6FR 10MM ACCEPTS .035IN GUIDEWIRE PTA MARKER STERILE DISPOSABLE,$337.50 
027200620-09683,CATHETER BALLOON DILATATION GEOALIGN ULTRAVERSE 75CM 60MM 6FR 9MM ACCEPTS .035IN GUIDEWIRE PTA MARKER STERILE DISPOSABLE,$337.50 
027200620-09684,CATHETER BALLOON DILATATION GEOALIGN ULTRAVERSE 75CM 60MM 7FR 12MM ACCEPTS .035IN GUIDEWIRE PTA MARKER STERILE DISPOSABLE,$337.50 
027200620-09685,CATHETER BALLOON DILATATION GEOALIGN ULTRAVERSE 75CM 80MM 5FR 5MM ACCEPTS .035IN GUIDEWIRE PTA MARKER STERILE DISPOSABLE,$337.50 
027200620-09686,CATHETER BALLOON DILATATION GEOALIGN ULTRAVERSE 75CM 80MM 5FR 6MM ACCEPTS .035IN GUIDEWIRE PTA MARKER STERILE DISPOSABLE,$337.50 
027200620-09687,CATHETER BALLOON DILATATION GEOALIGN ULTRAVERSE 75CM 80MM 6FR 10MM ACCEPTS .035IN GUIDEWIRE PTA MARKER STERILE DISPOSABLE,$337.50 
027200620-09688,CATHETER BALLOON DILATATION GEOALIGN ULTRAVERSE 75CM 80MM 7FR 12MM ACCEPTS .035IN GUIDEWIRE PTA MARKER STERILE DISPOSABLE,$337.50 
027200620-09689,CATHETER BLLN DLTN ULTRVRS 130CMX20X3MM,$337.50 
027200620-09690,CATHETER BLLN DLTN ULTRVRS 130CMX20X8MM,$337.50 
027200620-09691,CATHETER BLLN DLTN ULTRVRS 130CMX20X9MM,$337.50 
027200620-09692,CATHETER BLLN DLTN ULTRVRS 130CMX40X3MM,$337.50 
027200620-09693,CATHETER BLLN DLTN ULTRVRS 130CMX40X9MM,$337.50 
027200620-09694,CATHETER BLLN DLTN ULTRVRS 130CMX80X12MM,$337.50 
027200620-09695,CATHETER BLLN DLTN ULTRVRS 75CMX100X9MM,$337.50 
027200620-09696,CATHETER BLLN DLTN ULTRVRS 75CMX80X7MM,$337.50 
027200620-09697,CATHETER BLLN DLTN ULTRVRS 75CMX80X8MM,$337.50 
027200620-09698,CATHETER BLLN DLTN ULTRVRS 75CMX80X9MM,$337.50 
027200620-09699,CATHETER BLN DLTN ULTRVRS 130CM 10X20MM,$337.50 
027200620-09700,CATHETER BLN DLTN ULTRVRS 130CM 10X40MM,$337.50 
027200620-09701,CATHETER BLN DLTN ULTRVRS 130CM 10X80MM,$337.50 
027200620-09702,CATHETER BLN DLTN ULTRVRS 130CM 3X100MM,$337.50 
027200620-09703,CATHETER BLN DLTN ULTRVRS 130CM 3X120MM,$337.50 
027200620-09704,CATHETER BLN DLTN ULTRVRS 130CM 3X150MM,$337.50 
027200620-09705,CATHETER BLN DLTN ULTRVRS 130CM 3X200MM,$337.50 
027200620-09706,CATHETER BLN DLTN ULTRVRS 130CM 3X250MM,$337.50 
027200620-09707,CATHETER BLN DLTN ULTRVRS 130CM 3X300MM,$337.50 
027200620-09708,CATHETER BLN DLTN ULTRVRS 130CM 3X60MM,$337.50 
027200620-09709,CATHETER BLN DLTN ULTRVRS 130CM 3X80MM,$337.50 
027200620-09710,CATHETER BLN DLTN ULTRVRS 130CM 4X120MM,$337.50 
027200620-09711,CATHETER BLN DLTN ULTRVRS 130CM 4X20MM,$337.50 
027200620-09712,CATHETER BLN DLTN ULTRVRS 130CM 4X80MM,$337.50 
027200620-09713,CATHETER BLN DLTN ULTRVRS 130CM 5X120MM,$337.50 
027200620-09714,CATHETER BLN DLTN ULTRVRS 130CM 5X20MM,$337.50 
027200620-09715,CATHETER BLN DLTN ULTRVRS 130CM 5X80MM,$337.50 
027200620-09716,CATHETER BLN DLTN ULTRVRS 130CM 6X120MM,$337.50 
027200620-09717,CATHETER BLN DLTN ULTRVRS 130CM 6X20MM,$337.50 
027200620-09718,CATHETER BLN DLTN ULTRVRS 130CM 6X80MM,$337.50 
027200620-09719,CATHETER BLN DLTN ULTRVRS 130CM 7X120MM,$337.50 
027200620-09720,CATHETER BLN DLTN ULTRVRS 130CM 8X100MM,$337.50 
027200620-09721,CATHETER BLN DLTN ULTRVRS 130CM 8X120MM,$337.50 
027200620-09722,CATHETER BLN DLTN ULTRVRS 130CM 8X150MM,$337.50 
027200620-09723,CATHETER BLN DLTN ULTRVRS 130CM 8X200MM,$337.50 
027200620-09724,CATHETER BLN DLTN ULTRVRS 130CM 8X40MM,$337.50 
027200620-09725,CATHETER BLN DLTN ULTRVRS 130CM 9X100MM,$337.50 
027200620-09726,CATHETER BLN DLTN ULTRVRS 130CM 9X60MM,$337.50 
027200620-09727,CATHETER BLN DLTN ULTRVRS 130CM 9X80MM,$337.50 
027200620-09728,CATHETER BLN DLTN ULTRVRS 130CM7X20MMOTW,$337.50 
027200620-09729,CATHETER BLN DLTN ULTRVRS 130CM8X60MMOTW,$337.50 
027200620-09730,CATHETER BLN DLTN ULTRVRS 130CMX10X100MM,$337.50 
027200620-09731,CATHETER BLN DLTN ULTRVRS 130CMX12X100MM,$337.50 
027200620-09732,CATHETER BLN DLTN ULTRVRS 130CMX12X20MM,$337.50 
027200620-09733,CATHETER BLN DLTN ULTRVRS 130CMX12X40MM,$337.50 
027200620-09734,CATHETER BLN DLTN ULTRVRS 130CMX12X60MM,$337.50 
027200620-09735,CATHETER BLN DLTN ULTRVRS 130CMX12X80MM,$337.50 
027200620-09736,CATHETER BLN DLTN ULTRVRS 75CM 3X100MM,$337.50 
027200620-09737,CATHETER BLN DLTN ULTRVRS 75CM 3X120MM,$337.50 
027200620-09738,CATHETER BLN DLTN ULTRVRS 75CM 3X150MM,$337.50 
027200620-09739,CATHETER BLN DLTN ULTRVRS 75CM 3X200MM,$337.50 
027200620-09740,CATHETER BLN DLTN ULTRVRS 75CM 3X20MM,$337.50 
027200620-09741,CATHETER BLN DLTN ULTRVRS 75CM 3X250MM,$337.50 
027200620-09742,CATHETER BLN DLTN ULTRVRS 75CM 3X300MM,$337.50 
027200620-09743,CATHETER BLN DLTN ULTRVRS 75CM 3X40MM,$337.50 
027200620-09744,CATHETER BLN DLTN ULTRVRS 75CM 3X60MM,$337.50 
027200620-09745,CATHETER BLN DLTN ULTRVRS 75CM 3X80MM,$337.50 
027200620-09746,CATHETER BLN DLTN ULTRVRS 75CM 4X100MM,$337.50 
027200620-09747,CATHETER BLN DLTN ULTRVRS 75CM 4X120MM,$337.50 
027200620-09748,CATHETER BLN DLTN ULTRVRS 75CM 4X150MM,$337.50 
027200620-09749,CATHETER BLN DLTN ULTRVRS 75CM 4X200MM,$337.50 
027200620-09750,CATHETER BLN DLTN ULTRVRS 75CM 4X20MM,$337.50 
027200620-09751,CATHETER BLN DLTN ULTRVRS 75CM 4X250MM,$337.50 
027200620-09752,CATHETER BLN DLTN ULTRVRS 75CM 4X300MM,$337.50 
027200620-09753,CATHETER BLN DLTN ULTRVRS 75CM 4X60MM,$337.50 
027200620-09754,CATHETER BLN DLTN ULTRVRS 75CM 4X80MM,$337.50 
027200620-09755,CATHETER BLN DLTN ULTRVRS 75CM 5X100MM,$337.50 
027200620-09756,CATHETER BLN DLTN ULTRVRS 75CM 5X120MM,$337.50 
027200620-09757,CATHETER BLN DLTN ULTRVRS 75CM 5X150MM,$337.50 
027200620-09758,CATHETER BLN DLTN ULTRVRS 75CM 5X200MM,$337.50 
027200620-09759,CATHETER BLN DLTN ULTRVRS 75CM 5X250MM,$337.50 
027200620-09760,CATHETER BLN DLTN ULTRVRS 75CM 5X300MM,$337.50 
027200620-09761,CATHETER BLN DLTN ULTRVRS 75CM 6X100MM,$337.50 
027200620-09762,CATHETER BLN DLTN ULTRVRS 75CM 6X120MM,$337.50 
027200620-09763,CATHETER BLN DLTN ULTRVRS 75CM 6X150MM,$337.50 
027200620-09764,CATHETER BLN DLTN ULTRVRS 75CM 6X200MM,$337.50 
027200620-09765,CATHETER BLN DLTN ULTRVRS 75CM 6X250MM,$337.50 
027200620-09766,CATHETER BLN DLTN ULTRVRS 75CM 6X300MM,$337.50 
027200620-09767,CATHETER BLN DLTN ULTRVRS 75CM 7X100MM,$337.50 
027200620-09768,CATHETER BLN DLTN ULTRVRS 75CM 7X120MM,$337.50 
027200620-09769,CATHETER BLN DLTN ULTRVRS 75CM 7X150MM,$337.50 
027200620-09770,CATHETER BLN DLTN ULTRVRS 75CM 7X200MM,$337.50 
027200620-09771,CATHETER BLN DLTN ULTRVRS 75CM 7X250MM,$337.50 
027200620-09772,CATHETER BLN DLTN ULTRVRS 75CM 7X300MM,$337.50 
027200620-09773,CATHETER BLN DLTN ULTRVRS 75CM 8X120MM,$337.50 
027200620-09774,CATHETER BLN DLTN ULTRVRS 75CM 8X150MM,$337.50 
027200620-09775,CATHETER BLN DLTN ULTRVRS 75CM 8X200MM,$337.50 
027200620-09776,CATHETER BLN DLTN ULTRVRS 75CM8X100MMOTW,$337.50 
027200620-09777,CATHETER PTA ULTRAVERSE 035 8X60MM,$337.50 
027200620-09778,CATHETR BLN DLTN ULTRVRS 130CM10X60MMOTW,$337.50 
027200620-09779,DELETED SEE ITEM # 39399,$337.50 
027200620-11442,CATHETER BALLOON DILATATION APEX 143CM 12MM 6FR 2.5MM ACCEPTS .014IN GUIDEWIRE PTCA OTW RAPID EXCHANGE,$427.50 
027200620-11443,CATHETER BALLOON DILATATION APEX 143CM 12MM 6FR 2MM ACCEPTS .014IN GUIDEWIRE PTCA OTW,$427.50 
027200620-11444,CATHETER BALLOON DILATATION APEX 143CM 15MM 6FR 1.5MM ACCEPTS .014IN GUIDEWIRE PTCA OTW FLEX,$427.50 
027200620-11445,CATHETER BALLOON DILATATION APEX 143CM 8MM 6FR 2.5MM ACCEPTS .014IN GUIDEWIRE PTCA OTW,$427.50 
027200620-11446,CATHETER BALLOON DILATATION APEX BI-SEGMENT SLOPE 143CM 15MM 6FR 2.5MM OPTILEAP PLATINUM IRIDIUM ACCEPTS .014IN GUIDEWIRE PTCA OTW RAPID EXCHANGE MARKER BAND FLEXIBLE TIP,$427.50 
027200620-11447,CATHETER BALLOON DILATATION APEX BI-SEGMENT SLOPE 143CM 15MM 6FR 2MM OPTILEAP PLATINUM IRIDIUM ACCEPTS .014IN GUIDEWIRE PTCA OTW RAPID EXCHANGE MARKER BAND FLEXIBLE TIP,$427.50 
027200620-11448,CATHETER BALLOON DILATATION APEX BI-SEGMENT SLOPE 143CM 20MM 6FR 2MM OPTILEAP PLATINUM IRIDIUM ACCEPTS .014IN GUIDEWIRE PTCA OTW RAPID EXCHANGE MARKER BAND FLEXIBLE TIP,$427.50 
027200620-11449,CATHETER BALLOON DILATATION APEX MONORAIL 143CM 12MM 5FR 1.5MM ACCEPTS .014IN GUIDEWIRE PTCA RAPID EXCHANGE PUSH,$427.50 
027200620-11450,CATHETER BALLOON DILATATION APEX MONORAIL 143CM 12MM 5FR 2MM ACCEPTS .014IN GUIDEWIRE PTCA RAPID EXCHANGE,$427.50 
027200620-11451,CATHETER BALLOON DILATATION APEX MONORAIL 143CM 12MM 5FR 3.5MM ACCEPTS .014IN GUIDEWIRE PTCA RAPID EXCHANGE,$427.50 
027200620-11452,CATHETER BALLOON DILATATION APEX MONORAIL 143CM 12MM 6FR 1.5MM ACCEPTS .014IN GUIDEWIRE PTCA OTW PUSH,$427.50 
027200620-11453,CATHETER BALLOON DILATATION APEX MONORAIL 143CM 15MM 5FR 1.5MM ACCEPTS .014IN GUIDEWIRE PTCA RAPID EXCHANGE PUSH,$427.50 
027200620-11454,CATHETER BALLOON DILATATION APEX MONORAIL 143CM 15MM 5FR 2.25MM ACCEPTS .014IN GUIDEWIRE PTCA RAPID EXCHANGE,$427.50 
027200620-11455,CATHETER BALLOON DILATATION APEX MONORAIL 143CM 15MM 5FR 2.75MM ACCEPTS .014IN GUIDEWIRE PTCA OTW RAPID EXCHANGE,$427.50 
027200620-11456,CATHETER BALLOON DILATATION APEX MONORAIL 143CM 15MM 5FR 4.5MM ACCEPTS .014IN GUIDEWIRE PTCA OTW RAPID EXCHANGE,$427.50 
027200620-11457,CATHETER BALLOON DILATATION APEX MONORAIL 143CM 15MM 5FR 4MM ACCEPTS .014IN GUIDEWIRE PTCA RAPID EXCHANGE,$427.50 
027200620-11458,CATHETER BALLOON DILATATION APEX MONORAIL 143CM 15MM 6FR 1.5MM ACCEPTS .014IN GUIDEWIRE PTCA OTW PUSH,$427.50 
027200620-11459,CATHETER BALLOON DILATATION APEX MONORAIL 143CM 20MM 5FR 1.5MM ACCEPTS .014IN GUIDEWIRE PTCA RAPID EXCHANGE,$427.50 
027200620-11460,CATHETER BALLOON DILATATION APEX MONORAIL 143CM 20MM 5FR 1.5MM ACCEPTS .014IN GUIDEWIRE PTCA RAPID EXCHANGE PUSH,$427.50 
027200620-11461,CATHETER BALLOON DILATATION APEX MONORAIL 143CM 20MM 5FR 2.25MM ACCEPTS .014IN GUIDEWIRE PTCA RAPID EXCHANGE,$427.50 
027200620-11462,CATHETER BALLOON DILATATION APEX MONORAIL 143CM 20MM 5FR 2.75MM ACCEPTS .014IN GUIDEWIRE PTCA OTW RAPID EXCHANGE,$427.50 
027200620-11463,CATHETER BALLOON DILATATION APEX MONORAIL 143CM 20MM 5FR 2MM ACCEPTS .014IN GUIDEWIRE PTCA RAPID EXCHANGE,$427.50 
027200620-11464,CATHETER BALLOON DILATATION APEX MONORAIL 143CM 20MM 5FR 4.5MM ACCEPTS .014IN GUIDEWIRE PTCA OTW RAPID EXCHANGE,$427.50 
027200620-11465,CATHETER BALLOON DILATATION APEX MONORAIL 143CM 20MM 5FR 4MM ACCEPTS .014IN GUIDEWIRE PTCA RAPID EXCHANGE,$427.50 
027200620-11466,CATHETER BALLOON DILATATION APEX MONORAIL 143CM 20MM 6FR 1.5MM ACCEPTS .014IN GUIDEWIRE PTCA OTW PUSH,$427.50 
027200620-11467,CATHETER BALLOON DILATATION APEX MONORAIL 143CM 30MM 5FR 2MM ACCEPTS .014IN GUIDEWIRE PTCA RAPID EXCHANGE,$427.50 
027200620-11468,CATHETER BALLOON DILATATION APEX MONORAIL 143CM 30MM 5FR 3.5MM ACCEPTS .014IN GUIDEWIRE PTCA RAPID EXCHANGE,$427.50 
027200620-11469,CATHETER BALLOON DILATATION APEX MONORAIL 143CM 40MM 5FR 3.5MM ACCEPTS .014IN GUIDEWIRE PTCA RAPID EXCHANGE,$427.50 
027200620-11470,CATHETER BALLOON DILATATION APEX MONORAIL 143CM 40MM 5FR 3MM ACCEPTS .014IN GUIDEWIRE PTCA RAPID EXCHANGE,$427.50 
027200620-11471,CATHETER BALLOON DILATATION APEX MONORAIL 143CM 40MM 5FR 4MM ACCEPTS .014IN GUIDEWIRE PTCA OTW RAPID EXCHANGE,$427.50 
027200620-11472,CATHETER BALLOON DILATATION APEX MONORAIL 143CM 8MM 5FR 1.5MM ACCEPTS .014IN GUIDEWIRE PTCA RAPID EXCHANGE FLEX,$427.50 
027200620-11473,CATHETER BALLOON DILATATION APEX MONORAIL 143CM 8MM 5FR 1.5MM ACCEPTS .014IN GUIDEWIRE PTCA RAPID EXCHANGE PUSH,$427.50 
027200620-11474,CATHETER BALLOON DILATATION APEX MONORAIL 143CM 8MM 5FR 2.25MM ACCEPTS .014IN GUIDEWIRE PTCA RAPID EXCHANGE,$427.50 
027200620-11475,CATHETER BALLOON DILATATION APEX MONORAIL 143CM 8MM 5FR 2.75MM ACCEPTS .014IN GUIDEWIRE PTCA OTW RAPID EXCHANGE,$427.50 
027200620-11476,CATHETER BALLOON DILATATION APEX MONORAIL 143CM 8MM 5FR 3.5MM ACCEPTS .014IN GUIDEWIRE PTCA RAPID EXCHANGE,$427.50 
027200620-11477,CATHETER BALLOON DILATATION APEX MONORAIL 143CM 8MM 6FR 1.5MM ACCEPTS .014IN GUIDEWIRE PTCA OTW PUSH,$427.50 
027200620-11478,CATHETER BALLOON DILATATION APEX MONORAIL BI-SEGMENT TRUFEEL 143CM 12MM 5FR 2.25MM OPTILEAP PLATINUM IRIDIUM ACCEPTS .014IN GUIDEWIRE PTCA RAPID EXCHANGE MARKER BAND FLEXIBLE TIP,$427.50 
027200620-11479,CATHETER BALLOON DILATATION APEX MONORAIL BI-SEGMENT TRUFEEL 143CM 12MM 5FR 2.5MM OPTILEAP PLATINUM IRIDIUM ACCEPTS .014IN GUIDEWIRE PTCA RAPID EXCHANGE MARKER BAND FLEXIBLE TIP,$427.50 
027200620-11480,CATHETER BALLOON DILATATION APEX MONORAIL BI-SEGMENT TRUFEEL 143CM 12MM 5FR 2.75MM OPTILEAP PLATINUM IRIDIUM ACCEPTS .014IN GUIDEWIRE PTCA RAPID EXCHANGE MARKER BAND FLEXIBLE TIP,$427.50 
027200620-11481,CATHETER BALLOON DILATATION APEX MONORAIL BI-SEGMENT TRUFEEL 143CM 12MM 5FR 3MM OPTILEAP PLATINUM IRIDIUM ACCEPTS .014IN GUIDEWIRE PTCA RAPID EXCHANGE MARKER BAND FLEXIBLE TIP,$427.50 
027200620-11482,CATHETER BALLOON DILATATION APEX MONORAIL BI-SEGMENT TRUFEEL 143CM 12MM 5FR 4MM OPTILEAP PLATINUM IRIDIUM ACCEPTS .014IN GUIDEWIRE PTCA RAPID EXCHANGE MARKER BAND FLEXIBLE TIP,$427.50 
027200620-11483,CATHETER BALLOON DILATATION APEX MONORAIL BI-SEGMENT TRUFEEL 143CM 15MM 5FR 1.5MM OPTILEAP PLATINUM IRIDIUM ACCEPTS .014IN GUIDEWIRE PTCA RAPID EXCHANGE MARKER BAND FLEXIBLE TIP,$427.50 
027200620-11484,CATHETER BALLOON DILATATION APEX MONORAIL BI-SEGMENT TRUFEEL 143CM 15MM 5FR 2.5MM OPTILEAP PLATINUM IRIDIUM ACCEPTS .014IN GUIDEWIRE PTCA RAPID EXCHANGE MARKER BAND FLEXIBLE TIP,$427.50 
027200620-11485,CATHETER BALLOON DILATATION APEX MONORAIL BI-SEGMENT TRUFEEL 143CM 15MM 5FR 2MM OPTILEAP PLATINUM IRIDIUM ACCEPTS .014IN GUIDEWIRE PTCA RAPID EXCHANGE MARKER BAND FLEXIBLE TIP,$427.50 
027200620-11486,CATHETER BALLOON DILATATION APEX MONORAIL BI-SEGMENT TRUFEEL 143CM 15MM 5FR 3.5MM OPTILEAP PLATINUM IRIDIUM ACCEPTS .014IN GUIDEWIRE PTCA RAPID EXCHANGE MARKER BAND FLEXIBLE TIP,$427.50 
027200620-11487,CATHETER BALLOON DILATATION APEX MONORAIL BI-SEGMENT TRUFEEL 143CM 15MM 5FR 3MM OPTILEAP PLATINUM IRIDIUM ACCEPTS .014IN GUIDEWIRE PTCA RAPID EXCHANGE MARKER BAND FLEXIBLE TIP,$427.50 
027200620-11488,CATHETER BALLOON DILATATION APEX MONORAIL BI-SEGMENT TRUFEEL 143CM 15MM 5FR 5MM OPTILEAP PLATINUM IRIDIUM ACCEPTS .014IN GUIDEWIRE PTCA RAPID EXCHANGE MARKER BAND FLEXIBLE TIP,$427.50 
027200620-11489,CATHETER BALLOON DILATATION APEX MONORAIL BI-SEGMENT TRUFEEL 143CM 20MM 5FR 2.5MM OPTILEAP PLATINUM IRIDIUM ACCEPTS .014IN GUIDEWIRE PTCA RAPID EXCHANGE MARKER BAND FLEXIBLE TIP,$427.50 
027200620-11490,CATHETER BALLOON DILATATION APEX MONORAIL BI-SEGMENT TRUFEEL 143CM 20MM 5FR 3.5MM OPTILEAP PLATINUM IRIDIUM ACCEPTS .014IN GUIDEWIRE PTCA RAPID EXCHANGE MARKER BAND FLEXIBLE TIP,$427.50 
027200620-11491,CATHETER BALLOON DILATATION APEX MONORAIL BI-SEGMENT TRUFEEL 143CM 20MM 5FR 3MM OPTILEAP PLATINUM IRIDIUM ACCEPTS .014IN GUIDEWIRE PTCA RAPID EXCHANGE MARKER BAND FLEXIBLE TIP,$427.50 
027200620-11492,CATHETER BALLOON DILATATION APEX MONORAIL BI-SEGMENT TRUFEEL 143CM 30MM 5FR 2.5MM OPTILEAP PLATINUM IRIDIUM ACCEPTS .014IN GUIDEWIRE PTCA RAPID EXCHANGE MARKER BAND FLEXIBLE TIP,$427.50 
027200620-11493,CATHETER BALLOON DILATATION APEX MONORAIL BI-SEGMENT TRUFEEL 143CM 30MM 5FR 3MM OPTILEAP PLATINUM IRIDIUM ACCEPTS .014IN GUIDEWIRE PTCA RAPID EXCHANGE MARKER BAND FLEXIBLE TIP,$427.50 
027200620-11494,CATHETER BALLOON DILATATION APEX MONORAIL BI-SEGMENT TRUFEEL 143CM 30MM 5FR 4MM OPTILEAP PLATINUM IRIDIUM ACCEPTS .014IN GUIDEWIRE PTCA RAPID EXCHANGE MARKER BAND FLEXIBLE TIP,$427.50 
027200620-11495,CATHETER BALLOON DILATATION APEX MONORAIL BI-SEGMENT TRUFEEL 143CM 8MM 5FR 2.5MM OPTILEAP PLATINUM IRIDIUM ACCEPTS .014IN GUIDEWIRE PTCA RAPID EXCHANGE MARKER BAND FLEXIBLE TIP,$427.50 
027200620-11496,CATHETER BALLOON DILATATION APEX MONORAIL BI-SEGMENT TRUFEEL 143CM 8MM 5FR 3MM OPTILEAP PLATINUM IRIDIUM ACCEPTS .014IN GUIDEWIRE PTCA RAPID EXCHANGE MARKER BAND FLEXIBLE TIP,$427.50 
027200620-11497,CATHETER BALLOON DILATATION APEX MONORAIL BI-SEGMENT TRUFEEL 143CM 8MM 5FR 4MM OPTILEAP PLATINUM IRIDIUM ACCEPTS .014IN GUIDEWIRE PTCA RAPID EXCHANGE MARKER BAND FLEXIBLE TIP,$427.50 
027200620-11498,CATHETER BALLOON DILATATION APEX MONORAIL BI-SEGMENT TRUFEEL 143CM 8MM 6FR 2.5MM OPTILEAP PLATINUM IRIDIUM ACCEPTS .014IN GUIDEWIRE PTCA RAPID EXCHANGE MARKER BAND FLEXIBLE TIP,$427.50 
027200620-11499,CATHETER BALLOON DILATATION CHECKER RIVAL 135CM 10CM 5FR 4MM .035IN LOW PROFILE TAPER PTA,$427.50 
027200620-11500,CATHETER BALLOON DILATATION CHECKER RIVAL 135CM 10CM 5FR 5MM .035IN LOW PROFILE TAPER PTA 2 LUMEN FLEX POINT GUIDEWIRE,$427.50 
027200620-11501,CATHETER BALLOON DILATATION CHECKER RIVAL 135CM 10CM 5FR 6MM .035IN LOW PROFILE TAPER PTA 2 LUMEN FLEX POINT GUIDEWIRE,$427.50 
027200620-11502,CATHETER BALLOON DILATATION CHECKER RIVAL 135CM 15CM 5FR 4MM .035IN LOW PROFILE TAPER PTA 2 LUMEN FLEX POINT GUIDEWIRE,$427.50 
027200620-11503,CATHETER BALLOON DILATATION CHECKER RIVAL 135CM 15CM 5FR 5MM .035IN LOW PROFILE TAPER PTA 2 LUMEN FLEX POINT GUIDEWIRE,$427.50 
027200620-11504,CATHETER BALLOON DILATATION CHECKER RIVAL 135CM 15CM 6FR 6MM .035IN LOW PROFILE TAPER PTA 2 LUMEN FLEX POINT GUIDEWIRE,$427.50 
027200620-11505,CATHETER BALLOON DILATATION CHECKER RIVAL 135CM 4CM 5FR 4MM .035IN LOW PROFILE TAPER PTA 2 LUMEN FLEX POINT GUIDEWIRE,$427.50 
027200620-11506,CATHETER BALLOON DILATATION CHECKER RIVAL 135CM 4CM 5FR 6MM .035IN LOW PROFILE TAPER PTA 2 LUMEN FLEX POINT GUIDEWIRE,$427.50 
027200620-11507,CATHETER BALLOON DILATATION CHECKER RIVAL 135CM 4CM 6FR 7MM .035IN LOW PROFILE TAPER PTA 2 LUMEN FLEX POINT GUIDEWIRE,$427.50 
027200620-11508,CATHETER BALLOON DILATATION CHECKER RIVAL 135CM 6CM 5FR 5MM .035IN LOW PROFILE TAPER PTA 2 LUMEN FLEX POINT GUIDEWIRE,$427.50 
027200620-11509,CATHETER BALLOON DILATATION CHECKER RIVAL 135CM 6CM 5FR 6MM .035IN LOW PROFILE TAPER PTA 2 LUMEN FLEX POINT GUIDEWIRE,$427.50 
027200620-11510,CATHETER BALLOON DILATATION CHECKER RIVAL 135CM 6CM 6FR 7MM .035IN LOW PROFILE TAPER PTA 2 LUMEN FLEX POINT GUIDEWIRE,$427.50 
027200620-11511,CATHETER BALLOON DILATATION CHECKER RIVAL 135CM 8CM 5FR 5MM .035IN LOW PROFILE TAPER PTA 2 LUMEN FLEX POINT GUIDEWIRE,$427.50 
027200620-11512,CATHETER BALLOON DILATATION CHECKER RIVAL 135CM 8CM 5FR 6MM .035IN LOW PROFILE TAPER PTA 2 LUMEN FLEX POINT GUIDEWIRE,$427.50 
027200620-11513,CATHETER BALLOON DILATATION CHECKER RIVAL 80CM 2CM 6FR 7MM .035IN LOW PROFILE TAPER PTA 2 LUMEN FLEX POINT GUIDEWIRE,$427.50 
027200620-11514,CATHETER BALLOON DILATATION CHECKER RIVAL 80CM 2CM 6FR 8MM .035IN LOW PROFILE TAPER PTA 2 LUMEN FLEX POINT GUIDEWIRE,$427.50 
027200620-11515,CATHETER BALLOON DILATATION CHECKER RIVAL 80CM 4CM 6FR 9MM .035IN LOW PROFILE TAPER PTA 2 LUMEN FLEX POINT GUIDEWIRE,$427.50 
027200620-11516,CATHETER BALLOON DILATATION CHECKER RIVAL 80CM 6CM 5FR 6MM .035IN LOW PROFILE TAPER PTA 2 LUMEN FLEX POINT GUIDEWIRE,$427.50 
027200620-11517,CATHETER BALLOON DILATATION CHECKER RIVAL 80CM 6CM 6FR 7MM .035IN LOW PROFILE TAPER PTA 2,$427.50 
027200620-11518,CATHETER BALLOON DILATATION CHECKER RIVAL 80CM 6CM 6FR 8MM .035IN LOW PROFILE TAPER PTA 2 LUMEN FLEX POINT GUIDEWIRE,$427.50 
027200620-11519,CATHETER BALLOON DILATATION CHECKER RIVAL 80CM 8CM 5FR 6MM .035IN LOW PROFILE TAPER PTA 2 LUMEN FLEX POINT GUIDEWIRE,$427.50 
027200620-11520,CATHETER BALLOON DILATATION CORONARY ARTERY TREK 12MM 5FR 2.25MM ULTRA LOW PROFILE PEBAX TUNGSTEN HYDROCOAT ACCEPTS .014IN GUIDEWIRE 2 LUMEN OTW FLEXIBLE RADIOPAQUE MARKER HYPOTUBE,$427.50 
027200620-11521,CATHETER BALLOON DILATATION CORONARY ARTERY TREK 15MM 5FR 2.25MM ULTRA LOW PROFILE PEBAX TUNGSTEN HYDROCOAT ACCEPTS .014IN GUIDEWIRE 2 LUMEN OTW FLEXIBLE RADIOPAQUE MARKER HYPOTUBE,$427.50 
027200620-11522,CATHETER BALLOON DILATATION CORONARY ARTERY TREK 15MM 5FR 2.5MM ULTRA LOW PROFILE PEBAX TUNGSTEN HYDROCOAT ACCEPTS .014IN GUIDEWIRE 2 LUMEN OTW FLEXIBLE RADIOPAQUE MARKER HYPOTUBE,$427.50 
027200620-11523,CATHETER BALLOON DILATATION CORONARY ARTERY TREK 20MM 5FR 2.5MM ULTRA LOW PROFILE PEBAX TUNGSTEN HYDROCOAT ACCEPTS .014IN GUIDEWIRE 2 LUMEN OTW FLEXIBLE RADIOPAQUE MARKER HYPOTUBE,$427.50 
027200620-11524,CATHETER BALLOON DILATATION CORONARY ARTERY TREK 25MM 5FR 2.5MM ULTRA LOW PROFILE PEBAX TUNGSTEN HYDROCOAT ACCEPTS .014IN GUIDEWIRE 2 LUMEN OTW FLEXIBLE RADIOPAQUE MARKER HYPOTUBE,$427.50 
