Category,Description,Price
Drug Assay Procedures,HC OPIATES NMS ORAL,$54.00 
Drug Testing 1-7 Classes,HC REF DRUG NOS 1-3 DIURETIC SURVEY,$364.00 
Dx Mammorgraphy,HC MAMMO BILAT DIG IMAGE,$548.00 
Dx Mammorgraphy,HC MAMMO UNILAT DIG IMAGE,$436.00 
ED Critical Care,HC ER CRITICAL CARE 30-74 MIN,"$4,439.00 "
ED Critical Care,HC ER CRITICAL CARE ADD 30 MIN,$768.00 
Education/Training,HC DRIVER REHABILITATION/TRAINING,$107.00 
EGG (Electroencephalogram),HC PSG 6/> YRS 4+ PARAM W/ CPAP,"$6,580.00 "
EGG (Electroencephalogram),HC PSG 6 YRS OR OLDER 4+ PARAM,"$5,763.00 "
EGG (Electroencephalogram),HC EEG SEIZURE FOCUS COMP,"$4,199.00 "
EGG (Electroencephalogram),HC MULTIPLE SLEEP LATENCY,"$3,963.00 "
EGG (Electroencephalogram),HC EEG SEIZURE FOCUS,"$3,794.00 "
EGG (Electroencephalogram),HC EEG SEIZURE FOCUS VIDEO,"$3,794.00 "
EGG (Electroencephalogram),HC SOMATOSENSORY TESTING,"$2,899.00 "
EGG (Electroencephalogram),HC EEG HEMISPHERE FUNCTION (WADA),"$2,374.00 "
EGG (Electroencephalogram),HC EEG MONITOR > 1 HR,"$2,032.00 "
EGG (Electroencephalogram),HC EEG ALL NIGHT RECORDING,"$1,677.00 "
EGG (Electroencephalogram),HC ELETROCORTICORGAM AT SURGERY,"$1,352.00 "
EGG (Electroencephalogram),HC C MOTOR EVOKED UPR&LWR LIMBS,"$1,339.00 "
EGG (Electroencephalogram),HC EEG MONITOR 41-60 MIN,"$1,186.00 "
EGG (Electroencephalogram),HC EEG AWAKE/ASLEEP,"$1,186.00 "
EGG (Electroencephalogram),HC EEG AWAKE/DROWSY,$990.00 
EGG (Electroencephalogram),HC EEG COMA OR SLEEP ONLY,$917.00 
EGG (Electroencephalogram),HC EEG CEREBRAL DEATH EVAL,$901.00 
EGG (Electroencephalogram),HC POLYSOM <6 YRS 4> PARAMTRS,"$5,651.00 "
EGG (Electroencephalogram),HC POLYSOM <6 YRS CPAP/BILVL,"$5,764.00 "
EGG (Electroencephalogram),HC NEURO TEST INTRAOP,$189.00 
EKG/ECG - Holter Monitor,HC ECG MONITOR/REPORT 48 HR ANLYS,$982.00 
EKG/ECG - Holter Monitor,HC ECG MONITOR/REPORT 48 HRS REC,$817.00 
EKG/ECG (Electrocardiogram),HC EKG SIGNAL AVERAGED,$644.00 
EKG/ECG (Electrocardiogram),HC ECG EVENT REC/DISCON 24H/30D,$470.00 
EKG/ECG (Electrocardiogram),HC ELECTROCARDIOGRAM TRACING,$348.00 
EKG/ECG (Electrocardiogram),HC EKG RHYTHM TRACE ONLY 3,$242.00 
EKG/ECG (Electrocardiogram),HC ECG 12 LDS PREV SCRN WO/INTERP,$167.00 
Endocrine System,HC ASP/INJ CYST THYROID,"$1,221.00 "
Endocrine System,HC BX THYROID NEEDLE PERC,$923.00 
Endocrinology,HC MON GLUCOSE CONTINUOUS,$536.00 
Evaluation and Management,PROLONG E&M/PSYCTX SERV O/O,$356.00 
Evaluation and Management,HC PRVNT PHYS EXAM INIT 1ST 12MN,$278.00 
Evaluation and Management,HC VISIT NEW LEVEL I,$203.00 
Evaluation and Management,HC ASSMT & CARE PLN PT COG IMP,$184.00 
Evaluation and Management,HC VISIT TO DETERM LDCT ELIG,$181.00 
Evaluation and Management,HC ADVANCE CARE PLAN 1ST 30MIN,$140.00 
Evaluation and Management,HC VISIT ESTAB LEVEL I,$128.00 
Evaluation and Management,HC SMOKE/TOBACCO ASYMP >10,$88.00 
Evaluation and Management,HC SMOKE/TOBACCO ASYMP 3-10,$78.00 
Evaluation and Management,HC SMOK CESS COUN INTER >3MIN,$28.00 
Evaluation and Management,HC BASIC SCREENING,$60.00 
Extended Recovery - Range,EXTENDED RECOVERY,$134 - $207
Eye and Ocular Adnexa,HC DEST LESN RETINAL RADIATION,"$8,723.00 "
Eye and Ocular Adnexa,HC VITRECT MECH PPA; W FE PHOTOCOAG,"$8,372.00 "
Eye and Ocular Adnexa,HC ASP/REL FLUID VITREOUS/SUBRET,"$7,297.00 "
Eye and Ocular Adnexa,HC CNJNCTVPL W GRAFT OR REARRANGM,"$7,182.00 "
Eye and Ocular Adnexa,HC RCNST OCULAR MEMBRANE TRANSPL,"$7,012.00 "
Eye and Ocular Adnexa,HC REM IMPL MATL EXTRAOCULAR,"$6,589.00 "
Eye and Ocular Adnexa,HC RPR ENTROPION EXTENSIVE,"$6,109.00 "
Eye and Ocular Adnexa,HC DESTR RETINOPATHY (DIABETIC),"$6,021.00 "
Eye and Ocular Adnexa,HC CNSTRCT ADHES INTERMARGIN TRN,"$5,990.00 "
Eye and Ocular Adnexa,HC EXC CONJUNCTIVA >1CM,"$5,832.00 "
Eye and Ocular Adnexa,HC REPAIR ENTROPION SUTURE,"$5,523.00 "
Eye and Ocular Adnexa,HC EXC & REP OF EYELID,"$5,491.00 "
Eye and Ocular Adnexa,HC SUT WOUND EYELID FULL THCK,"$5,485.00 "
Eye and Ocular Adnexa,HC DESTRUCT CILIARY BODY TRANSSCL,"$4,861.00 "
Eye and Ocular Adnexa,HC INJ ANTERIOR CHAMBER ; MEDICATION,"$4,802.00 "
Eye and Ocular Adnexa,HC CORRECTION LID RETRACTION,"$4,681.00 "
Eye and Ocular Adnexa,HC PLASTIC REPAIR OF CANALICULI,"$4,602.00 "
Eye and Ocular Adnexa,HC DIVISION SYMBLEPHARON,"$4,565.00 "
Eye and Ocular Adnexa,HC REVISION OF EYELID,"$4,524.00 "
Eye and Ocular Adnexa,HC BIOPSY CORNEA,"$4,437.00 "
Eye and Ocular Adnexa,HC SEVER ADH ANT EYE; GONIOSYNECHIAE,"$4,409.00 "
Eye and Ocular Adnexa,HC RPR BLEPH LEVATOR RES EXTERN,"$4,403.00 "
Eye and Ocular Adnexa,HC RECONSTR EYELID; SECOND STAGE,"$4,379.00 "
Eye and Ocular Adnexa,HC EXC LESION CONJUNCT UP TO 1CM,"$4,362.00 "
Eye and Ocular Adnexa,HC REINFORCE SCLERAL W/GRAFT,"$4,293.00 "
Eye and Ocular Adnexa,HC REPAIR ENTROPION EXC TARSL WDG,"$4,255.00 "
Eye and Ocular Adnexa,HC REPAIR EYELID DEFECT,"$4,253.00 "
Eye and Ocular Adnexa,HC EXC RPR EYELID,"$4,137.00 "
Eye and Ocular Adnexa,HC REPAIR OF BROW PTOSIS,"$3,929.00 "
Eye and Ocular Adnexa,HC PRB DUCT NASOLACRIMAL TUBE,"$3,800.00 "
Eye and Ocular Adnexa,HC REM EPITHELIUM CORNEA W/AGNT,"$3,425.00 "
Eye and Ocular Adnexa,HC BX CONJUNCTIVA,"$3,354.00 "
Eye and Ocular Adnexa,HC INJ VITREOUS SOL W/WO ASPIR,"$3,323.00 "
Eye and Ocular Adnexa,HC SEVER TARSORRHAPHY,"$3,301.00 "
Eye and Ocular Adnexa,HC REV/RPR WOUND ANT SEG,"$3,232.00 "
Eye and Ocular Adnexa,HC RPR RETINA DET CRYO/DIATHERM,"$3,159.00 "
Eye and Ocular Adnexa,HC RPR RETINA DET PHOTOCOAG,"$3,150.00 "
Eye and Ocular Adnexa,HC RPR ECTROPION EXTENSIVE,"$2,980.00 "
Eye and Ocular Adnexa,HC CONSTRUCT INTERMARG ADHESIONS,"$2,974.00 "
Eye and Ocular Adnexa,HC CILIARY ENDOS PHOTOCOAG,"$2,893.00 "
Eye and Ocular Adnexa,HC DISCIS CATARACT SEC MEM LASER,"$2,792.00 "
Eye and Ocular Adnexa,HC TARSORRHAPHY,"$2,731.00 "
Eye and Ocular Adnexa,HC CORRECT LAGOPHTHALMOS W/IMPL,"$2,728.00 "
Eye and Ocular Adnexa,HC DEST LESN CHOROID PHOTOCOAG,"$2,705.00 "
Eye and Ocular Adnexa,HC PLACE AMNIO MEMBRANE W/O SUTUR,"$2,644.00 "
Eye and Ocular Adnexa,HC SEVER VITREOUS STRNDS LSR BIL,"$2,476.00 "
Eye and Ocular Adnexa,HC REM EPITHELIUM CORNEA,"$2,396.00 "
Eye and Ocular Adnexa,HC RPR LAC CORNEA W/GLUE,"$2,313.00 "
Eye and Ocular Adnexa,HC TX RETINOPATHY W/PHOTOCOAG,"$2,268.00 "
Eye and Ocular Adnexa,HC PARACENT AQUEOUS REL,"$2,171.00 "
Eye and Ocular Adnexa,HC ADHESIONS OF ANTE SEG LASER,"$2,096.00 "
Eye and Ocular Adnexa,HC EXC LESN CORNEA,"$2,003.00 "
Eye and Ocular Adnexa,HC INJ AIR/LIQ ANT CHAMBER,"$1,985.00 "
Eye and Ocular Adnexa,HC RPR RETINA DET INJ GAS/AIR,"$1,977.00 "
Eye and Ocular Adnexa,HC IRIDOT/IREDECT LASER PER SESS,"$1,948.00 "
Eye and Ocular Adnexa,HC EXC CHALAZION MULTI SAME LID,"$1,944.00 "
Eye and Ocular Adnexa,HC TRABECULOPL LASER 1/MORE SESSN,"$1,873.00 "
Eye and Ocular Adnexa,HC REM FB LACRIMAL PASSAGE,"$1,769.00 "
Eye and Ocular Adnexa,HC CLOSE PUNCTUM LACRIMAL THERMO,"$1,570.00 "
Eye and Ocular Adnexa,HC BX EYELID W/MARGIN,"$1,431.00 "
Eye and Ocular Adnexa,HC INJ MEDS INTRAVITREAL,"$1,389.00 "
Eye and Ocular Adnexa,HC EXC LESN EYELID NOT CHALAZ,"$1,351.00 "
Eye and Ocular Adnexa,HC IRIDOPLASTY PHOTOCOAG 1/MORE,"$1,344.00 "
Eye and Ocular Adnexa,HC SNIP INCIS LACRIMAL PUNCTUM,"$1,321.00 "
Eye and Ocular Adnexa,HC EXC CHALAZION MULTI DIFF LID,"$1,237.00 "
Eye and Ocular Adnexa,HC PROPHYLAX DET RET CRYO/DIATH,"$1,199.00 "
Eye and Ocular Adnexa,HC DEST LESN RETINAL PHOTOCOAG,"$1,155.00 "
Eye and Ocular Adnexa,HC EXC CHALAZION SGL,"$1,142.00 "
Eye and Ocular Adnexa,HC DEST LESN CHOROD PHOTODYNAM,"$1,095.00 "
Eye and Ocular Adnexa,HC PROPHYL RETINAL PHOTOCOAG,$996.00 
Eye and Ocular Adnexa,HC PRB CANALICULI LACRIMAL,$860.00 
Eye and Ocular Adnexa,HC INJ AGENT THPY TENONS CAP,$759.00 
Eye and Ocular Adnexa,HC EYELID FB EMBEDDED REMOVAL,$703.00 
Eye and Ocular Adnexa,HC REM FB CORNEAL W/O SLIT,$698.00 
Eye and Ocular Adnexa,HC BLEPHAROTOMY DRAIN ABSC EYELID,$689.00 
Eye and Ocular Adnexa,HC DEST LESN RETNA CRYO 1 OR MORE,$671.00 
Eye and Ocular Adnexa,HC RETROBULBAR INJECTION; ALCOHOL,$670.00 
Eye and Ocular Adnexa,HC CHEMODENERVATION - EXTRAOCULAR MUSCLE,$670.00 
Eye and Ocular Adnexa,HC INJ SUBCONJUNCTIVAL,$573.00 
Eye and Ocular Adnexa,HC CORRECT TRICHIASIS W/FORCEP,$567.00 
Eye and Ocular Adnexa,HC CLOSE PUNCTUM LACRIMAL PLUG,$543.00 
Eye and Ocular Adnexa,HC CORRECT TRICHIASIS W/O FORCEP,$538.00 
Eye and Ocular Adnexa,HC SCRAPING CORNEA DX,$533.00 
Eye and Ocular Adnexa,HC INJ MEDS RETROBULAR,$513.00 
Eye and Ocular Adnexa,HC DIL PUNCTUM LACRIMAL,$496.00 
Eye and Ocular Adnexa,HC REM FB CORNEAL W/SLIT LAMP,$486.00 
Eye and Ocular Adnexa,HC PRB DUCT NASOLACRIM,$446.00 
Eye and Ocular Adnexa,HC REM FB CONJUCT EMBED,$364.00 
Eye and Ocular Adnexa,HC REM FB CONJUCT SUPERFIC,$333.00 
Female Genital System,HC COLPORTHAPHY POST RPR RECTOCEL,"$8,385.00 "
Female Genital System,HC DESTR VAGINAL LESIONANY METHOD,"$5,285.00 "
Female Genital System,HC DRN CYST OVARIAN ABD,"$5,076.00 "
Female Genital System,HC DRAIN CYST OVARIAN VAG APPR,"$4,903.00 "
Female Genital System,HC COLPOSCOPY W/BX LOOP CERVIX,"$4,632.00 "
Female Genital System,HC ENDOMETRIAL CRYOBLAT W/US,"$4,411.00 "
Female Genital System,HC LYSIS ADHESION LABIAL,"$4,034.00 "
Female Genital System,HC INS UTERINE TNDM/VAGINAL OVOID,"$3,370.00 "
Female Genital System,HC COLPOSCOPY W/CONIZATION CERVIX,"$2,616.00 "
Female Genital System,HC DESTRUCT OF LESION VULVA SIMPL,"$2,407.00 "
Female Genital System,HC REM FB VAG IMPACT W/ANES,"$2,329.00 "
Female Genital System,HC COLPOSCOPY W/BX ENTIRE VAGINA,"$1,696.00 "
Female Genital System,HC COLPOSCOPY VULVA W/BX,"$1,646.00 "
Female Genital System,HC INTRO FALLOPIAN CATH,"$1,549.00 "
Female Genital System,HC BX MUCOSA VAGINAL SMP,"$1,418.00 "
Female Genital System,HC BX/EXC CERVIX LOCAL,"$1,338.00 "
Female Genital System,HC I&D ABSC VULVA/PERINEAL,"$1,223.00 "
Female Genital System,HC CURETTAGE ENDOCERVICAL,"$1,098.00 "
Female Genital System,HC COLPOSCOPY W/BX&CURETTAGE,"$1,072.00 "
Female Genital System,HC CATH/INTRO SALINE/CONTRAST SIS,"$1,030.00 "
Female Genital System,HC COLPOSCOPY ENTIRE VAGINA,$973.00 
Female Genital System,HC BX W/COLPOSCOPY ADD-ON,$899.00 
Female Genital System,HC COLPOSCOPY W/BX CERVIX,$854.00 
Female Genital System,HC BX LESN VULVA/PERINEUM ONE,$851.00 
Female Genital System,HC COLPOSCOPY CERVIX/VAGINA,$819.00 
Female Genital System,HC INS VAG RAD AFTLD APPARATUS,$802.00 
Female Genital System,HC INSERT IUD,$706.00 
Female Genital System,HC COLPOSCOPY W/CURETTAGE,$620.00 
Female Genital System,HC FEMALE GENITAL UNLSTD PROC,$590.00 
Female Genital System,HC REMOVAL OF IUD,$458.00 
Female Genital System,HC I&D ABSC GLAND BARTHOLIN'S,$359.00 
Female Genital System,HC FITTING/INSERTION PESSARY,$341.00 
Female Genital System,HC BX ENDOMETRIAL SAMPLING W/O,$315.00 
Female Genital System,HC COLPOSCOPY VULVA,$291.00 
Female Genital System,HC VULVAR BIOPSY EA ADDL LESION,$142.00 
Fine Needle Aspiration,HC ASP FINE NDL W/IMAGING GUIDE,"$1,064.00 "
Fine Needle Aspiration,HC ASP FINE NDL W/O IMAGING GUIDE,$636.00 
Gastroenterology,HC IMAGE GI TRACT ESPH ILM W/REPR,"$3,518.00 "
Gastroenterology ,HC LIVER ELASTOGRAP VIBRATION,$355.00 
Gastro-Intestinal (GI) ,HC GI WIRELESS CAPSULE MEASURE,"$3,328.00 "
Gastro-Intestinal (GI) ,HC COLON CANCER SCR NON-HR,"$3,166.00 "
Gastro-Intestinal (GI) ,HC COLON CANCER SCR COLON HR,"$3,071.00 "
Gastro-Intestinal (GI) ,HC IMAGE GI TRACT ESPH W/REP,"$2,757.00 "
Gastro-Intestinal (GI) ,HC MANOMETRIC STD MIN 6 HRS,"$2,231.00 "
Gastro-Intestinal (GI) ,HC ACID REFLUX TEST NASAL PH ELEC,"$2,086.00 "
Gastro-Intestinal (GI) ,HC MOTILITY STUDY ESOPHAGUS,"$2,075.00 "
Gastro-Intestinal (GI) ,HC ACID REFLUX TEST MUCOSAL ELECT,"$1,859.00 "
Gastro-Intestinal (GI) ,HC ACID REFLUX TEST INTLUM PROLON,"$1,790.00 "
Gastro-Intestinal (GI) ,HC FLEX SIGM CANCER SCREENING,"$1,773.00 "
Gastro-Intestinal (GI) ,HC ANORECTAL MANOMETRY TEST,"$1,725.00 "
Gastro-Intestinal (GI) ,HC BREATH HYDROGEN TEST,$815.00 
Gastro-Intestinal (GI) ,HC ACID REFLUX TEST INTLUM,$746.00 
GastroIntestinal Services,HC US GASTROINTESTINAL ENDO,$981.00 
Gastrointestinal Anesthesia,HC MOD SED SAME PHYS ENDO INIT,$435.00 
Health and Behavior Assessment/Intervention,HC  PT-FOCUSED HLTH RISK ASSMT,$64.00 
Health and Behavior Assessment/Intervention,HC CAREGIVER HEALTH RISK ASSMT,$64.00 
Hearing ,"HC HEARING AID L1, CROS, ITE","$1,925.00 "
Hearing ,HC REPAIR HEARING AID LEVEL 15,$450.00 
Hearing ,HC REPAIR HEARING AID LEVEL 14,$425.00 
Hearing ,HC REPAIR HEARING AID LEVEL 13,$400.00 
Hearing ,HC REPAIR HEARING AID LEVEL 12,$375.00 
Hearing ,HC REPAIR HEARING AID LEVEL 11,$350.00 
Hearing ,HC REPAIR HEARING AID LEVEL 10,$325.00 
Hearing ,HC REPAIR HEARING AID LEVEL 9,$300.00 
Hearing ,HC REPAIR HEARING AID LEVEL 8,$275.00 
Hearing ,HC HEARING AID SERV LOSS & DAMAGE DEDUCTIBLE,$250.00 
Hearing ,HC REPAIR HEARING AID LEVEL 7,$250.00 
Hearing ,HC REPAIR HEARING AID LEVEL 6,$225.00 
Hearing ,HC FM SELECTION,$200.00 
Hearing ,HC REPAIR HEARING AID LEVEL 5,$200.00 
Hearing ,HC REPAIR HEARING AID LEVEL 4,$175.00 
Hearing ,HC REPAIR HEARING AID LEVEL 3,$150.00 
Hearing ,HC REPAIR HEARING AID LEVEL 2,$125.00 
Hearing ,HC HEARING AID SERV SHIPPING LEVEL 10,$100.00 
Hearing ,HC REPAIR HEARING AID LEVEL 1,$100.00 
Hearing ,HC HEARING AID SERV SHIPPING LEVEL 9,$90.00 
Hearing ,HC HEARING AID SERV SHIPPING LEVEL 8,$80.00 
Hearing ,HC HEARING AID SERV SHIPPING LEVEL 7,$70.00 
Hearing ,HC HEARING AID SERV SHIPPING LEVEL 6,$60.00 
Hearing ,HC HEARING AID SERV SHIPPING LEVEL 5,$50.00 
Hearing ,HC HEARING AID SERV SHIPPING LEVEL 4,$40.00 
Hearing ,HC HEARING AID SERV SHIPPING LEVEL 3,$30.00 
Hearing ,HC HEARING SERVICE MISC,$30.00 
Hearing ,HC HEARING AID SERV SHIPPING LEVEL 2,$20.00 
Hearing ,HC HEARING AID SERV CLEANING LEVEL 1,$15.00 
Hearing ,HC HEARING AID SERV SHIPPING LEVEL 1,$10.00 
Hearing Aid Devices,HC L3 ADV HA1/2 SH/ITC/MINI(2) PKG,"$5,950.00 "
Hearing Aid Devices,HC L3 ADV HA-ITE (2) PKG,"$5,950.00 "
Hearing Aid Devices,HC L3 ADV HA-BTE (2) PKG,"$5,950.00 "
Hearing Aid Devices,HC L3 ADV HA-CIC (2) PKG,"$5,950.00 "
Hearing Aid Devices,HC SOUND PROCESSOR LEVEL III,"$4,950.00 "
Hearing Aid Devices,HC L3 ADV HA-ITE (2),"$4,850.00 "
Hearing Aid Devices,HC L3 ADV HA-CIC (2),"$4,850.00 "
Hearing Aid Devices,HC L3 ADV HA-1/2 SH/ITC/MINI (2),"$4,850.00 "
Hearing Aid Devices,HC L3 ADV HA-BTE (2),"$4,850.00 "
Hearing Aid Devices,HC L2 MID HA1/2 SH/ITC/MINI(2) PKG,"$4,750.00 "
Hearing Aid Devices,HC L2 MID HA-CIC (2) PKG,"$4,750.00 "
Hearing Aid Devices,HC L2 MID HA-ITE (2) PKG,"$4,750.00 "
Hearing Aid Devices,HC L2 MID HA-BTE (2) PKG,"$4,750.00 "
Hearing Aid Devices,HC L2 MID HA-ITE (2),"$3,650.00 "
Hearing Aid Devices,HC L2 MID HA-1/2 SH/ITC/MINI (2),"$3,650.00 "
Hearing Aid Devices,HC L2 MID HA-CIC (2),"$3,650.00 "
Hearing Aid Devices,HC L2 MID HA-BTE (2),"$3,650.00 "
Hearing Aid Devices,HC L1 HA-CIC (2) PKG,"$3,350.00 "
Hearing Aid Devices,HC L1 HA-1/2 SH/ITC/MINI (2) PKG,"$3,350.00 "
Hearing Aid Devices,HC L1 HA CROS/BICROS (2) PKG,"$3,350.00 "
Hearing Aid Devices,HC L1 HA-ITE (2) PKG,"$3,350.00 "
Hearing Aid Devices,HC L1 HA-BTE (2) PKG,"$3,350.00 "
Hearing Aid Devices,"HC HEARING AID L3, CROS, ITE","$3,225.00 "
Hearing Aid Devices,"HC HEARING AID L3, BICROS, ITE","$3,225.00 "
Hearing Aid Devices,HC HEARING AID L3 BICROS BTE,"$3,225.00 "
Hearing Aid Devices,"HC HEARING AID L3, CROS, BTE","$3,225.00 "
Hearing Aid Devices,HC L3 ADV HA-BTE (1) PKG,"$2,975.00 "
Hearing Aid Devices,HC L3 ADV HA-ITE (1) PKG,"$2,975.00 "
Hearing Aid Devices,HC L3 ADV HA1/2 SH/ITC/MINI(1) PKG,"$2,975.00 "
Hearing Aid Devices,HC L3 ADV HA-CIC (1) PKG,"$2,975.00 "
Hearing Aid Devices,"HC HEARING AID L2, CROS, ITE","$2,625.00 "
Hearing Aid Devices,"HC HEARING AID L2, CROS, BTE","$2,625.00 "
Hearing Aid Devices,"HC HEARING AID L2, BICROS, ITE","$2,625.00 "
Hearing Aid Devices,HC HEARING AID L2 BICROS BTE,"$2,625.00 "
Hearing Aid Devices,HC L3 ADV HA-CIC (1),"$2,425.00 "
Hearing Aid Devices,HC L3 ADV HA-1/2 SH/ITC/MINI (1),"$2,425.00 "
Hearing Aid Devices,HC L3 ADV HA-ITE (1),"$2,425.00 "
Hearing Aid Devices,HC L3 ADV HA-BTE (1),"$2,425.00 "
Hearing Aid Devices,HC L2 MID HA1/2 SH/ITC/MINI(1) PKG,"$2,375.00 "
Hearing Aid Devices,HC L2 MID HA-CIC (1) PKG,"$2,375.00 "
Hearing Aid Devices,HC L2 MID HA-ITE (1) PKG,"$2,375.00 "
Hearing Aid Devices,HC L2 MID HA-BTE (1) PKG,"$2,375.00 "
Hearing Aid Devices,HC L1 HA-ITE (2),"$2,250.00 "
Hearing Aid Devices,HC L1 HA-1/2 SH/ITC/MINI (2),"$2,250.00 "
Hearing Aid Devices,HC L1 HA-CIC (2),"$2,250.00 "
Hearing Aid Devices,HC L1 HA-BTE (2),"$2,250.00 "
Hearing Aid Devices,HC FM TRANSMITTER LEVEL 18,"$2,000.00 "
Hearing Aid Devices,HC VALUE HA-ITE (2) PKG,"$1,950.00 "
Hearing Aid Devices,HC VALUE HA-BTE (2) PKG,"$1,950.00 "
Hearing Aid Devices,"HC HEARING AID L1, BICROS, ITE","$1,925.00 "
Hearing Aid Devices,HC HEARING AID L1 BICROS BTE,"$1,925.00 "
Hearing Aid Devices,HC HEARING AID L1 CROS BTE,"$1,925.00 "
Hearing Aid Devices,HC L2 MID HA-ITE (1),"$1,825.00 "
Hearing Aid Devices,HC L2 MID HA-1/2 SH/ITC/MINI (1),"$1,825.00 "
Hearing Aid Devices,HC L2 MID HA-CIC (1),"$1,825.00 "
Hearing Aid Devices,HC L2 MID HA-BTE (1),"$1,825.00 "
Hearing Aid Devices,HC FM TRANSMITTER LEVEL 17,"$1,800.00 "
Hearing Aid Devices,"HC HEARING AID VALUE LINE, BICROS, ITE","$1,775.00 "
Hearing Aid Devices,"HC HEARING AID VALUE LINE, BICROS, BTE","$1,775.00 "
Hearing Aid Devices,"HC HEARING AID VALUE LINE, CROS, ITE","$1,775.00 "
Hearing Aid Devices,"HC HEARING AID VALUE LINE, CROS, BTE","$1,775.00 "
Hearing Aid Devices,HC L1 HA CROS/BICROS (2),"$1,750.00 "
Hearing Aid Devices,HC L1 HA-CIC (1) PKG,"$1,675.00 "
Hearing Aid Devices,HC L1 HA-1/2 SH/ITC/MINI (1) PKG,"$1,675.00 "
Hearing Aid Devices,HC L1 HA-ITE (1) PKG,"$1,675.00 "
Hearing Aid Devices,HC L1 HA-BTE (1) PKG,"$1,675.00 "
Hearing Aid Devices,HC HEARING PROTECTION LEVEL 15,"$1,650.00 "
Hearing Aid Devices,HC HEARING PROTECTION LEVEL 14,"$1,600.00 "
Hearing Aid Devices,HC HEARING PROTECTION LEVEL 13,"$1,500.00 "
Hearing Aid Devices,HC FM TRANSMITTER LEVEL 16,"$1,500.00 "
Hearing Aid Devices,HC HEARING PROTECTION LEVEL 12,"$1,400.00 "
Hearing Aid Devices,HC FM TRANSMITTER LEVEL 15,"$1,400.00 "
Hearing Aid Devices,HC HEARING PROTECTION LEVEL 11,"$1,300.00 "
Hearing Aid Devices,HC FM TRANSMITTER LEVEL 14,"$1,300.00 "
Hearing Aid Devices,HC L1 HA-BODY-BONE (1),"$1,250.00 "
Hearing Aid Devices,HC FM TRANSMITTER LEVEL 13,"$1,200.00 "
Hearing Aid Devices,HC HEARING PROTECTION LEVEL 10,"$1,200.00 "
Hearing Aid Devices,HC L1 HA-CIC (1),"$1,125.00 "
Hearing Aid Devices,HC L1 HA-1/2 SH/ITC/MINI (1),"$1,125.00 "
Hearing Aid Devices,HC L1 HA-ITE (1),"$1,125.00 "
Hearing Aid Devices,HC L1 HA-BTE (1),"$1,125.00 "
Hearing Aid Devices,HC SOUND PROCESSOR LEVEL I,"$1,100.00 "
Hearing Aid Devices,HC HEARING PROTECTION LEVEL 9,"$1,100.00 "
Hearing Aid Devices,HC FM RECEIVER EAR LEVEL LEVEL 8,"$1,100.00 "
Hearing Aid Devices,HC FM TRANSMITTER LEVEL 12,"$1,100.00 "
Hearing Aid Devices,HC FM RECEIVER OTHER LEVEL 12,"$1,050.00 "
Hearing Aid Devices,HC HEARING AID SUPPLY/ACCESSORY LEVEL 40,"$1,000.00 "
Hearing Aid Devices,HC HEARING PROTECTION LEVEL 8,"$1,000.00 "
Hearing Aid Devices,HC FM RECEIVER LOOP INDUCTION LEVEL 11,"$1,000.00 "
Hearing Aid Devices,HC FM RECEIVER EAR LEVEL LEVEL 7,"$1,000.00 "
Hearing Aid Devices,HC FM RECEIVER OTHER LEVEL 11,"$1,000.00 "
Hearing Aid Devices,HC FM TRANSMITTER LEVEL 11,"$1,000.00 "
Hearing Aid Devices,HC VALUE HA-ITE (1) PKG,$975.00 
Hearing Aid Devices,HC VALUE HA-BTE (1) PKG,$975.00 
Hearing Aid Devices,HC HEARING AID SUPPLY/ACCESSORY LEVEL 39,$950.00 
Hearing Aid Devices,HC FM RECEIVER OTHER LEVEL 10,$950.00 
Hearing Aid Devices,HC FM TRANSMITTER LEVEL 10,$950.00 
Hearing Aid Devices,HC FM RECEIVER EAR LEVEL LEVEL 6,$950.00 
Hearing Aid Devices,HC FM RECEIVER LOOP INDUCTION LEVEL 10,$950.00 
Hearing Aid Devices,HC L1 HA-BODY-AIR (1),$914.00 
Hearing Aid Devices,HC HEARING AID SUPPLY/ACCESSORY LEVEL 38,$900.00 
Hearing Aid Devices,HC MUSICIAN PRODUCT LEVEL 15,$900.00 
Hearing Aid Devices,HC HEARING PROTECTION LEVEL 7,$900.00 
Hearing Aid Devices,HC FM RECEIVER LOOP INDUCTION LEVEL 9,$900.00 
Hearing Aid Devices,HC FM RECEIVER EAR LEVEL LEVEL 5,$900.00 
Hearing Aid Devices,HC FM RECEIVER OTHER LEVEL 9,$900.00 
Hearing Aid Devices,HC FM TRANSMITTER LEVEL 9,$900.00 
Hearing Aid Devices,HC FM TRANSMITTER LEVEL 8,$875.00 
Hearing Aid Devices,HC HEARING AID SUPPLY/ACCESSORY LEVEL 37,$850.00 
Hearing Aid Devices,HC FM RECEIVER LOOP INDUCTION LEVEL 8,$850.00 
Hearing Aid Devices,HC FM RECEIVER EAR LEVEL LEVEL 4,$850.00 
Hearing Aid Devices,HC FM RECEIVER OTHER LEVEL 8,$850.00 
Hearing Aid Devices,HC FM TRANSMITTER LEVEL 7,$850.00 
Hearing Aid Devices,HC VALUE HA-ITE (2),$850.00 
Hearing Aid Devices,HC VALUE HA-BTE (2),$850.00 
Hearing Aid Devices,"HC HEARING AID BICROS, ITE",$800.00 
