DEPARTMENT,IVDESC,IVCPTCD,IVPRICE1
CENTRAL SUPPLY,IV EXTENDER TUBING -LARGE,,19.18
CENTRAL SUPPLY,DRIVE BELT FOR G5 MASSAGER,,19.5
CENTRAL SUPPLY,UNNA BOOT,,19.66
CENTRAL SUPPLY,K PAD,,19.75
CENTRAL SUPPLY,SUT ETHILON 6-0 G697G,,19.75
CENTRAL SUPPLY,THOMAS TUBE HOLDER ADULT (ETT),,19.8
CENTRAL SUPPLY,RIB BELT,,20
CENTRAL SUPPLY,EMB SOCKS LGE/REG KNEE H,,20
CENTRAL SUPPLY,FINGER SPLINT THIMBLE 1,,20.25
CENTRAL SUPPLY,FINGER SPLINT THIMBLE 2,,20.25
CENTRAL SUPPLY,SUT VICRYL 3-0 J944H,,20.3
CENTRAL SUPPLY,SUT VICRYL 4-0 J422H,,20.3
CENTRAL SUPPLY,CATHETER 14FR FOLEY,,21
CENTRAL SUPPLY,SUT VICRYL 5-0 J421H,,21.21
CENTRAL SUPPLY,STAPLER SKIN REG--SUTURE,,21.25
CENTRAL SUPPLY,SUT MERSILENE 0 R424H,,21.5
CENTRAL SUPPLY,SUT MERSILENE 2-0 R833H,,21.5
CENTRAL SUPPLY,SUT MERSILENE 6-0 R689G,,21.5
CENTRAL SUPPLY,REACH & RANGE PULLEY,,21.75
CENTRAL SUPPLY,DISPOSABLE B/P CUFF ADULT,,22.4
CENTRAL SUPPLY,BLOOD ADMINISTRATION TUBING,,22.64
CENTRAL SUPPLY,PROBE COVER GENIUS,,23.25
CENTRAL SUPPLY,OPTICHAMBER,,23.75
CENTRAL SUPPLY,SYRINGE TB,,23.81
CENTRAL SUPPLY,CATH FOLEY 18FR 30CC BULB,,24.43
CENTRAL SUPPLY,CATHETER 16FR 30CC,,24.43
CENTRAL SUPPLY,CAST SHOE- CANVAS MED,,24.5
CENTRAL SUPPLY,CAST SHOE CANVAS XS,,24.5
CENTRAL SUPPLY,CAST SHOE CANVAS SM,,24.5
CENTRAL SUPPLY,CASTSHOE CANVAS LG,,24.5
CENTRAL SUPPLY,CAST SHU- CANVAS XLG,,24.5
CENTRAL SUPPLY,SUT VICRYL 2-0 J417H,,25
CENTRAL SUPPLY,PED SPACER MASK-RR,,25
CENTRAL SUPPLY,OXYGEN X-MAS TREE CONN,,25
CENTRAL SUPPLY,SYRINGE INSULIN,,25
CENTRAL SUPPLY,EMB SOCKS THIGH MED/REG,,25.5
CENTRAL SUPPLY,URINARY DRAINAGE BAG DISP,,25.93
CENTRAL SUPPLY,EGGERSIZER BLUE,,26.5
CENTRAL SUPPLY,EGGERSIZER GREEN X-SOFT,,26.5
CENTRAL SUPPLY,EGGERSIZER PURPLE,,26.5
CENTRAL SUPPLY,EGGERSIZER RED SOFT,,26.5
CENTRAL SUPPLY,SUT ETHIBOND 0 X424H,,26.75
CENTRAL SUPPLY,BOUGIE-TO-GO,,26.91
CENTRAL SUPPLY,ETCO2 (MICROSTREAM ETCO2 CIRCUIT),,27.25
CENTRAL SUPPLY,OPTICHAMBER SM,,27.5
CENTRAL SUPPLY,EMB SOCKS THIGH XLG/LONG,,27.5
CENTRAL SUPPLY,SUT TONSIL GUT N879H,,28.25
CENTRAL SUPPLY,MEPILEX BORDER DRESS 6X6,,28.57
CENTRAL SUPPLY,MAD MUCOSAL ATOMIZATION DEVICE,,29.36
CENTRAL SUPPLY,CAUTERY CORDLESS LOOP TIP,,29.43
CENTRAL SUPPLY,FINGER SPLINT FROG,,30
CENTRAL SUPPLY,FINGER SPLINT FROG MED,,30
CENTRAL SUPPLY,FINGER SPLINT FROG SMALL,,30
CENTRAL SUPPLY,FINGER SPLINT STAX,,30
CENTRAL SUPPLY,SET FLO PRIMARY,,30.87
CENTRAL SUPPLY,CHEST TUBE,,31.26
CENTRAL SUPPLY,THERA PUTTY LARGE,,31.5
CENTRAL SUPPLY,THERA PUTTY SMALL,,31.5
CENTRAL SUPPLY,CATHETER 10FR,,31.67
CENTRAL SUPPLY,EZ CAP,,32.75
CENTRAL SUPPLY,CAPNOLINE PLUS O2/CO2 NC,,33
CENTRAL SUPPLY,CONTOUR BLOOD GLUCOSE SYSTEM,,33.21
CENTRAL SUPPLY,THRESHOLD PEP,,36.84
CENTRAL SUPPLY,LMA SIZE 2,,37
CENTRAL SUPPLY,LMA SIZE 3,,37
CENTRAL SUPPLY,LMA SIZE 4,,37
CENTRAL SUPPLY,LMA SIZE 5,,37
CENTRAL SUPPLY,CRUTCHES ADULT MED,,37.24
CENTRAL SUPPLY,CRUTCHES ADULT TALL,,37.24
CENTRAL SUPPLY,CRUTCHES ADULT MED,,37.24
CENTRAL SUPPLY,WRIST BRACE X-LGE LEFT,,38.5
CENTRAL SUPPLY,WRIST BRACE X-SMALL LEFT,,38.5
CENTRAL SUPPLY,WRIST SPLINT LT LG,,38.5
CENTRAL SUPPLY,WRIST SPLINT LT MED,,38.5
CENTRAL SUPPLY,WRIST SPLINT LT SM,,38.5
CENTRAL SUPPLY,WRIST SPLINT RT LG,,38.5
CENTRAL SUPPLY,WRIST SPLINT RT MED,,38.5
CENTRAL SUPPLY,WRIST SPLINT RT SM,,38.5
CENTRAL SUPPLY,WRIST BRACE RIGHT EXTRA S,,38.5
CENTRAL SUPPLY,MEPILEX BORDER SACRUM 18X18,,39
CENTRAL SUPPLY,PEAK FLOW METER,,39.5
CENTRAL SUPPLY,FEEDING TUBE DOBBHOFF,,40
CENTRAL SUPPLY,MANUAL RESUSCITATOR-ADULT,,40.25
CENTRAL SUPPLY,ADULT ADHESIVE SENSOR MASIMO LNOP),,43.25
CENTRAL SUPPLY,MASIMO SET LNCS ADULT,,43.25
CENTRAL SUPPLY,MASIMO SET LNCS PED,,43.25
CENTRAL SUPPLY,SUT ETHILON 4-0 1667G,,43.4
CENTRAL SUPPLY,SUT ETHILON 5-0 1666G,,43.84
CENTRAL SUPPLY,SUT ETHILON 3-0 1663G,,43.86
CENTRAL SUPPLY,WRIST SPLINT 7 FORM FIT,,44
CENTRAL SUPPLY,HUBER NEEDLE 20G,,44.94
CENTRAL SUPPLY,KERLIX FLUFFS,,45.18
CENTRAL SUPPLY,URINE LEG BAG,,45.7
CENTRAL SUPPLY,IVENT BREATHING CIRCUIT,,48.25
CENTRAL SUPPLY,FLUID WARMING TUBING EACH,,49
CENTRAL SUPPLY,OXYGEN M OR E TANKS,,50
CENTRAL SUPPLY,BONE WAX 2.5 GRAMS,,50.78
CENTRAL SUPPLY,SUT PROLENE 3-0 8687H,,52.01
CENTRAL SUPPLY,BINDER 10 UNI DEPUY,,52.75
CENTRAL SUPPLY,THERABAND TAN XTHIN,,55.25
CENTRAL SUPPLY,AIR STIRRUP LEG-RIGHT,,55.75
CENTRAL SUPPLY,SUT PROLENE 4-0 8682H,,56.07
CENTRAL SUPPLY,MANUAL RESUSCITATOR-PEDS,,58
CENTRAL SUPPLY,THERABAND YELLOW,,58.75
CENTRAL SUPPLY,MANUAL RESUSCITATOR-INFAN,,58.75
CENTRAL SUPPLY,CLAVICAL SPLINT INFANT,,59.5
CENTRAL SUPPLY,CLAVICAL SUPPORT LARGE,,59.5
CENTRAL SUPPLY,CLAVICAL SUPPORT MED,,59.5
CENTRAL SUPPLY,CLAVICAL SUPPORT SMALL,,59.5
CENTRAL SUPPLY,CLAVICAL SPLINT XL,,59.5
CENTRAL SUPPLY,CLAVICAL SPLINT XS,,59.5
CENTRAL SUPPLY,SHOULDER IMMOB ECONOMY XS,,59.5
CENTRAL SUPPLY,SUT PROLENE 6-0 8617G,,60.44
CENTRAL SUPPLY,AN 10 ANDERSON TUBING,,60.65
CENTRAL SUPPLY,SUT PROLENE 5-0 8635G,,60.83
CENTRAL SUPPLY,PNEU PAC PT CIRCUIT,,61
CENTRAL SUPPLY,THERABAND RED,,62.25
CENTRAL SUPPLY,NEEDLE SAFETY GLIDE,,62.4
CENTRAL SUPPLY,ANKLE BRACE GEL/ELASPE,,63
CENTRAL SUPPLY,BACKBELT PHASE III LRG,,63
CENTRAL SUPPLY,BACKBELT PHASE III SM LG,,63
CENTRAL SUPPLY,BACKBELT PHASE III SMALL,,63
CENTRAL SUPPLY,EZ IO SECUREMENT,,63
CENTRAL SUPPLY,SCOOP O2 HOSE,,63.25
CENTRAL SUPPLY,THERABAND GREEN,,65.75
CENTRAL SUPPLY,PEDIATRIC ADHESIVE SENSOR (MASIMO LNOP P,,66.25
CENTRAL SUPPLY,SYRINGE 23X1,,66.95
CENTRAL SUPPLY,SYRINGE 22x1/2,,67.02
CENTRAL SUPPLY,THERABAND BLUE,,69.25
CENTRAL SUPPLY,BACKBELT PHASE II MED,,70
CENTRAL SUPPLY,KNEE HINGED SUPPORT LG,,70
CENTRAL SUPPLY,KNEE HINGED SUPPORT MED,,70
CENTRAL SUPPLY,KNEE HINGED SUPPORT SM,,70
CENTRAL SUPPLY,KNEE HINGED SUPPORT XL,,70
CENTRAL SUPPLY,KNEE HINGED SUPPORT XXL,,70
CENTRAL SUPPLY,PNEU PAC PT CIRCUIT W/PEE,,70.5
CENTRAL SUPPLY,CROUP TENT CANOPIES,,71
CENTRAL SUPPLY,CATH 3 WAY IRRIG FOL 24FR,,72.41
CENTRAL SUPPLY,PNEUMOTHORAX SET,,72.5
CENTRAL SUPPLY,IV TRAY,,75
CENTRAL SUPPLY,SYRINGE 25X5/8,,75.5
CENTRAL SUPPLY,THERABAND BLACK,,76.25
CENTRAL SUPPLY,TENNIS ELBOW SUPPORT,,77
CENTRAL SUPPLY,NEEDLE LANCET,,78.4
CENTRAL SUPPLY,CATHETER 16 FOLEY COUDE TIP,,81.79
CENTRAL SUPPLY,CATHETER 18FR COUDE TIP,,81.79
CENTRAL SUPPLY,CATH PERITONEAL,,82.5
CENTRAL SUPPLY,WIRE GUIDE,,84
CENTRAL SUPPLY,CENTRAL LINE DRESSING,,87.25
CENTRAL SUPPLY,LUMBAR PUNCTURE TRAY,,87.95
CENTRAL SUPPLY,CATH KIT SINGLE LUMEN,,90.79
CENTRAL SUPPLY,KNEE IMMOBILIZER 12 S,,93
CENTRAL SUPPLY,KNEE IMMOBILIZER 12 XL,,93
CENTRAL SUPPLY,KNEE IMMOBILIZER 12 XS,,93
CENTRAL SUPPLY,KNEE IMMOBILIZER 20 MED,,93
CENTRAL SUPPLY,KNEE IMMOBILIZER 20 SM,,93
CENTRAL SUPPLY,QUIK PASE DISP ELECTRODE AD,,97.25
CENTRAL SUPPLY,FOLEY CATH/PEDS 6FR/SILIC,,97.5
CENTRAL SUPPLY,BAIR HUGGER TEMP BLANKET,,98.38
CENTRAL SUPPLY,SACRO SUPPORT,,105
CENTRAL SUPPLY,TRAY CATH FOL 16FR WO M,,112.5
CENTRAL SUPPLY,INFLATABLE EPISTAXES N/P 5.5,,115.25
CENTRAL SUPPLY,NEEDLE FILTER 18X1 1/2,,115.78
CENTRAL SUPPLY,FUNCTIONAL POSITION HAND SPLINT,,122.32
CENTRAL SUPPLY,WALKER WHEELS,,126.25
CENTRAL SUPPLY,SPLINT PLANTAR FASCIITIS,,128.75
CENTRAL SUPPLY,ACAPELLA DH - ADULT,,131.67
CENTRAL SUPPLY,QUIK PACE DISP ELECTRODE PED,,134
CENTRAL SUPPLY,ACAPELLA DM - PEDIATRIC,,138.18
CENTRAL SUPPLY,DERMABOND,,139.02
CENTRAL SUPPLY,CANE METAL,,142.75
CENTRAL SUPPLY,CAST BOOT (AIR WALKER) S,,142.75
CENTRAL SUPPLY,CAST BOOT (AIR WALKER) XL,,142.75
CENTRAL SUPPLY,CAST BOOT (AIR WALKER) XS,,142.75
CENTRAL SUPPLY,WRAP-A-LEG,,147
CENTRAL SUPPLY,CONTOUR BLOOD TEST STRIPS,,147.12
CENTRAL SUPPLY,DRESSING SILVER + CALCIUM,,148.75
CENTRAL SUPPLY,SILVASORB DRESSING,,148.75
CENTRAL SUPPLY,PLEUR EVAC,,150.19
CENTRAL SUPPLY,CHEST TUBE TRAY,,151.76
CENTRAL SUPPLY,WRIST SUPPORT BOXER L 9,,185.75
CENTRAL SUPPLY,WRIST SUPPORT BOXER R 9,,185.75
CENTRAL SUPPLY,DIABETIC TEACHING,,185.85
CENTRAL SUPPLY,PULLEY REACH AND RANGE,,195.25
CENTRAL SUPPLY,COMBITUBE ROLL-SIZE 37,,207.13
CENTRAL SUPPLY,SURGICEL 2 X 3,,214.25
CENTRAL SUPPLY,BACK SUPPORT-THERABACK L,,227.5
CENTRAL SUPPLY,BACK SUPPORT-THERABACK XL,,227.5
CENTRAL SUPPLY,PERFORMA MASK LG,,229.5
CENTRAL SUPPLY,VEST WRAP,,229.75
CENTRAL SUPPLY,PERITONEAL LAVAGE TRAY 9F,,231.25
CENTRAL SUPPLY,THORACENTESIS/PARACENTESIS,,245.25
CENTRAL SUPPLY,PERFORMA MASK X-LG,,256.25
CENTRAL SUPPLY,PREVALON TRANSFER MATS,,262.5
CENTRAL SUPPLY,NASAL TRAY,,262.75
CENTRAL SUPPLY,CATH KIT TRIPLE LUMEN,,278
CENTRAL SUPPLY,CRYOCUFF ANKLE,,280.25
CENTRAL SUPPLY,CRYOCUFF KNEE,,280.25
CENTRAL SUPPLY,CRYOCUFF SHOULDER,,280.25
CENTRAL SUPPLY,PELVIC SLING STANDARD,,290.5
CENTRAL SUPPLY,PELVIC SLING LARGE,,290.5
CENTRAL SUPPLY,PELVIC SLING SMALL,,290.5
CENTRAL SUPPLY,PELVIC SLING X-SMALL,,290.5
CENTRAL SUPPLY,AN 20 ANDERSON TUBING,,299.84
CENTRAL SUPPLY,ABDUCTION PILLOW,,320.25
CENTRAL SUPPLY,SURGICEL 4 X 8,,363.25
CENTRAL SUPPLY,CERVICAL COLLAR PAPOOSE,,380.25
CENTRAL SUPPLY,EZ IO PEDIATRIC NEEDLE,,427.05
CENTRAL SUPPLY,EZ IO ADULT NEEDLE,,427.05
CENTRAL SUPPLY,CRUTCH FOREARM,,444.5
CENTRAL SUPPLY,CRICOTHYROTOMY CATH SET,,519.25
CENTRAL SUPPLY,SCOOP PROCEDURE TRAY,,536.25
CENTRAL SUPPLY,HAND SPLINT FLEXION,,672.5
CENTRAL SUPPLY,SCOOP CATH & CLEANING ROD,,732.25
CENTRAL SUPPLY,ORTHODICS,,738.25
CENTRAL SUPPLY,COMBITUBE ROLL-SIZE 41,,749.75
CENTRAL SUPPLY,NASAL CATHETER - EPISTAT,,806.16
CENTRAL SUPPLY,BLAKEMORE TUBE,,1300
CENTRAL SUPPLY,FEEDING TUBE MOSS,,2210
CLINIC,SPORTS PHYSICAL,,44
CLINIC,WOMENS CLINIC PP,,87
CLINIC,DOT/INS PHYSICAL 18-39,,98
CLINIC,DOT/INS PHYSICAL 40-64,,98
CLINIC,DOT AGE 65+,,98
CLINIC,PREV MED PRIVATE PAY,,130
LABORATORY,LEGAL COLLECTION,,66
LABORATORY,BUCCAL SMEAR COLLECTION,,84
LABORATORY,STAT CHARGE,,84
LABORATORY,HOLIDAY CHARGE,,84
LABORATORY,INSURANCE DRAW,,91
LABORATORY,PARAMED BLOOD DRAW ONLY,,124
LABORATORY,GLUCOSE TOLERANCE 3 SPEC,,156
LABORATORY,PNEUMOCYSTIS CARINII,,208
LIFELINE,LIFELINE INACTIVITY PROG,,5.25
LIFELINE,LIFELINE EXTENSION,,10.5
LIFELINE,LIFELINE MONTHLY FEE,,47.25
LIFELINE,LIFELINE PLUS,,52.5
LIFELINE,LIFELINE,,55
PHARMACY,INS- NPH HUMAN [NOVOLIN-N] INJ 100UNT/ML,,1
PHARMACY,ACETAMINOPHEN [TYLENOL] TAB 325MG,,1.38
PHARMACY,ACETAMINOPHEN [TYLENOL] SUP 650MG,,5
PHARMACY,ACETAMINOPHEN [TYLENOL] TAB 500MG,,5
PHARMACY,ACETAMINOPHEN [TYLENOL] SUP 325MG,,5
PHARMACY,ACETAMINOPHEN CHILD SUP 120MG,,5
PHARMACY,ACETAMINOPHEN/COD TAB [300-30MG],,5
PHARMACY,ACYCLOVIR [ZOVIRAX] TAB 800 MG,,5
PHARMACY,ALENDRONATE SOD [FOSAMAX] TAB 70MG,,5
PHARMACY,ALLOPURINOL [ZYLOPRIM] TAB 100MG,,5
PHARMACY,ALPRAZOLAM [XANAX] TAB 0.25MG,,5
PHARMACY,AMANTADINE [SYMMETREL] CAP 100MG,,5
PHARMACY,AMILORIDE [MIDAMOR] TAB 5MG,,5
PHARMACY,AMIODARONE [PACERONE] TAB 200MG,,5
PHARMACY,AMITRIPTYLINE [ELAVIL] TAB 25MG,,5
PHARMACY,AMLODIPINE [NORVASC] TAB 10MG,,5
PHARMACY,AMOXICIL/POT CLAV [AUGMENTIN] TAB 500MG,,5
PHARMACY,AMOXICILLIN [AMOXIL] CAP 500MG,,5
PHARMACY,AMPICILLIN CAP 500 MG,,5
PHARMACY,ASPIRIN CHEW TAB 81MG,,5
PHARMACY,ASPIRIN EC TAB 325MG,,5
PHARMACY,ASPIRIN EC TAB 81MG,,5
PHARMACY,ATENOLOL [TENORMIN] TAB 50MG,,5
PHARMACY,ATORVASTATIN [LIPITOR] TAB 10MG,,5
PHARMACY,AYR NASAL SALINE 50 ML,,5
PHARMACY,BACITRACIN TOPICAL OINT 0.9GM,,5
PHARMACY,BACLOFEN [LIORESAL] TAB 10MG,,5
PHARMACY,BENAZEPRIL [LOTENSIN] TAB 10MG,,5
PHARMACY,BENZOCAINE/ MENTHOL [CEPACOL] LOZ,,5
PHARMACY,BETHANECHOL [URECHOLINE] TAB 25MG,,5
PHARMACY,BISACODYL [DULCOLAX] SUP 10MG,,5
PHARMACY,BISACODYL [DULCOLAX] TAB 5MG,,5
PHARMACY,BISOPROL/HCTZ [ZIAC] TAB 5-6.25MG,,5
PHARMACY,BUMETANIDE [BUMEX] TAB 1MG,,5
PHARMACY,BUSPIRONE [BUSPAR] TAB 10MG,,5
PHARMACY,CALCIUM CARBONATE CHEW [TUMS] TAB 750MG,,5
PHARMACY,CALCIUM/VIT D [CITRACAL] TAB 500MG/200IU,,5
PHARMACY,CARBAMAZEPINE [TEGRETOL] TAB 200MG,,5
PHARMACY,CARBIDOPA/LEVO [SINEMET] TAB 25-100MG,,5
PHARMACY,CARBIDOPA/LEVO [SINEMET] TAB 25-250MG,,5
PHARMACY,CARVEDILOL [COREG] TAB 3.125 MG,,5
PHARMACY,CEFDINIR [OMNICEF] CAP 300MG,,5
PHARMACY,CEFUROXIME [CEFTIN] TAB 250MG,,5
PHARMACY,CELECOXIB [CELEBREX] CAP 100MG,,5
PHARMACY,CEPHALEXIN [KEFLEX] CAP 250MG,,5
PHARMACY,CHILD'S IBUPROFEN [MOTRIN] LIQ 100MG/5ML,,5
PHARMACY,CILOSTAZOL [PLETAL] TAB 100MG,,5
PHARMACY,CIPROFLOXACIN [CIPRO] TAB 500MG,,5
PHARMACY,CLARITHROMYCIN [BIAXIN] TAB 500MG,,5
PHARMACY,CLONIDINE [CATAPRES] TAB 0.1MG,,5
PHARMACY,CLOPIDOGREL [PLAVIX] TAB 75MG,,5
PHARMACY,COLCHICINE TAB 0.6MG,,5
PHARMACY,CYCLOBENZAPRINE [FLEXERIL] TAB 10MG,,5
PHARMACY,DEXAMETHASONE ORAL SOL,,5
PHARMACY,DIAZEPAM [VALIUM] TAB 5 MG,,5
PHARMACY,DICLOXACILLIN CAP [250 MG],,5
PHARMACY,DICYCLOMINE [BENTYL] TAB 20 MG,,5
PHARMACY,DIGOXIN [LANOXIN] TAB 0.25 MG,,5
PHARMACY,DILTIAZEM [CARDIZEM] TAB 60 MG,,5
PHARMACY,DILTIAZEM CD [CARDIZEM] CAP 120 MG,,5
PHARMACY,DILTIAZEM CD [CARDIZEM] CAP 180 MG,,5
PHARMACY,DIPHENHYDRAMINE [BENADRYL] CAP 25MG,,5
PHARMACY,DIPHENOXY/ATR [LOMOTIL] TAB 2.5-0.025MG,,5
PHARMACY,DOCUSATE [COLACE] CAP 100MG,,5
PHARMACY,ENALAPRIL [VASOTEC] TAB 10MG,,5
PHARMACY,ENALAPRILAT [VASOTEC] INJ 1.25MG/ML,,5
PHARMACY,ERYTHROMYCIN [ILOTYCIN] EYE OINT,,5
PHARMACY,ERYTHROMYCIN ETHYLSUCCINATE TAB 400MG,,5
PHARMACY,FAMOTIDINE [PEPCID] INJ 20 MG/2ML,,5
PHARMACY,FAMOTIDINE [PEPCID] TAB 20 MG,,5
PHARMACY,FERROUS SULFATE [IRON] TAB 325MG,,5
PHARMACY,FINGER STICK BLOOD SUGAR [FSBS],,5
PHARMACY,FLUCONAZOLE TAB [DIFLUCAN] 100 MG,,5
PHARMACY,FLUOXETINE [PROZAC] CAP 20 MG,,5
PHARMACY,FLUTAMIDE [EULEXIN] CAP 125 MG,,5
PHARMACY,FOLIC ACID [FOLVITE] TAB 1 MG,,5
PHARMACY,FOSINOPRIL [MONOPRIL] TAB 20 MG,,5
PHARMACY,FUROSEMIDE [LASIX] TAB 20 MG,,5
PHARMACY,FUROSEMIDE [LASIX] TAB 40 MG,,5
PHARMACY,GABAPENTIN [NEURONTIN] CAP 300 MG,,5
PHARMACY,GENTAMICIN [GARAMYCIN] 0.1% OINTMENT,,5
PHARMACY,GENTAMICIN [GARAMYCIN] 0.1% TOPICAL CRM,,5
PHARMACY,GLIMEPIRIDE [AMARYL] TAB 4 MG,,5
PHARMACY,GLIPIZIDE ER [GLUCOTROL XL] TAB 5 MG,,5
PHARMACY,GLYBURIDE [MICRONASE] TAB 5MG,,5
PHARMACY,GLYCERIN [COLACE] SUPP ADULT 2G,,5
PHARMACY,GUAIFEN DM [ROBITUSSIN] LIQ 100-10MG/5ML,,5
PHARMACY,GUAIFEN/COD[ROBITUSSIN]SYR 100-10MG/5ML,,5
PHARMACY,GUAIFENESIN [MUCINEX] TAB 600 MG,,5
PHARMACY,HYDRALAZINE [APRESOLINE] TAB 25 MG,,5
PHARMACY,HYDROCHLOROTHIAZIDE [HCTZ] CAP 12.5MG,,5
PHARMACY,HYDROCOD/ACET [NORCO] TAB 10/325MG,,5
PHARMACY,HYDROXYZINE HCL [ATARAX] TAB 25MG,,5
PHARMACY,IBUPROFEN [MOTRIN] TAB 200 MG,,5
PHARMACY,IBUPROFEN [MOTRIN] TAB 400 MG,,5
PHARMACY,IBUPROFEN [MOTRIN] TAB 600 MG,,5
PHARMACY,INDOMETHACIN [INDOCIN] CAP 25 MG,,5
PHARMACY,IPRATROPIUM NEB [ATROVENT] 0.02%,,5
PHARMACY,ISOSORBIDE MONO ER [IMDUR] TAB 30MG,,5
PHARMACY,LACTULOSE [GENERLAC] LIQ 10GM/15ML,,5
PHARMACY,LEVOFLOXACIN [LEVAQUIN] TAB 500 MG,,5
PHARMACY,LEVOTHYROXINE [SYNTHROID] TAB 25 MCG,,5
PHARMACY,LIDOCAINE [XYLOCAINE] 2% VISCOUS 15ML,,5
PHARMACY,LISINOPRIL [ZESTRIL] TAB 10 MG,,5
PHARMACY,LOPERAMIDE [IMMODIUM] CAP 2 MG,,5
PHARMACY,LORATADINE [CLARITIN] TAB 10 MG,,5
PHARMACY,LORAZEPAM [ATIVAN] TAB 1 MG,,5
PHARMACY,LOSARTAN [COZAAR] TAB 25 MG,,5
PHARMACY,LOVASTATIN [MEVACOR] TAB 20 MG,,5
PHARMACY,MAGNESIUM B COMPLEX TAB 300MG,,5
PHARMACY,MAGNESIUM HYDROX [MILK OF MAG] SUS 30 ML,,5
PHARMACY,MECLIZINE [ANTIVERT] TAB 12.5 MG,,5
PHARMACY,MEDROXYPROGESTERONE [DEPO] TAB 2.5MG,,5
PHARMACY,MEGESTROL [MEGACE] TAB 40 MG,,5
PHARMACY,MELATONIN TAB 300 MCG,,5
PHARMACY,METFORMIN  [GLUCOPHAGE] TAB [500 MG,,5
PHARMACY,METHOCARBAMOL [ROBAXIN]  TAB [750 MG,,5
PHARMACY,METHYLDOPA/HCTZ [ALDORIL] TAB [250-15 MG,,5
PHARMACY,METHYLPHENIDATE [RITALIN] TAB [5 MG],,5
PHARMACY,METOCLOPRAMIDE [REGLAN] TAB [10 MG],,5
PHARMACY,METOLAZONE [ZAROXOLYN] TAB [2.5 MG],,5
PHARMACY,METOPROLOL [LOPRESSOR] INJ [5 MG/5ML],,5
PHARMACY,METOPROLOL SUCC ER [TOPOROL XL] TAB [25M,,5
PHARMACY,METOPROLOL TAR [LOPRESSOR] TAB [25 MG],,5
PHARMACY,METOPROLOL TAR [LOPRESSOR] TAB [50 MG],,5
PHARMACY,METOPROLOL TAR [LOPRESSOR] TAB [50 MG],,5
PHARMACY,METRONIDAZOLE [FLAGYL] TAB [250 MG],,5
PHARMACY,METRONIDAZOLE/ SOD CL [FLAGYL] PREMIX 50,,5
PHARMACY,MIRTAZAPINE [REMERON] TAB [15 MG],,5
PHARMACY,MONTELUKAST [SINGULAIR] TAB [10 MG],,5
PHARMACY,MULTIVITAMIN TAB [MULTIVITAMIN AND MINER,,5
PHARMACY,NAPROXEN [NAPROSYN] TAB [250 MG],,5
PHARMACY,NIACIN [NIASPAN ER] TAB [500 MG],,5
PHARMACY,NIFEDIPINE [PROCARDIA] CAP [10 MG],,5
PHARMACY,NIFEDIPINE ER [ADALAT CC] TAB [30 MG],,5
PHARMACY,NITROFURANTOIN [MACRODANTIN] CAP [50 MG,,5
PHARMACY,NITROGLYCERIN [NITROQUICK] TAB [0.4 MG],,5
PHARMACY,NITROGLYCERIN [NITRO-TRANSD] PAT [5 MG],,5
PHARMACY,NITROGLYCERIN [NITRO-TRANSDE] PAT [10 MG,,5
PHARMACY,NIZATIDINE [AXID] CAP [150 MG],,5
PHARMACY,OMEPRAZOLE [PRILOSEC] CAP [20 MG],,5
PHARMACY,OXYBUTYNIN [DITROPAN] TAB [5 MG],,5
PHARMACY,OXYCODONE/ ACET [PERCOCET] TAB [10-325MG,,5
PHARMACY,OXYCODONE/ ACET [PERCOCET] TAB [5-325MG,,5
PHARMACY,OXYMETAZOLINE [AFRIN] 0.05% SPR,,5
PHARMACY,PANTOPRAZOLE [PROTONIX] DR 40 MG,,5
PHARMACY,PAROXETINE [PAXIL] TAB [20 MG],,5
PHARMACY,PETROLATUM WHITE [VASELINE] OINT PKT,,5
PHARMACY,PHENYTOIN SODIUM EXTENDED CAPSULE 100MG,,5
PHARMACY,POLYETHYLENE GLYCOL [MIRALAX] PKT 17GM,,5
PHARMACY,POTASSIUM BICARB [K-LYTE] TAB [25 MEQ],,5
PHARMACY,POTASSIUM CL [K-DUR] TAB [20 MEQ],,5
PHARMACY,POTASSIUM CL [KLOR-CON] TAB [10 MEQ],,5
PHARMACY,POTASSIUM PHOSPHATE [K-PHOS] TAB 250 MG,,5
PHARMACY,PREDNISONE [DELTASONE] TAB [20 MG],,5
PHARMACY,PREDNISONE [DELTASONE] TAB [5 MG],,5
PHARMACY,PROBIOTIC 1 CAP,,5
PHARMACY,PROCHLORPERAZINE [COMPAZINE] TAB 5MG,,5
PHARMACY,PROPOXYPHEN/ACET [DARVOCET N] TAB 100,,5
PHARMACY,PSYLLIUM [METAMUCIL] [3.4GM],,5
PHARMACY,QUINAPRIL [ACCUPRIL] TAB [10 MG],,5
PHARMACY,RANITIDINE [ZANTAC] TAB [150 MG],,5
PHARMACY,ROPINIROLE [REQUIP] TAB [1 MG],,5
PHARMACY,RT- ALBUTEROL  [2.5MG/3ML),,5
PHARMACY,RT- DUONEB (3MG/0.5MG),,5
PHARMACY,RT- SOD CHLORIDE 0.9% NEB (3ML),,5
PHARMACY,RT- ALBUTEROL INH 0.083% [2.5MG/3ML),,5
PHARMACY,SENNA/ DOC SOD TAB,,5
PHARMACY,SERTRALINE (ZOLOFT) TAB [50 MG],,5
PHARMACY,SILVER NITRATE STK,,5
PHARMACY,SIMETHICONE CHEW TAB (GAS-X) [125MG),,5
