Description/FIM Description,Primary Price
DRONABINOL 2.5 MG CAP,$22.14 
"DRONABINOL, ORAL, 2.5 MG",$22.14 
DRONEDARONE 400 MG TABLET,$12.76 
DRONEDARONE 400MG TAB,$12.76 
DROXIDOPA 300 MG CAPSULE,$179.55 
"DRUG QUANTIFICATION, NES",$385.00 
DRUG SCREEN MULTIPLE CLASS,$201.00 
DRUG SCREEN PER ENCOUNTER,$201.00 
DRUG SCREEN QUAN LEVETIRACETAM,$66.00 
DRUG SCREEN QUANT CAFFEINE,$67.00 
DRUG SCREEN QUANT CLOZAPINE,$78.00 
DRUG SCREEN QUANT GABAPENTIN,$62.00 
DRUG SCREEN QUANT ZONISAMIDE,$76.00 
"DRUG SCREEN QUANT, LAMOTRIGINE",$47.00 
DRUG SCRN QUALIT SNGL DRUG CLS,$201.00 
DRUG SCRN QUANT OXCARBAZEPIN,$61.00 
"DRY SKIN,HEMOSTASIS 4X4,LEV 10",$386.40 
DTAP-HIB-IPV (PENTACEL) IM INJ,$250.27 
DUETTE MUCOSECTOMY DEVICE 5FR,$756.00 
DULOXETINE 20 MG CAP,$12.45 
"DULOXETINE 20 MG, PER CAPSULE",$12.45 
DULOXETINE 30 MG CAP,$15.24 
"DULOXETINE 30 MG, PER CAPSULE",$15.24 
DUO NEB,$16.60 
DUODEN/J TUBE CHG W FLUORO,$898.00 
DUP SCAN COMP A/V ABD/PEL/SCRO,"$1,137.00 "
DUP SCAN LMTD AV ABD/PEL/SCRO,$843.00 
DUPLEX HEMO ACCESS EVAL,"$1,197.00 "
"DUPLEX, AORTA, COMPLETE","$1,722.00 "
"DUPLEX, CAROTID, COMPL & BILAT","$1,362.00 "
"DUPLEX, LOW EXT ART,LIMTD/UNIL","$1,036.00 "
"DUPLEX, TRANSCRAN, COPML/BILAT","$1,765.00 "
"DUPLEX,CAROTID,LIMTD OR UNILAT",$822.00 
"DUPLEX,EXTREM VEIN,COMPL&BILAT","$2,155.00 "
"DUPLEX,EXTREM VEIN,LIMTD/UNILA",$987.00 
"DUPLEX,LOW EXT ART,COMPL & BIL","$1,339.00 "
"DUPLEX,UPP EXT ART, LIMTD/UNIL",$832.00 
"DUPLEX,UPP EXT ART,COMPL&BILAT","$1,420.00 "
DURVALUMAB 10MG INJ,$250.50 
DURVALUMAB 10MG INJ (12X),$252.00 
DUTASTERIDE 0.5 MG CAP,$11.07 
DUTASTERIDE 0.5MG CAPSULE,$11.07 
DVC BONE BIOPSY KYPHON EXP SZ2,$269.40 
DVC RESECTION  HISTOLOCK 230CM,$195.00 
DX BONE MARROW BX & ASPIR,"$3,463.00 "
DX MAMMO INCL CAD BI,$713.00 
DX MAMMO INCL CAD UNI,$685.00 
DYAZIDE CAP UD,$5.53 
E. COLI 0157 CULTURE,$32.00 
EACH ADDITIONAL VACCINE,$129.00 
EACH ADD'L 30MIN-1ST STAGE REC,$371.00 
EACH ADDTL SINGLE ISH PROBE,$329.00 
"EB VIRUS, NUCLEAR ANTIGEN",$156.00 
"EB VIRUS, VIRAL CAPSID",$179.00 
EBV PCR QUALITATIVE,$537.00 
EBV PCR QUANTITATIVE,$346.00 
"ECG, SIGNAL-AVERAGED",$227.00 
"ECHO GROIN, FEMORAL ARTERY","$1,036.00 "
ECHO GUIDNCE FOR AMNIOCENTESIS,$379.00 
ECHO PROSTATE VOLUME STUDY,$875.00 
ECHO TIP ULTRA ENDO US NEEDLE,$940.80 
"ECHO,STRESS W/CONT EKG MONITOR","$2,505.00 "
ECHOENCEPHALOGRAPHY,$632.00 
ECHOTIP CELIAC PLEXUS EUS NEED,$697.20 
ECMO DAILY CHARGE,$525.00 
ECMO DSG CHANGE,$42.00 
ECMO INSERTION,"$49,751.10 "
ECULIZUMAB 10 MG INJECTION,$702.25 
ECULIZUMAB 10MG INJ (30X),$702.25 
"ED VISIT, CRITICAL CARE","$4,125.00 "
EDARAVONE 1MG INJ (30X),$54.30 
EDARAVONE 30MG/100ML INJ,$54.30 
EDGE 180-DEG PROCEDURE KIT,"$3,552.00 "
EDGE BRONCHOSCOPE ADAPTER,$207.90 
EDGE EWC FIRM TIP 45 PROC KIT,"$3,729.60 "
EDGE EWC FIRM TIP 90 PROC KIT,"$3,729.60 "
EEG CEREBRAL DEATH EVALUATION,$945.00 
EEG MONITOR VIDEO W/TRENDING,"$5,784.00 "
"EEG, AWAKE/ASLEEP/BEDSIDE","$2,590.00 "
"EEG, EXTENDED, OVER ONE HOUR","$2,745.00 "
"EEG, EXTENDED, UP TO ONE HOUR","$1,190.00 "
"EEG, MONITOR, VIDEO, EA 24 HR","$5,784.00 "
"EEG, ROUTINE","$1,069.00 "
"EFAVIRENZ CAP, 200 MG",$26.30 
EGD DRAINAGE PSEUDOCYST,"$7,450.00 "
EGD W/ESOPHOGASTRC FUNDOPLSTY,"$6,081.60 "
EGD W/INTRLMNL T/C PLCMT,"$3,184.00 "
EGD-DIAGNOSTIC ONLY,"$2,795.00 "
EHRLICHIA ANTIBODY,$96.00 
EKG,$472.00 
"ELBOW, COMP, MIN 3 VIEW, RIGHT",$395.00 
"ELBOW, COMP, MIN 3 VIEWS, LEFT",$395.00 
"ELEC STIM THERAPY, 1 + AREAS",$162.00 
"ELECTRO HEARING AID TEST,ONE",$79.00 
"ELECTROCARDIOGRAM, TRACING",$472.00 
ELECTROCOCHLEOGRAPHY,$758.00 
ELECTROHEMOSTASIS CATHETERS,$527.10 
ELECTROHYDRAULIC LITHOTRIPSY,"$1,181.00 "
ELECTROLYTE PANEL,$82.00 
"ELECTRON MICROSCOPY,DIAGNOSTIC","$5,824.00 "
ELECTROPHORETIC TECHNIQUE,$263.00 
ELOTUZUMAB 1 MG INJ  (300X),$22.40 
ELOTUZUMAB 400 MG INJ,$22.40 
ELOTUZUMAB PER 1MG  INJ,$22.40 
EMBO DEV PIPELINEFLEX 2.5X12MM,"$39,750.00 "
EMBO DEV PIPELINEFLEX 3X14MM,"$39,750.00 "
EMBO DEV PIPELINEFLEX 4X12MM,"$39,750.00 "
EMBO DEV PIPELINEFLEX 4X14MM,"$39,750.00 "
EMBO DEV PIPELINEFLEX 5X14MM,"$39,750.00 "
EMBO DEV PIPELINEFLEX 5X16MM,"$39,750.00 "
EMBO DEV PIPELINEFLEX 5X18MM,"$39,750.00 "
EMBO DEV PIPELINEFLEX 5X20MM,"$39,750.00 "
EMBO DEV PIPELINEFLX 2.75X14MM,"$39,750.00 "
EMBO DEV PIPELINEFLX 3.25X16MM,"$39,750.00 "
EMBO DEV PIPELINEFLX 3.50X12MM,"$39,750.00 "
EMBO DEV PIPELINEFLX 3.50X14MM,"$40,582.50 "
EMBO DEV PIPELINEFLX 3.50X16MM,"$39,750.00 "
EMBO DEV PIPELINEFLX 3.75X14MM,"$39,750.00 "
EMBO DEV PIPELINEFLX 3.75X16MM,"$39,750.00 "
EMBO DEV PIPELINEFLX 3.75X18MM,"$39,750.00 "
EMBO DEV PIPELINEFLX 3.75X20MM,"$39,750.00 "
EMBO DEV PIPELINEFLX 4.25X14MM,"$39,750.00 "
EMBO DEV PIPELINEFLX 4.25X16MM,"$39,750.00 "
EMBO DEV PIPELINEFLX 4.25X18MM,"$39,750.00 "
EMBO DEV PIPELINEFLX 4.50X12MM,"$39,750.00 "
EMBO DEV PIPELINEFLX 4.50X14MM,"$39,750.00 "
EMBO DEV PIPELINEFLX 4.50X16MM,"$39,750.00 "
EMBO DEV PIPELINEFLX 4.50X18MM,"$39,750.00 "
EMBO DEV PIPELINEFLX 4.50X20MM,"$39,750.00 "
EMBO DEV PIPELINEFLX 4.75X12MM,"$39,750.00 "
EMBO DEV PIPELINEFLX 4.75X14MM,"$39,750.00 "
EMBO DEV PIPELINEFLX 4.75X16MM,"$39,750.00 "
EMBO DEV PIPELINEFLX 4.75X20MM,"$39,750.00 "
EMBOL- ART/VEN-HEMORR/LYMPH,"$28,480.00 "
EMBOL DEV PIPLEINEFLEX 4X20MM,"$39,750.00 "
EMBOL- TUMOR/ISCHEMIA/INFARCT,"$28,480.00 "
EMBOLI DETECTION WITH INJECT'N,"$1,499.00 "
EMBOLIC DETECTION W/OUT INJECT,"$1,356.00 "
"EMBOLIZATION COIL, LEV1",$63.00 
"EMBOLIZATION COIL, LEV10",$474.60 
"EMBOLIZATION COIL, LEV13",$789.60 
"EMBOLIZATION COIL, LEV30","$3,045.00 "
"EMBOLIZATION COIL, LEV39","$7,875.00 "
"EMBOLIZATION COIL, LEV6",$273.00 
"EMBOLIZATION COIL, LEV7",$315.00 
EMBOLIZATION- FACE AND NECK,"$11,429.00 "
"EMBOLIZATION PARTICLES, LEV37","$5,775.00 "
"EMBOLIZATION PARTICLES,LEV17","$1,209.60 "
"EMBOLIZATION PARTICLES,LEV24","$1,944.60 "
"EMBOLIZATION PARTICLES,LEV5",$231.00 
"EMBOLIZATION PARTICLES,LEV9",$399.00 
EMBOLIZATION- TRANSCATH-CNS,"$4,178.00 "
"EMERGENCY TREATMENT,PALLIATIVE",$116.00 
EMG COMPLETE,$500.00 
EMG LIMITED,$424.00 
"EMG, 2 LIMBS",$427.00 
EMGCRANIAL-NERVE SUPPL'D/AXIAL,$472.00 
EMR,$389.00 
"EMTRICITABINE CAPSULE, 200 MG",$47.05 
EMTRICITABINE/TENOFOVIR 200/25,$188.13 
EMTRICITABINE-TENOVIR,$110.70 
ENALAPRIL 1 MG/ML ORAL SUSP,$0.22 
ENALAPRIL 1MG/ML ORAL SUSP,$0.22 
ENALAPRIL 2.5MG/2ML SDV,$19.80 
ENALAPRIL 5 MG TAB,$12.45 
ENALAPRIL INJ 2.5MG,$20.76 
ENALAPRIL IVPB 2.5 MG,$20.76 
ENALAPRIL TAB 5 MG,$12.45 
ENALAPRILAT 1.25 MG/1ML INJECT,$20.76 
"ENCEPHALITIS, CALIF LACROSSE",$98.00 
"ENCEPHALITIS, EASTERN EQUINE",$84.00 
"ENCEPHALITIS, ST.LOUIS",$84.00 
"ENCEPHALITIS, WESTERN EQUINE",$84.00 
ENCORE 26 INFLATION DEVICE,$278.25 
ENDO CATH-BILIARY & PANC DUCT,$754.00 
ENDO CATH-BILIARY DUCTAL SYS,$679.00 
ENDO CATH-PANC DUCTAL SYSTEM,$679.00 
"ENDO CLOSURE SYS,OTSC,12/6GC","$1,760.85 "
"ENDO CLOSURE SYSTEM,OTSC,12/6T","$1,622.25 "
ENDO DESCN TA NO L SUBCLA,"$1,210.00 "
ENDOMETRIAL BIOPSY,$479.00 
ENDOMYOCARDIAL BIOPSY,"$4,264.00 "
ENDOSCOPIC TATTOO SPOT EX,$108.00 
ENDOVAS RPR ILIAC UNI NONRUP,"$30,900.00 "
"ENDOVIVE,16FR REPL G-TUBE,CURV",$181.65 
"ENDOVIVE,18FR REPL G-TUBE,CURV",$181.65 
"ENDOVIVE,20FR REPL G-TUBE,CURV",$181.65 
"ENDOVIVE,22FR REPL G-TUBE,CURV",$181.65 
"ENEMA, ADULT FLEET",$2.10 
ENOXAPARIN 100MG/ML INJ,$7.17 
ENOXAPARIN 10MG SYR (2X),$24.36 
ENOXAPARIN 120MG/0.8ML INJ,$7.17 
ENOXAPARIN 150MG/ML INJ,$7.17 
ENOXAPARIN 30MG/0.3ML INJ,$7.17 
ENOXAPARIN 40MG/0.4ML  INJ,$24.36 
ENOXAPARIN 60MG/0.6ML INJ,$7.17 
ENOXAPARIN 80MG/0.8ML INJ,$7.17 
ENOXAPARIN INJ 10MG (10X),$24.36 
ENOXAPARIN INJ 10MG (12X),$24.36 
ENOXAPARIN INJ 10MG (15X),$7.00 
ENOXAPARIN INJ 10MG (3X),$24.36 
ENOXAPARIN INJ 10MG (4X),$24.36 
ENOXAPARIN INJ 10MG (6X),$24.36 
ENOXAPARIN INJ 10MG (8X),$24.36 
"ENTACAPONE TABLET, 200 MG",$8.32 
ENTECAVIR 0.5 MG TAB,$102.56 
ENTECAVIR 0.5MG TABLET,$102.56 
ENTEROSCOPY-DIAG ONLY-BRUSH,"$3,138.00 "
ENTEROVIRUS ANTIBODY,$98.00 
"ENTEROVIRUS, DNA, AMP PROBE",$298.00 
ENZYME CELL ACTIVITY,$237.00 
EOVIST 10ML PER 1ML,$44.00 
EP EVAL LEADS & GEN AT IMPLANT,"$4,472.00 "
"EPIFIX, PER SQUARE CENTIMETER",$765.14 
EPINEPHRINE 0.1 MG INJ (10X),$0.38 
EPINEPHRINE 0.1MG D5WPRMX(40X),$0.38 
EPINEPHRINE INHAL 2.25% 15ML,$153.62 
EPINEPHRINE INJ 0.1 MG,$0.38 
EPINEPHRINE SYRE 1MG/10ML,$9.70 
EPINEPHRINE TOP-SOLN 11000 30M,$84.41 
EPLERENONE 25 MG TAB,$16.60 
"EPLERENONE TABLET, 25 MG",$16.60 
EPOETIN ALFA(NON-ESRD)PER1000U,$88.45 
EPOETIN ESRD PER100U(OVER 10K),$8.85 
EPOETIN ESRD PER100U(UNDER10K),$8.85 
EPOETIN INJ 1000U(10X)NESRD,$156.16 
EPOETIN INJ 1000U(20X)NESRD,$88.45 
EPOETIN INJ 1000U(40X)NESRD,$78.48 
EPOETIN INJ 100U (100X)ESRD,$78.48 
EPOETIN INJ 100U (400X) ESRD,$8.85 
EPOETIN NON-ESRD 1000 UNITS OP,$78.48 
EPOPROSTENOL INJ 0.5MG (3X),$57.00 
EPS RT ATRIAL & VENT W/INDUCTN,"$9,924.00 "
EPS RT ATRIAL & VENT W/O INDUC,"$6,933.00 "
EPTIFIBATIDE INJ 5MG (15X),$85.74 
EPTIFIBATIDE INJ 5MG (4X),$85.74 
"EPTIFIBATIDE INJECTION, 5 MG",$85.74 
ER VISIT LEVEL 1,$630.00 
ER VISIT LEVEL 2,"$1,197.00 "
ER VISIT LEVEL 3,"$1,491.00 "
ER VISIT LEVEL 4,"$2,058.00 "
ER VISIT LEVEL 5,"$2,625.00 "
ERBE PROBE  20132-218,$802.20 
ERCP W ABLATION INCLD DILATION,"$6,840.75 "
ERCP-DIAGNOSTIC ONLY,"$6,451.00 "
ERGOCALCIF 8000UNITS/ML LIQ,$17.99 
ERGOCALCIFEROL 50000UNITS CAP,$1.39 
ERGOCALCIFEROL CAP 50000 U,$1.39 
ERGOCALCIFEROL LIQ 8000U,$17.99 
ERIBULIN INJ 0.1MG (10X),$352.86 
ERIBULIN MESYLATE INJ 0.1MG,$352.86 
ERTAPENEM INJ 500MG (2X),$143.85 
"ERTAPENEM INJECTION, 500 MG",$143.85 
ERTHROMYCINES 250MG/6.25MLGRAR,$70.09 
ERWINIA ASPARG 1000IU INJ(10X),"$1,086.76 "
ERYTHRO ETHYLSUC 200MG/5ML SUS,$60.77 
ERYTHROMYCIN 0.5% OPTH OINT,$22.27 
ERYTHROMYCIN 250MG EC TAB,$1.39 
ERYTHROMYCIN 250MG TAB,$38.01 
ERYTHROMYCIN ES 200MG/5ML GRAR,$51.45 
"ERYTHROMYCIN INJECTION, 500 MG",$53.76 
ERYTHROMYCIN OPTH OINT 5 MG/G,$22.27 
ERYTHROPOIETIN ASSAY,$142.00 
ESCITALOPRAM 10 MG TAB,$9.88 
ESCITALOPRAM 20 MG,$9.88 
ESCITALOPRAM 20 MG TAB,$9.88 
ESCITALOPRAM 5 MG (HALF TAB),$9.88 
"ESCITALOPRAM TABLET, 10 MG",$9.88 
"ESCITALOPRAM TABLET, 5 MG",$9.88 
ESLICARBAZEPINE 200 MG TAB,$51.45 
ESLICARBAZEPINE 200MG TABLET,$51.45 
ESLICARBAZEPINE 400 MG TAB,$110.00 
ESMOLOL 100MG/10ML IINJ,$117.63 
ESMOLOL 2.5GM D5W 250ML INJ,$873.16 
ESMOLOL 2000MG/100ML,$819.85 
ESMOLOL 2500MG/250ML IVPB,$873.16 
ESMOLOL--100 MG INJ,$117.63 
ESOPH BALLOON DISTENSION TST,"$1,206.00 "
ESOPH FUNCTION W/IMPEDENCE,$515.00 
ESOPHAGEAL MOTILITY,"$1,237.00 "
ESOPHAGEAL MOTILITY W/STIM,"$1,237.00 "
ESOPHAGRAM,$601.00 
EST GYN VISIT LEVEL 4,$473.00 
EST GYN VISIT LEVEL 5,$525.00 
EST OP CHEMO VISIT LEVEL 1,$315.00 
EST OP CHEMO VISIT LEVEL 2,$368.00 
EST OP CHEMO VISIT LEVEL 3,$420.00 
EST OP CHEMO VISIT LEVEL 4,$473.00 
EST OP CHEMO VISIT LEVEL 5,$525.00 
EST PAT-EVAL & MNGMT-LEVEL 1,$315.00 
EST PAT-EVAL & MNGMT-LEVEL 2,$368.00 
EST PAT-EVAL & MNGMT-LEVEL 3,$420.00 
EST PAT-EVAL & MNGMT-LEVEL 4,$473.00 
EST PAT-EVAL & MNGMT-LEVEL 5,$525.00 
EST PEDS CINJ VISIT LEVEL 2,$368.00 
EST PEDS CINJ VISIT LEVEL 3,$420.00 
EST RAD SP VISIT LEVEL 2,$368.00 
EST RAD SP VISIT LEVEL 4,$473.00 
ESTRADIOL 1MG TABLET,$0.41 
ESTRADIOL ASSAY,$461.00 
ESTRIOL ASSAY,$185.00 
ESTROGEN CONJ 0.625MG/G VAGCRM,$258.77 
ESTROGENS CONJ 25 MG INJECT,$390.85 
"ESTROGENS, TOTAL",$164.00 
ESTRONE ASSAY,$192.00 
ETH ESTRADIOL/NORG 30MCG-0.3MG,$1.54 
ETHACRYNIC 25MG TABLET,$2.77 
ETHACRYNIC ACID VL 50MG,"$9,517.54 "
ETHAMBULOL TABLET 100 MG,$4.15 
ETHAMBUTOL 100 MG TAB,$4.15 
ETHAMBUTOL TABLET 400MG UD,$12.45 
ETHANOL ASSAY,$201.00 
ETHIODIZED OIL 480 MG/ML AMP,"$2,619.54 "
ETHOSUXIMIDE CAP 250 MG,$4.15 
ETHYLENE GLYCOL ASSAY,$105.00 
ETOMIDATE 20 MG/10 ML INJECT,$16.03 
ETOMIDATE 2MG/ML 10ML INJ,$16.03 
"ETOMIDATE INJ, 20 MG/19 ML",$109.33 
ETOPOSIDE 10MG INJ (50X),$8.74 
ETOPOSIDE INJ 10 MG,$8.74 
ETOPOSIDE INJ 10MG (10X),$8.74 
ETOPOSIDE ORAL 50 MG,$172.90 
ETOPOSIDE PHOS 10MG INJ (10X),$53.55 
ETOPOSIDE PHOS INJ PER 10MG,$53.55 
ETRAVIRE TABLET 100 MG,$21.95 
ETRAVIRINE 100 MG TAB,$21.95 
EUCERIN CREAM,$65.05 
EUCERIN CREAM 4-OZ,$65.05 
EUS (DIAGNOSTIC),$389.00 
EVAL FOR BRUGADA SYNDROME,$175.00 
EVAL FOR HEMODIALYSIS ACCESS,"$1,197.00 "
EVAL SMALL INTSTNL POUCH,"$1,633.00 "
EVALUATE SWALLOW W/RADIOOPAQUE,"$1,071.00 "
EVALUATE SWALLOWING FUNCTION,$777.00 
EVASC PRLNG ADMN RX AGNT 1ST,"$7,806.00 "
EVASC PRLNG ADMN RX AGNT ADD,"$7,806.00 "
EVENT MONITOR REMOVAL/EXPLANT,"$1,974.00 "
"EVENT RECORDER,CARDIAC,LEV 52","$17,930.85 "
EVEROLIMUS,$152.00 
"EVEROLIMUS,ORAL 0.25MG TABLET",$22.05 
"EVOKED AUDITORY TEST, LIMITED",$470.00 
"EVOKED AUDITORY TEST,LIMITED",$470.00 
EVOKED OTOACOUSTIC EMM.-COMP,$629.00 
EVR DEC THOR AORTA/L SUBCLAV,"$1,960.00 "
"EXAM, EMERGENCY",$66.00 
"EXAM, INITIAL",$69.00 
"EXAM, PERIODIC",$61.00 
EXCELSIORSL-10MICROCATH STR150,"$2,866.50 "
EXCHANGE BILIARY DRG CATH,"$7,330.00 "
EXCHANGE NEPHROSTOMY CATH,"$7,991.00 "
EXCHANGE NEPHROSTOMY CATH BI,"$11,986.00 "
EXEMESTANE 25MG,$36.33 
EXERCISE W/CATH,$521.00 
EXETIMIBE 10/SIMVASTATION 80,$11.07 
EXTERNAL CEPHALIC VERSION,"$3,668.00 "
EXTRACT DECIDUOUS TOOTH,$116.00 
EXTRACT ERUPTED TOOTH,$232.00 
EXTRACT IMPACTED COMPLETE BONY,$463.00 
EXTRACT IMPACTED PARTIAL BONY,$348.00 
EXTRACT IMPACTED SOFT TISSUE,$260.00 
EXTRACT SIMPLE OR ROOT,$110.00 
EXTRACTABLE NUCLEAR ANTIGEN AB,$150.00 
EZETIMIBE 10 MG TAB,$11.07 
EZETIMIBE 10/SIMVASTATIN 20 MG,$11.07 
EZETIMIBE 10/SIMVASTATION 40,$11.07 
"EZETIMIBE TABLET, 10 MG",$11.07 
"FACIAL BONES,COMPLETE,>2 VIEWS",$283.00 
FACTOR II MUTATION ANALYSIS,$354.00 
FACTOR INHIBITOR TEST,$196.00 
FACTOR IX (ALPROLIX) PER IU,$8.25 
FACTOR IX (BENEFIX) 1U (1000X),$7.27 
"FACTOR IX CONCENTRATE, PER IU",$4.20 
FACTOR IX REC(IDELVION)PER IU,$15.84 
"FACTOR IX RECOMBINANT, PER IU",$7.27 
FACTOR V MUTATION ANALYSIS,$392.00 
FACTOR VII 2000 MCG  VIAL,$7.50 
FACTOR VIIA (NOVO7)1MCG(1000X),$7.50 
FACTOR VIIA (NOVO7)1MCG(2000X),$7.77 
FACTOR VIII (ADVATE) 1U (500X),$3.28 
FACTOR VIII (ADVATE) PER IU,$3.28 
FACTOR VIII (HELIXATE) PER IU,$2.96 
FACTOR VIII (HUMATE) PER IU,$7.27 
"FACTOR VIII, RECOMBINANT,PERIU",$7.27 
FACTOR VIII/VW COMPLEX PER IU,$4.17 
"FACTOR VWF (WILATE),INJ,PER IU",$4.86 
"FACTOR,VW(VONDENDI) PER IU",$7.14 
FACTORVIII PORCINE(OBIZUR)1 IU,$14.36 
FACTVIII(HELIXATE-FS)1U(2000X),$5.00 
FACTVIII/VWR(HUMATE-P)1U(2000X,$5.00 
"FAMCICLOVIR TABLET, 250 MG",$19.37 
FAMIL MEDITERRANEAN FEVER MUTA,"$1,608.00 "
FAMOTIDINE 10 MG TAB,$0.35 
FAMOTIDINE 10MG TABLET,$0.35 
FAMOTIDINE 20 MG TAB,$16.60 
FAMOTIDINE 20 MG/2 ML INJECT,$77.01 
FAMOTIDINE 20MG/2.5ML ORAL LIQ,$4.94 
FAMOTIDINE 20MG/2.5ML SUSP,$4.94 
FAMOTIDINE 40 MG/5 ML SUSP,$116.25 
"FAMOTIDINE INJECTION, 20 MG",$77.01 
FAMOTIDINE SUSP 40 MG,$116.25 
FAMOTIDINE TAB 20 MG,$16.60 
FAST ECHO,$820.00 
"FATS/LIPIDS, FECES, QUANTITATV",$125.00 
"FATTY ACIDS ASSAY,NONSTERIFIED",$104.00 
"FATTY ACIDS, VERY LONG CHAIN",$190.00 
FEBUXOSTAT 40MG TAB,$25.20 
FEBUXOSTAT 40MG TABLET,$25.20 
FECAL OCCULT BLOOD IMMUNO,$65.00 
FEES,$390.00 
FELBAMATE 400MG,$8.32 
FELODIPINE 2.5MG ERT,$4.15 
FELODIPINE 5 MG ER TAB,$5.53 
"FELODIPINE EXT REL TAB, 5 MG",$5.53 
FEM/POP REVASC UNI W/ANGIO,"$35,031.00 "
FEM/POP REVASC UNI W/ATHER,"$15,461.00 "
FEM/POP REVASC UNI W/STENT,"$38,457.00 "
FEM/POP REVASC UNI W/STENT&ATH,"$15,407.00 "
FEM/POP REVASC UNI W/STNT&ATHR,"$42,575.00 "
FENOFIBRATE 145 MG TAB,$13.71 
FENOFIBRATE 145 MG TABLET,$13.71 
FENOFIBRATE 48 MG TAB,$2.46 
FENOFIBRATE 48MG TABLET,$2.46 
"FENOFIBRATE CAPSULE, 54 MG",$4.15 
FENTANYL 0.1MG(X1)INJ NAS,$5.76 
FENTANYL 10 MCG/ML IV SYR,$4.36 
FENTANYL 100 MCG/HR PATCH,$110.70 
FENTANYL 100MCG/HR PATCH,$110.70 
FENTANYL 12 MCG/HR PATCH,$41.52 
FENTANYL 12MCG/HR PATCH,$41.52 
FENTANYL 25 MCG/HR PATCH,$27.68 
FENTANYL 25MCG/HR PATCH,$27.68 
FENTANYL 50 MCG/HR PATCH,$45.66 
FENTANYL 5000MCG/250ML NS,$1.65 
FENTANYL 50MCG/HR PATCH,$45.66 
FENTANYL 75 MCG/HR PATCH,$80.27 
FENTANYL 75MCG/HR PATCH,$80.27 
"FENTANYL CITRATE INJ, 0.1 MG",$4.36 
FENTANYL IN NS 0.1MG/ML(50X),$1.65 
FENTANYL INJ 0.1MG (1X),$4.36 
FENTANYL INJ 0.1MG (25X),$4.36 
FER.SULFATE 45MG ERT(SLOW FE),$0.16 
FERRIC CARBOXYMALTOS 1 MG INJ,$3.17 
FERRIC CARBOXYMALTOSE 1MG(750X,$3.17 
FERRIC SUBSULFATE 500ML,$88.56 
FERRIC SUBSULFATE 500ML SOLN,$88.56 
FERRIC SUBSULFATE PER ML,$0.20 
FERRITIN ASSAY,$144.00 
FERROUS SULFATE 15MG/1ML LIQ,$8.32 
FERROUS SULFATE 300 MG/5ML LIQ,$2.77 
FERROUS SULFATE 325MG FC TAB,$0.11 
FERROUS SULFATE 45 MG ER TAB,$0.16 
FERROUS SULFATE LIQ 15MG,$8.32 
FERROUS SULFATE LIQ 300MG/5ML,$2.77 
FERROUS SULFATE TABLET 325MGUD,$0.11 
FERUMOXYTOL 1 MG INJ NON-ESRD,$2.18 
FERUMOXYTOL 1MG INJ NESRD(510X,$2.18 
FETAL ANEUPLOIDY PANAROMA,"$1,811.00 "
FETAL BIOPHYS PROFILE W/O NST,$756.00 
FETAL BIOPHYSICL PROFILE W/NST,$840.00 
FETAL CONTRACTION STRESS TEST,"$1,068.00 "
FETAL ECHO COLOR FLOW ADD-ON,$876.00 
"FETAL ECHOCARDIOGRAPHY,COMPLTE",$602.00 
"FETAL ECHOCARDIOLOGY,FU/REPEAT",$542.00 
FETAL FIBRONECTIN ASSAY,$600.00 
FETAL MONITOR-EXTERNAL,$712.00 
FETAL MONITORING DURING LABOR,$590.00 
FETAL MONITOR-INTERNAL SCALP,"$2,597.00 "
FETAL NON-STRESS TEST,"$1,068.00 "
FETAL SCALP BLOOD SAMPLING,$788.00 
"FETAL SCREEN, ROSETTE TECHNIQU",$69.00 
FEXOFENADINE 180 MG TAB,$9.70 
FEXOFENADINE 60 MG TAB,$5.53 
"FEXOFENADINE CAPSULE, 60 MG",$5.53 
"FEXOFENADINE TABLET, 180 MG",$9.70 
"FIBRIN SEALANT, LEV12",$898.80 
"FIBRIN SEALANT, LEV23","$2,413.95 "
FIBRIN SHEATH STRIPPING,$690.00 
FIBRIN SPLIT PRODUCTS,$78.00 
"FIBRINOGEN, ACTIVITY",$176.00 
FIBRINOLYSIS- CHEST TUBE-DAY 1,"$2,087.00 "
FIBRINOLYSIS-CHESTTUBE-SUB DAY,"$1,875.00 "
FIDAXOMICIN 200 MG TAB,$628.14 
FIDAXOMICIN 200 MG TABLET,$628.14 
FIDUCIAL MARKER PLACEMENT,$370.00 
FIDUCIAL NEEDLE  21GX15CM,$677.25 
FIDUCIAL NEEDLE 19GX20CM,$472.50 
FIDUCIARY MARK ABD/P/R,"$1,542.00 "
FIDUCIARY MARK OTHER,"$2,003.00 "
FILGRASTIM 1MCG (ZARXIO) 300X,$3.50 
FILGRASTIM 1MCG (ZARXIO) 480X,$3.47 
FILGRASTIM G-CSF INJ 1MCG,$2.99 
FILGRASTIM SNDZ  300MCG/0.5ML,$3.50 
FILGRASTIM SNDZ 480MCG/0.8ML,$3.47 
FILTER VENA CAVA DENALI FEM,"$5,025.00 "
FILTER VENA CAVA KIT DENALI,"$5,025.00 "
"FILTER,VENA CAVA ,LEV35","$4,095.00 "
"FILTER,VENA CAVA ,LEV36","$4,725.00 "
"FILTER,VENA CAVA ,LEV37","$5,775.00 "
"FILTER,VENA CAVA,LEV 36","$4,725.00 "
FINASTERIDE 5 MG TAB,$11.07 
