Chg Code,Description,Price,CPT Code
1217403,DILTIAZEM 60MG TAB  ,$14.33,     
1217404,DILTIAZEM 30MG TAB  ,$14.33,     
1217406,DILTIAZE 180MG SR CP,$43.00,Z7610
1217412,HYDRALAZINE 25MG TAB,$14.33,     
1217413,HYDRALAZINE 10MG TAB,$14.33,Z7610
1217416,HCTZ 25MG TAB       ,$14.33,Z7610
1217423,HYDROCORT 1%OIN 30GM,$20.95,Z7610
1217427,HYDROCORT 1%CR 30GM ,$20.95,     
1217428,HYDROCORTISON 5MG TB,$14.33,Z7610
1217432,HYDROXYZINE 25MG TAB,$14.33,     
1217433,HYDROXYZINE 10MG TAB,$14.33,     
1217444,IBUPROFEN 100MG/5ML ,$14.33,Z7610
1217445,IBUPROFEN 200MG TAB ,$14.33,Z7610
1217446,IBUPROFEN 400MG TAB ,$14.33,Z7610
1217447,IBUPROFEN 600MG TAB ,$14.33,Z7610
1217453,INDOMETHACIN 25MG CP,$14.33,Z7610
1217458,IRBESARTAN 150MG TAB,$30.87,     
1217466,ISONIAZID 300MG TAB ,$14.33,     
1217468,ISOSORBIDE DI 10MGTB,$14.33,Z7610
1217469,ISOSORBIDE DI 20MGTB,$14.33,Z7610
1217473,ISOSORB MON 30MGSRTB,$14.33,     
1217474,ISOSORB MON 60MGSRTB,$14.33,     
1217476,ITRACONAZOL 100MG CP,$154.35,     
1217480,KETAMINE 500MG/10ML ,$163.17,J3490
1217483,KETOCONAZOL 200MG TB,$30.87,Z7610
1217486,KETOROLAC 10MG TAB  ,$14.33,     
1217488,LABETALOL 100MG TAB ,$14.33,Z7610
1217492,LAMIVUDINE 150MG TAB,$76.07,     
1217493,LAMOTRIGINE 100MG TB,$14.33,Z7610
1217498,LATANOPR.005%OS 2.5M,"$1,243.62",Z7610
1217504,LEVOFLOXACIN 250MGTB,$181.91,Z7610
1217506,LEVOTHYROXI 25MCG TB,$14.33,Z7610
1217507,LEVOTHYROX 125MCG TB,$14.33,     
1217509,LEVOTHYROXI 50MCG TB,$14.33,Z7610
1217511,LEVOTHYROX 200MCG IV,$745.29,J3490
1217513,LEVOTHYROXIN 75MCGTB,$14.33,Z7610
1217514,LEVOTHYROXI 88MCG TB,$14.33,Z7610
1217516,LIDOCAINE 2% GEL 5ML,$58.43,     
1217520,LIDOCAINE 1% 20ML   ,$31.97,Z7610
1217521,LIDOCAINE 2% INJ 20M,$31.97,Z7610
1217522,LIDOCAINE2%100MG/5ML,$74.97,     
1217530,LISINOPRIL 5MG TAB  ,$14.33,Z7610
1217540,LIDO2.5-PRIL2.5CR30G,"$1,164.24",     
1217541,LINDANE 1% SHAM 60ML,$36.38,     
1217543,LINEZOLID 600MG TAB ,$956.97,     
1217547,LISINOPRIL 10MG TAB ,$14.33,Z7610
1217548,LITHIUM CARB 300MGCP,$14.33,Z7610
1217550,LOPERAMIDE 2MG CAP  ,$14.33,Z7610
1217552,LORATADINE 10MG TAB ,$14.33,     
1217553,LORAZEPAM 0.5MG TAB ,$27.56,Z7610
1217555,LOSARTAN 50MG TAB   ,$27.56,     
1217561,MAGNESIUM CITR 300ML,$14.33,Z7610
1217564,MAGNESIUM OX 400MGTB,$14.33,Z7610
1217569,DINOPROS 10MG VG INS,"$1,779.44",Z7610
1217573,DIPHENHYDRAMI25MG CP,$14.33,Z7610
1217575,DIPHENO2.5-ATR.025TB,$14.33,Z7610
1217576,DIPIVEFRIN .1%OS 5ML,$239.24,     
1217577,DIPYRIDAMOLE 25MG TB,$14.33,     
1217581,DIVALPROEX 250MGDRTB,$14.33,     
1217582,DIVALPROEX 125MGDRCP,$14.33,     
1217588,DOCUSATE NA 100MG CP,$6.67,Z7610
1217589,DONEPEZIL 5MG TAB   ,$92.61,     
1217600,DOXYCYCLINE 100MG IV,$315.32,     
1217601,DOXYCYC HYC 100MG TB,$14.33,     
1217609,ENALAPRIL 5MG TAB   ,$14.33,     
1217610,ENALAPRILAT1.25MG/ML,$74.97,Z7610
1217611,ENTACAPONE 200MG TAB,$37.49,     
1217624,ERYTHR OP5MG/GM 1GM ,$40.79,Z7610
1217632,ESMOLOL 10MG/ML 10ML,$453.13,Z7610
1217634,ESTRADIOL 1MG TAB   ,$14.33,     
1217638,"ESTROGEN, CONJ 0.3MG",$20.95,     
1217640,"ESTROGEN,CONJ.625 TB",$20.95,     
1217647,ETHYL CHL SPR 105ML ,$226.01,Z7610
1217649,ETOMIDATE 2MG/ML 10M,$321.93,Z7610
1217651,FAMOTIDINE 20MG/2ML ,$48.51,Z7610
1217652,FAMOTIDINE 20MG TAB ,$48.51,Z7610
1217664,FLUTICASO 110MCG 12G,$190.73,     
1217672,FOLIC ACID 1MG TAB  ,$14.33,     
1217677,FOSINOPRIL 10MG TAB ,$14.33,     
1217684,FENTANYL 25MCG/HR PT,$27.56,Z7610
1217685,FENTANYL 50MCG/HR PT,$11.03,Z7610
1217686,FENTANYL 75MCG/HR PT,$16.54,     
1217687,FENTANY 100MCG/HR PT,$27.56,X6206
1217689,FERR SULF 300MG/5 UD,$14.33,     
1217691,FERR SULF 325MG TAB ,$14.33,Z7610
1217694,FEXOFENADINE 60MG TB,$14.33,     
1217696,FLUCONAZOLE 100MG TB,$84.89,Z7610
1217697,FLUDROCORTIS .1MG TB,$14.33,     
1217698,FLUMAZENIL 0.5MG/5ML,"$1,094.78",     
1211208,K & NA PHOS PWD PKT ,$12.13,Z7610
1211261,FENT2MCG-BUP.1% 250M,$555.66,     
7211999,DOBUTAMINE 250MG INJ,$476.28,J1250
1217503,LEVOCARNITINE 330MG ,$0.12,
7212007,IRON SUCROSE 1MG INJ,$6.30,J1756
1219266,DILTIAZEM 125MG/25ML,$476.28,     
2318165,OT ATTEN CUR        ,$0.01,G9165
2318166,OT ATTEN GOAL       ,$0.01,G9166
2318167,OT ATTEN DC         ,$0.01,G9167
2318168,OT MEMORY CUR       ,$0.01,G9168
2318169,OT MEMORY GOAL      ,$0.01,G9169
2318170,OT MEMORY DC        ,$0.01,G9170
1217997,MEXILETINE 200MG CAP,$12.13,
1212877,MOME/FORM 100/5 8.8G,$33.08,
1212850,MOME/FORM 200/5 8.8G,$33.08,
1413002,ADT/EXT PACE/NEU LD1,"$19,590.52",C1883
1413004,AICD OHR THN SGL/DU1,"$94,244.49",C1882
1413183,LEAD PMKR NON-TRN L1,"$2,935.58",C1898
1414924,SHEATH NON-LASR 1   ,$299.54,C1894
1218021,PRAVASTATIN 10MG TAB,$12.13,     
1218204,PRAVASTATIN 20MG TAB,$12.13,Z7610
1218392,ATORVASTATIN 20MG TB,$44.10,Z7610
1218465,PRAVASTATIN 40MG TAB,$12.13,     
1218643,ATORVASTATIN 40MG TB,$13.23,Z7610
1218758,BET VAL 0.1%OIN 15GM,$66.15,     
1218762,BETAME VAL.1% LOT 60,$262.40,     
1218764,BETAM-DIP.05%OIN 15G,$157.66,     
1219388,HYDROCORT 1% LOT 120,$87.10,     
1219935,BETAM AUG.05%CRM 15G,$124.58,     
1413057,CATH SUPRPUBC-CYSTO1,$133.88,C2627
7210663,ATORVASTATIN 80MG TB,$12.13,     
7211218,PRAVASTATIN 80MG TAB,$12.13,Z7610
7211612,BETAME DP .05% LOT60,$160.97,     
7211635,BETAMET VAL.1% CR 15,$49.61,     
1213375,MEDROXYPROG 1MG INJ ,$14.70,J1050
1210197,CEFTRIAXONE 250MGINJ,$69.46,J0696
1212416,CEFAZOLIN 500MG INJ ,$14.33,J0690
1213039,APIXABAN 5MG TAB    ,$47.41,
1212294,TICAGRELOR 90MG TAB ,$47.41,
1217016,ATORVASTATIN 10MG TB,$12.13,Z7610
7211827,BIVALIRUDIN 1MG INJ ,$26.46,J0583
1221223,NICARDIP 20MG/200 NS,$476.28,Z7610
7211493,CLIND 6MG/ML D5W 50M,$12.13,
1211754,MIDAZ 1MG/ML NS100ML,$340.67,     
1315019,AGENT NOS ASSAY W-OP,$64.87,87899
1210149,CEFOXITIN 1GM IJ    ,$242.55,J0694
1213275,RECT PROT/EMOL OIN57,$31.97,
7211622,CALAMINE LOTN 180ML ,$24.26,
1217256,CALC CARB 500MG CHW ,$12.13,Z7610
7211649,PHENOBARBI 32.4MG TB,$12.13,Z7610
1218441,MISOPROSTO 200MCG TB,$12.13,
1213324,DOXYCYC MON 100MG CP,$26.25,Z7610
7211454,BENZOIN TINCT 60ML  ,$70.56,
1211958,WITCH HAZEL-GLYC PAD,$29.77,
7210162,AMINOCAP ACID 5GM IJ,$18.74,
7211589,POVI-IODIN 10% 120ML,$12.13,Z7610
1217053,BETAM DIPR.05CRM 15G,$71.66,
1410012,OTH STER SUPP LVL 12,"$2,012.31",     
1218267,SCOPOLAMINE 1.5MG PT,$54.02,
7210842,LUBIPROSTONE 24MCG  ,$49.61,
1212536,IVIG (PRIVIGEN)500MG,$408.00,J1459
1217467,ISOPROTERENOL1MG/5ML,$265.70,
7210382,TETRACAINE 1% INJ   ,$80.48,
1213360,FENTAN 10MCG/ML 250M,$74.97,
1213389,MESALAMIN 400MG DRCP,$31.97,
1212555,ROTIGOT 8MG/24HR PTC,$49.61,
395001,S-INS PICC WO SQP U5,"$3,235.13",36568
395002,S-RPL COMP PICC WO  ,"$3,235.13",SURG 
395003,S-INS PICC WO SQ O5 ,"$3,235.13",36569
2318996,OT SWALLOW CUR      ,$0.01,G8996
2318997,OT SWALLOW GOAL     ,$0.01,G8997
2318998,OT SWALLOW DC       ,$0.01,G8998
7210193,CLINDAMYCIN 300MG IJ,$54.02,
7210974,MINERAL OIL TOP 25ML,$29.63,
1219674,CARBAMAZE 200MG/10ML,$0.02,
1219997,LIDO2%EPI1:200000/10,$118.15,
1219899,TRIAMCINOL.1%OIN 15G,$28.44,
1211751,VIT D3 2000UNT CAP  ,$11.03,     
1719023,INHALATION TRTMT INI,$281.58,94640
1719024,INHALATION TRTMT SUB,$281.58,94640
1719025,EVAL-DEMO INHL DEVCE,$287.56,94664
1217386,DEXTROSE25%-H2O 10ML,$29.77,     
1314584,PROT E-PHOR-URIN-CSF,$90.08,84166
1374190,CHOLESTEROL TOTAL   ,$6.54,82465
1316422,HEXAGONAL PHOSPHOLIP,$90.08,85598
282823,PULSE OXIMTRY SINGLE,$228.86,94760
390001,S-DECLOT VASC DEV   ,"$1,423.45",36593
390002,S-INS NT CVS LT5YO  ,"$3,235.13",36555
390004,S-INS TU CVC WOPU U5,"$7,189.18",36557
390005,S-INS TU CVC WOPU O5,"$7,189.18",36558
390006,S-INS TU CVAD WSQ U5,"$8,627.02",36560
390008,S-INS TU CVAD W PUMP,"$8,627.02",36563
390009,S-INS T CVAD 2C WOSQ,"$8,627.02",36565
390010,S-INS T CVAD 2C WSQP,"$8,627.02",36566
390011,S-INS PR CVAD WSQ U5,"$7,189.18",SURG 
390014,S-RPLC ONL CA CVAD W,"$7,189.18",SURG 
390016,S-RPLC COMP T CVC WO,"$7,189.18",SURG 
390017,S-RPL COM TCVAD PORT,"$8,627.02",SURG 
390018,S-RPL COM TCVAD PUMP,"$8,627.02",SURG 
390019,S-RPL COM PER CVAD W,"$7,189.18",SURG 
390020,S-RMV TUN CVC WO SQ ,"$1,797.31",36589
390021,S-RMVL TU CVAD W SQ ,"$3,115.31",36590
1374205,CORTICOSTERONE      ,$102.29,82528
1691127,IR-RMV TUN CVC WO SQ,"$1,728.17",36589
1691128,IR-RMVL TU CVAD W SQ,"$3,110.71",36590
2811110,S-RPL COM TCVAD PUMP,"$8,627.02",SURG 
2811111,S-RPLC ONL CA CVAD W,"$7,189.18",SURG 
2811112,S-INS PR CVAD WSQ U5,"$7,189.18",SURG 
2811113,S-INS T CVAD 2C WSQP,"$8,627.02",36566
2811114,S-INS TU CVAD W PUMP,"$8,627.02",36563
2811115,S-INS TU CVAD WSQ U5,"$8,627.02",36560
2811116,S-INS TU CVC WOPU U5,"$7,189.18",36557
2811117,S-INS NT CVS LT5YO  ,"$3,235.13",36555
2811398,S-INS TU CVC WOPU O5,"$7,189.18",36558
2811399,S-INS T CVAD 2C WOSQ,"$8,627.02",36565
2811404,S-RPLC COMP T CVC WO,"$7,189.18",SURG 
2811405,S-RPL COM TCVAD PORT,"$8,627.02",SURG 
2811406,S-RPL COMP PICC WO  ,"$3,235.13",SURG 
2811407,S-RPL COM PER CVAD W,"$7,189.18",SURG 
2811472,S-INS NT CVC GT 5YR ,"$3,235.13",36556
2811473,S-INS CENTRAL PORT  ,"$8,627.02",SURG 
2811525,S-DECLOT VASC DEV   ,"$1,423.45",36593
1213702,FILGRASTI G-CSF 1MCG,$16.54,J1442
1872222,EV SP FLUENCY       ,$811.08,92521
1872223,EV SP PROD          ,$811.08,92522
1872224,SP SOUND LANG COMP  ,$811.08,92523
1872225,BEHAV QL ANAL VOICE ,$811.08,92524
1321188,1ST SEP ID AB       ,$135.28,88342
1321189,ICC ADD AB PER SLIDE,$225.75,88341
1612416,BR-PLC LOC DVCE 1ST ,"$4,826.34",MANUL
1621627,US-BRST BX LOC CLP 1,"$10,883.23",MANUL
1621628,US-PLC LOC DVCE 1ST ,"$4,626.25",MANUL
2811824,US-BRST BX LOC CLP A,"$10,076.83",MANUL
2811826,BR-PLC LOC DVCE ADD ,"$4,469.27",MANUL
2811828,US-PLC LOC DVCE ADD ,"$4,283.56",MANUL
1374609,HETEROPHILE AB SCREE,$24.20,86308
1612410,BR-BRST BX LOC CLP 1,"$4,529.19",MANUL
2811823,BR-BRST BX LOC CLP A,"$2,096.85",MANUL
1213718,AMNIOFIX SQ CM      ,$436.59,Q4100
7210784,TD IM NO PRSRV GE 7Y,$48.51,90714
7212193,TETANUS IG HUM 250U ,"$1,015.40",J1670
1212270,AMIODARONE 30MG INJ ,$115.76,J0282
1211540,LACOSAMIDE 10MG/1ML ,$74.95,     
7210972,FENT2MCG-ROP.2% 100M,$305.00,     
1417053,TISSUE NON-HUMAN 5  ,"$7,893.13",C1763
1210362,AMPICILL 125/5ML 100,$24.26,     
1211087,LIDOCAINE 4% SOL 4ML,$48.51,     
1211503,RABIES IG HEAT TX   ,"$3,624.16",90376
1211643,ATROPINE 0.01MG INJ ,$1.14,J0461
1211943,THEOPHYLLINE 40MGINJ,$37.49,J2810
1212398,BENZ 20%DENT LIQ 60G,$213.89,Z7610
1212449,ESTROGEN VAG CR 30GM,$173.09,     
1212949,PRAM-PE-GLY-PETR 26G,$24.26,     
1213433,HEP B VAC PED       ,$170.89,90744
1213861,BENZOIN TINCT 120ML ,$70.56,     
1217741,HYDROCORT 25MG SUPP ,$14.33,     
1218113,NYSTAT 100KU/G CR15G,$16.54,     
1219332,FLUORESC NA 1MG STRP,$11.03,Z7610
7210148,OPTHAL IRR EXTR 30ML,$60.64,Z7610
7210251,ALBUTEROL2.5MG/.5NEB,$24.26,Z7610
7210546,PHENOL 1.4%SPR 177ML,$28.67,     
7210903,IPRATROPIU .02% 2.5M,$30.87,     
7211966,MAGNES SULF 500MGINJ,$0.93,J3475
1210607,ESTRAD.05MG/24 PT 2X,$49.61,     
1210745,DELSYM 30MG/5ML 90ML,$52.92,     
1211347,MILRINONE 5MG INJ   ,$51.82,J2260
1212754,CEFUROXIME 750MG INJ,$192.94,J0697
1212823,VITAMIN D 400IU CAP ,$11.03,     
1217300,CETIRIZINE 10MG TAB ,$13.23,     
1217681,FENOFIBRATE 160MG TB,$16.54,     
1218133,OXYCODONE 5MG TAB   ,$22.05,     
1218134,OXYCODONE 10MG TAB  ,$22.05,     
1218837,ISOSORB MONO 10MG TB,$11.03,     
1219748,DESIPRAMINE 50MG TAB,$22.05,     
1212389,ONDANSETRON 8MG PO  ,$13.23,     
1218124,BELLADON/OPIUM SUPPO,$35.28,     
7211295,LOPERAMIDE 1MG/7.5ML,$13.23,     
7211867,ZIPRSIDNE MESYL 10MG,$93.71,J3486
7210509,OXYTOC 30U/NS 500ML ,$141.12,J2590
1316382,PROCALCITONIN PCT   ,$120.11,84145
1318148,XM IS AND AHG       ,$0.00,     
1315154,LIPOPROTEIN LP-PLA2 ,$52.23,83698
1316538,MYCOPENOLATE QT     ,$48.05,80180
1316418,C DIFF AMPLI PROBE  ,$180.17,87493
1212307,HEPATITIS B GLOB 1ML,$510.46,90371
1212886,NALOXONE HCL 1MG INJ,$74.97,J2310
1219212,CHOLESTYR LT POW 4GM,$22.05,     
1219285,ENALAPRILAT 2.5MG/2M,$79.38,     
1219303,ETIDRONATE 200MG TAB,$38.59,     
1219522,POLYVINYL 1.4%OS 15M,$66.15,     
1219577,SULFAME800-TMP160/20,$14.33,     
1219634,NIFEDIP OSM 60MGSRTB,$22.05,     
1219927,SPS 15GM/60ML SUSP  ,$81.59,Z7610
1221014,RINGER LAC UP TO 1L ,$121.28,J7120
1221112,D5-0.2% NACL 500ML  ,$97.02,     
1221150,SOD CHLOR .9% 100ML ,$110.25,X7700
1221209,AA5 D15W 2000ML     ,$551.25,     
1221300,SOD CHLOR .9% 50ML  ,$110.25,X7700
2811776,ISOSULFAN BLUE 1MG  ,$26.37,Q9968
7210046,TROLAMINE 10%CR 90GM,$44.10,     
7210476,VITAMIN D 400IU TAB ,$11.03,     
7210618,OMEGA-3 ACID 1GM CAP,$14.33,     
7210787,CLIND 18MG/ML D5W 50,$220.50,Z7610
7210794,DIPH/TET/ACPERT .5ML,$526.39,90715
7211038,PYRE.33-PIPER4%120ML,$36.38,     
7211604,ZINC OX 40% OINT 30G,$29.77,     
7211633,MAGNES SULF GRAN 1GM,$47.41,     
7212065,DEX 5%/WATER 50ML   ,$60.64,     
7212231,HYA OVIN-1USP TO999U,$346.19,J3471
1218818,LIDOC-MPF 2% INJ 5ML,$74.97,Z7610
1218891,DILTIAZE 120MG SR CP,$14.33,     
1218919,LIDOCAINE 10MG IV   ,$7.50,J2001
1314108,GENERAL HEALTH PANEL,"$1,673.09",80050
282808,CAR SEAT BED TST 60M,$149.78,94780
282809,CAR SE-BED TST AD 30,$53.93,94781
282850,LACTATION CONSULT   ,$53.93,S9443
1210130,MORPHINE UP TO 10MG ,$24.26,J2270
1210212,ACYCLOVIR 5MG INJ   ,$2.48,J0133
1210251,MORPHINE PF 10MG INJ,$31.97,J2274
1210343,EMOLLIENT LOT 473ML ,$51.82,     
1210558,VANCOMYCIN 500MG INJ,$41.90,J3370
1210563,HYDR PEROX 3% 240ML ,$14.33,Z7610
1210601,MENTH-METH SA CR 60G,$24.26,     
1210746,MULTIVITAM INJ 10ML ,$79.38,Z7610
1210801,DEXAMETH NA 1MG INJ ,$5.51,J1100
1210826,IMMU GLOB LYO 500MG ,$231.53,J1566
1211199,DEXTROSE 50% 50ML   ,$72.77,     
1211585,ALUM160-MAG105MG CHW,$14.33,     
1211796,ARTIFIC TEAR OIN3.5G,$70.56,     
1212220,INSULIN 1 UNT INJ   ,$14.33,J1815
1212224,INSULIN 1 UNT INJ   ,$11.03,J1815
1212235,ACYCLOVIR 5% OINT 30,"$1,378.13",     
1212410,PRAM1-CALA8%LOT 177M,$33.08,     
1212585,ATROPINE 0.01MG INJ ,$1.44,J0461
1212658,POTASSI CHL 2MEQ INJ,$2.21,J3480
1212723,HYDROXYZI UP TO 25MG,$11.03,J3410
1212732,NALBUPHINE 10MG INJ ,$77.18,J2300
1212825,DOXYCYC MON 100MG TB,$14.33,Z7610
1212904,THROAT LOZENGE      ,$11.03,     
1212931,AL200-MG200-SIM20/5M,$14.33,Z7610
1212984,GENTAMICIN UPTO 80MG,$48.51,J1580
1213212,FLUMAZENIL.1MG/ML 1M,$18.74,     
1213291,CAPSIC OLE.025%CR60G,$40.79,     
1213394,DIAZEPAM 5MG INJ    ,$148.84,J3360
1213459,PN VIT/FE/FA 60-1 TB,$14.33,Z7610
1213540,TRACE 9 MINERALS 10M,$145.53,     
1213614,LABETALOL 5MG/1ML 1M,$5.51,     
1215001,PATIENTS OWN MED    ,$0.00,     
1215002,NON FORMULARY MED   ,$0.00,     
1218071,NEOM-POLY-GRAM OS10M,$242.55,     
1218073,NEO-POLY-HC OTIC10ML,$145.53,Z7610
1218075,NEOMY-POLY B 1ML IRR,$175.30,     
1218290,SOD BICARB 8.4% 50ML,$82.69,     
1218576,POV-IODIN 10%OIN 30G,$22.05,     
1213136,MORPHINE PF 10MG INJ,$36.75,J2274
1316449,VALPROIC ACID TOTAL ,$949.20,80164
1316451,VALPROIC ACID FREE  ,$949.20,80165
1316452,DIGOXIN TOTAL       ,$918.75,80162
1316453,DIGOXIN FREE        ,$918.75,80163
1316546,HPV LOW RISK TYPES  ,$36.75,87623
1316547,HPV HIGH RISK TYPES ,$36.75,87624
1316548,HPV TYPE 16 18 W 45 ,$36.75,87625
1316600,PRS DRG IA ANAZ     ,$781.95,80307
1321193,ICC MLTPX AB ST     ,$205.00,88344
1321194,TUMOR IHC QT MAN    ,$123.00,88360
1321195,TUMOR IHC QT UTO    ,$123.00,88361
1621638,US-BREAST COMPLETE  ,"$2,176.65",76641
1621639,US-BREAST LIMITED   ,"$2,176.65",76642
1214003,ADENOSINE 1MG INJ   ,$28.88,J0153
1214008,PROPOFOL 10MG INJ   ,$1.51,J2704
1214009,PROPOFOL 10MG INJ   ,$1.52,J2704
1214010,PROPOFOL 10MG INJ   ,$1.51,J2704
1212303,OSELTAMIVIR 6MG/ML  ,$13.13,     
1314006,RBC PRETREAT CHEM   ,$105.00,86970
1314014,RBC PRETREAT DIFF EA,$294.00,86978
1314586,"B CELLS, TOTAL COUNT",$44.80,86355
1210235,AMIODARONE 30MG INJ ,$5.25,J0282
1210769,VITAMIN A 50000IU CP,$10.50,     
1317008,"BRCA1,BRCA2 185DELAG",$420.00,81212
7210519,MAGNES SULF 5% 100ML,$78.75,     
1621640,US-BREAST COMPLET BI,"$2,176.65",76645
1621641,US-BREAST LIMITED BI,"$2,176.65",76642
1417055,TISSUE NON-HUMAN 7  ,"$11,526.38",C1763
1213880,ERYTHROMY 250MG DRTB,$13.65,     
1217154,GUAIFENE SR 600MG TB,$15.75,     
1218341,GI COCKTAIL         ,$36.75,     
7210393,SOD HYALUR 10MG/MLOS,$981.75,     
1410023,TUBE DRAIN CATH 3   ,$119.70,     
1414224,CATH OCCLUSION 1    ,$422.10,C2628
1212881,SOD CHLOR .9% 2000ML,$113.14,     
1218328,SOD CHLOR .9% 500ML ,$113.14,Z7610
1219474,SOD CHLOR .9% 1000ML,$113.14,Z7610
1219475,SOD CHLOR .9% 3000ML,$113.14,     
7210922,GLYCINE 1.5% IR 3000,$113.14,     
7211555,LR IRRIG 3000ML     ,$113.14,     
7211701,STER WATER IRR1500ML,$113.14,     
2892490,Q14679Y-CHR DNA PCR ,$292.86,81403
2892202,Q15544 NOROV EIA IA ,$98.00,87449
2892100,Q10306 HEP PNL W/REF,$20.90,80074
2892360,Q236 AMIKACIN IA    ,$18.02,80150
2892362,Q329 CARBAMAZ TOT IA,$8.00,80156
2892524,Q8812 CYA TRGH BL IA,$13.86,80158
2892563,Q841 HSV CULT HS    ,$8.00,87255
2892001,Q211 ACTH PL IA     ,$14.83,82024
2892005,Q237 AFP TUMR MRK IA,$9.60,82105
2892170,Q70007 TAC HS LCMSMS,$20.00,80197
2892217,Q214 ETHOSUXIMIDE IA,$11.23,80168
2892218,Q227 ALDOLASE ENZEMA,$5.97,82085
2892222,Q235 A1A QT NEPH    ,$8.00,82103
2892260,Q30965 TOPIRA LCMSMS,$20.00,80201
2892326,Q605 LIDOCAINE IA   ,$12.01,80176
2892333,Q683 ACE SP         ,$12.00,82164
2892380,Q888 TOBRAMYCIN IA  ,$17.04,80200
2892433,Q17674MIC-ALBU U TUR,$5.00,82043
2892018,Q427 ERYTHROPOIET IA,$15.20,82668
2892019,Q439 ESTROG TOT RIA ,$18.50,82672
2892296,Q3967 FEC FT QL MIC ,$3.95,82705
2892297,Q4021 ESTRADIOL IA  ,$11.00,82670
2892366,Q377 CK ISOEN WO TOT,$4.00,82552
2892640,Q383 CRYOGLOB QL VI ,$3.61,82595
2892021,Q470 FSH IA         ,$5.00,83001
2892022,Q478 GASTRIN IA     ,$8.00,82941
2892040,Q615 LH IA          ,$5.00,83002
2892044,Q661 MYOGLOB U NEPH ,$9.72,83874
2892052,Q852 B2M SERUM NEPH ,$8.00,82232
2892058,Q929 VIT C LC/MS/MS ,$6.89,82180
2892121,Q17306 25(OH)D LCMSM,$9.00,82306
2892142,Q31789 HCYSTEINE ENZ,$11.90,83090
2892268,Q34604 LIPOPRT A ITA,$12.00,83695
2892318,Q523 5-HIAA U24 HPLC,$7.13,83497
2892328,Q636 HG BL ICP/MS   ,$13.60,83825
2892446,Q35202 PTH INTACT IA,$9.00,83970
2892601,Q30742 CALCITONIN IA,$14.40,82308
2892605,Q311 CAROTENE HPLC  ,$7.20,82380
2892655,Q5223 APOLIP A1 NEPH,$6.04,82172
2894388,Q7083GAMMAGLOB MGAD ,$14.50,82784
2892047,Q745 PROGESTERONE IA,$8.00,84144
2892079,Q4847 PREALBUM NEPH ,$5.60,84134
2892158,Q36399 B2 PL FD-HPLC,$23.60,84252
2892171,Q90353 VIT B1 LCMSMS,$10.50,84425
2892286,Q36592 POR F QT U HP,$16.96,84120
2892336,Q760 PROINSULIN IA  ,$127.00,84206
2892381,Q891 TRANSFERRI NEPH,$5.60,84466
2892006,Q249 ANA SCRN IFA   ,$3.00,86038
2892007,Q259 MITO AB IA     ,$6.28,86255
2892034,Q549 IFE SERUM      ,$11.71,86334
2892055,Q921 VIT A HPLC     ,$11.20,84590
2892060,Q945 ZN ICP/MS AS   ,$9.24,84630
2892084,Q5165 PROT S AG ITA ,$15.00,85305
2892147,Q34429 T3 FREE IA   ,$5.04,84481
2892230,Q255 DNA DS AB IA   ,$6.40,86225
2892234,Q265 ASO AB ITA     ,$3.50,86060
2892253,Q29256 CA 125 IA    ,$10.00,86304
2892276,Q349 COLD HEMAGGLUT ,$4.81,86157
2892278,Q352 F IX AC CLT DET,$65.00,85250
2892310,Q4948 PROT C AG IA  ,$15.00,85302
2892324,Q5819 CA 15-3 IA    ,$9.90,86300
2892343,Q825 SICKL CL HS SOL,$3.61,85660
1314158,BLD OCCULT FECES EIA,$206.85,82274
2892015,Q372 C-PEPTIDE IA   ,$10.00,84681
2892025,Q501 HBC AB TOT IA  ,$6.40,86704
2892029,Q528 HLA-B27 AG FC  ,$13.50,86812
2892030,Q539 IGA IMMUNOTURB ,$4.50,82784
2892032,Q543 IGG ITA        ,$5.50,82784
2892033,Q545 IGM ITA        ,$4.50,82784
2892035,Q555 HBEAG IA       ,$6.40,87350
2892036,Q556 HBEAB IA       ,$6.40,86707
2892061,Q964 MEAS AB IGG IA ,$3.25,86765
2892070,Q3679 TOXOPLAS AB IA,$9.08,86777
2892090,Q8369 HBV QT RT-PCR ,$70.00,87517
2892093,Q8503 CMV AB IGM IA ,$11.20,86645
2892096,Q8625 GIARDAG EIA IA,$8.00,87329
2892151,Q34838 HPYLAG EIA IA,$10.00,87338
2892155,Q35645 HCV RNAQT RT-,$70.40,87522
2892235,Q267 TG AB IA       ,$4.80,86800
2892374,Q706 ROTA AG DET EIA,$16.43,87425
2892384,Q908 COCCIDIO AB ID ,$26.25,86635
2892398,Q8459 CREATI U C-KIN,$2.50,82570
2892423,Q17303C.TRAC DNA SDA,$12.50,87491
2892534,Q91307 ECHIN IGG EIA,$50.00,86682
2894072,Q7832 ANTI-ENA      ,$12.00,86235
2894201,Q10582 SALMONELLA AB,$40.00,86768
2894381,"Q6421EPSTE-BARR, VCA",$24.75,86665
1374007,RBC PRETREAT ENZ    ,$12.00,86971
1374088,BLD TYPING RH PHENO ,$60.00,86906
1374533,"ANTIBODY ELUTION,RBC",$75.00,86860
2891739,NBS BIOTINIDASE     ,$18.25,82261
2891740,NBS GALACTOSE TRANS ,$18.25,82776
2891741,NBS HGB CHROMA      ,$18.25,83021
2891742,NBS HYDROXYPROG 17-D,$18.25,83498
