ITEM#,ITEM DESCRIPTION,PRICE
 7411054,FERROUS SULFATE TAB 325MG,$7.50
 7411067,DIFLUCAN IVPB PREMIX 200MG/100ML,$144.84
 7411069,FLUORESCEIN STRIPS,$7.50
 7411080,IMDUR TAB 30 MG,$7.50
 7411083,FORTAZ VIAL 1GM,$73.54
 7411086,LASIX VIAL 100MG/10ML,$35.00
 7411087,LASIX VIAL 40MG/4ML,$35.00
 7411089,LASIX VIAL 20MG/2ML,$35.00
 7411102,GENTAMICIN TOP 0.1% OINT/ 15 GM,$18.60
 7411108,GEODON 60MG CAPSULE,$27.96
 7411111,GLUCAGEN VIAL 1MG/ML,$848.80
 7411112,GLUCERNA LIQUID,$9.80
 7411129,HALDOL LIQUID 2MG/ML,$7.50
 7411136,HEPARIN VIAL 1000 UNITS/ML,$35.00
 7411138,HIBICLENS SOLN 4 OZ,$33.55
 7411140,HUMALOG MIX 75/25 VL 10 ML,$7.50
 7411143,HURRICAINE 20% GEL 1 OZ,$42.50
 7411149,BENADRYL LIQ 12.5MG/5ML,$7.50
 7411156,HYDROCORTISONE 1 % CREAM 30 GM,$38.75
 7411172,IMITREX VIAL 6MG,$314.08
 7411173,LOZOL TAB 2.5MG,$7.50
 7411174,INDERAL LA CAP 80MG,$9.00
 7411178,INTEGRILIN VIAL 2MG/ML 10ML,$197.35
 7411179,INTEGRILIN VIAL 0.75MG/ML 100ML,"$1,165.60"
 7411181,IPOL VACCINE MDV 5ML,$270.58
 7411185,ISORDIL TAB 20MG,$7.50
 7411190,KENALOG-40 VIAL 40MG/ML,$42.60
 7411194,TORADOL VIAL 60MG/2ML,$70.00
 7411196,TORADOL VIAL 30MG/ML,$35.00
 7411200,LABEL 1-53DP CHK DS/STR 1000,$45.36
 7411202,LACTULOSE LIQ 10GM/15ML,$29.75
 7411207,LANOXIN 0.5MG AMP,$298.54
 7411224,XYLOCAINE 2% PF SYRINGE 5ML,$35.00
 7411226,XYLOCAINE VISCOUS 2% SOLN 100ML,$9.80
 7411237,IMODIUM LIQ 1MG/5ML,$14.05
 7411240,TORADOL TAB 10MG,$7.50
 7411247,LOVENOX PF SYRINGE 30MG,$111.50
 7411248,LOVENOX PF SYRINGE 40MG,$148.70
 7411250,LOVENOX PF SYRINGE 80MG,$297.70
 7411257,MAGNESIUM 50% VIAL 5GM/10ML,$35.00
 7411258,MAGNESIUM 50% VIAL 2ML,$35.00
 7411264,MEGACE 40MG SUSP 1ML,$7.50
 7411274,METHYLENE BLUE 1% VIAL 10ML,$39.05
 7411287,MICONAZOLE 2% CREAM,$24.00
 7411288,MICONAZOLE 2% VAGINAL CRM 45GM,$57.25
 7411292,VERSED VIAL 2MG/ML,$54.75
 7411293,AMIDATE VIAL 40MG/20ML,$54.75
 7411294,MILK OF MAGNESIA LIQ 16OZ,$7.50
 7411295,MINERAL OIL 16OZ,$7.50
 7411302,M-M-R II SDV,$270.05
 7411305,MORPHINE PF SYRINGE 4MG/ML,$54.00
 7411306,MORPHINE PF SYRINGE 10MG/ML,$54.00
 7411314,NARCAN AMP 0.4MG/ML,$73.27
 7411315,NAROPIN INFUSION 2MG/ML 100ML,$108.95
 7411316,NAROPIN AMP 2MG/ML 20ML,$35.00
 7411335,NICOTINE PATCH 14MG,$15.75
 7411336,NICOTINE 21MG PATCH/ 1 EA,$9.75
 7411341,NITROGLYCERIN PATCH 0.1MG/HR,$7.90
 7411343,NITROGLYCERIN PATCH 0.6MG/HR,$10.18
 7411346,NITROGLYCERIN SL 0.4MG TAB/ 1 EA,$7.50
 7411354,GOLYTELY SOLN  4000 ML,$128.25
 7411357,NYSTATIN SUSP 100MUNIT/ML,$12.09
 7411358,SUPREP BOWEL KIT,$349.10
 7411359,ORAJEL 20% GEL,$23.50
 7411364,OWENS VL AMB PL SNAP VL 580X6DR,$286.12
 7411378,"HEPARIN PREMIX 25,000 UNITS/500ML 1/2 NS",$127.70
 7411382,PETROLATUM JELLY 1 OZ,$7.50
 7411391,PHYSOSTIGMINE AMP 1MG/ML,$35.00
 7411393,FELDENE CAP 20MG,$13.59
 7411395,PITOCIN VIAL 10 UNIT/ML,$35.00
 7411400,LAMICTAL TAB 100MG,$7.50
 7411402,POTASSIUM CHLORIDE 20% LIQ 16OZ,$20.00
 7411427,PROCTOZONE HC 2.5% CRM 30GM,$124.60
 7411434,PROPOFOL VIAL 10MG/ML 20ML,$66.45
 7411441,PROTONIX VIAL 40MG,$150.00
 7411449,RESINOL OINT 3.5OZ,$39.00
 7411456,NORFLEX VIAL 60MG/2ML,$35.00
 7411467,SENSOR/DEXTR 0.75% AMP 10X2ML,$35.00
 7411485,SOLU MEDROL VIAL 500MG,$70.05
 7411488,SPIRIVA INH 18MCG,$170.65
 7411490,SILVADENE CRM 1% 400GM,$219.45
 7411497,SEPTRA SUSPENSION 16OZ,$7.50
 7411511,THERA GESIC CREAM,$24.70
 7411519,THIAMINE 100MG/ML 2ML VIAL,$60.00
 7411546,DYAZIDE CAP 37.5/25MG,$7.50
 7411564,DEPAKENE SYRUP 250MG/5ML,$61.35
 7411575,ARTIFICIAL TEARS - REFRESH GEL,$7.50
 7411579,VITAMIN K AMP 10MG,$214.00
 7411585,XOPENEX NEB SOLN 0.31MG,$14.50
 7411587,XYLOCAINE 0.5% VIAL 50ML,$35.00
 7411588,XYLOCAINE 2% JELLY 5ML,$12.15
 7411589,XYLOCAINE/EPI 0.5% VIAL 50ML,$35.00
 7411590,XYLOCAINE-MPF 2% AMP 10ML,$36.55
 7411597,ZITHROMAX SUSP 100MG/5ML,$71.05
 7411598,ZITHROMAX SUSP 200MG/5ML,$61.75
 7411604,ZOFRAN VIAL 4MG/2ML 20ML,$133.55
 7411605,ZOFRAN VIAL 4MG/2ML 2ML,$66.68
 7411623,A-D OINTMENT 2OZ,$9.00
 7411625,AMPICILLIN VIAL 1GM,$66.50
 7411631,BICILLIN LA PF SYRINGE 1200 MUNITS,$784.40
 7411640,CATAPRES TTS PATCH 0.2MG,$129.23
 7411642,QUESTRAN POWDER 4GM/PKT,$8.25
 7411650,KEPPRA TAB 250MG,$7.50
 7411668,FEOSOL TAB,$7.50
 7411671,GRANULEX SPRAY 40Z,$97.05
 7411680,KETAMINE VIAL 500MG/10ML,$35.00
 7411681,LABETALOL VIAL 5MG/ML 20ML,$12.75
 7411685,METHADONE TAB 5 MG,$7.50
 7411695,PEPPERMINT OIL 3.7 ML,$7.50
 7411710,LEVAQUIN TAB 250MG,$7.50
 7411715,TETANUS VACCINE ***,$143.50
 7411718,TRANDATE TAB 100MG,$7.50
 7411726,ZOFRAN ODT TAB 8MG,$25.68
 7411755,MARCAINE 0.25% VIAL 30ML,$35.00
 7411756,MARCAINE 0.50% VIAL 30ML,$35.00
 7411766,XYLOCAINE 1% PF SYRINGE 5ML,$35.00
 7411772,DURAGESIC PATCH 100MG,$296.74
 7411780,TETRACAINE 0.5% OPTH SOLN,$34.38
 7411786,LEVOPHED 0.1% AMP 4MG/4ML,$35.00
 7411792,BENADRYL CREAM,$38.75
 7411798,THICK-IT ORG FORM 30 OZ,$7.50
 7411801,CROFAB VIAL 1GM,"$15,834.10"
 7411802,REFRESH OPTH DROPS 15 ML,$37.20
 7411806,TOBRAMYCIN OPTH DROPS 0.3% 5 ML,$210.15
 7411809,MEFOXIN VIAL 1 GM,$140.32
 7411811,MONSEL'S SOLUTION 16 OZ,$14.90
 7411815,PREVNAR 13 PF SYRINGE,$10.00
 7411818,CELESTONE SOLUSPAN VIAL 6MG/ML 5 ML,$149.50
 7411820,SYNTHROID TAB 112MCG,$7.50
 7411821,LEVAQUIN PREMIX 750MG BAG,$219.93
 7411824,REQUIP TAB 0.25MG,$7.50
 7411835,ROCALTROL CAP 0.25MCG,$7.50
 7411838,CATAPRES TTS PATCH 0.3MG,$176.60
 7411846,ELIMITE 5% CREAM 60GM,$348.00
 7411850,SYNTHROID TAB 25MCG,$19.70
 7411873,RACEMIC EPINEPHRINE NEBS,$9.50
 7411879,COUMADIN TAB 10MG,$7.50
 7411883,VITAMIN E CREAM,$17.90
 7411884,XYLOCAINE 5% OINT 37 GM,$29.90
 7411902,RECLAST PREMIX 5MG/100ML,"$2,175.59"
 7411920,LEVAQUIN PREMIX 250MG BAG,$185.00
 7411922,RISPERDAL LIQ 1MG/ML,$38.45
 7411924,HESPAN 6-0.9% BAG 500ML,$78.85
 7411926,NUPERCAINAL 1% OINT,$20.50
 7411927,SALINE FLUSH SYRINGE,$7.50
 7411928,"BACITRACIN VIAL 50,000 UNITS",$81.00
 7411933,NALTREXONE TAB 50MG,$7.50
 7411934,MAXIPIME VIAL 1 GM,$187.30
 7411941,XYLOCAINE 4% SOLN 50 ML,$45.00
 7412090,XYLOCAINE 2% VIAL 20ML,$35.00
 7412290,LISINOPRIL TAB 20MG,$7.50
 7412300,LISINOPRIL TAB 5MG,$7.50
 7412360,IMODIUM CAP 2MG,$7.50
 7412370,CLARITIN TAB 10MG,$7.50
 7412390,ATIVAN TAB 0.5MG,$7.50
 7412410,ATIVAN TAB 1MG,$7.50
 7412600,LYRICA CAP 25 MG,$36.19
 7412770,LAMICTAL TAB 25MG,$7.50
 7412800,LANOXIN TAB 0.25MG,$35.90
 7412830,LANOXIN TAB 0.125MG,$35.90
 7412990,LEVAQUIN TAB 500MG,$7.50
 7413000,LEVEMIR VIAL 10ML,$7.50
 7413320,SYNTHROID TAB 50MCG,$22.00
 7413340,SYNTHROID TAB 88MCG,$7.50
 7413360,LEXAPRO TAB 10MG,$7.50
 7413780,LISINOPRIL TAB 10MG,$7.50
 7413910,LOMOTIL TAB 2.5-0.025MG,$7.50
 7414080,LOTENSIN TAB 10MG,$7.50
 7414360,LYRICA CAP 75MG,$31.85
 7414420,MINTOX ANTACID SUSP 30ML,$9.45
 7414450,MAG 64 DELAY TAB,$7.50
 7414490,MAG-OX  TAB 400MG,$7.50
 7414650,ANTIVERT TAB 25MG,$7.50
 7414710,MEGACE TAB 20MG,$7.50
 7414730,MOBIC TAB 7.50MG,$7.50
 7415020,GLUCOPHAGE TAB 850MG,$7.50
 7415030,GLUCOPHAGE TAB 500MG,$7.50
 7415040,ROBAXIN TAB 500MG,$7.50
 7415050,ROBAXIN TAB 750MG,$7.50
 7415140,METHOTREXATE TAB 2.50MG,$10.80
 7415160,ALDOMET TAB 250MG,$7.50
 7415280,REGLAN TAB 5MG,$7.50
 7415281,REGLAN SYRUP 5MG/5ML,$7.50
 7415310,ZAROXOLYN TAB 2.5MG,$7.50
 7415350,LOPRESSOR TAB 25MG,$7.50
 7415450,FLAGYL TAB 500MG,$7.50
 7415569,TRANSDERM SCOP PATCH 1.5MG,$126.30
 7415710,LONITEN TAB 10MG,$7.50
 7415720,MIRAPEX TAB 0.125MG,$7.50
 7415750,REMERON TAB 30MG,$12.00
 7416180,MUCINEX ER TAB 600MG,$7.50
 7416270,BACTROBAN 2% OINT 22GM,$29.10
 7416420,NAMENDA TAB 10MG,$30.95
 7416710,NEURONTIN CAP 100MG,$7.50
 7416720,NEURONTIN CAP 300MG,$7.50
 7416730,NEURONTIN CAP 400MG,$7.50
 7416810,NICOTINE PATCH 7MG,$7.50
 7416820,NICOTINE PATCH 21MG,$7.50
 7416880,PROCARDIA XL TAB 30MG,$60.60
 7416920,MACROBID CAP 50 MG,$10.50
 7416990,NITROGLYCERIN/ D5W IVPB  50MG/250ML,$82.50
 7416991,NITROGLYCERIN/ D5W IVPB 100MG/250ML,$82.50
 7417010,NITROSTAT SL TAB 0.40MG,$7.50
 7417160,PAMELOR CAP 25MG,$7.50
 7417230,NOVOLOG,$7.50
 7417490,FISH OIL CAP 1000MG,$7.50
 7417570,NORFLEX ER TAB 100 MG,$7.50
 7417690,DITROPAN TAB 5 MG,$7.50
 7418030,PAXIL TAB 20 MG,$12.45
 7418820,PHOSLO CAP 667 MG,$7.50
 7418980,ABILIFY TAB 15MG,$128.95
 7419040,PLAQUENIL TAB 200MG,$7.50
 7419050,PLAVIX TAB 75MG,$7.50
 7419260,KLOR-CON TAB 8MEQ,$7.50
 7419280,KLOR-CON TAB 20MEQ,$7.50
 7419560,PRAVACHOL TAB 40 MG,$27.70
 7419670,PREDNISONE TAB 1 MG,$8.15
 7419680,PREDNISONE TAB 10 MG,$7.50
 7419700,PREDNISONE TAB 20 MG,$8.00
 7419710,PREDNISONE TAB 5 MG,$7.50
 7419780,PREMARIN TAB 0.625,$19.75
 7419820,PREPARATION H OINT 57GM,$12.98
 7419920,MYSOLINE TAB 50 MG,$7.50
 7420000,PROCARIDA CAP 10 MG,$7.50
 7420050,COMPAZINE TAB 10 MG,$7.50
 7420150,PHENERGAN SUPP 50MG,$19.33
 7420160,PHENERGAN SUPP 12.50MG,$35.07
 7420170,PHENERGAN SUPP 25MG,$34.49
 7420180,PHENERGAN TAB 25MG,$8.85
 7420258,LACTATED RINGERS 1000ML,$31.45
 7420260,RYTHMOL TAB 150 MG,$7.50
 7420320,INDERAL TAB 10 MG,$7.50
 7420330,INDERAL TAB 20 MG,$7.50
 7420390,PTU TAB 50 MG,$7.50
 7420410,PROSCAR TAB 5 MG,$7.50
 7420440,PROTONIX TAB 20 MG,$7.50
 7420450,PROTONIX TAB 40 MG,$11.00
 7420567,TYLENOL LIQUID 160MG/5ML,$7.50
 7420600,PYRIDIUM TAB 100 MG,$9.50
 7420820,TAPAZOLE TAB 5MG,$10.50
 7420826,CLEOCIN PREMIXED IVPB BAG  300 MG/50ML,$140.88
 7420827,CLEOCIN PREMIXED IVPB BAG  600 MG/50ML,$140.88
 7420860,ALTACE CAP 5 MG,$7.50
 7420892,KLOR-CON TAB 10MEQ,$7.50
 7420960,REGLAN TAB 10 MG,$7.50
 7420980,REMERON TAB 15 MG,$7.50
 7421020,REQUIP TAB 0.50 MG,$7.50
 7421180,RISPERDAL TAB 1 MG,$7.50
 7421210,RISPERDAL TAB 2 MG,$7.50
 7421230,RISPERDAL TAB 4 MG,$7.50
 7421447,IMOVAX,"$1,459.05"
 7421448,IMOGAM,"$1,668.42"
 7421485,CARDENE VIAL 25MG/10ML,$82.07
 7421550,KEPPRA VIAL 100MG/ML,$35.00
 7421590,XOPENEX NEB SOLN 1.25MG,$14.50
 7421660,SANTYL OINT 30GM,$957.60
 7421760,SELSUN LOTION 2.5% 120ML,$32.15
 7421770,SENOKOT TAB 8.6/50MG,$7.50
 7421790,SEROQUEL TAB 100 MG,$7.50
 7421800,SEROQUEL TAB 200 MG,$7.50
 7421810,SEROQUEL TAB 25 MG,$7.50
 7421870,ZOLOFT TAB 100 MG,$7.50
 7421880,ZOLOFT TAB 50 MG,$7.50
 7421881,ELIQUIS TAB 5MG,$22.14
 7421882,VRAYLAR CAP 1.5 MG,$182.10
 7421883,VRAYLAR CAP 3 MG,$182.10
 7421951,SILVER NITRATE STICKS,$7.50
 7422010,ZOCOR TAB 40 MG,$7.50
 7422030,SINGULAIR TAB 10MG,$7.50
 7422040,SINGULAIR CHEW TAB 4MG,$7.50
 7422100,BICARB VIAL 8.4% 50MEQ / 50ML,$35.00
 7422190,NS 0.45% IV SOLN 1000ML,$35.00
 7422280,SODIUM CHLORIDE 0.9% VIAL 20ML,$7.50
 7422350,BICITRA SOLN,$14.24
 7422540,BETAPACE TAB 80 MG,$7.50
 7422570,ALDACTONE TAB 25MG,$7.50
 7422610,KAYEXALATE ORAL SUSP 15GM / 60 ML,$68.10
 7422720,CARAFATE TAB 1 GM,$7.50
 7422810,BACTRIM DS TAB,$7.50
 7422890,IMITREX TAB 50 MG,$25.14
 7422990,SYNTHROID TAB 100MCG,$7.50
 7423000,SYNTHROID TAB 75MCG,$24.30
 7423050,TAMIFLU SUSP 6MG/ML,$761.80
 7423060,TAMIFLU CAP 75MG,$66.15
 7423090,FLOMAX CAP 0.40MG,$7.50
 7423140,TEGRETOL CHEW TAB 100MG,$25.50
 7423200,RESTORIL CAP 15MG,$7.50
 7423230,HYTRIN CAP 1 MG,$7.50
 7423250,HYTRIN CAP 5 MG,$7.50
 7423470,THEO-DUR TAB 200MG,$24.10
 7423480,THEO-DUR TAB 300MG,$7.50
 7423500,THERA-M TAB,$7.50
 7423540,VITAMIN B1 TAB 100MG,$7.50
 7423730,CARDIZEM ER CAP 360MG,$7.50
 7423950,LOPID TAB 600MG,$7.50
 7424030,TOPAMAX TAB 100MG,$7.50
 7424040,TOPAMAX TAB 25 MG,$7.50
 7424120,TOPROL XL TAB 50MG,$7.50
 7424170,ULTRAM TAB 50MG,$7.50
 7424250,DESYREL TAB 100 MG,$7.50
 7424451,KETAMINE VIAL 500MG/5ML,$41.01
 7424500,ARTANE TAB 2 MG,$7.50
 7424520,TRILEPTAL TAB 150MG,$7.50
 7424530,TRILEPTAL TAB 300MG,$7.50
 7424710,TUMS CHEW TAB 500 MG,$7.50
 7424760,TYLENOL XS TAB 500MG,$7.50
 7424810,UNASYN VIAL 3GM,$78.72
 7424920,VALIUM TAB 5 MG,$7.50
 7424970,VALTREX TAB 500 MG,$8.21
 7425150,CALAN ER TAB 120 MG,$7.50
 7425160,CALAN ER TAB 180 MG,$7.50
 7425170,CALAN ER TAB 240 MG,$7.50
 7425190,CALAN TAB 40 MG,$7.50
 7425320,VISTARIL CAP 25 MG,$7.50
 7425330,VISTARIL CAP 50 MG,$7.50
 7425500,VITAMIN E CAP 1000 IU,$7.50
 7425632,BROMFED LIQ  2/30/10MG/ 5ML,$12.75
 7425671,TRENTAL TAB  400 MG,$7.50
 7425680,WELLBUTRIN SR TAB 100MG,$16.90
 7425690,WELLBUTRIN SR TAB 150MG,$7.50
 7425760,XALATAN OPTH DROPS 0.005% 2.5ML,$38.65
 7426120,ZINC OXIDE 20% OINT 56.7 GM,$7.50
 7426170,ZITHROMAX TAB 250 MG,$14.95
 7426210,ZOCOR TAB 20 MG,$7.50
 7426330,AMBIEN TAB 5 MG,$7.50
 7426440,ZYPREXA TAB 10MG,$7.50
 7426450,ZYPREXA TAB 2.50 MG,$7.50
 7426500,ZYRTEC TAB 10 MG,$7.50
 7426560,ALBUMIN VIAL 25% 12.5GM/50ML,$257.50
 7426590,SYMETREL LIQ 100 MG/10 ML,$72.75
 7426660,LIPITOR TAB 10 MG,$7.50
 7426710,CHLORASEPTIC LOZENGE,$7.50
 7426720,COGENTIN TAB 0.50 MG,$7.50
 7426730,KAOPECTATE SUSP 236ML,$7.50
 7426740,MARCAINE SPINAL 2ML,$109.65
 7426750,MARCAINE AMP 75 MG / 30ML,$7.50
 7426760,SENSORCAINE-MPF 150MG / 30ML,$7.50
 7426791,STADOL VIAL 1MG/ML,$35.00
 7426860,SINEMET TAB 25-250MG,$14.45
 7426930,ACTIDOSE SUSP 25 GM /120 ML,$67.69
 7426950,VITAMIN D3 TAB 400 IU,$7.50
 7427030,DEXTROSE IN LACTATED RINGERS 1000 ML,$7.50
 7427040,D5W BAG 500 ML,$7.50
 7427041,D5NS BAG 1000 ML,$35.00
 7427042,D51/2NS IV SOLN 1000ML,$24.30
 7427043,D5W BAG 1000ML,$25.30
 7427050,DEXTROSE IN WATER 1000 ML,$35.00
 7427060,D5W 100 ML BAG,$12.50
 7427180,EPINEPHRINE PF SYRINGE 1 MG/10 ML,$35.00
 7427210,VITAMIN D2 CAP 50000 UNITS,$7.50
 7427240,DESYREL TAB 50 MG,$7.50
 7427250,PEPCID PREMIX BAG 20MG/50ML,$65.00
 7427370,LUVOX TAB 50 MG,$7.50
 7427410,NEURONTIN TAB 600 MG,$7.50
 7427430,GENTAMICIN IN SALINE PREMIX 80 MG/100 ML,$70.00
 7427460,GLYCERIN LIQUID,$27.65
 7427470,ROBINUL VIAL 0.2MG/ML,$41.07
 7427510,MUCINEX DM TAB 600/30MG,$7.50
 7427530,HEPARIN PF SYRINGE 5000 UNIT/ML,$35.00
 7427580,APRESOLINE TAB 50 MG,$7.50
 7427610,CORTEF TAB 5 MG,$7.50
 7427640,HYDREA CAP 500 MG,$7.50
 7427650,ATARAX TAB 10 MG,$7.50
 7427680,MOTRIN TAB 800 MG,$7.50
 7427720,ATROVENT NEB SOLN 0.50 MG,$7.50
 7427740,NU-IRON CAP 150 MG,$7.50
 7427780,KARAYA GUM,$41.30
 7427790,ENSURE PLUS,$7.50
 7427870,XYLOCAINE MPF 300 MG/ 30 ML,$7.50
 7427890,ZYVOX IVPB BAG 600 MG,$520.20
 7427910,COZAAR TAB 25 MG,$7.50
 7427911,COZAAR TAB 100 MG,$7.50
 7427940,GAVISCON LIQUID,$7.50
 7427960,ANTIVERT TAB 12.5 MG,$7.50
 7427970,PROVERA TAB 2.50 MG,$7.50
 7428090,LOPRESSOR TAB 50 MG,$7.50
 7428100,FLAGYL TAB 250 MG,$7.50
 7428190,GERI-VITE LIQ 30 ML,$21.05
 7428200,FLEET ENEMA ADULT,$7.50
 7428210,NUBAIN AMP 10 MG/ML,$35.00
 7428230,NARCAN PF SYR 1MG/ML,$148.13
 7428240,NAPROXEN TAB 250 MG,$7.50
 7428250,NEOSPORIN OINTMENT,$7.50
 7428330,NS 0.9% ADVANTAGE IV SOLN 100ML,$25.00
 7428340,NS 0.9% IV SOLN 250ML,$22.00
 7428341,D5W BAG 250 ML,$13.50
 7428350,NS 0.9% ADVANTAGE IV SOLN 50ML,$25.00
 7428351,NS 0.9% IV SOLN 50ML,$21.00
 7428352,NS 0.9% IV SOLN 100ML,$21.00
 7428380,NS 0.9% IV SOLN 500ML,$30.25
 7428390,NS 0.9% IV SOLN 1000ML,$27.75
 7428450,ZYPREXA TAB 5 MG,$7.50
 7428460,ZYPREXA TAB 7.50 MG,$7.50
 7428470,BENICAR TAB 20 MG,$7.50
 7428500,OXYCONTIN TAB 10 MG,$14.33
 7428520,TYLOX TAB 5-325MG,$7.50
 7428560,PFIZERPEN VIAL 5 MM UNIT,$8.70
 7428595,COUMADIN TAB 4MG,$7.50
 7428660,PHENOBARBITAL TAB 32.40 MG,$7.50
 7428661,PHENOBARBITAL VIAL 65 MG/1ML,$72.86
 7428680,NEO-SYNEPHRINE VIAL 10 MG/ 1ML,$15.00
 7428700,PHOSPHA 250 NEUTRAL TAB 250 MG,$7.50
 7428730,RID SHAMPOO 59 ML,$10.99
 7428750,PNEUMOVAX 23 VIAL 25MCG/0.50 ML,$419.20
 7428820,MIRAPEX TAB 0.25 MG,$7.50
 7428830,MIRAPEX TAB 1.50 MG,$7.50
 7428860,PRAVACHOL TAB 10MG,$7.50
 7428870,ORAPRED LIQ 15MG/5ML,$7.50
 7428880,VITAMIN D3 TAB 5000 IU,$7.50
 7428900,PHENERGAN VIAL 25 MG/ 1ML,$35.00
 7428901,PHENERGAN AMP 50MG/1ML,$35.00
 7428950,VITAMIN B6 TAB 50MG,$7.50
 7428960,ACCUPRIL TAB 20MG,$7.50
 7428970,EVISTA TAB 60MG,$32.90
 7429010,RIFAMPIN CAP 300 MG,$7.50
 7429040,RISPERDAL TAB 0.50 MG,$7.50
 7429060,ZEMURON VIAL 50 MG/ 5 ML,$25.42
 7429070,REQUIP TAB 2 MG,$7.50
 7429110,CRESTOR TAB 40 MG,$35.85
 7429130,ZOLOFT TAB 25 MG,$7.50
 7429140,ULTANE GAS 250 ML,$163.20
 7429160,MYLICON CHEW TAB 80 MG,$7.50
 7429200,SODIUM BICARB 8.4% VL 50 MEQ/ 50ML,$37.38
 7429211,SODIUM BICARB TAB,$7.50
 7429230,NS 0.9% NEB SOLN 3ML,$7.50
 7429250,DAKIN'S 0.5% SOLN,$10.41
 7429251,LUGOLS SOLN,$16.22
 7429260,KAYEXALATE ENEMA 30 GM/ 120 ML,$199.35
 7429270,SULFACETAMIDE OPTH DROPS 15 ML,$61.00
 7429280,BACTRIM SUSP,$7.50
 7429290,AZULFADINE TAB 500 MG,$7.50
 7429310,MICARDIS TAB 40 MG,$26.05
 7429340,BRETHINE VIAL 1 MG/ML,$35.00
 7429350,TERAZOL VAG CRM 0.4% 45 GM,$43.07
 7429360,TENIVAC P 0.50 ML,$22.67
 7429380,TETRACYCLINE CAP 250 MG,$7.50
 7429390,THROMBIN VIAL 5000 UNIT,$279.00
 7429430,ZANAFLEX TAB 2 MG,$7.50
 7429450,TOBRAMYCIN VIAL 80 MG/ 2 ML,$65.00
 7429480,DEMADEX TAB 20MG,$7.50
 7429501,NM SESTAMIBI (CARDIOLITE),$146.00
 7429502,NM MYOVIEW (TETRAFOSMIN),$141.00
 7429505,NM THALLIUM,$165.00
 7429506,NM PERSANTINE (DYPRIDAMOLE),$7.50
 7429507,NM LEXISCAN,$67.00
 7429508,NM AMINOPHYLLINE,$7.50
 7429550,ACTIGALL TAB 300MG,$20.63
 7429580,EFFEXOR TAB 75MG,$7.50
 7429590,EFFEXOR XR CAP 75MG,$7.50
 7429610,COUMADIN TAB 1MG,$7.50
 7429620,COUMADIN TAB 7.5 MG,$7.50
 7429640,COUMADIN TAB 2.5MG,$7.50
 7429650,STERILE WATER 1000ML,$7.50
 7429660,STERILE WATER 20ML,$7.50
 7429710,GEODON CAP 20MG,$7.50
 7429720,GEODON CAP 40MG,$7.50
 7429740,GEODON CAP 80MG,$20.50
 7429750,GEODON VIAL 20MG,$174.80
 7429810,PROLIXIN LIQUID 5MG/10ML,$29.52
 7429860,BYSTOLIC TAB 5MG,$16.77
 7429880,NS 0.9% ADVANTAGE IV SOLN 250ML,$31.00
 7429900,PHENOBARBITAL LIQ 30MG/7.50ML,$91.76
 7429920,DILANTIN SUSP 100MG/4ML,$95.65
 7429930,SENNA TAB 8.6MG,$7.50
 7433960,OMNISCAN 287MG/ML SYRINGE 10ML,$62.45
 7433970,LATUDA TABLET 40MG,$150.10
 7433971,LATUDA TABLET 20MG,$133.80
 7434321,SYMBICORT INH 160/4.5 MCG,$591.75
 7434910,DOBUTAMINE HCL IN DEXTROSE 500MG/250ML,$131.31
 7434960,CLINIMIX IV SOLN 1000ML,$45.00
 7435010,GAVISCON CHEW ES TAB,$7.50
 7435011,NS 0.9%/ 20MEQ KCL IV SOLN 1000ML,$55.00
 7435012,NS 0.45%/ 20 MEQ KCL IV SOLN 1000ML,$55.00
 7435014,GI COCKTAIL,$102.33
 7435016,NS 0.9%/ 40MEQ KCL IV SOLN 1000ML,$55.00
 7435060,PEDIA-LAX ENEMA,$7.50
 7435080,DILANTIN VIAL 100MG/2ML,$35.00
 7435090,MINIPRES CAP 1MG,$7.50
 7435130,LIBRAX CAP /1EA,$7.00
 7435170,OCUVITE TAB,$7.50
 7435230,AMOXICILLIN SUSP 125MG-5ML 80ML,$7.50
 7435231,AMOXICILLIN SUSP 400MG-5ML 100ML,$12.50
 7435260,TYLENOL SUPP 80MG,$7.50
 7435270,XYLOCAINE 1% VIAL 20ML,$35.00
 7435280,HEPARIN FLUSH SYRINGE 500 UNITS/ 5ML,$7.50
 7435290,CLEOCIN ADV VIAL 900MG/6ML,$111.60
 7435300,CLEOCIN VIAL 600MG/4ML,$150.88
 7435320,VITAMIN A CAP 10000 UNITS,$7.50
 7435340,LOXITANE CAP 25MG,$7.50
 7435360,AVAPRO TAB 150MG,$7.50
 7435390,CLAFORAN VIAL 500MG,$7.50
 7435400,ICAR-C PLUS TAB,$7.50
 7435410,ICAR-C TAB,$7.50
 7435420,ZITHROMAX ADV VIAL 500MG,$195.00
 7435440,HEMABATE AMP 250MCG/1ML,$983.54
 7435480,CLOZARIL TAB 100MG,$62.35
 7435490,TOPROL XL TAB 25MG,$7.50
 7435580,DOPAMINE PREMIX BAG 800MG/250ML,$143.97
 7435590,ARICEPT TAB 5MG,$7.50
 7436000,ARICEPT TAB 10MG,$7.50
 7436010,REMERON TAB 45MG,$19.45
 7436030,COUMADIN TAB 3MG,$7.50
 7436060,COGENTIN TAB 2MG,$7.50
 7436120,VISKEN TAB 5MG,$7.50
 7436130,MYCOLOG CREAM/ 15 GM,$227.61
