BRYAN W. WHITFIELD MEMORIAL HOSPITAL,,
CHARGE MASTER,,
AS OF 01/01/2019,,
,,
,,
Chg Code,Description,Charge
402090050,D5W [1000 ML] INJ,50.00 
402090060,NS  0.45% [500ML] INJ,50.00 
402090080,D10W [1000ML],97.00 
402090090,D5NS [500 ML] INJ,50.00 
402090100,D5NS [1000 ML] INJ,50.00 
402090110,NS [50ML] INJ,20.00 
402090120,NS [100ML],20.00 
402090130,NS [250ML],50.00 
402090140,NS [500ML] INJ,50.00 
402090150,NS [1000 ML],50.00 
402090160,D5 1/2 SALINE [500 ML] IN,50.00 
402090170,D5 1/2 SALINE [1000 ML] I,50.00 
402090180,D5 1/4 SALINE [1000 ML] I,50.00 
402090190,D10 NS [1000ML],50.00 
402090210,D5LR [500 ML] INJ,50.00 
402090220,D5LR [1000ML] INJ,50.00 
402090230,LR [500ML] INJ,50.00 
402090240,LR [1000ML] INJ,55.50 
402090270,LIPOSYN 10% [500ML],45.00 
402090570,PLASMANATE [500ML],163.50 
402090630,D2.5S.45 500ML,50.00 
402090720,NS  0.45% [1000ML] INJ,50.00 
402090730,STERILE WATER [1000ML INJ,267.50 
402090890,SODIUM CHLORIDE 3 % [500M,50.00 
402090900,AMINO ACIDS 8.5% W/ LYTES,50.00 
402090910,HESPAN IV [500ML],174.00 
402090920,D5 NS 250CC,113.00 
402090930,DEXTROSE 50% [500ML],97.00 
402090950,D10 1/2NS 1000ML BAG,125.00 
402090960,D5 1/4 SALINE[250 ML] INJ,50.00 
402090990,PCA PUMP INITIAL CHARGE,192.50 
402091000,PCA PUMP DAILY DEVICE,103.03 
402091020,STERILE WATER FOR INJ,125.00 
402091040,DEXTROSE 20% 500ML INJ,50.00 
402091100,LIPOSYN 30% EMULSION [500,124.00 
402091120,D5 NS + 20MEQ KCL [1000ML,89.50 
402091170,AMINOSYN 8.5% [500ML BAG],50.00 
402091180,DEXTROSE 70% [1000ML],127.50 
402091190,TRAVASOL 10% [500ML],299.00 
402091200,LIPOSYN 30% 500ML,105.50 
402091221,SODIUM CHLORIDE IRRIGATION 3L,140.00 
402091222,"HEPARIN 1,000 UNITS/500ML",55.00 
402091223,DEXTROSE 10% 250ML IV,55.00 
402091230,D 5 1/4 NS (500ML BAG),55.00 
403033060,US ECHO W DOPPLER COMPL,"1,100.00 "
403039230,US SEGMENTAL PRESSURE,560.00 
403065160,US OPHTALMIC (BIOMETRY),252.00 
403065250,US SOFT TISSUE HEAD/NECK,222.00 
403066250,US ECHO W/O DOPPLER COMPL,"1,100.00 "
403066260,US ECHOCARDIOGRAPHY DOPPL,300.00 
403066410,US BREAST UNILAT COMPLETE,275.00 
403066420,US BREAST UNILAT LIMITED,275.00 
403066500,US EXTRACRANIAL COMP/BILA,550.00 
403066510,US EXTREM SINGLE LEVEL,295.63 
403066520,US EXTREM MULTI LEVEL,410.00 
403066530,US EXTREM UPPER ART BILATERAL,560.00 
403066540,US EXTREM. LOWER ART BILATERAL,700.00 
403066550,US EXTRE (VENOUS) BILAT,550.00 
403066560,US DUPLEX ABD/PELVIC COMP,720.00 
403067000,US ABDOMINAL COMPLETE,262.50 
403067050,US ABDOMINAL (LIMITED/SIN,190.00 
403067700,US RETROPERITONEAL COMPLETE,334.38 
403067780,US KIDNEY (TRANSPLANT),323.13 
403068100,US PREG > 14WKS EA ADD GE,237.50 
403068150,UR PREGNANCY LIMITED,160.00 
403068160,US PREGNANCY F/U,220.00 
403068170,US PREGNANCY TRANSVAG,242.00 
403068180,US FETAL BIO-PHYSICAL PRO,180.00 
403068200,US PLACENTA LOCATION,159.50 
403068250,US PREG >14WKS 1ST GEST,240.00 
403068350,US ECTOPIC PREGNANCY DIAG,241.88 
403068500,US PELVIC TRANSVAGINAL,241.25 
403068550,US PELVIC COMPLETE,242.00 
403068570,US PELVIS LIMITED,160.00 
403068700,US SCROTUM/TESTICLES,334.38 
403069460,US GUIDANCE AMNIOCENTESIS,221.25 
403069600,US ASPIRATION (CYST),380.00 
403070010,US EXTRE LOWER ART UNILAT,450.00 
403070020,US EXTREM UPPER ART UNILA,370.00 
403070030,US EXTREM VENOUS UNILAT,370.00 
403070040,US DUPLEX ABD/PELVIS LIMI,400.00 
403070050,US PREG<14 WKS 1ST GEST,221.25 
403070060,US PREG <14WKS EA ADD GES,221.25 
403070070,US RETROPERITONE LIMITED,300.00 
403070080,US EXTRACRANIAL UNILAT/LI,375.00 
403076881,US EXT NON-VAS COMPLETE,270.00 
403076882,US EXT NON-VAS LIMITED,190.00 
404001000,MANDIBLE PARTIAL 3V,95.50 
404001100,MANDIBLE (COMP. 4 VIEWS),125.00 
404001300,MASTOIDS (MIN 3VIEWS/SIDE,118.13 
404001400,FACIAL BONES (<THAN 3 VIE,83.75 
404001500,FACIAL BONES MIN 3 VIEWS,137.50 
404001600,NASAL BONES MIN 3V,91.88 
404002400,SELLA TURCICA,67.00 
404002500,SKULL (< THAN 4 VIEWS),98.75 
404002600,SKULL (4 OR > VIEWS),146.88 
404003320,TMJ'S (BILATERAL),150.50 
404003600,NECK SOFT TISSUE,83.75 
404010450,CHEST 1 VIEW,85.00 
404010460,CHEST 2 VIEW,85.00 
404010470,CHEST 3 VIEWS,95.00 
404010480,CHEST 4+ VIEWS,145.00 
404011000,RIBS RIGHT (2 VIEWS),107.50 
404011010,RIBS BILAT (3 VIEWS),192.50 
404017770,ISOPTO TEARS,41.50 
404020400,C-SPINE (2 OR 3 VIEWS),98.75 
404020520,C-SPINE (MIN. 4 VIEWS),171.88 
404020700,DORSAL SPINE (2VIEWS),119.38 
404021000,LUMBAR SPINE (2 OR 3 VIEW,128.13 
404021100,LUMBAR SPINE MIN 4 VIEWS,171.88 
404021700,HIPS BILAT 2VIEWS EA HIP,240.00 
404021701,HIPS BI 3-4 VIEWS,250.00 
404021702,HIPS BI 5/> VIEWS,310.00 
404022200,SACRUM/COCCYX MIN 3 VIEWS,101.88 
404022700,MYELOGRAPHY (LUMBAR),550.00 
404030100,SCAPULA RIGHT,101.88 
404030200,SHOULDER RIGHT (1 VIEW),82.50 
404030300,SHOULDER RIGHT 2 OR MORE,119.38 
404030400,FLUORO - SHOULDER,465.00 
404030500,AC JOINTS(BILAT W/WO WTS),81.50 
404030600,HUMERUS RT (MIN. 2 VIEWS),105.63 
404030700,ELBOW RT (2VIEWS),101.88 
404030800,ELBOW RT (3 VIEWS),105.63 
404030850,FLUORO - ELBOW,355.00 
404030900,FOREARM RIGHT (2 VIEWS),101.88 
404031000,WRIST RIGHT (2 VIEWS),82.50 
404031100,WRIST RIGHT(3 OR > VIEWS),100.63 
404031110,FLUORO - WRIST,390.00 
404031130,CLAVICAL LEFT,82.50 
404031140,DORSAL SPINE (3VIEWS),128.13 
404031150,ELBOW LEFT (2 VIEWS),101.88 
404031160,ELBOW LT (3VIEWS),105.63 
404031169,FEMUR LT 1 VIEW,140.00 
404031170,FEMUR LEFT (2 VIEWS),150.00 
404031180,FINGER(S) LEFT,82.50 
404031190,FOOT LEFT (2 VIEWS),74.38 
404031200,HAND RIGHT (2 VIEWS),240.00 
404031210,FOOT LEFT (MIN.3 VIEWS),105.63 
404031220,FOREARM LEFT (2 VIEWS),101.88 
404031230,FOREIGN BODY-CHILD 1 VIEW,300.00 
404031240,HAND LEFT (2 VIEWS),240.00 
404031250,HAND LEFT (MIN. 3 VIEWS),105.63 
404031260,HEEL RIGHT (2VIEWS),98.75 
404031270,HEEL LEFT (2 VIEWS),98.75 
404031280,HIP UNILATERAL LT (1 VIEW),100.00 
404031290,HIP UNILATERAL RT 2-3 VIEWS,120.00 
404031291,HIP UNILATERAL RT 4/> VIEWS,164.00 
404031300,HAND RIGHT (MIN. 3 VIEWS),105.63 
404031400,FINGER(S) RIGHT,82.50 
404031470,HIP UNILATERAL LT 2-3 VIEWS,120.00 
404031471,HIP UNILATERAL LT 4/> VIEWS,164.00 
404031500,HUMERUS LEFT (MIN. 2 VIEW,105.63 
404031510,IVP (W/NEPHROTOMOGRAPHY),302.50 
404031520,KNEE LEFT (1 OR 2 VIEWS),98.75 
404031530,KNEE RIGHT (3 VIEWS),113.44 
404031540,KNEE LEFT (3 VIEWS),113.44 
404031550,JOINT SURVEY 1 OR MORE JO,122.00 
404031560,LOWER EXT.(INFANT MIN 2 V,80.00 
404031580,PELVIS (1 OR 2 VIEWS),101.88 
404031600,RIBS LEFT (2 VIEWS),107.50 
404031610,S-I JOINTS(< 3 VIEWS),95.50 
404031620,S-I JOINTS (3 OR MORE VIE,101.88 
404031630,SCAPULA LEFT,101.88 
404031650,SHOULDER LEFT (1 VIEW),82.50 
404031660,SHOULDER LEFT(2 OR MORE V,119.38 
404031670,SINUSES (< THAN 3 VIEWS),97.00 
404031680,SINUSES (3 OR > VIEWS),122.00 
404031690,SPINE SURVEY,291.25 
404031700,STERNUM,98.75 
404031730,TOE(S) LEFT,74.38 
404031740,UPPER EXT(INFANT MIN 2 VI,240.00 
404031750,UPPER GI (WITH AC),325.00 
404031760,VENOGRAM RIGHT,"1,100.00 "
404031770,VENOGRAM LEFT,"1,100.00 "
404031780,VENOGRAM BILATERAL,"1,200.00 "
404031790,WRIST LEFT (2 VIEWS),82.50 
404031800,WRIST LEFT(3 OR > VIEWS),100.63 
404031810,ANKLE LEFT (MIN. 2 VIEWS),98.75 
404031820,ANKLE LEFT(MIN 3 VIEWS),105.63 
404031830,BARIUM ENEMA(THERAPUTIC),210.00 
404031900,TIBIA/FIBULA - LEFT,105.63 
404032010,TRANDATE 5MG/ML 1ML,3.00 
404033000,CLAVICAL RIGHT,82.50 
404034540,KNEE LEFT (4 OR MORE VIEW,128.13 
404035000,HIP UNILATERAL RT 1 VIEW,100.00 
404035250,FLUORO - HIP,700.00 
404035510,FEMUR RT 1 VIEW,140.00 
404035520,FEMUR RT MIN 2 VIEWS,150.00 
404035600,KNEE RIGHT (1 OR 2 VIEWS),98.75 
404035700,KNEE RIGHT (4 OR MORE VIE,128.13 
404035800,FLUORO - KNEE,460.00 
404035900,TIBIA/FIBULA RIGHT,105.63 
404036000,ANKLE RT (2 VIEWS),98.75 
404036100,ANKLE RT (MIN. 3 VIEWS),105.63 
404036150,FLUORO - ANKLE,495.00 
404036200,FOOT RIGHT (2 VIEWS),74.38 
404036300,FOOT RIGHT(MIN. 3 VIEWS),105.63 
404036598,INJ W/FLO EVAL CV DEVICE,552.00 
404036600,TOE(S) RIGHT,74.38 
404040180,ABDOMEN 1 VIEW,95.00 
404040190,ABDOMEN 2 VIEWS,145.00 
404040210,ABDOMEN 3+ VIEWS,145.00 
404042200,BARIUM SWALLOW,187.50 
404042400,UPPER GI(W/O KUB),275.00 
404042490,UPPER GI & SB,416.88 
404042500,SMALL BOWEL SERIES,192.50 
404042700,BARIUM ENEMA,210.00 
404042750,BARIUM ENEMA-AIR CONTRAST,316.25 
404043000,CHOLANGIOGRAM (IN OR),200.00 
404043270,CHOLANGIOGRAM T-TUBE,170.00 
404044000,IVP,266.88 
404044300,CYSTOGRAM,270.00 
404044550,VOIDING CYSTOGRAM,855.00 
404047400,HYSTEROSALPINGOGRAPHY,302.50 
404060600,LONG BONE SURVEY ADULT,242.00 
404060650,LONG BONE SURVEY INFANT,140.00 
404065020,DEXA BONE DENSITY,270.00 
404065100,LUMBAR SPINE COMP W/BENDI,244.00 
404065120,VOIDING CYSTOGRAM INJ,60.00 
404065140,UPPER GI(WITH KUB),300.00 
404065150,RT. SHOULDER ARTHROGRAM,855.00 
404065160,LEFT SHOULDER ARTHROGRAM,855.00 
404070010,FLUORO FOR VAS. DEVICE,313.00 
404070730,X-RAYS BONE LENGTH STUDIES,210.00 
404072081,ENTIRE SPINE  V,147.00 
404072082,ENTIRE SPINE 2/3 VIEWS,200.00 
404072083,ENTIRE SPINE 4/5 VIEWA,300.00 
404072084,ENTIRE SPINE MIN 6 VIEWS,300.00 
405000010,EKG,115.00 
405000030,EXERCISE EKG,485.00 
405000040,EEG WITH SEDATION,400.00 
405058120,EEG,600.00 
405058240,EEG-CEREB. EVAL. ONLY,210.00 
405059380,EEG - PROLONGED STUDY,700.00 
406065020,DEXA BONE DENSITY,270.00 
406078226,NM H.I.D.A. PLAIN,800.00 
406078227,NM H.I.D.A. QUANTITATIVE,900.00 
406080010,NM THYROID UPTAKE MEASUREMENT,342.00 
406080100,NM THYROID IMAGING W/BLOOD FOW,450.00 
406080120,NM THYROID IMAGIMG W/UPTAKE,762.00 
406080700,NM PARATHYROID IMAGING,431.88 
406081040,NM BONE MARROW SCAN W.B.,619.50 
406082050,NM SPECT LIVER W/FLOW,700.00 
406082160,NM LIVER/SPLEEN W/FLOW,726.25 
406082640,NM GASTRIC EMPTYING STUDY,762.00 
406082780,NM GI BLEEDING SCAN,690.00 
406082900,NM MECKELS DIVERTICULUM,640.00 
406083000,NM SINGLE JOINT SCAN MULT,620.50 
406083010,NM SNGL SCAN LIMIT AREA,620.50 
406083060,NM WHOLE BODY BONE SCAN,"1,028.75 "
406083070,WHOLE BODY SCAN I-131,"1,030.00 "
406083150,NM BONE SCAN OSTEOMYELITI,"1,072.50 "
406083200,NM SPECT BONE,808.75 
406084580,NM LEG VENOGRAM BILAT,616.25 
406084600,NM MYOCARDIAL REST OR STR,"1,159.00 "
406084610,NM MYOCARDIA REST AND STRESS,"1,424.00 "
406084660,NM MYOCARDIAL INFARCATION,799.50 
406084680,NM MI INFARCTION SCAN W/E,538.00 
406084720,"GATED HEART, SINGLE",900.00 
406084730,"GATED HEART, MULTI",625.00 
406084810,NM EJECTION FRACTION ANAL,785.50 
406085800,NM LUNG PERFUSION,419.00 
406085820,LUNG VENTILAT & PERFUS IMAGING,"1,000.00 "
406085870,LUNG VENTILATION IMAGING,663.00 
406086060,NM BRAIN SCAN W/FLOW,761.00 
406086070,NM SPECT BRAIN W/CERETEC,"1,133.00 "
406086100,NM SPECT BRAIN W/NEUROLIT,"1,133.00 "
406087070,NM KIDNEY W/FLOW FUNCTION,859.38 
406087260,NM KIDNEY FUNCTION W/PHAR,708.50 
406087400,NM CYSTOGRAM REFLEX,511.50 
406087610,NM TESTICULAR SCAN W/FLOW,684.00 
406088000,NM GLUCOHEPTINATE LUNG SC,758.00 
406088030,NM SPECT GLUCO,790.00 
406089030,TCPPM MEDRONATE UP TO 30 MCI,100.00 
406089070,TC99M PYROPHOSPHATE UP TO 25 M,108.00 
406089080,TC99M BICISATE UP TO 25 MCI,585.00 
406089120,TC99M MEBROFENIN UP TO 15 MCI,110.00 
406089140,TC99M APCITIDE UP TO 20 MCI,700.00 
406089160,TC99N PENTETATE UP TO 25 MCI,90.00 
406089180,TC99M AEROSOL UP TO 75 MCI,106.00 
406089200,TC99M MAA UP TO 10 MCI,90.00 
406089240,TC99M PERTECHNETATE PER MCI,4.00 
406089270,TC99M TETROFOSMIN PER STUDY,180.00 
406089330,TC99M MERTIATIDE UP TO 15 MCI,510.00 
406089350,IODINE I-123 PER 100 UCI UP TO,350.00 
406089360,NM SPECT LIVER,273.75 
406089390,.NM BONE SCAN/MULTIPLE,660.00 
406089420,TCPPM SESTAMIBI PER STUDY,530.00 
406089421,MYOVIEW CANCEL FEE,350.00 
406089440,.NM CERETEC,"1,875.00 "
406089510,NM L131 THERAPY PER MCI,55.00 
406090000,NM RX HYPERTHYRO,609.00 
406090320,NM MAG-3 KIDNEY W/FLOW &,859.38 
406090330,MAG 3 KIDNEY,330.00 
406090340,NM LEG VENOGRAM UNILAT,525.00 
406090350,.NM SULFA COLLIDE,97.00 
407000050,A & D OINT [60GM],4.50 
407000080,TYLENOL 650MG SUPP,5.00 
407000130,ACTIDOSE AQUA [25G/120ML],57.00 
407000140,EPINEPHRINE 1:1000 [1MG/M,5.50 
407000210,AFRIN NASAL SPRAY [30ML],8.50 
407000240,ALDACTONE 25MG TAB,3.00 
407000250,ALDOMET 250MG TAB,3.00 
407000260,ALDOMET 500MG TAB,3.00 
407000460,AMICAR INJ [5GM/20ML],5.00 
407000620,AMOXIL 500MG CAP,3.00 
407000630,AMOXIL 125MG/5ML ORAL SOL,11.00 
407000640,AMOXIL 250MG/5ML ORAL SOL,21.50 
407000660,AMPICILLIN 500MG CAP,3.00 
407000670,AMPICILLIN 125MG/5ML SUSP,18.00 
407000680,AMPICILLIN 250MG/5ML SUSP,3.00 
407000690,AMPICILLIN [500MG VL],16.50 
407000710,AMPICILLIN  [2GM]  INJ,49.50 
407000730,AMPHOJEL SUSPENSION [30 M,3.00 
407000840,ANTILIRIUM 2MG/2ML INJ,61.00 
407000850,ANTIVERT 12.5MG TAB,3.00 
407000860,ANTIVERT 25MG TAB,3.50 
407000900,ANUSOL HC SUPP,51.00 
407000950,HYDRALAZINE 20MG INJ,39.50 
407000960,APRESOLINE 10MG TAB,3.00 
407000970,APRESOLINE 25MG TAB,3.00 
407001000,AQUAPHOR OINT [396G],20.50 
407001100,VITAMIN C 500MG TAB,3.00 
407001150,ASPIRIN 325MG TAB E.C.,2.00 
407001160,ATIVAN 1 MG TAB,3.50 
407001180,ATIVAN [2MG/ML]  INJ,4.00 
407001220,ATROPINE [0.4MG/ML 1ML] I,3.00 
407001230,AURALGAN OTIC SOL,24.00 
407001280,AVEENO BATH PACKET,3.00 
407001300,AYR NASAL SPRAY,5.00 
407001310,AYR NASAL DROPS,5.00 
407001330,AZULFIDINE 500MG TAB,3.00 
407001350,VITAMIN B-12 [1000 MCG IN,35.00 
407001370,BACTRIM [INJ 10 ML],20.00 
407001410,BEER,12.50 
407001460,BENADRYL 25MG CAP,3.00 
407001490,BENADRYL ELIXIR [5ML],3.00 
407001500,BENADRYL [50MG INJ],4.00 
407001520,BENEMID 500MG TAB,3.50 
407001540,BENTYL 10MG CAP,3.00 
407001590,BICILLIN LA [1.2 MU SYRIN,72.50 
407001600,BICILLIN LA [2.4 MU SYR],413.50 
407001610,WHISKEY [1OZ],7.00 
407001810,COUMADIN 7.5 MG TAB,5.50 
407001870,CALCIUM CHLORIDE 10% [SYR,31.50 
407001880,CALCIUM GLUCONATE 10% [10,3.50 
407001920,CANDIDA SKIN TEST [0.1ML],44.00 
407001950,CARAFATE 1GM TAB,3.00 
407002020,CATAPRES 0.1 MG TAB,3.00 
407002030,CATAPRES 0.2MG TAB,3.00 
407002140,ANCEF [1GM INJ],6.50 
407002270,CHARCOAL ACTIVATED [120ML,57.00 
407002440,CHLOR-TRIMETON 4MG TAB,3.00 
407002540,MAG CITRATE [10 OZ] ORAL,6.00 
407002560,CLEOCIN 150MG CAP,4.50 
407002570,CLEOCIN ORAL SUSP 75MG/5M,214.00 
407002580,CLEOCIN [900MG/6ML] INJ,21.00 
407002670,COGENTIN 1MG TAB,3.00 
407002690,COGENTIN [2MG/2ML] INJ,282.00 
407002710,COLACE 100MG CAP,3.00 
407002720,COLACE 50MG/5ML LIQUID [1,3.50 
407002750,COLCRYS 0.6MG TAB,28.00 
407002810,COMPAZINE 5MG TAB,3.00 
407002870,EPHEDRINE [50MG INJ],207.00 
407002890,COMPAZINE [10MG INJ],78.00 
407002900,MEGACE 40MG TAB,5.00 
407003110,CORGARD 40MG TAB,4.00 
407003130,CORTISPORIN OPH SOL,141.00 
407003140,CORTISPORIN OPH OINT,130.50 
407003160,CORTISPORIN OTIC SUS,62.00 
407003170,CORTISPORIN TOPICAL OINT,129.00 
407003210,COUMADIN 2.5MG TAB,4.00 
407003220,COUMADIN 10MG TAB,4.50 
407003500,DEBROX EAR DROPS,14.00 
407003540,DEXAMETHASONE SOD PHOSPHATE,
407003570,DECADRON 4MG TAB,3.00 
407003680,DELATESTRYL 200MG/ML INJ,40.00 
407003730,DEMEROL 50MG INJ,9.50 
407003750,DEMEROL 100MG INJ,24.50 
407003770,DEPAKENE SYR 250MG/5ML [1,16.00 
407003810,DERMOPLAST SPRAY,39.00 
407003820,DHE 45 INJ [1MG/ML],133.00 
407003830,DIABINESE 100 MG TAB,3.00 
407003870,DILAUDID 2MG/ML INJ,17.00 
407003950,LANOXIN 0.125MG TAB,8.50 
407003960,LANOXIN 0.25MG TAB,8.50 
407003980,LANOXIN ELIXIR [60ML],47.50 
407003990,LANOXIN [0.5MG/2ML INJ],7.00 
407004010,DILANTIN 50MG INFATAB,4.50 
407004020,DILANTIN 100MG CAP,3.00 
407004050,DILANTIN SUSP 30MG/5ML<5M,3.00 
407004060,DILANTIN SUSP 30ML,9.00 
407004070,DILANTIN [100MG/2ML INJ],9.50 
407004150,DITROPAN TAB 5MG,3.00 
407004220,DIPROSONE CREAM 0.05%,71.50 
407004260,DOBUTREX [250MG/20ML INJ],32.50 
407004380,SINEQUAN 25MG CAP,3.00 
407004390,SINEQUAN 50MG CAP,3.00 
407004470,DULCOLAX 5MG,3.00 
407004480,DULCOLAX 10MG SUPP,3.00 
407004580,ERYTHROMYCIN B 250MG,26.00 
407004610,ERYTHROCIN INJ [500MG],219.00 
407004690,LAC-HYDRIN 12% LOTION,23.00 
407004700,ELAVIL 10MG TAB,3.00 
407004710,ELAVIL 25MG TAB,3.00 
407004720,ELAVIL 50MG TAB,4.00 
407004950,EPINEPHRINE [1MG/10ML SYR,21.50 
407005010,LITHIUM CARBONATE 300MG CAP.,3.00 
407005030,ESTRACE 1MG TAB,3.00 
407005090,EYE STREAM EYE SOL,24.50 
407005100,FEOSOL 324MG TAB,3.00 
407005130,FEOSOL ELIXIR 220MG/5ML [,3.00 
407005150,FER IN SOL DROPS [BTL],16.00 
407005190,FLAGYL 250MG TAB,3.00 
407005200,FLAGYL INJ [500MG/NS100],11.00 
407005210,FLEXERIL 10MG TAB,3.50 
407005220,FLORINEF 0.1MG TAB,3.00 
407005250,FOLIC ACID INJ [5MG/ML 1M,16.00 
407005260,FOLIC ACID 1MG TAB,3.00 
407005420,GARAMYCIN OPH SOL,19.00 
407005430,GARAMYCIN OPH OINT,39.50 
407005440,GAVISCON (GENATON) CHEWAB,3.00 
407005510,GAVISCON SUSP [12OZ],22.50 
407005520,GENTIAL VIOLET 2% [BTL],16.00 
407005580,GLUCAGON [1 MG INJ],914.00 
407005600,GLYCERIN INFANT SUPP,3.00 
407005610,GLYCERIN ADULT SUPP,3.00 
407005660,GYNE-LOTRIMIN VAG CREAM,28.50 
407005670,HALDOL 1 MG TAB,3.00 
407005690,HALDOL 5MG TAB,4.00 
407005720,HALDOL [5MG INJ],27.00 
407005770,HALOTESTIN (ANDROXY) 10MG,12.50 
407005910,HCTZ 25MG TAB,3.00 
407005960,SOLU-CORTEF [100MG INJ],9.50 
407005990,VISTARIL 50MG CAP,3.00 
407006000,VISTARIL [50MG/ML INJECTI,3.50 
407006030,HYGROTON 25MG TAB,7.00 
407006190,IMODIUM 2MG CAP,3.00 
407006200,IMURAN 50MG TAB,3.50 
407006210,INAPSINE INJ [5MG/2ML INJ,15.00 
407006220,INDERAL 10MG TAB,3.00 
407006240,INDERAL 40MG TAB,3.00 
407006250,INDERAL INJ [1MG/1ML INJ],26.50 
407006260,INDOCIN 25MG CAP,3.00 
407006550,ISOPTO ATROPINE 1%,6.00 
407006570,ISOPTO CARPINE 1%,18.50 
407006600,ISOPTO-CARPINE 2% EYE SOL,24.00 
407006620,ISOPTO-CARPINE 4% EYE SOL,22.50 
407006630,ISOPTO CARPINE OPHTH SOLN,32.50 
407006690,ISORDIL 2.5MG SL TAB,3.00 
407006730,ISORDIL 10MG TAB,3.00 
407006740,ISORDIL 40MG TABLET ER,3.00 
407006800,ISUPREL [INJ 1:5000 0.2MG,32.50 
407006950,KAOPECTATE  LIQUID [30ML],13.50 
407006980,KEFLEX 250MG CAP,3.00 
407006990,KEFLEX 500 MG CAP,6.50 
407007020,KEFLEX 250MG/5ML SUSPENSI,66.50 
407007030,KENALOG IN ORABASE,34.00 
407007180,LACRILUBE OPH OINT,19.00 
407007200,LASIX 20MG TAB,3.00 
407007210,LASIX 40MG TAB,3.00 
407007220,LASIX [20MG/2ML INJ],15.50 
407007290,LIBRAX CAPSULE,14.50 
407007310,LIBRIUM 10MG CAP,3.00 
407007360,LIDOCAINE 2% [100MG/5ML S,11.50 
407007420,LINCOCIN 600MG/2ML,18.00 
407007460,LOMOTIL TAB,3.00 
407007500,LOPRESSOR 50MG TAB,3.00 
407007550,LOTRIMIN SOLUTION 1% [30M,114.00 
407007630,LUBRIDERM LOTION [16 OZ],15.00 
407007680,LEVSIN ELIXIR [1OZ],8.50 
407007700,RULOX SUSP 355ML,7.50 
407007790,MACRODANTIN CAP 50MG FURA,6.00 
407007950,MEDROL 4MG TAB,3.00 
407008020,MEDROL 4MG DOSEPAK,105.50 
407008070,MELLARIL 25MG TAB,3.00 
407008200,METHERGINE [INJ 0.2MG/ML],26.00 
407008210,METHOTREXATE 2.5MG TAB,14.00 
407008220,METHOTREXATE 250MG/10ML VIAL,38.00 
407008250,MILK OF MAGNESIA[1OZ],5.00 
407008270,MINERAL OIL 473ML,13.50 
407008280,MINIPRESS CAP 1MG,5.50 
407008400,M M R VACCINE,172.50 
407008480,MORPHINE 4MG C/J.,7.00 
407008490,MORPHINE 2MG C/J,7.00 
407008510,MOTRIN 800MG TAB,3.00 
407008520,MOTRIN 400MG TAB,3.00 
407008530,MOTRIN 600MG TAB,3.00 
407008550,MUCOMYST 20% SOL [30ML],3.00 
407008560,MVI  INJ,18.00 
407008570,MYAMBUTAL 400MG TABLET,6.50 
407008580,MYCOLOG OINT,9.50 
407008590,MYCOLOG CREAM [15GM],9.00 
407008620,MYLANTA SUSP [5OZ],10.50 
407008660,MYLICON DROPS,17.50 
407008690,MYLICON 80MG TAB,3.00 
407008860,NARCAN INJ [0.4MG],66.50 
407008960,NAVANE CAP 20MG,3.50 
407008980,NEBCIN [INJ 80MG],13.50 
407009150,CASTOR OIL [2 OZ],8.50 
407009180,NEOMYCIN 500MG TAB,7.00 
407009210,NEOSPORIN OINT [30 GM],14.00 
407009230,NEOSPORIN OPTH SOL,102.50 
407009240,NEOSPORIN OPH OINT,32.00 
407009270,NEO-SYNEPHRINE  MILD NASA,7.00 
407009280,NEO-SYNEPHRINE NASAL,7.00 
407009410,NIPRIDE [50MG/2ML] INJ,902.50 
407009530,NITRO-BID OINT 2 % [30GM,23.00 
407009560,NOLVADEX 10MG TAB,8.00 
407009570,NORFLEX 100MG TAB,8.00 
407009580,NORFLEX [60MG/2ML AMPULE],79.00 
407009670,NUBAIN [10MG/ML]  INJ,17.00 
407009720,MYCOSTATIN POWDER,55.00 
407009940,ROBITUSSIN SYRUP [5 ML],3.00 
407009990,OSCAL PLUS TAB,9.50 
407010040,PROZAC 20MG CAP,10.00 
407010100,"HEPARIN INJ [1,000U/ML] 1",5.50 
407010220,PARLODEL 2.5MG TAB,8.00 
407010240,PEPCID 20MG TAB,3.00 
407010260,BACTROBAN 2% OINT [22G),22.50 
407010280,PENICILLIN G POT [5 MMU],148.00 
407010320,PEN VEE K 500MG TAB,3.00 
407010340,PENICILLIN VK 250MG/100ML O/S,20.00 
407010390,PRIMAXIN [500MG INJ],87.50 
407010400,CALAN SR 240MG TAB,7.50 
407010410,PERIACTIN 4MG TAB,4.00 
407010430,PERIACTIN SYRUP [1OZ],8.50 
407010540,HEMABATE [250 MCG INJ],481.50 
407010610,PHENERGAN 25MG TAB,3.00 
407010620,PHENERGAN [25MG INJ],4.00 
407010640,PHENOBARBITAL 30MG TAB,3.00 
407010660,PHENOBARBITAL 20MG/5ML EL,6.00 
407010670,PHENOBARBITAL 65MG INJ,6.00 
407010680,COUMADIN 5 MG TAB,4.50 
407010760,PNEUMOVAX,364.50 
407010790,PLAQUENIL 200MG TAB,10.50 
407010800,POLY-VI-SOL DROPS [50ML],27.50 
407010810,POLY VITAMIN W/IRON DROPS,36.00 
407010820,POLYSPORIN OPHTH OINT (3.,52.00 
407010840,PONTOCAINE 0.5% EYE SOLN,9.50 
